Word	Amharic-am	Valence	Arousal	Dominance
converse	ተለዋወጡ	0.594	0.406	0.598
conversing	በመነጋገር ላይ	0.755	0.409	0.442
conversion	ልወጣ	0.480	0.605	0.736
convert	ይቀይራል	0.551	0.538	0.704
converted	ተለውጧል	0.663	0.418	0.686
convertible	መለወጥ	0.542	0.529	0.717
convex	ኮንሰክ	0.438	0.427	0.445
convexity	ድብደባ	0.449	0.354	0.484
convey	አስተላልፍ	0.719	0.633	0.708
conveyance	መጓጓዣ	0.615	0.520	0.455
conveyancing	ማስተላለፍ	0.375	0.479	0.663
convict	ወንጀለኛ	0.177	0.840	0.477
conviction	ማመዛዘን	0.615	0.704	0.826
convince	አሳመነ	0.708	0.539	0.763
convinced	አሳመነ	0.750	0.500	0.630
convincing	አሳማኝ	0.760	0.527	0.900
convocation	ጉባዔ	0.538	0.611	0.663
convoluted	ተረብሾ ነበር	0.323	0.614	0.433
convolution	ማቀፍ	0.417	0.559	0.527
convoy	አውሮፕላን	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	ምግብ ማዘጋጀት	0.847	0.500	0.412
cookbook	የምግብ ደብተር	0.602	0.346	0.398
cooker	ጉርሻ	0.592	0.373	0.407
cookery	ምግብ ቤት	0.633	0.368	0.345
cookie	ኩኪ	0.792	0.306	0.250
cookies	ኩኪዎች	0.823	0.451	0.316
cooking	ምግብ ማብሰል	0.694	0.510	0.434
cookout	ምግብ ማብሰል	0.680	0.406	0.482
cool	ጥሩ	0.885	0.540	0.781
coolant	የማቀዝቀዣ	0.720	0.412	0.456
cooler	ቀዝቃዛ	0.664	0.375	0.460
cooling	የማቀዝቀዣ	0.469	0.324	0.392
coolness	ሞቃት	0.490	0.307	0.548
coon	ኮሎን	0.490	0.460	0.400
coop	ኮሮ	0.612	0.445	0.650
cooperate	ተባበር	0.898	0.451	0.582
cooperating	ተባባሪ	0.760	0.390	0.693
cooperation	ትብብር	0.847	0.473	0.686
cooperative	ተባባሪ	0.816	0.461	0.670
coordinate	አስተባባሪ	0.698	0.429	0.694
coordination	ማስተባበር	0.677	0.454	0.789
coordinator	አስተባባሪ	0.750	0.510	0.850
cop	ፖሊስ	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	መቋቋም	0.592	0.647	0.709
copier	ፕሌከር	0.459	0.345	0.390
copilot	ኮረዳ	0.640	0.538	0.573
coping	መቋቋም	0.562	0.630	0.613
copious	ረቂቅ	0.427	0.462	0.527
copper	መዳብ	0.580	0.260	0.500
copter	copter	0.571	0.704	0.569
copy	ቅጂ	0.460	0.240	0.263
copycat	ቅጂ	0.449	0.580	0.443
copying	መቅዳት	0.448	0.315	0.404
copyright	የቅጂ መብት	0.458	0.402	0.663
coral	ኮር	0.802	0.231	0.425
coral snake	ኮራል እባብ	0.276	0.712	0.607
cord	ገመድ	0.388	0.378	0.358
cordial	ሞቅ ያለ	0.823	0.312	0.482
cordless	ገመድ አልባ	0.667	0.441	0.528
cordon	ገመድ	0.469	0.317	0.380
corduroy	ዝርግሪ	0.570	0.324	0.357
core	ኮር	0.721	0.378	0.540
cork	ቡሽ	0.347	0.250	0.281
corkscrew	ቡሽ ሰትርፍ	0.427	0.443	0.445
corn	በቆሎ	0.594	0.196	0.292
cornball	የበለቦል ኳስ	0.479	0.378	0.325
cornbread	የበቆሎ ቂጣ	0.643	0.304	0.302
cornea	ኮርኒ	0.521	0.346	0.443
corned	አጥንት	0.459	0.441	0.425
corner	ጥግ	0.400	0.296	0.366
cornerstone	የማዕዘን ድንጋይ	0.550	0.388	0.596
cornet	ኮርኔት	0.507	0.520	0.415
cornfield	የበቆሎ መስክ	0.719	0.310	0.349
cornflakes	የበቆሎ ቅርጫት	0.729	0.346	0.355
cornice	ኮርኒስ	0.458	0.441	0.295
cornstarch	የበቆሎት አምራች	0.643	0.299	0.337
corny	አጥንት	0.448	0.370	0.221
corollary	አጥባቂ	0.458	0.469	0.366
corona	corona	0.818	0.439	0.745
coronary	ኮርኒነሪ	0.567	0.613	0.509
coronation	መኮንን	0.792	0.592	0.836
coroner	coroner	0.323	0.558	0.526
corporal	ኮርማዊ	0.582	0.490	0.596
corporate	ኮርፖሬሽን	0.592	0.454	0.745
corporation	ኮርፖሬሽን	0.429	0.332	0.873
corporeal	አካባቢያዊ	0.520	0.350	0.461
corps	አካል	0.551	0.453	0.483
corpse	አስከሬን	0.094	0.657	0.232
corpsman	የመቶ ሰው	0.439	0.469	0.651
corpus	ኮርፐስ	0.543	0.340	0.490
corral	ኮርራል	0.606	0.662	0.422
correct	ትክክል	0.857	0.306	0.723
correction	እርማት	0.448	0.485	0.558
correctional	ማረም	0.292	0.713	0.602
corrective	ማስተካከያ	0.448	0.528	0.613
correctness	ትክክልነት	0.796	0.450	0.649
correlation	ዝምድና	0.596	0.462	0.571
correlative	ተያያዥነት	0.510	0.402	0.571
correspond	ተመሣሣይ	0.710	0.452	0.545
correspondence	ደብዳቤ መጻፍ	0.663	0.423	0.491
correspondent	ዘጋቢ	0.573	0.565	0.712
corresponding	ተጓዳኝ	0.740	0.423	0.618
corridor	ኮሪዶር	0.604	0.589	0.592
corroborate	ተጠይቋል	0.671	0.471	0.616
corroboration	ኮንትሮባ	0.625	0.431	0.733
corrosion	ዝገት	0.156	0.610	0.348
corrosive	አጥፊ	0.140	0.618	0.570
corrupt	ብልሹ	0.020	0.806	0.500
corrupting	ብልሹ	0.062	0.804	0.380
corruption	ሙስና	0.052	0.830	0.549
corsage	ቁርስ	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	ኮርሴት	0.490	0.520	0.381
cortex	ኮርሴክ	0.594	0.439	0.529
cortical	ኮረት	0.380	0.423	0.536
cortisone	ኮርቲሶን	0.427	0.395	0.456
corvette	ኩባያ	0.551	0.520	0.598
cosmetic	የመዋቢያ	0.625	0.304	0.308
cosmetics	ኮስሜቲክስ	0.765	0.464	0.472
cosmic	ስነ ጥበብ	0.663	0.538	0.692
cosmology	ኮስሞሎጂ	0.651	0.438	0.637
cosmopolitan	ዓለም አቀፍ ነጋዴ	0.823	0.510	0.760
cosmos	cosmos	0.860	0.478	0.664
cost	ወጪ	0.365	0.420	0.439
costly	ውድ	0.316	0.650	0.642
costume	ልብስ	0.548	0.510	0.374
cosy	ቆንጆ	0.847	0.255	0.518
cot	ጫማ	0.625	0.230	0.278
cote	ኮር	0.439	0.344	0.324
cottage	ጎጆ	0.600	0.279	0.361
cotton	ጥጥ	0.639	0.071	0.240
couch	ሶፋ	0.594	0.082	0.198
cougar	cougar	0.438	0.588	0.538
cough	ሳል	0.255	0.627	0.241
council	ምክር ቤት	0.875	0.279	0.635
councilman	አማካሪ	0.531	0.367	0.793
counsel	ምክር	0.594	0.519	0.730
counseling	የምክር አገልግሎት	0.667	0.480	0.704
counsellor	አማካሪ	0.823	0.327	0.740
counselor	አማካሪ	0.873	0.365	0.706
count	ቆጠራ	0.594	0.389	0.492
countdown	ቆጣሪ	0.438	0.692	0.490
countenance	ፊት	0.635	0.440	0.690
counter	ግብረ-መልስ	0.439	0.478	0.750
counteract	ቆራረጠ	0.378	0.542	0.688
counterattack	አጸፋዊ ጥቃት	0.281	0.951	0.764
counterbalance	ሚዛን	0.520	0.480	0.627
counterclaim	የመልሶ ይገባኛል ጥያቄ	0.398	0.760	0.651
counterfeit	ሐሰተኛ	0.094	0.694	0.451
counterpart	ረዳት	0.448	0.608	0.577
counterpoint	ተከላካይ	0.438	0.509	0.538
countess	ቆንጆ	0.562	0.440	0.670
countless	የማይቆጠሩ	0.520	0.566	0.534
country	አገር	0.698	0.394	0.693
countryman	የአገር አሳዳሪ	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	ገጠር	0.732	0.288	0.327
counts	ቆጠራ	0.343	0.373	0.500
county	ካውንቲ	0.479	0.368	0.545
coup	መፈንቅለቂያ	0.275	0.815	0.607
coupe	coupe	0.479	0.460	0.482
couple	ጥንዶች	0.806	0.605	0.607
coupled	ተባዝቷል	0.612	0.286	0.650
coupling	ማገናኛ	0.594	0.479	0.555
coupon	ኩፖን	0.704	0.300	0.421
courage	ድፍረት	0.830	0.728	0.849
courageous	ደፋር	0.918	0.587	0.879
courier	መልእክተኛ	0.551	0.383	0.441
courses	ኮርሶች	0.735	0.412	0.534
coursing	ኮርኒንግ	0.542	0.472	0.546
court	ፍርድ ቤት	0.479	0.769	0.827
courteous	እንግዳ	0.937	0.396	0.529
courtesy	ጨዋ	0.927	0.287	0.431
courthouse	ፍርድ ቤት	0.571	0.503	0.818
courtroom	የፍርድ ቤት ክፍል	0.385	0.670	0.887
courts	ፍርድ ቤቶች	0.367	0.710	0.816
courtship	የፍቅር ግንኙነት	0.667	0.490	0.654
courtside	ፊት ለፊት	0.592	0.391	0.434
courtyard	አደባባይ	0.503	0.365	0.355
cousin	ያክስት	0.675	0.394	0.427
cousins	የአክስት ልጆች	0.760	0.409	0.464
cove	ጎጆ	0.500	0.304	0.370
coven	coven	0.458	0.578	0.591
covenant	ቃል ኪዳን	0.594	0.462	0.667
cover	ሽፋን	0.365	0.240	0.471
coverage	ሽፋን	0.767	0.413	0.629
covered	የተሸፈነ	0.562	0.340	0.644
covering	መሸፈኛ	0.615	0.382	0.583
covert	ድብቅ	0.500	0.570	0.508
covet	ጎበዝ	0.302	0.779	0.524
coveted	ተመኝቶ	0.661	0.730	0.625
cow	ላም	0.449	0.230	0.300
coward	ፈርም	0.102	0.490	0.149
cowardice	ፍርሀት	0.133	0.621	0.167
cowardly	ፍርሀት	0.102	0.385	0.127
cowboy	ኮፍያ	0.594	0.625	0.695
cowgirl	ሴት ልጅ	0.541	0.566	0.554
cowhand	ቂች	0.438	0.480	0.596
cowhide	ጎማ	0.458	0.324	0.333
cowl	ጎጆ	0.427	0.450	0.232
coworker	የሥራ ባልደረባ	0.667	0.490	0.625
coy	coy	0.347	0.330	0.213
coyote	ኮጆይዝ	0.459	0.471	0.387
cozy	ቆንጆ	0.910	0.356	0.545
crab	ጫማ	0.421	0.396	0.330
crabby	ቡቢ	0.198	0.812	0.370
crack	እንቆቅልሽ	0.302	0.625	0.400
cracked	የተጣደፈ	0.224	0.520	0.228
cracker	ብስኩር	0.604	0.343	0.346
crackerjack	ብስክርክሪት	0.567	0.509	0.426
cracking	ፍሳሽን	0.327	0.557	0.286
crackle	ድብደባ	0.327	0.643	0.481
crackpot	ድብደባ	0.260	0.602	0.245
cradle	መፀዳጃ ቤት	0.776	0.194	0.333
craft	ጥበብ	0.760	0.321	0.539
crafts	የእጅ ሥራዎች	0.667	0.380	0.391
craftsman	የእጅ ሙያተኛ	0.719	0.310	0.583
craftsmanship	የእጅ ሙያ	0.823	0.373	0.571
crafty	ተንኰለኛ	0.589	0.679	0.783
craig	ክሬግ	0.448	0.449	0.490
cram	ቆርቆሮ	0.354	0.730	0.598
crammed	የተጣመመ	0.406	0.740	0.466
cramp	መቸገር	0.194	0.796	0.340
cramped	ጠመዝማዛ	0.240	0.567	0.360
cranberry	ክራንቤሪ	0.793	0.330	0.363
cranberry juice	ክራንቤሪስ ጭማቂ	0.622	0.321	0.281
crane	ሸርተቴ	0.396	0.417	0.589
cranial	ፍሬያማ	0.354	0.510	0.583
cranium	ክራንየም	0.439	0.491	0.725
crank	ነጭ	0.448	0.275	0.417
cranky	እብሪተኛ	0.194	0.776	0.396
cranny	አስጨናቂ	0.194	0.471	0.250
crap	crap	0.083	0.644	0.167
crappy	crappy	0.039	0.582	0.208
craps	craps	0.375	0.420	0.273
crash	ብልሽት	0.194	0.906	0.355
crass	ድካም	0.223	0.490	0.466
crate	መሸፈኛ	0.427	0.173	0.274
crater	ፍርስራሽ	0.450	0.647	0.529
crave	ይመኛሉ	0.625	0.510	0.731
craving	ምኞት	0.510	0.755	0.636
crawfish	ካራፊሽ	0.510	0.427	0.342
crawl	ፈሰሰ	0.479	0.519	0.467
crayon	ክራኒን	0.604	0.260	0.185
crayons	ቅሌጦች	0.684	0.366	0.405
craze	ተስፈኛ	0.255	0.657	0.435
crazed	ድብቅ	0.153	0.877	0.417
craziness	ድፍረት	0.238	0.908	0.255
crazy	እብድ	0.156	0.843	0.321
creak	ፍጭ	0.344	0.670	0.411
creaking	መፈታተን	0.302	0.743	0.415
cream	ክሬም	0.688	0.259	0.220
creamed	የተሰበረ	0.723	0.273	0.288
creamer	creamer	0.594	0.192	0.269
creamy	ክሬም	0.823	0.337	0.345
crease	ቀና ያለ	0.440	0.286	0.300
create	ፍጠር	0.786	0.588	0.789
creation	ፍጥረት	0.927	0.575	0.868
creative	ፈጠራ	0.917	0.518	0.788
creativity	ፈጠራ	0.938	0.684	0.815
creator	ፈጣሪ	0.865	0.592	0.856
creature	ፍጥረት	0.669	0.625	0.620
credence	ማመን	0.760	0.460	0.737
credential	ምስክርነት	0.735	0.337	0.597
credentials	ምስክርነቶች	0.708	0.373	0.675
credibility	ታማኝነት	0.875	0.427	0.809
credible	የሚታመን	0.917	0.441	0.750
credit	ብድር	0.673	0.549	0.648
credit card	የዱቤ ካርድ	0.670	0.550	0.640
creditable	NO TRANSLATION	0.802	0.510	0.742
credited	እውቅና ተሰጥቷል	0.781	0.390	0.691
crediting	ክሬዲት	0.673	0.550	0.741
creditor	አበዳሪ	0.479	0.594	0.689
creed	እምነት	0.573	0.245	0.544
creek	ወንዝ	0.552	0.392	0.330
creep	ወለድ	0.354	0.647	0.361
creeper	ዘለላ	0.429	0.558	0.366
creeping	የሚንሳፈፍ	0.292	0.613	0.282
creepy	አስፈሪ	0.125	0.861	0.373
cremation	አስከሬን	0.084	0.620	0.420
creole	ፈጠራ	0.667	0.357	0.523
crepe	ክሬፕ	0.562	0.224	0.349
crescendo	crescendo	0.760	0.575	0.594
crescent	ጨረቃ	0.698	0.382	0.407
crest	ሽቅብ	0.458	0.333	0.333
crestfallen	ፍጥረት	0.235	0.346	0.175
cretin	cretin	0.265	0.583	0.312
cretins	ክሪስታንስ	0.094	0.741	0.328
crevice	ፍጠር	0.361	0.471	0.275
crew	መርከበኞች	0.604	0.598	0.735
crewman	ፈረሰኛ	0.602	0.580	0.548
crib	ክሬን	0.653	0.240	0.407
cricket	ክሪኬት	0.423	0.539	0.370
cried	ጮኸ	0.167	0.612	0.254
crime	ወንጀል	0.071	0.943	0.630
criminal	ወንጀለኛ	0.021	0.830	0.529
criminality	ወንጀል	0.122	0.863	0.580
crimp	ፍርፍ	0.260	0.557	0.396
crimson	ቀይ ሆኖ	0.667	0.385	0.370
cringe	ድብርት	0.245	0.840	0.377
cripple	ተከመ	0.094	0.392	0.161
crippled	ሽባ	0.035	0.358	0.236
crippling	ሽርሽር	0.156	0.598	0.391
crisis	ችግር	0.208	0.811	0.431
crisp	ግልፅ	0.776	0.692	0.508
crispy	አስፈሪ	0.656	0.550	0.509
criterion	መመዘኛ	0.396	0.410	0.736
critic	ትችለኛ	0.264	0.604	0.686
critical	ወሳኝ	0.312	0.802	0.545
criticise	ትችት	0.073	0.700	0.452
criticism	ትችት	0.115	0.563	0.505
criticize	ትችት	0.143	0.708	0.473
criticized	ተተች	0.240	0.600	0.311
critique	ትችት	0.302	0.760	0.537
critter	አስደንጋጭ	0.542	0.539	0.482
croak	ክራክ	0.337	0.346	0.298
croc	ኮር	0.327	0.452	0.451
crock	ክራክ	0.385	0.412	0.421
crockery	ስኳር	0.552	0.216	0.327
crocodile	አዞ	0.344	0.708	0.610
croft	ክራም	0.531	0.429	0.421
croissant	ጨርቅ	0.745	0.330	0.430
crook	ተላቆ	0.171	0.765	0.550
crooked	ጠማማ	0.146	0.594	0.305
crop	ሰብል	0.615	0.260	0.500
croquet	ክራኪ	0.551	0.519	0.407
cross	መስቀል	0.448	0.321	0.569
cross country	አቋርጣ	0.531	0.441	0.529
crossbow	ጥንድ	0.344	0.598	0.560
crossed	ተሻገሩ	0.431	0.490	0.508
crossfire	የተቃጠለ እሳትን	0.316	0.896	0.722
crossing	መሻገር	0.549	0.349	0.451
crossover	ልዩነት	0.559	0.550	0.500
crosswalk	የመተላለፊያ መንገድ	0.557	0.441	0.380
crossword	የቃለ ቃል	0.611	0.423	0.455
crotch	ክሩክ	0.521	0.637	0.447
crouch	ተኩስ	0.281	0.606	0.312
crouched	ተደብቀዋል	0.333	0.363	0.279
crouching	ድብደባ	0.261	0.429	0.345
croupier	ተጓዥ	0.531	0.519	0.404
crow	ቁራ	0.224	0.439	0.363
crowbar	crowbar	0.406	0.531	0.386
crowd	ሕዝብ	0.350	0.827	0.731
crowded	የተደራረበ	0.694	0.286	0.585
crowds	ብዙ ሰዎች	0.469	0.723	0.806
crown	አክሊል	0.708	0.572	0.737
crowning	መከበር	0.773	0.594	0.831
crucial	ወሳኝ	0.541	0.657	0.777
cruciate	ግዙፍ	0.429	0.435	0.585
crucifix	መስቀል	0.469	0.480	0.510
crucifixion	መሰቀል	0.135	0.857	0.541
crucify	ሰቀላ	0.146	0.878	0.573
crud	ድካም	0.312	0.330	0.444
crude	ደረቅ	0.198	0.402	0.357
cruel	ጨካኝ	0.122	0.866	0.391
cruelly	ጭካኔ ነው	0.146	0.790	0.471
cruelty	ጭካኔ	0.092	0.836	0.536
cruise	የመርከብ ጉዞ	0.740	0.442	0.683
cruise ship	መርከብ	0.878	0.650	0.500
cruiser	የመርከብ ነጂ	0.737	0.490	0.608
cruising	የመርከብ ጉዞ	0.886	0.580	0.560
crumb	ፍርፍስ	0.417	0.255	0.216
crumble	ተሰብሯል	0.333	0.480	0.423
crumbling	መፍረቅ	0.167	0.696	0.308
crummy	ቁስል	0.125	0.531	0.224
crunch	ድካም	0.292	0.630	0.406
crunchy	ድካም	0.625	0.560	0.539
crusade	የመስቀል ጦርነት	0.592	0.720	0.709
crusader	የመስቀል ጦረኛ	0.439	0.588	0.548
crush	ፍጭ	0.271	0.676	0.582
crushed	የተደመሰሰ	0.167	0.647	0.300
crusher	ዘራቂ	0.271	0.709	0.598
crushing	ፍሳሽ	0.219	0.755	0.411
crust	ክራንት	0.542	0.337	0.456
crusty	ክር	0.625	0.531	0.473
crutch	ተጣጣፊ	0.302	0.294	0.302
crux	ግፍ	0.469	0.558	0.519
cry	ጩኸት	0.133	0.627	0.255
crybaby	አልቃሻ	0.375	0.702	0.311
crying	ማልቀስ	0.153	0.704	0.208
crypt	ምስጠራ	0.156	0.431	0.386
cryptic	አስቂኝ	0.296	0.516	0.474
cryptography	ምስጠራ	0.490	0.415	0.650
crystal	ክሪስታል	0.618	0.270	0.508
crystalline	ክሪስታሊን	0.765	0.235	0.534
crystallization	ማነጣጠር	0.600	0.449	0.565
cub	ኩብ	0.646	0.382	0.284
cubby	ክንድ	0.354	0.385	0.360
cube	ኩብ	0.469	0.226	0.274
cubic	ክንድ	0.458	0.306	0.407
cubicle	ክፈፍ	0.479	0.343	0.417
cuckold	ኮክ	0.210	0.573	0.230
cuckoo	ቁርኪ	0.420	0.459	0.284
cucumber	ዱባ	0.490	0.235	0.237
cuddle	ኮድል	0.885	0.559	0.475
cuddled	ተጎድቷል	0.906	0.547	0.567
cuddles	ሞገዶች	0.847	0.382	0.500
cuddling	ድብዳብ	0.917	0.562	0.433
cue	ምልክት	0.521	0.433	0.484
cuff	ቁም	0.469	0.453	0.387
cuisine	ምግብ	0.714	0.365	0.390
culinary	ምግብ	0.654	0.443	0.519
cull	ገደለ	0.365	0.702	0.464
culminate	በመጨረሻው	0.667	0.550	0.602
culmination	ከፍ ይላል	0.656	0.586	0.695
culpability	ጉልበት	0.112	0.745	0.368
culpable	የተጠረጠረ	0.140	0.700	0.319
culprit	ወንጀለኛ	0.062	0.676	0.333
cult	አምልኮ	0.448	0.535	0.648
cultivate	ማልማት	0.708	0.410	0.598
cultivated	ማልማት	0.837	0.343	0.564
cultivation	ማልማት	0.625	0.324	0.462
cultural	ባህላዊ	0.802	0.390	0.623
culture	ባህል	0.753	0.304	0.675
cultured	ባህላዊ	0.635	0.429	0.625
culvert	ወለድ	0.337	0.324	0.343
cumbersome	ድካም	0.259	0.623	0.292
cumulus	cumulus	0.570	0.433	0.432
cunning	ተንኮል	0.604	0.685	0.683
cunt	cunt	0.135	0.673	0.377
cup	ጽዋ	0.615	0.167	0.231
cupboard	ቁም ሣጥን	0.553	0.200	0.304
cupcake	ቂጣ	0.656	0.333	0.344
cupping	መቁረጥ	0.490	0.610	0.402
cur	ቆ	0.440	0.519	0.460
curable	ሊታከም ይችላል	0.823	0.292	0.574
curate	አደራጅ	0.726	0.418	0.526
curative	መከላከያ	0.667	0.318	0.613
curator	ተቆጣጣሪ	0.688	0.389	0.688
curb	ተቆጣጠረ	0.472	0.371	0.402
curd	ኮር	0.542	0.442	0.278
cure	ፈውሱ	0.719	0.377	0.623
curfew	ሰዓት ገደብ	0.219	0.618	0.623
curiosity	የማወቅ ጉጉት	0.750	0.755	0.463
curious	ጉጉት	0.635	0.600	0.483
curl	የተለጠፈ	0.385	0.452	0.351
curling	መጎተት	0.583	0.592	0.400
currency	ምንዛሪ	0.583	0.418	0.592
current	ወቅታዊ	0.625	0.312	0.612
curriculum	ስርዓተ ትምህርት	0.708	0.306	0.620
curry	እሽክርክሪት	0.633	0.345	0.302
curse	እርግማን	0.033	0.720	0.375
cursed	የተረገመ	0.083	0.783	0.393
cursing	መረገም	0.112	0.860	0.446
cursory	ተኮሰው	0.423	0.451	0.431
curt	መዘጋት	0.245	0.610	0.452
curtail	ተቆጣጣሪ	0.306	0.439	0.497
curtailment	መዘጋት	0.230	0.578	0.431
curtain	መጋረጃ	0.698	0.278	0.304
curtains	መጋረጃዎች	0.615	0.123	0.342
curtsy	እምቢተኛ	0.635	0.412	0.598
curvature	ቅርጽ	0.417	0.367	0.447
curve	ጥምጥም	0.480	0.375	0.307
curved	የተጠላለፈ	0.542	0.407	0.337
curvilinear	ኩቪየለር	0.480	0.575	0.411
cushion	ተሽከርካሪ ወንበር	0.653	0.221	0.292
cushy	ኩሽ	0.823	0.283	0.395
cusp	ቅፅበት	0.667	0.710	0.700
cuss	cuss	0.354	0.538	0.443
cussed	ተጎድቷል	0.156	0.625	0.454
custard	ካባርድ	0.618	0.260	0.293
custodial	ሞግዚትነት	0.418	0.462	0.718
custodian	ጠባቂ	0.594	0.625	0.528
custody	ማቆየት	0.494	0.472	0.675
custom	ብጁ	0.552	0.382	0.688
customary	የተለመደ	0.700	0.253	0.561
customer	ደንበኛ	0.562	0.430	0.673
customized	ብጁ የሆነ	0.625	0.504	0.590
cut	ቆርጠዋል	0.490	0.490	0.393
cutaneous	ቆዳ	0.365	0.370	0.328
cute	የሚያምር	0.920	0.528	0.579
cuticle	ቆርቆሮ	0.340	0.320	0.377
cutie	cutie	0.638	0.528	0.464
cutlass	ቆርቆሮ	0.173	0.648	0.528
cutlery	ጠረጴዛዎች	0.552	0.300	0.345
cutoff	መቁረጥ	0.432	0.510	0.518
cutter	መቆለፊያ	0.427	0.731	0.583
cutters	ቆርቆሮዎች	0.197	0.653	0.491
cutthroat	ቆርቆሮ	0.110	0.823	0.663
cutting	መቁረጥ	0.448	0.375	0.536
cutting board	መክተፊያ	0.337	0.540	0.342
cuttings	ቅጠሎች	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	ሳይያድድ	0.229	0.667	0.545
cyberspace	ሳይበርባፕስ	0.677	0.594	0.611
cycle	ዑደት	0.635	0.400	0.533
cyclical	በመደበኛነት	0.380	0.450	0.554
cyclist	ብስክሌተኛ	0.684	0.582	0.576
cyclone	አውሎ ነፋስ	0.416	0.796	0.673
cylinder	ሲሊንደር	0.459	0.324	0.447
cylindrical	ዘው ብሎዊ	0.458	0.294	0.414
cymbal	ሲምባል	0.542	0.363	0.362
cynic	ሲኒክ	0.135	0.632	0.473
cynical	ተምሳሌታዊ	0.156	0.760	0.474
cynicism	ጭካኔ	0.104	0.780	0.454
cyst	አጥንት	0.173	0.578	0.312
cystic	ሳይስቲክ	0.314	0.481	0.400
cytomegalovirus	ሳይቲማካሎቫይረስ	0.186	0.657	0.443
cytoplasm	ሳይቱሮልፍስ	0.378	0.442	0.474
czar	czar	0.480	0.348	0.643
dab	ዳባ	0.510	0.337	0.340
dabble	ዲባም	0.550	0.530	0.491
dabbling	ድንገት	0.562	0.726	0.676
dad	አባዬ	0.857	0.412	0.786
daddy	አባዬ	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	ዳነም	0.333	0.490	0.500
daft	ዳፍ	0.255	0.436	0.157
dagger	ጩቤ	0.224	0.797	0.613
