Word	Pashto-ps	Valence	Arousal	Dominance
downfield	لاندی ډګر	0.521	0.330	0.380
downhearted	مات شوی	0.119	0.461	0.255
downhill	ښکته	0.292	0.573	0.279
download	کښته کول	0.602	0.490	0.503
downpour	ټوټه شوه	0.328	0.602	0.481
downright	سمه ده	0.625	0.454	0.679
downriver	ناڅاپه	0.542	0.469	0.279
downside	ښکته خوا	0.190	0.400	0.246
downtime	ټیټ وخت	0.240	0.226	0.324
downward	ښکته	0.188	0.347	0.255
downy	ښکته	0.630	0.170	0.255
dowry	دوول	0.604	0.453	0.544
doze	کروز	0.592	0.200	0.405
dozen	درجن	0.583	0.343	0.425
drab	drab	0.327	0.300	0.242
draft	مسوده	0.438	0.360	0.351
drafty	مسوده	0.458	0.500	0.518
drag	ځړول	0.388	0.606	0.348
dragon	ډریګون	0.541	0.821	0.712
dragonfly	dragonfly	0.571	0.373	0.357
drain	سیند	0.277	0.470	0.222
drainage	اوبولګونې	0.219	0.354	0.307
drained	وچ شوی	0.310	0.441	0.352
draining	خړوبول	0.337	0.396	0.304
drainpipe	خړوبول	0.417	0.413	0.277
drake	ډکیک	0.467	0.411	0.452
drama	ڈرامه	0.430	0.755	0.481
dramaqueen	NO TRANSLATION	0.337	0.682	0.482
dramatic	ډراماتيک	0.367	0.780	0.443
drape	انګور	0.417	0.439	0.404
drapery	ناڅاپه	0.479	0.220	0.223
drastic	سختۍ	0.194	0.839	0.657
drat	NO TRANSLATION	0.302	0.516	0.409
draught	مسوده	0.465	0.245	0.316
draw	انځور کړئ	0.704	0.449	0.481
drawback	خرابی	0.302	0.422	0.148
drawbridge	د کڅوړی	0.551	0.557	0.438
drawer	ډیری	0.429	0.196	0.292
drawers	کښونکي	0.539	0.260	0.236
drawing	انځورګر	0.698	0.216	0.333
dread	ویره	0.153	0.792	0.368
dreaded	خړوب شوی	0.122	0.706	0.460
dreadful	ډارونکی	0.092	0.786	0.348
dreadfully	په زړه پورې	0.246	0.806	0.306
dreading	ویره	0.125	0.760	0.377
dream	خوب	0.844	0.157	0.328
dreamboat	د خوب خوبی	0.776	0.491	0.458
dreamer	لیدونکی	0.820	0.394	0.455
dreaming	خوب لیدل	0.854	0.320	0.336
dreamland	د خوب لیدل	0.844	0.471	0.566
dreams	خوبونه	0.865	0.415	0.530
dreamt	خوب لیدل	0.812	0.380	0.518
dreamy	خوبی	0.837	0.350	0.500
dreary	ډیری	0.260	0.490	0.324
dredge	ډریج	0.427	0.445	0.444
drenched	ټوټه شوه	0.302	0.361	0.388
dress	جامې	0.760	0.300	0.345
dresser	کڅوړی	0.604	0.398	0.473
dressmaker	جامې جوړونکي	0.698	0.460	0.483
dressy	جامې	0.800	0.570	0.696
dribble	NO TRANSLATION	0.417	0.551	0.465
dried	وچ شوی	0.427	0.260	0.385
drier	وچولو	0.306	0.347	0.392
drift	خوځښت	0.316	0.520	0.375
drifted	تیریدل	0.312	0.542	0.310
drifter	ډوډۍ	0.449	0.512	0.391
driftwood	ډوډۍ لرګي	0.321	0.283	0.439
drill	ڈرل	0.250	0.602	0.573
drink	څښل	0.650	0.552	0.474
drinker	څښاک	0.365	0.735	0.441
drinking	څښل	0.562	0.459	0.317
drinks	څښاک	0.729	0.656	0.412
drip	ډب	0.392	0.193	0.175
dripping	کښته کول	0.302	0.257	0.267
drive	موټر چلول	0.625	0.689	0.713
drivel	چټکۍ	0.398	0.469	0.463
driver	چلوونکی	0.553	0.538	0.637
driveway	موټر	0.612	0.392	0.689
drizzle	بادل	0.521	0.353	0.319
droll	ډومول	0.459	0.573	0.422
drone	ډرون	0.429	0.686	0.596
drones	ډرون	0.398	0.577	0.588
drool	پری	0.385	0.398	0.204
drooping	پرېښودل	0.245	0.558	0.353
droopy	ډوډۍ	0.438	0.350	0.297
drop	غورځول	0.479	0.321	0.291
droplet	بڼ	0.625	0.208	0.194
dropout	حذف کیدل	0.253	0.550	0.481
dropper	غورځنګ	0.333	0.216	0.236
drought	وچکالۍ	0.133	0.353	0.267
drove	NO TRANSLATION	0.541	0.528	0.623
drown	ډوب	0.071	0.860	0.270
drowsiness	خوندیتوب	0.260	0.194	0.303
drowsy	غاښونه	0.375	0.180	0.240
drudgery	درملو	0.094	0.522	0.241
drug	درمل	0.214	0.790	0.453
drug dealing	د مخدره توکو معامله	0.042	0.843	0.500
drugged	نيشه يي توکي	0.102	0.750	0.321
druggist	ډګریست	0.240	0.561	0.417
drugs	نشه يي توکي	0.167	0.750	0.368
drugstore	درملنه	0.490	0.343	0.518
druid	ډیوډ	0.517	0.445	0.481
drum	ډول	0.615	0.679	0.339
drummer	ډډر	0.646	0.700	0.564
drumming	ډرامه کول	0.594	0.750	0.426
drunk	ناسته	0.194	0.800	0.250
drunk driving	د ډک موټر چلولو	0.073	0.900	0.306
drunkard	ناڅاپه	0.240	0.873	0.250
drunken	شرک	0.155	0.849	0.250
drunkenness	شرک	0.214	0.774	0.336
dry	وچ	0.363	0.169	0.311
dryer	dryer	0.479	0.343	0.277
dryness	خوندیتوب	0.292	0.296	0.263
dual	دوه برابره	0.573	0.330	0.384
dualism	دوه اړخیزه	0.490	0.406	0.536
duality	دوالی	0.438	0.520	0.503
dub	ډب	0.510	0.480	0.387
dubious	حساس	0.414	0.480	0.198
duchess	ډوډۍ	0.656	0.548	0.711
duck	هیلۍ	0.594	0.337	0.236
ducking	ډکنگ	0.344	0.573	0.294
duckling	ډکول	0.602	0.353	0.263
ducky	ډکی	0.520	0.430	0.368
duct	ډوډۍ	0.449	0.435	0.430
ductile	نوبتی	0.508	0.420	0.433
dud	ډډ	0.167	0.455	0.246
dude	يار	0.809	0.356	0.615
duds	بندونه	0.347	0.311	0.339
due	د	0.562	0.340	0.467
duel	ډوډۍ	0.271	0.696	0.589
dues	پورونه	0.367	0.461	0.288
duet	دوټ	0.694	0.693	0.527
duffel	ډفیل	0.500	0.400	0.384
dugout	ډوډۍ	0.490	0.370	0.463
duh	اوه	0.357	0.461	0.364
duke	ډک	0.667	0.440	0.669
dull	ځړول	0.194	0.120	0.185
dullard	ډډر	0.450	0.480	0.365
dumb	ګونګ	0.188	0.330	0.151
dumbasses	ګونګۍ	0.316	0.590	0.363
dumbbell	ډوببل	0.302	0.469	0.364
dumbbitch	NO TRANSLATION	0.281	0.636	0.393
dumfound	ډوډۍ	0.271	0.551	0.295
dumfounder	NO TRANSLATION	0.406	0.481	0.400
dummy	ډمی	0.440	0.144	0.250
dump	ډمپ	0.345	0.500	0.370
dumpling	ډوډۍ کول	0.580	0.321	0.360
dumps	ډمپونه	0.302	0.583	0.365
dumpster	ډمپټر	0.229	0.418	0.101
dun	ډون	0.458	0.431	0.339
dunce	ډونس	0.188	0.327	0.146
dune	ډون	0.459	0.173	0.414
dung	NO TRANSLATION	0.104	0.549	0.149
dungeon	ډونګن	0.276	0.608	0.440
dunk	ډوډۍ	0.406	0.333	0.475
duo	دوه	0.510	0.500	0.447
dupe	dupe	0.184	0.760	0.327
duplex	ډوډۍ	0.592	0.452	0.467
duplicate	نقل	0.521	0.490	0.338
duplication	تکرار	0.480	0.564	0.577
duplicity	دوهمه برخه	0.406	0.500	0.578
durability	دوام	0.750	0.398	0.813
durable	پاتي	0.740	0.294	0.688
duration	موده	0.656	0.370	0.536
duress	پیوستون	0.302	0.569	0.612
dusk	دوسیه	0.532	0.276	0.519
dusky	دوسیه	0.229	0.528	0.324
dust	خاورې	0.344	0.246	0.241
duster	ډوډۍ	0.408	0.265	0.296
dustpan	خاوره	0.609	0.466	0.371
dusty	ټوپک	0.406	0.294	0.255
dutiful	بې رحمه	0.724	0.245	0.585
duty	دنده	0.583	0.579	0.651
dwarf	ډوډۍ	0.370	0.340	0.288
dwarfed	ډوډۍ	0.365	0.265	0.293
dweeb	dweeb	0.354	0.446	0.327
dwell	اوسیږی	0.698	0.245	0.611
dweller	استوګنځي	0.615	0.304	0.500
dwelling	استوګنې	0.765	0.330	0.481
dye	رنګ	0.479	0.314	0.371
dying	مړه کيږي	0.040	0.664	0.422
dyke	ډکی	0.438	0.396	0.566
dynamic	متحرک	0.724	0.750	0.836
dynamical	ډنمارکي	0.786	0.730	0.827
dynamics	ډنمارکي	0.745	0.682	0.774
dynamite	ډمیټیټ	0.344	0.860	0.783
dynamo	ډینامو	0.531	0.650	0.593
dynasty	کورنۍ	0.725	0.588	0.936
dysentery	ډیزاین	0.260	0.528	0.345
dysfunction	خوندیتوب	0.156	0.410	0.386
dysfunctional	خرابی	0.125	0.558	0.307
dyspepsia	ډیسپپسیا	0.212	0.470	0.460
eager	خوښ دی	0.521	0.812	0.306
eagerness	کډوالۍ	0.406	0.621	0.443
eagle	ایګل	0.604	0.594	0.679
ear	غوږ	0.469	0.216	0.231
earful	غوږ	0.533	0.462	0.443
earl	غوږ	0.582	0.461	0.794
earlier	مخکې	0.562	0.352	0.339
early	وخت	0.633	0.373	0.426
earn	ترلاسه کول	0.865	0.769	0.817
earnest	ګټور	0.653	0.380	0.670
earnestly	په زړه پورې	0.847	0.490	0.717
earnestness	عقل	0.812	0.373	0.615
earnings	عایدات	0.938	0.650	0.875
earpiece	غوږ	0.583	0.286	0.452
earring	غوږونه	0.583	0.520	0.500
earrings	غوږوالۍ	0.676	0.346	0.517
earshot	غوږ	0.552	0.332	0.408
earth	ځمکه	0.750	0.225	0.614
earthenware	د ځمکو پوښښ	0.552	0.210	0.320
earthling	زلزلې	0.531	0.412	0.570
earthly	زلزله	0.625	0.318	0.518
earthquake	زلزلې	0.073	0.930	0.812
earthy	خاوره	0.375	0.413	0.404
ease	آسانه	0.796	0.385	0.491
easel	انټیل	0.694	0.340	0.527
easement	اسانتياوې	0.479	0.345	0.302
easily	په اسانۍ سره	0.885	0.279	0.453
east	ختیځ	0.510	0.250	0.317
eastbound	ختيځ ختيځ	0.541	0.408	0.402
eastern	ختیځ	0.521	0.420	0.480
easy	اسانه	0.865	0.194	0.373
easygoing	اسانه لار	0.823	0.276	0.538
eat	خوري	0.731	0.500	0.464
eater	خواړه	0.459	0.337	0.510
eating	خواړه	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	غوړونه	0.375	0.710	0.368
eavesdropping	خوندیتوب	0.490	0.380	0.441
ebb	ایب	0.354	0.451	0.404
ebony	آسیا	0.490	0.317	0.400
ebullient	کڅوړی	0.659	0.856	0.746
eccentric	سنګل	0.531	0.806	0.721
eccentricity	ناڅاپه	0.408	0.735	0.745
ecclesiastical	اقلیتي	0.673	0.270	0.660
echelon	اییلیلون	0.490	0.404	0.425
echinacea	ایچینایسا	0.592	0.418	0.454
echo	خوشې کړئ	0.573	0.373	0.345
eclectic	ايکيليک	0.646	0.542	0.508
eclipse	کښته	0.541	0.469	0.616
ecliptic	استراحت	0.531	0.520	0.556
ecological	ايکولوژيکي	0.885	0.290	0.607
economic	اقتصادي	0.561	0.408	0.639
economical	اقتصادي	0.667	0.564	0.673
economics	اقتصاد	0.625	0.481	0.632
economy	اقتصاد	0.583	0.434	0.771
ecosystem	اکسيستم	0.729	0.259	0.633
ecstasy	اېسسټاس	0.796	0.922	0.655
ecstatic	خوشحاله	0.875	0.769	0.742
ecumenical	ایډیمینیک	0.561	0.450	0.547
eddy	ایډيدي	0.500	0.394	0.350
edema	اډیما	0.250	0.519	0.318
edge	کنډک	0.439	0.470	0.468
edging	کنډک	0.479	0.394	0.370
edgy	کڅوړه	0.281	0.895	0.306
edible	خوړونکی	0.750	0.425	0.497
edict	محکمه	0.316	0.547	0.560
edification	ایډیشن	0.625	0.481	0.697
edifice	ایډیفس	0.551	0.403	0.610
edit	سمول	0.510	0.410	0.544
editing	سمول	0.604	0.404	0.493
edition	نسخه	0.542	0.455	0.564
editor	سمونګر	0.772	0.431	0.673
editorial	ادارتي	0.583	0.330	0.570
educate	زده کړه	0.760	0.380	0.728
educated	زده کړه	0.816	0.297	0.625
education	زده کړه	0.896	0.275	0.840
educational	زده کړه	0.745	0.457	0.764
educator	ښوونکی	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	eek	0.292	0.529	0.343
eel	اییل	0.292	0.564	0.487
eerie	ایري	0.265	0.771	0.442
effect	اغیزه	0.570	0.518	0.608
effective	اغېزمن	0.844	0.632	0.891
effectiveness	اغیزمنتوب	0.640	0.654	0.812
effects	اغيزې	0.470	0.578	0.379
effectual	اغیزه	0.776	0.559	0.820
effectually	په اغیزمن ډول	0.724	0.500	0.594
effectuate	اغیزه	0.510	0.602	0.679
effeminate	اغېزمن	0.337	0.619	0.291
efficacious	اغېزمن	0.823	0.698	0.845
efficacy	اغېزمنتوب	0.802	0.490	0.906
efficiency	موثریت	0.802	0.509	0.892
efficient	اغېزمن	0.959	0.604	0.830
effigy	اغيزه	0.510	0.440	0.401
effort	هڅه	0.698	0.778	0.858
effortless	بې وزله	0.626	0.090	0.352
effusion	اغیزه	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	هګۍ	0.684	0.241	0.293
egghead	هګۍ	0.316	0.492	0.284
eggnog	مثال	0.635	0.360	0.259
eggplant	بانجان	0.592	0.152	0.323
eggshell	هګۍ	0.408	0.269	0.212
ego	انا	0.328	0.576	0.593
egomaniac	egomaniac	0.133	0.708	0.596
egotistical	مثال	0.156	0.667	0.363
egregious	متفاوت	0.150	0.716	0.442
egress	خوندیتوب	0.490	0.429	0.287
eight	اته	0.540	0.199	0.315
eighteen	اتلس	0.523	0.340	0.404
eighth	اتم	0.531	0.226	0.380
eighty	اتیا	0.500	0.300	0.453
ejaculate	اعجاز	0.604	0.896	0.604
ejaculation	سکج	0.615	0.893	0.547
eject	ایستل	0.434	0.656	0.559
ejection	انجیل	0.188	0.836	0.554
elaborate	پراخ	0.561	0.367	0.680
elaboration	تشریح	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	ضایع کول	0.514	0.440	0.455
elapsed	تېر شوی	0.583	0.451	0.493
elastic	لچک	0.656	0.518	0.385
elasticity	لچک	0.635	0.452	0.582
elated	ټاکل شوی	0.792	0.960	0.725
elation	تشریح	0.740	0.853	0.623
elbow	زاړه	0.448	0.133	0.254
eld	شه	0.471	0.292	0.451
elder	مشر	0.448	0.153	0.462
elderly	زاړه	0.615	0.212	0.283
elders	مشران	0.602	0.260	0.441
eldest	شهزاده	0.625	0.471	0.741
elect	انتخاب	0.667	0.554	0.661
election	ټولټاکنې	0.625	0.519	0.651
elective	غوره کول	0.612	0.380	0.623
elector	رای ورکوونکی	0.479	0.520	0.766
electoral	ټاکنې	0.490	0.631	0.602
electorate	رای ورکوونکی	0.560	0.380	0.696
electric	برقی	0.458	0.708	0.512
electric slide	برقی سلایډ	0.542	0.660	0.536
electrical	بریښنا	0.531	0.620	0.688
electrician	برقیان	0.449	0.590	0.620
electricity	بریښنا	0.698	0.810	0.733
electrify	برښنایی	0.520	0.769	0.737
electrocute	برقی	0.271	0.731	0.555
electrocution	برق	0.177	0.844	0.692
electromagnetic	برقی مقناطیسی	0.531	0.632	0.683
electron	برقیان	0.520	0.455	0.560
electronic	برقی	0.571	0.490	0.704
electronics	برقیات	0.708	0.545	0.574
elegance	ښکلا	0.918	0.396	0.824
elegant	ښکلی	0.865	0.500	0.685
element	عنصر	0.531	0.259	0.481
elemental	عنصر	0.627	0.306	0.711
elementary	لومړني	0.594	0.286	0.686
elements	عناصر	0.510	0.312	0.462
elephant	هفتي	0.531	0.510	0.615
elevate	لوړوالی	0.812	0.500	0.804
elevated	لوړ شوی	0.704	0.594	0.620
elevation	لوړوالی	0.760	0.759	0.711
elevator	لیلیه	0.562	0.604	0.676
eleven	یولس	0.449	0.250	0.430
eleventh	یولسم	0.594	0.329	0.357
elf	ایلف	0.460	0.457	0.315
elicit	ویاړ	0.406	0.594	0.658
eligible	وړ	0.750	0.400	0.518
eliminate	پایونه	0.265	0.670	0.324
elimination	له منځه وړل	0.052	0.667	0.431
elite	اشاره	0.688	0.704	0.737
elitist	ایټالویست	0.500	0.606	0.656
elixir	ایلکسیر	0.708	0.587	0.604
elk	elk	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	یلپس	0.531	0.410	0.479
ellipsis	یلپسس	0.653	0.358	0.314
ellipsoid	ایپلپسیډ	0.500	0.440	0.419
elliptic	ندی	0.500	0.431	0.528
elliptical	نښې	0.338	0.385	0.490
elm	ایلم	0.510	0.345	0.321
elongate	پراخ کول	0.583	0.385	0.540
elongation	تاوان	0.561	0.500	0.500
elope	د	0.396	0.694	0.528
eloquence	باوري	0.729	0.490	0.804
eloquent	ضربه	0.870	0.680	0.741
elucidate	تشریح	0.583	0.509	0.518
elucidation	تشخیص	0.650	0.574	0.586
elude	ناڅاپه	0.438	0.521	0.464
elusive	ژغورونکی	0.229	0.615	0.466
emaciated	ناجائز	0.103	0.541	0.151
email	برېښلیک	0.698	0.230	0.456
emanate	موافقه	0.653	0.464	0.554
emancipation	خلاصون	0.704	0.684	0.763
embankment	بندول	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	پیل کړئ	0.541	0.550	0.619
embarrass	شرمندوی	0.082	0.667	0.364
embarrassed	شرمنده	0.184	0.560	0.246
embarrassing	شرمنده	0.226	0.809	0.225
embarrassment	شرمندوی	0.143	0.685	0.226
embassy	سفارت	0.622	0.333	0.758
embattled	ښکته شوی	0.235	0.724	0.421
embed	ایډز	0.417	0.554	0.670
embellish	غوږونه	0.842	0.500	0.769
embellishment	ګولۍ	0.673	0.449	0.405
embers	غوږونه	0.490	0.481	0.508
embezzlement	اختطاف	0.143	0.827	0.435
embezzler	غلا کول	0.146	0.823	0.491
emblem	نښان	0.640	0.330	0.754
emblematic	ښکاري	0.771	0.459	0.798
embodiment	تخنیک	0.562	0.690	0.663
embolism	ایبولازم	0.104	0.660	0.302
embossed	غوږ شوی	0.531	0.481	0.500
embrace	منډه	0.949	0.490	0.452
embroidered	کڅوړه	0.677	0.279	0.407
embroidery	کڅوړه	0.781	0.358	0.280
embroiled	غوړ شوی	0.337	0.721	0.420
embryo	جنين	0.673	0.469	0.453
embryonic	جنين	0.573	0.453	0.598
emcee	ایمسی	0.694	0.577	0.691
emerald	زمرد	0.740	0.363	0.726
emerge	ننوځئ	0.602	0.594	0.731
emergence	پیل	0.276	0.857	0.676
emergency	بیړني حالت	0.200	0.900	0.571
emeritus	امیریتس	0.633	0.402	0.735
emery	امیر	0.469	0.583	0.472
emetophobia	ایمیتفوبیا	0.243	0.620	0.403
emigrate	بیرته راګرځول	0.356	0.812	0.508
emigration	مهاجرت	0.564	0.664	0.432
eminence	اطمینان	0.816	0.644	0.837
eminent	نامتو	0.740	0.620	0.830
eminently	په عین وخت کې	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	افشا	0.562	0.462	0.636
emission	ترلاسه کول	0.510	0.453	0.591
emit	عقل	0.638	0.445	0.510
emo	emo	0.354	0.314	0.226
emotion	احساس	0.693	0.873	0.696
emotional	احساسات	0.779	0.714	0.526
emotive	احساسات	0.917	0.741	0.525
empathic	جذباتي	0.760	0.570	0.558
empathize	خواخوږي	0.802	0.591	0.660
empathy	خواخوږی	0.729	0.349	0.545
emperor	شاته	0.651	0.704	0.962
emphasis	ټینګار	0.653	0.745	0.816
emphasize	ټینګار کوي	0.510	0.605	0.769
emphatic	ستونی	0.615	0.707	0.732
emphysema	هایفسیما	0.156	0.556	0.336
empire	امپراتورۍ	0.688	0.730	0.944
empirical	تجربه	0.500	0.510	0.574
empiricism	تجربه	0.583	0.460	0.547
employ	کار کول	0.729	0.481	0.702
employee	کارمند	0.582	0.361	0.481
employer	کار ورکوونکی	0.663	0.518	0.767
employment	دندې	0.750	0.594	0.611
emporium	emporium	0.622	0.556	0.724
empower	ځواکمن کول	0.694	0.779	0.891
empress	امپراتور	0.716	0.669	0.855
emptiness	خفه	0.177	0.173	0.184
emption	جذب	0.570	0.406	0.458
empty	خالي	0.188	0.183	0.081
emu	ام	0.420	0.358	0.330
emulate	جذب کړئ	0.438	0.340	0.549
emulsion	ایمولون	0.562	0.431	0.453
enable	فعالول	0.760	0.491	0.782
enablement	وړتیا	0.600	0.451	0.750
enact	نافذ	0.680	0.564	0.598
enactment	نافذ کول	0.667	0.612	0.769
enamel	انټیل	0.594	0.280	0.306
encampment	بندیز	0.677	0.573	0.605
enchant	ښکلی	0.873	0.650	0.643
enchanted	ټوپک	0.917	0.633	0.687
enchanting	نازک	0.917	0.681	0.708
enchantment	جادوګر	0.816	0.775	0.647
enchantress	جادوگر	0.398	0.663	0.479
enchilada	انکلیلا	0.542	0.553	0.371
encircle	ځړول	0.460	0.500	0.519
encircling	محدوده کول	0.510	0.368	0.557
enclave	تړل	0.531	0.333	0.580
enclose	تړل	0.531	0.477	0.473
enclosure	تړل	0.417	0.375	0.490
encode	کوډ کړئ	0.490	0.500	0.734
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	انټیمیم	0.541	0.451	0.519
encompass	شامل کړئ	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	مخ	0.865	0.702	0.689
encourage	هڅول	0.896	0.580	0.704
encouraged	هڅول شوی	0.953	0.702	0.657
encouragement	هڅونې	0.865	0.700	0.759
encouraging	هڅول	0.823	0.583	0.755
encroach	تاوان	0.302	0.742	0.702
encroachment	بندیزونه	0.255	0.736	0.620
encrypt	کوډ	0.500	0.387	0.500
encryption	کوډیزون	0.547	0.415	0.474
encumbrance	بندیز	0.300	0.521	0.480
encyclopedia	ګڼون	0.679	0.320	0.645
end	پای	0.198	0.349	0.298
end table	د پای میز	0.541	0.480	0.482
endanger	خطر	0.115	0.885	0.404
endangered	خطرناکه	0.083	0.885	0.430
endangerment	د خطر خطر	0.167	0.873	0.519
endearing	زیږیدل	0.663	0.434	0.604
endeavor	هڅه	0.677	0.755	0.765
ended	پای ته ورسیده	0.302	0.500	0.500
endemic	ډډیمیک	0.406	0.480	0.483
endgame	پایله	0.449	0.538	0.526
ending	پای	0.344	0.365	0.492
endless	پایه	0.347	0.462	0.472
endocarditis	د وینډوزیسټس	0.235	0.587	0.412
endorse	تایید	0.592	0.392	0.472
endorsement	تصدیق	0.834	0.360	0.611
endow	پایله	0.684	0.398	0.609
endowed	منل شوی	0.755	0.510	0.769
endowment	بندول	0.685	0.578	0.647
endpapers	پاڼي	0.542	0.400	0.339
endpoint	د پای ټکی	0.311	0.410	0.448
endurance	صبر	0.592	0.745	0.760
endure	صبر	0.320	0.610	0.574
enduring	پایښت	0.633	0.459	0.768
enema	انیما	0.281	0.673	0.268
enemy	دښمن	0.135	0.794	0.591
energetic	انرژی	0.847	0.868	0.902
energize	پیاوړی کول	0.792	0.810	0.875
energy	انرژي	0.944	0.725	0.868
enforce	تطبیق	0.583	0.644	0.836
enforcement	تطبیق	0.594	0.571	0.736
enforcer	تطبیق	0.398	0.612	0.639
engage	مشغول	0.771	0.796	0.713
engaged	مشغول	0.837	0.596	0.849
engagement	ښکیلتیا	0.906	0.587	0.807
engaging	مشغول	0.948	0.612	0.862
engender	ښکلا	0.561	0.741	0.688
engine	انجن	0.615	0.644	0.676
engineer	انجنیر	0.719	0.500	0.875
engineering	انجنیری	0.735	0.471	0.836
engrave	مشخصه	0.486	0.442	0.517
