Word	Spanish-es	Valence	Arousal	Dominance
delayed	retrasado	0.188	0.490	0.216
delectable	delicioso	0.781	0.642	0.718
delegate	delegar	0.612	0.491	0.658
delegation	delegación	0.562	0.431	0.609
delete	borrar	0.292	0.298	0.409
deleterious	perjudicial	0.297	0.725	0.440
deletion	supresión	0.062	0.506	0.462
deli	fiambres	0.561	0.448	0.447
deliberate	deliberar	0.551	0.654	0.682
deliberation	deliberación	0.561	0.678	0.596
deliberative	deliberativo	0.392	0.552	0.573
delicacy	delicadeza	0.812	0.279	0.336
delicate	delicado	0.583	0.294	0.366
delicatessen	Tiendas Delicatessen	0.656	0.474	0.400
delicious	delicioso	0.927	0.650	0.589
delight	deleite	0.949	0.666	0.647
delighted	Encantado	0.938	0.664	0.685
delightful	encantador	0.918	0.735	0.644
delineate	delinear	0.448	0.430	0.445
delineation	delineación	0.521	0.402	0.314
delinquency	delincuencia	0.135	0.860	0.508
delinquent	delincuente	0.051	0.904	0.500
delirious	delirante	0.219	0.774	0.538
delirium	delirio	0.233	0.694	0.484
deliver	entregar	0.583	0.370	0.582
deliverance	liberación	0.750	0.520	0.658
delivery	entrega	0.704	0.461	0.786
dell	dell	0.458	0.380	0.453
delta	delta	0.551	0.343	0.509
delude	engañar	0.143	0.627	0.353
deluge	diluvio	0.245	0.714	0.612
delusion	engaño	0.344	0.647	0.400
delusional	delirante	0.219	0.745	0.327
deluxe	de lujo	0.792	0.612	0.755
delve	ahondar	0.469	0.529	0.684
demand	demanda	0.292	0.673	0.500
demanding	exigente	0.396	0.750	0.828
demeaned	degradado	0.271	0.520	0.212
demeaning	degradante	0.104	0.645	0.308
demeanor	comportamiento	0.633	0.433	0.657
demented	demente	0.088	0.787	0.309
dementia	demencia	0.092	0.779	0.337
demise	fallecimiento	0.104	0.596	0.456
demo	manifestación	0.510	0.314	0.423
democracy	democracia	0.680	0.500	0.840
democrat	demócrata	0.582	0.400	0.755
democratic	democrático	0.802	0.519	0.798
demographic	demográfico	0.459	0.356	0.594
demolish	demoler	0.125	0.632	0.700
demolished	demolido	0.271	0.647	0.353
demolition	demolición	0.133	0.827	0.541
demon	demonio	0.037	0.908	0.509
demonic	demoníaco	0.146	0.875	0.600
demonstrable	demostrable	0.735	0.471	0.749
demonstrate	demostrar	0.771	0.552	0.839
demonstrated	demostrado	0.617	0.500	0.649
demonstrating	demostrando	0.698	0.571	0.693
demonstration	demostración	0.551	0.676	0.679
demonstrative	demostrativo	0.656	0.528	0.736
demonstrator	demostrador	0.520	0.598	0.733
demoralized	desmoralizado	0.082	0.590	0.149
demos	población	0.418	0.370	0.368
demure	recatado	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	negación	0.230	0.509	0.417
denial	negación	0.194	0.435	0.318
denied	negado	0.188	0.604	0.333
denim	mezclilla	0.520	0.382	0.327
denomination	denominación	0.490	0.363	0.429
denominational	confesional	0.458	0.375	0.679
denominator	denominador	0.450	0.410	0.613
denote	denotar	0.448	0.471	0.534
denounce	denunciar	0.083	0.780	0.426
dense	denso	0.354	0.343	0.536
density	densidad	0.602	0.471	0.561
dent	mella	0.306	0.606	0.325
dental	dental	0.573	0.404	0.463
dentist	dentista	0.479	0.620	0.642
dentistry	odontología	0.429	0.570	0.569
dentists	dentistas	0.364	0.600	0.582
denunciation	denuncia	0.146	0.830	0.561
deny	negar	0.316	0.667	0.321
denying	negando	0.080	0.542	0.272
deodorant	desodorante	0.480	0.265	0.269
depart	salir	0.398	0.480	0.444
departed	salido	0.245	0.536	0.391
department	Departamento	0.708	0.358	0.642
departmental	departamental	0.612	0.422	0.446
departure	salida	0.573	0.500	0.426
depend	depender	0.388	0.429	0.358
dependable	confiable	0.880	0.357	0.741
dependant	dependiente	0.357	0.404	0.451
dependence	dependencia	0.250	0.451	0.433
dependency	dependencia	0.429	0.365	0.356
dependent	dependiente	0.354	0.455	0.404
depict	representar	0.663	0.529	0.723
depicting	representando	0.490	0.566	0.602
depletion	agotamiento	0.153	0.370	0.236
deplorable	deplorable	0.135	0.657	0.230
deplore	deplorar	0.135	0.575	0.373
deploy	desplegar	0.500	0.520	0.585
deployment	despliegue	0.510	0.520	0.612
deport	deportar	0.167	0.667	0.546
deportation	deportación	0.104	0.786	0.450
depose	deponer	0.286	0.420	0.451
deposit	depositar	0.540	0.379	0.483
depositary	depositario	0.604	0.431	0.500
deposition	declaración	0.394	0.510	0.471
depository	depositario	0.551	0.373	0.481
depot	deposito	0.635	0.255	0.471
depraved	depravado	0.031	0.837	0.395
depravity	depravación	0.115	0.854	0.453
depreciate	depreciar	0.270	0.623	0.445
depreciated	depreciado	0.135	0.672	0.250
depreciation	depreciación	0.143	0.571	0.386
depress	deprimir	0.219	0.635	0.528
depressed	Deprimido	0.024	0.445	0.136
depressing	deprimente	0.146	0.559	0.216
depression	depresión	0.031	0.520	0.232
depressive	depresivo	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	privación	0.194	0.610	0.413
deprive	privar	0.271	0.591	0.340
deprived	privado	0.354	0.506	0.536
depth	profundidad	0.708	0.561	0.759
deputy	diputado	0.429	0.530	0.787
derail	hacer descarrilar	0.108	0.802	0.375
deranged	trastornado	0.376	0.868	0.357
derelict	abandonado	0.208	0.470	0.237
derision	burla	0.265	0.670	0.292
derivation	derivación	0.521	0.519	0.644
derivative	derivado	0.541	0.491	0.508
derive	derivar	0.396	0.324	0.360
dermal	dérmico	0.385	0.406	0.443
dermatologist	dermatólogo	0.531	0.358	0.528
dermatology	dermatología	0.422	0.500	0.556
derogation	humillación	0.208	0.460	0.327
derogatory	despectivo	0.122	0.580	0.404
descend	descender	0.385	0.535	0.231
descendant	descendiente	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	descendiendo	0.219	0.493	0.250
descent	descendencia	0.300	0.402	0.158
describe	describir	0.542	0.472	0.555
description	descripción	0.582	0.425	0.596
descriptive	descriptivo	0.667	0.352	0.570
desecrate	profanar	0.255	0.806	0.509
desecration	profanación	0.125	0.833	0.564
desert	Desierto	0.469	0.279	0.389
deserted	abandonado	0.156	0.480	0.214
deserter	desertor	0.122	0.710	0.366
desertion	deserción	0.122	0.630	0.289
deserve	merecer	0.802	0.436	0.613
deserved	merecido	0.781	0.582	0.689
deserving	digno	0.802	0.596	0.858
design	diseño	0.796	0.327	0.632
designate	designado	0.531	0.538	0.683
designated	designada	0.500	0.412	0.616
designation	designacion	0.612	0.571	0.675
designed	diseñado	0.745	0.380	0.595
designer	diseñador	0.875	0.519	0.670
designing	diseño	0.792	0.355	0.552
desirability	atractivo	0.684	0.550	0.675
desirable	deseable	0.740	0.735	0.750
desire	deseo	0.896	0.692	0.647
desiring	deseando	0.814	0.821	0.632
desirous	deseoso	0.719	0.824	0.562
desist	desistir	0.220	0.358	0.291
desk	escritorio	0.510	0.135	0.422
desolate	solitario	0.104	0.320	0.228
desolation	soledad	0.073	0.481	0.273
despair	desesperación	0.115	0.794	0.245
despairing	desesperado	0.073	0.735	0.286
despatch	envío	0.448	0.400	0.613
desperado	forajido	0.260	0.745	0.361
desperate	desesperado	0.083	0.842	0.337
desperation	desesperación	0.125	0.904	0.419
despicable	despreciable	0.146	0.710	0.255
despise	despreciar	0.167	0.745	0.296
despondent	abatido	0.133	0.378	0.221
despotic	despótico	0.141	0.824	0.592
despotism	despotismo	0.255	0.696	0.620
dessert	postre	0.755	0.491	0.404
destination	destino	0.708	0.471	0.637
destined	destinado	0.698	0.462	0.617
destiny	destino	0.781	0.413	0.611
destitute	indigente	0.130	0.451	0.222
destroy	destruir	0.046	0.935	0.635
destroyed	destruido	0.031	0.696	0.288
destroyer	destructor	0.083	0.830	0.543
destroying	destruyendo	0.041	0.828	0.660
destruct	destruir	0.071	0.868	0.525
destruction	destrucción	0.102	0.929	0.613
destructive	destructivo	0.177	0.870	0.713
detach	despegar	0.357	0.625	0.450
detached	separado	0.280	0.396	0.216
detachment	desapego	0.243	0.700	0.443
detail	detalle	0.514	0.406	0.528
detailed	detallado	0.603	0.314	0.472
details	detalles	0.583	0.367	0.481
detain	detener	0.351	0.345	0.430
detainee	detenido	0.306	0.510	0.321
detect	detectar	0.531	0.520	0.565
detectable	detectable	0.479	0.539	0.649
detection	detección	0.708	0.567	0.538
detective	detective	0.500	0.764	0.901
detector	detector	0.459	0.630	0.724
detention	detención	0.265	0.698	0.562
deter	desalentar	0.344	0.537	0.567
detergent	detergente	0.458	0.304	0.426
deteriorate	deteriorarse	0.083	0.471	0.202
deteriorated	deteriorado	0.053	0.549	0.237
deteriorating	deteriorando	0.104	0.459	0.112
deterioration	deterioro	0.130	0.512	0.283
determinable	determinable	0.625	0.565	0.723
determinate	determinado	0.630	0.314	0.772
determination	determinación	0.776	0.725	0.795
determine	determinar	0.612	0.368	0.776
determined	determinado	0.760	0.528	0.673
deterrent	disuasorio	0.292	0.461	0.385
detest	detestar	0.083	0.800	0.492
detestation	detestación	0.177	0.637	0.412
detonate	detonar	0.375	0.850	0.696
detonation	detonación	0.167	0.931	0.741
detonator	detonador	0.207	0.875	0.750
detour	desvío	0.398	0.539	0.309
detract	detraer	0.344	0.438	0.368
detriment	detrimento	0.281	0.538	0.263
detrimental	perjudicial	0.203	0.679	0.387
detritus	detrito	0.276	0.353	0.363
deuce	dos	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	devaluado	0.321	0.462	0.212
devastate	devastar	0.021	0.796	0.509
devastated	devastado	0.120	0.544	0.264
devastating	devastador	0.104	0.856	0.419
devastation	devastación	0.090	0.904	0.472
develop	desarrollar	0.771	0.670	0.821
developer	desarrollador	0.844	0.653	0.864
developing	desarrollando	0.833	0.587	0.714
development	desarrollo	0.827	0.500	0.796
deviant	desviado	0.094	0.589	0.398
deviate	desviarse	0.173	0.562	0.269
deviating	desviando	0.354	0.634	0.536
deviation	desviación	0.105	0.513	0.336
device	dispositivo	0.562	0.404	0.627
devil	diablo	0.161	0.900	0.611
deviled	muy condimentado	0.347	0.559	0.358
devilish	diabólico	0.073	0.865	0.490
devious	tortuoso	0.250	0.519	0.259
devise	idear	0.551	0.557	0.670
devoid	vacío	0.219	0.436	0.300
devolution	devolución	0.345	0.434	0.425
devolve	delegar	0.367	0.427	0.596
devote	dedicar	0.802	0.490	0.642
devoted	devoto	0.867	0.320	0.698
devotee	devoto	0.816	0.461	0.577
devotion	devoción	0.802	0.561	0.673
devotional	piadoso	0.740	0.394	0.655
devour	devorar	0.344	0.888	0.574
devout	devoto	0.620	0.357	0.464
dew	Rocío	0.604	0.225	0.464
dexter	diestro	0.458	0.473	0.444
dexterity	destreza	0.771	0.673	0.864
dextrose	dextrosa	0.333	0.402	0.323
diabetes	diabetes	0.051	0.472	0.279
diabetic	diabético	0.125	0.269	0.237
diabolical	diabólico	0.102	0.912	0.456
diagnose	diagnosticar	0.378	0.520	0.714
diagnosis	diagnóstico	0.571	0.500	0.819
diagnostic	diagnóstico	0.417	0.483	0.635
diagnostics	diagnóstico	0.540	0.440	0.750
diagonal	diagonal	0.500	0.343	0.410
diagram	diagrama	0.562	0.357	0.445
dial	marcar	0.620	0.427	0.596
dialect	dialecto	0.635	0.422	0.526
dialectic	dialéctico	0.510	0.540	0.638
dialogue	diálogo	0.599	0.441	0.625
dialysis	diálisis	0.194	0.567	0.407
diameter	diámetro	0.427	0.298	0.483
diamond	diamante	0.910	0.606	0.769
diamonds	diamantes	0.927	0.684	0.917
diaper	pañal	0.409	0.274	0.155
diaphragm	diafragma	0.459	0.337	0.517
diarrhea	Diarrea	0.092	0.684	0.143
diarrhoea	Diarrea	0.038	0.692	0.250
diary	diario	0.698	0.292	0.464
diatribe	diatriba	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	parné	0.510	0.410	0.391
dice	dado	0.458	0.441	0.264
dicey	incierto	0.290	0.833	0.727
dichotomous	dicotómico	0.365	0.452	0.538
dichotomy	dicotomía	0.323	0.482	0.483
dick	polla	0.208	0.500	0.462
dickhead	gilipollas	0.115	0.608	0.284
dicks	pollas	0.310	0.694	0.358
dictate	dictar	0.480	0.423	0.668
dictation	dictado	0.255	0.378	0.627
dictator	dictador	0.073	0.760	0.862
dictatorial	dictatorial	0.204	0.770	0.840
dictatorship	dictadura	0.082	0.806	0.784
diction	dicción	0.439	0.373	0.679
dictionary	diccionario	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	didáctico	0.645	0.480	0.673
diddle	estafar	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	murió	0.021	0.650	0.327
diesel	diesel	0.490	0.327	0.448
diet	dieta	0.429	0.235	0.398
dietary	dietético	0.551	0.220	0.261
differ	diferir de	0.230	0.398	0.396
difference	diferencia	0.474	0.560	0.483
differences	diferencias	0.365	0.582	0.342
different	diferente	0.612	0.394	0.473
differential	diferencial	0.520	0.378	0.535
differentiation	diferenciación	0.367	0.561	0.535
differently	diferentemente	0.480	0.431	0.506
differing	diferente	0.418	0.410	0.455
difficult	difícil	0.235	0.700	0.508
difficulties	dificultades	0.082	0.784	0.357
difficulty	dificultad	0.079	0.740	0.368
diffuse	difuso	0.430	0.431	0.321
diffusion	difusión	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	digerir	0.720	0.413	0.483
digestion	digestión	0.531	0.410	0.455
digestive	digestivo	0.542	0.413	0.434
digit	dígito	0.447	0.286	0.333
digital	digital	0.740	0.382	0.529
dignified	digno	0.766	0.481	0.635
dignify	dignificar	0.854	0.588	0.735
dignity	dignidad	0.844	0.391	0.873
digress	divagar	0.271	0.625	0.411
digs	NO TRANSLATION	0.448	0.670	0.635
dike	dique	0.360	0.384	0.490
dilapidated	arruinado	0.229	0.618	0.286
dilatation	dilatación	0.385	0.574	0.368
dilation	dilatación	0.347	0.490	0.578
dildo	consolador	0.536	0.587	0.491
dilemma	dilema	0.153	0.590	0.430
diligence	diligencia	0.688	0.423	0.700
diligent	diligente	0.760	0.426	0.759
dill	eneldo	0.427	0.360	0.373
diluent	diluente	0.417	0.344	0.332
dilute	diluido	0.275	0.192	0.349
diluted	diluido	0.469	0.310	0.229
dilution	dilución	0.445	0.337	0.352
dim	oscuro	0.398	0.321	0.273
dime	moneda de diez centavos	0.653	0.317	0.345
dimension	dimensión	0.592	0.415	0.627
dimensional	dimensional	0.561	0.484	0.596
diminish	disminuir	0.240	0.357	0.167
diminished	disminuido	0.156	0.269	0.196
diminution	disminución	0.316	0.296	0.245
diminutive	diminutivo	0.323	0.200	0.109
dimwit	imbécil	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	cenar	0.821	0.519	0.478
diner	cena	0.643	0.302	0.538
dinghy	bote	0.510	0.269	0.325
dingo	dingo	0.608	0.472	0.346
dingy	sucio	0.156	0.483	0.343
dining	comida	0.724	0.350	0.459
dinky	mono	0.357	0.451	0.358
dinner	cena	0.823	0.392	0.379
dinnertime	hora de la cena	0.796	0.406	0.341
dinosaur	dinosaurio	0.448	0.630	0.596
dint	fuerza de	0.378	0.480	0.492
diocesan	diocesano	0.520	0.283	0.518
diocese	diócesis	0.510	0.288	0.575
diorama	diorama	0.592	0.441	0.462
dioxide	dióxido	0.354	0.433	0.456
dip	inmersión	0.516	0.583	0.397
diploma	diploma	0.750	0.462	0.731
diplomacy	diplomacia	0.740	0.396	0.774
diplomat	diplomático	0.563	0.262	0.868
diplomatic	diplomático	0.653	0.363	0.918
dipper	cazo	0.548	0.361	0.348
dippy	dippy	0.430	0.402	0.340
dipstick	varilla graduada	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	directo	0.793	0.403	0.650
directed	dirigido	0.542	0.490	0.541
direction	dirección	0.719	0.330	0.684
directive	directiva	0.604	0.530	0.918
directly	directamente	0.747	0.400	0.702
director	director	0.688	0.580	0.912
directory	directorio	0.439	0.413	0.538
dirt	suciedad	0.112	0.500	0.236
dirty	sucio	0.153	0.460	0.170
disability	discapacidad	0.073	0.482	0.173
disable	inhabilitar	0.115	0.430	0.269
disabled	discapacitado	0.308	0.443	0.235
disadvantage	desventaja	0.150	0.377	0.282
disaffected	desafecto	0.176	0.410	0.291
disagree	discrepar	0.133	0.590	0.345
disagreeable	desagradable	0.042	0.643	0.178
disagreeing	en desacuerdo	0.255	0.643	0.350
disagreement	desacuerdo	0.104	0.618	0.236
disallow	rechazar	0.156	0.519	0.424
disallowed	no permitido	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	desaparecer	0.143	0.441	0.350
disappearance	desaparición	0.214	0.698	0.367
disappearing	desapareciendo	0.167	0.427	0.379
disappoint	decepcionar	0.150	0.633	0.288
disappointed	decepcionado	0.071	0.472	0.241
disappointing	decepcionante	0.073	0.640	0.200
disappointment	decepción	0.115	0.490	0.336
disapproval	desaprobación	0.085	0.551	0.367
disapprove	desaprobar	0.160	0.594	0.445
disapproved	desaprobado	0.104	0.550	0.114
disapproving	desaprobación	0.245	0.625	0.452
disarm	desarmar	0.292	0.528	0.613
disarray	desorden	0.198	0.657	0.223
disaster	desastre	0.082	0.892	0.433
disastrous	desastroso	0.071	0.741	0.439
disband	disolver	0.302	0.491	0.417
disbelief	incredulidad	0.188	0.409	0.373
disbelieve	no creer	0.188	0.441	0.352
disburse	desembolsar	0.418	0.473	0.353
disbursement	desembolso	0.240	0.443	0.435
disc	desct	0.622	0.410	0.426
discard	descarte	0.240	0.343	0.337
discarded	descartado	0.229	0.460	0.308
discards	descartes	0.240	0.464	0.391
discern	discernir	0.459	0.566	0.518
discernible	discernible	0.427	0.441	0.481
discerning	perspicaz	0.542	0.584	0.780
discernment	discernimiento	0.408	0.471	0.694
discharge	descarga	0.427	0.538	0.578
disciple	discípulo	0.765	0.385	0.462
disciplinary	disciplinario	0.562	0.593	0.796
discipline	disciplina	0.615	0.471	0.806
disciplined	disciplinado	0.728	0.450	0.750
disclaim	negar	0.235	0.509	0.321
disclaimer	renuncia	0.367	0.571	0.542
disclose	revelar	0.490	0.570	0.545
disclosed	revelado	0.271	0.575	0.546
disclosure	revelación	0.500	0.615	0.710
disco	disco	0.710	0.806	0.575
discoloration	descoloramiento	0.224	0.373	0.414
discolored	descolorado	0.204	0.340	0.269
discomfort	incomodidad	0.153	0.719	0.272
disconcerted	desconcertado	0.100	0.612	0.288
disconcerting	desconcertante	0.106	0.549	0.269
disconnect	desconectar	0.438	0.292	0.191
disconnected	desconectado	0.292	0.276	0.173
disconnection	desconexión	0.167	0.283	0.277
disconnects	desconecta	0.256	0.357	0.241
discontent	descontento	0.240	0.530	0.263
discontinuance	discontinuación	0.123	0.741	0.337
discontinue	discontinuar	0.354	0.396	0.349
discontinuity	discontinuidad	0.303	0.439	0.250
discontinuous	discontinuo	0.233	0.409	0.316
discord	discordia	0.115	0.882	0.465
discount	descuento	0.724	0.530	0.302
discounted	con descuento	0.677	0.471	0.430
discourage	desalentar	0.184	0.443	0.267
discouraged	desanimado	0.220	0.304	0.090
discouragement	desánimo	0.112	0.319	0.206
discouraging	desalentador	0.167	0.469	0.281
discourse	discurso	0.410	0.550	0.803
discover	descubrir	0.771	0.793	0.673
discovery	descubrimiento	0.823	0.627	0.814
discredit	descrédito	0.075	0.529	0.355
discredited	desacreditado	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	discrepancia	0.260	0.643	0.417
discrete	discreto	0.585	0.231	0.429
discretion	discreción	0.552	0.320	0.685
discretionary	discrecional	0.520	0.365	0.446
discriminate	discriminar	0.125	0.761	0.366
discriminating	discriminante	0.160	0.783	0.462
discrimination	discriminación	0.051	0.724	0.379
discus	disco	0.542	0.423	0.343
discuss	discutir	0.396	0.769	0.509
discussion	discusión	0.333	0.842	0.536
disdain	desdén	0.153	0.446	0.441
disdainful	desdeñoso	0.097	0.480	0.263
disease	enfermedad	0.041	0.539	0.333
diseased	enfermo	0.123	0.510	0.134
disembodied	incorpóreo	0.167	0.620	0.412
disengage	desacoplar	0.406	0.529	0.304
disengagement	retirada	0.327	0.373	0.395
disfigured	desfigurado	0.153	0.613	0.336
disgrace	desgracia	0.061	0.531	0.331
disgraced	deshonrado	0.071	0.661	0.250
disgraceful	vergonzoso	0.082	0.702	0.240
disgruntled	descontento	0.104	0.658	0.442
disguise	disfraz	0.573	0.694	0.431
disguised	disfrazado	0.500	0.615	0.326
disgust	asco	0.052	0.775	0.317
disgusted	disgustado	0.051	0.773	0.274
disgusting	asqueroso	0.031	0.796	0.245
dish	plato	0.552	0.255	0.264
disheartened	desalentado	0.153	0.343	0.238
disheartening	desalentador	0.010	0.353	0.224
dishonest	deshonesto	0.191	0.491	0.163
dishonesty	deshonestidad	0.094	0.592	0.348
dishonor	deshonra	0.104	0.620	0.185
dishonorable	deshonroso	0.112	0.641	0.280
dishwasher	lavavajillas	0.480	0.296	0.324
disillusionment	desilusión	0.051	0.519	0.190
disinclination	aversión	0.125	0.491	0.330
disincline	tener pocas ganas de	0.458	0.454	0.278
disinclined	inclinados	0.385	0.442	0.364
disinfect	desinfectar	0.448	0.388	0.648
disinfectant	desinfectante	0.531	0.429	0.460
disinfection	desinfección	0.517	0.556	0.473
disinformation	desinformación	0.230	0.577	0.260
disingenuous	falso	0.194	0.509	0.204
disintegrate	desintegrarse	0.143	0.660	0.364
disintegration	desintegración	0.094	0.551	0.381
disinterested	desinteresado	0.398	0.284	0.392
disjoint	desarticular	0.351	0.385	0.322
disjointed	inconexo	0.323	0.518	0.365
disjunctive	disyuntivo	0.286	0.481	0.400
disk	disco	0.573	0.423	0.412
diskette	disquete	0.531	0.255	0.391
dislike	disgusto	0.156	0.406	0.321
disliked	disgustado	0.062	0.510	0.221
disliking	disgusto	0.163	0.637	0.366
dislocated	dislocado	0.125	0.625	0.200
dislocation	dislocación	0.229	0.565	0.373
dislodge	desalojar	0.214	0.769	0.356
disloyal	desleal	0.062	0.582	0.245
disloyalty	deslealtad	0.187	0.716	0.267
dismal	triste	0.194	0.450	0.192
dismantle	desmantelar	0.347	0.644	0.462
dismay	consternación	0.314	0.681	0.459
dismayed	consternado	0.165	0.735	0.389
dismemberment	desmembramiento	0.104	0.860	0.470
dismiss	despedir	0.167	0.541	0.509
dismissal	despido	0.153	0.723	0.271
dismissive	desdeñoso	0.188	0.541	0.430
dismount	desmontar	0.361	0.423	0.391
disobedience	desobediencia	0.051	0.868	0.369
disobedient	desobediente	0.276	0.706	0.353
disobey	desobedecer	0.143	0.556	0.491
disorder	trastorno	0.115	0.816	0.218
