Word	Macedonian-mk	Valence	Arousal	Dominance
disrelish	безрезервна	0.375	0.471	0.304
disreputable	дискредитиран	0.104	0.688	0.353
disrepute	заблуда	0.208	0.630	0.292
disrespect	непочитување	0.062	0.637	0.302
disrespectful	непочитување	0.031	0.694	0.273
disrupt	наруши	0.265	0.640	0.349
disrupting	попречување	0.186	0.557	0.339
disruption	нарушување	0.235	0.735	0.436
disruptive	непушачи	0.255	0.755	0.575
dissatisfaction	незадоволство	0.115	0.663	0.202
dissatisfied	незадоволни	0.042	0.561	0.291
dissect	дисекци	0.367	0.750	0.595
dissection	дисекција	0.276	0.632	0.462
disseminate	дисеминираат	0.562	0.608	0.750
dissemination	дисеминација	0.476	0.551	0.583
dissension	раздор	0.250	0.618	0.414
dissent	несогласување	0.300	0.655	0.407
dissenting	несогласување	0.208	0.552	0.366
dissertation	дисертација	0.312	0.575	0.575
disservice	лоша услуга	0.250	0.794	0.480
dissident	дисидент	0.350	0.582	0.413
dissimilar	различен	0.276	0.461	0.472
dissipate	исчезне	0.385	0.368	0.355
dissipated	дисипација	0.281	0.421	0.231
dissociation	дисоцијација	0.135	0.555	0.471
dissociative	дисоцијативна	0.281	0.615	0.397
dissolution	растворање	0.204	0.464	0.349
dissolve	раствори	0.271	0.490	0.410
dissonance	дисонанца	0.173	0.471	0.336
dissuade	одврати	0.482	0.500	0.350
distal	дистална	0.410	0.401	0.438
distance	растојание	0.233	0.317	0.418
distant	далечно	0.229	0.324	0.269
distaste	нервозни	0.184	0.625	0.370
distasteful	невкусно	0.264	0.676	0.222
distillate	дестилат	0.500	0.347	0.382
distillation	дестилација	0.396	0.436	0.575
distilled	дестилирана	0.427	0.573	0.500
distinct	различни	0.542	0.578	0.509
distinction	разлика	0.584	0.571	0.750
distinctive	карактеристичен	0.885	0.520	0.604
distinguish	разликуваат	0.675	0.471	0.600
distinguishable	разликува	0.635	0.530	0.727
distinguished	истакнати	0.823	0.593	0.759
distinguishing	разликување	0.622	0.363	0.640
distort	изобличавам	0.100	0.740	0.366
distorted	искривени	0.250	0.521	0.280
distortion	дисторзија	0.299	0.570	0.380
distract	одвлекува внимание	0.241	0.609	0.336
distracted	расеан	0.194	0.392	0.213
distracting	оттргнува	0.445	0.583	0.400
distraction	одвлекување	0.402	0.557	0.390
distraught	вознемирен	0.115	0.903	0.264
distress	вознемиреност	0.073	0.840	0.396
distressed	потресени	0.143	0.771	0.324
distressing	вознемирувачки	0.075	0.750	0.375
distribute	дистрибуирај	0.643	0.596	0.709
distribution	дистрибуција	0.635	0.548	0.788
distributor	дистрибутер	0.702	0.447	0.718
district	област	0.438	0.327	0.660
distrust	недоверба	0.060	0.670	0.276
disturb	вознемирувај	0.175	0.760	0.481
disturbance	нарушување	0.146	0.907	0.404
disturbed	вознемирени	0.125	0.870	0.305
disturbing	вознемирувачки	0.146	0.792	0.439
disuse	исклучи	0.229	0.229	0.202
disused	напуштен	0.250	0.302	0.186
ditch	ров	0.357	0.364	0.322
ditto	ditto	0.449	0.418	0.411
ditty	духовито	0.470	0.433	0.334
diurnal	дневни	0.714	0.296	0.443
diva	дива	0.660	0.657	0.596
divan	NO TRANSLATION	0.750	0.202	0.262
dive	нурне	0.583	0.531	0.500
diver	нуркач	0.594	0.520	0.564
diverge	разминуваат	0.375	0.657	0.520
divergence	дивергенција	0.429	0.615	0.687
divergent	дивергентни	0.449	0.660	0.587
diverging	дивергентни	0.417	0.613	0.573
divers	нуркачи	0.583	0.580	0.602
diverse	разновидна	0.562	0.519	0.604
diversified	насочуваат	0.602	0.538	0.549
diversify	се прошири	0.656	0.588	0.464
diversion	пренасочување	0.740	0.821	0.714
diversionary	диверзивни	0.551	0.587	0.300
diversity	разновидност	0.806	0.472	0.711
divert	пренасочување	0.344	0.622	0.407
diverting	пренасочување	0.396	0.571	0.537
divest	отстранување	0.365	0.547	0.424
divested	одземени	0.333	0.449	0.311
divestment	одземање	0.302	0.509	0.382
divide	подели	0.333	0.520	0.417
divided	поделени	0.271	0.623	0.391
dividend	дивиденда	0.583	0.491	0.566
divination	дивинација	0.500	0.650	0.545
divine	божествена	0.918	0.571	0.885
divinity	божество	0.896	0.559	0.774
divisible	делив	0.323	0.462	0.411
division	поделба	0.370	0.481	0.472
divisor	делител	0.344	0.517	0.455
divorce	развод	0.042	0.700	0.385
divorcee	разведен	0.153	0.610	0.481
divulge	откривање	0.531	0.718	0.467
divvy	диви	0.351	0.462	0.429
dizziness	вртоглавица	0.229	0.555	0.254
dizzy	вртоглавица	0.199	0.582	0.193
do	направи	0.670	0.548	0.536
doable	успешен	0.760	0.404	0.675
doc	doc	0.458	0.317	0.392
docile	послушни	0.604	0.259	0.264
dock	пристаниште	0.490	0.409	0.481
docked	приклучен	0.281	0.754	0.398
docket	пристаниште	0.505	0.509	0.607
docking	докинг	0.354	0.596	0.587
doctor	лекар	0.700	0.531	0.861
doctorate	докторат	0.776	0.479	0.841
doctrinal	доктрината	0.510	0.373	0.673
doctrine	доктрина	0.500	0.394	0.769
document	документ	0.594	0.240	0.667
documentary	документарен филм	0.622	0.213	0.596
documentation	документација	0.719	0.290	0.667
documents	документи	0.530	0.250	0.587
dodge	Dodge	0.333	0.760	0.509
dodger	палачинка	0.427	0.454	0.490
dodging	затајување	0.396	0.654	0.382
dodgy	изненаден	0.281	0.510	0.254
dodo	додо	0.438	0.306	0.353
doe	Срна	0.550	0.336	0.336
doer	сторителот	0.724	0.550	0.728
dog	куче	0.704	0.500	0.407
dogface	дословно	0.219	0.470	0.264
dogged	огорчено	0.255	0.750	0.594
doggy	кученце	0.646	0.491	0.404
doghouse	куќа за кучиња	0.438	0.417	0.340
dogma	догма	0.530	0.460	0.719
dogmatic	догматски	0.448	0.520	0.654
dogsick	NO TRANSLATION	0.571	0.490	0.377
doings	дела	0.604	0.491	0.705
doit	NO TRANSLATION	0.500	0.519	0.392
dojo	доџо	0.500	0.435	0.455
doldrums	урнатини	0.229	0.425	0.266
dole	dole	0.448	0.402	0.348
doll	кукла	0.729	0.321	0.330
dollar	долар	0.755	0.632	0.694
dollhouse	куклена куќа	0.643	0.245	0.363
dolor	NO TRANSLATION	0.167	0.635	0.375
dolphin	делфин	0.776	0.350	0.414
domain	домен	0.573	0.549	0.828
dome	купола	0.620	0.398	0.509
domestic	домашен	0.729	0.327	0.500
domesticated	припитомени	0.635	0.360	0.294
domestication	припитомување	0.594	0.390	0.435
domicile	живеалиште	0.604	0.292	0.529
domiciled	со седиште	0.542	0.340	0.516
dominance	доминација	0.542	0.775	0.839
dominant	доминантна	0.406	0.854	0.893
dominate	доминираат	0.439	0.814	0.953
dominating	доминира	0.427	0.769	0.902
domination	доминација	0.505	0.786	0.959
dominatrix	доминант	0.390	0.727	0.709
dominion	власт	0.542	0.704	0.890
domino	домино	0.594	0.510	0.473
don	Дон	0.646	0.454	0.702
donate	донирајте	0.774	0.462	0.577
donation	донација	0.792	0.398	0.602
donkey	магаре	0.406	0.367	0.245
donor	донатор	0.714	0.490	0.653
dontlikeyou	NO TRANSLATION	0.055	0.500	0.282
dontmess	NO TRANSLATION	0.396	0.482	0.440
dontmesswithme	dontmesswithme	0.312	0.635	0.440
dontpanic	dontpanic	0.469	0.465	0.425
dontunderstand	NO TRANSLATION	0.219	0.357	0.271
doodle	караница	0.604	0.402	0.376
doom	несреќа	0.073	0.750	0.442
doomed	осудени на пропаст	0.041	0.755	0.301
doomsday	судниот ден	0.125	0.861	0.670
door	врата	0.549	0.189	0.421
doorbell	ѕвонче	0.564	0.500	0.307
doorknob	доручек	0.406	0.553	0.462
doorman	доручек	0.570	0.371	0.491
doormat	врата	0.458	0.269	0.267
doornail	врата	0.459	0.370	0.423
doorstep	праг	0.531	0.274	0.391
doorway	врата	0.573	0.304	0.496
dopamine	допамин	0.548	0.469	0.426
dope	наркотик	0.295	0.855	0.425
dopey	глупав	0.320	0.380	0.365
dork	Дорк	0.272	0.519	0.361
dorky	dorky	0.302	0.480	0.390
dorm	домот	0.719	0.194	0.327
dormant	хибернација	0.385	0.245	0.245
dormitory	дом	0.633	0.204	0.382
dorsal	дорзален	0.449	0.360	0.445
dosage	доза	0.344	0.450	0.490
dose	доза	0.458	0.490	0.427
dossier	досие	0.357	0.380	0.544
dot	точка	0.434	0.290	0.391
doting	doting	0.888	0.415	0.426
dotted	точки	0.480	0.347	0.426
dotty	Точка	0.375	0.402	0.393
double	двојно	0.677	0.378	0.569
doubled	двојно	0.427	0.536	0.560
doublet	дублет	0.420	0.431	0.500
doubling	удвојување	0.459	0.452	0.464
doubt	сомнеж	0.395	0.351	0.231
doubtful	сомнително	0.250	0.465	0.241
doubting	сомнеж	0.224	0.560	0.189
doubtless	несомнено	0.688	0.415	0.689
doubts	сомнежи	0.306	0.448	0.305
douche	туш	0.490	0.413	0.397
douchebags	douchebags	0.327	0.587	0.366
dough	тесто	0.588	0.229	0.391
doughboy	тесто	0.365	0.443	0.396
doughnut	крофна	0.663	0.380	0.279
dour	шпекулација	0.360	0.404	0.325
douse	douse	0.365	0.453	0.412
dove	гулаб	0.729	0.235	0.437
down	надолу	0.208	0.330	0.264
downcast	downcast	0.071	0.500	0.222
downer	понижувач	0.120	0.594	0.226
downfall	пропаст	0.200	0.717	0.182
downfield	downfield	0.521	0.330	0.380
downhearted	непослушен	0.119	0.461	0.255
downhill	спуст	0.292	0.573	0.279
download	преземете	0.602	0.490	0.503
downpour	лисја	0.328	0.602	0.481
downright	исправно	0.625	0.454	0.679
downriver	downriver	0.542	0.469	0.279
downside	недостатоци	0.190	0.400	0.246
downtime	престој	0.240	0.226	0.324
downward	надолу	0.188	0.347	0.255
downy	непријатен	0.630	0.170	0.255
dowry	мираз	0.604	0.453	0.544
doze	доза	0.592	0.200	0.405
dozen	десетина	0.583	0.343	0.425
drab	драп	0.327	0.300	0.242
draft	нацрт	0.438	0.360	0.351
drafty	подготвен	0.458	0.500	0.518
drag	повлечете	0.388	0.606	0.348
dragon	змеј	0.541	0.821	0.712
dragonfly	вилица	0.571	0.373	0.357
drain	одвод	0.277	0.470	0.222
drainage	одводнување	0.219	0.354	0.307
drained	исцедена	0.310	0.441	0.352
draining	одвод	0.337	0.396	0.304
drainpipe	дренажа	0.417	0.413	0.277
drake	драг	0.467	0.411	0.452
drama	драма	0.430	0.755	0.481
dramaqueen	NO TRANSLATION	0.337	0.682	0.482
dramatic	драматично	0.367	0.780	0.443
drape	завеса	0.417	0.439	0.404
drapery	драперија	0.479	0.220	0.223
drastic	драстично	0.194	0.839	0.657
drat	NO TRANSLATION	0.302	0.516	0.409
draught	нацрт	0.465	0.245	0.316
draw	нерешено	0.704	0.449	0.481
drawback	Повлекување	0.302	0.422	0.148
drawbridge	drawbridge	0.551	0.557	0.438
drawer	фиока	0.429	0.196	0.292
drawers	фиоки	0.539	0.260	0.236
drawing	цртање	0.698	0.216	0.333
dread	страв	0.153	0.792	0.368
dreaded	страшен	0.122	0.706	0.460
dreadful	страшна	0.092	0.786	0.348
dreadfully	страшно	0.246	0.806	0.306
dreading	страв	0.125	0.760	0.377
dream	сон	0.844	0.157	0.328
dreamboat	dreamboat	0.776	0.491	0.458
dreamer	сонувач	0.820	0.394	0.455
dreaming	сонување	0.854	0.320	0.336
dreamland	dreamland	0.844	0.471	0.566
dreams	соништа	0.865	0.415	0.530
dreamt	сонував	0.812	0.380	0.518
dreamy	сонливо	0.837	0.350	0.500
dreary	тмурна	0.260	0.490	0.324
dredge	багер	0.427	0.445	0.444
drenched	преплавена	0.302	0.361	0.388
dress	фустан	0.760	0.300	0.345
dresser	гардероба	0.604	0.398	0.473
dressmaker	кошула	0.698	0.460	0.483
dressy	Среќен	0.800	0.570	0.696
dribble	NO TRANSLATION	0.417	0.551	0.465
dried	сушени	0.427	0.260	0.385
drier	посува	0.306	0.347	0.392
drift	лебдат	0.316	0.520	0.375
drifted	лебдат	0.312	0.542	0.310
drifter	каскадер	0.449	0.512	0.391
driftwood	дрифтвуд	0.321	0.283	0.439
drill	вежба	0.250	0.602	0.573
drink	пијат	0.650	0.552	0.474
drinker	пијалок	0.365	0.735	0.441
drinking	пиење	0.562	0.459	0.317
drinks	пијалаци	0.729	0.656	0.412
drip	капе	0.392	0.193	0.175
dripping	капе	0.302	0.257	0.267
drive	возење	0.625	0.689	0.713
drivel	возбуда	0.398	0.469	0.463
driver	возач	0.553	0.538	0.637
driveway	патеката	0.612	0.392	0.689
drizzle	дожд	0.521	0.353	0.319
droll	лизгање	0.459	0.573	0.422
drone	беспилотно летало	0.429	0.686	0.596
drones	беспилотни летала	0.398	0.577	0.588
drool	drool	0.385	0.398	0.204
drooping	овенати	0.245	0.558	0.353
droopy	спушти	0.438	0.350	0.297
drop	капка	0.479	0.321	0.291
droplet	капка	0.625	0.208	0.194
dropout	испаднат	0.253	0.550	0.481
dropper	dropper	0.333	0.216	0.236
drought	суша	0.133	0.353	0.267
drove	NO TRANSLATION	0.541	0.528	0.623
drown	се удави	0.071	0.860	0.270
drowsiness	поспаност	0.260	0.194	0.303
drowsy	поспана	0.375	0.180	0.240
drudgery	тешка работа	0.094	0.522	0.241
drug	дрога	0.214	0.790	0.453
drug dealing	трговија со дрога	0.042	0.843	0.500
drugged	дрогирани	0.102	0.750	0.321
druggist	дрога	0.240	0.561	0.417
drugs	лекови	0.167	0.750	0.368
drugstore	аптека	0.490	0.343	0.518
druid	друид	0.517	0.445	0.481
drum	тапан	0.615	0.679	0.339
drummer	тапанар	0.646	0.700	0.564
drumming	тапани	0.594	0.750	0.426
drunk	пијан	0.194	0.800	0.250
drunk driving	пијано возење	0.073	0.900	0.306
drunkard	пијаница	0.240	0.873	0.250
drunken	пијан	0.155	0.849	0.250
drunkenness	пијанство	0.214	0.774	0.336
dry	сува	0.363	0.169	0.311
dryer	Фен	0.479	0.343	0.277
dryness	сувост	0.292	0.296	0.263
dual	двоен	0.573	0.330	0.384
dualism	дуализам	0.490	0.406	0.536
duality	двојност	0.438	0.520	0.503
