Word	Swahili-sw	Valence	Arousal	Dominance
cinch	sinema	0.450	0.490	0.387
cinder	cinder	0.350	0.260	0.157
cinema	sinema	0.698	0.538	0.500
cinematic	sinema	0.663	0.490	0.600
cinematographer	sinema ya sinema	0.792	0.455	0.711
cinematography	sinema	0.781	0.571	0.625
cinnamon	mdalasini	0.600	0.250	0.292
cipher	cipher	0.490	0.414	0.500
circle	mzunguko	0.480	0.290	0.343
circling	kutembea	0.510	0.654	0.336
circuit	mzunguko	0.586	0.461	0.707
circuitry	mzunguko	0.596	0.615	0.536
circular	mviringo	0.562	0.342	0.417
circulate	kusambaza	0.612	0.388	0.320
circulation	mzunguko	0.735	0.520	0.657
circulatory	mzunguko	0.592	0.575	0.545
circumcision	kutahiriwa	0.327	0.657	0.528
circumference	mzunguko	0.458	0.255	0.488
circumferential	circumferential	0.551	0.422	0.509
circumscribed	circumscribed	0.365	0.539	0.569
circumstance	hali	0.520	0.565	0.596
circumstances	hali	0.562	0.527	0.464
circumstantial	kimazingira	0.500	0.538	0.519
circumvent	kukimbia	0.316	0.642	0.383
circumvention	kupinga	0.531	0.571	0.473
circus	circus	0.724	0.637	0.432
cirque	cirque	0.604	0.647	0.467
cirrhosis	cirrhosis	0.079	0.602	0.370
cirrus	cirrus	0.470	0.451	0.348
cistern	tangi	0.541	0.413	0.432
citadel	kijiji	0.585	0.464	0.602
citation	citation	0.570	0.549	0.508
cite	taja	0.625	0.454	0.532
citizen	raia	0.631	0.250	0.586
citizenship	uraia	0.786	0.404	0.723
citrine	citrine	0.375	0.400	0.420
citrus	machungwa	0.469	0.368	0.375
city	jiji	0.847	0.531	0.508
citywide	mji kote	0.592	0.509	0.707
civic	kiraia	0.653	0.240	0.573
civics	kiraia	0.700	0.279	0.720
civil	kiraia	0.521	0.281	0.517
civilian	raia	0.700	0.229	0.598
civilians	raia	0.490	0.448	0.525
civility	uraia	0.760	0.306	0.679
civilization	ustaarabu	0.823	0.452	0.839
civilized	ustaarabu	0.792	0.231	0.796
clad	wamepigwa	0.583	0.373	0.481
claim	kudai	0.255	0.760	0.473
claimant	mdai	0.271	0.690	0.779
clairvoyant	clairvoyant	0.765	0.531	0.897
clam	clam	0.442	0.302	0.272
clambake	clambake	0.542	0.540	0.429
clammy	clammy	0.354	0.440	0.236
clamor	kupiga kelele	0.438	0.643	0.360
clamp	clamp	0.541	0.388	0.454
clan	ukoo	0.562	0.491	0.686
clandestine	kinyume cha siri	0.425	0.677	0.469
clang	clang	0.459	0.520	0.510
clap	piga	0.779	0.731	0.529
clapper	clapper	0.500	0.229	0.420
clapping	kupiga makofi	0.823	0.894	0.686
clarification	ufafanuzi	0.802	0.461	0.613
clarify	kufafanua	0.652	0.535	0.625
clarinet	clarinet	0.592	0.453	0.411
clarion	ufafanuzi	0.500	0.443	0.422
clarity	uwazi	0.796	0.310	0.631
clash	mgongano	0.293	0.918	0.453
clashing	kupiga	0.177	0.764	0.575
clasp	clasp	0.448	0.375	0.241
class	darasa	0.656	0.314	0.522
classic	classic	0.690	0.260	0.611
classic rock	mwamba wa kawaida	0.729	0.571	0.588
classical	classical	0.643	0.198	0.536
classics	classic	0.750	0.333	0.510
classification	uainishaji	0.583	0.423	0.613
classified	imewekwa	0.571	0.460	0.663
classify	taa	0.646	0.411	0.720
classmate	mwanafunzi wa darasa	0.781	0.400	0.593
classroom	darasa	0.539	0.292	0.363
classy	classy	0.917	0.410	0.649
clatter	clatter	0.418	0.820	0.387
clause	kifungu	0.480	0.409	0.528
clauses	kifungu	0.449	0.429	0.545
claustrophobia	claustrophobia	0.125	0.840	0.333
claustrophobic	claustrophobic	0.092	0.755	0.400
clavicle	clavicle	0.398	0.400	0.452
claw	claw	0.260	0.600	0.598
claws	makucha	0.281	0.698	0.562
clay	udongo	0.542	0.250	0.267
clean	safi	0.827	0.170	0.500
cleaner	safi	0.604	0.556	0.375
cleaning	kusafisha	0.595	0.396	0.427
cleanliness	usafi	0.816	0.363	0.609
cleanly	safi	0.823	0.352	0.583
cleanse	safisha	0.625	0.310	0.660
cleanser	mtakaso	0.604	0.353	0.433
cleansing	kutakasa	0.729	0.298	0.472
cleanup	Safisha	0.729	0.314	0.451
clear	wazi	0.857	0.327	0.573
clearance	kibali	0.542	0.459	0.473
clearing	kusafisha	0.680	0.333	0.509
clearness	uwazi	0.875	0.316	0.689
cleat	cleat	0.486	0.260	0.361
cleavage	cleavage	0.542	0.602	0.454
cleave	funga	0.296	0.545	0.389
cleaver	NO TRANSLATION	0.240	0.627	0.434
clef	clef	0.615	0.360	0.595
cleft	cleft	0.306	0.442	0.360
clemency	upole	0.594	0.417	0.397
clench	clench	0.438	0.618	0.580
clergy	wachungaji	0.531	0.312	0.575
clergyman	mchungaji	0.594	0.330	0.556
cleric	mwalimu	0.521	0.324	0.589
clerical	makanisa	0.520	0.396	0.491
clerk	karani	0.500	0.579	0.509
clerkship	kanisa	0.582	0.380	0.596
clever	wajanja	0.896	0.353	0.729
cleverness	ujanja	0.878	0.509	0.921
click	bonyeza	0.536	0.365	0.268
clicker	clicker	0.418	0.490	0.463
client	mteja	0.583	0.450	0.618
clientele	wateja	0.625	0.577	0.508
cliff	cliff	0.361	0.620	0.509
climate	hali ya hewa	0.635	0.240	0.483
climatology	hali ya hewa	0.531	0.367	0.541
climax	kilele	0.735	0.853	0.667
climb	kupanda	0.615	0.660	0.604
climber	mchezaji	0.573	0.716	0.735
clinch	kliniki	0.469	0.538	0.430
cling	kushikamana	0.417	0.620	0.588
clingy	clingy	0.224	0.460	0.370
clinic	kliniki	0.469	0.439	0.600
clinical	kliniki	0.337	0.412	0.640
clink	clink	0.458	0.462	0.319
clip	kipande cha picha	0.438	0.310	0.381
clipboard	clipboard	0.594	0.255	0.423
clipper	Mchezaji	0.293	0.422	0.383
clipping	kupiga	0.460	0.500	0.405
clique	NO TRANSLATION	0.427	0.430	0.391
clitoris	clitoris	0.625	0.844	0.464
cloak	nguo	0.469	0.188	0.333
cloaking	kuvaa	0.521	0.595	0.389
cloakroom	cloakroom	0.690	0.254	0.397
clobber	kitambaa	0.396	0.578	0.464
clock	saa	0.677	0.173	0.407
clockwork	saa ya saa	0.490	0.373	0.528
clod	kanda	0.375	0.404	0.365
clog	kamba	0.104	0.618	0.454
cloister	cloister	0.438	0.413	0.475
clone	fanya	0.406	0.471	0.524
cloning	cloning	0.216	0.696	0.679
close	karibu	0.292	0.260	0.263
closed	imefungwa	0.240	0.164	0.318
closeness	ukaribu	0.796	0.237	0.450
closet	chumbani	0.531	0.204	0.330
closure	kufungwa	0.229	0.220	0.412
clot	kamba	0.150	0.558	0.275
cloth	nguo	0.510	0.190	0.287
clothe	vaa	0.797	0.330	0.481
clothes	nguo	0.833	0.270	0.414
clothesline	nguo ya nguo	0.582	0.324	0.366
clothing	nguo	0.750	0.343	0.407
cloud	wingu	0.740	0.133	0.342
clouded	imefungwa	0.240	0.213	0.302
cloudiness	ukiwa	0.469	0.250	0.343
clouds	mawingu	0.735	0.195	0.324
cloudy	mawingu	0.281	0.280	0.202
clout	funga	0.584	0.636	0.704
clove	kamba	0.439	0.296	0.315
clover	clover	0.605	0.340	0.364
cloves	karafuu	0.427	0.218	0.396
clown	clown	0.650	0.598	0.300
clowns	clowns	0.600	0.673	0.391
club	klabu	0.646	0.618	0.393
clubhouse	clubhouse	0.694	0.571	0.493
clubs	vilabu	0.723	0.530	0.591
cluck	cluck	0.390	0.490	0.353
clue	kidokezo	0.653	0.380	0.412
clueless	clueless	0.350	0.333	0.161
clump	clump	0.551	0.480	0.582
clumsy	cumsy	0.125	0.420	0.144
clunk	piga	0.448	0.472	0.407
cluster	kikundi	0.490	0.458	0.446
clutch	clutch	0.383	0.500	0.491
clutches	vifungo	0.542	0.373	0.528
clutter	clutter	0.135	0.598	0.400
coach	kocha	0.633	0.823	0.735
coachman	kocha	0.479	0.394	0.509
coagulation	kuchanganya	0.381	0.558	0.436
coal	makaa ya mawe	0.360	0.241	0.340
coalesce	coalesce	0.479	0.434	0.529
coalition	muungano	0.490	0.730	0.673
coarse	coarse	0.333	0.481	0.481
coast	pwani	0.719	0.396	0.458
coastal	pwani	0.604	0.370	0.510
coaster	coaster	0.612	0.788	0.627
coastline	pwani	0.745	0.282	0.441
coat	kanzu	0.677	0.256	0.464
coating	mipako	0.620	0.440	0.596
coax	coax	0.367	0.400	0.447
cobalt	cobalt	0.408	0.325	0.441
cobble	cobble	0.448	0.385	0.368
cobbler	cobbler	0.510	0.415	0.318
cobra	cobra	0.312	0.712	0.600
cocaine	cocaine	0.156	0.840	0.373
cock	jogoo	0.418	0.562	0.392
cockamamie	cockamamie	0.450	0.500	0.382
cockeyed	cockeyed	0.459	0.460	0.423
cockpit	cockpit	0.520	0.424	0.343
cockroach	cockroach	0.188	0.667	0.196
cocksucker	cocksucker	0.083	0.764	0.339
cocktail	cocktail	0.740	0.480	0.381
cocky	cocky	0.260	0.784	0.519
cocoa	kakao	0.776	0.255	0.322
coconut	nazi	0.622	0.265	0.227
cocoon	kaka	0.470	0.280	0.290
cod	cod	0.510	0.321	0.304
code	msimbo	0.583	0.308	0.491
codeine	codeine	0.375	0.582	0.436
codex	codex	0.531	0.488	0.524
codfish	codfish	0.490	0.245	0.300
codification	kuimarisha	0.448	0.400	0.698
codify	codify	0.448	0.410	0.679
coding	coding	0.442	0.344	0.667
coed	coed	0.469	0.531	0.481
coefficient	mgawo	0.677	0.415	0.702
coerce	kulazimisha	0.260	0.741	0.517
coercion	kulazimishwa	0.330	0.708	0.577
coercive	kulazimishwa	0.479	0.670	0.506
coexist	coexist	0.708	0.460	0.536
coexistence	ushirikiano	0.588	0.472	0.638
coexisting	kushirikiana	0.551	0.349	0.648
coffee	kahawa	0.823	0.418	0.309
coffee table	meza ya kahawa	0.720	0.339	0.295
coffeehouse	Mkahawa	0.694	0.357	0.307
coffeepot	kahawa	0.760	0.333	0.312
coffin	jeneza	0.073	0.432	0.343
cog	cog	0.427	0.343	0.363
cogent	wenye ujuzi	0.765	0.479	0.836
cognac	cognac	0.615	0.510	0.430
cognate	tambua	0.615	0.350	0.398
cognition	utambuzi	0.635	0.344	0.706
cognitive	utambuzi	0.513	0.401	0.634
cohabitation	cohabitation	0.646	0.526	0.598
coherence	ushirikiano	0.720	0.406	0.788
coherent	sambamba	0.698	0.281	0.500
cohesion	mshikamano	0.604	0.536	0.555
cohesive	ushirikiano	0.531	0.470	0.603
cohort	kikundi	0.459	0.551	0.566
coil	coil	0.448	0.343	0.298
coiled	coiled	0.378	0.518	0.389
coin	sarafu	0.677	0.574	0.445
coinage	sarafu	0.500	0.400	0.545
coincide	sanjari	0.635	0.490	0.593
coincidence	bahati mbaya	0.612	0.450	0.518
coincident	sarafu	0.562	0.385	0.602
coincidental	sanjari	0.646	0.481	0.337
coinciding	kuzingatia	0.673	0.373	0.623
coke	coke	0.404	0.461	0.397
cola	cola	0.469	0.325	0.240
cold	baridi	0.398	0.538	0.348
coldly	baridi	0.365	0.358	0.407
coldness	baridi	0.093	0.470	0.427
coldsweat	NO TRANSLATION	0.427	0.491	0.327
coleslaw	coleslaw	0.707	0.312	0.336
colic	colic	0.135	0.736	0.361
coliseum	coliseum	0.612	0.663	0.704
collaborate	ushirikiana	0.816	0.449	0.559
collaboration	ushirikiano	0.885	0.628	0.741
collaborator	mshirika	0.729	0.320	0.769
collage	collage	0.680	0.321	0.375
collagen	collagen	0.541	0.245	0.450
collapse	kuanguka	0.208	0.689	0.342
collar	kola	0.656	0.442	0.446
collarbone	collarbone	0.420	0.427	0.306
collate	kusanya	0.438	0.448	0.580
collateral	dhamana	0.531	0.422	0.717
collation	kuchanganya	0.520	0.333	0.508
colleague	mwenzake	0.740	0.413	0.600
collect	kukusanya	0.635	0.481	0.491
collected	zilizokusanywa	0.570	0.402	0.588
collection	ukusanyaji	0.725	0.311	0.588
collective	pamoja	0.583	0.458	0.698
collectively	kwa pamoja	0.817	0.573	0.533
collector	mtoza	0.552	0.481	0.648
college	chuo	0.700	0.467	0.746
collegiate	wenzake	0.592	0.461	0.678
collide	piga	0.271	0.892	0.557
collie	collie	0.562	0.308	0.328
collision	mgongano	0.245	0.848	0.585
collocation	ushirikiano	0.637	0.360	0.594
colloquial	colloquial	0.604	0.363	0.368
collusion	ushirikiano	0.365	0.510	0.400
cologne	cologne	0.677	0.413	0.552
colon	koloni	0.449	0.394	0.384
colonel	Kanali	0.459	0.592	0.890
colonial	kikoloni	0.553	0.327	0.613
colonic	koloniki	0.333	0.420	0.430
colonoscopy	colonoscopy	0.208	0.524	0.466
colony	koloni	0.716	0.353	0.593
colophon	rangi	0.500	0.408	0.385
color	rangi	0.786	0.280	0.402
coloration	rangi	0.541	0.520	0.443
colored	rangi	0.806	0.317	0.275
colorful	rangi	0.850	0.520	0.519
coloring	kuchorea	0.781	0.469	0.353
colorless	bila rangi	0.354	0.340	0.250
colors	rangi	0.875	0.349	0.340
colossal	rangi	0.698	0.692	0.900
colt	punda	0.561	0.587	0.543
columbine	columbine	0.520	0.521	0.407
column	safu	0.480	0.250	0.670
columnar	columnar	0.448	0.340	0.491
columnist	mwandishi wa habari	0.646	0.365	0.648
com	NO TRANSLATION	0.396	0.382	0.382
coma	coma	0.219	0.255	0.302
comatose	kinyume	0.143	0.438	0.433
comb	sura	0.490	0.123	0.268
combat	kupambana	0.302	0.846	0.833
combatant	mpiganaji	0.531	0.853	0.780
combative	kupigana	0.381	0.690	0.816
combination	mchanganyiko	0.708	0.480	0.726
combinatorial	ushirikiano	0.561	0.436	0.428
combine	kuchanganya	0.663	0.442	0.533
combined	pamoja	0.622	0.370	0.500
combo	combo	0.698	0.439	0.453
combustible	inayowaka	0.386	0.650	0.750
combustion	mwako	0.457	0.807	0.591
come	kuja	0.529	0.269	0.558
comeback	kurudi	0.580	0.409	0.555
comedian	mchezaji	0.812	0.735	0.598
comedy	comedy	0.918	0.555	0.490
comet	comet	0.704	0.679	0.471
comfort	faraja	0.863	0.231	0.670
comfortable	vizuri	0.927	0.163	0.473
comforter	mfariji	0.618	0.275	0.302
comforting	faraja	0.906	0.337	0.620
comfy	fanya	0.930	0.241	0.625
comic	comic	0.917	0.459	0.387
comical	unapenda	0.844	0.737	0.327
comics	Jumuia	0.690	0.556	0.384
coming	kuja	0.653	0.417	0.500
comma	soma	0.344	0.269	0.242
command	amri	0.427	0.790	0.849
commandant	amri	0.622	0.700	0.943
commandeer	amri	0.552	0.639	0.931
commander	kamanda	0.531	0.615	0.906
commanding	amri	0.562	0.664	0.925
commandment	amri	0.656	0.490	0.876
commando	commando	0.323	0.710	0.817
commemorate	kukumbuka	0.812	0.602	0.636
commemoration	maadhimisho	0.719	0.615	0.754
commemorative	kikumbusho	0.750	0.438	0.754
commence	kuanza	0.760	0.585	0.741
commend	toa	0.906	0.694	0.711
commendable	kupendekezwa	0.786	0.570	0.555
commendation	sifa	0.911	0.500	0.639
commensurate	inasababisha	0.610	0.304	0.550
comment	maoni	0.667	0.417	0.379
commentary	ufafanuzi	0.602	0.402	0.446
commentator	mtangazaji	0.492	0.510	0.607
commerce	biashara	0.646	0.500	0.788
commercial	biashara	0.806	0.490	0.528
commie	commie	0.385	0.519	0.454
commissary	commissary	0.385	0.500	0.788
commission	tume	0.677	0.480	0.571
commissioner	kamishna	0.602	0.449	0.949
commit	fanya	0.365	0.529	0.491
commitment	kujitolea	0.714	0.710	0.843
committal	kufanya kazi	0.472	0.519	0.582
committed	nia	0.710	0.542	0.712
committee	kamati	0.592	0.392	0.721
commodity	bidhaa	0.615	0.394	0.537
commodore	commodore	0.427	0.530	0.636
common	kawaida	0.600	0.127	0.318
commoner	commoner	0.448	0.365	0.327
commonly	kawaida	0.604	0.170	0.574
commonplace	kawaida	0.520	0.337	0.442
commons	commons	0.633	0.396	0.623
commonwealth	jumuiya ya kawaida	0.630	0.406	0.702
commotion	mshtuko	0.490	0.700	0.646
communal	jumuiya	0.592	0.321	0.556
commune	mjini	0.500	0.488	0.655
communicable	inayoweza kuambukizwa	0.796	0.491	0.623
communicate	kuwasiliana	0.823	0.410	0.696
communication	mawasiliano	0.837	0.400	0.649
communicative	mawasiliano	0.847	0.560	0.637
communicator	mawasiliano	0.573	0.509	0.796
communion	ushirika	0.765	0.357	0.607
communism	Kikomunisti	0.264	0.570	0.623
communist	kikomunisti	0.265	0.702	0.632
community	jumuiya	0.750	0.350	0.659
commutation	kubadilisha	0.469	0.431	0.652
commutative	uamuzi	0.667	0.442	0.569
commute	safari	0.622	0.582	0.565
commuter	mkimbiaji	0.646	0.520	0.512
comp	comp	0.573	0.450	0.371
compact	compact	0.458	0.417	0.673
compaction	compaction	0.531	0.471	0.582
compactness	ushirikiano	0.582	0.352	0.454
companion	rafiki	0.770	0.377	0.618
companionless	rafiki	0.271	0.259	0.200
companionship	ushirika	0.833	0.438	0.792
company	kampuni	0.906	0.425	0.798
comparable	kulinganishwa	0.562	0.443	0.458
comparative	kulinganisha	0.470	0.273	0.562
comparatively	kulinganisha	0.604	0.391	0.538
compare	kulinganisha	0.552	0.408	0.524
comparison	kulinganisha	0.583	0.456	0.492
compartment	compartment	0.500	0.389	0.607
compass	dira	0.541	0.307	0.529
compassion	huruma	0.735	0.258	0.509
compassionate	huruma	0.857	0.404	0.411
compatibility	utangamano	0.816	0.450	0.673
compatible	sambamba	0.892	0.387	0.638
compel	kulazimisha	0.200	0.847	0.625
compelled	kulazimika	0.333	0.654	0.347
compelling	kulazimisha	0.698	0.570	0.870
compendium	kiambatanisho	0.610	0.461	0.537
compensate	fidia	0.612	0.429	0.762
compensation	fidia	0.775	0.469	0.598
compensatory	fidia	0.589	0.490	0.700
compete	kushindana	0.573	0.745	0.786
competence	uwezo	0.615	0.802	0.823
competency	ustadi	0.768	0.775	0.764
competent	wenye uwezo	0.865	0.560	0.904
competition	ushindani	0.580	0.790	0.798
competitive	ushindani	0.447	0.718	0.908
competitor	mshindani	0.612	0.959	0.861
compilation	ushirikiano	0.530	0.512	0.606
compile	kukusanya	0.600	0.413	0.519
complacency	kukata tamaa	0.604	0.503	0.519
complacent	wasiwasi	0.625	0.452	0.518
complain	kulalamika	0.143	0.682	0.360
complaint	malalamiko	0.143	0.606	0.281
complement	kuongezea	0.760	0.277	0.600
complementary	complementary	0.714	0.320	0.586
complete	kamili	0.750	0.414	0.809
completed	kukamilika	0.823	0.357	0.777
completely	kabisa	0.730	0.370	0.690
completeness	ukamilifu	0.823	0.433	0.769
completing	kukamilisha	0.614	0.500	0.769
completion	kukamilika	0.656	0.470	0.525
complex	tata	0.388	0.608	0.550
complexed	zimefungwa	0.312	0.577	0.612
complexion	rangi	0.521	0.520	0.380
complexity	utata	0.479	0.620	0.595
compliance	kufuata	0.750	0.462	0.750
compliant	inavyotakiwa	0.677	0.310	0.519
complicate	magumu	0.210	0.657	0.404
complicated	ngumu	0.211	0.660	0.455
complication	matatizo	0.365	0.726	0.330
complicity	ngumu	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	complimentary	0.823	0.413	0.435
comply	kuzingatia	0.806	0.370	0.638
complying	kuzingatia	0.729	0.423	0.590
compo	compo	0.500	0.346	0.390
component	sehemu	0.531	0.382	0.525
compose	tunga	0.639	0.432	0.694
composed	linajumuisha	0.684	0.385	0.682
composer	mtunzi	0.822	0.588	0.691
composite	Composite	0.591	0.459	0.620
composition	utungaji	0.765	0.408	0.652
compost	mbolea	0.480	0.404	0.441
composure	usumbufu	0.802	0.354	0.717
compound	kiwanja	0.635	0.385	0.735
comprehend	kuelewa	0.875	0.365	0.689
comprehension	ufahamu	0.908	0.387	0.688
comprehensive	kina	0.796	0.385	0.644
compress	compress	0.406	0.412	0.460
compressed	alisisitiza	0.323	0.396	0.388
compressible	compressible	0.622	0.392	0.585
compression	compression	0.646	0.521	0.579
compressor	compressor	0.418	0.481	0.630
comprise	jumuisha	0.839	0.373	0.669
compromise	maelewano	0.677	0.520	0.805
comptroller	mtawala	0.402	0.481	0.866
compulsion	kulazimishwa	0.118	0.760	0.604
compulsive	kulazimishwa	0.347	0.871	0.573
compulsory	lazima	0.343	0.541	0.791
computable	inachukuliwa	0.570	0.402	0.545
computation	hesabu	0.583	0.429	0.697
compute	fanya	0.531	0.408	0.564
computer	kompyuta	0.802	0.356	0.639
computerized	kompyuta	0.677	0.450	0.657
computing	kompyuta	0.745	0.398	0.695
comrade	rafiki	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	concatenation	0.480	0.593	0.539
concave	concave	0.441	0.349	0.349
conceal	kujificha	0.312	0.436	0.306
concealed	siri	0.344	0.363	0.352
concealment	siri	0.302	0.570	0.390
concede	tuma	0.670	0.324	0.473
conceit	kujifanya	0.354	0.625	0.309
conceited	kiburi	0.194	0.667	0.473
conceivable	kufikiriwa	0.730	0.350	0.613
conceive	mimba	0.708	0.538	0.700
concentrate	makini	0.750	0.439	0.743
concentration	mkusanyiko	0.735	0.500	0.722
concentric	makini	0.730	0.479	0.635
concept	dhana	0.573	0.265	0.632
conception	mimba	0.694	0.490	0.614
concern	wasiwasi	0.250	0.734	0.463
concerned	wasiwasi	0.292	0.698	0.350
concert	tamasha	0.938	0.867	0.718
concerto	tamasha	0.613	0.759	0.679
concession	makubaliano	0.588	0.423	0.615
concessional	concessional	0.770	0.493	0.657
conch	kondomu	0.583	0.306	0.339
concierge	concierge	0.480	0.343	0.343
conciliation	upatanisho	0.792	0.475	0.726
concise	kifupi	0.583	0.298	0.620
conclave	conclave	0.573	0.440	0.611
conclude	kuhitimisha	0.530	0.267	0.679
concluding	kumalizia	0.531	0.382	0.603
conclusion	hitimisho	0.615	0.377	0.659
conclusive	mkamilifu	0.500	0.427	0.745
concoction	concoction	0.448	0.459	0.417
concomitant	concomitant	0.427	0.482	0.727
concord	mkataba	0.677	0.320	0.586
concordance	concordance	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	mashindano	0.740	0.657	0.528
concrete	saruji	0.633	0.420	0.547
concubine	masuria	0.388	0.594	0.476
concur	kukubaliana	0.459	0.394	0.429
concurrence	kukubaliana	0.764	0.627	0.613
concurrent	mkondoni	0.573	0.547	0.741
concurring	inakabiliana	0.573	0.600	0.681
concussion	mazungumzo	0.072	0.708	0.482
condemn	kulaani	0.102	0.793	0.625
condemnation	hukumu	0.133	0.725	0.449
condensation	condensation	0.510	0.316	0.538
condensed	kufutwa	0.598	0.415	0.623
condescending	kujishusha	0.583	0.363	0.593
condescension	kujishughulisha	0.521	0.377	0.565
condiment	kondomu	0.520	0.333	0.433
condition	hali	0.500	0.469	0.519
conditional	masharti	0.521	0.343	0.556
conditionally	kimwili	0.396	0.419	0.617
conditioned	imefungwa	0.490	0.417	0.616
conditioner	kiyoyozi	0.781	0.360	0.538
conditioning	hali	0.440	0.468	0.617
conditions	hali	0.551	0.441	0.593
condo	kondomu	0.439	0.288	0.607
condolence	condolence	0.260	0.443	0.404
condolences	matumaini	0.198	0.480	0.288
condom	kondomu	0.406	0.637	0.500
condone	tamaa	0.571	0.441	0.619
condor	condor	0.573	0.388	0.519
conducive	mazuri	0.775	0.479	0.679
conduct	kufanya	0.453	0.510	0.750
conduction	conduction	0.530	0.557	0.717
conductivity	conductivity	0.583	0.575	0.642
conductor	kondakta	0.677	0.663	0.621
conduit	daraja	0.470	0.302	0.413
cone	koni	0.417	0.208	0.343
confederacy	ushirika	0.590	0.541	0.736
confederate	wameungana	0.551	0.546	0.792
confederation	ushirika	0.663	0.404	0.830
confer	kutoa	0.573	0.482	0.583
conference	mkutano	0.688	0.615	0.606
confess	kukiri	0.360	0.712	0.431
confession	kuungama	0.469	0.642	0.460
confessional	kukiri	0.458	0.392	0.629
confessions	kibali	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	siri	0.837	0.633	0.631
confide	furu	0.669	0.472	0.595
confidence	kujiamini	0.959	0.276	0.943
confident	ujasiri	0.765	0.324	0.723
confidential	siri	0.643	0.471	0.761
confidentiality	siri	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	Configuration	0.540	0.443	0.591
confine	funga	0.327	0.551	0.538
confined	imefungwa	0.286	0.472	0.444
confinement	kifungo	0.333	0.656	0.520
confines	huzuia	0.396	0.386	0.542
confirm	kuthibitisha	0.802	0.439	0.806
confirmation	uthibitisho	0.812	0.480	0.692
confirmatory	kuthibitisha	0.656	0.500	0.683
confirmed	imethibitishwa	0.760	0.490	0.764
confiscate	kuchukua	0.250	0.625	0.482
confiscation	kufungwa	0.208	0.706	0.586
conflagration	kupigwa	0.344	0.721	0.594
conflict	migogoro	0.335	0.906	0.471
conflicting	inakabiliana	0.173	0.738	0.553
confluence	confluence	0.677	0.598	0.565
conform	kuzingatia	0.479	0.380	0.375
conformance	conformance	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	kufanana	0.645	0.363	0.579
confound	tamaa	0.347	0.529	0.333
confounded	aibu	0.333	0.528	0.264
confront	kukabiliana	0.281	0.760	0.746
confrontation	mapambano	0.177	0.870	0.658
confuse	kuchanganya	0.100	0.580	0.270
confused	changanyikiwa	0.220	0.650	0.179
confusing	kuchanganya	0.229	0.690	0.222
confusion	mkanganyiko	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	congenial	0.820	0.412	0.620
