Word	Finnish-fi	Valence	Arousal	Dominance
coward	pelkuri	0.102	0.490	0.149
cowardice	pelkuruus	0.133	0.621	0.167
cowardly	raukkamainen	0.102	0.385	0.127
cowboy	cowboy	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	Aloittelija	0.438	0.480	0.596
cowhide	lehmänvuota	0.458	0.324	0.333
cowl	huppu	0.427	0.450	0.232
coworker	työtoveri	0.667	0.490	0.625
coy	kaino	0.347	0.330	0.213
coyote	kojootti	0.459	0.471	0.387
cozy	kodikas	0.910	0.356	0.545
crab	rapu	0.421	0.396	0.330
crabby	äkäinen	0.198	0.812	0.370
crack	crack	0.302	0.625	0.400
cracked	säröillä	0.224	0.520	0.228
cracker	voileipäkeksi	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	halkeilua	0.327	0.557	0.286
crackle	ratista	0.327	0.643	0.481
crackpot	hullu	0.260	0.602	0.245
cradle	kehto	0.776	0.194	0.333
craft	alus	0.760	0.321	0.539
crafts	käsityöt	0.667	0.380	0.391
craftsman	käsityöläinen	0.719	0.310	0.583
craftsmanship	ammattitaito	0.823	0.373	0.571
crafty	ovela	0.589	0.679	0.783
craig	Craig	0.448	0.449	0.490
cram	ahtaa	0.354	0.730	0.598
crammed	täyteen ahdettu	0.406	0.740	0.466
cramp	kramppi	0.194	0.796	0.340
cramped	ahdas	0.240	0.567	0.360
cranberry	karpalo	0.793	0.330	0.363
cranberry juice	Karpalomehu	0.622	0.321	0.281
crane	nosturi	0.396	0.417	0.589
cranial	kallon-	0.354	0.510	0.583
cranium	kallo	0.439	0.491	0.725
crank	kampi	0.448	0.275	0.417
cranky	äkäinen	0.194	0.776	0.396
cranny	kolo	0.194	0.471	0.250
crap	paska	0.083	0.644	0.167
crappy	kehno	0.039	0.582	0.208
craps	noppapeli	0.375	0.420	0.273
crash	romahdus	0.194	0.906	0.355
crass	törkeä	0.223	0.490	0.466
crate	kori	0.427	0.173	0.274
crater	kraatteri	0.450	0.647	0.529
crave	haluta kovasti	0.625	0.510	0.731
craving	himo	0.510	0.755	0.636
crawfish	rapu	0.510	0.427	0.342
crawl	ryömiä	0.479	0.519	0.467
crayon	värikynä	0.604	0.260	0.185
crayons	väriliidut	0.684	0.366	0.405
craze	villitys	0.255	0.657	0.435
crazed	hullu	0.153	0.877	0.417
craziness	hulluutta	0.238	0.908	0.255
crazy	hullu	0.156	0.843	0.321
creak	narina	0.344	0.670	0.411
creaking	narisevien	0.302	0.743	0.415
cream	kerma	0.688	0.259	0.220
creamed	kermamuhennettua	0.723	0.273	0.288
creamer	kermakannu	0.594	0.192	0.269
creamy	kermainen	0.823	0.337	0.345
crease	prässi	0.440	0.286	0.300
create	luoda	0.786	0.588	0.789
creation	luominen	0.927	0.575	0.868
creative	luova	0.917	0.518	0.788
creativity	luovuus	0.938	0.684	0.815
creator	luoja	0.865	0.592	0.856
creature	olento	0.669	0.625	0.620
credence	usko	0.760	0.460	0.737
credential	tilitietojen	0.735	0.337	0.597
credentials	valtakirjojen	0.708	0.373	0.675
credibility	uskottavuus	0.875	0.427	0.809
credible	uskottava	0.917	0.441	0.750
credit	luotto	0.673	0.549	0.648
credit card	luottokortti	0.670	0.550	0.640
creditable	kiitettävä	0.802	0.510	0.742
credited	hyvitetään	0.781	0.390	0.691
crediting	hyvittämiseen	0.673	0.550	0.741
creditor	velkoja	0.479	0.594	0.689
creed	uskontunnustus	0.573	0.245	0.544
creek	puro	0.552	0.392	0.330
creep	hiipiä	0.354	0.647	0.361
creeper	köynnös	0.429	0.558	0.366
creeping	hiipivä	0.292	0.613	0.282
creepy	kammottava	0.125	0.861	0.373
cremation	tuhkaus	0.084	0.620	0.420
creole	kreoli	0.667	0.357	0.523
crepe	ohukainen	0.562	0.224	0.349
crescendo	crescendo	0.760	0.575	0.594
crescent	puolikuu	0.698	0.382	0.407
crest	harja	0.458	0.333	0.333
crestfallen	masentunut	0.235	0.346	0.175
cretin	ääliö	0.265	0.583	0.312
cretins	cretins	0.094	0.741	0.328
crevice	rako	0.361	0.471	0.275
crew	miehistö	0.604	0.598	0.735
crewman	miehistön jäsen	0.602	0.580	0.548
crib	seimi	0.653	0.240	0.407
cricket	kriketti	0.423	0.539	0.370
cried	itkenyt	0.167	0.612	0.254
crime	rikollisuus	0.071	0.943	0.630
criminal	rikollinen	0.021	0.830	0.529
criminality	rikollisuus	0.122	0.863	0.580
crimp	röyheltää	0.260	0.557	0.396
crimson	karmiininpunainen	0.667	0.385	0.370
cringe	kyyristyä	0.245	0.840	0.377
cripple	rampa	0.094	0.392	0.161
crippled	rujo	0.035	0.358	0.236
crippling	lamaannuttavan	0.156	0.598	0.391
crisis	kriisi	0.208	0.811	0.431
crisp	terävä	0.776	0.692	0.508
crispy	rapea	0.656	0.550	0.509
criterion	kriteeri	0.396	0.410	0.736
critic	kriitikko	0.264	0.604	0.686
critical	kriittinen	0.312	0.802	0.545
criticise	arvostella	0.073	0.700	0.452
criticism	kritiikki	0.115	0.563	0.505
criticize	arvostella	0.143	0.708	0.473
criticized	arvosteltu	0.240	0.600	0.311
critique	kritiikki	0.302	0.760	0.537
critter	veijari	0.542	0.539	0.482
croak	kurnuttaa	0.337	0.346	0.298
croc	croc	0.327	0.452	0.451
crock	autonromu	0.385	0.412	0.421
crockery	saviastiat	0.552	0.216	0.327
crocodile	krokotiili	0.344	0.708	0.610
croft	torppa	0.531	0.429	0.421
croissant	croissant	0.745	0.330	0.430
crook	roisto	0.171	0.765	0.550
crooked	kiero	0.146	0.594	0.305
crop	sato	0.615	0.260	0.500
croquet	kroketti	0.551	0.519	0.407
cross	ylittää	0.448	0.321	0.569
cross country	hiihtoalue	0.531	0.441	0.529
crossbow	varsijousi	0.344	0.598	0.560
crossed	ristissä	0.431	0.490	0.508
crossfire	ristituli	0.316	0.896	0.722
crossing	ylitys	0.549	0.349	0.451
crossover	crossover	0.559	0.550	0.500
crosswalk	suojatie	0.557	0.441	0.380
crossword	ristisanatehtävä	0.611	0.423	0.455
crotch	haara	0.521	0.637	0.447
crouch	kyhjöttää	0.281	0.606	0.312
crouched	kyyristyi	0.333	0.363	0.279
crouching	Hiipivä	0.261	0.429	0.345
croupier	krupieeri	0.531	0.519	0.404
crow	varis	0.224	0.439	0.363
crowbar	sorkkarauta	0.406	0.531	0.386
crowd	väkijoukko	0.350	0.827	0.731
crowded	tungosta	0.694	0.286	0.585
crowds	väkijoukkoja	0.469	0.723	0.806
crown	kruunu	0.708	0.572	0.737
crowning	kruunaus	0.773	0.594	0.831
crucial	ratkaiseva	0.541	0.657	0.777
cruciate	cruciate	0.429	0.435	0.585
crucifix	krusifiksi	0.469	0.480	0.510
crucifixion	ristiinnaulitseminen	0.135	0.857	0.541
crucify	ristiinnaulita	0.146	0.878	0.573
crud	lika	0.312	0.330	0.444
crude	raaka	0.198	0.402	0.357
cruel	julma	0.122	0.866	0.391
cruelly	julmasti	0.146	0.790	0.471
cruelty	julmuus	0.092	0.836	0.536
cruise	risteily	0.740	0.442	0.683
cruise ship	risteilijä	0.878	0.650	0.500
cruiser	risteilijä	0.737	0.490	0.608
cruising	cruising	0.886	0.580	0.560
crumb	murunen	0.417	0.255	0.216
crumble	muru	0.333	0.480	0.423
crumbling	murenemassa	0.167	0.696	0.308
crummy	kurja	0.125	0.531	0.224
crunch	räsähdys	0.292	0.630	0.406
crunchy	rapeita	0.625	0.560	0.539
crusade	ristiretki	0.592	0.720	0.709
crusader	crusader	0.439	0.588	0.548
crush	murskata	0.271	0.676	0.582
crushed	murskattu	0.167	0.647	0.300
crusher	murskain	0.271	0.709	0.598
crushing	murskaava	0.219	0.755	0.411
crust	kuori	0.542	0.337	0.456
crusty	kärttyisä	0.625	0.531	0.473
crutch	kainalosauva	0.302	0.294	0.302
crux	ydin	0.469	0.558	0.519
cry	itkeä	0.133	0.627	0.255
crybaby	itkupilli	0.375	0.702	0.311
crying	huutava	0.153	0.704	0.208
crypt	krypta	0.156	0.431	0.386
cryptic	arvoituksellinen	0.296	0.516	0.474
cryptography	kryptografia	0.490	0.415	0.650
crystal	kristalli	0.618	0.270	0.508
crystalline	kiteinen	0.765	0.235	0.534
crystallization	kiteytys	0.600	0.449	0.565
cub	poikanen	0.646	0.382	0.284
cubby	cubby	0.354	0.385	0.360
cube	kuutio	0.469	0.226	0.274
cubic	kuutio-	0.458	0.306	0.407
cubicle	koppi	0.479	0.343	0.417
cuckold	aisankannattaja	0.210	0.573	0.230
cuckoo	käki	0.420	0.459	0.284
cucumber	kurkku	0.490	0.235	0.237
cuddle	halaus	0.885	0.559	0.475
cuddled	cuddled	0.906	0.547	0.567
cuddles	halauksia	0.847	0.382	0.500
cuddling	halailemaan	0.917	0.562	0.433
cue	vihje	0.521	0.433	0.484
cuff	mansetti	0.469	0.453	0.387
cuisine	keittiö	0.714	0.365	0.390
culinary	kulinaarinen	0.654	0.443	0.519
cull	teurastaa	0.365	0.702	0.464
culminate	huipentua	0.667	0.550	0.602
culmination	huippukohta	0.656	0.586	0.695
culpability	syyllisyydestä	0.112	0.745	0.368
culpable	moitittava	0.140	0.700	0.319
culprit	syyllinen	0.062	0.676	0.333
cult	kultti	0.448	0.535	0.648
cultivate	viljellä	0.708	0.410	0.598
cultivated	viljellyt	0.837	0.343	0.564
cultivation	viljely	0.625	0.324	0.462
cultural	kulttuurinen	0.802	0.390	0.623
culture	kulttuuri	0.753	0.304	0.675
cultured	viljelty	0.635	0.429	0.625
culvert	holvirumpu	0.337	0.324	0.343
cumbersome	hankala	0.259	0.623	0.292
cumulus	kumpupilvi	0.570	0.433	0.432
cunning	ovela	0.604	0.685	0.683
cunt	kusipää	0.135	0.673	0.377
cup	kuppi	0.615	0.167	0.231
cupboard	kaappi	0.553	0.200	0.304
cupcake	kuppikakku	0.656	0.333	0.344
cupping	kuppaus	0.490	0.610	0.402
cur	rakki	0.440	0.519	0.460
curable	parannettavissa	0.823	0.292	0.574
curate	kappalainen	0.726	0.418	0.526
curative	parantava	0.667	0.318	0.613
curator	kuraattori	0.688	0.389	0.688
curb	hillitä	0.472	0.371	0.402
curd	rahka	0.542	0.442	0.278
cure	parantaa	0.719	0.377	0.623
curfew	ulkonaliikkumiskielto	0.219	0.618	0.623
curiosity	uteliaisuus	0.750	0.755	0.463
curious	utelias	0.635	0.600	0.483
curl	kiemura	0.385	0.452	0.351
curling	curling	0.583	0.592	0.400
currency	valuutta	0.583	0.418	0.592
current	nykyinen	0.625	0.312	0.612
curriculum	opetussuunnitelma	0.708	0.306	0.620
curry	curry	0.633	0.345	0.302
curse	kirous	0.033	0.720	0.375
cursed	kirottu	0.083	0.783	0.393
cursing	kiroilu	0.112	0.860	0.446
cursory	pintapuolinen	0.423	0.451	0.431
curt	tyly	0.245	0.610	0.452
curtail	supistaa	0.306	0.439	0.497
curtailment	supistaminen	0.230	0.578	0.431
curtain	verho	0.698	0.278	0.304
curtains	verhot	0.615	0.123	0.342
curtsy	niiaus	0.635	0.412	0.598
curvature	kaarevuus	0.417	0.367	0.447
curve	käyrä	0.480	0.375	0.307
curved	kaareva	0.542	0.407	0.337
curvilinear	kaarevia	0.480	0.575	0.411
cushion	tyyny	0.653	0.221	0.292
cushy	helppo	0.823	0.283	0.395
cusp	kärki	0.667	0.710	0.700
cuss	kirota	0.354	0.538	0.443
cussed	itsepäinen	0.156	0.625	0.454
custard	vaniljakastike	0.618	0.260	0.293
custodial	vapausrangaistuksen	0.418	0.462	0.718
custodian	hoitaja	0.594	0.625	0.528
custody	huolto	0.494	0.472	0.675
custom	asiakassuhde	0.552	0.382	0.688
customary	tavanomainen	0.700	0.253	0.561
customer	asiakas	0.562	0.430	0.673
customized	räätälöityjä	0.625	0.504	0.590
cut	leikata	0.490	0.490	0.393
cutaneous	ihon	0.365	0.370	0.328
cute	söpö	0.920	0.528	0.579
cuticle	orvaskesi	0.340	0.320	0.377
cutie	söpöliini	0.638	0.528	0.464
cutlass	miekka	0.173	0.648	0.528
cutlery	ruokailuvälineet	0.552	0.300	0.345
cutoff	katkaista	0.432	0.510	0.518
cutter	leikkuri	0.427	0.731	0.583
cutters	leikkurit	0.197	0.653	0.491
cutthroat	murhamies	0.110	0.823	0.663
cutting	leikkaus	0.448	0.375	0.536
cutting board	leikkuulauta	0.337	0.540	0.342
cuttings	pistokkaat	0.479	0.392	0.433
cwt	CWT	0.500	0.410	0.384
cyanide	syanidi	0.229	0.667	0.545
cyberspace	kyberavaruudessa	0.677	0.594	0.611
cycle	sykli	0.635	0.400	0.533
cyclical	syklinen	0.380	0.450	0.554
cyclist	pyöräilijä	0.684	0.582	0.576
cyclone	sykloni	0.416	0.796	0.673
cylinder	sylinteri	0.459	0.324	0.447
cylindrical	lieriömäinen	0.458	0.294	0.414
cymbal	symbaali	0.542	0.363	0.362
cynic	kyynikko	0.135	0.632	0.473
cynical	kyyninen	0.156	0.760	0.474
cynicism	kyynisyys	0.104	0.780	0.454
cyst	kysta	0.173	0.578	0.312
cystic	kystinen	0.314	0.481	0.400
cytomegalovirus	sytomegalovirus	0.186	0.657	0.443
cytoplasm	sytoplasma	0.378	0.442	0.474
czar	tsaari	0.480	0.348	0.643
dab	hietakampela	0.510	0.337	0.340
dabble	harrastella	0.550	0.530	0.491
dabbling	dabbling	0.562	0.726	0.676
dad	isä	0.857	0.412	0.786
daddy	isä	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	demoni	0.333	0.490	0.500
daft	mieletön	0.255	0.436	0.157
dagger	tikari	0.224	0.797	0.613
daily	päivittäin	0.653	0.347	0.473
dainty	siro	0.604	0.284	0.424
daiquiri	Daiquiri	0.670	0.519	0.400
dairy	meijeri	0.633	0.255	0.462
daisy	päivänkakkara	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	laakso	0.622	0.270	0.365
dam	pato	0.250	0.553	0.394
damage	vahingoittaa	0.059	0.726	0.403
damaged	vaurioitunut	0.104	0.635	0.182
damages	vahingonkorvaus	0.082	0.760	0.310
dame	rouva	0.694	0.480	0.500
damn	kirottu	0.073	0.784	0.431
damnation	kadotus	0.135	0.750	0.416
damned	pahuksen	0.100	0.760	0.465
damp	kostea	0.360	0.279	0.210
dampened	vaimentanut	0.271	0.422	0.336
damper	vaimennin	0.459	0.378	0.473
damsel	neito	0.719	0.475	0.400
dance	tanssi	0.894	0.840	0.551
dancer	tanssija	0.740	0.768	0.545
dancing	tanssi	0.885	0.868	0.444
dandruff	hilse	0.398	0.298	0.293
dandy	keikari	0.673	0.520	0.630
danger	vaara	0.115	0.923	0.673
dangerous	vaarallinen	0.020	0.941	0.658
dangerously	vaarallisesti	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	repsottaa	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	huoliteltu	0.770	0.560	0.698
dare	uskaltaa	0.677	0.788	0.684
daredevil	huimapäinen	0.429	0.714	0.653
daresay	daresay	0.540	0.451	0.490
daring	rohkea	0.583	0.840	0.711
dark	tumma	0.198	0.398	0.426
darken	tummentaa	0.250	0.471	0.382
darkened	pimennetyssä	0.135	0.440	0.452
darkly	darkly	0.219	0.548	0.443
darkness	pimeys	0.102	0.602	0.418
darkroom	pimeä huone	0.188	0.627	0.423
darkside	pimeä puoli	0.102	0.690	0.365
darling	Rakas	0.885	0.370	0.608
darn	parsia	0.115	0.765	0.418
dart	tikka	0.417	0.608	0.500
dash	kojelauta	0.574	0.312	0.324
dashboard	kojelauta	0.510	0.371	0.595
dashed	romutti	0.276	0.393	0.338
dashing	hurtti	0.612	0.627	0.799
dastardly	viheliäinen	0.208	0.688	0.270
data	data	0.500	0.250	0.426
database	tietokanta	0.604	0.286	0.644
date	Treffi	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	tytär	0.908	0.415	0.455
dawdle	vitkastella	0.479	0.464	0.357
dawn	valjeta	0.827	0.235	0.519
dawned	valkeni	0.694	0.471	0.473
day	päivä	0.719	0.269	0.389
daybreak	aamunkoite	0.802	0.358	0.474
daycare	päivähoito	0.776	0.481	0.360
daydream	unelmoida	0.750	0.337	0.456
daydreaming	haaveilmeinen	0.776	0.360	0.479
daylight	päivänvalo	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	päivä-	0.750	0.324	0.454
daze	huumata	0.245	0.735	0.329
dazed	huumaantunut	0.300	0.697	0.277
dazzle	häikäistä	0.730	0.782	0.683
dazzling	häikäisevä	0.854	0.880	0.767
deacon	diakoni	0.531	0.430	0.736
deactivate	deaktivoida	0.235	0.447	0.392
dead	kuollut	0.052	0.454	0.194
deadbeat	dEADBEAT	0.229	0.453	0.368
deadline	takaraja	0.214	0.615	0.460
deadlines	määräajat	0.406	0.769	0.411
deadlock	umpikuja	0.170	0.418	0.323
deadly	tappava	0.143	0.849	0.554
deaf	kuuro	0.186	0.324	0.161
deafening	korviahuumaava	0.281	0.835	0.482
deafness	kuurous	0.125	0.413	0.219
deal	sopimus	0.719	0.599	0.543
dealer	jakaja	0.799	0.615	0.683
dealership	jälleenmyyntisopimuksen	0.541	0.430	0.629
dealing	tekemisissä	0.724	0.415	0.598
dealings	kanssakäyminen	0.600	0.491	0.480
dean	dekaani	0.612	0.469	0.723
dear	rakas	0.880	0.434	0.629
dearest	rakkain	0.902	0.427	0.508
dearth	niukkuus	0.156	0.539	0.255
death	kuolema	0.031	0.720	0.472
deathbed	kuolinvuode	0.051	0.652	0.311
deathly	kuoleman-	0.073	0.771	0.682
debacle	romahdus	0.156	0.606	0.266
debased	turmeltunut	0.219	0.529	0.170
debatable	kiistanalainen	0.181	0.610	0.474
debate	keskustelu	0.408	0.691	0.683
debauchery	irstailu	0.354	0.901	0.500
debenture	joukkovelkakirjalainan	0.417	0.500	0.466
debilitating	heikentävä	0.125	0.490	0.308
debit	veloittaa	0.333	0.400	0.474
debrief	pyytää raporttia	0.247	0.343	0.549
debriefing	jälkipuinti	0.427	0.580	0.456
debris	jätteet	0.135	0.396	0.327
debt	velka	0.204	0.598	0.336
debtor	velallinen	0.219	0.546	0.160
debut	debyytti	0.806	0.606	0.629
debutante	debytantti	0.771	0.627	0.454
decade	vuosikymmen	0.531	0.402	0.665
decadence	rappio	0.237	0.455	0.291
decadent	dekadentti	0.290	0.559	0.324
decaf	kofeiiniton kahvi	0.480	0.324	0.353
decanter	viinikarahvi	0.438	0.567	0.510
decathlon	kymmenottelu	0.573	0.753	0.620
decay	rappeutuminen	0.143	0.312	0.170
decayed	rappeutunut	0.017	0.375	0.169
decaying	rapistuvat	0.073	0.510	0.214
deceased	kuollut	0.021	0.538	0.188
decedent	menehtynyt	0.423	0.481	0.415
deceit	petos	0.020	0.696	0.343
deceitful	petollinen	0.071	0.788	0.371
deceive	pettää	0.094	0.775	0.414
deceived	petti	0.059	0.673	0.302
deceiving	pettää	0.099	0.636	0.426
december	joulukuu	0.740	0.540	0.464
decency	säädyllisyys	0.750	0.235	0.634
decent	kunnollinen	0.823	0.296	0.653
deception	petos	0.090	0.745	0.370
deceptive	petollinen	0.027	0.605	0.294
decide	päättää	0.656	0.540	0.855
decidedly	selvästi	0.750	0.480	0.843
deciduous	putoava	0.385	0.353	0.282
decimal	desimaalin	0.507	0.259	0.305
decimeter	desimetri	0.520	0.292	0.377
decipher	tulkita	0.417	0.630	0.652
decision	päätös	0.646	0.510	0.839
decisive	ratkaiseva	0.740	0.509	0.935
deck	kansi	0.420	0.333	0.394
declaration	ilmoitus	0.551	0.590	0.714
declaratory	toteava	0.635	0.582	0.673
declare	julistaa	0.677	0.623	0.668
declination	eranto	0.250	0.549	0.311
decline	aleneminen	0.173	0.491	0.240
declining	laskussa	0.328	0.400	0.264
deco	Deco	0.625	0.274	0.356
decode	tulkita	0.551	0.510	0.640
decoder	dekooderi	0.562	0.340	0.686
decompose	hajota	0.194	0.596	0.241
decomposed	hajoaa	0.073	0.442	0.231
decomposition	hajoaminen	0.133	0.600	0.263
decompress	purkaa	0.438	0.430	0.509
decompression	purku	0.208	0.520	0.311
decontamination	puhdistaminen	0.611	0.538	0.573
decor	sisustus	0.734	0.311	0.573
decorate	koristella	0.954	0.370	0.404
decorating	Sisustus	0.863	0.548	0.462
decoration	koriste	0.878	0.553	0.526
decorative	koriste-	0.908	0.460	0.381
decorator	sisustusarkkitehti	0.840	0.471	0.455
decorum	arvokkuus	0.802	0.327	0.462
decoy	syötti	0.149	0.460	0.330
decrease	pienentää	0.125	0.360	0.267
decreased	vähentynyt	0.224	0.271	0.170
decreasing	laskeva	0.320	0.346	0.224
decree	asetus	0.552	0.478	0.746
decrement	vähenemä	0.255	0.427	0.373
decrepit	raihnainen	0.156	0.490	0.225
decry	halventaa	0.400	0.814	0.548
decryption	salauksen	0.459	0.445	0.600
dedicate	omistaa	0.823	0.431	0.588
dedication	omistautuminen	0.867	0.471	0.682
deduce	päätellä	0.490	0.510	0.466
deduct	vähentää	0.355	0.330	0.412
deductible	vähennyskelpoinen	0.375	0.286	0.455
deduction	vähennys	0.438	0.462	0.527
deed	teko	0.520	0.320	0.592
deejay	tiskijukka	0.551	0.630	0.473
deem	katsomansa	0.594	0.529	0.690
deep	syvä	0.490	0.473	0.657
deepen	syventää	0.625	0.530	0.776
deer	Peura	0.583	0.375	0.292
defamation	kunnianloukkaus	0.110	0.670	0.481
defamatory	häpäisevä	0.143	0.688	0.402
default	oletusarvo	0.459	0.343	0.712
defeat	voittaa	0.092	0.500	0.224
defeated	voitti	0.104	0.582	0.145
defeatist	tappio-	0.163	0.567	0.315
defect	vika	0.135	0.561	0.185
defection	loikkaus	0.146	0.594	0.330
defective	viallinen	0.122	0.580	0.274
defector	loikkari	0.163	0.696	0.286
defend	puolustaa	0.698	0.722	0.670
defendant	vastaaja	0.250	0.710	0.491
defended	puolusti	0.663	0.451	0.582
defender	puolustaja	0.639	0.708	0.750
defending	puolustava	0.604	0.871	0.812
defense	puolustus	0.652	0.698	0.802
defenseless	puolustuskyvytön	0.143	0.357	0.105
defensible	puolustettavissa oleva	0.740	0.509	0.593
defensive	puolustava	0.542	0.640	0.678
defer	lykätä	0.245	0.459	0.317
deference	kunnioitus	0.510	0.396	0.447
deferral	lykkäys	0.765	0.542	0.327
deferring	lykkäämällä	0.343	0.500	0.413
defiance	uhma	0.333	0.780	0.760
defiant	uhmakas	0.250	0.792	0.769
defibrillator	defibrillaattori	0.398	0.663	0.431
deficiency	puute	0.073	0.373	0.179
deficient	puutteellinen	0.240	0.464	0.132
deficit	alijäämä	0.358	0.500	0.269
define	määritellä	0.688	0.415	0.632
defined	määritellyt	0.670	0.214	0.646
definite	selvä	0.708	0.292	0.741
definition	määritelmä	0.573	0.375	0.579
definitive	lopullinen	0.583	0.479	0.787
deflate	tyhjetä	0.148	0.404	0.237
deflation	deflaatio	0.287	0.536	0.407
deflect	kääntää	0.133	0.491	0.482
deflection	taipuminen	0.188	0.500	0.382
defloration	Defloraatio	0.188	0.690	0.434
deform	rumentaa	0.112	0.654	0.284
deformed	epämuodostunut	0.198	0.435	0.308
deformity	epämuodostuma	0.160	0.569	0.241
defraud	huijata	0.175	0.635	0.314
defray	vastata	0.375	0.598	0.653
defrost	sulaa	0.427	0.317	0.389
deft	näppärä	0.719	0.575	0.849
defunct	kuollut	0.112	0.491	0.272
defuse	purkaa	0.167	0.480	0.430
defy	uhmata	0.353	0.884	0.657
degeneracy	rappeutuminen	0.143	0.720	0.298
degenerate	degeneroitunut	0.069	0.724	0.264
degeneration	rappeutuminen	0.245	0.578	0.371
degradation	hajoaminen	0.160	0.608	0.315
degrade	hajota	0.083	0.500	0.184
degraded	huonontunut	0.167	0.433	0.205
degrading	halventava	0.031	0.583	0.232
degree	aste	0.724	0.365	0.663
dehydrated	vedetön	0.310	0.685	0.212
dehydration	nestehukka	0.188	0.472	0.259
dejected	masentunut	0.104	0.654	0.347
delay	viive	0.204	0.510	0.162
delayed	myöhässä	0.188	0.490	0.216
delectable	herkullinen	0.781	0.642	0.718
delegate	delegoida	0.612	0.491	0.658
delegation	valtuuskunta	0.562	0.431	0.609
delete	poistaa	0.292	0.298	0.409
deleterious	vahingollinen	0.297	0.725	0.440
