Word	Samoan-sm	Valence	Arousal	Dominance
destructive	faʻaumatia	0.177	0.870	0.713
detach	vavae ese	0.357	0.625	0.450
detached	tataʻese	0.280	0.396	0.216
detachment	vavae ese	0.243	0.700	0.443
detail	auiliiliga	0.514	0.406	0.528
detailed	auiliiliga	0.603	0.314	0.472
details	auiliiliga	0.583	0.367	0.481
detain	taofia	0.351	0.345	0.430
detainee	tagata taofia	0.306	0.510	0.321
detect	iloa	0.531	0.520	0.565
detectable	iloagofie	0.479	0.539	0.649
detection	siaki	0.708	0.567	0.538
detective	leoleo	0.500	0.764	0.901
detector	tagata suʻesuʻe	0.459	0.630	0.724
detention	taofiga	0.265	0.698	0.562
deter	toso	0.344	0.537	0.567
detergent	tagata maʻi	0.458	0.304	0.426
deteriorate	faasolosolo	0.083	0.471	0.202
deteriorated	faasolosolo malie	0.053	0.549	0.237
deteriorating	faasolosolo malie	0.104	0.459	0.112
deterioration	faʻaleagaina	0.130	0.512	0.283
determinable	fuafua	0.625	0.565	0.723
determinate	fuafua	0.630	0.314	0.772
determination	naunautaiga	0.776	0.725	0.795
determine	fuafuaina	0.612	0.368	0.776
determined	fuafuaina	0.760	0.528	0.673
deterrent	taofia	0.292	0.461	0.385
detest	inoino	0.083	0.800	0.492
detestation	faʻaleagaina	0.177	0.637	0.412
detonate	faʻamaonia	0.375	0.850	0.696
detonation	faʻasalaga	0.167	0.931	0.741
detonator	detonator	0.207	0.875	0.750
detour	taʻavale	0.398	0.539	0.309
detract	faʻalavelave	0.344	0.438	0.368
detriment	faʻaleagaina	0.281	0.538	0.263
detrimental	leaga	0.203	0.679	0.387
detritus	detritus	0.276	0.353	0.363
deuce	lafoaʻi	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	faʻatauvaʻa	0.321	0.462	0.212
devastate	faʻaleagaina	0.021	0.796	0.509
devastated	faʻanoanoa	0.120	0.544	0.264
devastating	faʻalavelave	0.104	0.856	0.419
devastation	faʻaleagaga	0.090	0.904	0.472
develop	atiina ae	0.771	0.670	0.821
developer	le atinaʻe	0.844	0.653	0.864
developing	atinae	0.833	0.587	0.714
development	atinae	0.827	0.500	0.796
deviant	vavao	0.094	0.589	0.398
deviate	sola ese	0.173	0.562	0.269
deviating	vavae ese	0.354	0.634	0.536
deviation	feeseeseaiga	0.105	0.513	0.336
device	masini	0.562	0.404	0.627
devil	tiapolo	0.161	0.900	0.611
deviled	faʻasalaga	0.347	0.559	0.358
devilish	tiapolo	0.073	0.865	0.490
devious	taufaasese	0.250	0.519	0.259
devise	fuafua	0.551	0.557	0.670
devoid	leai	0.219	0.436	0.300
devolution	faʻavae	0.345	0.434	0.425
devolve	tuʻua	0.367	0.427	0.596
devote	tuuto	0.802	0.490	0.642
devoted	tuuto	0.867	0.320	0.698
devotee	tagata faʻafetai	0.816	0.461	0.577
devotion	tuuto	0.802	0.561	0.673
devotional	faigalotu	0.740	0.394	0.655
devour	'ai	0.344	0.888	0.574
devout	faamaoni	0.620	0.357	0.464
dew	sau	0.604	0.225	0.464
dexter	toso	0.458	0.473	0.444
dexterity	feeseeseaiga	0.771	0.673	0.864
dextrose	dextrose	0.333	0.402	0.323
diabetes	maʻisuka	0.051	0.472	0.279
diabetic	maʻisuka	0.125	0.269	0.237
diabolical	tiapolo	0.102	0.912	0.456
diagnose	faʻamaʻi	0.378	0.520	0.714
diagnosis	faʻamaʻi	0.571	0.500	0.819
diagnostic	faʻamaʻi	0.417	0.483	0.635
diagnostics	faʻamaʻi	0.540	0.440	0.750
diagonal	faʻasolosolo	0.500	0.343	0.410
diagram	ata	0.562	0.357	0.445
dial	telefoni	0.620	0.427	0.596
dialect	gagana	0.635	0.422	0.526
dialectic	gagana	0.510	0.540	0.638
dialogue	talatalanoaga	0.599	0.441	0.625
dialysis	faʻamaʻi	0.194	0.567	0.407
diameter	lautele	0.427	0.298	0.483
diamond	taimane	0.910	0.606	0.769
diamonds	taimane	0.927	0.684	0.917
diaper	faʻamaʻi	0.409	0.274	0.155
diaphragm	diaphragm	0.459	0.337	0.517
diarrhea	manava manava	0.092	0.684	0.143
diarrhoea	manava manava	0.038	0.692	0.250
diary	tusi tala	0.698	0.292	0.464
diatribe	diatribe	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	toso	0.510	0.410	0.391
dice	togi	0.458	0.441	0.264
dicey	dicey	0.290	0.833	0.727
dichotomous	faʻamatalaga	0.365	0.452	0.538
dichotomy	dichotomy	0.323	0.482	0.483
dick	togitogi	0.208	0.500	0.462
dickhead	toso	0.115	0.608	0.284
dicks	faʻavaʻa	0.310	0.694	0.358
dictate	fai mai	0.480	0.423	0.668
dictation	faʻauʻuga	0.255	0.378	0.627
dictator	pule	0.073	0.760	0.862
dictatorial	faʻaupu	0.204	0.770	0.840
dictatorship	pule faʻamalosi	0.082	0.806	0.784
diction	faʻamatalaga	0.439	0.373	0.679
dictionary	lomifefiloi	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	aʻoaʻoga	0.645	0.480	0.673
diddle	faʻailoga	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	maliu	0.021	0.650	0.327
diesel	diesel	0.490	0.327	0.448
diet	taumafa	0.429	0.235	0.398
dietary	taumafa	0.551	0.220	0.261
differ	eseese	0.230	0.398	0.396
difference	eseesega	0.474	0.560	0.483
differences	eseesega	0.365	0.582	0.342
different	eseese	0.612	0.394	0.473
differential	eseese	0.520	0.378	0.535
differentiation	eseesega	0.367	0.561	0.535
differently	eseese	0.480	0.431	0.506
differing	eseese	0.418	0.410	0.455
difficult	faigata	0.235	0.700	0.508
difficulties	faigata	0.082	0.784	0.357
difficulty	faigata	0.079	0.740	0.368
diffuse	faasalalauina	0.430	0.431	0.321
diffusion	feeseeseaiga	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	eli	0.720	0.413	0.483
digestion	otaota	0.531	0.410	0.455
digestive	mamanu	0.542	0.413	0.434
digit	numera	0.447	0.286	0.333
digital	numera	0.740	0.382	0.529
dignified	mamalu	0.766	0.481	0.635
dignify	mamalu	0.854	0.588	0.735
dignity	mamalu	0.844	0.391	0.873
digress	digress	0.271	0.625	0.411
digs	NO TRANSLATION	0.448	0.670	0.635
dike	toa	0.360	0.384	0.490
dilapidated	faʻaleagaina	0.229	0.618	0.286
dilatation	faʻaolaina	0.385	0.574	0.368
dilation	uila	0.347	0.490	0.578
dildo	dildo	0.536	0.587	0.491
dilemma	faafitauli	0.153	0.590	0.430
diligence	maelega	0.688	0.423	0.700
diligent	maelega	0.760	0.426	0.759
dill	meaʻai	0.427	0.360	0.373
diluent	faʻaalu	0.417	0.344	0.332
dilute	faʻaitiitia	0.275	0.192	0.349
diluted	faʻaitiitia	0.469	0.310	0.229
dilution	faʻasalaga	0.445	0.337	0.352
dim	lanu	0.398	0.321	0.273
dime	tului	0.653	0.317	0.345
dimension	tele	0.592	0.415	0.627
dimensional	tele	0.561	0.484	0.596
diminish	faaitiitia	0.240	0.357	0.167
diminished	faaitiitia	0.156	0.269	0.196
diminution	faaitiitia	0.316	0.296	0.245
diminutive	itiiti	0.323	0.200	0.109
dimwit	laititi	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	taumafa	0.821	0.519	0.478
diner	taumafataga	0.643	0.302	0.538
dinghy	faʻasologa	0.510	0.269	0.325
dingo	dingo	0.608	0.472	0.346
dingy	faʻauʻu	0.156	0.483	0.343
dining	'ai	0.724	0.350	0.459
dinky	dinky	0.357	0.451	0.358
dinner	taumafataga	0.823	0.392	0.379
dinnertime	taumafataga o le afiafi	0.796	0.406	0.341
dinosaur	dinosaur	0.448	0.630	0.596
dint	toso	0.378	0.480	0.492
diocesan	diocesan	0.520	0.283	0.518
diocese	diocese	0.510	0.288	0.575
diorama	diorama	0.592	0.441	0.462
dioxide	dioxide	0.354	0.433	0.456
dip	togi	0.516	0.583	0.397
diploma	tipiloma	0.750	0.462	0.731
diplomacy	diplomacy	0.740	0.396	0.774
diplomat	diplomat	0.563	0.262	0.868
diplomatic	malo	0.653	0.363	0.918
dipper	toso	0.548	0.361	0.348
dippy	le fiafia	0.430	0.402	0.340
dipstick	faila	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	tuusao	0.793	0.403	0.650
directed	taitaia	0.542	0.490	0.541
direction	taʻiala	0.719	0.330	0.684
directive	faatonuga	0.604	0.530	0.918
directly	saʻo	0.747	0.400	0.702
director	faatonu	0.688	0.580	0.912
directory	lisi	0.439	0.413	0.538
dirt	palapala	0.112	0.500	0.236
dirty	eleelea	0.153	0.460	0.170
disability	le atoatoa	0.073	0.482	0.173
disable	faʻamalo	0.115	0.430	0.269
disabled	vaivaiga	0.308	0.443	0.235
disadvantage	mea le lelei	0.150	0.377	0.282
disaffected	le fiafia	0.176	0.410	0.291
disagree	le malie	0.133	0.590	0.345
disagreeable	le malie	0.042	0.643	0.178
disagreeing	feeseeseai	0.255	0.643	0.350
disagreement	feeseeseaiga	0.104	0.618	0.236
disallow	faʻalēaoga	0.156	0.519	0.424
disallowed	le faʻatagaina	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	mou ese	0.143	0.441	0.350
disappearance	le mou atu	0.214	0.698	0.367
disappearing	toesea	0.167	0.427	0.379
disappoint	le fiafia	0.150	0.633	0.288
disappointed	le fiafia	0.071	0.472	0.241
disappointing	faanoanoa	0.073	0.640	0.200
disappointment	le fiafia	0.115	0.490	0.336
disapproval	le taliaina	0.085	0.551	0.367
disapprove	le taliaina	0.160	0.594	0.445
disapproved	le taliaina	0.104	0.550	0.114
disapproving	le taliaina	0.245	0.625	0.452
disarm	faʻaumatia	0.292	0.528	0.613
disarray	leai se mea	0.198	0.657	0.223
disaster	mala	0.082	0.892	0.433
disastrous	leaga	0.071	0.741	0.439
disband	solo	0.302	0.491	0.417
disbelief	le talitonu	0.188	0.409	0.373
disbelieve	le talitonu	0.188	0.441	0.352
disburse	tufatufaina	0.418	0.473	0.353
disbursement	tupe faʻaalu	0.240	0.443	0.435
disc	CD	0.622	0.410	0.426
discard	lafo ese	0.240	0.343	0.337
discarded	lafoai	0.229	0.460	0.308
discards	toesega	0.240	0.464	0.391
discern	iloa	0.459	0.566	0.518
discernible	iloagofie	0.427	0.441	0.481
discerning	iloatino	0.542	0.584	0.780
discernment	iloatino	0.408	0.471	0.694
discharge	lafoaia	0.427	0.538	0.578
disciple	soo	0.765	0.385	0.462
disciplinary	faʻasalaga	0.562	0.593	0.796
discipline	amio pulea	0.615	0.471	0.806
disciplined	amio pulea	0.728	0.450	0.750
disclaim	faʻasaʻo	0.235	0.509	0.321
disclaimer	le faʻatagaina	0.367	0.571	0.542
disclose	faʻaaliga	0.490	0.570	0.545
disclosed	faʻaalia	0.271	0.575	0.546
disclosure	faʻaaliga	0.500	0.615	0.710
disco	iloa	0.710	0.806	0.575
discoloration	suʻesuʻega	0.224	0.373	0.414
discolored	faʻanoanoa	0.204	0.340	0.269
discomfort	popolega	0.153	0.719	0.272
disconcerted	faʻanoanoa	0.100	0.612	0.288
disconcerting	faʻaseseina	0.106	0.549	0.269
disconnect	vavae ese	0.438	0.292	0.191
disconnected	motusia	0.292	0.276	0.173
disconnection	vavae ese	0.167	0.283	0.277
disconnects	vavae ese	0.256	0.357	0.241
discontent	le fiafia	0.240	0.530	0.263
discontinuance	tolopoina	0.123	0.741	0.337
discontinue	tolopoina	0.354	0.396	0.349
discontinuity	faʻalogo	0.303	0.439	0.250
discontinuous	le tumau	0.233	0.409	0.316
discord	feeseeseaiga	0.115	0.882	0.465
discount	togi	0.724	0.530	0.302
discounted	tuusaunoa	0.677	0.471	0.430
discourage	lotovaivai	0.184	0.443	0.267
discouraged	lotovaivai	0.220	0.304	0.090
discouragement	lotovaivai	0.112	0.319	0.206
discouraging	lotovaivai	0.167	0.469	0.281
discourse	lauga	0.410	0.550	0.803
discover	iloa	0.771	0.793	0.673
discovery	mauaina	0.823	0.627	0.814
discredit	faʻaleagaina	0.075	0.529	0.355
discredited	faʻaleagaina	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	feeseeseaiga	0.260	0.643	0.417
discrete	manino	0.585	0.231	0.429
discretion	faitalia	0.552	0.320	0.685
discretionary	faitalia	0.520	0.365	0.446
discriminate	faʻamaonia	0.125	0.761	0.366
discriminating	faʻamaonia	0.160	0.783	0.462
discrimination	faʻailoga	0.051	0.724	0.379
discus	tala	0.542	0.423	0.343
discuss	talanoa	0.396	0.769	0.509
discussion	talanoaga	0.333	0.842	0.536
disdain	le amanaiaina	0.153	0.446	0.441
disdainful	inoino	0.097	0.480	0.263
disease	faamaʻi	0.041	0.539	0.333
diseased	maʻi	0.123	0.510	0.134
disembodied	faʻapipiʻi	0.167	0.620	0.412
disengage	aluese	0.406	0.529	0.304
disengagement	toesea	0.327	0.373	0.395
disfigured	faʻaleagaina	0.153	0.613	0.336
disgrace	faʻalumaina	0.061	0.531	0.331
disgraced	faalumaina	0.071	0.661	0.250
disgraceful	faʻalumaina	0.082	0.702	0.240
disgruntled	le fiafia	0.104	0.658	0.442
disguise	fesuiaʻi	0.573	0.694	0.431
disguised	faʻanofo	0.500	0.615	0.326
disgust	inoino	0.052	0.775	0.317
disgusted	inoino	0.051	0.773	0.274
disgusting	inosia	0.031	0.796	0.245
dish	ipu	0.552	0.255	0.264
disheartened	lotovaivai	0.153	0.343	0.238
disheartening	lotovaivai	0.010	0.353	0.224
dishonest	le faamaoni	0.191	0.491	0.163
dishonesty	le faamaoni	0.094	0.592	0.348
dishonor	faʻalumaina	0.104	0.620	0.185
dishonorable	faʻaleagaina	0.112	0.641	0.280
dishwasher	fafie	0.480	0.296	0.324
disillusionment	le mautonu	0.051	0.519	0.190
disinclination	fouvalega	0.125	0.491	0.330
disincline	le mautonu	0.458	0.454	0.278
disinclined	le mautonu	0.385	0.442	0.364
disinfect	faʻamaʻi	0.448	0.388	0.648
disinfectant	faʻamaʻi pipisi	0.531	0.429	0.460
disinfection	faʻaumatia	0.517	0.556	0.473
disinformation	faʻaleagaina	0.230	0.577	0.260
disingenuous	leai se uiga	0.194	0.509	0.204
disintegrate	faʻaumatia	0.143	0.660	0.364
disintegration	faʻamavaega	0.094	0.551	0.381
disinterested	le lelei	0.398	0.284	0.392
disjoint	faʻapipiʻi	0.351	0.385	0.322
disjointed	faʻasalaga	0.323	0.518	0.365
disjunctive	le faʻaaloalo	0.286	0.481	0.400
disk	vaʻa	0.573	0.423	0.412
diskette	lapisi	0.531	0.255	0.391
dislike	le fiafia	0.156	0.406	0.321
disliked	le fiafia	0.062	0.510	0.221
disliking	le fiafia	0.163	0.637	0.366
dislocated	solo	0.125	0.625	0.200
dislocation	faʻavae	0.229	0.565	0.373
dislodge	faʻaumatia	0.214	0.769	0.356
disloyal	le faamaoni	0.062	0.582	0.245
disloyalty	le faʻamaoni	0.187	0.716	0.267
dismal	leaga	0.194	0.450	0.192
dismantle	solo	0.347	0.644	0.462
dismay	faanoanoa	0.314	0.681	0.459
dismayed	faanoanoa	0.165	0.735	0.389
dismemberment	le mautonu	0.104	0.860	0.470
dismiss	faatea	0.167	0.541	0.509
dismissal	faateʻaina	0.153	0.723	0.271
dismissive	faatea	0.188	0.541	0.430
dismount	osofaʻiga	0.361	0.423	0.391
disobedience	le usiusitai	0.051	0.868	0.369
disobedient	lē usiusitaʻi	0.276	0.706	0.353
disobey	le usitai	0.143	0.556	0.491
disorder	maʻi	0.115	0.816	0.218
disordered	le mautonu	0.210	0.714	0.288
disorderly	le lelei	0.188	0.748	0.385
disorganized	le faʻatulagaina	0.052	0.507	0.184
disorientation	le mautonu	0.163	0.472	0.212
disoriented	lē faʻafefe	0.227	0.643	0.227
disown	faʻatau	0.153	0.637	0.368
disparage	faʻaleagaina	0.092	0.663	0.336
disparaging	faʻaleagaina	0.102	0.626	0.411
disparate	faʻavae	0.438	0.500	0.368
disparity	feeseeseaiga	0.208	0.482	0.361
dispassionate	leai se tasi	0.199	0.217	0.218
dispatch	lafo	0.317	0.417	0.555
dispatcher	avefeʻau	0.365	0.704	0.652
dispel	aveese	0.388	0.402	0.411
dispensary	faʻasalaga	0.406	0.380	0.606
dispensation	tisipenisione	0.388	0.462	0.490
dispense	tufatufaina atu	0.561	0.520	0.518
dispenser	tufatufa	0.583	0.392	0.470
dispersal	faataapeapeina	0.388	0.507	0.421
disperse	faasalalauina	0.375	0.569	0.434
dispersed	faataapeapeina	0.344	0.490	0.274
dispersion	faataapeapeina	0.270	0.604	0.350
dispirited	sui	0.204	0.280	0.142
displace	sui	0.424	0.541	0.454
displaced	ua vavae ese	0.281	0.472	0.291
displacement	sui	0.276	0.531	0.481
displacency	feeseeseaiga	0.500	0.528	0.642
display	faʻaali	0.677	0.325	0.400
displease	le fiafia	0.021	0.702	0.286
displeased	le fiafia	0.135	0.690	0.400
displeasure	le fiafia	0.115	0.559	0.250
disposable	lafoai	0.271	0.439	0.250
disposal	lafoaia	0.135	0.608	0.396
dispose	lafo	0.548	0.538	0.559
disposed	lafoaʻi	0.688	0.441	0.625
disposition	lafoaʻiga	0.663	0.542	0.734
dispossessed	lafoaia	0.354	0.577	0.331
disprove	faʻamaonia	0.375	0.625	0.613
dispute	feeseeseaiga	0.219	0.750	0.585
disqualification	faʻatauvaʻa	0.066	0.677	0.330
disqualified	faʻatauvaʻa	0.129	0.464	0.232
disqualify	le agavaa	0.208	0.595	0.267
disquieted	atuatuvale	0.229	0.850	0.290
disregard	le amanaiaina	0.177	0.647	0.308
disregarded	le amanaiaina	0.260	0.458	0.283
disrelish	faʻanofo	0.375	0.471	0.304
disreputable	leai se mea	0.104	0.688	0.353
disrepute	faʻaleagaina	0.208	0.630	0.292
disrespect	le faʻaaloalo	0.062	0.637	0.302
disrespectful	le faaaloalo	0.031	0.694	0.273
disrupt	faʻalavelave	0.265	0.640	0.349
disrupting	faʻalavelave	0.186	0.557	0.339
disruption	faʻalavelave	0.235	0.735	0.436
disruptive	faʻalavelave	0.255	0.755	0.575
dissatisfaction	le le fiafia	0.115	0.663	0.202
dissatisfied	lē faamalieina	0.042	0.561	0.291
dissect	faʻasalalau	0.367	0.750	0.595
dissection	faʻasesega	0.276	0.632	0.462
disseminate	faʻasalalau	0.562	0.608	0.750
dissemination	faʻasalalauga	0.476	0.551	0.583
dissension	fevaevaeaiga	0.250	0.618	0.414
dissent	teteʻe	0.300	0.655	0.407
dissenting	teteʻe	0.208	0.552	0.366
dissertation	faʻasalalauga	0.312	0.575	0.575
disservice	faʻasalaga	0.250	0.794	0.480
dissident	le o se mea e le mafai	0.350	0.582	0.413
dissimilar	e le tutusa	0.276	0.461	0.472
dissipate	solo	0.385	0.368	0.355
dissipated	solo	0.281	0.421	0.231
dissociation	vavaeese	0.135	0.555	0.471
dissociative	faʻafitauli	0.281	0.615	0.397
dissolution	faataapeina	0.204	0.464	0.349
dissolve	faataapeina	0.271	0.490	0.410
dissonance	dissonance	0.173	0.471	0.336
dissuade	taofi	0.482	0.500	0.350
distal	faʻalavelave	0.410	0.401	0.438
distance	mamao	0.233	0.317	0.418
distant	mamao	0.229	0.324	0.269
distaste	faʻaleagaina	0.184	0.625	0.370
distasteful	faʻaleagaina	0.264	0.676	0.222
distillate	faʻamaʻi	0.500	0.347	0.382
distillation	faʻasalaga	0.396	0.436	0.575
distilled	faʻamaʻi	0.427	0.573	0.500
distinct	manino	0.542	0.578	0.509
distinction	tulaga ese	0.584	0.571	0.750
distinctive	iloga	0.885	0.520	0.604
distinguish	iloga	0.675	0.471	0.600
distinguishable	iloga	0.635	0.530	0.727
distinguished	iloga	0.823	0.593	0.759
distinguishing	iloagofie	0.622	0.363	0.640
distort	faʻasese	0.100	0.740	0.366
distorted	faʻasoesa	0.250	0.521	0.280
distortion	faʻalavelave	0.299	0.570	0.380
distract	faʻalavelave	0.241	0.609	0.336
distracted	tosina	0.194	0.392	0.213
distracting	faʻalavelave	0.445	0.583	0.400
distraction	faʻalavelave	0.402	0.557	0.390
distraught	faʻalavelave	0.115	0.903	0.264
distress	mafatia	0.073	0.840	0.396
distressed	faanoanoa	0.143	0.771	0.324
distressing	mafatiaga	0.075	0.750	0.375
distribute	tufatufaina	0.643	0.596	0.709
distribution	tufatufaga	0.635	0.548	0.788
distributor	tufatufa	0.702	0.447	0.718
district	itumalo	0.438	0.327	0.660
distrust	le talitonu	0.060	0.670	0.276
disturb	faʻalavelave	0.175	0.760	0.481
disturbance	faʻalavelave	0.146	0.907	0.404
disturbed	faʻalavelave	0.125	0.870	0.305
disturbing	faʻalavelave	0.146	0.792	0.439
disuse	faʻasalalau	0.229	0.229	0.202
disused	faʻalavelave	0.250	0.302	0.186
ditch	alavai	0.357	0.364	0.322
ditto	fai mai	0.449	0.418	0.411
ditty	tala	0.470	0.433	0.334
diurnal	diurnal	0.714	0.296	0.443
diva	diva	0.660	0.657	0.596
divan	NO TRANSLATION	0.750	0.202	0.262
dive	sasao	0.583	0.531	0.500
diver	paʻu	0.594	0.520	0.564
diverge	feeseeseaʻi	0.375	0.657	0.520
divergence	eseesega	0.429	0.615	0.687
divergent	eseese	0.449	0.660	0.587
diverging	vavave	0.417	0.613	0.573
divers	eseese	0.583	0.580	0.602
diverse	eseese	0.562	0.519	0.604
diversified	eseese	0.602	0.538	0.549
diversify	eseese	0.656	0.588	0.464
diversion	feeseeseaiga	0.740	0.821	0.714
diversionary	feeseeseaiga	0.551	0.587	0.300
diversity	eseese	0.806	0.472	0.711
divert	faʻanofo	0.344	0.622	0.407
diverting	fesuiaʻi	0.396	0.571	0.537
divest	faʻasolosolo	0.365	0.547	0.424
divested	faʻasolosolo	0.333	0.449	0.311
divestment	faʻasologa	0.302	0.509	0.382
divide	fevaevaeaʻi	0.333	0.520	0.417
divided	vaevaeina	0.271	0.623	0.391
dividend	tufatufaga	0.583	0.491	0.566
divination	vavalo	0.500	0.650	0.545
divine	paia	0.918	0.571	0.885
divinity	paia	0.896	0.559	0.774
divisible	vaeluaina	0.323	0.462	0.411
division	vaevaega	0.370	0.481	0.472
divisor	vaevaega	0.344	0.517	0.455
divorce	teteʻa	0.042	0.700	0.385
divorcee	teteʻa	0.153	0.610	0.481
divulge	faʻamatala	0.531	0.718	0.467
divvy	vavalo	0.351	0.462	0.429
dizziness	vavao	0.229	0.555	0.254
dizzy	uila	0.199	0.582	0.193
do	fai	0.670	0.548	0.536
doable	mafai	0.760	0.404	0.675
doc	doc	0.458	0.317	0.392
docile	tosole	0.604	0.259	0.264
dock	faʻailoga	0.490	0.409	0.481
docked	faʻailoa	0.281	0.754	0.398
docket	taga	0.505	0.509	0.607
docking	faʻailoga	0.354	0.596	0.587
doctor	fomai	0.700	0.531	0.861
doctorate	doctorate	0.776	0.479	0.841
doctrinal	aoaoga faavae	0.510	0.373	0.673
doctrine	aoaoga faavae	0.500	0.394	0.769
document	pepa aloaia	0.594	0.240	0.667
documentary	pepa faʻailoga	0.622	0.213	0.596
documentation	faʻamaumauga	0.719	0.290	0.667
documents	pepa	0.530	0.250	0.587
dodge	alo ese	0.333	0.760	0.509
dodger	tagata faʻatau	0.427	0.454	0.490
dodging	alo ese	0.396	0.654	0.382
dodgy	toso	0.281	0.510	0.254
dodo	dodo	0.438	0.306	0.353
doe	fai	0.550	0.336	0.336
doer	tagata fai	0.724	0.550	0.728
dog	taifau	0.704	0.500	0.407
dogface	dog dog	0.219	0.470	0.264
dogged	taifau	0.255	0.750	0.594
doggy	taifau	0.646	0.491	0.404
doghouse	taifau	0.438	0.417	0.340
dogma	dogma	0.530	0.460	0.719
dogmatic	taʻutino	0.448	0.520	0.654
dogsick	NO TRANSLATION	0.571	0.490	0.377
doings	faia galuega	0.604	0.491	0.705
doit	NO TRANSLATION	0.500	0.519	0.392
dojo	faijo	0.500	0.435	0.455
doldrums	faanatinati	0.229	0.425	0.266
dole	leai	0.448	0.402	0.348
doll	pepe taalo	0.729	0.321	0.330
dollar	tālā	0.755	0.632	0.694
dollhouse	pepe taalo	0.643	0.245	0.363
dolor	NO TRANSLATION	0.167	0.635	0.375
dolphin	dolphin	0.776	0.350	0.414
domain	fanua	0.573	0.549	0.828
dome	au	0.620	0.398	0.509
domestic	aiga	0.729	0.327	0.500
domesticated	fale	0.635	0.360	0.294
domestication	domestication	0.594	0.390	0.435
domicile	fale	0.604	0.292	0.529
domiciled	nofomau	0.542	0.340	0.516
dominance	puleʻaga	0.542	0.775	0.839
dominant	puleʻaga	0.406	0.854	0.893
dominate	puleʻaga	0.439	0.814	0.953
dominating	puleʻaga	0.427	0.769	0.902
domination	puleʻaga	0.505	0.786	0.959
dominatrix	taʻutaʻua	0.390	0.727	0.709
dominion	malo	0.542	0.704	0.890
domino	domino	0.594	0.510	0.473
don	foai	0.646	0.454	0.702
donate	foai	0.774	0.462	0.577
donation	foai	0.792	0.398	0.602
donkey	asini	0.406	0.367	0.245
donor	tagata foai	0.714	0.490	0.653
dontlikeyou	NO TRANSLATION	0.055	0.500	0.282
dontmess	NO TRANSLATION	0.396	0.482	0.440
dontmesswithme	e le o ia	0.312	0.635	0.440
dontpanic	dontpanic	0.469	0.465	0.425
dontunderstand	NO TRANSLATION	0.219	0.357	0.271
doodle	toodle	0.604	0.402	0.376
doom	malaia	0.073	0.750	0.442
doomed	faʻaumatia	0.041	0.755	0.301
doomsday	aso ole aso	0.125	0.861	0.670
door	faitotoa	0.549	0.189	0.421
doorbell	faitotoa o le faitotoa	0.564	0.500	0.307
doorknob	tootoo	0.406	0.553	0.462
doorman	mea mataʻutia	0.570	0.371	0.491
doormat	fai mea mataʻutia	0.458	0.269	0.267
doornail	faʻailoga	0.459	0.370	0.423
doorstep	faitotoa	0.531	0.274	0.391
doorway	faitotoa	0.573	0.304	0.496
dopamine	dopamine	0.548	0.469	0.426
dope	toso	0.295	0.855	0.425
dopey	toso	0.320	0.380	0.365
dork	toso	0.272	0.519	0.361
dorky	toso	0.302	0.480	0.390
dorm	moe	0.719	0.194	0.327
dormant	moe	0.385	0.245	0.245
dormitory	fale nofo	0.633	0.204	0.382
dorsal	toso	0.449	0.360	0.445
dosage	fua	0.344	0.450	0.490
dose	fualaau	0.458	0.490	0.427
