Word	Sundanese-su	Valence	Arousal	Dominance
distinct	béda	0.542	0.578	0.509
distinction	pabedaan	0.584	0.571	0.750
distinctive	has	0.885	0.520	0.604
distinguish	ngabentenkeun	0.675	0.471	0.600
distinguishable	dibédakeung	0.635	0.530	0.727
distinguished	dibédakeun	0.823	0.593	0.759
distinguishing	distinguishing	0.622	0.363	0.640
distort	distort	0.100	0.740	0.366
distorted	menyimpang	0.250	0.521	0.280
distortion	panyimpangan	0.299	0.570	0.380
distract	ngaganggu	0.241	0.609	0.336
distracted	kacau	0.194	0.392	0.213
distracting	distracting	0.445	0.583	0.400
distraction	gangguan	0.402	0.557	0.390
distraught	distraught	0.115	0.903	0.264
distress	kasulitan	0.073	0.840	0.396
distressed	distressed	0.143	0.771	0.324
distressing	distressing	0.075	0.750	0.375
distribute	ngabagikeun	0.643	0.596	0.709
distribution	sebaran	0.635	0.548	0.788
distributor	distributor	0.702	0.447	0.718
district	wewengkon	0.438	0.327	0.660
distrust	teu percaya	0.060	0.670	0.276
disturb	ngaganggu	0.175	0.760	0.481
disturbance	gangguan	0.146	0.907	0.404
disturbed	kaganggu	0.125	0.870	0.305
disturbing	disturbing	0.146	0.792	0.439
disuse	disuse	0.229	0.229	0.202
disused	disused	0.250	0.302	0.186
ditch	solokan	0.357	0.364	0.322
ditto	ditto	0.449	0.418	0.411
ditty	ditty	0.470	0.433	0.334
diurnal	diurnal	0.714	0.296	0.443
diva	Diva	0.660	0.657	0.596
divan	NO TRANSLATION	0.750	0.202	0.262
dive	teuleum	0.583	0.531	0.500
diver	palika	0.594	0.520	0.564
diverge	diverge	0.375	0.657	0.520
divergence	divergence	0.429	0.615	0.687
divergent	divergent	0.449	0.660	0.587
diverging	diverging	0.417	0.613	0.573
divers	divers	0.583	0.580	0.602
diverse	rupa-rupa	0.562	0.519	0.604
diversified	diversified	0.602	0.538	0.549
diversify	diversify	0.656	0.588	0.464
diversion	hiburan	0.740	0.821	0.714
diversionary	diversionary	0.551	0.587	0.300
diversity	diversity	0.806	0.472	0.711
divert	mindahkeun	0.344	0.622	0.407
diverting	Mindahkeun	0.396	0.571	0.537
divest	divest	0.365	0.547	0.424
divested	divested	0.333	0.449	0.311
divestment	divestment	0.302	0.509	0.382
divide	ngabagikeun	0.333	0.520	0.417
divided	dibagi	0.271	0.623	0.391
dividend	dividend	0.583	0.491	0.566
divination	divination	0.500	0.650	0.545
divine	ketuhanan	0.918	0.571	0.885
divinity	sulpat	0.896	0.559	0.774
divisible	dibeulah	0.323	0.462	0.411
division	pamerean	0.370	0.481	0.472
divisor	divisor	0.344	0.517	0.455
divorce	pipisahan	0.042	0.700	0.385
divorcee	divorcee	0.153	0.610	0.481
divulge	divulge	0.531	0.718	0.467
divvy	divvy	0.351	0.462	0.429
dizziness	pusing	0.229	0.555	0.254
dizzy	lieur	0.199	0.582	0.193
do	ngalakukeun	0.670	0.548	0.536
doable	doable	0.760	0.404	0.675
doc	doc	0.458	0.317	0.392
docile	docile	0.604	0.259	0.264
dock	darmaga	0.490	0.409	0.481
docked	docked	0.281	0.754	0.398
docket	docket	0.505	0.509	0.607
docking	docking	0.354	0.596	0.587
doctor	dokter	0.700	0.531	0.861
doctorate	doktor	0.776	0.479	0.841
doctrinal	doctrinal	0.510	0.373	0.673
doctrine	doktrin	0.500	0.394	0.769
document	surat penting	0.594	0.240	0.667
documentary	dokumenter	0.622	0.213	0.596
documentation	dokuméntasi	0.719	0.290	0.667
documents	dokumén	0.530	0.250	0.587
dodge	Dodge	0.333	0.760	0.509
dodger	dodger	0.427	0.454	0.490
dodging	dodging	0.396	0.654	0.382
dodgy	dodgy	0.281	0.510	0.254
dodo	dodol	0.438	0.306	0.353
doe	doe	0.550	0.336	0.336
doer	migawe	0.724	0.550	0.728
dog	anjing	0.704	0.500	0.407
dogface	dogface	0.219	0.470	0.264
dogged	dogged	0.255	0.750	0.594
doggy	doggy	0.646	0.491	0.404
doghouse	doghouse	0.438	0.417	0.340
dogma	dogma	0.530	0.460	0.719
dogmatic	dogmatis	0.448	0.520	0.654
dogsick	NO TRANSLATION	0.571	0.490	0.377
doings	doings	0.604	0.491	0.705
doit	NO TRANSLATION	0.500	0.519	0.392
dojo	dojo	0.500	0.435	0.455
doldrums	patah hati teh	0.229	0.425	0.266
dole	Rasana	0.448	0.402	0.348
doll	boneka	0.729	0.321	0.330
dollar	dollar	0.755	0.632	0.694
dollhouse	dollhouse	0.643	0.245	0.363
dolor	NO TRANSLATION	0.167	0.635	0.375
dolphin	lauk lumba-lumba	0.776	0.350	0.414
domain	domain	0.573	0.549	0.828
dome	kubah	0.620	0.398	0.509
domestic	di jerona nagara	0.729	0.327	0.500
domesticated	domesticated	0.635	0.360	0.294
domestication	doméstikasi	0.594	0.390	0.435
domicile	domicile	0.604	0.292	0.529
domiciled	domiciled	0.542	0.340	0.516
dominance	leuwih dominan	0.542	0.775	0.839
dominant	hal boga pangaruh kuat	0.406	0.854	0.893
dominate	ngajadikeun boga pangaruh kuat	0.439	0.814	0.953
dominating	dominating	0.427	0.769	0.902
domination	dominasi	0.505	0.786	0.959
dominatrix	dominatrix	0.390	0.727	0.709
dominion	Dominion	0.542	0.704	0.890
domino	domino	0.594	0.510	0.473
don	sunda	0.646	0.454	0.702
donate	nulungan	0.774	0.462	0.577
donation	tutulung	0.792	0.398	0.602
donkey	kalde	0.406	0.367	0.245
donor	donor	0.714	0.490	0.653
dontlikeyou	NO TRANSLATION	0.055	0.500	0.282
dontmess	NO TRANSLATION	0.396	0.482	0.440
dontmesswithme	dontmesswithme	0.312	0.635	0.440
dontpanic	dontpanic	0.469	0.465	0.425
dontunderstand	NO TRANSLATION	0.219	0.357	0.271
doodle	doodle	0.604	0.402	0.376
doom	doom	0.073	0.750	0.442
doomed	doomed	0.041	0.755	0.301
doomsday	kiamat	0.125	0.861	0.670
door	panto	0.549	0.189	0.421
doorbell	doorbell	0.564	0.500	0.307
doorknob	doorknob	0.406	0.553	0.462
doorman	doorman	0.570	0.371	0.491
doormat	doormat	0.458	0.269	0.267
doornail	doornail	0.459	0.370	0.423
doorstep	doorstep	0.531	0.274	0.391
doorway	doorway	0.573	0.304	0.496
dopamine	dopamin	0.548	0.469	0.426
dope	dope	0.295	0.855	0.425
dopey	dopey	0.320	0.380	0.365
dork	dork	0.272	0.519	0.361
dorky	dorky	0.302	0.480	0.390
dorm	dorm	0.719	0.194	0.327
dormant	dormant	0.385	0.245	0.245
dormitory	asrama	0.633	0.204	0.382
dorsal	dorsal	0.449	0.360	0.445
dosage	takeran	0.344	0.450	0.490
dose	dosis	0.458	0.490	0.427
dossier	dossier	0.357	0.380	0.544
dot	titik	0.434	0.290	0.391
doting	doting	0.888	0.415	0.426
dotted	dotted	0.480	0.347	0.426
dotty	dotty	0.375	0.402	0.393
double	ganda	0.677	0.378	0.569
doubled	dua kali	0.427	0.536	0.560
doublet	doublet	0.420	0.431	0.500
doubling	duka kali	0.459	0.452	0.464
doubt	cangcaya	0.395	0.351	0.231
doubtful	asa-asa	0.250	0.465	0.241
doubting	doubting	0.224	0.560	0.189
doubtless	doubtless	0.688	0.415	0.689
doubts	mamang	0.306	0.448	0.305
douche	douche	0.490	0.413	0.397
douchebags	douchebags	0.327	0.587	0.366
dough	adonan	0.588	0.229	0.391
doughboy	doughboy	0.365	0.443	0.396
doughnut	donat	0.663	0.380	0.279
dour	dour	0.360	0.404	0.325
douse	douse	0.365	0.453	0.412
dove	japati	0.729	0.235	0.437
down	turun	0.208	0.330	0.264
downcast	downcast	0.071	0.500	0.222
downer	downer	0.120	0.594	0.226
downfall	karuksakan	0.200	0.717	0.182
downfield	downfield	0.521	0.330	0.380
downhearted	downhearted	0.119	0.461	0.255
downhill	Turun gunung	0.292	0.573	0.279
download	download	0.602	0.490	0.503
downpour	downpour	0.328	0.602	0.481
downright	downright	0.625	0.454	0.679
downriver	downriver	0.542	0.469	0.279
downside	downside	0.190	0.400	0.246
downtime	downtime	0.240	0.226	0.324
downward	handap	0.188	0.347	0.255
downy	downy	0.630	0.170	0.255
dowry	mahar	0.604	0.453	0.544
doze	doze	0.592	0.200	0.405
dozen	losin	0.583	0.343	0.425
drab	drab	0.327	0.300	0.242
draft	draf	0.438	0.360	0.351
drafty	drafty	0.458	0.500	0.518
drag	nyered	0.388	0.606	0.348
dragon	naga	0.541	0.821	0.712
dragonfly	papatong	0.571	0.373	0.357
drain	solokan	0.277	0.470	0.222
drainage	drainase	0.219	0.354	0.307
drained	lemes	0.310	0.441	0.352
draining	draining	0.337	0.396	0.304
drainpipe	drainpipe	0.417	0.413	0.277
drake	Drake	0.467	0.411	0.452
drama	drama	0.430	0.755	0.481
dramaqueen	NO TRANSLATION	0.337	0.682	0.482
dramatic	dramatis	0.367	0.780	0.443
drape	drape	0.417	0.439	0.404
drapery	drapery	0.479	0.220	0.223
drastic	drastis	0.194	0.839	0.657
drat	NO TRANSLATION	0.302	0.516	0.409
draught	draf	0.465	0.245	0.316
draw	ngagambar	0.704	0.449	0.481
drawback	aral	0.302	0.422	0.148
drawbridge	drawbridge	0.551	0.557	0.438
drawer	laci	0.429	0.196	0.292
drawers	drawers	0.539	0.260	0.236
drawing	gambar	0.698	0.216	0.333
dread	dread	0.153	0.792	0.368
dreaded	dreaded	0.122	0.706	0.460
dreadful	dreadful	0.092	0.786	0.348
dreadfully	dreadfully	0.246	0.806	0.306
dreading	dreading	0.125	0.760	0.377
dream	ngimpi	0.844	0.157	0.328
dreamboat	dreamboat	0.776	0.491	0.458
dreamer	pemimpi	0.820	0.394	0.455
dreaming	ngimpi	0.854	0.320	0.336
dreamland	dreamland	0.844	0.471	0.566
dreams	impian	0.865	0.415	0.530
dreamt	ngimpi	0.812	0.380	0.518
dreamy	cupang	0.837	0.350	0.500
dreary	dreary	0.260	0.490	0.324
dredge	dredge	0.427	0.445	0.444
drenched	drenched	0.302	0.361	0.388
dress	pake pakean	0.760	0.300	0.345
dresser	dresser	0.604	0.398	0.473
dressmaker	dressmaker	0.698	0.460	0.483
dressy	dressy	0.800	0.570	0.696
dribble	NO TRANSLATION	0.417	0.551	0.465
dried	garing	0.427	0.260	0.385
drier	drier	0.306	0.347	0.392
drift	drift	0.316	0.520	0.375
drifted	drifted	0.312	0.542	0.310
drifter	drifter	0.449	0.512	0.391
driftwood	driftwood	0.321	0.283	0.439
drill	ngabur	0.250	0.602	0.573
drink	inuman	0.650	0.552	0.474
drinker	drinker	0.365	0.735	0.441
drinking	minum	0.562	0.459	0.317
drinks	inuman	0.729	0.656	0.412
drip	ngeclak	0.392	0.193	0.175
dripping	dripping	0.302	0.257	0.267
drive	nyetir	0.625	0.689	0.713
drivel	drivel	0.398	0.469	0.463
driver	nu nyetir	0.553	0.538	0.637
driveway	driveway	0.612	0.392	0.689
drizzle	drizzle	0.521	0.353	0.319
droll	droll	0.459	0.573	0.422
drone	drone	0.429	0.686	0.596
drones	drones	0.398	0.577	0.588
drool	drool	0.385	0.398	0.204
drooping	drooping	0.245	0.558	0.353
droopy	droopy	0.438	0.350	0.297
drop	ngaragragkeun	0.479	0.321	0.291
droplet	droplet	0.625	0.208	0.194
dropout	pegat sakola	0.253	0.550	0.481
dropper	dropper	0.333	0.216	0.236
drought	halodo	0.133	0.353	0.267
drove	NO TRANSLATION	0.541	0.528	0.623
drown	ngalelepkeun	0.071	0.860	0.270
drowsiness	drowsiness	0.260	0.194	0.303
drowsy	drowsy	0.375	0.180	0.240
drudgery	drudgery	0.094	0.522	0.241
drug	ubar	0.214	0.790	0.453
drug dealing	kaayaan ubar	0.042	0.843	0.500
drugged	drugged	0.102	0.750	0.321
druggist	tukang obat	0.240	0.561	0.417
drugs	obat	0.167	0.750	0.368
drugstore	toko ubar	0.490	0.343	0.518
druid	druid	0.517	0.445	0.481
drum	dreum	0.615	0.679	0.339
drummer	tukang nabeuh dram	0.646	0.700	0.564
drumming	drumming	0.594	0.750	0.426
drunk	mabok	0.194	0.800	0.250
drunk driving	mabok nyetir	0.073	0.900	0.306
drunkard	drunkard	0.240	0.873	0.250
drunken	drunken	0.155	0.849	0.250
drunkenness	mabok	0.214	0.774	0.336
dry	garing	0.363	0.169	0.311
dryer	dryer	0.479	0.343	0.277
dryness	kagaringan	0.292	0.296	0.263
dual	dual	0.573	0.330	0.384
dualism	dualisme	0.490	0.406	0.536
duality	dualitas	0.438	0.520	0.503
dub	dub	0.510	0.480	0.387
dubious	dubious	0.414	0.480	0.198
duchess	duchess	0.656	0.548	0.711
duck	bebek	0.594	0.337	0.236
ducking	ducking	0.344	0.573	0.294
duckling	duckling	0.602	0.353	0.263
ducky	ducky	0.520	0.430	0.368
duct	saluran	0.449	0.435	0.430
ductile	pangleuleusna ti antara	0.508	0.420	0.433
dud	Dud	0.167	0.455	0.246
dude	dude	0.809	0.356	0.615
duds	duds	0.347	0.311	0.339
due	alatan	0.562	0.340	0.467
duel	tanding	0.271	0.696	0.589
dues	iuran	0.367	0.461	0.288
duet	duet	0.694	0.693	0.527
duffel	duffel	0.500	0.400	0.384
dugout	dugout	0.490	0.370	0.463
duh	duh	0.357	0.461	0.364
duke	Patih	0.667	0.440	0.669
dull	kusam	0.194	0.120	0.185
dullard	dullard	0.450	0.480	0.365
dumb	belet	0.188	0.330	0.151
dumbasses	dumbasses	0.316	0.590	0.363
dumbbell	dumbbell	0.302	0.469	0.364
dumbbitch	NO TRANSLATION	0.281	0.636	0.393
dumfound	dumfound	0.271	0.551	0.295
dumfounder	NO TRANSLATION	0.406	0.481	0.400
dummy	dummy	0.440	0.144	0.250
dump	dump	0.345	0.500	0.370
dumpling	pangsit	0.580	0.321	0.360
dumps	dumps	0.302	0.583	0.365
dumpster	dumpster	0.229	0.418	0.101
dun	dun	0.458	0.431	0.339
dunce	dunce	0.188	0.327	0.146
dune	pasir keusik	0.459	0.173	0.414
dung	NO TRANSLATION	0.104	0.549	0.149
dungeon	bui	0.276	0.608	0.440
dunk	dunk	0.406	0.333	0.475
duo	duo	0.510	0.500	0.447
dupe	dupe	0.184	0.760	0.327
duplex	duplex	0.592	0.452	0.467
duplicate	duplikat	0.521	0.490	0.338
duplication	turunan	0.480	0.564	0.577
duplicity	duplicity	0.406	0.500	0.578
durability	kakuatan keur nahan	0.750	0.398	0.813
durable	awet	0.740	0.294	0.688
duration	waktu	0.656	0.370	0.536
duress	duress	0.302	0.569	0.612
dusk	burit	0.532	0.276	0.519
dusky	dusky	0.229	0.528	0.324
dust	lebu	0.344	0.246	0.241
duster	duster	0.408	0.265	0.296
dustpan	dustpan	0.609	0.466	0.371
dusty	loba lewuna	0.406	0.294	0.255
dutiful	dutiful	0.724	0.245	0.585
duty	kawajiban	0.583	0.579	0.651
dwarf	dwarf	0.370	0.340	0.288
dwarfed	dwarfed	0.365	0.265	0.293
dweeb	dweeb	0.354	0.446	0.327
dwell	Huni	0.698	0.245	0.611
dweller	dweller	0.615	0.304	0.500
dwelling	dwelling	0.765	0.330	0.481
dye	ngalelep	0.479	0.314	0.371
dying	dying	0.040	0.664	0.422
dyke	Dyke	0.438	0.396	0.566
dynamic	dinamis	0.724	0.750	0.836
dynamical	dinamis	0.786	0.730	0.827
dynamics	dinamika	0.745	0.682	0.774
dynamite	dinamit	0.344	0.860	0.783
dynamo	dinamo	0.531	0.650	0.593
dynasty	dinasti	0.725	0.588	0.936
dysentery	disentri	0.260	0.528	0.345
dysfunction	disfungsi	0.156	0.410	0.386
dysfunctional	dysfunctional	0.125	0.558	0.307
dyspepsia	dyspepsia	0.212	0.470	0.460
eager	hayang pisan	0.521	0.812	0.306
eagerness	eagerness	0.406	0.621	0.443
eagle	manuk galudra	0.604	0.594	0.679
ear	ceuli	0.469	0.216	0.231
earful	earful	0.533	0.462	0.443
earl	gelar kebangsawanan	0.582	0.461	0.794
earlier	baheula	0.562	0.352	0.339
early	awal	0.633	0.373	0.426
earn	ngahasilkeun	0.865	0.769	0.817
earnest	earnest	0.653	0.380	0.670
earnestly	earnestly	0.847	0.490	0.717
earnestness	earnestness	0.812	0.373	0.615
earnings	earnings	0.938	0.650	0.875
earpiece	earpiece	0.583	0.286	0.452
earring	anting-anting	0.583	0.520	0.500
earrings	anting	0.676	0.346	0.517
earshot	earshot	0.552	0.332	0.408
earth	bumi	0.750	0.225	0.614
earthenware	earthenware	0.552	0.210	0.320
earthling	earthling	0.531	0.412	0.570
earthly	earthly	0.625	0.318	0.518
earthquake	lindu	0.073	0.930	0.812
earthy	earthy	0.375	0.413	0.404
ease	katentreman	0.796	0.385	0.491
easel	easel	0.694	0.340	0.527
easement	easement	0.479	0.345	0.302
easily	gampang	0.885	0.279	0.453
east	wetan	0.510	0.250	0.317
eastbound	eastbound	0.541	0.408	0.402
eastern	sabeulah wetan	0.521	0.420	0.480
easy	gampil	0.865	0.194	0.373
easygoing	henteu sesah	0.823	0.276	0.538
eat	dahar	0.731	0.500	0.464
eater	eater	0.459	0.337	0.510
eating	dahar	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	eavesdrop	0.375	0.710	0.368
eavesdropping	eavesdropping	0.490	0.380	0.441
ebb	ebb	0.354	0.451	0.404
ebony	ebony	0.490	0.317	0.400
ebullient	ebullient	0.659	0.856	0.746
eccentric	saendeng	0.531	0.806	0.721
eccentricity	eccentricity	0.408	0.735	0.745
ecclesiastical	ecclesiastical	0.673	0.270	0.660
echelon	pajabat eselon	0.490	0.404	0.425
echinacea	echinacea	0.592	0.418	0.454
echo	gema	0.573	0.373	0.345
eclectic	eclectic	0.646	0.542	0.508
eclipse	samagaha	0.541	0.469	0.616
ecliptic	ecliptic	0.531	0.520	0.556
ecological	ékologis	0.885	0.290	0.607
economic	ékonomi	0.561	0.408	0.639
economical	ekonomis	0.667	0.564	0.673
economics	ékonomi	0.625	0.481	0.632
economy	ekonomi	0.583	0.434	0.771
ecosystem	ékosistem	0.729	0.259	0.633
ecstasy	ekstasi	0.796	0.922	0.655
ecstatic	ecstatic	0.875	0.769	0.742
ecumenical	ecumenical	0.561	0.450	0.547
eddy	eddy	0.500	0.394	0.350
edema	busung lapar	0.250	0.519	0.318
edge	sisi	0.439	0.470	0.468
edging	edging	0.479	0.394	0.370
edgy	edgy	0.281	0.895	0.306
edible	plant	0.750	0.425	0.497
edict	edict	0.316	0.547	0.560
edification	edification	0.625	0.481	0.697
edifice	edifice	0.551	0.403	0.610
edit	édit	0.510	0.410	0.544
editing	ngedit	0.604	0.404	0.493
edition	édisi	0.542	0.455	0.564
editor	jelema nu nyunting	0.772	0.431	0.673
editorial	redaksi	0.583	0.330	0.570
educate	ngadidik	0.760	0.380	0.728
educated	loba diajar	0.816	0.297	0.625
education	pendidikan	0.896	0.275	0.840
educational	atikan	0.745	0.457	0.764
educator	pendidik	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	eek	0.292	0.529	0.343
eel	belut	0.292	0.564	0.487
eerie	eerie	0.265	0.771	0.442
effect	epek	0.570	0.518	0.608
effective	epektip	0.844	0.632	0.891
effectiveness	éféktivitas	0.640	0.654	0.812
effects	épék	0.470	0.578	0.379
effectual	effectual	0.776	0.559	0.820
effectually	effectually	0.724	0.500	0.594
effectuate	effectuate	0.510	0.602	0.679
effeminate	effeminate	0.337	0.619	0.291
efficacious	efficacious	0.823	0.698	0.845
efficacy	efficacy	0.802	0.490	0.906
efficiency	episiensi	0.802	0.509	0.892
efficient	episien	0.959	0.604	0.830
effigy	effigy	0.510	0.440	0.401
effort	upaya	0.698	0.778	0.858
effortless	effortless	0.626	0.090	0.352
effusion	effusion	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	endog	0.684	0.241	0.293
egghead	egghead	0.316	0.492	0.284
eggnog	eggnog	0.635	0.360	0.259
eggplant	terong	0.592	0.152	0.323
eggshell	eggshell	0.408	0.269	0.212
ego	ego	0.328	0.576	0.593
egomaniac	egomaniac	0.133	0.708	0.596
egotistical	egotistical	0.156	0.667	0.363
egregious	kalakuan kakoncara	0.150	0.716	0.442
egress	egress	0.490	0.429	0.287
eight	dalapan	0.540	0.199	0.315
eighteen	dalapan belas	0.523	0.340	0.404
eighth	kadalapan	0.531	0.226	0.380
eighty	dalapan puluh	0.500	0.300	0.453
ejaculate	éjakulasi	0.604	0.896	0.604
ejaculation	éjakulasi	0.615	0.893	0.547
eject	ngaluarkeun	0.434	0.656	0.559
ejection	ejection	0.188	0.836	0.554
elaborate	kawincik nepi ka bubuk leutikna	0.561	0.367	0.680
elaboration	elaboration	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	elapse	0.514	0.440	0.455
elapsed	tos dilakonan	0.583	0.451	0.493
elastic	elastis	0.656	0.518	0.385
elasticity	élastisitas	0.635	0.452	0.582
elated	elated	0.792	0.960	0.725
elation	elation	0.740	0.853	0.623
elbow	siku	0.448	0.133	0.254
eld	eld	0.471	0.292	0.451
elder	kokolot	0.448	0.153	0.462
elderly	manula	0.615	0.212	0.283
elders	sesepuh	0.602	0.260	0.441
eldest	cikal	0.625	0.471	0.741
elect	milih	0.667	0.554	0.661
election	pamilihan	0.625	0.519	0.651
elective	elective	0.612	0.380	0.623
elector	elector	0.479	0.520	0.766
electoral	Panwaslu	0.490	0.631	0.602
electorate	electorate	0.560	0.380	0.696
electric	listrik	0.458	0.708	0.512
electric slide	slide listrik	0.542	0.660	0.536
electrical	listrik	0.531	0.620	0.688
electrician	Tukang	0.449	0.590	0.620
electricity	listrik	0.698	0.810	0.733
electrify	electrify	0.520	0.769	0.737
electrocute	electrocute	0.271	0.731	0.555
electrocution	electrocution	0.177	0.844	0.692
electromagnetic	éléktromagnétik	0.531	0.632	0.683
electron	éléktron	0.520	0.455	0.560
electronic	éléktronik	0.571	0.490	0.704
electronics	éléktronika	0.708	0.545	0.574
elegance	kamewahan	0.918	0.396	0.824
elegant	elegan	0.865	0.500	0.685
element	unsur	0.531	0.259	0.481
elemental	unsur	0.627	0.306	0.711
elementary	dasar	0.594	0.286	0.686
elements	elemen	0.510	0.312	0.462
elephant	gajah	0.531	0.510	0.615
elevate	Nyiar	0.812	0.500	0.804
elevated	luhur:	0.704	0.594	0.620
elevation	luhurna	0.760	0.759	0.711
elevator	tangga jalan	0.562	0.604	0.676
eleven	sawelas	0.449	0.250	0.430
eleventh	Sawala	0.594	0.329	0.357
elf	elf	0.460	0.457	0.315
elicit	méré	0.406	0.594	0.658
eligible	minuhan sarat	0.750	0.400	0.518
eliminate	nyisikeun	0.265	0.670	0.324
elimination	éliminasi	0.052	0.667	0.431
elite	élit	0.688	0.704	0.737
elitist	elitist	0.500	0.606	0.656
elixir	elixir	0.708	0.587	0.604
elk	Elk	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	elips	0.531	0.410	0.479
ellipsis	ellipsis	0.653	0.358	0.314
ellipsoid	ellipsoid	0.500	0.440	0.419
elliptic	elliptic	0.500	0.431	0.528
elliptical	elliptical	0.338	0.385	0.490
elm	elm	0.510	0.345	0.321
elongate	elongate	0.583	0.385	0.540
elongation	elongation	0.561	0.500	0.500
elope	elope	0.396	0.694	0.528
eloquence	eloquence	0.729	0.490	0.804
eloquent	eloquent	0.870	0.680	0.741
elucidate	napak	0.583	0.509	0.518
elucidation	Penjelasan	0.650	0.574	0.586
elude	nyingkahan	0.438	0.521	0.464
elusive	hese dihartikeun	0.229	0.615	0.466
emaciated	emaciated	0.103	0.541	0.151
email	email	0.698	0.230	0.456
emanate	emanate	0.653	0.464	0.554
emancipation	emansipasi	0.704	0.684	0.763
embankment	embankment	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	naek kapal	0.541	0.550	0.619
embarrass	ngerakeun	0.082	0.667	0.364
embarrassed	embarrassed	0.184	0.560	0.246
embarrassing	ngerakeun	0.226	0.809	0.225
embarrassment	isin	0.143	0.685	0.226
embassy	kedutaan ageng	0.622	0.333	0.758
embattled	embattled	0.235	0.724	0.421
embed	Lebetkeun	0.417	0.554	0.670
