Word	Nepali-ne	Valence	Arousal	Dominance
corporal	corporal	0.582	0.490	0.596
corporate	कर्पोरेट	0.592	0.454	0.745
corporation	निगम	0.429	0.332	0.873
corporeal	कोरपाल	0.520	0.350	0.461
corps	कोर	0.551	0.453	0.483
corpse	कोरस	0.094	0.657	0.232
corpsman	कोरpsman	0.439	0.469	0.651
corpus	कोरस	0.543	0.340	0.490
corral	कोरल	0.606	0.662	0.422
correct	सही	0.857	0.306	0.723
correction	सुधार	0.448	0.485	0.558
correctional	सुधार	0.292	0.713	0.602
corrective	सुधारवादी	0.448	0.528	0.613
correctness	शुद्धता	0.796	0.450	0.649
correlation	सहसंबंध	0.596	0.462	0.571
correlative	सहसंगीतिक	0.510	0.402	0.571
correspond	अनुरूप	0.710	0.452	0.545
correspondence	पत्राचार	0.663	0.423	0.491
correspondent	संवाददाता	0.573	0.565	0.712
corresponding	अनुरूप	0.740	0.423	0.618
corridor	गलियारे	0.604	0.589	0.592
corroborate	पुष्टि गर्नुहोस्	0.671	0.471	0.616
corroboration	सुधार	0.625	0.431	0.733
corrosion	जंग	0.156	0.610	0.348
corrosive	corrosive	0.140	0.618	0.570
corrupt	भ्रष्ट	0.020	0.806	0.500
corrupting	भ्रष्ट	0.062	0.804	0.380
corruption	भ्रष्टाचार	0.052	0.830	0.549
corsage	घोडा	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	कोर्सेट	0.490	0.520	0.381
cortex	Cortex	0.594	0.439	0.529
cortical	cortical	0.380	0.423	0.536
cortisone	cortisone	0.427	0.395	0.456
corvette	कोर्नेट	0.551	0.520	0.598
cosmetic	कस्मेटिक	0.625	0.304	0.308
cosmetics	प्रसाधन सामग्री	0.765	0.464	0.472
cosmic	cosmic	0.663	0.538	0.692
cosmology	cosmology	0.651	0.438	0.637
cosmopolitan	cosmopolitan	0.823	0.510	0.760
cosmos	ब्रह्मांड	0.860	0.478	0.664
cost	लागत	0.365	0.420	0.439
costly	महँगो	0.316	0.650	0.642
costume	पोशाक	0.548	0.510	0.374
cosy	आरामदायक	0.847	0.255	0.518
cot	cot	0.625	0.230	0.278
cote	कोट	0.439	0.344	0.324
cottage	कटेज	0.600	0.279	0.361
cotton	कपास	0.639	0.071	0.240
couch	सोफे	0.594	0.082	0.198
cougar	कोगार	0.438	0.588	0.538
cough	खरानी	0.255	0.627	0.241
council	परिषद	0.875	0.279	0.635
councilman	परिषद	0.531	0.367	0.793
counsel	सल्लाह	0.594	0.519	0.730
counseling	परामर्श	0.667	0.480	0.704
counsellor	सल्लाहकार	0.823	0.327	0.740
counselor	सल्लाहकार	0.873	0.365	0.706
count	गणना गर्नुहोस्	0.594	0.389	0.492
countdown	काउन्टीडाउन	0.438	0.692	0.490
countenance	काउन्सेन्स	0.635	0.440	0.690
counter	काउन्टर	0.439	0.478	0.750
counteract	विरोध	0.378	0.542	0.688
counterattack	जवाबी हमला	0.281	0.951	0.764
counterbalance	प्रतिबन्ध	0.520	0.480	0.627
counterclaim	काउन्टर गर्नुहोस्	0.398	0.760	0.651
counterfeit	नकली	0.094	0.694	0.451
counterpart	समकक्ष	0.448	0.608	0.577
counterpoint	काउन्टरबिन्दु	0.438	0.509	0.538
countess	काउन्टी	0.562	0.440	0.670
countless	अनगिन्ती	0.520	0.566	0.534
country	देश	0.698	0.394	0.693
countryman	देशी	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	देशमा	0.732	0.288	0.327
counts	गणना गर्दछ	0.343	0.373	0.500
county	काउन्टी	0.479	0.368	0.545
coup	कुपोषण	0.275	0.815	0.607
coupe	कोप	0.479	0.460	0.482
couple	युगल	0.806	0.605	0.607
coupled	युग्मित	0.612	0.286	0.650
coupling	युग्मन	0.594	0.479	0.555
coupon	कूपन	0.704	0.300	0.421
courage	साहस	0.830	0.728	0.849
courageous	साहसी	0.918	0.587	0.879
courier	कूरियर	0.551	0.383	0.441
courses	पाठ्यक्रमहरू	0.735	0.412	0.534
coursing	coursing	0.542	0.472	0.546
court	अदालत	0.479	0.769	0.827
courteous	courteous	0.937	0.396	0.529
courtesy	शिष्टाचार	0.927	0.287	0.431
courthouse	courthouse	0.571	0.503	0.818
courtroom	अदालतको कोठा	0.385	0.670	0.887
courts	अदालत	0.367	0.710	0.816
courtship	अदालत	0.667	0.490	0.654
courtside	अदालतले	0.592	0.391	0.434
courtyard	आंगन	0.503	0.365	0.355
cousin	चकलेट	0.675	0.394	0.427
cousins	कोचिन	0.760	0.409	0.464
cove	कोव	0.500	0.304	0.370
coven	बुना भयो	0.458	0.578	0.591
covenant	करार	0.594	0.462	0.667
cover	आवरण	0.365	0.240	0.471
coverage	कवरेज	0.767	0.413	0.629
covered	आवरण	0.562	0.340	0.644
covering	आवरण	0.615	0.382	0.583
covert	आवरण	0.500	0.570	0.508
covet	covet	0.302	0.779	0.524
coveted	उद्धृत गरियो	0.661	0.730	0.625
cow	गाई	0.449	0.230	0.300
coward	सहकर्मी	0.102	0.490	0.149
cowardice	सहकर्मी	0.133	0.621	0.167
cowardly	सहकर्मी	0.102	0.385	0.127
cowboy	चरवाहे	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	cowhand	0.438	0.480	0.596
cowhide	cowhide	0.458	0.324	0.333
cowl	cowl	0.427	0.450	0.232
coworker	सहकर्मी	0.667	0.490	0.625
coy	coy	0.347	0.330	0.213
coyote	कोयोट	0.459	0.471	0.387
cozy	आरामदायक	0.910	0.356	0.545
crab	केकडा	0.421	0.396	0.330
crabby	क्रैबी	0.198	0.812	0.370
crack	दरबार	0.302	0.625	0.400
cracked	बिस्तृत	0.224	0.520	0.228
cracker	पक्कै	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	खुल्ला	0.327	0.557	0.286
crackle	क्रिकेट	0.327	0.643	0.481
crackpot	crackpot	0.260	0.602	0.245
cradle	पालना	0.776	0.194	0.333
craft	शिल्प	0.760	0.321	0.539
crafts	शिल्प	0.667	0.380	0.391
craftsman	शिल्पकार	0.719	0.310	0.583
craftsmanship	शिल्पकारिता	0.823	0.373	0.571
crafty	crafty	0.589	0.679	0.783
craig	craig	0.448	0.449	0.490
cram	क्र्याम	0.354	0.730	0.598
crammed	crammed	0.406	0.740	0.466
cramp	cramp	0.194	0.796	0.340
cramped	चिन्ता भयो	0.240	0.567	0.360
cranberry	क्रेनबेरी	0.793	0.330	0.363
cranberry juice	क्रेनबेरीको रस	0.622	0.321	0.281
crane	क्रेन	0.396	0.417	0.589
cranial	क्रेनियल	0.354	0.510	0.583
cranium	क्र्रेनियम	0.439	0.491	0.725
crank	क्रेन	0.448	0.275	0.417
cranky	क्रेन	0.194	0.776	0.396
cranny	cranny	0.194	0.471	0.250
crap	बकवास	0.083	0.644	0.167
crappy	चिन्तित	0.039	0.582	0.208
craps	craps	0.375	0.420	0.273
crash	दुर्घटना	0.194	0.906	0.355
crass	क्रस	0.223	0.490	0.466
crate	क्रिकेट	0.427	0.173	0.274
crater	क्रटर	0.450	0.647	0.529
crave	crave	0.625	0.510	0.731
craving	तरकारी	0.510	0.755	0.636
crawfish	क्र्राफिश	0.510	0.427	0.342
crawl	क्रल	0.479	0.519	0.467
crayon	crayon	0.604	0.260	0.185
crayons	crayons	0.684	0.366	0.405
craze	सिंक	0.255	0.657	0.435
crazed	crazed	0.153	0.877	0.417
craziness	पागलपन	0.238	0.908	0.255
crazy	पागल	0.156	0.843	0.321
creak	creak	0.344	0.670	0.411
creaking	सिर्जना गर्दै	0.302	0.743	0.415
cream	क्रीम	0.688	0.259	0.220
creamed	क्रमादेशित	0.723	0.273	0.288
creamer	क्रीमर	0.594	0.192	0.269
creamy	मलाई	0.823	0.337	0.345
crease	सिर्जना गर्नुहोस्	0.440	0.286	0.300
create	सिर्जना गर्नुहोस्	0.786	0.588	0.789
creation	निर्माण	0.927	0.575	0.868
creative	रचनात्मक	0.917	0.518	0.788
creativity	रचनात्मकता	0.938	0.684	0.815
creator	सिर्जनाकर्ता	0.865	0.592	0.856
creature	जीव	0.669	0.625	0.620
credence	प्रमाण	0.760	0.460	0.737
credential	प्रमाणपत्र	0.735	0.337	0.597
credentials	प्रमाणपत्रहरू	0.708	0.373	0.675
credibility	विश्वसनीयता	0.875	0.427	0.809
credible	विश्वसनीय	0.917	0.441	0.750
credit	क्रेडिट	0.673	0.549	0.648
credit card	क्रेडिट कार्ड	0.670	0.550	0.640
creditable	क्रेडिट	0.802	0.510	0.742
credited	श्रेय भयो	0.781	0.390	0.691
crediting	क्रेडिट	0.673	0.550	0.741
creditor	लेनदेन	0.479	0.594	0.689
creed	क्रिश्चियन	0.573	0.245	0.544
creek	creek	0.552	0.392	0.330
creep	छिर्न	0.354	0.647	0.361
creeper	रचनाकार	0.429	0.558	0.366
creeping	जीवित	0.292	0.613	0.282
creepy	डरलाग्दो	0.125	0.861	0.373
cremation	प्रलोभन	0.084	0.620	0.420
creole	creole	0.667	0.357	0.523
crepe	crepe	0.562	0.224	0.349
crescendo	crescendo	0.760	0.575	0.594
crescent	अर्धशतक	0.698	0.382	0.407
crest	क्रिस्ट	0.458	0.333	0.333
crestfallen	crestfallen	0.235	0.346	0.175
cretin	cretin	0.265	0.583	0.312
cretins	cretins	0.094	0.741	0.328
crevice	crevice	0.361	0.471	0.275
crew	चालक	0.604	0.598	0.735
crewman	crewman	0.602	0.580	0.548
crib	crib	0.653	0.240	0.407
cricket	क्रिकेट	0.423	0.539	0.370
cried	रोए	0.167	0.612	0.254
crime	अपराध	0.071	0.943	0.630
criminal	आपराधिक	0.021	0.830	0.529
criminality	अपराध	0.122	0.863	0.580
crimp	crimp	0.260	0.557	0.396
crimson	क्रिमसन	0.667	0.385	0.370
cringe	cringe	0.245	0.840	0.377
cripple	झन्डै	0.094	0.392	0.161
crippled	झन्डै	0.035	0.358	0.236
crippling	झन्डै	0.156	0.598	0.391
crisis	संकट	0.208	0.811	0.431
crisp	कुरकुरा	0.776	0.692	0.508
crispy	क्रिसपी	0.656	0.550	0.509
criterion	criterion	0.396	0.410	0.736
critic	आलोचना	0.264	0.604	0.686
critical	महत्वपूर्ण	0.312	0.802	0.545
criticise	आलोचना	0.073	0.700	0.452
criticism	आलोचना	0.115	0.563	0.505
criticize	आलोचना	0.143	0.708	0.473
criticized	आलोचना	0.240	0.600	0.311
critique	आलोचना	0.302	0.760	0.537
critter	critter	0.542	0.539	0.482
croak	croak	0.337	0.346	0.298
croc	croc	0.327	0.452	0.451
crock	क्रोक	0.385	0.412	0.421
crockery	चकलेट	0.552	0.216	0.327
crocodile	मकवानपुर	0.344	0.708	0.610
croft	croft	0.531	0.429	0.421
croissant	croissant	0.745	0.330	0.430
crook	क्रोक	0.171	0.765	0.550
crooked	कडा	0.146	0.594	0.305
crop	फसल	0.615	0.260	0.500
croquet	croquet	0.551	0.519	0.407
cross	क्रस	0.448	0.321	0.569
cross country	क्रस देश	0.531	0.441	0.529
crossbow	क्रसbow	0.344	0.598	0.560
crossed	पार भयो	0.431	0.490	0.508
crossfire	क्रसfire	0.316	0.896	0.722
crossing	क्रसिंग	0.549	0.349	0.451
crossover	चक्र	0.559	0.550	0.500
crosswalk	crosswalk	0.557	0.441	0.380
crossword	क्रान्ति	0.611	0.423	0.455
crotch	crotch	0.521	0.637	0.447
crouch	crouch	0.281	0.606	0.312
crouched	crouched	0.333	0.363	0.279
crouching	crouching	0.261	0.429	0.345
croupier	croupier	0.531	0.519	0.404
crow	भीड	0.224	0.439	0.363
crowbar	crowbar	0.406	0.531	0.386
crowd	भीड	0.350	0.827	0.731
crowded	भीड भयो	0.694	0.286	0.585
crowds	भीड	0.469	0.723	0.806
crown	क्राउन	0.708	0.572	0.737
crowning	कुकुर	0.773	0.594	0.831
crucial	महत्वपूर्ण	0.541	0.657	0.777
cruciate	cruciate	0.429	0.435	0.585
crucifix	crucifix	0.469	0.480	0.510
crucifixion	क्रिस्फिक्स	0.135	0.857	0.541
crucify	क्रान्ति गर्नुहोस्	0.146	0.878	0.573
crud	क्रूड	0.312	0.330	0.444
crude	कच्चा	0.198	0.402	0.357
cruel	क्रूर	0.122	0.866	0.391
cruelly	क्रूरता	0.146	0.790	0.471
cruelty	क्रूरता	0.092	0.836	0.536
cruise	क्रूज	0.740	0.442	0.683
cruise ship	क्रूज जहाज	0.878	0.650	0.500
cruiser	cruiser	0.737	0.490	0.608
cruising	cruising	0.886	0.580	0.560
crumb	कुकुर	0.417	0.255	0.216
crumble	टुक्रा	0.333	0.480	0.423
crumbling	कुकुर	0.167	0.696	0.308
crummy	क्रमी	0.125	0.531	0.224
crunch	क्रान्ति	0.292	0.630	0.406
crunchy	crunchy	0.625	0.560	0.539
crusade	क्रसड	0.592	0.720	0.709
crusader	क्रसडर	0.439	0.588	0.548
crush	क्रश	0.271	0.676	0.582
crushed	कुचल	0.167	0.647	0.300
crusher	कोल्हू	0.271	0.709	0.598
crushing	क्रश	0.219	0.755	0.411
crust	क्रस्ट	0.542	0.337	0.456
crusty	crusty	0.625	0.531	0.473
crutch	crutch	0.302	0.294	0.302
crux	crux	0.469	0.558	0.519
cry	रो	0.133	0.627	0.255
crybaby	crybaby	0.375	0.702	0.311
crying	रो	0.153	0.704	0.208
crypt	क्रिप्ट	0.156	0.431	0.386
cryptic	क्रिप्ट	0.296	0.516	0.474
cryptography	क्रिप्टोग्राफी	0.490	0.415	0.650
crystal	क्रिस्टल	0.618	0.270	0.508
crystalline	क्रिस्टलीय	0.765	0.235	0.534
crystallization	क्रिस्टल	0.600	0.449	0.565
cub	cub	0.646	0.382	0.284
cubby	कोबी	0.354	0.385	0.360
cube	घन	0.469	0.226	0.274
cubic	क्यूबिक	0.458	0.306	0.407
cubicle	कब	0.479	0.343	0.417
cuckold	cuckold	0.210	0.573	0.230
cuckoo	cuckoo	0.420	0.459	0.284
cucumber	ककड़ी	0.490	0.235	0.237
cuddle	cuddle	0.885	0.559	0.475
cuddled	cuddled	0.906	0.547	0.567
cuddles	cuddles	0.847	0.382	0.500
cuddling	cuddling	0.917	0.562	0.433
cue	cue	0.521	0.433	0.484
cuff	कफ	0.469	0.453	0.387
cuisine	cuisine	0.714	0.365	0.390
culinary	पाक कला	0.654	0.443	0.519
cull	cull	0.365	0.702	0.464
culminate	घृणा गर्नुहोस्	0.667	0.550	0.602
culmination	उन्मूलन	0.656	0.586	0.695
culpability	अपराधी	0.112	0.745	0.368
culpable	दाजुभाइ	0.140	0.700	0.319
culprit	अपराधी	0.062	0.676	0.333
cult	cult	0.448	0.535	0.648
cultivate	खेती गर्नुहोस्	0.708	0.410	0.598
cultivated	खेती गरियो	0.837	0.343	0.564
cultivation	खेती	0.625	0.324	0.462
cultural	सांस्कृतिक	0.802	0.390	0.623
culture	संस्कृति	0.753	0.304	0.675
cultured	संस्कृत	0.635	0.429	0.625
culvert	उकालो	0.337	0.324	0.343
cumbersome	जटिल	0.259	0.623	0.292
cumulus	cumulus	0.570	0.433	0.432
cunning	चतुर	0.604	0.685	0.683
cunt	cunt	0.135	0.673	0.377
