Word	Irish-ga	Valence	Arousal	Dominance
correspond	comhfhreagras	0.710	0.452	0.545
correspondence	comhfhreagras	0.663	0.423	0.491
correspondent	comhfhreagraí	0.573	0.565	0.712
corresponding	comhfhreagrach	0.740	0.423	0.618
corridor	conair	0.604	0.589	0.592
corroborate	comhlánú	0.671	0.471	0.616
corroboration	coigeartú	0.625	0.431	0.733
corrosion	creimeadh	0.156	0.610	0.348
corrosive	creimneach	0.140	0.618	0.570
corrupt	truaillithe	0.020	0.806	0.500
corrupting	truaillithe	0.062	0.804	0.380
corruption	éilliú	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	cóirséad	0.490	0.520	0.381
cortex	cortex	0.594	0.439	0.529
cortical	cortical	0.380	0.423	0.536
cortisone	cortisone	0.427	0.395	0.456
corvette	corvette	0.551	0.520	0.598
cosmetic	cosmaideacha	0.625	0.304	0.308
cosmetics	cosmaidí	0.765	0.464	0.472
cosmic	cosmaí	0.663	0.538	0.692
cosmology	cosmaíocht	0.651	0.438	0.637
cosmopolitan	cosmopolitan	0.823	0.510	0.760
cosmos	cosmos	0.860	0.478	0.664
cost	costas	0.365	0.420	0.439
costly	costasach	0.316	0.650	0.642
costume	éadaí	0.548	0.510	0.374
cosy	cluthar	0.847	0.255	0.518
cot	cot	0.625	0.230	0.278
cote	cote	0.439	0.344	0.324
cottage	teachín	0.600	0.279	0.361
cotton	cadás	0.639	0.071	0.240
couch	couch	0.594	0.082	0.198
cougar	cougar	0.438	0.588	0.538
cough	casacht	0.255	0.627	0.241
council	comhairle	0.875	0.279	0.635
councilman	comhairleoir	0.531	0.367	0.793
counsel	abhcóide	0.594	0.519	0.730
counseling	comhairleoireacht	0.667	0.480	0.704
counsellor	comhairleoir	0.823	0.327	0.740
counselor	comhairleoir	0.873	0.365	0.706
count	comhaireamh	0.594	0.389	0.492
countdown	comhaireamh síos	0.438	0.692	0.490
countenance	cúil	0.635	0.440	0.690
counter	gcuntar	0.439	0.478	0.750
counteract	Cuir i gcoinne	0.378	0.542	0.688
counterattack	counterattack	0.281	0.951	0.764
counterbalance	counterbalance	0.520	0.480	0.627
counterclaim	frithéileamh	0.398	0.760	0.651
counterfeit	góchumtha	0.094	0.694	0.451
counterpart	comhpháirtí	0.448	0.608	0.577
counterpoint	frithphointe	0.438	0.509	0.538
countess	comhaltas	0.562	0.440	0.670
countless	countless	0.520	0.566	0.534
country	tír	0.698	0.394	0.693
countryman	fear	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	tuath	0.732	0.288	0.327
counts	comhaireamh	0.343	0.373	0.500
county	contae	0.479	0.368	0.545
coup	coup	0.275	0.815	0.607
coupe	coupe	0.479	0.460	0.482
couple	lánúin	0.806	0.605	0.607
coupled	le chéile	0.612	0.286	0.650
coupling	cúplála	0.594	0.479	0.555
coupon	cúpón	0.704	0.300	0.421
courage	misneach	0.830	0.728	0.849
courageous	misneach	0.918	0.587	0.879
courier	cúiréireachta	0.551	0.383	0.441
courses	cúrsaí	0.735	0.412	0.534
coursing	coursing	0.542	0.472	0.546
court	cúirt	0.479	0.769	0.827
courteous	cúirtéiseach	0.937	0.396	0.529
courtesy	cúirtéis	0.927	0.287	0.431
courthouse	teach cúirte	0.571	0.503	0.818
courtroom	seomra cúirte	0.385	0.670	0.887
courts	cúirteanna	0.367	0.710	0.816
courtship	cúirtéireachta	0.667	0.490	0.654
courtside	taobh cúirte	0.592	0.391	0.434
courtyard	clós	0.503	0.365	0.355
cousin	col ceathrar	0.675	0.394	0.427
cousins	col ceathracha	0.760	0.409	0.464
cove	cove	0.500	0.304	0.370
coven	coven	0.458	0.578	0.591
covenant	Cúnant	0.594	0.462	0.667
cover	clúdach	0.365	0.240	0.471
coverage	clúdach	0.767	0.413	0.629
covered	clúdaithe	0.562	0.340	0.644
covering	ag clúdach	0.615	0.382	0.583
covert	ceilte	0.500	0.570	0.508
covet	covet	0.302	0.779	0.524
coveted	ceaptha	0.661	0.730	0.625
cow	bó	0.449	0.230	0.300
coward	coimeartach	0.102	0.490	0.149
cowardice	brónach	0.133	0.621	0.167
cowardly	caorach	0.102	0.385	0.127
cowboy	cowboy	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	bócáiste	0.438	0.480	0.596
cowhide	caorach	0.458	0.324	0.333
cowl	bó	0.427	0.450	0.232
coworker	coimeádaí	0.667	0.490	0.625
coy	coy	0.347	0.330	0.213
coyote	coyote	0.459	0.471	0.387
cozy	cluthar	0.910	0.356	0.545
crab	portán	0.421	0.396	0.330
crabby	crabby	0.198	0.812	0.370
crack	crack	0.302	0.625	0.400
cracked	scáinte	0.224	0.520	0.228
cracker	scáinteoir	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	scoilteadh	0.327	0.557	0.286
crackle	crackle	0.327	0.643	0.481
crackpot	crackpot	0.260	0.602	0.245
cradle	cradle	0.776	0.194	0.333
craft	ceardaíochta	0.760	0.321	0.539
crafts	Ceardaíocht	0.667	0.380	0.391
craftsman	ceardaí	0.719	0.310	0.583
craftsmanship	ceardaíocht	0.823	0.373	0.571
crafty	crafty	0.589	0.679	0.783
craig	craig	0.448	0.449	0.490
cram	cram	0.354	0.730	0.598
crammed	crammed	0.406	0.740	0.466
cramp	cramp	0.194	0.796	0.340
cramped	cramped	0.240	0.567	0.360
cranberry	mónóg	0.793	0.330	0.363
cranberry juice	sú mónóg	0.622	0.321	0.281
crane	crane	0.396	0.417	0.589
cranial	cranial	0.354	0.510	0.583
cranium	cranium	0.439	0.491	0.725
crank	crank	0.448	0.275	0.417
cranky	cranky	0.194	0.776	0.396
cranny	cranny	0.194	0.471	0.250
crap	cacamas	0.083	0.644	0.167
crappy	crappy	0.039	0.582	0.208
craps	craps	0.375	0.420	0.273
crash	tuairteála	0.194	0.906	0.355
crass	crass	0.223	0.490	0.466
crate	gcliathbhosca	0.427	0.173	0.274
crater	crater	0.450	0.647	0.529
crave	crave	0.625	0.510	0.731
craving	craving	0.510	0.755	0.636
crawfish	crawfish	0.510	0.427	0.342
crawl	crawl	0.479	0.519	0.467
crayon	criáin	0.604	0.260	0.185
crayons	criáin	0.684	0.366	0.405
craze	craze	0.255	0.657	0.435
crazed	crazed	0.153	0.877	0.417
craziness	craziness	0.238	0.908	0.255
crazy	dÚsachtach	0.156	0.843	0.321
creak	creak	0.344	0.670	0.411
creaking	creaking	0.302	0.743	0.415
cream	uachtar	0.688	0.259	0.220
creamed	creamed	0.723	0.273	0.288
creamer	creamer	0.594	0.192	0.269
creamy	creamy	0.823	0.337	0.345
crease	crease	0.440	0.286	0.300
create	a chruthú	0.786	0.588	0.789
creation	cruthú	0.927	0.575	0.868
creative	cruthaitheach	0.917	0.518	0.788
creativity	cruthaitheacht	0.938	0.684	0.815
creator	cruthaitheoir	0.865	0.592	0.856
creature	créatúr	0.669	0.625	0.620
credence	creidiúlacht	0.760	0.460	0.737
credential	dintiúr	0.735	0.337	0.597
credentials	dintiúir	0.708	0.373	0.675
credibility	inchreidteacht	0.875	0.427	0.809
credible	inchreidte	0.917	0.441	0.750
credit	creidmheas	0.673	0.549	0.648
credit card	cárta creidmheasa	0.670	0.550	0.640
creditable	creidiúnach	0.802	0.510	0.742
credited	creidiúnaithe	0.781	0.390	0.691
crediting	creidiúnaithe	0.673	0.550	0.741
creditor	creidiúnaí	0.479	0.594	0.689
creed	creideamh	0.573	0.245	0.544
creek	creek	0.552	0.392	0.330
creep	creep	0.354	0.647	0.361
creeper	creeper	0.429	0.558	0.366
creeping	creeping	0.292	0.613	0.282
creepy	creepy	0.125	0.861	0.373
cremation	créamú	0.084	0.620	0.420
creole	creole	0.667	0.357	0.523
crepe	crepe	0.562	0.224	0.349
crescendo	crescendo	0.760	0.575	0.594
crescent	crescent	0.698	0.382	0.407
crest	suaitheantas	0.458	0.333	0.333
crestfallen	crestfallen	0.235	0.346	0.175
cretin	cretin	0.265	0.583	0.312
cretins	cretins	0.094	0.741	0.328
crevice	crevice	0.361	0.471	0.275
crew	criú	0.604	0.598	0.735
crewman	crewman	0.602	0.580	0.548
crib	crib	0.653	0.240	0.407
cricket	cruicéad	0.423	0.539	0.370
cried	cried	0.167	0.612	0.254
crime	coireacht	0.071	0.943	0.630
criminal	coiriúil	0.021	0.830	0.529
criminality	coiriúlacht	0.122	0.863	0.580
crimp	crimp	0.260	0.557	0.396
crimson	corcairdhearg	0.667	0.385	0.370
cringe	cringe	0.245	0.840	0.377
cripple	cripple	0.094	0.392	0.161
crippled	crippled	0.035	0.358	0.236
crippling	crippling	0.156	0.598	0.391
crisis	géarchéime	0.208	0.811	0.431
crisp	crisp	0.776	0.692	0.508
crispy	crispy	0.656	0.550	0.509
criterion	critéar	0.396	0.410	0.736
critic	cáineadh	0.264	0.604	0.686
critical	criticiúil	0.312	0.802	0.545
criticise	cáineadh	0.073	0.700	0.452
criticism	cáineadh	0.115	0.563	0.505
criticize	cáineadh	0.143	0.708	0.473
criticized	cáineadh	0.240	0.600	0.311
critique	critic	0.302	0.760	0.537
critter	critter	0.542	0.539	0.482
croak	croak	0.337	0.346	0.298
croc	croc	0.327	0.452	0.451
crock	crock	0.385	0.412	0.421
crockery	barra	0.552	0.216	0.327
crocodile	crogall	0.344	0.708	0.610
croft	croit	0.531	0.429	0.421
croissant	croissant	0.745	0.330	0.430
crook	crook	0.171	0.765	0.550
crooked	camach	0.146	0.594	0.305
crop	barr	0.615	0.260	0.500
croquet	croquet	0.551	0.519	0.407
cross	trasna	0.448	0.321	0.569
cross country	tras-tír	0.531	0.441	0.529
crossbow	dhathach	0.344	0.598	0.560
crossed	thrasnaigh	0.431	0.490	0.508
crossfire	trasfire	0.316	0.896	0.722
crossing	ag trasnú	0.549	0.349	0.451
crossover	crossover	0.559	0.550	0.500
crosswalk	crosbhealach	0.557	0.441	0.380
crossword	crosfhocal	0.611	0.423	0.455
crotch	crotch	0.521	0.637	0.447
crouch	crouch	0.281	0.606	0.312
crouched	crouched	0.333	0.363	0.279
crouching	crouching	0.261	0.429	0.345
croupier	crúpéir	0.531	0.519	0.404
crow	beann	0.224	0.439	0.363
crowbar	barra	0.406	0.531	0.386
crowd	slua	0.350	0.827	0.731
crowded	plódaithe	0.694	0.286	0.585
crowds	sluaite	0.469	0.723	0.806
crown	coróin	0.708	0.572	0.737
crowning	coróiniú	0.773	0.594	0.831
crucial	ríthábhachtach	0.541	0.657	0.777
cruciate	cruciate	0.429	0.435	0.585
crucifix	crucifix	0.469	0.480	0.510
crucifixion	crucifixion	0.135	0.857	0.541
crucify	crucify	0.146	0.878	0.573
crud	crud	0.312	0.330	0.444
crude	amh	0.198	0.402	0.357
cruel	éadrócaireach	0.122	0.866	0.391
cruelly	cruálach	0.146	0.790	0.471
cruelty	cruálacht	0.092	0.836	0.536
cruise	Cruise	0.740	0.442	0.683
cruise ship	long Cruise	0.878	0.650	0.500
cruiser	cruiser	0.737	0.490	0.608
cruising	taisteal	0.886	0.580	0.560
crumb	bruscar	0.417	0.255	0.216
crumble	crumble	0.333	0.480	0.423
crumbling	ag fulaingt	0.167	0.696	0.308
crummy	crummy	0.125	0.531	0.224
crunch	géarchor	0.292	0.630	0.406
crunchy	crunchy	0.625	0.560	0.539
crusade	cruach	0.592	0.720	0.709
crusader	crusader	0.439	0.588	0.548
crush	crush	0.271	0.676	0.582
crushed	brúite	0.167	0.647	0.300
crusher	crusher	0.271	0.709	0.598
crushing	brú	0.219	0.755	0.411
crust	crust	0.542	0.337	0.456
crusty	crusty	0.625	0.531	0.473
crutch	crutch	0.302	0.294	0.302
crux	crux	0.469	0.558	0.519
cry	caoin	0.133	0.627	0.255
crybaby	crybaby	0.375	0.702	0.311
crying	ag caoineadh	0.153	0.704	0.208
crypt	cripte	0.156	0.431	0.386
cryptic	cripteach	0.296	0.516	0.474
cryptography	cripteagrafaíocht	0.490	0.415	0.650
crystal	criostail	0.618	0.270	0.508
crystalline	criostalach	0.765	0.235	0.534
crystallization	criostail	0.600	0.449	0.565
cub	ciúb	0.646	0.382	0.284
cubby	cubby	0.354	0.385	0.360
cube	ciúb	0.469	0.226	0.274
cubic	ciúbach	0.458	0.306	0.407
cubicle	ciúbach	0.479	0.343	0.417
cuckold	cuckold	0.210	0.573	0.230
cuckoo	cuach	0.420	0.459	0.284
cucumber	cúcamar	0.490	0.235	0.237
cuddle	cuddle	0.885	0.559	0.475
cuddled	cuddled	0.906	0.547	0.567
cuddles	cuddles	0.847	0.382	0.500
cuddling	cuddling	0.917	0.562	0.433
cue	cue	0.521	0.433	0.484
cuff	cuff	0.469	0.453	0.387
cuisine	ealaín	0.714	0.365	0.390
culinary	cócaireachta	0.654	0.443	0.519
cull	cailleadh	0.365	0.702	0.464
culminate	deireadh	0.667	0.550	0.602
culmination	deireadh	0.656	0.586	0.695
culpability	cobhsaíocht	0.112	0.745	0.368
culpable	ciontach	0.140	0.700	0.319
culprit	culprit	0.062	0.676	0.333
cult	cult	0.448	0.535	0.648
cultivate	a chothú	0.708	0.410	0.598
cultivated	saothraithe	0.837	0.343	0.564
cultivation	saothrú	0.625	0.324	0.462
cultural	cultúrtha	0.802	0.390	0.623
culture	cultúr	0.753	0.304	0.675
cultured	cultúrtha	0.635	0.429	0.625
culvert	lintéar	0.337	0.324	0.343
cumbersome	cumbersome	0.259	0.623	0.292
cumulus	cumulus	0.570	0.433	0.432
cunning	cunning	0.604	0.685	0.683
cunt	cunt	0.135	0.673	0.377
cup	cupán	0.615	0.167	0.231
cupboard	cófra	0.553	0.200	0.304
cupcake	cupcake	0.656	0.333	0.344
cupping	cupping	0.490	0.610	0.402
cur	cur	0.440	0.519	0.460
curable	curable	0.823	0.292	0.574
curate	curate	0.726	0.418	0.526
curative	curative	0.667	0.318	0.613
curator	coimeádaí	0.688	0.389	0.688
curb	srian	0.472	0.371	0.402
curd	curd	0.542	0.442	0.278
cure	leigheas	0.719	0.377	0.623
curfew	curfew	0.219	0.618	0.623
curiosity	fiosracht	0.750	0.755	0.463
curious	fiosrach	0.635	0.600	0.483
curl	curl	0.385	0.452	0.351
curling	curling	0.583	0.592	0.400
currency	airgeadra	0.583	0.418	0.592
current	reatha	0.625	0.312	0.612
curriculum	curaclam	0.708	0.306	0.620
curry	curaí	0.633	0.345	0.302
curse	curse	0.033	0.720	0.375
cursed	cursed	0.083	0.783	0.393
cursing	cursing	0.112	0.860	0.446
cursory	cúramach	0.423	0.451	0.431
curt	curt	0.245	0.610	0.452
curtail	laghdaithe	0.306	0.439	0.497
curtailment	ciorrú	0.230	0.578	0.431
curtain	imbhalla	0.698	0.278	0.304
curtains	cuirtíní	0.615	0.123	0.342
curtsy	curtsy	0.635	0.412	0.598
curvature	cuaire	0.417	0.367	0.447
curve	cuar	0.480	0.375	0.307
curved	cuartha	0.542	0.407	0.337
curvilinear	curvilinear	0.480	0.575	0.411
cushion	mhaolú	0.653	0.221	0.292
cushy	cushy	0.823	0.283	0.395
cusp	cusp	0.667	0.710	0.700
cuss	cuss	0.354	0.538	0.443
cussed	cussed	0.156	0.625	0.454
custard	custard	0.618	0.260	0.293
custodial	coimeádta	0.418	0.462	0.718
custodian	caomhnóir	0.594	0.625	0.528
custody	coimeád	0.494	0.472	0.675
custom	saincheaptha	0.552	0.382	0.688
customary	gnách	0.700	0.253	0.561
customer	custaiméir	0.562	0.430	0.673
customized	saincheaptha	0.625	0.504	0.590
cut	gearrtha	0.490	0.490	0.393
cutaneous	gearrtha	0.365	0.370	0.328
cute	gleoite	0.920	0.528	0.579
cuticle	cuticle	0.340	0.320	0.377
cutie	cutie	0.638	0.528	0.464
cutlass	cutlass	0.173	0.648	0.528
cutlery	sceanra	0.552	0.300	0.345
cutoff	gearradh	0.432	0.510	0.518
cutter	cutter	0.427	0.731	0.583
cutters	gearrthóirí	0.197	0.653	0.491
cutthroat	cutthroat	0.110	0.823	0.663
cutting	gearradh	0.448	0.375	0.536
cutting board	Bord gearrtha	0.337	0.540	0.342
cuttings	gearrthóga	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	cianíde	0.229	0.667	0.545
cyberspace	cyberspace	0.677	0.594	0.611
cycle	timthriall	0.635	0.400	0.533
cyclical	ciorclach	0.380	0.450	0.554
cyclist	rothaí	0.684	0.582	0.576
cyclone	ciorcal	0.416	0.796	0.673
cylinder	sorcóir	0.459	0.324	0.447
cylindrical	sorcóireach	0.458	0.294	0.414
cymbal	cymbal	0.542	0.363	0.362
cynic	cinic	0.135	0.632	0.473
cynical	ciniciúil	0.156	0.760	0.474
cynicism	ciníochas	0.104	0.780	0.454
cyst	cist	0.173	0.578	0.312
cystic	cisteach	0.314	0.481	0.400
cytomegalovirus	citéomeagóivóras	0.186	0.657	0.443
cytoplasm	cítoplasm	0.378	0.442	0.474
czar	czar	0.480	0.348	0.643
dab	dab	0.510	0.337	0.340
dabble	dabble	0.550	0.530	0.491
dabbling	dabbling	0.562	0.726	0.676
dad	daidí	0.857	0.412	0.786
daddy	daidí	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	daemon	0.333	0.490	0.500
daft	daft	0.255	0.436	0.157
dagger	miodóg	0.224	0.797	0.613
daily	laethúil	0.653	0.347	0.473
dainty	dainty	0.604	0.284	0.424
daiquiri	daiquiri	0.670	0.519	0.400
dairy	déiríochta	0.633	0.255	0.462
daisy	Nóinín	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	dála	0.622	0.270	0.365
dam	damba	0.250	0.553	0.394
damage	damáiste	0.059	0.726	0.403
damaged	damáiste	0.104	0.635	0.182
damages	damáistí	0.082	0.760	0.310
dame	dame	0.694	0.480	0.500
damn	damn	0.073	0.784	0.431
damnation	damnation	0.135	0.750	0.416
damned	damned	0.100	0.760	0.465
damp	taise	0.360	0.279	0.210
dampened	dampened	0.271	0.422	0.336
damper	damper	0.459	0.378	0.473
damsel	damsel	0.719	0.475	0.400
dance	damhsa	0.894	0.840	0.551
dancer	rinceoir	0.740	0.768	0.545
dancing	damhsa	0.885	0.868	0.444
dandruff	dandruff	0.398	0.298	0.293
dandy	dandy	0.673	0.520	0.630
danger	baol	0.115	0.923	0.673
dangerous	contúirteach	0.020	0.941	0.658
dangerously	contúirteach	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	dangle	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	dapper	0.770	0.560	0.698
dare	dare	0.677	0.788	0.684
daredevil	daredevil	0.429	0.714	0.653
daresay	daresay	0.540	0.451	0.490
daring	daring	0.583	0.840	0.711
dark	dorcha	0.198	0.398	0.426
darken	dorchadas	0.250	0.471	0.382
darkened	dorchadaigh	0.135	0.440	0.452
darkly	dorcha	0.219	0.548	0.443
darkness	dorchadas	0.102	0.602	0.418
darkroom	seomra dorcha	0.188	0.627	0.423
darkside	taobh dorcha	0.102	0.690	0.365
darling	darling	0.885	0.370	0.608
darn	darn	0.115	0.765	0.418
dart	dart	0.417	0.608	0.500
dash	dash	0.574	0.312	0.324
dashboard	Painéal	0.510	0.371	0.595
dashed	dashed	0.276	0.393	0.338
dashing	ag rith	0.612	0.627	0.799
dastardly	dastardly	0.208	0.688	0.270
data	sonraí	0.500	0.250	0.426
database	bunachar sonraí	0.604	0.286	0.644
date	dáta	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	iníon	0.908	0.415	0.455
dawdle	dawdle	0.479	0.464	0.357
dawn	dawn	0.827	0.235	0.519
dawned	dawned	0.694	0.471	0.473
day	lá	0.719	0.269	0.389
daybreak	briseadh lae	0.802	0.358	0.474
daycare	cúram lae	0.776	0.481	0.360
daydream	daydream	0.750	0.337	0.456
daydreaming	daydreaming	0.776	0.360	0.479
daylight	solas an lae	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	lá	0.750	0.324	0.454
daze	daze	0.245	0.735	0.329
dazed	dazed	0.300	0.697	0.277
dazzle	dazzle	0.730	0.782	0.683
dazzling	dazzling	0.854	0.880	0.767
deacon	deacon	0.531	0.430	0.736
deactivate	díghníomhachtú	0.235	0.447	0.392
dead	marbh	0.052	0.454	0.194
deadbeat	deadbeat	0.229	0.453	0.368
deadline	spriocdháta	0.214	0.615	0.460
deadlines	spriocdhátaí	0.406	0.769	0.411
deadlock	deadlock	0.170	0.418	0.323
deadly	deadly	0.143	0.849	0.554
deaf	bodhar	0.186	0.324	0.161
deafening	bodhar	0.281	0.835	0.482
deafness	bodhar	0.125	0.413	0.219
deal	déileáil	0.719	0.599	0.543
dealer	déileálaí	0.799	0.615	0.683
dealership	déileálaithe	0.541	0.430	0.629
dealing	ag déileáil	0.724	0.415	0.598
dealings	déileálacha	0.600	0.491	0.480
dean	dean	0.612	0.469	0.723
dear	daor	0.880	0.434	0.629
dearest	dearest	0.902	0.427	0.508
dearth	dearth	0.156	0.539	0.255
death	bás	0.031	0.720	0.472
deathbed	báis bháis	0.051	0.652	0.311
deathly	básach	0.073	0.771	0.682
debacle	diúltán	0.156	0.606	0.266
debased	díbháilte	0.219	0.529	0.170
debatable	debatable	0.181	0.610	0.474
debate	díospóireacht	0.408	0.691	0.683
debauchery	debauchery	0.354	0.901	0.500
debenture	bintiúr	0.417	0.500	0.466
debilitating	debilitating	0.125	0.490	0.308
debit	dochar	0.333	0.400	0.474
debrief	debrief	0.247	0.343	0.549
debriefing	faisnéisiú	0.427	0.580	0.456
debris	smionagar	0.135	0.396	0.327
debt	fiach	0.204	0.598	0.336
debtor	féichiúnaí	0.219	0.546	0.160
debut	tús	0.806	0.606	0.629
debutante	debutante	0.771	0.627	0.454
decade	deich mbliana	0.531	0.402	0.665
decadence	dílseacht	0.237	0.455	0.291
decadent	decadent	0.290	0.559	0.324
decaf	decaf	0.480	0.324	0.353
decanter	díbhánaigh	0.438	0.567	0.510
decathlon	decathlon	0.573	0.753	0.620
decay	lobhadh	0.143	0.312	0.170
decayed	imithe	0.017	0.375	0.169
decaying	ag meathlú	0.073	0.510	0.214
deceased	éagtha	0.021	0.538	0.188
decedent	dífhostaithe	0.423	0.481	0.415
deceit	cealg	0.020	0.696	0.343
deceitful	mealltach	0.071	0.788	0.371
deceive	meabhlaireachta	0.094	0.775	0.414
deceived	deceived	0.059	0.673	0.302
deceiving	deceiving	0.099	0.636	0.426
december	Nollaig	0.740	0.540	0.464
decency	ríchumas	0.750	0.235	0.634
decent	réasúnta	0.823	0.296	0.653
deception	meabhlaireacht	0.090	0.745	0.370
deceptive	deceptive	0.027	0.605	0.294
decide	cinneadh a dhéanamh	0.656	0.540	0.855
decidedly	cinntitheach	0.750	0.480	0.843
deciduous	cinntitheach	0.385	0.353	0.282
decimal	deachúil	0.507	0.259	0.305
decimeter	decimeter	0.520	0.292	0.377
decipher	dícháil	0.417	0.630	0.652
decision	cinneadh	0.646	0.510	0.839
decisive	cinntitheach	0.740	0.509	0.935
deck	deic	0.420	0.333	0.394
declaration	dearbhú	0.551	0.590	0.714
declaratory	dearbhú	0.635	0.582	0.673
declare	dearbhú	0.677	0.623	0.668
declination	laghdú	0.250	0.549	0.311
decline	meath	0.173	0.491	0.240
declining	ag titim	0.328	0.400	0.264
deco	maisiú	0.625	0.274	0.356
decode	díchódú	0.551	0.510	0.640
decoder	díchódóir	0.562	0.340	0.686
decompose	dianscaoileann	0.194	0.596	0.241
decomposed	decomposed	0.073	0.442	0.231
decomposition	dianscaoileadh	0.133	0.600	0.263
decompress	decompress	0.438	0.430	0.509
decompression	dícombhrú	0.208	0.520	0.311
