Word	Yoruba-yo	Valence	Arousal	Dominance
cupcake	Akara oyinbo kekere	0.656	0.333	0.344
cupping	cupping	0.490	0.610	0.402
cur	cur	0.440	0.519	0.460
curable	curable	0.823	0.292	0.574
curate	alara	0.726	0.418	0.526
curative	alumoni	0.667	0.318	0.613
curator	alagbẹdẹ	0.688	0.389	0.688
curb	dena	0.472	0.371	0.402
curd	curd	0.542	0.442	0.278
cure	imularada	0.719	0.377	0.623
curfew	curfew	0.219	0.618	0.623
curiosity	iwariiri	0.750	0.755	0.463
curious	iyanilenu	0.635	0.600	0.483
curl	ọmọ-iwe	0.385	0.452	0.351
curling	curling	0.583	0.592	0.400
currency	owo	0.583	0.418	0.592
current	lọwọlọwọ	0.625	0.312	0.612
curriculum	iwe ẹkọ	0.708	0.306	0.620
curry	Curry	0.633	0.345	0.302
curse	egún	0.033	0.720	0.375
cursed	ẹni ifibu	0.083	0.783	0.393
cursing	eegun	0.112	0.860	0.446
cursory	ibajẹ	0.423	0.451	0.431
curt	Tii	0.245	0.610	0.452
curtail	curtail	0.306	0.439	0.497
curtailment	iyatọ	0.230	0.578	0.431
curtain	ideri	0.698	0.278	0.304
curtains	awọn aṣọ-ikele	0.615	0.123	0.342
curtsy	ọmọ-inu	0.635	0.412	0.598
curvature	iṣiro	0.417	0.367	0.447
curve	ideri	0.480	0.375	0.307
curved	te	0.542	0.407	0.337
curvilinear	curvilinear	0.480	0.575	0.411
cushion	aga timutimu	0.653	0.221	0.292
cushy	iṣiro	0.823	0.283	0.395
cusp	cusp	0.667	0.710	0.700
cuss	kigbe	0.354	0.538	0.443
cussed	o dahun	0.156	0.625	0.454
custard	custard	0.618	0.260	0.293
custodial	ile-iwe	0.418	0.462	0.718
custodian	aṣoju	0.594	0.625	0.528
custody	ihamọ	0.494	0.472	0.675
custom	aṣa	0.552	0.382	0.688
customary	aṣa	0.700	0.253	0.561
customer	alabara	0.562	0.430	0.673
customized	ti adani	0.625	0.504	0.590
cut	ge	0.490	0.490	0.393
cutaneous	ipalara	0.365	0.370	0.328
cute	wuyi	0.920	0.528	0.579
cuticle	cuticle	0.340	0.320	0.377
cutie	cutie	0.638	0.528	0.464
cutlass	Ibẹrẹ	0.173	0.648	0.528
cutlery	cutlery	0.552	0.300	0.345
cutoff	ge kuro	0.432	0.510	0.518
cutter	Oludoti ọkọ	0.427	0.731	0.583
cutters	awọn apọn	0.197	0.653	0.491
cutthroat	cutthroat	0.110	0.823	0.663
cutting	Iku	0.448	0.375	0.536
cutting board	igbẹ ọkọ	0.337	0.540	0.342
cuttings	eso	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	cyanide	0.229	0.667	0.545
cyberspace	cyberspace	0.677	0.594	0.611
cycle	ọmọ	0.635	0.400	0.533
cyclical	cyclical	0.380	0.450	0.554
cyclist	cyclist	0.684	0.582	0.576
cyclone	cyclone	0.416	0.796	0.673
cylinder	silinda	0.459	0.324	0.447
cylindrical	iyipo	0.458	0.294	0.414
cymbal	cymbal	0.542	0.363	0.362
cynic	cynic	0.135	0.632	0.473
cynical	cynical	0.156	0.760	0.474
cynicism	cynicism	0.104	0.780	0.454
cyst	cyst	0.173	0.578	0.312
cystic	cystic	0.314	0.481	0.400
cytomegalovirus	cytomegalovirus	0.186	0.657	0.443
cytoplasm	cytoplasm	0.378	0.442	0.474
czar	kọnrin	0.480	0.348	0.643
dab	dab	0.510	0.337	0.340
dabble	dabble	0.550	0.530	0.491
dabbling	dabbling	0.562	0.726	0.676
dad	baba	0.857	0.412	0.786
daddy	baba	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	daemon	0.333	0.490	0.500
daft	daft	0.255	0.436	0.157
dagger	dagger	0.224	0.797	0.613
daily	lojojumo	0.653	0.347	0.473
dainty	dainty	0.604	0.284	0.424
daiquiri	daiquiri	0.670	0.519	0.400
dairy	ibi ifunwara	0.633	0.255	0.462
daisy	Daisy	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	dale	0.622	0.270	0.365
dam	dam	0.250	0.553	0.394
damage	ibajẹ	0.059	0.726	0.403
damaged	ti bajẹ	0.104	0.635	0.182
damages	bibajẹ	0.082	0.760	0.310
dame	dame	0.694	0.480	0.500
damn	Gbaga	0.073	0.784	0.431
damnation	damnation	0.135	0.750	0.416
damned	damned	0.100	0.760	0.465
damp	tutu ọririn	0.360	0.279	0.210
dampened	o tutu	0.271	0.422	0.336
damper	damper	0.459	0.378	0.473
damsel	damsel	0.719	0.475	0.400
dance	ijó	0.894	0.840	0.551
dancer	oniṣere	0.740	0.768	0.545
dancing	ijó	0.885	0.868	0.444
dandruff	dandruff	0.398	0.298	0.293
dandy	dandy	0.673	0.520	0.630
danger	Ijamba	0.115	0.923	0.673
dangerous	ewu	0.020	0.941	0.658
dangerously	lewu	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	dangle	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	dapper	0.770	0.560	0.698
dare	agbodo	0.677	0.788	0.684
daredevil	daredevil	0.429	0.714	0.653
daresay	daresay	0.540	0.451	0.490
daring	daring	0.583	0.840	0.711
dark	dudu	0.198	0.398	0.426
darken	ṣokunkun	0.250	0.471	0.382
darkened	ṣokunkun	0.135	0.440	0.452
darkly	ṣokunkun	0.219	0.548	0.443
darkness	òkunkun	0.102	0.602	0.418
darkroom	buluwe	0.188	0.627	0.423
darkside	ṣokunkun	0.102	0.690	0.365
darling	fẹrin	0.885	0.370	0.608
darn	darn	0.115	0.765	0.418
dart	dart	0.417	0.608	0.500
dash	dash	0.574	0.312	0.324
dashboard	Dasibodu	0.510	0.371	0.595
dashed	dashed	0.276	0.393	0.338
dashing	dashing	0.612	0.627	0.799
dastardly	dastardly	0.208	0.688	0.270
data	data	0.500	0.250	0.426
database	ibi ipamọ data	0.604	0.286	0.644
date	ọjọ	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	ọmọbinrin	0.908	0.415	0.455
dawdle	dawdle	0.479	0.464	0.357
dawn	owurọ	0.827	0.235	0.519
dawned	ṣalaye	0.694	0.471	0.473
day	ọjọ	0.719	0.269	0.389
daybreak	ibẹrẹ ọjọ	0.802	0.358	0.474
daycare	daycare	0.776	0.481	0.360
daydream	ọjọ ọjọ	0.750	0.337	0.456
daydreaming	ọjọ-ọjọ	0.776	0.360	0.479
daylight	oju-ọjọ	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	ọjọ	0.750	0.324	0.454
daze	daju	0.245	0.735	0.329
dazed	dazed	0.300	0.697	0.277
dazzle	dazzle	0.730	0.782	0.683
dazzling	ọrun	0.854	0.880	0.767
deacon	deacon	0.531	0.430	0.736
deactivate	muu ma ṣiṣẹ	0.235	0.447	0.392
dead	okú	0.052	0.454	0.194
deadbeat	iku	0.229	0.453	0.368
deadline	akoko ipari	0.214	0.615	0.460
deadlines	Awọn akoko ipari	0.406	0.769	0.411
deadlock	Ikuro	0.170	0.418	0.323
deadly	oloro	0.143	0.849	0.554
deaf	aditi	0.186	0.324	0.161
deafening	gbọkun	0.281	0.835	0.482
deafness	aditi	0.125	0.413	0.219
deal	iṣowo	0.719	0.599	0.543
dealer	onisowo	0.799	0.615	0.683
dealership	ti onisowo	0.541	0.430	0.629
dealing	awọn olugbaṣe	0.724	0.415	0.598
dealings	awọn iṣowo	0.600	0.491	0.480
dean	dean	0.612	0.469	0.723
dear	ọwọn	0.880	0.434	0.629
dearest	dearest	0.902	0.427	0.508
dearth	ojo	0.156	0.539	0.255
death	iku	0.031	0.720	0.472
deathbed	iku iku	0.051	0.652	0.311
deathly	iku	0.073	0.771	0.682
debacle	debacle	0.156	0.606	0.266
debased	debased	0.219	0.529	0.170
debatable	debatable	0.181	0.610	0.474
debate	Jomitoro	0.408	0.691	0.683
debauchery	aibikita	0.354	0.901	0.500
debenture	iwe ifowopamọ	0.417	0.500	0.466
debilitating	debilitating	0.125	0.490	0.308
debit	debit	0.333	0.400	0.474
debrief	debrief	0.247	0.343	0.549
debriefing	debriefing	0.427	0.580	0.456
debris	idoti	0.135	0.396	0.327
debt	gbese	0.204	0.598	0.336
debtor	onigbese	0.219	0.546	0.160
debut	akọkọ	0.806	0.606	0.629
debutante	debutante	0.771	0.627	0.454
decade	ọdun mewa	0.531	0.402	0.665
decadence	decadence	0.237	0.455	0.291
decadent	decadent	0.290	0.559	0.324
decaf	decaf	0.480	0.324	0.353
decanter	decanter	0.438	0.567	0.510
decathlon	decathlon	0.573	0.753	0.620
decay	Ibajẹ	0.143	0.312	0.170
decayed	decayed	0.017	0.375	0.169
decaying	bibajẹ	0.073	0.510	0.214
deceased	ti ku	0.021	0.538	0.188
decedent	alade	0.423	0.481	0.415
deceit	ẹtan	0.020	0.696	0.343
deceitful	ẹtan	0.071	0.788	0.371
deceive	tàn	0.094	0.775	0.414
deceived	tan tan	0.059	0.673	0.302
deceiving	tàn	0.099	0.636	0.426
december	ọjọ aṣalẹ	0.740	0.540	0.464
decency	aiyede	0.750	0.235	0.634
decent	otitọ	0.823	0.296	0.653
deception	ẹtan	0.090	0.745	0.370
deceptive	ẹtan	0.027	0.605	0.294
decide	pinnu	0.656	0.540	0.855
decidedly	pinnu	0.750	0.480	0.843
deciduous	deciduous	0.385	0.353	0.282
decimal	eleemewa	0.507	0.259	0.305
decimeter	decimeter	0.520	0.292	0.377
decipher	decipher	0.417	0.630	0.652
decision	ipinnu	0.646	0.510	0.839
decisive	decisive	0.740	0.509	0.935
deck	dekini	0.420	0.333	0.394
declaration	gbólóhùn	0.551	0.590	0.714
declaratory	declaratory	0.635	0.582	0.673
declare	fihan	0.677	0.623	0.668
declination	idinku	0.250	0.549	0.311
decline	idinku	0.173	0.491	0.240
declining	declining	0.328	0.400	0.264
deco	ọṣọ	0.625	0.274	0.356
decode	ipinnu	0.551	0.510	0.640
decoder	decoder	0.562	0.340	0.686
decompose	decompose	0.194	0.596	0.241
decomposed	decomposed	0.073	0.442	0.231
decomposition	jijera	0.133	0.600	0.263
decompress	decompress	0.438	0.430	0.509
decompression	decompression	0.208	0.520	0.311
decontamination	aifọwọlẹ	0.611	0.538	0.573
decor	titunse	0.734	0.311	0.573
decorate	ṣe l'ọṣọ	0.954	0.370	0.404
decorating	Ṣiṣẹda	0.863	0.548	0.462
decoration	ohun ọṣọ	0.878	0.553	0.526
decorative	ti ohun ọṣọ	0.908	0.460	0.381
decorator	ọṣọ	0.840	0.471	0.455
decorum	aṣa	0.802	0.327	0.462
decoy	decoy	0.149	0.460	0.330
decrease	dinku	0.125	0.360	0.267
decreased	din ku	0.224	0.271	0.170
decreasing	n dinku	0.320	0.346	0.224
decree	aṣẹ	0.552	0.478	0.746
decrement	decrement	0.255	0.427	0.373
decrepit	decrepit	0.156	0.490	0.225
decry	decry	0.400	0.814	0.548
decryption	decryption	0.459	0.445	0.600
dedicate	dedicate	0.823	0.431	0.588
dedication	ìyàsímímọ	0.867	0.471	0.682
deduce	yọkuro	0.490	0.510	0.466
deduct	deduct	0.355	0.330	0.412
deductible	deductible	0.375	0.286	0.455
deduction	isokuso	0.438	0.462	0.527
deed	iṣe iṣe	0.520	0.320	0.592
deejay	igbasilẹ	0.551	0.630	0.473
deem	jẹbi	0.594	0.529	0.690
deep	jin	0.490	0.473	0.657
deepen	jin	0.625	0.530	0.776
deer	Deer	0.583	0.375	0.292
defamation	defamation	0.110	0.670	0.481
defamatory	ẹtan	0.143	0.688	0.402
default	aiyipada	0.459	0.343	0.712
defeat	ijatil	0.092	0.500	0.224
defeated	ṣẹgun	0.104	0.582	0.145
defeatist	winist	0.163	0.567	0.315
defect	aṣiṣe	0.135	0.561	0.185
defection	iyipada	0.146	0.594	0.330
defective	aṣiṣe	0.122	0.580	0.274
defector	defector	0.163	0.696	0.286
defend	dabobo	0.698	0.722	0.670
defendant	olujejọ	0.250	0.710	0.491
defended	gbeja	0.663	0.451	0.582
defender	olugbeja	0.639	0.708	0.750
defending	gbeja	0.604	0.871	0.812
defense	olugbeja	0.652	0.698	0.802
defenseless	olugbeja	0.143	0.357	0.105
defensible	aiyipada	0.740	0.509	0.593
defensive	igbeja	0.542	0.640	0.678
defer	defer	0.245	0.459	0.317
deference	iyatọ	0.510	0.396	0.447
deferral	deferral	0.765	0.542	0.327
deferring	deferring	0.343	0.500	0.413
defiance	ipenija	0.333	0.780	0.760
defiant	alafia	0.250	0.792	0.769
defibrillator	defibrillator	0.398	0.663	0.431
deficiency	aipe	0.073	0.373	0.179
deficient	alaini	0.240	0.464	0.132
deficit	aipe	0.358	0.500	0.269
define	setumo	0.688	0.415	0.632
defined	ṣàpèjúwe	0.670	0.214	0.646
definite	asọye	0.708	0.292	0.741
definition	itumọ	0.573	0.375	0.579
definitive	pataki	0.583	0.479	0.787
deflate	agbeja	0.148	0.404	0.237
deflation	ẹda	0.287	0.536	0.407
deflect	yọ	0.133	0.491	0.482
deflection	aṣiṣe	0.188	0.500	0.382
defloration	aṣiṣe	0.188	0.690	0.434
deform	deform	0.112	0.654	0.284
deformed	deformed	0.198	0.435	0.308
deformity	idibajẹ	0.160	0.569	0.241
defraud	defraud	0.175	0.635	0.314
defray	njẹ	0.375	0.598	0.653
defrost	aṣiṣe	0.427	0.317	0.389
deft	deft	0.719	0.575	0.849
defunct	idaja	0.112	0.491	0.272
defuse	aṣiṣe	0.167	0.480	0.430
defy	aṣiṣe	0.353	0.884	0.657
degeneracy	degeneracy	0.143	0.720	0.298
degenerate	degenerate	0.069	0.724	0.264
degeneration	isinku	0.245	0.578	0.371
degradation	ibajẹ	0.160	0.608	0.315
degrade	degrade	0.083	0.500	0.184
degraded	degraded	0.167	0.433	0.205
degrading	sisẹ	0.031	0.583	0.232
degree	ìyí	0.724	0.365	0.663
dehydrated	dehydrated	0.310	0.685	0.212
dehydration	gbígbẹgbẹ	0.188	0.472	0.259
dejected	dejected	0.104	0.654	0.347
delay	idaduro	0.204	0.510	0.162
delayed	leti	0.188	0.490	0.216
delectable	delectable	0.781	0.642	0.718
delegate	aṣoju	0.612	0.491	0.658
delegation	aṣoju	0.562	0.431	0.609
delete	paarẹ	0.292	0.298	0.409
deleterious	aṣoju	0.297	0.725	0.440
deletion	piparẹ	0.062	0.506	0.462
deli	deli	0.561	0.448	0.447
deliberate	o mọ	0.551	0.654	0.682
deliberation	ipinnu	0.561	0.678	0.596
deliberative	imọran	0.392	0.552	0.573
delicacy	alaafia	0.812	0.279	0.336
delicate	elege	0.583	0.294	0.366
delicatessen	ṣọọbu ti n ta oriṣiriṣi ounjẹ	0.656	0.474	0.400
delicious	ti nhu	0.927	0.650	0.589
delight	idunnu	0.949	0.666	0.647
delighted	Inudidun	0.938	0.664	0.685
delightful	didùn	0.918	0.735	0.644
delineate	delineate	0.448	0.430	0.445
delineation	iyasọtọ	0.521	0.402	0.314
delinquency	iyatọ	0.135	0.860	0.508
delinquent	laini	0.051	0.904	0.500
delirious	delirious	0.219	0.774	0.538
delirium	delirium	0.233	0.694	0.484
deliver	firanṣẹ	0.583	0.370	0.582
deliverance	igbala	0.750	0.520	0.658
delivery	ifijiṣẹ	0.704	0.461	0.786
dell	dell	0.458	0.380	0.453
delta	delta	0.551	0.343	0.509
delude	ẹtan	0.143	0.627	0.353
deluge	omi-omi	0.245	0.714	0.612
delusion	iyatọ	0.344	0.647	0.400
delusional	iṣanṣan	0.219	0.745	0.327
deluxe	Dilosii	0.792	0.612	0.755
delve	delve	0.469	0.529	0.684
demand	eletan	0.292	0.673	0.500
demanding	ti o beere	0.396	0.750	0.828
demeaned	tẹriba	0.271	0.520	0.212
demeaning	ibanujẹ	0.104	0.645	0.308
demeanor	tẹsiwaju	0.633	0.433	0.657
demented	demented	0.088	0.787	0.309
dementia	dementia	0.092	0.779	0.337
demise	ilokulo	0.104	0.596	0.456
demo	demo	0.510	0.314	0.423
democracy	tiwantiwa	0.680	0.500	0.840
democrat	tiwantiwa	0.582	0.400	0.755
democratic	tiwantiwa	0.802	0.519	0.798
demographic	iye eniyan	0.459	0.356	0.594
demolish	woli	0.125	0.632	0.700
demolished	ti wole	0.271	0.647	0.353
demolition	iparun	0.133	0.827	0.541
demon	eṣu	0.037	0.908	0.509
demonic	eṣu	0.146	0.875	0.600
demonstrable	afihan	0.735	0.471	0.749
demonstrate	fi hàn	0.771	0.552	0.839
demonstrated	afihan	0.617	0.500	0.649
demonstrating	afihan	0.698	0.571	0.693
demonstration	ifihan	0.551	0.676	0.679
demonstrative	afihan	0.656	0.528	0.736
demonstrator	alafihan	0.520	0.598	0.733
demoralized	ti iṣan	0.082	0.590	0.149
demos	demos	0.418	0.370	0.368
demure	ohun elo	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	iyatọ	0.230	0.509	0.417
denial	kiko	0.194	0.435	0.318
denied	sẹ	0.188	0.604	0.333
denim	denim	0.520	0.382	0.327
denomination	denomination	0.490	0.363	0.429
denominational	denominational	0.458	0.375	0.679
denominator	iyeida	0.450	0.410	0.613
denote	denote	0.448	0.471	0.534
denounce	ẹgan	0.083	0.780	0.426
dense	ipon	0.354	0.343	0.536
density	iwuwo	0.602	0.471	0.561
dent	ehin	0.306	0.606	0.325
dental	ehín	0.573	0.404	0.463
dentist	onise	0.479	0.620	0.642
dentistry	onise	0.429	0.570	0.569
dentists	onisegun	0.364	0.600	0.582
denunciation	idibajẹ	0.146	0.830	0.561
deny	kọ	0.316	0.667	0.321
denying	irọ	0.080	0.542	0.272
deodorant	deodorant	0.480	0.265	0.269
depart	kuro	0.398	0.480	0.444
departed	kuro	0.245	0.536	0.391
department	ẹka	0.708	0.358	0.642
departmental	ile-iṣẹ	0.612	0.422	0.446
departure	ilọkuro	0.573	0.500	0.426
depend	dale	0.388	0.429	0.358
dependable	ti o gbẹkẹle	0.880	0.357	0.741
dependant	ti o gbẹkẹle	0.357	0.404	0.451
dependence	gbára	0.250	0.451	0.433
dependency	igbẹkẹle	0.429	0.365	0.356
dependent	ti o gbẹkẹle	0.354	0.455	0.404
depict	fihan	0.663	0.529	0.723
depicting	nro	0.490	0.566	0.602
depletion	idinku	0.153	0.370	0.236
deplorable	ipalara	0.135	0.657	0.230
deplore	deplore	0.135	0.575	0.373
deploy	ranṣẹ	0.500	0.520	0.585
deployment	imuṣiṣẹ	0.510	0.520	0.612
deport	deport	0.167	0.667	0.546
deportation	deportation	0.104	0.786	0.450
depose	fi silẹ	0.286	0.420	0.451
deposit	idogo	0.540	0.379	0.483
depositary	ohun elo	0.604	0.431	0.500
deposition	oro iwadi	0.394	0.510	0.471
depository	ohun idogo	0.551	0.373	0.481
depot	ibudo	0.635	0.255	0.471
depraved	ti fi ara rẹ silẹ	0.031	0.837	0.395
depravity	aibajẹ	0.115	0.854	0.453
depreciate	ti dinku	0.270	0.623	0.445
depreciated	ti a dinku	0.135	0.672	0.250
depreciation	idarakuro	0.143	0.571	0.386
depress	ibanujẹ	0.219	0.635	0.528
depressed	nre	0.024	0.445	0.136
depressing	depressing	0.146	0.559	0.216
depression	şuga	0.031	0.520	0.232
depressive	depressive	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	aini aini	0.194	0.610	0.413
deprive	ngba	0.271	0.591	0.340
deprived	ti dinku	0.354	0.506	0.536
depth	ijinle	0.708	0.561	0.759
deputy	igbakeji	0.429	0.530	0.787
derail	derail	0.108	0.802	0.375
deranged	deranged	0.376	0.868	0.357
derelict	derelict	0.208	0.470	0.237
derision	ẹgan	0.265	0.670	0.292
derivation	itunjade	0.521	0.519	0.644
derivative	itọsẹ	0.541	0.491	0.508
derive	ti n gba	0.396	0.324	0.360
dermal	dermal	0.385	0.406	0.443
dermatologist	oṣuwọn	0.531	0.358	0.528
dermatology	dermatology	0.422	0.500	0.556
derogation	iṣeduro	0.208	0.460	0.327
derogatory	derogatory	0.122	0.580	0.404
descend	sọkalẹ	0.385	0.535	0.231
descendant	ọmọ-ọmọ	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	sọkalẹ	0.219	0.493	0.250
descent	isinmi	0.300	0.402	0.158
describe	ṣàpéjúwe	0.542	0.472	0.555
description	apejuwe	0.582	0.425	0.596
descriptive	apejuwe	0.667	0.352	0.570
desecrate	desecrate	0.255	0.806	0.509
desecration	desecration	0.125	0.833	0.564
desert	asale	0.469	0.279	0.389
deserted	silẹ	0.156	0.480	0.214
deserter	lapagbe	0.122	0.710	0.366
desertion	iparun	0.122	0.630	0.289
deserve	balau	0.802	0.436	0.613
deserved	ti tọ	0.781	0.582	0.689
deserving	yẹ	0.802	0.596	0.858
design	oniruwe	0.796	0.327	0.632
designate	ṣe afihan	0.531	0.538	0.683
designated	pataki	0.500	0.412	0.616
designation	orukọ rẹ	0.612	0.571	0.675
designed	apẹrẹ	0.745	0.380	0.595
designer	onise apẹẹrẹ	0.875	0.519	0.670
designing	nse	0.792	0.355	0.552
desirability	desirability	0.684	0.550	0.675
desirable	wuni	0.740	0.735	0.750
desire	ifẹ	0.896	0.692	0.647
desiring	ti o fẹ	0.814	0.821	0.632
desirous	fẹ	0.719	0.824	0.562
desist	deist	0.220	0.358	0.291
desk	Iduro	0.510	0.135	0.422
desolate	di ahoro	0.104	0.320	0.228
desolation	iparun	0.073	0.481	0.273
despair	ibanujẹ	0.115	0.794	0.245
despairing	despairing	0.073	0.735	0.286
despatch	aṣeyọri	0.448	0.400	0.613
desperado	desperado	0.260	0.745	0.361
desperate	desperate	0.083	0.842	0.337
desperation	iparun	0.125	0.904	0.419
despicable	alaafia	0.146	0.710	0.255
despise	kẹgàn	0.167	0.745	0.296
despondent	aibinu	0.133	0.378	0.221
despotic	despotic	0.141	0.824	0.592
despotism	despotism	0.255	0.696	0.620
dessert	desaati	0.755	0.491	0.404
destination	ibi ti nlo	0.708	0.471	0.637
destined	ti pinnu	0.698	0.462	0.617
destiny	Kadara	0.781	0.413	0.611
destitute	alaini	0.130	0.451	0.222
destroy	run	0.046	0.935	0.635
destroyed	run	0.031	0.696	0.288
destroyer	apanirun	0.083	0.830	0.543
destroying	iparun	0.041	0.828	0.660
destruct	iparun	0.071	0.868	0.525
destruction	iparun	0.102	0.929	0.613
destructive	iparun	0.177	0.870	0.713
detach	yọ kuro	0.357	0.625	0.450
detached	kuro ni isokuro	0.280	0.396	0.216
detachment	detachment	0.243	0.700	0.443
detail	apejuwe	0.514	0.406	0.528
detailed	alaye	0.603	0.314	0.472
details	awọn alaye	0.583	0.367	0.481
detain	idaduro	0.351	0.345	0.430
detainee	ominira	0.306	0.510	0.321
detect	ri	0.531	0.520	0.565
detectable	ti o ṣawari	0.479	0.539	0.649
detection	Iwari	0.708	0.567	0.538
detective	Olusẹlemuye	0.500	0.764	0.901
detector	oluwari	0.459	0.630	0.724
detention	idena	0.265	0.698	0.562
deter	dena	0.344	0.537	0.567
detergent	Durora	0.458	0.304	0.426
deteriorate	deteriorate	0.083	0.471	0.202
deteriorated	deteriorated	0.053	0.549	0.237
deteriorating	deteriorating	0.104	0.459	0.112
deterioration	ilọsiwaju	0.130	0.512	0.283
determinable	ohun ti o ṣeeṣe	0.625	0.565	0.723
determinate	ti pari	0.630	0.314	0.772
determination	ipinnu	0.776	0.725	0.795
determine	pinnu	0.612	0.368	0.776
determined	pinnu	0.760	0.528	0.673
deterrent	idena	0.292	0.461	0.385
detest	detest	0.083	0.800	0.492
detestation	ikorira	0.177	0.637	0.412
detonate	yọ kuro	0.375	0.850	0.696
detonation	detonation	0.167	0.931	0.741
detonator	detonator	0.207	0.875	0.750
detour	detour	0.398	0.539	0.309
detract	detract	0.344	0.438	0.368
detriment	ipalara	0.281	0.538	0.263
detrimental	ohun ti o buru	0.203	0.679	0.387
detritus	detritus	0.276	0.353	0.363
deuce	deuce	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	devalued	0.321	0.462	0.212
devastate	apaniyan	0.021	0.796	0.509
devastated	ti papọ	0.120	0.544	0.264
devastating	ipanu pupo	0.104	0.856	0.419
devastation	iparun	0.090	0.904	0.472
develop	dagbasoke	0.771	0.670	0.821
developer	Olùgbéejáde	0.844	0.653	0.864
developing	ndagbasoke	0.833	0.587	0.714
development	idagbasoke	0.827	0.500	0.796
deviant	diọtọ	0.094	0.589	0.398
deviate	iyatọ	0.173	0.562	0.269
deviating	yọkuro	0.354	0.634	0.536
deviation	iyapa	0.105	0.513	0.336
device	ẹrọ	0.562	0.404	0.627
devil	esu	0.161	0.900	0.611
deviled	deviled	0.347	0.559	0.358
devilish	eṣu	0.073	0.865	0.490
devious	aṣiwère	0.250	0.519	0.259
devise	iṣowo	0.551	0.557	0.670
devoid	miiran	0.219	0.436	0.300
devolution	devolution	0.345	0.434	0.425
devolve	ṣe pataki	0.367	0.427	0.596
devote	fi japọ	0.802	0.490	0.642
devoted	ti yasọtọ	0.867	0.320	0.698
devotee	olufokansin	0.816	0.461	0.577
devotion	igbẹsin	0.802	0.561	0.673
devotional	isinmi	0.740	0.394	0.655
devour	jẹun	0.344	0.888	0.574
devout	olufokansin	0.620	0.357	0.464
dew	ìri	0.604	0.225	0.464
dexter	dexter	0.458	0.473	0.444
dexterity	dexterity	0.771	0.673	0.864
dextrose	dextrose	0.333	0.402	0.323
diabetes	àtọgbẹ	0.051	0.472	0.279
diabetic	diabetic	0.125	0.269	0.237
diabolical	diabolical	0.102	0.912	0.456
diagnose	ayẹwo iwadii	0.378	0.520	0.714
diagnosis	okunfa	0.571	0.500	0.819
diagnostic	aisan	0.417	0.483	0.635
diagnostics	awọn iwadii	0.540	0.440	0.750
diagonal	diagonal	0.500	0.343	0.410
diagram	aworan aworan	0.562	0.357	0.445
dial	kiakia	0.620	0.427	0.596
dialect	dialect	0.635	0.422	0.526
dialectic	dialectic	0.510	0.540	0.638
dialogue	ibaraẹnisọrọ	0.599	0.441	0.625
dialysis	ile iwe-iwe	0.194	0.567	0.407
diameter	iwọn ila opin	0.427	0.298	0.483
