Word	Luxembourgish-lb	Valence	Arousal	Dominance
bulk	ugesat	0.469	0.413	0.509
bulkhead	Schouss	0.312	0.425	0.402
bulky	Suerge maachen	0.427	0.591	0.750
bull	Stier	0.521	0.640	0.644
bulldog	Bulldog	0.494	0.650	0.530
bulldozer	Bulldozer	0.459	0.549	0.643
bullet	Kugel	0.408	0.794	0.634
bulletin	Bulletin	0.573	0.294	0.361
bulletproof	Kugelbesuergt	0.750	0.721	0.779
bullfighter	Stiermer	0.448	0.794	0.664
bullfrog	gestiermt	0.344	0.481	0.422
bullheaded	Stier	0.229	0.740	0.516
bullhorn	Bullhorn	0.510	0.653	0.736
bullion	Bullion	0.693	0.558	0.729
bullock	Bullen	0.281	0.402	0.375
bullpen	Bullen	0.480	0.549	0.500
bullshit	Stiermer	0.042	0.676	0.183
bully	schüchteren	0.257	0.755	0.564
bulwark	Bommen	0.551	0.552	0.675
bum	bum	0.281	0.451	0.155
bumblebee	bumblebee	0.469	0.493	0.321
bummed	gehummert	0.296	0.430	0.227
bummer	bummer	0.163	0.500	0.267
bump	bump	0.286	0.458	0.368
bumper	Bumper	0.385	0.573	0.518
bumpy	heftig	0.306	0.683	0.419
bun	NO TRANSLATION	0.424	0.306	0.268
bunch	Rëtsch	0.552	0.358	0.473
bundle	Bouquet ass	0.510	0.343	0.434
bungalow	Bungalow	0.562	0.352	0.406
bungee	Bungee	0.637	0.545	0.327
bunghole	bunghole	0.286	0.426	0.396
bunion	Bunion	0.276	0.340	0.290
bunk	bunk	0.438	0.332	0.339
bunker	Bunker	0.375	0.673	0.773
bunkhouse	bunkhouse	0.470	0.414	0.407
bunny	Hunn	0.740	0.325	0.194
bunt	bastelt	0.417	0.422	0.349
buoy	buoy	0.562	0.280	0.284
buoyancy	Schwieregkeetsgrad	0.625	0.373	0.538
buoyant	rudderen	0.625	0.441	0.497
bur	Bur	0.385	0.353	0.314
burden	Laascht	0.367	0.583	0.697
burdened	belaascht	0.429	0.519	0.565
burdensome	komplizéiert sinn	0.229	0.696	0.419
bureau	bureau	0.562	0.373	0.618
bureaucracy	Bürokratie	0.380	0.578	0.740
bureaucrat	bureaucrat	0.208	0.519	0.598
bureaucratic	bürokratesch	0.280	0.630	0.573
burger	Burger	0.688	0.568	0.398
burglar	Abriecher	0.050	0.769	0.404
burglary	Abroch	0.146	0.918	0.543
burial	Kierfecht	0.203	0.577	0.333
buried	begruewen	0.133	0.530	0.370
burke	burke	0.466	0.441	0.451
burlap	Schold	0.429	0.462	0.411
burlesque	Burlesque	0.327	0.615	0.343
burly	enttäuscht	0.562	0.650	0.750
burn	ze verbrennen	0.219	0.783	0.509
burned	verbrannt	0.163	0.603	0.347
burner	Brenner	0.296	0.816	0.446
burning	ze brennen	0.229	0.760	0.412
burnished	verbrannt ginn	0.520	0.580	0.464
burnout	Burnout	0.219	0.445	0.240
burnt	verbrannt	0.082	0.713	0.356
burp	burp	0.219	0.594	0.432
burr	Buer	0.390	0.426	0.308
burrito	Burrito	0.688	0.294	0.166
burro	NO TRANSLATION	0.400	0.356	0.318
burrow	Hunn	0.438	0.280	0.355
bursary	Coursen	0.729	0.462	0.571
burst	verluer	0.156	0.894	0.845
bury	begruewen	0.077	0.571	0.346
bus	Bus	0.407	0.411	0.400
busboy	Busboy	0.510	0.453	0.441
bush	Busch	0.413	0.220	0.315
bushel	Bushel	0.417	0.387	0.368
bushy	buuslech	0.562	0.321	0.427
business	Geschäft	0.688	0.569	0.755
business man	NO TRANSLATION	0.530	0.598	0.933
businessman	Geschäftsmann	0.653	0.510	0.802
businesswoman	geschafft	0.719	0.500	0.764
busload	Buslinn	0.561	0.481	0.492
buss	Bus	0.469	0.500	0.391
bust	Busto	0.520	0.500	0.420
busted	gescheitert	0.204	0.676	0.345
buster	Buster	0.469	0.491	0.483
bustle	gescheit	0.347	0.814	0.445
bustling	gescheit	0.490	0.850	0.528
busy	beschäftegt	0.402	0.500	0.474
busybody	beschäftegt	0.255	0.634	0.472
butane	Butan	0.442	0.483	0.380
butcher	Metzler	0.500	0.575	0.608
butler	Butler	0.469	0.225	0.438
butt	geféit	0.347	0.725	0.336
butter	Botter	0.650	0.292	0.202
buttercup	Botterpapp	0.562	0.482	0.422
butterfly	Päiperlek	0.892	0.327	0.314
buttermilk	Bottercher	0.633	0.311	0.304
butterscotch	Butterscotch	0.708	0.510	0.356
buttery	Butchter	0.625	0.318	0.303
buttock	ësst	0.429	0.600	0.288
buttocks	Hënner	0.458	0.677	0.365
button	Knäppchen	0.520	0.220	0.343
buttress	Stëllstand	0.438	0.684	0.721
buxom	bäibehalen	0.562	0.719	0.547
buy	kafen	0.771	0.769	0.612
buyer	Keefer stellen	0.613	0.519	0.649
buying	kafen	0.665	0.784	0.589
buzz	buzz	0.333	0.686	0.375
buzzard	buzzard	0.350	0.500	0.225
buzzed	buuscht	0.583	0.549	0.448
buzzer	buzzer	0.549	0.716	0.480
buzzing	buedem	0.430	0.588	0.370
bye	Äddi	0.375	0.398	0.321
bygone	verginn	0.229	0.310	0.315
bylaw	duerchgesat	0.469	0.373	0.725
byline	net iwwerdroen	0.469	0.450	0.435
bypass	Bypass	0.429	0.418	0.353
bystander	beandrockt	0.480	0.462	0.491
byte	Byte	0.490	0.380	0.407
byzantine	byzantin	0.546	0.443	0.492
cab	Kabinn	0.438	0.490	0.421
cabal	Kabale	0.500	0.406	0.573
cabana	cabana presentéiert	0.698	0.296	0.407
cabaret	Cabaret	0.677	0.656	0.482
cabbage	Kaasen	0.398	0.225	0.264
cabbie	cabbie	0.521	0.417	0.429
cabernet	Cabernet	0.543	0.420	0.480
cabin	Kabine	0.643	0.292	0.430
cabinet	Schräiner	0.552	0.306	0.465
cable	Kabel	0.583	0.245	0.434
caboodle	Kabinn	0.529	0.521	0.325
caboose	caboose	0.440	0.453	0.438
cabriolet	Cabriolet	0.667	0.525	0.472
cache	Cache	0.552	0.348	0.389
cacophony	Kakophonie	0.408	0.562	0.440
cactus	Cactus	0.439	0.412	0.284
cad	Kad	0.447	0.406	0.404
cadaver	Kadaver	0.030	0.690	0.260
caddie	NO TRANSLATION	0.521	0.435	0.259
caddy	caddy	0.580	0.470	0.380
cadence	Kadaster	0.427	0.473	0.355
cadet	Cadet	0.504	0.393	0.664
cafe	Café	0.781	0.392	0.358
cafeteria	Mensa gëtt	0.757	0.400	0.382
caffeine	Kaffi	0.562	0.759	0.500
cage	Käfeg	0.316	0.333	0.352
cagey	Cagey	0.542	0.363	0.582
cahoots	Cahoots	0.312	0.696	0.474
cairn	Cairn	0.260	0.435	0.254
cake	Kuch	0.810	0.375	0.287
cakewalk	Hocker	0.719	0.510	0.447
calamari	calamari	0.521	0.312	0.406
calamitous	onwierkt	0.219	0.685	0.500
calamity	Pescht	0.122	0.795	0.343
calcareous	Kalzaterin	0.490	0.368	0.462
calcium	Kalzium	0.600	0.346	0.479
calculate	berechnen	0.490	0.452	0.440
calculated	berechnen	0.633	0.425	0.683
calculating	Berechnung	0.458	0.430	0.625
calculation	Berechnung	0.646	0.453	0.606
calculator	Rechner	0.513	0.283	0.588
calculus	Kalkül	0.360	0.360	0.562
calendar	Kalenner	0.480	0.212	0.473
calender	NO TRANSLATION	0.531	0.275	0.451
calf	Kallef	0.531	0.366	0.336
caliber	Kaliber	0.429	0.551	0.606
calibrate	kalibréieren	0.552	0.460	0.623
calico	calico	0.406	0.338	0.491
calipers	Kaliberen	0.480	0.510	0.481
calisthenics	kalisthenics	0.562	0.663	0.545
call	Uruff	0.594	0.627	0.558
callback	zeréckruffen	0.524	0.529	0.434
caller	appelléieren	0.646	0.615	0.472
calligraphy	Kriibraphie	0.620	0.216	0.500
calling	ruffen	0.646	0.590	0.483
callous	sougenannt	0.245	0.500	0.386
calls	Uriff	0.608	0.431	0.551
calm	roueg	0.875	0.100	0.282
calming	schloofen	0.885	0.105	0.360
calmness	roueg	0.934	0.105	0.394
caloric	Kalorie	0.327	0.483	0.448
calorie	Kalorie	0.333	0.540	0.427
calorimeter	Kalorimeter	0.406	0.560	0.414
cam	Cam	0.448	0.363	0.355
camaraderie	Kameradschaft	0.833	0.510	0.648
camber	gehummert	0.430	0.382	0.439
camcorder	Camcorder	0.556	0.422	0.454
camel	Kamellen	0.540	0.282	0.314
cameo	Kommando	0.573	0.457	0.509
camera	Kamera	0.640	0.288	0.379
cameraman	Kameramann	0.542	0.452	0.542
camisole	Camisole	0.497	0.250	0.375
camouflage	Camouflage	0.438	0.585	0.450
camouflaged	NO TRANSLATION	0.350	0.422	0.562
camp	Camp	0.622	0.617	0.594
campaign	Campagne	0.602	0.730	0.823
campaigner	Campagne	0.592	0.698	0.821
campaigning	Campagne	0.531	0.663	0.741
camper	Camper	0.573	0.529	0.482
campfire	Campfire	0.677	0.509	0.436
camping	Camping	0.653	0.529	0.480
campsite	Campingplaz	0.680	0.490	0.547
campus	Campus	0.604	0.388	0.519
can	kann	0.662	0.360	0.454
can opener	kënnt	0.444	0.491	0.308
canal	Kanal	0.673	0.259	0.321
canary	Kanaresch	0.582	0.276	0.265
cancel	annuléieren	0.214	0.306	0.368
canceling	annuléiert	0.229	0.470	0.349
cancellation	Ofschafung	0.224	0.431	0.389
cancer	Kriibs	0.052	0.694	0.529
candid	Kandidat	0.667	0.349	0.458
candidacy	Kandidatur	0.490	0.657	0.696
candidate	Kandidat	0.596	0.490	0.804
candied	kandéiert	0.713	0.330	0.360
candle	Käerzen	0.602	0.221	0.344
candlelight	Käerzeleen	0.789	0.294	0.417
candles	Käerzen	0.615	0.206	0.268
candlestick	Käerzestär	0.448	0.531	0.534
candor	Kand	0.740	0.389	0.607
candy	Candy	0.930	0.425	0.384
cane	cane	0.459	0.298	0.398
canine	Hënn	0.573	0.569	0.425
canister	Canister	0.553	0.271	0.403
canker	canker	0.262	0.469	0.427
cannabis	Cannabis	0.271	0.500	0.564
canned	Konserven	0.398	0.357	0.298
cannibal	Kanibahl	0.122	0.824	0.480
cannibalism	Kannibalismus	0.094	0.890	0.583
canning	Cannéierten	0.490	0.392	0.259
cannon	Kanoun	0.529	0.676	0.811
cannonball	verkierzen	0.344	0.840	0.759
canoe	Canoe	0.542	0.300	0.418
canon	kanon	0.385	0.519	0.541
canonical	kanonesch	0.542	0.410	0.620
canons	Kanoniker	0.385	0.588	0.593
canopy	Canopie	0.615	0.264	0.398
cantaloupe	Kantaloupe	0.592	0.212	0.276
cantbreathe	NO TRANSLATION	0.284	0.667	0.375
canteen	Cantine	0.688	0.600	0.514
canterbury	Canterbury	0.582	0.438	0.510
canthandleit	NO TRANSLATION	0.354	0.613	0.354
cantilever	Kant huet	0.357	0.618	0.421
cantina	Cantina	0.646	0.612	0.380
canto	NO TRANSLATION	0.776	0.461	0.554
canton	Kanton	0.542	0.472	0.536
cantstandit	NO TRANSLATION	0.418	0.546	0.343
cantwin	cantwin	0.260	0.509	0.298
canvas	Canvas	0.719	0.090	0.364
canvass	NO TRANSLATION	0.675	0.356	0.397
canyon	Canyon	0.468	0.731	0.634
cap	cap	0.612	0.240	0.375
capability	capabel ass	0.833	0.571	0.730
capable	capabel ass	0.765	0.587	0.547
capacity	Kapazitéit	0.719	0.411	0.806
cape	Kap	0.531	0.235	0.357
caper	caper	0.510	0.370	0.326
capillary	Kapillar	0.469	0.365	0.395
capital	Haaptstad	0.520	0.500	0.798
capitalism	Kapitalismus	0.448	0.686	0.848
capitalist	kapitalistesch	0.352	0.577	0.821
capitalize	profitéieren	0.771	0.601	0.885
capitals	Haaptstied	0.755	0.500	0.655
capitation	Kapitulatioun	0.479	0.529	0.589
capitol	Kapitol	0.535	0.375	0.705
capitulation	Kapitulatioun	0.375	0.546	0.615
cappuccino	Cappuccino	0.792	0.279	0.384
caprice	caprice	0.333	0.640	0.430
capricious	kapikos	0.221	0.650	0.500
caps	Kappen	0.510	0.221	0.368
capslock	capslock	0.330	0.394	0.398
capsule	Kapsel	0.583	0.290	0.570
captain	Kapitän	0.552	0.653	0.966
caption	captioun	0.814	0.292	0.379
captivate	gefuer sinn	0.698	0.604	0.723
captivating	gefänst	0.895	0.594	0.816
captive	gefuer	0.235	0.558	0.411
captivity	Gefaangeschaft	0.225	0.493	0.387
captor	Captur	0.347	0.625	0.612
capture	ageholl	0.357	0.650	0.537
car	Auto	0.776	0.540	0.500
caramel	caramel	0.901	0.363	0.400
carat	Karat	0.823	0.604	0.676
caravan	Caravan	0.635	0.559	0.455
carbon	Kuelestoff	0.604	0.360	0.350
carburetor	Vergaser	0.469	0.612	0.555
carcass	Kaddos	0.115	0.529	0.309
carcinoma	Karzinom	0.153	0.692	0.440
card	Kaart	0.531	0.269	0.436
cardboard	Karton	0.500	0.173	0.309
cardiac	Herzkierper	0.344	0.765	0.615
cardigan	Stellvertrieder	0.599	0.324	0.264
cardinal	Kardinol	0.583	0.358	0.712
cardiologist	Kardiolog	0.458	0.630	0.814
cardiology	Kardiologie	0.203	0.545	0.605
cardiomyopathy	Kardiomyopathie	0.177	0.645	0.537
cards	Kaarten	0.568	0.317	0.320
care	egal	0.729	0.370	0.500
career	Carrière	0.740	0.712	0.606
carefree	et egal	0.755	0.220	0.500
careful	virsiichteg	0.625	0.538	0.530
carefully	oppassen	0.698	0.330	0.544
careless	Oniwerlos	0.255	0.431	0.125
carelessness	Onglécklechkeet	0.245	0.482	0.330
caress	Gutt	0.833	0.418	0.509
caret	Kär	0.656	0.402	0.527
caretaker	Hausmeeschter	0.714	0.531	0.759
cargo	Fracht	0.408	0.444	0.455
caribou	Karibu	0.562	0.452	0.342
caricature	Karikatur	0.604	0.373	0.383
caries	Karien	0.115	0.569	0.283
caring	këmmeren	0.635	0.469	0.500
carjack	Fësch	0.438	0.682	0.439
carnage	carnage	0.406	0.600	0.558
carnal	Fuesen	0.417	0.679	0.421
carnation	Nëtzen	0.653	0.357	0.431
carnival	Fuesend	0.927	0.888	0.555
carnivorous	Fëschplaketter	0.224	0.613	0.651
carol	carol	0.673	0.412	0.436
carols	ze läuschteren	0.847	0.420	0.491
carousel	Karussell	0.704	0.500	0.412
carp	carp	0.531	0.324	0.375
carpal	carpal	0.449	0.327	0.420
carpenter	Schräiner	0.521	0.550	0.519
carpentry	Schräinerei	0.561	0.459	0.518
carpet	Teppech	0.520	0.170	0.339
carpeting	Teppech	0.542	0.312	0.444
carpool	carpool	0.625	0.509	0.500
carriage	Won	0.650	0.538	0.491
carried	gedronk	0.490	0.382	0.534
carrier	Carrier sinn	0.533	0.588	0.638
carrot	Muert	0.500	0.235	0.279
carry	féieren	0.635	0.380	0.500
carrying	droen	0.656	0.557	0.443
carsick	carsick	0.224	0.574	0.255
cart	cart	0.520	0.344	0.388
carte	NO TRANSLATION	0.592	0.320	0.274
cartel	Kartell	0.438	0.394	0.602
carter	Carter	0.312	0.480	0.431
cartilage	Knorpel	0.438	0.370	0.407
cartographic	kartographësch	0.490	0.348	0.424
cartography	Kartografie	0.520	0.300	0.579
carton	Karton	0.286	0.186	0.241
cartoon	Comic	0.867	0.471	0.387
cartouche	NO TRANSLATION	0.427	0.458	0.450
cartridge	Patroun	0.458	0.500	0.407
carve	ze skulptéiren	0.469	0.443	0.598
carver	Carver	0.418	0.500	0.500
carving	Drongelen	0.541	0.444	0.368
cascade	Kaskade	0.735	0.509	0.395
case	Fall	0.427	0.275	0.441
casein	Casein	0.470	0.436	0.415
cash	boer	0.867	0.552	0.714
cashier	Kassi	0.615	0.413	0.484
cashmere	Kaschmir	0.653	0.452	0.439
casing	Gefier	0.458	0.327	0.328
casino	Casino	0.542	0.684	0.568
cask	Fiels	0.490	0.398	0.444
casket	Schlauch	0.125	0.490	0.346
casserole	Kasserol	0.570	0.360	0.328
cassette	Kassette	0.490	0.334	0.355
cast	gegruewen	0.558	0.620	0.517
castaway	Ruff	0.208	0.646	0.422
caste	Buerg	0.510	0.333	0.374
caster	rengen Maschinn	0.604	0.670	0.647
castle	Schlass	0.680	0.396	0.718
castor	Rollor	0.583	0.337	0.368
castrate	Schlager	0.177	0.485	0.519
castration	Kastration	0.198	0.735	0.381
casual	Casual	0.643	0.224	0.385
casually	zouloossen	0.658	0.290	0.333
casualty	Affer	0.235	0.274	0.132
cat	Kaz	0.667	0.260	0.370
catabolism	Katabolismus	0.265	0.573	0.605
catalog	Katalog	0.561	0.221	0.573
catalogue	Katalog	0.647	0.327	0.533
catalysis	Katalyse gemaach	0.385	0.559	0.531
catalyst	Katalysator	0.604	0.509	0.585
catalytic	Katalysator	0.562	0.519	0.563
catamaran	Catamaran	0.571	0.566	0.526
catapult	catapult	0.480	0.830	0.649
cataract	Katarakt	0.406	0.545	0.549
catastrophe	Katastrof	0.146	0.952	0.670
catastrophic	katastrophal	0.071	0.934	0.598
catatonic	catatonic	0.255	0.500	0.509
catch	fält	0.531	0.437	0.552
catcher	A fält	0.653	0.413	0.540
catching	opfänken	0.490	0.788	0.644
catchphrase	zougräife kënnt	0.698	0.423	0.433
catchy	opgerappt	0.677	0.441	0.462
catechism	Catechismus	0.656	0.236	0.613
categorical	kategoresch	0.615	0.442	0.760
category	Kategorie	0.571	0.264	0.521
cater	këmmere sech ëm	0.802	0.500	0.509
caterer	Traiteur	0.550	0.557	0.644
caterpillar	Raupen	0.461	0.286	0.330
cates	Kéieren	0.370	0.394	0.407
catfish	wäiss	0.458	0.337	0.296
cathartic	cathartesch	0.450	0.510	0.604
cathedral	Kathedral	0.598	0.330	0.643
catheter	Katheter	0.336	0.491	0.373
catholic	kathoulesch war	0.646	0.240	0.575
cathouse	cathouse	0.327	0.375	0.363
catnip	Katastrof	0.439	0.381	0.296
cattle	Ranner	0.622	0.340	0.445
catwalk	Catwalk	0.698	0.436	0.464
caucus	Caukus	0.418	0.311	0.491
caudal	caudal	0.500	0.425	0.583
cauldron	Kaffi	0.510	0.486	0.418
cauliflower	Choufleur	0.448	0.255	0.231
caulk	kallek	0.367	0.500	0.418
causal	Kusal	0.562	0.367	0.491
causality	Kausalitéit	0.500	0.378	0.336
causation	Kuss	0.562	0.480	0.567
cause	Ursaachen	0.469	0.373	0.486
caused	verursaacht	0.344	0.520	0.382
causeway	Causeway	0.453	0.382	0.422
caution	virsichteg	0.552	0.712	0.547
cautionary	Virsiicht	0.510	0.541	0.519
cautious	virsichteg	0.470	0.445	0.517
cautiously	lues getraut	0.510	0.388	0.525
cavalier	Cavalier	0.735	0.462	0.713
cavalry	Kavallerie	0.667	0.727	0.794
cave	Höhl	0.459	0.333	0.380
caveat	Caveat	0.344	0.629	0.484
caveman	Caveman	0.235	0.644	0.482
cavern	Cavern	0.323	0.360	0.365
cavernous	cavernous	0.354	0.548	0.462
caviar	Kaviar	0.906	0.394	0.481
caving	Spull	0.378	0.491	0.551
cavity	Huelraim	0.466	0.385	0.379
cayenne	Cayenne	0.615	0.306	0.355
cease	ophalen	0.388	0.250	0.420
ceasefire	Waffestëllstand	0.542	0.594	0.567
ceaseless	ongestéiert	0.378	0.704	0.658
cedar	Zeder	0.560	0.267	0.577
cede	Cede	0.275	0.327	0.402
ceiling	Plafong sinn	0.520	0.224	0.366
celebrant	feiert	0.865	0.656	0.643
celebrate	feieren	0.917	0.857	0.859
celebrated	gefeiert	0.875	0.690	0.763
celebrating	feieren	0.927	0.860	0.773
celebration	Feierdeeg	0.939	0.824	0.880
celebrations	Feierdeeg	0.958	0.794	0.714
celebratory	feierlechen	0.857	0.653	0.845
celebrity	berühmt ginn	0.760	0.619	0.855
celery	Sallerie	0.396	0.147	0.223
celestial	Himmelskierper	0.817	0.360	0.731
celibacy	antauschen	0.302	0.276	0.509
celibate	ginn	0.419	0.387	0.391
cell	Zell	0.541	0.375	0.465
cellar	Keller	0.510	0.277	0.406
cellblock	Cellblock	0.186	0.570	0.500
cellist	Cellist	0.667	0.500	0.486
cellmate	Cellmate	0.167	0.684	0.349
cello	Cello	0.635	0.324	0.528
cellophane	Cellophan	0.648	0.282	0.289
cellular	Zellular	0.643	0.398	0.517
cellulite	Cellulite	0.200	0.384	0.256
celluloid	Celluloid	0.469	0.440	0.425
cement	Zement	0.544	0.265	0.527
cemented	simultan	0.429	0.382	0.537
cemetery	Kierfecht	0.051	0.630	0.417
censor	Zensur	0.344	0.276	0.538
censorship	Zensur	0.219	0.698	0.421
censure	Zensur	0.219	0.653	0.417
census	Zensus	0.449	0.289	0.553
cent	Cent	0.439	0.367	0.402
centenary	Joresdag	0.604	0.440	0.642
centennial	Centennial	0.583	0.394	0.700
center	Zentrum	0.643	0.231	0.431
centerfold	zéngzunn	0.571	0.407	0.485
centerpiece	Häerzstull	0.594	0.208	0.520
centimeter	Zentimeter	0.427	0.280	0.380
centipede	Centipede	0.296	0.399	0.361
central	zentraler Positioun	0.640	0.356	0.621
centrality	Centrality	0.571	0.312	0.709
centralization	Zentraliséierung	0.521	0.440	0.702
centralize	zentraliséieren	0.684	0.427	0.802
centrally	zentral	0.729	0.280	0.700
centrifugal	Zentrifugal	0.306	0.651	0.480
centrifuge	Zentrifuge	0.495	0.622	0.527
centurion	Centurio	0.590	0.447	0.696
century	Joerhonnert	0.407	0.347	0.735
ceramic	Keramik	0.521	0.255	0.371
ceramics	Keramik	0.573	0.250	0.373
cereal	Müsliriegel	0.612	0.206	0.316
cereals	Cerealien	0.719	0.224	0.311
cerebral	zerebral	0.408	0.509	0.627
ceremonial	Zeremoniell	0.771	0.540	0.691
ceremony	der Präisverdeelung	0.760	0.559	0.761
certain	bestëmmt sinn	0.760	0.358	0.673
certainty	sécher sinn	0.781	0.400	0.769
certifiable	zertifiéiert	0.714	0.427	0.662
certificate	Zertifika ze kréien	0.786	0.377	0.746
certified	zertifizéiert	0.781	0.422	0.806
certify	bestätegen	0.866	0.400	0.746
cervical	Gebärmutter	0.375	0.413	0.445
cervix	Kervix	0.429	0.360	0.340
cess	gitt	0.427	0.375	0.406
cessation	stänneg Iwwerhuelung	0.414	0.385	0.358
cesspool	Cesspool	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	Buedem	0.333	0.327	0.188
chafing	geruff	0.430	0.415	0.368
chagrin	chagrin	0.104	0.704	0.472
chagrined	bezeechent	0.112	0.745	0.361
chai	chai	0.500	0.375	0.363
chain	Ketten	0.378	0.500	0.547
chainsaw	Kettenwäiss	0.367	0.804	0.636
chair	Sëtz	0.562	0.082	0.276
chairman	President	0.656	0.567	0.933
chairperson	Stëmm	0.730	0.657	0.966
chairwoman	Stellvertriedung	0.719	0.664	0.953
chaise	Chaise	0.406	0.349	0.327
chalet	Chalet	0.653	0.349	0.278
chalice	Chalet	0.633	0.286	0.529
chalk	Kallek	0.385	0.185	0.121
challenge	erauszefuerderen	0.469	0.922	0.713
challenger	erausfuerdert	0.417	0.755	0.652
chamber	Chamber	0.583	0.373	0.455
chambermaid	Kaméidi	0.594	0.375	0.336
chambers	Kammern	0.542	0.442	0.388
chameleon	Chamäleon	0.490	0.580	0.345
champ	Champion	0.854	0.754	0.896
champagne	Schampes	0.760	0.600	0.454
champion	Champion	0.890	0.880	0.945
championship	Championnat	0.833	0.800	0.880
chance	Chance ginn	0.833	0.551	0.525
chancellor	Kanzler	0.646	0.500	0.887
chandelier	Lüster	0.615	0.542	0.366
chandler	Chandler	0.510	0.452	0.454
change	änneren	0.625	0.575	0.606
changeable	geännert ginn	0.490	0.480	0.528
changed	geännert	0.594	0.375	0.491
changer	changer	0.583	0.519	0.567
changing	änneren	0.571	0.569	0.461
channel	Kanal	0.490	0.287	0.405
chant	chant	0.771	0.698	0.650
chaos	Chaos	0.016	0.923	0.373
chaotic	chaotesch	0.115	0.847	0.442
chap	Chap	0.550	0.410	0.345
chapel	Kapell	0.573	0.240	0.440
chaperon	Keeser	0.500	0.520	0.404
chaplain	Kaploun	0.582	0.370	0.577
chapman	Kapell	0.562	0.529	0.465
chaps	Chappen	0.350	0.462	0.350
chapter	Kapitel	0.580	0.308	0.461
char	Char	0.554	0.361	0.404
character	Charakter	0.667	0.373	0.686
characteristic	charakteristesch	0.583	0.328	0.538
characterize	charakteriséiert	0.729	0.471	0.735
charade	Charade	0.458	0.550	0.346
charcoal	Holzkierch	0.302	0.186	0.342
chardonnay	chardonnay	0.677	0.567	0.492
charge	ze bezuelen	0.510	0.633	0.785
chargeable	ze bezuelen	0.551	0.550	0.453
charger	Charger	0.531	0.418	0.545
chariot	Chariot	0.684	0.550	0.491
charisma	charisma	0.938	0.591	0.759
charismatic	charismatesch	0.938	0.684	0.849
charitable	Wëllkomm	0.865	0.380	0.593
charity	gudden Zweiwel	0.920	0.284	0.551
charlatan	charlatan	0.200	0.640	0.352
charm	Charme	0.833	0.363	0.649
charmed	iwwerrascht	0.938	0.570	0.769
charmer	charmer	0.882	0.683	0.782
charming	charmante	0.917	0.660	0.764
charred	chargéiert	0.208	0.676	0.373
chart	Diagramm	0.469	0.317	0.330
charter	Charta	0.677	0.382	0.518
chartered	chartered	0.569	0.460	0.490
chase	komm	0.396	0.878	0.623
chased	veruerteelt ginn	0.188	0.830	0.287
chaser	Keeser	0.375	0.830	0.645
chasm	chasm	0.265	0.579	0.500
chassis	Chassis	0.406	0.342	0.444
chaste	gehéieren	0.408	0.248	0.453
chastened	agestallt	0.156	0.580	0.345
chastisement	chastisement	0.156	0.852	0.462
chastity	Keelt	0.469	0.392	0.509
chat	chatten	0.729	0.400	0.346
chateau	Schloss	0.615	0.464	0.702
chatter	geschmaacht	0.560	0.450	0.347
chatterbox	chatterbox	0.459	0.548	0.482
chattering	geschnaddert	0.460	0.663	0.304
chatty	zoumaachen	0.594	0.548	0.345
chauffeur	Chauffeur	0.500	0.353	0.471
chauvinist	chauvinist	0.310	0.539	0.527
cheap	bëlleg	0.612	0.471	0.272
cheapened	méi ginn	0.471	0.611	0.282
cheapskate	Bëllegskëscht	0.148	0.482	0.327
cheat	bedrunn	0.125	0.776	0.400
cheater	cheater	0.104	0.920	0.333
check	kontrolléieren	0.523	0.552	0.602
checkbook	Scheckheft	0.552	0.284	0.364
checker	Scheck	0.330	0.417	0.553
checkered	markéiert	0.459	0.316	0.336
checkers	Schecken	0.676	0.451	0.437
checklist	Checklëschten	0.561	0.521	0.552
checkmate	checkmate	0.667	0.708	0.750
checkout	ofmellen	0.597	0.510	0.670
checkpoint	Scheckpunkt	0.571	0.323	0.812
checkup	Iwwerpréiwung	0.500	0.435	0.491
cheek	Wéck	0.670	0.314	0.421
cheeks	Wécker	0.708	0.324	0.282
cheeky	verréckt	0.434	0.679	0.410
cheep	cheep	0.367	0.380	0.373
cheer	äiskal	0.938	0.784	0.845
cheered	geplatzt	0.875	0.648	0.790
cheerful	lëschteg	0.990	0.720	0.696
cheerfulness	liewend	0.969	0.802	0.675
cheering	oppassen	0.815	0.824	0.642
cheerleader	Cheffen	0.923	0.746	0.657
cheerleading	gekleet	0.698	0.769	0.404
cheerless	roueg	0.204	0.373	0.167
cheers	Prost	0.948	0.770	0.702
cheery	erwierbt	0.949	0.657	0.486
cheese	Kéis	0.740	0.280	0.281
cheeseburger	Cheeseburger	0.802	0.529	0.336
cheesecake	Kéisekes	0.860	0.276	0.238
cheesy	cheesy	0.470	0.471	0.179
cheetah	géi	0.469	0.770	0.667
chef	Kichechef	0.854	0.411	0.570
chemical	chemesch	0.337	0.560	0.508
chemise	NO TRANSLATION	0.530	0.275	0.364
chemist	Apdikt geluegt	0.408	0.575	0.610
chemistry	der Chimie	0.625	0.520	0.694
chemo	Chimio	0.214	0.686	0.444
chemotherapy	Chemotherapie	0.163	0.689	0.517
