Word	Marathi-mr	Valence	Arousal	Dominance
blubber	फुंकणे	0.388	0.260	0.360
bluddy	ब्लग्डी	0.312	0.528	0.442
blue	निळा	0.646	0.137	0.291
blue spruce	निळा ऐटबाज	0.559	0.335	0.364
blueberry	ब्ल्यूबेरी	0.656	0.185	0.365
bluebird	नीळ पक्षी	0.573	0.350	0.450
bluegrass	ब्लूग्रास	0.573	0.441	0.395
bluejay	ब्लूजय	0.635	0.520	0.310
blueprint	नकाशाप्रति	0.490	0.173	0.425
blues	संथ	0.469	0.220	0.287
bluff	ब्लफ	0.418	0.286	0.377
bluish	निळ्या रंगाचा	0.604	0.245	0.382
blunder	चूक	0.135	0.635	0.145
blunt	बोथट	0.551	0.680	0.925
blur	अस्पष्ट	0.268	0.471	0.205
blurred	अस्पष्ट	0.320	0.367	0.231
blurry	अस्पष्ट	0.059	0.385	0.218
blurt	तुच्छ	0.408	0.439	0.441
blush	लाज	0.698	0.610	0.445
blushing	लाज	0.510	0.789	0.288
boa	NO TRANSLATION	0.255	0.569	0.542
boa constrictor	NO TRANSLATION	0.198	0.784	0.609
boar	डुक्कर	0.406	0.500	0.351
board	बोर्ड	0.592	0.255	0.385
board game	बैठे खेळ	0.711	0.490	0.349
boarder	NO TRANSLATION	0.604	0.440	0.475
boarding	बोर्डिंग	0.531	0.402	0.534
boardroom	बोर्डरूम	0.555	0.566	0.661
boards	बोर्ड	0.469	0.270	0.524
boardwalk	बोर्डवॉक	0.643	0.481	0.549
boast	बढाई मारणे	0.520	0.586	0.569
boastful	बढाईखोर	0.490	0.806	0.695
boasting	शेखी	0.417	0.620	0.602
boat	बोट	0.516	0.420	0.554
boathouse	बटाटा	0.592	0.380	0.404
boating	नौकाविहार	0.638	0.613	0.557
boatload	बोटलोड	0.365	0.415	0.485
boatman	नाविक	0.592	0.573	0.562
bobbin	भोपळा	0.429	0.472	0.353
bobcat	बॉबकॅट	0.562	0.490	0.529
bobsled	बॉब्सलेड	0.667	0.613	0.325
bode	बीओडी	0.344	0.406	0.411
bodega	बोडेगा	0.573	0.307	0.398
bodice	चोळी	0.390	0.471	0.386
bodily	शारीरिक	0.594	0.481	0.557
body	शरीर	0.694	0.461	0.571
bodyguard	अंगरक्षक	0.510	0.710	0.754
bog	दलदलीचा प्रदेश	0.302	0.361	0.365
bogey	बोगी	0.380	0.519	0.368
bogeyman	बेग्मेमन	0.388	0.708	0.517
bogus	बनावट	0.219	0.353	0.144
bohemian	बोहिमिआचा रहिवासी	0.622	0.500	0.407
boil	उकळणे	0.417	0.684	0.433
boiler	बॉयलर	0.561	0.590	0.509
boilerplate	बॉयलरप्लेट	0.398	0.519	0.387
boiling	उकळत्या	0.302	0.690	0.526
boisterous	उच्छृंखल	0.385	0.806	0.565
bold	धीट	0.490	0.271	0.483
boldness	धैर्य	0.806	0.684	0.814
bollocks	बोल्क्स	0.448	0.471	0.327
bolster	तक्क्या	0.708	0.471	0.569
bolt	बोल्ट	0.354	0.363	0.426
bolus	बोल्ट	0.426	0.491	0.352
bomb	बॉम्ब	0.167	0.912	0.750
bombard	भडिमार	0.156	0.961	0.777
bombardier	बॉम्बेर्डियर	0.240	0.863	0.787
bombardment	भडिमार	0.146	0.959	0.742
bombed	बॉम्बित	0.051	0.851	0.627
bomber	बॉम्बर	0.125	0.837	0.810
bombers	बॉम्बर्स	0.173	0.920	0.787
bombing	बॉम्बफेक	0.167	0.963	0.732
bombshell	बॉमशेल	0.327	0.868	0.693
bonanza	बोनान्झा	0.875	0.410	0.683
bonbon	NO TRANSLATION	0.865	0.551	0.446
bond	बंधपत्र	0.667	0.519	0.630
bondage	गुलाम	0.146	0.705	0.355
bonding	बाँडिंग	0.594	0.442	0.509
bonds	बॉण्ड्स	0.740	0.472	0.583
bondsman	बॉन्डमन	0.469	0.497	0.675
bone	हाड	0.337	0.370	0.413
bonehead	अस्थी	0.337	0.521	0.518
boner	बोनर	0.344	0.612	0.393
bones	हाडे	0.281	0.343	0.358
bonfire	हातोडा	0.480	0.719	0.473
bong	बोंग	0.333	0.566	0.375
bonkers	बोनकार	0.306	0.847	0.278
bonne	NO TRANSLATION	0.448	0.395	0.362
bonnet	बोनट	0.406	0.509	0.473
bonny	उत्तम	0.561	0.404	0.444
bonsai	बोन्साई	0.714	0.235	0.375
bonus	बोनस	0.857	0.620	0.682
bony	बोनी	0.445	0.462	0.330
boo	बुओ	0.153	0.676	0.309
boob	उल्हास	0.694	0.600	0.392
booby	मूर्ख	0.396	0.423	0.185
booger	बोगर	0.399	0.537	0.427
boogeyman	बूगेमेन	0.292	0.559	0.567
boogie	बोगी	0.590	0.543	0.400
book	पुस्तक	0.802	0.210	0.606
bookcase	बुककेस	0.553	0.221	0.490
bookie	बुकी	0.344	0.633	0.618
booking	बुकिंग	0.708	0.503	0.583
bookish	बुटीक	0.604	0.236	0.430
bookkeeper	बुककीपर	0.480	0.363	0.468
bookkeeping	बक्षीस	0.520	0.214	0.592
booklet	पुस्तिका	0.510	0.270	0.351
bookmaker	बुकर्स	0.583	0.804	0.633
bookmark	बुकमार्क	0.543	0.441	0.415
books	पुस्तके	0.729	0.115	0.430
bookseller	पुस्तकविक्रेता	0.583	0.317	0.456
bookshop	पुस्तकांची दुकाने	0.688	0.291	0.389
bookstore	पुस्तकांचे दुकान	0.771	0.180	0.503
bookworm	पुस्तकांची वडी	0.563	0.337	0.316
boom	धंद्याची भरभराट	0.604	0.655	0.731
boomer	बूमर	0.480	0.539	0.441
boomerang	बूमरॅंग	0.531	0.625	0.500
booming	फलफूल	0.688	0.554	0.661
boon	वरदान	0.878	0.294	0.642
boooo	NO TRANSLATION	0.271	0.549	0.255
boost	वाढवा	0.865	0.730	0.750
booster	बुस्टर	0.755	0.600	0.800
boot	बूट करा	0.438	0.650	0.625
booth	बूथ	0.531	0.400	0.310
bootleg	बेकायदेशीरपणे गुंग करणे	0.357	0.519	0.466
bootlegger	बूटलेगर	0.354	0.649	0.541
boots	बूट करते	0.602	0.255	0.350
booty	लूट	0.663	0.587	0.784
booze	दारू	0.265	0.745	0.431
bop	बोप	0.429	0.490	0.426
bopper	बोपर्स	0.398	0.530	0.385
border	सीमा	0.406	0.382	0.424
bordering	सीमारेषा	0.643	0.382	0.438
borderline	सीमारेषा	0.449	0.520	0.490
bore	भोक	0.417	0.440	0.455
boreal	बोअरियल	0.582	0.348	0.400
bored	कंटाळले	0.153	0.167	0.196
boredom	कंटाळवाणेपणा	0.167	0.139	0.255
borer	बोअरर	0.302	0.549	0.578
boring	कंटाळवाणा	0.194	0.217	0.125
born	जन्म	0.865	0.509	0.591
boron	बोरॉन	0.441	0.370	0.375
borough	नगरपालिका	0.429	0.343	0.380
borrow	कर्जाऊ घेणे	0.398	0.573	0.282
borrower	कर्जदार	0.439	0.423	0.763
bosom	छाती	0.612	0.588	0.404
boss	बॉस	0.310	0.627	0.954
bossy	गबाळ	0.240	0.824	0.750
boston	बोस्टन	0.643	0.380	0.580
botanical	वनस्पति	0.660	0.259	0.491
botanist	वनस्पतिशास्त्रज्ञ	0.651	0.240	0.456
botany	वनस्पतिशास्त्र	0.604	0.201	0.500
bother	त्रास द्या	0.208	0.780	0.370
bothering	त्रास देणे	0.208	0.764	0.449
bottle	बाटली	0.469	0.236	0.336
bottleneck	बाष्कळ बडबड	0.284	0.471	0.287
bottling	बॉटलिंग	0.365	0.333	0.370
bottom	तळ	0.417	0.370	0.291
bottomless	तळ नसलेला	0.310	0.470	0.368
botulism	बोटुलिझम	0.292	0.575	0.386
boulder	बोल्डर	0.461	0.309	0.531
bounce	बाउन्स	0.375	0.633	0.386
bouncer	बाउंसर	0.490	0.653	0.655
bouncy	उडी मारणारा	0.562	0.565	0.429
bound	बांधील	0.417	0.667	0.310
boundary	सीमा	0.561	0.427	0.518
boundless	अमर्याद	0.684	0.642	0.652
bounds	सीमा	0.378	0.426	0.604
bountiful	विपुल	0.854	0.596	0.759
bounty	उदार	0.760	0.755	0.833
bouquet	पुष्पगुच्छ	0.724	0.352	0.306
bourbon	बॉर्बन	0.602	0.490	0.517
bourgeois	भांडखोर	0.439	0.593	0.682
bourgeoisie	बुर्जुआ	0.357	0.417	0.767
bourse	बाजार	0.530	0.230	0.336
bout	चढाओढ	0.208	0.808	0.679
boutique	बुटीक	0.745	0.490	0.441
bouttime	बटाटाईम	0.588	0.373	0.410
bovine	गोडवा	0.449	0.255	0.353
bow	धनुष्य	0.530	0.306	0.408
bowed	वाकलेले	0.410	0.418	0.368
bowel	आतडी	0.306	0.417	0.391
bowels	आतडी	0.194	0.448	0.362
bowl	वाडगा	0.625	0.377	0.358
bowler	गोलंदाज	0.552	0.633	0.481
bowling	गोलंदाजी	0.656	0.431	0.309
bowls	चेंडू	0.551	0.280	0.277
box	बॉक्स	0.500	0.179	0.312
boxcar	बॉक्सर	0.420	0.469	0.421
boxer	मुष्ठियोद्धा	0.490	0.810	0.802
boxers	मुष्ठियोद्धा	0.375	0.880	0.654
boxing	बॉक्सिंग	0.427	0.854	0.645
boy	मुलगा	0.646	0.392	0.445
boycott	बहिष्कार घालणे	0.112	0.690	0.505
boyfriend	प्रियकर	0.781	0.604	0.547
boyhood	बालपण	0.729	0.745	0.500
boyish	बालिश	0.698	0.562	0.462
boysenberry	बॉयसबेबेरी	0.646	0.409	0.475
bozo	बोझू	0.388	0.364	0.298
bra	ब्रा	0.672	0.529	0.509
brace	ब्रेस	0.610	0.385	0.364
bracelet	बांगडी	0.776	0.340	0.322
braces	चौकटी कंस	0.500	0.337	0.568
brachial	दुचाकी	0.388	0.363	0.464
bracket	ब्रॅकेट	0.490	0.350	0.682
brackets	कंस	0.573	0.281	0.435
brackish	खारट	0.469	0.368	0.421
brad	ब्राड	0.490	0.385	0.402
brag	बढाई मारणे	0.347	0.545	0.578
braid	वेणी	0.427	0.222	0.216
brain	मेंदू	0.667	0.441	0.823
brainless	बिनधास्त	0.138	0.310	0.224
brains	मेंदू	0.663	0.557	0.722
brainstorm	बंडखोर	0.794	0.784	0.636
brainwash	ब्रेनवॉश	0.198	0.647	0.481
brainy	बुद्धी	0.708	0.520	0.648
brake	ब्रेक	0.312	0.481	0.310
bran	कोंडा	0.688	0.433	0.483
branch	शाखा	0.538	0.206	0.250
branching	शाखा	0.520	0.422	0.472
brand	ब्रांड	0.562	0.284	0.547
brandy	दारू	0.600	0.590	0.487
brash	कंदीलपणा	0.360	0.814	0.552
brass	पितळ	0.500	0.320	0.490
brass knuckle	पितळ नॅकल	0.406	0.449	0.518
brassiere	नाकपुडी	0.510	0.469	0.336
brat	ब्रॅट	0.312	0.440	0.231
bratwurst	ब्रॅटवॉर्स्ट	0.510	0.490	0.464
bravado	बहाणा	0.479	0.510	0.527
brave	शूर	0.837	0.750	0.917
bravery	शौर्य	0.898	0.745	0.868
brawl	भांडण	0.104	0.938	0.603
brawn	सामर्थ्यवान	0.438	0.402	0.544
brazen	निर्लज्ज	0.292	0.640	0.518
breach	उल्लंघन	0.177	0.745	0.423
bread	ब्रेड	0.660	0.314	0.342
breadth	रुंदी	0.667	0.490	0.644
break	ब्रेक	0.610	0.265	0.370
breakable	फुटता येण्याजोगा	0.194	0.667	0.408
breakaway	फुटणे	0.479	0.802	0.519
breakdown	यंत्रातील बिघाड	0.365	0.423	0.361
breaker	ब्रेकर	0.323	0.527	0.520
breakers	ब्रेकर्स	0.469	0.588	0.439
breakfast	न्याहारी	0.885	0.330	0.429
breaking and entering	ब्रेकिंग आणि प्रवेश करत आहे	0.418	0.729	0.500
breakingnews	ठळक बातम्या	0.500	0.552	0.607
breakneck	ब्रेनेबॅक	0.254	0.833	0.604
breakthrough	घुसखोरी	0.680	0.525	0.718
breakup	तुटलेली	0.250	0.720	0.357
breast	स्तन	0.753	0.429	0.500
breath	श्वास	0.684	0.392	0.451
breathe	श्वास घेणे	0.833	0.373	0.518
breather	विश्रांती	0.624	0.471	0.388
breathless	निष्पाप	0.323	0.490	0.222
breathtaking	चित्तथरारक	0.936	0.792	0.921
breech	ब्रीच	0.500	0.637	0.422
breeches	जांभळे	0.365	0.457	0.333
breed	जातीच्या	0.490	0.441	0.578
breeder	ब्रीडर	0.645	0.481	0.605
breeding	पैदास	0.667	0.481	0.610
breeze	ब्रीझ	0.837	0.284	0.370
breezy	आनंदी	0.531	0.472	0.482
brethren	बंधूनो	0.917	0.380	0.641
breve	NO TRANSLATION	0.535	0.365	0.191
brevity	संक्षेप	0.459	0.434	0.375
brew	पेय	0.740	0.538	0.758
brewery	दारूभट्टी	0.710	0.622	0.510
brewing	पिण्याची क्रिया	0.740	0.593	0.609
briar	घोडा	0.493	0.375	0.407
bribe	लाच	0.112	0.690	0.472
bribery	लाचखोरी	0.135	0.775	0.585
brick	वीट	0.217	0.418	0.368
bridal	विवाह	0.823	0.655	0.596
bride	वधू	0.840	0.708	0.579
bridegroom	नवरा	0.809	0.736	0.527
bridesmaid	नववधू	0.748	0.519	0.618
bridge	पूल	0.625	0.324	0.519
bridle	बाण	0.427	0.367	0.386
brief	संक्षिप्त	0.469	0.300	0.279
briefcase	ब्रीफकेस	0.542	0.206	0.442
briefing	ब्रीफिंग	0.612	0.333	0.702
briefly	थोडक्यात	0.686	0.314	0.330
brig	ब्रिगेड	0.573	0.539	0.500
brigade	ब्रिगेड	0.604	0.710	0.828
bright	तेजस्वी	0.890	0.527	0.812
brighten	उजळ करा	0.760	0.547	0.649
brightens	चमकते	0.771	0.611	0.613
brighter	उजळ	0.918	0.698	0.833
brightness	ब्राइटनेस	0.938	0.623	0.660
brilliance	तेज	0.990	0.673	0.830
brilliant	तल्लख	0.939	0.575	0.923
brim	काठोकाठ	0.469	0.333	0.330
brimming	कपाळ	0.656	0.690	0.758
brimstone	गंधक	0.357	0.520	0.440
brine	समुद्र	0.333	0.481	0.361
bring	आणा	0.635	0.460	0.462
brink	कडी	0.375	0.413	0.356
brisk	आनंदी	0.719	0.745	0.742
brisket	छातीचा चमचा	0.552	0.378	0.222
bristle	केस ताठ उभे राहणे	0.375	0.375	0.326
brittle	ठिसूळ	0.276	0.490	0.272
bro	ब्रो	0.794	0.349	0.684
broach	ब्रोच	0.438	0.439	0.675
broad	व्यापक	0.762	0.365	0.637
broadcast	प्रसारित	0.615	0.587	0.355
broadcasting	प्रसारण	0.542	0.700	0.706
broaden	विस्तृत करा	0.678	0.602	0.610
broadside	ब्रॉडसाइड	0.459	0.316	0.462
broadsword	विस्तृत शब्द	0.469	0.573	0.615
brocade	ब्रॉकेड	0.500	0.327	0.464
broccoli	ब्रोकोली	0.469	0.200	0.283
brochure	ब्रोशर	0.552	0.226	0.391
broil	भांडण	0.510	0.404	0.330
broke	तोडले	0.245	0.590	0.370
broken	तुटलेली	0.062	0.500	0.293
brokenheart	NO TRANSLATION	0.115	0.577	0.343
brokenhearted	तुटलेली	0.130	0.598	0.227
broker	दलाल	0.582	0.462	0.600
brokerage	ब्रोकरेज	0.479	0.500	0.500
bromide	ब्रोमाइड	0.347	0.425	0.411
bronco	ब्रॉन्को	0.500	0.510	0.473
bronze	कांस्य	0.622	0.333	0.526
brooch	ब्रोच	0.531	0.260	0.380
brood	मुलेबाळे	0.633	0.519	0.434
brooding	ब्रूडिंग	0.327	0.367	0.333
brook	झरा	0.594	0.347	0.412
broom	झाडू	0.385	0.154	0.302
broomstick	ब्रुमस्टिक	0.410	0.265	0.227
broth	मटनाचा रस्सा	0.500	0.245	0.168
brothel	वेश्यालय	0.255	0.886	0.418
brother	भाऊ	0.823	0.361	0.546
brotherhood	बंधुता	0.990	0.471	0.760
brotherly	बंधू	0.865	0.306	0.596
brow	कपाळ	0.562	0.311	0.481
brown	तपकिरी	0.396	0.202	0.293
brownstone	ब्राउनस्टोन	0.559	0.423	0.439
browse	ब्राउझ करा	0.635	0.750	0.592
brrr	BRRR	0.373	0.540	0.282
bruise	जखम	0.133	0.640	0.474
bruising	थकवा	0.084	0.520	0.422
brunch	ब्रंच	0.406	0.363	0.343
brunette	श्वेतक्रिया	0.802	0.528	0.529
brunt	आघात	0.204	0.750	0.349
brush	ब्रश	0.490	0.265	0.186
brutal	क्रूर	0.122	0.882	0.643
brutality	क्रूरपणा	0.122	0.832	0.571
brute	दुष्ट	0.115	0.547	0.379
brutish	राक्षसी	0.270	0.837	0.588
bubble	बुडबुडा	0.774	0.213	0.364
bubbling	बुडबुड	0.500	0.438	0.384
bubbly	उत्साही	0.698	0.608	0.462
bubonic	बुबोनिक	0.280	0.530	0.394
buck	बोकड	0.677	0.577	0.720
buckaroo	बकरू	0.448	0.469	0.479
bucket	बादली	0.408	0.167	0.336
buckle	वाकणे	0.416	0.373	0.361
buckled	बोकळ	0.427	0.358	0.439
bucko	बोको	0.439	0.455	0.465
buckshot	बोकॉकशॉट	0.255	0.740	0.322
buckwheat	एक प्रकारचा जुमणे	0.490	0.471	0.434
bud	कळी	0.460	0.402	0.333
buddha	बुद्ध	0.690	0.198	0.604
buddhism	बौद्ध धर्म	0.510	0.115	0.673
buddhist	बौद्ध	0.570	0.182	0.481
budding	नवोदित	0.490	0.500	0.355
buddy	मित्र	0.884	0.585	0.655
budge	बुजणे	0.719	0.755	0.543
budget	बजेट	0.643	0.396	0.731
buff	बफ	0.561	0.425	0.361
