Word	Haitian Creole-ht	Valence	Arousal	Dominance
complacency	satisfaksyon	0.604	0.503	0.519
complacent	satisfè	0.625	0.452	0.518
complain	pote plent	0.143	0.682	0.360
complaint	plent	0.143	0.606	0.281
complement	konpleman	0.760	0.277	0.600
complementary	konplemantè	0.714	0.320	0.586
complete	ranpli	0.750	0.414	0.809
completed	konplete	0.823	0.357	0.777
completely	konplètman	0.730	0.370	0.690
completeness	konplè	0.823	0.433	0.769
completing	ranpli	0.614	0.500	0.769
completion	fini	0.656	0.470	0.525
complex	konplèks	0.388	0.608	0.550
complexed	konplèks	0.312	0.577	0.612
complexion	complexion	0.521	0.520	0.380
complexity	konpleksite	0.479	0.620	0.595
compliance	konfòmite	0.750	0.462	0.750
compliant	konfòme	0.677	0.310	0.519
complicate	konplike	0.210	0.657	0.404
complicated	konplike	0.211	0.660	0.455
complication	konplikasyon	0.365	0.726	0.330
complicity	konplisite	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	konplemantè	0.823	0.413	0.435
comply	konfòme	0.806	0.370	0.638
complying	konfòme	0.729	0.423	0.590
compo	compo	0.500	0.346	0.390
component	eleman	0.531	0.382	0.525
compose	konpoze	0.639	0.432	0.694
composed	konpoze	0.684	0.385	0.682
composer	konpozitè	0.822	0.588	0.691
composite	konpoze	0.591	0.459	0.620
composition	konpozisyon	0.765	0.408	0.652
compost	konpòs	0.480	0.404	0.441
composure	sere	0.802	0.354	0.717
compound	konpoze	0.635	0.385	0.735
comprehend	konprann	0.875	0.365	0.689
comprehension	konpreyansyon	0.908	0.387	0.688
comprehensive	konplè	0.796	0.385	0.644
compress	konpresyon	0.406	0.412	0.460
compressed	konprese	0.323	0.396	0.388
compressible	konpresib	0.622	0.392	0.585
compression	konpresyon	0.646	0.521	0.579
compressor	COMPRESSOR	0.418	0.481	0.630
comprise	genyen	0.839	0.373	0.669
compromise	konpwomi	0.677	0.520	0.805
comptroller	Kontwolè	0.402	0.481	0.866
compulsion	fòse	0.118	0.760	0.604
compulsive	konpulsif	0.347	0.871	0.573
compulsory	obligatwa	0.343	0.541	0.791
computable	calculable	0.570	0.402	0.545
computation	kalkil	0.583	0.429	0.697
compute	kalkile	0.531	0.408	0.564
computer	òdinatè	0.802	0.356	0.639
computerized	enfòmatize	0.677	0.450	0.657
computing	informatique	0.745	0.398	0.695
comrade	kamarad	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	akò	0.480	0.593	0.539
concave	konkav	0.441	0.349	0.349
conceal	kache	0.312	0.436	0.306
concealed	kache	0.344	0.363	0.352
concealment	kache	0.302	0.570	0.390
concede	akozde	0.670	0.324	0.473
conceit	konsèy	0.354	0.625	0.309
conceited	adolesan	0.194	0.667	0.473
conceivable	imajinab	0.730	0.350	0.613
conceive	vin ansent	0.708	0.538	0.700
concentrate	konsantre	0.750	0.439	0.743
concentration	konsantrasyon	0.735	0.500	0.722
concentric	konsantrik	0.730	0.479	0.635
concept	konsèp	0.573	0.265	0.632
conception	KONSEPSYON	0.694	0.490	0.614
concern	enkyetid	0.250	0.734	0.463
concerned	konsène	0.292	0.698	0.350
concert	konsè	0.938	0.867	0.718
concerto	konsè	0.613	0.759	0.679
concession	konsesyon	0.588	0.423	0.615
concessional	konsesyonèl	0.770	0.493	0.657
conch	konch	0.583	0.306	0.339
concierge	gardyen	0.480	0.343	0.343
conciliation	konsilyasyon	0.792	0.475	0.726
concise	kout	0.583	0.298	0.620
conclave	konklave	0.573	0.440	0.611
conclude	konkli	0.530	0.267	0.679
concluding	konklizyon	0.531	0.382	0.603
conclusion	konklizyon	0.615	0.377	0.659
conclusive	konklizyon	0.500	0.427	0.745
concoction	konkou	0.448	0.459	0.417
concomitant	akonpli	0.427	0.482	0.727
concord	konkòd	0.677	0.320	0.586
concordance	konsantrasyon	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	konsantrasyon	0.740	0.657	0.528
concrete	konkrè	0.633	0.420	0.547
concubine	concubine	0.388	0.594	0.476
concur	dakò	0.459	0.394	0.429
concurrence	konklizyon	0.764	0.627	0.613
concurrent	konkouran	0.573	0.547	0.741
concurring	concurring	0.573	0.600	0.681
concussion	Chòk	0.072	0.708	0.482
condemn	kondane	0.102	0.793	0.625
condemnation	kondanasyon	0.133	0.725	0.449
condensation	kondansasyon	0.510	0.316	0.538
condensed	kondanse	0.598	0.415	0.623
condescending	konsyansman	0.583	0.363	0.593
condescension	Kondansasyon	0.521	0.377	0.565
condiment	kondiman	0.520	0.333	0.433
condition	kondisyon	0.500	0.469	0.519
conditional	kondisyonèl	0.521	0.343	0.556
conditionally	kondisyon	0.396	0.419	0.617
conditioned	kondisyone	0.490	0.417	0.616
conditioner	kondisyone	0.781	0.360	0.538
conditioning	kondisyone	0.440	0.468	0.617
conditions	kondisyon	0.551	0.441	0.593
condo	kondominyòm	0.439	0.288	0.607
condolence	Kondoleyans	0.260	0.443	0.404
condolences	Kondoleyans	0.198	0.480	0.288
condom	kapòt	0.406	0.637	0.500
condone	kondane	0.571	0.441	0.619
condor	kondor	0.573	0.388	0.519
conducive	fezab	0.775	0.479	0.679
conduct	konduit	0.453	0.510	0.750
conduction	kondiksyon	0.530	0.557	0.717
conductivity	konduktivite	0.583	0.575	0.642
conductor	kondiktè	0.677	0.663	0.621
conduit	kanal	0.470	0.302	0.413
cone	kòn	0.417	0.208	0.343
confederacy	Konfederasyon	0.590	0.541	0.736
confederate	konfederasyon	0.551	0.546	0.792
confederation	konfederasyon	0.663	0.404	0.830
confer	konfere	0.573	0.482	0.583
conference	konferans	0.688	0.615	0.606
confess	konfese	0.360	0.712	0.431
confession	konfesyon	0.469	0.642	0.460
confessional	konfesyonèl	0.458	0.392	0.629
confessions	konfesyon	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	konfidan	0.837	0.633	0.631
confide	konfye	0.669	0.472	0.595
confidence	konfyans	0.959	0.276	0.943
confident	konfyans	0.765	0.324	0.723
confidential	konfidansyèl	0.643	0.471	0.761
confidentiality	konfidansyalite	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	konfigirasyon	0.540	0.443	0.591
confine	limenm	0.327	0.551	0.538
confined	fèmen	0.286	0.472	0.444
confinement	enkaserasyon	0.333	0.656	0.520
confines	limit	0.396	0.386	0.542
confirm	konfime	0.802	0.439	0.806
confirmation	konfimasyon	0.812	0.480	0.692
confirmatory	konfimasyon	0.656	0.500	0.683
confirmed	konfime	0.760	0.490	0.764
confiscate	konfiske	0.250	0.625	0.482
confiscation	konfiskasyon	0.208	0.706	0.586
conflagration	konfli	0.344	0.721	0.594
conflict	konfli	0.335	0.906	0.471
conflicting	konfli	0.173	0.738	0.553
confluence	Konfli	0.677	0.598	0.565
conform	konfòme	0.479	0.380	0.375
conformance	konfòmans	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	konfòmite	0.645	0.363	0.579
confound	konfonn	0.347	0.529	0.333
confounded	konfonn	0.333	0.528	0.264
confront	konfwonte	0.281	0.760	0.746
confrontation	konfwontasyon	0.177	0.870	0.658
confuse	konfonn	0.100	0.580	0.270
confused	konfonn	0.220	0.650	0.179
confusing	konfizyon	0.229	0.690	0.222
confusion	konfizyon	0.255	0.667	0.277
conga	konga	0.469	0.529	0.440
congenial	konjenn	0.820	0.412	0.620
congenital	konjenital	0.448	0.434	0.427
congestion	konjesyon	0.271	0.654	0.491
conglomerate	konglomera	0.500	0.500	0.838
conglomeration	konglomera	0.541	0.720	0.670
congrats	Kongrats	0.930	0.726	0.775
congratulate	felisite	0.927	0.724	0.784
congratulation	felisite	0.948	0.780	0.717
congratulations	Felisitasyon	0.960	0.755	0.719
congratulatory	felisitasyon	0.959	0.616	0.689
congregate	rasanble	0.653	0.530	0.733
congregation	kongregasyon	0.561	0.490	0.700
congress	Kongrè a	0.449	0.444	0.857
congressional	Kongrè a	0.552	0.491	0.848
congressman	Kongrèman	0.438	0.471	0.877
congruence	kongriyans	0.656	0.472	0.577
conic	konik	0.510	0.368	0.379
conical	konik	0.490	0.422	0.471
conjecture	konjekti	0.396	0.398	0.534
conjugal	konjigal	0.698	0.510	0.688
conjugate	konjige	0.583	0.420	0.467
conjugation	konjigezon	0.479	0.429	0.582
conjunction	konjonksyon	0.520	0.472	0.509
conjunctive	konjonktif	0.487	0.444	0.639
conjure	konjure	0.385	0.679	0.645
conjuring	konjele	0.224	0.653	0.694
conk	konk	0.340	0.469	0.404
connect	konekte	0.724	0.299	0.536
connected	konekte	0.816	0.550	0.612
connection	koneksyon	0.729	0.560	0.655
connective	konjonktif	0.719	0.491	0.764
connoisseur	konsyatè	0.760	0.461	0.769
conquer	konkeri	0.694	0.873	0.971
conquering	viktwa	0.760	0.873	0.936
conqueror	konkeran	0.604	0.809	0.930
conquest	konkèt	0.710	0.702	0.833
conscience	konsyans	0.663	0.375	0.721
conscientious	konsyans	0.688	0.404	0.688
conscious	konsyan	0.740	0.333	0.705
consciousness	konsyans	0.840	0.483	0.755
conscription	konskripsyon	0.396	0.775	0.642
consecrated	konsakre	0.663	0.500	0.800
consecration	konsekrasyon	0.771	0.418	0.804
consecutive	konsekitif	0.663	0.418	0.643
consensual	konsantman	0.663	0.417	0.655
consensus	konsansis	0.627	0.358	0.625
consent	konsantman	0.750	0.500	0.620
consenting	konsanti	0.727	0.406	0.693
consequence	konsekans	0.240	0.721	0.593
consequent	konsekan	0.663	0.471	0.625
conservation	konsèvasyon	0.832	0.401	0.606
conservatism	konsèvatis	0.406	0.369	0.633
conservative	konsèvatif	0.615	0.316	0.788
conservatory	konsèvatwa	0.635	0.240	0.729
conserve	konsève	0.690	0.347	0.573
consider	konsidere	0.677	0.368	0.579
considerable	konsiderab	0.653	0.314	0.683
considerate	konsiderab	0.781	0.380	0.633
consideration	konsiderasyon	0.589	0.380	0.687
consignee	konsesyonè	0.635	0.385	0.602
consignment	konsèy	0.490	0.440	0.500
consist	konpoze	0.823	0.386	0.580
consistency	konsistans	0.714	0.500	0.887
consistent	ki konsistan	0.786	0.431	0.726
consolation	konsolasyon	0.408	0.250	0.304
console	konsole	0.625	0.398	0.415
consoled	konsole	0.700	0.343	0.452
consolidate	konsolide	0.880	0.440	0.870
consolidated	konsolide	0.700	0.366	0.784
consolidation	konsolidasyon	0.604	0.445	0.776
consonant	konsòn	0.500	0.347	0.417
consort	konsò	0.632	0.509	0.630
conspicuous	evidan	0.479	0.520	0.596
conspiracy	konplo	0.125	0.787	0.652
conspirator	konspiratè	0.271	0.786	0.707
conspire	konspire	0.206	0.740	0.520
constable	konstwiksyon	0.573	0.667	0.764
constancy	konstans	0.786	0.443	0.763
constant	konstan	0.740	0.296	0.686
constantly	toujou ap	0.663	0.561	0.700
constellation	konstelasyon	0.719	0.533	0.775
consternation	konstèrnasyon	0.167	0.680	0.469
constipation	konstipasyon	0.079	0.612	0.231
constituency	sikonskwipsyon	0.500	0.480	0.696
constituent	konstitiyan	0.573	0.500	0.827
constituents	elektè	0.573	0.414	0.833
constitute	konstitye	0.812	0.349	0.906
constitution	konstitisyon an	0.590	0.380	0.889
constitutional	konstitisyonèl	0.633	0.418	0.827
constitutionality	konstitisyonalite	0.612	0.439	0.853
constrain	kontrent	0.261	0.500	0.500
constrained	contrainte	0.135	0.537	0.357
constraint	kontrent	0.323	0.550	0.481
construct	konstwi	0.750	0.648	0.792
construction	konstriksyon	0.848	0.612	0.759
constructive	konstriktif	0.860	0.570	0.812
construe	konstr	0.602	0.519	0.553
consul	konsil	0.573	0.354	0.688
consulate	konsila	0.561	0.453	0.694
consult	konsilte	0.755	0.370	0.441
consultant	konsiltan	0.770	0.344	0.808
consultation	konsiltasyon	0.660	0.463	0.625
consume	konsome	0.427	0.620	0.509
consumer	konsomatè	0.507	0.551	0.677
consuming	konsome	0.573	0.541	0.536
consummate	konsome	0.551	0.540	0.558
consummation	konsomasyon	0.583	0.676	0.661
consumption	konsomasyon	0.390	0.531	0.538
contact	kontak	0.719	0.424	0.526
contagion	kontajman	0.208	0.630	0.535
contagious	kontajye	0.184	0.725	0.400
contain	gen ladan	0.542	0.490	0.658
container	veso	0.551	0.396	0.561
containment	kontni	0.411	0.491	0.618
contaminate	kontamine	0.140	0.611	0.426
contaminated	kontamine	0.040	0.500	0.368
contamination	kontaminasyon	0.125	0.610	0.375
contemplate	kontanple	0.740	0.347	0.642
contemplation	Kontanplasyon	0.552	0.324	0.627
contemplative	konsepsyon	0.729	0.308	0.739
contemporaneous	contemporaneous	0.640	0.373	0.591
contemporary	kontanporen	0.720	0.365	0.569
contempt	meprize	0.206	0.635	0.396
contemptible	dezagreyab	0.146	0.657	0.471
contemptuous	meprize	0.204	0.500	0.375
contend	soutni	0.510	0.657	0.731
contender	contender	0.480	0.790	0.681
contending	k ap goumen	0.490	0.698	0.716
content	kontni	0.764	0.296	0.559
contented	kontante	0.857	0.612	0.746
contention	diskisyon	0.375	0.510	0.738
contentious	kontwovèsyal	0.422	0.573	0.637
contentment	kontantman	0.875	0.610	0.782
contents	sa	0.656	0.375	0.550
contest	konpetisyon	0.667	0.698	0.717
contestant	konpetitè	0.760	0.530	0.602
context	kontèks	0.531	0.300	0.553
contiguous	vwazen	0.375	0.450	0.500
continence	kontinyasyon	0.450	0.396	0.469
continent	kontinan	0.551	0.373	0.833
continental	kontinantal	0.486	0.350	0.755
contingency	enprevi	0.396	0.500	0.670
contingent	kontenjan	0.470	0.531	0.659
continual	kontinyèl	0.500	0.423	0.685
continually	toujou	0.646	0.438	0.698
continuance	kontinyasyon	0.729	0.510	0.652
continuation	kontinyasyon	0.615	0.470	0.566
continue	kontinye	0.630	0.427	0.612
continued	kontinye	0.635	0.440	0.500
continuing	kontinye	0.667	0.500	0.520
continuity	kontinwite	0.781	0.439	0.684
continuous	kontinyèl	0.625	0.509	0.580
continuously	kontinyèlman	0.719	0.417	0.702
continuum	kontinyòm	0.677	0.390	0.491
contour	kontou	0.589	0.265	0.414
contraband	kontrebann	0.177	0.875	0.670
contraception	kontrasepsyon	0.296	0.518	0.525
contract	kontra	0.594	0.412	0.636
contracted	kontra	0.344	0.557	0.449
contractile	kontraktil	0.480	0.586	0.569
contracting	kontra	0.594	0.490	0.769
contraction	kontraksyon	0.292	0.755	0.603
contractor	kontraktè	0.592	0.479	0.727
contradict	kontredi	0.160	0.598	0.482
contradiction	kontradiksyon	0.250	0.660	0.377
contradictory	kontradiktwa	0.365	0.651	0.421
contraption	kontrè	0.448	0.590	0.491
contrary	kontrè	0.327	0.449	0.338
contrast	kontras	0.480	0.406	0.520
contrasted	contrast	0.521	0.538	0.491
contravene	kontrè	0.357	0.618	0.472
contravention	kontravansyon	0.344	0.627	0.593
contribute	kontribye	0.806	0.350	0.795
contribution	kontribisyon	0.854	0.452	0.760
contributor	kontribitè	0.844	0.510	0.760
contrite	kontri	0.347	0.363	0.473
contrition	kontrisyon	0.347	0.583	0.463
contrived	konparèt	0.408	0.530	0.458
control	kontwòl	0.729	0.352	0.808
controller	kontwolè	0.469	0.712	0.868
controlling	kontwole	0.490	0.441	0.885
controversial	kontwovèsyal	0.271	0.858	0.538
controversy	konfli	0.250	0.819	0.600
contusion	kontinyasyon	0.167	0.565	0.509
conundrum	enigm	0.354	0.524	0.408
convalescent	konvèsan	0.458	0.480	0.269
convection	konveksyon	0.521	0.494	0.526
convene	konvoke	0.583	0.676	0.636
convenience	konvenyans	0.781	0.448	0.613
conveniences	konfor	0.802	0.412	0.693
convenient	pratik	0.846	0.491	0.574
convent	konvansyon	0.480	0.217	0.594
convention	konvansyon	0.622	0.622	0.704
conventional	konvansyonèl	0.594	0.292	0.634
converge	konvèje	0.635	0.471	0.539
convergence	dirèksyon	0.551	0.491	0.625
convergent	konverjan	0.781	0.490	0.696
conversant	konvèsan	0.724	0.360	0.542
conversation	konvèsasyon	0.750	0.510	0.609
conversational	konvèsasyon	0.719	0.431	0.596
conversationalist	konvèsasyonèl	0.719	0.467	0.667
converse	konvès	0.594	0.406	0.598
conversing	konvèsasyon	0.755	0.409	0.442
conversion	konvèsyon	0.480	0.605	0.736
convert	konvèti	0.551	0.538	0.704
converted	konvèti	0.663	0.418	0.686
convertible	dekapotab	0.542	0.529	0.717
convex	konvèks	0.438	0.427	0.445
convexity	konvèksite	0.449	0.354	0.484
convey	transmèt	0.719	0.633	0.708
conveyance	transpò	0.615	0.520	0.455
conveyancing	transmèt	0.375	0.479	0.663
convict	kondane	0.177	0.840	0.477
conviction	kondanasyon	0.615	0.704	0.826
convince	konvenk	0.708	0.539	0.763
convinced	konvenk	0.750	0.500	0.630
convincing	konvenk	0.760	0.527	0.900
convocation	Konvokasyon	0.538	0.611	0.663
convoluted	konplitché	0.323	0.614	0.433
convolution	konvolsyon	0.417	0.559	0.527
convoy	konvwa	0.500	0.671	0.639
coo	koo	0.490	0.439	0.500
cook	kwit manje	0.847	0.500	0.412
cookbook	kwit manje	0.602	0.346	0.398
cooker	cuisinier	0.592	0.373	0.407
cookery	kwit manje	0.633	0.368	0.345
cookie	bonbon	0.792	0.306	0.250
cookies	bonbon	0.823	0.451	0.316
cooking	kwit manje	0.694	0.510	0.434
cookout	kwit manje	0.680	0.406	0.482
cool	fre	0.885	0.540	0.781
coolant	awozaj	0.720	0.412	0.456
cooler	pi fre	0.664	0.375	0.460
cooling	refwadisman	0.469	0.324	0.392
coolness	kalm	0.490	0.307	0.548
coon	Coon	0.490	0.460	0.400
coop	poulaye	0.612	0.445	0.650
cooperate	kolabore	0.898	0.451	0.582
cooperating	kolaborasyon	0.760	0.390	0.693
cooperation	koperasyon	0.847	0.473	0.686
cooperative	koperativ	0.816	0.461	0.670
coordinate	kowòdone	0.698	0.429	0.694
coordination	kowòdinasyon	0.677	0.454	0.789
coordinator	koòdonatè	0.750	0.510	0.850
cop	jandam	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	fè fas	0.592	0.647	0.709
copier	copier	0.459	0.345	0.390
copilot	copilot	0.640	0.538	0.573
coping	siviv	0.562	0.630	0.613
copious	abondan	0.427	0.462	0.527
copper	kòb kwiv mete	0.580	0.260	0.500
copter	copter	0.571	0.704	0.569
copy	kopi	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	kopye	0.448	0.315	0.404
copyright	copyright	0.458	0.402	0.663
coral	koray	0.802	0.231	0.425
coral snake	koray koulèv	0.276	0.712	0.607
cord	kòd	0.388	0.378	0.358
cordial	chalè	0.823	0.312	0.482
cordless	san fil	0.667	0.441	0.528
cordon	kòdon	0.469	0.317	0.380
corduroy	corduroy	0.570	0.324	0.357
core	nwayo	0.721	0.378	0.540
cork	cork	0.347	0.250	0.281
corkscrew	corkscrew	0.427	0.443	0.445
corn	mayi	0.594	0.196	0.292
cornball	cornball	0.479	0.378	0.325
cornbread	mayi	0.643	0.304	0.302
cornea	korn	0.521	0.346	0.443
corned	kwen	0.459	0.441	0.425
corner	kwen	0.400	0.296	0.366
cornerstone	poto	0.550	0.388	0.596
cornet	kornet	0.507	0.520	0.415
cornfield	mayi	0.719	0.310	0.349
cornflakes	NO TRANSLATION	0.729	0.346	0.355
cornice	kornich	0.458	0.441	0.295
cornstarch	mayi	0.643	0.299	0.337
corny	reyinyon	0.448	0.370	0.221
corollary	kowolè	0.458	0.469	0.366
corona	Corona	0.818	0.439	0.745
coronary	kowonè	0.567	0.613	0.509
coronation	koronasyon	0.792	0.592	0.836
coroner	koronè	0.323	0.558	0.526
corporal	kòporèl	0.582	0.490	0.596
corporate	antrepriz	0.592	0.454	0.745
corporation	sosyete	0.429	0.332	0.873
corporeal	kòporèl	0.520	0.350	0.461
corps	kò	0.551	0.453	0.483
corpse	kadav	0.094	0.657	0.232
corpsman	korpsman	0.439	0.469	0.651
corpus	kò	0.543	0.340	0.490
corral	koral	0.606	0.662	0.422
correct	kòrèk	0.857	0.306	0.723
correction	koreksyon	0.448	0.485	0.558
correctional	koreksyonèl	0.292	0.713	0.602
corrective	korektif	0.448	0.528	0.613
correctness	kòrèkteman	0.796	0.450	0.649
correlation	korelasyon	0.596	0.462	0.571
correlative	korelatif	0.510	0.402	0.571
correspond	koresponn	0.710	0.452	0.545
correspondence	korespondans	0.663	0.423	0.491
correspondent	Korespondan	0.573	0.565	0.712
corresponding	korespondan	0.740	0.423	0.618
corridor	koridò	0.604	0.589	0.592
corroborate	koresporasyon	0.671	0.471	0.616
corroboration	koroborasyon	0.625	0.431	0.733
corrosion	korozyon	0.156	0.610	0.348
corrosive	korozif	0.140	0.618	0.570
corrupt	koripsyon	0.020	0.806	0.500
corrupting	kòwonpi	0.062	0.804	0.380
corruption	koripsyon	0.052	0.830	0.549
corsage	korsaj	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	korse	0.490	0.520	0.381
cortex	cortical	0.594	0.439	0.529
cortical	kortik	0.380	0.423	0.536
cortisone	kortizon	0.427	0.395	0.456
corvette	korvèt	0.551	0.520	0.598
cosmetic	kosmetik	0.625	0.304	0.308
cosmetics	pwodui kosmetik	0.765	0.464	0.472
cosmic	Cosmic	0.663	0.538	0.692
cosmology	kosmolojik	0.651	0.438	0.637
cosmopolitan	kosmopolit	0.823	0.510	0.760
cosmos	Cosmos	0.860	0.478	0.664
cost	pri	0.365	0.420	0.439
costly	koute chè	0.316	0.650	0.642
costume	kostim	0.548	0.510	0.374
cosy	brikabrak	0.847	0.255	0.518
cot	kabann	0.625	0.230	0.278
cote	Cote	0.439	0.344	0.324
cottage	kaye	0.600	0.279	0.361
cotton	koton	0.639	0.071	0.240
couch	kanape	0.594	0.082	0.198
cougar	Cougar	0.438	0.588	0.538
cough	tous	0.255	0.627	0.241
council	konsèy	0.875	0.279	0.635
councilman	konsèy	0.531	0.367	0.793
counsel	konsèy	0.594	0.519	0.730
counseling	konsèy	0.667	0.480	0.704
counsellor	konseye	0.823	0.327	0.740
counselor	konseye	0.873	0.365	0.706
count	konte	0.594	0.389	0.492
countdown	dekont	0.438	0.692	0.490
countenance	figi	0.635	0.440	0.690
counter	kontwa	0.439	0.478	0.750
counteract	debat	0.378	0.542	0.688
counterattack	kontwole	0.281	0.951	0.764
counterbalance	counterbalance	0.520	0.480	0.627
counterclaim	kontrekare	0.398	0.760	0.651
counterfeit	kontrefè	0.094	0.694	0.451
counterpart	kontrepati	0.448	0.608	0.577
counterpoint	kontrepwa	0.438	0.509	0.538
countess	konte	0.562	0.440	0.670
countless	inonbrabl	0.520	0.566	0.534
country	peyi	0.698	0.394	0.693
countryman	countryman	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	peyi	0.732	0.288	0.327
counts	konte	0.343	0.373	0.500
county	konte	0.479	0.368	0.545
coup	koudeta	0.275	0.815	0.607
coupe	koup	0.479	0.460	0.482
couple	koup	0.806	0.605	0.607
coupled	makonnen	0.612	0.286	0.650
coupling	kouple	0.594	0.479	0.555
coupon	koupon	0.704	0.300	0.421
courage	kouraj	0.830	0.728	0.849
courageous	kouraj	0.918	0.587	0.879
courier	mesaje	0.551	0.383	0.441
courses	kou	0.735	0.412	0.534
coursing	coursing	0.542	0.472	0.546
court	tribinal	0.479	0.769	0.827
courteous	koutwazi	0.937	0.396	0.529
courtesy	koutwazi	0.927	0.287	0.431
courthouse	tribinal la	0.571	0.503	0.818
courtroom	sal tribinal la	0.385	0.670	0.887
courts	tribinal	0.367	0.710	0.816
courtship	koutwazi	0.667	0.490	0.654
courtside	tribinal	0.592	0.391	0.434
courtyard	lakou	0.503	0.365	0.355
cousin	kouzen	0.675	0.394	0.427
cousins	kouzen	0.760	0.409	0.464
cove	Cove	0.500	0.304	0.370
coven	alyans	0.458	0.578	0.591
covenant	kontra	0.594	0.462	0.667
cover	kouvri	0.365	0.240	0.471
coverage	pwoteksyon	0.767	0.413	0.629
covered	kouvri	0.562	0.340	0.644
covering	kouvri	0.615	0.382	0.583
covert	Covert	0.500	0.570	0.508
covet	konsèy	0.302	0.779	0.524
coveted	te sitèlman anvi	0.661	0.730	0.625
cow	bèf	0.449	0.230	0.300
coward	lach	0.102	0.490	0.149
cowardice	kowonpi	0.133	0.621	0.167
cowardly	lachte	0.102	0.385	0.127
cowboy	Cowboy	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	cowhand	0.438	0.480	0.596
