Word	Japanese-ja	Valence	Arousal	Dominance
correlative	相関性のある	0.510	0.402	0.571
correspond	対応する	0.710	0.452	0.545
correspondence	対応	0.663	0.423	0.491
correspondent	特派員	0.573	0.565	0.712
corresponding	対応する	0.740	0.423	0.618
corridor	廊下	0.604	0.589	0.592
corroborate	裏付ける	0.671	0.471	0.616
corroboration	裏付け	0.625	0.431	0.733
corrosion	腐食	0.156	0.610	0.348
corrosive	腐食性の	0.140	0.618	0.570
corrupt	破損した	0.020	0.806	0.500
corrupting	腐敗する	0.062	0.804	0.380
corruption	腐敗	0.052	0.830	0.549
corsage	コサージュ	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	コルセット	0.490	0.520	0.381
cortex	皮質	0.594	0.439	0.529
cortical	皮質	0.380	0.423	0.536
cortisone	コルチゾン	0.427	0.395	0.456
corvette	コルベット	0.551	0.520	0.598
cosmetic	化粧品	0.625	0.304	0.308
cosmetics	化粧品	0.765	0.464	0.472
cosmic	宇宙	0.663	0.538	0.692
cosmology	宇宙論	0.651	0.438	0.637
cosmopolitan	コスモポリタン	0.823	0.510	0.760
cosmos	宇宙	0.860	0.478	0.664
cost	コスト	0.365	0.420	0.439
costly	高価な	0.316	0.650	0.642
costume	コスチューム	0.548	0.510	0.374
cosy	居心地の良い	0.847	0.255	0.518
cot	コットン	0.625	0.230	0.278
cote	コテ	0.439	0.344	0.324
cottage	コテージ	0.600	0.279	0.361
cotton	コットン	0.639	0.071	0.240
couch	ソファー	0.594	0.082	0.198
cougar	クーガー	0.438	0.588	0.538
cough	咳	0.255	0.627	0.241
council	評議会	0.875	0.279	0.635
councilman	議員	0.531	0.367	0.793
counsel	弁護人	0.594	0.519	0.730
counseling	カウンセリング	0.667	0.480	0.704
counsellor	カウンセラー	0.823	0.327	0.740
counselor	カウンセラー	0.873	0.365	0.706
count	カウント	0.594	0.389	0.492
countdown	カウントダウン	0.438	0.692	0.490
countenance	顔	0.635	0.440	0.690
counter	カウンタ	0.439	0.478	0.750
counteract	相殺する	0.378	0.542	0.688
counterattack	反撃	0.281	0.951	0.764
counterbalance	釣り合い	0.520	0.480	0.627
counterclaim	反訴	0.398	0.760	0.651
counterfeit	偽造	0.094	0.694	0.451
counterpart	相手	0.448	0.608	0.577
counterpoint	対抗点	0.438	0.509	0.538
countess	伯爵夫人	0.562	0.440	0.670
countless	無数	0.520	0.566	0.534
country	国	0.698	0.394	0.693
countryman	カントリーマン	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	田舎	0.732	0.288	0.327
counts	カウント	0.343	0.373	0.500
county	郡	0.479	0.368	0.545
coup	クーデター	0.275	0.815	0.607
coupe	クーペ	0.479	0.460	0.482
couple	カップル	0.806	0.605	0.607
coupled	結合された	0.612	0.286	0.650
coupling	カップリング	0.594	0.479	0.555
coupon	クーポン	0.704	0.300	0.421
courage	勇気	0.830	0.728	0.849
courageous	勇気のある	0.918	0.587	0.879
courier	宅配便	0.551	0.383	0.441
courses	コース	0.735	0.412	0.534
coursing	コースニング	0.542	0.472	0.546
court	裁判所	0.479	0.769	0.827
courteous	丁寧	0.937	0.396	0.529
courtesy	礼儀	0.927	0.287	0.431
courthouse	裁判所	0.571	0.503	0.818
courtroom	法廷	0.385	0.670	0.887
courts	裁判所	0.367	0.710	0.816
courtship	求愛	0.667	0.490	0.654
courtside	コートサイド	0.592	0.391	0.434
courtyard	中庭	0.503	0.365	0.355
cousin	いとこ	0.675	0.394	0.427
cousins	いとこ	0.760	0.409	0.464
cove	入り江	0.500	0.304	0.370
coven	結婚する	0.458	0.578	0.591
covenant	契約	0.594	0.462	0.667
cover	カバー	0.365	0.240	0.471
coverage	カバレッジ	0.767	0.413	0.629
covered	覆われた	0.562	0.340	0.644
covering	カバーする	0.615	0.382	0.583
covert	秘密	0.500	0.570	0.508
covet	探検する	0.302	0.779	0.524
coveted	欲しい	0.661	0.730	0.625
cow	牛	0.449	0.230	0.300
coward	臆病者	0.102	0.490	0.149
cowardice	臆病	0.133	0.621	0.167
cowardly	臆病な	0.102	0.385	0.127
cowboy	カウボーイ	0.594	0.625	0.695
cowgirl	カウガール	0.541	0.566	0.554
cowhand	カウハンド	0.438	0.480	0.596
cowhide	牛革	0.458	0.324	0.333
cowl	カウル	0.427	0.450	0.232
coworker	同僚	0.667	0.490	0.625
coy	コイ	0.347	0.330	0.213
coyote	コヨーテ	0.459	0.471	0.387
cozy	居心地の良い	0.910	0.356	0.545
crab	カニ	0.421	0.396	0.330
crabby	カニ	0.198	0.812	0.370
crack	亀裂	0.302	0.625	0.400
cracked	割れた	0.224	0.520	0.228
cracker	クラッカー	0.604	0.343	0.346
crackerjack	クラッカージャック	0.567	0.509	0.426
cracking	クラッキング	0.327	0.557	0.286
crackle	クラックル	0.327	0.643	0.481
crackpot	ひび割れ	0.260	0.602	0.245
cradle	受け台	0.776	0.194	0.333
craft	クラフト	0.760	0.321	0.539
crafts	工芸品	0.667	0.380	0.391
craftsman	職人	0.719	0.310	0.583
craftsmanship	職人技	0.823	0.373	0.571
crafty	狡猾な	0.589	0.679	0.783
craig	クレイグ	0.448	0.449	0.490
cram	詰め込む	0.354	0.730	0.598
crammed	詰め込まれた	0.406	0.740	0.466
cramp	けいれん	0.194	0.796	0.340
cramped	窮屈な	0.240	0.567	0.360
cranberry	クランベリー	0.793	0.330	0.363
cranberry juice	クランベリージュース	0.622	0.321	0.281
crane	クレーン	0.396	0.417	0.589
cranial	頭蓋骨	0.354	0.510	0.583
cranium	頭蓋骨	0.439	0.491	0.725
crank	クランク	0.448	0.275	0.417
cranky	不気味な	0.194	0.776	0.396
cranny	鈍い	0.194	0.471	0.250
crap	ひどい	0.083	0.644	0.167
crappy	愚かな	0.039	0.582	0.208
craps	クラップス	0.375	0.420	0.273
crash	クラッシュ	0.194	0.906	0.355
crass	塊	0.223	0.490	0.466
crate	クレート	0.427	0.173	0.274
crater	クレーター	0.450	0.647	0.529
crave	渇望する	0.625	0.510	0.731
craving	渇望	0.510	0.755	0.636
crawfish	ザリガニ	0.510	0.427	0.342
crawl	クロール	0.479	0.519	0.467
crayon	クレヨン	0.604	0.260	0.185
crayons	クレヨン	0.684	0.366	0.405
craze	熱狂	0.255	0.657	0.435
crazed	狂った	0.153	0.877	0.417
craziness	狂気	0.238	0.908	0.255
crazy	狂った	0.156	0.843	0.321
creak	くしゃみ	0.344	0.670	0.411
creaking	ぎこちない	0.302	0.743	0.415
cream	クリーム	0.688	0.259	0.220
creamed	クリーム状	0.723	0.273	0.288
creamer	クリーマー	0.594	0.192	0.269
creamy	クリーミーな	0.823	0.337	0.345
crease	折り目	0.440	0.286	0.300
create	作成する	0.786	0.588	0.789
creation	創造	0.927	0.575	0.868
creative	創造的な	0.917	0.518	0.788
creativity	創造性	0.938	0.684	0.815
creator	創作者	0.865	0.592	0.856
creature	生き物	0.669	0.625	0.620
credence	信用	0.760	0.460	0.737
credential	信用証明書	0.735	0.337	0.597
credentials	資格情報	0.708	0.373	0.675
credibility	信頼性	0.875	0.427	0.809
credible	信頼できる	0.917	0.441	0.750
credit	クレジット	0.673	0.549	0.648
credit card	クレジットカード	0.670	0.550	0.640
creditable	信用できる	0.802	0.510	0.742
credited	貸方	0.781	0.390	0.691
crediting	クレジット	0.673	0.550	0.741
creditor	債権者	0.479	0.594	0.689
creed	信条	0.573	0.245	0.544
creek	クリーク	0.552	0.392	0.330
creep	クリープ	0.354	0.647	0.361
creeper	クリーパー	0.429	0.558	0.366
creeping	忍び寄る	0.292	0.613	0.282
creepy	気味悪い	0.125	0.861	0.373
cremation	火葬	0.084	0.620	0.420
creole	クレオール	0.667	0.357	0.523
crepe	クレープ	0.562	0.224	0.349
crescendo	クレッシェンド	0.760	0.575	0.594
crescent	三日月	0.698	0.382	0.407
crest	紋章	0.458	0.333	0.333
crestfallen	クレストフォールテン	0.235	0.346	0.175
cretin	クレチン	0.265	0.583	0.312
cretins	クレチン類	0.094	0.741	0.328
crevice	隙間	0.361	0.471	0.275
crew	クルー	0.604	0.598	0.735
crewman	乗組員	0.602	0.580	0.548
crib	ベビーベッド	0.653	0.240	0.407
cricket	クリケット	0.423	0.539	0.370
cried	泣いた	0.167	0.612	0.254
crime	犯罪	0.071	0.943	0.630
criminal	犯罪者	0.021	0.830	0.529
criminality	犯罪	0.122	0.863	0.580
crimp	クリンプ	0.260	0.557	0.396
crimson	真紅	0.667	0.385	0.370
cringe	うんざりする	0.245	0.840	0.377
cripple	窮屈な	0.094	0.392	0.161
crippled	不自由な	0.035	0.358	0.236
crippling	窮地	0.156	0.598	0.391
crisis	危機	0.208	0.811	0.431
crisp	鮮明	0.776	0.692	0.508
crispy	サクサク	0.656	0.550	0.509
criterion	基準	0.396	0.410	0.736
critic	評論家	0.264	0.604	0.686
critical	クリティカルな	0.312	0.802	0.545
criticise	批判する	0.073	0.700	0.452
criticism	批判	0.115	0.563	0.505
criticize	批判する	0.143	0.708	0.473
criticized	批判された	0.240	0.600	0.311
critique	批判	0.302	0.760	0.537
critter	クリッター	0.542	0.539	0.482
croak	卑劣な	0.337	0.346	0.298
croc	クロ	0.327	0.452	0.451
crock	ひどい	0.385	0.412	0.421
crockery	食器	0.552	0.216	0.327
crocodile	クロコダイル	0.344	0.708	0.610
croft	クロフト	0.531	0.429	0.421
croissant	クロワッサン	0.745	0.330	0.430
crook	詐欺	0.171	0.765	0.550
crooked	曲がった	0.146	0.594	0.305
crop	作物	0.615	0.260	0.500
croquet	クロッケー	0.551	0.519	0.407
cross	クロス	0.448	0.321	0.569
cross country	クロスカントリー	0.531	0.441	0.529
crossbow	クロスボウ	0.344	0.598	0.560
crossed	交差した	0.431	0.490	0.508
crossfire	クロスファイア	0.316	0.896	0.722
crossing	交差点	0.549	0.349	0.451
crossover	クロスオーバ	0.559	0.550	0.500
crosswalk	横断歩道	0.557	0.441	0.380
crossword	クロスワード	0.611	0.423	0.455
crotch	股	0.521	0.637	0.447
crouch	卑劣な	0.281	0.606	0.312
crouched	ぶら下がった	0.333	0.363	0.279
crouching	股間	0.261	0.429	0.345
croupier	仲介者	0.531	0.519	0.404
crow	カラス	0.224	0.439	0.363
crowbar	クローバー	0.406	0.531	0.386
crowd	群集	0.350	0.827	0.731
crowded	混雑した	0.694	0.286	0.585
crowds	群衆	0.469	0.723	0.806
crown	クラウン	0.708	0.572	0.737
crowning	クラウニング	0.773	0.594	0.831
crucial	重大な	0.541	0.657	0.777
cruciate	十字架	0.429	0.435	0.585
crucifix	十字架	0.469	0.480	0.510
crucifixion	十字架	0.135	0.857	0.541
crucify	十字架	0.146	0.878	0.573
crud	粗い	0.312	0.330	0.444
crude	原油	0.198	0.402	0.357
cruel	残酷な	0.122	0.866	0.391
cruelly	残酷に	0.146	0.790	0.471
cruelty	残酷	0.092	0.836	0.536
cruise	クルーズ	0.740	0.442	0.683
cruise ship	クルーズ船	0.878	0.650	0.500
cruiser	クルーザー	0.737	0.490	0.608
cruising	クルージング	0.886	0.580	0.560
crumb	クラム	0.417	0.255	0.216
crumble	砕ける	0.333	0.480	0.423
crumbling	崩壊する	0.167	0.696	0.308
crummy	おいしい	0.125	0.531	0.224
crunch	クランチ	0.292	0.630	0.406
crunchy	カリカリ	0.625	0.560	0.539
crusade	十字軍	0.592	0.720	0.709
crusader	十字軍	0.439	0.588	0.548
crush	粉砕する	0.271	0.676	0.582
crushed	破砕されました	0.167	0.647	0.300
crusher	クラッシャー	0.271	0.709	0.598
crushing	粉砕する	0.219	0.755	0.411
crust	地殻	0.542	0.337	0.456
crusty	痂皮	0.625	0.531	0.473
crutch	松葉杖	0.302	0.294	0.302
crux	要点	0.469	0.558	0.519
cry	泣く	0.133	0.627	0.255
crybaby	赤ちゃんを泣き	0.375	0.702	0.311
crying	泣く	0.153	0.704	0.208
crypt	陰謀	0.156	0.431	0.386
cryptic	謎めいた	0.296	0.516	0.474
cryptography	暗号	0.490	0.415	0.650
crystal	結晶	0.618	0.270	0.508
crystalline	結晶	0.765	0.235	0.534
crystallization	結晶	0.600	0.449	0.565
cub	カブ	0.646	0.382	0.284
cubby	キュービー	0.354	0.385	0.360
cube	立方体	0.469	0.226	0.274
cubic	キュービック	0.458	0.306	0.407
cubicle	キュービクル	0.479	0.343	0.417
cuckold	カッコウッド	0.210	0.573	0.230
cuckoo	鳩	0.420	0.459	0.284
cucumber	きゅうり	0.490	0.235	0.237
cuddle	抱きしめる	0.885	0.559	0.475
cuddled	抱き合った	0.906	0.547	0.567
cuddles	抱擁	0.847	0.382	0.500
cuddling	抱き合う	0.917	0.562	0.433
cue	合図	0.521	0.433	0.484
cuff	袖口	0.469	0.453	0.387
cuisine	料理	0.714	0.365	0.390
culinary	料理	0.654	0.443	0.519
cull	切る	0.365	0.702	0.464
culminate	頂点に達する	0.667	0.550	0.602
culmination	頂点	0.656	0.586	0.695
culpability	犯罪性	0.112	0.745	0.368
culpable	犯罪者	0.140	0.700	0.319
culprit	犯人	0.062	0.676	0.333
cult	カルト	0.448	0.535	0.648
cultivate	耕す	0.708	0.410	0.598
cultivated	栽培された	0.837	0.343	0.564
cultivation	栽培	0.625	0.324	0.462
cultural	文化的	0.802	0.390	0.623
culture	文化	0.753	0.304	0.675
cultured	培養された	0.635	0.429	0.625
culvert	暗渠	0.337	0.324	0.343
cumbersome	面倒	0.259	0.623	0.292
cumulus	卵丘	0.570	0.433	0.432
cunning	狡猾な	0.604	0.685	0.683
cunt	おとぎ話	0.135	0.673	0.377
cup	カップ	0.615	0.167	0.231
cupboard	食器棚	0.553	0.200	0.304
cupcake	カップケーキ	0.656	0.333	0.344
cupping	カッピング	0.490	0.610	0.402
cur	カール	0.440	0.519	0.460
curable	硬化可能な	0.823	0.292	0.574
curate	キュレート	0.726	0.418	0.526
curative	治療薬	0.667	0.318	0.613
curator	キュレーター	0.688	0.389	0.688
curb	縁石	0.472	0.371	0.402
curd	カード	0.542	0.442	0.278
cure	治す	0.719	0.377	0.623
curfew	門限	0.219	0.618	0.623
curiosity	好奇心	0.750	0.755	0.463
curious	好奇心	0.635	0.600	0.483
curl	カール	0.385	0.452	0.351
curling	カーリング	0.583	0.592	0.400
currency	通貨	0.583	0.418	0.592
current	現在	0.625	0.312	0.612
curriculum	カリキュラム	0.708	0.306	0.620
curry	カレー	0.633	0.345	0.302
curse	呪い	0.033	0.720	0.375
cursed	呪われた	0.083	0.783	0.393
cursing	呪い	0.112	0.860	0.446
cursory	小物	0.423	0.451	0.431
curt	カルト	0.245	0.610	0.452
curtail	縮小する	0.306	0.439	0.497
curtailment	削減	0.230	0.578	0.431
curtain	カーテン	0.698	0.278	0.304
curtains	カーテン	0.615	0.123	0.342
curtsy	カーツィー	0.635	0.412	0.598
curvature	曲率	0.417	0.367	0.447
curve	曲線	0.480	0.375	0.307
curved	湾曲した	0.542	0.407	0.337
curvilinear	曲線	0.480	0.575	0.411
cushion	クッション	0.653	0.221	0.292
cushy	甘い	0.823	0.283	0.395
cusp	カスプ	0.667	0.710	0.700
cuss	カス	0.354	0.538	0.443
cussed	落ち込んだ	0.156	0.625	0.454
custard	カスタード	0.618	0.260	0.293
custodial	保管	0.418	0.462	0.718
custodian	カストディアン	0.594	0.625	0.528
custody	親権	0.494	0.472	0.675
custom	カスタム	0.552	0.382	0.688
customary	習慣的な	0.700	0.253	0.561
customer	顧客	0.562	0.430	0.673
customized	カスタマイズされた	0.625	0.504	0.590
cut	カット	0.490	0.490	0.393
cutaneous	皮膚	0.365	0.370	0.328
cute	可愛い	0.920	0.528	0.579
cuticle	キューティクル	0.340	0.320	0.377
cutie	キューティー	0.638	0.528	0.464
cutlass	草履	0.173	0.648	0.528
cutlery	カトラリー	0.552	0.300	0.345
cutoff	断つ	0.432	0.510	0.518
cutter	カッター	0.427	0.731	0.583
cutters	カッター	0.197	0.653	0.491
cutthroat	卑劣な	0.110	0.823	0.663
cutting	切断	0.448	0.375	0.536
cutting board	まな板	0.337	0.540	0.342
cuttings	切削	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	シアン化物	0.229	0.667	0.545
cyberspace	サイバースペース	0.677	0.594	0.611
cycle	サイクル	0.635	0.400	0.533
cyclical	周期的な	0.380	0.450	0.554
cyclist	サイクリスト	0.684	0.582	0.576
cyclone	サイクロン	0.416	0.796	0.673
cylinder	シリンダー	0.459	0.324	0.447
cylindrical	円筒形	0.458	0.294	0.414
cymbal	シンバル	0.542	0.363	0.362
cynic	冷笑的な	0.135	0.632	0.473
cynical	シニカル	0.156	0.760	0.474
cynicism	皮肉	0.104	0.780	0.454
cyst	嚢胞	0.173	0.578	0.312
cystic	嚢胞性の	0.314	0.481	0.400
cytomegalovirus	サイトメガロウイルス	0.186	0.657	0.443
cytoplasm	細胞質	0.378	0.442	0.474
czar	皇帝	0.480	0.348	0.643
dab	ダブ	0.510	0.337	0.340
dabble	手を伸ばす	0.550	0.530	0.491
dabbling	ダブリング	0.562	0.726	0.676
dad	パパ	0.857	0.412	0.786
daddy	パパ	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	デーモン	0.333	0.490	0.500
daft	怪物	0.255	0.436	0.157
dagger	短剣	0.224	0.797	0.613
daily	毎日	0.653	0.347	0.473
dainty	穏やかな	0.604	0.284	0.424
daiquiri	ダイキリ	0.670	0.519	0.400
dairy	乳製品	0.633	0.255	0.462
daisy	デイジー	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	デール	0.622	0.270	0.365
dam	ダム	0.250	0.553	0.394
damage	損傷	0.059	0.726	0.403
damaged	損傷した	0.104	0.635	0.182
damages	損害	0.082	0.760	0.310
dame	デイム	0.694	0.480	0.500
damn	くそー	0.073	0.784	0.431
damnation	間違い	0.135	0.750	0.416
damned	卑劣な	0.100	0.760	0.465
damp	湿った	0.360	0.279	0.210
dampened	湿らせた	0.271	0.422	0.336
damper	ダンパー	0.459	0.378	0.473
damsel	ダーゼル	0.719	0.475	0.400
dance	ダンス	0.894	0.840	0.551
dancer	ダンサー	0.740	0.768	0.545
dancing	ダンシング	0.885	0.868	0.444
dandruff	ふけ	0.398	0.298	0.293
dandy	ダンディー	0.673	0.520	0.630
danger	危険	0.115	0.923	0.673
dangerous	危険な	0.020	0.941	0.658
dangerously	危険な	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	つぶやく	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	大胆な	0.770	0.560	0.698
dare	あえて	0.677	0.788	0.684
daredevil	命知らず	0.429	0.714	0.653
daresay	おそらく	0.540	0.451	0.490
daring	大胆	0.583	0.840	0.711
dark	ダーク	0.198	0.398	0.426
darken	暗く	0.250	0.471	0.382
darkened	暗くなった	0.135	0.440	0.452
darkly	暗い	0.219	0.548	0.443
darkness	闇	0.102	0.602	0.418
darkroom	暗い部屋	0.188	0.627	0.423
darkside	暗黒面	0.102	0.690	0.365
darling	ダーリン	0.885	0.370	0.608
darn	駄目	0.115	0.765	0.418
dart	ダーツ	0.417	0.608	0.500
dash	ダッシュ	0.574	0.312	0.324
dashboard	ダッシュボード	0.510	0.371	0.595
dashed	破線	0.276	0.393	0.338
dashing	ダッシュ	0.612	0.627	0.799
dastardly	荒々しく	0.208	0.688	0.270
data	データ	0.500	0.250	0.426
database	データベース	0.604	0.286	0.644
date	日付	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	娘	0.908	0.415	0.455
dawdle	揺れる	0.479	0.464	0.357
dawn	夜明け	0.827	0.235	0.519
dawned	夜明け	0.694	0.471	0.473
day	日	0.719	0.269	0.389
daybreak	夜明け	0.802	0.358	0.474
daycare	保育	0.776	0.481	0.360
daydream	空想	0.750	0.337	0.456
daydreaming	空想	0.776	0.360	0.479
daylight	昼光	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	昼間	0.750	0.324	0.454
daze	ぞっとする	0.245	0.735	0.329
