Word	Hawaiian-haw	Valence	Arousal	Dominance
blushing	e hoʻonā	0.510	0.789	0.288
boa	NO TRANSLATION	0.255	0.569	0.542
boa constrictor	NO TRANSLATION	0.198	0.784	0.609
boar	ka puaʻa	0.406	0.500	0.351
board	papa	0.592	0.255	0.385
board game	papa pāʻani	0.711	0.490	0.349
boarder	NO TRANSLATION	0.604	0.440	0.475
boarding	ke komoʻana	0.531	0.402	0.534
boardroom	papa lumi	0.555	0.566	0.661
boards	papa	0.469	0.270	0.524
boardwalk	papaleka	0.643	0.481	0.549
boast	kaena	0.520	0.586	0.569
boastful	Mahalo	0.490	0.806	0.695
boasting	ke kaenaʻana	0.417	0.620	0.602
boat	ka moku	0.516	0.420	0.554
boathouse	hale moku	0.592	0.380	0.404
boating	ke hoʻokele	0.638	0.613	0.557
boatload	kālepa	0.365	0.415	0.485
boatman	moku moku	0.592	0.573	0.562
bobbin	kaomi	0.429	0.472	0.353
bobcat	bobcat	0.562	0.490	0.529
bobsled	Hoʻopiʻiʻia	0.667	0.613	0.325
bode	hale	0.344	0.406	0.411
bodega	hale	0.573	0.307	0.398
bodice	ke kino	0.390	0.471	0.386
bodily	kino	0.594	0.481	0.557
body	kino	0.694	0.461	0.571
bodyguard	mālama kino	0.510	0.710	0.754
bog	bog	0.302	0.361	0.365
bogey	ʻoliʻoli	0.380	0.519	0.368
bogeyman	hele	0.388	0.708	0.517
bogus	hiʻona	0.219	0.353	0.144
bohemian	bohemian	0.622	0.500	0.407
boil	'ōpē	0.417	0.684	0.433
boiler	ka waiwila	0.561	0.590	0.509
boilerplate	pilalapala	0.398	0.519	0.387
boiling	'ōpena	0.302	0.690	0.526
boisterous	hauʻoli	0.385	0.806	0.565
bold	koa	0.490	0.271	0.483
boldness	koa wiwoʻole	0.806	0.684	0.814
bollocks	kūkā	0.448	0.471	0.327
bolster	kākoʻo	0.708	0.471	0.569
bolt	ke kī	0.354	0.363	0.426
bolus	bolus	0.426	0.491	0.352
bomb	poma	0.167	0.912	0.750
bombard	hoʻopōpō	0.156	0.961	0.777
bombardier	bombardier	0.240	0.863	0.787
bombardment	popo	0.146	0.959	0.742
bombed	pāpāʻia	0.051	0.851	0.627
bomber	pana	0.125	0.837	0.810
bombers	nā pana	0.173	0.920	0.787
bombing	popo	0.167	0.963	0.732
bombshell	huahua	0.327	0.868	0.693
bonanza	maikaʻi	0.875	0.410	0.683
bonbon	NO TRANSLATION	0.865	0.551	0.446
bond	palapala hoʻopaʻa	0.667	0.519	0.630
bondage	paʻa	0.146	0.705	0.355
bonding	palapala paʻa	0.594	0.442	0.509
bonds	nā kikoo	0.740	0.472	0.583
bondsman	ke kauā	0.469	0.497	0.675
bone	iwi	0.337	0.370	0.413
bonehead	iwi iwi	0.337	0.521	0.518
boner	maikaʻi	0.344	0.612	0.393
bones	iwi	0.281	0.343	0.358
bonfire	ke ahi	0.480	0.719	0.473
bong	pōʻa	0.333	0.566	0.375
bonkers	nā popo	0.306	0.847	0.278
bonne	NO TRANSLATION	0.448	0.395	0.362
bonnet	bonnet	0.406	0.509	0.473
bonny	aloha	0.561	0.404	0.444
bonsai	nā bona	0.714	0.235	0.375
bonus	bonus	0.857	0.620	0.682
bony	maikaʻi	0.445	0.462	0.330
boo	boo	0.153	0.676	0.309
boob	boob	0.694	0.600	0.392
booby	hele	0.396	0.423	0.185
booger	hoʻopiʻi	0.399	0.537	0.427
boogeyman	hihihihi	0.292	0.559	0.567
boogie	boogie	0.590	0.543	0.400
book	puke	0.802	0.210	0.606
bookcase	puke	0.553	0.221	0.490
bookie	puke	0.344	0.633	0.618
booking	hoʻoponopono	0.708	0.503	0.583
bookish	puke	0.604	0.236	0.430
bookkeeper	puke puke	0.480	0.363	0.468
bookkeeping	puke mālama	0.520	0.214	0.592
booklet	puke	0.510	0.270	0.351
bookmaker	puke puke	0.583	0.804	0.633
bookmark	pakuʻa	0.543	0.441	0.415
books	nā puke	0.729	0.115	0.430
bookseller	ka mea kuai aku	0.583	0.317	0.456
bookshop	hale puke	0.688	0.291	0.389
bookstore	hale kūʻai puke	0.771	0.180	0.503
bookworm	puke puke	0.563	0.337	0.316
boom	ke ala	0.604	0.655	0.731
boomer	kākoʻo	0.480	0.539	0.441
boomerang	boomerang	0.531	0.625	0.500
booming	ke kākoʻo	0.688	0.554	0.661
boon	boon	0.878	0.294	0.642
boooo	NO TRANSLATION	0.271	0.549	0.255
boost	nui	0.865	0.730	0.750
booster	hoʻopiha	0.755	0.600	0.800
boot	kāpae	0.438	0.650	0.625
booth	hale kūkā	0.531	0.400	0.310
bootleg	kāleka	0.357	0.519	0.466
bootlegger	ka bootlegger	0.354	0.649	0.541
boots	nā kāmaʻa	0.602	0.255	0.350
booty	ka waiwai pio	0.663	0.587	0.784
booze	ia	0.265	0.745	0.431
bop	bop	0.429	0.490	0.426
bopper	bopper	0.398	0.530	0.385
border	palena	0.406	0.382	0.424
bordering	ma kaʻaoʻao	0.643	0.382	0.438
borderline	palena palena	0.449	0.520	0.490
bore	hanau	0.417	0.440	0.455
boreal	kahe	0.582	0.348	0.400
bored	pōmaikaʻi	0.153	0.167	0.196
boredom	me keʻanoʻole	0.167	0.139	0.255
borer	ka pika	0.302	0.549	0.578
boring	pōkole	0.194	0.217	0.125
born	hanau	0.865	0.509	0.591
boron	boron	0.441	0.370	0.375
borough	mahele	0.429	0.343	0.380
borrow	noi	0.398	0.573	0.282
borrower	ka mea noi	0.439	0.423	0.763
bosom	poli	0.612	0.588	0.404
boss	ka haku	0.310	0.627	0.954
bossy	ka luna	0.240	0.824	0.750
boston	kāpena	0.643	0.380	0.580
botanical	hua'ōlelo	0.660	0.259	0.491
botanist	ka mea hihiu	0.651	0.240	0.456
botany	ke kumuhana	0.604	0.201	0.500
bother	pilikia	0.208	0.780	0.370
bothering	pilikia	0.208	0.764	0.449
bottle	ka'ōmole	0.469	0.236	0.336
bottleneck	ka'ōmole	0.284	0.471	0.287
bottling	ke kalo	0.365	0.333	0.370
bottom	lalo	0.417	0.370	0.291
bottomless	lalo	0.310	0.470	0.368
botulism	ka botulism	0.292	0.575	0.386
boulder	pōhaku	0.461	0.309	0.531
bounce	hōʻailona	0.375	0.633	0.386
bouncer	pouncer	0.490	0.653	0.655
bouncy	nā bouncy	0.562	0.565	0.429
bound	ua paʻa	0.417	0.667	0.310
boundary	palena	0.561	0.427	0.518
boundless	palenaʻole	0.684	0.642	0.652
bounds	palena	0.378	0.426	0.604
bountiful	nui	0.854	0.596	0.759
bounty	maikaʻi	0.760	0.755	0.833
bouquet	hoʻopau	0.724	0.352	0.306
bourbon	pāpale	0.602	0.490	0.517
bourgeois	nā bourgeois	0.439	0.593	0.682
bourgeoisie	bourgeoisie	0.357	0.417	0.767
bourse	kalepa	0.530	0.230	0.336
bout	ka hopena	0.208	0.808	0.679
boutique	hale kūʻai	0.745	0.490	0.441
bouttime	ka manawa	0.588	0.373	0.410
bovine	kāla pua	0.449	0.255	0.353
bow	kakaka	0.530	0.306	0.408
bowed	kūlou	0.410	0.418	0.368
bowel	ka hanu	0.306	0.417	0.391
bowels	nā hanu	0.194	0.448	0.362
bowl	ʻohe	0.625	0.377	0.358
bowler	ka mea kani	0.552	0.633	0.481
bowling	ka hae	0.656	0.431	0.309
bowls	nā ipu	0.551	0.280	0.277
box	pahu	0.500	0.179	0.312
boxcar	ka pahu pahu	0.420	0.469	0.421
boxer	ka pana pua	0.490	0.810	0.802
boxers	ka poʻe hoʻokani	0.375	0.880	0.654
boxing	haʻuki	0.427	0.854	0.645
boy	keiki kāne	0.646	0.392	0.445
boycott	hoʻopakele	0.112	0.690	0.505
boyfriend	hoa e	0.781	0.604	0.547
boyhood	'ōpiopio	0.729	0.745	0.500
boyish	Pōʻokoʻa	0.698	0.562	0.462
boysenberry	nā keiki	0.646	0.409	0.475
bozo	bozo	0.388	0.364	0.298
bra	ka pā	0.672	0.529	0.509
brace	ka pale	0.610	0.385	0.364
bracelet	nā kūpeʻe	0.776	0.340	0.322
braces	nā pale	0.500	0.337	0.568
brachial	kūkala	0.388	0.363	0.464
bracket	kākoʻo	0.490	0.350	0.682
brackets	nā pale	0.573	0.281	0.435
brackish	uhauha	0.469	0.368	0.421
brad	ala	0.490	0.385	0.402
brag	mahalo	0.347	0.545	0.578
braid	ke koa	0.427	0.222	0.216
brain	ka lolo	0.667	0.441	0.823
brainless	makehewa	0.138	0.310	0.224
brains	manaʻo	0.663	0.557	0.722
brainstorm	kūkā	0.794	0.784	0.636
brainwash	kāleka	0.198	0.647	0.481
brainy	ka lolo	0.708	0.520	0.648
brake	ka wāwahi	0.312	0.481	0.310
bran	lālā	0.688	0.433	0.483
branch	lālā	0.538	0.206	0.250
branching	lālā	0.520	0.422	0.472
brand	mīkini	0.562	0.284	0.547
brandy	poli	0.600	0.590	0.487
brash	kūleʻa	0.360	0.814	0.552
brass	keleawe	0.500	0.320	0.490
brass knuckle	ke knuckle keleawe	0.406	0.449	0.518
brassiere	ke keleawe	0.510	0.469	0.336
brat	brat	0.312	0.440	0.231
bratwurst	helena	0.510	0.490	0.464
bravado	ke koa	0.479	0.510	0.527
brave	koa	0.837	0.750	0.917
bravery	koa wiwoʻole	0.898	0.745	0.868
brawl	ke kūkā	0.104	0.938	0.603
brawn	e kuʻi	0.438	0.402	0.544
brazen	kūleʻa	0.292	0.640	0.518
breach	ka uha	0.177	0.745	0.423
bread	ka berena	0.660	0.314	0.342
breadth	ka laulā	0.667	0.490	0.644
break	make	0.610	0.265	0.370
breakable	ua hikiʻole	0.194	0.667	0.408
breakaway	ka wāwae	0.479	0.802	0.519
breakdown	ka pōʻino	0.365	0.423	0.361
breaker	ka mea haʻi	0.323	0.527	0.520
breakers	nā haha	0.469	0.588	0.439
breakfast	ʻo ka kakahiaka	0.885	0.330	0.429
breaking and entering	ka wāwae a me ke komoʻana	0.418	0.729	0.500
breakingnews	nā mea hōʻole	0.500	0.552	0.607
breakneck	make	0.254	0.833	0.604
breakthrough	ka hopena	0.680	0.525	0.718
breakup	pau ka pilina	0.250	0.720	0.357
breast	ka umauma	0.753	0.429	0.500
breath	ka hanu	0.684	0.392	0.451
breathe	ka hanu	0.833	0.373	0.518
breather	ka hanu	0.624	0.471	0.388
breathless	hanu	0.323	0.490	0.222
breathtaking	hanana	0.936	0.792	0.921
breech	ka pahi kaua	0.500	0.637	0.422
breeches	nā pahi kaua	0.365	0.457	0.333
breed	ʻohana	0.490	0.441	0.578
breeder	kumuhana	0.645	0.481	0.605
breeding	ke kanuʻana	0.667	0.481	0.610
breeze	makani	0.837	0.284	0.370
breezy	pākī	0.531	0.472	0.482
brethren	e nā hoahānau	0.917	0.380	0.641
breve	NO TRANSLATION	0.535	0.365	0.191
brevity	hilahila	0.459	0.434	0.375
brew	ʻokoʻa	0.740	0.538	0.758
brewery	nā kākoʻo	0.710	0.622	0.510
brewing	hoʻoponopono	0.740	0.593	0.609
briar	Pākē	0.493	0.375	0.407
bribe	ʻO ka waiwai kīpē	0.112	0.690	0.472
bribery	hana kīʻaha	0.135	0.775	0.585
brick	hale brick	0.217	0.418	0.368
bridal	hoʻopalau	0.823	0.655	0.596
bride	wahine wahine	0.840	0.708	0.579
bridegroom	ke kāne mare	0.809	0.736	0.527
bridesmaid	wahine wahine wahine	0.748	0.519	0.618
bridge	ke alahaka	0.625	0.324	0.519
bridle	bridle	0.427	0.367	0.386
brief	pōkole	0.469	0.300	0.279
briefcase	paku	0.542	0.206	0.442
briefing	haʻi'ōlelo	0.612	0.333	0.702
briefly	pokole	0.686	0.314	0.330
brig	ʻoliʻoli	0.573	0.539	0.500
brigade	pupuhi	0.604	0.710	0.828
bright	mālamalama	0.890	0.527	0.812
brighten	e hoʻomālamalama	0.760	0.547	0.649
brightens	e hoʻomālamalama	0.771	0.611	0.613
brighter	māmā	0.918	0.698	0.833
brightness	ka mālamalama	0.938	0.623	0.660
brilliance	ka mālamalama	0.990	0.673	0.830
brilliant	maikaʻi	0.939	0.575	0.923
brim	'owaha	0.469	0.333	0.330
brimming	hoʻopōʻino	0.656	0.690	0.758
brimstone	i ka luaʻi pele	0.357	0.520	0.440
brine	brine	0.333	0.481	0.361
bring	lawe mai	0.635	0.460	0.462
brink	ka popo	0.375	0.413	0.356
brisk	ʻoliʻoli	0.719	0.745	0.742
brisket	ʻoliʻoli	0.552	0.378	0.222
bristle	e	0.375	0.375	0.326
brittle	ka mea nui	0.276	0.490	0.272
bro	'ō	0.794	0.349	0.684
broach	kūleʻa	0.438	0.439	0.675
broad	whānui	0.762	0.365	0.637
broadcast	kūkā	0.615	0.587	0.355
broadcasting	ka pāʻani	0.542	0.700	0.706
broaden	e hoʻonui	0.678	0.602	0.610
broadside	ākea	0.459	0.316	0.462
broadsword	nā hua'ōlelo	0.469	0.573	0.615
brocade	huahua	0.500	0.327	0.464
broccoli	ka broccoli	0.469	0.200	0.283
brochure	ka huapalapala	0.552	0.226	0.391
broil	broil	0.510	0.404	0.330
broke	ʻeha	0.245	0.590	0.370
broken	ua haki	0.062	0.500	0.293
brokenheart	NO TRANSLATION	0.115	0.577	0.343
brokenhearted	ehaeha	0.130	0.598	0.227
broker	mea hoʻopuka	0.582	0.462	0.600
brokerage	nā mea hōʻiliʻili	0.479	0.500	0.500
bromide	bromide	0.347	0.425	0.411
bronco	kūkohu	0.500	0.510	0.473
bronze	keleawe	0.622	0.333	0.526
brooch	ka pua	0.531	0.260	0.380
brood	ke keiki	0.633	0.519	0.434
brooding	hoʻopili	0.327	0.367	0.333
brook	kahawai	0.594	0.347	0.412
broom	broom	0.385	0.154	0.302
broomstick	ʻO ke āpau	0.410	0.265	0.227
broth	kahe	0.500	0.245	0.168
brothel	halekula	0.255	0.886	0.418
brother	kaikuaʻana, kaikaina	0.823	0.361	0.546
brotherhood	ke kaikunāne	0.990	0.471	0.760
brotherly	ke kaikunāne	0.865	0.306	0.596
brow	kele	0.562	0.311	0.481
brown	palaunu	0.396	0.202	0.293
brownstone	ke keʻokeʻo	0.559	0.423	0.439
browse	nānā	0.635	0.750	0.592
brrr	kū	0.373	0.540	0.282
bruise	ʻeha	0.133	0.640	0.474
bruising	ʻehaʻeha	0.084	0.520	0.422
brunch	brunch	0.406	0.363	0.343
brunette	polina	0.802	0.528	0.529
brunt	polina	0.204	0.750	0.349
brush	'ōpala	0.490	0.265	0.186
brutal	'ōhumu	0.122	0.882	0.643
brutality	hewa	0.122	0.832	0.571
brute	ʻokoʻa	0.115	0.547	0.379
brutish	he pōʻino	0.270	0.837	0.588
bubble	hoʻopuka	0.774	0.213	0.364
bubbling	hoʻopiʻi	0.500	0.438	0.384
bubbly	huahua	0.698	0.608	0.462
bubonic	hua'ōlelo	0.280	0.530	0.394
buck	ʻo ia	0.677	0.577	0.720
buckaroo	ka bu Buke	0.448	0.469	0.479
bucket	pā	0.408	0.167	0.336
buckle	ʻo ia	0.416	0.373	0.361
buckled	ua hoʻopiʻiʻia	0.427	0.358	0.439
bucko	Bucko	0.439	0.455	0.465
buckshot	kāhea	0.255	0.740	0.322
buckwheat	buckwheat	0.490	0.471	0.434
bud	'ōpuʻu	0.460	0.402	0.333
buddha	buddha	0.690	0.198	0.604
buddhism	Hoʻomana Buda	0.510	0.115	0.673
buddhist	kāpena	0.570	0.182	0.481
budding	hoʻopiʻi	0.490	0.500	0.355
buddy	aloha	0.884	0.585	0.655
budge	hoʻopau	0.719	0.755	0.543
budget	ke kālā	0.643	0.396	0.731
buff	u	0.561	0.425	0.361
buffalo	ka buffalo	0.469	0.528	0.527
buffer	mālama	0.520	0.474	0.350
buffering	uhau	0.479	0.468	0.381
buffet	kīʻaha	0.656	0.546	0.519
buffoon	buffoon	0.344	0.651	0.290
bug	Bug	0.286	0.500	0.246
bugaboo	ʻO ka pahu	0.439	0.491	0.441
bugged	hoʻopauʻia	0.561	0.439	0.500
bugger	uhau	0.312	0.627	0.474
buggy	ka hao	0.500	0.509	0.327
bugle	ka pahi	0.479	0.588	0.391
bugler	ka pahi	0.542	0.540	0.393
build	kūkulu	0.771	0.546	0.806
builder	ka mea kūkulu	0.660	0.642	0.701
building	ke kūkuluʻana	0.705	0.288	0.673
buildings	nā hale	0.582	0.380	0.552
buildup	kūkulu aʻe	0.490	0.509	0.623
bulb	pākuʻi	0.562	0.208	0.300
bulbous	ke kūkā	0.390	0.442	0.430
bulge	ke kumu	0.260	0.487	0.400
bulimic	nui	0.092	0.570	0.373
bulk	nui	0.469	0.413	0.509
bulkhead	nui	0.312	0.425	0.402
bulky	nui	0.427	0.591	0.750
bull	kau	0.521	0.640	0.644
bulldog	bulldog	0.494	0.650	0.530
bulldozer	ka pipiʻi	0.459	0.549	0.643
bullet	pāleka	0.408	0.794	0.634
bulletin	palapalapalapala	0.573	0.294	0.361
bulletproof	ka hōʻailona	0.750	0.721	0.779
bullfighter	kaupuni	0.448	0.794	0.664
bullfrog	kau	0.344	0.481	0.422
bullheaded	ke poʻo	0.229	0.740	0.516
bullhorn	ʻo ia	0.510	0.653	0.736
bullion	kaukau	0.693	0.558	0.729
bullock	bipi	0.281	0.402	0.375
bullpen	Hoʻopiliʻia	0.480	0.549	0.500
bullshit	o bullshit	0.042	0.676	0.183
bully	hoʻonui	0.257	0.755	0.564
bulwark	pale	0.551	0.552	0.675
bum	bum	0.281	0.451	0.155
bumblebee	kaomi	0.469	0.493	0.321
bummed	pīpī	0.296	0.430	0.227
bummer	bummer	0.163	0.500	0.267
bump	ka hopena	0.286	0.458	0.368
bumper	pum	0.385	0.573	0.518
bumpy	kūkala	0.306	0.683	0.419
bun	NO TRANSLATION	0.424	0.306	0.268
bunch	popo	0.552	0.358	0.473
bundle	ka pūpū	0.510	0.343	0.434
bungalow	hale kūʻai	0.562	0.352	0.406
bungee	Kupuna	0.637	0.545	0.327
bunghole	ka pua	0.286	0.426	0.396
bunion	Kupuna	0.276	0.340	0.290
bunk	ka papa	0.438	0.332	0.339
bunker	ka mea kanu	0.375	0.673	0.773
bunkhouse	ka hale	0.470	0.414	0.407
bunny	Kupuna	0.740	0.325	0.194
bunt	ka wahine	0.417	0.422	0.349
buoy	uwai	0.562	0.280	0.284
buoyancy	ke kākoʻo	0.625	0.373	0.538
buoyant	uia	0.625	0.441	0.497
bur	pā	0.385	0.353	0.314
burden	ka ukana	0.367	0.583	0.697
burdened	kaumaha	0.429	0.519	0.565
burdensome	kaumaha	0.229	0.696	0.419
bureau	keʻena	0.562	0.373	0.618
bureaucracy	hale hana	0.380	0.578	0.740
bureaucrat	hale hana	0.208	0.519	0.598
bureaucratic	hale hana	0.280	0.630	0.573
burger	pōkole	0.688	0.568	0.398
burglar	pōkole	0.050	0.769	0.404
burglary	pākī	0.146	0.918	0.543
burial	kanu	0.203	0.577	0.333
buried	kanuʻia	0.133	0.530	0.370
burke	burke	0.466	0.441	0.451
burlap	burlap	0.429	0.462	0.411
burlesque	pōkole	0.327	0.615	0.343
burly	ʻeleʻele	0.562	0.650	0.750
burn	wela	0.219	0.783	0.509
burned	puhi	0.163	0.603	0.347
burner	ka mea puhi	0.296	0.816	0.446
burning	e puhi ana	0.229	0.760	0.412
burnished	i hoʻomahaʻia	0.520	0.580	0.464
burnout	hoʻopau	0.219	0.445	0.240
burnt	ke ahi	0.082	0.713	0.356
burp	pō	0.219	0.594	0.432
burr	anu	0.390	0.426	0.308
burrito	burrito	0.688	0.294	0.166
burro	NO TRANSLATION	0.400	0.356	0.318
burrow	popo	0.438	0.280	0.355
bursary	kālepa	0.729	0.462	0.571
burst	e uha	0.156	0.894	0.845
bury	kanu	0.077	0.571	0.346
bus	ke kaʻa	0.407	0.411	0.400
busboy	ke mele	0.510	0.453	0.441
bush	ka mea ulu	0.413	0.220	0.315
bushel	ka bila	0.417	0.387	0.368
bushy	pulu	0.562	0.321	0.427
business	ʻoihana	0.688	0.569	0.755
business man	NO TRANSLATION	0.530	0.598	0.933
businessman	kanaka kālepa	0.653	0.510	0.802
businesswoman	wahine kālepa	0.719	0.500	0.764
busload	pīkini pahi	0.561	0.481	0.492
buss	ke kumu	0.469	0.500	0.391
bust	kū	0.520	0.500	0.420
busted	ua hoʻolimalimaʻia	0.204	0.676	0.345
buster	ka pahi	0.469	0.491	0.483
bustle	kūleʻa	0.347	0.814	0.445
bustling	uhauha	0.490	0.850	0.528
busy	paʻa	0.402	0.500	0.474
busybody	pumehana	0.255	0.634	0.472
butane	butane	0.442	0.483	0.380
butcher	make	0.500	0.575	0.608
butler	ka mea holoi	0.469	0.225	0.438
butt	aka	0.347	0.725	0.336
butter	ka pipi	0.650	0.292	0.202
buttercup	makūpū	0.562	0.482	0.422
butterfly	ka butterfly	0.892	0.327	0.314
buttermilk	ka pata	0.633	0.311	0.304
butterscotch	akuna	0.708	0.510	0.356
buttery	ka hauna	0.625	0.318	0.303
buttock	kaomi	0.429	0.600	0.288
buttocks	kamailio	0.458	0.677	0.365
button	pāomi	0.520	0.220	0.343
buttress	ʻo ke kāpena	0.438	0.684	0.721
buxom	buxom	0.562	0.719	0.547
buy	kūʻai	0.771	0.769	0.612
buyer	ka mea kūʻai	0.613	0.519	0.649
buying	kūʻai	0.665	0.784	0.589
buzz	buzz	0.333	0.686	0.375
buzzard	uhau	0.350	0.500	0.225
buzzed	ua pō	0.583	0.549	0.448
buzzer	buzzer	0.549	0.716	0.480
buzzing	ʻoho	0.430	0.588	0.370
bye	aloha	0.375	0.398	0.321
bygone	nāna	0.229	0.310	0.315
bylaw	pākana	0.469	0.373	0.725
byline	byline	0.469	0.450	0.435
bypass	hala	0.429	0.418	0.353
bystander	kū ke kū	0.480	0.462	0.491
byte	byte	0.490	0.380	0.407
byzantine	byzantine	0.546	0.443	0.492
cab	kāpī	0.438	0.490	0.421
cabal	ke kaʻa	0.500	0.406	0.573
cabana	kāpena	0.698	0.296	0.407
cabaret	cabaret	0.677	0.656	0.482
cabbage	kāpiki	0.398	0.225	0.264
cabbie	kāpia	0.521	0.417	0.429
cabernet	cabernet	0.543	0.420	0.480
cabin	hale noho	0.643	0.292	0.430
cabinet	Kāpena	0.552	0.306	0.465
cable	kelepona	0.583	0.245	0.434
caboodle	caboodle	0.529	0.521	0.325
caboose	caboose	0.440	0.453	0.438
cabriolet	ke kaʻa	0.667	0.525	0.472
cache	kāmeka	0.552	0.348	0.389
cacophony	kope	0.408	0.562	0.440
cactus	cactus	0.439	0.412	0.284
cad	kālepa	0.447	0.406	0.404
cadaver	hoʻopili	0.030	0.690	0.260
caddie	NO TRANSLATION	0.521	0.435	0.259
caddy	kāpena	0.580	0.470	0.380
cadence	ka manawa	0.427	0.473	0.355
cadet	keiki	0.504	0.393	0.664
cafe	ka cafe	0.781	0.392	0.358
cafeteria	cafetaia	0.757	0.400	0.382
caffeine	ka caffeine	0.562	0.759	0.500
cage	ka hale	0.316	0.333	0.352
cagey	cagey	0.542	0.363	0.582
cahoots	nā piko	0.312	0.696	0.474
cairn	ka maʻi	0.260	0.435	0.254
cake	keke	0.810	0.375	0.287
cakewalk	kekewalk	0.719	0.510	0.447
calamari	ka calamari	0.521	0.312	0.406
calamitous	ka pōʻino	0.219	0.685	0.500
calamity	pōʻino	0.122	0.795	0.343
calcareous	ke kaulike	0.490	0.368	0.462
calcium	ka puna	0.600	0.346	0.479
calculate	e helu	0.490	0.452	0.440
calculated	heluʻia	0.633	0.425	0.683
calculating	e helu ana	0.458	0.430	0.625
calculation	ka helu	0.646	0.453	0.606
calculator	ka helu helu	0.513	0.283	0.588
calculus	kumu helu	0.360	0.360	0.562
calendar	kalena	0.480	0.212	0.473
calender	NO TRANSLATION	0.531	0.275	0.451
calf	keiki bipi	0.531	0.366	0.336
caliber	kūkā	0.429	0.551	0.606
calibrate	e pākuʻi	0.552	0.460	0.623
calico	Kalikino	0.406	0.338	0.491
calipers	nā calipers	0.480	0.510	0.481
calisthenics	nā kenekino	0.562	0.663	0.545
call	kāhea	0.594	0.627	0.558
callback	hoʻihoʻi	0.524	0.529	0.434
caller	kāhea	0.646	0.615	0.472
calligraphy	ʻike	0.620	0.216	0.500
calling	kāheaʻia	0.646	0.590	0.483
callous	nāwaliwali	0.245	0.500	0.386
calls	Kāhea	0.608	0.431	0.551
calm	maikaʻi	0.875	0.100	0.282
calming	hoʻomaha	0.885	0.105	0.360
calmness	maikaʻi	0.934	0.105	0.394
caloric	ke kalo	0.327	0.483	0.448
calorie	ke kalo	0.333	0.540	0.427
calorimeter	calorimeter	0.406	0.560	0.414
cam	hele	0.448	0.363	0.355
camaraderie	kāpili	0.833	0.510	0.648
camber	kauwela	0.430	0.382	0.439
camcorder	ka polokalamu kamepiula	0.556	0.422	0.454
camel	kāmelo	0.540	0.282	0.314
cameo	hele mai	0.573	0.457	0.509
camera	kamera	0.640	0.288	0.379
cameraman	kanaka kiʻi kiʻi	0.542	0.452	0.542
camisole	kauwela	0.497	0.250	0.375
camouflage	ka hoʻoulu	0.438	0.585	0.450
camouflaged	NO TRANSLATION	0.350	0.422	0.562
camp	ka pā	0.622	0.617	0.594
campaign	ke kākoʻo	0.602	0.730	0.823
campaigner	ke kauā	0.592	0.698	0.821
campaigning	ke kauā	0.531	0.663	0.741
camper	kanaka hoʻokipa	0.573	0.529	0.482
campfire	ke kahua hoʻomoana	0.677	0.509	0.436
camping	hoʻomoana	0.653	0.529	0.480
campsite	hale noho	0.680	0.490	0.547
campus	ka pā kula	0.604	0.388	0.519
can	hiki	0.662	0.360	0.454
can opener	hiki iāʻoe ke wehe	0.444	0.491	0.308
canal	canal	0.673	0.259	0.321
canary	canary	0.582	0.276	0.265
cancel	hoʻokahuli	0.214	0.306	0.368
canceling	hoʻokuʻi	0.229	0.470	0.349
cancellation	ka hoʻokuʻu	0.224	0.431	0.389
cancer	ka maʻi kanulau	0.052	0.694	0.529
candid	makemake	0.667	0.349	0.458
candidacy	ke kūpono	0.490	0.657	0.696
candidate	mea koho	0.596	0.490	0.804
candied	ka lama	0.713	0.330	0.360
candle	kukui	0.602	0.221	0.344
candlelight	ke kukui	0.789	0.294	0.417
candles	kukui	0.615	0.206	0.268
candlestick	ke kukui	0.448	0.531	0.534
candor	hoʻopuka	0.740	0.389	0.607
candy	ka lama	0.930	0.425	0.384
cane	hiki	0.459	0.298	0.398
canine	canine	0.573	0.569	0.425
canister	ke kākā	0.553	0.271	0.403
canker	hiki ke hoʻohei	0.262	0.469	0.427
cannabis	cannabis	0.271	0.500	0.564
canned	hiki i ke kēne	0.398	0.357	0.298
cannibal	cannibal	0.122	0.824	0.480
cannibalism	cannibalism	0.094	0.890	0.583
canning	canning	0.490	0.392	0.259
cannon	cannon	0.529	0.676	0.811
cannonball	cannonball	0.344	0.840	0.759
canoe	ka waʻa	0.542	0.300	0.418
canon	canon	0.385	0.519	0.541
canonical	canonical	0.542	0.410	0.620
canons	canons	0.385	0.588	0.593
canopy	ke uhi	0.615	0.264	0.398
cantaloupe	ke kāleka	0.592	0.212	0.276
cantbreathe	NO TRANSLATION	0.284	0.667	0.375
canteen	hale kāhili	0.688	0.600	0.514
canterbury	cantebury	0.582	0.438	0.510
canthandleit	NO TRANSLATION	0.354	0.613	0.354
cantilever	ke kūkākūkā	0.357	0.618	0.421
cantina	kākala	0.646	0.612	0.380
canto	NO TRANSLATION	0.776	0.461	0.554
canton	canton	0.542	0.472	0.536
cantstandit	NO TRANSLATION	0.418	0.546	0.343
cantwin	lawai	0.260	0.509	0.298
canvas	kāwele	0.719	0.090	0.364
canvass	NO TRANSLATION	0.675	0.356	0.397
canyon	canyon	0.468	0.731	0.634
cap	ka pāpale	0.612	0.240	0.375
capability	ike	0.833	0.571	0.730
capable	hiki	0.765	0.587	0.547
capacity	ike	0.719	0.411	0.806
cape	kape	0.531	0.235	0.357
caper	ka pūʻali	0.510	0.370	0.326
