Word	Corsican-co	Valence	Arousal	Dominance
concave	cagavanu	0.441	0.349	0.349
conceal	ocultaranu	0.312	0.436	0.306
concealed	eculta	0.344	0.363	0.352
concealment	invade	0.302	0.570	0.390
concede	cuncede	0.670	0.324	0.473
conceit	cunghjettu	0.354	0.625	0.309
conceited	presaggiu	0.194	0.667	0.473
conceivable	cunvince	0.730	0.350	0.613
conceive	cuncepisce	0.708	0.538	0.700
concentrate	cuncentrazione	0.750	0.439	0.743
concentration	cuncentrazione	0.735	0.500	0.722
concentric	cuncentricu	0.730	0.479	0.635
concept	cuncettu	0.573	0.265	0.632
conception	cuncepimentu	0.694	0.490	0.614
concern	preoccupa	0.250	0.734	0.463
concerned	preoccupatu	0.292	0.698	0.350
concert	cuncerta	0.938	0.867	0.718
concerto	concerto	0.613	0.759	0.679
concession	cuncessione	0.588	0.423	0.615
concessional	cuncessional	0.770	0.493	0.657
conch	cunch	0.583	0.306	0.339
concierge	concierge	0.480	0.343	0.343
conciliation	cunciliation	0.792	0.475	0.726
concise	cuncisu	0.583	0.298	0.620
conclave	cunclavu	0.573	0.440	0.611
conclude	cuncludi	0.530	0.267	0.679
concluding	cuncludi	0.531	0.382	0.603
conclusion	cunclusione	0.615	0.377	0.659
conclusive	conclusiva	0.500	0.427	0.745
concoction	ricchizza	0.448	0.459	0.417
concomitant	cun cumitanti	0.427	0.482	0.727
concord	concorde	0.677	0.320	0.586
concordance	concordancia	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	concours	0.740	0.657	0.528
concrete	particularità	0.633	0.420	0.547
concubine	concubina	0.388	0.594	0.476
concur	cuncurdassi	0.459	0.394	0.429
concurrence	cuncurrenza	0.764	0.627	0.613
concurrent	cuncurrenti	0.573	0.547	0.741
concurring	concurring	0.573	0.600	0.681
concussion	concussion	0.072	0.708	0.482
condemn	cundannate	0.102	0.793	0.625
condemnation	cunnanna	0.133	0.725	0.449
condensation	condensata	0.510	0.316	0.538
condensed	cundinsenu	0.598	0.415	0.623
condescending	abbassava	0.583	0.363	0.593
condescension	cundiscendenza	0.521	0.377	0.565
condiment	cundimi	0.520	0.333	0.433
condition	cundizione	0.500	0.469	0.519
conditional	cunnizziunata	0.521	0.343	0.556
conditionally	cunnannatu	0.396	0.419	0.617
conditioned	cundiziunati	0.490	0.417	0.616
conditioner	acondicionador	0.781	0.360	0.538
conditioning	cundizione	0.440	0.468	0.617
conditions	cundizioni	0.551	0.441	0.593
condo	condo	0.439	0.288	0.607
condolence	pettu	0.260	0.443	0.404
condolences	pettu	0.198	0.480	0.288
condom	cundomu	0.406	0.637	0.500
condone	cuncepisce	0.571	0.441	0.619
condor	condor	0.573	0.388	0.519
conducive	cunducta	0.775	0.479	0.679
conduct	aducazzioni	0.453	0.510	0.750
conduction	conduction	0.530	0.557	0.717
conductivity	aducate	0.583	0.575	0.642
conductor	cunnutturi	0.677	0.663	0.621
conduit	conduit	0.470	0.302	0.413
cone	cone	0.417	0.208	0.343
confederacy	confederacy	0.590	0.541	0.736
confederate	cunfederata	0.551	0.546	0.792
confederation	a cunfederazione	0.663	0.404	0.830
confer	cunferite	0.573	0.482	0.583
conference	cunferenza	0.688	0.615	0.606
confess	cunfèssanu	0.360	0.712	0.431
confession	cunfissioni	0.469	0.642	0.460
confessional	cunfessionale	0.458	0.392	0.629
confessions	cunfessielli	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	cunfidendu	0.837	0.633	0.631
confide	cunfidarà	0.669	0.472	0.595
confidence	fiducia	0.959	0.276	0.943
confident	cunvinta	0.765	0.324	0.723
confidential	cunfidenziale	0.643	0.471	0.761
confidentiality	cunfidenziale	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	cunfigurazione	0.540	0.443	0.591
confine	confine	0.327	0.551	0.538
confined	cunfinata	0.286	0.472	0.444
confinement	confinement	0.333	0.656	0.520
confines	cunfini	0.396	0.386	0.542
confirm	cunfirmà	0.802	0.439	0.806
confirmation	cunferma	0.812	0.480	0.692
confirmatory	cunfermatori	0.656	0.500	0.683
confirmed	cunfirmata	0.760	0.490	0.764
confiscate	cunfiscà	0.250	0.625	0.482
confiscation	cunfiscazioni	0.208	0.706	0.586
conflagration	conflagraziu	0.344	0.721	0.594
conflict	cunflittu	0.335	0.906	0.471
conflicting	cunflittu	0.173	0.738	0.553
confluence	cunfluenza	0.677	0.598	0.565
conform	cunfurmassi	0.479	0.380	0.375
conformance	cunformità	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	cunfurmità	0.645	0.363	0.579
confound	cunfondenu	0.347	0.529	0.333
confounded	cunfusi	0.333	0.528	0.264
confront	cunfruntassi	0.281	0.760	0.746
confrontation	cunfrontu	0.177	0.870	0.658
confuse	cunfundassi	0.100	0.580	0.270
confused	cunfusu	0.220	0.650	0.179
confusing	cunfusu	0.229	0.690	0.222
confusion	cunfusioni	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	cungenial	0.820	0.412	0.620
congenital	cungenital	0.448	0.434	0.427
congestion	di cungii	0.271	0.654	0.491
conglomerate	cunglomerate	0.500	0.500	0.838
conglomeration	conglomerazione	0.541	0.720	0.670
congrats	congrats	0.930	0.726	0.775
congratulate	felicità	0.927	0.724	0.784
congratulation	felicità	0.948	0.780	0.717
congratulations	felicità	0.960	0.755	0.719
congratulatory	felicità	0.959	0.616	0.689
congregate	culligariate	0.653	0.530	0.733
congregation	congregazione	0.561	0.490	0.700
congress	cungressu	0.449	0.444	0.857
congressional	bilatale	0.552	0.491	0.848
congressman	congressman	0.438	0.471	0.877
congruence	congruence	0.656	0.472	0.577
conic	cunic	0.510	0.368	0.379
conical	cunica	0.490	0.422	0.471
conjecture	conjecture	0.396	0.398	0.534
conjugal	cuniugali	0.698	0.510	0.688
conjugate	conjugate	0.583	0.420	0.467
conjugation	cunjugazione	0.479	0.429	0.582
conjunction	a cunghjunzione	0.520	0.472	0.509
conjunctive	cunghjunta	0.487	0.444	0.639
conjure	conjures	0.385	0.679	0.645
conjuring	cunghjigliani	0.224	0.653	0.694
conk	cunk	0.340	0.469	0.404
connect	cunnetta	0.724	0.299	0.536
connected	cunnessi	0.816	0.550	0.612
connection	cunnessione	0.729	0.560	0.655
connective	connective	0.719	0.491	0.764
connoisseur	connoisseur	0.760	0.461	0.769
conquer	cunquistà	0.694	0.873	0.971
conquering	cunquistà	0.760	0.873	0.936
conqueror	cunquistaturi	0.604	0.809	0.930
conquest	cunquista	0.710	0.702	0.833
conscience	cuscenza	0.663	0.375	0.721
conscientious	cuncienza	0.688	0.404	0.688
conscious	cunsciente	0.740	0.333	0.705
consciousness	a cuscenza	0.840	0.483	0.755
conscription	a cunsigliu	0.396	0.775	0.642
consecrated	cunsacratu	0.663	0.500	0.800
consecration	cunsacratge	0.771	0.418	0.804
consecutive	consecutivi	0.663	0.418	0.643
consensual	cunsensu	0.663	0.417	0.655
consensus	cunsensu	0.627	0.358	0.625
consent	accunsentu	0.750	0.500	0.620
consenting	accunsenu	0.727	0.406	0.693
consequence	di cunsiquenza	0.240	0.721	0.593
consequent	consegente	0.663	0.471	0.625
conservation	cunsirvazioni	0.832	0.401	0.606
conservatism	cunsirvaturismu	0.406	0.369	0.633
conservative	cunservatore	0.615	0.316	0.788
conservatory	conservatoriu	0.635	0.240	0.729
conserve	cunservà	0.690	0.347	0.573
consider	cunzidira	0.677	0.368	0.579
considerable	siveru	0.653	0.314	0.683
considerate	cunzidiratu	0.781	0.380	0.633
consideration	cunzidirazioni	0.589	0.380	0.687
consignee	destinatariu	0.635	0.385	0.602
consignment	consignement	0.490	0.440	0.500
consist	cumposti	0.823	0.386	0.580
consistency	a cunsistenza	0.714	0.500	0.887
consistent	cunvinta	0.786	0.431	0.726
consolation	cunsulazione	0.408	0.250	0.304
console	cunsola	0.625	0.398	0.415
consoled	cunsulatu	0.700	0.343	0.452
consolidate	cunsulidari	0.880	0.440	0.870
consolidated	cunsulidatu	0.700	0.366	0.784
consolidation	cunsulidazioni	0.604	0.445	0.776
consonant	cunsunanti	0.500	0.347	0.417
consort	consorte	0.632	0.509	0.630
conspicuous	eccezziunale	0.479	0.520	0.596
conspiracy	cuspirazione	0.125	0.787	0.652
conspirator	conspiratore	0.271	0.786	0.707
conspire	cuspira	0.206	0.740	0.520
constable	constable	0.573	0.667	0.764
constancy	constanza	0.786	0.443	0.763
constant	custanti	0.740	0.296	0.686
constantly	sempre	0.663	0.561	0.700
constellation	a custellazione	0.719	0.533	0.775
consternation	consternazione	0.167	0.680	0.469
constipation	ristrettu	0.079	0.612	0.231
constituency	circustanze	0.500	0.480	0.696
constituent	custituenti	0.573	0.500	0.827
constituents	custanti	0.573	0.414	0.833
constitute	custituiscenu	0.812	0.349	0.906
constitution	custituzione	0.590	0.380	0.889
constitutional	custituziunale	0.633	0.418	0.827
constitutionality	Custituzioniali	0.612	0.439	0.853
constrain	limità	0.261	0.500	0.500
constrained	limità	0.135	0.537	0.357
constraint	limità	0.323	0.550	0.481
construct	custruisce	0.750	0.648	0.792
construction	custruzzioni	0.848	0.612	0.759
constructive	constructive	0.860	0.570	0.812
construe	interpretà	0.602	0.519	0.553
consul	cunsul	0.573	0.354	0.688
consulate	cunsulatu	0.561	0.453	0.694
consult	cunsultate	0.755	0.370	0.441
consultant	cunsultante	0.770	0.344	0.808
consultation	cunsultazione	0.660	0.463	0.625
consume	cunsuma	0.427	0.620	0.509
consumer	consumatore	0.507	0.551	0.677
consuming	cunsumazione	0.573	0.541	0.536
consummate	cunsummate	0.551	0.540	0.558
consummation	cunsummazioni	0.583	0.676	0.661
consumption	cunsumu	0.390	0.531	0.538
contact	cuntattu	0.719	0.424	0.526
contagion	cuntagjunu	0.208	0.630	0.535
contagious	contagiosa	0.184	0.725	0.400
contain	cuntenenu	0.542	0.490	0.658
container	cuntinuu	0.551	0.396	0.561
containment	contenimentu	0.411	0.491	0.618
contaminate	Contaminate	0.140	0.611	0.426
contaminated	cuntaminata	0.040	0.500	0.368
contamination	contaminazione	0.125	0.610	0.375
contemplate	cuntemplazione	0.740	0.347	0.642
contemplation	cuntemplazione	0.552	0.324	0.627
contemplative	cuntemplazione	0.729	0.308	0.739
contemporaneous	cuntimpuraniu	0.640	0.373	0.591
contemporary	cuntimpuraniu	0.720	0.365	0.569
contempt	disprezzu	0.206	0.635	0.396
contemptible	contemptible	0.146	0.657	0.471
contemptuous	disprezzu	0.204	0.500	0.375
contend	contene	0.510	0.657	0.731
contender	contender	0.480	0.790	0.681
contending	cuntinente	0.490	0.698	0.716
content	cuntenutu	0.764	0.296	0.559
contented	cuntentu	0.857	0.612	0.746
contention	cuntrazzioni	0.375	0.510	0.738
contentious	cuntzertu	0.422	0.573	0.637
contentment	cuntintizza	0.875	0.610	0.782
contents	cuntenutu	0.656	0.375	0.550
contest	cuncorsu	0.667	0.698	0.717
contestant	cuntrasttu	0.760	0.530	0.602
context	u cuntestu	0.531	0.300	0.553
contiguous	contigu	0.375	0.450	0.500
continence	continenza	0.450	0.396	0.469
continent	cuntinenti	0.551	0.373	0.833
continental	cuntinentale	0.486	0.350	0.755
contingency	cuntenente	0.396	0.500	0.670
contingent	cuntinenti	0.470	0.531	0.659
continual	cuntinuu	0.500	0.423	0.685
continually	cuntinuamenti	0.646	0.438	0.698
continuance	continuità	0.729	0.510	0.652
continuation	continuazione	0.615	0.470	0.566
continue	cuntinuà	0.630	0.427	0.612
continued	cuntinuava	0.635	0.440	0.500
continuing	cuntinuà	0.667	0.500	0.520
continuity	a continuità	0.781	0.439	0.684
continuous	cuntinua	0.625	0.509	0.580
continuously	cuntinuamenti	0.719	0.417	0.702
continuum	continuu	0.677	0.390	0.491
contour	cuntour	0.589	0.265	0.414
contraband	cuntrabandu	0.177	0.875	0.670
contraception	contracepzioni	0.296	0.518	0.525
contract	cuntrattu	0.594	0.412	0.636
contracted	cuntrattu	0.344	0.557	0.449
contractile	cuntrattu	0.480	0.586	0.569
contracting	cuntrattu	0.594	0.490	0.769
contraction	cuntrazzioni	0.292	0.755	0.603
contractor	cuntrattu	0.592	0.479	0.727
contradict	contraddiri	0.160	0.598	0.482
contradiction	cuntradizioni	0.250	0.660	0.377
contradictory	contradictory	0.365	0.651	0.421
contraption	contraption	0.448	0.590	0.491
contrary	cuntrariu	0.327	0.449	0.338
contrast	cuntrastu	0.480	0.406	0.520
contrasted	cuntrastatu	0.521	0.538	0.491
contravene	contravene	0.357	0.618	0.472
contravention	contravenimentu	0.344	0.627	0.593
contribute	cuntribuisce	0.806	0.350	0.795
contribution	cuntributu	0.854	0.452	0.760
contributor	cuntribuzione	0.844	0.510	0.760
contrite	contrite	0.347	0.363	0.473
contrition	contrition	0.347	0.583	0.463
contrived	articulu	0.408	0.530	0.458
control	cuntrollu	0.729	0.352	0.808
controller	controller	0.469	0.712	0.868
controlling	cuntrollu	0.490	0.441	0.885
controversial	cuntruversu	0.271	0.858	0.538
controversy	cuntruversia	0.250	0.819	0.600
contusion	contusion	0.167	0.565	0.509
conundrum	conundrum	0.354	0.524	0.408
convalescent	cunvaliscente	0.458	0.480	0.269
convection	cunvucazioni	0.521	0.494	0.526
convene	cunvìnte	0.583	0.676	0.636
convenience	comodità	0.781	0.448	0.613
conveniences	comodità	0.802	0.412	0.693
convenient	cunvenzioni	0.846	0.491	0.574
convent	cunventu	0.480	0.217	0.594
convention	cunvenzione	0.622	0.622	0.704
conventional	cunvinzione	0.594	0.292	0.634
converge	cunghjilla	0.635	0.471	0.539
convergence	cunvergenza	0.551	0.491	0.625
convergent	cunverggenti	0.781	0.490	0.696
conversant	conversant	0.724	0.360	0.542
conversation	a cunversazione	0.750	0.510	0.609
conversational	conversazione	0.719	0.431	0.596
conversationalist	cunzidirista	0.719	0.467	0.667
converse	parlare	0.594	0.406	0.598
conversing	cunversione	0.755	0.409	0.442
conversion	cunversione	0.480	0.605	0.736
convert	cunvertisce	0.551	0.538	0.704
converted	cunvertisce	0.663	0.418	0.686
convertible	cunvertibile	0.542	0.529	0.717
convex	cunvex	0.438	0.427	0.445
convexity	cunveitia	0.449	0.354	0.484
convey	trasmette	0.719	0.633	0.708
conveyance	trasportu	0.615	0.520	0.455
conveyancing	traspurtadore	0.375	0.479	0.663
convict	cunvinti	0.177	0.840	0.477
conviction	cunvinzione	0.615	0.704	0.826
convince	cunvince	0.708	0.539	0.763
convinced	cunvinta	0.750	0.500	0.630
convincing	cunvinta	0.760	0.527	0.900
convocation	cunvokazione	0.538	0.611	0.663
convoluted	cunvoluted	0.323	0.614	0.433
convolution	cunvolution	0.417	0.559	0.527
convoy	cunvue	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	coccu	0.847	0.500	0.412
cookbook	u libru	0.602	0.346	0.398
cooker	coccia	0.592	0.373	0.407
cookery	cucina	0.633	0.368	0.345
cookie	cookie	0.792	0.306	0.250
cookies	cookies	0.823	0.451	0.316
cooking	cucina	0.694	0.510	0.434
cookout	cookout	0.680	0.406	0.482
cool	cool	0.885	0.540	0.781
coolant	coolant	0.720	0.412	0.456
cooler	crescente	0.664	0.375	0.460
cooling	rinfrescante	0.469	0.324	0.392
coolness	freschezza	0.490	0.307	0.548
coon	coon	0.490	0.460	0.400
coop	coop	0.612	0.445	0.650
cooperate	cooperate	0.898	0.451	0.582
cooperating	a cooperatrice	0.760	0.390	0.693
cooperation	a cooperazione	0.847	0.473	0.686
cooperative	cooperative	0.816	0.461	0.670
coordinate	coordonnées	0.698	0.429	0.694
coordination	coordination	0.677	0.454	0.789
coordinator	coordinatore	0.750	0.510	0.850
cop	cop	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	cope	0.592	0.647	0.709
copier	Copister	0.459	0.345	0.390
copilot	copiloti	0.640	0.538	0.573
coping	affruntà	0.562	0.630	0.613
copious	copious	0.427	0.462	0.527
copper	copper	0.580	0.260	0.500
copter	copter	0.571	0.704	0.569
copy	copia	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	copie	0.448	0.315	0.404
copyright	copyright	0.458	0.402	0.663
coral	corallo	0.802	0.231	0.425
coral snake	corpuscule	0.276	0.712	0.607
cord	cord	0.388	0.378	0.358
cordial	cordial	0.823	0.312	0.482
cordless	cordless	0.667	0.441	0.528
cordon	cordon	0.469	0.317	0.380
corduroy	corduroy	0.570	0.324	0.357
core	core	0.721	0.378	0.540
cork	suvore	0.347	0.250	0.281
corkscrew	cavatappi	0.427	0.443	0.445
corn	granu	0.594	0.196	0.292
cornball	cornball	0.479	0.378	0.325
cornbread	cornbread	0.643	0.304	0.302
cornea	córnea	0.521	0.346	0.443
corned	corned	0.459	0.441	0.425
corner	cantu	0.400	0.296	0.366
cornerstone	a quadrera	0.550	0.388	0.596
cornet	cornet	0.507	0.520	0.415
cornfield	cornfield	0.719	0.310	0.349
cornflakes	cornflakes	0.729	0.346	0.355
cornice	cornice	0.458	0.441	0.295
cornstarch	cornstarch	0.643	0.299	0.337
corny	corny	0.448	0.370	0.221
corollary	corollary	0.458	0.469	0.366
corona	corona	0.818	0.439	0.745
coronary	coronary	0.567	0.613	0.509
coronation	coronazione	0.792	0.592	0.836
coroner	coroner	0.323	0.558	0.526
corporal	corpu	0.582	0.490	0.596
corporate	corporate	0.592	0.454	0.745
corporation	corporazione	0.429	0.332	0.873
corporeal	corporiali	0.520	0.350	0.461
corps	corps	0.551	0.453	0.483
corpse	corpse	0.094	0.657	0.232
corpsman	corpsman	0.439	0.469	0.651
corpus	corpus	0.543	0.340	0.490
corral	corral	0.606	0.662	0.422
correct	curretta	0.857	0.306	0.723
correction	correzione	0.448	0.485	0.558
correctional	correccionale	0.292	0.713	0.602
corrective	currettive	0.448	0.528	0.613
correctness	alluccità	0.796	0.450	0.649
correlation	currelazione	0.596	0.462	0.571
correlative	correlativu	0.510	0.402	0.571
correspond	currisponde	0.710	0.452	0.545
correspondence	currispundenza	0.663	0.423	0.491
correspondent	currispundent	0.573	0.565	0.712
corresponding	currispundenza	0.740	0.423	0.618
corridor	corridor	0.604	0.589	0.592
corroborate	corroborate	0.671	0.471	0.616
corroboration	corroborazione	0.625	0.431	0.733
corrosion	currusioni	0.156	0.610	0.348
corrosive	currusivu	0.140	0.618	0.570
corrupt	currutti	0.020	0.806	0.500
corrupting	curruzzione	0.062	0.804	0.380
corruption	corruzzione	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	corset	0.490	0.520	0.381
cortex	cortex	0.594	0.439	0.529
cortical	cortical	0.380	0.423	0.536
cortisone	cortisone	0.427	0.395	0.456
corvette	corvette	0.551	0.520	0.598
cosmetic	cosmichi	0.625	0.304	0.308
cosmetics	cosmichi	0.765	0.464	0.472
cosmic	còsmica	0.663	0.538	0.692
cosmology	cosmologia	0.651	0.438	0.637
cosmopolitan	cosmopolitanu	0.823	0.510	0.760
cosmos	cosimu	0.860	0.478	0.664
cost	costu	0.365	0.420	0.439
costly	i costu	0.316	0.650	0.642
costume	costume	0.548	0.510	0.374
cosy	cosy	0.847	0.255	0.518
cot	cot	0.625	0.230	0.278
cote	cote	0.439	0.344	0.324
cottage	cottage	0.600	0.279	0.361
cotton	u cotonu	0.639	0.071	0.240
couch	couch	0.594	0.082	0.198
cougar	puma	0.438	0.588	0.538
cough	a tette	0.255	0.627	0.241
council	cunsigliu	0.875	0.279	0.635
councilman	Councilman	0.531	0.367	0.793
counsel	cunsigliu	0.594	0.519	0.730
counseling	cunsigliu	0.667	0.480	0.704
counsellor	cunsigliu	0.823	0.327	0.740
counselor	cunsigliu	0.873	0.365	0.706
count	cuntà	0.594	0.389	0.492
countdown	cuntà	0.438	0.692	0.490
countenance	aspettu	0.635	0.440	0.690
counter	cuncorreghja	0.439	0.478	0.750
counteract	contrarizza	0.378	0.542	0.688
counterattack	contraataque	0.281	0.951	0.764
counterbalance	contrabbaru	0.520	0.480	0.627
counterclaim	contraplicà	0.398	0.760	0.651
counterfeit	falsificatu	0.094	0.694	0.451
counterpart	contraparte	0.448	0.608	0.577
counterpoint	contru	0.438	0.509	0.538
countess	countess	0.562	0.440	0.670
countless	numerosa	0.520	0.566	0.534
country	paese	0.698	0.394	0.693
countryman	paisanu	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	campagna	0.732	0.288	0.327
counts	cunta	0.343	0.373	0.500
county	cuntìa	0.479	0.368	0.545
coup	di colpu	0.275	0.815	0.607
coupe	coupe	0.479	0.460	0.482
couple	coppia	0.806	0.605	0.607
coupled	coupled	0.612	0.286	0.650
coupling	accumpagna	0.594	0.479	0.555
coupon	coupon	0.704	0.300	0.421
courage	curaggiu	0.830	0.728	0.849
courageous	curaggiu	0.918	0.587	0.879
courier	missouri	0.551	0.383	0.441
courses	corsi	0.735	0.412	0.534
coursing	coursing	0.542	0.472	0.546
court	curti	0.479	0.769	0.827
courteous	curtigliu	0.937	0.396	0.529
courtesy	curtisia	0.927	0.287	0.431
courthouse	tribunale	0.571	0.503	0.818
courtroom	sala di tribunale	0.385	0.670	0.887
courts	curti	0.367	0.710	0.816
courtship	u novu	0.667	0.490	0.654
courtside	courtside	0.592	0.391	0.434
courtyard	courtyard	0.503	0.365	0.355
cousin	cuginu	0.675	0.394	0.427
cousins	cucini	0.760	0.409	0.464
cove	cove	0.500	0.304	0.370
coven	coven	0.458	0.578	0.591
covenant	pattu	0.594	0.462	0.667
cover	copre	0.365	0.240	0.471
coverage	a cobertura	0.767	0.413	0.629
covered	cuparti	0.562	0.340	0.644
covering	copre	0.615	0.382	0.583
covert	covert	0.500	0.570	0.508
covet	covet	0.302	0.779	0.524
coveted	prediletti	0.661	0.730	0.625
cow	vacca	0.449	0.230	0.300
coward	cobard	0.102	0.490	0.149
cowardice	cobardizza	0.133	0.621	0.167
cowardly	cobardly	0.102	0.385	0.127
cowboy	cowboy	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	cowhand	0.438	0.480	0.596
cowhide	cowhide	0.458	0.324	0.333
cowl	capuche	0.427	0.450	0.232
coworker	coworker	0.667	0.490	0.625
coy	coy	0.347	0.330	0.213
coyote	coyote	0.459	0.471	0.387
cozy	cosy	0.910	0.356	0.545
crab	crab	0.421	0.396	0.330
crabby	crabby	0.198	0.812	0.370
crack	crack	0.302	0.625	0.400
cracked	ra crattitatu	0.224	0.520	0.228
cracker	cracker	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	cracking	0.327	0.557	0.286
crackle	crackle	0.327	0.643	0.481
crackpot	crackpot	0.260	0.602	0.245
cradle	cradle	0.776	0.194	0.333
craft	articulu	0.760	0.321	0.539
crafts	articuli	0.667	0.380	0.391
craftsman	artighjanu	0.719	0.310	0.583
craftsmanship	artighjanu	0.823	0.373	0.571
crafty	crafty	0.589	0.679	0.783
craig	craig	0.448	0.449	0.490
cram	cram	0.354	0.730	0.598
crammed	crammed	0.406	0.740	0.466
cramp	cramp	0.194	0.796	0.340
cramped	cramped	0.240	0.567	0.360
cranberry	cranberry	0.793	0.330	0.363
cranberry juice	attu di cranberry	0.622	0.321	0.281
crane	crane	0.396	0.417	0.589
cranial	craniale	0.354	0.510	0.583
