Word	Telugu-te	Valence	Arousal	Dominance
derive	ఉద్భవించిందని	0.396	0.324	0.360
dermal	చర్మసంబంధమైన	0.385	0.406	0.443
dermatologist	చర్మ	0.531	0.358	0.528
dermatology	డెర్మటాలజీ	0.422	0.500	0.556
derogation	తక్కువ చేయుట	0.208	0.460	0.327
derogatory	అమర్యాదకరమైన	0.122	0.580	0.404
descend	దిగే	0.385	0.535	0.231
descendant	వారసుడు	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	అవరోహణ	0.219	0.493	0.250
descent	సంతతికి	0.300	0.402	0.158
describe	వివరించడానికి	0.542	0.472	0.555
description	వివరణ	0.582	0.425	0.596
descriptive	వివరణాత్మక	0.667	0.352	0.570
desecrate	అసభ్యత	0.255	0.806	0.509
desecration	అపవిత్రం	0.125	0.833	0.564
desert	ఎడారి	0.469	0.279	0.389
deserted	deserted	0.156	0.480	0.214
deserter	పారిపోయి	0.122	0.710	0.366
desertion	పారిపోవటం	0.122	0.630	0.289
deserve	అర్హత	0.802	0.436	0.613
deserved	అర్హులే	0.781	0.582	0.689
deserving	అర్హమైన	0.802	0.596	0.858
design	రూపకల్పన	0.796	0.327	0.632
designate	నిర్దిష్టంగా	0.531	0.538	0.683
designated	నియమించబడిన	0.500	0.412	0.616
designation	హోదా	0.612	0.571	0.675
designed	రూపకల్పన	0.745	0.380	0.595
designer	డిజైనర్	0.875	0.519	0.670
designing	రూపకల్పన	0.792	0.355	0.552
desirability	కోరుకుంటూ	0.684	0.550	0.675
desirable	కావాల్సిన	0.740	0.735	0.750
desire	కోరిక	0.896	0.692	0.647
desiring	వాదాన్ని	0.814	0.821	0.632
desirous	కోరిక	0.719	0.824	0.562
desist	ఉండుట	0.220	0.358	0.291
desk	డెస్క్	0.510	0.135	0.422
desolate	ఏకాంతమైన	0.104	0.320	0.228
desolation	నిర్జనమై	0.073	0.481	0.273
despair	నిరాశ	0.115	0.794	0.245
despairing	నిరుత్సాహ పరిచే	0.073	0.735	0.286
despatch	తంతి	0.448	0.400	0.613
desperado	డెస్పెరాడో	0.260	0.745	0.361
desperate	తీరని	0.083	0.842	0.337
desperation	నిరాశలో	0.125	0.904	0.419
despicable	తుచ్చమైనది	0.146	0.710	0.255
despise	ద్వేషిస్తారు	0.167	0.745	0.296
despondent	నిరాశతో	0.133	0.378	0.221
despotic	అడ్డులేని	0.141	0.824	0.592
despotism	నియంతృత్వాన్ని	0.255	0.696	0.620
dessert	భోజనానికి	0.755	0.491	0.404
destination	గమ్యం	0.708	0.471	0.637
destined	గమ్యస్థానం	0.698	0.462	0.617
destiny	గమ్యం	0.781	0.413	0.611
destitute	నిరాశ్రయులైన	0.130	0.451	0.222
destroy	నాశనం	0.046	0.935	0.635
destroyed	ధ్వంసమైంది	0.031	0.696	0.288
destroyer	డిస్ట్రాయర్	0.083	0.830	0.543
destroying	నాశనం	0.041	0.828	0.660
destruct	destruct	0.071	0.868	0.525
destruction	విధ్వంసం	0.102	0.929	0.613
destructive	విధ్వంసక	0.177	0.870	0.713
detach	వేరుచేసే	0.357	0.625	0.450
detached	వేరుచేసిన	0.280	0.396	0.216
detachment	నిర్లిప్తత	0.243	0.700	0.443
detail	వివరాలు	0.514	0.406	0.528
detailed	వివరణాత్మక	0.603	0.314	0.472
details	వివరాలు	0.583	0.367	0.481
detain	నిర్భంధించాలని	0.351	0.345	0.430
detainee	నిర్బంధించబడిన	0.306	0.510	0.321
detect	గుర్తించడం	0.531	0.520	0.565
detectable	గుర్తించదగిన	0.479	0.539	0.649
detection	గుర్తింపును	0.708	0.567	0.538
detective	డిటెక్టివ్	0.500	0.764	0.901
detector	డిటెక్టర్	0.459	0.630	0.724
detention	నిర్బంధ	0.265	0.698	0.562
deter	అణిచివేయటానికి	0.344	0.537	0.567
detergent	డిటర్జెంట్	0.458	0.304	0.426
deteriorate	క్షీణించటం	0.083	0.471	0.202
deteriorated	క్షీణించింది	0.053	0.549	0.237
deteriorating	దిగజారుతున్న	0.104	0.459	0.112
deterioration	క్షీణత	0.130	0.512	0.283
determinable	నిర్ణయించగల	0.625	0.565	0.723
determinate	నిశ్చయం	0.630	0.314	0.772
determination	నిర్ణయం	0.776	0.725	0.795
determine	గుర్తించడానికి	0.612	0.368	0.776
determined	నిర్ణయించబడుతుంది	0.760	0.528	0.673
deterrent	ప్రతిబంధకంగా	0.292	0.461	0.385
detest	ద్వేషించడం	0.083	0.800	0.492
detestation	detestation	0.177	0.637	0.412
detonate	పేల్చడంలో	0.375	0.850	0.696
detonation	పేలిన	0.167	0.931	0.741
detonator	డిటోనేటర్	0.207	0.875	0.750
detour	ప్రక్కతోవ	0.398	0.539	0.309
detract	తప్పుదోవ	0.344	0.438	0.368
detriment	హాని కలిగించే	0.281	0.538	0.263
detrimental	హానికరంగా	0.203	0.679	0.387
detritus	శిధిలమైన రాళ్ళు	0.276	0.353	0.363
deuce	ఆటకు	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	తగ్గించబడిన	0.321	0.462	0.212
devastate	తీరాన్ని	0.021	0.796	0.509
devastated	నాశనం	0.120	0.544	0.264
devastating	విధ్వంసకర	0.104	0.856	0.419
devastation	వినాశనం	0.090	0.904	0.472
develop	అభివృద్ధి	0.771	0.670	0.821
developer	డెవలపర్	0.844	0.653	0.864
developing	అభివృద్ధి చెందుతున్న	0.833	0.587	0.714
development	అభివృద్ధి	0.827	0.500	0.796
deviant	విచలనమైన	0.094	0.589	0.398
deviate	విభేదిస్తూ	0.173	0.562	0.269
deviating	మార్పులతో	0.354	0.634	0.536
deviation	విచలనం	0.105	0.513	0.336
device	పరికరం	0.562	0.404	0.627
devil	డెవిల్	0.161	0.900	0.611
deviled	deviled	0.347	0.559	0.358
devilish	పైశాచిక	0.073	0.865	0.490
devious	వంచక	0.250	0.519	0.259
devise	ప్రవేశపెట్టటానికి	0.551	0.557	0.670
devoid	లోపించిన	0.219	0.436	0.300
devolution	సంక్రమణ	0.345	0.434	0.425
devolve	ప్రాప్తిస్తాయి	0.367	0.427	0.596
devote	అంకితం	0.802	0.490	0.642
devoted	అంకితభావం	0.867	0.320	0.698
devotee	భక్తుడు	0.816	0.461	0.577
devotion	భక్తి	0.802	0.561	0.673
devotional	భక్తి	0.740	0.394	0.655
devour	మ్రింగివేయు	0.344	0.888	0.574
devout	భక్తి	0.620	0.357	0.464
dew	బిందు	0.604	0.225	0.464
dexter	Dexter	0.458	0.473	0.444
dexterity	సామర్థ్యం	0.771	0.673	0.864
dextrose	ఒకవిధమైన చక్కెర పదార్థము	0.333	0.402	0.323
diabetes	మధుమేహం	0.051	0.472	0.279
diabetic	డయాబెటిక్	0.125	0.269	0.237
diabolical	లక్ష్యోద్దేశంతో చూస్తే అది క్రూరమయినది	0.102	0.912	0.456
diagnose	నిర్ధారించలేము	0.378	0.520	0.714
diagnosis	నిర్ధారణ	0.571	0.500	0.819
diagnostic	విశ్లేషణ	0.417	0.483	0.635
diagnostics	కారణనిర్ణయం	0.540	0.440	0.750
diagonal	వికర్ణ	0.500	0.343	0.410
diagram	రేఖాచిత్రం	0.562	0.357	0.445
dial	డయల్	0.620	0.427	0.596
dialect	మాండలికం	0.635	0.422	0.526
dialectic	మాండలిక	0.510	0.540	0.638
dialogue	సంభాషణ	0.599	0.441	0.625
dialysis	డయాలసిస్	0.194	0.567	0.407
diameter	వ్యాసం	0.427	0.298	0.483
diamond	వజ్రం	0.910	0.606	0.769
diamonds	వజ్రాలు	0.927	0.684	0.917
diaper	డైపర్	0.409	0.274	0.155
diaphragm	డయాఫ్రాగమ్	0.459	0.337	0.517
diarrhea	అతిసారం	0.092	0.684	0.143
diarrhoea	అతిసారం	0.038	0.692	0.250
diary	డైరీ	0.698	0.292	0.464
diatribe	దూషణను	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	డిబ్స్	0.510	0.410	0.391
dice	పాచికలు	0.458	0.441	0.264
dicey	dicey	0.290	0.833	0.727
dichotomous	dichotomous	0.365	0.452	0.538
dichotomy	వైరుధ్యాన్ని	0.323	0.482	0.483
dick	డిక్	0.208	0.500	0.462
dickhead	మూర్ఖుడు	0.115	0.608	0.284
dicks	dicks	0.310	0.694	0.358
dictate	ఖరారు	0.480	0.423	0.668
dictation	డిక్టేషన్	0.255	0.378	0.627
dictator	నియంత	0.073	0.760	0.862
dictatorial	నియంతృత్వ	0.204	0.770	0.840
dictatorship	నియంతృత్వాన్ని	0.082	0.806	0.784
diction	డిక్షన్	0.439	0.373	0.679
dictionary	నిఘంటువు	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	సందేశాత్మక	0.645	0.480	0.673
diddle	మోసగించు	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	మరణించాడు	0.021	0.650	0.327
diesel	డీజిల్	0.490	0.327	0.448
diet	ఆహారం	0.429	0.235	0.398
dietary	ఆహార	0.551	0.220	0.261
differ	తేడా	0.230	0.398	0.396
difference	తేడా	0.474	0.560	0.483
differences	తేడాలు	0.365	0.582	0.342
different	వివిధ	0.612	0.394	0.473
differential	అవకలన	0.520	0.378	0.535
differentiation	భేదం	0.367	0.561	0.535
differently	విభిన్నంగా	0.480	0.431	0.506
differing	భిన్నమయిన	0.418	0.410	0.455
difficult	కష్టం	0.235	0.700	0.508
difficulties	ఇబ్బందులు	0.082	0.784	0.357
difficulty	కష్టం	0.079	0.740	0.368
diffuse	ప్రసరించి	0.430	0.431	0.321
diffusion	విస్తరణం	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	డైజెస్ట్	0.720	0.413	0.483
digestion	జీర్ణక్రియ	0.531	0.410	0.455
digestive	జీర్ణ	0.542	0.413	0.434
digit	అంకెల	0.447	0.286	0.333
digital	డిజిటల్	0.740	0.382	0.529
dignified	గౌరవప్రదంగా	0.766	0.481	0.635
dignify	గౌరవపరచు	0.854	0.588	0.735
dignity	గౌరవం	0.844	0.391	0.873
digress	బౌద్దడను	0.271	0.625	0.411
digs	NO TRANSLATION	0.448	0.670	0.635
dike	NO TRANSLATION	0.360	0.384	0.490
dilapidated	శిధిలమైన	0.229	0.618	0.286
dilatation	విస్ఫారణం	0.385	0.574	0.368
dilation	వాపు	0.347	0.490	0.578
dildo	లైంగిక సంతృప్తి కోసం స్త్రీలు ఉపయోగించే పురుషాంగము వంటి పరికరము	0.536	0.587	0.491
dilemma	గందరగోళాన్ని	0.153	0.590	0.430
diligence	శ్రద్ధ	0.688	0.423	0.700
diligent	శ్రద్ధగల	0.760	0.426	0.759
dill	డిల్	0.427	0.360	0.373
diluent	కరిగించే	0.417	0.344	0.332
dilute	విలీన	0.275	0.192	0.349
diluted	సజల	0.469	0.310	0.229
dilution	పలుచన	0.445	0.337	0.352
dim	డిం	0.398	0.321	0.273
dime	Dime	0.653	0.317	0.345
dimension	పరిమాణం	0.592	0.415	0.627
dimensional	డైమెన్షనల్	0.561	0.484	0.596
diminish	తగ్గుతుంది	0.240	0.357	0.167
diminished	తగ్గించాయి	0.156	0.269	0.196
diminution	తరుగుదల	0.316	0.296	0.245
diminutive	కురచ	0.323	0.200	0.109
dimwit	తెలివిలేని	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	NO TRANSLATION	0.821	0.519	0.478
diner	డైనర్	0.643	0.302	0.538
dinghy	డింగీ	0.510	0.269	0.325
dingo	డింగో	0.608	0.472	0.346
dingy	చెత్తతో కూడిన	0.156	0.483	0.343
dining	భోజనాల	0.724	0.350	0.459
dinky	పరిశుభ్రంగా	0.357	0.451	0.358
dinner	విందు	0.823	0.392	0.379
dinnertime	రాత్రి భోజన వేళ	0.796	0.406	0.341
dinosaur	డైనోసార్	0.448	0.630	0.596
dint	సొట్ట	0.378	0.480	0.492
diocesan	డియోసెసన్	0.520	0.283	0.518
diocese	డియోసెస్	0.510	0.288	0.575
diorama	డయోరమ	0.592	0.441	0.462
dioxide	డయాక్సైడ్	0.354	0.433	0.456
dip	డిప్	0.516	0.583	0.397
diploma	డిప్లొమా	0.750	0.462	0.731
diplomacy	దౌత్యం	0.740	0.396	0.774
diplomat	దౌత్యవేత్త	0.563	0.262	0.868
diplomatic	దౌత్య	0.653	0.363	0.918
dipper	డిప్పర్	0.548	0.361	0.348
dippy	దీపికా పడుకొనే	0.430	0.402	0.340
dipstick	యంత్రంలోని పెట్రోలు	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	ప్రత్యక్ష	0.793	0.403	0.650
directed	దర్శకత్వం	0.542	0.490	0.541
direction	దిశ	0.719	0.330	0.684
directive	నిర్దేశకం	0.604	0.530	0.918
directly	నేరుగా	0.747	0.400	0.702
director	దర్శకుడు	0.688	0.580	0.912
directory	డైరెక్టరీ	0.439	0.413	0.538
dirt	దుమ్ము	0.112	0.500	0.236
dirty	మురికి	0.153	0.460	0.170
disability	వైకల్యం	0.073	0.482	0.173
disable	డిసేబుల్	0.115	0.430	0.269
disabled	వికలాంగ	0.308	0.443	0.235
disadvantage	ప్రతికూలత	0.150	0.377	0.282
disaffected	మనశ్శాంతి లేని	0.176	0.410	0.291
disagree	విభేదిస్తున్నారు	0.133	0.590	0.345
disagreeable	అసమ్మతత్వము	0.042	0.643	0.178
disagreeing	అసమ్మతితో	0.255	0.643	0.350
disagreement	అసమ్మతి	0.104	0.618	0.236
disallow	నిరాకరించు	0.156	0.519	0.424
disallowed	తిరస్కృత	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	అదృశ్యమవడం	0.143	0.441	0.350
disappearance	అదృశ్యం	0.214	0.698	0.367
disappearing	కనుమరుగవుతున్న	0.167	0.427	0.379
disappoint	నిరాశ	0.150	0.633	0.288
disappointed	నిరాశ	0.071	0.472	0.241
disappointing	నిరాశ	0.073	0.640	0.200
disappointment	నిరాశ	0.115	0.490	0.336
disapproval	అసమ్మతిని	0.085	0.551	0.367
disapprove	నిరాకరించడానికి	0.160	0.594	0.445
disapproved	ఆమోదించక	0.104	0.550	0.114
disapproving	విచారం	0.245	0.625	0.452
disarm	నిరాయుధులను	0.292	0.528	0.613
disarray	కలగాపులగము	0.198	0.657	0.223
disaster	విపత్తు	0.082	0.892	0.433
disastrous	ఘోరమైన	0.071	0.741	0.439
disband	రద్దు	0.302	0.491	0.417
disbelief	అపనమ్మిక	0.188	0.409	0.373
disbelieve	సత్యతిరస్కారులు	0.188	0.441	0.352
disburse	వ్యయం	0.418	0.473	0.353
disbursement	చెల్లించుట	0.240	0.443	0.435
disc	డిస్క్	0.622	0.410	0.426
discard	విస్మరించడానికి	0.240	0.343	0.337
discarded	విస్మరించిన	0.229	0.460	0.308
discards	వదిలిపెట్టడం	0.240	0.464	0.391
discern	విచారించడం	0.459	0.566	0.518
discernible	ఇందులో అర్థమయ్యే	0.427	0.441	0.481
discerning	తెలుసుకునే	0.542	0.584	0.780
discernment	వివేచనతో	0.408	0.471	0.694
discharge	ఉత్సర్గ	0.427	0.538	0.578
disciple	శిష్యుడు	0.765	0.385	0.462
disciplinary	క్రమశిక్షణా	0.562	0.593	0.796
discipline	క్రమశిక్షణ	0.615	0.471	0.806
disciplined	క్రమశిక్షణ	0.728	0.450	0.750
disclaim	పరిత్యజించడం	0.235	0.509	0.321
disclaimer	డిస్క్లైమర్	0.367	0.571	0.542
disclose	బహిర్గతం	0.490	0.570	0.545
