Word	Afrikaans-af	Valence	Arousal	Dominance
fight	stryd	0.531	0.868	0.809
fighter	fighter	0.637	0.760	0.898
fighting	veg	0.292	0.885	0.783
fights	gevegte	0.070	0.920	0.712
figment	verdichtsel	0.552	0.316	0.533
figurative	figuurlike	0.479	0.450	0.634
figure	figuur	0.688	0.328	0.509
figurine	beeldjie	0.760	0.283	0.258
filament	filament	0.510	0.452	0.377
filamentous	filamentagtige	0.531	0.480	0.516
file	lêer	0.480	0.316	0.463
filet	filet	0.615	0.392	0.291
filibuster	roof	0.271	0.714	0.508
filigree	filigrein	0.576	0.408	0.514
filing	indiening	0.620	0.420	0.700
filings	vylsels	0.323	0.412	0.340
fill	vul	0.729	0.449	0.637
filler	toevoeg	0.531	0.347	0.529
fillet	fillet	0.745	0.415	0.378
filling	vul	0.510	0.382	0.525
filly	merrie	0.479	0.564	0.519
film	film	0.823	0.491	0.566
filmmaker	filmmaker	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	filter	0.440	0.296	0.260
filth	vullis	0.194	0.592	0.319
filthy	vuil	0.115	0.714	0.321
filtration	filtrasie	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	finale	0.276	0.575	0.508
finale	finale	0.406	0.330	0.468
finalist	finalis	0.833	0.686	0.736
finality	finaliteit	0.615	0.368	0.627
finalize	finaliseer	0.556	0.550	0.578
finalized	gefinaliseer	0.245	0.210	0.608
finally	uiteindelik	0.583	0.433	0.465
finance	finansies	0.753	0.431	0.843
financial	finansiële	0.667	0.500	0.722
financier	finansier	0.602	0.500	0.778
finch	Finch	0.438	0.444	0.358
find	vind	0.774	0.555	0.580
finder	Well	0.360	0.550	0.630
finding	bevinding	0.796	0.469	0.664
fine	fyn	0.823	0.240	0.647
finery	tooi	0.562	0.479	0.636
finesse	finesse	0.740	0.387	0.412
finger	vinger	0.321	0.264	0.291
fingernail	vingernael	0.418	0.415	0.153
fingerprint	vingerafdruk	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	afwerking	0.471	0.429	0.545
finished	klaar	0.510	0.387	0.570
finite	eindige	0.384	0.347	0.293
fink	Fink	0.410	0.514	0.439
fir	fir	0.521	0.275	0.306
fire	vuur	0.380	0.804	0.635
firearm	vuurwapen	0.086	0.943	0.864
firearms	vuurwapens	0.220	0.943	0.821
fireball	vuurbal	0.302	0.777	0.664
firecracker	klapper	0.474	0.741	0.434
firefight	brande blust	0.153	0.920	0.664
firefighter	brandweerman	0.637	0.770	0.773
firefly	vuurvliegie	0.622	0.410	0.363
firehouse	vuurtoren	0.594	0.689	0.627
firelight	vuurlig	0.677	0.504	0.639
fireman	brandweerman	0.583	0.745	0.755
fireplace	kaggel	0.667	0.380	0.417
firepower	skietgoed	0.375	0.941	0.810
fireproof	vuurvaste	0.684	0.679	0.723
fireside	haard	0.684	0.377	0.394
firestorm	Fire Storm	0.180	0.929	0.766
firewall	firewall	0.485	0.602	0.629
firewood	vuurmaakhout	0.520	0.348	0.263
firework	vuurwerk	0.786	0.904	0.593
fireworks	vuurwerke	0.735	0.863	0.579
firing	afvuur	0.188	0.931	0.803
firm	firma	0.635	0.380	0.728
firmament	uitspansel	0.750	0.407	0.660
firmly	stewig	0.786	0.510	0.777
firmness	fermheid	0.823	0.479	0.939
first	eerste	0.625	0.500	0.788
firstborn	eersgeborene	0.786	0.490	0.695
firstworldprobs	NO TRANSLATION	0.458	0.612	0.483
fiscal	fiskale	0.500	0.582	0.845
fish	vis	0.510	0.280	0.250
fisherman	visserman	0.656	0.461	0.546
fishery	vissery	0.574	0.503	0.519
fishing	visvang	0.677	0.283	0.405
fishing boat	visvang boot	0.521	0.403	0.627
fishy	fishy	0.224	0.601	0.471
fissile	splijtstoffen	0.333	0.490	0.380
fission	fisie	0.386	0.500	0.567
fissure	groef	0.333	0.510	0.431
fist	vuis	0.333	0.686	0.481
fistfight	vuisgeveg	0.208	0.902	0.543
fistful	handvol	0.500	0.509	0.500
fistula	fistel	0.312	0.481	0.330
fit	pas	0.604	0.450	0.632
fitness	fiksheid	0.875	0.529	0.810
fits	pas	0.571	0.363	0.580
fitted	toegerus	0.507	0.404	0.673
fitting	pas	0.612	0.441	0.638
fittings	toebehore	0.531	0.404	0.409
five	vyf	0.510	0.221	0.298
fiver	fiver	0.458	0.469	0.517
fix	los	0.760	0.538	0.519
fixable	fixable	0.724	0.470	0.645
fixation	fiksasie	0.562	0.459	0.655
fixed	vaste	0.684	0.167	0.509
fixer	fixeerbad	0.633	0.375	0.606
fixture	Opname	0.663	0.216	0.409
fixtures	wedstryde	0.643	0.330	0.370
fizz	gesis	0.459	0.708	0.349
fjord	fjord	0.510	0.404	0.463
flabbergast	sy stuk	0.480	0.679	0.547
flabbergasted	die veld geslaan	0.312	0.802	0.342
flabby	pap	0.292	0.358	0.250
flaccid	slap	0.156	0.400	0.151
flag	vlag	0.592	0.378	0.536
flagging	verligting	0.521	0.519	0.509
flagpole	vlagpaal	0.500	0.394	0.458
flagrant	flagrante	0.286	0.673	0.455
flagship	vlagskip	0.592	0.587	0.703
flagstaff	Flagstaff	0.520	0.517	0.500
flair	flair	0.775	0.471	0.676
flak	kritiek	0.390	0.600	0.600
flake	flake	0.385	0.388	0.289
flaky	afskilfer	0.363	0.509	0.279
flamboyant	flambojante	0.615	0.794	0.705
flame	vlam	0.448	0.574	0.615
flamethrower	vlammenwerper	0.160	0.882	0.683
flaming	vlam	0.406	0.645	0.558
flamingo	flaminke	0.667	0.451	0.482
flammable	vlambare	0.216	0.800	0.715
flan	flan	0.604	0.304	0.198
flange	flens	0.500	0.306	0.390
flank	flank	0.448	0.458	0.443
flanked	omring	0.333	0.431	0.368
flanking	weerskante	0.490	0.622	0.519
flannel	flanel	0.490	0.250	0.327
flap	flap	0.275	0.385	0.344
flapping	wapper	0.458	0.728	0.404
flare	flare	0.558	0.823	0.508
flares	fakkels	0.580	0.642	0.556
flaring	opvlam	0.625	0.771	0.509
flash	flits	0.571	0.590	0.657
flashback	terugflits	0.265	0.400	0.485
flashing	flikker	0.604	0.574	0.438
flashlight	flitslig	0.653	0.414	0.356
flashy	flitsende	0.704	0.600	0.827
flask	fles	0.418	0.412	0.454
flat	plat	0.408	0.236	0.303
flatbed	flatbed	0.490	0.250	0.380
flatfoot	platvoet	0.265	0.333	0.330
flatness	vlakheid	0.479	0.280	0.527
flatten	plat	0.286	0.469	0.442
flatter	platter	0.521	0.418	0.302
flattered	gevlei	0.865	0.608	0.708
flattering	vleiende	0.755	0.686	0.500
flattery	gevlei	0.470	0.575	0.404
flatulence	winderigheid	0.210	0.632	0.343
flaunt	wapperen	0.438	0.611	0.525
flavor	geur	0.885	0.479	0.392
flaw	fout	0.319	0.491	0.175
flawed	gebrekkig	0.133	0.490	0.194
flawless	foutloos	0.729	0.420	0.741
flea	vlooi	0.286	0.353	0.218
fleabag	ou rommel	0.271	0.557	0.348
fled	gevlug	0.224	0.639	0.322
flee	vlug	0.292	0.796	0.232
fleece	fleece	0.561	0.250	0.381
fleet	vloot	0.547	0.430	0.623
fleeting	vlugtige	0.439	0.650	0.387
flesh	vlees	0.604	0.390	0.475
fleshy	vlesige	0.500	0.518	0.406
flex	flex	0.604	0.378	0.330
flexibility	buigsaamheid	0.867	0.402	0.472
flexible	buigsaam	0.719	0.460	0.465
flexin	flexin	0.552	0.559	0.366
flexion	fleksie	0.449	0.551	0.418
flick	fliek	0.688	0.541	0.515
flicker	flikker	0.635	0.321	0.333
flickering	flikkerende	0.490	0.444	0.289
flier	vlieg	0.541	0.490	0.652
flight	vlug	0.646	0.630	0.587
flighty	loskop	0.219	0.602	0.436
flimsy	swak	0.302	0.396	0.189
flinch	wankel	0.350	0.804	0.555
fling	fling	0.439	0.696	0.534
flint	flint	0.521	0.439	0.536
flip	flip	0.281	0.529	0.435
flip flop	plakkie	0.417	0.519	0.321
flipper	vin	0.677	0.420	0.415
flipping	daarby	0.553	0.551	0.345
flirt	flankeer	0.792	0.790	0.538
flirtation	flirtasie	0.653	0.719	0.482
flirting	flirt	0.590	0.773	0.491
flirty	flirty	0.714	0.721	0.491
float	float	0.688	0.394	0.344
floater	drijver	0.480	0.433	0.370
flock	kudde	0.500	0.546	0.543
flog	slaan	0.408	0.520	0.382
flood	vloed	0.208	0.778	0.608
floor	vloer	0.430	0.230	0.250
flooring	vloer	0.562	0.235	0.346
floozy	hoer	0.410	0.477	0.430
flop	flop	0.081	0.642	0.196
floppy	floppy	0.549	0.300	0.333
flora	flora	0.833	0.324	0.567
floral	blomme	0.833	0.235	0.264
florist	bloemiste	0.771	0.410	0.388
floss	vlos	0.500	0.280	0.278
flotation	flottasie	0.510	0.353	0.333
flounder	gespartel	0.711	0.333	0.345
flour	meel	0.530	0.235	0.239
flourish	floreer	0.939	0.573	0.601
flow	vloei	0.696	0.316	0.464
flower	blom	0.802	0.189	0.254
flowering	blom	0.906	0.627	0.500
flowers	blomme	0.875	0.324	0.330
flowery	blomme	0.792	0.332	0.446
flows	vloei	0.571	0.480	0.434
flu	griep	0.230	0.547	0.250
fluctuate	skommel	0.285	0.617	0.480
fluctuating	wisselende	0.292	0.591	0.395
fluctuation	skommeling	0.347	0.750	0.519
flue	flue	0.354	0.688	0.451
fluency	vlotheid	0.776	0.504	0.718
fluent	vlot	0.760	0.500	0.614
fluff	pluis	0.520	0.264	0.172
fluffy	donsig	0.781	0.431	0.356
fluid	vloeistof	0.673	0.407	0.589
fluidity	vloeibaarheid	0.729	0.510	0.576
fluke	gelukskoot	0.446	0.450	0.432
flunk	flunk	0.104	0.548	0.170
flunky	flunky	0.205	0.452	0.216
fluorescence	fluoressensie	0.667	0.490	0.500
fluorescent	fluoresserende	0.602	0.595	0.500
flurries	wind stoot	0.422	0.760	0.517
flurry	vlaag	0.302	0.760	0.559
flush	spoel	0.408	0.755	0.589
flustered	verbouereerd	0.316	0.903	0.283
flute	fluit	0.635	0.330	0.363
fluted	gegroefde	0.438	0.438	0.389
flutter	fladder	0.479	0.548	0.330
fluvial	fluviale	0.571	0.363	0.588
flux	vloed	0.473	0.472	0.451
fly	vlieg	0.760	0.775	0.676
flyboy	flyboy	0.541	0.647	0.573
flyer	flyer	0.480	0.300	0.362
flying	vlieg	0.877	0.606	0.696
flywheel	vliegwiel	0.667	0.480	0.442
foal	vul	0.542	0.578	0.482
foam	skuim	0.698	0.230	0.204
foaming	skuim	0.643	0.240	0.198
foamy	skuim	0.663	0.306	0.291
fob	vab	0.327	0.402	0.396
focal	brandpunt	0.367	0.365	0.482
focus	fokus	0.690	0.382	0.648
fodder	voer	0.316	0.358	0.430
foe	vyand	0.071	0.827	0.459
fog	mis	0.510	0.213	0.260
foggy	mistige	0.354	0.337	0.302
foil	foelie	0.312	0.204	0.342
foiled	gefnuik	0.235	0.470	0.144
fold	vou	0.385	0.412	0.330
folded	gevou	0.179	0.373	0.327
folder	gids	0.490	0.279	0.375
foliage	blare	0.620	0.373	0.237
folio	folio	0.513	0.265	0.435
folk	folk	0.663	0.433	0.432
folklore	folklore	0.755	0.585	0.449
follicle	follikel	0.406	0.331	0.436
follicular	follikulêre	0.401	0.305	0.391
follow	volg	0.667	0.509	0.600
follower	volgeling	0.646	0.488	0.461
folly	dwaasheid	0.184	0.833	0.363
fond	lief	0.885	0.602	0.518
fondle	aaien	0.823	0.485	0.355
fondling	fondling	0.794	0.564	0.500
fondness	voorliefde	0.885	0.391	0.503
fondue	fondue	0.656	0.363	0.350
font	font	0.615	0.336	0.576
food	kos	0.888	0.324	0.527
foodie	culinair evenement	0.781	0.465	0.484
fool	flous	0.160	0.560	0.148
fooled	geflous	0.051	0.692	0.241
foolhardy	doldriest	0.541	0.816	0.596
fooling	flous	0.167	0.755	0.384
foolish	dwaas	0.316	0.255	0.109
foolishness	dwaasheid	0.235	0.472	0.173
foolproof	onfeilbaar	0.479	0.484	0.500
foot	voet	0.490	0.290	0.254
foot stool	voetstoel	0.469	0.317	0.355
footage	footage	0.625	0.235	0.364
football	sokker	0.755	0.760	0.582
footbridge	voetbrug	0.582	0.375	0.440
foothold	vastrapplek	0.673	0.336	0.582
footing	voet	0.760	0.346	0.464
footlocker	Foot Locker	0.500	0.417	0.393
footloose	Footloose	0.549	0.595	0.447
footpath	voetpad	0.677	0.321	0.473
footprint	voetspoor	0.592	0.292	0.336
footwear	skoene	0.643	0.337	0.275
footwork	voetwerk	0.448	0.540	0.352
fop	FOP	0.281	0.561	0.328
forage	voer	0.583	0.389	0.370
foray	inval	0.418	0.618	0.676
forbearance	verdraagsaamheid	0.520	0.471	0.549
forbid	verbied	0.115	0.686	0.598
forbidding	verbied	0.198	0.781	0.500
force	krag	0.612	0.750	0.905
forced	gedwing	0.180	0.721	0.458
forceful	kragdadige	0.533	0.673	0.898
forceps	tang	0.354	0.615	0.436
forces	magte	0.551	0.686	0.886
forcibly	geweld	0.365	0.704	0.647
ford	Ford	0.521	0.340	0.382
fore	vore	0.667	0.417	0.654
forearm	voorarm	0.469	0.304	0.509
foreboding	onheilspellend	0.439	0.706	0.636
forecast	voorspelling	0.783	0.419	0.698
forecaster	weervoorspeller	0.635	0.611	0.846
foreclose	afsluiting	0.220	0.582	0.560
foreclosure	negatief	0.167	0.651	0.500
forefathers	voorvaders	0.690	0.412	0.627
forefinger	wysvinger	0.510	0.254	0.370
forefront	voorpunt	0.573	0.559	0.811
forego	voorafgaan	0.396	0.661	0.291
foregoing	voorafgaande	0.420	0.346	0.324
foregone	uitgemaakte	0.271	0.567	0.235
foreground	voorgrond	0.708	0.491	0.590
forehead	voorkop	0.470	0.308	0.556
foreign	buitelandse	0.573	0.681	0.385
foreigner	buitelander	0.500	0.519	0.480
foreman	voorman	0.458	0.612	0.750
foremost	voorste	0.735	0.593	0.907
forensic	forensiese	0.439	0.627	0.436
forensics	forensiese	0.235	0.545	0.679
foreplay	spel	0.724	0.627	0.474
forerunner	voorloper	0.694	0.540	0.843
foresee	voorsien	0.583	0.452	0.522
foreseen	vooruitgesiene	0.566	0.361	0.562
foresight	versiendheid	0.680	0.482	0.640
forest	bos	0.729	0.270	0.435
forestall	voorkom	0.540	0.550	0.606
forethought	voorsorg	0.765	0.491	0.580
foreveralone	vir altyd alleen	0.296	0.375	0.343
forevermore	alle ewigheid	0.843	0.425	0.614
forewarned	gewaarsku	0.480	0.618	0.606
foreword	voorwoord	0.590	0.314	0.551
forfeit	verbeur	0.083	0.635	0.245
forfeited	verbeur	0.156	0.650	0.352
forfeiture	verbeuring	0.184	0.588	0.368
forge	bewerk	0.520	0.424	0.686
forger	vervalser	0.156	0.673	0.518
forgery	vervalsing	0.235	0.654	0.481
forget	vergeet	0.312	0.382	0.209
forgetful	Vergeet	0.240	0.343	0.264
forgetfulness	vergeetagtigheid	0.271	0.385	0.302
forgive	vergewe	0.781	0.408	0.562
forgiven	vergewe	0.750	0.302	0.510
forgiveness	vergifnis	0.667	0.430	0.471
forgiving	vergewe	0.885	0.317	0.556
forgotten	vergeet	0.235	0.280	0.184
fork	vurk	0.406	0.300	0.529
forked	gevurkte	0.333	0.585	0.365
forking	vurk	0.327	0.596	0.490
forklift	vurkhyser	0.480	0.537	0.526
forlorn	hopeloos	0.316	0.571	0.217
form	vorm	0.510	0.302	0.436
formal	formele	0.735	0.250	0.625
formaldehyde	formaldehied	0.296	0.415	0.443
formalism	formalisme	0.838	0.289	0.689
formality	formaliteit	0.594	0.353	0.750
format	formaat	0.562	0.308	0.438
formation	vorming	0.615	0.453	0.731
formative	formatiewe	0.688	0.442	0.800
formed	gevorm	0.656	0.272	0.696
formidable	formidabele	0.708	0.709	0.857
forming	vorming	0.729	0.343	0.800
formless	woes	0.398	0.201	0.163
formula	formule	0.521	0.450	0.585
formulary	formularium	0.531	0.470	0.500
formulate	formuleer	0.851	0.456	0.673
fornicate	egbreek	0.396	0.933	0.565
fornication	hoerery	0.365	0.951	0.457
forsake	verlaat	0.102	0.567	0.223
forsaken	verlate	0.050	0.490	0.192
forsooth	voor waar	0.490	0.450	0.406
fort	fort	0.780	0.673	0.860
forte	NO TRANSLATION	0.829	0.737	0.800
forthcoming	komende	0.660	0.509	0.600
forthright	reguit	0.663	0.411	0.546
forthwith	onverwyld	0.688	0.606	0.650
fortification	fort	0.652	0.769	0.817
fortify	versterk	0.745	0.824	0.911
fortitude	moed	0.823	0.608	0.897
fortnight	twee weke	0.770	0.650	0.397
fortnightly	tweeweeklikse	0.592	0.337	0.398
fortress	vesting	0.816	0.500	0.933
fortuitous	toevallig	0.625	0.469	0.546
fortunate	gelukkig	0.927	0.639	0.836
fortune	fortuin	0.926	0.731	0.873
fortunes	lotgevalle	0.824	0.706	0.789
forty	veertig	0.458	0.367	0.482
forum	forum	0.556	0.490	0.632
forward	vorentoe	0.873	0.412	0.750
forwarding	stuur	0.583	0.537	0.510
fossil	fossiel	0.480	0.292	0.380
fossils	fossiele	0.520	0.314	0.422
foul	vuil	0.224	0.460	0.355
found	gevind	0.833	0.446	0.490
foundation	fondament	0.771	0.385	0.730
founder	stigter	0.760	0.465	0.891
founding	stigting	0.698	0.404	0.898
foundry	gietery	0.531	0.491	0.594
fountain	fontein	0.704	0.292	0.559
four	vier	0.552	0.280	0.383
fourfold	viervoudige	0.530	0.408	0.510
foursome	viertal	0.615	0.497	0.518
fourteen	veertien	0.552	0.279	0.308
fourth	vierde	0.559	0.280	0.398
fowl	voëls	0.510	0.388	0.364
fox	jakkals	0.323	0.555	0.491
foxhole	Foxhole	0.312	0.539	0.389
foxtrot	Foxtrot	0.562	0.520	0.505
foxy	Foxy	0.552	0.642	0.679
foyer	foyer	0.552	0.370	0.443
fraction	breuk	0.417	0.330	0.400
fractional	fraksionele	0.306	0.360	0.509
fracture	verbreking	0.135	0.740	0.375
fragile	broos	0.302	0.163	0.126
fragility	broosheid	0.316	0.306	0.200
fragment	fragment	0.211	0.316	0.429
fragmentary	fragmentariese	0.438	0.520	0.464
fragrance	geur	0.847	0.357	0.667
fragrant	geurige	0.615	0.598	0.613
frail	verswakte	0.255	0.333	0.069
frailty	swakheid	0.385	0.400	0.218
frame	raam	0.469	0.333	0.420
framework	raamwerk	0.459	0.330	0.360
franc	franc	0.710	0.451	0.640
franchise	franchise	0.663	0.400	0.560
frank	Frank	0.625	0.358	0.604
frankenstorm	NO TRANSLATION	0.357	0.726	0.546
frankness	vrymoedigheid	0.571	0.612	0.745
frantic	woes	0.210	0.890	0.627
frantically	woes	0.375	0.898	0.735
frat	Frat	0.714	0.371	0.726
fraternal	broederliefde	0.844	0.336	0.536
fraternity	broederskap	0.892	0.536	0.679
fraud	bedrog	0.111	0.688	0.407
fraudulent	bedrieglike	0.150	0.774	0.417
fraught	belaai	0.266	0.662	0.596
fray	geveg	0.337	0.542	0.482
frayed	uitgerafelde	0.312	0.363	0.307
frazzled	frazzled	0.344	0.415	0.339
freak	frats	0.052	0.839	0.464
freaked	bezaaiend	0.135	0.917	0.340
freakedout	NO TRANSLATION	0.323	0.688	0.365
freakingout	NO TRANSLATION	0.219	0.769	0.339
freakish	grillig	0.135	0.915	0.566
freakout	beheer verloor	0.250	0.696	0.397
freaky	vreemd	0.190	0.615	0.384
freckle	sproet	0.542	0.396	0.254
free	vry	0.896	0.500	0.544
freebie	freebie	0.796	0.596	0.500
freedom	vryheid	0.969	0.544	0.905
freehold	eiendomsreg	0.635	0.630	0.882
freelance	vryskut	0.833	0.577	0.736
freelancer	freelancer	0.614	0.564	0.553
freely	vrylik	0.875	0.456	0.716
freeman	Freeman	0.823	0.454	0.618
freestyle	vryslag	0.765	0.652	0.520
freeway	deurpad	0.531	0.644	0.648
freeze	vries	0.191	0.406	0.481
freezer	vrieskas	0.396	0.406	0.407
freezing	Vries	0.327	0.367	0.471
freight	vrag	0.411	0.528	0.490
freighter	vragskip	0.406	0.445	0.580
french horn	Franse horing	0.573	0.471	0.407
frenetic	dolle	0.429	0.930	0.616
frenzied	oordrewe	0.365	0.951	0.655
frenzy	waansin	0.610	0.965	0.682
frequency	frekwensie	0.561	0.557	0.537
frequent	gereelde	0.594	0.481	0.525
frequently	gereeld	0.596	0.423	0.634
fresco	fresco	0.827	0.280	0.320
fresh	vars	0.908	0.292	0.419
freshair	NO TRANSLATION	0.688	0.377	0.509
freshen	verfrissend	0.806	0.363	0.566
freshener	freshener	0.704	0.380	0.473
freshman	eerstejaars	0.677	0.570	0.441
freshness	varsheid	0.917	0.333	0.585
freshstart	nuwe begin	0.765	0.580	0.500
freshwater	varswater	0.854	0.284	0.393
fret	kabbeling	0.289	0.460	0.231
fretful	knorrig	0.409	0.689	0.364
friar	monnik	0.510	0.260	0.531
fricking	fricking	0.333	0.642	0.357
friction	wrywing	0.271	0.778	0.534
friday	Vrydag	0.624	0.411	0.341
fridge	yskas	0.571	0.292	0.402
fried	gebraaide	0.479	0.482	0.336
friend	vriend	0.906	0.413	0.573
friendless	sonder vriende	0.102	0.360	0.204
friendliness	vriendelikheid	0.981	0.270	0.611
friendly	vriendelike	0.917	0.398	0.598
friends	vriende	0.929	0.510	0.625
friendship	vriendskap	0.958	0.343	0.694
frigate	fregat	0.490	0.510	0.560
friggen	NO TRANSLATION	0.390	0.550	0.442
fright	geskrik	0.177	0.816	0.191
frighten	skrik	0.255	0.843	0.500
frightened	bang	0.153	0.817	0.255
frightening	skrikwekkende	0.122	0.969	0.625
frightful	vreeslike	0.125	0.755	0.455
frigid	ysige	0.219	0.481	0.395
fringe	byvoordele	0.520	0.387	0.323
fringed	fraiings	0.458	0.370	0.348
frisbee	frisbee	0.706	0.543	0.364
frisk	NO TRANSLATION	0.490	0.547	0.377
frisky	dartel	0.700	0.632	0.525
frivolous	ligsinnig	0.271	0.565	0.377
frock	rok	0.632	0.327	0.381
frog	padda	0.439	0.311	0.150
froggy	Froggy	0.500	0.560	0.425
frolic	dartel	0.781	0.864	0.538
front	front	0.677	0.350	0.623
frontage	front	0.510	0.356	0.277
frontal	frontale	0.459	0.434	0.526
frontier	grens	0.438	0.550	0.650
fronting	fronte	0.500	0.480	0.509
frontispiece	frontispice	0.438	0.453	0.491
frost	ryp	0.449	0.455	0.385
frostbite	bevroren	0.203	0.380	0.566
frosted	kalk	0.748	0.471	0.218
frosting	versiersel	0.823	0.480	0.424
frosty	ysige	0.427	0.480	0.381
froth	skuim	0.612	0.287	0.194
frothy	skuimerige	0.774	0.398	0.356
frown	frons	0.214	0.602	0.433
frowning	frons	0.194	0.582	0.500
frozen	bevrore	0.344	0.346	0.375
frugal	sober	0.480	0.355	0.355
fruit	vrugte	0.896	0.291	0.312
fruit punch	Vrugtesap	0.837	0.363	0.368
fruitcake	vrugtekoek	0.865	0.440	0.357
fruitful	vrugbaar	0.730	0.618	0.637
fruition	stand te bring	0.776	0.567	0.664
fruitless	vrugtelose	0.260	0.580	0.311
fruits	vrugte	0.865	0.357	0.259
fruity	vrugtige	0.683	0.414	0.330
frustrate	frustreer	0.100	0.809	0.243
frustrated	gefrustreerd	0.080	0.651	0.255
frustrates	frustreer	0.146	0.653	0.340
frustrating	frustrerende	0.042	0.696	0.264
frustration	frustrasie	0.060	0.730	0.280
fry	braai	0.520	0.610	0.324
fryer	Fryer	0.573	0.459	0.431
fuchsia	fuchsia	0.633	0.275	0.264
fuck	fok	0.198	0.930	0.446
fuckedoff	fuckedoff	0.122	0.696	0.316
fucker	fokker	0.094	0.788	0.357
fucking	fucking	0.229	0.812	0.390
fuckoff	Fokof	0.190	0.700	0.457
fucksake	fucksake	0.240	0.702	0.466
fucktard	fucktard	0.214	0.643	0.364
fuckyeah	fuckyeah	0.490	0.811	0.528
fudge	fudge	0.853	0.418	0.407
fuel	brandstof	0.445	0.528	0.644
fugitive	voortvlugtige	0.104	0.922	0.388
fulcrum	draaipunt	0.410	0.320	0.445
fulfill	vervul	0.784	0.461	0.577
fulfilled	vervul	0.896	0.480	0.676
fulfilling	vervulling	0.823	0.417	0.755
fulfillment	vervulling	0.833	0.528	0.683
full	volle	0.602	0.255	0.704
fullback	heelagter	0.500	0.594	0.519
fullness	volheid	0.868	0.402	0.811
fully	ten volle	0.763	0.450	0.779
fulsome	oordrewe	0.510	0.509	0.560
fumble	bevoelen	0.360	0.551	0.412
fume	rook	0.300	0.454	0.372
fumigation	beroking	0.327	0.627	0.604
fumin	NO TRANSLATION	0.354	0.420	0.443
fuming	woedend	0.240	0.660	0.481
fun	pret	0.918	0.843	0.667
function	funksie	0.694	0.296	0.618
functional	funksionele	0.750	0.500	0.720
fund	fonds	0.521	0.360	0.426
fundamental	fundamentele	0.708	0.422	0.903
fundamentalist	fundamentalistiese	0.490	0.430	0.759
fundamentally	fundamenteel	0.653	0.441	0.759
funday	pretdag	0.743	0.549	0.525
funding	befondsing	0.729	0.480	0.827
fundraiser	fondsinsameling	0.610	0.577	0.667
fundraising	fondsinsameling	0.760	0.620	0.544
funds	fondse	0.633	0.330	0.461
funeral	begrafnis	0.073	0.380	0.393
fungus	swam	0.388	0.337	0.173
funk	funk	0.466	0.589	0.390
funky	funky	0.531	0.755	0.389
funnel	tregter	0.354	0.274	0.336
funny	snaaks	0.918	0.610	0.566
fur	pels	0.583	0.392	0.315
furious	woedend	0.062	0.953	0.598
furiously	verwoed	0.062	0.925	0.657
furlong	Furlong	0.418	0.446	0.431
furlough	verlof	0.531	0.432	0.772
furnace	oond	0.429	0.529	0.500
furnish	verstrek	0.755	0.487	0.490
furnishings	meubels	0.592	0.177	0.346
furniture	meubels	0.688	0.260	0.264
furor	furore	0.500	0.863	0.636
furrow	sloot	0.408	0.420	0.345
furry	harige	0.428	0.400	0.333
furtherance	bevordering	0.698	0.441	0.727
fury	woede	0.062	0.875	0.676
fuse	lont	0.373	0.565	0.574
fuselage	romp	0.312	0.558	0.529
