Word	Frisian-fy	Valence	Arousal	Dominance
dustpan	dustpan	0.609	0.466	0.371
dusty	stoffich	0.406	0.294	0.255
dutiful	dutiful	0.724	0.245	0.585
duty	plicht	0.583	0.579	0.651
dwarf	dwerch	0.370	0.340	0.288
dwarfed	dwarfed	0.365	0.265	0.293
dweeb	dweeb	0.354	0.446	0.327
dwell	wenje	0.698	0.245	0.611
dweller	dweller	0.615	0.304	0.500
dwelling	wenjen	0.765	0.330	0.481
dye	dye	0.479	0.314	0.371
dying	stjerre	0.040	0.664	0.422
dyke	dyke	0.438	0.396	0.566
dynamic	dynamysk	0.724	0.750	0.836
dynamical	dynamysk	0.786	0.730	0.827
dynamics	dynamyk	0.745	0.682	0.774
dynamite	dynamite	0.344	0.860	0.783
dynamo	dynamo	0.531	0.650	0.593
dynasty	dynasty	0.725	0.588	0.936
dysentery	dysentery	0.260	0.528	0.345
dysfunction	dysfunksje	0.156	0.410	0.386
dysfunctional	dysfunksjonele	0.125	0.558	0.307
dyspepsia	dyspepsia	0.212	0.470	0.460
eager	eager	0.521	0.812	0.306
eagerness	eager	0.406	0.621	0.443
eagle	earn	0.604	0.594	0.679
ear	ear	0.469	0.216	0.231
earful	earlik	0.533	0.462	0.443
earl	earl	0.582	0.461	0.794
earlier	earder	0.562	0.352	0.339
early	betiid	0.633	0.373	0.426
earn	fertsjinje	0.865	0.769	0.817
earnest	earmste	0.653	0.380	0.670
earnestly	earnstich	0.847	0.490	0.717
earnestness	earnstens	0.812	0.373	0.615
earnings	earnings	0.938	0.650	0.875
earpiece	earpiece	0.583	0.286	0.452
earring	earring	0.583	0.520	0.500
earrings	earrings	0.676	0.346	0.517
earshot	earshot	0.552	0.332	0.408
earth	ierde	0.750	0.225	0.614
earthenware	earthenware	0.552	0.210	0.320
earthling	earthling	0.531	0.412	0.570
earthly	ierdske	0.625	0.318	0.518
earthquake	ierdskodding	0.073	0.930	0.812
earthy	earthy	0.375	0.413	0.404
ease	gemak	0.796	0.385	0.491
easel	easel	0.694	0.340	0.527
easement	easman	0.479	0.345	0.302
easily	maklik	0.885	0.279	0.453
east	east	0.510	0.250	0.317
eastbound	eastbound	0.541	0.408	0.402
eastern	eastlik	0.521	0.420	0.480
easy	maklik	0.865	0.194	0.373
easygoing	giet maklik	0.823	0.276	0.538
eat	ite	0.731	0.500	0.464
eater	eater	0.459	0.337	0.510
eating	frette	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	eavesdrop	0.375	0.710	0.368
eavesdropping	eavesdropping	0.490	0.380	0.441
ebb	ebb	0.354	0.451	0.404
ebony	ebony	0.490	0.317	0.400
ebullient	ebullient	0.659	0.856	0.746
eccentric	eccentric	0.531	0.806	0.721
eccentricity	eccentricity	0.408	0.735	0.745
ecclesiastical	tsjerklik	0.673	0.270	0.660
echelon	echelon	0.490	0.404	0.425
echinacea	echinacea	0.592	0.418	0.454
echo	echo	0.573	0.373	0.345
eclectic	eklektysk	0.646	0.542	0.508
eclipse	eklips	0.541	0.469	0.616
ecliptic	ekliptysk	0.531	0.520	0.556
ecological	ekologysk	0.885	0.290	0.607
economic	ekonomysk	0.561	0.408	0.639
economical	ekonomysk	0.667	0.564	0.673
economics	ekonomy	0.625	0.481	0.632
economy	ekonomy	0.583	0.434	0.771
ecosystem	ekosysteem	0.729	0.259	0.633
ecstasy	ekstasy	0.796	0.922	0.655
ecstatic	ekstatyske	0.875	0.769	0.742
ecumenical	ecumenisch	0.561	0.450	0.547
eddy	eddy	0.500	0.394	0.350
edema	Oedema	0.250	0.519	0.318
edge	râne	0.439	0.470	0.468
edging	ôfnimme	0.479	0.394	0.370
edgy	edgy	0.281	0.895	0.306
edible	earm	0.750	0.425	0.497
edict	edict	0.316	0.547	0.560
edification	edification	0.625	0.481	0.697
edifice	edifice	0.551	0.403	0.610
edit	bewurkje	0.510	0.410	0.544
editing	bewurkje seksje edit source	0.604	0.404	0.493
edition	edysje	0.542	0.455	0.564
editor	redakteur	0.772	0.431	0.673
editorial	redaksje	0.583	0.330	0.570
educate	educate	0.760	0.380	0.728
educated	edulearre	0.816	0.297	0.625
education	oplieding	0.896	0.275	0.840
educational	edukatyf	0.745	0.457	0.764
educator	educator	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	eek	0.292	0.529	0.343
eel	iel	0.292	0.564	0.487
eerie	eerie	0.265	0.771	0.442
effect	effekt	0.570	0.518	0.608
effective	effektyf	0.844	0.632	0.891
effectiveness	effektiviteit	0.640	0.654	0.812
effects	effekten	0.470	0.578	0.379
effectual	effektiv	0.776	0.559	0.820
effectually	effektyf	0.724	0.500	0.594
effectuate	effektive	0.510	0.602	0.679
effeminate	effeminate	0.337	0.619	0.291
efficacious	efficacious	0.823	0.698	0.845
efficacy	efficacy	0.802	0.490	0.906
efficiency	effisjinsje	0.802	0.509	0.892
efficient	effisjint	0.959	0.604	0.830
effigy	effigy	0.510	0.440	0.401
effort	ynspanning	0.698	0.778	0.858
effortless	mjitte	0.626	0.090	0.352
effusion	effusion	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	aai	0.684	0.241	0.293
egghead	egghead	0.316	0.492	0.284
eggnog	eggnog	0.635	0.360	0.259
eggplant	eggplant	0.592	0.152	0.323
eggshell	eggshell	0.408	0.269	0.212
ego	ego	0.328	0.576	0.593
egomaniac	egomaniac	0.133	0.708	0.596
egotistical	egoïstysk	0.156	0.667	0.363
egregious	egregious	0.150	0.716	0.442
egress	eartiids	0.490	0.429	0.287
eight	acht	0.540	0.199	0.315
eighteen	achttjin	0.523	0.340	0.404
eighth	achtste	0.531	0.226	0.380
eighty	tachtich	0.500	0.300	0.453
ejaculate	ejaculate	0.604	0.896	0.604
ejaculation	ejakulation	0.615	0.893	0.547
eject	útjeare	0.434	0.656	0.559
ejection	útjeft	0.188	0.836	0.554
elaborate	omstannich	0.561	0.367	0.680
elaboration	elaboraasje	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	litte	0.514	0.440	0.455
elapsed	ferlern gien	0.583	0.451	0.493
elastic	elastysk	0.656	0.518	0.385
elasticity	elastisite	0.635	0.452	0.582
elated	elated	0.792	0.960	0.725
elation	elation	0.740	0.853	0.623
elbow	earmtakke	0.448	0.133	0.254
eld	eld	0.471	0.292	0.451
elder	âldste	0.448	0.153	0.462
elderly	âlder	0.615	0.212	0.283
elders	âlden	0.602	0.260	0.441
eldest	âldste	0.625	0.471	0.741
elect	keazen	0.667	0.554	0.661
election	ferkiezing	0.625	0.519	0.651
elective	Wetter - Agrarwetter	0.612	0.380	0.623
elector	Elector	0.479	0.520	0.766
electoral	elektrysk	0.490	0.631	0.602
electorate	elektroanysk	0.560	0.380	0.696
electric	elektrysk	0.458	0.708	0.512
electric slide	elektryske slide	0.542	0.660	0.536
electrical	elektrysk	0.531	0.620	0.688
electrician	elektrysk	0.449	0.590	0.620
electricity	elektrisiteit	0.698	0.810	0.733
electrify	elektrisearje	0.520	0.769	0.737
electrocute	electrocute	0.271	0.731	0.555
electrocution	electrocution	0.177	0.844	0.692
electromagnetic	elektromagnetysk	0.531	0.632	0.683
electron	electron	0.520	0.455	0.560
electronic	elektroanysk	0.571	0.490	0.704
electronics	elektroanysk	0.708	0.545	0.574
elegance	elegânsje	0.918	0.396	0.824
elegant	elegant	0.865	0.500	0.685
element	elemint	0.531	0.259	0.481
elemental	elemental	0.627	0.306	0.711
elementary	elementêr	0.594	0.286	0.686
elements	eleminten	0.510	0.312	0.462
elephant	oaljefant	0.531	0.510	0.615
elevate	ferheegje	0.812	0.500	0.804
elevated	ferheven	0.704	0.594	0.620
elevation	ferheging	0.760	0.759	0.711
elevator	lift	0.562	0.604	0.676
eleven	alve	0.449	0.250	0.430
eleventh	alfde	0.594	0.329	0.357
elf	elf	0.460	0.457	0.315
elicit	útlizze	0.406	0.594	0.658
eligible	fermelde	0.750	0.400	0.518
eliminate	ferwiderje	0.265	0.670	0.324
elimination	eliminaasje	0.052	0.667	0.431
elite	elite	0.688	0.704	0.737
elitist	elitist	0.500	0.606	0.656
elixir	elixir	0.708	0.587	0.604
elk	elk	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	ellipse	0.531	0.410	0.479
ellipsis	ellipsis	0.653	0.358	0.314
ellipsoid	ellipsoid	0.500	0.440	0.419
elliptic	elliptysk	0.500	0.431	0.528
elliptical	elliptysk	0.338	0.385	0.490
elm	elm	0.510	0.345	0.321
elongate	lengte	0.583	0.385	0.540
elongation	elongaasje	0.561	0.500	0.500
elope	elope	0.396	0.694	0.528
eloquence	eloquence	0.729	0.490	0.804
eloquent	eloquent	0.870	0.680	0.741
elucidate	elucidate	0.583	0.509	0.518
elucidation	elucidaasje	0.650	0.574	0.586
elude	elude	0.438	0.521	0.464
elusive	elusive	0.229	0.615	0.466
emaciated	ferhúzje	0.103	0.541	0.151
email	email	0.698	0.230	0.456
emanate	emanate	0.653	0.464	0.554
emancipation	emancipaasje	0.704	0.684	0.763
embankment	dûnsjen	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	begjin	0.541	0.550	0.619
embarrass	fergriem	0.082	0.667	0.364
embarrassed	fergriemd	0.184	0.560	0.246
embarrassing	fergriemd	0.226	0.809	0.225
embarrassment	fergriem	0.143	0.685	0.226
embassy	ambassade	0.622	0.333	0.758
embattled	oanklaaid	0.235	0.724	0.421
embed	embed	0.417	0.554	0.670
embellish	skilderje	0.842	0.500	0.769
embellishment	fersiering	0.673	0.449	0.405
embers	earm	0.490	0.481	0.508
embezzlement	ferbean	0.143	0.827	0.435
embezzler	embezzler	0.146	0.823	0.491
emblem	embleem	0.640	0.330	0.754
emblematic	emblematysk	0.771	0.459	0.798
embodiment	oplieding	0.562	0.690	0.663
embolism	embolisme	0.104	0.660	0.302
embossed	geprobeerd	0.531	0.481	0.500
embrace	omearmje	0.949	0.490	0.452
embroidered	bestimd	0.677	0.279	0.407
embroidery	stôk	0.781	0.358	0.280
embroiled	groeven	0.337	0.721	0.420
embryo	embryo	0.673	0.469	0.453
embryonic	embryonysk	0.573	0.453	0.598
emcee	emcee	0.694	0.577	0.691
emerald	Smaragd	0.740	0.363	0.726
emerge	ferskine	0.602	0.594	0.731
emergence	ûntstean	0.276	0.857	0.676
emergency	emergency	0.200	0.900	0.571
emeritus	emeritus	0.633	0.402	0.735
emery	Wetter - Agrarwetter	0.469	0.583	0.472
emetophobia	emetofoby	0.243	0.620	0.403
emigrate	emigrearje	0.356	0.812	0.508
emigration	emigraasje	0.564	0.664	0.432
eminence	eminens	0.816	0.644	0.837
eminent	geweldich	0.740	0.620	0.830
eminently	earm	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	emissary	0.562	0.462	0.636
emission	emisje	0.510	0.453	0.591
emit	emit	0.638	0.445	0.510
emo	emo	0.354	0.314	0.226
emotion	emoasje	0.693	0.873	0.696
emotional	emosjoneel	0.779	0.714	0.526
emotive	emoasje	0.917	0.741	0.525
empathic	empathysk	0.760	0.570	0.558
empathize	empathize	0.802	0.591	0.660
empathy	empaty	0.729	0.349	0.545
emperor	keizer	0.651	0.704	0.962
emphasis	klam	0.653	0.745	0.816
emphasize	ûnderstreekje	0.510	0.605	0.769
emphatic	emphatysk	0.615	0.707	0.732
emphysema	emphysema	0.156	0.556	0.336
empire	empire	0.688	0.730	0.944
empirical	empirysk	0.500	0.510	0.574
empiricism	empirysisme	0.583	0.460	0.547
employ	wurkjen	0.729	0.481	0.702
employee	meiwurker	0.582	0.361	0.481
employer	wurkjouwer	0.663	0.518	0.767
employment	wurkgelegenheid	0.750	0.594	0.611
emporium	emporium	0.622	0.556	0.724
empower	empower	0.694	0.779	0.891
empress	empress	0.716	0.669	0.855
emptiness	leech	0.177	0.173	0.184
emption	ûntfangst	0.570	0.406	0.458
empty	leech	0.188	0.183	0.081
emu	emu	0.420	0.358	0.330
emulate	emulearje	0.438	0.340	0.549
emulsion	emulsion	0.562	0.431	0.453
enable	aktivearje	0.760	0.491	0.782
enablement	tafoegje	0.600	0.451	0.750
enact	oanpakke	0.680	0.564	0.598
enactment	ynstakking	0.667	0.612	0.769
enamel	eamelje	0.594	0.280	0.306
encampment	kamping	0.677	0.573	0.605
enchant	enchant	0.873	0.650	0.643
enchanted	fertsjinwurdige	0.917	0.633	0.687
enchanting	fertsjinnend	0.917	0.681	0.708
enchantment	ferjouwing	0.816	0.775	0.647
enchantress	enchantress	0.398	0.663	0.479
enchilada	enchilada	0.542	0.553	0.371
encircle	omkreare	0.460	0.500	0.519
encircling	omkeard	0.510	0.368	0.557
enclave	enklave	0.531	0.333	0.580
enclose	beslute	0.531	0.477	0.473
enclosure	ôfsetting	0.417	0.375	0.490
encode	kodearje	0.490	0.500	0.734
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	encomium	0.541	0.451	0.519
encompass	omkriten	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	treffen	0.865	0.702	0.689
encourage	oanmoedigje	0.896	0.580	0.704
encouraged	stimulearre	0.953	0.702	0.657
encouragement	stimulearje	0.865	0.700	0.759
encouraging	stimulearje	0.823	0.583	0.755
encroach	yndrukke	0.302	0.742	0.702
encroachment	yndrukke	0.255	0.736	0.620
encrypt	kodearje	0.500	0.387	0.500
encryption	fersifering	0.547	0.415	0.474
encumbrance	ferkeap	0.300	0.521	0.480
encyclopedia	ensyklopedy	0.679	0.320	0.645
end	ein	0.198	0.349	0.298
end table	eintafel	0.541	0.480	0.482
endanger	bedrige	0.115	0.885	0.404
endangered	bedrige	0.083	0.885	0.430
endangerment	endangerment	0.167	0.873	0.519
endearing	eare	0.663	0.434	0.604
endeavor	ynspanning	0.677	0.755	0.765
ended	ôfsluten	0.302	0.500	0.500
endemic	endemysk	0.406	0.480	0.483
endgame	einspul	0.449	0.538	0.526
ending	einigje	0.344	0.365	0.492
endless	einleas	0.347	0.462	0.472
endocarditis	endokarditis	0.235	0.587	0.412
endorse	goedkarre	0.592	0.392	0.472
endorsement	fertsjinwurdiging	0.834	0.360	0.611
endow	eare	0.684	0.398	0.609
endowed	eare	0.755	0.510	0.769
endowment	fertsjinwurdiging	0.685	0.578	0.647
endpapers	endpunten	0.542	0.400	0.339
endpoint	einpunt	0.311	0.410	0.448
endurance	endurance	0.592	0.745	0.760
endure	ferjitte	0.320	0.610	0.574
enduring	hâldend	0.633	0.459	0.768
enema	enema	0.281	0.673	0.268
enemy	fijân	0.135	0.794	0.591
energetic	energetysk	0.847	0.868	0.902
energize	enerzjy	0.792	0.810	0.875
energy	enerzjy	0.944	0.725	0.868
enforce	oansette	0.583	0.644	0.836
enforcement	hanthavening	0.594	0.571	0.736
enforcer	enforcer	0.398	0.612	0.639
engage	besykje	0.771	0.796	0.713
engaged	yn 'e mande	0.837	0.596	0.849
engagement	ferloving	0.906	0.587	0.807
engaging	yngrepen	0.948	0.612	0.862
engender	engender	0.561	0.741	0.688
engine	motor	0.615	0.644	0.676
engineer	yngenieur	0.719	0.500	0.875
engineering	yngenieur	0.735	0.471	0.836
engrave	grave	0.486	0.442	0.517
engraved	grave	0.542	0.375	0.473
engraver	graveur	0.552	0.417	0.500
engraving	grave	0.604	0.430	0.442
engrossed	fergrutte	0.541	0.471	0.304
engrossing	fergrutsje	0.698	0.702	0.750
engulf	engulf	0.398	0.573	0.500
enhance	ferheegje	0.802	0.578	0.814
enhancement	ferbetterjen	0.877	0.490	0.741
enigma	enigma	0.513	0.700	0.500
enigmatic	enigmatysk	0.469	0.589	0.679
enjoin	enjoin	0.594	0.454	0.732
enjoy	genietsje	0.959	0.725	0.750
enjoyable	genietsje	1.000	0.481	0.605
enjoying	genietsje	0.908	0.759	0.759
enjoyment	genietsje	0.930	0.612	0.716
enlarge	fergrutsje	0.735	0.606	0.688
enlarged	fergrutte	0.673	0.490	0.518
enlargement	fergrutting	0.677	0.577	0.616
enlighten	ferljochtsje	0.729	0.549	0.667
enlightened	ferljochte	0.956	0.566	0.700
enlightening	opljochtsjen	0.825	0.729	0.727
enlightenment	ferljochting	0.837	0.549	0.619
enlist	besykje	0.510	0.370	0.483
enliven	ferlient	0.833	0.683	0.702
enmity	fijân	0.094	0.706	0.382
ennui	ennui	0.406	0.461	0.316
enormity	geweldig	0.594	0.648	0.848
enormous	enoarm	0.677	0.665	0.886
enormously	geweldig	0.760	0.694	0.872
enraged	fûleindich	0.083	0.962	0.636
enrich	berekkenje	0.896	0.731	0.705
enroll	ynskriuwe	0.696	0.530	0.611
enrollment	ynskriuwing	0.667	0.391	0.698
ensemble	ensemble	0.697	0.418	0.586
ensign	ensign	0.663	0.270	0.545
enslave	slachtoffers	0.073	0.800	0.481
enslaved	enslavde	0.104	0.720	0.321
enslavement	slavernij	0.086	0.635	0.302
ensue	ensue	0.698	0.363	0.332
ensure	soargje	0.737	0.406	0.759
entail	oantsjutte	0.484	0.630	0.645
entangled	ferbean	0.319	0.578	0.357
entanglement	ferbean	0.302	0.765	0.248
enter	yngean	0.708	0.470	0.500
enterprise	bedriuw	0.760	0.392	0.754
enterprising	ûndernimmend	0.865	0.784	0.875
entertain	besykje	0.918	0.684	0.598
entertained	fertsjinje	0.902	0.644	0.712
entertainer	amusant	0.888	0.709	0.759
entertaining	entertaining	0.833	0.658	0.660
entertainment	ferdivedaasje	0.847	0.750	0.569
enthralled	ferrassearre	0.745	0.602	0.615
enthusiasm	entûsjasme	0.938	0.816	0.798
enthusiast	entûsjast	0.867	0.810	0.875
enthusiastic	entûsjast	0.885	0.868	0.848
entice	ferwite	0.521	0.887	0.518
entire	hielendal	0.689	0.462	0.698
entirety	hielendal	0.854	0.460	0.804
entitle	rjochtfeardich	0.729	0.333	0.827
entity	entity	0.542	0.402	0.670
entomology	entomology	0.438	0.396	0.545
entourage	oansluting	0.491	0.567	0.467
entrails	entrails	0.365	0.538	0.387
entrance	yngong	0.698	0.393	0.526
entrapment	entrapment	0.177	0.604	0.441
entreat	freegje	0.304	0.560	0.462
entree	entree	0.615	0.477	0.624
entrepreneur	ûndernimmer	0.885	0.704	0.920
entrust	fertsjinje	0.693	0.310	0.630
entry	yngong	0.552	0.353	0.602
enumerate	opnimme	0.521	0.390	0.491
enumeration	feroare	0.548	0.327	0.534
envelope	envelope	0.604	0.275	0.377
envious	ôfgeunstich	0.110	0.754	0.341
environ	NO TRANSLATION	0.724	0.221	0.433
environment	miljeu	0.646	0.194	0.528
environmental	omjouwing	0.633	0.313	0.664
environs	omjouwing	0.561	0.288	0.345
envision	befettet	0.625	0.449	0.483
envoy	antwurd	0.531	0.375	0.586
envy	ôfgeunst	0.240	0.704	0.427
enzyme	enzyme	0.562	0.277	0.481
ephemeral	ephemeral	0.500	0.312	0.377
ephemeris	ephemeris	0.640	0.380	0.528
epic	epic	0.857	0.713	0.830
epidemic	epidemy	0.092	0.830	0.611
epidermis	epidermis	0.418	0.490	0.426
epidural	epiduraal	0.347	0.452	0.525
epilepsy	epilepsy	0.061	0.854	0.250
epileptic	epileptysk	0.146	0.794	0.340
epilogue	epilogue	0.582	0.353	0.466
epiphany	epiphany	0.625	0.596	0.526
episcopal	Biskop	0.542	0.314	0.750
episode	episoade	0.719	0.367	0.509
episodic	episodysk	0.531	0.542	0.462
epistle	epistel	0.604	0.417	0.535
epitaph	epitaf	0.276	0.323	0.442
epithet	epithet	0.530	0.394	0.524
epitome	epitom	0.510	0.500	0.667
epoch	epoch	0.553	0.343	0.797
equal	lyk	0.781	0.178	0.407
equality	gelikensens	0.898	0.305	0.716
equalization	lykwichtigens	0.625	0.422	0.423
equalize	eleminearje	0.738	0.281	0.574
equalizer	equalizer	0.604	0.451	0.586
equally	lykop	0.625	0.264	0.436
equate	lykweardich	0.724	0.382	0.624
equation	lykwicht	0.479	0.384	0.608
equator	evener	0.550	0.302	0.462
equatorial	Ekwatoriaal	0.550	0.271	0.593
equestrian	reitsje	0.633	0.519	0.417
equidistant	earder	0.375	0.406	0.509
equilibration	lykwichtigens	0.724	0.317	0.593
equilibrium	lykwichtich	0.676	0.235	0.620
equip	equip	0.650	0.519	0.713
equipment	apparatuer	0.745	0.495	0.700
equitable	rjochtfeardich	0.714	0.286	0.750
equity	Eigen	0.792	0.304	0.614
equivalence	equivalence	0.663	0.250	0.582
equivalent	lykweardich	0.646	0.347	0.500
equivocal	equivocal	0.327	0.482	0.257
era	tiidrek	0.615	0.407	0.449
eradicate	fergriemje	0.260	0.690	0.686
eradication	fergrieming	0.208	0.788	0.685
erase	wiskje	0.240	0.260	0.321
eraser	fergriem	0.458	0.209	0.311
erasure	ferwiderje	0.281	0.360	0.265
ere	NO TRANSLATION	0.479	0.312	0.377
erect	oprjochtsje	0.643	0.885	0.627
erectile	Erekteil	0.542	0.796	0.625
erection	eerection	0.640	0.856	0.695
ergo	NO TRANSLATION	0.385	0.400	0.385
erode	erode	0.208	0.643	0.580
erosion	erosion	0.312	0.770	0.465
erotic	eroatysk	0.625	0.946	0.683
erotica	erotica	0.781	0.870	0.579
err	err	0.146	0.660	0.236
errand	errand	0.385	0.519	0.482
errant	ferwiderje	0.205	0.602	0.375
erratic	erratic	0.271	0.503	0.217
erratum	erratum	0.327	0.528	0.436
erroneous	erroneous	0.057	0.561	0.245
error	fersin	0.094	0.559	0.198
erst	NO TRANSLATION	0.277	0.422	0.357
erudite	erudite	0.719	0.434	0.774
erupt	útbrekke	0.188	0.820	0.818
eruption	útbarsting	0.156	0.913	0.733
escalade	escalade	0.480	0.724	0.442
escalate	eskalearje	0.653	0.714	0.728
escalating	eskalearje	0.646	0.724	0.518
escalation	Eskalaasje	0.571	0.807	0.582
escalator	escalator	0.500	0.530	0.518
escape	ûntsnappe	0.367	0.765	0.448
escaped	ûntkommen	0.365	0.755	0.518
escarpment	escarpment	0.406	0.553	0.470
eschew	eschew	0.184	0.438	0.370
escort	escort	0.729	0.480	0.608
escrow	trekker	0.449	0.520	0.613
esophagus	esophagus	0.429	0.454	0.464
esoteric	esoterik	0.500	0.676	0.545
especial	NO TRANSLATION	0.827	0.419	0.794
espionage	spionaazje	0.312	0.750	0.620
espouse	eksportearje	0.802	0.529	0.598
espresso	espresso	0.677	0.620	0.508
esprit	esprit	0.552	0.431	0.407
esquire	easkje	0.604	0.542	0.518
essay	essay	0.559	0.411	0.530
essayist	essayist	0.656	0.460	0.462
essence	essence	0.663	0.369	0.575
essential	essensjele	0.812	0.405	0.759
essentially	yn wêzen	0.750	0.373	0.802
establish	fêstigje	0.708	0.500	0.688
established	fêststeld	0.796	0.394	0.694
establishment	oprjochting	0.690	0.398	0.631
estate	lângoed	0.653	0.385	0.647
esteem	echt	0.745	0.380	0.679
esteemed	eartiids	0.694	0.418	0.531
esthetic	estetysk	0.635	0.360	0.558
estimable	betelber	0.796	0.408	0.630
estimate	estimate	0.719	0.469	0.517
estimation	skatting	0.740	0.480	0.589
estoppel	estoppel	0.354	0.459	0.482
estranged	ferdwûn	0.156	0.382	0.377
estrogen	estrogen	0.580	0.500	0.425
estuary	estuarium	0.469	0.278	0.482
etch	etch	0.510	0.367	0.598
etching	etching	0.567	0.491	0.575
eternal	ivich	0.854	0.409	0.843
eternity	ivichheid	0.765	0.520	0.911
ethanol	ethanol	0.333	0.410	0.534
ether	ether	0.490	0.306	0.412
ethereal	ethereal	0.520	0.419	0.518
ethic	etyk	0.786	0.260	0.791
ethical	ethysk	0.854	0.324	0.634
ethics	etyk	0.658	0.296	0.731
ethnic	etnysk	0.583	0.373	0.555
ethnography	etnografy	0.571	0.373	0.549
etiology	etiology	0.500	0.385	0.639
etiquette	etikette	0.604	0.350	0.421
etymology	etymology	0.531	0.370	0.529
eucalyptus	eucalyptus	0.602	0.308	0.418
euchre	euchre	0.470	0.459	0.442
eugenics	eugenics	0.448	0.530	0.518
eulogistic	eulogistysk	0.740	0.623	0.694
eulogium	eulogium	0.542	0.482	0.655
eulogize	eulogize	0.850	0.518	0.679
eulogy	eulogy	0.625	0.443	0.667
euphemism	euphemisme	0.418	0.453	0.491
euphoria	euphoria	0.769	0.955	0.648
euphoric	euphorysk	0.745	0.904	0.588
euro	euro	0.680	0.441	0.521
euthanasia	eutanasy	0.229	0.716	0.325
evacuate	evakearje	0.354	0.792	0.314
evacuation	evakuaasje	0.160	0.755	0.582
evade	ûntbrekke	0.304	0.490	0.342
evaluate	evaluearje	0.663	0.640	0.649
evaluation	evaluaasje	0.542	0.667	0.764
evanescence	evanescence	0.527	0.519	0.458
evangelical	evangelysk	0.602	0.389	0.602
evangelist	evangelist	0.582	0.464	0.702
evangelistic	evangelistysk	0.660	0.375	0.612
evaporate	evaporearje	0.357	0.469	0.402
evaporation	evaporaasje	0.556	0.346	0.388
evasion	evasion	0.229	0.510	0.418
evasive	evasive	0.117	0.596	0.425
eve	eve	0.612	0.378	0.440
evening	jûn	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	barren	0.745	0.673	0.664
eventful	eventful	0.543	0.837	0.510
eventual	úteinlik	0.633	0.459	0.413
