Word	Vietnamese-vi	Valence	Arousal	Dominance
daft	hơi điên	0.255	0.436	0.157
dagger	dao găm	0.224	0.797	0.613
daily	hằng ngày	0.653	0.347	0.473
dainty	ngo	0.604	0.284	0.424
daiquiri	daiquiri	0.670	0.519	0.400
dairy	sữa	0.633	0.255	0.462
daisy	daisy	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	dale	0.622	0.270	0.365
dam	đập	0.250	0.553	0.394
damage	hư hại	0.059	0.726	0.403
damaged	hư hỏng	0.104	0.635	0.182
damages	thiệt hại	0.082	0.760	0.310
dame	phu nhân	0.694	0.480	0.500
damn	chỉ trích	0.073	0.784	0.431
damnation	sự chết tiệt	0.135	0.750	0.416
damned	chết tiệt	0.100	0.760	0.465
damp	ẩm ướt	0.360	0.279	0.210
dampened	làm ẩm	0.271	0.422	0.336
damper	van điều tiết	0.459	0.378	0.473
damsel	thiếu nữ	0.719	0.475	0.400
dance	nhảy	0.894	0.840	0.551
dancer	vũ công	0.740	0.768	0.545
dancing	khiêu vũ	0.885	0.868	0.444
dandruff	gàu	0.398	0.298	0.293
dandy	dandy	0.673	0.520	0.630
danger	nguy hiểm	0.115	0.923	0.673
dangerous	nguy hiểm	0.020	0.941	0.658
dangerously	nguy hiểm	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	theo	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	đoan trang	0.770	0.560	0.698
dare	dám	0.677	0.788	0.684
daredevil	liều mạng	0.429	0.714	0.653
daresay	daresay	0.540	0.451	0.490
daring	táo bạo	0.583	0.840	0.711
dark	tối	0.198	0.398	0.426
darken	làm tối	0.250	0.471	0.382
darkened	sẫm màu	0.135	0.440	0.452
darkly	tối tăm	0.219	0.548	0.443
darkness	bóng tối	0.102	0.602	0.418
darkroom	căn phòng tối	0.188	0.627	0.423
darkside	bóng tối	0.102	0.690	0.365
darling	cục cưng	0.885	0.370	0.608
darn	darn	0.115	0.765	0.418
dart	phi tiêu	0.417	0.608	0.500
dash	dấu gạch ngang	0.574	0.312	0.324
dashboard	bảng điều khiển	0.510	0.371	0.595
dashed	rạng ngời	0.276	0.393	0.338
dashing	rạng ngời	0.612	0.627	0.799
dastardly	dastardly	0.208	0.688	0.270
data	dữ liệu	0.500	0.250	0.426
database	cơ sở dữ liệu	0.604	0.286	0.644
date	ngày	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	Con gái	0.908	0.415	0.455
dawdle	dawdle	0.479	0.464	0.357
dawn	bình minh	0.827	0.235	0.519
dawned	rụt rè	0.694	0.471	0.473
day	ngày	0.719	0.269	0.389
daybreak	ngày nghỉ	0.802	0.358	0.474
daycare	nhà trẻ	0.776	0.481	0.360
daydream	mơ mộng	0.750	0.337	0.456
daydreaming	mơ mộng	0.776	0.360	0.479
daylight	ánh sáng ban ngày	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	ban ngày	0.750	0.324	0.454
daze	daze	0.245	0.735	0.329
dazed	kinh ngạc	0.300	0.697	0.277
dazzle	mê hoặc	0.730	0.782	0.683
dazzling	chói sáng	0.854	0.880	0.767
deacon	deacon	0.531	0.430	0.736
deactivate	hủy kích hoạt	0.235	0.447	0.392
dead	đã chết	0.052	0.454	0.194
deadbeat	deadbeat	0.229	0.453	0.368
deadline	hạn chót	0.214	0.615	0.460
deadlines	thời hạn	0.406	0.769	0.411
deadlock	bế tắc	0.170	0.418	0.323
deadly	chết người	0.143	0.849	0.554
deaf	điếc	0.186	0.324	0.161
deafening	điếc	0.281	0.835	0.482
deafness	sự điếc	0.125	0.413	0.219
deal	thỏa thuận	0.719	0.599	0.543
dealer	người buôn bán	0.799	0.615	0.683
dealership	đại lý	0.541	0.430	0.629
dealing	xử lý	0.724	0.415	0.598
dealings	giao dịch	0.600	0.491	0.480
dean	trưởng khoa	0.612	0.469	0.723
dear	kính thưa	0.880	0.434	0.629
dearest	thân yêu nhất	0.902	0.427	0.508
dearth	sự đáng yêu	0.156	0.539	0.255
death	tử vong	0.031	0.720	0.472
deathbed	giường chết	0.051	0.652	0.311
deathly	chết người	0.073	0.771	0.682
debacle	thất bại	0.156	0.606	0.266
debased	bị xóa	0.219	0.529	0.170
debatable	có thể tranh luận	0.181	0.610	0.474
debate	tranh luận	0.408	0.691	0.683
debauchery	suy nhược	0.354	0.901	0.500
debenture	sự tranh luận	0.417	0.500	0.466
debilitating	suy nhược	0.125	0.490	0.308
debit	ghi nợ	0.333	0.400	0.474
debrief	cuộc phỏng vấn	0.247	0.343	0.549
debriefing	báo cáo	0.427	0.580	0.456
debris	mảnh vụn	0.135	0.396	0.327
debt	món nợ	0.204	0.598	0.336
debtor	con nợ	0.219	0.546	0.160
debut	ra mắt	0.806	0.606	0.629
debutante	debutante	0.771	0.627	0.454
decade	thập kỷ	0.531	0.402	0.665
decadence	suy đồi	0.237	0.455	0.291
decadent	suy đồi	0.290	0.559	0.324
decaf	decaf	0.480	0.324	0.353
decanter	decanter	0.438	0.567	0.510
decathlon	decathlon	0.573	0.753	0.620
decay	phân rã	0.143	0.312	0.170
decayed	bị hư	0.017	0.375	0.169
decaying	phân rã	0.073	0.510	0.214
deceased	người chết	0.021	0.538	0.188
decedent	người quá cố	0.423	0.481	0.415
deceit	lừa dối	0.020	0.696	0.343
deceitful	lừa dối	0.071	0.788	0.371
deceive	lừa dối	0.094	0.775	0.414
deceived	bị lừa dối	0.059	0.673	0.302
deceiving	lừa dối	0.099	0.636	0.426
december	tháng mười hai	0.740	0.540	0.464
decency	lịch sự	0.750	0.235	0.634
decent	phong nha	0.823	0.296	0.653
deception	lừa dối	0.090	0.745	0.370
deceptive	lừa đảo	0.027	0.605	0.294
decide	quyết định	0.656	0.540	0.855
decidedly	quyết định	0.750	0.480	0.843
deciduous	rụng lá	0.385	0.353	0.282
decimal	số thập phân	0.507	0.259	0.305
decimeter	thước đo	0.520	0.292	0.377
decipher	giải mã	0.417	0.630	0.652
decision	phán quyết	0.646	0.510	0.839
decisive	quyết định	0.740	0.509	0.935
deck	boong tàu	0.420	0.333	0.394
declaration	tờ khai	0.551	0.590	0.714
declaratory	tuyên bố	0.635	0.582	0.673
declare	khai	0.677	0.623	0.668
declination	sự suy tàn	0.250	0.549	0.311
decline	từ chối	0.173	0.491	0.240
declining	suy giảm	0.328	0.400	0.264
deco	deco	0.625	0.274	0.356
decode	giải mã	0.551	0.510	0.640
decoder	bộ giải mã	0.562	0.340	0.686
decompose	phân hủy	0.194	0.596	0.241
decomposed	bị phân hủy	0.073	0.442	0.231
decomposition	sự phân hủy	0.133	0.600	0.263
decompress	giải nén	0.438	0.430	0.509
decompression	giảm bớt sức ép	0.208	0.520	0.311
decontamination	khử nhiễm	0.611	0.538	0.573
decor	trang trí	0.734	0.311	0.573
decorate	trang trí	0.954	0.370	0.404
decorating	trang trí	0.863	0.548	0.462
decoration	trang trí	0.878	0.553	0.526
decorative	trang trí	0.908	0.460	0.381
decorator	người trang trí	0.840	0.471	0.455
decorum	trang trí	0.802	0.327	0.462
decoy	mồi nhử	0.149	0.460	0.330
decrease	giảm bớt	0.125	0.360	0.267
decreased	đã giảm	0.224	0.271	0.170
decreasing	giảm dần	0.320	0.346	0.224
decree	nghị định	0.552	0.478	0.746
decrement	sự sụt giảm	0.255	0.427	0.373
decrepit	suy nhược	0.156	0.490	0.225
decry	chê bai	0.400	0.814	0.548
decryption	giải mã	0.459	0.445	0.600
dedicate	dâng hiến	0.823	0.431	0.588
dedication	sự cống hiến	0.867	0.471	0.682
deduce	suy luận	0.490	0.510	0.466
deduct	khấu trừ	0.355	0.330	0.412
deductible	được khấu trừ	0.375	0.286	0.455
deduction	khấu trừ	0.438	0.462	0.527
deed	hành động	0.520	0.320	0.592
deejay	deejay	0.551	0.630	0.473
deem	coi	0.594	0.529	0.690
deep	sâu	0.490	0.473	0.657
deepen	làm sâu hơn	0.625	0.530	0.776
deer	con nai	0.583	0.375	0.292
defamation	phỉ báng	0.110	0.670	0.481
defamatory	phỉ báng	0.143	0.688	0.402
default	mặc định	0.459	0.343	0.712
defeat	đánh bại	0.092	0.500	0.224
defeated	đánh bại	0.104	0.582	0.145
defeatist	người đánh bại	0.163	0.567	0.315
defect	khiếm khuyết	0.135	0.561	0.185
defection	sự đào tẩu	0.146	0.594	0.330
defective	khiếm khuyết	0.122	0.580	0.274
defector	người đào ngũ	0.163	0.696	0.286
defend	phòng thủ	0.698	0.722	0.670
defendant	bị cáo	0.250	0.710	0.491
defended	bảo vệ	0.663	0.451	0.582
defender	người bảo vệ	0.639	0.708	0.750
defending	bảo vệ	0.604	0.871	0.812
defense	phòng thủ	0.652	0.698	0.802
defenseless	không tự vệ	0.143	0.357	0.105
defensible	có thể bảo vệ	0.740	0.509	0.593
defensive	phòng ngự	0.542	0.640	0.678
defer	hoãn lại	0.245	0.459	0.317
deference	sự tôn kính	0.510	0.396	0.447
deferral	trì hoãn	0.765	0.542	0.327
deferring	trì hoãn	0.343	0.500	0.413
defiance	sự thách thức	0.333	0.780	0.760
defiant	khiêu khích	0.250	0.792	0.769
defibrillator	máy khử rung tim	0.398	0.663	0.431
deficiency	sự thiếu hụt	0.073	0.373	0.179
deficient	thiếu	0.240	0.464	0.132
deficit	thâm hụt	0.358	0.500	0.269
define	định nghĩa	0.688	0.415	0.632
defined	xác định	0.670	0.214	0.646
definite	xác định	0.708	0.292	0.741
definition	Định nghĩa	0.573	0.375	0.579
definitive	dứt khoát	0.583	0.479	0.787
deflate	xì hơi	0.148	0.404	0.237
deflation	giảm phát	0.287	0.536	0.407
deflect	làm chệch hướng	0.133	0.491	0.482
deflection	lệch	0.188	0.500	0.382
defloration	làm chệch hướng	0.188	0.690	0.434
deform	biến dạng	0.112	0.654	0.284
deformed	bị biến dạng	0.198	0.435	0.308
deformity	sự biến dạng	0.160	0.569	0.241
defraud	ăn gian	0.175	0.635	0.314
defray	làm phỉ báng	0.375	0.598	0.653
defrost	rã đông	0.427	0.317	0.389
deft	khéo léo	0.719	0.575	0.849
defunct	không còn tồn tại	0.112	0.491	0.272
defuse	xoa dịu	0.167	0.480	0.430
defy	thách thức	0.353	0.884	0.657
degeneracy	sự thoái hóa	0.143	0.720	0.298
degenerate	thoái hóa	0.069	0.724	0.264
degeneration	sự thoái hóa	0.245	0.578	0.371
degradation	suy thoái	0.160	0.608	0.315
degrade	làm suy giảm	0.083	0.500	0.184
degraded	suy thoái	0.167	0.433	0.205
degrading	xuống cấp	0.031	0.583	0.232
degree	trình độ	0.724	0.365	0.663
dehydrated	mất nước	0.310	0.685	0.212
dehydration	mất nước	0.188	0.472	0.259
dejected	chán nản	0.104	0.654	0.347
delay	sự chậm trễ	0.204	0.510	0.162
delayed	bị trì hoãn	0.188	0.490	0.216
delectable	ngon lành	0.781	0.642	0.718
delegate	ủy quyền	0.612	0.491	0.658
delegation	phái đoàn	0.562	0.431	0.609
delete	xóa bỏ	0.292	0.298	0.409
deleterious	có hại	0.297	0.725	0.440
deletion	sự xóa	0.062	0.506	0.462
deli	deli	0.561	0.448	0.447
deliberate	thận trọng	0.551	0.654	0.682
deliberation	sự cân nhắc	0.561	0.678	0.596
deliberative	thận trọng	0.392	0.552	0.573
delicacy	tinh vi	0.812	0.279	0.336
delicate	tinh tế	0.583	0.294	0.366
delicatessen	đặc sản	0.656	0.474	0.400
delicious	thơm ngon	0.927	0.650	0.589
delight	Hân hoan	0.949	0.666	0.647
delighted	vui mừng	0.938	0.664	0.685
delightful	thú vị	0.918	0.735	0.644
delineate	phân định	0.448	0.430	0.445
delineation	phân định	0.521	0.402	0.314
delinquency	phạm pháp	0.135	0.860	0.508
delinquent	phạm tội	0.051	0.904	0.500
delirious	mê sảng	0.219	0.774	0.538
delirium	mê sảng	0.233	0.694	0.484
deliver	giao hàng	0.583	0.370	0.582
deliverance	sự giải thoát	0.750	0.520	0.658
delivery	chuyển	0.704	0.461	0.786
dell	dell	0.458	0.380	0.453
delta	đồng bằng	0.551	0.343	0.509
delude	lảng vảng	0.143	0.627	0.353
deluge	deluge	0.245	0.714	0.612
delusion	ảo tưởng	0.344	0.647	0.400
delusional	ảo tưởng	0.219	0.745	0.327
deluxe	sang trọng	0.792	0.612	0.755
delve	đào sâu	0.469	0.529	0.684
demand	nhu cầu	0.292	0.673	0.500
demanding	đòi hỏi	0.396	0.750	0.828
demeaned	hạ nhục	0.271	0.520	0.212
demeaning	demeaning	0.104	0.645	0.308
demeanor	thái độ	0.633	0.433	0.657
demented	điên	0.088	0.787	0.309
dementia	chứng mất trí	0.092	0.779	0.337
demise	cái chết của	0.104	0.596	0.456
demo	bản giới thiệu	0.510	0.314	0.423
democracy	dân chủ	0.680	0.500	0.840
democrat	dân chủ	0.582	0.400	0.755
democratic	dân chủ	0.802	0.519	0.798
demographic	nhân khẩu học	0.459	0.356	0.594
demolish	phá hủy	0.125	0.632	0.700
demolished	phá hủy	0.271	0.647	0.353
demolition	phá hủy	0.133	0.827	0.541
demon	con quỷ	0.037	0.908	0.509
demonic	ma quỷ	0.146	0.875	0.600
demonstrable	chứng minh	0.735	0.471	0.749
demonstrate	chứng minh	0.771	0.552	0.839
demonstrated	chứng minh	0.617	0.500	0.649
demonstrating	thể hiện	0.698	0.571	0.693
demonstration	trình diễn	0.551	0.676	0.679
demonstrative	biểu tình	0.656	0.528	0.736
demonstrator	người biểu tình	0.520	0.598	0.733
demoralized	mất tinh thần	0.082	0.590	0.149
demos	bản trình diễn	0.418	0.370	0.368
demure	nghiêm trang	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	sự từ chối	0.230	0.509	0.417
denial	từ chối	0.194	0.435	0.318
denied	từ chối	0.188	0.604	0.333
denim	denim	0.520	0.382	0.327
denomination	mệnh giá	0.490	0.363	0.429
denominational	giáo phái	0.458	0.375	0.679
denominator	mẫu số	0.450	0.410	0.613
denote	chứng tỏ	0.448	0.471	0.534
denounce	tố cáo	0.083	0.780	0.426
dense	dày đặc	0.354	0.343	0.536
density	tỉ trọng	0.602	0.471	0.561
dent	sứt mẻ	0.306	0.606	0.325
dental	nha khoa	0.573	0.404	0.463
dentist	bác sĩ nha khoa	0.479	0.620	0.642
dentistry	nha khoa	0.429	0.570	0.569
dentists	nha sĩ	0.364	0.600	0.582
denunciation	tố cáo	0.146	0.830	0.561
deny	từ chối	0.316	0.667	0.321
denying	phủ nhận	0.080	0.542	0.272
deodorant	chất khử mùi	0.480	0.265	0.269
depart	khởi hành	0.398	0.480	0.444
departed	ra đi	0.245	0.536	0.391
department	bộ phận	0.708	0.358	0.642
departmental	phòng ban	0.612	0.422	0.446
departure	khởi hành	0.573	0.500	0.426
depend	tùy theo	0.388	0.429	0.358
dependable	đáng tin cậy	0.880	0.357	0.741
dependant	phụ thuộc	0.357	0.404	0.451
dependence	sự phụ thuộc	0.250	0.451	0.433
dependency	sự phụ thuộc	0.429	0.365	0.356
dependent	phụ thuộc	0.354	0.455	0.404
depict	miêu tả	0.663	0.529	0.723
depicting	miêu tả	0.490	0.566	0.602
depletion	sự cạn kiệt	0.153	0.370	0.236
deplorable	thương tâm	0.135	0.657	0.230
deplore	deplore	0.135	0.575	0.373
deploy	triển khai	0.500	0.520	0.585
deployment	triển khai	0.510	0.520	0.612
deport	trục xuất	0.167	0.667	0.546
deportation	trục xuất	0.104	0.786	0.450
depose	suy nhược	0.286	0.420	0.451
deposit	tiền gửi	0.540	0.379	0.483
depositary	người gửi tiền	0.604	0.431	0.500
deposition	sự lắng đọng	0.394	0.510	0.471
depository	lưu ký	0.551	0.373	0.481
depot	kho chứa	0.635	0.255	0.471
depraved	depraved	0.031	0.837	0.395
depravity	suy nhược	0.115	0.854	0.453
depreciate	giảm giá	0.270	0.623	0.445
depreciated	mất giá	0.135	0.672	0.250
depreciation	khấu hao	0.143	0.571	0.386
depress	chán nản	0.219	0.635	0.528
depressed	suy sụp	0.024	0.445	0.136
depressing	chán nản	0.146	0.559	0.216
depression	Phiền muộn	0.031	0.520	0.232
depressive	trầm cảm	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	sự thiếu thốn	0.194	0.610	0.413
deprive	tước đoạt	0.271	0.591	0.340
deprived	bị tước đoạt	0.354	0.506	0.536
depth	chiều sâu	0.708	0.561	0.759
deputy	phó	0.429	0.530	0.787
derail	làm hỏng	0.108	0.802	0.375
deranged	bị quấy rầy	0.376	0.868	0.357
derelict	vô chủ	0.208	0.470	0.237
derision	sự cắt bỏ	0.265	0.670	0.292
derivation	đạo hàm	0.521	0.519	0.644
derivative	phái sinh	0.541	0.491	0.508
derive	lấy được	0.396	0.324	0.360
dermal	da	0.385	0.406	0.443
dermatologist	bác sĩ da liễu	0.531	0.358	0.528
dermatology	da liễu	0.422	0.500	0.556
derogation	sự xúc phạm	0.208	0.460	0.327
derogatory	xúc phạm	0.122	0.580	0.404
descend	đi xuống	0.385	0.535	0.231
descendant	hậu duệ	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	giảm dần	0.219	0.493	0.250
descent	hạ xuống	0.300	0.402	0.158
describe	miêu tả	0.542	0.472	0.555
description	sự miêu tả	0.582	0.425	0.596
descriptive	mô tả	0.667	0.352	0.570
desecrate	bỏ đi	0.255	0.806	0.509
desecration	sự tha tội	0.125	0.833	0.564
desert	Sa mạc	0.469	0.279	0.389
deserted	hoang vu	0.156	0.480	0.214
deserter	deserter	0.122	0.710	0.366
desertion	sự trục xuất	0.122	0.630	0.289
deserve	xứng đáng	0.802	0.436	0.613
deserved	xứng đáng	0.781	0.582	0.689
deserving	xứng đáng	0.802	0.596	0.858
design	thiết kế	0.796	0.327	0.632
designate	chỉ định	0.531	0.538	0.683
designated	được chỉ định	0.500	0.412	0.616
designation	chỉ định	0.612	0.571	0.675
designed	được thiết kế	0.745	0.380	0.595
designer	nhà thiết kế	0.875	0.519	0.670
designing	thiết kế	0.792	0.355	0.552
desirability	gian xảo	0.684	0.550	0.675
desirable	mong muốn	0.740	0.735	0.750
desire	khao khát	0.896	0.692	0.647
desiring	ham muốn	0.814	0.821	0.632
desirous	ham muốn	0.719	0.824	0.562
desist	bỏ đi	0.220	0.358	0.291
desk	bàn	0.510	0.135	0.422
desolate	hoang vắng	0.104	0.320	0.228
desolation	phiền muộn	0.073	0.481	0.273
despair	tuyệt vọng	0.115	0.794	0.245
despairing	tuyệt vọng	0.073	0.735	0.286
despatch	gửi đi	0.448	0.400	0.613
desperado	tuyệt vọng	0.260	0.745	0.361
desperate	tuyệt vọng	0.083	0.842	0.337
desperation	tuyệt vọng	0.125	0.904	0.419
despicable	đáng khinh	0.146	0.710	0.255
despise	khinh thường	0.167	0.745	0.296
despondent	chán nản	0.133	0.378	0.221
despotic	khinh bỉ	0.141	0.824	0.592
despotism	chủ nghĩa độc tài	0.255	0.696	0.620
dessert	món tráng miệng	0.755	0.491	0.404
destination	Nơi Đến	0.708	0.471	0.637
destined	định trước	0.698	0.462	0.617
destiny	định mệnh	0.781	0.413	0.611
destitute	nghèo khổ	0.130	0.451	0.222
destroy	hủy hoại	0.046	0.935	0.635
destroyed	bị phá hủy	0.031	0.696	0.288
destroyer	tàu khu trục	0.083	0.830	0.543
destroying	phá hủy	0.041	0.828	0.660
destruct	phá hủy	0.071	0.868	0.525
destruction	sự phá hủy	0.102	0.929	0.613
destructive	phá hoại	0.177	0.870	0.713
detach	tách ra	0.357	0.625	0.450
detached	tách ra	0.280	0.396	0.216
detachment	tách rời	0.243	0.700	0.443
detail	chi tiết	0.514	0.406	0.528
detailed	chi tiết	0.603	0.314	0.472
details	chi tiết	0.583	0.367	0.481
detain	giam	0.351	0.345	0.430
detainee	người bị giam giữ	0.306	0.510	0.321
detect	phát hiện	0.531	0.520	0.565
detectable	có thể phát hiện được	0.479	0.539	0.649
detection	phát hiện	0.708	0.567	0.538
detective	thám tử	0.500	0.764	0.901
detector	máy dò	0.459	0.630	0.724
detention	giam giữ	0.265	0.698	0.562
deter	ngăn cản	0.344	0.537	0.567
detergent	chất tẩy rửa	0.458	0.304	0.426
deteriorate	xấu đi	0.083	0.471	0.202
deteriorated	xấu đi	0.053	0.549	0.237
deteriorating	xấu đi	0.104	0.459	0.112
deterioration	sự suy thoái	0.130	0.512	0.283
determinable	có thể xác định	0.625	0.565	0.723
determinate	xác định	0.630	0.314	0.772
determination	sự quyết tâm	0.776	0.725	0.795
determine	mục đích	0.612	0.368	0.776
determined	xác định	0.760	0.528	0.673
deterrent	ngăn cản	0.292	0.461	0.385
detest	ghét bỏ	0.083	0.800	0.492
detestation	sự phá hoại	0.177	0.637	0.412
detonate	kích nổ	0.375	0.850	0.696
detonation	nổ	0.167	0.931	0.741
detonator	ngòi nổ	0.207	0.875	0.750
detour	đường vòng	0.398	0.539	0.309
detract	làm giảm	0.344	0.438	0.368
detriment	gây thiệt hại	0.281	0.538	0.263
detrimental	bất lợi	0.203	0.679	0.387
detritus	mảnh vụn	0.276	0.353	0.363
deuce	deuce	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	mất giá	0.321	0.462	0.212
devastate	tàn phá	0.021	0.796	0.509
devastated	tàn phá	0.120	0.544	0.264
devastating	tàn phá	0.104	0.856	0.419
devastation	sự tàn phá	0.090	0.904	0.472
develop	phát triển, xây dựng	0.771	0.670	0.821
developer	nhà phát triển	0.844	0.653	0.864
developing	đang phát triển	0.833	0.587	0.714
development	phát triển	0.827	0.500	0.796
deviant	tà kiến	0.094	0.589	0.398
deviate	đi chệch	0.173	0.562	0.269
deviating	sai lệch	0.354	0.634	0.536
deviation	độ lệch	0.105	0.513	0.336
device	thiết bị	0.562	0.404	0.627
devil	ác quỷ	0.161	0.900	0.611
deviled	bị quỉ	0.347	0.559	0.358
devilish	ác quỷ	0.073	0.865	0.490
devious	quanh co	0.250	0.519	0.259
devise	nghĩ ra	0.551	0.557	0.670
devoid	không có	0.219	0.436	0.300
devolution	devolution	0.345	0.434	0.425
devolve	devolve	0.367	0.427	0.596
devote	cống hiến	0.802	0.490	0.642
devoted	hết lòng	0.867	0.320	0.698
devotee	người sùng kính	0.816	0.461	0.577
devotion	sự tận tụy	0.802	0.561	0.673
devotional	sùng kính	0.740	0.394	0.655
devour	nuốt chửng	0.344	0.888	0.574
devout	mộ đạo	0.620	0.357	0.464
dew	sương	0.604	0.225	0.464
dexter	dexter	0.458	0.473	0.444
dexterity	khéo léo	0.771	0.673	0.864
dextrose	dextrose	0.333	0.402	0.323
diabetes	Bệnh tiểu đường	0.051	0.472	0.279
diabetic	bệnh tiểu đường	0.125	0.269	0.237
diabolical	tàn ác	0.102	0.912	0.456
diagnose	chẩn đoán	0.378	0.520	0.714
