Word	Kazakh-kk	Valence	Arousal	Dominance
commutative	коммутативті	0.667	0.442	0.569
commute	жөнелту	0.622	0.582	0.565
commuter	қалалық	0.646	0.520	0.512
comp	комп	0.573	0.450	0.371
compact	ықшам	0.458	0.417	0.673
compaction	тығыздау	0.531	0.471	0.582
compactness	жинақы	0.582	0.352	0.454
companion	серігі	0.770	0.377	0.618
companionless	компаньонсыз	0.271	0.259	0.200
companionship	қарым-қатынас	0.833	0.438	0.792
company	компаниясы	0.906	0.425	0.798
comparable	салыстырмалы	0.562	0.443	0.458
comparative	салыстырмалы	0.470	0.273	0.562
comparatively	салыстырмалы түрде	0.604	0.391	0.538
compare	салыстыру	0.552	0.408	0.524
comparison	салыстыру	0.583	0.456	0.492
compartment	бөлімі	0.500	0.389	0.607
compass	компас	0.541	0.307	0.529
compassion	қайырымдылық	0.735	0.258	0.509
compassionate	мейірімді	0.857	0.404	0.411
compatibility	сыйысымдылық	0.816	0.450	0.673
compatible	үйлесімді	0.892	0.387	0.638
compel	мәжбүрлеу	0.200	0.847	0.625
compelled	мәжбүрледі	0.333	0.654	0.347
compelling	мұқият	0.698	0.570	0.870
compendium	компендиум	0.610	0.461	0.537
compensate	өтемақы	0.612	0.429	0.762
compensation	өтемақы	0.775	0.469	0.598
compensatory	өтемақы	0.589	0.490	0.700
compete	бәсекелеседі	0.573	0.745	0.786
competence	құзыреттілік	0.615	0.802	0.823
competency	құзыреттілік	0.768	0.775	0.764
competent	құзыретті	0.865	0.560	0.904
competition	бәсекелестік	0.580	0.790	0.798
competitive	бәсекеге қабілетті	0.447	0.718	0.908
competitor	бәсекелес	0.612	0.959	0.861
compilation	компиляция	0.530	0.512	0.606
compile	компиляция	0.600	0.413	0.519
complacency	ұқыпсыздық	0.604	0.503	0.519
complacent	ұнамсыз	0.625	0.452	0.518
complain	шағымданады	0.143	0.682	0.360
complaint	шағым	0.143	0.606	0.281
complement	қосымша	0.760	0.277	0.600
complementary	қосымша	0.714	0.320	0.586
complete	аяқталды	0.750	0.414	0.809
completed	аяқталды	0.823	0.357	0.777
completely	толық	0.730	0.370	0.690
completeness	толықтығы	0.823	0.433	0.769
completing	аяқтау	0.614	0.500	0.769
completion	аяқтау	0.656	0.470	0.525
complex	кешен	0.388	0.608	0.550
complexed	күрделі	0.312	0.577	0.612
complexion	түсі	0.521	0.520	0.380
complexity	күрделілігі	0.479	0.620	0.595
compliance	сәйкестік	0.750	0.462	0.750
compliant	үйлесімді	0.677	0.310	0.519
complicate	қиындық туғызады	0.210	0.657	0.404
complicated	күрделі	0.211	0.660	0.455
complication	асқыну	0.365	0.726	0.330
complicity	Қатысу	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	тегін	0.823	0.413	0.435
comply	орындаңыз	0.806	0.370	0.638
complying	ұстану	0.729	0.423	0.590
compo	компо	0.500	0.346	0.390
component	компонент	0.531	0.382	0.525
compose	құрастырыңыз	0.639	0.432	0.694
composed	құрылды	0.684	0.385	0.682
composer	композитор	0.822	0.588	0.691
composite	композициялық	0.591	0.459	0.620
composition	құрамы	0.765	0.408	0.652
compost	компост	0.480	0.404	0.441
composure	ұстау	0.802	0.354	0.717
compound	қосылыс	0.635	0.385	0.735
comprehend	түсіну	0.875	0.365	0.689
comprehension	түсіну	0.908	0.387	0.688
comprehensive	жан-жақты	0.796	0.385	0.644
compress	қысу	0.406	0.412	0.460
compressed	қысылған	0.323	0.396	0.388
compressible	қысылған	0.622	0.392	0.585
compression	қысу	0.646	0.521	0.579
compressor	компрессор	0.418	0.481	0.630
comprise	құрамына кіреді	0.839	0.373	0.669
compromise	ымыраға келу	0.677	0.520	0.805
comptroller	бақылаушы	0.402	0.481	0.866
compulsion	мәжбүрлеу	0.118	0.760	0.604
compulsive	компульсивті	0.347	0.871	0.573
compulsory	міндетті	0.343	0.541	0.791
computable	есептелетін	0.570	0.402	0.545
computation	есептеу	0.583	0.429	0.697
compute	есептеу	0.531	0.408	0.564
computer	компьютер	0.802	0.356	0.639
computerized	компьютерлендірілген	0.677	0.450	0.657
computing	есептеу	0.745	0.398	0.695
comrade	жолдас	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	біріктіру	0.480	0.593	0.539
concave	ішекті	0.441	0.349	0.349
conceal	жасыру	0.312	0.436	0.306
concealed	жасырын	0.344	0.363	0.352
concealment	жасыру	0.302	0.570	0.390
concede	көну	0.670	0.324	0.473
conceit	бойсұну	0.354	0.625	0.309
conceited	мақтанышпен	0.194	0.667	0.473
conceivable	түсінікті	0.730	0.350	0.613
conceive	түйсіну	0.708	0.538	0.700
concentrate	концентрат	0.750	0.439	0.743
concentration	концентрациясы	0.735	0.500	0.722
concentric	концентрлі	0.730	0.479	0.635
concept	тұжырымдамасы	0.573	0.265	0.632
conception	тұжырымдамасы	0.694	0.490	0.614
concern	алаңдаушылық білдіреді	0.250	0.734	0.463
concerned	мүдделі	0.292	0.698	0.350
concert	концерт	0.938	0.867	0.718
concerto	концерт	0.613	0.759	0.679
concession	концессия	0.588	0.423	0.615
concessional	жеңілдік	0.770	0.493	0.657
conch	конч	0.583	0.306	0.339
concierge	консьерж	0.480	0.343	0.343
conciliation	келісу	0.792	0.475	0.726
concise	қысқаша	0.583	0.298	0.620
conclave	концлагер	0.573	0.440	0.611
conclude	қорытынды жасаңыз	0.530	0.267	0.679
concluding	Қорытынды	0.531	0.382	0.603
conclusion	қорытынды	0.615	0.377	0.659
conclusive	түпкілікті	0.500	0.427	0.745
concoction	келісу	0.448	0.459	0.417
concomitant	үйлесімді	0.427	0.482	0.727
concord	келісім	0.677	0.320	0.586
concordance	келісу	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	жинағы	0.740	0.657	0.528
concrete	бетон	0.633	0.420	0.547
concubine	кәнизак	0.388	0.594	0.476
concur	келіседі	0.459	0.394	0.429
concurrence	келісу	0.764	0.627	0.613
concurrent	бір уақытта	0.573	0.547	0.741
concurring	келісу	0.573	0.600	0.681
concussion	сілкінісі	0.072	0.708	0.482
condemn	айыптаймыз	0.102	0.793	0.625
condemnation	айыптау	0.133	0.725	0.449
condensation	конденсациясы	0.510	0.316	0.538
condensed	конденсацияланған	0.598	0.415	0.623
condescending	нашарлайды	0.583	0.363	0.593
condescension	сыпайылық	0.521	0.377	0.565
condiment	дәмдеуіш	0.520	0.333	0.433
condition	жағдайы	0.500	0.469	0.519
conditional	шартты	0.521	0.343	0.556
conditionally	шартты түрде	0.396	0.419	0.617
conditioned	шартты	0.490	0.417	0.616
conditioner	кондиционер	0.781	0.360	0.538
conditioning	кондиционерлеу	0.440	0.468	0.617
conditions	шарттары	0.551	0.441	0.593
condo	кондоминиум	0.439	0.288	0.607
condolence	көңіл айту	0.260	0.443	0.404
condolences	көңіл айту	0.198	0.480	0.288
condom	презервативтер	0.406	0.637	0.500
condone	құптаңыз	0.571	0.441	0.619
condor	кондоминиум	0.573	0.388	0.519
conducive	қолайлы	0.775	0.479	0.679
conduct	мінез-құлық	0.453	0.510	0.750
conduction	өткізу	0.530	0.557	0.717
conductivity	өткізгіштігі	0.583	0.575	0.642
conductor	дирижер	0.677	0.663	0.621
conduit	құбыр	0.470	0.302	0.413
cone	конусы	0.417	0.208	0.343
confederacy	конфедерация	0.590	0.541	0.736
confederate	конфедерация	0.551	0.546	0.792
confederation	конфедерациясы	0.663	0.404	0.830
confer	кеңес беру	0.573	0.482	0.583
conference	конференция	0.688	0.615	0.606
confess	мойындау	0.360	0.712	0.431
confession	мойындау	0.469	0.642	0.460
confessional	конфессиялық	0.458	0.392	0.629
confessions	конфессиялар	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	сенімді	0.837	0.633	0.631
confide	сенімдімін	0.669	0.472	0.595
confidence	сенім	0.959	0.276	0.943
confident	сенімді	0.765	0.324	0.723
confidential	құпия	0.643	0.471	0.761
confidentiality	құпиялылық	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	конфигурация	0.540	0.443	0.591
confine	шектеу	0.327	0.551	0.538
confined	шектелген	0.286	0.472	0.444
confinement	ұстау	0.333	0.656	0.520
confines	шектеледі	0.396	0.386	0.542
confirm	растаңыз	0.802	0.439	0.806
confirmation	растау	0.812	0.480	0.692
confirmatory	растаушы	0.656	0.500	0.683
confirmed	расталды	0.760	0.490	0.764
confiscate	тәркілеу	0.250	0.625	0.482
confiscation	тәркілеу	0.208	0.706	0.586
conflagration	өрт	0.344	0.721	0.594
conflict	қақтығыс	0.335	0.906	0.471
conflicting	қайшы	0.173	0.738	0.553
confluence	біріктіру	0.677	0.598	0.565
conform	сәйкес келуі	0.479	0.380	0.375
conformance	сәйкестік	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	сәйкестік	0.645	0.363	0.579
confound	араласады	0.347	0.529	0.333
confounded	шатастырылған	0.333	0.528	0.264
confront	қарсы тұру	0.281	0.760	0.746
confrontation	қарсыласу	0.177	0.870	0.658
confuse	шатастырыңыз	0.100	0.580	0.270
confused	шатастырады	0.220	0.650	0.179
confusing	шатастыратын	0.229	0.690	0.222
confusion	шатасуы	0.255	0.667	0.277
conga	конга	0.469	0.529	0.440
congenial	туған	0.820	0.412	0.620
congenital	туа біткен	0.448	0.434	0.427
congestion	кептелу	0.271	0.654	0.491
conglomerate	конгломерат	0.500	0.500	0.838
conglomeration	конгломерация	0.541	0.720	0.670
congrats	құттықтаулар	0.930	0.726	0.775
congratulate	құттықтаймыз	0.927	0.724	0.784
congratulation	құттықтау	0.948	0.780	0.717
congratulations	құттықтаулар	0.960	0.755	0.719
congratulatory	құттықтау	0.959	0.616	0.689
congregate	жинаңыз	0.653	0.530	0.733
congregation	қауым	0.561	0.490	0.700
congress	конгресс	0.449	0.444	0.857
congressional	конгрессті	0.552	0.491	0.848
congressman	конгрессмен	0.438	0.471	0.877
congruence	үйлесімділік	0.656	0.472	0.577
conic	коники	0.510	0.368	0.379
conical	конустық	0.490	0.422	0.471
conjecture	гипотеза	0.396	0.398	0.534
conjugal	жұптық	0.698	0.510	0.688
conjugate	ұштасқан	0.583	0.420	0.467
conjugation	ұштасқан	0.479	0.429	0.582
conjunction	байланыстырады	0.520	0.472	0.509
conjunctive	конъюнктивті	0.487	0.444	0.639
conjure	жалған	0.385	0.679	0.645
conjuring	құшақтап	0.224	0.653	0.694
conk	conk	0.340	0.469	0.404
connect	қосылыңыз	0.724	0.299	0.536
connected	қосылған	0.816	0.550	0.612
connection	қосылу	0.729	0.560	0.655
connective	қосылым	0.719	0.491	0.764
connoisseur	білгірі	0.760	0.461	0.769
conquer	жаулап алу	0.694	0.873	0.971
conquering	жаулап алу	0.760	0.873	0.936
conqueror	жаулаушы	0.604	0.809	0.930
conquest	жаулап алу	0.710	0.702	0.833
conscience	ар-ұждан	0.663	0.375	0.721
conscientious	адал	0.688	0.404	0.688
conscious	саналы	0.740	0.333	0.705
consciousness	сана	0.840	0.483	0.755
conscription	шақыру	0.396	0.775	0.642
consecrated	қасиетті	0.663	0.500	0.800
consecration	адалдық	0.771	0.418	0.804
consecutive	дәйекті	0.663	0.418	0.643
consensual	келісу	0.663	0.417	0.655
consensus	консенсус	0.627	0.358	0.625
consent	келісім	0.750	0.500	0.620
consenting	келіседі	0.727	0.406	0.693
consequence	салдары	0.240	0.721	0.593
consequent	сәйкесінше	0.663	0.471	0.625
conservation	сақтау	0.832	0.401	0.606
conservatism	консерватизм	0.406	0.369	0.633
conservative	консервативті	0.615	0.316	0.788
conservatory	консерватория	0.635	0.240	0.729
conserve	сақтау	0.690	0.347	0.573
consider	қарастырыңыз	0.677	0.368	0.579
considerable	айтарлықтай	0.653	0.314	0.683
considerate	мұқият	0.781	0.380	0.633
consideration	қарастыру	0.589	0.380	0.687
consignee	жүк алушы	0.635	0.385	0.602
consignment	жүк жөнелту	0.490	0.440	0.500
consist	тұрады	0.823	0.386	0.580
consistency	келісу	0.714	0.500	0.887
consistent	дәйекті	0.786	0.431	0.726
consolation	жұбаныш	0.408	0.250	0.304
console	консоль	0.625	0.398	0.415
consoled	жұбанышты	0.700	0.343	0.452
consolidate	біріктіру	0.880	0.440	0.870
consolidated	шоғырландырылған	0.700	0.366	0.784
consolidation	біріктіру	0.604	0.445	0.776
consonant	үнсіздік	0.500	0.347	0.417
consort	консорциум	0.632	0.509	0.630
conspicuous	көрнекі	0.479	0.520	0.596
conspiracy	қыршын	0.125	0.787	0.652
conspirator	күзетші	0.271	0.786	0.707
conspire	келіседі	0.206	0.740	0.520
constable	тұрақсыз	0.573	0.667	0.764
constancy	тұрақтылық	0.786	0.443	0.763
constant	тұрақты	0.740	0.296	0.686
constantly	тұрақты	0.663	0.561	0.700
constellation	жұлдыздары	0.719	0.533	0.775
consternation	шатыстылық	0.167	0.680	0.469
constipation	іш қату	0.079	0.612	0.231
constituency	сайлау округі	0.500	0.480	0.696
constituent	құраушы	0.573	0.500	0.827
constituents	құрамдас бөліктер	0.573	0.414	0.833
constitute	құрайды	0.812	0.349	0.906
constitution	Конституция	0.590	0.380	0.889
constitutional	конституциялық	0.633	0.418	0.827
constitutionality	конституциялылық	0.612	0.439	0.853
constrain	шектеу	0.261	0.500	0.500
constrained	шектелген	0.135	0.537	0.357
constraint	шектеу	0.323	0.550	0.481
construct	салу	0.750	0.648	0.792
construction	құрылыс	0.848	0.612	0.759
constructive	сындарлы	0.860	0.570	0.812
construe	түсіндіру	0.602	0.519	0.553
consul	консул	0.573	0.354	0.688
consulate	консулдықтар	0.561	0.453	0.694
consult	кеңес алыңыз	0.755	0.370	0.441
consultant	кеңесші	0.770	0.344	0.808
consultation	кеңес беру	0.660	0.463	0.625
consume	тұтын	0.427	0.620	0.509
consumer	тұтынушы	0.507	0.551	0.677
consuming	тұтынушы	0.573	0.541	0.536
consummate	аяқталмаған	0.551	0.540	0.558
consummation	аяқтау	0.583	0.676	0.661
consumption	тұтыну	0.390	0.531	0.538
contact	байланыс	0.719	0.424	0.526
contagion	жұқтыру	0.208	0.630	0.535
contagious	жұқпалы	0.184	0.725	0.400
contain	құрамында	0.542	0.490	0.658
container	контейнер	0.551	0.396	0.561
containment	сақтау	0.411	0.491	0.618
contaminate	ластанған	0.140	0.611	0.426
contaminated	ластанған	0.040	0.500	0.368
contamination	ластануы	0.125	0.610	0.375
contemplate	ойлайды	0.740	0.347	0.642
contemplation	ойлау	0.552	0.324	0.627
contemplative	көзқарас	0.729	0.308	0.739
contemporaneous	бір мезгілде	0.640	0.373	0.591
contemporary	қазіргі заманғы	0.720	0.365	0.569
contempt	жек көрушілік	0.206	0.635	0.396
contemptible	жексұрын	0.146	0.657	0.471
contemptuous	қорлайтын	0.204	0.500	0.375
contend	күрес	0.510	0.657	0.731
contender	үміткер	0.480	0.790	0.681
contending	бәсекелестік	0.490	0.698	0.716
content	мазмұны	0.764	0.296	0.559
contented	қанағаттандырылды	0.857	0.612	0.746
contention	дау	0.375	0.510	0.738
contentious	даулы	0.422	0.573	0.637
contentment	қанағаттандыру	0.875	0.610	0.782
contents	мазмұны	0.656	0.375	0.550
contest	конкурс	0.667	0.698	0.717
contestant	қатысушы	0.760	0.530	0.602
context	контекст	0.531	0.300	0.553
contiguous	жалғасы	0.375	0.450	0.500
continence	тұрақтылық	0.450	0.396	0.469
continent	құрлық	0.551	0.373	0.833
continental	континентальды	0.486	0.350	0.755
contingency	төтенше	0.396	0.500	0.670
contingent	контингент	0.470	0.531	0.659
continual	тұрақты	0.500	0.423	0.685
continually	үнемі	0.646	0.438	0.698
continuance	жалғастыру	0.729	0.510	0.652
continuation	жалғастыру	0.615	0.470	0.566
continue	жалғастыру	0.630	0.427	0.612
continued	жалғасты	0.635	0.440	0.500
continuing	жалғастыру	0.667	0.500	0.520
continuity	үздіксіздік	0.781	0.439	0.684
continuous	үздіксіз	0.625	0.509	0.580
continuously	үздіксіз	0.719	0.417	0.702
continuum	континуалды	0.677	0.390	0.491
contour	контур	0.589	0.265	0.414
contraband	контрабанда	0.177	0.875	0.670
contraception	контрацепция	0.296	0.518	0.525
contract	шарт	0.594	0.412	0.636
contracted	келісім-шарт жасалды	0.344	0.557	0.449
contractile	шартты	0.480	0.586	0.569
