Word	Cebuano-ceb	Valence	Arousal	Dominance
conform	pagpahiuyon	0.479	0.380	0.375
conformance	pagpahiuyon	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	uyon	0.645	0.363	0.579
confound	malibog	0.347	0.529	0.333
confounded	gilibog	0.333	0.528	0.264
confront	atubang	0.281	0.760	0.746
confrontation	komprontasyon	0.177	0.870	0.658
confuse	kalibog	0.100	0.580	0.270
confused	naglibog	0.220	0.650	0.179
confusing	makalibog	0.229	0.690	0.222
confusion	kalibog	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	congenial	0.820	0.412	0.620
congenital	dali nga pagkatawo	0.448	0.434	0.427
congestion	pagkagun-ob	0.271	0.654	0.491
conglomerate	konglomerate	0.500	0.500	0.838
conglomeration	konglomerasyon	0.541	0.720	0.670
congrats	congrats	0.930	0.726	0.775
congratulate	pahalipay	0.927	0.724	0.784
congratulation	pagpahalipay	0.948	0.780	0.717
congratulations	gipahalipay	0.960	0.755	0.719
congratulatory	pahalipay	0.959	0.616	0.689
congregate	magtigum	0.653	0.530	0.733
congregation	kongregasyon	0.561	0.490	0.700
congress	kongreso	0.449	0.444	0.857
congressional	kongreso	0.552	0.491	0.848
congressman	kongresista	0.438	0.471	0.877
congruence	congruence	0.656	0.472	0.577
conic	conic	0.510	0.368	0.379
conical	conical	0.490	0.422	0.471
conjecture	panghunahuna	0.396	0.398	0.534
conjugal	conjugal	0.698	0.510	0.688
conjugate	conjugate	0.583	0.420	0.467
conjugation	conjugation	0.479	0.429	0.582
conjunction	pagkahiusa	0.520	0.472	0.509
conjunctive	conjunctive	0.487	0.444	0.639
conjure	pagpuyo	0.385	0.679	0.645
conjuring	conjuring	0.224	0.653	0.694
conk	conk	0.340	0.469	0.404
connect	pagkonektar	0.724	0.299	0.536
connected	konektado	0.816	0.550	0.612
connection	koneksyon	0.729	0.560	0.655
connective	sumpay	0.719	0.491	0.764
connoisseur	Siyentipiko	0.760	0.461	0.769
conquer	pagbuntog	0.694	0.873	0.971
conquering	pagbuntog	0.760	0.873	0.936
conqueror	tigdaug	0.604	0.809	0.930
conquest	pagsakop	0.710	0.702	0.833
conscience	konsensya	0.663	0.375	0.721
conscientious	makugihon	0.688	0.404	0.688
conscious	mahunahunaon	0.740	0.333	0.705
consciousness	panimuot	0.840	0.483	0.755
conscription	gikinahanglan	0.396	0.775	0.642
consecrated	gipahinungod	0.663	0.500	0.800
consecration	pagpahinungod	0.771	0.418	0.804
consecutive	sunod-sunod	0.663	0.418	0.643
consensual	consensual	0.663	0.417	0.655
consensus	consensus	0.627	0.358	0.625
consent	pagtugot	0.750	0.500	0.620
consenting	pag-uyon	0.727	0.406	0.693
consequence	nga sangputanan	0.240	0.721	0.593
consequent	resulta	0.663	0.471	0.625
conservation	konserbasyon	0.832	0.401	0.606
conservatism	conservatism	0.406	0.369	0.633
conservative	konserbatibo	0.615	0.316	0.788
conservatory	konserbatibo	0.635	0.240	0.729
conserve	pagtipig	0.690	0.347	0.573
consider	hunahunaa	0.677	0.368	0.579
considerable	igo	0.653	0.314	0.683
considerate	mahunahunaon	0.781	0.380	0.633
consideration	konsiderasyon	0.589	0.380	0.687
consignee	consignee	0.635	0.385	0.602
consignment	konsinyasyon	0.490	0.440	0.500
consist	naglangkob	0.823	0.386	0.580
consistency	pagkamakanunayon	0.714	0.500	0.887
consistent	makanunayon	0.786	0.431	0.726
consolation	paghupay	0.408	0.250	0.304
console	paghupay	0.625	0.398	0.415
consoled	nahupay	0.700	0.343	0.452
consolidate	pagkonsolida	0.880	0.440	0.870
consolidated	pagkonsolida	0.700	0.366	0.784
consolidation	pagkonsolida	0.604	0.445	0.776
consonant	konsonante	0.500	0.347	0.417
consort	consort	0.632	0.509	0.630
conspicuous	katingalahan	0.479	0.520	0.596
conspiracy	pagplano	0.125	0.787	0.652
conspirator	Nagplano	0.271	0.786	0.707
conspire	makigkunsabo	0.206	0.740	0.520
constable	pulis	0.573	0.667	0.764
constancy	makanunayon	0.786	0.443	0.763
constant	kanunay	0.740	0.296	0.686
constantly	kanunay	0.663	0.561	0.700
constellation	konstelasyon	0.719	0.533	0.775
consternation	kahadlok	0.167	0.680	0.469
constipation	constipation	0.079	0.612	0.231
constituency	konstitusyon	0.500	0.480	0.696
constituent	constituent	0.573	0.500	0.827
constituents	mga lumulupyo	0.573	0.414	0.833
constitute	naglangkob	0.812	0.349	0.906
constitution	konstitusyon	0.590	0.380	0.889
constitutional	konstitusyonal	0.633	0.418	0.827
constitutionality	konstitusyonalidad	0.612	0.439	0.853
constrain	pagpugong	0.261	0.500	0.500
constrained	napugos	0.135	0.537	0.357
constraint	pagpugong	0.323	0.550	0.481
construct	pagtukod	0.750	0.648	0.792
construction	pagtukod	0.848	0.612	0.759
constructive	mapuslanon	0.860	0.570	0.812
construe	paghunahuna	0.602	0.519	0.553
consul	konsul	0.573	0.354	0.688
consulate	konsulada	0.561	0.453	0.694
consult	konsulta	0.755	0.370	0.441
consultant	consultant	0.770	0.344	0.808
consultation	konsultasyon	0.660	0.463	0.625
consume	pagkonsumo	0.427	0.620	0.509
consumer	consumer	0.507	0.551	0.677
consuming	nagun-ob	0.573	0.541	0.536
consummate	hingpit	0.551	0.540	0.558
consummation	pagkahingpit	0.583	0.676	0.661
consumption	konsumo	0.390	0.531	0.538
contact	kontak	0.719	0.424	0.526
contagion	contagion	0.208	0.630	0.535
contagious	makatakod	0.184	0.725	0.400
contain	naglangkob	0.542	0.490	0.658
container	sudlanan	0.551	0.396	0.561
containment	pagpugong	0.411	0.491	0.618
contaminate	hugaw	0.140	0.611	0.426
contaminated	nahugawan	0.040	0.500	0.368
contamination	kontaminasyon	0.125	0.610	0.375
contemplate	hunahunaa	0.740	0.347	0.642
contemplation	pagpamalandong	0.552	0.324	0.627
contemplative	mapalandungon	0.729	0.308	0.739
contemporaneous	kadungan	0.640	0.373	0.591
contemporary	kapanahonan	0.720	0.365	0.569
contempt	pagtamay	0.206	0.635	0.396
contemptible	talamayon	0.146	0.657	0.471
contemptuous	nagatamay	0.204	0.500	0.375
contend	pakigbingkil	0.510	0.657	0.731
contender	contender	0.480	0.790	0.681
contending	away	0.490	0.698	0.716
content	kontento	0.764	0.296	0.559
contented	kontento	0.857	0.612	0.746
contention	panagbingkil	0.375	0.510	0.738
contentious	makiglalis	0.422	0.573	0.637
contentment	katagbawan	0.875	0.610	0.782
contents	mga sulod	0.656	0.375	0.550
contest	contest	0.667	0.698	0.717
contestant	contestant	0.760	0.530	0.602
context	konteksto	0.531	0.300	0.553
contiguous	nagkadugtong	0.375	0.450	0.500
continence	continence	0.450	0.396	0.469
continent	kontinente	0.551	0.373	0.833
continental	continental	0.486	0.350	0.755
contingency	dili kinahanglan	0.396	0.500	0.670
contingent	contingent	0.470	0.531	0.659
continual	padayon	0.500	0.423	0.685
continually	sa kanunay	0.646	0.438	0.698
continuance	pagpadayon	0.729	0.510	0.652
continuation	pagpadayon	0.615	0.470	0.566
continue	magpadayon	0.630	0.427	0.612
continued	nagpadayon	0.635	0.440	0.500
continuing	padayon	0.667	0.500	0.520
continuity	pagpadayon	0.781	0.439	0.684
continuous	padayon	0.625	0.509	0.580
continuously	padayon	0.719	0.417	0.702
continuum	continuum	0.677	0.390	0.491
contour	contour	0.589	0.265	0.414
contraband	kontrabando	0.177	0.875	0.670
contraception	contraception	0.296	0.518	0.525
contract	kontrata	0.594	0.412	0.636
contracted	gikontrata	0.344	0.557	0.449
contractile	kontrata	0.480	0.586	0.569
contracting	pagkontrata	0.594	0.490	0.769
contraction	pagkunhod	0.292	0.755	0.603
contractor	kontraktor	0.592	0.479	0.727
contradict	sukwahi	0.160	0.598	0.482
contradiction	panagsumpaki	0.250	0.660	0.377
contradictory	nagkasumpaki	0.365	0.651	0.421
contraption	contraption	0.448	0.590	0.491
contrary	sukwahi	0.327	0.449	0.338
contrast	pagtandi	0.480	0.406	0.520
contrasted	gitandi kini	0.521	0.538	0.491
contravene	kontra	0.357	0.618	0.472
contravention	away	0.344	0.627	0.593
contribute	makaamot	0.806	0.350	0.795
contribution	kontribusyon	0.854	0.452	0.760
contributor	kontribyutor	0.844	0.510	0.760
contrite	mahinulsulon	0.347	0.363	0.473
contrition	paghinulsol	0.347	0.583	0.463
contrived	gilunsad	0.408	0.530	0.458
control	pagkontrol	0.729	0.352	0.808
controller	controller	0.469	0.712	0.868
controlling	pagkontrol	0.490	0.441	0.885
controversial	kontrobersyal	0.271	0.858	0.538
controversy	kontrobersiya	0.250	0.819	0.600
contusion	pagsupak	0.167	0.565	0.509
conundrum	Poncinma	0.354	0.524	0.408
convalescent	makalipay	0.458	0.480	0.269
convection	kombeksyon	0.521	0.494	0.526
convene	magtigum	0.583	0.676	0.636
convenience	kasayon	0.781	0.448	0.613
conveniences	kahupayan	0.802	0.412	0.693
convenient	sayon	0.846	0.491	0.574
convent	kombento	0.480	0.217	0.594
convention	kombensiyon	0.622	0.622	0.704
conventional	conventional	0.594	0.292	0.634
converge	magtipon	0.635	0.471	0.539
convergence	pagtagbo	0.551	0.491	0.625
convergent	nagtipon	0.781	0.490	0.696
conversant	makinaadmanon	0.724	0.360	0.542
conversation	pagsinultihanay	0.750	0.510	0.609
conversational	panag-istoryahanay	0.719	0.431	0.596
conversationalist	conversationalist	0.719	0.467	0.667
converse	pakig-istorya	0.594	0.406	0.598
conversing	nakig-istorya	0.755	0.409	0.442
conversion	pagkakabig	0.480	0.605	0.736
convert	kinabig	0.551	0.538	0.704
converted	nakabig	0.663	0.418	0.686
convertible	mausab	0.542	0.529	0.717
convex	convex	0.438	0.427	0.445
convexity	convexity	0.449	0.354	0.484
convey	ipahayag	0.719	0.633	0.708
conveyance	pagdala	0.615	0.520	0.455
conveyancing	conveyancing	0.375	0.479	0.663
convict	convict	0.177	0.840	0.477
conviction	kombiksyon	0.615	0.704	0.826
convince	kombinsido	0.708	0.539	0.763
convinced	kombinsido	0.750	0.500	0.630
convincing	pagkombinsir	0.760	0.527	0.900
convocation	pagpundok	0.538	0.611	0.663
convoluted	nagkaguliyang	0.323	0.614	0.433
convolution	kombensyon	0.417	0.559	0.527
convoy	pagkonbikto	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	magluto	0.847	0.500	0.412
cookbook	cookbook	0.602	0.346	0.398
cooker	tigluto	0.592	0.373	0.407
cookery	pagluto	0.633	0.368	0.345
cookie	cookie	0.792	0.306	0.250
cookies	cookies	0.823	0.451	0.316
cooking	pagluto	0.694	0.510	0.434
cookout	cookout	0.680	0.406	0.482
cool	bugnaw	0.885	0.540	0.781
coolant	coolant	0.720	0.412	0.456
cooler	bugnaw	0.664	0.375	0.460
cooling	makapabugnaw	0.469	0.324	0.392
coolness	katugnaw	0.490	0.307	0.548
coon	coon	0.490	0.460	0.400
coop	coop	0.612	0.445	0.650
cooperate	magtinabangay	0.898	0.451	0.582
cooperating	pag-kooperar	0.760	0.390	0.693
cooperation	pagtinabangay	0.847	0.473	0.686
cooperative	kooperatiba	0.816	0.461	0.670
coordinate	coordinate	0.698	0.429	0.694
coordination	koordinasyon	0.677	0.454	0.789
coordinator	coordinator	0.750	0.510	0.850
cop	pulis	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	pagsagubang	0.592	0.647	0.709
copier	copier	0.459	0.345	0.390
copilot	copilot	0.640	0.538	0.573
coping	pagsagubang	0.562	0.630	0.613
copious	daghan kaayo	0.427	0.462	0.527
copper	tumbaga	0.580	0.260	0.500
copter	copter	0.571	0.704	0.569
copy	kopya	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	pagkopya	0.448	0.315	0.404
copyright	copyright	0.458	0.402	0.663
coral	coral	0.802	0.231	0.425
coral snake	coral nga bitin	0.276	0.712	0.607
cord	cord	0.388	0.378	0.358
cordial	cordial	0.823	0.312	0.482
cordless	cordless	0.667	0.441	0.528
cordon	cordon	0.469	0.317	0.380
corduroy	corduroy	0.570	0.324	0.357
core	core	0.721	0.378	0.540
cork	cork	0.347	0.250	0.281
corkscrew	corkscrew	0.427	0.443	0.445
corn	mais	0.594	0.196	0.292
cornball	cornball	0.479	0.378	0.325
cornbread	cornbread	0.643	0.304	0.302
cornea	cornea	0.521	0.346	0.443
corned	corned	0.459	0.441	0.425
corner	sulud	0.400	0.296	0.366
cornerstone	cornerstone	0.550	0.388	0.596
cornet	cornet	0.507	0.520	0.415
cornfield	cornfield	0.719	0.310	0.349
cornflakes	cornflakes	0.729	0.346	0.355
cornice	cornice	0.458	0.441	0.295
cornstarch	cornstarch	0.643	0.299	0.337
corny	corny	0.448	0.370	0.221
corollary	corollary	0.458	0.469	0.366
corona	Corona	0.818	0.439	0.745
coronary	coronary	0.567	0.613	0.509
coronation	koronasyon	0.792	0.592	0.836
coroner	coroner	0.323	0.558	0.526
corporal	korporal	0.582	0.490	0.596
corporate	korporasyon	0.592	0.454	0.745
corporation	korporasyon	0.429	0.332	0.873
corporeal	corporeal	0.520	0.350	0.461
corps	corps	0.551	0.453	0.483
corpse	patay nga lawas	0.094	0.657	0.232
corpsman	corpsman	0.439	0.469	0.651
corpus	corpus	0.543	0.340	0.490
corral	corral	0.606	0.662	0.422
correct	husto	0.857	0.306	0.723
correction	pagtul-id	0.448	0.485	0.558
correctional	husto	0.292	0.713	0.602
corrective	pagtul-id	0.448	0.528	0.613
correctness	pagkorihir	0.796	0.450	0.649
correlation	correlation	0.596	0.462	0.571
correlative	kaangayan	0.510	0.402	0.571
correspond	managsama	0.710	0.452	0.545
correspondence	sulat	0.663	0.423	0.491
correspondent	correspondent	0.573	0.565	0.712
corresponding	katugbang	0.740	0.423	0.618
corridor	koridor	0.604	0.589	0.592
corroborate	pagsalig	0.671	0.471	0.616
corroboration	pagsuporta	0.625	0.431	0.733
corrosion	kakapoy	0.156	0.610	0.348
corrosive	makadaut	0.140	0.618	0.570
corrupt	dunot	0.020	0.806	0.500
corrupting	makadaot	0.062	0.804	0.380
corruption	korapsyon	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	corset	0.490	0.520	0.381
cortex	cortex	0.594	0.439	0.529
cortical	cortical	0.380	0.423	0.536
cortisone	cortisone	0.427	0.395	0.456
corvette	corvette	0.551	0.520	0.598
cosmetic	kosmetiko	0.625	0.304	0.308
cosmetics	mga kosmetiko	0.765	0.464	0.472
cosmic	kosmiko	0.663	0.538	0.692
cosmology	kosmolohiya	0.651	0.438	0.637
cosmopolitan	kosmopolita	0.823	0.510	0.760
cosmos	kosmos	0.860	0.478	0.664
cost	gasto	0.365	0.420	0.439
costly	mahal nga	0.316	0.650	0.642
costume	costume	0.548	0.510	0.374
cosy	komportable	0.847	0.255	0.518
cot	cot	0.625	0.230	0.278
cote	cote	0.439	0.344	0.324
cottage	cottage	0.600	0.279	0.361
cotton	gapas	0.639	0.071	0.240
couch	higdaanan	0.594	0.082	0.198
cougar	cougar	0.438	0.588	0.538
cough	ubo	0.255	0.627	0.241
council	konseho	0.875	0.279	0.635
councilman	konsehal	0.531	0.367	0.793
counsel	tambag	0.594	0.519	0.730
counseling	pagtambag	0.667	0.480	0.704
counsellor	magtatambag	0.823	0.327	0.740
counselor	magtatambag	0.873	0.365	0.706
count	ihap	0.594	0.389	0.492
countdown	pag-ihap	0.438	0.692	0.490
countenance	panagway	0.635	0.440	0.690
counter	counter	0.439	0.478	0.750
counteract	pagsumpo	0.378	0.542	0.688
counterattack	counterattack	0.281	0.951	0.764
counterbalance	pagbaligya	0.520	0.480	0.627
counterclaim	pagbalibad	0.398	0.760	0.651
counterfeit	peke	0.094	0.694	0.451
counterpart	katugbang	0.448	0.608	0.577
counterpoint	counterpoint	0.438	0.509	0.538
countess	pagpangasawa	0.562	0.440	0.670
countless	dili maihap	0.520	0.566	0.534
country	nasud	0.698	0.394	0.693
countryman	countryman	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	bukid	0.732	0.288	0.327
counts	importante	0.343	0.373	0.500
county	county	0.479	0.368	0.545
coup	kudeta	0.275	0.815	0.607
coupe	coupe	0.479	0.460	0.482
couple	magtiayon	0.806	0.605	0.607
coupled	inubanan	0.612	0.286	0.650
coupling	pagkabit	0.594	0.479	0.555
coupon	kupon	0.704	0.300	0.421
courage	kaisog	0.830	0.728	0.849
courageous	maisugon	0.918	0.587	0.879
courier	kuryente	0.551	0.383	0.441
courses	mga kurso	0.735	0.412	0.534
coursing	paghangyo	0.542	0.472	0.546
court	korte	0.479	0.769	0.827
courteous	matinahuron	0.937	0.396	0.529
courtesy	maayong kabubut-on	0.927	0.287	0.431
courthouse	pasidungog	0.571	0.503	0.818
courtroom	lawak sa korte	0.385	0.670	0.887
courts	korte	0.367	0.710	0.816
courtship	panaghigugmaay	0.667	0.490	0.654
courtside	sa korte	0.592	0.391	0.434
courtyard	nataran	0.503	0.365	0.355
cousin	ig-agaw	0.675	0.394	0.427
cousins	ig-agaw	0.760	0.409	0.464
cove	cove	0.500	0.304	0.370
coven	pakigsaad	0.458	0.578	0.591
covenant	pakigsaad	0.594	0.462	0.667
cover	tabon	0.365	0.240	0.471
coverage	coverage	0.767	0.413	0.629
covered	gitabunan	0.562	0.340	0.644
covering	pagtabon	0.615	0.382	0.583
covert	tago	0.500	0.570	0.508
covet	kaibog	0.302	0.779	0.524
coveted	gitinguha	0.661	0.730	0.625
cow	baka	0.449	0.230	0.300
coward	talawan	0.102	0.490	0.149
cowardice	pagkatalawan	0.133	0.621	0.167
cowardly	tinalawan	0.102	0.385	0.127
cowboy	cowboy	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	cowhand	0.438	0.480	0.596
cowhide	cowhide	0.458	0.324	0.333
cowl	cowl	0.427	0.450	0.232
coworker	kauban sa trabaho	0.667	0.490	0.625
coy	coy	0.347	0.330	0.213
coyote	coyote	0.459	0.471	0.387
cozy	komportable	0.910	0.356	0.545
crab	crab	0.421	0.396	0.330
crabby	crabby	0.198	0.812	0.370
crack	liki	0.302	0.625	0.400
cracked	naglihok	0.224	0.520	0.228
cracker	cracker	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	pag-crack	0.327	0.557	0.286
crackle	crackle	0.327	0.643	0.481
crackpot	crackpot	0.260	0.602	0.245
cradle	duyan	0.776	0.194	0.333
craft	craft	0.760	0.321	0.539
crafts	kultura	0.667	0.380	0.391
craftsman	artista	0.719	0.310	0.583
craftsmanship	pagkulit	0.823	0.373	0.571
crafty	malimbongon	0.589	0.679	0.783
craig	craig	0.448	0.449	0.490
cram	cram	0.354	0.730	0.598
crammed	nahuman	0.406	0.740	0.466
cramp	cramp	0.194	0.796	0.340
cramped	hagip	0.240	0.567	0.360
cranberry	cranberry	0.793	0.330	0.363
cranberry juice	cranberry juice	0.622	0.321	0.281
crane	makinang igsasakwat	0.396	0.417	0.589
cranial	cranial	0.354	0.510	0.583
cranium	cranium	0.439	0.491	0.725
crank	tipik	0.448	0.275	0.417
cranky	grabe	0.194	0.776	0.396
cranny	cranny	0.194	0.471	0.250
crap	crap	0.083	0.644	0.167
crappy	crappy	0.039	0.582	0.208
craps	craps	0.375	0.420	0.273
crash	nahagsa	0.194	0.906	0.355
crass	crass	0.223	0.490	0.466
crate	crate	0.427	0.173	0.274
crater	crater	0.450	0.647	0.529
crave	Mangandoy	0.625	0.510	0.731
craving	pangandoy	0.510	0.755	0.636
crawfish	crawfish	0.510	0.427	0.342
crawl	magkamang	0.479	0.519	0.467
crayon	krayola	0.604	0.260	0.185
crayons	mga krayola	0.684	0.366	0.405
craze	pagkalibang	0.255	0.657	0.435
crazed	crazed	0.153	0.877	0.417
craziness	craziness	0.238	0.908	0.255
crazy	buang	0.156	0.843	0.321
creak	ambak	0.344	0.670	0.411
creaking	naglihok	0.302	0.743	0.415
cream	cream	0.688	0.259	0.220
creamed	creed	0.723	0.273	0.288
creamer	creamer	0.594	0.192	0.269
creamy	creamy	0.823	0.337	0.345
crease	tuyok	0.440	0.286	0.300
create	paghimo	0.786	0.588	0.789
creation	paglalang	0.927	0.575	0.868
creative	mamugnaon	0.917	0.518	0.788
creativity	pagkamamugnaon	0.938	0.684	0.815
creator	Magbubuhat	0.865	0.592	0.856
creature	binuhat	0.669	0.625	0.620
credence	pagtoo	0.760	0.460	0.737
credential	kredensyal	0.735	0.337	0.597
credentials	mga kredensyal	0.708	0.373	0.675
credibility	kredibilidad	0.875	0.427	0.809
credible	katuohan	0.917	0.441	0.750
credit	credit	0.673	0.549	0.648
credit card	credit card	0.670	0.550	0.640
creditable	NO TRANSLATION	0.802	0.510	0.742
credited	gipasidunggan	0.781	0.390	0.691
crediting	pag-crediting	0.673	0.550	0.741
creditor	tigpautang	0.479	0.594	0.689
creed	kredo	0.573	0.245	0.544
creek	sapa	0.552	0.392	0.330
creep	kilabutan	0.354	0.647	0.361
creeper	makagagahum	0.429	0.558	0.366
creeping	nagakamang	0.292	0.613	0.282
creepy	katawa	0.125	0.861	0.373
cremation	pagsunog	0.084	0.620	0.420
creole	creole	0.667	0.357	0.523
crepe	crepe	0.562	0.224	0.349
crescendo	crescendo	0.760	0.575	0.594
crescent	crescent	0.698	0.382	0.407
crest	lapaw	0.458	0.333	0.333
crestfallen	crestfallen	0.235	0.346	0.175
cretin	cretin	0.265	0.583	0.312
cretins	cretins	0.094	0.741	0.328
crevice	pag-agas	0.361	0.471	0.275
crew	crew	0.604	0.598	0.735
crewman	crewman	0.602	0.580	0.548
crib	crib	0.653	0.240	0.407
cricket	gangis	0.423	0.539	0.370
cried	misinggit	0.167	0.612	0.254
crime	krimen	0.071	0.943	0.630
criminal	kriminal	0.021	0.830	0.529
criminality	kriminalidad	0.122	0.863	0.580
crimp	crimp	0.260	0.557	0.396
crimson	mapula	0.667	0.385	0.370
cringe	managpasakup	0.245	0.840	0.377
cripple	bakol	0.094	0.392	0.161
crippled	baldado	0.035	0.358	0.236
crippling	bakol	0.156	0.598	0.391
crisis	krisis	0.208	0.811	0.431
crisp	malipayon	0.776	0.692	0.508
crispy	crispy	0.656	0.550	0.509
criterion	sukdanan	0.396	0.410	0.736
critic	kritiko	0.264	0.604	0.686
critical	kritikal	0.312	0.802	0.545
criticise	pagsaway	0.073	0.700	0.452
criticism	pagsaway	0.115	0.563	0.505
criticize	pagsaway	0.143	0.708	0.473
criticized	gisaway	0.240	0.600	0.311
critique	pagsaway	0.302	0.760	0.537
critter	critter	0.542	0.539	0.482
croak	croak	0.337	0.346	0.298
croc	croc	0.327	0.452	0.451
crock	crock	0.385	0.412	0.421
crockery	crockery	0.552	0.216	0.327
crocodile	buaya	0.344	0.708	0.610
croft	croft	0.531	0.429	0.421
croissant	croissant	0.745	0.330	0.430
crook	crook	0.171	0.765	0.550
crooked	baliko	0.146	0.594	0.305
crop	pagpananom	0.615	0.260	0.500
croquet	croquet	0.551	0.519	0.407
cross	krus	0.448	0.321	0.569
cross country	krus nga nasud	0.531	0.441	0.529
crossbow	crossbow	0.344	0.598	0.560
crossed	mitabok	0.431	0.490	0.508
crossfire	crossfire	0.316	0.896	0.722
crossing	pagtabok	0.549	0.349	0.451
crossover	crossover	0.559	0.550	0.500
crosswalk	crosswalk	0.557	0.441	0.380
crossword	crossword	0.611	0.423	0.455
crotch	crotch	0.521	0.637	0.447
crouch	nagsubo	0.281	0.606	0.312
crouched	nanglubog	0.333	0.363	0.279
crouching	nagguyod	0.261	0.429	0.345
croupier	croupier	0.531	0.519	0.404
crow	uwak	0.224	0.439	0.363
crowbar	crowbar	0.406	0.531	0.386
crowd	panon sa katawhan	0.350	0.827	0.731
crowded	daghang tawo	0.694	0.286	0.585
crowds	mga panon sa katawhan	0.469	0.723	0.806
crown	korona	0.708	0.572	0.737
