Word	Slovak-sk	Valence	Arousal	Dominance
facet	aspekt	0.667	0.324	0.382
facial	tvárový	0.594	0.429	0.433
facile	NO TRANSLATION	0.740	0.264	0.307
facilitate	uľahčiť	0.812	0.333	0.509
facility	zariadenie	0.625	0.500	0.654
facing	obloženie	0.604	0.406	0.550
facsimile	faksimile	0.490	0.500	0.543
fact	skutočnosť	0.683	0.333	0.618
faction	frakcie	0.469	0.430	0.448
factor	faktor	0.635	0.365	0.678
factory	továreň	0.500	0.500	0.683
facts	fakty	0.688	0.471	0.693
factual	vecný	0.656	0.440	0.545
faculties	fakultách	0.643	0.431	0.760
faculty	fakulta	0.615	0.412	0.732
fad	bláznivý nápad	0.663	0.520	0.570
fade	zvädnúť	0.354	0.333	0.245
faded	vyblednutý	0.302	0.275	0.194
faeces	fekálie	0.184	0.476	0.175
fag	teploš	0.122	0.653	0.331
faggot	teploš	0.219	0.643	0.292
fail	zlyhať	0.177	0.578	0.154
failing	nedostatok	0.125	0.490	0.268
failure	zlyhanie	0.167	0.575	0.139
fain	NO TRANSLATION	0.479	0.417	0.426
faint	slabý	0.063	0.429	0.167
fainting	mdloby	0.333	0.510	0.214
fair	fér	0.812	0.557	0.643
fairly	spravodlivo	0.790	0.406	0.750
fairness	férovosť	0.740	0.317	0.552
fairway	hracie pole	0.541	0.510	0.500
fairy	víla	0.776	0.408	0.413
faith	viera	0.833	0.220	0.763
faithful	verný	0.888	0.333	0.627
faithfulness	vernosť	0.833	0.426	0.602
faithless	neverný	0.102	0.683	0.304
fake	falzifikát	0.073	0.554	0.268
faker	podvodník	0.245	0.630	0.480
falafel	falafel	0.560	0.402	0.351
falcon	sokol	0.557	0.580	0.678
fall	spadnúť	0.177	0.657	0.221
fallacious	klamný	0.271	0.587	0.390
fallacy	klam	0.112	0.561	0.430
fallback	fallback	0.458	0.358	0.508
fallible	omylní	0.365	0.537	0.402
falling	padajúce	0.202	0.716	0.306
fallopian	vajcovodu	0.297	0.390	0.464
fallout	spad	0.428	0.356	0.373
fallow	ležiaca ladom	0.375	0.368	0.464
false	FALSE	0.120	0.404	0.240
falsehood	lož	0.031	0.625	0.384
falsely	falošne	0.083	0.480	0.265
falsification	falzifikát	0.173	0.720	0.490
falsified	sfalšované	0.042	0.630	0.306
falsify	falšovať	0.115	0.657	0.409
falsity	nepravda	0.120	0.689	0.186
falter	slabnúť	0.421	0.650	0.346
fame	sláva	0.896	0.755	0.852
famed	slávny	0.878	0.750	0.819
familiar	oboznameny	0.906	0.330	0.615
familiarity	oboznámenosť	0.854	0.346	0.616
familiarize	oboznámiť	0.760	0.365	0.654
family	rodina	0.968	0.383	0.643
familytime	rodinný čas	0.939	0.420	0.679
famine	hladomor	0.163	0.679	0.310
famished	vyhladovaný	0.177	0.654	0.282
famous	preslávený	0.916	0.775	0.882
famously	slávne	0.856	0.765	0.787
fan	ventilátor	0.781	0.429	0.357
fanatic	fanatik	0.573	0.780	0.629
fanatical	fanatický	0.555	0.830	0.714
fanaticism	fanatizmus	0.292	0.896	0.566
fanciful	bizarné	0.677	0.592	0.342
fancy	ozdobný	0.854	0.673	0.534
fandango	fandango	0.490	0.591	0.429
fanfare	fanfára	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	tesáky	0.286	0.598	0.434
fanning	fénovaní	0.615	0.330	0.236
fantasia	snivý hudobné kompozície	0.898	0.694	0.436
fantasize	sníva	0.771	0.660	0.356
fantastic	fantastický	0.969	0.696	0.831
fantasy	fantázie	0.880	0.627	0.474
faraway	ďaleko	0.365	0.356	0.285
farce	fraška	0.265	0.667	0.246
farcical	absurdné	0.406	0.481	0.259
fare	cestovné	0.490	0.425	0.645
farewell	rozlúčka	0.130	0.500	0.591
farm	farma	0.781	0.327	0.297
farmer	poľnohospodár	0.677	0.432	0.464
farmhouse	statok	0.690	0.330	0.444
farming	poľnohospodárstva	0.580	0.414	0.568
farmland	poľného	0.729	0.363	0.509
faro	faro	0.544	0.349	0.357
fart	prd	0.194	0.439	0.264
farther	ďalej	0.418	0.500	0.430
fascia	fascia	0.480	0.366	0.356
fascinate	fascinovať	0.854	0.683	0.802
fascinated	okúzlený	0.812	0.714	0.788
fascinating	fascinujúce	0.979	0.817	0.784
fascination	okúzlenie	0.885	0.773	0.835
fascism	fašizmus	0.104	0.740	0.695
fascist	fašista	0.200	0.755	0.527
fashion	móda	0.827	0.616	0.589
fashionable	módne	0.750	0.510	0.605
fastball	fastball	0.688	0.679	0.575
fasten	pripevniť	0.458	0.585	0.529
fastener	sponka	0.577	0.377	0.491
fastening	zapínanie	0.594	0.473	0.554
fasting	pôst	0.388	0.370	0.394
fat	tuk	0.198	0.353	0.237
fatal	smrteľný	0.061	0.775	0.509
fatalism	fatalizmus	0.208	0.694	0.631
fatality	osudovosť	0.062	0.798	0.595
fate	osud	0.571	0.479	0.712
fated	osudný	0.582	0.472	0.692
fateful	osudný	0.290	0.583	0.402
fathead	zabedněnec	0.296	0.527	0.463
father	otec	0.812	0.333	0.824
fatherhood	otcovstva	0.885	0.519	0.682
fatherland	otčina	0.729	0.469	0.778
fatherly	otcovský	0.865	0.363	0.712
fathom	siah	0.520	0.410	0.523
fatigue	únava	0.173	0.378	0.265
fatigued	vyčerpaný	0.146	0.433	0.245
fatso	Tlsťoch	0.286	0.394	0.336
fatten	pribrať	0.375	0.549	0.363
fatty	mastný	0.286	0.361	0.325
faucet	kohútik	0.427	0.278	0.356
fault	porucha	0.188	0.558	0.184
faultless	bezvadný	0.792	0.500	0.741
faulty	chybný	0.184	0.520	0.378
faun	Faun	0.490	0.303	0.376
fauna	fauna	0.646	0.346	0.404
faux	faux	0.291	0.490	0.204
favor	priazeň	0.812	0.308	0.519
favorable	priaznivý	0.952	0.380	0.788
favorite	najobľúbenejšie	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	protekcionárstvu	0.582	0.559	0.658
fawn	kolouch	0.626	0.360	0.284
fax	fax	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	strach	0.073	0.840	0.293
feared	obával	0.240	0.733	0.509
fearful	strašný	0.083	0.482	0.278
fearfully	strašne	0.112	0.567	0.271
fearing	báť	0.125	0.566	0.256
fearless	Nebojácny	0.810	0.806	0.760
fears	obavy	0.061	0.821	0.306
fearsome	děsný	0.115	0.900	0.586
feasibility	uskutočniteľnosť	0.653	0.490	0.741
feasible	uskutočniteľný	0.694	0.388	0.611
feast	hody	0.979	0.724	0.680
feat	výkon	0.750	0.706	0.849
feather	perie	0.677	0.208	0.144
feathered	osrstené	0.438	0.288	0.214
feature	vlastnosť	0.667	0.314	0.679
features	Vlastnosti	0.667	0.433	0.509
febrile	spôsobený horúčkou	0.429	0.578	0.414
fecal	fekálne	0.255	0.528	0.213
feces	výkaly	0.240	0.407	0.307
fecundity	úrodnosť	0.688	0.591	0.683
fed	Fed	0.602	0.370	0.482
federal	federálnej	0.530	0.459	0.859
federation	federácie	0.633	0.354	0.763
fedup	NO TRANSLATION	0.327	0.500	0.352
fee	poplatok	0.354	0.386	0.556
feeble	slabý	0.157	0.280	0.109
feed	krmivo	0.812	0.429	0.739
feedback	spätná väzba	0.622	0.557	0.645
feeder	feeder	0.604	0.452	0.713
feel	cítiť	0.802	0.602	0.596
feelgood	cítiť sa dobre	0.990	0.441	0.621
feeling	pocit	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	chodidlá	0.510	0.240	0.292
feign	predstierať	0.340	0.394	0.356
feigned	predstieraný	0.173	0.602	0.333
feisty	Feisty	0.592	0.853	0.789
felicity	šťastie	0.913	0.704	0.793
feline	mačkovitá	0.615	0.745	0.509
fell	klesol	0.255	0.462	0.250
feller	chlapík	0.406	0.622	0.617
fellow	chlapík	0.745	0.298	0.570
fellowship	priateľstvo	0.900	0.429	0.778
felon	zločinec	0.111	0.898	0.455
felony	zločin	0.206	0.808	0.472
felt	plsť	0.643	0.417	0.566
female	Žena	0.857	0.520	0.625
feminine	ženský	0.802	0.520	0.394
femininity	ženskosť	0.750	0.479	0.451
feminism	feminizmus	0.541	0.570	0.636
feminist	feminista	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	stehenné	0.417	0.324	0.566
femur	stehennú kosť	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	plot	0.500	0.198	0.398
fenced	ohradený	0.323	0.430	0.429
fencing	oplotenie	0.542	0.654	0.539
fend	odraziť	0.646	0.731	0.537
fender	blatník	0.369	0.459	0.476
fennel	fenikel	0.573	0.277	0.389
ferment	kvas	0.375	0.531	0.418
fermentation	kvasenie	0.420	0.567	0.473
fern	papraď	0.602	0.240	0.290
ferocious	zúrivý	0.167	0.915	0.776
ferocity	zúrivosť	0.235	0.906	0.746
ferret	fretka	0.385	0.391	0.398
ferry	trajekt	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	úrodný	0.888	0.408	0.704
fertility	plodnosť	0.885	0.529	0.726
fertilize	oplodniť	0.708	0.443	0.542
fertilizer	umelé hnojivo	0.438	0.463	0.565
fervent	vriacej	0.646	0.632	0.773
fervor	zápal	0.573	0.769	0.651
fess	FESS	0.395	0.420	0.370
fest	fest	0.704	0.574	0.402
festival	festival	0.870	0.706	0.714
festive	slávnostné	0.854	0.740	0.764
fetal	fetálny	0.388	0.308	0.364
fetch	vyzdvihnúť	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	fetiš	0.307	0.706	0.500
fetus	zárodok	0.479	0.519	0.395
feud	zvar	0.146	0.796	0.312
feudal	feudálnej	0.367	0.370	0.610
feudalism	feudalizmus	0.229	0.465	0.607
fever	horúčka	0.194	0.674	0.364
feverish	Horečný	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	fiasko	0.167	0.600	0.200
fiat	fiat	0.520	0.418	0.446
fib	nevinná lož	0.438	0.510	0.361
fiber	vlákno	0.719	0.284	0.390
fiberglass	laminát	0.451	0.451	0.443
fibrosis	fibróza	0.160	0.469	0.546
fibrous	vláknový	0.480	0.441	0.464
fickle	nestály	0.406	0.481	0.346
fiction	beletrie	0.438	0.657	0.441
fictional	vymyslený	0.430	0.490	0.340
fictitious	fiktívne	0.224	0.444	0.293
fiddle	husle	0.571	0.449	0.391
fiddler	huslista	0.615	0.580	0.500
fidelity	vernosť	0.765	0.580	0.709
fidgety	neposedný	0.229	0.786	0.351
fiduciary	dôverník	0.375	0.400	0.509
field	lúka	0.640	0.380	0.336
field hockey	hokej v teréne	0.602	0.786	0.518
fielder	Fielder	0.583	0.378	0.415
fiend	zloduch	0.146	0.903	0.608
fiendish	diabolský	0.167	0.846	0.591
fierce	divoký	0.281	0.877	0.759
fiery	ohnivý	0.418	0.850	0.721
fiesta	slávnosť	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	pätnásť	0.490	0.290	0.443
fifty	päťdesiat	0.571	0.368	0.439
fig	figa	0.573	0.390	0.339
fight	boj	0.531	0.868	0.809
fighter	bojovník	0.637	0.760	0.898
fighting	bojovanie	0.292	0.885	0.783
fights	bojuje	0.070	0.920	0.712
figment	výmysel	0.552	0.316	0.533
figurative	obrazný	0.479	0.450	0.634
figure	figúra	0.688	0.328	0.509
figurine	figurína	0.760	0.283	0.258
filament	vlákno	0.510	0.452	0.377
filamentous	vláknité	0.531	0.480	0.516
file	súbor	0.480	0.316	0.463
filet	filé	0.615	0.392	0.291
filibuster	mariť	0.271	0.714	0.508
filigree	filigrán	0.576	0.408	0.514
filing	podania	0.620	0.420	0.700
filings	piliny	0.323	0.412	0.340
fill	vyplniť	0.729	0.449	0.637
filler	plnivo	0.531	0.347	0.529
fillet	rezeň	0.745	0.415	0.378
filling	plniaci	0.510	0.382	0.525
filly	klisnička	0.479	0.564	0.519
film	film	0.823	0.491	0.566
filmmaker	filmár	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	filter	0.440	0.296	0.260
filth	špina	0.194	0.592	0.319
filthy	špinavý	0.115	0.714	0.321
filtration	filtrácia	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	finálny	0.276	0.575	0.508
finale	finále	0.406	0.330	0.468
finalist	finalistka	0.833	0.686	0.736
finality	konečnosť	0.615	0.368	0.627
finalize	dokončiť	0.556	0.550	0.578
finalized	dokončené	0.245	0.210	0.608
finally	konečne	0.583	0.433	0.465
finance	financie	0.753	0.431	0.843
financial	finančné	0.667	0.500	0.722
financier	finančník	0.602	0.500	0.778
finch	pinka	0.438	0.444	0.358
find	Nájsť	0.774	0.555	0.580
finder	nálezcu	0.360	0.550	0.630
finding	nález	0.796	0.469	0.664
fine	pokuta	0.823	0.240	0.647
finery	nádhera	0.562	0.479	0.636
finesse	šikovnosť	0.740	0.387	0.412
finger	prst	0.321	0.264	0.291
fingernail	necht	0.418	0.415	0.153
fingerprint	odtlačok	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	skončiť	0.471	0.429	0.545
finished	hotový	0.510	0.387	0.570
finite	konečný	0.384	0.347	0.293
fink	zradiť	0.410	0.514	0.439
fir	jedľa	0.521	0.275	0.306
fire	požiarne	0.380	0.804	0.635
firearm	strelná zbraň	0.086	0.943	0.864
firearms	strelné zbrane	0.220	0.943	0.821
fireball	ohnivá guľa	0.302	0.777	0.664
firecracker	žabky	0.474	0.741	0.434
firefight	prestrelka	0.153	0.920	0.664
firefighter	hasič	0.637	0.770	0.773
firefly	svätojánska muška	0.622	0.410	0.363
firehouse	požiarnej zbrojnice	0.594	0.689	0.627
firelight	ohňa	0.677	0.504	0.639
fireman	hasič	0.583	0.745	0.755
fireplace	ohnisko	0.667	0.380	0.417
firepower	palebná sila	0.375	0.941	0.810
fireproof	ohňovzdorný	0.684	0.679	0.723
fireside	domáci krb	0.684	0.377	0.394
firestorm	Firestorm	0.180	0.929	0.766
firewall	POŽARNE DVERE	0.485	0.602	0.629
firewood	palivové drevo	0.520	0.348	0.263
firework	ohňostroj	0.786	0.904	0.593
fireworks	ohňostroj	0.735	0.863	0.579
firing	streľba	0.188	0.931	0.803
firm	firma	0.635	0.380	0.728
firmament	obloha	0.750	0.407	0.660
firmly	pevne	0.786	0.510	0.777
firmness	pevnosť	0.823	0.479	0.939
first	najprv	0.625	0.500	0.788
firstborn	prvorodený	0.786	0.490	0.695
firstworldprobs	NO TRANSLATION	0.458	0.612	0.483
fiscal	fiškálne	0.500	0.582	0.845
fish	ryby	0.510	0.280	0.250
fisherman	rybár	0.656	0.461	0.546
fishery	rybárstvo	0.574	0.503	0.519
fishing	rybárčenie	0.677	0.283	0.405
fishing boat	rybarska lod	0.521	0.403	0.627
fishy	rybie	0.224	0.601	0.471
fissile	štiepny	0.333	0.490	0.380
fission	štiepenie	0.386	0.500	0.567
fissure	štrbina	0.333	0.510	0.431
fist	päsť	0.333	0.686	0.481
fistfight	päsťový súboj	0.208	0.902	0.543
fistful	Fistful	0.500	0.509	0.500
fistula	fistula	0.312	0.481	0.330
fit	fit	0.604	0.450	0.632
fitness	vhodnosť	0.875	0.529	0.810
fits	pasuje	0.571	0.363	0.580
fitted	vybavená	0.507	0.404	0.673
fitting	vybavenie	0.612	0.441	0.638
fittings	kovanie	0.531	0.404	0.409
five	päť	0.510	0.221	0.298
fiver	päťka	0.458	0.469	0.517
fix	opraviť	0.760	0.538	0.519
fixable	opraviteľný	0.724	0.470	0.645
fixation	fixácia	0.562	0.459	0.655
fixed	fixné	0.684	0.167	0.509
fixer	nastavovač	0.633	0.375	0.606
fixture	upínač	0.663	0.216	0.409
fixtures	inštalácia	0.643	0.330	0.370
fizz	šumieť	0.459	0.708	0.349
fjord	fjord	0.510	0.404	0.463
flabbergast	ohromiť	0.480	0.679	0.547
flabbergasted	ohromený	0.312	0.802	0.342
flabby	ochabnutý	0.292	0.358	0.250
flaccid	zvädnutý	0.156	0.400	0.151
flag	vlajka	0.592	0.378	0.536
flagging	oslabovanie	0.521	0.519	0.509
flagpole	stožiar	0.500	0.394	0.458
flagrant	flagrantní	0.286	0.673	0.455
flagship	vlajková loď	0.592	0.587	0.703
flagstaff	stožiar	0.520	0.517	0.500
flair	tušenie	0.775	0.471	0.676
flak	flak	0.390	0.600	0.600
flake	vločka	0.385	0.388	0.289
flaky	vločkovitý	0.363	0.509	0.279
flamboyant	okázalý	0.615	0.794	0.705
flame	plameň	0.448	0.574	0.615
flamethrower	plameňomet	0.160	0.882	0.683
flaming	horiace	0.406	0.645	0.558
flamingo	plameniak	0.667	0.451	0.482
flammable	horľavý	0.216	0.800	0.715
flan	torta	0.604	0.304	0.198
flange	príruba	0.500	0.306	0.390
flank	bok	0.448	0.458	0.443
flanked	lemovaný	0.333	0.431	0.368
flanking	lemovať	0.490	0.622	0.519
flannel	flanel	0.490	0.250	0.327
flap	pätka	0.275	0.385	0.344
flapping	mávanie	0.458	0.728	0.404
flare	svetlice	0.558	0.823	0.508
flares	svetlice	0.580	0.642	0.556
flaring	plápolající	0.625	0.771	0.509
flash	blesk	0.571	0.590	0.657
flashback	retrospektíva	0.265	0.400	0.485
flashing	blikajúce	0.604	0.574	0.438
flashlight	svietidlo	0.653	0.414	0.356
flashy	blýskavý	0.704	0.600	0.827
flask	banka	0.418	0.412	0.454
flat	plochý	0.408	0.236	0.303
flatbed	valník	0.490	0.250	0.380
flatfoot	plochá noha	0.265	0.333	0.330
flatness	plochosť	0.479	0.280	0.527
flatten	vyrovnať	0.286	0.469	0.442
flatter	lichotiť	0.521	0.418	0.302
flattered	polichotený	0.865	0.608	0.708
flattering	lichotivý	0.755	0.686	0.500
flattery	lichotenie	0.470	0.575	0.404
flatulence	nadúvanie	0.210	0.632	0.343
flaunt	chváliť	0.438	0.611	0.525
flavor	príchuť	0.885	0.479	0.392
flaw	kaz	0.319	0.491	0.175
flawed	chybný	0.133	0.490	0.194
flawless	bezchybný	0.729	0.420	0.741
flea	blcha	0.286	0.353	0.218
fleabag	Fleabag	0.271	0.557	0.348
fled	utiekol	0.224	0.639	0.322
flee	utiecť	0.292	0.796	0.232
fleece	fleece	0.561	0.250	0.381
fleet	flotila	0.547	0.430	0.623
fleeting	letmý	0.439	0.650	0.387
flesh	mäso	0.604	0.390	0.475
fleshy	mäsitý	0.500	0.518	0.406
flex	ohnutie	0.604	0.378	0.330
flexibility	flexibilita	0.867	0.402	0.472
flexible	pružný	0.719	0.460	0.465
flexin	flexin	0.552	0.559	0.366
flexion	ohnutie	0.449	0.551	0.418
flick	švihnutí	0.688	0.541	0.515
flicker	třepotání	0.635	0.321	0.333
flickering	blikajúce	0.490	0.444	0.289
flier	letec	0.541	0.490	0.652
flight	let	0.646	0.630	0.587
flighty	prchavý	0.219	0.602	0.436
flimsy	krehký	0.302	0.396	0.189
flinch	cúvnuť	0.350	0.804	0.555
fling	mrštit	0.439	0.696	0.534
flint	pazúrik	0.521	0.439	0.536
flip	flip	0.281	0.529	0.435
flip flop	žabky	0.417	0.519	0.321
flipper	plutva	0.677	0.420	0.415
flipping	obracející	0.553	0.551	0.345
flirt	flirtovať	0.792	0.790	0.538
flirtation	flirtovanie	0.653	0.719	0.482
flirting	flirtujúci	0.590	0.773	0.491
flirty	koketná	0.714	0.721	0.491
float	plavák	0.688	0.394	0.344
floater	vor	0.480	0.433	0.370
flock	stádo	0.500	0.546	0.543
flog	bičovať	0.408	0.520	0.382
flood	povodeň	0.208	0.778	0.608
floor	podlaha	0.430	0.230	0.250
flooring	podlaha	0.562	0.235	0.346
floozy	floozy	0.410	0.477	0.430
flop	fiasko	0.081	0.642	0.196
floppy	poddajný	0.549	0.300	0.333
flora	flóra	0.833	0.324	0.567
floral	kvetinový	0.833	0.235	0.264
florist	kvetinár	0.771	0.410	0.388
floss	šijacie hodváb	0.500	0.280	0.278
flotation	flotácia	0.510	0.353	0.333
flounder	platýz	0.711	0.333	0.345
flour	múka	0.530	0.235	0.239
flourish	prekvitať	0.939	0.573	0.601
flow	prietok	0.696	0.316	0.464
flower	kvetina	0.802	0.189	0.254
flowering	kvitnúce	0.906	0.627	0.500
flowers	kvety	0.875	0.324	0.330
flowery	kvetinový	0.792	0.332	0.446
flows	tokov	0.571	0.480	0.434
flu	chrípka	0.230	0.547	0.250
fluctuate	kolísať	0.285	0.617	0.480
fluctuating	kolísavý	0.292	0.591	0.395
fluctuation	kolísanie	0.347	0.750	0.519
flue	komínová	0.354	0.688	0.451
fluency	plynulosť	0.776	0.504	0.718
fluent	plynulý	0.760	0.500	0.614
fluff	páperie	0.520	0.264	0.172
fluffy	našuchorený	0.781	0.431	0.356
fluid	tekutina	0.673	0.407	0.589
fluidity	tekutosť	0.729	0.510	0.576
fluke	šťastná náhoda	0.446	0.450	0.432
flunk	prepadnúť	0.104	0.548	0.170
flunky	prepadlíkom	0.205	0.452	0.216
fluorescence	fluorescencie	0.667	0.490	0.500
fluorescent	fluorescenčné	0.602	0.595	0.500
flurries	závany	0.422	0.760	0.517
flurry	rozčúlenie	0.302	0.760	0.559
flush	spláchnuť	0.408	0.755	0.589
flustered	znepokojený	0.316	0.903	0.283
flute	flauta	0.635	0.330	0.363
fluted	vrúbkovaný	0.438	0.438	0.389
flutter	trepotanie	0.479	0.548	0.330
fluvial	riečny	0.571	0.363	0.588
flux	premenlivosť	0.473	0.472	0.451
fly	lietať	0.760	0.775	0.676
flyboy	flyboy	0.541	0.647	0.573
flyer	leták	0.480	0.300	0.362
flying	lietanie	0.877	0.606	0.696
flywheel	zotrvačník	0.667	0.480	0.442
foal	žriebä	0.542	0.578	0.482
foam	pena	0.698	0.230	0.204
foaming	penenie	0.643	0.240	0.198
foamy	penivý	0.663	0.306	0.291
fob	odbiť	0.327	0.402	0.396
focal	ohniskový	0.367	0.365	0.482
focus	ohnisko	0.690	0.382	0.648
fodder	krmivo	0.316	0.358	0.430
foe	nepriateľ	0.071	0.827	0.459
fog	hmla	0.510	0.213	0.260
foggy	hmlistý	0.354	0.337	0.302
foil	fólie	0.312	0.204	0.342
foiled	zmarený	0.235	0.470	0.144
fold	zložiť	0.385	0.412	0.330
folded	zložený	0.179	0.373	0.327
folder	zložka	0.490	0.279	0.375
foliage	olistenie	0.620	0.373	0.237
folio	folio	0.513	0.265	0.435
folk	ľudový	0.663	0.433	0.432
folklore	folklór	0.755	0.585	0.449
follicle	dutina	0.406	0.331	0.436
follicular	folikulárnej	0.401	0.305	0.391
follow	nasledovať	0.667	0.509	0.600
follower	nasledovník	0.646	0.488	0.461
folly	pochabosť	0.184	0.833	0.363
fond	fond	0.885	0.602	0.518
fondle	hladiť	0.823	0.485	0.355
fondling	hladenie	0.794	0.564	0.500
fondness	záľuba	0.885	0.391	0.503
fondue	fondue	0.656	0.363	0.350
font	font	0.615	0.336	0.576
food	jedlo	0.888	0.324	0.527
foodie	foodie	0.781	0.465	0.484
fool	oklamať	0.160	0.560	0.148
fooled	zmiasť	0.051	0.692	0.241
foolhardy	šialene odvážny	0.541	0.816	0.596
fooling	klamanie	0.167	0.755	0.384
foolish	pochabý	0.316	0.255	0.109
foolishness	pochabosť	0.235	0.472	0.173
foolproof	spoľahlivý	0.479	0.484	0.500
foot	noha	0.490	0.290	0.254
foot stool	noha stoličky	0.469	0.317	0.355
footage	stopáž	0.625	0.235	0.364
football	futbal	0.755	0.760	0.582
footbridge	most pre peších	0.582	0.375	0.440
foothold	opora	0.673	0.336	0.582
footing	opora	0.760	0.346	0.464
footlocker	Footlocker	0.500	0.417	0.393
footloose	Footloose	0.549	0.595	0.447
footpath	chodník	0.677	0.321	0.473
footprint	stopa	0.592	0.292	0.336
footwear	obuv	0.643	0.337	0.275
footwork	nôh	0.448	0.540	0.352
fop	sveták	0.281	0.561	0.328
forage	krmu	0.583	0.389	0.370
foray	zpustošit	0.418	0.618	0.676
forbearance	trpezlivosť	0.520	0.471	0.549
forbid	zakázať	0.115	0.686	0.598
forbidding	odpudivý	0.198	0.781	0.500
force	sila	0.612	0.750	0.905
forced	vynútený	0.180	0.721	0.458
forceful	energický	0.533	0.673	0.898
forceps	kliešte	0.354	0.615	0.436
forces	sily	0.551	0.686	0.886
forcibly	nútene	0.365	0.704	0.647
ford	brod	0.521	0.340	0.382
fore	predné	0.667	0.417	0.654
forearm	predlaktie	0.469	0.304	0.509
foreboding	predtucha	0.439	0.706	0.636
forecast	predpoveď	0.783	0.419	0.698
forecaster	kto predpovedá	0.635	0.611	0.846
foreclose	vylúčiť	0.220	0.582	0.560
foreclosure	uzavretie	0.167	0.651	0.500
forefathers	predkovia	0.690	0.412	0.627
forefinger	ukazovák	0.510	0.254	0.370
forefront	popredia	0.573	0.559	0.811
forego	predchádzať	0.396	0.661	0.291
