Word	German-de	Valence	Arousal	Dominance
fascinating	faszinierend	0.979	0.817	0.784
fascination	Faszination	0.885	0.773	0.835
fascism	Faschismus	0.104	0.740	0.695
fascist	Faschist	0.200	0.755	0.527
fashion	Mode	0.827	0.616	0.589
fashionable	modisch	0.750	0.510	0.605
fastball	Fastball	0.688	0.679	0.575
fasten	befestigen	0.458	0.585	0.529
fastener	Verschluss	0.577	0.377	0.491
fastening	Befestigung	0.594	0.473	0.554
fasting	Fasten	0.388	0.370	0.394
fat	Fett	0.198	0.353	0.237
fatal	tödlich	0.061	0.775	0.509
fatalism	Fatalismus	0.208	0.694	0.631
fatality	Todesfall	0.062	0.798	0.595
fate	Schicksal	0.571	0.479	0.712
fated	Schicksal	0.582	0.472	0.692
fateful	schicksalhaft	0.290	0.583	0.402
fathead	Fettkopf	0.296	0.527	0.463
father	Vater	0.812	0.333	0.824
fatherhood	Vaterschaft	0.885	0.519	0.682
fatherland	Vaterland	0.729	0.469	0.778
fatherly	väterlich	0.865	0.363	0.712
fathom	ergründen	0.520	0.410	0.523
fatigue	ermüden	0.173	0.378	0.265
fatigued	ermüdet	0.146	0.433	0.245
fatso	Fettsack	0.286	0.394	0.336
fatten	mästen	0.375	0.549	0.363
fatty	fettig	0.286	0.361	0.325
faucet	Wasserhahn	0.427	0.278	0.356
fault	Fehler	0.188	0.558	0.184
faultless	fehlerlos	0.792	0.500	0.741
faulty	Defekt	0.184	0.520	0.378
faun	Faun	0.490	0.303	0.376
fauna	Fauna	0.646	0.346	0.404
faux	Faux	0.291	0.490	0.204
favor	Gefallen	0.812	0.308	0.519
favorable	günstig	0.952	0.380	0.788
favorite	Favorit	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	Bevorzugung	0.582	0.559	0.658
fawn	Kitz	0.626	0.360	0.284
fax	Fax	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	Angst	0.073	0.840	0.293
feared	gefürchtet	0.240	0.733	0.509
fearful	ängstlich	0.083	0.482	0.278
fearfully	ängstlich	0.112	0.567	0.271
fearing	fürchten	0.125	0.566	0.256
fearless	furchtlos	0.810	0.806	0.760
fears	Ängste	0.061	0.821	0.306
fearsome	furchterregend	0.115	0.900	0.586
feasibility	Durchführbarkeit	0.653	0.490	0.741
feasible	möglich	0.694	0.388	0.611
feast	Fest	0.979	0.724	0.680
feat	Kunststück	0.750	0.706	0.849
feather	Feder	0.677	0.208	0.144
feathered	gefiedert	0.438	0.288	0.214
feature	Feature	0.667	0.314	0.679
features	Eigenschaften	0.667	0.433	0.509
febrile	fieberhaft	0.429	0.578	0.414
fecal	Fäkalien	0.255	0.528	0.213
feces	Kot	0.240	0.407	0.307
fecundity	Fruchtbarkeit	0.688	0.591	0.683
fed	gefüttert	0.602	0.370	0.482
federal	Bundes	0.530	0.459	0.859
federation	Föderation	0.633	0.354	0.763
fedup	NO TRANSLATION	0.327	0.500	0.352
fee	Gebühr	0.354	0.386	0.556
feeble	schwach	0.157	0.280	0.109
feed	Futter	0.812	0.429	0.739
feedback	Feedback	0.622	0.557	0.645
feeder	Zubringer	0.604	0.452	0.713
feel	Gefühl	0.802	0.602	0.596
feelgood	gut fühlen	0.990	0.441	0.621
feeling	Gefühl	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	Füße	0.510	0.240	0.292
feign	vortäuschen	0.340	0.394	0.356
feigned	vorgetäuscht	0.173	0.602	0.333
feisty	lebhaft	0.592	0.853	0.789
felicity	Glückseligkeit	0.913	0.704	0.793
feline	katzenartig	0.615	0.745	0.509
fell	fiel	0.255	0.462	0.250
feller	Fälscher	0.406	0.622	0.617
fellow	Gefährte	0.745	0.298	0.570
fellowship	Gemeinschaft	0.900	0.429	0.778
felon	Schwerverbrecher	0.111	0.898	0.455
felony	Verbrechen	0.206	0.808	0.472
felt	fühlte	0.643	0.417	0.566
female	weiblich	0.857	0.520	0.625
feminine	feminin	0.802	0.520	0.394
femininity	Weiblichkeit	0.750	0.479	0.451
feminism	Feminismus	0.541	0.570	0.636
feminist	Feminist	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	Femur	0.417	0.324	0.566
femur	Femur	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	Zaun	0.500	0.198	0.398
fenced	eingezäunt	0.323	0.430	0.429
fencing	Fechten	0.542	0.654	0.539
fend	abwehren	0.646	0.731	0.537
fender	Fender	0.369	0.459	0.476
fennel	Fenchel	0.573	0.277	0.389
ferment	Ferment	0.375	0.531	0.418
fermentation	Fermentation	0.420	0.567	0.473
fern	Farn	0.602	0.240	0.290
ferocious	grausam	0.167	0.915	0.776
ferocity	Wildheit	0.235	0.906	0.746
ferret	Frettchen	0.385	0.391	0.398
ferry	Fähre	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	fruchtbar	0.888	0.408	0.704
fertility	Fruchtbarkeit	0.885	0.529	0.726
fertilize	düngen	0.708	0.443	0.542
fertilizer	Dünger	0.438	0.463	0.565
fervent	glühend	0.646	0.632	0.773
fervor	Inbrunst	0.573	0.769	0.651
fess	fess	0.395	0.420	0.370
fest	fest	0.704	0.574	0.402
festival	Festival	0.870	0.706	0.714
festive	festlich	0.854	0.740	0.764
fetal	fötal	0.388	0.308	0.364
fetch	holen	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	Fetisch	0.307	0.706	0.500
fetus	Fötus	0.479	0.519	0.395
feud	Fehde	0.146	0.796	0.312
feudal	feudal	0.367	0.370	0.610
feudalism	Feudalismus	0.229	0.465	0.607
fever	Fieber	0.194	0.674	0.364
feverish	fieberhaft	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	Fiasko	0.167	0.600	0.200
fiat	Fiat	0.520	0.418	0.446
fib	Flunkerei	0.438	0.510	0.361
fiber	Ballaststoff	0.719	0.284	0.390
fiberglass	Fiberglas	0.451	0.451	0.443
fibrosis	Fibrose	0.160	0.469	0.546
fibrous	faserig	0.480	0.441	0.464
fickle	wankelmütig	0.406	0.481	0.346
fiction	Fiktion	0.438	0.657	0.441
fictional	fiktiv	0.430	0.490	0.340
fictitious	fiktiv	0.224	0.444	0.293
fiddle	Geige	0.571	0.449	0.391
fiddler	Geiger	0.615	0.580	0.500
fidelity	Treue	0.765	0.580	0.709
fidgety	zappelig	0.229	0.786	0.351
fiduciary	Treuhänder	0.375	0.400	0.509
field	Feld	0.640	0.380	0.336
field hockey	Feldhockey	0.602	0.786	0.518
fielder	Feldspieler	0.583	0.378	0.415
fiend	Teufel	0.146	0.903	0.608
fiendish	teuflisch	0.167	0.846	0.591
fierce	heftig	0.281	0.877	0.759
fiery	feurig	0.418	0.850	0.721
fiesta	Fiesta	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	fünfzehn	0.490	0.290	0.443
fifty	fünfzig	0.571	0.368	0.439
fig	Feige	0.573	0.390	0.339
fight	Kampf	0.531	0.868	0.809
fighter	Kämpfer	0.637	0.760	0.898
fighting	Kampf	0.292	0.885	0.783
fights	Kämpfe	0.070	0.920	0.712
figment	Erfindung	0.552	0.316	0.533
figurative	figurativ	0.479	0.450	0.634
figure	Zahl	0.688	0.328	0.509
figurine	Figurine	0.760	0.283	0.258
filament	Filament	0.510	0.452	0.377
filamentous	fadenförmig	0.531	0.480	0.516
file	Datei	0.480	0.316	0.463
filet	Filet	0.615	0.392	0.291
filibuster	obstruieren	0.271	0.714	0.508
filigree	Filigran	0.576	0.408	0.514
filing	Einreichung	0.620	0.420	0.700
filings	Anmeldungen	0.323	0.412	0.340
fill	füllen	0.729	0.449	0.637
filler	Füllstoff	0.531	0.347	0.529
fillet	Filet	0.745	0.415	0.378
filling	Füllung	0.510	0.382	0.525
filly	Stutfohlen	0.479	0.564	0.519
film	Film	0.823	0.491	0.566
filmmaker	Filmemacher	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	Filter	0.440	0.296	0.260
filth	Schmutz	0.194	0.592	0.319
filthy	schmutzig	0.115	0.714	0.321
filtration	Filtration	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	Finale	0.276	0.575	0.508
finale	Finale	0.406	0.330	0.468
finalist	Finalist	0.833	0.686	0.736
finality	Endgültigkeit	0.615	0.368	0.627
finalize	finalisieren	0.556	0.550	0.578
finalized	abgeschlossen	0.245	0.210	0.608
finally	endlich	0.583	0.433	0.465
finance	Finanzen	0.753	0.431	0.843
financial	finanziell	0.667	0.500	0.722
financier	Financier	0.602	0.500	0.778
finch	Fink	0.438	0.444	0.358
find	finden	0.774	0.555	0.580
finder	Finder	0.360	0.550	0.630
finding	finden	0.796	0.469	0.664
fine	fein	0.823	0.240	0.647
finery	Putz	0.562	0.479	0.636
finesse	Finesse	0.740	0.387	0.412
finger	Finger	0.321	0.264	0.291
fingernail	Fingernagel	0.418	0.415	0.153
fingerprint	Fingerabdruck	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	Fertig	0.471	0.429	0.545
finished	fertig	0.510	0.387	0.570
finite	endlich	0.384	0.347	0.293
fink	fink	0.410	0.514	0.439
fir	Tanne	0.521	0.275	0.306
fire	Feuer	0.380	0.804	0.635
firearm	Feuerwaffe	0.086	0.943	0.864
firearms	Feuerarme	0.220	0.943	0.821
fireball	Feuerball	0.302	0.777	0.664
firecracker	Feuerwerkskörper	0.474	0.741	0.434
firefight	Feuergefecht	0.153	0.920	0.664
firefighter	Feuerwehrmann	0.637	0.770	0.773
firefly	Glühwürmchen	0.622	0.410	0.363
firehouse	Feuerhaus	0.594	0.689	0.627
firelight	feuerlicht	0.677	0.504	0.639
fireman	Feuerwehrmann	0.583	0.745	0.755
fireplace	Kamin	0.667	0.380	0.417
firepower	Feuerkraft	0.375	0.941	0.810
fireproof	feuerfest	0.684	0.679	0.723
fireside	Kamin	0.684	0.377	0.394
firestorm	Feuersturm	0.180	0.929	0.766
firewall	Firewall	0.485	0.602	0.629
firewood	Brennholz	0.520	0.348	0.263
firework	Feuerwerk	0.786	0.904	0.593
fireworks	Feuerwerk	0.735	0.863	0.579
firing	Brennen	0.188	0.931	0.803
firm	Feste	0.635	0.380	0.728
firmament	Firmament	0.750	0.407	0.660
firmly	fest	0.786	0.510	0.777
firmness	Festigkeit	0.823	0.479	0.939
first	zuerst	0.625	0.500	0.788
firstborn	Erstgeborene	0.786	0.490	0.695
firstworldprobs	NO TRANSLATION	0.458	0.612	0.483
fiscal	steuerlich	0.500	0.582	0.845
fish	Fisch	0.510	0.280	0.250
fisherman	Fischer	0.656	0.461	0.546
fishery	Fischerei	0.574	0.503	0.519
fishing	Angeln	0.677	0.283	0.405
fishing boat	Fischerboot	0.521	0.403	0.627
fishy	fischig	0.224	0.601	0.471
fissile	spaltbar	0.333	0.490	0.380
fission	Fission	0.386	0.500	0.567
fissure	Spalt	0.333	0.510	0.431
fist	Faust	0.333	0.686	0.481
fistfight	Faustkampf	0.208	0.902	0.543
fistful	Handvoll	0.500	0.509	0.500
fistula	Fistel	0.312	0.481	0.330
fit	passen	0.604	0.450	0.632
fitness	Fitness	0.875	0.529	0.810
fits	passt	0.571	0.363	0.580
fitted	tailliert	0.507	0.404	0.673
fitting	passend zu	0.612	0.441	0.638
fittings	Armaturen	0.531	0.404	0.409
five	fünf	0.510	0.221	0.298
fiver	Fünfer	0.458	0.469	0.517
fix	Fix	0.760	0.538	0.519
fixable	reparierbar	0.724	0.470	0.645
fixation	Fixierung	0.562	0.459	0.655
fixed	Fest	0.684	0.167	0.509
fixer	Fixer	0.633	0.375	0.606
fixture	Leuchte	0.663	0.216	0.409
fixtures	Armaturen	0.643	0.330	0.370
fizz	sprudelnd	0.459	0.708	0.349
fjord	Fjord	0.510	0.404	0.463
flabbergast	verblüffen	0.480	0.679	0.547
flabbergasted	verblüfft	0.312	0.802	0.342
flabby	schlaff	0.292	0.358	0.250
flaccid	schlaff	0.156	0.400	0.151
flag	Flagge	0.592	0.378	0.536
flagging	Markierung	0.521	0.519	0.509
flagpole	Fahnenstange	0.500	0.394	0.458
flagrant	flagrant	0.286	0.673	0.455
flagship	Flaggschiff	0.592	0.587	0.703
flagstaff	Fahnenmast	0.520	0.517	0.500
flair	Flair	0.775	0.471	0.676
flak	Flak	0.390	0.600	0.600
flake	Flocke	0.385	0.388	0.289
flaky	flockig	0.363	0.509	0.279
flamboyant	extravagant	0.615	0.794	0.705
flame	Flamme	0.448	0.574	0.615
flamethrower	Flammenwerfer	0.160	0.882	0.683
flaming	flammend	0.406	0.645	0.558
flamingo	Flamingo	0.667	0.451	0.482
flammable	brennbar	0.216	0.800	0.715
flan	Torte	0.604	0.304	0.198
flange	Flansch	0.500	0.306	0.390
flank	Flanke	0.448	0.458	0.443
flanked	flankiert	0.333	0.431	0.368
flanking	flankierend	0.490	0.622	0.519
flannel	Flanell	0.490	0.250	0.327
flap	Klappe	0.275	0.385	0.344
flapping	flatternd	0.458	0.728	0.404
flare	Flare	0.558	0.823	0.508
flares	Aufflackern	0.580	0.642	0.556
flaring	Abfackeln	0.625	0.771	0.509
flash	Blitz	0.571	0.590	0.657
flashback	Rückblende	0.265	0.400	0.485
flashing	blinkend	0.604	0.574	0.438
flashlight	Taschenlampe	0.653	0.414	0.356
flashy	auffällig	0.704	0.600	0.827
flask	Flasche	0.418	0.412	0.454
flat	eben	0.408	0.236	0.303
flatbed	Flachbett	0.490	0.250	0.380
flatfoot	Plattfuß	0.265	0.333	0.330
flatness	Ebenheit	0.479	0.280	0.527
flatten	ebnen	0.286	0.469	0.442
flatter	schmeicheln	0.521	0.418	0.302
flattered	geschmeichelt	0.865	0.608	0.708
flattering	schmeichelhaft	0.755	0.686	0.500
flattery	Schmeichelei	0.470	0.575	0.404
flatulence	Blähung	0.210	0.632	0.343
flaunt	zur Schau stellen	0.438	0.611	0.525
flavor	Geschmack	0.885	0.479	0.392
flaw	Fehler	0.319	0.491	0.175
flawed	fehlerhaft	0.133	0.490	0.194
flawless	makellos	0.729	0.420	0.741
flea	Floh	0.286	0.353	0.218
fleabag	Fleabag	0.271	0.557	0.348
fled	floh	0.224	0.639	0.322
flee	fliehen	0.292	0.796	0.232
fleece	Vlies	0.561	0.250	0.381
fleet	Flotte	0.547	0.430	0.623
fleeting	flüchtig	0.439	0.650	0.387
flesh	Fleisch	0.604	0.390	0.475
fleshy	fleischig	0.500	0.518	0.406
flex	biegen	0.604	0.378	0.330
flexibility	Flexibilität	0.867	0.402	0.472
flexible	flexibel	0.719	0.460	0.465
flexin	Flexin	0.552	0.559	0.366
flexion	Flexion	0.449	0.551	0.418
flick	flick	0.688	0.541	0.515
flicker	flackern	0.635	0.321	0.333
flickering	flackernd	0.490	0.444	0.289
flier	Flieger	0.541	0.490	0.652
flight	Flug	0.646	0.630	0.587
flighty	flatterhaft	0.219	0.602	0.436
flimsy	dünn	0.302	0.396	0.189
flinch	zusammenzucken	0.350	0.804	0.555
fling	schleudern	0.439	0.696	0.534
flint	Feuerstein	0.521	0.439	0.536
flip	umdrehen	0.281	0.529	0.435
flip flop	Flip Flops	0.417	0.519	0.321
flipper	Flipper	0.677	0.420	0.415
flipping	Spiegeln	0.553	0.551	0.345
flirt	Flirt	0.792	0.790	0.538
flirtation	Flirt	0.653	0.719	0.482
flirting	flirten	0.590	0.773	0.491
flirty	flirty	0.714	0.721	0.491
float	schweben	0.688	0.394	0.344
floater	Schwimmer	0.480	0.433	0.370
flock	Herde	0.500	0.546	0.543
flog	prügeln	0.408	0.520	0.382
flood	Flut	0.208	0.778	0.608
floor	Fußboden	0.430	0.230	0.250
flooring	Bodenbelag	0.562	0.235	0.346
floozy	flockig	0.410	0.477	0.430
flop	Flop	0.081	0.642	0.196
floppy	Diskette	0.549	0.300	0.333
flora	Flora	0.833	0.324	0.567
floral	Blumen-	0.833	0.235	0.264
florist	Florist	0.771	0.410	0.388
floss	Zahnseide	0.500	0.280	0.278
flotation	Flotation	0.510	0.353	0.333
flounder	Flunder	0.711	0.333	0.345
flour	Mehl	0.530	0.235	0.239
flourish	blühen	0.939	0.573	0.601
flow	fließen	0.696	0.316	0.464
flower	Blume	0.802	0.189	0.254
flowering	blühend	0.906	0.627	0.500
flowers	Blumen	0.875	0.324	0.330
flowery	blumig	0.792	0.332	0.446
flows	fließt	0.571	0.480	0.434
flu	Grippe	0.230	0.547	0.250
fluctuate	schwanken	0.285	0.617	0.480
fluctuating	schwankend	0.292	0.591	0.395
fluctuation	Fluktuation	0.347	0.750	0.519
flue	Kamin	0.354	0.688	0.451
fluency	Geläufigkeit	0.776	0.504	0.718
fluent	fließend	0.760	0.500	0.614
fluff	Flaum	0.520	0.264	0.172
fluffy	flauschige	0.781	0.431	0.356
fluid	Flüssigkeit	0.673	0.407	0.589
fluidity	Flüssigkeit	0.729	0.510	0.576
fluke	Fluke	0.446	0.450	0.432
flunk	durchfallen	0.104	0.548	0.170
flunky	flunkernd	0.205	0.452	0.216
fluorescence	Fluoreszenz	0.667	0.490	0.500
fluorescent	fluoreszierend	0.602	0.595	0.500
flurries	Flüge	0.422	0.760	0.517
flurry	Aufregung	0.302	0.760	0.559
flush	spülen	0.408	0.755	0.589
flustered	nervös	0.316	0.903	0.283
flute	Flöte	0.635	0.330	0.363
fluted	geriffelt	0.438	0.438	0.389
flutter	flattern	0.479	0.548	0.330
fluvial	fluvial	0.571	0.363	0.588
flux	Fluss	0.473	0.472	0.451
fly	Fliege	0.760	0.775	0.676
flyboy	Flieger	0.541	0.647	0.573
flyer	Flyer	0.480	0.300	0.362
flying	fliegend	0.877	0.606	0.696
flywheel	Schwungrad	0.667	0.480	0.442
foal	Fohlen	0.542	0.578	0.482
foam	Schaum	0.698	0.230	0.204
foaming	schäumend	0.643	0.240	0.198
foamy	schaumig	0.663	0.306	0.291
fob	Fob	0.327	0.402	0.396
focal	fokal	0.367	0.365	0.482
focus	Fokus	0.690	0.382	0.648
fodder	Futter	0.316	0.358	0.430
foe	Feind	0.071	0.827	0.459
fog	Nebel	0.510	0.213	0.260
foggy	nebelig	0.354	0.337	0.302
foil	Folie	0.312	0.204	0.342
foiled	vereitelt	0.235	0.470	0.144
fold	falten	0.385	0.412	0.330
folded	gefaltet	0.179	0.373	0.327
folder	Mappe	0.490	0.279	0.375
foliage	Laub	0.620	0.373	0.237
folio	Folio	0.513	0.265	0.435
folk	Volk	0.663	0.433	0.432
folklore	Folklore	0.755	0.585	0.449
follicle	Follikel	0.406	0.331	0.436
follicular	follikulär	0.401	0.305	0.391
follow	Folgen	0.667	0.509	0.600
follower	Anhänger	0.646	0.488	0.461
folly	Torheit	0.184	0.833	0.363
fond	zärtlich	0.885	0.602	0.518
fondle	streicheln	0.823	0.485	0.355
fondling	Streicheln	0.794	0.564	0.500
fondness	Vorliebe	0.885	0.391	0.503
fondue	Fondue	0.656	0.363	0.350
font	Schriftart	0.615	0.336	0.576
food	Lebensmittel	0.888	0.324	0.527
foodie	Gourmet	0.781	0.465	0.484
fool	Dummkopf	0.160	0.560	0.148
fooled	reingefallen	0.051	0.692	0.241
foolhardy	tollkühn	0.541	0.816	0.596
fooling	täuschen	0.167	0.755	0.384
foolish	töricht	0.316	0.255	0.109
foolishness	Torheit	0.235	0.472	0.173
foolproof	narrensicher	0.479	0.484	0.500
foot	Fuß	0.490	0.290	0.254
foot stool	Fußhocker	0.469	0.317	0.355
footage	Aufnahmen	0.625	0.235	0.364
football	Fußball	0.755	0.760	0.582
footbridge	Steg	0.582	0.375	0.440
foothold	Halt	0.673	0.336	0.582
footing	Fundament	0.760	0.346	0.464
footlocker	Fußbank	0.500	0.417	0.393
footloose	ungebunden	0.549	0.595	0.447
footpath	Fußweg	0.677	0.321	0.473
footprint	Fußabdruck	0.592	0.292	0.336
footwear	Schuhwerk	0.643	0.337	0.275
footwork	Beinarbeit	0.448	0.540	0.352
fop	Geck	0.281	0.561	0.328
forage	Futter	0.583	0.389	0.370
foray	Beutezug	0.418	0.618	0.676
forbearance	Nachsicht	0.520	0.471	0.549
forbid	verbieten	0.115	0.686	0.598
forbidding	verbieten	0.198	0.781	0.500
force	Macht	0.612	0.750	0.905
forced	gezwungen	0.180	0.721	0.458
forceful	kräftig	0.533	0.673	0.898
forceps	Zange	0.354	0.615	0.436
forces	Kräfte	0.551	0.686	0.886
forcibly	gewaltsam	0.365	0.704	0.647
ford	Ford	0.521	0.340	0.382
fore	Vordergrund	0.667	0.417	0.654
forearm	Unterarm	0.469	0.304	0.509
foreboding	Ahnung	0.439	0.706	0.636
forecast	Prognose	0.783	0.419	0.698
forecaster	Prognostiker	0.635	0.611	0.846
foreclose	ausschließen	0.220	0.582	0.560
foreclosure	Zwangsversteigerung	0.167	0.651	0.500
forefathers	Vorfahren	0.690	0.412	0.627
forefinger	Zeigefinger	0.510	0.254	0.370
forefront	Vordergrund	0.573	0.559	0.811
forego	verzichten	0.396	0.661	0.291
foregoing	vorstehend	0.420	0.346	0.324
foregone	entgangen	0.271	0.567	0.235
foreground	Vordergrund	0.708	0.491	0.590
forehead	Stirn	0.470	0.308	0.556
foreign	fremd	0.573	0.681	0.385
foreigner	Ausländer	0.500	0.519	0.480
foreman	Vorarbeiter	0.458	0.612	0.750
foremost	vor allem	0.735	0.593	0.907
forensic	forensisch	0.439	0.627	0.436
forensics	Forensik	0.235	0.545	0.679
foreplay	Vorspiel	0.724	0.627	0.474
forerunner	Vorläufer	0.694	0.540	0.843
foresee	vorhersehen	0.583	0.452	0.522
foreseen	vorgesehen	0.566	0.361	0.562
foresight	Voraussicht	0.680	0.482	0.640
forest	Wald	0.729	0.270	0.435
forestall	zuvorkommen	0.540	0.550	0.606
forethought	vorausschauend	0.765	0.491	0.580
foreveralone	für immer alleine	0.296	0.375	0.343
forevermore	für immer	0.843	0.425	0.614
forewarned	vorgewarnt	0.480	0.618	0.606
foreword	Vorwort	0.590	0.314	0.551
forfeit	einbüßen	0.083	0.635	0.245
forfeited	verfallen	0.156	0.650	0.352
forfeiture	Verwirkung	0.184	0.588	0.368
forge	Schmiede	0.520	0.424	0.686
forger	Fälscher	0.156	0.673	0.518
forgery	Fälschung	0.235	0.654	0.481
forget	vergessen	0.312	0.382	0.209
forgetful	vergesslich	0.240	0.343	0.264
forgetfulness	Vergesslichkeit	0.271	0.385	0.302
forgive	verzeihen	0.781	0.408	0.562
forgiven	vergeben	0.750	0.302	0.510
forgiveness	Vergebung	0.667	0.430	0.471
forgiving	versöhnlich	0.885	0.317	0.556
forgotten	Vergessene	0.235	0.280	0.184
fork	Gabel	0.406	0.300	0.529
forked	gegabelt	0.333	0.585	0.365
forking	Forking	0.327	0.596	0.490
forklift	Gabelstapler	0.480	0.537	0.526
forlorn	verlassen	0.316	0.571	0.217
form	bilden	0.510	0.302	0.436
formal	formal	0.735	0.250	0.625
formaldehyde	Formaldehyd	0.296	0.415	0.443
formalism	Formalismus	0.838	0.289	0.689
formality	Formalität	0.594	0.353	0.750
format	Format	0.562	0.308	0.438
formation	Formation	0.615	0.453	0.731
formative	prägend	0.688	0.442	0.800
formed	gebildet	0.656	0.272	0.696
formidable	furchtbar	0.708	0.709	0.857
forming	Bildung	0.729	0.343	0.800
formless	formlos	0.398	0.201	0.163
formula	Formel	0.521	0.450	0.585
formulary	Formelsammlung	0.531	0.470	0.500
formulate	formulieren	0.851	0.456	0.673
fornicate	Unzucht	0.396	0.933	0.565
fornication	Unzucht	0.365	0.951	0.457
forsake	verlassen	0.102	0.567	0.223
forsaken	verlassene	0.050	0.490	0.192
forsooth	fürwahr	0.490	0.450	0.406
fort	Fort	0.780	0.673	0.860
forte	NO TRANSLATION	0.829	0.737	0.800
forthcoming	bevorstehend	0.660	0.509	0.600
forthright	offen	0.663	0.411	0.546
forthwith	unverzüglich	0.688	0.606	0.650
fortification	Befestigung	0.652	0.769	0.817
fortify	stärken	0.745	0.824	0.911
fortitude	Kraft	0.823	0.608	0.897
fortnight	vierzehn Tage	0.770	0.650	0.397
fortnightly	vierzehntägig	0.592	0.337	0.398
fortress	Festung	0.816	0.500	0.933
fortuitous	zufällig	0.625	0.469	0.546
fortunate	glücklich	0.927	0.639	0.836
fortune	Vermögen	0.926	0.731	0.873
fortunes	Vermögen	0.824	0.706	0.789
forty	vierzig	0.458	0.367	0.482
forum	Forum	0.556	0.490	0.632
forward	nach vorne	0.873	0.412	0.750
forwarding	Weiterleitung	0.583	0.537	0.510
fossil	Fossil	0.480	0.292	0.380
fossils	Fossilien	0.520	0.314	0.422
foul	Foul	0.224	0.460	0.355
found	gefunden	0.833	0.446	0.490
foundation	Stiftung	0.771	0.385	0.730
founder	Gründer	0.760	0.465	0.891
founding	Gründung	0.698	0.404	0.898
foundry	Gießerei	0.531	0.491	0.594
fountain	Brunnen	0.704	0.292	0.559
four	vier	0.552	0.280	0.383
fourfold	vierfach	0.530	0.408	0.510
foursome	Vierer	0.615	0.497	0.518
fourteen	vierzehn	0.552	0.279	0.308
fourth	vierte	0.559	0.280	0.398
fowl	Geflügel	0.510	0.388	0.364
fox	Fuchs	0.323	0.555	0.491
foxhole	Schützenloch	0.312	0.539	0.389
foxtrot	Foxtrott	0.562	0.520	0.505
foxy	foxy	0.552	0.642	0.679
foyer	Foyer	0.552	0.370	0.443
fraction	Fraktion	0.417	0.330	0.400
fractional	gebrochen	0.306	0.360	0.509
fracture	Fraktur	0.135	0.740	0.375
fragile	zerbrechlich	0.302	0.163	0.126
fragility	Zerbrechlichkeit	0.316	0.306	0.200
fragment	Fragment	0.211	0.316	0.429
fragmentary	fragmentarisch	0.438	0.520	0.464
fragrance	Duft	0.847	0.357	0.667
fragrant	duftend	0.615	0.598	0.613
frail	gebrechlich	0.255	0.333	0.069
frailty	Gebrechlichkeit	0.385	0.400	0.218
frame	Rahmen	0.469	0.333	0.420
framework	Rahmen	0.459	0.330	0.360
franc	Franc	0.710	0.451	0.640
franchise	Franchise	0.663	0.400	0.560
frank	frank	0.625	0.358	0.604
