Word	Slovenian-sl	Valence	Arousal	Dominance
flank	bok	0.448	0.458	0.443
flanked	obdan	0.333	0.431	0.368
flanking	flanking	0.490	0.622	0.519
flannel	flanel	0.490	0.250	0.327
flap	poklopec	0.275	0.385	0.344
flapping	flapping	0.458	0.728	0.404
flare	bleščanje	0.558	0.823	0.508
flares	rakete	0.580	0.642	0.556
flaring	bruhanje	0.625	0.771	0.509
flash	bliskavica	0.571	0.590	0.657
flashback	vrnitev nazaj	0.265	0.400	0.485
flashing	utripa	0.604	0.574	0.438
flashlight	svetilka	0.653	0.414	0.356
flashy	Bliskovito	0.704	0.600	0.827
flask	bučko	0.418	0.412	0.454
flat	stanovanje	0.408	0.236	0.303
flatbed	ploščat	0.490	0.250	0.380
flatfoot	ravna nogica	0.265	0.333	0.330
flatness	ravnost	0.479	0.280	0.527
flatten	poravnati	0.286	0.469	0.442
flatter	laskati	0.521	0.418	0.302
flattered	laskati	0.865	0.608	0.708
flattering	laskavi	0.755	0.686	0.500
flattery	laskanje	0.470	0.575	0.404
flatulence	napenjanje	0.210	0.632	0.343
flaunt	šopek	0.438	0.611	0.525
flavor	okus	0.885	0.479	0.392
flaw	pomanjkljivost	0.319	0.491	0.175
flawed	pomanjkljivo	0.133	0.490	0.194
flawless	brezhibno	0.729	0.420	0.741
flea	bolha	0.286	0.353	0.218
fleabag	Slabo	0.271	0.557	0.348
fled	pobegnil	0.224	0.639	0.322
flee	bežijo	0.292	0.796	0.232
fleece	flis	0.561	0.250	0.381
fleet	flote	0.547	0.430	0.623
fleeting	minljivost	0.439	0.650	0.387
flesh	meso	0.604	0.390	0.475
fleshy	mesnate	0.500	0.518	0.406
flex	flex	0.604	0.378	0.330
flexibility	fleksibilnost	0.867	0.402	0.472
flexible	prilagodljiv	0.719	0.460	0.465
flexin	flexin	0.552	0.559	0.366
flexion	upogibanje	0.449	0.551	0.418
flick	pik	0.688	0.541	0.515
flicker	fliker	0.635	0.321	0.333
flickering	utripa	0.490	0.444	0.289
flier	letalo	0.541	0.490	0.652
flight	let	0.646	0.630	0.587
flighty	poln	0.219	0.602	0.436
flimsy	skrito	0.302	0.396	0.189
flinch	flinch	0.350	0.804	0.555
fling	občutek	0.439	0.696	0.534
flint	kremena	0.521	0.439	0.536
flip	flip	0.281	0.529	0.435
flip flop	Japonke	0.417	0.519	0.321
flipper	fliper	0.677	0.420	0.415
flipping	flipping	0.553	0.551	0.345
flirt	flirt	0.792	0.790	0.538
flirtation	flirtanje	0.653	0.719	0.482
flirting	spogledovanje	0.590	0.773	0.491
flirty	spogledljivo	0.714	0.721	0.491
float	float	0.688	0.394	0.344
floater	plovec	0.480	0.433	0.370
flock	jata	0.500	0.546	0.543
flog	flog	0.408	0.520	0.382
flood	poplave	0.208	0.778	0.608
floor	nadstropje	0.430	0.230	0.250
flooring	tla	0.562	0.235	0.346
floozy	floozy	0.410	0.477	0.430
flop	flop	0.081	0.642	0.196
floppy	disketno	0.549	0.300	0.333
flora	flora	0.833	0.324	0.567
floral	cvetlični	0.833	0.235	0.264
florist	cvetličar	0.771	0.410	0.388
floss	nitko	0.500	0.280	0.278
flotation	flotacija	0.510	0.353	0.333
flounder	flounder	0.711	0.333	0.345
flour	moka	0.530	0.235	0.239
flourish	razcvetati	0.939	0.573	0.601
flow	tok	0.696	0.316	0.464
flower	cvet	0.802	0.189	0.254
flowering	cvetenje	0.906	0.627	0.500
flowers	cvetje	0.875	0.324	0.330
flowery	cvetno	0.792	0.332	0.446
flows	tokove	0.571	0.480	0.434
flu	gripa	0.230	0.547	0.250
fluctuate	nihajo	0.285	0.617	0.480
fluctuating	nihajo	0.292	0.591	0.395
fluctuation	nihanje	0.347	0.750	0.519
flue	dim	0.354	0.688	0.451
fluency	tekoče	0.776	0.504	0.718
fluent	tekoče	0.760	0.500	0.614
fluff	puhalo	0.520	0.264	0.172
fluffy	puhasto	0.781	0.431	0.356
fluid	tekočina	0.673	0.407	0.589
fluidity	tekočina	0.729	0.510	0.576
fluke	fluke	0.446	0.450	0.432
flunk	lahka	0.104	0.548	0.170
flunky	Flunky	0.205	0.452	0.216
fluorescence	fluorescenca	0.667	0.490	0.500
fluorescent	fluorescenten	0.602	0.595	0.500
flurries	flurries	0.422	0.760	0.517
flurry	Vnetje	0.302	0.760	0.559
flush	izpljune	0.408	0.755	0.589
flustered	Grozljivo	0.316	0.903	0.283
flute	flavta	0.635	0.330	0.363
fluted	fluted	0.438	0.438	0.389
flutter	trepetanje	0.479	0.548	0.330
fluvial	fluvialno	0.571	0.363	0.588
flux	fluks	0.473	0.472	0.451
fly	letenje	0.760	0.775	0.676
flyboy	flyboy	0.541	0.647	0.573
flyer	letak	0.480	0.300	0.362
flying	letenje	0.877	0.606	0.696
flywheel	vztrajnik	0.667	0.480	0.442
foal	žrebec	0.542	0.578	0.482
foam	pena	0.698	0.230	0.204
foaming	penjenje	0.643	0.240	0.198
foamy	penasta	0.663	0.306	0.291
fob	fob	0.327	0.402	0.396
focal	osrednji	0.367	0.365	0.482
focus	osredotočiti	0.690	0.382	0.648
fodder	krma	0.316	0.358	0.430
foe	sovražnik	0.071	0.827	0.459
fog	megla	0.510	0.213	0.260
foggy	megleno	0.354	0.337	0.302
foil	folija	0.312	0.204	0.342
foiled	preganjana	0.235	0.470	0.144
fold	krat	0.385	0.412	0.330
folded	zložen	0.179	0.373	0.327
folder	mapo	0.490	0.279	0.375
foliage	listje	0.620	0.373	0.237
folio	folio	0.513	0.265	0.435
folk	ljudje	0.663	0.433	0.432
folklore	folklor	0.755	0.585	0.449
follicle	folikel	0.406	0.331	0.436
follicular	folikularna	0.401	0.305	0.391
follow	sledite	0.667	0.509	0.600
follower	privrženec	0.646	0.488	0.461
folly	neumnost	0.184	0.833	0.363
fond	fond	0.885	0.602	0.518
fondle	ljubi	0.823	0.485	0.355
fondling	ljubezen	0.794	0.564	0.500
fondness	ljubezni	0.885	0.391	0.503
fondue	fondue	0.656	0.363	0.350
font	pisava	0.615	0.336	0.576
food	hrano	0.888	0.324	0.527
foodie	hrana	0.781	0.465	0.484
fool	bedak	0.160	0.560	0.148
fooled	preslepil	0.051	0.692	0.241
foolhardy	neumni	0.541	0.816	0.596
fooling	bedati	0.167	0.755	0.384
foolish	neumno	0.316	0.255	0.109
foolishness	neumnost	0.235	0.472	0.173
foolproof	brezskrbno	0.479	0.484	0.500
foot	stopalo	0.490	0.290	0.254
foot stool	stopala	0.469	0.317	0.355
footage	posnetki	0.625	0.235	0.364
football	nogomet	0.755	0.760	0.582
footbridge	brv	0.582	0.375	0.440
foothold	oporo	0.673	0.336	0.582
footing	stopala	0.760	0.346	0.464
footlocker	brivnik	0.500	0.417	0.393
footloose	podnožje	0.549	0.595	0.447
footpath	pešpot	0.677	0.321	0.473
footprint	odtis	0.592	0.292	0.336
footwear	obutev	0.643	0.337	0.275
footwork	footwork	0.448	0.540	0.352
fop	fop	0.281	0.561	0.328
forage	krma	0.583	0.389	0.370
foray	plen	0.418	0.618	0.676
forbearance	Izpadanje	0.520	0.471	0.549
forbid	prepovedati	0.115	0.686	0.598
forbidding	prepovedati	0.198	0.781	0.500
force	sila	0.612	0.750	0.905
forced	prisiljeni	0.180	0.721	0.458
forceful	prisilno	0.533	0.673	0.898
forceps	klešče	0.354	0.615	0.436
forces	sile	0.551	0.686	0.886
forcibly	prisilno	0.365	0.704	0.647
ford	Ford	0.521	0.340	0.382
fore	spredaj	0.667	0.417	0.654
forearm	podlaket	0.469	0.304	0.509
foreboding	predsodka	0.439	0.706	0.636
forecast	napoved	0.783	0.419	0.698
forecaster	prediktor	0.635	0.611	0.846
foreclose	zaprite	0.220	0.582	0.560
foreclosure	zaprtje	0.167	0.651	0.500
forefathers	predniki	0.690	0.412	0.627
forefinger	kazalec	0.510	0.254	0.370
forefront	prvi korak	0.573	0.559	0.811
forego	odpustite	0.396	0.661	0.291
foregoing	zgoraj navedeno	0.420	0.346	0.324
foregone	izpadli	0.271	0.567	0.235
foreground	novo znanje	0.708	0.491	0.590
forehead	čelo	0.470	0.308	0.556
foreign	tuji	0.573	0.681	0.385
foreigner	tujec	0.500	0.519	0.480
foreman	delovodja	0.458	0.612	0.750
foremost	predvsem	0.735	0.593	0.907
forensic	forenzik	0.439	0.627	0.436
forensics	forenzike	0.235	0.545	0.679
foreplay	predigra	0.724	0.627	0.474
forerunner	predhodnik	0.694	0.540	0.843
foresee	predvidi	0.583	0.452	0.522
foreseen	predvideni	0.566	0.361	0.562
foresight	predvidevanje	0.680	0.482	0.640
forest	gozd	0.729	0.270	0.435
forestall	opusti	0.540	0.550	0.606
forethought	predogled	0.765	0.491	0.580
foreveralone	za vedno sam	0.296	0.375	0.343
forevermore	večno	0.843	0.425	0.614
forewarned	opozoriti	0.480	0.618	0.606
foreword	predgovor	0.590	0.314	0.551
forfeit	zapečatena	0.083	0.635	0.245
forfeited	zasežena	0.156	0.650	0.352
forfeiture	odtujitev	0.184	0.588	0.368
forge	kovati	0.520	0.424	0.686
forger	kovač	0.156	0.673	0.518
forgery	ponarejanje	0.235	0.654	0.481
forget	pozabi	0.312	0.382	0.209
forgetful	pozabljen	0.240	0.343	0.264
forgetfulness	pozabljivost	0.271	0.385	0.302
forgive	odpusti	0.781	0.408	0.562
forgiven	oproščeno	0.750	0.302	0.510
forgiveness	odpuščanje	0.667	0.430	0.471
forgiving	odpuščanje	0.885	0.317	0.556
forgotten	pozabljen	0.235	0.280	0.184
fork	vilice	0.406	0.300	0.529
forked	vilice	0.333	0.585	0.365
forking	forking	0.327	0.596	0.490
forklift	viličar	0.480	0.537	0.526
forlorn	napačno	0.316	0.571	0.217
form	obrazec	0.510	0.302	0.436
formal	formalno	0.735	0.250	0.625
formaldehyde	formaldehid	0.296	0.415	0.443
formalism	formalizem	0.838	0.289	0.689
formality	formalnost	0.594	0.353	0.750
format	formatu	0.562	0.308	0.438
formation	oblikovanje	0.615	0.453	0.731
formative	formativno	0.688	0.442	0.800
formed	nastala	0.656	0.272	0.696
formidable	mogočno	0.708	0.709	0.857
forming	oblikovanje	0.729	0.343	0.800
formless	brez oblike	0.398	0.201	0.163
formula	formula	0.521	0.450	0.585
formulary	formular	0.531	0.470	0.500
formulate	formulirati	0.851	0.456	0.673
fornicate	zapravni	0.396	0.933	0.565
fornication	preganjanje	0.365	0.951	0.457
forsake	opusti	0.102	0.567	0.223
forsaken	zapuščeno	0.050	0.490	0.192
forsooth	zares	0.490	0.450	0.406
fort	utrdba	0.780	0.673	0.860
forte	NO TRANSLATION	0.829	0.737	0.800
forthcoming	prihodnje	0.660	0.509	0.600
forthright	odkrito	0.663	0.411	0.546
forthwith	takoj	0.688	0.606	0.650
fortification	utrdba	0.652	0.769	0.817
fortify	utrditi	0.745	0.824	0.911
fortitude	trdnost	0.823	0.608	0.897
fortnight	štirinajst dni	0.770	0.650	0.397
fortnightly	vsaka dva tedna	0.592	0.337	0.398
fortress	trdnjava	0.816	0.500	0.933
fortuitous	naključno	0.625	0.469	0.546
fortunate	srečo	0.927	0.639	0.836
fortune	sreča	0.926	0.731	0.873
fortunes	sreče	0.824	0.706	0.789
forty	štirideset	0.458	0.367	0.482
forum	forum	0.556	0.490	0.632
forward	naprej	0.873	0.412	0.750
forwarding	posredovanje	0.583	0.537	0.510
fossil	fosil	0.480	0.292	0.380
fossils	fosili	0.520	0.314	0.422
foul	prekršek	0.224	0.460	0.355
found	najdemo	0.833	0.446	0.490
foundation	temelj	0.771	0.385	0.730
founder	ustanovitelj	0.760	0.465	0.891
founding	ustanovitev	0.698	0.404	0.898
foundry	livarna	0.531	0.491	0.594
fountain	vodnjak	0.704	0.292	0.559
four	štiri	0.552	0.280	0.383
fourfold	štirikrat	0.530	0.408	0.510
foursome	četverič	0.615	0.497	0.518
fourteen	štirinajst	0.552	0.279	0.308
fourth	četrti	0.559	0.280	0.398
fowl	kokoši	0.510	0.388	0.364
fox	lisica	0.323	0.555	0.491
foxhole	lisica	0.312	0.539	0.389
foxtrot	fokstrot	0.562	0.520	0.505
foxy	foxy	0.552	0.642	0.679
foyer	preddverje	0.552	0.370	0.443
fraction	ulomek	0.417	0.330	0.400
fractional	delno	0.306	0.360	0.509
fracture	zlom	0.135	0.740	0.375
fragile	krhka	0.302	0.163	0.126
fragility	krhkost	0.316	0.306	0.200
fragment	Drobec	0.211	0.316	0.429
fragmentary	fragmentarno	0.438	0.520	0.464
fragrance	vonj	0.847	0.357	0.667
fragrant	dišeče	0.615	0.598	0.613
frail	slaboten	0.255	0.333	0.069
frailty	krhkost	0.385	0.400	0.218
frame	okvir	0.469	0.333	0.420
framework	okvir	0.459	0.330	0.360
franc	frank	0.710	0.451	0.640
franchise	franšiza	0.663	0.400	0.560
frank	Frank	0.625	0.358	0.604
frankenstorm	NO TRANSLATION	0.357	0.726	0.546
frankness	odkritost	0.571	0.612	0.745
frantic	nenavaden	0.210	0.890	0.627
frantically	nenavadno	0.375	0.898	0.735
frat	frat	0.714	0.371	0.726
fraternal	bratsko	0.844	0.336	0.536
fraternity	bratstvo	0.892	0.536	0.679
fraud	goljufije	0.111	0.688	0.407
fraudulent	goljufivo	0.150	0.774	0.417
fraught	poln	0.266	0.662	0.596
fray	fray	0.337	0.542	0.482
frayed	iztrebljena	0.312	0.363	0.307
frazzled	frazzled	0.344	0.415	0.339
freak	čudak	0.052	0.839	0.464
freaked	prestrašen	0.135	0.917	0.340
freakedout	NO TRANSLATION	0.323	0.688	0.365
freakingout	NO TRANSLATION	0.219	0.769	0.339
freakish	čudaško	0.135	0.915	0.566
freakout	znoreti	0.250	0.696	0.397
freaky	čudno	0.190	0.615	0.384
freckle	pege	0.542	0.396	0.254
free	prost	0.896	0.500	0.544
freebie	freebie	0.796	0.596	0.500
freedom	svobodo	0.969	0.544	0.905
freehold	brezplačno	0.635	0.630	0.882
freelance	samostojni	0.833	0.577	0.736
freelancer	svobodni	0.614	0.564	0.553
freely	prosto	0.875	0.456	0.716
freeman	Freeman	0.823	0.454	0.618
freestyle	freestyle	0.765	0.652	0.520
freeway	avtocesto	0.531	0.644	0.648
freeze	zamrzne	0.191	0.406	0.481
freezer	zamrzovalnik	0.396	0.406	0.407
freezing	zamrzovanje	0.327	0.367	0.471
freight	tovorni promet	0.411	0.528	0.490
freighter	tovornjak	0.406	0.445	0.580
french horn	rog	0.573	0.471	0.407
frenetic	frenetic	0.429	0.930	0.616
frenzied	zmešan	0.365	0.951	0.655
frenzy	blaznost	0.610	0.965	0.682
frequency	pogostost	0.561	0.557	0.537
frequent	pogosto	0.594	0.481	0.525
frequently	pogosto	0.596	0.423	0.634
fresco	fresko	0.827	0.280	0.320
fresh	sveže	0.908	0.292	0.419
freshair	NO TRANSLATION	0.688	0.377	0.509
freshen	osvežite	0.806	0.363	0.566
freshener	osvežilec	0.704	0.380	0.473
freshman	novinec	0.677	0.570	0.441
freshness	svežino	0.917	0.333	0.585
freshstart	svež začetek	0.765	0.580	0.500
freshwater	sladka voda	0.854	0.284	0.393
fret	fret	0.289	0.460	0.231
fretful	grdo	0.409	0.689	0.364
friar	friar	0.510	0.260	0.531
fricking	Fricking	0.333	0.642	0.357
friction	trenje	0.271	0.778	0.534
friday	petek	0.624	0.411	0.341
fridge	hladilnik	0.571	0.292	0.402
fried	ocvrti	0.479	0.482	0.336
friend	prijatelj	0.906	0.413	0.573
friendless	brez prijateljev	0.102	0.360	0.204
friendliness	prijaznost	0.981	0.270	0.611
friendly	prijazno	0.917	0.398	0.598
friends	prijatelji	0.929	0.510	0.625
friendship	prijateljstvo	0.958	0.343	0.694
frigate	frigate	0.490	0.510	0.560
friggen	NO TRANSLATION	0.390	0.550	0.442
fright	strah	0.177	0.816	0.191
frighten	prestraši	0.255	0.843	0.500
frightened	prestrašen	0.153	0.817	0.255
frightening	zastrašujoče	0.122	0.969	0.625
frightful	grozno	0.125	0.755	0.455
frigid	frigidno	0.219	0.481	0.395
fringe	obrobje	0.520	0.387	0.323
fringed	obrobljen	0.458	0.370	0.348
frisbee	frizbi	0.706	0.543	0.364
frisk	NO TRANSLATION	0.490	0.547	0.377
frisky	frisky	0.700	0.632	0.525
frivolous	neresno	0.271	0.565	0.377
frock	frock	0.632	0.327	0.381
frog	žaba	0.439	0.311	0.150
froggy	froggy	0.500	0.560	0.425
frolic	vesel	0.781	0.864	0.538
front	spredaj	0.677	0.350	0.623
frontage	frontage	0.510	0.356	0.277
frontal	čelni	0.459	0.434	0.526
frontier	meja	0.438	0.550	0.650
fronting	fronting	0.500	0.480	0.509
frontispiece	frontispiece	0.438	0.453	0.491
frost	mraz	0.449	0.455	0.385
frostbite	zmrzal	0.203	0.380	0.566
frosted	zamrznjen	0.748	0.471	0.218
frosting	mrazenje	0.823	0.480	0.424
frosty	zmrznjen	0.427	0.480	0.381
froth	pena	0.612	0.287	0.194
frothy	peneče	0.774	0.398	0.356
frown	mrzel	0.214	0.602	0.433
frowning	mrzel	0.194	0.582	0.500
frozen	zamrznjeno	0.344	0.346	0.375
frugal	skromno	0.480	0.355	0.355
fruit	sadje	0.896	0.291	0.312
fruit punch	sadni punch	0.837	0.363	0.368
fruitcake	sadje	0.865	0.440	0.357
fruitful	plodno	0.730	0.618	0.637
fruition	uresničevanje	0.776	0.567	0.664
fruitless	brezplodno	0.260	0.580	0.311
fruits	sadje	0.865	0.357	0.259
fruity	sadno	0.683	0.414	0.330
frustrate	onemogočiti	0.100	0.809	0.243
frustrated	razočaran	0.080	0.651	0.255
frustrates	frustrira	0.146	0.653	0.340
frustrating	frustrirajuće	0.042	0.696	0.264
frustration	frustracije	0.060	0.730	0.280
fry	poprgnite	0.520	0.610	0.324
fryer	cvrtnik	0.573	0.459	0.431
fuchsia	fuksija	0.633	0.275	0.264
fuck	Jebemti	0.198	0.930	0.446
fuckedoff	zajebano	0.122	0.696	0.316
fucker	Jebemti	0.094	0.788	0.357
fucking	prekleto	0.229	0.812	0.390
fuckoff	fuckoff	0.190	0.700	0.457
fucksake	fucksake	0.240	0.702	0.466
fucktard	fucktard	0.214	0.643	0.364
fuckyeah	fuckyeah	0.490	0.811	0.528
fudge	fudge	0.853	0.418	0.407
fuel	gorivo	0.445	0.528	0.644
fugitive	begunec	0.104	0.922	0.388
fulcrum	oprijem	0.410	0.320	0.445
fulfill	izpolniti	0.784	0.461	0.577
fulfilled	izpolnjeni	0.896	0.480	0.676
fulfilling	izpolnjevanje	0.823	0.417	0.755
fulfillment	izpolnjevanje	0.833	0.528	0.683
full	poln	0.602	0.255	0.704
fullback	Fullback	0.500	0.594	0.519
fullness	polnost	0.868	0.402	0.811
fully	v celoti	0.763	0.450	0.779
fulsome	fulsome	0.510	0.509	0.560
fumble	potopiti	0.360	0.551	0.412
fume	dima	0.300	0.454	0.372
fumigation	zaplinjevanje	0.327	0.627	0.604
fumin	NO TRANSLATION	0.354	0.420	0.443
fuming	pihanje	0.240	0.660	0.481
fun	zabavno	0.918	0.843	0.667
function	funkcijo	0.694	0.296	0.618
functional	delujoč	0.750	0.500	0.720
fund	sklad	0.521	0.360	0.426
fundamental	temeljno	0.708	0.422	0.903
fundamentalist	fundamentalist	0.490	0.430	0.759
fundamentally	temeljito	0.653	0.441	0.759
funday	zabaven dan	0.743	0.549	0.525
funding	financiranje	0.729	0.480	0.827
fundraiser	fundraiser	0.610	0.577	0.667
fundraising	zbiranje sredstev	0.760	0.620	0.544
funds	sredstva	0.633	0.330	0.461
funeral	pogreb	0.073	0.380	0.393
fungus	glivica	0.388	0.337	0.173
funk	funk	0.466	0.589	0.390
funky	funky	0.531	0.755	0.389
funnel	lijak	0.354	0.274	0.336
funny	smešno	0.918	0.610	0.566
fur	krzno	0.583	0.392	0.315
furious	besno	0.062	0.953	0.598
furiously	nenavadno	0.062	0.925	0.657
furlong	furlong	0.418	0.446	0.431
furlough	naprej	0.531	0.432	0.772
furnace	peč	0.429	0.529	0.500
furnish	dajte	0.755	0.487	0.490
furnishings	pohištvo	0.592	0.177	0.346
furniture	pohištvo	0.688	0.260	0.264
furor	furor	0.500	0.863	0.636
furrow	brazda	0.408	0.420	0.345
furry	krzno	0.428	0.400	0.333
furtherance	napredovanje	0.698	0.441	0.727
fury	bes	0.062	0.875	0.676
fuse	varovalko	0.373	0.565	0.574
fuselage	trup	0.312	0.558	0.529
fusion	fuzija	0.635	0.561	0.741
fuss	škoda	0.406	0.876	0.480
fussy	fussy	0.417	0.643	0.519
fustrated	NO TRANSLATION	0.163	0.684	0.356
futile	brezplodno	0.122	0.332	0.158
futility	brezplodnost	0.125	0.320	0.176
futon	futon	0.429	0.351	0.343
future	prihodnost	0.888	0.644	0.786
fuzz	Fuzz	0.521	0.482	0.363
fuzzy	mehka	0.306	0.472	0.158
gab	NO TRANSLATION	0.500	0.471	0.375
gaby	gaby	0.510	0.347	0.377
gad	gad	0.510	0.470	0.408
gadget	pripomoček	0.635	0.559	0.382
gaff	gaff	0.333	0.418	0.429
gag	gag	0.323	0.660	0.398
gaga	gaga	0.479	0.396	0.260
gage	Gage	0.552	0.451	0.473
gaggle	gaggle	0.542	0.529	0.664
gahhh	NO TRANSLATION	0.323	0.557	0.278
gaiety	veselje	0.854	0.759	0.720
gain	dobiček	0.917	0.640	0.822
gainful	dobičkonosna	0.730	0.589	0.673
gaining	pridobivanje	0.837	0.618	0.883
gait	hojo	0.510	0.398	0.505
gal	gal	0.500	0.469	0.337
gala	gala	0.755	0.443	0.679
galactic	galaktično	0.656	0.670	0.776
galaxy	galaksija	0.750	0.571	0.750
gale	Gale	0.271	0.691	0.611
gall	žolč	0.417	0.510	0.353
gallant	gallant	0.908	0.539	0.679
gallantry	gallantry	0.906	0.663	0.871
gallbladder	žolčnik	0.354	0.471	0.472
galled	galled	0.270	0.731	0.356
gallery	galerija	0.659	0.433	0.569
galley	kuhinja	0.520	0.445	0.412
gallon	galon	0.531	0.327	0.345
gallop	galop	0.500	0.775	0.588
galloping	galopiranje	0.643	0.735	0.645
gallows	viseče	0.167	0.712	0.422
galore	glej	0.823	0.574	0.729
galvanic	galvansko	0.396	0.490	0.557
gamble	kockanje	0.568	0.798	0.361
gambler	kockar	0.458	0.694	0.618
gambling	igre na srečo	0.365	0.806	0.347
game	igro	0.735	0.788	0.493
gameday	gameday	0.729	0.593	0.544
gametime	čas za igro	0.735	0.571	0.442
gaming	igranje iger	0.896	0.633	0.491
gamma	gama	0.480	0.429	0.491
gammon	gammon	0.510	0.418	0.442
gamut	gamut	0.490	0.340	0.462
gander	Gander	0.510	0.410	0.353
gang	tolpa	0.217	0.850	0.629
gangland	gangland	0.402	0.607	0.405
gangrene	gangrena	0.133	0.653	0.359
gangster	gangster	0.292	0.833	0.655
gangway	prehoda	0.490	0.575	0.450
gaol	gaol	0.240	0.750	0.435
gap	vrzel	0.396	0.451	0.357
gape	gape	0.493	0.651	0.287
gaping	precej	0.408	0.668	0.242
garage	garaža	0.531	0.283	0.455
garb	garb	0.562	0.370	0.508
garbage	smeti	0.188	0.510	0.192
garbled	popačen	0.074	0.720	0.270
garden	vrt	0.770	0.230	0.456
gardener	vrtnar	0.673	0.346	0.361
gardening	vrtnarjenje	0.854	0.333	0.361
gardens	vrtovi	0.775	0.202	0.296
gargle	gargle	0.410	0.594	0.336
gargoyle	gargoyle	0.286	0.536	0.525
garish	Garish	0.306	0.625	0.311
garlic	česen	0.460	0.323	0.277
garment	oblačila	0.531	0.333	0.380
garner	garner	0.479	0.460	0.500
garnet	granat	0.643	0.418	0.368
garnish	okrasite	0.765	0.418	0.490
garrison	garnizon	0.510	0.527	0.679
garter	podplat	0.521	0.406	0.353
gas	plin	0.396	0.408	0.519
gaseous	plinasto	0.398	0.462	0.298
gash	gash	0.429	0.560	0.406
gasification	uplinjanje	0.344	0.509	0.593
gasket	tesnilo	0.541	0.367	0.585
gasoline	bencin	0.417	0.562	0.519
gasp	plavuti	0.440	0.754	0.298
gasping	bruhanje	0.208	0.704	0.379
gassy	plinasto	0.354	0.497	0.304
gastric	želodec	0.327	0.559	0.430
gastronomy	gastronomija	0.812	0.519	0.581
gate	vrata	0.510	0.235	0.426
gatekeeper	vratar	0.510	0.490	0.598
gateway	prehod	0.592	0.376	0.529
gather	zbrati	0.648	0.510	0.546
gatherer	zbiralec	0.510	0.425	0.579
gathering	zbiranje	0.854	0.657	0.667
gator	Gator	0.418	0.520	0.547
gatorade	gatorade	0.719	0.529	0.519
gauche	NO TRANSLATION	0.254	0.398	0.385
gaudy	Gordan	0.653	0.735	0.721
gauge	merilec	0.438	0.646	0.518
gauging	merjenje	0.480	0.463	0.556
gaunt	gobec	0.214	0.490	0.237
gauntlet	gardlet	0.420	0.491	0.390
gauze	gaza	0.460	0.275	0.276
gavel	gavel	0.520	0.418	0.490
gawk	gawk	0.333	0.472	0.434
gay	gej	0.388	0.587	0.429
gaze	pogled	0.633	0.588	0.586
gazebo	gazebo	0.469	0.402	0.341
gazelle	gazelle	0.669	0.448	0.460
gazette	gazeta	0.469	0.390	0.604
gazetteer	gazetteer	0.531	0.417	0.527
gazillion	gazillion	0.531	0.534	0.538
gazing	gledam	0.677	0.413	0.362
gear	orodje	0.510	0.577	0.509
geek	geek	0.479	0.392	0.390
geeky	Geeky	0.479	0.431	0.454
geez	geez	0.417	0.396	0.390
geezer	Geezer	0.458	0.374	0.414
geisha	gejša	0.521	0.679	0.442
gel	gel	0.524	0.206	0.279
gelatin	želatina	0.562	0.402	0.361
geld	NO TRANSLATION	0.406	0.460	0.456
gelding	gelanje	0.398	0.520	0.455
gem	dragulj	0.917	0.480	0.582
gemini	gemini	0.531	0.320	0.327
gender	spol	0.688	0.346	0.611
genealogy	genealogija	0.479	0.370	0.644
general	splošno	0.834	0.484	0.853
generality	splošnost	0.604	0.360	0.500
generalization	posplošitev	0.542	0.459	0.704
generally	na splošno	0.562	0.255	0.473
