Word	Turkish-tr	Valence	Arousal	Dominance
euchre	baskın çıkmak	0.470	0.459	0.442
eugenics	öjenik	0.448	0.530	0.518
eulogistic	öven	0.740	0.623	0.694
eulogium	eulogium	0.542	0.482	0.655
eulogize	övmek	0.850	0.518	0.679
eulogy	methiye	0.625	0.443	0.667
euphemism	edebikelâm	0.418	0.453	0.491
euphoria	öfori	0.769	0.955	0.648
euphoric	öforik	0.745	0.904	0.588
euro	euro	0.680	0.441	0.521
euthanasia	ötenazi	0.229	0.716	0.325
evacuate	boşaltmak	0.354	0.792	0.314
evacuation	tahliye	0.160	0.755	0.582
evade	kaçınmak	0.304	0.490	0.342
evaluate	değerlendirmek	0.663	0.640	0.649
evaluation	değerlendirme	0.542	0.667	0.764
evanescence	silinme	0.527	0.519	0.458
evangelical	İncil'e ait	0.602	0.389	0.602
evangelist	gezici vaiz	0.582	0.464	0.702
evangelistic	protestanca	0.660	0.375	0.612
evaporate	buharlaştırmak	0.357	0.469	0.402
evaporation	buharlaştırma	0.556	0.346	0.388
evasion	kaçırma	0.229	0.510	0.418
evasive	baştan savma	0.117	0.596	0.425
eve	Havva	0.612	0.378	0.440
evening	akşam	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	Etkinlik	0.745	0.673	0.664
eventful	olaylı	0.543	0.837	0.510
eventual	nihai	0.633	0.459	0.413
eventuality	olasılık	0.469	0.627	0.527
evergreen	yaprak dökmeyen	0.729	0.471	0.546
everlasting	ölümsüz	0.740	0.413	0.809
evermore	ebediyen	0.677	0.450	0.403
everyday	her gün	0.740	0.392	0.472
everyman	her adam	0.522	0.333	0.535
evict	tahliye ettirmek	0.042	0.632	0.377
eviction	tahliye	0.185	0.731	0.455
evidence	kanıt	0.500	0.500	0.778
evident	belirgin	0.633	0.444	0.664
evidentiary	apaçık	0.448	0.541	0.717
evil	kötülük	0.040	0.827	0.545
evoke	uyandırmak	0.438	0.341	0.500
evolution	evrim	0.781	0.657	0.854
evolutionary	evrimsel	0.796	0.673	0.825
evolve	gelişmek	0.655	0.692	0.896
ewe	koyun	0.429	0.216	0.277
ex	eski	0.250	0.520	0.306
exacerbate	azdırmak	0.323	0.776	0.580
exacerbation	azdırma	0.344	0.810	0.480
exact	kesin	0.719	0.354	0.685
exacting	zahmetli	0.448	0.673	0.767
exaggerate	abartmak	0.193	0.760	0.529
exaggerated	abartılı	0.224	0.885	0.732
exaggeration	abartı	0.312	0.775	0.582
exalt	heyecanlandırmak	0.656	0.750	0.745
exaltation	yüceltme	0.594	0.892	0.673
exalted	yüce	0.676	0.845	0.696
exam	sınav	0.479	0.663	0.577
examination	sınav	0.378	0.657	0.679
examine	muayene etmek	0.615	0.623	0.786
examiner	müfettiş	0.406	0.575	0.812
example	örnek	0.542	0.337	0.510
exasperated	bıkkın	0.229	0.816	0.377
exasperation	öfke	0.214	0.833	0.483
excavate	kazmak	0.583	0.613	0.635
excavation	kazı	0.540	0.644	0.527
excavator	ekskavatör	0.427	0.673	0.649
exceed	aşmak	0.500	0.827	0.586
exceeding	aşan	0.500	0.802	0.668
excel	excel	0.561	0.363	0.466
excellence	mükemmellik	0.958	0.620	0.907
excellent	mükemmel	0.970	0.587	0.870
excelsior	yonga	0.700	0.625	0.611
excepting	dışında	0.408	0.413	0.526
exception	istisna	0.469	0.600	0.544
exceptional	olağanüstü	0.806	0.740	0.933
excerpt	alıntı	0.437	0.367	0.543
excess	AŞIRI	0.385	0.889	0.712
excessive	aşırı	0.417	0.731	0.601
excessively	aşırı	0.449	0.882	0.716
exchange	değiş tokuş	0.740	0.569	0.491
excise	tüketim vergisi	0.448	0.561	0.577
excision	kesip çıkarma	0.260	0.480	0.519
excitability	heyecanlanma	0.906	0.910	0.724
excitable	heyecanlı	0.803	0.939	0.629
excitation	uyarma	0.792	0.958	0.750
excite	heyecanlandırmak	0.823	0.950	0.668
excited	heyecanlı	0.908	0.931	0.709
excitement	heyecan	0.896	0.684	0.731
exciting	heyecan verici	0.950	0.792	0.789
exclaim	haykırmak	0.635	0.711	0.639
exclamation	ünlem	0.612	0.745	0.598
exclude	dışlamak	0.292	0.500	0.530
excluded	dışlanan	0.061	0.540	0.134
excluding	hariç	0.271	0.550	0.324
exclusion	hariç tutma	0.240	0.530	0.389
exclusive	özel	0.792	0.630	0.653
excrement	dışkı	0.041	0.558	0.221
excretion	boşaltım	0.285	0.650	0.457
excruciating	ızdıraplı	0.083	0.837	0.345
excursion	gezi	0.625	0.714	0.627
excuse	bahane	0.240	0.696	0.318
exec	exec	0.640	0.352	0.769
execute	gerçekleştirmek	0.327	0.708	0.769
execution	icra	0.160	0.811	0.713
executioner	cellat	0.235	0.816	0.676
executive	yönetici	0.704	0.449	0.894
executor	vasiyet hükümlerini gerçekleştiren erkek	0.365	0.755	0.759
exegesis	Kutsal Kitap yorumu	0.458	0.472	0.491
exemplar	örnek	0.844	0.537	0.625
exemplary	örnek	0.833	0.343	0.729
exemplify	örneklemek	0.735	0.506	0.783
exempt	muaf	0.588	0.455	0.664
exemption	muafiyet	0.531	0.578	0.627
exercise	egzersiz	0.750	0.789	0.625
exert	uygulamak	0.694	0.735	0.806
exertion	çaba	0.663	0.755	0.717
exhale	nefes vermek	0.542	0.490	0.411
exhaust	egzoz	0.546	0.710	0.337
exhausted	yorgun	0.123	0.423	0.202
exhaustion	tükenme	0.366	0.633	0.269
exhaustive	etraflı	0.388	0.635	0.604
exhibit	sergi	0.688	0.633	0.708
exhibition	sergi	0.698	0.590	0.531
exhilarated	coşkulu	0.890	0.963	0.759
exhilarating	canlandırıcı	0.917	0.823	0.810
exhilaration	neşe	0.792	0.868	0.783
exhort	yüreklendirmek	0.378	0.660	0.745
exhortation	teşvik	0.531	0.624	0.580
exhumation	mezardan çıkarma	0.177	0.586	0.473
exhume	mezardan çıkarmak	0.184	0.627	0.452
exigent	NO TRANSLATION	0.385	0.611	0.792
exile	sürgün	0.184	0.630	0.483
exist	var olmak	0.857	0.421	0.788
existence	varoluş	0.760	0.513	0.771
existent	mevcut	0.635	0.490	0.635
existential	varoluşsal	0.583	0.510	0.638
existing	mevcut	0.802	0.344	0.750
exit	çıkış	0.370	0.353	0.399
exodus	göç	0.286	0.663	0.567
exonerate	temize çıkarmak	0.592	0.500	0.538
exorbitant	fahiş	0.398	0.865	0.825
exorcism	şeytan çıkarma	0.163	0.980	0.557
exorcist	cinci	0.219	0.906	0.716
exotic	egzotik	0.840	0.711	0.727
expand	genişletmek	0.792	0.559	0.686
expanded	genişletilmiş	0.760	0.406	0.689
expanse	genişlik	0.594	0.529	0.689
expansion	genişleme	0.776	0.618	0.787
expansive	geniş	0.708	0.650	0.778
expatriate	gurbetçi	0.265	0.764	0.391
expect	beklemek	0.469	0.327	0.377
expectance	beklenti	0.552	0.724	0.660
expectancy	beklenti	0.581	0.622	0.558
expectant	bebek bekleyen	0.708	0.650	0.474
expectation	beklenti	0.771	0.690	0.707
expected	beklenen	0.729	0.412	0.545
expecting	bekliyor	0.561	0.450	0.302
expediency	menfaat	0.604	0.443	0.703
expedient	uygun	0.885	0.461	0.454
expedite	hızlandırmak	0.571	0.858	0.798
expedition	sefer	0.735	0.802	0.620
expeditious	hızlı	0.602	0.645	0.773
expel	kovmak	0.281	0.725	0.452
expendable	harcanabilir	0.479	0.490	0.423
expenditure	harcama	0.250	0.608	0.603
expense	gider	0.317	0.451	0.377
expenses	giderler	0.240	0.633	0.396
expensive	pahalı	0.323	0.540	0.530
experience	deneyim	0.827	0.618	0.905
experienced	deneyimli	0.771	0.613	0.914
experiences	deneyimler	0.793	0.647	0.795
experiment	deney	0.479	0.720	0.675
experimental	deneysel	0.417	0.764	0.396
experimentation	deneme	0.637	0.769	0.767
experimenter	deneyci	0.708	0.710	0.700
expert	uzman	0.776	0.646	0.911
expertise	Uzmanlık	0.792	0.589	0.925
expiration	son	0.265	0.539	0.463
expire	sona ermek	0.573	0.745	0.702
expired	süresi doldu	0.198	0.394	0.200
expiry	vade	0.194	0.434	0.382
explain	açıklamak	0.719	0.517	0.736
explanation	açıklama	0.615	0.610	0.825
explanatory	açıklayıcı	0.573	0.433	0.688
expletive	küfür	0.357	0.567	0.536
explication	açıklama	0.510	0.445	0.602
explicit	açık	0.562	0.694	0.734
explode	patlamak	0.277	0.885	0.773
exploit	sömürmek	0.312	0.878	0.660
exploitation	istismar	0.156	0.920	0.718
exploration	keşif	0.594	0.650	0.773
exploratory	araştırma	0.653	0.690	0.698
explore	keşfetmek	0.776	0.660	0.727
explorer	kâşif	0.729	0.663	0.714
explosion	patlama	0.167	0.960	0.767
explosions	patlamalar	0.123	0.860	0.594
explosive	patlayıcı	0.156	0.943	0.663
expo	expo	0.610	0.562	0.500
exponent	üs	0.529	0.510	0.845
exponential	üstel	0.704	0.588	0.763
export	ihracat	0.567	0.661	0.755
exportation	ihracat	0.760	0.633	0.673
expose	maruz bırakmak	0.344	0.643	0.537
exposed	maruz	0.471	0.661	0.509
exposition	sergi	0.521	0.627	0.655
expository	açıklayıcı	0.706	0.653	0.636
exposure	poz	0.570	0.830	0.630
expound	yorumlamak	0.438	0.575	0.740
express	ekspres	0.760	0.623	0.691
expression	ifade	0.790	0.650	0.721
expressive	anlamlı	0.755	0.724	0.685
expressway	Otoban	0.633	0.635	0.587
expropriation	kamulaştırma	0.188	0.735	0.788
expulsion	kovma	0.190	0.790	0.529
exquisite	nefis	0.892	0.644	0.604
exquisitely	zarif	0.849	0.728	0.723
extant	kaybolmamış	0.646	0.390	0.523
extend	uzatmak	0.646	0.570	0.689
extendable	uzatılabilir	0.660	0.592	0.722
extended	Genişletilmiş	0.570	0.304	0.649
extension	uzantı	0.490	0.510	0.529
extensive	geniş	0.635	0.520	0.760
extent	derece	0.646	0.451	0.602
exterior	dış	0.542	0.400	0.627
exterminate	yok etmek	0.177	0.857	0.736
extermination	imha	0.190	0.860	0.616
exterminator	yok edici	0.344	0.804	0.887
external	dış	0.479	0.341	0.509
externally	haricen	0.643	0.521	0.568
extinct	soyu tükenmiş	0.112	0.491	0.412
extinction	sönme	0.104	0.750	0.611
extinguish	söndürmek	0.240	0.576	0.482
extinguisher	yangın söndürücü	0.707	0.379	0.543
extol	övmek	0.582	0.667	0.456
extort	koparmak	0.052	0.827	0.570
extortion	gasp	0.112	0.868	0.630
extra	ekstra	0.656	0.551	0.745
extract	Ayıkla	0.565	0.402	0.519
extracting	Ayıklanıyor	0.521	0.709	0.689
extraction	çıkarma	0.418	0.740	0.526
extractor	ekstraktör	0.302	0.536	0.519
extracurricular	ders dışı	0.457	0.471	0.743
extradition	iade	0.229	0.627	0.554
extrajudicial	dava dışı olan	0.365	0.686	0.667
extramural	kent dışında olan	0.336	0.559	0.537
extraneous	konu ile ilgisi olmayan	0.276	0.625	0.478
extraordinaire	Sıradışı	0.847	0.864	0.898
extraordinary	olağanüstü	0.969	0.728	0.860
extraterrestrial	dünya dışı	0.510	0.833	0.792
extravagance	savurganlık	0.531	0.802	0.700
extravagant	savurgan	0.720	0.763	0.812
extravaganza	fantezi	0.646	0.786	0.906
extreme	aşırı	0.318	0.800	0.721
extreme anticipation	aşırı beklenti	0.551	0.740	0.704
extreme disgust	aşırı iğrenme	0.052	0.873	0.456
extreme surprise	aşırı sürpriz	0.833	0.935	0.676
extreme trust	aşırı güven	0.826	0.713	0.922
extremely	son derece	0.635	0.827	0.886
extremely negative	son derece olumsuz	0.030	0.786	0.311
extremely positive	son derece olumlu	0.993	0.730	0.839
extremity	uç	0.408	0.588	0.583
extricate	kurtarmak	0.542	0.510	0.543
extrinsic	dış	0.510	0.479	0.636
extrusion	sıkma	0.229	0.660	0.545
exuberance	taşkınlık	0.698	0.816	0.787
exude	terlemek	0.375	0.519	0.411
eye	göz	0.531	0.265	0.425
eyeball	göz küresi	0.526	0.422	0.420
eyebrow	kaş	0.510	0.198	0.222
eyeful	güzel kız	0.802	0.500	0.676
eyeglass	gözlük	0.531	0.236	0.286
eyeglasses	gözlük	0.561	0.269	0.306
eyelash	kirpik	0.480	0.250	0.278
eyelet	delik	0.632	0.298	0.346
eyeliner	göz kalemi	0.688	0.349	0.347
eyepiece	mercek	0.418	0.347	0.480
eyes	gözleri	0.760	0.279	0.432
eyesight	görme yeteneği	0.750	0.226	0.343
eyewitness	görgü tanığı	0.541	0.686	0.698
fab	fab	0.490	0.380	0.406
fable	masal	0.663	0.387	0.389
fabled	efsanevi	0.625	0.538	0.545
fabric	kumaş	0.635	0.190	0.345
fabricate	üretmek	0.636	0.491	0.779
fabricated	fabrikasyon	0.418	0.427	0.555
fabrication	uydurma	0.573	0.587	0.705
fabulous	harika	0.979	0.660	0.797
facade	cephe	0.520	0.333	0.518
face	yüz	0.571	0.173	0.453
faceless	meçhul	0.230	0.406	0.173
facet	faseta	0.667	0.324	0.382
facial	yüz	0.594	0.429	0.433
facile	NO TRANSLATION	0.740	0.264	0.307
facilitate	kolaylaştırmak	0.812	0.333	0.509
facility	tesis	0.625	0.500	0.654
facing	karşı	0.604	0.406	0.550
facsimile	kopya	0.490	0.500	0.543
fact	gerçek	0.683	0.333	0.618
faction	hizip	0.469	0.430	0.448
factor	faktör	0.635	0.365	0.678
factory	fabrika	0.500	0.500	0.683
facts	Gerçekler	0.688	0.471	0.693
factual	gerçek	0.656	0.440	0.545
faculties	fakülteler	0.643	0.431	0.760
faculty	Fakülte	0.615	0.412	0.732
fad	heves	0.663	0.520	0.570
fade	karartmak	0.354	0.333	0.245
faded	solmuş	0.302	0.275	0.194
faeces	dışkı	0.184	0.476	0.175
fag	ibne	0.122	0.653	0.331
faggot	ibne	0.219	0.643	0.292
fail	başarısız	0.177	0.578	0.154
failing	hata	0.125	0.490	0.268
failure	başarısızlık	0.167	0.575	0.139
fain	NO TRANSLATION	0.479	0.417	0.426
faint	baygın	0.063	0.429	0.167
fainting	bayılma	0.333	0.510	0.214
fair	adil	0.812	0.557	0.643
fairly	oldukça	0.790	0.406	0.750
fairness	adalet	0.740	0.317	0.552
fairway	serbest geçit	0.541	0.510	0.500
fairy	peri	0.776	0.408	0.413
faith	inanç	0.833	0.220	0.763
faithful	sadık	0.888	0.333	0.627
faithfulness	bağlılık	0.833	0.426	0.602
faithless	imansız	0.102	0.683	0.304
fake	sahte	0.073	0.554	0.268
faker	numaracı	0.245	0.630	0.480
falafel	falafel	0.560	0.402	0.351
falcon	şahin	0.557	0.580	0.678
fall	düşmek	0.177	0.657	0.221
fallacious	aldatıcı	0.271	0.587	0.390
fallacy	safsata	0.112	0.561	0.430
fallback	geri çekil	0.458	0.358	0.508
fallible	yanılabilir	0.365	0.537	0.402
falling	düşen	0.202	0.716	0.306
fallopian	fallop	0.297	0.390	0.464
fallout	araları açılmak	0.428	0.356	0.373
fallow	nadas	0.375	0.368	0.464
false	YANLIŞ	0.120	0.404	0.240
falsehood	yalan	0.031	0.625	0.384
falsely	sahte olarak	0.083	0.480	0.265
falsification	tahrif	0.173	0.720	0.490
falsified	sahte	0.042	0.630	0.306
falsify	kalpazanlık yapmak	0.115	0.657	0.409
falsity	sahtelik	0.120	0.689	0.186
falter	titremek	0.421	0.650	0.346
fame	şöhret	0.896	0.755	0.852
famed	ünlü	0.878	0.750	0.819
familiar	tanıdık	0.906	0.330	0.615
familiarity	aşinalık	0.854	0.346	0.616
familiarize	tanıtmak	0.760	0.365	0.654
family	aile	0.968	0.383	0.643
familytime	aile zamanı	0.939	0.420	0.679
famine	kıtlık	0.163	0.679	0.310
famished	açlıktan ölen	0.177	0.654	0.282
famous	ünlü	0.916	0.775	0.882
famously	ünlü	0.856	0.765	0.787
fan	yelpaze	0.781	0.429	0.357
fanatic	fanatik	0.573	0.780	0.629
fanatical	fanatik	0.555	0.830	0.714
fanaticism	fanatizm	0.292	0.896	0.566
fanciful	hayali	0.677	0.592	0.342
fancy	fantezi	0.854	0.673	0.534
fandango	fandango	0.490	0.591	0.429
fanfare	tantana	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	dişleri	0.286	0.598	0.434
fanning	yelpaze	0.615	0.330	0.236
fantasia	fantezi	0.898	0.694	0.436
fantasize	fantezi kurmak	0.771	0.660	0.356
fantastic	fantastik	0.969	0.696	0.831
fantasy	fantezi	0.880	0.627	0.474
faraway	uzak	0.365	0.356	0.285
farce	saçmalık	0.265	0.667	0.246
farcical	saçma	0.406	0.481	0.259
fare	Ücret	0.490	0.425	0.645
farewell	veda	0.130	0.500	0.591
farm	Çiftlik	0.781	0.327	0.297
farmer	çiftçi	0.677	0.432	0.464
farmhouse	çiftlik	0.690	0.330	0.444
farming	tarım	0.580	0.414	0.568
farmland	tarım arazisi	0.729	0.363	0.509
faro	bir iskambil oyunu	0.544	0.349	0.357
fart	osuruk	0.194	0.439	0.264
farther	daha uzağa	0.418	0.500	0.430
fascia	bağdoku	0.480	0.366	0.356
fascinate	cezbetmek	0.854	0.683	0.802
fascinated	büyülenmiş	0.812	0.714	0.788
fascinating	büyüleyici	0.979	0.817	0.784
fascination	çekicilik	0.885	0.773	0.835
fascism	faşizm	0.104	0.740	0.695
fascist	faşist	0.200	0.755	0.527
fashion	moda	0.827	0.616	0.589
fashionable	moda	0.750	0.510	0.605
fastball	fastball	0.688	0.679	0.575
fasten	bağlamak	0.458	0.585	0.529
fastener	raptiye	0.577	0.377	0.491
fastening	tutturma	0.594	0.473	0.554
fasting	perhiz	0.388	0.370	0.394
fat	şişman	0.198	0.353	0.237
fatal	ölümcül	0.061	0.775	0.509
fatalism	kadercilik	0.208	0.694	0.631
fatality	kısmet	0.062	0.798	0.595
fate	kader	0.571	0.479	0.712
fated	kaderde olan	0.582	0.472	0.692
fateful	kaçınılmaz	0.290	0.583	0.402
fathead	ahmak	0.296	0.527	0.463
father	baba	0.812	0.333	0.824
fatherhood	babalık	0.885	0.519	0.682
fatherland	anavatan	0.729	0.469	0.778
fatherly	babacan	0.865	0.363	0.712
fathom	kulaç	0.520	0.410	0.523
fatigue	yorgunluk	0.173	0.378	0.265
fatigued	yorgun	0.146	0.433	0.245
fatso	şişko	0.286	0.394	0.336
fatten	şişmanlamak	0.375	0.549	0.363
fatty	yağlı	0.286	0.361	0.325
faucet	musluk	0.427	0.278	0.356
fault	hata	0.188	0.558	0.184
faultless	kusursuz	0.792	0.500	0.741
faulty	arızalı	0.184	0.520	0.378
faun	yarı keçi yarı insan orman tanrısı	0.490	0.303	0.376
fauna	fauna	0.646	0.346	0.404
faux	sahte	0.291	0.490	0.204
favor	iyilik	0.812	0.308	0.519
favorable	olumlu	0.952	0.380	0.788
favorite	favori	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	adam kayırma	0.582	0.559	0.658
fawn	Geyik yavrusu	0.626	0.360	0.284
fax	faks	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	korku	0.073	0.840	0.293
feared	korkulan	0.240	0.733	0.509
fearful	korkunç	0.083	0.482	0.278
fearfully	tasayla	0.112	0.567	0.271
fearing	korkan	0.125	0.566	0.256
fearless	korkusuz	0.810	0.806	0.760
fears	endişe	0.061	0.821	0.306
fearsome	korkunç	0.115	0.900	0.586
feasibility	fizibilite	0.653	0.490	0.741
feasible	mümkün	0.694	0.388	0.611
feast	bayram	0.979	0.724	0.680
feat	ustalık	0.750	0.706	0.849
feather	kuş tüyü	0.677	0.208	0.144
feathered	tüylü	0.438	0.288	0.214
feature	özellik	0.667	0.314	0.679
features	Özellikler	0.667	0.433	0.509
febrile	ateşli	0.429	0.578	0.414
fecal	dışkıya ait	0.255	0.528	0.213
feces	dışkı	0.240	0.407	0.307
fecundity	doğurtkanlık	0.688	0.591	0.683
fed	federasyon	0.602	0.370	0.482
federal	federal	0.530	0.459	0.859
federation	federasyon	0.633	0.354	0.763
fedup	NO TRANSLATION	0.327	0.500	0.352
fee	ücret	0.354	0.386	0.556
feeble	cılız	0.157	0.280	0.109
feed	besleme	0.812	0.429	0.739
feedback	geri bildirim	0.622	0.557	0.645
feeder	besleyici	0.604	0.452	0.713
feel	hissetmek	0.802	0.602	0.596
feelgood	iyi hissetmek	0.990	0.441	0.621
feeling	duygu	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	ayaklar	0.510	0.240	0.292
feign	uydurmak	0.340	0.394	0.356
feigned	sahte	0.173	0.602	0.333
feisty	alıngan	0.592	0.853	0.789
felicity	mutluluk	0.913	0.704	0.793
feline	kedi	0.615	0.745	0.509
fell	düştü	0.255	0.462	0.250
feller	sevgili	0.406	0.622	0.617
fellow	adam	0.745	0.298	0.570
fellowship	dernek	0.900	0.429	0.778
felon	suçlu	0.111	0.898	0.455
felony	suç	0.206	0.808	0.472
felt	keçe	0.643	0.417	0.566
female	kadın	0.857	0.520	0.625
feminine	kadınsı	0.802	0.520	0.394
femininity	kadınlık	0.750	0.479	0.451
feminism	feminizm	0.541	0.570	0.636
feminist	feminist	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	femoral	0.417	0.324	0.566
femur	uyluk	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	çit	0.500	0.198	0.398
fenced	çitle çevrili	0.323	0.430	0.429
fencing	eskrim	0.542	0.654	0.539
fend	karşı koymak	0.646	0.731	0.537
fender	çamurluk	0.369	0.459	0.476
fennel	Rezene	0.573	0.277	0.389
ferment	maya	0.375	0.531	0.418
fermentation	fermantasyon	0.420	0.567	0.473
fern	eğreltiotu	0.602	0.240	0.290
ferocious	yırtıcı	0.167	0.915	0.776
ferocity	vahşilik	0.235	0.906	0.746
ferret	dağgelinciği	0.385	0.391	0.398
ferry	feribot	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	bereketli	0.888	0.408	0.704
fertility	doğurganlık	0.885	0.529	0.726
fertilize	döllemek	0.708	0.443	0.542
fertilizer	gübre	0.438	0.463	0.565
fervent	hararetli	0.646	0.632	0.773
fervor	şevk	0.573	0.769	0.651
fess	fess	0.395	0.420	0.370
fest	fest	0.704	0.574	0.402
festival	Festival	0.870	0.706	0.714
festive	festival	0.854	0.740	0.764
fetal	cenin	0.388	0.308	0.364
fetch	getirmek	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	fetiş	0.307	0.706	0.500
fetus	cenin	0.479	0.519	0.395
feud	kavga	0.146	0.796	0.312
feudal	feodal	0.367	0.370	0.610
feudalism	feodalite	0.229	0.465	0.607
fever	ateş	0.194	0.674	0.364
feverish	ateşli	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	fiyasko	0.167	0.600	0.200
fiat	emir	0.520	0.418	0.446
fib	yalan	0.438	0.510	0.361
fiber	lif	0.719	0.284	0.390
fiberglass	fiberglas	0.451	0.451	0.443
fibrosis	fibrosis	0.160	0.469	0.546
fibrous	lifli	0.480	0.441	0.464
fickle	dönek	0.406	0.481	0.346
fiction	kurgu	0.438	0.657	0.441
fictional	hayali	0.430	0.490	0.340
fictitious	hayali	0.224	0.444	0.293
fiddle	keman	0.571	0.449	0.391
fiddler	kemancı	0.615	0.580	0.500
fidelity	doğruluk	0.765	0.580	0.709
fidgety	kurtlu	0.229	0.786	0.351
fiduciary	mutemet	0.375	0.400	0.509
field	alan	0.640	0.380	0.336
field hockey	çim Hokeyi	0.602	0.786	0.518
fielder	meydancı	0.583	0.378	0.415
fiend	şeytan	0.146	0.903	0.608
fiendish	şeytani	0.167	0.846	0.591
fierce	sert	0.281	0.877	0.759
fiery	ateşli	0.418	0.850	0.721
fiesta	şenlik	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	onbeş	0.490	0.290	0.443
fifty	elli	0.571	0.368	0.439
fig	incir	0.573	0.390	0.339
fight	kavga	0.531	0.868	0.809
fighter	savaşçı	0.637	0.760	0.898
fighting	kavga	0.292	0.885	0.783
fights	kavgalar	0.070	0.920	0.712
figment	hayal ürünü	0.552	0.316	0.533
figurative	mecazi	0.479	0.450	0.634
figure	şekil	0.688	0.328	0.509
figurine	heykelcik	0.760	0.283	0.258
filament	filaman	0.510	0.452	0.377
filamentous	ipliksi	0.531	0.480	0.516
file	dosya	0.480	0.316	0.463
filet	fileto	0.615	0.392	0.291
filibuster	haydut	0.271	0.714	0.508
filigree	filigran	0.576	0.408	0.514
filing	dosyalama	0.620	0.420	0.700
filings	eğe talaşı	0.323	0.412	0.340
fill	doldurmak	0.729	0.449	0.637
filler	doldurucu	0.531	0.347	0.529
fillet	fileto	0.745	0.415	0.378
filling	dolgu	0.510	0.382	0.525
filly	kısrak	0.479	0.564	0.519
film	film	0.823	0.491	0.566
filmmaker	film yapımcısı	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	filtre	0.440	0.296	0.260
filth	pislik	0.194	0.592	0.319
filthy	pis	0.115	0.714	0.321
filtration	süzme	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	nihai	0.276	0.575	0.508
finale	final	0.406	0.330	0.468
finalist	finalist	0.833	0.686	0.736
finality	kesinlik	0.615	0.368	0.627
finalize	Sonuçlandırmak	0.556	0.550	0.578
finalized	kesinleşmiş	0.245	0.210	0.608
finally	en sonunda	0.583	0.433	0.465
finance	maliye	0.753	0.431	0.843
financial	mali	0.667	0.500	0.722
financier	yatırımcı	0.602	0.500	0.778
finch	ispinoz	0.438	0.444	0.358
find	bulmak	0.774	0.555	0.580
finder	bulucu	0.360	0.550	0.630
finding	bulgu	0.796	0.469	0.664
fine	ince	0.823	0.240	0.647
finery	şıklık	0.562	0.479	0.636
finesse	incelik	0.740	0.387	0.412
