"label","text","googleScore","VADER"
"Neutral","@Nightshade715 Yea, the hardest are the 'follow' or 'stalk' quests... but you get used to it. :P",-0.1,0.361
"Negative","what does that even mean???? lots of big words that sound clever and mean nothing. The only thing that made any sense was that we are all connected. But anybody with eyes could see that.",0,0.452
"Neutral","how did you put the mountains and continuous sky there",0.2,0
"Positive","Best best ;-)",0.8,0.886
"Neutral","Todavia esta vivo el Sicodelico!",0.1,0
"Positive","I cry every time I hear this song so beautiful and it brings back so many memories......Damn you M.C. my one true love at the time.",0.8,0.844
"Positive","Thanks i love your comment tooooooooooo sk80nzero",0.6,0.796
"Negative","She is an idiot!!!",-0.3,-0.634
"Positive","Your friend is quite the character, not the best photographer though! I couldn't get a good look at the spider. You're a brave man, I must say :)",0.2,0.627
"Positive","that was really cool!! :D",0.8,0.775
"Negative","whoever sang the chorus killed it",-0.3,-0.67
"Negative","someone kill me if this thing actually comes to life in the real world.. just shoot me",-0.1,-0.796
"Positive","hes got to be the best pirate i ever seen ""so it would seam""",0.4,0.637
"Positive","still amazing no matter how many times i watch it. i can pray for book two book but i highly doubt it will ever come out :(",-0.1,-0.673
"Neutral","Not for me this one!",-0.6,0
"Positive","Glory to God! Thanks so much for uploading this beautiful video. It helps me prepare for church every sunday!",0.7,0.939
"Neutral","@westcountry1 You're right, they probably wouldn't but the lyrics just make me think that (:",0.2,0.649
"Neutral","I used to prefer the other version but this one is a little more laid back and his voice sounds fantastic",0.3,0.71
"Neutral","45 people had such a big ear orgasam they missed the like botton",0.1,0.077
"Positive","Those are by far the beefiest mutton chops I've seen in a while, the only other person to grow that kinda weed-age was a rude-boy in hollywood who looked like a muppet with dirty denim and smelled like axe and BO.....HOWEVER Joel is by far much cooler & cleaner",-0.6,0.34
"Positive","MASSIVE! BIG UP THIS DUB LARGE AND HEAVY",0.1,0
"Neutral","LOL - he was so busy hunting down your skirmishers he forgot about his left flank.",0.3,0.623
"Positive","this is wonderful it reminds me of gong x",0.8,0.572
"Neutral","She saw the teeth mark on her.",0.1,0
"Neutral","LOL.... not 400.. more lik 150 with a whole different mindset.. if i sounded like a dick a I didnt mean it. im just hella jealous that these people can play sc2 and i have to wait till its realesed.. its not wrong to want to see an epic match right?",0,0.575
"Neutral","@andy55055 You missed the point here in a very dramatic way. I believe in Creation because I know God. And yes, there are only 2 ways ""this"" all happened. #1, God spoke it into existence with order and purpose, or #2 it all just began on its own without",0,0.7
"Negative","has she aged naturally!!!!!!!!",0.2,0
"Neutral","ese jaripeo es como en mi rancho que la gente anda vendiendo los garbansos y las papitas chindonas las fiestas como estrano ami ranchito querido",0,0.361
"Neutral","This is about WP, or White Plains in New York I live there and my math teacher used to go to bars with him and 2 years ago when he was still known as Matt Miller he came to my 8th Grade math class and beatboxed. It was pretty sick.",0.2,0.389
"Neutral","Lol at how they watching him get beat up",0.3,0.519
"Positive","Yukimura sings the best!!",0.7,0.699
"Positive","or you could just listen to all of them :D that always works too :P",0.5,0.649
"Neutral","Binghamton 4th of July Weekend - Blue Angels :DHoping to get to Rochester this year, but it's less of an incentive when neither the Thunderbirds or the Blue Angels are headlining... :\",-0.5,-0.025
"Neutral","whoa",0.1,0
"Neutral","everyone is so mean to frisco...give him a break",-0.1,0
"Neutral","Me and my friend thought our mom's put ecstacy in our drinks when we saw this o.oSo trippy maaaaan",0.2,0.818
"Neutral","I'm going to boot up my laptop and take shit while watching this. It's like eating Mcdonalds while watching a Mcdonalds commercial. So satisfying.",0.2,0.294
"Positive","great cover, except a couple small things. First, congrats on having a good enough ear to down tune yer bass a half step. On the bad side though, listen to the stops. The last note in the main riff is either stopped short, not sustained, OR it slides up to the octive D# (E on a standard tuning). Other than that minor thing good job woohoooooooooooooo",0.1,0.807
"Positive","really nice! like an impromtu rot hod!",-0.1,0.755
"Neutral","Sad that hes no longer with fsn so i just turn on my tv at home turn it all the way down and put the radio on The X just to listen to lange!",-0.7,-0.68
"Positive","OMJ!!post soon!",0.1,0
"Positive","so.damn.INTENSE",0.3,0
"Neutral","I don't even have to watch this video to write this. That's one I watch often but won't subscribe to. I generally watch every sub vid as they come. I have to be in the right mood to watch the meltdown. When in the mood I search Bethzilla and watch as much as I can take or until caught up.Nice imitation on the intro.",0,0
"Positive","Can you do one of that toyota tundra you had in the background? I've got one and would love to hear your review of it. Thanks",0.4,0.796
"Neutral","ehh..he means modd them!like PIMPIN them!u get it?",-0.2,0
"Positive","Great Aikido, great music, great energy! Thanks for posting! 5 stars!",0.7,0.959
"Positive","that shit would be cool to work for rockford fosgate",0.2,-0.318
"Neutral","wait so is this Miam Or Niley",0,0
"Positive","Jacq: you were wonderful! and what an honor: congratulations, Molly",0.7,0.902
"Neutral","LOL hi there!! XD 0:27",0.2,0.879
"Neutral","what day of this month does england play montenegro?",-0.3,0.34
"Negative","It sounds to me that Hitler has been reincarnated in the form of Lord Ahmed. Let us all rally to get riid of him before he helps the Muslims to take over this country. Although I admit there are some good muslims amongst these evil people who live under the cover of religion so they can get away with Murder.",0.1,-0.586
"Positive","I love this music ... This song was pre loaded on my laptop when I purchased it . Every time I play it I get teased...lol, it goes well w/ your slide show",0.4,0.827
"Neutral","2030 now?! well done obama well done.",0.1,0.541
"Neutral","The explosion must have been season 2 of 24. Poor George Mason.",-0.1,-0.477
"Negative","actually this ad hurts homosexuals because it makes homosexuality seem like a choice.",-0.8,-0.153
"Negative","Woah, slow your role cuz. I aint makin shit up. Im Ahmose the Liberator. The Corruption Killer. I bring nothin but the truth. My main goal is to stop all lies, lies = corruption. You don't know my life, but if you would take my word then you would know my life. Please fall back with that ""jockin"" shit. It is what it is, jockin or not this shit has to happen. I dont know why you mad at me when im helpin yall niggas out. Im stoppin that mainstream bullshit.",-0.2,-0.967
"Neutral","thanks dudee my first attempt :)",0.5,0.71
"Positive","Mahalo! I will keep doing it as long as I can.",0.2,0
"Negative","@Questfortruth86 You're not telling us anything we haven't already heard countless times. Sorry to disappoint you.",-0.3,-0.459
"Positive","SWEET!",0.5,0.509
"Neutral","part 1",0.1,0
"Negative","go clown yourself!",-0.3,0
"Negative","he handled the fire not working thing good,""That was it, is that a joke?""",-0.7,-0.052
"Positive","@DJW1704 The new hat system for counter strike is going to be epic.",0.1,-0.128
"Positive","THANK YOU SOOOO FREAKING MUCH!!!",0.6,-0.291
"Neutral","I recognize Mitch Weissman as Paul, but hopw could I find out who played George & Ringo???",-0.2,0.563
"Positive","Holy Crap!!!! This is the most amazing thing I've heard and read in a long time...",0,0.566
"Positive","Great vids! But you should add some caption at the start saying you may need a blowdryer and nailclippers lol. My BB is still in pieces until I can get those off people tonight haha.",0.5,0.907
"Negative","That Mac was so shitty. I wish I wouldnt have seen that part",-0.2,-0.233
"Neutral","mad air on that back disaster",0,-0.807
"Negative","irael you dont know how strong WE...ARABS...ARE!! U HAVE NOT WON YET!!!",-0.1,-0.813
"Neutral","ohhhh.... I wanna know about the ""the family life and personal struggles of Drunken Tiger front man, Tiger JK"" and of T but I don't understand Hangul, can you please put English subtitles? ?????",0,0.609
"Negative","i wonder, eventually we will be able to illegally torrent ferraris and shit, XD. DOWNLOAD A PAPERCLIP!!!!",0.2,0.468
"Neutral","isn't this from part 2?",-0.4,0
"Neutral","Oooooh yea",0.2,0
"Positive","VERY good flick ! 1:50 is the best scene .",0.5,0.856
"Positive","this song is the best :)))<3 i love their voices <3does Jonathon sing?",0.7,0.856
"Positive","completely agree with u man! join the revoluion and fight for our rights!",-0.1,0.455
"Neutral","WELLL >.> ty for telling me were to get the stinking dotter my only problem is were the one like it has a dotting tool and on the other side it has a thin brush Were do i get that one?",0,-0.25
"Neutral","this is why you must learn to manage your own accounts,.. unreal",0.1,0
"Neutral","@rogeropie - It's a tamil folk song from tamil nadu, Southern India........a typical village song",0.8,0
"Neutral","Panic!!!!! where's the xanax?",-0.1,-0.667
"Negative","@SkimGFK ...and they should have edited that out. just like being at the movies and some numb nutt speaks out the dialogue ahead of time. people need to shut up and let the audience enjoy the calculated impact.",0,0.511
"Neutral","Dizzee Rascal For Prime Minister, Whats Happenin. lmfao",0.2,0.542
"Neutral","Hey Curt where was this?",0,0
"Positive","This is better. I like it! Camera's ROCK!! :P",0.5,0.806
"Positive","this is the best song on the album. Daughtry is amazing. This album is far better than the first one, which was amazing too..but this one blows it out of the water. Hands down.",0.5,0.94
"Neutral","@davidtrebicky yeah i got it now",0.3,0.296
"Negative","whooo NO NWO",-0.2,-0.447
"Neutral","lol i knew Silver would pick K.F.C because i know thats your fave i did see that coming.",0.6,0.739
"Negative","WTF 1:00:05 HOW LONG CAN VIDEOS BEEEEEEEEEEEEeeee FUCK GOOGLE",-0.5,-0.868
"Positive","Oh wow that looks delicious.:3",0.8,0.586
"Positive","I want that song !",0.1,0.151
"Neutral","nce vid u should make some more vids like this and wat is the name of the manga?",0.7,0.417
"Positive","wow nice i love it and lviv the video is so nice good job man god bless you and god bless UKRAINE!",0.8,0.978
"Positive","Probably so. Dwight was on Flaco's ""Partners"" album around this time, and he took Flaco on the road with him.BTW, if you've never heard that album, it's worth a spin. Dwight does Warren Zevon's ""Carmalita"" with Flaco. Good stuff!",0.3,0.624
"Negative","death to croatia!!!",0,-0.698
"Negative","sad to hear u lost ur money on drip... but hope ur back to kills some more nerds broski",0,-0.557
"Neutral","@mingmingmochi ikr?? lol",0.1,0.573
"Positive","i'm getting my first pair from shoedazzle soon! i'm soooo excited! it's sooo pretty! love! the best part is...it's high quality shoes for only forty bucks a month! holy goodness! :D",0.8,0.97
