English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Maori Word
countless	0	0	0	0	0	0	0	0	0	0	tini noa
country	0	0	0	0	0	0	0	0	0	0	whenua
countryman	0	0	0	0	0	0	0	0	0	1	tangata whenua
counts	0	0	0	0	0	0	0	0	0	0	tatau
county	0	0	0	0	0	0	0	0	0	1	rohe
coup	1	0	0	0	0	0	0	0	1	0	tukituki
couple	0	0	0	0	0	0	0	0	0	0	tokorua
coupled	0	0	0	0	0	0	0	0	0	0	honoa
coupon	0	0	0	0	0	0	0	0	0	0	tīkitipati
courage	0	0	0	0	0	0	1	0	0	0	maia
courageous	0	0	0	1	0	0	1	0	0	0	maia
courier	0	0	0	0	0	0	0	0	0	1	karere
courses	0	0	0	0	0	0	0	0	0	0	akoranga
coursing	0	0	0	0	0	1	0	0	0	0	akoranga
court	1	1	0	1	0	0	0	0	0	0	kooti
courteous	0	0	0	0	0	0	1	0	0	0	atawhai
courtesy	0	0	0	0	0	0	1	0	0	0	atawhai
courthouse	0	0	0	0	0	0	0	0	0	0	whare kooti
courts	0	0	0	0	0	0	0	0	0	0	kooti
courtship	0	1	0	0	1	0	1	0	0	1	whakapoapoa
courtyard	0	0	0	0	0	0	0	0	0	0	marae
cove	0	1	1	1	1	0	1	0	0	0	kokoru
covenant	0	0	0	0	0	0	1	0	0	1	kawenata
cover	0	0	0	0	0	0	0	0	0	1	uhi
covered	0	0	0	0	0	0	0	0	0	0	hipoki
covering	0	0	0	0	0	0	0	0	0	0	hipoki
covert	0	0	0	0	0	0	0	0	0	0	huna
covet	0	0	0	0	0	1	0	0	0	0	hiahia
cow	0	0	0	0	0	0	0	0	0	0	kau
coward	0	0	1	1	0	1	0	1	0	0	whakapouri
cowardice	0	0	0	1	0	1	0	0	0	0	whakapouri
cowardly	0	0	0	1	0	1	0	0	0	0	whakapouri
cowboy	0	0	0	0	0	0	0	0	0	0	kaupoi
cowhide	0	0	0	0	0	0	0	0	0	0	hiako kau
cowl	0	0	0	0	0	0	0	0	0	0	kauu
coworker	0	0	0	0	0	0	0	0	0	0	hoa mahi
coy	0	0	0	1	0	0	0	0	0	0	koti
coyote	0	0	0	1	0	0	0	0	0	0	koyote
crab	0	0	0	0	0	0	0	0	0	0	pāpaka
crabby	1	0	0	0	0	1	0	0	0	0	kiripaka
crack	0	0	0	0	0	1	0	0	0	0	kapiti
cracked	1	0	0	1	0	1	0	0	0	0	kapiti
cracker	0	0	0	0	0	0	0	0	0	0	pihikete
cracking	0	0	0	0	0	1	0	0	0	0	pakaruhanga
crackle	0	0	0	0	0	0	0	0	0	0	kapiki
cradle	0	1	0	0	1	0	1	0	0	1	pourakau
craft	0	0	0	0	0	0	1	0	0	0	mahi toi
craftsman	0	0	0	0	0	0	1	0	0	0	tohunga mahi
crafty	0	0	0	0	0	0	0	0	0	0	hianga
craig	0	0	0	0	0	0	0	0	0	0	Craig
crammed	0	0	0	0	0	0	0	0	0	0	kapi
cramp	0	1	0	0	0	1	0	0	0	0	kopikopiko
cramped	0	0	0	0	0	1	0	0	0	0	kuiti
crane	0	0	0	0	0	0	0	0	0	0	warou
cranium	0	0	0	0	0	0	0	0	0	0	poupou
crank	0	0	0	0	0	1	0	0	0	0	karaka
cranky	1	0	0	0	0	1	0	0	0	0	ngangau
crap	0	0	1	0	0	1	0	0	0	0	karekau
craps	0	1	0	0	0	0	0	0	0	0	karekau
crash	0	0	0	1	0	1	0	1	1	0	tukinga
crate	0	0	0	0	0	0	0	0	0	0	pouaka
crater	0	0	0	0	0	0	0	0	0	0	kōwaha
crave	0	1	0	0	0	0	0	0	0	0	hiahia
craving	0	1	0	0	0	0	0	0	0	0	hiahia
crawfish	0	0	0	0	0	0	0	0	0	0	kōura
crawl	0	0	1	0	0	1	0	0	0	0	ngokingoki
crayons	0	0	0	0	0	0	0	0	0	0	nga pene
craze	0	0	0	0	0	0	0	0	0	0	porangi
crazed	1	0	0	1	0	1	0	0	0	0	porangi
crazy	1	0	0	1	0	1	0	1	0	0	haurangi
creaking	0	0	0	0	0	1	0	0	0	0	te ngunguru
cream	0	1	0	0	1	0	1	0	1	0	kirīmi
creamer	0	0	0	0	0	0	0	0	0	0	kirīmi
creamy	0	0	0	0	0	0	0	0	0	0	kirikiri
crease	0	0	0	0	0	0	0	0	0	0	remu
create	0	0	0	0	1	0	1	0	0	0	hanga
creation	0	0	0	0	0	0	0	0	0	0	hangahanga
creative	0	0	0	0	0	0	1	0	0	0	auaha
creator	0	0	0	0	0	0	0	0	0	0	kaihanga
creature	0	0	1	1	0	1	0	0	0	0	mea hanga
credence	0	0	0	0	0	0	1	0	0	1	ti'aturiraa
credential	0	0	0	0	0	0	1	0	0	1	tohu tohu
credentials	0	0	0	0	0	0	0	0	0	0	tohu tohu
credibility	0	0	0	0	0	0	1	0	0	1	pono
credible	0	0	0	0	0	0	1	0	0	1	pono
credit	0	0	0	0	0	0	1	0	0	1	nama
creditable	0	0	0	0	0	0	1	0	0	1	nama
credited	0	0	0	0	0	0	1	0	0	0	i whakawhiwhia
crediting	0	0	0	0	0	0	0	0	0	0	te nama
creditor	0	0	0	0	0	0	0	0	0	0	kaituku nama
creed	0	0	0	0	0	0	0	0	0	0	whakapono
creek	0	0	0	0	0	0	0	0	0	0	awaawa
creep	0	0	0	0	0	1	0	0	0	0	ngokingoki
creeping	0	1	0	0	0	0	0	0	0	0	ngokingoki
cremation	0	0	0	0	0	0	0	1	0	0	tahutahu
creole	0	0	0	0	0	0	0	0	0	0	krero
crescendo	0	1	0	0	1	0	1	0	1	1	karekau
crescent	0	0	0	0	0	0	0	0	0	0	kowhitiwhiti
crevice	0	0	0	0	0	0	0	0	0	0	kapiti
crew	0	0	0	0	0	0	0	0	0	1	kaimahi
crib	0	0	0	0	0	0	0	0	0	0	moenga
cricket	0	0	0	0	0	0	0	0	0	0	kirikiti
crime	1	0	0	0	0	1	0	0	0	0	hara
criminal	1	0	1	1	0	1	0	0	0	0	taihara
criminality	1	0	1	1	0	1	0	0	0	0	hara
crimp	0	0	0	0	0	0	0	0	0	0	crimp
crimson	0	0	0	0	0	0	0	0	0	0	whero whero
cringe	0	0	1	1	0	1	0	1	0	0	whakapouri
cripple	0	0	0	1	0	1	0	1	0	0	kopa
crippled	0	0	0	0	0	1	0	1	0	0	kopa
crisis	0	0	0	0	0	1	0	0	0	0	raruraru
crisp	0	0	0	0	0	1	0	0	0	1	kirikiri
criterion	0	0	0	0	0	0	0	0	0	0	paearu
critic	0	0	0	0	0	1	0	0	0	0	kaikino
criticism	1	0	0	0	0	1	0	1	0	0	whakahē
criticize	1	0	1	1	0	1	0	1	0	0	whakahē
critique	0	0	0	0	0	0	1	0	0	0	whakahē
critter	0	0	1	0	0	0	0	0	0	0	mohoao
croak	0	0	0	0	0	0	0	0	0	0	koroke
crock	0	0	0	0	0	0	0	0	0	0	toka
crockery	0	0	0	0	0	0	0	0	0	0	oko kai
crocodile	0	0	0	1	0	0	0	0	0	0	koaka
croft	0	0	0	0	0	0	0	0	0	0	whariki
crook	0	0	0	0	0	1	0	0	0	0	koroke
crop	0	0	0	0	0	0	0	0	0	0	hua
croquet	0	0	0	0	0	0	0	0	0	0	koroke
cross	1	0	0	1	0	1	0	1	0	0	ripeka
crossbow	0	0	0	0	0	0	0	0	0	0	kopere
crossed	0	0	0	0	0	0	0	0	0	0	whiti
crossing	0	0	0	0	0	0	0	0	0	0	whakawhiti
crotch	0	0	0	0	0	0	0	0	0	0	pikopiko
crouch	0	0	0	1	0	0	0	0	0	0	piko
crouched	0	0	0	0	0	0	0	0	0	0	kua piko
crouching	0	0	0	1	0	1	0	0	0	0	piko ana
croupier	0	0	0	0	0	0	0	0	0	0	croupier
crow	0	0	0	0	0	0	0	0	0	0	kaokao
crowd	0	0	0	0	0	0	0	0	0	0	mano tini
crowded	0	0	0	0	0	0	0	0	0	0	kikii
crown	0	0	0	0	0	0	0	0	0	0	karauna
crowning	0	1	0	0	1	0	1	0	1	1	whakakarauna
crucial	0	0	0	0	0	0	1	0	0	1	hirahira
cruciate	0	0	0	0	0	1	0	0	0	0	ripekatia
crucifix	0	0	0	0	0	0	0	0	0	0	ripekatia
crucifixion	1	0	1	1	0	1	0	1	0	0	ripekatia
crude	0	0	1	0	0	1	0	0	0	0	marua
cruel	1	0	1	1	0	1	0	1	0	0	nanakia
cruelly	1	0	0	1	0	1	0	0	0	0	nanakia
cruelty	1	0	1	1	0	1	0	1	0	0	nanakia
cruise	0	0	0	0	0	0	0	0	0	0	whakatere waka
cruiser	0	0	0	0	0	0	0	0	0	0	waka teretere
crumb	0	0	0	0	0	0	0	0	0	0	kongakonga
crumbling	0	0	0	0	0	1	0	1	0	0	pakaruhanga
crunch	1	0	0	0	0	1	0	0	0	0	karekau
crusade	1	0	0	1	0	1	0	0	0	0	pakanga
crush	0	0	0	0	0	0	0	0	0	0	kuru
crushed	1	0	1	1	0	1	0	1	0	0	mongamonga
crushing	1	0	1	1	0	1	0	0	0	0	kuru
crust	0	0	0	0	0	0	0	0	0	0	kirinuku
crusty	0	0	1	0	0	1	0	0	0	0	kirikiri
crutch	0	0	0	0	0	0	0	0	0	0	korukoru
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	tangi
crying	0	0	0	0	0	1	0	1	0	0	tangi
crypt	0	0	0	1	0	1	0	1	0	0	crypt
cryptic	0	0	0	0	0	0	0	0	0	0	ngaro
cryptography	0	0	0	0	0	0	0	0	0	0	tuhi tuhi
crystal	0	0	0	0	0	0	1	0	0	0	tioata
crystalline	0	0	0	0	0	0	0	0	0	0	tioata
crystallization	0	0	0	0	0	0	0	0	0	0	whātioatanga
cub	0	0	0	0	0	0	0	0	0	0	kuao
cube	0	0	0	0	0	0	0	0	0	1	poraka
cubicle	0	0	0	0	0	0	0	0	0	0	kohanga
cuckold	0	0	1	0	0	1	0	0	0	0	karekau
cuckoo	0	0	0	0	0	1	0	0	0	0	kokoo
cuddle	0	0	0	0	1	0	1	0	0	1	awhi
cue	0	1	0	0	0	0	0	0	0	0	tohu
cuff	0	0	0	0	0	0	0	0	0	0	karekau
cuisine	0	0	0	0	0	0	0	0	0	0	kai
culinary	0	0	0	0	0	0	1	0	0	1	tunu kai
cull	0	0	0	0	0	1	0	0	0	0	kuru
culminate	0	0	0	0	0	0	0	0	0	0	te mutunga
culmination	0	0	0	0	0	0	1	0	0	0	te mutunga
culpability	0	0	0	0	0	1	0	0	0	0	te hara
culpable	0	0	0	0	0	1	0	0	0	0	hara
culprit	0	0	0	0	0	1	0	0	0	0	tangata hara
cult	0	0	0	1	0	1	0	0	0	0	karakia
cultivate	0	1	0	0	0	0	1	0	0	1	ngaki
cultivated	0	0	0	0	0	0	1	0	0	0	ngakia
cultivation	0	0	0	0	0	0	1	0	0	0	ngaki
culture	0	0	0	0	0	0	1	0	0	0	tikanga
culvert	0	0	0	0	0	0	0	0	0	0	poka wai
cumbersome	0	0	0	0	0	1	0	1	0	0	uaua
cumulus	0	0	0	0	0	0	0	0	0	0	kohinga
cunning	0	0	0	0	0	1	1	0	0	0	hianga
cup	0	0	0	0	0	0	0	0	0	0	kapu
cupboard	0	0	0	0	0	0	0	0	0	0	kāpata
cupping	0	0	1	1	0	1	0	1	0	0	kapu kapu
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	ka taea te rongoa
curate	0	0	0	0	0	0	0	0	0	0	kaiwhakarite
curative	0	0	0	0	0	0	0	0	0	0	whakaora
curator	0	0	0	0	0	0	0	0	0	0	kaitiaki
curb	0	0	0	0	0	0	0	0	0	0	parepare
curd	0	0	0	0	0	0	0	0	0	0	pata
curfew	0	0	0	0	0	0	0	0	0	0	wā kati
curiosity	0	1	0	0	0	0	1	0	1	0	pākiki
curl	0	0	0	0	0	0	1	0	0	0	korikori
curling	0	0	0	0	0	0	0	0	0	0	koiri
currency	0	0	0	0	0	0	0	0	0	0	moni
current	0	0	0	0	0	0	0	0	0	0	nāianei
curriculum	0	0	0	0	0	0	0	0	0	0	marautanga
curry	0	0	0	0	0	0	0	0	0	0	kari
curse	1	0	1	1	0	1	0	1	0	0	kanga
cursed	1	0	0	1	0	1	0	1	0	0	kanga
cursing	1	0	1	0	0	1	0	0	0	0	kanga
cursory	0	0	0	0	0	1	0	0	0	0	poto
curt	0	0	0	0	0	0	0	0	0	0	poto
curtail	0	0	0	0	0	0	0	0	0	0	whakatiki
curtailment	0	0	0	0	0	0	0	0	0	0	whakahekenga
curtain	0	0	0	0	0	0	0	0	0	0	arai
curvature	0	0	0	0	0	0	0	0	0	0	kopikopiko
curve	0	0	0	0	0	0	0	0	0	0	kopikopiko
curved	0	0	0	0	0	0	0	0	0	0	kopikopiko
curvilinear	0	0	0	0	0	0	0	0	0	0	kopikopiko
cushion	0	0	0	0	0	0	1	0	0	0	urunga
cusp	0	0	0	0	0	0	0	0	0	0	kohu
cussed	1	0	0	0	0	0	0	0	0	0	kanga
custodian	0	0	0	0	0	0	0	0	0	1	kaitiaki
custody	0	0	0	0	0	0	0	0	0	1	tiaki
custom	0	0	0	0	0	0	0	0	0	0	ritenga
customary	0	0	0	0	0	0	0	0	0	0	tikanga
customer	0	0	0	0	0	0	1	0	0	0	kaihoko
cut	0	0	0	0	0	0	0	0	0	0	tapahia
cutaneous	0	0	0	0	0	0	0	0	0	0	kiriweti
cute	0	0	0	0	0	0	1	0	0	0	orotika
cuticle	0	0	0	0	0	0	0	0	0	0	kirikiri
cutlery	0	0	0	0	0	0	0	0	0	0	tapatapahi
cutter	0	0	0	1	0	1	0	0	0	0	kaitapahi
cutters	0	0	0	0	0	0	1	0	0	0	kaitapahi
cutthroat	1	0	0	1	0	1	0	0	0	0	korokoro
cutting	1	0	1	1	0	1	0	1	0	0	tapahi
cuttings	0	0	0	0	0	0	0	0	0	0	haea
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	hauhaua
cycle	0	0	0	0	0	0	0	0	0	0	huringa
cyclical	0	0	0	0	0	0	0	0	0	0	porohita
cyclist	0	0	0	0	0	0	0	0	0	0	kaieke paihikara
cyclone	0	0	0	1	0	1	0	0	1	0	huripari
cylinder	0	0	0	0	0	0	0	0	0	0	rango
cylindrical	0	0	0	0	0	0	0	0	0	0	porotakaroa
cymbal	0	0	0	0	0	0	0	0	0	0	himipora
cynic	0	0	0	0	0	0	0	0	0	0	whakahihi
cyst	0	0	0	1	0	1	0	1	0	0	kohu
cystic	0	0	1	0	0	0	0	0	0	0	kirikiri
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	cytomegalovirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	cytoplasm
czar	0	0	0	0	0	0	0	0	0	0	czar
dab	0	0	0	0	0	0	0	0	0	0	dab
dabble	0	0	0	0	0	0	0	0	0	0	tukituki
dabbling	1	0	1	0	0	1	0	0	0	0	whakakorikori
dad	0	0	0	0	0	0	0	0	0	0	papa
dado	0	0	0	0	0	0	0	0	0	0	papa
daemon	1	0	1	1	0	1	0	1	1	0	tiamona
daft	0	0	1	0	0	1	0	0	0	0	porangi
dagger	0	0	0	1	0	1	0	0	0	0	hoari
daily	0	1	0	0	0	0	0	0	0	0	ia rā
dainty	0	0	0	0	0	0	0	0	0	0	tino reka
dairy	0	0	0	0	0	0	0	0	0	0	miraka kau
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	tara
dam	0	0	0	0	0	0	0	0	0	0	pāpuni
damage	1	0	1	0	0	1	0	1	0	0	kino
damages	0	0	0	0	0	1	0	1	0	0	pakaru
dame	1	0	1	0	0	0	1	0	0	1	wahine rangatira
damn	1	0	1	0	0	1	0	0	0	0	whakatara
damnation	1	0	0	1	0	1	0	1	0	0	whakatara
damned	0	0	0	0	0	1	0	0	0	0	whakatara
damp	0	0	0	0	0	0	0	0	0	0	haukū
dampened	0	0	0	0	0	0	0	0	0	0	whakamakuku
damper	0	0	0	0	0	1	0	0	0	0	whakapouri
damsel	0	0	0	0	0	0	0	0	0	0	kotiro
dance	0	0	0	0	1	0	1	0	0	1	kanikani
dancer	0	0	0	0	0	0	0	0	0	0	kaihaka
dandruff	0	0	0	0	0	1	0	0	0	0	pakitea
dandy	0	0	1	0	0	1	0	0	0	0	pai
danger	0	0	0	1	0	1	0	1	0	0	mōrearea
dangerous	0	0	0	1	0	1	0	0	0	0	mōrearea
dangle	0	0	0	0	0	0	0	0	0	0	tarewa
dank	0	0	1	0	0	0	0	0	0	0	haumanu
dapper	0	0	0	0	0	0	0	0	0	0	karekau
dare	0	1	0	0	0	0	0	0	0	1	maia
daring	0	0	0	0	0	0	1	0	0	0	maia
dark	0	0	0	0	0	0	0	1	0	0	pouri
darken	0	0	0	1	0	1	0	1	0	0	whakapouri
darkened	0	0	0	1	0	1	0	1	0	0	whakapouritia
darkly	0	0	0	0	0	0	0	0	0	0	pouri
darkness	1	0	0	1	0	1	0	1	0	0	pouri
darling	0	0	0	0	1	0	1	0	0	1	aroha
darn	0	0	0	0	0	0	0	0	0	0	tara
dart	0	0	0	1	0	0	0	0	0	0	perehana
dash	0	0	0	0	0	0	0	0	0	0	pīhono
dashboard	0	0	0	0	0	0	0	0	0	0	papatohu
dashed	1	0	0	1	0	1	0	1	0	0	kua taia
dashing	0	0	0	0	0	0	1	0	0	0	whakahihiri
dastardly	1	0	1	1	0	1	0	0	0	0	whakapouri
data	0	0	0	0	0	0	0	0	0	0	raraunga
database	0	0	0	0	0	0	0	0	0	0	pātengi raraunga
date	0	0	0	0	0	0	0	0	0	0	rā
daughter	0	0	0	0	1	0	1	0	0	0	tamahine
dawn	0	1	0	0	1	0	1	0	1	1	ata
day	0	0	0	0	0	0	0	0	0	0	rā
daybreak	0	0	0	0	0	0	0	0	0	0	awatea
daydreaming	0	0	0	0	0	0	0	0	0	0	moemoeā
daze	0	0	0	0	0	0	0	0	0	0	whakapouri
dazed	0	0	0	0	0	1	0	0	0	0	whakapouri
dazzling	0	0	0	0	0	0	0	0	0	0	whakahihiri
deacon	0	0	0	0	0	0	0	0	0	1	diakono
deactivate	0	0	0	0	0	1	0	0	0	0	whakakorehia
deadlock	0	0	0	0	0	1	0	0	0	0	kati
deadly	1	0	1	1	0	1	0	1	0	0	whakamate
deafening	0	0	0	0	0	0	0	0	0	0	turi
deafness	0	0	0	0	0	0	0	0	0	0	turi
deal	0	1	0	0	1	0	1	0	1	1	mahi
dealer	0	0	0	0	0	0	0	0	0	0	kaihoko
dealing	0	0	0	0	0	0	0	0	0	0	mahi
dealings	0	0	0	0	0	0	0	0	0	1	mahi
dean	0	0	0	0	0	0	0	0	0	0	tiamana
dear	0	0	0	0	0	0	1	0	0	0	aroha
dearth	0	0	0	0	0	0	0	0	0	0	matekai
death	1	1	1	1	0	1	0	1	1	0	mate
debacle	0	0	0	1	0	1	0	1	0	0	whakatakariri
debatable	0	0	0	0	0	0	0	0	0	0	tautohetohe
debate	0	0	0	0	0	0	1	0	0	0	tautohetohe
debauchery	0	0	1	1	0	1	0	0	0	0	whakakino
debenture	0	1	0	0	0	0	0	0	0	0	nama
debit	0	0	0	0	0	0	0	0	0	0	nama
debris	0	0	1	0	0	1	0	0	0	0	parapara
debt	0	0	0	0	0	1	0	1	0	0	nama
debtor	0	0	0	0	0	1	0	0	0	0	te nama
debut	0	0	0	0	0	0	0	0	0	0	tuatahi
decade	0	0	0	0	0	0	0	0	0	0	tekau tau
decanter	0	0	0	0	0	0	0	0	0	0	pukoro
decay	0	0	0	1	0	1	0	1	0	0	pirau
decayed	0	0	1	0	0	1	0	1	0	0	kua pirau
deceased	0	0	0	0	0	1	0	1	0	0	kua mate
deceit	1	0	1	1	0	1	0	1	1	0	tinihanga
deceitful	0	0	1	0	0	1	0	1	0	0	tinihanga
deceive	1	0	1	0	0	1	0	1	0	0	whakapohehe
deceived	1	0	0	0	0	1	0	0	0	0	tinihangatia
deceiving	0	0	0	0	0	1	0	0	0	1	whakapohehe
decency	0	0	0	0	0	0	1	0	0	0	tika
decent	0	0	0	0	0	0	1	0	0	0	tika
deception	0	0	0	0	0	1	0	0	0	0	tinihanga
deceptive	0	0	0	0	0	1	0	0	0	0	tinihanga
decidedly	0	0	0	0	0	0	0	0	0	0	whakatau
deciduous	0	0	0	0	0	0	0	0	0	0	karekau
decimal	0	0	0	0	0	0	0	0	0	0	ā-ira
decipher	0	0	0	0	0	0	0	0	0	0	whakamaori
decision	0	0	0	0	0	0	0	0	0	0	whakatau
decisive	0	0	0	0	0	0	0	0	0	0	whakatau
deck	0	0	0	0	0	0	0	0	0	0	rahoraho
declaration	0	0	0	0	0	0	0	0	0	0	whakapuakanga
declaratory	0	0	0	0	0	0	1	0	0	0	whakapuakanga
declare	0	0	0	0	0	0	0	0	0	0	whakapuaki
declination	0	0	0	0	0	1	0	0	0	0	whakahekenga
decline	0	0	0	0	0	1	0	0	0	0	heke
declining	0	0	0	0	0	1	0	0	0	0	te heke
decompose	0	0	1	0	0	0	0	0	0	0	pirau
decomposed	0	0	0	0	0	0	0	1	0	0	pirau
decomposition	0	0	1	1	0	1	0	1	0	0	pirau
decorate	0	0	0	0	0	0	0	0	0	0	whakapaipai
decoration	0	0	0	0	0	0	0	0	0	0	whakapaipai
decorum	0	0	0	0	0	0	0	0	0	0	whakapaipai
decoy	0	0	0	0	0	0	0	0	1	0	whakapati
decrease	0	0	0	0	0	1	0	0	0	0	heke
decreased	0	0	0	0	0	0	0	0	0	0	heke
decreasing	0	0	0	0	0	0	0	0	0	0	e heke ana
decree	0	0	0	0	0	0	0	0	0	0	whakatau
decrement	0	0	0	0	0	1	0	0	0	0	whakahekenga
decrepit	0	0	0	0	0	1	0	0	0	0	pōuriuri
decry	1	0	0	0	0	1	0	0	0	0	whakahē
dedication	0	0	0	0	0	0	1	0	0	0	whakatapua
deduce	0	0	0	0	0	0	0	0	0	0	whakaheke
deduct	0	0	0	0	0	1	0	0	0	0	tango
deduction	0	0	0	0	0	0	0	0	0	0	tangohanga
deed	0	0	0	0	0	0	0	0	0	1	mahi
deepen	0	0	0	0	0	0	0	0	0	0	whakahohonu
deer	0	0	0	0	0	0	0	0	0	0	tia
defamation	0	0	1	1	0	1	0	0	0	0	whakakino
defamatory	1	0	0	0	0	1	0	0	0	0	whakakino
default	0	0	1	1	0	1	0	1	0	0	taunoa
defeat	0	0	0	0	0	1	0	0	0	0	hinga
defeated	0	0	0	0	0	1	0	1	0	0	hinga
defect	1	0	0	0	0	1	0	0	0	0	hē
defection	0	0	0	1	0	1	0	0	0	0	takahanga
defective	0	0	1	0	0	1	0	0	0	0	hē
defend	0	0	0	1	0	0	1	0	0	0	tiaki
defendant	1	0	0	1	0	0	0	1	0	0	kaiwhakapae
defended	0	0	0	0	0	0	1	0	0	1	parea
defender	0	0	0	0	0	0	1	0	0	1	kaiwawao
defending	0	0	0	0	0	0	1	0	0	0	tiaki
defense	1	1	0	1	0	0	1	0	0	0	whakamarumaru
defenseless	0	0	0	1	0	1	0	1	0	0	korekore
defensible	0	0	0	0	0	0	0	0	0	0	whakaahuru
defensive	0	0	0	0	0	0	0	0	0	0	parepare
defer	0	0	0	0	0	0	0	0	0	0	whakaroa
deference	0	0	0	0	0	0	1	0	0	1	whakaute
deferral	0	0	0	0	0	1	0	0	0	0	whakaroa
deferring	0	0	0	0	0	0	0	0	0	0	whakaroa
defiance	1	0	1	1	0	1	0	0	0	0	whakakeke
defiant	1	0	0	0	0	1	0	0	0	0	whakakeke
deficiency	0	0	0	0	0	1	0	0	0	0	ngoikoretanga
deficit	0	0	0	0	0	1	0	0	0	0	takarepa
define	0	0	0	0	0	0	0	0	0	0	tautuhi
defined	0	0	0	0	0	0	0	0	0	0	kua tautuhia
definition	0	0	0	0	0	0	0	0	0	0	whakamāramatanga
definitive	0	0	0	0	0	0	1	0	0	1	tino
deflate	1	0	0	0	0	1	0	1	0	0	whakaheke
deflation	0	0	0	1	0	1	0	0	0	0	whakahekenga
deflect	0	0	0	0	0	0	0	0	0	0	whakakeke
deflection	0	0	0	0	0	0	0	0	0	0	whakahurihuri
defloration	0	0	0	0	0	0	0	0	0	0	whakahekenga
deform	0	0	1	0	0	1	0	0	0	0	whakakino
deformed	0	0	1	0	0	1	0	1	0	0	heke
deformity	0	0	1	1	0	1	0	1	0	0	whakakino
defraud	1	0	1	0	0	1	0	0	0	0	tinihanga
defray	0	0	0	0	0	0	0	0	0	0	utu
deft	0	0	0	0	0	0	0	0	0	0	tohe
defunct	0	0	0	0	0	1	0	1	0	0	kua mate
defy	1	0	0	1	0	1	0	1	1	0	whakakeke
degeneracy	1	0	1	0	0	1	0	1	0	0	whakahekenga
degenerate	0	0	0	0	0	1	0	0	0	0	whakaheke
degeneration	0	0	0	0	0	0	0	0	0	0	whakahekenga
degradation	0	0	0	0	0	1	0	0	0	0	whakahekenga
degrade	0	0	1	0	0	1	0	0	0	0	whakaheke
degrading	0	0	1	1	0	1	0	1	0	0	whakaheke
degree	0	0	0	0	0	0	1	0	0	0	tohu
dehydrated	0	0	0	0	0	0	0	0	0	0	mate wai
delay	1	0	1	1	0	1	0	1	0	0	whakaroa
delayed	0	0	0	0	0	1	0	0	0	0	whakaroa
delectable	0	0	0	0	0	0	1	0	0	0	reka
delegate	0	0	0	0	0	0	1	0	0	1	kaikawe
delegation	0	0	0	0	0	0	0	0	0	0	tukunga
deleterious	1	0	1	1	0	1	0	0	0	0	whakakino
deletion	0	0	0	0	0	1	0	0	0	0	whakakorenga
deliberate	0	0	0	0	0	0	1	0	0	0	āta whakaaro
deliberation	0	0	0	0	0	0	0	0	0	0	whiriwhiringa
deliberative	0	0	0	0	0	0	0	0	0	0	whaiwhakaaro
delicacy	0	0	0	0	0	0	0	0	0	0	kai reka
delicious	0	0	0	0	1	0	1	0	0	0	reka
delight	0	1	0	0	1	0	1	0	0	0	harikoa
delighted	0	1	0	0	1	0	1	0	1	0	harikoa
delightful	0	1	0	0	1	0	1	0	0	1	ahuareka
delineate	0	0	0	0	0	0	0	0	0	0	whakataha
delineation	0	0	0	0	0	0	0	0	0	0	whakawhanaunga
delinquency	0	0	0	0	0	1	0	0	0	0	mahi kino
delinquent	1	0	1	0	0	1	0	0	0	0	mahi kino
delirious	0	0	0	0	0	1	0	1	0	0	porangirangi
delirium	0	0	1	0	0	1	0	1	0	0	irirangi
deliverance	0	1	0	0	1	0	1	0	0	1	whakaoranga
delivery	0	1	0	0	0	0	1	0	0	0	tukunga
dell	0	0	0	0	0	0	0	0	0	0	Dell
delta	0	0	0	0	0	0	0	0	0	0	whakatara
deluge	0	0	0	1	0	1	0	1	1	0	waipuke
delusion	1	0	0	1	0	1	0	1	0	0	pohehe
delusional	1	0	0	1	0	1	0	0	0	0	pohehe
delve	0	0	0	0	0	0	0	0	0	0	ruku
demand	1	0	0	0	0	1	0	0	0	0	tono
demanding	0	0	0	0	0	1	0	0	0	0	tono
demeanor	0	0	0	0	0	0	0	0	0	0	ahua
demented	0	0	0	1	0	1	0	0	0	0	whakapouri
dementia	0	0	0	1	0	1	0	1	0	0	mate pāwera
demise	0	0	0	1	0	1	0	1	0	0	mate
democracy	0	0	0	0	0	0	1	0	0	0	manapori
democrat	0	0	0	0	0	0	0	0	0	0	manapori
demolish	1	0	0	0	0	1	0	1	0	0	turaki
demolition	0	0	0	0	0	1	0	0	0	0	turakitanga
demon	1	0	1	1	0	1	0	1	0	0	rewera
demonic	1	0	1	1	0	1	0	1	0	0	rewera
demonstrable	0	0	0	0	0	0	1	0	0	0	whakaatu
demonstrate	0	0	0	0	0	0	0	0	0	0	whakaatu
demonstrated	0	0	0	0	0	0	0	0	0	0	whakaatu
