English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Persian Word
class	0	0	0	0	0	0	0	0	0	0	کلاس
classic	0	0	0	0	0	0	1	0	0	0	کلاسیک
classical	0	0	0	0	0	0	1	0	0	0	کلاسیک
classics	0	0	0	0	1	0	1	0	0	0	کلاسیک ها
classification	0	0	0	0	0	0	0	0	0	0	طبقه بندی
classify	0	0	0	0	0	0	1	0	0	0	طبقه بندی کردن
classmate	0	0	0	0	0	0	0	0	0	0	همکلاسی
clatter	0	0	0	0	0	0	0	0	0	0	تق تق
clause	0	0	0	0	0	0	0	0	0	0	عبارت
clauses	0	0	0	0	0	0	0	0	0	0	بندها
claw	1	0	0	1	0	1	0	0	0	0	پنجه
claws	0	0	0	0	0	0	0	0	0	0	پنجه ها
clay	0	0	0	0	0	0	0	0	0	0	خاک رس
clean	0	0	0	0	1	0	1	0	0	1	تمیز
cleaning	0	0	0	0	0	0	1	0	0	0	تمیز کردن
cleanliness	0	0	0	0	0	0	1	0	0	0	پاکیزگی
cleanly	0	0	0	0	0	0	1	0	0	0	تمیز
cleanse	0	0	0	0	0	0	1	0	0	0	پاک کردن
cleansing	0	0	0	0	0	0	1	0	0	0	پاکسازی
clearance	0	0	0	0	0	0	1	0	0	1	ترخیص کالا از گمرک
clearing	0	0	0	0	0	0	0	0	0	0	پاکسازی
clearness	0	0	0	0	0	0	1	0	0	0	شفافیت
cleavage	0	0	0	0	0	0	0	0	0	0	رخ
cleave	0	0	0	1	0	0	0	0	0	0	شکافتن
clef	0	0	0	0	0	0	0	0	0	0	کلید
cleft	0	0	0	0	0	0	0	0	0	0	شکاف
clemency	0	0	0	0	0	0	0	0	0	0	رحم
clergy	0	0	0	0	0	0	0	0	0	0	روحانیت
clergyman	0	0	0	0	0	0	0	0	0	0	روحانی
clerical	0	0	0	0	0	0	1	0	0	1	روحانی
clerk	0	0	0	0	0	0	0	0	0	0	منشی
clerkship	0	0	0	0	0	0	0	0	0	0	منشی
clever	0	0	0	0	0	0	1	0	0	0	باهوش
cleverness	0	0	0	0	0	0	1	0	0	0	زیرکی
click	0	0	0	0	0	0	0	0	0	0	کلیک
client	0	0	0	0	0	0	0	0	0	0	مشتری
clientele	0	0	0	0	0	0	0	0	0	0	ارباب رجوع
cliff	0	0	0	1	0	0	0	0	0	0	صخره
climate	0	0	0	0	0	0	0	0	0	0	اقلیم
climatology	0	0	0	0	0	0	0	0	0	0	اقلیم شناسی
climax	0	1	0	0	1	0	1	0	1	1	به اوج رسیدن
climb	0	0	0	0	0	0	0	0	0	0	بالا رفتن
cling	0	0	0	0	0	0	0	0	0	0	چسبیدن
clip	0	0	0	0	0	0	0	0	0	0	کلیپ
clipper	0	0	0	0	0	0	0	0	0	0	قیچی
clipping	0	0	0	0	0	0	0	0	0	0	بریدن
clique	0	0	0	0	0	0	0	0	0	0	دسته
cloak	0	0	0	0	0	0	0	0	0	0	شنل
clock	0	1	0	0	0	0	0	0	0	0	ساعت
clockwork	0	0	0	0	0	0	0	0	0	0	ساعت
clog	0	0	0	0	0	0	0	0	0	0	گرفتگی
cloister	0	0	0	0	0	1	0	0	0	0	صومعه
close	0	0	0	0	0	0	0	0	0	0	بستن
closed	0	0	0	0	0	0	0	0	0	0	بسته
closeness	0	0	0	0	1	0	1	0	0	1	نزدیکی
closet	0	0	0	0	0	0	0	0	0	0	کمد لباس
closure	0	1	0	0	1	0	1	1	0	0	بسته
clot	0	0	0	0	0	0	0	0	0	0	لخته خون
cloth	0	0	0	0	0	0	0	0	0	0	پارچه
clothe	0	0	0	0	0	0	1	0	0	0	لباس
clothes	0	0	0	0	0	0	0	0	0	0	لباس ها
clothesline	0	0	0	0	0	0	0	0	0	0	بند رخت
clothing	0	0	0	0	0	0	0	0	0	0	تن پوش
cloud	0	0	0	0	0	0	0	0	0	0	ابر
clouded	0	0	0	0	0	1	0	1	0	0	ابری
cloudiness	0	0	0	1	0	1	0	0	0	0	ابری
cloudy	0	0	0	0	0	0	0	1	0	0	ابری
clover	0	0	0	0	0	0	0	0	0	0	شبدر
cloves	0	0	0	0	0	0	0	0	0	0	میخک ها
clown	0	1	0	0	1	0	1	0	1	0	دلقک
club	0	0	0	0	0	0	0	0	0	0	باشگاه
clubhouse	0	0	0	0	0	0	0	0	0	0	باشگاه
clubs	0	0	0	0	0	0	0	0	0	0	باشگاه ها
clue	0	1	0	0	0	0	0	0	0	0	سرنخ
clump	0	0	0	0	0	1	0	0	0	0	توده
clumsy	0	0	1	0	0	1	0	0	0	0	دست و پا چلفتی
cluster	0	0	0	0	0	0	0	0	0	0	خوشه
clutch	0	0	0	0	0	0	0	0	0	0	کلاچ
clutches	0	0	0	0	0	0	0	0	0	0	کلاچ ها
clutter	0	0	0	0	0	0	0	0	0	0	کلفت
coach	0	0	0	0	0	0	0	0	0	1	مربی
coagulation	0	0	0	0	0	0	0	0	0	0	انعقاد
coal	0	0	0	0	0	0	0	0	0	0	زغال سنگ
coalesce	0	0	0	0	0	0	0	0	0	1	یکی شدن
coalition	0	0	0	0	0	0	1	0	0	0	ائتلاف
coast	0	0	0	0	0	0	1	0	0	0	ساحل
coastal	0	0	0	0	0	0	0	0	0	0	ساحلی
coaster	0	0	0	0	0	0	0	0	0	0	زیر لیوانی
coat	0	0	0	0	0	0	0	0	0	0	کت
coating	0	0	0	0	0	0	0	0	0	0	پوشش
coax	0	0	0	0	0	0	0	0	0	1	متقاعد کننده
cobalt	0	0	0	0	0	0	0	0	0	0	کبالت
cobble	0	0	0	0	0	0	0	0	0	0	سنگفرش
cobbler	0	0	0	0	0	0	0	0	0	0	پینه دوز
cobra	0	0	0	1	0	0	0	0	0	0	کبرا
cocaine	0	0	0	0	0	1	0	1	0	0	کوکائین
cock	0	0	0	0	0	0	0	0	0	0	خروس
cockpit	0	0	0	0	0	0	0	0	0	0	کابین خلبان
cocktail	0	0	0	0	0	0	0	0	0	0	کوکتل
cocoa	0	0	0	0	0	0	0	0	0	0	کاکائو
cocoon	0	0	0	0	0	0	0	0	0	0	پیله
cod	0	0	0	0	0	0	0	0	0	0	کد
code	0	0	0	0	0	0	0	0	0	0	کد
codex	0	0	0	0	0	0	0	0	0	0	کدکس
codification	0	0	0	0	0	0	0	0	0	0	کدگذاری
codify	0	0	0	0	0	0	0	0	0	0	کدگذاری
coefficient	0	0	0	0	0	0	0	0	0	0	ضریب
coerce	1	0	1	1	0	1	0	0	0	0	اجبار
coercion	1	0	1	1	0	1	0	1	0	0	اجبار
coercive	0	0	0	0	0	0	0	0	0	0	اجباری
coexist	0	0	0	0	0	0	1	0	0	1	همزیستی
coexistence	0	0	0	0	0	0	0	0	0	0	همزیستی
coexisting	0	0	0	0	0	0	0	0	0	1	همزیستی
coffee	0	0	0	0	0	0	0	0	0	0	قهوه
coffin	0	0	0	1	0	1	0	1	0	0	تابوت
cog	0	0	0	0	0	0	0	0	0	0	چرخ دنده
cogent	0	0	0	0	0	0	1	0	0	1	قانع کننده
cognate	0	0	0	0	0	0	0	0	0	0	هم خانواده
cognition	0	0	0	0	0	0	0	0	0	0	شناخت
cognitive	0	0	0	0	0	0	1	0	0	0	شناختی
cohabitation	0	0	0	0	0	0	0	0	0	0	زندگی مشترک
coherence	0	0	0	0	0	0	1	0	0	0	انسجام
coherent	0	0	0	0	0	0	1	0	0	0	منسجم
cohesion	0	0	0	0	0	0	0	0	0	1	انسجام
cohesive	0	0	0	0	0	0	1	0	0	1	منسجم
cohort	0	0	0	0	0	0	0	0	0	0	گروه
coil	0	0	0	0	0	0	0	0	0	0	سیم پیچ
coiled	0	0	0	0	0	0	0	0	0	0	پیچ خورده
coin	0	0	0	0	0	0	0	0	0	0	سکه
coinage	0	0	0	0	0	0	0	0	0	0	ضرب سکه
coincide	0	0	0	0	0	0	0	0	0	0	مصادف شدن
coincidence	0	0	0	0	0	0	0	0	1	0	اتفاقی
coincident	0	0	0	0	0	0	0	0	0	0	تصادفی
coinciding	0	0	0	0	0	0	0	0	0	0	همزمان
coke	0	0	0	0	0	0	0	0	0	0	کک
cold	0	0	0	0	0	1	0	0	0	0	سرد
coldly	0	0	0	0	0	1	0	0	0	0	سرد
coldness	1	0	1	1	0	1	0	1	0	0	سردی
colic	0	0	0	0	0	1	0	0	0	0	قولنج
collaborator	0	0	0	0	0	0	0	0	0	1	همکار
collapse	0	0	1	1	0	1	0	1	0	0	سقوط - فروپاشی
collar	0	0	0	0	0	0	0	0	0	0	یقه
collate	0	0	0	0	0	0	0	0	0	0	جمع آوری
collateral	0	0	0	0	0	0	0	0	0	1	وثیقه
collation	0	0	0	0	0	0	0	0	0	0	تطبیق
colleague	0	0	0	0	0	0	0	0	0	0	همکار
collect	0	0	0	0	0	0	0	0	0	0	جمع آوری کنید
collected	0	0	0	0	0	0	0	0	0	0	جمع آوری شده
collection	0	0	0	0	0	0	0	0	0	0	مجموعه
collective	0	0	0	0	0	0	0	0	0	0	جمعی
collectively	0	0	0	0	0	0	1	0	0	1	به صورت جمعی
collector	0	0	0	0	0	0	0	0	0	0	گردآورنده
college	0	0	0	0	0	0	0	0	0	0	دانشکده
collegiate	0	0	0	0	0	0	0	0	0	0	دانشگاهی
collide	0	0	0	0	0	0	0	0	0	0	برخورد
collie	0	0	0	0	0	0	0	0	0	0	کولی
collision	1	0	0	0	0	1	0	0	0	0	برخورد
collocation	0	0	0	0	0	0	0	0	0	0	همایند
colloquial	0	0	0	0	0	0	0	0	0	0	محاوره ای
collusion	1	0	1	1	0	1	0	1	0	0	تبانی
colon	0	0	0	0	0	0	0	0	0	0	روده بزرگ
colonel	0	0	0	0	0	0	1	0	0	1	سرهنگ
colonial	0	0	0	0	0	0	0	0	0	0	استعماری
colony	0	0	0	0	0	0	0	0	0	0	مستعمره
colophon	0	0	0	0	0	0	0	0	0	0	کلفون
color	0	0	0	0	0	0	0	0	0	0	رنگ
coloration	0	0	0	0	0	0	0	0	0	0	رنگ آمیزی
colored	0	0	0	0	0	0	0	0	0	0	رنگی
coloring	0	0	0	0	0	0	0	0	0	0	رنگ آمیزی
colorless	0	0	0	0	0	0	0	0	0	0	بی رنگ
colors	0	0	0	0	0	0	0	0	0	0	رنگ ها
colossal	0	0	0	0	0	0	1	0	0	0	غول آسا
colt	0	0	0	0	0	0	0	0	0	0	کلت
column	0	0	0	0	0	0	0	0	0	0	ستون
columnar	0	0	0	0	0	0	0	0	0	0	ستونی
coma	0	0	0	1	0	1	0	1	0	0	کما
comatose	0	0	0	1	0	1	0	1	0	0	به کما رفته
comb	0	0	0	0	0	0	0	0	0	0	شانه کردن
combat	1	0	0	1	0	1	0	0	0	0	مبارزه کن
combatant	1	0	0	1	0	1	0	0	0	0	رزمنده
combative	1	0	0	1	0	1	0	0	0	0	رزمنده
combination	0	0	0	0	0	0	0	0	0	0	ترکیبی
combinatorial	0	0	0	0	0	0	0	0	0	0	ترکیبی
combine	0	0	0	0	0	0	0	0	0	0	ترکیب کردن
combined	0	0	0	0	0	0	0	0	0	0	ترکیب شده
combustible	0	0	0	0	0	0	0	0	0	0	قابل احتراق
combustion	0	0	0	0	0	0	0	0	0	0	احتراق
comedy	0	0	0	0	0	0	0	0	0	0	کمدی
comet	0	0	0	0	0	0	0	0	0	0	دنباله دار
comfort	0	1	0	0	1	0	1	0	0	1	راحتی
comforter	0	0	0	0	0	0	0	0	0	0	تسلی دهنده
comic	0	0	0	0	0	0	0	0	0	0	کمیک
comical	0	0	0	0	0	0	0	0	0	0	طنز
coming	0	1	0	0	0	0	0	0	0	0	آینده
comma	0	0	0	0	0	0	0	0	0	0	کاما
command	0	0	0	0	0	0	0	0	0	0	فرمان
commandant	0	0	0	0	0	0	1	0	0	1	فرمانده
commander	0	0	0	0	0	0	0	0	0	0	فرمانده
commanding	0	0	0	0	0	0	1	0	0	1	فرمان دادن
commemorate	0	1	0	0	1	0	1	1	0	0	بزرگداشت
commemoration	0	1	0	0	1	0	1	0	0	0	بزرگداشت
commemorative	0	1	0	0	0	0	1	0	0	0	یادبود
commence	0	0	0	0	0	0	0	0	0	0	آغاز شود
commend	0	0	0	0	0	0	1	0	0	0	ستایش کردن
commendable	0	0	0	0	1	0	1	0	0	1	قابل ستایش
commensurate	0	0	0	0	0	0	0	0	0	0	متناسب
comment	0	0	0	0	0	0	0	0	0	0	اظهار نظر
commentary	0	0	0	0	0	0	0	0	0	0	تفسیر
commentator	0	0	0	0	0	0	1	0	0	0	مفسر
commerce	0	0	0	0	0	0	0	0	0	1	تجارت
commercial	0	0	0	0	0	0	0	0	0	0	تجاری
commissary	0	0	0	0	0	0	0	0	0	0	کمیساری
commission	0	0	0	0	0	0	0	0	0	1	کمیسیون
commissioner	0	0	0	0	0	0	0	0	0	0	کمیسیونر، رئیس پلیس
commit	0	0	0	0	0	0	0	0	0	0	مرتکب شدن
committal	0	0	0	0	0	1	0	1	0	0	متعهد
committed	0	0	0	0	0	0	1	0	0	1	متعهد شد
committee	0	0	0	0	0	0	0	0	0	1	کمیته
commodity	0	0	0	0	0	0	0	0	0	0	کالا
commodore	0	0	0	0	0	0	1	0	0	1	کمدور
common	0	0	0	0	0	0	0	0	0	0	مشترک
commonly	0	0	0	0	0	0	0	0	0	0	معمولا
commonplace	0	1	0	0	0	0	0	0	0	1	عادی
commons	0	0	0	0	0	0	0	0	0	0	مشترک
commonwealth	0	0	0	0	0	0	1	0	0	1	مشترک المنافع
commotion	1	0	0	0	0	1	0	0	0	0	هیاهو
commune	0	0	0	0	0	0	0	0	0	0	کمون
communicable	0	0	0	0	0	0	0	0	0	0	قابل انتقال
communicate	0	0	0	0	0	0	1	0	0	1	برقراری ارتباط
communication	0	0	0	0	0	0	0	0	0	1	ارتباط
communicative	0	0	0	0	0	0	1	0	0	0	ارتباطی
communion	0	0	0	0	1	0	1	0	0	1	اشتراک
communism	1	0	0	1	0	1	0	1	0	0	کمونیسم
communist	0	0	0	0	0	1	0	0	0	0	کمونیست
community	0	0	0	0	0	0	1	0	0	0	انجمن
commutation	0	0	0	0	0	0	1	0	0	0	تخفیف
commutative	0	0	0	0	0	0	0	0	0	0	تعویضی
commute	0	0	0	0	0	0	1	0	0	0	رفت و آمد
commuter	0	0	0	0	0	0	0	0	0	0	مسافر
compact	0	0	0	0	0	0	0	0	0	1	فشرده - جمع و جور
compaction	0	0	0	0	0	0	0	0	0	0	فشرده سازی
compactness	0	0	0	0	0	0	0	0	0	0	فشردگی
companion	0	0	0	0	1	0	1	0	0	1	همراه و همدم
companionship	0	0	0	0	0	0	0	0	0	0	همراهی - مصاحبت
company	0	0	0	0	0	0	0	0	0	0	شرکت
comparable	0	0	0	0	0	0	0	0	0	0	قابل مقایسه
comparative	0	0	0	0	0	0	0	0	0	0	مقایسه ای
comparatively	0	0	0	0	0	0	0	0	0	0	به صورت مقایسه ای
comparison	0	0	0	0	0	0	0	0	0	0	مقایسه
compartment	0	0	0	0	0	0	0	0	0	0	محفظه
compass	0	0	0	0	0	0	0	0	0	1	قطب نما
compassion	0	0	0	1	0	0	1	0	0	0	رحم و شفقت - دلسوزی
compassionate	0	0	0	0	0	0	1	0	0	0	دلسوز
compatibility	0	0	0	0	0	0	1	0	0	0	سازگاری
compatible	0	0	0	0	0	0	1	0	0	0	سازگار
compel	0	0	0	0	0	0	0	0	0	0	مجبور کردن
compelled	0	0	0	0	0	0	0	0	0	0	مجبور
compelling	0	0	0	0	0	0	1	0	0	0	متقاعد کننده
compendium	0	0	0	0	0	0	0	0	0	0	چکیده
compensate	0	1	0	0	1	0	1	0	1	1	جبران کردن
compensation	0	0	0	0	0	0	0	0	0	0	جبران خسارت
compensatory	0	0	0	0	0	0	1	0	0	0	جبرانی
competence	0	0	0	0	0	0	1	0	0	1	صلاحیت
competency	0	0	0	0	0	0	1	0	0	1	شایستگی
competent	0	0	0	0	0	0	1	0	0	1	صالح
competition	0	1	0	0	0	1	0	0	0	0	رقابت
competitive	0	0	0	0	0	0	0	0	0	0	رقابتی
competitor	0	0	0	0	0	0	0	0	0	0	رقیب
compilation	0	0	0	0	0	0	0	0	0	0	تلفیقی
compile	0	0	0	0	0	0	0	0	0	0	گردآوری
complacency	0	0	0	0	0	0	1	0	0	0	از خود راضی بودن
complacent	0	0	0	0	0	0	0	0	0	0	از خود راضی
complain	1	0	0	0	0	1	0	1	0	0	شكايت كردن
complaint	1	0	0	0	0	1	0	0	0	0	شکایت
complement	0	1	0	0	1	0	1	0	1	1	متمم
complementary	0	0	0	0	0	0	1	0	0	0	مکمل
completed	0	0	0	0	0	0	0	0	0	0	تکمیل شد
completely	0	0	0	0	0	0	1	0	0	0	به صورت کامل
completeness	0	0	0	0	0	0	1	0	0	0	کامل بودن
completing	0	1	0	0	1	0	1	0	0	0	در حال تکمیل
completion	0	1	0	0	1	0	1	0	0	0	تکمیل
complex	0	0	0	0	0	0	0	0	0	0	مجتمع
complexed	0	0	0	0	0	1	0	0	0	0	پیچیده
complexion	0	0	0	0	0	0	0	0	0	0	رنگ چهره
complexity	0	0	0	0	0	1	0	0	0	0	پیچیدگی
compliance	0	0	0	0	0	0	1	0	0	1	انطباق
compliant	0	0	0	0	0	0	1	0	0	0	سازگار
complicate	1	0	0	0	0	1	0	0	0	0	پیچیده کردن
complicated	0	0	0	0	0	1	0	0	0	0	بغرنج
complication	0	0	0	0	0	1	0	0	0	0	عوارض
complicity	0	0	0	0	0	1	1	0	0	0	همدستی
compliment	0	1	0	0	1	0	1	0	1	1	تعریف و تمجید
comply	0	0	0	0	0	0	0	0	0	0	رعایت کنند
complying	0	0	0	0	0	0	0	0	0	0	رعایت کردن
compo	0	0	0	0	0	0	0	0	0	0	ترکیب
component	0	0	0	0	0	0	0	0	0	0	جزء
compose	0	0	0	0	0	0	0	0	0	0	ساختن
composed	0	0	0	0	0	0	1	0	0	0	تشکیل شده
composer	0	0	0	0	0	0	1	0	0	0	آهنگساز
composite	0	0	0	0	0	0	0	0	0	0	کامپوزیت
composition	0	0	0	0	0	0	0	0	0	0	ترکیب بندی
compost	0	0	1	0	0	1	0	0	0	0	کمپوست
composure	0	0	0	0	0	0	1	0	0	0	خونسردی
compound	0	0	0	0	0	0	0	0	0	0	ترکیب
comprehend	0	0	0	0	0	0	1	0	0	0	درک کردن
comprehension	0	0	0	0	0	0	0	0	0	0	درک مطلب
comprehensive	0	0	0	0	0	0	1	0	0	0	همه جانبه
compress	1	0	0	0	0	0	0	0	0	0	فشرده کردن
compressed	0	0	0	0	0	0	0	0	0	0	فشرده شده است
compressible	0	0	0	0	0	0	0	0	0	0	تراکم پذیر
compression	0	0	0	0	0	0	0	0	0	0	فشرده سازی
comprise	0	0	0	0	0	0	0	0	0	0	شامل می شود
compromise	0	0	0	0	0	0	0	0	0	0	به خطر افتادن
comptroller	0	0	0	0	0	0	0	0	0	1	کنترل کننده
compulsion	1	0	0	0	0	1	0	0	0	0	اجبار
compulsory	0	0	0	0	0	1	0	0	0	0	اجباری
computable	0	0	0	0	0	0	0	0	0	0	قابل محاسبه
computation	0	0	0	0	0	0	0	0	0	0	محاسبه
compute	0	0	0	0	0	0	0	0	0	0	محاسبه کنید
computer	0	0	0	0	0	0	0	0	0	0	کامپیوتر
comrade	0	0	0	0	0	0	1	0	0	1	رفیق
con	0	0	0	0	0	0	0	0	0	0	باهم
concatenation	0	0	0	0	0	0	0	0	0	0	الحاق
concave	0	0	0	0	0	0	0	0	0	0	مقعر
conceal	0	0	0	0	0	1	0	1	0	0	پنهان کردن، پوشاندن
concealed	0	1	0	1	0	1	0	0	1	0	پنهان شده است
concealment	1	1	0	1	0	1	0	0	0	0	پنهان کاری
conceit	0	0	0	0	0	1	0	0	0	0	اعتماد به نفس
conceited	0	0	0	0	0	1	0	0	0	0	متکبر
conceivable	0	0	0	0	0	0	0	0	0	0	ممکن
concentrate	0	0	0	0	0	0	0	0	0	0	تمرکز
concentration	0	0	0	0	0	0	0	0	0	0	تمرکز
concentric	0	0	0	0	0	0	1	0	0	0	متحدالمرکز
conception	0	0	0	0	0	0	0	0	0	0	دریافت، آبستنی
concern	0	0	0	0	0	0	0	0	0	0	نگرانی
concerned	0	0	0	1	0	0	0	1	0	0	نگران
concert	0	0	0	0	0	0	0	0	0	0	کنسرت
concession	0	0	0	0	0	0	0	0	0	0	امتیاز
concessional	0	0	0	0	0	0	0	0	0	0	امتیازی
concierge	0	0	0	0	0	0	0	0	0	0	دربان
conciliation	0	0	0	0	1	0	1	0	0	1	آشتی
concise	0	0	0	0	0	0	0	0	0	0	مختصر
conclave	0	0	0	0	0	0	0	0	0	0	کنفرانس
conclude	0	0	0	0	0	0	0	0	0	0	نتیجه گرفتن
concluding	0	0	0	0	0	0	1	0	0	0	نتیجه گیری
conclusion	0	0	0	0	0	0	0	0	0	0	نتیجه
concoction	0	0	0	0	0	0	0	0	0	0	معجون
concomitant	0	0	0	0	0	0	0	0	0	0	همزمان
concord	0	0	0	0	0	0	1	0	0	1	توافق
concordance	0	0	0	0	0	0	1	0	0	1	هماهنگی
concours	0	0	0	0	0	0	0	0	0	0	کنکور
concourse	0	0	0	0	0	0	0	0	0	0	گردهمایی
concrete	0	0	0	0	0	0	0	0	0	0	بتن
concurrence	0	0	0	0	0	0	0	0	0	0	توافق
concurrent	0	0	0	0	0	0	0	0	0	0	هم زمان
concurring	0	0	0	0	0	0	0	0	0	0	موافق
concussion	1	0	0	0	0	1	0	1	0	0	ضربه مغزی
condemn	1	0	0	0	0	1	0	0	0	0	محکوم کردن
condemnation	1	1	1	1	0	1	0	1	0	0	محکومیت
condensation	0	0	0	0	0	0	0	0	0	0	متراکم شدن
condensed	0	0	0	0	0	0	0	0	0	0	متراکم شده است
condescending	0	0	0	0	0	1	0	0	0	0	متواضعانه
condescension	1	0	1	0	0	1	0	1	0	0	اغماض
condiment	0	0	0	0	0	0	0	0	0	0	چاشنی
condition	0	0	0	0	0	0	0	0	0	0	وضعیت
conditional	0	0	0	0	0	0	0	0	0	0	مشروط
conditionally	0	0	0	0	0	0	0	0	0	0	مشروط
conditioned	0	0	0	0	0	0	0	0	0	0	مشروط
conditions	0	0	0	0	0	0	0	0	0	0	شرایط
condolence	0	0	0	0	0	0	1	1	0	0	تسلیت
condone	0	0	0	0	0	0	1	0	0	0	گذشت
conducive	0	0	0	0	0	0	1	0	0	0	مفید
conduct	0	0	0	0	0	0	0	0	0	0	هدایت
conduction	0	0	0	0	0	0	0	0	0	0	هدایت
conductivity	0	0	0	0	0	0	1	0	0	0	هدایت
conductor	0	0	0	0	0	0	0	0	0	0	رهبر ارکستر
conduit	0	0	0	0	0	0	0	0	0	0	مجرا
cone	0	0	0	0	0	0	0	0	0	0	مخروط
confederate	0	0	0	0	0	0	1	0	0	1	کنفدراسیون
confederation	0	0	0	0	0	0	0	0	0	0	کنفدراسیون
confer	0	0	0	0	0	0	0	0	0	0	اهدا کردن
conference	0	0	0	0	0	0	0	0	0	0	کنفرانس
confess	0	0	0	0	0	1	1	0	0	1	اعتراف کردن
confession	0	1	0	1	0	1	0	1	1	0	اعتراف
confessional	0	0	0	1	0	0	0	0	0	1	اعتراف کننده
confessions	0	0	0	0	0	0	0	0	0	0	اعترافات
confide	0	0	0	0	0	0	0	0	0	1	رام کن
confidence	0	0	0	1	1	0	1	0	0	1	اعتماد به نفس
confident	0	0	0	0	1	0	1	0	0	1	مطمئن
confidential	0	0	0	0	0	0	0	0	0	1	محرمانه
confidentially	0	0	0	0	0	0	0	0	0	1	به صورت محرمانه
configuration	0	0	0	0	0	0	0	0	0	0	پیکربندی
confine	1	0	0	1	0	1	0	1	0	0	محدود کردن
confined	1	0	1	1	0	1	0	1	0	0	محدود
confinement	1	0	0	1	0	1	0	1	0	0	حصر
confines	0	0	0	0	0	0	0	0	0	0	محدود می کند
confirm	0	0	0	0	0	0	0	0	0	0	تایید
confirmation	0	0	0	0	0	0	0	0	0	1	تائیدیه
confirmatory	0	0	0	0	0	0	0	0	0	0	تاییدی
confirmed	0	0	0	0	0	0	1	0	0	1	تایید شده
confiscate	1	0	0	0	0	1	0	1	0	0	مصادره کند
confiscation	0	0	0	0	0	1	0	0	0	0	مصادره
conflagration	1	0	0	1	0	1	0	0	0	0	آتش سوزی
conflict	1	0	0	1	0	1	0	1	0	0	تعارض
conflicting	0	0	0	0	0	1	0	0	0	0	متناقض
confluence	0	0	0	0	0	0	0	0	0	0	تلاقی
conformance	0	0	0	0	0	0	1	0	0	0	انطباق
conformation	0	0	0	0	0	0	0	0	0	0	ترکیب
conformity	0	0	0	0	0	0	0	0	0	1	مطابقت
confound	0	0	0	0	0	1	0	0	0	0	گیج کردن
confounded	0	0	0	0	0	1	0	0	0	0	گیج شده
confront	1	0	0	0	0	0	0	0	0	0	مواجه شدن
confuse	0	0	0	0	0	1	0	0	0	0	گیج کردن
confusion	1	0	0	1	0	1	0	0	0	0	گیجی
congenial	0	0	0	0	0	0	1	0	0	0	خوشایند
congenital	0	0	0	0	0	0	0	0	0	0	مادرزادی
congestion	0	0	0	0	0	1	0	0	0	0	تراکم، شلوغی
conglomerate	0	0	0	0	0	0	0	0	0	1	گروه تولیدی
conglomeration	0	0	0	0	0	0	0	0	0	0	کنگلومرا
congratulatory	0	0	0	0	1	0	1	0	0	0	تبریک می گویم
congregate	0	0	0	0	0	0	0	0	0	0	جمع شدن
congregation	0	0	0	0	0	0	1	0	0	1	جماعت
congress	0	0	1	0	0	0	0	0	0	1	کنگره
congressional	0	0	0	0	0	0	0	0	0	0	کنگره
congressman	0	0	0	0	0	0	0	0	0	1	نماینده کنگره
congruence	0	0	0	0	0	0	1	0	0	1	تجانس
conic	0	0	0	0	0	0	0	0	0	0	مخروطی
conical	0	0	0	0	0	0	0	0	0	0	مخروطی
conjecture	0	1	0	0	0	0	0	0	0	0	حدس
conjugal	0	0	0	0	0	0	0	0	0	0	زناشویی
conjugate	0	0	0	0	0	0	0	0	0	0	مزدوج
conjugation	0	0	0	0	0	0	0	0	0	0	صرف
conjunction	0	0	0	0	0	0	0	0	0	0	پیوستگی
conjunctive	0	0	0	0	0	0	0	0	0	0	پیوندی
conjure	0	1	0	0	0	0	0	0	1	0	التماس کردن
conjuring	0	0	0	0	0	1	0	0	0	0	احضار کردن
connect	0	0	0	0	0	0	0	0	0	0	اتصال
connected	0	0	0	0	0	0	0	0	0	0	متصل
connection	0	0	0	0	0	0	0	0	0	0	ارتباط
connective	0	0	0	0	0	0	0	0	0	1	پیوند دهنده
connoisseur	0	0	0	0	1	0	1	0	0	1	خبره
conquer	0	0	0	0	0	0	0	0	0	0	تسخیر
conqueror	0	0	0	0	0	0	0	0	0	0	فاتح
conquest	1	0	0	1	0	1	0	0	0	0	فتح
conscience	0	0	0	0	0	0	1	0	0	1	وجدان
conscientious	0	0	0	0	0	0	1	0	0	1	با وجدان
consciousness	0	0	0	0	0	0	1	0	0	0	آگاهی
conscription	0	0	0	0	0	0	0	0	0	0	سربازی اجباری
consecration	0	1	0	0	1	0	1	1	0	1	تقدیس
consecutive	0	0	0	0	0	0	0	0	0	0	متوالی
consent	0	0	0	0	0	0	0	0	0	0	رضایت
consenting	0	0	0	0	0	0	0	0	0	0	رضایت دادن
consequence	0	0	0	0	0	0	0	0	0	0	نتیجه
consequent	0	1	0	0	0	0	0	0	0	0	در نتیجه
conservation	0	1	0	0	0	0	1	0	0	1	حفاظت
conservatism	0	0	0	0	0	0	0	0	0	0	محافظه کاری
conservative	0	0	0	0	0	0	0	0	0	0	محافظه کار
conservatory	0	0	0	0	0	0	0	0	0	0	هنرستان هنری
conserve	0	0	0	0	0	0	1	0	0	0	کنسرو
considerable	0	0	0	0	0	0	1	0	0	0	قابل توجه
considerate	0	0	0	0	0	0	1	0	0	1	با ملاحظه
consignee	0	0	0	0	0	0	0	0	0	0	گیرنده
