Word	Danish-da	Valence	Arousal	Dominance
broaden	udvide	0.678	0.602	0.610
broadside	bredside	0.459	0.316	0.462
broadsword	broadsword	0.469	0.573	0.615
brocade	brokade	0.500	0.327	0.464
broccoli	broccoli	0.469	0.200	0.283
brochure	brochure	0.552	0.226	0.391
broil	stege	0.510	0.404	0.330
broke	gik i stykker	0.245	0.590	0.370
broken	gået i stykker	0.062	0.500	0.293
brokenheart	NO TRANSLATION	0.115	0.577	0.343
brokenhearted	sønderknust	0.130	0.598	0.227
broker	mægler	0.582	0.462	0.600
brokerage	mæglervirksomhed	0.479	0.500	0.500
bromide	bromid	0.347	0.425	0.411
bronco	Bronco	0.500	0.510	0.473
bronze	bronze	0.622	0.333	0.526
brooch	broche	0.531	0.260	0.380
brood	yngel	0.633	0.519	0.434
brooding	rugende	0.327	0.367	0.333
brook	bæk	0.594	0.347	0.412
broom	gyvel	0.385	0.154	0.302
broomstick	kosteskaft	0.410	0.265	0.227
broth	bouillon	0.500	0.245	0.168
brothel	bordel	0.255	0.886	0.418
brother	bror	0.823	0.361	0.546
brotherhood	broderskab	0.990	0.471	0.760
brotherly	broderlig	0.865	0.306	0.596
brow	Øjenbryn	0.562	0.311	0.481
brown	Brun	0.396	0.202	0.293
brownstone	Brownstone	0.559	0.423	0.439
browse	gennemse	0.635	0.750	0.592
brrr	brrr	0.373	0.540	0.282
bruise	blåt mærke	0.133	0.640	0.474
bruising	blå mærker	0.084	0.520	0.422
brunch	brunch	0.406	0.363	0.343
brunette	brunette	0.802	0.528	0.529
brunt	hovedparten	0.204	0.750	0.349
brush	børste	0.490	0.265	0.186
brutal	brutal	0.122	0.882	0.643
brutality	brutalitet	0.122	0.832	0.571
brute	brute	0.115	0.547	0.379
brutish	dyrisk	0.270	0.837	0.588
bubble	boble	0.774	0.213	0.364
bubbling	boblende	0.500	0.438	0.384
bubbly	boblende	0.698	0.608	0.462
bubonic	byldepest	0.280	0.530	0.394
buck	sorteper	0.677	0.577	0.720
buckaroo	Buckaroo	0.448	0.469	0.479
bucket	spand	0.408	0.167	0.336
buckle	spænde	0.416	0.373	0.361
buckled	spændt	0.427	0.358	0.439
bucko	bucko	0.439	0.455	0.465
buckshot	buckshot	0.255	0.740	0.322
buckwheat	boghvede	0.490	0.471	0.434
bud	knop	0.460	0.402	0.333
buddha	buddha	0.690	0.198	0.604
buddhism	buddhisme	0.510	0.115	0.673
buddhist	buddhist	0.570	0.182	0.481
budding	spirende	0.490	0.500	0.355
buddy	kammerat	0.884	0.585	0.655
budge	rokke	0.719	0.755	0.543
budget	budget	0.643	0.396	0.731
buff	buff	0.561	0.425	0.361
buffalo	bøffel	0.469	0.528	0.527
buffer	puffer	0.520	0.474	0.350
buffering	buffering	0.479	0.468	0.381
buffet	buffet	0.656	0.546	0.519
buffoon	klovn	0.344	0.651	0.290
bug	insekt	0.286	0.500	0.246
bugaboo	Bugaboo	0.439	0.491	0.441
bugged	aflyttet	0.561	0.439	0.500
bugger	skiderik	0.312	0.627	0.474
buggy	buggy	0.500	0.509	0.327
bugle	signalhorn	0.479	0.588	0.391
bugler	bugler	0.542	0.540	0.393
build	bygge	0.771	0.546	0.806
builder	Bygger	0.660	0.642	0.701
building	bygning	0.705	0.288	0.673
buildings	bygninger	0.582	0.380	0.552
buildup	Byg op	0.490	0.509	0.623
bulb	pære	0.562	0.208	0.300
bulbous	løgformet	0.390	0.442	0.430
bulge	bule	0.260	0.487	0.400
bulimic	glubske	0.092	0.570	0.373
bulk	hovedparten	0.469	0.413	0.509
bulkhead	skot	0.312	0.425	0.402
bulky	pladskrævende	0.427	0.591	0.750
bull	tyr	0.521	0.640	0.644
bulldog	bulldog	0.494	0.650	0.530
bulldozer	bulldozer	0.459	0.549	0.643
bullet	kugle	0.408	0.794	0.634
bulletin	opslag	0.573	0.294	0.361
bulletproof	skudsikker	0.750	0.721	0.779
bullfighter	tyrefægter	0.448	0.794	0.664
bullfrog	bullfrog	0.344	0.481	0.422
bullheaded	bullheaded	0.229	0.740	0.516
bullhorn	bullhorn	0.510	0.653	0.736
bullion	guldbarrer	0.693	0.558	0.729
bullock	Tyr	0.281	0.402	0.375
bullpen	bullpen	0.480	0.549	0.500
bullshit	bullshit	0.042	0.676	0.183
bully	Bølle	0.257	0.755	0.564
bulwark	bolværk	0.551	0.552	0.675
bum	vagabond	0.281	0.451	0.155
bumblebee	humlebi	0.469	0.493	0.321
bummed	bummed	0.296	0.430	0.227
bummer	øv bøv	0.163	0.500	0.267
bump	bump	0.286	0.458	0.368
bumper	kofanger	0.385	0.573	0.518
bumpy	ujævn	0.306	0.683	0.419
bun	NO TRANSLATION	0.424	0.306	0.268
bunch	flok	0.552	0.358	0.473
bundle	bundt	0.510	0.343	0.434
bungalow	bungalow	0.562	0.352	0.406
bungee	bungee	0.637	0.545	0.327
bunghole	Spunshullets	0.286	0.426	0.396
bunion	knyst	0.276	0.340	0.290
bunk	køje	0.438	0.332	0.339
bunker	bunker	0.375	0.673	0.773
bunkhouse	bunkhouse	0.470	0.414	0.407
bunny	kanin	0.740	0.325	0.194
bunt	bunt	0.417	0.422	0.349
buoy	bøje	0.562	0.280	0.284
buoyancy	opdrift	0.625	0.373	0.538
buoyant	opdrift	0.625	0.441	0.497
bur	bur	0.385	0.353	0.314
burden	byrde	0.367	0.583	0.697
burdened	tynget	0.429	0.519	0.565
burdensome	belastende	0.229	0.696	0.419
bureau	bureau	0.562	0.373	0.618
bureaucracy	bureaukrati	0.380	0.578	0.740
bureaucrat	bureaukrat	0.208	0.519	0.598
bureaucratic	bureaukratisk	0.280	0.630	0.573
burger	burger	0.688	0.568	0.398
burglar	indbrudstyv	0.050	0.769	0.404
burglary	indbrudstyveri	0.146	0.918	0.543
burial	begravelse	0.203	0.577	0.333
buried	begravet	0.133	0.530	0.370
burke	Burke	0.466	0.441	0.451
burlap	Jute	0.429	0.462	0.411
burlesque	burlesk	0.327	0.615	0.343
burly	djærv	0.562	0.650	0.750
burn	brænde	0.219	0.783	0.509
burned	brændt	0.163	0.603	0.347
burner	brænder	0.296	0.816	0.446
burning	brænding	0.229	0.760	0.412
burnished	bruneret	0.520	0.580	0.464
burnout	brænde ud	0.219	0.445	0.240
burnt	brændt	0.082	0.713	0.356
burp	bøvs	0.219	0.594	0.432
burr	grat	0.390	0.426	0.308
burrito	burrito	0.688	0.294	0.166
burro	NO TRANSLATION	0.400	0.356	0.318
burrow	hule	0.438	0.280	0.355
bursary	stipendium	0.729	0.462	0.571
burst	burst	0.156	0.894	0.845
bury	begrave	0.077	0.571	0.346
bus	bus	0.407	0.411	0.400
busboy	NO TRANSLATION	0.510	0.453	0.441
bush	Busk	0.413	0.220	0.315
bushel	skæppe	0.417	0.387	0.368
bushy	busket	0.562	0.321	0.427
business	forretning	0.688	0.569	0.755
business man	NO TRANSLATION	0.530	0.598	0.933
businessman	forretningsmand	0.653	0.510	0.802
businesswoman	NO TRANSLATION	0.719	0.500	0.764
busload	busser	0.561	0.481	0.492
buss	buss	0.469	0.500	0.391
bust	buste	0.520	0.500	0.420
busted	busted	0.204	0.676	0.345
buster	buster	0.469	0.491	0.483
bustle	travlhed	0.347	0.814	0.445
bustling	travle	0.490	0.850	0.528
busy	travl	0.402	0.500	0.474
busybody	plageånd	0.255	0.634	0.472
butane	butan	0.442	0.483	0.380
butcher	slagter	0.500	0.575	0.608
butler	butler	0.469	0.225	0.438
butt	røv	0.347	0.725	0.336
butter	smør	0.650	0.292	0.202
buttercup	ranunkel	0.562	0.482	0.422
butterfly	sommerfugl	0.892	0.327	0.314
buttermilk	kærnemælk	0.633	0.311	0.304
butterscotch	flødekaramel	0.708	0.510	0.356
buttery	smøragtig	0.625	0.318	0.303
buttock	balde	0.429	0.600	0.288
buttocks	balder	0.458	0.677	0.365
button	knap	0.520	0.220	0.343
buttress	afstive	0.438	0.684	0.721
buxom	trivelig	0.562	0.719	0.547
buy	købe	0.771	0.769	0.612
buyer	køber	0.613	0.519	0.649
buying	at købe	0.665	0.784	0.589
buzz	summen	0.333	0.686	0.375
buzzard	musvåge	0.350	0.500	0.225
buzzed	summede	0.583	0.549	0.448
buzzer	summer	0.549	0.716	0.480
buzzing	summende	0.430	0.588	0.370
bye	farvel	0.375	0.398	0.321
bygone	svunden	0.229	0.310	0.315
bylaw	styrelsesvedtægt	0.469	0.373	0.725
byline	byline	0.469	0.450	0.435
bypass	bypass	0.429	0.418	0.353
bystander	tilskuer	0.480	0.462	0.491
byte	byte	0.490	0.380	0.407
byzantine	byzantinske	0.546	0.443	0.492
cab	førerhus	0.438	0.490	0.421
cabal	klike	0.500	0.406	0.573
cabana	cabana	0.698	0.296	0.407
cabaret	kabaret	0.677	0.656	0.482
cabbage	kål	0.398	0.225	0.264
cabbie	taxachaufføren	0.521	0.417	0.429
cabernet	cabernet	0.543	0.420	0.480
cabin	kabine	0.643	0.292	0.430
cabinet	skab	0.552	0.306	0.465
cable	kabel	0.583	0.245	0.434
caboodle	caboodle	0.529	0.521	0.325
caboose	caboose	0.440	0.453	0.438
cabriolet	cabriolet	0.667	0.525	0.472
cache	cache	0.552	0.348	0.389
cacophony	kakofoni	0.408	0.562	0.440
cactus	kaktus	0.439	0.412	0.284
cad	cad	0.447	0.406	0.404
cadaver	kadaver	0.030	0.690	0.260
caddie	NO TRANSLATION	0.521	0.435	0.259
caddy	caddie	0.580	0.470	0.380
cadence	kadence	0.427	0.473	0.355
cadet	kadet	0.504	0.393	0.664
cafe	cafe	0.781	0.392	0.358
cafeteria	cafeteria	0.757	0.400	0.382
caffeine	koffein	0.562	0.759	0.500
cage	bur	0.316	0.333	0.352
cagey	hemmelighedsfuld	0.542	0.363	0.582
cahoots	ledtog	0.312	0.696	0.474
cairn	varde	0.260	0.435	0.254
cake	kage	0.810	0.375	0.287
cakewalk	cakewalk	0.719	0.510	0.447
calamari	calamari	0.521	0.312	0.406
calamitous	katastrofal	0.219	0.685	0.500
calamity	ulykke	0.122	0.795	0.343
calcareous	kalkholdige	0.490	0.368	0.462
calcium	calcium	0.600	0.346	0.479
calculate	Beregn	0.490	0.452	0.440
calculated	beregnet	0.633	0.425	0.683
calculating	beregning	0.458	0.430	0.625
calculation	beregning	0.646	0.453	0.606
calculator	lommeregner	0.513	0.283	0.588
calculus	calculus	0.360	0.360	0.562
calendar	kalender	0.480	0.212	0.473
calender	NO TRANSLATION	0.531	0.275	0.451
calf	kalv	0.531	0.366	0.336
caliber	kaliber	0.429	0.551	0.606
calibrate	kalibrere	0.552	0.460	0.623
calico	Calico	0.406	0.338	0.491
calipers	kalibre	0.480	0.510	0.481
calisthenics	gymnastik	0.562	0.663	0.545
call	opkald	0.594	0.627	0.558
callback	ring tilbage	0.524	0.529	0.434
caller	opkalds	0.646	0.615	0.472
calligraphy	kalligrafi	0.620	0.216	0.500
calling	ringer	0.646	0.590	0.483
callous	afstumpede	0.245	0.500	0.386
calls	opkald	0.608	0.431	0.551
calm	berolige	0.875	0.100	0.282
calming	beroligende	0.885	0.105	0.360
calmness	stilhed	0.934	0.105	0.394
caloric	kaloriefattige	0.327	0.483	0.448
calorie	kalorie	0.333	0.540	0.427
calorimeter	kalorimeter	0.406	0.560	0.414
cam	cam	0.448	0.363	0.355
camaraderie	kammeratskab	0.833	0.510	0.648
camber	camber	0.430	0.382	0.439
camcorder	videokamera	0.556	0.422	0.454
camel	kamel	0.540	0.282	0.314
cameo	cameo	0.573	0.457	0.509
camera	kamera	0.640	0.288	0.379
cameraman	kameramand	0.542	0.452	0.542
camisole	camisole	0.497	0.250	0.375
camouflage	camouflage	0.438	0.585	0.450
camouflaged	NO TRANSLATION	0.350	0.422	0.562
camp	lejr	0.622	0.617	0.594
campaign	kampagne	0.602	0.730	0.823
campaigner	forkæmper	0.592	0.698	0.821
campaigning	valgkamp	0.531	0.663	0.741
camper	autocamper	0.573	0.529	0.482
campfire	lejrbål	0.677	0.509	0.436
camping	Camping	0.653	0.529	0.480
campsite	campingplads	0.680	0.490	0.547
campus	universitetsområde	0.604	0.388	0.519
can	kan	0.662	0.360	0.454
can opener	dåseåbner	0.444	0.491	0.308
canal	kanal	0.673	0.259	0.321
canary	kanariefugl	0.582	0.276	0.265
cancel	afbestille	0.214	0.306	0.368
canceling	annullering	0.229	0.470	0.349
cancellation	aflysning	0.224	0.431	0.389
cancer	Kræft	0.052	0.694	0.529
candid	oprigtig	0.667	0.349	0.458
candidacy	kandidatur	0.490	0.657	0.696
candidate	kandidat	0.596	0.490	0.804
candied	kandiserede	0.713	0.330	0.360
candle	lys	0.602	0.221	0.344
candlelight	stearinlys	0.789	0.294	0.417
candles	stearinlys	0.615	0.206	0.268
candlestick	lysestage	0.448	0.531	0.534
candor	oprigtighed	0.740	0.389	0.607
candy	slik	0.930	0.425	0.384
cane	sukkerrør	0.459	0.298	0.398
canine	hunde	0.573	0.569	0.425
canister	dåse	0.553	0.271	0.403
canker	fordærve	0.262	0.469	0.427
cannabis	cannabis	0.271	0.500	0.564
canned	dåse	0.398	0.357	0.298
cannibal	kannibal	0.122	0.824	0.480
cannibalism	kannibalisme	0.094	0.890	0.583
canning	konserves	0.490	0.392	0.259
cannon	kanon	0.529	0.676	0.811
cannonball	kanonkugle	0.344	0.840	0.759
canoe	kano	0.542	0.300	0.418
canon	kanon	0.385	0.519	0.541
canonical	kanoniske	0.542	0.410	0.620
canons	kanoner	0.385	0.588	0.593
canopy	baldakin	0.615	0.264	0.398
cantaloupe	melon	0.592	0.212	0.276
cantbreathe	NO TRANSLATION	0.284	0.667	0.375
canteen	kantine	0.688	0.600	0.514
canterbury	Canterbury	0.582	0.438	0.510
canthandleit	NO TRANSLATION	0.354	0.613	0.354
cantilever	cantilever	0.357	0.618	0.421
cantina	cantina	0.646	0.612	0.380
canto	NO TRANSLATION	0.776	0.461	0.554
canton	kanton	0.542	0.472	0.536
cantstandit	cantstandit	0.418	0.546	0.343
cantwin	cantwin	0.260	0.509	0.298
canvas	lærred	0.719	0.090	0.364
canvass	NO TRANSLATION	0.675	0.356	0.397
canyon	canyon	0.468	0.731	0.634
cap	kasket	0.612	0.240	0.375
capability	evne	0.833	0.571	0.730
capable	i stand til at	0.765	0.587	0.547
capacity	kapacitet	0.719	0.411	0.806
cape	kappe	0.531	0.235	0.357
caper	kapers	0.510	0.370	0.326
capillary	kapillær	0.469	0.365	0.395
capital	kapital	0.520	0.500	0.798
capitalism	kapitalisme	0.448	0.686	0.848
capitalist	kapitalist	0.352	0.577	0.821
capitalize	kapitalisere	0.771	0.601	0.885
capitals	hovedstæder	0.755	0.500	0.655
capitation	capitation	0.479	0.529	0.589
capitol	capitol	0.535	0.375	0.705
capitulation	kapitulation	0.375	0.546	0.615
cappuccino	cappuccino	0.792	0.279	0.384
caprice	Caprice	0.333	0.640	0.430
capricious	lunefuld	0.221	0.650	0.500
caps	kasketter	0.510	0.221	0.368
capslock	Caps Lock	0.330	0.394	0.398
capsule	kapsel	0.583	0.290	0.570
captain	kaptajn	0.552	0.653	0.966
caption	billedtekst	0.814	0.292	0.379
captivate	fange	0.698	0.604	0.723
captivating	fængslende	0.895	0.594	0.816
captive	fange	0.235	0.558	0.411
captivity	fangenskab	0.225	0.493	0.387
captor	fangevogter	0.347	0.625	0.612
capture	fange	0.357	0.650	0.537
car	bil	0.776	0.540	0.500
caramel	karamel	0.901	0.363	0.400
carat	karat	0.823	0.604	0.676
caravan	campingvogn	0.635	0.559	0.455
carbon	kulstof	0.604	0.360	0.350
carburetor	karburator	0.469	0.612	0.555
carcass	slagtekrop	0.115	0.529	0.309
carcinoma	carcinom	0.153	0.692	0.440
card	kort	0.531	0.269	0.436
cardboard	pap	0.500	0.173	0.309
cardiac	hjerte-	0.344	0.765	0.615
cardigan	cardigan	0.599	0.324	0.264
cardinal	kardinal	0.583	0.358	0.712
cardiologist	hjertespecialist	0.458	0.630	0.814
cardiology	kardiologi	0.203	0.545	0.605
cardiomyopathy	kardiomyopati	0.177	0.645	0.537
cards	kort	0.568	0.317	0.320
care	omsorg	0.729	0.370	0.500
career	karriere	0.740	0.712	0.606
carefree	sorgløs	0.755	0.220	0.500
careful	forsigtig	0.625	0.538	0.530
carefully	omhyggeligt	0.698	0.330	0.544
careless	ligegyldig	0.255	0.431	0.125
carelessness	ligegyldighed	0.245	0.482	0.330
caress	kærtegn	0.833	0.418	0.509
caret	indskudsmærke	0.656	0.402	0.527
caretaker	vicevært	0.714	0.531	0.759
cargo	last	0.408	0.444	0.455
caribou	rensdyr	0.562	0.452	0.342
caricature	karikatur	0.604	0.373	0.383
caries	caries	0.115	0.569	0.283
caring	omsorgsfuld	0.635	0.469	0.500
carjack	carjack	0.438	0.682	0.439
carnage	blodbad	0.406	0.600	0.558
carnal	kødelige	0.417	0.679	0.421
carnation	nellike	0.653	0.357	0.431
carnival	karneval	0.927	0.888	0.555
carnivorous	kødædende	0.224	0.613	0.651
carol	carol	0.673	0.412	0.436
carols	carols	0.847	0.420	0.491
carousel	karrusel	0.704	0.500	0.412
carp	karpe	0.531	0.324	0.375
carpal	carpal	0.449	0.327	0.420
carpenter	tømrer	0.521	0.550	0.519
carpentry	tømrerarbejde	0.561	0.459	0.518
carpet	tæppe	0.520	0.170	0.339
carpeting	tæpper	0.542	0.312	0.444
carpool	samkørsel	0.625	0.509	0.500
carriage	vogn	0.650	0.538	0.491
carried	gennemføres	0.490	0.382	0.534
carrier	bærer	0.533	0.588	0.638
carrot	gulerod	0.500	0.235	0.279
carry	bære	0.635	0.380	0.500
carrying	transporterer	0.656	0.557	0.443
carsick	køresyg	0.224	0.574	0.255
cart	vogn	0.520	0.344	0.388
carte	NO TRANSLATION	0.592	0.320	0.274
cartel	kartel	0.438	0.394	0.602
carter	carter	0.312	0.480	0.431
cartilage	brusk	0.438	0.370	0.407
cartographic	kartografiske	0.490	0.348	0.424
cartography	kartografi	0.520	0.300	0.579
carton	karton	0.286	0.186	0.241
cartoon	tegneserie	0.867	0.471	0.387
cartouche	NO TRANSLATION	0.427	0.458	0.450
cartridge	patron	0.458	0.500	0.407
carve	skære	0.469	0.443	0.598
carver	billedskærer	0.418	0.500	0.500
carving	udskæring	0.541	0.444	0.368
cascade	kaskade	0.735	0.509	0.395
case	sag	0.427	0.275	0.441
casein	kasein	0.470	0.436	0.415
cash	kontanter	0.867	0.552	0.714
cashier	kasserer	0.615	0.413	0.484
cashmere	kashmir	0.653	0.452	0.439
casing	foringsrør	0.458	0.327	0.328
casino	kasino	0.542	0.684	0.568
cask	fad	0.490	0.398	0.444
casket	skrin	0.125	0.490	0.346
casserole	kasserolle	0.570	0.360	0.328
cassette	kassette	0.490	0.334	0.355
cast	støbt	0.558	0.620	0.517
castaway	skibbruden	0.208	0.646	0.422
caste	kaste	0.510	0.333	0.374
caster	caster	0.604	0.670	0.647
castle	slot	0.680	0.396	0.718
castor	castor	0.583	0.337	0.368
castrate	kastrere	0.177	0.485	0.519
castration	kastration	0.198	0.735	0.381
casual	afslappet	0.643	0.224	0.385
casually	henkastet	0.658	0.290	0.333
casualty	tilskadekomne	0.235	0.274	0.132
cat	kat	0.667	0.260	0.370
catabolism	katabolisme	0.265	0.573	0.605
catalog	katalog	0.561	0.221	0.573
catalogue	katalog	0.647	0.327	0.533
catalysis	katalyse	0.385	0.559	0.531
catalyst	katalysator	0.604	0.509	0.585
catalytic	katalytisk	0.562	0.519	0.563
catamaran	katamaran	0.571	0.566	0.526
catapult	katapult	0.480	0.830	0.649
cataract	grå stær	0.406	0.545	0.549
catastrophe	katastrofe	0.146	0.952	0.670
catastrophic	katastrofale	0.071	0.934	0.598
catatonic	katatonisk	0.255	0.500	0.509
catch	fangst	0.531	0.437	0.552
catcher	catcher	0.653	0.413	0.540
catching	fange	0.490	0.788	0.644
catchphrase	slagord	0.698	0.423	0.433
catchy	iørefaldende	0.677	0.441	0.462
catechism	katekismus	0.656	0.236	0.613
categorical	kategorisk	0.615	0.442	0.760
category	kategori	0.571	0.264	0.521
cater	imødekomme	0.802	0.500	0.509
caterer	restauratøren	0.550	0.557	0.644
caterpillar	larve	0.461	0.286	0.330
cates	Cates	0.370	0.394	0.407
catfish	malle	0.458	0.337	0.296
cathartic	afføringsmiddel	0.450	0.510	0.604
cathedral	katedral	0.598	0.330	0.643
catheter	kateter	0.336	0.491	0.373
catholic	katolsk	0.646	0.240	0.575
cathouse	cathouse	0.327	0.375	0.363
catnip	katteurt	0.439	0.381	0.296
cattle	kvæg	0.622	0.340	0.445
catwalk	catwalk	0.698	0.436	0.464
caucus	caucus	0.418	0.311	0.491
caudal	caudale	0.500	0.425	0.583
cauldron	kedel	0.510	0.486	0.418
cauliflower	blomkål	0.448	0.255	0.231
caulk	caulk	0.367	0.500	0.418
causal	kausal	0.562	0.367	0.491
causality	kausalitet	0.500	0.378	0.336
causation	årsagssammenhæng	0.562	0.480	0.567
cause	årsag	0.469	0.373	0.486
caused	forårsaget	0.344	0.520	0.382
causeway	dæmning	0.453	0.382	0.422
caution	Advarsel	0.552	0.712	0.547
cautionary	advarende	0.510	0.541	0.519
cautious	forsigtig	0.470	0.445	0.517
cautiously	forsigtigt	0.510	0.388	0.525
cavalier	cavalier	0.735	0.462	0.713
cavalry	kavaleri	0.667	0.727	0.794
cave	hule	0.459	0.333	0.380
caveat	advarsel	0.344	0.629	0.484
caveman	hulemand	0.235	0.644	0.482
cavern	hule	0.323	0.360	0.365
cavernous	bundløs	0.354	0.548	0.462
caviar	kaviar	0.906	0.394	0.481
caving	caving	0.378	0.491	0.551
cavity	hul	0.466	0.385	0.379
cayenne	cayenne	0.615	0.306	0.355
cease	ophøre	0.388	0.250	0.420
ceasefire	våbenhvile	0.542	0.594	0.567
ceaseless	uophørlige	0.378	0.704	0.658
cedar	ceder	0.560	0.267	0.577
cede	afstå	0.275	0.327	0.402
ceiling	loft	0.520	0.224	0.366
celebrant	celebrant	0.865	0.656	0.643
celebrate	fejre	0.917	0.857	0.859
celebrated	fejret	0.875	0.690	0.763
celebrating	fejrer	0.927	0.860	0.773
celebration	fest	0.939	0.824	0.880
celebrations	fester	0.958	0.794	0.714
celebratory	festlig	0.857	0.653	0.845
celebrity	berømthed	0.760	0.619	0.855
celery	selleri	0.396	0.147	0.223
celestial	himmelsk	0.817	0.360	0.731
celibacy	cølibat	0.302	0.276	0.509
celibate	cølibat	0.419	0.387	0.391
cell	celle	0.541	0.375	0.465
cellar	kælder	0.510	0.277	0.406
cellblock	cellblock	0.186	0.570	0.500
cellist	cellist	0.667	0.500	0.486
cellmate	cellmate	0.167	0.684	0.349
cello	cello	0.635	0.324	0.528
cellophane	cellofan	0.648	0.282	0.289
cellular	cellulære	0.643	0.398	0.517
cellulite	cellulite	0.200	0.384	0.256
celluloid	celluloid	0.469	0.440	0.425
cement	cement	0.544	0.265	0.527
cemented	cementeret	0.429	0.382	0.537
cemetery	kirkegård	0.051	0.630	0.417
censor	censor	0.344	0.276	0.538
censorship	censur	0.219	0.698	0.421
censure	kritisere	0.219	0.653	0.417
census	folketælling	0.449	0.289	0.553
cent	cent	0.439	0.367	0.402
centenary	hundredåret	0.604	0.440	0.642
centennial	Centennial	0.583	0.394	0.700
center	centrum	0.643	0.231	0.431
centerfold	centerfold	0.571	0.407	0.485
centerpiece	omdrejningspunktet	0.594	0.208	0.520
centimeter	centimeter	0.427	0.280	0.380
centipede	tusindben	0.296	0.399	0.361
central	central	0.640	0.356	0.621
centrality	centralitet	0.571	0.312	0.709
centralization	centralisering	0.521	0.440	0.702
centralize	centralisere	0.684	0.427	0.802
centrally	centralt	0.729	0.280	0.700
centrifugal	centrifugal	0.306	0.651	0.480
centrifuge	centrifuge	0.495	0.622	0.527
centurion	centurion	0.590	0.447	0.696
century	århundrede	0.407	0.347	0.735
ceramic	keramisk	0.521	0.255	0.371
ceramics	keramik	0.573	0.250	0.373
cereal	korn	0.612	0.206	0.316
cereals	korn	0.719	0.224	0.311
cerebral	cerebral	0.408	0.509	0.627
ceremonial	ceremoniel	0.771	0.540	0.691
ceremony	ceremoni	0.760	0.559	0.761
certain	bestemte	0.760	0.358	0.673
certainty	sikkerhed	0.781	0.400	0.769
certifiable	certificerbart	0.714	0.427	0.662
certificate	certifikat	0.786	0.377	0.746
certified	certificeret	0.781	0.422	0.806
certify	attestere	0.866	0.400	0.746
cervical	cervikal	0.375	0.413	0.445
cervix	livmoderhals	0.429	0.360	0.340
cess	CESS	0.427	0.375	0.406
cessation	ophør	0.414	0.385	0.358
cesspool	sump	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	avner	0.333	0.327	0.188
chafing	gnidning	0.430	0.415	0.368
chagrin	ærgrelse	0.104	0.704	0.472
chagrined	chagrined	0.112	0.745	0.361
chai	chai	0.500	0.375	0.363
chain	kæde	0.378	0.500	0.547
chainsaw	kædesav	0.367	0.804	0.636
chair	stol	0.562	0.082	0.276
chairman	formand	0.656	0.567	0.933
chairperson	formand	0.730	0.657	0.966
chairwoman	forkvinde	0.719	0.664	0.953
chaise	chaiselong	0.406	0.349	0.327
chalet	chalet	0.653	0.349	0.278
chalice	bæger	0.633	0.286	0.529
chalk	kridt	0.385	0.185	0.121
challenge	udfordring	0.469	0.922	0.713
challenger	udfordrer	0.417	0.755	0.652
chamber	kammer	0.583	0.373	0.455
chambermaid	kammerpige	0.594	0.375	0.336
chambers	kamre	0.542	0.442	0.388
chameleon	kamæleon	0.490	0.580	0.345
champ	champ	0.854	0.754	0.896
champagne	champagne	0.760	0.600	0.454
champion	champion	0.890	0.880	0.945
championship	mesterskab	0.833	0.800	0.880
chance	chance	0.833	0.551	0.525
chancellor	kansler	0.646	0.500	0.887
chandelier	lysekrone	0.615	0.542	0.366
chandler	chandler	0.510	0.452	0.454
change	lave om	0.625	0.575	0.606
changeable	foranderlig	0.490	0.480	0.528
changed	ændret	0.594	0.375	0.491
changer	changer	0.583	0.519	0.567
