Word	Malayalam-ml	Valence	Arousal	Dominance
chestnut	ചെസ്റ്റ്നട്ട്	0.714	0.210	0.294
chevron	ഷെവ്റോൺ	0.469	0.469	0.598
chew	ചവച്ചരയ്ക്കുക	0.520	0.490	0.404
chewy	ചന്ദനമരം	0.625	0.418	0.390
chic	ചിക്	0.870	0.624	0.380
chicane	ചിക്കാനെ	0.357	0.460	0.481
chick	കൊഴി	0.771	0.602	0.387
chicken	കോഴി	0.594	0.306	0.394
chicken pox	ചിക്കൻ പോക്സ്	0.194	0.510	0.415
chickenpox	ചിക്കൻ പോക്സ്	0.173	0.562	0.357
chief	തലവൻ	0.520	0.544	0.869
chiefly	മുഖ്യമായി	0.600	0.587	0.764
chieftain	പ്രഭു	0.343	0.529	0.860
chiffon	ചിഫൺ	0.406	0.230	0.250
child	കുട്ടി	0.912	0.460	0.413
childbirth	പ്രസവിക്കൽ	0.604	0.861	0.673
childhood	ബാല്യം	0.865	0.413	0.307
childish	കുട്ടികാലം	0.573	0.442	0.230
childless	കുട്ടികളല്ലാത്ത	0.310	0.400	0.396
childlike	കുട്ടികളെപ്പോലെ	0.656	0.372	0.293
childloss	NO TRANSLATION	0.240	0.571	0.421
children	കുട്ടികൾ	0.857	0.538	0.435
chili	മുളക്	0.592	0.566	0.433
chill	തണുപ്പ്	0.837	0.206	0.482
chilled	ശീതീകരിച്ച്	0.521	0.340	0.482
chilling	ചില്ലിങ്	0.208	0.850	0.358
chilly	മുളക്	0.329	0.459	0.408
chime	ചിമ്മി	0.573	0.541	0.464
chimera	ചിമെരാ	0.292	0.582	0.372
chimes	മണിക്കൂറുകൾ	0.625	0.490	0.402
chimney	ചിമ്മിനി	0.583	0.286	0.225
chimp	chimp	0.394	0.588	0.345
chimpanzee	ചിമ്പാൻസീസ്	0.500	0.633	0.387
chin	ഗംഭീരം	0.571	0.310	0.269
china	ചൈന	0.561	0.443	0.556
chinchilla	ചിൻചില്ല	0.480	0.450	0.286
chine	NO TRANSLATION	0.561	0.360	0.352
chinook	ചീനിക്കുക	0.408	0.497	0.491
chip	ചിപ്പ്	0.479	0.382	0.452
chipmunk	ചിപ്പ്മാങ്ക്	0.573	0.562	0.409
chipper	ചിപ്പ്	0.418	0.588	0.500
chipping	ചിപ്പിക്കൽ	0.354	0.452	0.353
chiropractor	ചിപ്പാക്ടർ	0.420	0.549	0.651
chirp	ചിറപ്പ്	0.469	0.602	0.365
chirping	ചാരായം	0.500	0.463	0.360
chisel	ഉളി	0.469	0.404	0.452
chiseler	ചില്ലർ	0.429	0.606	0.464
chit	ചിറ്റ്	0.490	0.352	0.321
chitchat	ചിച്ച്ത്തം	0.673	0.455	0.403
chivalry	ക്ഷമത	0.857	0.380	0.848
chloride	ക്ലോറൈഡ്	0.265	0.387	0.474
chlorine	ക്ലോറിൻ	0.306	0.327	0.332
chloroform	ക്ലോറോഫോം	0.281	0.370	0.393
chocolate	ചോക്കലേറ്റ്	0.885	0.480	0.418
choice	നിര	0.745	0.520	0.664
choir	ഗായകസംഘം	0.704	0.298	0.473
choke	വീര്പ്പുമുട്ടുക	0.167	0.788	0.676
cholera	കോളറ	0.020	0.867	0.507
cholesterol	കൊളസ്ട്രോൾ	0.198	0.583	0.398
choose	തിരഞ്ഞെടുക്കുക	0.615	0.542	0.648
choosing	തിരഞ്ഞെടുക്കുന്നു	0.719	0.529	0.689
choosy	ചോയിസ്	0.280	0.760	0.712
chop	മുളകും	0.250	0.655	0.467
chopper	ഹെലികോപ്റ്റർ	0.594	0.560	0.509
choppers	ചപോപ്പർ	0.469	0.745	0.691
chopping	വെട്ടിയിട്ടു	0.560	0.625	0.362
chops	ചോ	0.612	0.420	0.269
choral	ഗവേഷണം	0.852	0.290	0.421
chord	സഞ്ചയം	0.729	0.394	0.539
chords	ഡോട്ടുകൾ	0.639	0.406	0.388
chore	സംഘടിപ്പിക്കുക	0.406	0.462	0.500
choreographer	നൃത്തസംവിധാനം	0.646	0.639	0.625
choreography	നൃത്തസംവിധാനം	0.812	0.750	0.547
chorus	ഗായകസംഘം	0.620	0.417	0.500
chosen	തിരഞ്ഞെടുത്തത്	0.865	0.449	0.833
chow	ചൗ	0.573	0.490	0.390
chowder	ചൗഡർ	0.510	0.324	0.241
christ	ക്രിസ്തു	0.781	0.510	0.750
christen	NO TRANSLATION	0.673	0.356	0.588
christening	ക്രിസ്തീയ	0.725	0.382	0.650
christian	ക്രിസ്ത്യൻ	0.760	0.241	0.591
christmas	ക്രിസ്മസ്	0.959	0.520	0.741
christmasbreak	NO TRANSLATION	0.842	0.640	0.548
christmaseve	NO TRANSLATION	0.812	0.491	0.463
christmasspirit	NO TRANSLATION	0.867	0.602	0.575
christmassy	ക്രിസ്തുമസ്സ്	0.875	0.698	0.602
christmastime	ക്രിസ്തുമസ് വേള	0.837	0.588	0.515
chromatic	ക്രോമാറ്റിക്	0.407	0.413	0.435
chromatography	ക്രോമോടോഗ്രാഫി	0.480	0.537	0.535
chrome	ക്രോം	0.582	0.373	0.421
chromium	ക്രോമിയം	0.458	0.404	0.447
chromosome	ക്രോമസോം	0.500	0.296	0.548
chronic	വിട്ടുമാറാത്ത	0.255	0.615	0.464
chronicle	ക്രോണിക്കിൾ	0.427	0.571	0.586
chronograph	ക്രോണോഗ്രാഫ്	0.500	0.392	0.529
chronological	കാലാനുക്രമമായ	0.594	0.445	0.600
chubby	ചബ്ബി	0.531	0.427	0.304
chuck	ചക്ക്	0.542	0.509	0.413
chuckle	ഞെട്ടലാണ്	0.844	0.736	0.481
chug	അടിക്കുക	0.401	0.413	0.358
chum	ചുംബനം	0.911	0.347	0.518
chummy	ചമ്മ	0.760	0.420	0.610
chump	ചാമ്പ്	0.375	0.451	0.304
chunk	തുളച്ച്	0.365	0.287	0.214
chunky	ചങ്ക്	0.520	0.517	0.509
church	പള്ളി	0.708	0.198	0.610
churchyard	പള്ളിക്ക്	0.296	0.444	0.347
churn	ചവിട്ടുക	0.316	0.491	0.407
chute	ചിട്ട്	0.580	0.745	0.455
chutney	ചട്ണി	0.459	0.370	0.400
ciao	ciao	0.542	0.426	0.409
cider	സൈഡർ	0.530	0.346	0.398
cigar	സിഗരറ്റ്	0.306	0.463	0.346
cigarette	സിഗരറ്റ്	0.219	0.528	0.304
cilantro	കൊലിയണ്ട്	0.469	0.260	0.208
cinch	സിഞ്ചു	0.450	0.490	0.387
cinder	ചിതാഭസ്മം	0.350	0.260	0.157
cinema	സിനിമ	0.698	0.538	0.500
cinematic	സിനിമാറ്റിക്	0.663	0.490	0.600
cinematographer	ഛായാഗ്രാഹകൻ	0.792	0.455	0.711
cinematography	ഛായാഗ്രഹണം	0.781	0.571	0.625
cinnamon	കറുവാപ്പട്ട	0.600	0.250	0.292
cipher	സൈഫർ	0.490	0.414	0.500
circle	സർക്കിൾ	0.480	0.290	0.343
circling	circling	0.510	0.654	0.336
circuit	സർക്യൂട്ട്	0.586	0.461	0.707
circuitry	സർക്യൂട്ടറി	0.596	0.615	0.536
circular	വൃത്താകൃതിയിലുള്ള	0.562	0.342	0.417
circulate	പ്രചരിപ്പിക്കുക	0.612	0.388	0.320
circulation	രക്തചംക്രമണം	0.735	0.520	0.657
circulatory	രക്തചംക്രമണവ്യൂഹം	0.592	0.575	0.545
circumcision	പരിച്ഛേദന	0.327	0.657	0.528
circumference	ചുറ്റളവ്	0.458	0.255	0.488
circumferential	പരിവർത്തനം	0.551	0.422	0.509
circumscribed	പരിമിതപ്പെടുത്തിയിരിക്കുന്നു	0.365	0.539	0.569
circumstance	സാഹചര്യം	0.520	0.565	0.596
circumstances	സാഹചര്യങ്ങൾ	0.562	0.527	0.464
circumstantial	സന്ദർഭം	0.500	0.538	0.519
circumvent	കബളിപ്പിക്കുക	0.316	0.642	0.383
circumvention	പരിധി	0.531	0.571	0.473
circus	സർക്കസ്	0.724	0.637	0.432
cirque	സിർക്ക്	0.604	0.647	0.467
cirrhosis	സിറോസിസ്	0.079	0.602	0.370
cirrus	സിർസുസ്	0.470	0.451	0.348
cistern	കിണറ്	0.541	0.413	0.432
citadel	സിതാഡെ	0.585	0.464	0.602
citation	ഉദ്ധരണി	0.570	0.549	0.508
cite	ഉദ്ധരിക്കുക	0.625	0.454	0.532
citizen	പൗരൻ	0.631	0.250	0.586
citizenship	പൗരത്വം	0.786	0.404	0.723
citrine	സിട്രിൺ	0.375	0.400	0.420
citrus	സിട്രസ്	0.469	0.368	0.375
city	നഗരം	0.847	0.531	0.508
citywide	സിറ്റിവൈഡ്	0.592	0.509	0.707
civic	നാഗരികത	0.653	0.240	0.573
civics	നാഗരികത	0.700	0.279	0.720
civil	സിവിൽ	0.521	0.281	0.517
civilian	സാധാരണക്കാരൻ	0.700	0.229	0.598
civilians	സാധാരണക്കാർ	0.490	0.448	0.525
civility	മൗലികത	0.760	0.306	0.679
civilization	നാഗരികത	0.823	0.452	0.839
civilized	നാഗരിക	0.792	0.231	0.796
clad	ധരിച്ചിരിക്കുക	0.583	0.373	0.481
claim	അവകാശം	0.255	0.760	0.473
claimant	അവകാശി	0.271	0.690	0.779
clairvoyant	മന്ദബുദ്ധി	0.765	0.531	0.897
clam	ക്ലാം	0.442	0.302	0.272
clambake	ക്ലബ്ബ്	0.542	0.540	0.429
clammy	ക്ലോമി	0.354	0.440	0.236
clamor	കലാപം	0.438	0.643	0.360
clamp	പട്ട	0.541	0.388	0.454
clan	കുല	0.562	0.491	0.686
clandestine	രഹസ്യാത്മകം	0.425	0.677	0.469
clang	clang	0.459	0.520	0.510
clap	ക്ലാപകൻ	0.779	0.731	0.529
clapper	ക്ലാപ്പർ	0.500	0.229	0.420
clapping	കയ്യും	0.823	0.894	0.686
clarification	വിശദീകരണം	0.802	0.461	0.613
clarify	വ്യക്തമാക്കാം	0.652	0.535	0.625
clarinet	ക്ലാരിറ്റ്	0.592	0.453	0.411
clarion	ക്ലോറിൻ	0.500	0.443	0.422
clarity	വ്യക്തത	0.796	0.310	0.631
clash	ഏറ്റുമുട്ടൽ	0.293	0.918	0.453
clashing	ഏറ്റുമുട്ടൽ	0.177	0.764	0.575
clasp	പൊതിഞ്ഞ	0.448	0.375	0.241
class	ക്ലാസ്	0.656	0.314	0.522
classic	ക്ലാസിക്	0.690	0.260	0.611
classic rock	ക്ലാസിക് റോക്ക്	0.729	0.571	0.588
classical	ക്ലാസിക്കൽ	0.643	0.198	0.536
classics	ക്ലാസിക്കുകൾ	0.750	0.333	0.510
classification	വർഗ്ഗീകരണം	0.583	0.423	0.613
classified	തരം തിരിച്ച	0.571	0.460	0.663
classify	വർഗ്ഗീകരിക്കുക	0.646	0.411	0.720
classmate	സഹപാഠി	0.781	0.400	0.593
classroom	ക്ലാസ്റൂം	0.539	0.292	0.363
classy	ക്ലാസ്സിക്ക്	0.917	0.410	0.649
clatter	ക്ലോട്ടർ	0.418	0.820	0.387
clause	ഉപദേശം	0.480	0.409	0.528
clauses	ഉപഘടകങ്ങൾ	0.449	0.429	0.545
claustrophobia	ക്ലോസ്ട്രോഫോബിയ	0.125	0.840	0.333
claustrophobic	ക്ലോസ്റ്റോഫോബിയ	0.092	0.755	0.400
clavicle	ക്ലോവിക്ക്	0.398	0.400	0.452
claw	നഖം	0.260	0.600	0.598
claws	നഖങ്ങൾ	0.281	0.698	0.562
clay	കളിമണ്ണ്	0.542	0.250	0.267
clean	വൃത്തിയാക്കുക	0.827	0.170	0.500
cleaner	ക്ലീനർ	0.604	0.556	0.375
cleaning	വൃത്തിയാക്കൽ	0.595	0.396	0.427
cleanliness	വൃത്തിയാക്കൽ	0.816	0.363	0.609
cleanly	നന്നായി	0.823	0.352	0.583
cleanse	വൃത്തിയാക്കുക	0.625	0.310	0.660
cleanser	വൃത്തിയാക്കൽ	0.604	0.353	0.433
cleansing	വൃത്തിയാക്കൽ	0.729	0.298	0.472
cleanup	ക്ലീനപ്പ്	0.729	0.314	0.451
clear	വ്യക്തമാക്കുക	0.857	0.327	0.573
clearance	ക്ലിയറന്സ്	0.542	0.459	0.473
clearing	ക്ലിയറിങ്	0.680	0.333	0.509
clearness	വ്യക്തത	0.875	0.316	0.689
cleat	ക്ലീറ്റ്	0.486	0.260	0.361
cleavage	തുരങ്കം	0.542	0.602	0.454
cleave	ചേരുക	0.296	0.545	0.389
cleaver	NO TRANSLATION	0.240	0.627	0.434
clef	ക്ലീഫ്	0.615	0.360	0.595
cleft	പിളർപ്പ്	0.306	0.442	0.360
clemency	ദയാവധം	0.594	0.417	0.397
clench	ക്ലെൻഷ്	0.438	0.618	0.580
clergy	വൈദികർ	0.531	0.312	0.575
clergyman	വൈദികൻ	0.594	0.330	0.556
cleric	പുരോഹിതൻ	0.521	0.324	0.589
clerical	മതവിശ്വാസി	0.520	0.396	0.491
clerk	ഗുമസ്തൻ	0.500	0.579	0.509
clerkship	clerkship	0.582	0.380	0.596
clever	വിരുതുള്ള	0.896	0.353	0.729
cleverness	ബുദ്ധി	0.878	0.509	0.921
click	ക്ലിക്ക് ചെയ്യുക	0.536	0.365	0.268
clicker	clicker	0.418	0.490	0.463
client	കക്ഷി	0.583	0.450	0.618
clientele	ഉപഭോക്താവ്	0.625	0.577	0.508
cliff	മലഞ്ചെരിവുകൾ	0.361	0.620	0.509
climate	കാലാവസ്ഥ	0.635	0.240	0.483
climatology	ക്ലൈമാറ്റോളജി	0.531	0.367	0.541
climax	ക്ലൈമാക്സ്	0.735	0.853	0.667
climb	കയറുക	0.615	0.660	0.604
climber	കയറ്റം	0.573	0.716	0.735
clinch	ചവിട്ടുക	0.469	0.538	0.430
cling	ക്ളിങ്ങ്	0.417	0.620	0.588
clingy	ക്ളിപി	0.224	0.460	0.370
clinic	ക്ലിനിക്	0.469	0.439	0.600
clinical	ക്ലിനിക്കൽ	0.337	0.412	0.640
clink	ക്ലിങ്ക്	0.458	0.462	0.319
clip	ക്ലിപ്പ്	0.438	0.310	0.381
clipboard	ക്ലിപ്പ്ബോർഡ്	0.594	0.255	0.423
clipper	ക്ലിപ്പർ	0.293	0.422	0.383
clipping	ക്ലിപ്പിംഗ്	0.460	0.500	0.405
clique	NO TRANSLATION	0.427	0.430	0.391
clitoris	ക്ലോറിസിസ്	0.625	0.844	0.464
cloak	മേലങ്കി	0.469	0.188	0.333
cloaking	ക്ലോക്കിങ്	0.521	0.595	0.389
cloakroom	ക്ലോക്ക്റൂം	0.690	0.254	0.397
clobber	ക്ലോബർ	0.396	0.578	0.464
clock	ക്ലോക്ക്	0.677	0.173	0.407
clockwork	ക്ലോക്ക്വർക്ക്	0.490	0.373	0.528
clod	ക്ലോഡ്	0.375	0.404	0.365
clog	ക്ലോഗ്	0.104	0.618	0.454
cloister	ക്ലോയിസ്റ്റർ	0.438	0.413	0.475
clone	ക്ലോൺ	0.406	0.471	0.524
cloning	ക്ലോണിംഗ്	0.216	0.696	0.679
close	അടയ്ക്കുക	0.292	0.260	0.263
closed	അടച്ചു	0.240	0.164	0.318
closeness	അടുപ്പം	0.796	0.237	0.450
closet	ക്ലോസറ്റ്	0.531	0.204	0.330
closure	അടച്ചു പൂട്ടുക	0.229	0.220	0.412
clot	രക്തക്കട്ട	0.150	0.558	0.275
cloth	തുണി	0.510	0.190	0.287
clothe	തുണി	0.797	0.330	0.481
clothes	വസ്ത്രം	0.833	0.270	0.414
clothesline	വസ്ത്രം ധരിക്കുന്നു	0.582	0.324	0.366
clothing	ഉടുപ്പു	0.750	0.343	0.407
cloud	ക്ലൗഡ്	0.740	0.133	0.342
clouded	ക്ലൗഡ്	0.240	0.213	0.302
cloudiness	മേഘപടലം	0.469	0.250	0.343
clouds	മേഘങ്ങൾ	0.735	0.195	0.324
cloudy	മേഘാവൃതമായ അന്തരീക്ഷം	0.281	0.280	0.202
clout	കവിത	0.584	0.636	0.704
clove	ഗ്രാമ്പൂ	0.439	0.296	0.315
clover	പച്ചക്കറികൾ	0.605	0.340	0.364
cloves	ഗ്രാമ്പൂ	0.427	0.218	0.396
clown	ക്ലോണ്	0.650	0.598	0.300
clowns	ക്ലോണുകൾ	0.600	0.673	0.391
club	ക്ലബ്ബ്	0.646	0.618	0.393
clubhouse	Clubhouse	0.694	0.571	0.493
clubs	ക്ലബുകൾ	0.723	0.530	0.591
cluck	ക്ലോക്ക്	0.390	0.490	0.353
clue	ക്ലോവ്	0.653	0.380	0.412
clueless	ക്ലോസസ്	0.350	0.333	0.161
clump	കഴുത്ത്	0.551	0.480	0.582
clumsy	വിചിത്രമായ	0.125	0.420	0.144
clunk	ക്ലോക്ക്	0.448	0.472	0.407
cluster	ക്ലസ്റ്റർ	0.490	0.458	0.446
clutch	ക്ലച്ച്	0.383	0.500	0.491
clutches	കൂട്ടം	0.542	0.373	0.528
clutter	കോലാഹലം	0.135	0.598	0.400
coach	കോച്ച്	0.633	0.823	0.735
coachman	കോച്ച്മാൻ	0.479	0.394	0.509
coagulation	കട്ടപിടിക്കുക	0.381	0.558	0.436
coal	കൽക്കരി	0.360	0.241	0.340
coalesce	സഹവർത്തിത്വം	0.479	0.434	0.529
coalition	കൂട്ടുകക്ഷി	0.490	0.730	0.673
coarse	പരുക്കനായ	0.333	0.481	0.481
coast	തീരം	0.719	0.396	0.458
coastal	തീരം	0.604	0.370	0.510
coaster	കോസ്റ്റർ	0.612	0.788	0.627
coastline	തീരം	0.745	0.282	0.441
coat	കോട്ട്	0.677	0.256	0.464
coating	പൂശല്	0.620	0.440	0.596
coax	കോക്സ്	0.367	0.400	0.447
cobalt	കോബാൾട്ട്	0.408	0.325	0.441
cobble	ആശ്വാസം	0.448	0.385	0.368
cobbler	കോബ്ലെർ	0.510	0.415	0.318
cobra	കോബ്ര	0.312	0.712	0.600
cocaine	കൊക്കെയ്ൻ	0.156	0.840	0.373
cock	കോക്ക്	0.418	0.562	0.392
cockamamie	കോക്കമാമി	0.450	0.500	0.382
cockeyed	വൃത്തികെട്ട	0.459	0.460	0.423
cockpit	കോക്ക്പിറ്റ്	0.520	0.424	0.343
cockroach	തങ്കമണി	0.188	0.667	0.196
cocksucker	കോക്ക്സക്കർ	0.083	0.764	0.339
cocktail	കോക്ടെയ്ൽ	0.740	0.480	0.381
cocky	വൃത്തികെട്ട	0.260	0.784	0.519
cocoa	കൊക്കോ	0.776	0.255	0.322
coconut	നാളികേരം	0.622	0.265	0.227
cocoon	കൂൺ	0.470	0.280	0.290
cod	കോഡ്	0.510	0.321	0.304
code	കോഡ്	0.583	0.308	0.491
codeine	codeine	0.375	0.582	0.436
codex	കോഡെക്സ്	0.531	0.488	0.524
codfish	codfish	0.490	0.245	0.300
codification	കോഡീകരണം	0.448	0.400	0.698
codify	സംഗ്രഹിക്കുക	0.448	0.410	0.679
coding	കോഡിംഗ്	0.442	0.344	0.667
coed	കോട്	0.469	0.531	0.481
coefficient	കോ എഫിഷ്യന്റ്	0.677	0.415	0.702
coerce	സഹകരിക്കുക	0.260	0.741	0.517
coercion	നിർബന്ധം	0.330	0.708	0.577
coercive	നിർബന്ധിക്കുക	0.479	0.670	0.506
coexist	സഹപ്രവർത്തകൻ	0.708	0.460	0.536
coexistence	സഹവർത്തിത്വം	0.588	0.472	0.638
coexisting	സഹിതം	0.551	0.349	0.648
coffee	കോഫി	0.823	0.418	0.309
coffee table	കോഫി മേശ	0.720	0.339	0.295
coffeehouse	കോഫിഹൗസ്	0.694	0.357	0.307
coffeepot	കോഫിക്കോട്ട്	0.760	0.333	0.312
coffin	ശവപ്പെട്ടി	0.073	0.432	0.343
cog	cog	0.427	0.343	0.363
cogent	കോഗ്രന്റ്	0.765	0.479	0.836
cognac	കൊന്യാക്ക്	0.615	0.510	0.430
cognate	അറിവ്	0.615	0.350	0.398
cognition	ബോധം	0.635	0.344	0.706
cognitive	ബുദ്ധിമാന്ദ്യം	0.513	0.401	0.634
cohabitation	സഹകരണം	0.646	0.526	0.598
