Word	French-fr	Valence	Arousal	Dominance
fennel	fenouil	0.573	0.277	0.389
ferment	fermenter	0.375	0.531	0.418
fermentation	fermentation	0.420	0.567	0.473
fern	fougère	0.602	0.240	0.290
ferocious	féroce	0.167	0.915	0.776
ferocity	férocité	0.235	0.906	0.746
ferret	furet	0.385	0.391	0.398
ferry	traversier	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	fertile	0.888	0.408	0.704
fertility	la fertilité	0.885	0.529	0.726
fertilize	fertiliser	0.708	0.443	0.542
fertilizer	engrais	0.438	0.463	0.565
fervent	fervent	0.646	0.632	0.773
fervor	ferveur	0.573	0.769	0.651
fess	fess	0.395	0.420	0.370
fest	fête	0.704	0.574	0.402
festival	Festival	0.870	0.706	0.714
festive	de fête	0.854	0.740	0.764
fetal	fœtal	0.388	0.308	0.364
fetch	chercher	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	fétiche	0.307	0.706	0.500
fetus	fœtus	0.479	0.519	0.395
feud	querelle	0.146	0.796	0.312
feudal	féodal	0.367	0.370	0.610
feudalism	féodalisme	0.229	0.465	0.607
fever	fièvre	0.194	0.674	0.364
feverish	fébrile	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	fiasco	0.167	0.600	0.200
fiat	décret	0.520	0.418	0.446
fib	mensonge	0.438	0.510	0.361
fiber	fibre	0.719	0.284	0.390
fiberglass	fibre de verre	0.451	0.451	0.443
fibrosis	fibrose	0.160	0.469	0.546
fibrous	fibreux	0.480	0.441	0.464
fickle	inconstant	0.406	0.481	0.346
fiction	fiction	0.438	0.657	0.441
fictional	fictif	0.430	0.490	0.340
fictitious	fictif	0.224	0.444	0.293
fiddle	violon	0.571	0.449	0.391
fiddler	violoneux	0.615	0.580	0.500
fidelity	fidélité	0.765	0.580	0.709
fidgety	agité	0.229	0.786	0.351
fiduciary	fiduciaire	0.375	0.400	0.509
field	champ	0.640	0.380	0.336
field hockey	Hockey sur gazon	0.602	0.786	0.518
fielder	voltigeur	0.583	0.378	0.415
fiend	démon	0.146	0.903	0.608
fiendish	diabolique	0.167	0.846	0.591
fierce	féroce	0.281	0.877	0.759
fiery	ardent	0.418	0.850	0.721
fiesta	fiesta	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	quinze	0.490	0.290	0.443
fifty	cinquante	0.571	0.368	0.439
fig	figue	0.573	0.390	0.339
fight	bats toi	0.531	0.868	0.809
fighter	combattant	0.637	0.760	0.898
fighting	combat	0.292	0.885	0.783
fights	combats	0.070	0.920	0.712
figment	invention	0.552	0.316	0.533
figurative	figuratif	0.479	0.450	0.634
figure	figure	0.688	0.328	0.509
figurine	figurine	0.760	0.283	0.258
filament	filament	0.510	0.452	0.377
filamentous	filamenteux	0.531	0.480	0.516
file	fichier	0.480	0.316	0.463
filet	filet	0.615	0.392	0.291
filibuster	obstruction	0.271	0.714	0.508
filigree	filigrane	0.576	0.408	0.514
filing	dépôt	0.620	0.420	0.700
filings	dépôts	0.323	0.412	0.340
fill	remplir	0.729	0.449	0.637
filler	remplisseur	0.531	0.347	0.529
fillet	filet	0.745	0.415	0.378
filling	remplissage	0.510	0.382	0.525
filly	pouliche	0.479	0.564	0.519
film	film	0.823	0.491	0.566
filmmaker	réalisateur	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	filtre	0.440	0.296	0.260
filth	saleté	0.194	0.592	0.319
filthy	crasseux	0.115	0.714	0.321
filtration	filtration	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	final	0.276	0.575	0.508
finale	final	0.406	0.330	0.468
finalist	finaliste	0.833	0.686	0.736
finality	finalité	0.615	0.368	0.627
finalize	finaliser	0.556	0.550	0.578
finalized	finalisé	0.245	0.210	0.608
finally	enfin	0.583	0.433	0.465
finance	la finance	0.753	0.431	0.843
financial	financier	0.667	0.500	0.722
financier	financier	0.602	0.500	0.778
finch	bouvreuil	0.438	0.444	0.358
find	trouver	0.774	0.555	0.580
finder	chercheur	0.360	0.550	0.630
finding	découverte	0.796	0.469	0.664
fine	bien	0.823	0.240	0.647
finery	atours	0.562	0.479	0.636
finesse	délicatesse	0.740	0.387	0.412
finger	doigt	0.321	0.264	0.291
fingernail	ongle	0.418	0.415	0.153
fingerprint	empreinte digitale	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	terminer	0.471	0.429	0.545
finished	fini	0.510	0.387	0.570
finite	fini	0.384	0.347	0.293
fink	mouchard	0.410	0.514	0.439
fir	sapin	0.521	0.275	0.306
fire	Feu	0.380	0.804	0.635
firearm	arme à feu	0.086	0.943	0.864
firearms	armes à feu	0.220	0.943	0.821
fireball	boule de feu	0.302	0.777	0.664
firecracker	pétard	0.474	0.741	0.434
firefight	pompier	0.153	0.920	0.664
firefighter	sapeur pompier	0.637	0.770	0.773
firefly	luciole	0.622	0.410	0.363
firehouse	maison de pompiers	0.594	0.689	0.627
firelight	feu de cheminée	0.677	0.504	0.639
fireman	pompier	0.583	0.745	0.755
fireplace	cheminée	0.667	0.380	0.417
firepower	puissance de feu	0.375	0.941	0.810
fireproof	ignifuger	0.684	0.679	0.723
fireside	coin du feu	0.684	0.377	0.394
firestorm	firestorm	0.180	0.929	0.766
firewall	pare-feu	0.485	0.602	0.629
firewood	bois de chauffage	0.520	0.348	0.263
firework	feu d'artifice	0.786	0.904	0.593
fireworks	feux d'artifice	0.735	0.863	0.579
firing	cuisson	0.188	0.931	0.803
firm	raffermir	0.635	0.380	0.728
firmament	firmament	0.750	0.407	0.660
firmly	fermement	0.786	0.510	0.777
firmness	fermeté	0.823	0.479	0.939
first	premier	0.625	0.500	0.788
firstborn	premier-né	0.786	0.490	0.695
firstworldprobs	NO TRANSLATION	0.458	0.612	0.483
fiscal	fiscal	0.500	0.582	0.845
fish	poisson	0.510	0.280	0.250
fisherman	pêcheur	0.656	0.461	0.546
fishery	pêcherie	0.574	0.503	0.519
fishing	pêche	0.677	0.283	0.405
fishing boat	bateau de pêche	0.521	0.403	0.627
fishy	de poisson	0.224	0.601	0.471
fissile	fissile	0.333	0.490	0.380
fission	fission	0.386	0.500	0.567
fissure	fissure	0.333	0.510	0.431
fist	poing	0.333	0.686	0.481
fistfight	bagarre à coups de poings	0.208	0.902	0.543
fistful	poignée	0.500	0.509	0.500
fistula	fistule	0.312	0.481	0.330
fit	en forme	0.604	0.450	0.632
fitness	aptitude	0.875	0.529	0.810
fits	convient	0.571	0.363	0.580
fitted	équipé	0.507	0.404	0.673
fitting	raccord	0.612	0.441	0.638
fittings	raccords	0.531	0.404	0.409
five	cinq	0.510	0.221	0.298
fiver	billet de cinq livres	0.458	0.469	0.517
fix	réparer	0.760	0.538	0.519
fixable	réparable	0.724	0.470	0.645
fixation	fixation	0.562	0.459	0.655
fixed	fixé	0.684	0.167	0.509
fixer	fixateur	0.633	0.375	0.606
fixture	fixation	0.663	0.216	0.409
fixtures	agencements	0.643	0.330	0.370
fizz	pétiller	0.459	0.708	0.349
fjord	fjord	0.510	0.404	0.463
flabbergast	époustoufler	0.480	0.679	0.547
flabbergasted	sidéré	0.312	0.802	0.342
flabby	flasque	0.292	0.358	0.250
flaccid	mou	0.156	0.400	0.151
flag	drapeau	0.592	0.378	0.536
flagging	signaler	0.521	0.519	0.509
flagpole	mât	0.500	0.394	0.458
flagrant	flagrant	0.286	0.673	0.455
flagship	vaisseau amiral	0.592	0.587	0.703
flagstaff	flagstaff	0.520	0.517	0.500
flair	flair	0.775	0.471	0.676
flak	flak	0.390	0.600	0.600
flake	flocon	0.385	0.388	0.289
flaky	floconneux	0.363	0.509	0.279
flamboyant	flamboyant	0.615	0.794	0.705
flame	flamme	0.448	0.574	0.615
flamethrower	lance-flammes	0.160	0.882	0.683
flaming	flamboyant	0.406	0.645	0.558
flamingo	flamant	0.667	0.451	0.482
flammable	inflammable	0.216	0.800	0.715
flan	Flan	0.604	0.304	0.198
flange	bride	0.500	0.306	0.390
flank	flanc	0.448	0.458	0.443
flanked	flanqué	0.333	0.431	0.368
flanking	flanquant	0.490	0.622	0.519
flannel	flanelle	0.490	0.250	0.327
flap	rabat	0.275	0.385	0.344
flapping	battement	0.458	0.728	0.404
flare	éclater	0.558	0.823	0.508
flares	fusées éclairantes	0.580	0.642	0.556
flaring	évasement	0.625	0.771	0.509
flash	flash	0.571	0.590	0.657
flashback	retour en arrière	0.265	0.400	0.485
flashing	clignotant	0.604	0.574	0.438
flashlight	lampe de poche	0.653	0.414	0.356
flashy	tape à l'oeil	0.704	0.600	0.827
flask	ballon	0.418	0.412	0.454
flat	appartement	0.408	0.236	0.303
flatbed	plateau	0.490	0.250	0.380
flatfoot	pied plat	0.265	0.333	0.330
flatness	platitude	0.479	0.280	0.527
flatten	aplatir	0.286	0.469	0.442
flatter	flatter	0.521	0.418	0.302
flattered	flatté	0.865	0.608	0.708
flattering	flatteur	0.755	0.686	0.500
flattery	flatterie	0.470	0.575	0.404
flatulence	flatulence	0.210	0.632	0.343
flaunt	faire étalage	0.438	0.611	0.525
flavor	saveur	0.885	0.479	0.392
flaw	défaut	0.319	0.491	0.175
flawed	défectueux	0.133	0.490	0.194
flawless	sans défaut	0.729	0.420	0.741
flea	Puce	0.286	0.353	0.218
fleabag	puces	0.271	0.557	0.348
fled	fuite	0.224	0.639	0.322
flee	fuir	0.292	0.796	0.232
fleece	toison	0.561	0.250	0.381
fleet	flotte	0.547	0.430	0.623
fleeting	fugace	0.439	0.650	0.387
flesh	la chair	0.604	0.390	0.475
fleshy	charnu	0.500	0.518	0.406
flex	fléchir	0.604	0.378	0.330
flexibility	la flexibilité	0.867	0.402	0.472
flexible	flexible	0.719	0.460	0.465
flexin	flexine	0.552	0.559	0.366
flexion	flexion	0.449	0.551	0.418
flick	feuilleter	0.688	0.541	0.515
flicker	vaciller	0.635	0.321	0.333
flickering	vacillant	0.490	0.444	0.289
flier	prospectus	0.541	0.490	0.652
flight	vol	0.646	0.630	0.587
flighty	volage	0.219	0.602	0.436
flimsy	fragile	0.302	0.396	0.189
flinch	reculer	0.350	0.804	0.555
fling	jeter	0.439	0.696	0.534
flint	silex	0.521	0.439	0.536
flip	flip	0.281	0.529	0.435
flip flop	tongues	0.417	0.519	0.321
flipper	flipper	0.677	0.420	0.415
flipping	retournement	0.553	0.551	0.345
flirt	flirter	0.792	0.790	0.538
flirtation	flirtation	0.653	0.719	0.482
flirting	flirt	0.590	0.773	0.491
flirty	coquin	0.714	0.721	0.491
float	flotte	0.688	0.394	0.344
floater	flotteur	0.480	0.433	0.370
flock	troupeau	0.500	0.546	0.543
flog	fouetter	0.408	0.520	0.382
flood	inonder	0.208	0.778	0.608
floor	sol	0.430	0.230	0.250
flooring	sol	0.562	0.235	0.346
floozy	poule	0.410	0.477	0.430
flop	fiasco	0.081	0.642	0.196
floppy	souple	0.549	0.300	0.333
flora	flore	0.833	0.324	0.567
floral	floral	0.833	0.235	0.264
florist	fleuriste	0.771	0.410	0.388
floss	soie	0.500	0.280	0.278
flotation	flottation	0.510	0.353	0.333
flounder	patauger	0.711	0.333	0.345
flour	farine	0.530	0.235	0.239
flourish	fleurir	0.939	0.573	0.601
flow	couler	0.696	0.316	0.464
flower	fleur	0.802	0.189	0.254
flowering	floraison	0.906	0.627	0.500
flowers	fleurs	0.875	0.324	0.330
flowery	fleuri	0.792	0.332	0.446
flows	les flux	0.571	0.480	0.434
flu	grippe	0.230	0.547	0.250
fluctuate	fluctuer	0.285	0.617	0.480
fluctuating	fluctuant	0.292	0.591	0.395
fluctuation	fluctuation	0.347	0.750	0.519
flue	cheminée	0.354	0.688	0.451
fluency	aisance	0.776	0.504	0.718
fluent	courant	0.760	0.500	0.614
fluff	duvet	0.520	0.264	0.172
fluffy	duveteux	0.781	0.431	0.356
fluid	fluide	0.673	0.407	0.589
fluidity	fluidité	0.729	0.510	0.576
fluke	patte	0.446	0.450	0.432
flunk	louper	0.104	0.548	0.170
flunky	laquais	0.205	0.452	0.216
fluorescence	fluorescence	0.667	0.490	0.500
fluorescent	fluorescent	0.602	0.595	0.500
flurries	averses de neige	0.422	0.760	0.517
flurry	rafale	0.302	0.760	0.559
flush	affleurer	0.408	0.755	0.589
flustered	énervé	0.316	0.903	0.283
flute	flûte	0.635	0.330	0.363
fluted	cannelé	0.438	0.438	0.389
flutter	battement	0.479	0.548	0.330
fluvial	fluvial	0.571	0.363	0.588
flux	flux	0.473	0.472	0.451
fly	mouche	0.760	0.775	0.676
flyboy	pilote	0.541	0.647	0.573
flyer	prospectus	0.480	0.300	0.362
flying	en volant	0.877	0.606	0.696
flywheel	volant	0.667	0.480	0.442
foal	poulain	0.542	0.578	0.482
foam	mousse	0.698	0.230	0.204
foaming	moussant	0.643	0.240	0.198
foamy	mousseux	0.663	0.306	0.291
fob	gousset	0.327	0.402	0.396
focal	focal	0.367	0.365	0.482
focus	concentrer	0.690	0.382	0.648
fodder	fourrage	0.316	0.358	0.430
foe	ennemi	0.071	0.827	0.459
fog	brouillard	0.510	0.213	0.260
foggy	brumeux	0.354	0.337	0.302
foil	déjouer	0.312	0.204	0.342
foiled	déjoué	0.235	0.470	0.144
fold	plier	0.385	0.412	0.330
folded	plié	0.179	0.373	0.327
folder	dossier	0.490	0.279	0.375
foliage	feuillage	0.620	0.373	0.237
folio	folio	0.513	0.265	0.435
folk	populaire	0.663	0.433	0.432
folklore	folklore	0.755	0.585	0.449
follicle	follicule	0.406	0.331	0.436
follicular	folliculaire	0.401	0.305	0.391
follow	suivre	0.667	0.509	0.600
follower	disciple	0.646	0.488	0.461
folly	folie	0.184	0.833	0.363
fond	fond	0.885	0.602	0.518
fondle	caresser	0.823	0.485	0.355
fondling	caresser	0.794	0.564	0.500
fondness	penchant	0.885	0.391	0.503
fondue	fondue	0.656	0.363	0.350
font	Police de caractère	0.615	0.336	0.576
food	aliments	0.888	0.324	0.527
foodie	fin gourmet	0.781	0.465	0.484
fool	imbécile	0.160	0.560	0.148
fooled	trompé	0.051	0.692	0.241
foolhardy	téméraire	0.541	0.816	0.596
fooling	tromper	0.167	0.755	0.384
foolish	insensé	0.316	0.255	0.109
foolishness	la bêtise	0.235	0.472	0.173
foolproof	infaillible	0.479	0.484	0.500
foot	pied	0.490	0.290	0.254
foot stool	tabouret	0.469	0.317	0.355
footage	métrage	0.625	0.235	0.364
football	Football	0.755	0.760	0.582
footbridge	passerelle	0.582	0.375	0.440
foothold	prendre pied	0.673	0.336	0.582
footing	pied	0.760	0.346	0.464
footlocker	footlocker	0.500	0.417	0.393
footloose	libre de toute attache	0.549	0.595	0.447
footpath	sentier	0.677	0.321	0.473
footprint	empreinte	0.592	0.292	0.336
footwear	chaussure	0.643	0.337	0.275
footwork	jeu de jambes	0.448	0.540	0.352
fop	dandy	0.281	0.561	0.328
forage	fourrage	0.583	0.389	0.370
foray	incursion	0.418	0.618	0.676
forbearance	abstention	0.520	0.471	0.549
forbid	interdire	0.115	0.686	0.598
forbidding	interdiction	0.198	0.781	0.500
force	Obliger	0.612	0.750	0.905
forced	forcé	0.180	0.721	0.458
forceful	énergique	0.533	0.673	0.898
forceps	forceps	0.354	0.615	0.436
forces	les forces	0.551	0.686	0.886
forcibly	de force	0.365	0.704	0.647
ford	gué	0.521	0.340	0.382
fore	avant	0.667	0.417	0.654
forearm	avant bras	0.469	0.304	0.509
foreboding	pressentiment	0.439	0.706	0.636
forecast	prévoir	0.783	0.419	0.698
forecaster	prévisionniste	0.635	0.611	0.846
foreclose	saisir	0.220	0.582	0.560
foreclosure	forclusion	0.167	0.651	0.500
forefathers	aïeux	0.690	0.412	0.627
forefinger	index	0.510	0.254	0.370
forefront	premier plan	0.573	0.559	0.811
forego	renoncer	0.396	0.661	0.291
foregoing	précédent	0.420	0.346	0.324
foregone	abandonné	0.271	0.567	0.235
foreground	premier plan	0.708	0.491	0.590
forehead	front	0.470	0.308	0.556
foreign	étranger	0.573	0.681	0.385
foreigner	étranger	0.500	0.519	0.480
foreman	contremaître	0.458	0.612	0.750
foremost	avant toute chose	0.735	0.593	0.907
forensic	légal	0.439	0.627	0.436
forensics	médecine légale	0.235	0.545	0.679
foreplay	préliminaires	0.724	0.627	0.474
forerunner	précurseur	0.694	0.540	0.843
foresee	prévoir	0.583	0.452	0.522
foreseen	prévu	0.566	0.361	0.562
foresight	prévoyance	0.680	0.482	0.640
forest	forêt	0.729	0.270	0.435
forestall	devancer	0.540	0.550	0.606
forethought	prévoyance	0.765	0.491	0.580
foreveralone	toujours seul	0.296	0.375	0.343
forevermore	pour toujours	0.843	0.425	0.614
forewarned	prévenu	0.480	0.618	0.606
foreword	avant-propos	0.590	0.314	0.551
forfeit	déclarer forfait	0.083	0.635	0.245
forfeited	confisqué	0.156	0.650	0.352
forfeiture	confiscation	0.184	0.588	0.368
forge	forger	0.520	0.424	0.686
forger	faussaire	0.156	0.673	0.518
forgery	falsification	0.235	0.654	0.481
forget	oublier	0.312	0.382	0.209
forgetful	oublieux	0.240	0.343	0.264
forgetfulness	oubli	0.271	0.385	0.302
forgive	pardonner	0.781	0.408	0.562
forgiven	pardonné	0.750	0.302	0.510
forgiveness	le pardon	0.667	0.430	0.471
forgiving	indulgent	0.885	0.317	0.556
forgotten	oublié	0.235	0.280	0.184
fork	fourchette	0.406	0.300	0.529
forked	à bifurcation	0.333	0.585	0.365
forking	forking	0.327	0.596	0.490
forklift	chariot élévateur	0.480	0.537	0.526
forlorn	désespéré	0.316	0.571	0.217
form	forme	0.510	0.302	0.436
formal	formel	0.735	0.250	0.625
formaldehyde	formaldéhyde	0.296	0.415	0.443
formalism	formalisme	0.838	0.289	0.689
formality	formalité	0.594	0.353	0.750
format	format	0.562	0.308	0.438
formation	formation	0.615	0.453	0.731
formative	formatif	0.688	0.442	0.800
formed	formé	0.656	0.272	0.696
formidable	redoutable	0.708	0.709	0.857
forming	formant	0.729	0.343	0.800
formless	informe	0.398	0.201	0.163
formula	formule	0.521	0.450	0.585
formulary	formulaire	0.531	0.470	0.500
formulate	formuler	0.851	0.456	0.673
fornicate	forniquer	0.396	0.933	0.565
fornication	fornication	0.365	0.951	0.457
forsake	abandonner	0.102	0.567	0.223
forsaken	abandonné	0.050	0.490	0.192
forsooth	en vérité	0.490	0.450	0.406
fort	fort	0.780	0.673	0.860
forte	NO TRANSLATION	0.829	0.737	0.800
forthcoming	à venir	0.660	0.509	0.600
forthright	franc	0.663	0.411	0.546
forthwith	immédiatement	0.688	0.606	0.650
fortification	fortification	0.652	0.769	0.817
fortify	fortifier	0.745	0.824	0.911
fortitude	courage	0.823	0.608	0.897
fortnight	quinze jours	0.770	0.650	0.397
fortnightly	bimensuel	0.592	0.337	0.398
fortress	forteresse	0.816	0.500	0.933
fortuitous	fortuit	0.625	0.469	0.546
fortunate	chanceux	0.927	0.639	0.836
fortune	fortune	0.926	0.731	0.873
fortunes	Fortunes	0.824	0.706	0.789
forty	quarante	0.458	0.367	0.482
forum	forum	0.556	0.490	0.632
forward	vers l'avant	0.873	0.412	0.750
forwarding	expéditeur	0.583	0.537	0.510
fossil	fossile	0.480	0.292	0.380
fossils	fossiles	0.520	0.314	0.422
foul	faute	0.224	0.460	0.355
found	a trouvé	0.833	0.446	0.490
foundation	fondation	0.771	0.385	0.730
founder	fondateur	0.760	0.465	0.891
founding	fonder	0.698	0.404	0.898
foundry	fonderie	0.531	0.491	0.594
fountain	Fontaine	0.704	0.292	0.559
four	quatre	0.552	0.280	0.383
fourfold	quadruple	0.530	0.408	0.510
foursome	quatuor	0.615	0.497	0.518
fourteen	Quatorze	0.552	0.279	0.308
fourth	Quatrième	0.559	0.280	0.398
fowl	volaille	0.510	0.388	0.364
fox	Renard	0.323	0.555	0.491
foxhole	foxhole	0.312	0.539	0.389
foxtrot	fox-trot	0.562	0.520	0.505
foxy	rusé	0.552	0.642	0.679
foyer	foyer	0.552	0.370	0.443
fraction	fraction	0.417	0.330	0.400
fractional	fractionnaire	0.306	0.360	0.509
fracture	fracture	0.135	0.740	0.375
fragile	fragile	0.302	0.163	0.126
fragility	fragilité	0.316	0.306	0.200
fragment	fragment	0.211	0.316	0.429
fragmentary	fragmentaire	0.438	0.520	0.464
fragrance	fragrance	0.847	0.357	0.667
fragrant	parfumé	0.615	0.598	0.613
frail	frêle	0.255	0.333	0.069
frailty	fragilité	0.385	0.400	0.218
frame	Cadre	0.469	0.333	0.420
framework	cadre	0.459	0.330	0.360
franc	franc	0.710	0.451	0.640
franchise	la franchise	0.663	0.400	0.560
frank	franc	0.625	0.358	0.604
frankenstorm	NO TRANSLATION	0.357	0.726	0.546
frankness	franchise	0.571	0.612	0.745
frantic	frénétique	0.210	0.890	0.627
frantically	frénétiquement	0.375	0.898	0.735
frat	frat	0.714	0.371	0.726
fraternal	fraternel	0.844	0.336	0.536
fraternity	fraternité	0.892	0.536	0.679
fraud	fraude	0.111	0.688	0.407
fraudulent	frauduleux	0.150	0.774	0.417
fraught	chargé	0.266	0.662	0.596
fray	combat	0.337	0.542	0.482
frayed	effiloché	0.312	0.363	0.307
frazzled	fatigué	0.344	0.415	0.339
freak	Freak	0.052	0.839	0.464
freaked	paniqué	0.135	0.917	0.340
freakedout	NO TRANSLATION	0.323	0.688	0.365
freakingout	NO TRANSLATION	0.219	0.769	0.339
freakish	bizarre	0.135	0.915	0.566
freakout	freakout	0.250	0.696	0.397
freaky	bizarre	0.190	0.615	0.384
freckle	rousseur	0.542	0.396	0.254
free	gratuit	0.896	0.500	0.544
freebie	freebie	0.796	0.596	0.500
freedom	liberté	0.969	0.544	0.905
freehold	en pleine propriété	0.635	0.630	0.882
freelance	free-lance	0.833	0.577	0.736
freelancer	pigiste	0.614	0.564	0.553
freely	librement	0.875	0.456	0.716
freeman	homme libre	0.823	0.454	0.618
freestyle	freestyle	0.765	0.652	0.520
freeway	autoroute	0.531	0.644	0.648
freeze	gel	0.191	0.406	0.481
freezer	congélateur	0.396	0.406	0.407
freezing	gel	0.327	0.367	0.471
freight	fret	0.411	0.528	0.490
freighter	cargo	0.406	0.445	0.580
french horn	cor français	0.573	0.471	0.407
frenetic	frénétique	0.429	0.930	0.616
frenzied	frénétique	0.365	0.951	0.655
frenzy	frénésie	0.610	0.965	0.682
frequency	la fréquence	0.561	0.557	0.537
frequent	fréquent	0.594	0.481	0.525
frequently	fréquemment	0.596	0.423	0.634
fresco	fresque	0.827	0.280	0.320
fresh	Frais	0.908	0.292	0.419
freshair	NO TRANSLATION	0.688	0.377	0.509
freshen	rafraichir	0.806	0.363	0.566
freshener	rafraîchisseur	0.704	0.380	0.473
freshman	étudiant de première année	0.677	0.570	0.441
freshness	fraîcheur	0.917	0.333	0.585
freshstart	nouveau départ	0.765	0.580	0.500
freshwater	eau fraiche	0.854	0.284	0.393
fret	frette	0.289	0.460	0.231
fretful	agité	0.409	0.689	0.364
friar	frère	0.510	0.260	0.531
fricking	frotter	0.333	0.642	0.357
friction	friction	0.271	0.778	0.534
friday	Vendredi	0.624	0.411	0.341
fridge	frigo	0.571	0.292	0.402
fried	frit	0.479	0.482	0.336
friend	ami	0.906	0.413	0.573
