Word	Bengali-bn	Valence	Arousal	Dominance
carp	দোষারোপ করা	0.531	0.324	0.375
carpal	মণিবন্ধ-সম্বন্ধীয়	0.449	0.327	0.420
carpenter	সূত্রধর	0.521	0.550	0.519
carpentry	তক্ষণ	0.561	0.459	0.518
carpet	গালিচা	0.520	0.170	0.339
carpeting	কার্পেটে আবরণ	0.542	0.312	0.444
carpool	Carpool	0.625	0.509	0.500
carriage	বহন	0.650	0.538	0.491
carried	বাহিত	0.490	0.382	0.534
carrier	বাহক	0.533	0.588	0.638
carrot	গাজর	0.500	0.235	0.279
carry	বহন	0.635	0.380	0.500
carrying	বহন	0.656	0.557	0.443
carsick	carsick	0.224	0.574	0.255
cart	কার্ট	0.520	0.344	0.388
carte	NO TRANSLATION	0.592	0.320	0.274
cartel	কার্টেল	0.438	0.394	0.602
carter	গাড়োয়ান	0.312	0.480	0.431
cartilage	তরুণাস্থি	0.438	0.370	0.407
cartographic	মানচিত্রবৎ	0.490	0.348	0.424
cartography	মানচিত্রনির্মানবিদ্যা	0.520	0.300	0.579
carton	শক্ত কাগজ	0.286	0.186	0.241
cartoon	কার্টুন	0.867	0.471	0.387
cartouche	NO TRANSLATION	0.427	0.458	0.450
cartridge	কার্তুজ	0.458	0.500	0.407
carve	খুদা	0.469	0.443	0.598
carver	ভাস্কর	0.418	0.500	0.500
carving	খোদাই	0.541	0.444	0.368
cascade	নির্ঝর	0.735	0.509	0.395
case	কেস	0.427	0.275	0.441
casein	ছানাজাতীয় উপাদান	0.470	0.436	0.415
cash	নগদ	0.867	0.552	0.714
cashier	কোষাধ্যক্ষ	0.615	0.413	0.484
cashmere	কাশ্মীরী শাল	0.653	0.452	0.439
casing	খাপ	0.458	0.327	0.328
casino	নাচঘর	0.542	0.684	0.568
cask	পিপা	0.490	0.398	0.444
casket	কৌটা	0.125	0.490	0.346
casserole	ভাপে সিদ্ধ করার পাত্রবিশেষ	0.570	0.360	0.328
cassette	ক্যাসেট	0.490	0.334	0.355
cast	নিক্ষেপ	0.558	0.620	0.517
castaway	পাপাসক্ত	0.208	0.646	0.422
caste	জাত	0.510	0.333	0.374
caster	নিক্ষেপকারী	0.604	0.670	0.647
castle	দুর্গ	0.680	0.396	0.718
castor	উদ্বিড়াল	0.583	0.337	0.368
castrate	খোজা	0.177	0.485	0.519
castration	খোজাকরণ	0.198	0.735	0.381
casual	নৈমিত্তিক	0.643	0.224	0.385
casually	আকস্মিকভাবে	0.658	0.290	0.333
casualty	দুর্ঘটনা	0.235	0.274	0.132
cat	বিড়াল	0.667	0.260	0.370
catabolism	তন্তুক্ষয়	0.265	0.573	0.605
catalog	তালিকা	0.561	0.221	0.573
catalogue	তালিকা	0.647	0.327	0.533
catalysis	অনুঘটন	0.385	0.559	0.531
catalyst	অনুঘটক	0.604	0.509	0.585
catalytic	অনুঘটকের	0.562	0.519	0.563
catamaran	কলহপ্রি়া নারী	0.571	0.566	0.526
catapult	গুলতি	0.480	0.830	0.649
cataract	ছানি	0.406	0.545	0.549
catastrophe	বিপর্যয়কারী ঘটনা	0.146	0.952	0.670
catastrophic	সর্বনাশা	0.071	0.934	0.598
catatonic	ক্যাটাটোনিক	0.255	0.500	0.509
catch	ধরা	0.531	0.437	0.552
catcher	ক্যাচার	0.653	0.413	0.540
catching	সংক্রামক	0.490	0.788	0.644
catchphrase	catchphrase	0.698	0.423	0.433
catchy	প্রতারণামূলক	0.677	0.441	0.462
catechism	প্রশ্নোত্তর	0.656	0.236	0.613
categorical	খুলাখুলি	0.615	0.442	0.760
category	বিভাগ	0.571	0.264	0.521
cater	খাদ্যাদি পরিবেশন করা	0.802	0.500	0.509
caterer	খাদ্যের জোগানদার	0.550	0.557	0.644
caterpillar	শুঁয়াপোকা	0.461	0.286	0.330
cates	cates	0.370	0.394	0.407
catfish	মাগুর মাছ	0.458	0.337	0.296
cathartic	রেচক	0.450	0.510	0.604
cathedral	ক্যাথেড্রাল	0.598	0.330	0.643
catheter	মূত্রনিষ্কাশনযন্ত্র	0.336	0.491	0.373
catholic	বিশ্বজনীন	0.646	0.240	0.575
cathouse	বেশ্যালয়	0.327	0.375	0.363
catnip	পুদিনাবিশেষ	0.439	0.381	0.296
cattle	গবাদি পশু	0.622	0.340	0.445
catwalk	শো catwalk	0.698	0.436	0.464
caucus	রাজনৈতিক দলের সমিতি	0.418	0.311	0.491
caudal	লেজের মত	0.500	0.425	0.583
cauldron	কটাহ	0.510	0.486	0.418
cauliflower	ফুলকপি	0.448	0.255	0.231
caulk	কালাপাতি করা	0.367	0.500	0.418
causal	কারণিক	0.562	0.367	0.491
causality	কারণতা	0.500	0.378	0.336
causation	করণ	0.562	0.480	0.567
cause	কারণ	0.469	0.373	0.486
caused	ঘটিত	0.344	0.520	0.382
causeway	জাঙ্গাল	0.453	0.382	0.422
caution	সাবধানতা	0.552	0.712	0.547
cautionary	সতর্কীকরণমূলক	0.510	0.541	0.519
cautious	সাবধান	0.470	0.445	0.517
cautiously	সাবধানভাবে	0.510	0.388	0.525
cavalier	রূক্ষ	0.735	0.462	0.713
cavalry	অশ্বারোহী বাহিনী	0.667	0.727	0.794
cave	গুহা	0.459	0.333	0.380
caveat	বিচারকার্য স্থগিত রাখার আদেশ	0.344	0.629	0.484
caveman	গুহা-মানব	0.235	0.644	0.482
cavern	গুহা	0.323	0.360	0.365
cavernous	গহ্বরময়	0.354	0.548	0.462
caviar	ক্যাভিয়ার	0.906	0.394	0.481
caving	কেভিং	0.378	0.491	0.551
cavity	গহ্বর	0.466	0.385	0.379
cayenne	গোলমরিচ	0.615	0.306	0.355
cease	ক্ষান্তি	0.388	0.250	0.420
ceasefire	যুদ্ধবিরতির	0.542	0.594	0.567
ceaseless	বিরামহীন	0.378	0.704	0.658
cedar	দারূবৃক্ষবিশেষ	0.560	0.267	0.577
cede	সমর্পণ করা	0.275	0.327	0.402
ceiling	ছাদ	0.520	0.224	0.366
celebrant	পুরোহিত	0.865	0.656	0.643
celebrate	উদযাপন	0.917	0.857	0.859
celebrated	সুপ্রসিদ্ধ	0.875	0.690	0.763
celebrating	উদযাপন	0.927	0.860	0.773
celebration	অনুষ্ঠান	0.939	0.824	0.880
celebrations	উদযাপন	0.958	0.794	0.714
celebratory	উদযাপনী অনুষ্ঠানে	0.857	0.653	0.845
celebrity	কীর্তি	0.760	0.619	0.855
celery	সেলারি	0.396	0.147	0.223
celestial	স্বর্গীয়	0.817	0.360	0.731
celibacy	কৌমার্য	0.302	0.276	0.509
celibate	অনূঢ়া	0.419	0.387	0.391
cell	কোষ	0.541	0.375	0.465
cellar	ভুগর্ভস্থ ভাণ্ডার	0.510	0.277	0.406
cellblock	cellblock	0.186	0.570	0.500
cellist	একপ্রকার বাদ্যযন্ত্রকারী	0.667	0.500	0.486
cellmate	cellmate	0.167	0.684	0.349
cello	বাদ্যযন্ত্রবিশেষ	0.635	0.324	0.528
cellophane	তেলা কাগজ	0.648	0.282	0.289
cellular	সেলুলার	0.643	0.398	0.517
cellulite	কীভাবে	0.200	0.384	0.256
celluloid	সেলুলয়েড	0.469	0.440	0.425
cement	সিমেন্ট	0.544	0.265	0.527
cemented	cemented	0.429	0.382	0.537
cemetery	কবরস্থান	0.051	0.630	0.417
censor	সমালোচক	0.344	0.276	0.538
censorship	বিবাচন	0.219	0.698	0.421
censure	অনুযোগ	0.219	0.653	0.417
census	আদমশুমারি	0.449	0.289	0.553
cent	শতাংশ	0.439	0.367	0.402
centenary	শতবার্ষিক উত্সব	0.604	0.440	0.642
centennial	শতবার্ষিক	0.583	0.394	0.700
center	কেন্দ্র	0.643	0.231	0.431
centerfold	centerfold	0.571	0.407	0.485
centerpiece	শৌখিন আসবাব	0.594	0.208	0.520
centimeter	সেনটিমিটার	0.427	0.280	0.380
centipede	শতপদী	0.296	0.399	0.361
central	মধ্য	0.640	0.356	0.621
centrality	কেন্দ্রীয়তা	0.571	0.312	0.709
centralization	কেঁদ্রীকরণ	0.521	0.440	0.702
centralize	কেন্দ্রীভূত	0.684	0.427	0.802
centrally	কেন্দ্রীয়ভাবে	0.729	0.280	0.700
centrifugal	অপকেন্দ্র	0.306	0.651	0.480
centrifuge	কেন্দ্রীয়	0.495	0.622	0.527
centurion	সেনাপতি	0.590	0.447	0.696
century	শতাব্দী	0.407	0.347	0.735
ceramic	সিরামিক	0.521	0.255	0.371
ceramics	মৃত্শিল্প	0.573	0.250	0.373
cereal	খাদ্যশস্য	0.612	0.206	0.316
cereals	সিরিয়াল	0.719	0.224	0.311
cerebral	মস্তিষ্ক-সংক্রান্ত	0.408	0.509	0.627
ceremonial	আনুষ্ঠানিক	0.771	0.540	0.691
ceremony	অনুষ্ঠান	0.760	0.559	0.761
certain	নির্দিষ্ট	0.760	0.358	0.673
certainty	নিশ্চয়তা	0.781	0.400	0.769
certifiable	certifiable	0.714	0.427	0.662
certificate	শংসাপত্র	0.786	0.377	0.746
certified	প্রত্যয়িত	0.781	0.422	0.806
certify	সত্য করিয়া বলা	0.866	0.400	0.746
cervical	গ্রীবাসংবন্ধীয়	0.375	0.413	0.445
cervix	গলদেশ	0.429	0.360	0.340
cess	উপকর	0.427	0.375	0.406
cessation	শম	0.414	0.385	0.358
cesspool	মলকুণ্ড	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	তুষ	0.333	0.327	0.188
chafing	মর্দন	0.430	0.415	0.368
chagrin	বিরক্তি	0.104	0.704	0.472
chagrined	chagrined	0.112	0.745	0.361
chai	চা	0.500	0.375	0.363
chain	শৃঙ্খল	0.378	0.500	0.547
chainsaw	শৃঙ্খলাকৃতি করাত	0.367	0.804	0.636
chair	চেয়ার	0.562	0.082	0.276
chairman	চেয়ারম্যান	0.656	0.567	0.933
chairperson	চেয়ারপারসনের	0.730	0.657	0.966
chairwoman	সভাপত্নী	0.719	0.664	0.953
chaise	অনাচ্ছাদিত হালকা গাড়ী	0.406	0.349	0.327
chalet	কাষ্ঠনির্মিত কুটীর	0.653	0.349	0.278
chalice	পাত্র	0.633	0.286	0.529
chalk	খড়ি	0.385	0.185	0.121
challenge	চ্যালেঞ্জ	0.469	0.922	0.713
challenger	আহ্বানকারী	0.417	0.755	0.652
chamber	কক্ষ	0.583	0.373	0.455
chambermaid	পরিচারিকা	0.594	0.375	0.336
chambers	বিচারালয়	0.542	0.442	0.388
chameleon	বহুরুপী	0.490	0.580	0.345
champ	চিবান	0.854	0.754	0.896
champagne	শ্যাম্পেন	0.760	0.600	0.454
champion	রক্ষক	0.890	0.880	0.945
championship	প্রাধান্য	0.833	0.800	0.880
chance	সুযোগ	0.833	0.551	0.525
chancellor	আচার্য	0.646	0.500	0.887
chandelier	ঝাড়	0.615	0.542	0.366
chandler	দোকানদার	0.510	0.452	0.454
change	পরিবর্তন	0.625	0.575	0.606
changeable	পরিবর্তনশীল	0.490	0.480	0.528
changed	পরিবর্তিত	0.594	0.375	0.491
changer	চেঞ্জার	0.583	0.519	0.567
changing	পরিবর্তন	0.571	0.569	0.461
channel	চ্যানেল	0.490	0.287	0.405
chant	ভজন	0.771	0.698	0.650
chaos	বিশৃঙ্খলা	0.016	0.923	0.373
chaotic	বিশৃঙ্খল	0.115	0.847	0.442
chap	লোকটা	0.550	0.410	0.345
chapel	খ্রীষ্টীয় ভজনালয়	0.573	0.240	0.440
chaperon	একপ্রকার টুপি	0.500	0.520	0.404
chaplain	কোন প্রতিষ্ঠানের যাজক	0.582	0.370	0.577
chapman	ফেরিত্তয়ালা	0.562	0.529	0.465
chaps	chaps	0.350	0.462	0.350
chapter	অধ্যায়	0.580	0.308	0.461
char	গৃহস্থালির কাজ	0.554	0.361	0.404
character	চরিত্র	0.667	0.373	0.686
characteristic	চরিত্রগত	0.583	0.328	0.538
characterize	চিহ্নিত করা	0.729	0.471	0.735
charade	হেঁয়ালি	0.458	0.550	0.346
charcoal	কাঠকয়লা	0.302	0.186	0.342
chardonnay	Chardonnay	0.677	0.567	0.492
charge	অভিযোগ	0.510	0.633	0.785
chargeable	প্রদেয়	0.551	0.550	0.453
charger	আক্রমণকারী	0.531	0.418	0.545
chariot	রথ	0.684	0.550	0.491
charisma	অনন্যসাধারণ প্রতিভা	0.938	0.591	0.759
charismatic	সহজাত দক্ষতা সম্পন্ন	0.938	0.684	0.849
charitable	দাতব্য	0.865	0.380	0.593
charity	দানশীলতা	0.920	0.284	0.551
charlatan	হাতুড়ে ডাক্তার	0.200	0.640	0.352
charm	কবজ	0.833	0.363	0.649
charmed	মাত	0.938	0.570	0.769
charmer	যাদুকর	0.882	0.683	0.782
charming	কমনীয়	0.917	0.660	0.764
charred	দগ্ধ	0.208	0.676	0.373
chart	তালিকা	0.469	0.317	0.330
charter	সনন্দ	0.677	0.382	0.518
chartered	সনন্দ দ্বারা প্রতিষ্ঠিত	0.569	0.460	0.490
chase	পশ্চাদ্ধাবন	0.396	0.878	0.623
chased	ধাওয়া	0.188	0.830	0.287
chaser	শিকারী	0.375	0.830	0.645
chasm	ফাটল	0.265	0.579	0.500
chassis	বন্দুকাদির কাঠাম	0.406	0.342	0.444
chaste	সতী	0.408	0.248	0.453
chastened	শাস্তি	0.156	0.580	0.345
chastisement	শাস্তি	0.156	0.852	0.462
chastity	সতীত্ব	0.469	0.392	0.509
chat	চ্যাট	0.729	0.400	0.346
chateau	অট্টালিকা	0.615	0.464	0.702
chatter	অনর্থক কথা বলা	0.560	0.450	0.347
chatterbox	বাচাল	0.459	0.548	0.482
chattering	বক বক	0.460	0.663	0.304
chatty	আলাপী	0.594	0.548	0.345
chauffeur	শোফার	0.500	0.353	0.471
chauvinist	উত্কট স্বদেশভক্ত	0.310	0.539	0.527
cheap	সস্তা	0.612	0.471	0.272
cheapened	সস্তা উপায়	0.471	0.611	0.282
cheapskate	সস্তা স্কেট	0.148	0.482	0.327
cheat	প্রতারণা	0.125	0.776	0.400
cheater	তঁচক	0.104	0.920	0.333
check	চেক	0.523	0.552	0.602
checkbook	সাদা চেক-বহি	0.552	0.284	0.364
checker	পরীক্ষক	0.330	0.417	0.553
checkered	ছককাটা	0.459	0.316	0.336
checkers	চেকারস	0.676	0.451	0.437
checklist	চেকলিস্ট	0.561	0.521	0.552
checkmate	বাজিমাত	0.667	0.708	0.750
checkout	চেকআউট	0.597	0.510	0.670
checkpoint	চেক্পইণ্ট	0.571	0.323	0.812
checkup	চেক আপ	0.500	0.435	0.491
cheek	গাল	0.670	0.314	0.421
cheeks	চীক্স	0.708	0.324	0.282
cheeky	নির্লজ্জ	0.434	0.679	0.410
cheep	কিচ্মিচ্ শব্দ	0.367	0.380	0.373
cheer	উল্লাস	0.938	0.784	0.845
cheered	উত্সাহিত	0.875	0.648	0.790
cheerful	আনন্দিত	0.990	0.720	0.696
cheerfulness	প্রফুল্লতা	0.969	0.802	0.675
cheering	হর্ষধ্বনি	0.815	0.824	0.642
cheerleader	চিয়ারলিডার	0.923	0.746	0.657
cheerleading	চিয়ারলিডিং	0.698	0.769	0.404
cheerless	নিরানন্দ	0.204	0.373	0.167
cheers	চিয়ার্স	0.948	0.770	0.702
cheery	প্রফুল্ল	0.949	0.657	0.486
cheese	পনির	0.740	0.280	0.281
cheeseburger	চীজ বার্গার	0.802	0.529	0.336
cheesecake	চীজ কেক	0.860	0.276	0.238
cheesy	গোলগাল	0.470	0.471	0.179
cheetah	চিতাবাঘ	0.469	0.770	0.667
chef	পাচক	0.854	0.411	0.570
chemical	রাসায়নিক	0.337	0.560	0.508
chemise	NO TRANSLATION	0.530	0.275	0.364
chemist	রসায়নবিৎ	0.408	0.575	0.610
chemistry	রসায়ন	0.625	0.520	0.694
chemo	কেমোর	0.214	0.686	0.444
chemotherapy	রাসায়নিক মিশ্রপ্রয়োগে রোগচিকিত্সা	0.163	0.689	0.517
cheque	চেক	0.698	0.529	0.660
cherish	পুষা	0.896	0.491	0.652
cherishing	লালন	0.836	0.380	0.625
cherry	চেরি	0.688	0.186	0.250
cherub	স্বর্গীয় দূত	0.663	0.340	0.455
chess	দাবা	0.656	0.363	0.518
chest	বুক	0.520	0.429	0.481
chestnut	বাদামী	0.714	0.210	0.294
chevron	বরগা	0.469	0.469	0.598
chew	চর্বণ	0.520	0.490	0.404
chewy	চর্ব্য	0.625	0.418	0.390
chic	চটকদার	0.870	0.624	0.380
chicane	কপট	0.357	0.460	0.481
chick	কুক্কুট	0.771	0.602	0.387
chicken	মুরগির মাংস	0.594	0.306	0.394
chicken pox	জল বসন্ত	0.194	0.510	0.415
chickenpox	জল বসন্ত	0.173	0.562	0.357
chief	নেতা	0.520	0.544	0.869
chiefly	প্রধানত	0.600	0.587	0.764
chieftain	সর্দার	0.343	0.529	0.860
chiffon	পাতলা স্বচ্ছ সিল্কের কাপড়	0.406	0.230	0.250
child	শিশু	0.912	0.460	0.413
childbirth	প্রসবাবস্থা	0.604	0.861	0.673
childhood	শৈশব	0.865	0.413	0.307
childish	শিশুবৎ	0.573	0.442	0.230
childless	নি: সন্তান	0.310	0.400	0.396
childlike	শিশুসুলভ	0.656	0.372	0.293
childloss	NO TRANSLATION	0.240	0.571	0.421
children	শিশু	0.857	0.538	0.435
chili	কাঁচা মরিচ	0.592	0.566	0.433
chill	শীতলতা	0.837	0.206	0.482
chilled	ঠান্ডা	0.521	0.340	0.482
