Word	Somali-so	Valence	Arousal	Dominance
dinghy	dinghy	0.510	0.269	0.325
dingo	dingo	0.608	0.472	0.346
dingy	xayawaan	0.156	0.483	0.343
dining	cashada	0.724	0.350	0.459
dinky	dinky	0.357	0.451	0.358
dinner	casho	0.823	0.392	0.379
dinnertime	dinnertime	0.796	0.406	0.341
dinosaur	dinosaur	0.448	0.630	0.596
dint	dint	0.378	0.480	0.492
diocesan	diocesan	0.520	0.283	0.518
diocese	dioces	0.510	0.288	0.575
diorama	diorama	0.592	0.441	0.462
dioxide	dioxide	0.354	0.433	0.456
dip	gadaal	0.516	0.583	0.397
diploma	diblomaas	0.750	0.462	0.731
diplomacy	diplomacy	0.740	0.396	0.774
diplomat	diblomaasiyadeed	0.563	0.262	0.868
diplomatic	diblomaasi	0.653	0.363	0.918
dipper	dipper	0.548	0.361	0.348
dippy	dippy	0.430	0.402	0.340
dipstick	qulqulka	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	toos ah	0.793	0.403	0.650
directed	tilmaamey	0.542	0.490	0.541
direction	jihada	0.719	0.330	0.684
directive	amar	0.604	0.530	0.918
directly	si toos ah	0.747	0.400	0.702
director	Agaasime	0.688	0.580	0.912
directory	diiwaanka	0.439	0.413	0.538
dirt	wasakh	0.112	0.500	0.236
dirty	wasakh	0.153	0.460	0.170
disability	naafanimada	0.073	0.482	0.173
disable	hawl gab	0.115	0.430	0.269
disabled	naafo ah	0.308	0.443	0.235
disadvantage	faa'iido la'aan	0.150	0.377	0.282
disaffected	aan la-xalin	0.176	0.410	0.291
disagree	ku raacsan tahay	0.133	0.590	0.345
disagreeable	khilaafsan	0.042	0.643	0.178
disagreeing	diiddan	0.255	0.643	0.350
disagreement	khilaafaad	0.104	0.618	0.236
disallow	diidmo	0.156	0.519	0.424
disallowed	la diiday	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	baabi	0.143	0.441	0.350
disappearance	waayitaan	0.214	0.698	0.367
disappearing	la waayay	0.167	0.427	0.379
disappoint	niyadjab	0.150	0.633	0.288
disappointed	niyad jabay	0.071	0.472	0.241
disappointing	niyadjab	0.073	0.640	0.200
disappointment	Niyad Jab	0.115	0.490	0.336
disapproval	diidmo la'aan	0.085	0.551	0.367
disapprove	diiddan tahay	0.160	0.594	0.445
disapproved	aan la oggolaan	0.104	0.550	0.114
disapproving	diidmo la'aan	0.245	0.625	0.452
disarm	hub ka dhig	0.292	0.528	0.613
disarray	murugo	0.198	0.657	0.223
disaster	masiibo	0.082	0.892	0.433
disastrous	musiibo	0.071	0.741	0.439
disband	kala tag	0.302	0.491	0.417
disbelief	Gaalnimo	0.188	0.409	0.373
disbelieve	Gaaladu	0.188	0.441	0.352
disburse	bixiso	0.418	0.473	0.353
disbursement	bixinta	0.240	0.443	0.435
disc	disk	0.622	0.410	0.426
discard	iska tuur	0.240	0.343	0.337
discarded	tuura	0.229	0.460	0.308
discards	tuura	0.240	0.464	0.391
discern	faham	0.459	0.566	0.518
discernible	la garan karo	0.427	0.441	0.481
discerning	garashada	0.542	0.584	0.780
discernment	qirasho	0.408	0.471	0.694
discharge	dheecaan	0.427	0.538	0.578
disciple	xer	0.765	0.385	0.462
disciplinary	anshax	0.562	0.593	0.796
discipline	anshaxa	0.615	0.471	0.806
disciplined	anshax marin	0.728	0.450	0.750
disclaim	iska dhaaf	0.235	0.509	0.321
disclaimer	Diidmada	0.367	0.571	0.542
disclose	shaaca ka qaado	0.490	0.570	0.545
disclosed	la shaaciyey	0.271	0.575	0.546
disclosure	bixinta	0.500	0.615	0.710
disco	disco	0.710	0.806	0.575
discoloration	midabtakoorka	0.224	0.373	0.414
discolored	midabtakooray	0.204	0.340	0.269
discomfort	raaxo la'aan	0.153	0.719	0.272
disconcerted	isdhaafsaday	0.100	0.612	0.288
disconcerting	guntinta	0.106	0.549	0.269
disconnect	jooji	0.438	0.292	0.191
disconnected	gooyay	0.292	0.276	0.173
disconnection	gooyo	0.167	0.283	0.277
disconnects	gooyaa	0.256	0.357	0.241
discontent	dareen la'aan	0.240	0.530	0.263
discontinuance	joojinta	0.123	0.741	0.337
discontinue	joojin	0.354	0.396	0.349
discontinuity	joojin la'aan	0.303	0.439	0.250
discontinuous	joojin la'aan	0.233	0.409	0.316
discord	khilaafka	0.115	0.882	0.465
discount	sicir-dhimis	0.724	0.530	0.302
discounted	la dhimay	0.677	0.471	0.430
discourage	niyad jab	0.184	0.443	0.267
discouraged	niyad jabay	0.220	0.304	0.090
discouragement	niyad-jabka	0.112	0.319	0.206
discouraging	niyad jabin	0.167	0.469	0.281
discourse	wada hadal	0.410	0.550	0.803
discover	ogow	0.771	0.793	0.673
discovery	helitaan	0.823	0.627	0.814
discredit	diiddan	0.075	0.529	0.355
discredited	la mamnuucay	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	farqi la'aan	0.260	0.643	0.417
discrete	kala go '	0.585	0.231	0.429
discretion	xishoodka	0.552	0.320	0.685
discretionary	ikhtiyaari ah	0.520	0.365	0.446
discriminate	takoorid	0.125	0.761	0.366
discriminating	takoorid	0.160	0.783	0.462
discrimination	takoorid	0.051	0.724	0.379
discus	discus	0.542	0.423	0.343
discuss	kala hadal	0.396	0.769	0.509
discussion	wadahadal	0.333	0.842	0.536
disdain	diidmo	0.153	0.446	0.441
disdainful	diidmo la'aan	0.097	0.480	0.263
disease	cudurka	0.041	0.539	0.333
diseased	xanuunsan	0.123	0.510	0.134
disembodied	kala duwanaayeen	0.167	0.620	0.412
disengage	kala tag	0.406	0.529	0.304
disengagement	ka-goynta	0.327	0.373	0.395
disfigured	naafo ah	0.153	0.613	0.336
disgrace	ceebeyn	0.061	0.531	0.331
disgraced	qosol badan	0.071	0.661	0.250
disgraceful	ceeb	0.082	0.702	0.240
disgruntled	murugaysan	0.104	0.658	0.442
disguise	isku dhejin	0.573	0.694	0.431
disguised	qaawan	0.500	0.615	0.326
disgust	nacayb	0.052	0.775	0.317
disgusted	neceb yahay	0.051	0.773	0.274
disgusting	qosol	0.031	0.796	0.245
dish	saxan	0.552	0.255	0.264
disheartened	been ah	0.153	0.343	0.238
disheartening	diidmo	0.010	0.353	0.224
dishonest	daacadnimo	0.191	0.491	0.163
dishonesty	daacadnimo	0.094	0.592	0.348
dishonor	been ah	0.104	0.620	0.185
dishonorable	lama sharfo	0.112	0.641	0.280
dishwasher	mashiinka mashiinka	0.480	0.296	0.324
disillusionment	diidmo la'aan	0.051	0.519	0.190
disinclination	diidmada	0.125	0.491	0.330
disincline	diidmada	0.458	0.454	0.278
disinclined	diidanayn	0.385	0.442	0.364
disinfect	jeermiska	0.448	0.388	0.648
disinfectant	jeermis dilaha	0.531	0.429	0.460
disinfection	jeermiska	0.517	0.556	0.473
disinformation	Qalabaynta	0.230	0.577	0.260
disingenuous	gardarrada	0.194	0.509	0.204
disintegrate	burburinta	0.143	0.660	0.364
disintegration	burburinta	0.094	0.551	0.381
disinterested	diidanayn	0.398	0.284	0.392
disjoint	Iskuday	0.351	0.385	0.322
disjointed	kala go'a	0.323	0.518	0.365
disjunctive	kala go'a	0.286	0.481	0.400
disk	disk	0.573	0.423	0.412
diskette	disket	0.531	0.255	0.391
dislike	necbahay	0.156	0.406	0.321
disliked	aan nacas lahayn	0.062	0.510	0.221
disliking	necbaan	0.163	0.637	0.366
dislocated	dibad-bax	0.125	0.625	0.200
dislocation	kala-noqoshada	0.229	0.565	0.373
dislodge	Diido	0.214	0.769	0.356
disloyal	daacadnimo	0.062	0.582	0.245
disloyalty	daacadnimo	0.187	0.716	0.267
dismal	khasaare	0.194	0.450	0.192
dismantle	burburin	0.347	0.644	0.462
dismay	murugo	0.314	0.681	0.459
dismayed	naxdin leh	0.165	0.735	0.389
dismemberment	kala tag	0.104	0.860	0.470
dismiss	Diido	0.167	0.541	0.509
dismissal	ka eryid	0.153	0.723	0.271
dismissive	joojinta	0.188	0.541	0.430
dismount	burburin	0.361	0.423	0.391
disobedience	caasinimadda	0.051	0.868	0.369
disobedient	caasinimadiisa	0.276	0.706	0.353
disobey	adeeca	0.143	0.556	0.491
disorder	khalkhalka	0.115	0.816	0.218
disordered	qallafsan	0.210	0.714	0.288
disorderly	si aan kala go 'lahayn	0.188	0.748	0.385
disorganized	aan habeynin	0.052	0.507	0.184
disorientation	diidmada	0.163	0.472	0.212
disoriented	jaahil ah	0.227	0.643	0.227
disown	dafiray	0.153	0.637	0.368
disparage	isfaham la'aan	0.092	0.663	0.336
disparaging	kala-takoorid	0.102	0.626	0.411
disparate	kala qaybsanaan	0.438	0.500	0.368
disparity	kala duwanaan la'aan	0.208	0.482	0.361
dispassionate	baqdin	0.199	0.217	0.218
dispatch	diro	0.317	0.417	0.555
dispatcher	soo diraya	0.365	0.704	0.652
dispel	joojin	0.388	0.402	0.411
dispensary	xafiisyo	0.406	0.380	0.606
dispensation	bixinta	0.388	0.462	0.490
dispense	bixinta	0.561	0.520	0.518
dispenser	dhexdhexaadiyaha	0.583	0.392	0.470
dispersal	kala-firdhinta	0.388	0.507	0.421
disperse	kala firdhin	0.375	0.569	0.434
dispersed	kala firdhiyey	0.344	0.490	0.274
dispersion	kala firidhsan	0.270	0.604	0.350
dispirited	qaawan	0.204	0.280	0.142
displace	barakicin	0.424	0.541	0.454
displaced	barakacay	0.281	0.472	0.291
displacement	barakac	0.276	0.531	0.481
displacency	degitaanka	0.500	0.528	0.642
display	bandhigid	0.677	0.325	0.400
displease	xumo	0.021	0.702	0.286
displeased	raali galin	0.135	0.690	0.400
displeasure	raali galin	0.115	0.559	0.250
disposable	la tuuri karo	0.271	0.439	0.250
disposal	iska tuur	0.135	0.608	0.396
dispose	tuur	0.548	0.538	0.559
disposed	la dhigay	0.688	0.441	0.625
disposition	dabeecadda	0.663	0.542	0.734
dispossessed	la tuuray	0.354	0.577	0.331
disprove	diidmo	0.375	0.625	0.613
dispute	khilaaf	0.219	0.750	0.585
disqualification	joojinta	0.066	0.677	0.330
disqualified	looma ogola	0.129	0.464	0.232
disqualify	joojiso	0.208	0.595	0.267
disquieted	niyad jabay	0.229	0.850	0.290
disregard	iska indha tiri	0.177	0.647	0.308
disregarded	la ilaaway	0.260	0.458	0.283
disrelish	diidmo la'aan	0.375	0.471	0.304
disreputable	looma baahna	0.104	0.688	0.353
disrepute	diidmo la'aan	0.208	0.630	0.292
disrespect	ixtiraam la'aan	0.062	0.637	0.302
disrespectful	ixtiraam la'aan	0.031	0.694	0.273
disrupt	carqaladeeyaan	0.265	0.640	0.349
disrupting	carqaladeeyay	0.186	0.557	0.339
disruption	joojinta	0.235	0.735	0.436
disruptive	rabshad	0.255	0.755	0.575
dissatisfaction	qanacsanaanta	0.115	0.663	0.202
dissatisfied	aan ku qanacsanayn	0.042	0.561	0.291
dissect	kala tag	0.367	0.750	0.595
dissection	diidmo	0.276	0.632	0.462
disseminate	faafin	0.562	0.608	0.750
dissemination	faafinta	0.476	0.551	0.583
dissension	khilaafka	0.250	0.618	0.414
dissent	diidan	0.300	0.655	0.407
dissenting	diidanaanta	0.208	0.552	0.366
dissertation	naqshadeynta	0.312	0.575	0.575
disservice	nacasnimo	0.250	0.794	0.480
dissident	mucaarad	0.350	0.582	0.413
dissimilar	kala duwan	0.276	0.461	0.472
dissipate	kala-bax	0.385	0.368	0.355
dissipated	la wareegay	0.281	0.421	0.231
dissociation	diidmada	0.135	0.555	0.471
dissociative	diidmo la'aan	0.281	0.615	0.397
dissolution	kala dirista	0.204	0.464	0.349
dissolve	burburin	0.271	0.490	0.410
dissonance	nacaybka	0.173	0.471	0.336
dissuade	diidmo	0.482	0.500	0.350
distal	distal	0.410	0.401	0.438
distance	masaafada	0.233	0.317	0.418
distant	fog	0.229	0.324	0.269
distaste	dhadhanka	0.184	0.625	0.370
distasteful	xumaan	0.264	0.676	0.222
distillate	distillate	0.500	0.347	0.382
distillation	distillation	0.396	0.436	0.575
distilled	dami	0.427	0.573	0.500
distinct	kala duwan	0.542	0.578	0.509
distinction	kala saarid	0.584	0.571	0.750
distinctive	kala duwan	0.885	0.520	0.604
distinguish	kala saar	0.675	0.471	0.600
distinguishable	kala duwanaan karo	0.635	0.530	0.727
distinguished	kala soocay	0.823	0.593	0.759
distinguishing	kala soocida	0.622	0.363	0.640
distort	khilaaf	0.100	0.740	0.366
distorted	marin habaabin	0.250	0.521	0.280
distortion	Dhibaato	0.299	0.570	0.380
distract	diiradda saaraan	0.241	0.609	0.336
distracted	ka careysnaa	0.194	0.392	0.213
distracting	mashquulin	0.445	0.583	0.400
distraction	carqaladeeyn	0.402	0.557	0.390
distraught	naxdin leh	0.115	0.903	0.264
distress	dhibaato	0.073	0.840	0.396
distressed	dhib badan	0.143	0.771	0.324
distressing	murugo	0.075	0.750	0.375
distribute	qaybiso	0.643	0.596	0.709
distribution	qaybinta	0.635	0.548	0.788
distributor	qaybiye	0.702	0.447	0.718
district	degmo	0.438	0.327	0.660
distrust	kalsooni la'aan	0.060	0.670	0.276
disturb	dhibaato	0.175	0.760	0.481
disturbance	rabshad	0.146	0.907	0.404
disturbed	dhibay	0.125	0.870	0.305
disturbing	niyad jabin	0.146	0.792	0.439
disuse	diidmo	0.229	0.229	0.202
disused	xumeeyey	0.250	0.302	0.186
ditch	ditch	0.357	0.364	0.322
ditto	ditto	0.449	0.418	0.411
ditty	qurux badan	0.470	0.433	0.334
diurnal	xilliga firaaqada	0.714	0.296	0.443
diva	diva	0.660	0.657	0.596
divan	NO TRANSLATION	0.750	0.202	0.262
dive	qoob ka ciyaarka	0.583	0.531	0.500
diver	diver	0.594	0.520	0.564
diverge	diverge	0.375	0.657	0.520
divergence	kala-duwanaanta	0.429	0.615	0.687
divergent	kala duwanaansho	0.449	0.660	0.587
diverging	kala qaybin	0.417	0.613	0.573
divers	kala duwan	0.583	0.580	0.602
diverse	kala duwan	0.562	0.519	0.604
diversified	kala duwanaanta	0.602	0.538	0.549
diversify	kala duwanaanta	0.656	0.588	0.464
diversion	leexashada	0.740	0.821	0.714
diversionary	ladagaalanka	0.551	0.587	0.300
diversity	kala duwanaanta	0.806	0.472	0.711
divert	u wareeji	0.344	0.622	0.407
diverting	leexinta	0.396	0.571	0.537
divest	leexo	0.365	0.547	0.424
divested	lumay	0.333	0.449	0.311
divestment	leexinta	0.302	0.509	0.382
divide	kala qaybso	0.333	0.520	0.417
divided	kala qaybsan	0.271	0.623	0.391
dividend	dulucda	0.583	0.491	0.566
divination	leexashada	0.500	0.650	0.545
divine	rabbaani	0.918	0.571	0.885
divinity	ilaahnimada	0.896	0.559	0.774
divisible	loo qeybin karo	0.323	0.462	0.411
division	qaybta	0.370	0.481	0.472
divisor	qaybiye	0.344	0.517	0.455
divorce	furiinka	0.042	0.700	0.385
divorcee	furiinka	0.153	0.610	0.481
divulge	sheeg	0.531	0.718	0.467
divvy	ogyihiin	0.351	0.462	0.429
dizziness	dawakhaad	0.229	0.555	0.254
dizzy	wareer	0.199	0.582	0.193
do	samee	0.670	0.548	0.536
doable	la samayn karo	0.760	0.404	0.675
doc	doc	0.458	0.317	0.392
docile	habdhaqan	0.604	0.259	0.264
dock	dock	0.490	0.409	0.481
docked	gooyay	0.281	0.754	0.398
docket	docket	0.505	0.509	0.607
docking	degidda	0.354	0.596	0.587
doctor	dhakhtarka	0.700	0.531	0.861
doctorate	dhakhtar	0.776	0.479	0.841
doctrinal	caqiido	0.510	0.373	0.673
doctrine	caqiido	0.500	0.394	0.769
document	warqad	0.594	0.240	0.667
documentary	dukumiinti	0.622	0.213	0.596
documentation	dukumeentiyo	0.719	0.290	0.667
documents	dukumentiyo	0.530	0.250	0.587
dodge	dodge	0.333	0.760	0.509
dodger	dodger	0.427	0.454	0.490
dodging	dodging	0.396	0.654	0.382
dodgy	dodgy	0.281	0.510	0.254
dodo	dodo	0.438	0.306	0.353
doe	doe	0.550	0.336	0.336
doer	sameeyaa	0.724	0.550	0.728
dog	Eey	0.704	0.500	0.407
dogface	eeyga	0.219	0.470	0.264
dogged	eeyga	0.255	0.750	0.594
doggy	eeyga	0.646	0.491	0.404
doghouse	qolka	0.438	0.417	0.340
dogma	dogma	0.530	0.460	0.719
dogmatic	dabiiciga ah	0.448	0.520	0.654
dogsick	NO TRANSLATION	0.571	0.490	0.377
doings	falalka	0.604	0.491	0.705
doit	NO TRANSLATION	0.500	0.519	0.392
dojo	dojo	0.500	0.435	0.455
doldrums	fadlan	0.229	0.425	0.266
dole	dole	0.448	0.402	0.348
doll	doll	0.729	0.321	0.330
dollar	dollar	0.755	0.632	0.694
dollhouse	Dollhouse	0.643	0.245	0.363
dolor	NO TRANSLATION	0.167	0.635	0.375
dolphin	Dolphin	0.776	0.350	0.414
domain	domain	0.573	0.549	0.828
dome	kubad	0.620	0.398	0.509
domestic	guriga	0.729	0.327	0.500
domesticated	guri-guri	0.635	0.360	0.294
domestication	Domestication	0.594	0.390	0.435
domicile	degenaansho	0.604	0.292	0.529
domiciled	degan	0.542	0.340	0.516
dominance	xukunka	0.542	0.775	0.839
dominant	madaxbannaan	0.406	0.854	0.893
dominate	heysta	0.439	0.814	0.953
dominating	adkaanta	0.427	0.769	0.902
domination	xukunka	0.505	0.786	0.959
dominatrix	dominatrix	0.390	0.727	0.709
dominion	xukunka	0.542	0.704	0.890
domino	domino	0.594	0.510	0.473
don	kuuma	0.646	0.454	0.702
donate	ku deeqid	0.774	0.462	0.577
donation	ku-deeqidda	0.792	0.398	0.602
donkey	dameer	0.406	0.367	0.245
donor	deeq bixiye	0.714	0.490	0.653
dontlikeyou	NO TRANSLATION	0.055	0.500	0.282
dontmess	NO TRANSLATION	0.396	0.482	0.440
dontmesswithme	dontmesswithme	0.312	0.635	0.440
dontpanic	dontpanic	0.469	0.465	0.425
dontunderstand	NO TRANSLATION	0.219	0.357	0.271
doodle	doodle	0.604	0.402	0.376
doom	Cadaab	0.073	0.750	0.442
doomed	jabay	0.041	0.755	0.301
doomsday	qiyaastii	0.125	0.861	0.670
door	albaabka	0.549	0.189	0.421
doorbell	albaabbada	0.564	0.500	0.307
doorknob	albaabbada	0.406	0.553	0.462
doorman	albaabbada	0.570	0.371	0.491
doormat	maaha	0.458	0.269	0.267
doornail	doornail	0.459	0.370	0.423
doorstep	albaabbada	0.531	0.274	0.391
doorway	albaabka	0.573	0.304	0.496
dopamine	dopamine	0.548	0.469	0.426
dope	dulqaad	0.295	0.855	0.425
dopey	dopey	0.320	0.380	0.365
dork	dork	0.272	0.519	0.361
dorky	dorky	0.302	0.480	0.390
dorm	hoy	0.719	0.194	0.327
dormant	aamusnaan	0.385	0.245	0.245
dormitory	hoolka	0.633	0.204	0.382
dorsal	dhaamiska	0.449	0.360	0.445
dosage	qiyaasta	0.344	0.450	0.490
dose	qiyaas	0.458	0.490	0.427
dossier	koobi	0.357	0.380	0.544
dot	dhibic	0.434	0.290	0.391
doting	dhibic	0.888	0.415	0.426
dotted	xariiqay	0.480	0.347	0.426
dotty	dotty	0.375	0.402	0.393
double	laba jeer	0.677	0.378	0.569
doubled	laban laabmay	0.427	0.536	0.560
doublet	labanlaab	0.420	0.431	0.500
doubling	labisashada	0.459	0.452	0.464
doubt	shaki	0.395	0.351	0.231
doubtful	shaki	0.250	0.465	0.241
doubting	shaki	0.224	0.560	0.189
doubtless	shaki la'aan	0.688	0.415	0.689
doubts	shaki	0.306	0.448	0.305
douche	douche	0.490	0.413	0.397
douchebags	Doolebags	0.327	0.587	0.366
dough	cajiinka	0.588	0.229	0.391
doughboy	Caano	0.365	0.443	0.396
doughnut	burcad	0.663	0.380	0.279
dour	dour	0.360	0.404	0.325
douse	douse	0.365	0.453	0.412
dove	qoorta	0.729	0.235	0.437
down	hoos	0.208	0.330	0.264
downcast	hoos u dhac	0.071	0.500	0.222
downer	hoos u dhac	0.120	0.594	0.226
downfall	hoos u dhac	0.200	0.717	0.182
downfield	hoose	0.521	0.330	0.380
downhearted	qalbi jaban	0.119	0.461	0.255
downhill	hoos	0.292	0.573	0.279
download	download	0.602	0.490	0.503
downpour	duufaan	0.328	0.602	0.481
downright	hoos u dhac	0.625	0.454	0.679
downriver	hoose	0.542	0.469	0.279
downside	hoos u dhac	0.190	0.400	0.246
downtime	Waqtiga dhimista	0.240	0.226	0.324
downward	hoos u dhac	0.188	0.347	0.255
downy	hoos u dhaca	0.630	0.170	0.255
dowry	gabar	0.604	0.453	0.544
doze	samee	0.592	0.200	0.405
dozen	tobaneeyo	0.583	0.343	0.425
drab	jibaar	0.327	0.300	0.242
draft	qabyo-qorid	0.438	0.360	0.351
drafty	drafty	0.458	0.500	0.518
drag	jiido	0.388	0.606	0.348
dragon	masduulaagii	0.541	0.821	0.712
dragonfly	qoob ka ciyaarka	0.571	0.373	0.357
drain	daadi	0.277	0.470	0.222
drainage	dheecaan	0.219	0.354	0.307
drained	miiray	0.310	0.441	0.352
draining	daadinta	0.337	0.396	0.304
drainpipe	qulqulaya	0.417	0.413	0.277
drake	qaado	0.467	0.411	0.452
drama	riwaayad	0.430	0.755	0.481
dramaqueen	NO TRANSLATION	0.337	0.682	0.482
dramatic	riwaayad	0.367	0.780	0.443
drape	dhejis	0.417	0.439	0.404
drapery	duufaan	0.479	0.220	0.223
drastic	adag	0.194	0.839	0.657
drat	NO TRANSLATION	0.302	0.516	0.409
draught	qabyo-qorid	0.465	0.245	0.316
draw	baro	0.704	0.449	0.481
drawback	dhibka	0.302	0.422	0.148
drawbridge	sawirro	0.551	0.557	0.438
drawer	sawir qaadaha	0.429	0.196	0.292
drawers	sawir qaadayaasha	0.539	0.260	0.236
drawing	sawir	0.698	0.216	0.333
dread	cabsi	0.153	0.792	0.368
dreaded	dreaded	0.122	0.706	0.460
dreadful	cabsi badan	0.092	0.786	0.348
dreadfully	dareen ahaan	0.246	0.806	0.306
dreading	cabsida	0.125	0.760	0.377
dream	riyo	0.844	0.157	0.328
dreamboat	dreamboat	0.776	0.491	0.458
dreamer	riyaale	0.820	0.394	0.455
dreaming	riyo	0.854	0.320	0.336
dreamland	riwaayad	0.844	0.471	0.566
dreams	riyooyin	0.865	0.415	0.530
dreamt	riyooday	0.812	0.380	0.518
dreamy	riyo ah	0.837	0.350	0.500
dreary	ciriiri	0.260	0.490	0.324
dredge	qulqulka	0.427	0.445	0.444
drenched	qoyan	0.302	0.361	0.388
dress	dharka	0.760	0.300	0.345
dresser	furaha	0.604	0.398	0.473
dressmaker	dharka sariirta	0.698	0.460	0.483
dressy	qurxiyo	0.800	0.570	0.696
dribble	NO TRANSLATION	0.417	0.551	0.465
dried	qalajiyey	0.427	0.260	0.385
drier	drier	0.306	0.347	0.392
drift	wado	0.316	0.520	0.375
drifted	lumay	0.312	0.542	0.310
drifter	furaha	0.449	0.512	0.391
driftwood	Driftwood	0.321	0.283	0.439
drill	daloolin	0.250	0.602	0.573
drink	cabi	0.650	0.552	0.474
drinker	khamriga	0.365	0.735	0.441
drinking	cabitaanka	0.562	0.459	0.317
drinks	cabitaannada	0.729	0.656	0.412
drip	furo	0.392	0.193	0.175
dripping	daadinta	0.302	0.257	0.267
drive	gawaarida	0.625	0.689	0.713
drivel	socodka	0.398	0.469	0.463
driver	darawal	0.553	0.538	0.637
driveway	darawalka	0.612	0.392	0.689
drizzle	qoyaan	0.521	0.353	0.319
droll	duub	0.459	0.573	0.422
drone	drone	0.429	0.686	0.596
drones	Drones	0.398	0.577	0.588
drool	dharka	0.385	0.398	0.204
drooping	qulqulaya	0.245	0.558	0.353
droopy	qulqulaya	0.438	0.350	0.297
drop	dhicid	0.479	0.321	0.291
droplet	dhibicda	0.625	0.208	0.194
dropout	ka tagitaan	0.253	0.550	0.481
dropper	dhibcaha	0.333	0.216	0.236
drought	abaar	0.133	0.353	0.267
drove	NO TRANSLATION	0.541	0.528	0.623
drown	qoyan	0.071	0.860	0.270
drowsiness	lumitaanka	0.260	0.194	0.303
drowsy	lumid	0.375	0.180	0.240
drudgery	Dhibaatada	0.094	0.522	0.241
drug	daroogada	0.214	0.790	0.453
drug dealing	ka ganacsiga daroogada	0.042	0.843	0.500
drugged	daroogada	0.102	0.750	0.321
druggist	dhakhtarka	0.240	0.561	0.417
drugs	daroogo	0.167	0.750	0.368
drugstore	aaladda dawada	0.490	0.343	0.518
druid	druid	0.517	0.445	0.481
drum	duufaan	0.615	0.679	0.339
drummer	daaqada	0.646	0.700	0.564
drumming	duufaan	0.594	0.750	0.426
drunk	sakhraan	0.194	0.800	0.250
drunk driving	baabuur wadista	0.073	0.900	0.306
drunkard	khamriga	0.240	0.873	0.250
drunken	sakhraan	0.155	0.849	0.250
drunkenness	sakhradda	0.214	0.774	0.336
dry	qalalan	0.363	0.169	0.311
dryer	qalajiyaha	0.479	0.343	0.277
dryness	qalalan	0.292	0.296	0.263
dual	laba	0.573	0.330	0.384
dualism	labis	0.490	0.406	0.536
duality	labadaba	0.438	0.520	0.503
dub	dub	0.510	0.480	0.387
dubious	shaki ah	0.414	0.480	0.198
duchess	duchess	0.656	0.548	0.711
duck	duck	0.594	0.337	0.236
ducking	ducking	0.344	0.573	0.294
duckling	duckling	0.602	0.353	0.263
ducky	ducky	0.520	0.430	0.368
duct	qashinka	0.449	0.435	0.430
ductile	dhuxul	0.508	0.420	0.433
dud	Dud	0.167	0.455	0.246
dude	aabe	0.809	0.356	0.615
duds	Duds	0.347	0.311	0.339
due	sabab	0.562	0.340	0.467
duel	duel	0.271	0.696	0.589
dues	bixiyeyaasha	0.367	0.461	0.288
duet	duet	0.694	0.693	0.527
duffel	duffel	0.500	0.400	0.384
dugout	iskuulka	0.490	0.370	0.463
duh	duh	0.357	0.461	0.364
duke	duke	0.667	0.440	0.669
dull	caajis	0.194	0.120	0.185
dullard	dulqaadd	0.450	0.480	0.365
dumb	carrabka	0.188	0.330	0.151
dumbasses	gumeysi	0.316	0.590	0.363
dumbbell	xumbo	0.302	0.469	0.364
dumbbitch	NO TRANSLATION	0.281	0.636	0.393
dumfound	dumfound	0.271	0.551	0.295
dumfounder	NO TRANSLATION	0.406	0.481	0.400
