Word	Myanmar (Burmese)-my	Valence	Arousal	Dominance
claw	ခြစ်	0.260	0.600	0.598
claws	ခြေသည်း	0.281	0.698	0.562
clay	ရွှံ့	0.542	0.250	0.267
clean	သန့်ရှင်းသော	0.827	0.170	0.500
cleaner	သန့်ရှင်းရေး	0.604	0.556	0.375
cleaning	ဆေးခြင်း	0.595	0.396	0.427
cleanliness	သန့်စင်ခြင်း	0.816	0.363	0.609
cleanly	သန့်စင်ခြင်း	0.823	0.352	0.583
cleanse	ဖြေရှင်းမည်	0.625	0.310	0.660
cleanser	cleanser ကို	0.604	0.353	0.433
cleansing	သန့်စင်	0.729	0.298	0.472
cleanup	သန့်ရှင်းရေးလုပ်သည်	0.729	0.314	0.451
clear	ရှင်းလင်းသော	0.857	0.327	0.573
clearance	ရှင်းလင်းရေး	0.542	0.459	0.473
clearing	ရှင်းလင်းခြင်း	0.680	0.333	0.509
clearness	ရှင်းလင်းသော	0.875	0.316	0.689
cleat	cleat	0.486	0.260	0.361
cleavage	cleavage	0.542	0.602	0.454
cleave	၌မှီဝဲ	0.296	0.545	0.389
cleaver	NO TRANSLATION	0.240	0.627	0.434
clef	clef	0.615	0.360	0.595
cleft	ကွဲ	0.306	0.442	0.360
clemency	clemency	0.594	0.417	0.397
clench	clench	0.438	0.618	0.580
clergy	ဓမ္မကထိကပုဂ္ဂိလ်စု	0.531	0.312	0.575
clergyman	ခရစ်ယာန်ဓမ္မဆရာ	0.594	0.330	0.556
cleric	ဘာသာရေးခေါင်းဆောင်	0.521	0.324	0.589
clerical	ဘာသာရေးခေါင်းဆောင်	0.520	0.396	0.491
clerk	စာရေး	0.500	0.579	0.509
clerkship	clerkship	0.582	0.380	0.596
clever	တတျမွောကျသော	0.896	0.353	0.729
cleverness	သတ္တိ	0.878	0.509	0.921
click	ကလစ်	0.536	0.365	0.268
clicker	clicker	0.418	0.490	0.463
client	ဖောက်သည်	0.583	0.450	0.618
clientele	အမှုသည်များ	0.625	0.577	0.508
cliff	စောကျသောကြောကျတောငျ	0.361	0.620	0.509
climate	ရာသီဥတု	0.635	0.240	0.483
climatology	ရာသီဥတုဗေဒ	0.531	0.367	0.541
climax	အဆုံး	0.735	0.853	0.667
climb	တက်	0.615	0.660	0.604
climber	တက်သူ	0.573	0.716	0.735
clinch	clinch	0.469	0.538	0.430
cling	တွယ်ကပ်	0.417	0.620	0.588
clingy	clingy	0.224	0.460	0.370
clinic	ဆေးခန်း	0.469	0.439	0.600
clinical	နာ။ တုံးလုံးနေရသော	0.337	0.412	0.640
clink	clink	0.458	0.462	0.319
clip	ကလစ်	0.438	0.310	0.381
clipboard	clipboard ထံ	0.594	0.255	0.423
clipper	ညှပ်	0.293	0.422	0.383
clipping	clipping	0.460	0.500	0.405
clique	NO TRANSLATION	0.427	0.430	0.391
clitoris	အစေ့	0.625	0.844	0.464
cloak	ရင်ခွင်	0.469	0.188	0.333
cloaking	ရင်ခွင်	0.521	0.595	0.389
cloakroom	cloakroom	0.690	0.254	0.397
clobber	clobber	0.396	0.578	0.464
clock	နာရီ	0.677	0.173	0.407
clockwork	မရောက်	0.490	0.373	0.528
clod	မြေစိုင်	0.375	0.404	0.365
clog	ခုံဖိနပ်	0.104	0.618	0.454
cloister	cloister	0.438	0.413	0.475
clone	ကိုယ်ပွား	0.406	0.471	0.524
cloning	ကိုယ်ပွား	0.216	0.696	0.679
close	ပိတ်	0.292	0.260	0.263
closed	ပိတ်သိမ်း	0.240	0.164	0.318
closeness	ရငျးနှီးမှု	0.796	0.237	0.450
closet	အိမ်သာခန်း	0.531	0.204	0.330
closure	ရုပ်သိမ်းခြင်း	0.229	0.220	0.412
clot	သွေးခဲ	0.150	0.558	0.275
cloth	အထည်	0.510	0.190	0.287
clothe	ဝတ်စား	0.797	0.330	0.481
clothes	အဝတ်	0.833	0.270	0.414
clothesline	အဝတ်	0.582	0.324	0.366
clothing	အဝတ်အစား	0.750	0.343	0.407
cloud	မိုဃ်းတိမ်ကို	0.740	0.133	0.342
clouded	အင်း	0.240	0.213	0.302
cloudiness	မိုးအုံ့သော	0.469	0.250	0.343
clouds	မိုဃ်းတိမ်ကိုစီး	0.735	0.195	0.324
cloudy	မိုးအုံ့သော	0.281	0.280	0.202
clout	သြဇာ	0.584	0.636	0.704
clove	လေးညှင်းပွင့်	0.439	0.296	0.315
clover	ကလိုဗာပဲပင်	0.605	0.340	0.364
cloves	လေးညှင်းပွင့	0.427	0.218	0.396
clown	လူရွှင်တော်	0.650	0.598	0.300
clowns	ဆပ်ကပ်လူပြက်	0.600	0.673	0.391
club	ကလပ်	0.646	0.618	0.393
clubhouse	clubhouse	0.694	0.571	0.493
clubs	ကလပ်	0.723	0.530	0.591
cluck	cluck	0.390	0.490	0.353
clue	အနှစ်သာရ	0.653	0.380	0.412
clueless	clueless	0.350	0.333	0.161
clump	ရုံ	0.551	0.480	0.582
clumsy	ညံ့ဖျင်းသော	0.125	0.420	0.144
clunk	clunk	0.448	0.472	0.407
cluster	စပျစ်သီးပြွတ်	0.490	0.458	0.446
clutch	ဖမ်း	0.383	0.500	0.491
clutches	ဒဏ်လက်မှ	0.542	0.373	0.528
clutter	အရှုပျအထှေး	0.135	0.598	0.400
coach	မီးရထားတှဲ	0.633	0.823	0.735
coachman	coachman	0.479	0.394	0.509
coagulation	ခဲ	0.381	0.558	0.436
coal	ကြောကျမီးသှေး	0.360	0.241	0.340
coalesce	coalesce	0.479	0.434	0.529
coalition	စုပေါင်းခြင်း	0.490	0.730	0.673
coarse	ကြမ်းသော	0.333	0.481	0.481
coast	ပင်လယ်ကမ်း	0.719	0.396	0.458
coastal	ကမ်းရိုးတန်း	0.604	0.370	0.510
coaster	Coaster	0.612	0.788	0.627
coastline	ကမ်းရိုးတန်း	0.745	0.282	0.441
coat	အင်္ကျီ	0.677	0.256	0.464
coating	အထပ်	0.620	0.440	0.596
coax	ဟများထံသွားရောက်ကာ	0.367	0.400	0.447
cobalt	ဘော့	0.408	0.325	0.441
cobble	cobble	0.448	0.385	0.368
cobbler	cobbler	0.510	0.415	0.318
cobra	မြွေဟောက်	0.312	0.712	0.600
cocaine	ကိုကင်း	0.156	0.840	0.373
cock	ကြက်	0.418	0.562	0.392
cockamamie	cockamamie	0.450	0.500	0.382
cockeyed	cockeyed	0.459	0.460	0.423
cockpit	တိုက်ခိုက်ရာအရပ်	0.520	0.424	0.343
cockroach	ပိုးဟပ်	0.188	0.667	0.196
cocksucker	cocksucker	0.083	0.764	0.339
cocktail	ကော့တေး	0.740	0.480	0.381
cocky	cocky	0.260	0.784	0.519
cocoa	ကိုကိုသီး	0.776	0.255	0.322
coconut	အုန်းသီး	0.622	0.265	0.227
cocoon	ပိုးအိမ်	0.470	0.280	0.290
cod	ကော့ဒ်ငါး	0.510	0.321	0.304
code	ကုဒ်	0.583	0.308	0.491
codeine	codeine	0.375	0.582	0.436
codex	Codex	0.531	0.488	0.524
codfish	codfish	0.490	0.245	0.300
codification	codification	0.448	0.400	0.698
codify	codify	0.448	0.410	0.679
coding	coding	0.442	0.344	0.667
coed	coed	0.469	0.531	0.481
coefficient	ကိန်း	0.677	0.415	0.702
coerce	အနိုင်ပြု	0.260	0.741	0.517
coercion	အကျပ်ကိုင်	0.330	0.708	0.577
coercive	coercive	0.479	0.670	0.506
coexist	အတူတကွ	0.708	0.460	0.536
coexistence	အတူယှဉ်တွဲနေထိုင်	0.588	0.472	0.638
coexisting	အတူယှဉ်တွဲနေထိုင်	0.551	0.349	0.648
coffee	ကော်ဖီ	0.823	0.418	0.309
coffee table	ကော်ဖီစားပွဲ	0.720	0.339	0.295
coffeehouse	ကော်ဖီဆိုင်	0.694	0.357	0.307
coffeepot	ကော်ဖီအိုး	0.760	0.333	0.312
coffin	ခေါင်း	0.073	0.432	0.343
cog	Cog	0.427	0.343	0.363
cogent	cogent	0.765	0.479	0.836
cognac	ကော့ညက်	0.615	0.510	0.430
cognate	cognate	0.615	0.350	0.398
cognition	သိမှတ်ခံစားမှု	0.635	0.344	0.706
cognitive	သိမြင်မှု	0.513	0.401	0.634
cohabitation	တွဲပြီး	0.646	0.526	0.598
coherence	ကွက်တိဝင်	0.720	0.406	0.788
coherent	ဆိုနိုင်ပါတယ်	0.698	0.281	0.500
cohesion	စည်းလုံး	0.604	0.536	0.555
cohesive	စည်းလုံး	0.531	0.470	0.603
cohort	ဆောင်များတွင်	0.459	0.551	0.566
coil	ကွိုင်	0.448	0.343	0.298
coiled	coil	0.378	0.518	0.389
coin	ဒင်ျငါးငှေ	0.677	0.574	0.445
coinage	coinage	0.500	0.400	0.545
coincide	ထပ်ထူကျ	0.635	0.490	0.593
coincidence	တိုက်ဆိုင်မှု	0.612	0.450	0.518
coincident	တော့သည်	0.562	0.385	0.602
coincidental	တိုက်ဆိုင်မှု	0.646	0.481	0.337
coinciding	ထပ်ထူကျခြင်း	0.673	0.373	0.623
coke	Coke	0.404	0.461	0.397
cola	cola	0.469	0.325	0.240
cold	အအေး	0.398	0.538	0.348
coldly	coldly	0.365	0.358	0.407
coldness	အအေး	0.093	0.470	0.427
coldsweat	NO TRANSLATION	0.427	0.491	0.327
coleslaw	coleslaw	0.707	0.312	0.336
colic	colic	0.135	0.736	0.361
coliseum	coliseum	0.612	0.663	0.704
collaborate	ပူးပေါင်းဆောင်ရွက်	0.816	0.449	0.559
collaboration	ပူးပေါင်းဆောင်ရွက်ခြင်း	0.885	0.628	0.741
collaborator	ပူးပေါင်းဆောင်ရွက်	0.729	0.320	0.769
collage	collage	0.680	0.321	0.375
collagen	ကော်လာဂျင်	0.541	0.245	0.450
collapse	ပြိုကဲ	0.208	0.689	0.342
collar	လည်ပတ်	0.656	0.442	0.446
collarbone	ညှပ်ရိုး	0.420	0.427	0.306
collate	collate	0.438	0.448	0.580
collateral	ဆှေမြိုး	0.531	0.422	0.717
collation	စုစည်းစီစဉ်	0.520	0.333	0.508
colleague	အတူလလုပ်ကိုင်သူ	0.740	0.413	0.600
collect	စုဝေး	0.635	0.481	0.491
collected	စုဆောင်း	0.570	0.402	0.588
collection	စုဆောင်းမှု	0.725	0.311	0.588
collective	စုပေါင်း	0.583	0.458	0.698
collectively	စုပေါင်းလျက်	0.817	0.573	0.533
collector	စုဆောင်း	0.552	0.481	0.648
college	ကောလိပ်ကျောင်း	0.700	0.467	0.746
collegiate	ကောလိပ်	0.592	0.461	0.678
collide	ထိခိုက်	0.271	0.892	0.557
collie	Collis	0.562	0.308	0.328
collision	ထိခိုက်ခြင်း	0.245	0.848	0.585
collocation	collocation	0.637	0.360	0.594
colloquial	အသိအမှတ်ပြုထားသည့်	0.604	0.363	0.368
collusion	collusion	0.365	0.510	0.400
cologne	မွှေး	0.677	0.413	0.552
colon	အူမကြီး	0.449	0.394	0.384
colonel	ဗိုလ်မှူးကြီး	0.459	0.592	0.890
colonial	ကိုလိုနီခေတ်	0.553	0.327	0.613
colonic	အူမကြီး	0.333	0.420	0.430
colonoscopy	colonoscopy	0.208	0.524	0.466
colony	ကိုလိုနီနိုင်ငံ	0.716	0.353	0.593
colophon	colophon	0.500	0.408	0.385
color	အရောင်	0.786	0.280	0.402
coloration	အရောင်	0.541	0.520	0.443
colored	အရောင်	0.806	0.317	0.275
colorful	တောက်ပသော	0.850	0.520	0.519
coloring	အရောင်	0.781	0.469	0.353
colorless	အရောင်	0.354	0.340	0.250
colors	အရောင်များ	0.875	0.349	0.340
colossal	ဧရာ	0.698	0.692	0.900
colt	မြင်းကလေး	0.561	0.587	0.543
columbine	Columbine	0.520	0.521	0.407
column	ကြောကျတိုငျ	0.480	0.250	0.670
columnar	columnar	0.448	0.340	0.491
columnist	ပင်တိုင်ဆောင်းပါးရှင်	0.646	0.365	0.648
com	NO TRANSLATION	0.396	0.382	0.382
coma	ကိုးမား	0.219	0.255	0.302
comatose	comatose	0.143	0.438	0.433
comb	ဘီး	0.490	0.123	0.268
combat	တိုကျပှဲ	0.302	0.846	0.833
combatant	တိုက်ခိုက်ရေး	0.531	0.853	0.780
combative	တိုက်ခိုက်	0.381	0.690	0.816
combination	ပေါင်းစပ်	0.708	0.480	0.726
combinatorial	combinatorial	0.561	0.436	0.428
combine	ပေါင်းစပ်	0.663	0.442	0.533
combined	ပေါင်းစပ်	0.622	0.370	0.500
combo	combo	0.698	0.439	0.453
combustible	မီးလောင်ပေါက်ကွဲလွယ်တဲ့	0.386	0.650	0.750
combustion	လောင်ကျွမ်းခြင်း	0.457	0.807	0.591
come	လာ	0.529	0.269	0.558
comeback	ပြန်လာသည်	0.580	0.409	0.555
comedian	ဇါတျရှငျဇါတျလိုကျ	0.812	0.735	0.598
comedy	ပြဇါတ်	0.918	0.555	0.490
comet	ကြယ်တံခွန်	0.704	0.679	0.471
comfort	သက်သာခြင်း	0.863	0.231	0.670
comfortable	အဆင်ပြေ	0.927	0.163	0.473
comforter	ချမ်းသာပေးနိုင်သော	0.618	0.275	0.302
comforting	နှစျသိမျ့	0.906	0.337	0.620
comfy	comfy	0.930	0.241	0.625
comic	ဇါတျရှငျဇါတျလိုကျ	0.917	0.459	0.387
comical	ရည်ရွှင်ဘွယ်ကောင်းသော	0.844	0.737	0.327
comics	ရုပ်ပြ	0.690	0.556	0.384
coming	လာမယ့်	0.653	0.417	0.500
comma	ပုဒ်ကလေး	0.344	0.269	0.242
command	အမိန့်	0.427	0.790	0.849
commandant	Commandant	0.622	0.700	0.943
commandeer	commandeer	0.552	0.639	0.931
commander	တပ်မှူး	0.531	0.615	0.906
commanding	ပညတ်	0.562	0.664	0.925
commandment	ပညတျတျော	0.656	0.490	0.876
commando	ကွန်မန်ဒို	0.323	0.710	0.817
commemorate	ဂုဏ်ပြု	0.812	0.602	0.636
commemoration	အထိမ်းအမှတ်	0.719	0.615	0.754
commemorative	အထိမ်းအမှတ်	0.750	0.438	0.754
commence	အစပြု	0.760	0.585	0.741
commend	အပ်လိုက်	0.906	0.694	0.711
commendable	ချီးမွမ်းထိုက်သော	0.786	0.570	0.555
commendation	ချီးမွမ်းခြင်း	0.911	0.500	0.639
commensurate	မရှိပါ	0.610	0.304	0.550
comment	မှတ်ချက်	0.667	0.417	0.379
commentary	ဍီကာ	0.602	0.402	0.446
commentator	ဋီကာဆရာ	0.492	0.510	0.607
commerce	ရောင်းဝယ်ဖေါက်ကားခြင်း	0.646	0.500	0.788
commercial	စီးပွားဖြစ်	0.806	0.490	0.528
commie	commie	0.385	0.519	0.454
commissary	commissary	0.385	0.500	0.788
commission	ကော်မရှင်	0.677	0.480	0.571
commissioner	ကော်မရှင်နာ	0.602	0.449	0.949
commit	ကျူးလွန်	0.365	0.529	0.491
commitment	ကတိကဝတ်	0.714	0.710	0.843
committal	COMMITTEE ပထမအကြိမ်	0.472	0.519	0.582
committed	ကတိသစ္စာပြု	0.710	0.542	0.712
committee	ကော်မတီသည်	0.592	0.392	0.721
commodity	ကုန်စည်	0.615	0.394	0.537
commodore	ဗိုလ်မှူးချုပ်	0.427	0.530	0.636
common	ဘုံ	0.600	0.127	0.318
commoner	သာမန်	0.448	0.365	0.327
commonly	လေ့	0.604	0.170	0.574
commonplace	အမြားအ	0.520	0.337	0.442
commons	ဘုံ	0.633	0.396	0.623
commonwealth	ဓနသဟာယ	0.630	0.406	0.702
commotion	လှုပ်ရှားခြင်း	0.490	0.700	0.646
communal	အသိုင်းအဝိုင်း	0.592	0.321	0.556
commune	ကွန်မြူ	0.500	0.488	0.655
communicable	အချက်အလက်တွေလို	0.796	0.491	0.623
communicate	ဆက်သွယ်ပြောဆို	0.823	0.410	0.696
communication	ဆက်သွယ်ရေး	0.837	0.400	0.649
communicative	ဆက်သွယ်မှု	0.847	0.560	0.637
communicator	ဆက်သွယ်ပြောဆို	0.573	0.509	0.796
communion	အတူဆက်ဆံခြင်း	0.765	0.357	0.607
communism	ကွန်မြူနစ်ဝါဒ	0.264	0.570	0.623
communist	ကွန်မြူနစ်	0.265	0.702	0.632
community	အသိုင်းအဝိုင်း	0.750	0.350	0.659
commutation	လဲလှယ်	0.469	0.431	0.652
commutative	လဲလှယ်	0.667	0.442	0.569
commute	လဲလှယ်	0.622	0.582	0.565
commuter	ခရီးသည်	0.646	0.520	0.512
comp	comp	0.573	0.450	0.371
compact	ကျစ်လစ်သော	0.458	0.417	0.673
compaction	သိပ်သည်း	0.531	0.471	0.582
compactness	ကျစ်လစ်သော	0.582	0.352	0.454
companion	အဖေါ်	0.770	0.377	0.618
companionless	companionless	0.271	0.259	0.200
companionship	ပေါင်းဖေါ်ခြင်း	0.833	0.438	0.792
company	ကုမ္ပဏီ	0.906	0.425	0.798
comparable	နှိုငျးယှဉျနိုငျသော	0.562	0.443	0.458
comparative	နှိုင်းယှဉ်	0.470	0.273	0.562
comparatively	နှိုင်းယှဉ်	0.604	0.391	0.538
compare	နှိုင်းယှဉ်	0.552	0.408	0.524
comparison	နှိုင်းယှဉ်မှု	0.583	0.456	0.492
compartment	အခန်း	0.500	0.389	0.607
compass	သံလိုက်အိမ်မြှောင်	0.541	0.307	0.529
compassion	ကရုဏာ	0.735	0.258	0.509
compassionate	သနားကြင်နာတတ်တဲ့	0.857	0.404	0.411
compatibility	compatibility	0.816	0.450	0.673
compatible	သဟဇာတ	0.892	0.387	0.638
compel	အတင်းအကျပ်	0.200	0.847	0.625
compelled	မဖြစ်မနေ	0.333	0.654	0.347
compelling	ဆွဲဆောင်မှု	0.698	0.570	0.870
compendium	compendium	0.610	0.461	0.537
compensate	လျြော	0.612	0.429	0.762
compensation	လျော်ကြေးငွေ	0.775	0.469	0.598
compensatory	အစားထိုး	0.589	0.490	0.700
compete	ယှဉ်ပြိုင်	0.573	0.745	0.786
competence	တတျမွောကျခွငျး	0.615	0.802	0.823
competency	ပေါ်ထွန်းရေး	0.768	0.775	0.764
competent	သငျ့လျြောသော	0.865	0.560	0.904
competition	ယှဉ်ပြိုင်မှု	0.580	0.790	0.798
competitive	ယှဉ်ပြိုင်နိုင်စွမ်း	0.447	0.718	0.908
competitor	ပြိုင်သူ	0.612	0.959	0.861
