Word	Khmer-km	Valence	Arousal	Dominance
copy	ចម្លង	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	ចម្លង	0.448	0.315	0.404
copyright	រក្សាសិទ្ធិ	0.458	0.402	0.663
coral	ផ្កាថ្ម	0.802	0.231	0.425
coral snake	ពស់ផ្កាថ្ម	0.276	0.712	0.607
cord	ខ្សែ	0.388	0.378	0.358
cordial	cordial	0.823	0.312	0.482
cordless	ឥតខ្សែ	0.667	0.441	0.528
cordon	cordon	0.469	0.317	0.380
corduroy	ក្រណាត់	0.570	0.324	0.357
core	core	0.721	0.378	0.540
cork	cork	0.347	0.250	0.281
corkscrew	corkscrew	0.427	0.443	0.445
corn	ពោត	0.594	0.196	0.292
cornball	បាល់ពោត	0.479	0.378	0.325
cornbread	cornbread	0.643	0.304	0.302
cornea	កែវភ្នែក	0.521	0.346	0.443
corned	corned	0.459	0.441	0.425
corner	ជ្រុង	0.400	0.296	0.366
cornerstone	គ្រឹះ	0.550	0.388	0.596
cornet	cornet	0.507	0.520	0.415
cornfield	cornfield	0.719	0.310	0.349
cornflakes	NO TRANSLATION	0.729	0.346	0.355
cornice	ពោត	0.458	0.441	0.295
cornstarch	cornstarch	0.643	0.299	0.337
corny	ល្អ	0.448	0.370	0.221
corollary	corollary	0.458	0.469	0.366
corona	corona	0.818	0.439	0.745
coronary	coronary	0.567	0.613	0.509
coronation	ពិធីជប់លៀង	0.792	0.592	0.836
coroner	coroner	0.323	0.558	0.526
corporal	corporal	0.582	0.490	0.596
corporate	សហការ	0.592	0.454	0.745
corporation	សាជីវកម្ម	0.429	0.332	0.873
corporeal	corporeal	0.520	0.350	0.461
corps	ក្រុម	0.551	0.453	0.483
corpse	សាកសព	0.094	0.657	0.232
corpsman	សាកសព	0.439	0.469	0.651
corpus	corpus	0.543	0.340	0.490
corral	corral	0.606	0.662	0.422
correct	ត្រឹមត្រូវ	0.857	0.306	0.723
correction	កែ	0.448	0.485	0.558
correctional	ការកែតម្រូវ	0.292	0.713	0.602
corrective	កែតម្រូវ	0.448	0.528	0.613
correctness	ត្រឹមត្រូវ	0.796	0.450	0.649
correlation	ទំនាក់ទំនង	0.596	0.462	0.571
correlative	ទំនាក់ទំនង	0.510	0.402	0.571
correspond	ទាក់ទង	0.710	0.452	0.545
correspondence	ការ​ឆ្លើយឆ្លង	0.663	0.423	0.491
correspondent	អ្នកឆ្លើយឆ្លងព័ត៌មាន	0.573	0.565	0.712
corresponding	ដែលត្រូវគ្នា	0.740	0.423	0.618
corridor	ច្រករបៀង	0.604	0.589	0.592
corroborate	បញ្ជាក់	0.671	0.471	0.616
corroboration	ការបញ្ជាក់	0.625	0.431	0.733
corrosion	corrosion	0.156	0.610	0.348
corrosive	corrosive	0.140	0.618	0.570
corrupt	ពុករលួយ	0.020	0.806	0.500
corrupting	ខូច	0.062	0.804	0.380
corruption	អំពើពុករលួយ	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	corset	0.490	0.520	0.381
cortex	cortex	0.594	0.439	0.529
cortical	cortical	0.380	0.423	0.536
cortisone	cortisone	0.427	0.395	0.456
corvette	corvette	0.551	0.520	0.598
cosmetic	គ្រឿងសំអាង	0.625	0.304	0.308
cosmetics	គ្រឿងសំអាង	0.765	0.464	0.472
cosmic	លោហធាតុ	0.663	0.538	0.692
cosmology	លោហធាតុ	0.651	0.438	0.637
cosmopolitan	ជាតិសាសន៍	0.823	0.510	0.760
cosmos	cosmos	0.860	0.478	0.664
cost	តម្លៃ	0.365	0.420	0.439
costly	ថ្លៃ	0.316	0.650	0.642
costume	សំលៀកបំពាក់	0.548	0.510	0.374
cosy	កក់ក្ដៅ	0.847	0.255	0.518
cot	គ្រែ	0.625	0.230	0.278
cote	cote	0.439	0.344	0.324
cottage	ខ្ទម	0.600	0.279	0.361
cotton	កប្បាស	0.639	0.071	0.240
couch	គ្រែ	0.594	0.082	0.198
cougar	cougar	0.438	0.588	0.538
cough	ក្អក	0.255	0.627	0.241
council	ក្រុមប្រឹក្សា	0.875	0.279	0.635
councilman	សមាជិកក្រុមប្រឹក្សា	0.531	0.367	0.793
counsel	មេធាវី	0.594	0.519	0.730
counseling	ការផ្តល់ប្រឹក្សា	0.667	0.480	0.704
counsellor	ទីប្រឹក្សា	0.823	0.327	0.740
counselor	ទីប្រឹក្សា	0.873	0.365	0.706
count	រាប់	0.594	0.389	0.492
countdown	រាប់ថយក្រោយ	0.438	0.692	0.490
countenance	មុខ	0.635	0.440	0.690
counter	រាប់	0.439	0.478	0.750
counteract	ប្រឆាំង	0.378	0.542	0.688
counterattack	ការតបត	0.281	0.951	0.764
counterbalance	តុល្យភាព	0.520	0.480	0.627
counterclaim	បណ្តឹងតប	0.398	0.760	0.651
counterfeit	ក្លែងក្លាយ	0.094	0.694	0.451
counterpart	សមភាគី	0.448	0.608	0.577
counterpoint	ចំណុច counterpoint	0.438	0.509	0.538
countess	រាប់	0.562	0.440	0.670
countless	រាប់មិនអស់	0.520	0.566	0.534
country	ប្រទេស	0.698	0.394	0.693
countryman	ជនជាតិ	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	ជនបទ	0.732	0.288	0.327
counts	រាប់	0.343	0.373	0.500
county	ស្រុក	0.479	0.368	0.545
coup	រដ្ឋប្រហារ	0.275	0.815	0.607
coupe	រថយន្ត	0.479	0.460	0.482
couple	ប្តីប្រពន្ធ	0.806	0.605	0.607
coupled	គូ	0.612	0.286	0.650
coupling	គូ	0.594	0.479	0.555
coupon	គូប៉ុង	0.704	0.300	0.421
courage	ភាពក្លាហាន	0.830	0.728	0.849
courageous	ក្លាហាន	0.918	0.587	0.879
courier	អ្នកនាំសំបុត្រ	0.551	0.383	0.441
courses	វគ្គសិក្សា	0.735	0.412	0.534
coursing	coursing	0.542	0.472	0.546
court	តុលាការ	0.479	0.769	0.827
courteous	កិត្តិយស	0.937	0.396	0.529
courtesy	មានការអនុញ្ញាត	0.927	0.287	0.431
courthouse	តុលាការ	0.571	0.503	0.818
courtroom	បន្ទប់សវនាការ	0.385	0.670	0.887
courts	តុលាការ	0.367	0.710	0.816
courtship	ស្នេហា	0.667	0.490	0.654
courtside	តុលាការ	0.592	0.391	0.434
courtyard	ទីធ្លា	0.503	0.365	0.355
cousin	ប្អូនជីដូនមួយ	0.675	0.394	0.427
cousins	បងប្អូនជីដូនមួយ	0.760	0.409	0.464
cove	cove	0.500	0.304	0.370
coven	coven	0.458	0.578	0.591
covenant	កិច្ចព្រមព្រៀង	0.594	0.462	0.667
cover	គ្របដណ្តប់	0.365	0.240	0.471
coverage	គ្រប​ដ​ណ្ត​ប់	0.767	0.413	0.629
covered	គ្របដណ្តប់	0.562	0.340	0.644
covering	គ្របដណ្តប់	0.615	0.382	0.583
covert	សម្ងាត់	0.500	0.570	0.508
covet	ចង់បាន	0.302	0.779	0.524
coveted	លោភចង់បាន	0.661	0.730	0.625
cow	គោ	0.449	0.230	0.300
coward	ឃាតករ	0.102	0.490	0.149
cowardice	cowardice	0.133	0.621	0.167
cowardly	កំសាក	0.102	0.385	0.127
cowboy	គង្វាល	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	សត្វគោ	0.438	0.480	0.596
cowhide	cowhide	0.458	0.324	0.333
cowl	សត្វគោ	0.427	0.450	0.232
coworker	សហការី	0.667	0.490	0.625
coy	coy	0.347	0.330	0.213
coyote	coyote	0.459	0.471	0.387
cozy	កក់ក្ដៅ	0.910	0.356	0.545
crab	ក្តាម	0.421	0.396	0.330
crabby	ក្តាម	0.198	0.812	0.370
crack	បំបែក	0.302	0.625	0.400
cracked	បង្ក្រាប	0.224	0.520	0.228
cracker	នំកែកឃឺ	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	បង្ក្រាប	0.327	0.557	0.286
crackle	បង្ក្រាប	0.327	0.643	0.481
crackpot	បង្ក្រាប	0.260	0.602	0.245
cradle	ដើម	0.776	0.194	0.333
craft	សិប្បកម្ម	0.760	0.321	0.539
crafts	សិប្បកម្ម	0.667	0.380	0.391
craftsman	សិប្បករ	0.719	0.310	0.583
craftsmanship	សិល្បៈហត្ថកម្មដ៏អស្ចារ្យ	0.823	0.373	0.571
crafty	កខ្វក់	0.589	0.679	0.783
craig	craig	0.448	0.449	0.490
cram	ឆក់	0.354	0.730	0.598
crammed	ក្រឡុក	0.406	0.740	0.466
cramp	បត់	0.194	0.796	0.340
cramped	ចង្អៀត	0.240	0.567	0.360
cranberry	ផ្លែក្រានប៊ឺរី	0.793	0.330	0.363
cranberry juice	ទឹកក្រឡាន	0.622	0.321	0.281
crane	ជិន	0.396	0.417	0.589
cranial	cranial	0.354	0.510	0.583
cranium	cranium	0.439	0.491	0.725
crank	crank	0.448	0.275	0.417
cranky	ឆ្គង	0.194	0.776	0.396
cranny	cranny	0.194	0.471	0.250
crap	crap	0.083	0.644	0.167
crappy	crappy	0.039	0.582	0.208
craps	craps	0.375	0.420	0.273
crash	គាំង	0.194	0.906	0.355
crass	ក្រមុំ	0.223	0.490	0.466
crate	crate	0.427	0.173	0.274
crater	រង្គសាល	0.450	0.647	0.529
crave	ប្រាថ្នាចង់បាន	0.625	0.510	0.731
craving	លោភលន់	0.510	0.755	0.636
crawfish	crawfish	0.510	0.427	0.342
crawl	វារ	0.479	0.519	0.467
crayon	គំនូរ	0.604	0.260	0.185
crayons	ខាញ់	0.684	0.366	0.405
craze	ឆ្កួត	0.255	0.657	0.435
crazed	crazed	0.153	0.877	0.417
craziness	ឆ្កួត ៗ	0.238	0.908	0.255
crazy	ឆ្កួត	0.156	0.843	0.321
creak	creak	0.344	0.670	0.411
creaking	creaking	0.302	0.743	0.415
cream	ក្រែម	0.688	0.259	0.220
creamed	creamed	0.723	0.273	0.288
creamer	creamer	0.594	0.192	0.269
creamy	creamy	0.823	0.337	0.345
crease	ធ្មេញ	0.440	0.286	0.300
create	បង្កើត	0.786	0.588	0.789
creation	ការបង្កើត	0.927	0.575	0.868
creative	ច្នៃប្រឌិត	0.917	0.518	0.788
creativity	ភាពច្នៃប្រឌិត	0.938	0.684	0.815
creator	អ្នកបង្កើត	0.865	0.592	0.856
creature	សត្វ	0.669	0.625	0.620
credence	ជំនឿ	0.760	0.460	0.737
credential	ព័ត៌មានបញ្ជាក់អត្តសញ្ញាណ	0.735	0.337	0.597
credentials	ព័ត៌មានបញ្ជាក់អត្តសញ្ញាណ	0.708	0.373	0.675
credibility	ភាព​ជឿជាក់	0.875	0.427	0.809
credible	អាចទុកចិត្តបាន	0.917	0.441	0.750
credit	ឥណទាន	0.673	0.549	0.648
credit card	កាត​ឥណទាន	0.670	0.550	0.640
creditable	ឥណទាន	0.802	0.510	0.742
credited	បានបញ្ចូល	0.781	0.390	0.691
crediting	ឥណទាន	0.673	0.550	0.741
creditor	ម្ចាស់បំណុល	0.479	0.594	0.689
creed	សាសនា	0.573	0.245	0.544
creek	ព្រែក	0.552	0.392	0.330
creep	creep	0.354	0.647	0.361
creeper	សត្វទន្សោង	0.429	0.558	0.366
creeping	លូន	0.292	0.613	0.282
creepy	ឆ្កួត ៗ	0.125	0.861	0.373
cremation	ពិធីបូជាសព	0.084	0.620	0.420
creole	creole	0.667	0.357	0.523
crepe	crepe	0.562	0.224	0.349
crescendo	crescendo	0.760	0.575	0.594
crescent	អឌ្ឍចន្ទក្រហម	0.698	0.382	0.407
crest	កំពូល	0.458	0.333	0.333
crestfallen	crestfallen	0.235	0.346	0.175
cretin	cretin	0.265	0.583	0.312
cretins	cretins	0.094	0.741	0.328
crevice	crevice	0.361	0.471	0.275
crew	នាវិក	0.604	0.598	0.735
crewman	នាវិក	0.602	0.580	0.548
crib	កុន	0.653	0.240	0.407
cricket	កីឡា cricket	0.423	0.539	0.370
cried	ស្រែកយំ	0.167	0.612	0.254
crime	ឧក្រិដ្ឋកម្ម	0.071	0.943	0.630
criminal	ឧក្រិដ្ឋជន	0.021	0.830	0.529
criminality	ឧក្រិដ្ឋកម្ម	0.122	0.863	0.580
crimp	crimp	0.260	0.557	0.396
crimson	ពណ៌ក្រហម	0.667	0.385	0.370
cringe	cringe	0.245	0.840	0.377
cripple	ពិការ	0.094	0.392	0.161
crippled	ពិការ	0.035	0.358	0.236
crippling	ពិការ	0.156	0.598	0.391
crisis	វិបត្តិ	0.208	0.811	0.431
crisp	ច្បាស់	0.776	0.692	0.508
crispy	ខ្ទេចខ្ទី	0.656	0.550	0.509
criterion	លក្ខណៈវិនិច្ឆ័យ	0.396	0.410	0.736
critic	រិះគន់	0.264	0.604	0.686
critical	សំខាន់	0.312	0.802	0.545
criticise	រិះគន់	0.073	0.700	0.452
criticism	ការរិះគន់	0.115	0.563	0.505
criticize	រិះគន់	0.143	0.708	0.473
criticized	រិះគន់	0.240	0.600	0.311
critique	រិះគន់	0.302	0.760	0.537
critter	critter	0.542	0.539	0.482
croak	croak	0.337	0.346	0.298
croc	croc	0.327	0.452	0.451
crock	crock	0.385	0.412	0.421
crockery	ភេសជ្ជៈ	0.552	0.216	0.327
crocodile	ក្រពើ	0.344	0.708	0.610
croft	croft	0.531	0.429	0.421
croissant	croissant	0.745	0.330	0.430
crook	ឆ្កួត	0.171	0.765	0.550
crooked	កោង	0.146	0.594	0.305
crop	ដំណាំ	0.615	0.260	0.500
croquet	croquet	0.551	0.519	0.407
cross	ឆ្លង	0.448	0.321	0.569
cross country	ឆ្លង​ប្រទេស	0.531	0.441	0.529
crossbow	ឈើឆ្កាង	0.344	0.598	0.560
crossed	ឆ្លងកាត់	0.431	0.490	0.508
crossfire	ឆ្លង	0.316	0.896	0.722
crossing	ឆ្លងកាត់	0.549	0.349	0.451
crossover	crossover	0.559	0.550	0.500
crosswalk	ឆ្លងកាត់	0.557	0.441	0.380
crossword	អក្សរកាត់	0.611	0.423	0.455
crotch	crotch	0.521	0.637	0.447
crouch	crouch	0.281	0.606	0.312
crouched	crouched	0.333	0.363	0.279
crouching	crouching	0.261	0.429	0.345
croupier	croupier	0.531	0.519	0.404
crow	ក្អេក	0.224	0.439	0.363
crowbar	crowbar	0.406	0.531	0.386
crowd	ហ្វូងមនុស្ស	0.350	0.827	0.731
crowded	មានមនុស្សច្រើន	0.694	0.286	0.585
crowds	ហ្វូងមនុស្ស	0.469	0.723	0.806
crown	មកុដ	0.708	0.572	0.737
crowning	កោង	0.773	0.594	0.831
crucial	សំខាន់	0.541	0.657	0.777
cruciate	cruciate	0.429	0.435	0.585
crucifix	crucifix	0.469	0.480	0.510
crucifixion	ការឆ្កាង	0.135	0.857	0.541
crucify	ឆ្កាង	0.146	0.878	0.573
crud	crud	0.312	0.330	0.444
crude	ប្រេងឆៅ	0.198	0.402	0.357
cruel	ឃោរឃៅ	0.122	0.866	0.391
cruelly	យ៉ាងឃោរឃៅ	0.146	0.790	0.471
cruelty	ភាពសាហាវឃោរឃៅ	0.092	0.836	0.536
cruise	កម្សាន្ត	0.740	0.442	0.683
cruise ship	នាវា​កម្សាន្ត	0.878	0.650	0.500
cruiser	នាវា	0.737	0.490	0.608
cruising	ការបើកបរ	0.886	0.580	0.560
crumb	ក្រឡុក	0.417	0.255	0.216
crumble	ខ្ទេចខ្ទី	0.333	0.480	0.423
crumbling	ការដួលរលំ	0.167	0.696	0.308
crummy	ក្រមុំ	0.125	0.531	0.224
crunch	កក្រើក	0.292	0.630	0.406
crunchy	ក្រឡុក	0.625	0.560	0.539
crusade	បូជនីយកិច្ច	0.592	0.720	0.709
crusader	អ្នកដួលសន្លប់	0.439	0.588	0.548
crush	កំទេច	0.271	0.676	0.582
crushed	ផលប៉ះពាល់	0.167	0.647	0.300
crusher	ម៉ាស៊ីនកំទេច	0.271	0.709	0.598
crushing	កំទេច	0.219	0.755	0.411
crust	សំបក	0.542	0.337	0.456
crusty	សំបក	0.625	0.531	0.473
crutch	ឈើឆ្កាង	0.302	0.294	0.302
crux	សំខាន់	0.469	0.558	0.519
cry	យំ	0.133	0.627	0.255
crybaby	crybaby	0.375	0.702	0.311
crying	យំ	0.153	0.704	0.208
crypt	អ៊ិនគ្រីប	0.156	0.431	0.386
cryptic	គ្រីប	0.296	0.516	0.474
cryptography	ការគ្រីប	0.490	0.415	0.650
crystal	គ្រីស្តាល់	0.618	0.270	0.508
crystalline	គ្រីស្តាល់	0.765	0.235	0.534
crystallization	គ្រីស្តាល់	0.600	0.449	0.565
cub	កូន	0.646	0.382	0.284
cubby	គូប	0.354	0.385	0.360
cube	គូប	0.469	0.226	0.274
cubic	គូប	0.458	0.306	0.407
cubicle	គូប	0.479	0.343	0.417
cuckold	cuckold	0.210	0.573	0.230
cuckoo	cuckoo	0.420	0.459	0.284
cucumber	ត្រសក់	0.490	0.235	0.237
cuddle	cuddle	0.885	0.559	0.475
cuddled	cuddled	0.906	0.547	0.567
cuddles	cuddles	0.847	0.382	0.500
cuddling	cuddling	0.917	0.562	0.433
cue	អត្ថបទ	0.521	0.433	0.484
cuff	កំណាត់	0.469	0.453	0.387
cuisine	ម្ហូប	0.714	0.365	0.390
culinary	ធ្វើម្ហូប	0.654	0.443	0.519
cull	cull	0.365	0.702	0.464
culminate	ដល់ចុងបញ្ចប់	0.667	0.550	0.602
culmination	ចំណុចខ្ពស់បំផុត	0.656	0.586	0.695
culpability	ពិរុទ្ធភាព	0.112	0.745	0.368
culpable	culpable	0.140	0.700	0.319
culprit	ទុច្ចរិត	0.062	0.676	0.333
cult	ការគោរព	0.448	0.535	0.648
cultivate	ដាំដុះ	0.708	0.410	0.598
cultivated	ដាំដុះ	0.837	0.343	0.564
cultivation	ការដាំដុះ	0.625	0.324	0.462
cultural	វប្បធម៌	0.802	0.390	0.623
culture	វប្បធម៌	0.753	0.304	0.675
cultured	វប្បធម៌	0.635	0.429	0.625
culvert	លិច	0.337	0.324	0.343
cumbersome	ទទើសទទែង	0.259	0.623	0.292
