Word	Nyanja (Chichewa)-ny	Valence	Arousal	Dominance
composite	gulu	0.591	0.459	0.620
composition	zolemba	0.765	0.408	0.652
compost	kompositi	0.480	0.404	0.441
composure	kukhuta	0.802	0.354	0.717
compound	chigawo	0.635	0.385	0.735
comprehend	kumvetsa	0.875	0.365	0.689
comprehension	kumvetsetsa	0.908	0.387	0.688
comprehensive	zokwanira	0.796	0.385	0.644
compress	compress	0.406	0.412	0.460
compressed	amavomerezedwa	0.323	0.396	0.388
compressible	zosamvetsetseka	0.622	0.392	0.585
compression	kuponderezana	0.646	0.521	0.579
compressor	compressor	0.418	0.481	0.630
comprise	kuphatikizapo	0.839	0.373	0.669
compromise	zotsutsana	0.677	0.520	0.805
comptroller	woyang'anira	0.402	0.481	0.866
compulsion	kukakamizidwa	0.118	0.760	0.604
compulsive	kupanikiza	0.347	0.871	0.573
compulsory	choyenera	0.343	0.541	0.791
computable	chosinthika	0.570	0.402	0.545
computation	kuwerengera	0.583	0.429	0.697
compute	komani	0.531	0.408	0.564
computer	kompyuta	0.802	0.356	0.639
computerized	makompyuta	0.677	0.450	0.657
computing	kompyuta	0.745	0.398	0.695
comrade	wokondedwa	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	concatenation	0.480	0.593	0.539
concave	concave	0.441	0.349	0.349
conceal	kubisa	0.312	0.436	0.306
concealed	zobisika	0.344	0.363	0.352
concealment	kubisala	0.302	0.570	0.390
concede	tithandizani	0.670	0.324	0.473
conceit	kudzikuza	0.354	0.625	0.309
conceited	wodzitama	0.194	0.667	0.473
conceivable	ndikuganiza	0.730	0.350	0.613
conceive	kukhumba	0.708	0.538	0.700
concentrate	yang'anani	0.750	0.439	0.743
concentration	zovuta	0.735	0.500	0.722
concentric	zovuta	0.730	0.479	0.635
concept	lingaliro	0.573	0.265	0.632
conception	mimba	0.694	0.490	0.614
concern	nkhawa	0.250	0.734	0.463
concerned	nkhawa	0.292	0.698	0.350
concert	konsati	0.938	0.867	0.718
concerto	concerto	0.613	0.759	0.679
concession	chilolezo	0.588	0.423	0.615
concessional	kulondolera	0.770	0.493	0.657
conch	kondomu	0.583	0.306	0.339
concierge	concierge	0.480	0.343	0.343
conciliation	chiyanjano	0.792	0.475	0.726
concise	mwachidule	0.583	0.298	0.620
conclave	conclave	0.573	0.440	0.611
conclude	kwanitsa	0.530	0.267	0.679
concluding	kumaliza	0.531	0.382	0.603
conclusion	mapeto	0.615	0.377	0.659
conclusive	chotsimikizika	0.500	0.427	0.745
concoction	concoction	0.448	0.459	0.417
concomitant	concomitant	0.427	0.482	0.727
concord	concord	0.677	0.320	0.586
concordance	concordance	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	mgwirizano	0.740	0.657	0.528
concrete	konkireti	0.633	0.420	0.547
concubine	mdzakazi	0.388	0.594	0.476
concur	wokondana	0.459	0.394	0.429
concurrence	mgwirizano	0.764	0.627	0.613
concurrent	mgwirizano	0.573	0.547	0.741
concurring	zotsutsana	0.573	0.600	0.681
concussion	mgwirizano	0.072	0.708	0.482
condemn	kutsutsa	0.102	0.793	0.625
condemnation	kutsutsidwa	0.133	0.725	0.449
condensation	mpweya	0.510	0.316	0.538
condensed	amatsitsimutsa	0.598	0.415	0.623
condescending	kudzichepetsa	0.583	0.363	0.593
condescension	kudzichepetsa	0.521	0.377	0.565
condiment	kukhudzidwa	0.520	0.333	0.433
condition	chikhalidwe	0.500	0.469	0.519
conditional	zovomerezeka	0.521	0.343	0.556
conditionally	mwachikhalidwe	0.396	0.419	0.617
conditioned	zovomerezeka	0.490	0.417	0.616
conditioner	chokonza	0.781	0.360	0.538
conditioning	chikhalidwe	0.440	0.468	0.617
conditions	mikhalidwe	0.551	0.441	0.593
condo	condo	0.439	0.288	0.607
condolence	chitonthozo	0.260	0.443	0.404
condolences	zotonthoza	0.198	0.480	0.288
condom	kondomu	0.406	0.637	0.500
condone	thandizani	0.571	0.441	0.619
condor	condor	0.573	0.388	0.519
conducive	zothandiza	0.775	0.479	0.679
conduct	khalidwe	0.453	0.510	0.750
conduction	kupititsa patsogolo	0.530	0.557	0.717
conductivity	kupititsa patsogolo	0.583	0.575	0.642
conductor	wophunzitsa	0.677	0.663	0.621
conduit	kutsitsa	0.470	0.302	0.413
cone	cone	0.417	0.208	0.343
confederacy	confederacy	0.590	0.541	0.736
confederate	confederate	0.551	0.546	0.792
confederation	chitaganya	0.663	0.404	0.830
confer	perekani	0.573	0.482	0.583
conference	msonkhano	0.688	0.615	0.606
confess	kuvomereza	0.360	0.712	0.431
confession	kuvomereza	0.469	0.642	0.460
confessional	kuvomereza	0.458	0.392	0.629
confessions	kuvomereza	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	wothandizira	0.837	0.633	0.631
confide	tsimikizirani	0.669	0.472	0.595
confidence	chidaliro	0.959	0.276	0.943
confident	wodalirika	0.765	0.324	0.723
confidential	chinsinsi	0.643	0.471	0.761
confidentiality	chinsinsi	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	kusintha	0.540	0.443	0.591
confine	sungani	0.327	0.551	0.538
confined	atsekeredwa	0.286	0.472	0.444
confinement	kutsekeredwa	0.333	0.656	0.520
confines	amatsutsa	0.396	0.386	0.542
confirm	tsimikizani	0.802	0.439	0.806
confirmation	kutsimikizira	0.812	0.480	0.692
confirmatory	chovomerezeka	0.656	0.500	0.683
confirmed	zatsimikiziridwa	0.760	0.490	0.764
confiscate	kutenga	0.250	0.625	0.482
confiscation	kuchotsedwa	0.208	0.706	0.586
conflagration	kusokoneza	0.344	0.721	0.594
conflict	mikangano	0.335	0.906	0.471
conflicting	zimatsutsana	0.173	0.738	0.553
confluence	confluence	0.677	0.598	0.565
conform	kugwirizana	0.479	0.380	0.375
conformance	kugwirizana	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	kugwirizana	0.645	0.363	0.579
confound	chisokonezo	0.347	0.529	0.333
confounded	amanyansidwa	0.333	0.528	0.264
confront	kumenyana	0.281	0.760	0.746
confrontation	kukangana	0.177	0.870	0.658
confuse	kusokoneza	0.100	0.580	0.270
confused	kusokonezeka	0.220	0.650	0.179
confusing	zosokoneza	0.229	0.690	0.222
confusion	chisokonezo	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	kukumana	0.820	0.412	0.620
congenital	kubereka	0.448	0.434	0.427
congestion	kusokonezeka	0.271	0.654	0.491
conglomerate	conglomerate	0.500	0.500	0.838
conglomeration	mgwirizano	0.541	0.720	0.670
congrats	kusonkhana	0.930	0.726	0.775
congratulate	ndikuyamika	0.927	0.724	0.784
congratulation	kuyamikira	0.948	0.780	0.717
congratulations	zikondwerero	0.960	0.755	0.719
congratulatory	zokondweretsa	0.959	0.616	0.689
congregate	kusonkhana	0.653	0.530	0.733
congregation	mpingo	0.561	0.490	0.700
congress	msonkhano	0.449	0.444	0.857
congressional	congressional	0.552	0.491	0.848
congressman	congressman	0.438	0.471	0.877
congruence	congruence	0.656	0.472	0.577
conic	conic	0.510	0.368	0.379
conical	kulumikizana	0.490	0.422	0.471
conjecture	malingaliro	0.396	0.398	0.534
conjugal	conjugal	0.698	0.510	0.688
conjugate	conjugate	0.583	0.420	0.467
conjugation	kugwirizana	0.479	0.429	0.582
conjunction	chiyanjano	0.520	0.472	0.509
conjunctive	zokhazikika	0.487	0.444	0.639
conjure	kulumikiza	0.385	0.679	0.645
conjuring	kulengeza	0.224	0.653	0.694
conk	conk	0.340	0.469	0.404
connect	kulumikizana	0.724	0.299	0.536
connected	yolumikizidwa	0.816	0.550	0.612
connection	kulumikizana	0.729	0.560	0.655
connective	zogwirizana	0.719	0.491	0.764
connoisseur	wosangalatsa	0.760	0.461	0.769
conquer	kuthana	0.694	0.873	0.971
conquering	kugonjetsa	0.760	0.873	0.936
conqueror	wogonjetsa	0.604	0.809	0.930
conquest	kugonjetsa	0.710	0.702	0.833
conscience	chikumbumtima	0.663	0.375	0.721
conscientious	mosamala	0.688	0.404	0.688
conscious	amadziwa	0.740	0.333	0.705
consciousness	chidziwitso	0.840	0.483	0.755
conscription	kulemba	0.396	0.775	0.642
consecrated	wopatulidwa	0.663	0.500	0.800
consecration	kudzipatulira	0.771	0.418	0.804
consecutive	zotsatizana	0.663	0.418	0.643
consensual	chidziwitso	0.663	0.417	0.655
consensus	kugwirizana	0.627	0.358	0.625
consent	chilolezo	0.750	0.500	0.620
consenting	kuvomereza	0.727	0.406	0.693
consequence	zotsatira	0.240	0.721	0.593
consequent	chotsatira	0.663	0.471	0.625
conservation	kusamalira	0.832	0.401	0.606
conservatism	conservatism	0.406	0.369	0.633
conservative	osamala	0.615	0.316	0.788
conservatory	zosungirako	0.635	0.240	0.729
conserve	sungani	0.690	0.347	0.573
consider	ganizirani	0.677	0.368	0.579
considerable	kwambiri	0.653	0.314	0.683
considerate	woganizira	0.781	0.380	0.633
consideration	kuganizira	0.589	0.380	0.687
consignee	wothandizira	0.635	0.385	0.602
consignment	katundu	0.490	0.440	0.500
consist	zigwirizana	0.823	0.386	0.580
consistency	kusasinthasintha	0.714	0.500	0.887
consistent	osagwirizana	0.786	0.431	0.726
consolation	chitonthozo	0.408	0.250	0.304
console	tonthozani	0.625	0.398	0.415
consoled	chilimbikitso	0.700	0.343	0.452
consolidate	kuphatikiza	0.880	0.440	0.870
consolidated	kuphatikiza	0.700	0.366	0.784
consolidation	kuphatikiza	0.604	0.445	0.776
consonant	consonant	0.500	0.347	0.417
consort	mgwirizano	0.632	0.509	0.630
conspicuous	zooneka	0.479	0.520	0.596
conspiracy	chiwembu	0.125	0.787	0.652
conspirator	wolemba boma	0.271	0.786	0.707
conspire	chiwembu	0.206	0.740	0.520
constable	wodalirika	0.573	0.667	0.764
constancy	nthawi zonse	0.786	0.443	0.763
constant	nthawi zonse	0.740	0.296	0.686
constantly	nthawi zonse	0.663	0.561	0.700
constellation	nyenyezi	0.719	0.533	0.775
consternation	kudzikuza	0.167	0.680	0.469
constipation	kudzimbidwa	0.079	0.612	0.231
constituency	constituency	0.500	0.480	0.696
constituent	zimakhala	0.573	0.500	0.827
constituents	zigawo	0.573	0.414	0.833
constitute	kukhazikitsa	0.812	0.349	0.906
constitution	malamulo	0.590	0.380	0.889
constitutional	malamulo	0.633	0.418	0.827
constitutionality	malamulo	0.612	0.439	0.853
constrain	kanizani	0.261	0.500	0.500
constrained	analetsedwa	0.135	0.537	0.357
constraint	zovuta	0.323	0.550	0.481
construct	kumanga	0.750	0.648	0.792
construction	zomangamanga	0.848	0.612	0.759
constructive	zolimbikitsa	0.860	0.570	0.812
construe	onaninso	0.602	0.519	0.553
consul	consul	0.573	0.354	0.688
consulate	chiwonetsero	0.561	0.453	0.694
consult	funsani	0.755	0.370	0.441
consultant	mlangizi	0.770	0.344	0.808
consultation	kufunsana	0.660	0.463	0.625
consume	idyani	0.427	0.620	0.509
consumer	wogulitsa	0.507	0.551	0.677
consuming	kudya	0.573	0.541	0.536
consummate	kudya	0.551	0.540	0.558
consummation	kutsiriza	0.583	0.676	0.661
consumption	kumwa	0.390	0.531	0.538
contact	kukhudzana	0.719	0.424	0.526
contagion	matenda	0.208	0.630	0.535
contagious	wothandizira	0.184	0.725	0.400
contain	muli	0.542	0.490	0.658
container	chophimba	0.551	0.396	0.561
containment	chidutswa	0.411	0.491	0.618
contaminate	kuipitsa	0.140	0.611	0.426
contaminated	zonyansa	0.040	0.500	0.368
contamination	kuipitsa	0.125	0.610	0.375
contemplate	sinkhasinkha	0.740	0.347	0.642
contemplation	kulingalira	0.552	0.324	0.627
contemplative	kusinkhasinkha	0.729	0.308	0.739
contemporaneous	panthawi imodzi	0.640	0.373	0.591
contemporary	masiku ano	0.720	0.365	0.569
contempt	kunyansidwa	0.206	0.635	0.396
contemptible	amanyansidwa	0.146	0.657	0.471
contemptuous	wopusa	0.204	0.500	0.375
contend	tsutsani	0.510	0.657	0.731
contender	zotsutsana	0.480	0.790	0.681
contending	kukangana	0.490	0.698	0.716
content	zokhutira	0.764	0.296	0.559
contented	wokhutira	0.857	0.612	0.746
contention	kukangana	0.375	0.510	0.738
contentious	kukangana	0.422	0.573	0.637
contentment	kukhutira	0.875	0.610	0.782
contents	zili mkati	0.656	0.375	0.550
contest	mpikisano	0.667	0.698	0.717
contestant	wokonda	0.760	0.530	0.602
context	nkhani	0.531	0.300	0.553
contiguous	zosangalatsa	0.375	0.450	0.500
continence	continence	0.450	0.396	0.469
continent	continent	0.551	0.373	0.833
continental	continental	0.486	0.350	0.755
contingency	zovuta	0.396	0.500	0.670
contingent	zotsutsana	0.470	0.531	0.659
continual	kupitiriza	0.500	0.423	0.685
continually	nthawi zonse	0.646	0.438	0.698
continuance	kupitiriza	0.729	0.510	0.652
continuation	kupitiriza	0.615	0.470	0.566
continue	pitirizani	0.630	0.427	0.612
continued	anapitiriza	0.635	0.440	0.500
continuing	kupitiriza	0.667	0.500	0.520
continuity	kupitiriza	0.781	0.439	0.684
continuous	yopitirira	0.625	0.509	0.580
continuously	mosalekeza	0.719	0.417	0.702
continuum	kupitiliza	0.677	0.390	0.491
contour	mpikisano	0.589	0.265	0.414
contraband	kusokoneza	0.177	0.875	0.670
contraception	kulera	0.296	0.518	0.525
contract	mgwirizano	0.594	0.412	0.636
contracted	adalandira	0.344	0.557	0.449
contractile	mgwirizano	0.480	0.586	0.569
contracting	mgwirizano	0.594	0.490	0.769
contraction	kusokonezeka	0.292	0.755	0.603
contractor	makontrakitala	0.592	0.479	0.727
contradict	zimatsutsana	0.160	0.598	0.482
contradiction	kutsutsana	0.250	0.660	0.377
contradictory	kutsutsana	0.365	0.651	0.421
contraption	kusokoneza	0.448	0.590	0.491
contrary	mosiyana	0.327	0.449	0.338
contrast	kusiyana	0.480	0.406	0.520
contrasted	zosiyana	0.521	0.538	0.491
contravene	amatsutsana	0.357	0.618	0.472
contravention	chotsutsana	0.344	0.627	0.593
contribute	perekani	0.806	0.350	0.795
contribution	zopereka	0.854	0.452	0.760
contributor	zopereka	0.844	0.510	0.760
contrite	osokonezeka	0.347	0.363	0.473
contrition	kulapa	0.347	0.583	0.463
contrived	zopanga	0.408	0.530	0.458
control	kulamulira	0.729	0.352	0.808
controller	wolamulira	0.469	0.712	0.868
controlling	kulamulira	0.490	0.441	0.885
controversial	kutsutsana	0.271	0.858	0.538
controversy	kutsutsana	0.250	0.819	0.600
contusion	chisokonezo	0.167	0.565	0.509
conundrum	kulandila	0.354	0.524	0.408
convalescent	convalescent	0.458	0.480	0.269
convection	kulumikiza	0.521	0.494	0.526
convene	tumizani	0.583	0.676	0.636
convenience	mosavuta	0.781	0.448	0.613
conveniences	zokoma	0.802	0.412	0.693
convenient	zosavuta	0.846	0.491	0.574
convent	msonkhano wamasewera	0.480	0.217	0.594
convention	msonkhano	0.622	0.622	0.704
conventional	zachilendo	0.594	0.292	0.634
converge	sintha	0.635	0.471	0.539
convergence	kusintha	0.551	0.491	0.625
convergent	kusintha	0.781	0.490	0.696
conversant	kukambirana	0.724	0.360	0.542
conversation	kukambirana	0.750	0.510	0.609
conversational	kukambirana	0.719	0.431	0.596
conversationalist	wolankhulana	0.719	0.467	0.667
converse	kambiranani	0.594	0.406	0.598
conversing	kukambirana	0.755	0.409	0.442
conversion	kutembenuka	0.480	0.605	0.736
convert	mutembenuzire	0.551	0.538	0.704
converted	atembenuzidwa	0.663	0.418	0.686
convertible	convertible	0.542	0.529	0.717
convex	kukhudzana	0.438	0.427	0.445
convexity	kukhudzidwa	0.449	0.354	0.484
convey	onetsani	0.719	0.633	0.708
conveyance	kutumiza	0.615	0.520	0.455
conveyancing	kutsitsa	0.375	0.479	0.663
convict	amatsutsa	0.177	0.840	0.477
conviction	kukhudzidwa	0.615	0.704	0.826
convince	khulupirirani	0.708	0.539	0.763
convinced	wodalirika	0.750	0.500	0.630
convincing	wokhutiritsa	0.760	0.527	0.900
convocation	msonkhano	0.538	0.611	0.663
convoluted	convoluted	0.323	0.614	0.433
convolution	convolution	0.417	0.559	0.527
convoy	convoy	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	kuphika	0.847	0.500	0.412
cookbook	kuphika	0.602	0.346	0.398
cooker	wophika	0.592	0.373	0.407
cookery	cookery	0.633	0.368	0.345
cookie	cokokie	0.792	0.306	0.250
cookies	cookies	0.823	0.451	0.316
cooking	kuphika	0.694	0.510	0.434
cookout	kuphika	0.680	0.406	0.482
cool	ozizira	0.885	0.540	0.781
coolant	ozizira	0.720	0.412	0.456
cooler	ozizira	0.664	0.375	0.460
cooling	kuzizira	0.469	0.324	0.392
coolness	kuzizira	0.490	0.307	0.548
coon	ndalama	0.490	0.460	0.400
coop	nkhumba	0.612	0.445	0.650
cooperate	kugwirizana	0.898	0.451	0.582
cooperating	kugwirizana	0.760	0.390	0.693
cooperation	mgwirizano	0.847	0.473	0.686
cooperative	mgwirizano	0.816	0.461	0.670
coordinate	konzani	0.698	0.429	0.694
coordination	kugwirizana	0.677	0.454	0.789
coordinator	wotsogolera	0.750	0.510	0.850
cop	apolisi	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	kupirira	0.592	0.647	0.709
copier	sungani	0.459	0.345	0.390
copilot	copilot	0.640	0.538	0.573
coping	kupirira	0.562	0.630	0.613
copious	zokopa	0.427	0.462	0.527
copper	mkuwa	0.580	0.260	0.500
copter	copter	0.571	0.704	0.569
copy	lembani	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	kukopera	0.448	0.315	0.404
copyright	zolemba	0.458	0.402	0.663
coral	makorali	0.802	0.231	0.425
coral snake	njoka yamchere	0.276	0.712	0.607
cord	chingwe	0.388	0.378	0.358
cordial	kusamala	0.823	0.312	0.482
cordless	osasamala	0.667	0.441	0.528
cordon	cordon	0.469	0.317	0.380
corduroy	corduroy	0.570	0.324	0.357
core	pachimake	0.721	0.378	0.540
cork	ndowe	0.347	0.250	0.281
corkscrew	chokopa	0.427	0.443	0.445
corn	chimanga	0.594	0.196	0.292
cornball	cornball	0.479	0.378	0.325
cornbread	cornbread	0.643	0.304	0.302
cornea	kornea	0.521	0.346	0.443
corned	chimangidwe	0.459	0.441	0.425
corner	ngodya	0.400	0.296	0.366
cornerstone	mwala wapangodya	0.550	0.388	0.596
cornet	cornet	0.507	0.520	0.415
cornfield	chimanga cha chimanga	0.719	0.310	0.349
cornflakes	NO TRANSLATION	0.729	0.346	0.355
cornice	cornice	0.458	0.441	0.295
cornstarch	chimanga	0.643	0.299	0.337
corny	corny	0.448	0.370	0.221
corollary	chotsatira	0.458	0.469	0.366
corona	korona	0.818	0.439	0.745
coronary	malire	0.567	0.613	0.509
coronation	chiwonetsero	0.792	0.592	0.836
coroner	koroner	0.323	0.558	0.526
corporal	makampani	0.582	0.490	0.596
corporate	makampani	0.592	0.454	0.745
corporation	makampani	0.429	0.332	0.873
corporeal	thupi	0.520	0.350	0.461
corps	matupi	0.551	0.453	0.483
corpse	mtembo	0.094	0.657	0.232
corpsman	mtembo	0.439	0.469	0.651
corpus	corpus	0.543	0.340	0.490
corral	corral	0.606	0.662	0.422
correct	zolondola	0.857	0.306	0.723
correction	kukonza	0.448	0.485	0.558
correctional	kuwongolera	0.292	0.713	0.602
corrective	kukonza	0.448	0.528	0.613
correctness	chilungamo	0.796	0.450	0.649
correlation	kulumikizana	0.596	0.462	0.571
correlative	kugwirizana	0.510	0.402	0.571
correspond	lembani	0.710	0.452	0.545
correspondence	makalata	0.663	0.423	0.491
correspondent	mlembi	0.573	0.565	0.712
corresponding	zofanana	0.740	0.423	0.618
corridor	khola	0.604	0.589	0.592
corroborate	kuthandizana	0.671	0.471	0.616
corroboration	kugwirizana	0.625	0.431	0.733
corrosion	kutupa	0.156	0.610	0.348
corrosive	zowononga	0.140	0.618	0.570
corrupt	zonyansa	0.020	0.806	0.500
corrupting	kuwononga	0.062	0.804	0.380
corruption	ziphuphu	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	corset	0.490	0.520	0.381
cortex	kortex	0.594	0.439	0.529
cortical	zamatsenga	0.380	0.423	0.536
cortisone	cortisone	0.427	0.395	0.456
corvette	korvette	0.551	0.520	0.598
cosmetic	zodzoladzola	0.625	0.304	0.308
cosmetics	zodzoladzola	0.765	0.464	0.472
cosmic	cosmic	0.663	0.538	0.692
cosmology	cosmology	0.651	0.438	0.637
cosmopolitan	zakuthambo	0.823	0.510	0.760
cosmos	zakuthambo	0.860	0.478	0.664
cost	mtengo	0.365	0.420	0.439
costly	mtengo	0.316	0.650	0.642
costume	zovala	0.548	0.510	0.374
cosy	wokondweretsa	0.847	0.255	0.518
cot	machira	0.625	0.230	0.278
cote	ndondomeko	0.439	0.344	0.324
cottage	kanyumba	0.600	0.279	0.361
cotton	thonje	0.639	0.071	0.240
couch	bedi	0.594	0.082	0.198
cougar	cougar	0.438	0.588	0.538
cough	chifuwa	0.255	0.627	0.241
council	komiti	0.875	0.279	0.635
councilman	councilman	0.531	0.367	0.793
counsel	uphungu	0.594	0.519	0.730
counseling	uphungu	0.667	0.480	0.704
counsellor	mlangizi	0.823	0.327	0.740
counselor	mlangizi	0.873	0.365	0.706
count	kuwerengera	0.594	0.389	0.492
countdown	countdown	0.438	0.692	0.490
countenance	nkhope	0.635	0.440	0.690
counter	komiti	0.439	0.478	0.750
counteract	kuthana nazo	0.378	0.542	0.688
counterattack	kuthamanga	0.281	0.951	0.764
counterbalance	kusagwirizana	0.520	0.480	0.627
counterclaim	chotsutsa	0.398	0.760	0.651
counterfeit	zonyenga	0.094	0.694	0.451
counterpart	mnzake	0.448	0.608	0.577
counterpoint	counterpoint	0.438	0.509	0.538
countess	chiwerengero	0.562	0.440	0.670
countless	ambirimbiri	0.520	0.566	0.534
country	dziko	0.698	0.394	0.693
countryman	landman	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	kumidzi	0.732	0.288	0.327
counts	chiwerengero	0.343	0.373	0.500
county	malo	0.479	0.368	0.545
coup	kuwombera	0.275	0.815	0.607
coupe	chigawo	0.479	0.460	0.482
couple	banja	0.806	0.605	0.607
coupled	kuphatikiza	0.612	0.286	0.650
coupling	kuphatikiza	0.594	0.479	0.555
coupon	kuponi	0.704	0.300	0.421
courage	kulimba mtima	0.830	0.728	0.849
courageous	kulimba mtima	0.918	0.587	0.879
courier	msilikali	0.551	0.383	0.441
courses	maphunziro	0.735	0.412	0.534
coursing	maphunziro	0.542	0.472	0.546
court	khoti	0.479	0.769	0.827
courteous	mwachifundo	0.937	0.396	0.529
courtesy	mwaulemu	0.927	0.287	0.431
courthouse	khoti	0.571	0.503	0.818
courtroom	khoti lamilandu	0.385	0.670	0.887
courts	makhoti	0.367	0.710	0.816
courtship	chibwenzi	0.667	0.490	0.654
courtside	khoti lamilandu	0.592	0.391	0.434
courtyard	bwalo	0.503	0.365	0.355
cousin	msuwani	0.675	0.394	0.427
cousins	azibale ake	0.760	0.409	0.464
cove	khala	0.500	0.304	0.370
coven	chipangano	0.458	0.578	0.591
covenant	pangano	0.594	0.462	0.667
cover	chivundikiro	0.365	0.240	0.471
coverage	Kuphunzira	0.767	0.413	0.629
covered	ataphimbidwa	0.562	0.340	0.644
covering	chophimba	0.615	0.382	0.583
covert	chophimba	0.500	0.570	0.508
covet	kusirira	0.302	0.779	0.524
coveted	kusirira	0.661	0.730	0.625
cow	ng'ombe	0.449	0.230	0.300
coward	coward	0.102	0.490	0.149
cowardice	mantha	0.133	0.621	0.167
cowardly	wochimwa	0.102	0.385	0.127
cowboy	cowboy	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	cowhand	0.438	0.480	0.596
cowhide	khola	0.458	0.324	0.333
cowl	ng'ombe	0.427	0.450	0.232
coworker	mnzako	0.667	0.490	0.625
coy	zonyansa	0.347	0.330	0.213
coyote	coyote	0.459	0.471	0.387
cozy	wokondweretsa	0.910	0.356	0.545
crab	nkhanu	0.421	0.396	0.330
crabby	nkhanza	0.198	0.812	0.370
crack	osokoneza	0.302	0.625	0.400
cracked	atasweka	0.224	0.520	0.228
cracker	cracker	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	kudumpha	0.327	0.557	0.286
crackle	kusokoneza	0.327	0.643	0.481
crackpot	chiwopsezo	0.260	0.602	0.245
cradle	mwambo	0.776	0.194	0.333
craft	luso	0.760	0.321	0.539
