Word	Sesotho-st	Valence	Arousal	Dominance
crocodile	koena	0.344	0.708	0.610
croft	croft	0.531	0.429	0.421
croissant	croissant	0.745	0.330	0.430
crook	crook	0.171	0.765	0.550
crooked	e khopameng	0.146	0.594	0.305
crop	lijalo	0.615	0.260	0.500
croquet	croquet	0.551	0.519	0.407
cross	sefapano	0.448	0.321	0.569
cross country	lebelo la naheng	0.531	0.441	0.529
crossbow	crossbow	0.344	0.598	0.560
crossed	o tšetse	0.431	0.490	0.508
crossfire	ho chesa mollo	0.316	0.896	0.722
crossing	ho tšela	0.549	0.349	0.451
crossover	crossover	0.559	0.550	0.500
crosswalk	crosswalk	0.557	0.441	0.380
crossword	crossword	0.611	0.423	0.455
crotch	crotch	0.521	0.637	0.447
crouch	lieha	0.281	0.606	0.312
crouched	e omeletsoe	0.333	0.363	0.279
crouching	ho lla	0.261	0.429	0.345
croupier	mohlankana	0.531	0.519	0.404
crow	lla	0.224	0.439	0.363
crowbar	setbar	0.406	0.531	0.386
crowd	bongata	0.350	0.827	0.731
crowded	e tletse	0.694	0.286	0.585
crowds	bongata	0.469	0.723	0.806
crown	moqhaka	0.708	0.572	0.737
crowning	korona	0.773	0.594	0.831
crucial	e bohlokoa	0.541	0.657	0.777
cruciate	ho otla	0.429	0.435	0.585
crucifix	sefapano	0.469	0.480	0.510
crucifixion	ho pholloa	0.135	0.857	0.541
crucify	khaola	0.146	0.878	0.573
crud	crud	0.312	0.330	0.444
crude	e se nang thuso	0.198	0.402	0.357
cruel	sehlōhō	0.122	0.866	0.391
cruelly	ka sehlōhō	0.146	0.790	0.471
cruelty	sehlōhō	0.092	0.836	0.536
cruise	sekepe	0.740	0.442	0.683
cruise ship	sekepe sa sekepe	0.878	0.650	0.500
cruiser	motlakase	0.737	0.490	0.608
cruising	ho tsamaea ka sekepe	0.886	0.580	0.560
crumb	crumb	0.417	0.255	0.216
crumble	ea senyeha	0.333	0.480	0.423
crumbling	ho robala	0.167	0.696	0.308
crummy	crummy	0.125	0.531	0.224
crunch	crunch	0.292	0.630	0.406
crunchy	ho teteka	0.625	0.560	0.539
crusade	keresemese	0.592	0.720	0.709
crusader	crusader	0.439	0.588	0.548
crush	e sithabetse	0.271	0.676	0.582
crushed	e sithabetseng	0.167	0.647	0.300
crusher	crusher	0.271	0.709	0.598
crushing	ho senya	0.219	0.755	0.411
crust	mokokotlo	0.542	0.337	0.456
crusty	ho khabisa	0.625	0.531	0.473
crutch	hook	0.302	0.294	0.302
crux	crux	0.469	0.558	0.519
cry	ho lla	0.133	0.627	0.255
crybaby	khalala	0.375	0.702	0.311
crying	ho lla	0.153	0.704	0.208
crypt	crypt	0.156	0.431	0.386
cryptic	kherehloa	0.296	0.516	0.474
cryptography	ho ngola litšoantšo	0.490	0.415	0.650
crystal	kristale	0.618	0.270	0.508
crystalline	kristalline	0.765	0.235	0.534
crystallization	crystallization	0.600	0.449	0.565
cub	konyana	0.646	0.382	0.284
cubby	cubby	0.354	0.385	0.360
cube	cube	0.469	0.226	0.274
cubic	k'hemik'hale	0.458	0.306	0.407
cubicle	cubicle	0.479	0.343	0.417
cuckold	cuckold	0.210	0.573	0.230
cuckoo	cuckoo	0.420	0.459	0.284
cucumber	komokomore	0.490	0.235	0.237
cuddle	ho kopa	0.885	0.559	0.475
cuddled	ho pota-potiloe	0.906	0.547	0.567
cuddles	marotholi	0.847	0.382	0.500
cuddling	ho lla	0.917	0.562	0.433
cue	cue	0.521	0.433	0.484
cuff	khafu	0.469	0.453	0.387
cuisine	kitchen	0.714	0.365	0.390
culinary	ho hlahisa lijo	0.654	0.443	0.519
cull	khale	0.365	0.702	0.464
culminate	qetellong	0.667	0.550	0.602
culmination	qetellong	0.656	0.586	0.695
culpability	tlōlo ea molao	0.112	0.745	0.368
culpable	e le molato	0.140	0.700	0.319
culprit	litlokotsi	0.062	0.676	0.333
cult	kereke	0.448	0.535	0.648
cultivate	hlaolela	0.708	0.410	0.598
cultivated	ho lengoa	0.837	0.343	0.564
cultivation	ho lema	0.625	0.324	0.462
cultural	setso	0.802	0.390	0.623
culture	setso	0.753	0.304	0.675
cultured	e hlahisitsoeng	0.635	0.429	0.625
culvert	culvert	0.337	0.324	0.343
cumbersome	e thata	0.259	0.623	0.292
cumulus	cumulus	0.570	0.433	0.432
cunning	bolotsana	0.604	0.685	0.683
cunt	motlatsi	0.135	0.673	0.377
cup	senoelo	0.615	0.167	0.231
cupboard	lebokose	0.553	0.200	0.304
cupcake	senoelo	0.656	0.333	0.344
cupping	khapping	0.490	0.610	0.402
cur	khutso	0.440	0.519	0.460
curable	phekolo	0.823	0.292	0.574
curate	khaba	0.726	0.418	0.526
curative	ho folisa	0.667	0.318	0.613
curator	mohlokomeli	0.688	0.389	0.688
curb	ho khaola	0.472	0.371	0.402
curd	khaotsa	0.542	0.442	0.278
cure	phekolo	0.719	0.377	0.623
curfew	nako ea ho fihla lapeng	0.219	0.618	0.623
curiosity	thahasello	0.750	0.755	0.463
curious	ho labalabela ho tseba	0.635	0.600	0.483
curl	sekonopo	0.385	0.452	0.351
curling	ho otloloha	0.583	0.592	0.400
currency	chelete	0.583	0.418	0.592
current	hona joale	0.625	0.312	0.612
curriculum	thuto	0.708	0.306	0.620
curry	curry	0.633	0.345	0.302
curse	thohako	0.033	0.720	0.375
cursed	e rohakiloe	0.083	0.783	0.393
cursing	ho rohaka	0.112	0.860	0.446
cursory	curseory	0.423	0.451	0.431
curt	khaola	0.245	0.610	0.452
curtail	khaotsa	0.306	0.439	0.497
curtailment	ho fokotsa	0.230	0.578	0.431
curtain	lesira	0.698	0.278	0.304
curtains	likharetene	0.615	0.123	0.342
curtsy	curtsy	0.635	0.412	0.598
curvature	ho phunyeha	0.417	0.367	0.447
curve	sekhahla	0.480	0.375	0.307
curved	e khabisitsoeng	0.542	0.407	0.337
curvilinear	curvilinear	0.480	0.575	0.411
cushion	mokokotlo	0.653	0.221	0.292
cushy	ho joalo	0.823	0.283	0.395
cusp	cusp	0.667	0.710	0.700
cuss	cuss	0.354	0.538	0.443
cussed	ho tsekisitsoe	0.156	0.625	0.454
custard	custard	0.618	0.260	0.293
custodial	ho itšireletsa	0.418	0.462	0.718
custodian	mohlokomeli	0.594	0.625	0.528
custody	litlamong	0.494	0.472	0.675
custom	tloaelo	0.552	0.382	0.688
customary	tloaelo	0.700	0.253	0.561
customer	bareki	0.562	0.430	0.673
customized	e ikhethang	0.625	0.504	0.590
cut	khaola	0.490	0.490	0.393
cutaneous	ho fokotseha	0.365	0.370	0.328
cute	e ntle	0.920	0.528	0.579
cuticle	cuticle	0.340	0.320	0.377
cutie	cutie	0.638	0.528	0.464
cutlass	khalase ea silevera	0.173	0.648	0.528
cutlery	ho khaola	0.552	0.300	0.345
cutoff	khaola	0.432	0.510	0.518
cutter	khaola	0.427	0.731	0.583
cutters	li-cutters	0.197	0.653	0.491
cutthroat	khaola	0.110	0.823	0.663
cutting	ho khaola	0.448	0.375	0.536
cutting board	boto ea ho pata	0.337	0.540	0.342
cuttings	cuttings	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	cyanide	0.229	0.667	0.545
cyberspace	marang-rang	0.677	0.594	0.611
cycle	potoloho	0.635	0.400	0.533
cyclical	mokoloko	0.380	0.450	0.554
cyclist	motlakase	0.684	0.582	0.576
cyclone	leholiotsoana	0.416	0.796	0.673
cylinder	cylinder	0.459	0.324	0.447
cylindrical	cylindrical	0.458	0.294	0.414
cymbal	cymbala	0.542	0.363	0.362
cynic	cynic	0.135	0.632	0.473
cynical	ho ba leeme	0.156	0.760	0.474
cynicism	ho tsitlella	0.104	0.780	0.454
cyst	cyst	0.173	0.578	0.312
cystic	cystic	0.314	0.481	0.400
cytomegalovirus	cytomegalovirus	0.186	0.657	0.443
cytoplasm	cytoplasm	0.378	0.442	0.474
czar	morena	0.480	0.348	0.643
dab	dab	0.510	0.337	0.340
dabble	dabble	0.550	0.530	0.491
dabbling	ho qabana	0.562	0.726	0.676
dad	ntate	0.857	0.412	0.786
daddy	ntate	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	daemon	0.333	0.490	0.500
daft	daft	0.255	0.436	0.157
dagger	sekoti	0.224	0.797	0.613
daily	letsatsi le letsatsi	0.653	0.347	0.473
dainty	e tsitsitseng	0.604	0.284	0.424
daiquiri	daiquiri	0.670	0.519	0.400
dairy	lebese	0.633	0.255	0.462
daisy	khanya	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	dale	0.622	0.270	0.365
dam	letamo	0.250	0.553	0.394
damage	tšenyo	0.059	0.726	0.403
damaged	e senyehile	0.104	0.635	0.182
damages	kotsi	0.082	0.760	0.310
dame	Dame	0.694	0.480	0.500
damn	Yerrrrrrr	0.073	0.784	0.431
damnation	damnation	0.135	0.750	0.416
damned	e senyehile	0.100	0.760	0.465
damp	e mongobo	0.360	0.279	0.210
dampened	e fokotsehile	0.271	0.422	0.336
damper	mocheso	0.459	0.378	0.473
damsel	ngoananyana	0.719	0.475	0.400
dance	tantši	0.894	0.840	0.551
dancer	dancer	0.740	0.768	0.545
dancing	ho tantša	0.885	0.868	0.444
dandruff	ho kheloha	0.398	0.298	0.293
dandy	dandy	0.673	0.520	0.630
danger	Kotsi	0.115	0.923	0.673
dangerous	kotsi	0.020	0.941	0.658
dangerously	ka kotsi	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	ho teteka	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	dapper	0.770	0.560	0.698
dare	itete	0.677	0.788	0.684
daredevil	daredevil	0.429	0.714	0.653
daresay	e tsoetseng pele lapeng tshireletso	0.540	0.451	0.490
daring	ho ba sebete	0.583	0.840	0.711
dark	lefifi	0.198	0.398	0.426
darken	ho fifala	0.250	0.471	0.382
darkened	lefifi	0.135	0.440	0.452
darkly	lefifi	0.219	0.548	0.443
darkness	lefifi	0.102	0.602	0.418
darkroom	sebaka sa lefifi	0.188	0.627	0.423
darkside	lefifi	0.102	0.690	0.365
darling	moratuoa	0.885	0.370	0.608
darn	khaola	0.115	0.765	0.418
dart	dart	0.417	0.608	0.500
dash	dash	0.574	0.312	0.324
dashboard	dashboard	0.510	0.371	0.595
dashed	e qalile	0.276	0.393	0.338
dashing	ho lahla	0.612	0.627	0.799
dastardly	ho senya	0.208	0.688	0.270
data	data	0.500	0.250	0.426
database	database	0.604	0.286	0.644
date	letsatsi	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	morali	0.908	0.415	0.455
dawdle	dawdle	0.479	0.464	0.357
dawn	mafube	0.827	0.235	0.519
dawned	e ile ea hlaha	0.694	0.471	0.473
day	letsatsi	0.719	0.269	0.389
daybreak	hoseng	0.802	0.358	0.474
daycare	tlhokomelo ea litšebeletso	0.776	0.481	0.360
daydream	ho feta	0.750	0.337	0.456
daydreaming	ho lla	0.776	0.360	0.479
daylight	motšehare	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	motšehare	0.750	0.324	0.454
daze	khale	0.245	0.735	0.329
dazed	e tsoetseng pele	0.300	0.697	0.277
dazzle	khanyetsa	0.730	0.782	0.683
dazzling	e phatsimang	0.854	0.880	0.767
deacon	modikoni	0.531	0.430	0.736
deactivate	thibela	0.235	0.447	0.392
dead	e shoele	0.052	0.454	0.194
deadbeat	sefuba	0.229	0.453	0.368
deadline	letsatsi la pheletso	0.214	0.615	0.460
deadlines	linako tsa nako	0.406	0.769	0.411
deadlock	thiba	0.170	0.418	0.323
deadly	e bolaeang	0.143	0.849	0.554
deaf	litsebe	0.186	0.324	0.161
deafening	ho utloahala	0.281	0.835	0.482
deafness	ho se utloe	0.125	0.413	0.219
deal	sebetsana	0.719	0.599	0.543
dealer	morekisi	0.799	0.615	0.683
dealership	morekisi	0.541	0.430	0.629
dealing	ho sebetsa	0.724	0.415	0.598
dealings	litšebelisano	0.600	0.491	0.480
dean	ho joalo	0.612	0.469	0.723
dear	rata	0.880	0.434	0.629
dearest	ea ratehang haholo	0.902	0.427	0.508
dearth	leshano	0.156	0.539	0.255
death	lefu	0.031	0.720	0.472
deathbed	bethe ea lefu	0.051	0.652	0.311
deathly	lefu	0.073	0.771	0.682
debacle	ho kheloha	0.156	0.606	0.266
debased	ho senyeha	0.219	0.529	0.170
debatable	ho khoneha	0.181	0.610	0.474
debate	phehisano	0.408	0.691	0.683
debauchery	ho itlosa bolutu	0.354	0.901	0.500
debenture	ho hloka chelete	0.417	0.500	0.466
debilitating	ho fokolisa	0.125	0.490	0.308
debit	debit	0.333	0.400	0.474
debrief	litlhaloso	0.247	0.343	0.549
debriefing	litlaleho tse ling	0.427	0.580	0.456
debris	litšila	0.135	0.396	0.327
debt	molato	0.204	0.598	0.336
debtor	ea molato	0.219	0.546	0.160
debut	qalong	0.806	0.606	0.629
debutante	boqhetseke	0.771	0.627	0.454
decade	lilemo tse leshome	0.531	0.402	0.665
decadence	ho senya	0.237	0.455	0.291
decadent	e senyehileng	0.290	0.559	0.324
decaf	phofo	0.480	0.324	0.353
decanter	decanter	0.438	0.567	0.510
decathlon	decathlon	0.573	0.753	0.620
decay	ho bola	0.143	0.312	0.170
decayed	e senyehile	0.017	0.375	0.169
decaying	ho senya	0.073	0.510	0.214
deceased	ea shoeleng	0.021	0.538	0.188
decedent	e tsitsitseng	0.423	0.481	0.415
deceit	leshano	0.020	0.696	0.343
deceitful	e thetsang	0.071	0.788	0.371
deceive	thetsa	0.094	0.775	0.414
deceived	ba thetsitsoe	0.059	0.673	0.302
deceiving	ho thetsa	0.099	0.636	0.426
december	december	0.740	0.540	0.464
decency	boitlhompho	0.750	0.235	0.634
decent	e hlomphehang	0.823	0.296	0.653
deception	thetso	0.090	0.745	0.370
deceptive	e thetsang	0.027	0.605	0.294
decide	etsa qeto	0.656	0.540	0.855
decidedly	ka qeto ea qeto	0.750	0.480	0.843
deciduous	ho hlaphoheloa	0.385	0.353	0.282
decimal	decimal	0.507	0.259	0.305
decimeter	decimeter	0.520	0.292	0.377
decipher	hlakola	0.417	0.630	0.652
decision	qeto	0.646	0.510	0.839
decisive	qeto ea bohlokoa	0.740	0.509	0.935
deck	mokotlana	0.420	0.333	0.394
declaration	phatlalatso	0.551	0.590	0.714
declaratory	ho phatlalatsa	0.635	0.582	0.673
declare	bolela	0.677	0.623	0.668
declination	ho fokotseha	0.250	0.549	0.311
decline	fokotseha	0.173	0.491	0.240
declining	ho fokotseha	0.328	0.400	0.264
deco	deco	0.625	0.274	0.356
decode	khetholla	0.551	0.510	0.640
decoder	seboholi	0.562	0.340	0.686
decompose	ho senya	0.194	0.596	0.241
decomposed	e senyehile	0.073	0.442	0.231
decomposition	ho senyeha	0.133	0.600	0.263
decompress	decompress	0.438	0.430	0.509
decompression	ho tepella maikutlo	0.208	0.520	0.311
decontamination	ho qhibiliha	0.611	0.538	0.573
decor	mekhabiso	0.734	0.311	0.573
decorate	khabisa	0.954	0.370	0.404
decorating	ho khabisa	0.863	0.548	0.462
decoration	mokhabiso	0.878	0.553	0.526
decorative	ho khabisa	0.908	0.460	0.381
decorator	mohlophisi	0.840	0.471	0.455
decorum	ho khabisoa	0.802	0.327	0.462
decoy	ho bola	0.149	0.460	0.330
decrease	fokotseha	0.125	0.360	0.267
decreased	e fokotsehile	0.224	0.271	0.170
decreasing	ho fokotseha	0.320	0.346	0.224
decree	taelo	0.552	0.478	0.746
decrement	tekanyetso	0.255	0.427	0.373
decrepit	ho fokotseha	0.156	0.490	0.225
decry	ho senyeha	0.400	0.814	0.548
decryption	ho tsuba	0.459	0.445	0.600
dedicate	inehela	0.823	0.431	0.588
dedication	boinehelo	0.867	0.471	0.682
deduce	fokotsa	0.490	0.510	0.466
deduct	khaotsa	0.355	0.330	0.412
deductible	ho tlosoa	0.375	0.286	0.455
deduction	ho fokotsa	0.438	0.462	0.527
deed	ketso	0.520	0.320	0.592
deejay	deejay	0.551	0.630	0.473
deem	sheba	0.594	0.529	0.690
deep	tebileng	0.490	0.473	0.657
deepen	tebisa	0.625	0.530	0.776
deer	likhama	0.583	0.375	0.292
defamation	silafatsi	0.110	0.670	0.481
defamatory	ho silafatsa	0.143	0.688	0.402
default	ka ho feletseng	0.459	0.343	0.712
defeat	ho hlōloa	0.092	0.500	0.224
defeated	e hlōtsoe	0.104	0.582	0.145
defeatist	ho hlōla	0.163	0.567	0.315
defect	sekoli	0.135	0.561	0.185
defection	ho senya	0.146	0.594	0.330
defective	e fosahetseng	0.122	0.580	0.274
defector	mofetoheli	0.163	0.696	0.286
defend	sireletsa	0.698	0.722	0.670
defendant	moqosuoa	0.250	0.710	0.491
defended	e sirelelitsoe	0.663	0.451	0.582
defender	mosireletsi	0.639	0.708	0.750
defending	ho sireletsa	0.604	0.871	0.812
defense	sireletsa	0.652	0.698	0.802
defenseless	ho se sireletsehe	0.143	0.357	0.105
defensible	e sireletsehileng	0.740	0.509	0.593
defensive	ho itšireletsa	0.542	0.640	0.678
defer	fokola	0.245	0.459	0.317
deference	tlhompho	0.510	0.396	0.447
deferral	sekhetho	0.765	0.542	0.327
deferring	ho senya	0.343	0.500	0.413
defiance	ho nyelisa	0.333	0.780	0.760
defiant	ho nyatsa	0.250	0.792	0.769
defibrillator	defibrillator	0.398	0.663	0.431
deficiency	ho haella	0.073	0.373	0.179
deficient	ha e na thuso	0.240	0.464	0.132
deficit	phoso	0.358	0.500	0.269
define	hlalosa	0.688	0.415	0.632
defined	e hlalositsoeng	0.670	0.214	0.646
definite	e totobetseng	0.708	0.292	0.741
definition	tlhaloso	0.573	0.375	0.579
definitive	e tiileng	0.583	0.479	0.787
deflate	deflate	0.148	0.404	0.237
deflation	deflation	0.287	0.536	0.407
deflect	senya	0.133	0.491	0.482
deflection	ho senya	0.188	0.500	0.382
defloration	ho senya	0.188	0.690	0.434
deform	ho fokola	0.112	0.654	0.284
deformed	ba holofetseng	0.198	0.435	0.308
deformity	ho fokola	0.160	0.569	0.241
defraud	ho qhekella	0.175	0.635	0.314
defray	e nyelisa	0.375	0.598	0.653
defrost	defrost	0.427	0.317	0.389
deft	ho theoha	0.719	0.575	0.849
defunct	e hlokang thuso	0.112	0.491	0.272
defuse	khaotsa	0.167	0.480	0.430
defy	ho nyefola	0.353	0.884	0.657
degeneracy	ho fokola	0.143	0.720	0.298
degenerate	fokotseha	0.069	0.724	0.264
degeneration	ho fokola	0.245	0.578	0.371
degradation	ho silafala	0.160	0.608	0.315
degrade	nyenyefatsa	0.083	0.500	0.184
degraded	e silafetseng	0.167	0.433	0.205
degrading	ho nyenyefatsa	0.031	0.583	0.232
degree	tekanyo	0.724	0.365	0.663
dehydrated	e silafalitsoe	0.310	0.685	0.212
dehydration	ho tsoa metsing	0.188	0.472	0.259
dejected	e nyahame	0.104	0.654	0.347
delay	lieha	0.204	0.510	0.162
delayed	lieha	0.188	0.490	0.216
delectable	e ikhethang	0.781	0.642	0.718
delegate	moemeli	0.612	0.491	0.658
delegation	baemeli	0.562	0.431	0.609
delete	senya	0.292	0.298	0.409
deleterious	ho sa tsotellehe	0.297	0.725	0.440
deletion	ho tlosoa	0.062	0.506	0.462
deli	deli	0.561	0.448	0.447
deliberate	ka boomo	0.551	0.654	0.682
deliberation	ho itlhahloba	0.561	0.678	0.596
deliberative	ka boomo	0.392	0.552	0.573
delicacy	monate	0.812	0.279	0.336
delicate	e tsitsitseng	0.583	0.294	0.366
delicatessen	delicatessen	0.656	0.474	0.400
delicious	e monate	0.927	0.650	0.589
delight	thabo	0.949	0.666	0.647
delighted	Nyakalletse	0.938	0.664	0.685
delightful	e thabisang	0.918	0.735	0.644
delineate	delineate	0.448	0.430	0.445
delineation	delineation	0.521	0.402	0.314
delinquency	tlōlo ea molao	0.135	0.860	0.508
delinquent	tlōlo ea molao	0.051	0.904	0.500
delirious	e thabisang	0.219	0.774	0.538
delirium	delirium	0.233	0.694	0.484
deliver	hlahisa	0.583	0.370	0.582
deliverance	ho lopolloa	0.750	0.520	0.658
delivery	ho romela	0.704	0.461	0.786
dell	dell	0.458	0.380	0.453
delta	delta	0.551	0.343	0.509
delude	hlakola	0.143	0.627	0.353
deluge	moroallo	0.245	0.714	0.612
delusion	leshano	0.344	0.647	0.400
delusional	ho thetsa	0.219	0.745	0.327
deluxe	deluxe	0.792	0.612	0.755
delve	ela hloko	0.469	0.529	0.684
demand	tlhokahalo	0.292	0.673	0.500
demanding	e hlokang	0.396	0.750	0.828
demeaned	e amohelehile	0.271	0.520	0.212
demeaning	ho nyenyefatsa	0.104	0.645	0.308
demeanor	boit soaro	0.633	0.433	0.657
demented	e koetsoe	0.088	0.787	0.309
dementia	'dementia'	0.092	0.779	0.337
demise	shoa	0.104	0.596	0.456
demo	demo	0.510	0.314	0.423
democracy	demokrasi	0.680	0.500	0.840
democrat	demokrasi	0.582	0.400	0.755
democratic	demokrasi	0.802	0.519	0.798
demographic	batho ba bangata	0.459	0.356	0.594
demolish	felisa	0.125	0.632	0.700
demolished	e senyehile	0.271	0.647	0.353
demolition	ho timetsoa	0.133	0.827	0.541
demon	bademona	0.037	0.908	0.509
demonic	bademona	0.146	0.875	0.600
demonstrable	e hlahelletseng	0.735	0.471	0.749
demonstrate	bonts'a maikutlo	0.771	0.552	0.839
demonstrated	e bontšitsoe	0.617	0.500	0.649
demonstrating	ho bontša	0.698	0.571	0.693
demonstration	pontšo	0.551	0.676	0.679
demonstrative	e bontšang pontšo	0.656	0.528	0.736
demonstrator	mohlala oa pontšo	0.520	0.598	0.733
demoralized	ho senyeha	0.082	0.590	0.149
demos	demos	0.418	0.370	0.368
demure	ho felloa ke matla	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	ho hana	0.230	0.509	0.417
denial	ho hana	0.194	0.435	0.318
denied	e hanne	0.188	0.604	0.333
denim	denim	0.520	0.382	0.327
denomination	bolumeli	0.490	0.363	0.429
denominational	a bolumeli	0.458	0.375	0.679
denominator	moemeli	0.450	0.410	0.613
denote	bolela	0.448	0.471	0.534
denounce	nyatsa	0.083	0.780	0.426
dense	e boima	0.354	0.343	0.536
density	bongata ba tsona	0.602	0.471	0.561
dent	teba	0.306	0.606	0.325
dental	meno	0.573	0.404	0.463
dentist	ngaka ea meno	0.479	0.620	0.642
dentistry	mafu a meno	0.429	0.570	0.569
dentists	lingaka tsa meno	0.364	0.600	0.582
denunciation	nyatso	0.146	0.830	0.561
deny	hana	0.316	0.667	0.321
denying	ho latola	0.080	0.542	0.272
deodorant	tse nyonyehang	0.480	0.265	0.269
depart	tloha	0.398	0.480	0.444
departed	o ile a tsamaea	0.245	0.536	0.391
department	lefapha	0.708	0.358	0.642
departmental	lefapha	0.612	0.422	0.446
departure	ho tloha	0.573	0.500	0.426
depend	itšetlehile	0.388	0.429	0.358
dependable	e ka tšeptjoang	0.880	0.357	0.741
dependant	ea itšetlehileng ka eona	0.357	0.404	0.451
dependence	ho itšetleha	0.250	0.451	0.433
dependency	ho itšetleha	0.429	0.365	0.356
dependent	ea itšetlehileng ka eona	0.354	0.455	0.404
depict	e bontša	0.663	0.529	0.723
depicting	e bontšang	0.490	0.566	0.602
depletion	ho senyeha	0.153	0.370	0.236
deplorable	e utloisang bohloko	0.135	0.657	0.230
deplore	nyenyefatsa	0.135	0.575	0.373
deploy	ntša	0.500	0.520	0.585
deployment	ho tsamaisoa	0.510	0.520	0.612
deport	ho leleka	0.167	0.667	0.546
deportation	ho lelekoa naheng	0.104	0.786	0.450
depose	khaola	0.286	0.420	0.451
deposit	ho kenya	0.540	0.379	0.483
depositary	ho ipolokela	0.604	0.431	0.500
deposition	tefiso	0.394	0.510	0.471
depository	depository	0.551	0.373	0.481
depot	depot	0.635	0.255	0.471
depraved	e silafetseng	0.031	0.837	0.395
depravity	boitšoaro bo hlephileng	0.115	0.854	0.453
depreciate	e fokotseha	0.270	0.623	0.445
depreciated	e theohile	0.135	0.672	0.250
depreciation	ho fokotseha	0.143	0.571	0.386
depress	tepella maikutlo	0.219	0.635	0.528
depressed	tepelletseng	0.024	0.445	0.136
depressing	ho nyahamisa	0.146	0.559	0.216
depression	ho tepella maikutlong	0.031	0.520	0.232
depressive	ho tepella maikutlo	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	ho hloka	0.194	0.610	0.413
deprive	khaotsa	0.271	0.591	0.340
deprived	e lahliloe	0.354	0.506	0.536
depth	botebo	0.708	0.561	0.759
deputy	motsamaisi	0.429	0.530	0.787
derail	ho senya	0.108	0.802	0.375
deranged	ho ferekana	0.376	0.868	0.357
derelict	ho senyeha	0.208	0.470	0.237
derision	ho songoa	0.265	0.670	0.292
derivation	derivation	0.521	0.519	0.644
derivative	e nkiloeng	0.541	0.491	0.508
derive	e fumanoa	0.396	0.324	0.360
dermal	letlalo	0.385	0.406	0.443
dermatologist	dermatologist	0.531	0.358	0.528
