Word	Bosnian-bs	Valence	Arousal	Dominance
filter	filter	0.440	0.296	0.260
filth	prljavština	0.194	0.592	0.319
filthy	prljavo	0.115	0.714	0.321
filtration	filtracija	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	finale	0.276	0.575	0.508
finale	finale	0.406	0.330	0.468
finalist	finalista	0.833	0.686	0.736
finality	finality	0.615	0.368	0.627
finalize	završiti	0.556	0.550	0.578
finalized	završen	0.245	0.210	0.608
finally	konačno	0.583	0.433	0.465
finance	finansije	0.753	0.431	0.843
financial	finansijski	0.667	0.500	0.722
financier	finansijer	0.602	0.500	0.778
finch	finch	0.438	0.444	0.358
find	pronaći	0.774	0.555	0.580
finder	pronalazač	0.360	0.550	0.630
finding	pronalaženje	0.796	0.469	0.664
fine	fino	0.823	0.240	0.647
finery	finiš	0.562	0.479	0.636
finesse	finesse	0.740	0.387	0.412
finger	prst	0.321	0.264	0.291
fingernail	nokat	0.418	0.415	0.153
fingerprint	otisak prsta	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	završiti	0.471	0.429	0.545
finished	Završeno	0.510	0.387	0.570
finite	konačan	0.384	0.347	0.293
fink	fink	0.410	0.514	0.439
fir	fir	0.521	0.275	0.306
fire	vatra	0.380	0.804	0.635
firearm	vatreno oružje	0.086	0.943	0.864
firearms	vatreno oružje	0.220	0.943	0.821
fireball	vatrena lopta	0.302	0.777	0.664
firecracker	vatrogasac	0.474	0.741	0.434
firefight	vatrogasci	0.153	0.920	0.664
firefighter	vatrogasac	0.637	0.770	0.773
firefly	vatrenog oružja	0.622	0.410	0.363
firehouse	vatrogasna kuća	0.594	0.689	0.627
firelight	vatromet	0.677	0.504	0.639
fireman	vatrogasac	0.583	0.745	0.755
fireplace	kamin	0.667	0.380	0.417
firepower	vatreno oružje	0.375	0.941	0.810
fireproof	vatrootporna	0.684	0.679	0.723
fireside	fireside	0.684	0.377	0.394
firestorm	vatrena oluja	0.180	0.929	0.766
firewall	zaštitni zid	0.485	0.602	0.629
firewood	ogrevno drvo	0.520	0.348	0.263
firework	vatromet	0.786	0.904	0.593
fireworks	vatromet	0.735	0.863	0.579
firing	pucanje	0.188	0.931	0.803
firm	čvrsto	0.635	0.380	0.728
firmament	svod	0.750	0.407	0.660
firmly	čvrsto	0.786	0.510	0.777
firmness	čvrstoća	0.823	0.479	0.939
first	prvo	0.625	0.500	0.788
firstborn	prvorođeni	0.786	0.490	0.695
firstworldprobs	NO TRANSLATION	0.458	0.612	0.483
fiscal	fiskalna	0.500	0.582	0.845
fish	riba	0.510	0.280	0.250
fisherman	ribar	0.656	0.461	0.546
fishery	ribarstvo	0.574	0.503	0.519
fishing	ribolov	0.677	0.283	0.405
fishing boat	ribarski brod	0.521	0.403	0.627
fishy	riba	0.224	0.601	0.471
fissile	fisilno	0.333	0.490	0.380
fission	fisija	0.386	0.500	0.567
fissure	pukotina	0.333	0.510	0.431
fist	pesnicu	0.333	0.686	0.481
fistfight	borba pesnicama	0.208	0.902	0.543
fistful	fistful	0.500	0.509	0.500
fistula	fistula	0.312	0.481	0.330
fit	fit	0.604	0.450	0.632
fitness	fitness	0.875	0.529	0.810
fits	odgovara	0.571	0.363	0.580
fitted	ugrađen	0.507	0.404	0.673
fitting	montaža	0.612	0.441	0.638
fittings	fitinge	0.531	0.404	0.409
five	pet	0.510	0.221	0.298
fiver	fiver	0.458	0.469	0.517
fix	popraviti	0.760	0.538	0.519
fixable	popravljiv	0.724	0.470	0.645
fixation	fiksacija	0.562	0.459	0.655
fixed	fiksna	0.684	0.167	0.509
fixer	fixer	0.633	0.375	0.606
fixture	fixture	0.663	0.216	0.409
fixtures	fixtures	0.643	0.330	0.370
fizz	fizz	0.459	0.708	0.349
fjord	fjord	0.510	0.404	0.463
flabbergast	flabbergast	0.480	0.679	0.547
flabbergasted	flabbergasted	0.312	0.802	0.342
flabby	mršavi	0.292	0.358	0.250
flaccid	flakcid	0.156	0.400	0.151
flag	zastava	0.592	0.378	0.536
flagging	obeležavanje	0.521	0.519	0.509
flagpole	flagpole	0.500	0.394	0.458
flagrant	flagrantno	0.286	0.673	0.455
flagship	vodeći	0.592	0.587	0.703
flagstaff	flagstaff	0.520	0.517	0.500
flair	flair	0.775	0.471	0.676
flak	flak	0.390	0.600	0.600
flake	flake	0.385	0.388	0.289
flaky	lukav	0.363	0.509	0.279
flamboyant	flamboyant	0.615	0.794	0.705
flame	plamen	0.448	0.574	0.615
flamethrower	flamethrower	0.160	0.882	0.683
flaming	plamen	0.406	0.645	0.558
flamingo	flamingo	0.667	0.451	0.482
flammable	zapaljivo	0.216	0.800	0.715
flan	flan	0.604	0.304	0.198
flange	prirubnica	0.500	0.306	0.390
flank	bok	0.448	0.458	0.443
flanked	bok	0.333	0.431	0.368
flanking	flanking	0.490	0.622	0.519
flannel	flanel	0.490	0.250	0.327
flap	poklopac	0.275	0.385	0.344
flapping	flapping	0.458	0.728	0.404
flare	flare	0.558	0.823	0.508
flares	rakete	0.580	0.642	0.556
flaring	flaring	0.625	0.771	0.509
flash	blic	0.571	0.590	0.657
flashback	flashback	0.265	0.400	0.485
flashing	treperi	0.604	0.574	0.438
flashlight	baterijska lampa	0.653	0.414	0.356
flashy	Blistavi	0.704	0.600	0.827
flask	boca	0.418	0.412	0.454
flat	stan	0.408	0.236	0.303
flatbed	s ravnom platformom	0.490	0.250	0.380
flatfoot	flatfoot	0.265	0.333	0.330
flatness	ravnost	0.479	0.280	0.527
flatten	poravnati	0.286	0.469	0.442
flatter	laskavo	0.521	0.418	0.302
flattered	laskav	0.865	0.608	0.708
flattering	laskavo	0.755	0.686	0.500
flattery	laskanje	0.470	0.575	0.404
flatulence	nadutost	0.210	0.632	0.343
flaunt	flaunt	0.438	0.611	0.525
flavor	ukus	0.885	0.479	0.392
flaw	mana	0.319	0.491	0.175
flawed	nedostaje	0.133	0.490	0.194
flawless	besprekorno	0.729	0.420	0.741
flea	buba	0.286	0.353	0.218
fleabag	fleabag	0.271	0.557	0.348
fled	pobegla	0.224	0.639	0.322
flee	pobjeći	0.292	0.796	0.232
fleece	runo	0.561	0.250	0.381
fleet	flota	0.547	0.430	0.623
fleeting	momenat	0.439	0.650	0.387
flesh	meso	0.604	0.390	0.475
fleshy	mesnate	0.500	0.518	0.406
flex	flex	0.604	0.378	0.330
flexibility	fleksibilnost	0.867	0.402	0.472
flexible	fleksibilan	0.719	0.460	0.465
flexin	flexin	0.552	0.559	0.366
flexion	fleksija	0.449	0.551	0.418
flick	flick	0.688	0.541	0.515
flicker	treperenje	0.635	0.321	0.333
flickering	treperi	0.490	0.444	0.289
flier	flyer	0.541	0.490	0.652
flight	let	0.646	0.630	0.587
flighty	beskrajno	0.219	0.602	0.436
flimsy	neugodan	0.302	0.396	0.189
flinch	flinch	0.350	0.804	0.555
fling	fling	0.439	0.696	0.534
flint	kremena	0.521	0.439	0.536
flip	flip	0.281	0.529	0.435
flip flop	japanke	0.417	0.519	0.321
flipper	fliper	0.677	0.420	0.415
flipping	flipping	0.553	0.551	0.345
flirt	flertuj	0.792	0.790	0.538
flirtation	flertovanje	0.653	0.719	0.482
flirting	flertovanje	0.590	0.773	0.491
flirty	flirty	0.714	0.721	0.491
float	float	0.688	0.394	0.344
floater	plovak	0.480	0.433	0.370
flock	jata	0.500	0.546	0.543
flog	flog	0.408	0.520	0.382
flood	poplava	0.208	0.778	0.608
floor	pod	0.430	0.230	0.250
flooring	podovi	0.562	0.235	0.346
floozy	floozy	0.410	0.477	0.430
flop	flop	0.081	0.642	0.196
floppy	floppy	0.549	0.300	0.333
flora	flora	0.833	0.324	0.567
floral	cvjetni	0.833	0.235	0.264
florist	cvećara	0.771	0.410	0.388
floss	noga	0.500	0.280	0.278
flotation	flotacija	0.510	0.353	0.333
flounder	flounder	0.711	0.333	0.345
flour	brašno	0.530	0.235	0.239
flourish	cvetaju	0.939	0.573	0.601
flow	tok	0.696	0.316	0.464
flower	cvet	0.802	0.189	0.254
flowering	cvetanje	0.906	0.627	0.500
flowers	cvijeće	0.875	0.324	0.330
flowery	cvetno	0.792	0.332	0.446
flows	tokovi	0.571	0.480	0.434
flu	gripa	0.230	0.547	0.250
fluctuate	fluktuiraju	0.285	0.617	0.480
fluctuating	fluktuirajuće	0.292	0.591	0.395
fluctuation	fluktuacija	0.347	0.750	0.519
flue	dim	0.354	0.688	0.451
fluency	tečnost	0.776	0.504	0.718
fluent	tečno	0.760	0.500	0.614
fluff	puhica	0.520	0.264	0.172
fluffy	puhasto	0.781	0.431	0.356
fluid	tečnost	0.673	0.407	0.589
fluidity	fluidity	0.729	0.510	0.576
fluke	fluke	0.446	0.450	0.432
flunk	flunk	0.104	0.548	0.170
flunky	flunky	0.205	0.452	0.216
fluorescence	fluorescencija	0.667	0.490	0.500
fluorescent	fluorescentni	0.602	0.595	0.500
flurries	flurries	0.422	0.760	0.517
flurry	vruće	0.302	0.760	0.559
flush	flush	0.408	0.755	0.589
flustered	zbunjen	0.316	0.903	0.283
flute	flauta	0.635	0.330	0.363
fluted	fluted	0.438	0.438	0.389
flutter	Flutter	0.479	0.548	0.330
fluvial	fluvijalni	0.571	0.363	0.588
flux	tok	0.473	0.472	0.451
fly	leti	0.760	0.775	0.676
flyboy	flyboy	0.541	0.647	0.573
flyer	flajer	0.480	0.300	0.362
flying	leti	0.877	0.606	0.696
flywheel	zamašnjak	0.667	0.480	0.442
foal	foal	0.542	0.578	0.482
foam	pena	0.698	0.230	0.204
foaming	penjenje	0.643	0.240	0.198
foamy	pena	0.663	0.306	0.291
fob	fob	0.327	0.402	0.396
focal	fokus	0.367	0.365	0.482
focus	fokus	0.690	0.382	0.648
fodder	stočna hrana	0.316	0.358	0.430
foe	neprijatelj	0.071	0.827	0.459
fog	magla	0.510	0.213	0.260
foggy	maglovito	0.354	0.337	0.302
foil	folija	0.312	0.204	0.342
foiled	spriječeno	0.235	0.470	0.144
fold	fold	0.385	0.412	0.330
folded	preklopljen	0.179	0.373	0.327
folder	folder	0.490	0.279	0.375
foliage	lišće	0.620	0.373	0.237
folio	folio	0.513	0.265	0.435
folk	folk	0.663	0.433	0.432
folklore	folklor	0.755	0.585	0.449
follicle	folikula	0.406	0.331	0.436
follicular	folikularna	0.401	0.305	0.391
follow	pratiti	0.667	0.509	0.600
follower	pratilac	0.646	0.488	0.461
folly	ludost	0.184	0.833	0.363
fond	fond	0.885	0.602	0.518
fondle	ljubazno	0.823	0.485	0.355
fondling	laganje	0.794	0.564	0.500
fondness	ljubaznost	0.885	0.391	0.503
fondue	fondue	0.656	0.363	0.350
font	font	0.615	0.336	0.576
food	hrana	0.888	0.324	0.527
foodie	ljubitelj hrane	0.781	0.465	0.484
fool	budala	0.160	0.560	0.148
fooled	prevarena	0.051	0.692	0.241
foolhardy	nespretno	0.541	0.816	0.596
fooling	pretvaranje	0.167	0.755	0.384
foolish	glupo	0.316	0.255	0.109
foolishness	glupost	0.235	0.472	0.173
foolproof	besprekorno	0.479	0.484	0.500
foot	stopalo	0.490	0.290	0.254
foot stool	stopala	0.469	0.317	0.355
footage	snimak	0.625	0.235	0.364
football	fudbal	0.755	0.760	0.582
footbridge	brdski most	0.582	0.375	0.440
foothold	uporište	0.673	0.336	0.582
footing	podnožje	0.760	0.346	0.464
footlocker	footlocker	0.500	0.417	0.393
footloose	podnožje	0.549	0.595	0.447
footpath	pešačenje	0.677	0.321	0.473
footprint	otisak stopala	0.592	0.292	0.336
footwear	obuća	0.643	0.337	0.275
footwork	nogomet	0.448	0.540	0.352
fop	fop	0.281	0.561	0.328
forage	krmno bilje	0.583	0.389	0.370
foray	foray	0.418	0.618	0.676
forbearance	tolerancija	0.520	0.471	0.549
forbid	zabraniti	0.115	0.686	0.598
forbidding	zabranjuje	0.198	0.781	0.500
force	sila	0.612	0.750	0.905
forced	prisiljen	0.180	0.721	0.458
forceful	silovito	0.533	0.673	0.898
forceps	klešta	0.354	0.615	0.436
forces	snage	0.551	0.686	0.886
forcibly	prisilno	0.365	0.704	0.647
ford	ford	0.521	0.340	0.382
fore	prednji	0.667	0.417	0.654
forearm	podlaktica	0.469	0.304	0.509
foreboding	predznanje	0.439	0.706	0.636
forecast	prognoza	0.783	0.419	0.698
forecaster	forecaster	0.635	0.611	0.846
foreclose	zaustavi	0.220	0.582	0.560
foreclosure	oduzimanje	0.167	0.651	0.500
forefathers	predci	0.690	0.412	0.627
forefinger	forefinger	0.510	0.254	0.370
forefront	prednja strana	0.573	0.559	0.811
forego	odustati	0.396	0.661	0.291
foregoing	gore navedeno	0.420	0.346	0.324
foregone	ispao	0.271	0.567	0.235
foreground	prednja ploča	0.708	0.491	0.590
forehead	čelo	0.470	0.308	0.556
foreign	strani	0.573	0.681	0.385
foreigner	stranac	0.500	0.519	0.480
foreman	supervizor	0.458	0.612	0.750
foremost	pre svega	0.735	0.593	0.907
forensic	forenzički	0.439	0.627	0.436
forensics	forenzika	0.235	0.545	0.679
foreplay	predigra	0.724	0.627	0.474
forerunner	preteča	0.694	0.540	0.843
foresee	predvideti	0.583	0.452	0.522
foreseen	predviđena	0.566	0.361	0.562
foresight	predviđanje	0.680	0.482	0.640
forest	šuma	0.729	0.270	0.435
forestall	prevari	0.540	0.550	0.606
forethought	forethought	0.765	0.491	0.580
foreveralone	zauvijek sam	0.296	0.375	0.343
forevermore	zauvek	0.843	0.425	0.614
forewarned	unaprijed upozoreno	0.480	0.618	0.606
foreword	predgovor	0.590	0.314	0.551
forfeit	zaboravi	0.083	0.635	0.245
forfeited	oduzeti	0.156	0.650	0.352
forfeiture	oduzimanje	0.184	0.588	0.368
forge	forge	0.520	0.424	0.686
forger	falsifikator	0.156	0.673	0.518
forgery	falsifikat	0.235	0.654	0.481
forget	zaboraviti	0.312	0.382	0.209
forgetful	zaboravan	0.240	0.343	0.264
forgetfulness	zaborav	0.271	0.385	0.302
forgive	oprosti	0.781	0.408	0.562
forgiven	oprošteno	0.750	0.302	0.510
forgiveness	Oproštaj	0.667	0.430	0.471
forgiving	oprosti	0.885	0.317	0.556
forgotten	zaboravljen	0.235	0.280	0.184
fork	viljuška	0.406	0.300	0.529
forked	vilice	0.333	0.585	0.365
forking	forking	0.327	0.596	0.490
forklift	viljuškari	0.480	0.537	0.526
forlorn	napušten	0.316	0.571	0.217
form	obrazac	0.510	0.302	0.436
formal	formalno	0.735	0.250	0.625
formaldehyde	formaldehid	0.296	0.415	0.443
formalism	formalizam	0.838	0.289	0.689
formality	formalnost	0.594	0.353	0.750
format	formatu	0.562	0.308	0.438
formation	formiranje	0.615	0.453	0.731
formative	formativan	0.688	0.442	0.800
formed	formirana	0.656	0.272	0.696
formidable	zapanjujuće	0.708	0.709	0.857
forming	formiranje	0.729	0.343	0.800
formless	bezobličan	0.398	0.201	0.163
formula	formula	0.521	0.450	0.585
formulary	formular	0.531	0.470	0.500
formulate	formulisati	0.851	0.456	0.673
fornicate	fornicate	0.396	0.933	0.565
fornication	bijeg	0.365	0.951	0.457
forsake	odustati	0.102	0.567	0.223
forsaken	napuštena	0.050	0.490	0.192
forsooth	zauvek	0.490	0.450	0.406
fort	fort	0.780	0.673	0.860
forte	NO TRANSLATION	0.829	0.737	0.800
forthcoming	predstojeće	0.660	0.509	0.600
forthright	Iskreno	0.663	0.411	0.546
forthwith	odmah	0.688	0.606	0.650
fortification	utvrđenje	0.652	0.769	0.817
fortify	utvrditi	0.745	0.824	0.911
fortitude	otpornost	0.823	0.608	0.897
fortnight	dve nedelje	0.770	0.650	0.397
fortnightly	na dve nedelje	0.592	0.337	0.398
fortress	tvrđava	0.816	0.500	0.933
fortuitous	slučajno	0.625	0.469	0.546
fortunate	sretni	0.927	0.639	0.836
fortune	bogatstvo	0.926	0.731	0.873
fortunes	sreće	0.824	0.706	0.789
forty	četrdeset	0.458	0.367	0.482
forum	forum	0.556	0.490	0.632
forward	napred	0.873	0.412	0.750
forwarding	prosljeđivanje	0.583	0.537	0.510
fossil	fosil	0.480	0.292	0.380
fossils	fosili	0.520	0.314	0.422
foul	foul	0.224	0.460	0.355
found	pronađeno	0.833	0.446	0.490
foundation	fondacija	0.771	0.385	0.730
founder	osnivač	0.760	0.465	0.891
founding	osnivanje	0.698	0.404	0.898
foundry	livnica	0.531	0.491	0.594
fountain	fontana	0.704	0.292	0.559
four	četiri	0.552	0.280	0.383
fourfold	četiri puta	0.530	0.408	0.510
foursome	četvrto	0.615	0.497	0.518
fourteen	četrnaest	0.552	0.279	0.308
fourth	četvrto	0.559	0.280	0.398
fowl	ptica	0.510	0.388	0.364
fox	lisica	0.323	0.555	0.491
foxhole	lisica	0.312	0.539	0.389
foxtrot	foxtrot	0.562	0.520	0.505
foxy	foxy	0.552	0.642	0.679
foyer	foyer	0.552	0.370	0.443
fraction	frakcija	0.417	0.330	0.400
fractional	frakciono	0.306	0.360	0.509
fracture	fraktura	0.135	0.740	0.375
fragile	krhka	0.302	0.163	0.126
fragility	krhkost	0.316	0.306	0.200
fragment	fragment	0.211	0.316	0.429
fragmentary	fragmentarno	0.438	0.520	0.464
fragrance	miris	0.847	0.357	0.667
fragrant	mirisno	0.615	0.598	0.613
frail	slaba	0.255	0.333	0.069
frailty	slabost	0.385	0.400	0.218
frame	okvir	0.469	0.333	0.420
framework	okvir	0.459	0.330	0.360
franc	frank	0.710	0.451	0.640
franchise	franšiza	0.663	0.400	0.560
frank	Frank	0.625	0.358	0.604
frankenstorm	NO TRANSLATION	0.357	0.726	0.546
frankness	iskrenost	0.571	0.612	0.745
frantic	besmisleno	0.210	0.890	0.627
frantically	odvratno	0.375	0.898	0.735
frat	frat	0.714	0.371	0.726
fraternal	bratski	0.844	0.336	0.536
fraternity	bratstvo	0.892	0.536	0.679
fraud	prevara	0.111	0.688	0.407
fraudulent	lažna	0.150	0.774	0.417
fraught	napunjen	0.266	0.662	0.596
fray	fray	0.337	0.542	0.482
frayed	iskrivljen	0.312	0.363	0.307
frazzled	frazzled	0.344	0.415	0.339
freak	nakazo	0.052	0.839	0.464
freaked	freaked	0.135	0.917	0.340
freakedout	NO TRANSLATION	0.323	0.688	0.365
freakingout	NO TRANSLATION	0.219	0.769	0.339
freakish	divno	0.135	0.915	0.566
freakout	freakout	0.250	0.696	0.397
freaky	freaky	0.190	0.615	0.384
freckle	pegla	0.542	0.396	0.254
free	besplatno	0.896	0.500	0.544
freebie	freebie	0.796	0.596	0.500
freedom	sloboda	0.969	0.544	0.905
freehold	freehold	0.635	0.630	0.882
freelance	slobodni	0.833	0.577	0.736
freelancer	freelancer	0.614	0.564	0.553
freely	slobodno	0.875	0.456	0.716
freeman	freeman	0.823	0.454	0.618
freestyle	freestyle	0.765	0.652	0.520
freeway	autoput	0.531	0.644	0.648
freeze	zamrzavanje	0.191	0.406	0.481
freezer	zamrzivač	0.396	0.406	0.407
freezing	zamrzavanje	0.327	0.367	0.471
freight	teret	0.411	0.528	0.490
freighter	freighter	0.406	0.445	0.580
french horn	francuska sirena	0.573	0.471	0.407
frenetic	frenetičan	0.429	0.930	0.616
frenzied	zeznuti	0.365	0.951	0.655
frenzy	blaznost	0.610	0.965	0.682
frequency	frekvencija	0.561	0.557	0.537
frequent	česti	0.594	0.481	0.525
frequently	često	0.596	0.423	0.634
fresco	freska	0.827	0.280	0.320
fresh	sveže	0.908	0.292	0.419
freshair	NO TRANSLATION	0.688	0.377	0.509
freshen	osvežite	0.806	0.363	0.566
freshener	osvježivač	0.704	0.380	0.473
freshman	brucoš	0.677	0.570	0.441
freshness	svežina	0.917	0.333	0.585
freshstart	novi pocetak	0.765	0.580	0.500
freshwater	slatka voda	0.854	0.284	0.393
fret	fret	0.289	0.460	0.231
fretful	užasno	0.409	0.689	0.364
friar	friar	0.510	0.260	0.531
fricking	fricking	0.333	0.642	0.357
friction	trenje	0.271	0.778	0.534
friday	petak	0.624	0.411	0.341
fridge	frižider	0.571	0.292	0.402
fried	prženi	0.479	0.482	0.336
friend	prijatelju	0.906	0.413	0.573
friendless	prijateljski	0.102	0.360	0.204
friendliness	prijateljstvo	0.981	0.270	0.611
friendly	prijateljski	0.917	0.398	0.598
friends	prijatelji	0.929	0.510	0.625
friendship	prijateljstvo	0.958	0.343	0.694
frigate	frigate	0.490	0.510	0.560
friggen	NO TRANSLATION	0.390	0.550	0.442
fright	strah	0.177	0.816	0.191
frighten	uplašiti	0.255	0.843	0.500
frightened	uplašen	0.153	0.817	0.255
frightening	zastrašujuće	0.122	0.969	0.625
frightful	strašno	0.125	0.755	0.455
frigid	frigidan	0.219	0.481	0.395
fringe	rub	0.520	0.387	0.323
fringed	rešetke	0.458	0.370	0.348
frisbee	frizbi	0.706	0.543	0.364
frisk	NO TRANSLATION	0.490	0.547	0.377
frisky	frisky	0.700	0.632	0.525
frivolous	frivolous	0.271	0.565	0.377
frock	frock	0.632	0.327	0.381
frog	žaba	0.439	0.311	0.150
froggy	froggy	0.500	0.560	0.425
frolic	frolic	0.781	0.864	0.538
front	front	0.677	0.350	0.623
frontage	frontage	0.510	0.356	0.277
frontal	frontalno	0.459	0.434	0.526
frontier	granica	0.438	0.550	0.650
fronting	fronting	0.500	0.480	0.509
frontispiece	frontispiece	0.438	0.453	0.491
frost	mraz	0.449	0.455	0.385
frostbite	frostbite	0.203	0.380	0.566
frosted	mrazan	0.748	0.471	0.218
frosting	mraz	0.823	0.480	0.424
frosty	ledeno	0.427	0.480	0.381
froth	pena	0.612	0.287	0.194
frothy	pena	0.774	0.398	0.356
frown	mrmlja	0.214	0.602	0.433
frowning	mršti	0.194	0.582	0.500
frozen	smrznuto	0.344	0.346	0.375
frugal	skromno	0.480	0.355	0.355
fruit	voće	0.896	0.291	0.312
fruit punch	voćni udarac	0.837	0.363	0.368
fruitcake	fruitcake	0.865	0.440	0.357
fruitful	plodno	0.730	0.618	0.637
fruition	fruition	0.776	0.567	0.664
fruitless	bezuspešno	0.260	0.580	0.311
fruits	voće	0.865	0.357	0.259
fruity	voćni	0.683	0.414	0.330
frustrate	frustriraju	0.100	0.809	0.243
frustrated	frustriran	0.080	0.651	0.255
frustrates	frustrates	0.146	0.653	0.340
frustrating	frustrirajuće	0.042	0.696	0.264
frustration	frustracija	0.060	0.730	0.280
fry	pržite	0.520	0.610	0.324
fryer	friteza	0.573	0.459	0.431
fuchsia	fuchsia	0.633	0.275	0.264
fuck	jebi se	0.198	0.930	0.446
fuckedoff	jebeno	0.122	0.696	0.316
fucker	jebaču	0.094	0.788	0.357
fucking	jebeno	0.229	0.812	0.390
fuckoff	fuckoff	0.190	0.700	0.457
fucksake	fucksake	0.240	0.702	0.466
fucktard	fucktard	0.214	0.643	0.364
fuckyeah	fuckyeah	0.490	0.811	0.528
fudge	fudge	0.853	0.418	0.407
fuel	gorivo	0.445	0.528	0.644
fugitive	begunac	0.104	0.922	0.388
fulcrum	spuštanje	0.410	0.320	0.445
fulfill	ispuniti	0.784	0.461	0.577
fulfilled	ispunjeno	0.896	0.480	0.676
fulfilling	ispunjavajući	0.823	0.417	0.755
fulfillment	ispunjenje	0.833	0.528	0.683
full	pun	0.602	0.255	0.704
fullback	povlačenje	0.500	0.594	0.519
fullness	punoća	0.868	0.402	0.811
fully	potpuno	0.763	0.450	0.779
fulsome	fulsome	0.510	0.509	0.560
fumble	fumble	0.360	0.551	0.412
fume	dima	0.300	0.454	0.372
fumigation	fumigacija	0.327	0.627	0.604
fumin	NO TRANSLATION	0.354	0.420	0.443
fuming	fuming	0.240	0.660	0.481
fun	zabava	0.918	0.843	0.667
function	funkcija	0.694	0.296	0.618
functional	funkcionalan	0.750	0.500	0.720
fund	fond	0.521	0.360	0.426
fundamental	fundamentalni	0.708	0.422	0.903
fundamentalist	fundamentalistički	0.490	0.430	0.759
fundamentally	fundamentalno	0.653	0.441	0.759
funday	zabavan dan	0.743	0.549	0.525
funding	finansiranje	0.729	0.480	0.827
fundraiser	prikupljanje sredstava	0.610	0.577	0.667
fundraising	prikupljanje sredstava	0.760	0.620	0.544
funds	sredstva	0.633	0.330	0.461
funeral	pogreb	0.073	0.380	0.393
fungus	gljivica	0.388	0.337	0.173
funk	funk	0.466	0.589	0.390
funky	funky	0.531	0.755	0.389
funnel	levak	0.354	0.274	0.336
funny	smešno	0.918	0.610	0.566
fur	krzno	0.583	0.392	0.315
furious	besan	0.062	0.953	0.598
furiously	besno	0.062	0.925	0.657
furlong	furlong	0.418	0.446	0.431
furlough	furlough	0.531	0.432	0.772
furnace	peći	0.429	0.529	0.500
furnish	opremiti	0.755	0.487	0.490
furnishings	nameštaj	0.592	0.177	0.346
furniture	nameštaj	0.688	0.260	0.264
furor	furor	0.500	0.863	0.636
furrow	brazde	0.408	0.420	0.345
furry	krzno	0.428	0.400	0.333
furtherance	unapređenje	0.698	0.441	0.727
fury	bes	0.062	0.875	0.676
fuse	osigurač	0.373	0.565	0.574
fuselage	fuselage	0.312	0.558	0.529
fusion	fuzija	0.635	0.561	0.741
fuss	gužva	0.406	0.876	0.480
fussy	fussy	0.417	0.643	0.519
fustrated	NO TRANSLATION	0.163	0.684	0.356
futile	beskorisno	0.122	0.332	0.158
futility	beskorisnost	0.125	0.320	0.176
