Word	Javanese-jw	Valence	Arousal	Dominance
comparison	perbandingan	0.583	0.456	0.492
compartment	kompartemen	0.500	0.389	0.607
compass	kompas	0.541	0.307	0.529
compassion	karep	0.735	0.258	0.509
compassionate	welas asih	0.857	0.404	0.411
compatibility	kompatibilitas	0.816	0.450	0.673
compatible	kompatibel	0.892	0.387	0.638
compel	ngguyu	0.200	0.847	0.625
compelled	dipeksa	0.333	0.654	0.347
compelling	nyemangati	0.698	0.570	0.870
compendium	compendium	0.610	0.461	0.537
compensate	ngisi	0.612	0.429	0.762
compensation	ganti rugi	0.775	0.469	0.598
compensatory	compensatory	0.589	0.490	0.700
compete	saingan	0.573	0.745	0.786
competence	kompetensi	0.615	0.802	0.823
competency	kompetensi	0.768	0.775	0.764
competent	cekap	0.865	0.560	0.904
competition	kompetisi	0.580	0.790	0.798
competitive	competitive	0.447	0.718	0.908
competitor	pesaing	0.612	0.959	0.861
compilation	kompilasi	0.530	0.512	0.606
compile	kompilasi	0.600	0.413	0.519
complacency	puas	0.604	0.503	0.519
complacent	kepenak	0.625	0.452	0.518
complain	sambat	0.143	0.682	0.360
complaint	keluhan	0.143	0.606	0.281
complement	ngompliti	0.760	0.277	0.600
complementary	komplementer	0.714	0.320	0.586
complete	lengkap	0.750	0.414	0.809
completed	rampung	0.823	0.357	0.777
completely	rampung	0.730	0.370	0.690
completeness	completeness	0.823	0.433	0.769
completing	ngrampungake	0.614	0.500	0.769
completion	rampung	0.656	0.470	0.525
complex	Komplek	0.388	0.608	0.550
complexed	kompleks	0.312	0.577	0.612
complexion	pola	0.521	0.520	0.380
complexity	kerumitan	0.479	0.620	0.595
compliance	selaras	0.750	0.462	0.750
compliant	cecek	0.677	0.310	0.519
complicate	rumit	0.210	0.657	0.404
complicated	rumit	0.211	0.660	0.455
complication	komplikasi	0.365	0.726	0.330
complicity	complicity	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	tambahan	0.823	0.413	0.435
comply	tundhuk	0.806	0.370	0.638
complying	complying	0.729	0.423	0.590
compo	compo	0.500	0.346	0.390
component	komponen	0.531	0.382	0.525
compose	nyipta	0.639	0.432	0.694
composed	dumadi	0.684	0.385	0.682
composer	komposer	0.822	0.588	0.691
composite	komposit	0.591	0.459	0.620
composition	komposisi	0.765	0.408	0.652
compost	kompos	0.480	0.404	0.441
composure	ketenangan	0.802	0.354	0.717
compound	senyawa	0.635	0.385	0.735
comprehend	paham	0.875	0.365	0.689
comprehension	pangerten	0.908	0.387	0.688
comprehensive	lengkap	0.796	0.385	0.644
compress	kompres	0.406	0.412	0.460
compressed	dikompresi	0.323	0.396	0.388
compressible	kompresibel	0.622	0.392	0.585
compression	kompresi	0.646	0.521	0.579
compressor	kompresor	0.418	0.481	0.630
comprise	ngemot	0.839	0.373	0.669
compromise	kompromi	0.677	0.520	0.805
comptroller	comptroller	0.402	0.481	0.866
compulsion	pamrih	0.118	0.760	0.604
compulsive	kompulsif	0.347	0.871	0.573
compulsory	wajib	0.343	0.541	0.791
computable	bisa dipirsani	0.570	0.402	0.545
computation	komputasi	0.583	0.429	0.697
compute	ngitung	0.531	0.408	0.564
computer	komputer	0.802	0.356	0.639
computerized	komputerisasi	0.677	0.450	0.657
computing	komputasi	0.745	0.398	0.695
comrade	kanca	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	concatenation	0.480	0.593	0.539
concave	cekak	0.441	0.349	0.349
conceal	ndhelikake	0.312	0.436	0.306
concealed	ndhelik	0.344	0.363	0.352
concealment	ndhelikake	0.302	0.570	0.390
concede	setuju	0.670	0.324	0.473
conceit	seneng banget	0.354	0.625	0.309
conceited	sedhih banget	0.194	0.667	0.473
conceivable	kepikiran	0.730	0.350	0.613
conceive	ngandhut	0.708	0.538	0.700
concentrate	konsentrasi	0.750	0.439	0.743
concentration	konsentrasi	0.735	0.500	0.722
concentric	konsisten	0.730	0.479	0.635
concept	konsep	0.573	0.265	0.632
conception	konsepsi	0.694	0.490	0.614
concern	badhan	0.250	0.734	0.463
concerned	mrihatinake	0.292	0.698	0.350
concert	konser	0.938	0.867	0.718
concerto	konser	0.613	0.759	0.679
concession	konsesi	0.588	0.423	0.615
concessional	concessional	0.770	0.493	0.657
conch	conch	0.583	0.306	0.339
concierge	concierge	0.480	0.343	0.343
conciliation	konsiliasi	0.792	0.475	0.726
concise	ringkes	0.583	0.298	0.620
conclave	conclave	0.573	0.440	0.611
conclude	nyimpulake	0.530	0.267	0.679
concluding	concluding	0.531	0.382	0.603
conclusion	kesimpulan	0.615	0.377	0.659
conclusive	conclusive	0.500	0.427	0.745
concoction	concoction	0.448	0.459	0.417
concomitant	concomitant	0.427	0.482	0.727
concord	concord	0.677	0.320	0.586
concordance	concordance	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	concourse	0.740	0.657	0.528
concrete	konkrit	0.633	0.420	0.547
concubine	selir	0.388	0.594	0.476
concur	setuju	0.459	0.394	0.429
concurrence	kasepakatan	0.764	0.627	0.613
concurrent	bebarengan	0.573	0.547	0.741
concurring	setuju	0.573	0.600	0.681
concussion	geger	0.072	0.708	0.482
condemn	ngukum	0.102	0.793	0.625
condemnation	paukuman	0.133	0.725	0.449
condensation	kondensasi	0.510	0.316	0.538
condensed	kental	0.598	0.415	0.623
condescending	condescending	0.583	0.363	0.593
condescension	condescension	0.521	0.377	0.565
condiment	condiment	0.520	0.333	0.433
condition	kondisi	0.500	0.469	0.519
conditional	kondisional	0.521	0.343	0.556
conditionally	kondhisi	0.396	0.419	0.617
conditioned	kahanan	0.490	0.417	0.616
conditioner	kondhisi	0.781	0.360	0.538
conditioning	kahanan	0.440	0.468	0.617
conditions	kahanan	0.551	0.441	0.593
condo	condo	0.439	0.288	0.607
condolence	condolence	0.260	0.443	0.404
condolences	belasungkawa	0.198	0.480	0.288
condom	kondom	0.406	0.637	0.500
condone	condone	0.571	0.441	0.619
condor	condor	0.573	0.388	0.519
conducive	kondusif	0.775	0.479	0.679
conduct	tumindak	0.453	0.510	0.750
conduction	konduksi	0.530	0.557	0.717
conductivity	konduktivitas	0.583	0.575	0.642
conductor	konduktor	0.677	0.663	0.621
conduit	conduit	0.470	0.302	0.413
cone	kerucut	0.417	0.208	0.343
confederacy	konfederasi	0.590	0.541	0.736
confederate	confederate	0.551	0.546	0.792
confederation	konfederasi	0.663	0.404	0.830
confer	confer	0.573	0.482	0.583
conference	Konferensi	0.688	0.615	0.606
confess	ngakeni	0.360	0.712	0.431
confession	pratelan	0.469	0.642	0.460
confessional	pengakuan	0.458	0.392	0.629
confessions	pangakon	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	confidant	0.837	0.633	0.631
confide	ngandel	0.669	0.472	0.595
confidence	kapercayan	0.959	0.276	0.943
confident	mantep	0.765	0.324	0.723
confidential	rahasia	0.643	0.471	0.761
confidentiality	rahasia	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	konfigurasi	0.540	0.443	0.591
confine	ngurung	0.327	0.551	0.538
confined	Dibuwang	0.286	0.472	0.444
confinement	confinement	0.333	0.656	0.520
confines	watesan	0.396	0.386	0.542
confirm	konfirmasi	0.802	0.439	0.806
confirmation	konfirmasi	0.812	0.480	0.692
confirmatory	confirmatory	0.656	0.500	0.683
confirmed	dikonfirmasi	0.760	0.490	0.764
confiscate	ngrampog	0.250	0.625	0.482
confiscation	kompensasi	0.208	0.706	0.586
conflagration	kebakaran	0.344	0.721	0.594
conflict	konflik	0.335	0.906	0.471
conflicting	konflik	0.173	0.738	0.553
confluence	confluence	0.677	0.598	0.565
conform	salaras	0.479	0.380	0.375
conformance	konformansi	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	aturan	0.645	0.363	0.579
confound	bingung	0.347	0.529	0.333
confounded	bingung	0.333	0.528	0.264
confront	ngadhepi	0.281	0.760	0.746
confrontation	konfrontasi	0.177	0.870	0.658
confuse	bingung	0.100	0.580	0.270
confused	bingung	0.220	0.650	0.179
confusing	bingung	0.229	0.690	0.222
confusion	kebingungan	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	congenial	0.820	0.412	0.620
congenital	kongenital	0.448	0.434	0.427
congestion	kemacetan	0.271	0.654	0.491
conglomerate	konglomerat	0.500	0.500	0.838
conglomeration	konglomerasi	0.541	0.720	0.670
congrats	congrats	0.930	0.726	0.775
congratulate	congratulate	0.927	0.724	0.784
congratulation	salam sejahtera	0.948	0.780	0.717
congratulations	Sugeng	0.960	0.755	0.719
congratulatory	congratulatory	0.959	0.616	0.689
congregate	ngumpul	0.653	0.530	0.733
congregation	jemaah	0.561	0.490	0.700
congress	kongres	0.449	0.444	0.857
congressional	Kongres	0.552	0.491	0.848
congressman	kongres	0.438	0.471	0.877
congruence	congruence	0.656	0.472	0.577
conic	conic	0.510	0.368	0.379
conical	conical	0.490	0.422	0.471
conjecture	konjektur	0.396	0.398	0.534
conjugal	conjugal	0.698	0.510	0.688
conjugate	conjugate	0.583	0.420	0.467
conjugation	conjugation	0.479	0.429	0.582
conjunction	klebu	0.520	0.472	0.509
conjunctive	conjunctive	0.487	0.444	0.639
conjure	nyemangati	0.385	0.679	0.645
conjuring	conjuring	0.224	0.653	0.694
conk	conk	0.340	0.469	0.404
connect	nyambungake	0.724	0.299	0.536
connected	disambungake	0.816	0.550	0.612
connection	sambungan	0.729	0.560	0.655
connective	nyambungake	0.719	0.491	0.764
connoisseur	pancake	0.760	0.461	0.769
conquer	digdaya	0.694	0.873	0.971
conquering	ngalahake	0.760	0.873	0.936
conqueror	penakluk	0.604	0.809	0.930
conquest	penaklukan	0.710	0.702	0.833
conscience	kalbu	0.663	0.375	0.721
conscientious	konsisten	0.688	0.404	0.688
conscious	sadar	0.740	0.333	0.705
consciousness	eling	0.840	0.483	0.755
conscription	conscription	0.396	0.775	0.642
consecrated	disucekake	0.663	0.500	0.800
consecration	consecration	0.771	0.418	0.804
consecutive	consecutive	0.663	0.418	0.643
consensual	konsensual	0.663	0.417	0.655
consensus	konsensus	0.627	0.358	0.625
consent	setuju	0.750	0.500	0.620
consenting	setuju	0.727	0.406	0.693
consequence	akibat	0.240	0.721	0.593
consequent	akibat	0.663	0.471	0.625
conservation	konservasi	0.832	0.401	0.606
conservatism	konservatisme	0.406	0.369	0.633
conservative	konservatif	0.615	0.316	0.788
conservatory	konservasi	0.635	0.240	0.729
conserve	ngreksa	0.690	0.347	0.573
consider	nimbang	0.677	0.368	0.579
considerable	Gedhe	0.653	0.314	0.683
considerate	konsisten	0.781	0.380	0.633
consideration	pertimbangan	0.589	0.380	0.687
consignee	consignee	0.635	0.385	0.602
consignment	konsinyasi	0.490	0.440	0.500
consist	kalebu	0.823	0.386	0.580
consistency	konsistensi	0.714	0.500	0.887
consistent	konsisten	0.786	0.431	0.726
consolation	panglipur	0.408	0.250	0.304
console	console	0.625	0.398	0.415
consoled	nyemangati	0.700	0.343	0.452
consolidate	nggabungake	0.880	0.440	0.870
consolidated	nggabungake	0.700	0.366	0.784
consolidation	konsolidasi	0.604	0.445	0.776
consonant	konsonan	0.500	0.347	0.417
consort	konsèp	0.632	0.509	0.630
conspicuous	conspicuous	0.479	0.520	0.596
conspiracy	konspirasi	0.125	0.787	0.652
conspirator	komplotan	0.271	0.786	0.707
conspire	nglumpukake	0.206	0.740	0.520
constable	constable	0.573	0.667	0.764
constancy	konstan	0.786	0.443	0.763
constant	terus-terusan	0.740	0.296	0.686
constantly	terus	0.663	0.561	0.700
constellation	rasi lintang	0.719	0.533	0.775
consternation	keprihatinan	0.167	0.680	0.469
constipation	constipation	0.079	0.612	0.231
constituency	konstituensi	0.500	0.480	0.696
constituent	constituent	0.573	0.500	0.827
constituents	konstituen	0.573	0.414	0.833
constitute	akehe	0.812	0.349	0.906
constitution	konstitusi	0.590	0.380	0.889
constitutional	konstitusi	0.633	0.418	0.827
constitutionality	konstitusi	0.612	0.439	0.853
constrain	ngganggu	0.261	0.500	0.500
constrained	dibuwang	0.135	0.537	0.357
constraint	watesan	0.323	0.550	0.481
construct	mbangun	0.750	0.648	0.792
construction	konstruksi	0.848	0.612	0.759
constructive	mbangun	0.860	0.570	0.812
construe	mbatesi	0.602	0.519	0.553
consul	konsul	0.573	0.354	0.688
consulate	konsulat	0.561	0.453	0.694
consult	konsultasi	0.755	0.370	0.441
consultant	konsultan	0.770	0.344	0.808
consultation	konsultasi	0.660	0.463	0.625
consume	mangan	0.427	0.620	0.509
consumer	konsumen	0.507	0.551	0.677
consuming	mangan	0.573	0.541	0.536
consummate	sampurna	0.551	0.540	0.558
consummation	consummation	0.583	0.676	0.661
consumption	konsumsi	0.390	0.531	0.538
contact	kontak	0.719	0.424	0.526
contagion	contagion	0.208	0.630	0.535
contagious	contagious	0.184	0.725	0.400
contain	ngemot	0.542	0.490	0.658
container	sing	0.551	0.396	0.561
containment	containment	0.411	0.491	0.618
contaminate	contaminate	0.140	0.611	0.426
contaminated	kontaminasi	0.040	0.500	0.368
contamination	kontaminasi	0.125	0.610	0.375
contemplate	ngelingi	0.740	0.347	0.642
contemplation	kontemplasi	0.552	0.324	0.627
contemplative	kontemplatif	0.729	0.308	0.739
contemporaneous	kontemporer	0.640	0.373	0.591
contemporary	kontemporer	0.720	0.365	0.569
contempt	penghinaan	0.206	0.635	0.396
contemptible	nesu	0.146	0.657	0.471
contemptuous	ngapusi	0.204	0.500	0.375
contend	padu	0.510	0.657	0.731
contender	pesaing	0.480	0.790	0.681
contending	contending	0.490	0.698	0.716
content	isi	0.764	0.296	0.559
contented	nyenengake	0.857	0.612	0.746
contention	pratelan	0.375	0.510	0.738
contentious	contentious	0.422	0.573	0.637
contentment	kepuasan	0.875	0.610	0.782
contents	isi	0.656	0.375	0.550
contest	kontes	0.667	0.698	0.717
contestant	kontestan	0.760	0.530	0.602
context	konteks	0.531	0.300	0.553
contiguous	cedhak	0.375	0.450	0.500
continence	continence	0.450	0.396	0.469
continent	bawana	0.551	0.373	0.833
continental	kontinental	0.486	0.350	0.755
contingency	contingency	0.396	0.500	0.670
contingent	contingent	0.470	0.531	0.659
continual	terus-terusan	0.500	0.423	0.685
continually	terus-terusan	0.646	0.438	0.698
continuance	terus-terusan	0.729	0.510	0.652
continuation	lanjutan	0.615	0.470	0.566
continue	terus	0.630	0.427	0.612
continued	terus	0.635	0.440	0.500
continuing	terus	0.667	0.500	0.520
continuity	kasambung	0.781	0.439	0.684
continuous	terus-terusan	0.625	0.509	0.580
continuously	terus-terusan	0.719	0.417	0.702
continuum	terus	0.677	0.390	0.491
contour	kontur	0.589	0.265	0.414
contraband	contraband	0.177	0.875	0.670
contraception	kontrasepsi	0.296	0.518	0.525
contract	kontrak	0.594	0.412	0.636
contracted	dikontrak	0.344	0.557	0.449
contractile	kontraktil	0.480	0.586	0.569
contracting	kontrak	0.594	0.490	0.769
contraction	kontraksi	0.292	0.755	0.603
contractor	kontraktor	0.592	0.479	0.727
contradict	contradict	0.160	0.598	0.482
contradiction	kontradiksi	0.250	0.660	0.377
contradictory	contradictory	0.365	0.651	0.421
contraption	contraption	0.448	0.590	0.491
contrary	nalisir	0.327	0.449	0.338
contrast	kontras	0.480	0.406	0.520
contrasted	contrasted	0.521	0.538	0.491
contravene	contravene	0.357	0.618	0.472
contravention	contravention	0.344	0.627	0.593
contribute	kontribusi	0.806	0.350	0.795
contribution	kontribusi	0.854	0.452	0.760
contributor	kontributor	0.844	0.510	0.760
contrite	contrite	0.347	0.363	0.473
contrition	contrition	0.347	0.583	0.463
contrived	contrived	0.408	0.530	0.458
control	kontrol	0.729	0.352	0.808
controller	controller	0.469	0.712	0.868
controlling	Ngontrol	0.490	0.441	0.885
controversial	kontroversial	0.271	0.858	0.538
controversy	kontroversi	0.250	0.819	0.600
contusion	contusion	0.167	0.565	0.509
conundrum	conundrum	0.354	0.524	0.408
convalescent	nyurung	0.458	0.480	0.269
convection	konveksi	0.521	0.494	0.526
convene	rapat	0.583	0.676	0.636
convenience	penak	0.781	0.448	0.613
conveniences	kesenengan	0.802	0.412	0.693
convenient	trep	0.846	0.491	0.574
convent	biara	0.480	0.217	0.594
convention	Konvensi	0.622	0.622	0.704
conventional	conventional	0.594	0.292	0.634
converge	nglumpukake	0.635	0.471	0.539
convergence	konvergensi	0.551	0.491	0.625
convergent	convergent	0.781	0.490	0.696
conversant	wong tuwa	0.724	0.360	0.542
conversation	obrolan	0.750	0.510	0.609
conversational	conversational	0.719	0.431	0.596
conversationalist	conversationalist	0.719	0.467	0.667
converse	wisata	0.594	0.406	0.598
conversing	conversing	0.755	0.409	0.442
conversion	konversi	0.480	0.605	0.736
convert	Ngonversi	0.551	0.538	0.704
converted	diowahi	0.663	0.418	0.686
convertible	konversi	0.542	0.529	0.717
convex	cembung	0.438	0.427	0.445
convexity	convexity	0.449	0.354	0.484
convey	ngirim	0.719	0.633	0.708
conveyance	conveyance	0.615	0.520	0.455
conveyancing	conveyancing	0.375	0.479	0.663
convict	convict	0.177	0.840	0.477
conviction	keyakinan	0.615	0.704	0.826
convince	yakinake	0.708	0.539	0.763
convinced	yakin	0.750	0.500	0.630
convincing	meyakinkan	0.760	0.527	0.900
convocation	convocation	0.538	0.611	0.663
convoluted	convoluted	0.323	0.614	0.433
convolution	Konvolusi	0.417	0.559	0.527
convoy	convoy	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	masak	0.847	0.500	0.412
cookbook	buku masak	0.602	0.346	0.398
cooker	kompor	0.592	0.373	0.407
cookery	masak	0.633	0.368	0.345
cookie	cookie	0.792	0.306	0.250
cookies	cookie	0.823	0.451	0.316
cooking	adhang	0.694	0.510	0.434
cookout	cookout	0.680	0.406	0.482
cool	kelangan	0.885	0.540	0.781
coolant	coolant	0.720	0.412	0.456
cooler	adhem	0.664	0.375	0.460
cooling	cooling	0.469	0.324	0.392
coolness	kahanan	0.490	0.307	0.548
coon	coon	0.490	0.460	0.400
coop	coop	0.612	0.445	0.650
cooperate	makarya	0.898	0.451	0.582
cooperating	nyengkuyung	0.760	0.390	0.693
cooperation	kerjasama	0.847	0.473	0.686
cooperative	pengusaha	0.816	0.461	0.670
coordinate	koordinasi	0.698	0.429	0.694
coordination	sesambungan	0.677	0.454	0.789
coordinator	koordinator	0.750	0.510	0.850
cop	pulisi	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	ngrampungake	0.592	0.647	0.709
copier	copier	0.459	0.345	0.390
copilot	copilot	0.640	0.538	0.573
coping	nanggulangi	0.562	0.630	0.613
copious	copious	0.427	0.462	0.527
copper	tembaga	0.580	0.260	0.500
copter	copter	0.571	0.704	0.569
copy	salinan	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	Nyalin	0.448	0.315	0.404
copyright	hak cipta	0.458	0.402	0.663
coral	koral	0.802	0.231	0.425
coral snake	ular koral	0.276	0.712	0.607
cord	tali	0.388	0.378	0.358
cordial	cordial	0.823	0.312	0.482
cordless	tanpa kabel	0.667	0.441	0.528
cordon	cordon	0.469	0.317	0.380
corduroy	corduroy	0.570	0.324	0.357
core	inti	0.721	0.378	0.540
cork	Cork	0.347	0.250	0.281
corkscrew	corkscrew	0.427	0.443	0.445
corn	jagung	0.594	0.196	0.292
cornball	cornball	0.479	0.378	0.325
cornbread	roti jagung	0.643	0.304	0.302
cornea	kornea	0.521	0.346	0.443
corned	corned	0.459	0.441	0.425
corner	sudhut	0.400	0.296	0.366
cornerstone	cornerstone	0.550	0.388	0.596
cornet	cornet	0.507	0.520	0.415
cornfield	cornfield	0.719	0.310	0.349
cornflakes	NO TRANSLATION	0.729	0.346	0.355
cornice	cornice	0.458	0.441	0.295
cornstarch	cornstarch	0.643	0.299	0.337
corny	corny	0.448	0.370	0.221
corollary	corollary	0.458	0.469	0.366
corona	korona	0.818	0.439	0.745
coronary	koroner	0.567	0.613	0.509
coronation	koronasi	0.792	0.592	0.836
coroner	koroner	0.323	0.558	0.526
corporal	kopral	0.582	0.490	0.596
corporate	perusahaan	0.592	0.454	0.745
corporation	perusahaan	0.429	0.332	0.873
corporeal	corporeal	0.520	0.350	0.461
corps	corps	0.551	0.453	0.483
corpse	mayit	0.094	0.657	0.232
corpsman	corpsman	0.439	0.469	0.651
corpus	corpus	0.543	0.340	0.490
corral	corral	0.606	0.662	0.422
correct	bener	0.857	0.306	0.723
correction	koreksi	0.448	0.485	0.558
correctional	mbenerake	0.292	0.713	0.602
corrective	mbenerake	0.448	0.528	0.613
correctness	bener	0.796	0.450	0.649
correlation	korélasi	0.596	0.462	0.571
correlative	korelatif	0.510	0.402	0.571
correspond	cocog	0.710	0.452	0.545
correspondence	korespondensi	0.663	0.423	0.491
correspondent	koresponden	0.573	0.565	0.712
corresponding	sing cocog	0.740	0.423	0.618
corridor	koridor	0.604	0.589	0.592
corroborate	corroborate	0.671	0.471	0.616
corroboration	koruptor	0.625	0.431	0.733
corrosion	karat	0.156	0.610	0.348
corrosive	corrosive	0.140	0.618	0.570
corrupt	ngrusak	0.020	0.806	0.500
corrupting	ngrusak	0.062	0.804	0.380
corruption	korupsi	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	korset	0.490	0.520	0.381
cortex	cortex	0.594	0.439	0.529
cortical	cortikal	0.380	0.423	0.536
cortisone	kortisone	0.427	0.395	0.456
corvette	corvette	0.551	0.520	0.598
cosmetic	kosmetik	0.625	0.304	0.308
cosmetics	kosmetik	0.765	0.464	0.472
cosmic	kosmik	0.663	0.538	0.692
cosmology	kosmologi	0.651	0.438	0.637
cosmopolitan	kosmopolitan	0.823	0.510	0.760
cosmos	kosmos	0.860	0.478	0.664
cost	biaya	0.365	0.420	0.439
costly	larang regane	0.316	0.650	0.642
costume	kostum	0.548	0.510	0.374
cosy	nyaman	0.847	0.255	0.518
cot	gubuk	0.625	0.230	0.278
cote	cote	0.439	0.344	0.324
cottage	pondhok	0.600	0.279	0.361
cotton	katun	0.639	0.071	0.240
couch	kursi	0.594	0.082	0.198
cougar	cougar	0.438	0.588	0.538
cough	watuk	0.255	0.627	0.241
council	dewan	0.875	0.279	0.635
councilman	anggota dewan	0.531	0.367	0.793
counsel	penasehat	0.594	0.519	0.730
counseling	konseling	0.667	0.480	0.704
counsellor	penasihat	0.823	0.327	0.740
counselor	penasihat	0.873	0.365	0.706
count	count	0.594	0.389	0.492
countdown	countdown	0.438	0.692	0.490
countenance	countenance	0.635	0.440	0.690
counter	nglawan	0.439	0.478	0.750
counteract	counteract	0.378	0.542	0.688
counterattack	counterattack	0.281	0.951	0.764
counterbalance	ngimbangi	0.520	0.480	0.627
counterclaim	counterclaim	0.398	0.760	0.651
counterfeit	palsu	0.094	0.694	0.451
counterpart	pasangan	0.448	0.608	0.577
counterpoint	counterpoint	0.438	0.509	0.538
countess	countess	0.562	0.440	0.670
countless	ora akeh	0.520	0.566	0.534
country	negara	0.698	0.394	0.693
countryman	negara	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	desa	0.732	0.288	0.327
counts	counts	0.343	0.373	0.500
county	Negoro	0.479	0.368	0.545
coup	kudeta	0.275	0.815	0.607
coupe	Coupe	0.479	0.460	0.482
couple	saperangan	0.806	0.605	0.607
coupled	ditambahake	0.612	0.286	0.650
coupling	kopling	0.594	0.479	0.555
