Word	Estonian-et	Valence	Arousal	Dominance
cayenne	Cayenne	0.615	0.306	0.355
cease	lõpetada	0.388	0.250	0.420
ceasefire	relvarahu	0.542	0.594	0.567
ceaseless	lakkamatu	0.378	0.704	0.658
cedar	seeder	0.560	0.267	0.577
cede	loobuma	0.275	0.327	0.402
ceiling	ülemmäära	0.520	0.224	0.366
celebrant	tähistaja	0.865	0.656	0.643
celebrate	tähistama	0.917	0.857	0.859
celebrated	tähistati	0.875	0.690	0.763
celebrating	tähistades	0.927	0.860	0.773
celebration	pidu	0.939	0.824	0.880
celebrations	pidustused	0.958	0.794	0.714
celebratory	pidulik	0.857	0.653	0.845
celebrity	kuulsus	0.760	0.619	0.855
celery	seller	0.396	0.147	0.223
celestial	taevas	0.817	0.360	0.731
celibacy	tselibaat	0.302	0.276	0.509
celibate	celibate	0.419	0.387	0.391
cell	rakk	0.541	0.375	0.465
cellar	kelder	0.510	0.277	0.406
cellblock	cellblock	0.186	0.570	0.500
cellist	tšellist	0.667	0.500	0.486
cellmate	poissmees	0.167	0.684	0.349
cello	tšello	0.635	0.324	0.528
cellophane	tsellofaan	0.648	0.282	0.289
cellular	rakuline	0.643	0.398	0.517
cellulite	tselluliit	0.200	0.384	0.256
celluloid	tselluloidi	0.469	0.440	0.425
cement	tsement	0.544	0.265	0.527
cemented	tsementeeritud	0.429	0.382	0.537
cemetery	kalmistu	0.051	0.630	0.417
censor	tsensor	0.344	0.276	0.538
censorship	tsensuur	0.219	0.698	0.421
censure	umbusaldust	0.219	0.653	0.417
census	loendus	0.449	0.289	0.553
cent	senti	0.439	0.367	0.402
centenary	100. aastapäev	0.604	0.440	0.642
centennial	100-aastane	0.583	0.394	0.700
center	Keskus	0.643	0.231	0.431
centerfold	centerfold	0.571	0.407	0.485
centerpiece	keskele	0.594	0.208	0.520
centimeter	sentimeetri kohta	0.427	0.280	0.380
centipede	hingameelne	0.296	0.399	0.361
central	keskne	0.640	0.356	0.621
centrality	keskvalitsus	0.571	0.312	0.709
centralization	tsentraliseerimine	0.521	0.440	0.702
centralize	tsentraliseerida	0.684	0.427	0.802
centrally	tsentraalselt	0.729	0.280	0.700
centrifugal	tsentrifugaal	0.306	0.651	0.480
centrifuge	tsentrifuugitakse	0.495	0.622	0.527
centurion	tsenturion	0.590	0.447	0.696
century	sajandil	0.407	0.347	0.735
ceramic	keraamiline	0.521	0.255	0.371
ceramics	keraamika	0.573	0.250	0.373
cereal	teravilja	0.612	0.206	0.316
cereals	teraviljad	0.719	0.224	0.311
cerebral	tserebraalne	0.408	0.509	0.627
ceremonial	pidulik	0.771	0.540	0.691
ceremony	tseremoonia	0.760	0.559	0.761
certain	teatud	0.760	0.358	0.673
certainty	kindlus	0.781	0.400	0.769
certifiable	sertifitseeritav	0.714	0.427	0.662
certificate	sertifikaat	0.786	0.377	0.746
certified	sertifitseeritud	0.781	0.422	0.806
certify	kinnitage	0.866	0.400	0.746
cervical	emakakaela	0.375	0.413	0.445
cervix	emakakaelavähk	0.429	0.360	0.340
cess	lõpetan	0.427	0.375	0.406
cessation	lõpetamine	0.414	0.385	0.358
cesspool	Cesspool	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	toorik	0.333	0.327	0.188
chafing	jahvatamine	0.430	0.415	0.368
chagrin	kummitus	0.104	0.704	0.472
chagrined	kallis	0.112	0.745	0.361
chai	Chai	0.500	0.375	0.363
chain	kett	0.378	0.500	0.547
chainsaw	kettsaag	0.367	0.804	0.636
chair	juhatusel	0.562	0.082	0.276
chairman	esimees	0.656	0.567	0.933
chairperson	eesistuja	0.730	0.657	0.966
chairwoman	esimees	0.719	0.664	0.953
chaise	tšilli	0.406	0.349	0.327
chalet	suvila	0.653	0.349	0.278
chalice	söögikoht	0.633	0.286	0.529
chalk	kriit	0.385	0.185	0.121
challenge	väljakutse	0.469	0.922	0.713
challenger	väljakutsuja	0.417	0.755	0.652
chamber	kamber	0.583	0.373	0.455
chambermaid	kammeroom	0.594	0.375	0.336
chambers	kojad	0.542	0.442	0.388
chameleon	kameeleon	0.490	0.580	0.345
champ	tšemp	0.854	0.754	0.896
champagne	šampanja	0.760	0.600	0.454
champion	meister	0.890	0.880	0.945
championship	meistrivõistlused	0.833	0.800	0.880
chance	võimalus	0.833	0.551	0.525
chancellor	kantsler	0.646	0.500	0.887
chandelier	lühter	0.615	0.542	0.366
chandler	Chandler	0.510	0.452	0.454
change	muutus	0.625	0.575	0.606
changeable	muutuv	0.490	0.480	0.528
changed	muudetud	0.594	0.375	0.491
changer	vahetaja	0.583	0.519	0.567
changing	muutumas	0.571	0.569	0.461
channel	kanal	0.490	0.287	0.405
chant	chant	0.771	0.698	0.650
chaos	kaos	0.016	0.923	0.373
chaotic	kaootiline	0.115	0.847	0.442
chap	peasekretär	0.550	0.410	0.345
chapel	kabel	0.573	0.240	0.440
chaperon	Chaperon	0.500	0.520	0.404
chaplain	kapelane	0.582	0.370	0.577
chapman	Chapman	0.562	0.529	0.465
chaps	vahvad	0.350	0.462	0.350
chapter	peatükk	0.580	0.308	0.461
char	sümboliseerima	0.554	0.361	0.404
character	iseloomu	0.667	0.373	0.686
characteristic	iseloomulik	0.583	0.328	0.538
characterize	iseloomustada	0.729	0.471	0.735
charade	šarad	0.458	0.550	0.346
charcoal	süsi	0.302	0.186	0.342
chardonnay	Chardonnay	0.677	0.567	0.492
charge	tasu	0.510	0.633	0.785
chargeable	maksustatav	0.551	0.550	0.453
charger	laadija	0.531	0.418	0.545
chariot	vanker	0.684	0.550	0.491
charisma	karisma	0.938	0.591	0.759
charismatic	karismaatiline	0.938	0.684	0.849
charitable	heategevuslik	0.865	0.380	0.593
charity	heategevus	0.920	0.284	0.551
charlatan	karlatan	0.200	0.640	0.352
charm	võlu	0.833	0.363	0.649
charmed	võluv	0.938	0.570	0.769
charmer	charmer	0.882	0.683	0.782
charming	võluv	0.917	0.660	0.764
charred	karastatud	0.208	0.676	0.373
chart	diagramm	0.469	0.317	0.330
charter	harta	0.677	0.382	0.518
chartered	prahitud	0.569	0.460	0.490
chase	jälitama	0.396	0.878	0.623
chased	jälitanud	0.188	0.830	0.287
chaser	vahistaja	0.375	0.830	0.645
chasm	häbemus	0.265	0.579	0.500
chassis	šassii	0.406	0.342	0.444
chaste	tore	0.408	0.248	0.453
chastened	karistatakse	0.156	0.580	0.345
chastisement	karistus	0.156	0.852	0.462
chastity	kirglikkus	0.469	0.392	0.509
chat	vestlus	0.729	0.400	0.346
chateau	šateet	0.615	0.464	0.702
chatter	jututuba	0.560	0.450	0.347
chatterbox	tibutama	0.459	0.548	0.482
chattering	vestlemine	0.460	0.663	0.304
chatty	vestlema	0.594	0.548	0.345
chauffeur	autojuht	0.500	0.353	0.471
chauvinist	šovinist	0.310	0.539	0.527
cheap	odav	0.612	0.471	0.272
cheapened	odavnenud	0.471	0.611	0.282
cheapskate	odavlinn	0.148	0.482	0.327
cheat	petan	0.125	0.776	0.400
cheater	petmine	0.104	0.920	0.333
check	Kontrollima	0.523	0.552	0.602
checkbook	tšekiraamat	0.552	0.284	0.364
checker	kontrollija	0.330	0.417	0.553
checkered	keraamiline	0.459	0.316	0.336
checkers	kontrollerid	0.676	0.451	0.437
checklist	kontrollnimekiri	0.561	0.521	0.552
checkmate	kassipoiss	0.667	0.708	0.750
checkout	checkout	0.597	0.510	0.670
checkpoint	kontrollpunkti	0.571	0.323	0.812
checkup	kontrollimine	0.500	0.435	0.491
cheek	põske	0.670	0.314	0.421
cheeks	põsed	0.708	0.324	0.282
cheeky	naljakas	0.434	0.679	0.410
cheep	kuumutama	0.367	0.380	0.373
cheer	tervitada	0.938	0.784	0.845
cheered	cheered	0.875	0.648	0.790
cheerful	rõõmsameelne	0.990	0.720	0.696
cheerfulness	rõõmsus	0.969	0.802	0.675
cheering	tervitus	0.815	0.824	0.642
cheerleader	cheerleader	0.923	0.746	0.657
cheerleading	Cheerleading	0.698	0.769	0.404
cheerless	rõõmsameelne	0.204	0.373	0.167
cheers	tervitused	0.948	0.770	0.702
cheery	rõõmsameelne	0.949	0.657	0.486
cheese	juust	0.740	0.280	0.281
cheeseburger	juusturburger	0.802	0.529	0.336
cheesecake	juustukook	0.860	0.276	0.238
cheesy	juustumaitse	0.470	0.471	0.179
cheetah	gepard	0.469	0.770	0.667
chef	peakokk	0.854	0.411	0.570
chemical	keemiline	0.337	0.560	0.508
chemise	NO TRANSLATION	0.530	0.275	0.364
chemist	keemik	0.408	0.575	0.610
chemistry	keemia	0.625	0.520	0.694
chemo	kemo	0.214	0.686	0.444
chemotherapy	keemiaravi	0.163	0.689	0.517
cheque	Kontrollima	0.698	0.529	0.660
cherish	hellitada	0.896	0.491	0.652
cherishing	hoolitsemine	0.836	0.380	0.625
cherry	kirss	0.688	0.186	0.250
cherub	kerubiin	0.663	0.340	0.455
chess	male	0.656	0.363	0.518
chest	rind	0.520	0.429	0.481
chestnut	kastan	0.714	0.210	0.294
chevron	Chevron	0.469	0.469	0.598
chew	närida	0.520	0.490	0.404
chewy	närimine	0.625	0.418	0.390
chic	šikk	0.870	0.624	0.380
chicane	šikaan	0.357	0.460	0.481
chick	tibu	0.771	0.602	0.387
chicken	kana	0.594	0.306	0.394
chicken pox	tuulerõuged	0.194	0.510	0.415
chickenpox	tuulerõuged	0.173	0.562	0.357
chief	pealik	0.520	0.544	0.869
chiefly	peamiselt	0.600	0.587	0.764
chieftain	juht	0.343	0.529	0.860
chiffon	šifoon	0.406	0.230	0.250
child	laps	0.912	0.460	0.413
childbirth	sünnitust	0.604	0.861	0.673
childhood	lapsepõlves	0.865	0.413	0.307
childish	lapselik	0.573	0.442	0.230
childless	lapseta	0.310	0.400	0.396
childlike	lapsed	0.656	0.372	0.293
childloss	NO TRANSLATION	0.240	0.571	0.421
children	lapsed	0.857	0.538	0.435
chili	tšilli	0.592	0.566	0.433
chill	külm	0.837	0.206	0.482
chilled	jahutatud	0.521	0.340	0.482
chilling	jahutamine	0.208	0.850	0.358
chilly	tšilli	0.329	0.459	0.408
chime	chime	0.573	0.541	0.464
chimera	kimäär	0.292	0.582	0.372
chimes	chimes	0.625	0.490	0.402
chimney	korsten	0.583	0.286	0.225
chimp	šimpansi	0.394	0.588	0.345
chimpanzee	šimpans	0.500	0.633	0.387
chin	lõug	0.571	0.310	0.269
china	Hiina	0.561	0.443	0.556
chinchilla	šinšill	0.480	0.450	0.286
chine	NO TRANSLATION	0.561	0.360	0.352
chinook	chinook	0.408	0.497	0.491
chip	kiip	0.479	0.382	0.452
chipmunk	chipmunk	0.573	0.562	0.409
chipper	hakkur	0.418	0.588	0.500
chipping	hakkimine	0.354	0.452	0.353
chiropractor	Kiropraktikko	0.420	0.549	0.651
chirp	chirp	0.469	0.602	0.365
chirping	kirpistamine	0.500	0.463	0.360
chisel	peitel	0.469	0.404	0.452
chiseler	pisike	0.429	0.606	0.464
chit	sööma	0.490	0.352	0.321
chitchat	loba	0.673	0.455	0.403
chivalry	rüütelkond	0.857	0.380	0.848
chloride	kloriid	0.265	0.387	0.474
chlorine	kloor	0.306	0.327	0.332
chloroform	kloroform	0.281	0.370	0.393
chocolate	šokolaad	0.885	0.480	0.418
choice	valik	0.745	0.520	0.664
choir	koor	0.704	0.298	0.473
choke	õhuklapp	0.167	0.788	0.676
cholera	koolera	0.020	0.867	0.507
cholesterol	kolesterooli	0.198	0.583	0.398
choose	vali	0.615	0.542	0.648
choosing	valides	0.719	0.529	0.689
choosy	valiv	0.280	0.760	0.712
chop	karbonaad	0.250	0.655	0.467
chopper	chopper	0.594	0.560	0.509
choppers	hakkijad	0.469	0.745	0.691
chopping	tükeldamine	0.560	0.625	0.362
chops	karbonaad	0.612	0.420	0.269
choral	koor	0.852	0.290	0.421
chord	akord	0.729	0.394	0.539
chords	akordid	0.639	0.406	0.388
chore	petetud	0.406	0.462	0.500
choreographer	koreograaf	0.646	0.639	0.625
choreography	koreograafia	0.812	0.750	0.547
chorus	koor	0.620	0.417	0.500
chosen	valitud	0.865	0.449	0.833
chow	Chow	0.573	0.490	0.390
chowder	Chowder	0.510	0.324	0.241
christ	kristlane	0.781	0.510	0.750
christen	NO TRANSLATION	0.673	0.356	0.588
christening	ristimine	0.725	0.382	0.650
christian	kristlane	0.760	0.241	0.591
christmas	jõulud	0.959	0.520	0.741
christmasbreak	NO TRANSLATION	0.842	0.640	0.548
christmaseve	NO TRANSLATION	0.812	0.491	0.463
christmasspirit	NO TRANSLATION	0.867	0.602	0.575
christmassy	christmassy	0.875	0.698	0.602
christmastime	jõulupüha	0.837	0.588	0.515
chromatic	kromaatiline	0.407	0.413	0.435
chromatography	kromatograafia	0.480	0.537	0.535
chrome	kroom	0.582	0.373	0.421
chromium	kroom	0.458	0.404	0.447
chromosome	kromosoom	0.500	0.296	0.548
chronic	krooniline	0.255	0.615	0.464
chronicle	kroonika	0.427	0.571	0.586
chronograph	kronograaf	0.500	0.392	0.529
chronological	kronoloogiline	0.594	0.445	0.600
chubby	tüdinenud	0.531	0.427	0.304
chuck	kruvi	0.542	0.509	0.413
chuckle	naerma	0.844	0.736	0.481
chug	kärpima	0.401	0.413	0.358
chum	kummitus	0.911	0.347	0.518
chummy	kummitaja	0.760	0.420	0.610
chump	kukk	0.375	0.451	0.304
chunk	rüht	0.365	0.287	0.214
chunky	räpane	0.520	0.517	0.509
church	kirik	0.708	0.198	0.610
churchyard	kirikuaias	0.296	0.444	0.347
churn	ajutine	0.316	0.491	0.407
chute	luuk	0.580	0.745	0.455
chutney	chutney	0.459	0.370	0.400
ciao	ciao	0.542	0.426	0.409
cider	siider	0.530	0.346	0.398
cigar	sigari	0.306	0.463	0.346
cigarette	sigaret	0.219	0.528	0.304
cilantro	cilantro	0.469	0.260	0.208
cinch	süüa	0.450	0.490	0.387
cinder	söökla	0.350	0.260	0.157
cinema	kino	0.698	0.538	0.500
cinematic	Kinemaat	0.663	0.490	0.600
cinematographer	operaator	0.792	0.455	0.711
cinematography	kinematograafia	0.781	0.571	0.625
cinnamon	kaneel	0.600	0.250	0.292
cipher	šifer	0.490	0.414	0.500
circle	ring	0.480	0.290	0.343
circling	ringlev	0.510	0.654	0.336
circuit	ringlus	0.586	0.461	0.707
circuitry	lülitused	0.596	0.615	0.536
circular	ümmargune	0.562	0.342	0.417
circulate	ringlema	0.612	0.388	0.320
circulation	ringlusse	0.735	0.520	0.657
circulatory	vereringe	0.592	0.575	0.545
circumcision	ümberlõikamine	0.327	0.657	0.528
circumference	ümbermõõt	0.458	0.255	0.488
circumferential	ümberringi	0.551	0.422	0.509
circumscribed	piiratud	0.365	0.539	0.569
circumstance	asjaolu	0.520	0.565	0.596
circumstances	asjaolud	0.562	0.527	0.464
circumstantial	kaudne	0.500	0.538	0.519
circumvent	kõrvale	0.316	0.642	0.383
circumvention	kõrvalehoidmine	0.531	0.571	0.473
circus	tsirkus	0.724	0.637	0.432
cirque	cirque	0.604	0.647	0.467
cirrhosis	tsirroos	0.079	0.602	0.370
cirrus	tsirrus	0.470	0.451	0.348
cistern	tsistern	0.541	0.413	0.432
citadel	tsitadel	0.585	0.464	0.602
citation	tsitaat	0.570	0.549	0.508
cite	tsiteerige	0.625	0.454	0.532
citizen	kodanik	0.631	0.250	0.586
citizenship	kodakondsus	0.786	0.404	0.723
citrine	tsitriin	0.375	0.400	0.420
citrus	tsitrusviljad	0.469	0.368	0.375
city	linn	0.847	0.531	0.508
citywide	üle kogu maailma	0.592	0.509	0.707
civic	kodanik	0.653	0.240	0.573
civics	kodanikuõpetus	0.700	0.279	0.720
civil	tsiviilõigus	0.521	0.281	0.517
civilian	tsiviilisik	0.700	0.229	0.598
civilians	tsiviilisikud	0.490	0.448	0.525
civility	viisakus	0.760	0.306	0.679
civilization	tsivilisatsioon	0.823	0.452	0.839
civilized	tsiviliseeritud	0.792	0.231	0.796
clad	plakeeritud	0.583	0.373	0.481
claim	nõue	0.255	0.760	0.473
claimant	hageja	0.271	0.690	0.779
clairvoyant	selgeltnägijaga	0.765	0.531	0.897
clam	clam	0.442	0.302	0.272
clambake	kukk	0.542	0.540	0.429
clammy	vahustatud	0.354	0.440	0.236
clamor	klamma	0.438	0.643	0.360
clamp	klamber	0.541	0.388	0.454
clan	klann	0.562	0.491	0.686
clandestine	salajane	0.425	0.677	0.469
clang	klang	0.459	0.520	0.510
clap	plaksutama	0.779	0.731	0.529
clapper	klapper	0.500	0.229	0.420
clapping	klapimine	0.823	0.894	0.686
clarification	selgitus	0.802	0.461	0.613
clarify	selgitage	0.652	0.535	0.625
clarinet	klarnet	0.592	0.453	0.411
clarion	clarion	0.500	0.443	0.422
clarity	selgus	0.796	0.310	0.631
clash	kokkupõrge	0.293	0.918	0.453
clashing	kokkutõmbumine	0.177	0.764	0.575
clasp	kinnine	0.448	0.375	0.241
class	klassis	0.656	0.314	0.522
classic	klassikaline	0.690	0.260	0.611
classic rock	klassikaline rock	0.729	0.571	0.588
classical	klassikaline	0.643	0.198	0.536
classics	klassika	0.750	0.333	0.510
classification	klassifikatsioon	0.583	0.423	0.613
classified	salastatud	0.571	0.460	0.663
classify	liigitada	0.646	0.411	0.720
classmate	klassikaaslane	0.781	0.400	0.593
classroom	klassiruumis	0.539	0.292	0.363
classy	stiilne	0.917	0.410	0.649
clatter	klammerdama	0.418	0.820	0.387
clause	klausel	0.480	0.409	0.528
clauses	klausleid	0.449	0.429	0.545
claustrophobia	klaustrofoobia	0.125	0.840	0.333
claustrophobic	klaustrofoobne	0.092	0.755	0.400
clavicle	klavikeel	0.398	0.400	0.452
claw	küünis	0.260	0.600	0.598
claws	küünised	0.281	0.698	0.562
clay	savi	0.542	0.250	0.267
clean	puhas	0.827	0.170	0.500
cleaner	puhastaja	0.604	0.556	0.375
cleaning	puhastamine	0.595	0.396	0.427
cleanliness	puhtus	0.816	0.363	0.609
cleanly	puhas	0.823	0.352	0.583
cleanse	puhastada	0.625	0.310	0.660
cleanser	puhastaja	0.604	0.353	0.433
cleansing	puhastamine	0.729	0.298	0.472
cleanup	korista ära	0.729	0.314	0.451
clear	selge	0.857	0.327	0.573
clearance	kliirens	0.542	0.459	0.473
clearing	puhastamine	0.680	0.333	0.509
clearness	selgus	0.875	0.316	0.689
cleat	klapp	0.486	0.260	0.361
cleavage	lõhustamine	0.542	0.602	0.454
cleave	lagunema	0.296	0.545	0.389
cleaver	NO TRANSLATION	0.240	0.627	0.434
clef	klahv	0.615	0.360	0.595
cleft	lõhe	0.306	0.442	0.360
clemency	armastus	0.594	0.417	0.397
clench	kleepima	0.438	0.618	0.580
clergy	vaimulikkond	0.531	0.312	0.575
clergyman	vaimulik	0.594	0.330	0.556
cleric	vaimulik	0.521	0.324	0.589
clerical	vaimulik	0.520	0.396	0.491
clerk	sekretär	0.500	0.579	0.509
clerkship	ametnikud	0.582	0.380	0.596
clever	tark	0.896	0.353	0.729
cleverness	tarkus	0.878	0.509	0.921
click	kliki	0.536	0.365	0.268
clicker	klikija	0.418	0.490	0.463
client	klient	0.583	0.450	0.618
clientele	klientuur	0.625	0.577	0.508
cliff	kalju	0.361	0.620	0.509
climate	kliima	0.635	0.240	0.483
climatology	kliimatoloogia	0.531	0.367	0.541
climax	kulminatsioon	0.735	0.853	0.667
climb	ronida	0.615	0.660	0.604
climber	ronija	0.573	0.716	0.735
clinch	klinnida	0.469	0.538	0.430
cling	kinni pidama	0.417	0.620	0.588
clingy	kleepuv	0.224	0.460	0.370
clinic	kliinikus	0.469	0.439	0.600
clinical	kliiniline	0.337	0.412	0.640
clink	klammerdama	0.458	0.462	0.319
clip	klipp	0.438	0.310	0.381
clipboard	lõikepuhvrisse	0.594	0.255	0.423
clipper	lõikur	0.293	0.422	0.383
clipping	lõikamine	0.460	0.500	0.405
clique	NO TRANSLATION	0.427	0.430	0.391
clitoris	kliitor	0.625	0.844	0.464
cloak	varjatud	0.469	0.188	0.333
cloaking	varjamine	0.521	0.595	0.389
cloakroom	garderoob	0.690	0.254	0.397
clobber	clobber	0.396	0.578	0.464
clock	kell	0.677	0.173	0.407
clockwork	kella töö	0.490	0.373	0.528
clod	klod	0.375	0.404	0.365
clog	ummistama	0.104	0.618	0.454
cloister	klooster	0.438	0.413	0.475
clone	kloon	0.406	0.471	0.524
cloning	kloonimine	0.216	0.696	0.679
close	Sulge	0.292	0.260	0.263
closed	suletud	0.240	0.164	0.318
closeness	lähedus	0.796	0.237	0.450
closet	kapp	0.531	0.204	0.330
closure	sulgemine	0.229	0.220	0.412
clot	hüübima	0.150	0.558	0.275
cloth	riie	0.510	0.190	0.287
clothe	riietes	0.797	0.330	0.481
clothes	riided	0.833	0.270	0.414
clothesline	riiete rihm	0.582	0.324	0.366
clothing	Riietus	0.750	0.343	0.407
cloud	pilv	0.740	0.133	0.342
clouded	pilvine	0.240	0.213	0.302
cloudiness	pilvisus	0.469	0.250	0.343
clouds	pilved	0.735	0.195	0.324
cloudy	pilves ilm	0.281	0.280	0.202
clout	mõjutama	0.584	0.636	0.704
clove	nelk	0.439	0.296	0.315
clover	ristik	0.605	0.340	0.364
cloves	nelk	0.427	0.218	0.396
clown	kloun	0.650	0.598	0.300
clowns	klounid	0.600	0.673	0.391
club	klubi	0.646	0.618	0.393
clubhouse	klubihoone	0.694	0.571	0.493
clubs	klubid	0.723	0.530	0.591
cluck	rihvel	0.390	0.490	0.353
clue	vihje	0.653	0.380	0.412
clueless	ilmselgelt	0.350	0.333	0.161
clump	klomp	0.551	0.480	0.582
clumsy	kohmakas	0.125	0.420	0.144
clunk	jama	0.448	0.472	0.407
cluster	klastri	0.490	0.458	0.446
clutch	sidur	0.383	0.500	0.491
clutches	sidurid	0.542	0.373	0.528
clutter	segadusega	0.135	0.598	0.400
coach	treener	0.633	0.823	0.735
coachman	vagun	0.479	0.394	0.509
coagulation	koagulatsioon	0.381	0.558	0.436
coal	kivisüsi	0.360	0.241	0.340
coalesce	ühinevad	0.479	0.434	0.529
coalition	koalitsioon	0.490	0.730	0.673
coarse	jäme	0.333	0.481	0.481
coast	rannikul	0.719	0.396	0.458
coastal	rannikuäärne	0.604	0.370	0.510
coaster	rannasõidulaev	0.612	0.788	0.627
coastline	rannajoon	0.745	0.282	0.441
coat	mantlid	0.677	0.256	0.464
coating	kate	0.620	0.440	0.596
coax	kummardama	0.367	0.400	0.447
cobalt	koobalt	0.408	0.325	0.441
cobble	munakivi	0.448	0.385	0.368
cobbler	kuller	0.510	0.415	0.318
cobra	koobra	0.312	0.712	0.600
cocaine	kokaiin	0.156	0.840	0.373
cock	kukk	0.418	0.562	0.392
cockamamie	cockamamie	0.450	0.500	0.382
cockeyed	kooki	0.459	0.460	0.423
cockpit	kokpit	0.520	0.424	0.343
cockroach	prussakas	0.188	0.667	0.196
cocksucker	cocksucker	0.083	0.764	0.339
cocktail	kokteil	0.740	0.480	0.381
cocky	upsakas	0.260	0.784	0.519
cocoa	kakao	0.776	0.255	0.322
coconut	kookospähkel	0.622	0.265	0.227
cocoon	kookon	0.470	0.280	0.290
cod	tursk	0.510	0.321	0.304
code	kood	0.583	0.308	0.491
codeine	kodeiin	0.375	0.582	0.436
codex	koodeks	0.531	0.488	0.524
codfish	tursk	0.490	0.245	0.300
codification	kodifitseerimine	0.448	0.400	0.698
codify	kodifitseerida	0.448	0.410	0.679
coding	kodeerimine	0.442	0.344	0.667
coed	koed	0.469	0.531	0.481
coefficient	koefitsient	0.677	0.415	0.702
coerce	sunnitud	0.260	0.741	0.517
coercion	sundimine	0.330	0.708	0.577
coercive	sunniviisiline	0.479	0.670	0.506
coexist	kooseksisteerimine	0.708	0.460	0.536
coexistence	kooseksisteerimine	0.588	0.472	0.638
coexisting	kooseksisteerimine	0.551	0.349	0.648
coffee	kohvi	0.823	0.418	0.309
coffee table	kohvilaud	0.720	0.339	0.295
coffeehouse	kohvik	0.694	0.357	0.307
coffeepot	kohvikann	0.760	0.333	0.312
coffin	kirst	0.073	0.432	0.343
cog	hammas	0.427	0.343	0.363
cogent	veenev	0.765	0.479	0.836
cognac	konjak	0.615	0.510	0.430
cognate	sugulane	0.615	0.350	0.398
cognition	tunnetus	0.635	0.344	0.706
cognitive	kognitiivne	0.513	0.401	0.634
cohabitation	kooselu	0.646	0.526	0.598
coherence	sidusus	0.720	0.406	0.788
coherent	sidus	0.698	0.281	0.500
cohesion	ühtekuuluvus	0.604	0.536	0.555
cohesive	ühtekuuluvus	0.531	0.470	0.603
cohort	kohordi	0.459	0.551	0.566
coil	spiraal	0.448	0.343	0.298
coiled	rullis	0.378	0.518	0.389
coin	münt	0.677	0.574	0.445
coinage	mündid	0.500	0.400	0.545
coincide	langeb kokku	0.635	0.490	0.593
coincidence	kokkusattumus	0.612	0.450	0.518
coincident	kokkulangevus	0.562	0.385	0.602
coincidental	juhuslik	0.646	0.481	0.337
coinciding	langeb kokku	0.673	0.373	0.623
coke	koks	0.404	0.461	0.397
cola	Cola	0.469	0.325	0.240
cold	külm	0.398	0.538	0.348
coldly	külmalt	0.365	0.358	0.407
coldness	külm	0.093	0.470	0.427
coldsweat	NO TRANSLATION	0.427	0.491	0.327
coleslaw	Coleslaw	0.707	0.312	0.336
colic	koolikud	0.135	0.736	0.361
coliseum	Coliseum	0.612	0.663	0.704
collaborate	tee koostööd	0.816	0.449	0.559
collaboration	koostöö	0.885	0.628	0.741
collaborator	koostööpartner	0.729	0.320	0.769
collage	kollaaž	0.680	0.321	0.375
collagen	kollageen	0.541	0.245	0.450
collapse	kollaps	0.208	0.689	0.342
collar	krae	0.656	0.442	0.446
collarbone	ristluu	0.420	0.427	0.306
collate	võrdlema	0.438	0.448	0.580
collateral	tagatis	0.531	0.422	0.717
collation	võrdlemine	0.520	0.333	0.508
colleague	kolleeg	0.740	0.413	0.600
collect	koguma	0.635	0.481	0.491
collected	tasakaalukas	0.570	0.402	0.588
collection	kollektsioon	0.725	0.311	0.588
collective	kollektiivne	0.583	0.458	0.698
collectively	ühiselt	0.817	0.573	0.533
collector	koguja	0.552	0.481	0.648
college	kolledž	0.700	0.467	0.746
collegiate	kollegiaalne	0.592	0.461	0.678
