Word	Xhosa-xh	Valence	Arousal	Dominance
comatose	ukudibanisa	0.143	0.438	0.433
comb	ukudibanisa	0.490	0.123	0.268
combat	kulwa	0.302	0.846	0.833
combatant	umkhosi	0.531	0.853	0.780
combative	ukulwa	0.381	0.690	0.816
combination	ukudibanisa	0.708	0.480	0.726
combinatorial	yokudibanisa	0.561	0.436	0.428
combine	di banisa	0.663	0.442	0.533
combined	zidibene	0.622	0.370	0.500
combo	combo	0.698	0.439	0.453
combustible	ezinokutsha	0.386	0.650	0.750
combustion	ukutsha	0.457	0.807	0.591
come	kuza	0.529	0.269	0.558
comeback	buya	0.580	0.409	0.555
comedian	umculi	0.812	0.735	0.598
comedy	ukuhlaziya	0.918	0.555	0.490
comet	ukuhlaziya	0.704	0.679	0.471
comfort	thu thuzela	0.863	0.231	0.670
comfortable	ukhululekile	0.927	0.163	0.473
comforter	thu thuzeli	0.618	0.275	0.302
comforting	thu thuzela	0.906	0.337	0.620
comfy	nelisa	0.930	0.241	0.625
comic	udidi	0.917	0.459	0.387
comical	lihle	0.844	0.737	0.327
comics	amahlaya	0.690	0.556	0.384
coming	kuza	0.653	0.417	0.500
comma	i-comma	0.344	0.269	0.242
command	myalelo	0.427	0.790	0.849
commandant	mlawuli	0.622	0.700	0.943
commandeer	umlawuli	0.552	0.639	0.931
commander	mlawuli	0.531	0.615	0.906
commanding	u yalela	0.562	0.664	0.925
commandment	myalelo	0.656	0.490	0.876
commando	commando	0.323	0.710	0.817
commemorate	khumbuzo	0.812	0.602	0.636
commemoration	khumbuzo	0.719	0.615	0.754
commemorative	khumbuzo	0.750	0.438	0.754
commence	qalisa	0.760	0.585	0.741
commend	ndincoma	0.906	0.694	0.711
commendable	ncomeka	0.786	0.570	0.555
commendation	ukunconywa	0.911	0.500	0.639
commensurate	ngokukhawuleza	0.610	0.304	0.550
comment	izimvo	0.667	0.417	0.379
commentary	ngcaciso	0.602	0.402	0.446
commentator	umvakalisi	0.492	0.510	0.607
commerce	shishini	0.646	0.500	0.788
commercial	zorhwebo	0.806	0.490	0.528
commie	ukuhlaziya	0.385	0.519	0.454
commissary	i-commissary	0.385	0.500	0.788
commission	khomishini	0.677	0.480	0.571
commissioner	umkhomishinala	0.602	0.449	0.949
commit	zenze	0.365	0.529	0.491
commitment	ukuzinikela	0.714	0.710	0.843
committal	kuthunyelwa	0.472	0.519	0.582
committed	zenziwe	0.710	0.542	0.712
committee	komiti	0.592	0.392	0.721
commodity	impahla	0.615	0.394	0.537
commodore	mveliso	0.427	0.530	0.636
common	eziqhelekileyo	0.600	0.127	0.318
commoner	wesisa	0.448	0.365	0.327
commonly	ngokuqhelekileyo	0.604	0.170	0.574
commonplace	kwindawo eqhelekileyo	0.520	0.337	0.442
commons	intsebenziswano	0.633	0.396	0.623
commonwealth	yomhlaba	0.630	0.406	0.702
commotion	ngxabano	0.490	0.700	0.646
communal	yoluntu	0.592	0.321	0.556
commune	ukudibanisa	0.500	0.488	0.655
communicable	ku thunyelwa	0.796	0.491	0.623
communicate	ukuthetha	0.823	0.410	0.696
communication	unxibelelwano	0.837	0.400	0.649
communicative	ukuthetha	0.847	0.560	0.637
communicator	nxibelelwano	0.573	0.509	0.796
communion	intlangano	0.765	0.357	0.607
communism	kobuthixo	0.264	0.570	0.623
communist	kommanisi	0.265	0.702	0.632
community	kuluntu	0.750	0.350	0.659
commutation	guqula	0.469	0.431	0.652
commutative	u tshintsha	0.667	0.442	0.569
commute	ukuhamba	0.622	0.582	0.565
commuter	umgibeli	0.646	0.520	0.512
comp	i-comp	0.573	0.450	0.371
compact	i-compact	0.458	0.417	0.673
compaction	ukudibanisa	0.531	0.471	0.582
compactness	ukuhambelana	0.582	0.352	0.454
companion	qabane	0.770	0.377	0.618
companionless	iqabane	0.271	0.259	0.200
companionship	buhlobo	0.833	0.438	0.792
company	nkampani	0.906	0.425	0.798
comparable	the lekiswa	0.562	0.443	0.458
comparative	the lekisa	0.470	0.273	0.562
comparatively	ngokuthelekiswayo	0.604	0.391	0.538
compare	the lekisa	0.552	0.408	0.524
comparison	the lekisa	0.583	0.456	0.492
compartment	kwigumbi	0.500	0.389	0.607
compass	ikhampasi	0.541	0.307	0.529
compassion	mfesane	0.735	0.258	0.509
compassionate	mfesane	0.857	0.404	0.411
compatibility	ukuhambelana	0.816	0.450	0.673
compatible	ezihambelanayo	0.892	0.387	0.638
compel	nya nzelisa	0.200	0.847	0.625
compelled	nya nzeliswa	0.333	0.654	0.347
compelling	nyanzela	0.698	0.570	0.870
compendium	isiqulatho	0.610	0.461	0.537
compensate	hlawula	0.612	0.429	0.762
compensation	yekezo	0.775	0.469	0.598
compensatory	ukuhlawulwa	0.589	0.490	0.700
compete	khu phiswano	0.573	0.745	0.786
competence	ubuchule	0.615	0.802	0.823
competency	ubuchule	0.768	0.775	0.764
competent	banako	0.865	0.560	0.904
competition	khu phiswano	0.580	0.790	0.798
competitive	khu phiswano	0.447	0.718	0.908
competitor	khuphisana	0.612	0.959	0.861
compilation	ukuhlanganiswa	0.530	0.512	0.606
compile	qo kelela	0.600	0.413	0.519
complacency	ukukhalaza	0.604	0.503	0.519
complacent	khalazi	0.625	0.452	0.518
complain	isikhalazo	0.143	0.682	0.360
complaint	isikhalazo	0.143	0.606	0.281
complement	ncedisa	0.760	0.277	0.600
complementary	oludibeneyo	0.714	0.320	0.586
complete	igqibe	0.750	0.414	0.809
completed	gqityiwe	0.823	0.357	0.777
completely	ngokupheleleyo	0.730	0.370	0.690
completeness	phe leleyo	0.823	0.433	0.769
completing	kugqiba	0.614	0.500	0.769
completion	kugqitywa	0.656	0.470	0.525
complex	ezinzima	0.388	0.608	0.550
complexed	eziyinkimbinkimbi	0.312	0.577	0.612
complexion	umbala	0.521	0.520	0.380
complexity	bunzima	0.479	0.620	0.595
compliance	thobela	0.750	0.462	0.750
compliant	ngokuvisisanayo	0.677	0.310	0.519
complicate	ngxaki	0.210	0.657	0.404
complicated	nzima	0.211	0.660	0.455
complication	ngxaki	0.365	0.726	0.330
complicity	qhinga	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	neenkxaso	0.823	0.413	0.435
comply	thobela	0.806	0.370	0.638
complying	ku thobela	0.729	0.423	0.590
compo	ngqungquthela	0.500	0.346	0.390
component	candelo	0.531	0.382	0.525
compose	kubhala	0.639	0.432	0.694
composed	qulunqwa	0.684	0.385	0.682
composer	umqambi	0.822	0.588	0.691
composite	udidi	0.591	0.459	0.620
composition	lwakhiwo	0.765	0.408	0.652
compost	umquba	0.480	0.404	0.441
composure	uzinzo	0.802	0.354	0.717
compound	udidi	0.635	0.385	0.735
comprehend	kuqonda	0.875	0.365	0.689
comprehension	ukuqonda	0.908	0.387	0.688
comprehensive	olubanzi	0.796	0.385	0.644
compress	cindezela	0.406	0.412	0.460
compressed	xineke	0.323	0.396	0.388
compressible	zi xho mekeka	0.622	0.392	0.585
compression	ukunyanzeliswa	0.646	0.521	0.579
compressor	compressor	0.418	0.481	0.630
comprise	ziquka	0.839	0.373	0.669
compromise	ukutshatyalaliswa	0.677	0.520	0.805
comptroller	umlawuli	0.402	0.481	0.866
compulsion	nyanzelwa	0.118	0.760	0.604
compulsive	nyanzelwa	0.347	0.871	0.573
compulsory	nya nzeliswa	0.343	0.541	0.791
computable	ekhompyutheni	0.570	0.402	0.545
computation	ukubala	0.583	0.429	0.697
compute	qulunqa	0.531	0.408	0.564
computer	khomputha	0.802	0.356	0.639
computerized	khompyutha	0.677	0.450	0.657
computing	khompyutha	0.745	0.398	0.695
comrade	qabane	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	ngqamana	0.480	0.593	0.539
concave	concave	0.441	0.349	0.349
conceal	kufihla	0.312	0.436	0.306
concealed	zifihliwe	0.344	0.363	0.352
concealment	ukufihla	0.302	0.570	0.390
concede	vumele	0.670	0.324	0.473
conceit	ukuziqhenya	0.354	0.625	0.309
conceited	zi qhayisa	0.194	0.667	0.473
conceivable	kucinga	0.730	0.350	0.613
conceive	ukukhulelwa	0.708	0.538	0.700
concentrate	gxininisa	0.750	0.439	0.743
concentration	ingqalelo	0.735	0.500	0.722
concentric	ngqalelo	0.730	0.479	0.635
concept	ngcamango	0.573	0.265	0.632
conception	ukukhulelwa	0.694	0.490	0.614
concern	nkxalabo	0.250	0.734	0.463
concerned	echaphazelekayo	0.292	0.698	0.350
concert	kwikonsathi	0.938	0.867	0.718
concerto	ikhontoti	0.613	0.759	0.679
concession	mvume	0.588	0.423	0.615
concessional	melwano	0.770	0.493	0.657
conch	umgca	0.583	0.306	0.339
concierge	i-concierge	0.480	0.343	0.343
conciliation	nokuxolelana	0.792	0.475	0.726
concise	ngcaciso	0.583	0.298	0.620
conclave	i-conclave	0.573	0.440	0.611
conclude	kugqiba	0.530	0.267	0.679
concluding	kugqiba	0.531	0.382	0.603
conclusion	siphelo	0.615	0.377	0.659
conclusive	ngokugqibeleleyo	0.500	0.427	0.745
concoction	umxube	0.448	0.459	0.417
concomitant	idibeneyo	0.427	0.482	0.727
concord	melwano	0.677	0.320	0.586
concordance	concordance	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	melwano	0.740	0.657	0.528
concrete	ikhonkrithi	0.633	0.420	0.547
concubine	isancinza	0.388	0.594	0.476
concur	melwano	0.459	0.394	0.429
concurrence	ngokuvumelana	0.764	0.627	0.613
concurrent	ngokufanayo	0.573	0.547	0.741
concurring	ezihambelanayo	0.573	0.600	0.681
concussion	ngxubusho	0.072	0.708	0.482
condemn	kugweba	0.102	0.793	0.625
condemnation	kugwetywa	0.133	0.725	0.449
condensation	ukulungiswa	0.510	0.316	0.538
condensed	ikhutshwe	0.598	0.415	0.623
condescending	ukuhlahlisa	0.583	0.363	0.593
condescension	ukudibanisa	0.521	0.377	0.565
condiment	ukudibanisa	0.520	0.333	0.433
condition	imeko	0.500	0.469	0.519
conditional	miqathango	0.521	0.343	0.556
conditionally	imeko	0.396	0.419	0.617
conditioned	imeko	0.490	0.417	0.616
conditioner	imeko	0.781	0.360	0.538
conditioning	imeko	0.440	0.468	0.617
conditions	iimeko	0.551	0.441	0.593
condo	condo	0.439	0.288	0.607
condolence	uxolo	0.260	0.443	0.404
condolences	i ngxolo	0.198	0.480	0.288
condom	ikhondom	0.406	0.637	0.500
condone	vumela	0.571	0.441	0.619
condor	i condor	0.573	0.388	0.519
conducive	efanelekileyo	0.775	0.479	0.679
conduct	ukuziphatha	0.453	0.510	0.750
conduction	ukuqhuba	0.530	0.557	0.717
conductivity	ukuqhuba	0.583	0.575	0.642
conductor	umqhubi	0.677	0.663	0.621
conduit	umzila	0.470	0.302	0.413
cone	ikona	0.417	0.208	0.343
confederacy	intlangano	0.590	0.541	0.736
confederate	ngumbutho	0.551	0.546	0.792
confederation	i confederation	0.663	0.404	0.830
confer	nikela	0.573	0.482	0.583
conference	nkomfa	0.688	0.615	0.606
confess	zivuma	0.360	0.712	0.431
confession	ukuvuma	0.469	0.642	0.460
confessional	ukuvuma	0.458	0.392	0.629
confessions	ukuvuma	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	mfihlelo	0.837	0.633	0.631
confide	ba xelele	0.669	0.472	0.595
confidence	ntembelo	0.959	0.276	0.943
confident	u kholose	0.765	0.324	0.723
confidential	yimfihlo	0.643	0.471	0.761
confidentiality	mfihlelo	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	ukucwangciswa	0.540	0.443	0.591
confine	uvalele	0.327	0.551	0.538
confined	uvalelwe	0.286	0.472	0.444
confinement	valelwa	0.333	0.656	0.520
confines	uvala	0.396	0.386	0.542
confirm	qi niseka	0.802	0.439	0.806
confirmation	uqinisekiso	0.812	0.480	0.692
confirmatory	isiqinisekiso	0.656	0.500	0.683
confirmed	qi nisiwe	0.760	0.490	0.764
confiscate	kuthatha	0.250	0.625	0.482
confiscation	kuthathwa	0.208	0.706	0.586
conflagration	ukuthungulwa	0.344	0.721	0.594
conflict	ngqu zulwano	0.335	0.906	0.471
conflicting	ngqu zulwano	0.173	0.738	0.553
confluence	ukudibanisa	0.677	0.598	0.565
conform	zihambelane	0.479	0.380	0.375
conformance	ngokuvumelana	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	ngokuvumelana	0.645	0.363	0.579
confound	kudideka	0.347	0.529	0.333
confounded	udidekile	0.333	0.528	0.264
confront	ukujamelana	0.281	0.760	0.746
confrontation	mbambano	0.177	0.870	0.658
confuse	zidibanisa	0.100	0.580	0.270
confused	ididekile	0.220	0.650	0.179
confusing	kudideka	0.229	0.690	0.222
confusion	kudideka	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	congenial	0.820	0.412	0.620
congenital	bantwini	0.448	0.434	0.427
congestion	ukudibanisa	0.271	0.654	0.491
conglomerate	i-conglomerate	0.500	0.500	0.838
conglomeration	i-conglomeration	0.541	0.720	0.670
congrats	i congrats	0.930	0.726	0.775
congratulate	vuyiswa	0.927	0.724	0.784
congratulation	vuyiswa	0.948	0.780	0.717
congratulations	vuyiswa	0.960	0.755	0.719
congratulatory	ku vuyiswa	0.959	0.616	0.689
congregate	hla nganisa	0.653	0.530	0.733
congregation	ebandleni	0.561	0.490	0.700
congress	ngqungquthela	0.449	0.444	0.857
congressional	i congressional	0.552	0.491	0.848
congressman	i congressman	0.438	0.471	0.877
congruence	congruence	0.656	0.472	0.577
conic	conic	0.510	0.368	0.379
conical	ucinga	0.490	0.422	0.471
conjecture	ngcamango	0.396	0.398	0.534
conjugal	udoti	0.698	0.510	0.688
conjugate	ukudibanisa	0.583	0.420	0.467
conjugation	ukudibana	0.479	0.429	0.582
conjunction	ngokubambisana	0.520	0.472	0.509
conjunctive	ngokuhlangeneyo	0.487	0.444	0.639
conjure	ukudibana	0.385	0.679	0.645
conjuring	ukulahlwa	0.224	0.653	0.694
conk	conk	0.340	0.469	0.404
connect	ukudibanisa	0.724	0.299	0.536
connected	nxu lumene	0.816	0.550	0.612
connection	uqhagamshelwano	0.729	0.560	0.655
connective	nxu lumene	0.719	0.491	0.764
connoisseur	umgcini	0.760	0.461	0.769
conquer	soyisa	0.694	0.873	0.971
conquering	koyisa	0.760	0.873	0.936
conqueror	umqoqo	0.604	0.809	0.930
conquest	ukunqoba	0.710	0.702	0.833
conscience	isazela	0.663	0.375	0.721
conscientious	nezela	0.688	0.404	0.688
conscious	qaphela	0.740	0.333	0.705
consciousness	ukuqonda	0.840	0.483	0.755
conscription	ubhaliso	0.396	0.775	0.642
consecrated	ngcwaliswa	0.663	0.500	0.800
consecration	ku ngcwalisa	0.771	0.418	0.804
consecutive	elandelelanayo	0.663	0.418	0.643
consensual	qhe lekile	0.663	0.417	0.655
consensus	vu melwano	0.627	0.358	0.625
consent	imvume	0.750	0.500	0.620
consenting	vumela	0.727	0.406	0.693
consequence	ziphumo	0.240	0.721	0.593
consequent	ngenxa yoko	0.663	0.471	0.625
conservation	ulondolozo	0.832	0.401	0.606
conservatism	i-conservatism	0.406	0.369	0.633
conservative	ekhuselekileyo	0.615	0.316	0.788
conservatory	i-conservatory	0.635	0.240	0.729
conserve	kugcina	0.690	0.347	0.573
consider	qwa lasela	0.677	0.368	0.579
considerable	kakhulu	0.653	0.314	0.683
considerate	ngqalelo	0.781	0.380	0.633
consideration	ngqalelo	0.589	0.380	0.687
consignee	umthumeli	0.635	0.385	0.602
consignment	umthwalo	0.490	0.440	0.500
consist	ziquka	0.823	0.386	0.580
consistency	ngokuvumelana	0.714	0.500	0.887
consistent	zihambelana	0.786	0.431	0.726
consolation	induduzo	0.408	0.250	0.304
console	thu thuzela	0.625	0.398	0.415
consoled	thu thuzelwa	0.700	0.343	0.452
consolidate	ukudibanisa	0.880	0.440	0.870
consolidated	zidibeneyo	0.700	0.366	0.784
consolidation	ukuhlanganiswa	0.604	0.445	0.776
consonant	ikhonkco	0.500	0.347	0.417
consort	umxhasi	0.632	0.509	0.630
conspicuous	ebonakalayo	0.479	0.520	0.596
conspiracy	iqhinga	0.125	0.787	0.652
conspirator	umqambi	0.271	0.786	0.707
conspire	uceba	0.206	0.740	0.520
constable	igosa	0.573	0.667	0.764
constancy	rhoqo	0.786	0.443	0.763
constant	rhoqo	0.740	0.296	0.686
constantly	rhoqo	0.663	0.561	0.700
constellation	iqela	0.719	0.533	0.775
consternation	ukubetha	0.167	0.680	0.469
constipation	ukuqothulwa	0.079	0.612	0.231
constituency	umbutho	0.500	0.480	0.696
constituent	umgaqo	0.573	0.500	0.827
constituents	abameli	0.573	0.414	0.833
constitute	ziquka	0.812	0.349	0.906
constitution	siseko	0.590	0.380	0.889
constitutional	siseko	0.633	0.418	0.827
constitutionality	siseko	0.612	0.439	0.853
constrain	ba nyanzela	0.261	0.500	0.500
constrained	ku nyanzelwa	0.135	0.537	0.357
constraint	imithintelo	0.323	0.550	0.481
construct	ukwakha	0.750	0.648	0.792
construction	ukwakhiwa	0.848	0.612	0.759
constructive	eyakhayo	0.860	0.570	0.812
construe	zichaza	0.602	0.519	0.553
consul	i-consul	0.573	0.354	0.688
consulate	ngumbutho	0.561	0.453	0.694
consult	thethana	0.755	0.370	0.441
consultant	umcebisi	0.770	0.344	0.808
consultation	ngcebiso	0.660	0.463	0.625
consume	kudla	0.427	0.620	0.509
consumer	umthengi	0.507	0.551	0.677
consuming	kudla	0.573	0.541	0.536
consummate	kudla	0.551	0.540	0.558
consummation	kugqitywa	0.583	0.676	0.661
consumption	benzisa	0.390	0.531	0.538
contact	qhagamshelana	0.719	0.424	0.526
contagion	sulela	0.208	0.630	0.535
contagious	sulela	0.184	0.725	0.400
contain	qulathe	0.542	0.490	0.658
container	isitya	0.551	0.396	0.561
containment	isithintelo	0.411	0.491	0.618
contaminate	ngcolisa	0.140	0.611	0.426
contaminated	ngcoliswe	0.040	0.500	0.368
contamination	ngco liseko	0.125	0.610	0.375
contemplate	cinga	0.740	0.347	0.642
contemplation	kucinga	0.552	0.324	0.627
contemplative	kucinga	0.729	0.308	0.739
contemporaneous	ngokufanayo	0.640	0.373	0.591
contemporary	bexesha langoku	0.720	0.365	0.569
contempt	ngcikivo	0.206	0.635	0.396
contemptible	xha laselwa	0.146	0.657	0.471
contemptuous	zibuhlungu	0.204	0.500	0.375
contend	ukulwa	0.510	0.657	0.731
contender	ngxabano	0.480	0.790	0.681
contending	ulwa	0.490	0.698	0.716
content	umxholo	0.764	0.296	0.559
contented	qulethwe	0.857	0.612	0.746
contention	ngxabano	0.375	0.510	0.738
contentious	ngxabano	0.422	0.573	0.637
contentment	ukwaneliseka	0.875	0.610	0.782
contents	qulatho	0.656	0.375	0.550
contest	kukhuphiswano	0.667	0.698	0.717
contestant	kumncintisana	0.760	0.530	0.602
context	umongo	0.531	0.300	0.553
contiguous	ezidityanisiweyo	0.375	0.450	0.500
continence	kwilizwekazi	0.450	0.396	0.469
continent	zwekazi	0.551	0.373	0.833
continental	zwekazi	0.486	0.350	0.755
contingency	ngxaki	0.396	0.500	0.670
contingent	ezixhasayo	0.470	0.531	0.659
continual	rhoqo	0.500	0.423	0.685
continually	rhoqo	0.646	0.438	0.698
continuance	ukuqhubeka	0.729	0.510	0.652
continuation	qhubela phambili	0.615	0.470	0.566
continue	qhubeka	0.630	0.427	0.612
continued	qhubeka	0.635	0.440	0.500
continuing	qhubeka	0.667	0.500	0.520
continuity	ukuqhubeka	0.781	0.439	0.684
continuous	qhubeka	0.625	0.509	0.580
continuously	ngokuqhubekayo	0.719	0.417	0.702
continuum	qhubeka	0.677	0.390	0.491
contour	intambo	0.589	0.265	0.414
contraband	yokuqhawula	0.177	0.875	0.670
contraception	ukukhulelwa	0.296	0.518	0.525
contract	isivumelwano	0.594	0.412	0.636
contracted	vu melwano	0.344	0.557	0.449
contractile	isivumelwano	0.480	0.586	0.569
contracting	vu melwano	0.594	0.490	0.769
contraction	qhekeko	0.292	0.755	0.603
contractor	kontraka	0.592	0.479	0.727
contradict	phi kisana	0.160	0.598	0.482
contradiction	phi kisana	0.250	0.660	0.377
contradictory	phi kisana	0.365	0.651	0.421
contraption	ukuchithwa	0.448	0.590	0.491
contrary	chasene	0.327	0.449	0.338
contrast	umahluko	0.480	0.406	0.520
contrasted	hlukile	0.521	0.538	0.491
contravene	yaphula	0.357	0.618	0.472
contravention	ulwaphulo	0.344	0.627	0.593
contribute	negalelo	0.806	0.350	0.795
contribution	negalelo	0.854	0.452	0.760
contributor	negalelo	0.844	0.510	0.760
contrite	ephazamisayo	0.347	0.363	0.473
contrition	ukulahlwa	0.347	0.583	0.463
contrived	zenziwe	0.408	0.530	0.458
control	lawulo	0.729	0.352	0.808
controller	umlawuli	0.469	0.712	0.868
controlling	ukulawula	0.490	0.441	0.885
controversial	ngxabano	0.271	0.858	0.538
controversy	ngxabano	0.250	0.819	0.600
contusion	ukudibana	0.167	0.565	0.509
conundrum	conundrum	0.354	0.524	0.408
convalescent	i-convalescent	0.458	0.480	0.269
convection	ukuhanjiswa	0.521	0.494	0.526
convene	ku dibana	0.583	0.676	0.636
convenience	lula	0.781	0.448	0.613
conveniences	ezifanelekileyo	0.802	0.412	0.693
convenient	efanelekileyo	0.846	0.491	0.574
convent	umthunywa	0.480	0.217	0.594
convention	ndibano	0.622	0.622	0.704
conventional	eziqhelekileyo	0.594	0.292	0.634
converge	guqula	0.635	0.471	0.539
convergence	guquka	0.551	0.491	0.625
convergent	guquka	0.781	0.490	0.696
conversant	ncokola	0.724	0.360	0.542
conversation	ncokola	0.750	0.510	0.609
conversational	ncokola	0.719	0.431	0.596
conversationalist	ncokola	0.719	0.467	0.667
converse	ukuthetha	0.594	0.406	0.598
conversing	ncokola	0.755	0.409	0.442
conversion	ukuguqulwa	0.480	0.605	0.736
convert	guqula	0.551	0.538	0.704
converted	guquke	0.663	0.418	0.686
convertible	guquke	0.542	0.529	0.717
convex	ukuxoxisana	0.438	0.427	0.445
convexity	ukuxhamla	0.449	0.354	0.484
convey	ukuhambisa	0.719	0.633	0.708
conveyance	thumela	0.615	0.520	0.455
conveyancing	ukuhanjiswa	0.375	0.479	0.663
convict	ugwetywa	0.177	0.840	0.477
conviction	i sigwebo	0.615	0.704	0.826
convince	ku kholisa	0.708	0.539	0.763
convinced	qi niseka	0.750	0.500	0.630
convincing	ku kholisa	0.760	0.527	0.900
convocation	ntla nganiso	0.538	0.611	0.663
convoluted	lisiwe	0.323	0.614	0.433
convolution	i-convolution	0.417	0.559	0.527
convoy	umthunywa	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	kupheka	0.847	0.500	0.412
cookbook	yokupheka	0.602	0.346	0.398
cooker	umpheki	0.592	0.373	0.407
cookery	zokupheka	0.633	0.368	0.345
cookie	cookie	0.792	0.306	0.250
cookies	ikhukhi	0.823	0.451	0.316
cooking	kupheka	0.694	0.510	0.434
cookout	ukupheka	0.680	0.406	0.482
cool	kuhle	0.885	0.540	0.781
coolant	epholile	0.720	0.412	0.456
cooler	epholile	0.664	0.375	0.460
cooling	ukupholisa	0.469	0.324	0.392
coolness	ukupholisa	0.490	0.307	0.548
coon	coon	0.490	0.460	0.400
coop	ikhuni	0.612	0.445	0.650
cooperate	nzisane	0.898	0.451	0.582
cooperating	nziswano	0.760	0.390	0.693
cooperation	intsebenziswano	0.847	0.473	0.686
cooperative	nziswano	0.816	0.461	0.670
coordinate	lanisa	0.698	0.429	0.694
coordination	ulungelelaniso	0.677	0.454	0.789
coordinator	umququzeleli	0.750	0.510	0.850
cop	iphoyisa	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	ukujamelana nayo	0.592	0.647	0.709
copier	ukukopisha	0.459	0.345	0.390
copilot	ikopi	0.640	0.538	0.573
coping	ukujamelana	0.562	0.630	0.613
copious	ikhuphe	0.427	0.462	0.527
copper	zobhedu	0.580	0.260	0.500
copter	ukukopisha	0.571	0.704	0.569
copy	ikopi	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	ukukopisha	0.448	0.315	0.404
copyright	copyright	0.458	0.402	0.663
coral	korali	0.802	0.231	0.425
coral snake	inyoka	0.276	0.712	0.607
cord	intambo	0.388	0.378	0.358
cordial	ulungelelaniso	0.823	0.312	0.482
cordless	engenazintambo	0.667	0.441	0.528
cordon	cordon	0.469	0.317	0.380
corduroy	corduroy	0.570	0.324	0.357
core	engundoqo	0.721	0.378	0.540
cork	korkin	0.347	0.250	0.281
corkscrew	ikhefu	0.427	0.443	0.445
corn	umbona	0.594	0.196	0.292
cornball	cornball	0.479	0.378	0.325
cornbread	cornbread	0.643	0.304	0.302
cornea	cornea	0.521	0.346	0.443
corned	ngumbombo	0.459	0.441	0.425
corner	ekhoneni	0.400	0.296	0.366
cornerstone	ilitye lembombo	0.550	0.388	0.596
cornet	ngumbombo	0.507	0.520	0.415
cornfield	kummbila	0.719	0.310	0.349
cornflakes	NO TRANSLATION	0.729	0.346	0.355
cornice	cornice	0.458	0.441	0.295
cornstarch	cornstarch	0.643	0.299	0.337
corny	corny	0.448	0.370	0.221
corollary	ukulungiswa	0.458	0.469	0.366
corona	corona	0.818	0.439	0.745
coronary	kwikoronari	0.567	0.613	0.509
coronation	ikhonkco	0.792	0.592	0.836
coroner	coroner	0.323	0.558	0.526
corporal	yenkampani	0.582	0.490	0.596
corporate	iqumrhu	0.592	0.454	0.745
corporation	iqumrhu	0.429	0.332	0.873
corporeal	yenyama	0.520	0.350	0.461
corps	izidumbu	0.551	0.453	0.483
corpse	isidumbu	0.094	0.657	0.232
corpsman	umthunywa	0.439	0.469	0.651
