Word	Lithuanian-lt	Valence	Arousal	Dominance
cognitive	pažintinis	0.513	0.401	0.634
cohabitation	draugystę	0.646	0.526	0.598
coherence	nuoseklumas	0.720	0.406	0.788
coherent	nuoseklus	0.698	0.281	0.500
cohesion	sanglauda	0.604	0.536	0.555
cohesive	darni	0.531	0.470	0.603
cohort	kohorta	0.459	0.551	0.566
coil	ritė	0.448	0.343	0.298
coiled	suvynioti	0.378	0.518	0.389
coin	moneta	0.677	0.574	0.445
coinage	moneta	0.500	0.400	0.545
coincide	sutampa	0.635	0.490	0.593
coincidence	sutapimas	0.612	0.450	0.518
coincident	sutampa	0.562	0.385	0.602
coincidental	atsitiktinai	0.646	0.481	0.337
coinciding	sutampa	0.673	0.373	0.623
coke	koksas	0.404	0.461	0.397
cola	Cola	0.469	0.325	0.240
cold	šalta	0.398	0.538	0.348
coldly	šaltai	0.365	0.358	0.407
coldness	šaltis	0.093	0.470	0.427
coldsweat	NO TRANSLATION	0.427	0.491	0.327
coleslaw	koleslawas	0.707	0.312	0.336
colic	kolika	0.135	0.736	0.361
coliseum	Koliziejus	0.612	0.663	0.704
collaborate	bendradarbiauti	0.816	0.449	0.559
collaboration	bendradarbiavimas	0.885	0.628	0.741
collaborator	bendradarbis	0.729	0.320	0.769
collage	koliažas	0.680	0.321	0.375
collagen	kolageno	0.541	0.245	0.450
collapse	žlugti	0.208	0.689	0.342
collar	apykaklė	0.656	0.442	0.446
collarbone	raumenys	0.420	0.427	0.306
collate	lyginti	0.438	0.448	0.580
collateral	užstatas	0.531	0.422	0.717
collation	palyginimas	0.520	0.333	0.508
colleague	kolega	0.740	0.413	0.600
collect	rinkti	0.635	0.481	0.491
collected	surinkta	0.570	0.402	0.588
collection	kolekcija	0.725	0.311	0.588
collective	kolektyvas	0.583	0.458	0.698
collectively	kolektyviai	0.817	0.573	0.533
collector	kolektorius	0.552	0.481	0.648
college	kolegija	0.700	0.467	0.746
collegiate	kolegialus	0.592	0.461	0.678
collide	susiduria	0.271	0.892	0.557
collie	kolis	0.562	0.308	0.328
collision	susidūrimas	0.245	0.848	0.585
collocation	kolokacija	0.637	0.360	0.594
colloquial	kalbantis	0.604	0.363	0.368
collusion	sąmokslas	0.365	0.510	0.400
cologne	Kelnas	0.677	0.413	0.552
colon	dvitaškis	0.449	0.394	0.384
colonel	pulkininkas	0.459	0.592	0.890
colonial	kolonijinis	0.553	0.327	0.613
colonic	storosios žarnos	0.333	0.420	0.430
colonoscopy	kolonoskopija	0.208	0.524	0.466
colony	kolonija	0.716	0.353	0.593
colophon	kolofonas	0.500	0.408	0.385
color	spalva	0.786	0.280	0.402
coloration	spalva	0.541	0.520	0.443
colored	spalvos	0.806	0.317	0.275
colorful	spalvinga	0.850	0.520	0.519
coloring	dažymas	0.781	0.469	0.353
colorless	bespalvis	0.354	0.340	0.250
colors	spalvos	0.875	0.349	0.340
colossal	milžiniškas	0.698	0.692	0.900
colt	asilas	0.561	0.587	0.543
columbine	Kolumbinas	0.520	0.521	0.407
column	stulpelis	0.480	0.250	0.670
columnar	stulpelis	0.448	0.340	0.491
columnist	redaktorius	0.646	0.365	0.648
com	NO TRANSLATION	0.396	0.382	0.382
coma	koma	0.219	0.255	0.302
comatose	komata	0.143	0.438	0.433
comb	šukos	0.490	0.123	0.268
combat	kovoti	0.302	0.846	0.833
combatant	kovotojas	0.531	0.853	0.780
combative	kareiviškas	0.381	0.690	0.816
combination	derinys	0.708	0.480	0.726
combinatorial	kombinacinis	0.561	0.436	0.428
combine	sujungti	0.663	0.442	0.533
combined	kartu	0.622	0.370	0.500
combo	Combo	0.698	0.439	0.453
combustible	degios	0.386	0.650	0.750
combustion	deginimas	0.457	0.807	0.591
come	ateiti	0.529	0.269	0.558
comeback	grįžk	0.580	0.409	0.555
comedian	komikas	0.812	0.735	0.598
comedy	komedija	0.918	0.555	0.490
comet	kometa	0.704	0.679	0.471
comfort	komfortas	0.863	0.231	0.670
comfortable	patogus	0.927	0.163	0.473
comforter	minkšta	0.618	0.275	0.302
comforting	jaudinantis	0.906	0.337	0.620
comfy	patogus	0.930	0.241	0.625
comic	komiksas	0.917	0.459	0.387
comical	juokingas	0.844	0.737	0.327
comics	komiksai	0.690	0.556	0.384
coming	artėja	0.653	0.417	0.500
comma	kablelis	0.344	0.269	0.242
command	komanda	0.427	0.790	0.849
commandant	komendantas	0.622	0.700	0.943
commandeer	vadas	0.552	0.639	0.931
commander	vadas	0.531	0.615	0.906
commanding	įsakymas	0.562	0.664	0.925
commandment	įsakymas	0.656	0.490	0.876
commando	Komanda	0.323	0.710	0.817
commemorate	prisiminti	0.812	0.602	0.636
commemoration	minėjimas	0.719	0.615	0.754
commemorative	atminimo diena	0.750	0.438	0.754
commence	prasideda	0.760	0.585	0.741
commend	pagirti	0.906	0.694	0.711
commendable	pagirtinas	0.786	0.570	0.555
commendation	pagyrimas	0.911	0.500	0.639
commensurate	proporcingas	0.610	0.304	0.550
comment	komentuoti	0.667	0.417	0.379
commentary	komentaras	0.602	0.402	0.446
commentator	komentatorius	0.492	0.510	0.607
commerce	komercija	0.646	0.500	0.788
commercial	komercinis	0.806	0.490	0.528
commie	komiksas	0.385	0.519	0.454
commissary	komisaras	0.385	0.500	0.788
commission	Komisija	0.677	0.480	0.571
commissioner	komisaras	0.602	0.449	0.949
commit	įsipareigoti	0.365	0.529	0.491
commitment	įsipareigojimas	0.714	0.710	0.843
committal	priėmimas	0.472	0.519	0.582
committed	padaryta	0.710	0.542	0.712
committee	komitetas	0.592	0.392	0.721
commodity	prekė	0.615	0.394	0.537
commodore	Commodore	0.427	0.530	0.636
common	bendras	0.600	0.127	0.318
commoner	paprastas	0.448	0.365	0.327
commonly	dažnai	0.604	0.170	0.574
commonplace	įprastas dalykas	0.520	0.337	0.442
commons	bendri	0.633	0.396	0.623
commonwealth	sąjunga	0.630	0.406	0.702
commotion	neramumai	0.490	0.700	0.646
communal	bendruomenė	0.592	0.321	0.556
commune	komuna	0.500	0.488	0.655
communicable	užkrečiama	0.796	0.491	0.623
communicate	bendrauti	0.823	0.410	0.696
communication	komunikacija	0.837	0.400	0.649
communicative	komunikacinis	0.847	0.560	0.637
communicator	komunikatorius	0.573	0.509	0.796
communion	bendrystė	0.765	0.357	0.607
communism	komunizmas	0.264	0.570	0.623
communist	komunistas	0.265	0.702	0.632
community	bendruomenė	0.750	0.350	0.659
commutation	komutacija	0.469	0.431	0.652
commutative	коммутативный	0.667	0.442	0.569
commute	važinėti	0.622	0.582	0.565
commuter	priemiestinis	0.646	0.520	0.512
comp	Komp	0.573	0.450	0.371
compact	kompaktiška	0.458	0.417	0.673
compaction	tankinimas	0.531	0.471	0.582
compactness	kompaktiškumas	0.582	0.352	0.454
companion	kompanionas	0.770	0.377	0.618
companionless	nesvarbu	0.271	0.259	0.200
companionship	draugystę	0.833	0.438	0.792
company	bendrovė	0.906	0.425	0.798
comparable	palyginamas	0.562	0.443	0.458
comparative	lyginamasis	0.470	0.273	0.562
comparatively	palyginti	0.604	0.391	0.538
compare	palyginti	0.552	0.408	0.524
comparison	palyginimas	0.583	0.456	0.492
compartment	skyrius	0.500	0.389	0.607
compass	kompasas	0.541	0.307	0.529
compassion	užuojauta	0.735	0.258	0.509
compassionate	sąžiningas	0.857	0.404	0.411
compatibility	suderinamumas	0.816	0.450	0.673
compatible	suderinama	0.892	0.387	0.638
compel	priversti	0.200	0.847	0.625
compelled	priverstas	0.333	0.654	0.347
compelling	įtikinantis	0.698	0.570	0.870
compendium	rinkinys	0.610	0.461	0.537
compensate	kompensuoti	0.612	0.429	0.762
compensation	kompensacija	0.775	0.469	0.598
compensatory	kompensacinis	0.589	0.490	0.700
compete	konkuruoti	0.573	0.745	0.786
competence	kompetencija	0.615	0.802	0.823
competency	kompetencija	0.768	0.775	0.764
competent	kompetentingas	0.865	0.560	0.904
competition	varzybos	0.580	0.790	0.798
competitive	konkurencinga	0.447	0.718	0.908
competitor	konkurentas	0.612	0.959	0.861
compilation	kompiliavimas	0.530	0.512	0.606
compile	surinkti	0.600	0.413	0.519
complacency	nepasitenkinimas	0.604	0.503	0.519
complacent	atsipalaidavęs	0.625	0.452	0.518
complain	skųstis	0.143	0.682	0.360
complaint	skundas	0.143	0.606	0.281
complement	papildyti	0.760	0.277	0.600
complementary	papildomas	0.714	0.320	0.586
complete	baigti	0.750	0.414	0.809
completed	baigtas	0.823	0.357	0.777
completely	visiškai	0.730	0.370	0.690
completeness	išsamumas	0.823	0.433	0.769
completing	užbaigti	0.614	0.500	0.769
completion	užbaigimas	0.656	0.470	0.525
complex	kompleksas	0.388	0.608	0.550
complexed	kompleksinis	0.312	0.577	0.612
complexion	veido spalva	0.521	0.520	0.380
complexity	sudėtingumas	0.479	0.620	0.595
compliance	laikymasis	0.750	0.462	0.750
compliant	atitinka reikalavimus	0.677	0.310	0.519
complicate	komplikuoja	0.210	0.657	0.404
complicated	sudėtingas	0.211	0.660	0.455
complication	komplikacija	0.365	0.726	0.330
complicity	komplikacija	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	nemokamas	0.823	0.413	0.435
comply	laikykis	0.806	0.370	0.638
complying	atitiktų	0.729	0.423	0.590
compo	Komp	0.500	0.346	0.390
component	komponentas	0.531	0.382	0.525
compose	kurti	0.639	0.432	0.694
composed	sudarytas	0.684	0.385	0.682
composer	kompozitorius	0.822	0.588	0.691
composite	sudėtinis	0.591	0.459	0.620
composition	kompozicija	0.765	0.408	0.652
compost	kompostas	0.480	0.404	0.441
composure	ramybė	0.802	0.354	0.717
compound	junginys	0.635	0.385	0.735
comprehend	suvokti	0.875	0.365	0.689
comprehension	supratimas	0.908	0.387	0.688
comprehensive	išsamus	0.796	0.385	0.644
compress	suspausti	0.406	0.412	0.460
compressed	suspaustas	0.323	0.396	0.388
compressible	suspaudžiamas	0.622	0.392	0.585
compression	suspaudimas	0.646	0.521	0.579
compressor	kompresorius	0.418	0.481	0.630
comprise	sudaro	0.839	0.373	0.669
compromise	kompromisas	0.677	0.520	0.805
comptroller	kontrolierius	0.402	0.481	0.866
compulsion	prievarta	0.118	0.760	0.604
compulsive	kompulsinis	0.347	0.871	0.573
compulsory	privalomas	0.343	0.541	0.791
computable	apskaičiuojama	0.570	0.402	0.545
computation	skaičiavimas	0.583	0.429	0.697
compute	apskaičiuoti	0.531	0.408	0.564
computer	kompiuteris	0.802	0.356	0.639
computerized	kompiuterizuota	0.677	0.450	0.657
computing	skaičiavimas	0.745	0.398	0.695
comrade	Draugas	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	sujungimas	0.480	0.593	0.539
concave	įgaubtas	0.441	0.349	0.349
conceal	paslėpti	0.312	0.436	0.306
concealed	paslėpta	0.344	0.363	0.352
concealment	paslėpimas	0.302	0.570	0.390
concede	pripažinti	0.670	0.324	0.473
conceit	įsivaizduoti	0.354	0.625	0.309
conceited	tuštuma	0.194	0.667	0.473
conceivable	įmanomas	0.730	0.350	0.613
conceive	suvokti	0.708	0.538	0.700
concentrate	koncentruotis	0.750	0.439	0.743
concentration	koncentracija	0.735	0.500	0.722
concentric	koncentrinis	0.730	0.479	0.635
concept	koncepcija	0.573	0.265	0.632
conception	koncepcija	0.694	0.490	0.614
concern	rūpestis	0.250	0.734	0.463
concerned	susijusi	0.292	0.698	0.350
concert	koncertas	0.938	0.867	0.718
concerto	koncertas	0.613	0.759	0.679
concession	koncesija	0.588	0.423	0.615
concessional	lengvatinis	0.770	0.493	0.657
conch	kriauklė	0.583	0.306	0.339
concierge	konsjeržo paslaugos	0.480	0.343	0.343
conciliation	taikinimo procedūra	0.792	0.475	0.726
concise	glausta	0.583	0.298	0.620
conclave	konclavas	0.573	0.440	0.611
conclude	sudaryti	0.530	0.267	0.679
concluding	sudaryti	0.531	0.382	0.603
conclusion	išvadą	0.615	0.377	0.659
conclusive	galutinis	0.500	0.427	0.745
concoction	pagaminti	0.448	0.459	0.417
concomitant	kartu	0.427	0.482	0.727
concord	susitarimas	0.677	0.320	0.586
concordance	atitikimas	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	kongresas	0.740	0.657	0.528
concrete	betonas	0.633	0.420	0.547
concubine	koncubiunas	0.388	0.594	0.476
concur	sutinku	0.459	0.394	0.429
concurrence	sutikimas	0.764	0.627	0.613
concurrent	kartu	0.573	0.547	0.741
concurring	suderinantis	0.573	0.600	0.681
concussion	smegenų sukrėtimas	0.072	0.708	0.482
condemn	pasmerkti	0.102	0.793	0.625
condemnation	pasmerkimas	0.133	0.725	0.449
condensation	kondensacija	0.510	0.316	0.538
condensed	susilpnintas	0.598	0.415	0.623
condescending	gailestingas	0.583	0.363	0.593
condescension	nusivylimas	0.521	0.377	0.565
condiment	prieskoniai	0.520	0.333	0.433
condition	sąlyga	0.500	0.469	0.519
conditional	sąlyginis	0.521	0.343	0.556
conditionally	sąlygiškai	0.396	0.419	0.617
conditioned	kondicionuojamas	0.490	0.417	0.616
conditioner	kondicionierius	0.781	0.360	0.538
conditioning	kondicionavimas	0.440	0.468	0.617
conditions	sąlygos	0.551	0.441	0.593
condo	butas	0.439	0.288	0.607
condolence	užuojautą	0.260	0.443	0.404
condolences	užuojautos	0.198	0.480	0.288
condom	prezervatyvas	0.406	0.637	0.500
condone	pasveikinti	0.571	0.441	0.619
condor	condor	0.573	0.388	0.519
conducive	palankus	0.775	0.479	0.679
conduct	elgesys	0.453	0.510	0.750
conduction	laidumas	0.530	0.557	0.717
conductivity	laidumas	0.583	0.575	0.642
conductor	dirigentas	0.677	0.663	0.621
conduit	kanalas	0.470	0.302	0.413
cone	kūgis	0.417	0.208	0.343
confederacy	konfederacija	0.590	0.541	0.736
confederate	konfederacija	0.551	0.546	0.792
confederation	konfederacija	0.663	0.404	0.830
confer	suteikti	0.573	0.482	0.583
conference	konferencija	0.688	0.615	0.606
confess	prisipažinti	0.360	0.712	0.431
confession	prisipažinimas	0.469	0.642	0.460
confessional	konfesinis	0.458	0.392	0.629
confessions	prisipažinimas	0.325	0.538	0.658
confetti	konfeti	0.781	0.573	0.250
confidant	patikėtinis	0.837	0.633	0.631
confide	pasitikėti	0.669	0.472	0.595
confidence	pasitikėjimas	0.959	0.276	0.943
confident	įsitikinęs	0.765	0.324	0.723
confidential	konfidencialus	0.643	0.471	0.761
confidentiality	konfidencialumas	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	konfigūracija	0.540	0.443	0.591
confine	apsiriboti	0.327	0.551	0.538
confined	uždaras	0.286	0.472	0.444
confinement	gimdymas	0.333	0.656	0.520
confines	riboja	0.396	0.386	0.542
confirm	patvirtinti	0.802	0.439	0.806
confirmation	patvirtinimas	0.812	0.480	0.692
confirmatory	patvirtinantis	0.656	0.500	0.683
confirmed	patvirtintas	0.760	0.490	0.764
confiscate	konfiskuoti	0.250	0.625	0.482
confiscation	konfiskavimas	0.208	0.706	0.586
conflagration	gaisras	0.344	0.721	0.594
conflict	konfliktas	0.335	0.906	0.471
conflicting	prieštaringas	0.173	0.738	0.553
confluence	susivienijimas	0.677	0.598	0.565
conform	atitiktų	0.479	0.380	0.375
conformance	atitiktis	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	atitiktis	0.645	0.363	0.579
confound	sumaišyti	0.347	0.529	0.333
confounded	sugedo	0.333	0.528	0.264
confront	priešintis	0.281	0.760	0.746
confrontation	konfrontacija	0.177	0.870	0.658
confuse	supainioti	0.100	0.580	0.270
confused	supainioti	0.220	0.650	0.179
confusing	paini	0.229	0.690	0.222
confusion	sumišimas	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	draugiškas	0.820	0.412	0.620
congenital	įgimta	0.448	0.434	0.427
congestion	grūstis	0.271	0.654	0.491
conglomerate	konglomeratas	0.500	0.500	0.838
conglomeration	konglomeracija	0.541	0.720	0.670
congrats	Sveikinimai	0.930	0.726	0.775
congratulate	Sveikinu	0.927	0.724	0.784
congratulation	sveikinu	0.948	0.780	0.717
congratulations	sveikinu	0.960	0.755	0.719
congratulatory	sveikinu	0.959	0.616	0.689
congregate	susirinkti	0.653	0.530	0.733
congregation	susirinkimas	0.561	0.490	0.700
congress	kongresas	0.449	0.444	0.857
congressional	kongresas	0.552	0.491	0.848
congressman	kongreso narys	0.438	0.471	0.877
congruence	kongruencija	0.656	0.472	0.577
conic	kūginis	0.510	0.368	0.379
conical	kūginis	0.490	0.422	0.471
conjecture	hipotezė	0.396	0.398	0.534
conjugal	santuoka	0.698	0.510	0.688
conjugate	konjugatas	0.583	0.420	0.467
conjugation	konjugacija	0.479	0.429	0.582
conjunction	jungtis	0.520	0.472	0.509
conjunctive	jungianti	0.487	0.444	0.639
conjure	pakviesti	0.385	0.679	0.645
conjuring	kvailys	0.224	0.653	0.694
conk	conk	0.340	0.469	0.404
connect	Prisijungti	0.724	0.299	0.536
connected	prijungtas	0.816	0.550	0.612
connection	ryšys	0.729	0.560	0.655
connective	jungiamoji	0.719	0.491	0.764
connoisseur	žinovas	0.760	0.461	0.769
conquer	užkariauti	0.694	0.873	0.971
conquering	užkariavimas	0.760	0.873	0.936
conqueror	užkariautojas	0.604	0.809	0.930
conquest	užkariavimas	0.710	0.702	0.833
conscience	sąžinė	0.663	0.375	0.721
conscientious	sąžiningas	0.688	0.404	0.688
conscious	sąmoningas	0.740	0.333	0.705
consciousness	sąmonė	0.840	0.483	0.755
conscription	prizas	0.396	0.775	0.642
consecrated	pašventintas	0.663	0.500	0.800
consecration	pašventinimas	0.771	0.418	0.804
consecutive	iš eilės	0.663	0.418	0.643
consensual	konsensusas	0.663	0.417	0.655
consensus	konsensusas	0.627	0.358	0.625
consent	sutikimas	0.750	0.500	0.620
consenting	sutikimas	0.727	0.406	0.693
consequence	pasekmė	0.240	0.721	0.593
consequent	pasekmė	0.663	0.471	0.625
conservation	išsaugojimas	0.832	0.401	0.606
conservatism	konservatyvumas	0.406	0.369	0.633
conservative	konservatyvus	0.615	0.316	0.788
conservatory	konservatorija	0.635	0.240	0.729
conserve	konservuoti	0.690	0.347	0.573
consider	apsvarstykite	0.677	0.368	0.579
considerable	didelis	0.653	0.314	0.683
considerate	dėmesingas	0.781	0.380	0.633
consideration	svarstymas	0.589	0.380	0.687
consignee	gavėjas	0.635	0.385	0.602
consignment	siunta	0.490	0.440	0.500
consist	susideda iš	0.823	0.386	0.580
consistency	nuoseklumas	0.714	0.500	0.887
consistent	nuoseklus	0.786	0.431	0.726
consolation	malonumas	0.408	0.250	0.304
console	konsolė	0.625	0.398	0.415
consoled	consoled	0.700	0.343	0.452
consolidate	konsoliduoti	0.880	0.440	0.870
consolidated	konsoliduota	0.700	0.366	0.784
consolidation	konsolidacija	0.604	0.445	0.776
consonant	konsonantas	0.500	0.347	0.417
consort	sutinku	0.632	0.509	0.630
conspicuous	pastebimas	0.479	0.520	0.596
conspiracy	sąmokslas	0.125	0.787	0.652
conspirator	sąmokslininkas	0.271	0.786	0.707
conspire	sujaudinti	0.206	0.740	0.520
constable	konstabula	0.573	0.667	0.764
constancy	pastovumas	0.786	0.443	0.763
constant	pastovi	0.740	0.296	0.686
constantly	nuolat	0.663	0.561	0.700
constellation	žvaigždynas	0.719	0.533	0.775
consternation	sąmyšis	0.167	0.680	0.469
constipation	vidurių užkietėjimas	0.079	0.612	0.231
constituency	rinkimų apygarda	0.500	0.480	0.696
constituent	sudedamoji dalis	0.573	0.500	0.827
constituents	sudedamosios dalys	0.573	0.414	0.833
constitute	sudaryti	0.812	0.349	0.906
constitution	konstitucija	0.590	0.380	0.889
constitutional	konstitucinis	0.633	0.418	0.827
constitutionality	konstitucingumas	0.612	0.439	0.853
constrain	suvaržyti	0.261	0.500	0.500
constrained	suvaržytas	0.135	0.537	0.357
constraint	apribojimas	0.323	0.550	0.481
construct	statyti	0.750	0.648	0.792
construction	statyba	0.848	0.612	0.759
constructive	konstruktyvus	0.860	0.570	0.812
construe	aišku	0.602	0.519	0.553
consul	konsulas	0.573	0.354	0.688
consulate	konsulatas	0.561	0.453	0.694
consult	konsultuotis	0.755	0.370	0.441
consultant	konsultantas	0.770	0.344	0.808
consultation	konsultacija	0.660	0.463	0.625
consume	vartoti	0.427	0.620	0.509
consumer	vartotojas	0.507	0.551	0.677
consuming	vartoja	0.573	0.541	0.536
consummate	baigti	0.551	0.540	0.558
consummation	baigimas	0.583	0.676	0.661
consumption	vartojimas	0.390	0.531	0.538
contact	kontaktas	0.719	0.424	0.526
contagion	užkratas	0.208	0.630	0.535
contagious	užkrečiama	0.184	0.725	0.400
contain	yra	0.542	0.490	0.658
container	konteineris	0.551	0.396	0.561
containment	izoliavimas	0.411	0.491	0.618
contaminate	užteršti	0.140	0.611	0.426
contaminated	užteršta	0.040	0.500	0.368
contamination	užteršimas	0.125	0.610	0.375
contemplate	apmąstyti	0.740	0.347	0.642
contemplation	apmąstymas	0.552	0.324	0.627
contemplative	kontempliacija	0.729	0.308	0.739
contemporaneous	tuo pačiu metu	0.640	0.373	0.591
contemporary	šiuolaikiškas	0.720	0.365	0.569
contempt	panieka	0.206	0.635	0.396
contemptible	panieka	0.146	0.657	0.471
contemptuous	nusivylęs	0.204	0.500	0.375
contend	ginčytis	0.510	0.657	0.731
contender	varžovas	0.480	0.790	0.681
contending	ginčytis	0.490	0.698	0.716
content	turinys	0.764	0.296	0.559
contented	patenkintas	0.857	0.612	0.746
contention	ginčas	0.375	0.510	0.738
contentious	ginčytina	0.422	0.573	0.637
contentment	pasitenkinimas	0.875	0.610	0.782
contents	turinys	0.656	0.375	0.550
contest	konkursas	0.667	0.698	0.717
contestant	dalyvis	0.760	0.530	0.602
context	kontekstas	0.531	0.300	0.553
contiguous	kaimyninis	0.375	0.450	0.500
continence	pastovumas	0.450	0.396	0.469
continent	žemynas	0.551	0.373	0.833
continental	žemyninis	0.486	0.350	0.755
contingency	nenumatyti atvejai	0.396	0.500	0.670
contingent	kontingentas	0.470	0.531	0.659
continual	nuolatinis	0.500	0.423	0.685
continually	nuolat	0.646	0.438	0.698
continuance	tęstinumas	0.729	0.510	0.652
continuation	tęsinys	0.615	0.470	0.566
continue	Tęsti	0.630	0.427	0.612
continued	tęsinys	0.635	0.440	0.500
continuing	tęsinys	0.667	0.500	0.520
continuity	tęstinumas	0.781	0.439	0.684
continuous	nuolatinis	0.625	0.509	0.580
continuously	nuolat	0.719	0.417	0.702
continuum	kontinuumas	0.677	0.390	0.491
contour	kontūras	0.589	0.265	0.414
contraband	kontrabanda	0.177	0.875	0.670
contraception	kontracepcija	0.296	0.518	0.525
contract	sutartis	0.594	0.412	0.636
contracted	sutartis	0.344	0.557	0.449
contractile	sutrumpintas	0.480	0.586	0.569
contracting	sutartis	0.594	0.490	0.769
contraction	susitraukimas	0.292	0.755	0.603
contractor	rangovas	0.592	0.479	0.727
contradict	prieštarauja	0.160	0.598	0.482
contradiction	prieštaravimas	0.250	0.660	0.377
contradictory	prieštaringas	0.365	0.651	0.421
contraption	atsipalaidavimas	0.448	0.590	0.491
contrary	priešingai	0.327	0.449	0.338
contrast	kontrastas	0.480	0.406	0.520
contrasted	kontrastuotas	0.521	0.538	0.491
contravene	prieštarauja	0.357	0.618	0.472
contravention	pažeidimas	0.344	0.627	0.593
contribute	prisidėti	0.806	0.350	0.795
contribution	indėlis	0.854	0.452	0.760
contributor	pagalbininkas	0.844	0.510	0.760
contrite	pasipriešinti	0.347	0.363	0.473
contrition	kaltinimas	0.347	0.583	0.463
contrived	įstrigo	0.408	0.530	0.458
control	kontrolė	0.729	0.352	0.808
controller	valdytojas	0.469	0.712	0.868
controlling	valdymas	0.490	0.441	0.885
controversial	prieštaringas	0.271	0.858	0.538
controversy	nesutarimai	0.250	0.819	0.600
