Word	Dutch-nl	Valence	Arousal	Dominance
cloak	mantel	0.469	0.188	0.333
cloaking	cloaking	0.521	0.595	0.389
cloakroom	garderobe	0.690	0.254	0.397
clobber	afranselen	0.396	0.578	0.464
clock	klok	0.677	0.173	0.407
clockwork	uurwerk	0.490	0.373	0.528
clod	kluit	0.375	0.404	0.365
clog	verstoppen	0.104	0.618	0.454
cloister	klooster	0.438	0.413	0.475
clone	kloon	0.406	0.471	0.524
cloning	klonen	0.216	0.696	0.679
close	dichtbij	0.292	0.260	0.263
closed	Gesloten	0.240	0.164	0.318
closeness	geslotenheid	0.796	0.237	0.450
closet	kast	0.531	0.204	0.330
closure	sluiting	0.229	0.220	0.412
clot	stollen	0.150	0.558	0.275
cloth	kleding	0.510	0.190	0.287
clothe	kleden	0.797	0.330	0.481
clothes	kleren	0.833	0.270	0.414
clothesline	Kledinglijn	0.582	0.324	0.366
clothing	kleding	0.750	0.343	0.407
cloud	wolk	0.740	0.133	0.342
clouded	bewolkt	0.240	0.213	0.302
cloudiness	bewolking	0.469	0.250	0.343
clouds	wolken	0.735	0.195	0.324
cloudy	bewolkt	0.281	0.280	0.202
clout	lap	0.584	0.636	0.704
clove	kruidnagel	0.439	0.296	0.315
clover	Klaver	0.605	0.340	0.364
cloves	kruidnagel	0.427	0.218	0.396
clown	clown	0.650	0.598	0.300
clowns	clowns	0.600	0.673	0.391
club	club	0.646	0.618	0.393
clubhouse	clubgebouw	0.694	0.571	0.493
clubs	klaveren	0.723	0.530	0.591
cluck	klokken	0.390	0.490	0.353
clue	aanwijzing	0.653	0.380	0.412
clueless	clueless	0.350	0.333	0.161
clump	klomp	0.551	0.480	0.582
clumsy	onhandig	0.125	0.420	0.144
clunk	clunk	0.448	0.472	0.407
cluster	TROS	0.490	0.458	0.446
clutch	koppeling	0.383	0.500	0.491
clutches	koppelingen	0.542	0.373	0.528
clutter	rommel	0.135	0.598	0.400
coach	trainer	0.633	0.823	0.735
coachman	koetsier	0.479	0.394	0.509
coagulation	stolling	0.381	0.558	0.436
coal	steenkool	0.360	0.241	0.340
coalesce	samensmelten	0.479	0.434	0.529
coalition	coalitie	0.490	0.730	0.673
coarse	grof	0.333	0.481	0.481
coast	kust	0.719	0.396	0.458
coastal	kust-	0.604	0.370	0.510
coaster	kustvaarder	0.612	0.788	0.627
coastline	kustlijn	0.745	0.282	0.441
coat	jas	0.677	0.256	0.464
coating	bekleding	0.620	0.440	0.596
coax	overhalen	0.367	0.400	0.447
cobalt	kobalt	0.408	0.325	0.441
cobble	lappen	0.448	0.385	0.368
cobbler	schoenlapper	0.510	0.415	0.318
cobra	cobra	0.312	0.712	0.600
cocaine	cocaïne	0.156	0.840	0.373
cock	pik	0.418	0.562	0.392
cockamamie	cockamamie	0.450	0.500	0.382
cockeyed	scheef	0.459	0.460	0.423
cockpit	cockpit	0.520	0.424	0.343
cockroach	kakkerlak	0.188	0.667	0.196
cocksucker	cocksucker	0.083	0.764	0.339
cocktail	cocktail	0.740	0.480	0.381
cocky	eigenwijs	0.260	0.784	0.519
cocoa	cacao	0.776	0.255	0.322
coconut	kokosnoot	0.622	0.265	0.227
cocoon	cocon	0.470	0.280	0.290
cod	kabeljauw	0.510	0.321	0.304
code	code	0.583	0.308	0.491
codeine	codeine	0.375	0.582	0.436
codex	codex	0.531	0.488	0.524
codfish	kabeljauw	0.490	0.245	0.300
codification	codificatie	0.448	0.400	0.698
codify	codificeren	0.448	0.410	0.679
coding	codering	0.442	0.344	0.667
coed	coed	0.469	0.531	0.481
coefficient	coëfficiënt	0.677	0.415	0.702
coerce	dwingen	0.260	0.741	0.517
coercion	dwang	0.330	0.708	0.577
coercive	dwang-	0.479	0.670	0.506
coexist	naast elkaar bestaan	0.708	0.460	0.536
coexistence	gelijktijdig bestaan	0.588	0.472	0.638
coexisting	naast elkaar bestaan	0.551	0.349	0.648
coffee	koffie	0.823	0.418	0.309
coffee table	koffietafel	0.720	0.339	0.295
coffeehouse	koffiehuis	0.694	0.357	0.307
coffeepot	koffiepot	0.760	0.333	0.312
coffin	kist	0.073	0.432	0.343
cog	tand	0.427	0.343	0.363
cogent	overtuigend	0.765	0.479	0.836
cognac	cognac	0.615	0.510	0.430
cognate	verwant	0.615	0.350	0.398
cognition	kennis	0.635	0.344	0.706
cognitive	cognitieve	0.513	0.401	0.634
cohabitation	samenwoning	0.646	0.526	0.598
coherence	samenhang	0.720	0.406	0.788
coherent	samenhangend	0.698	0.281	0.500
cohesion	samenhang	0.604	0.536	0.555
cohesive	samenhangend	0.531	0.470	0.603
cohort	cohorte	0.459	0.551	0.566
coil	spoel	0.448	0.343	0.298
coiled	opgerolde	0.378	0.518	0.389
coin	munt	0.677	0.574	0.445
coinage	muntstelsel	0.500	0.400	0.545
coincide	samenvallen	0.635	0.490	0.593
coincidence	toeval	0.612	0.450	0.518
coincident	samenvallend	0.562	0.385	0.602
coincidental	toevallig	0.646	0.481	0.337
coinciding	samenvallen	0.673	0.373	0.623
coke	cokes	0.404	0.461	0.397
cola	cola	0.469	0.325	0.240
cold	koude	0.398	0.538	0.348
coldly	koud	0.365	0.358	0.407
coldness	koude	0.093	0.470	0.427
coldsweat	NO TRANSLATION	0.427	0.491	0.327
coleslaw	koolsla	0.707	0.312	0.336
colic	koliek	0.135	0.736	0.361
coliseum	Coliseum	0.612	0.663	0.704
collaborate	samenwerken	0.816	0.449	0.559
collaboration	samenwerking	0.885	0.628	0.741
collaborator	medewerker	0.729	0.320	0.769
collage	collage	0.680	0.321	0.375
collagen	collageen	0.541	0.245	0.450
collapse	ineenstorting	0.208	0.689	0.342
collar	kraag	0.656	0.442	0.446
collarbone	sleutelbeen	0.420	0.427	0.306
collate	vergelijken	0.438	0.448	0.580
collateral	onderpand	0.531	0.422	0.717
collation	vergelijking	0.520	0.333	0.508
colleague	collega	0.740	0.413	0.600
collect	verzamelen	0.635	0.481	0.491
collected	verzamelde	0.570	0.402	0.588
collection	verzameling	0.725	0.311	0.588
collective	collectief	0.583	0.458	0.698
collectively	collectief	0.817	0.573	0.533
collector	verzamelaar	0.552	0.481	0.648
college	college	0.700	0.467	0.746
collegiate	collegiale	0.592	0.461	0.678
collide	in botsing komen	0.271	0.892	0.557
collie	collie	0.562	0.308	0.328
collision	botsing	0.245	0.848	0.585
collocation	plaatsing	0.637	0.360	0.594
colloquial	gemeenzaam	0.604	0.363	0.368
collusion	geheime verstandhouding	0.365	0.510	0.400
cologne	Keulen	0.677	0.413	0.552
colon	dikke darm	0.449	0.394	0.384
colonel	kolonel	0.459	0.592	0.890
colonial	koloniaal	0.553	0.327	0.613
colonic	colon	0.333	0.420	0.430
colonoscopy	colonoscopie	0.208	0.524	0.466
colony	kolonie	0.716	0.353	0.593
colophon	colofon	0.500	0.408	0.385
color	kleur	0.786	0.280	0.402
coloration	kleur	0.541	0.520	0.443
colored	gekleurde	0.806	0.317	0.275
colorful	kleurrijk	0.850	0.520	0.519
coloring	kleur	0.781	0.469	0.353
colorless	kleurloos	0.354	0.340	0.250
colors	kleuren	0.875	0.349	0.340
colossal	kolossaal	0.698	0.692	0.900
colt	Colt	0.561	0.587	0.543
columbine	akelei	0.520	0.521	0.407
column	kolom	0.480	0.250	0.670
columnar	zuilvormig	0.448	0.340	0.491
columnist	columnist	0.646	0.365	0.648
com	NO TRANSLATION	0.396	0.382	0.382
coma	coma	0.219	0.255	0.302
comatose	comateuze	0.143	0.438	0.433
comb	kam	0.490	0.123	0.268
combat	gevecht	0.302	0.846	0.833
combatant	strijder	0.531	0.853	0.780
combative	strijdlustig	0.381	0.690	0.816
combination	combinatie	0.708	0.480	0.726
combinatorial	combinatorisch	0.561	0.436	0.428
combine	combineren	0.663	0.442	0.533
combined	gecombineerde	0.622	0.370	0.500
combo	combo	0.698	0.439	0.453
combustible	brandbaar	0.386	0.650	0.750
combustion	verbranding	0.457	0.807	0.591
come	komen	0.529	0.269	0.558
comeback	terugkomen	0.580	0.409	0.555
comedian	komiek	0.812	0.735	0.598
comedy	komedie	0.918	0.555	0.490
comet	komeet	0.704	0.679	0.471
comfort	comfort	0.863	0.231	0.670
comfortable	comfortabel	0.927	0.163	0.473
comforter	trooster	0.618	0.275	0.302
comforting	troostend	0.906	0.337	0.620
comfy	comfy	0.930	0.241	0.625
comic	grappig	0.917	0.459	0.387
comical	komisch	0.844	0.737	0.327
comics	comics	0.690	0.556	0.384
coming	komt eraan	0.653	0.417	0.500
comma	komma	0.344	0.269	0.242
command	opdracht	0.427	0.790	0.849
commandant	commandant	0.622	0.700	0.943
commandeer	opvorderen	0.552	0.639	0.931
commander	commandant	0.531	0.615	0.906
commanding	bevelvoerend	0.562	0.664	0.925
commandment	gebod	0.656	0.490	0.876
commando	commando	0.323	0.710	0.817
commemorate	herdenken	0.812	0.602	0.636
commemoration	herdenking	0.719	0.615	0.754
commemorative	herdenkings-	0.750	0.438	0.754
commence	beginnen	0.760	0.585	0.741
commend	aanprijzen	0.906	0.694	0.711
commendable	prijzenswaardig	0.786	0.570	0.555
commendation	lof	0.911	0.500	0.639
commensurate	evenredig	0.610	0.304	0.550
comment	commentaar	0.667	0.417	0.379
commentary	commentaar	0.602	0.402	0.446
commentator	commentator	0.492	0.510	0.607
commerce	handel	0.646	0.500	0.788
commercial	commercieel	0.806	0.490	0.528
commie	commie	0.385	0.519	0.454
commissary	commissaris	0.385	0.500	0.788
commission	commissie	0.677	0.480	0.571
commissioner	commissaris	0.602	0.449	0.949
commit	plegen	0.365	0.529	0.491
commitment	inzet	0.714	0.710	0.843
committal	toewijzing	0.472	0.519	0.582
committed	toegewijd	0.710	0.542	0.712
committee	commissie	0.592	0.392	0.721
commodity	koopwaar	0.615	0.394	0.537
commodore	commodore	0.427	0.530	0.636
common	gemeenschappelijk	0.600	0.127	0.318
commoner	burger	0.448	0.365	0.327
commonly	algemeen	0.604	0.170	0.574
commonplace	alledaags	0.520	0.337	0.442
commons	burgerij	0.633	0.396	0.623
commonwealth	Gemenebest	0.630	0.406	0.702
commotion	commotie	0.490	0.700	0.646
communal	gemeenschappelijk	0.592	0.321	0.556
commune	gemeente	0.500	0.488	0.655
communicable	overdraagbare	0.796	0.491	0.623
communicate	communiceren	0.823	0.410	0.696
communication	communicatie	0.837	0.400	0.649
communicative	communicatief vaardig	0.847	0.560	0.637
communicator	communicator	0.573	0.509	0.796
communion	gemeenschap	0.765	0.357	0.607
communism	communisme	0.264	0.570	0.623
communist	communist	0.265	0.702	0.632
community	gemeenschap	0.750	0.350	0.659
commutation	commutatie	0.469	0.431	0.652
commutative	commutatieve	0.667	0.442	0.569
commute	omzetten	0.622	0.582	0.565
commuter	forens	0.646	0.520	0.512
comp	comping	0.573	0.450	0.371
compact	compact	0.458	0.417	0.673
compaction	verdichting	0.531	0.471	0.582
compactness	compactheid	0.582	0.352	0.454
companion	metgezel	0.770	0.377	0.618
companionless	companionless	0.271	0.259	0.200
companionship	kameraadschap	0.833	0.438	0.792
company	bedrijf	0.906	0.425	0.798
comparable	vergelijkbaar	0.562	0.443	0.458
comparative	comparatief	0.470	0.273	0.562
comparatively	vergelijkenderwijs	0.604	0.391	0.538
compare	vergelijken	0.552	0.408	0.524
comparison	vergelijking	0.583	0.456	0.492
compartment	gedeelte	0.500	0.389	0.607
compass	kompas	0.541	0.307	0.529
compassion	mededogen	0.735	0.258	0.509
compassionate	medelijdend	0.857	0.404	0.411
compatibility	verenigbaarheid	0.816	0.450	0.673
compatible	verenigbaar	0.892	0.387	0.638
compel	dwingen	0.200	0.847	0.625
compelled	gedwongen	0.333	0.654	0.347
compelling	dwingende	0.698	0.570	0.870
compendium	compendium	0.610	0.461	0.537
compensate	compenseren	0.612	0.429	0.762
compensation	een vergoeding	0.775	0.469	0.598
compensatory	compenserende	0.589	0.490	0.700
compete	concurreren	0.573	0.745	0.786
competence	bevoegdheid	0.615	0.802	0.823
competency	competentie	0.768	0.775	0.764
competent	competent	0.865	0.560	0.904
competition	wedstrijd	0.580	0.790	0.798
competitive	competitief	0.447	0.718	0.908
competitor	concurrent	0.612	0.959	0.861
compilation	compilatie	0.530	0.512	0.606
compile	compileren	0.600	0.413	0.519
complacency	inschikkelijkheid	0.604	0.503	0.519
complacent	zelfvoldaan	0.625	0.452	0.518
complain	klagen	0.143	0.682	0.360
complaint	klacht	0.143	0.606	0.281
complement	aanvulling	0.760	0.277	0.600
complementary	complementair	0.714	0.320	0.586
complete	compleet	0.750	0.414	0.809
completed	voltooid	0.823	0.357	0.777
completely	helemaal	0.730	0.370	0.690
completeness	volledigheid	0.823	0.433	0.769
completing	het invullen van	0.614	0.500	0.769
completion	voltooiing	0.656	0.470	0.525
complex	complex	0.388	0.608	0.550
complexed	gecomplexeerde	0.312	0.577	0.612
complexion	teint	0.521	0.520	0.380
complexity	ingewikkeldheid	0.479	0.620	0.595
compliance	nakoming	0.750	0.462	0.750
compliant	compliant	0.677	0.310	0.519
complicate	compliceren	0.210	0.657	0.404
complicated	ingewikkeld	0.211	0.660	0.455
complication	complicatie	0.365	0.726	0.330
complicity	medeplichtigheid	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	gratis	0.823	0.413	0.435
comply	voldoen	0.806	0.370	0.638
complying	naleven	0.729	0.423	0.590
compo	compo	0.500	0.346	0.390
component	bestanddeel	0.531	0.382	0.525
compose	componeren	0.639	0.432	0.694
composed	samengesteld	0.684	0.385	0.682
composer	componist	0.822	0.588	0.691
composite	samengesteld	0.591	0.459	0.620
composition	samenstelling	0.765	0.408	0.652
compost	compost	0.480	0.404	0.441
composure	kalmte	0.802	0.354	0.717
compound	samenstelling	0.635	0.385	0.735
comprehend	begrijpen	0.875	0.365	0.689
comprehension	begrip	0.908	0.387	0.688
comprehensive	uitgebreid	0.796	0.385	0.644
compress	samendrukken	0.406	0.412	0.460
compressed	gecomprimeerde	0.323	0.396	0.388
compressible	samendrukbaar	0.622	0.392	0.585
compression	samendrukking	0.646	0.521	0.579
compressor	compressor	0.418	0.481	0.630
comprise	omvatten	0.839	0.373	0.669
compromise	compromis	0.677	0.520	0.805
comptroller	controleur	0.402	0.481	0.866
compulsion	dwang	0.118	0.760	0.604
compulsive	gedwongen	0.347	0.871	0.573
compulsory	verplicht	0.343	0.541	0.791
computable	berekenbaar	0.570	0.402	0.545
computation	berekening	0.583	0.429	0.697
compute	berekenen	0.531	0.408	0.564
computer	computer	0.802	0.356	0.639
computerized	geautomatiseerde	0.677	0.450	0.657
computing	gegevensverwerking	0.745	0.398	0.695
comrade	kameraad	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	aaneenschakeling	0.480	0.593	0.539
concave	concaaf	0.441	0.349	0.349
conceal	verbergen	0.312	0.436	0.306
concealed	verborgen	0.344	0.363	0.352
concealment	verborgenheid	0.302	0.570	0.390
concede	toegeven	0.670	0.324	0.473
conceit	verwaandheid	0.354	0.625	0.309
conceited	verwaand	0.194	0.667	0.473
conceivable	denkbaar	0.730	0.350	0.613
conceive	zwanger worden	0.708	0.538	0.700
concentrate	concentreren	0.750	0.439	0.743
concentration	concentratie	0.735	0.500	0.722
concentric	concentrisch	0.730	0.479	0.635
concept	concept	0.573	0.265	0.632
conception	opvatting	0.694	0.490	0.614
concern	bezorgdheid	0.250	0.734	0.463
concerned	bezorgd	0.292	0.698	0.350
concert	concert	0.938	0.867	0.718
concerto	concerto	0.613	0.759	0.679
concession	concessie	0.588	0.423	0.615
concessional	concessionele	0.770	0.493	0.657
conch	schelp	0.583	0.306	0.339
concierge	conciërge	0.480	0.343	0.343
conciliation	verzoening	0.792	0.475	0.726
concise	beknopt	0.583	0.298	0.620
conclave	conclave	0.573	0.440	0.611
conclude	concluderen	0.530	0.267	0.679
concluding	afsluitende	0.531	0.382	0.603
conclusion	conclusie	0.615	0.377	0.659
conclusive	afdoend	0.500	0.427	0.745
concoction	brouwsel	0.448	0.459	0.417
concomitant	gelijktijdige	0.427	0.482	0.727
concord	verdrag	0.677	0.320	0.586
concordance	concordantie	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	samenloop	0.740	0.657	0.528
concrete	beton	0.633	0.420	0.547
concubine	bijwijf	0.388	0.594	0.476
concur	samenvallen	0.459	0.394	0.429
concurrence	samenloop	0.764	0.627	0.613
concurrent	gelijktijdig	0.573	0.547	0.741
concurring	concurring	0.573	0.600	0.681
concussion	hersenschudding	0.072	0.708	0.482
condemn	veroordelen	0.102	0.793	0.625
condemnation	veroordeling	0.133	0.725	0.449
condensation	condensatie	0.510	0.316	0.538
condensed	gecondenseerde	0.598	0.415	0.623
condescending	minzaam	0.583	0.363	0.593
condescension	genadigheid	0.521	0.377	0.565
condiment	kruiderij	0.520	0.333	0.433
condition	staat	0.500	0.469	0.519
conditional	voorwaardelijk	0.521	0.343	0.556
conditionally	voorwaardelijk	0.396	0.419	0.617
conditioned	geconditioneerde	0.490	0.417	0.616
conditioner	conditioner	0.781	0.360	0.538
conditioning	conditioning	0.440	0.468	0.617
conditions	voorwaarden	0.551	0.441	0.593
condo	condo	0.439	0.288	0.607
condolence	rouwbeklag	0.260	0.443	0.404
condolences	innige deelneming	0.198	0.480	0.288
condom	condoom	0.406	0.637	0.500
condone	vergoelijken	0.571	0.441	0.619
condor	condor	0.573	0.388	0.519
conducive	bevorderlijk	0.775	0.479	0.679
conduct	gedrag	0.453	0.510	0.750
conduction	geleiding	0.530	0.557	0.717
conductivity	geleidingsvermogen	0.583	0.575	0.642
conductor	geleider	0.677	0.663	0.621
conduit	leiding	0.470	0.302	0.413
cone	kegel	0.417	0.208	0.343
confederacy	federatie	0.590	0.541	0.736
confederate	verbonden	0.551	0.546	0.792
confederation	confederatie	0.663	0.404	0.830
confer	verlenen	0.573	0.482	0.583
conference	conferentie	0.688	0.615	0.606
confess	bekennen	0.360	0.712	0.431
confession	bekentenis	0.469	0.642	0.460
confessional	biechtstoel	0.458	0.392	0.629
confessions	bekentenissen	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	vertrouweling	0.837	0.633	0.631
confide	vertrouwen	0.669	0.472	0.595
confidence	vertrouwen	0.959	0.276	0.943
confident	zelfverzekerd	0.765	0.324	0.723
confidential	vertrouwelijk	0.643	0.471	0.761
confidentiality	vertrouwelijkheid	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	configuratie	0.540	0.443	0.591
confine	beperken	0.327	0.551	0.538
confined	beperkt	0.286	0.472	0.444
confinement	opsluiting	0.333	0.656	0.520
confines	grenzen	0.396	0.386	0.542
confirm	bevestigen	0.802	0.439	0.806
confirmation	bevestiging	0.812	0.480	0.692
confirmatory	bevestigend	0.656	0.500	0.683
confirmed	bevestigd	0.760	0.490	0.764
confiscate	confisqueren	0.250	0.625	0.482
confiscation	confiscatie	0.208	0.706	0.586
conflagration	vuurzee	0.344	0.721	0.594
conflict	conflict	0.335	0.906	0.471
conflicting	tegenstrijdig	0.173	0.738	0.553
confluence	samenvloeiing	0.677	0.598	0.565
conform	in overeenstemming zijn	0.479	0.380	0.375
conformance	conformiteit	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	overeenstemming	0.645	0.363	0.579
confound	verwarren	0.347	0.529	0.333
confounded	beschaamd	0.333	0.528	0.264
confront	confronteren	0.281	0.760	0.746
confrontation	confrontatie	0.177	0.870	0.658
confuse	verwarren	0.100	0.580	0.270
confused	verward	0.220	0.650	0.179
confusing	verwarrend	0.229	0.690	0.222
confusion	verwarring	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	sympathiek	0.820	0.412	0.620
congenital	aangeboren	0.448	0.434	0.427
congestion	congestie	0.271	0.654	0.491
conglomerate	conglomeraat	0.500	0.500	0.838
conglomeration	opeenhoping	0.541	0.720	0.670
congrats	Proficiat	0.930	0.726	0.775
congratulate	feliciteren	0.927	0.724	0.784
congratulation	felicitatie	0.948	0.780	0.717
congratulations	hartelijk gefeliciteerd	0.960	0.755	0.719
congratulatory	felicitatie-	0.959	0.616	0.689
congregate	samenkomen	0.653	0.530	0.733
congregation	gemeente	0.561	0.490	0.700
congress	congres	0.449	0.444	0.857
congressional	congres	0.552	0.491	0.848
congressman	congreslid	0.438	0.471	0.877
congruence	congruentie	0.656	0.472	0.577
conic	conisch	0.510	0.368	0.379
conical	conisch	0.490	0.422	0.471
conjecture	vermoeden	0.396	0.398	0.534
conjugal	echtelijk	0.698	0.510	0.688
conjugate	conjugeren	0.583	0.420	0.467
conjugation	conjugatie	0.479	0.429	0.582
conjunction	conjunctie	0.520	0.472	0.509
conjunctive	verbindend	0.487	0.444	0.639
conjure	toveren	0.385	0.679	0.645
conjuring	goochelen	0.224	0.653	0.694
conk	neus	0.340	0.469	0.404
connect	aansluiten	0.724	0.299	0.536
connected	verbonden	0.816	0.550	0.612
connection	verbinding	0.729	0.560	0.655
connective	verbindende	0.719	0.491	0.764
connoisseur	fijnproever	0.760	0.461	0.769
conquer	veroveren	0.694	0.873	0.971
conquering	veroveren	0.760	0.873	0.936
conqueror	veroveraar	0.604	0.809	0.930
conquest	verovering	0.710	0.702	0.833
conscience	geweten	0.663	0.375	0.721
conscientious	gewetensvol	0.688	0.404	0.688
conscious	bewust	0.740	0.333	0.705
consciousness	bewustzijn	0.840	0.483	0.755
conscription	dienstplicht	0.396	0.775	0.642
consecrated	ingewijd	0.663	0.500	0.800
consecration	wijding	0.771	0.418	0.804
consecutive	opeenvolgend	0.663	0.418	0.643
consensual	consensuele	0.663	0.417	0.655
consensus	overeenstemming	0.627	0.358	0.625
consent	toestemming	0.750	0.500	0.620
consenting	toestemmen	0.727	0.406	0.693
consequence	gevolg	0.240	0.721	0.593
consequent	consequent	0.663	0.471	0.625
conservation	gesprek	0.832	0.401	0.606
conservatism	conservatisme	0.406	0.369	0.633
conservative	conservatief	0.615	0.316	0.788
conservatory	serre	0.635	0.240	0.729
conserve	conserveren	0.690	0.347	0.573
consider	overwegen	0.677	0.368	0.579
considerable	aanzienlijk	0.653	0.314	0.683
considerate	attent	0.781	0.380	0.633
consideration	overweging	0.589	0.380	0.687
consignee	geadresseerde	0.635	0.385	0.602
consignment	zending	0.490	0.440	0.500
consist	bestaan ​​uit	0.823	0.386	0.580
consistency	consistentie	0.714	0.500	0.887
consistent	consequent	0.786	0.431	0.726
consolation	troost	0.408	0.250	0.304
console	troosten	0.625	0.398	0.415
consoled	troostte	0.700	0.343	0.452
consolidate	consolideren	0.880	0.440	0.870
consolidated	geconsolideerde	0.700	0.366	0.784
consolidation	consolidering	0.604	0.445	0.776
consonant	medeklinker	0.500	0.347	0.417
consort	gemalin	0.632	0.509	0.630
conspicuous	opvallend	0.479	0.520	0.596
conspiracy	samenzwering	0.125	0.787	0.652
conspirator	samenzweerder	0.271	0.786	0.707
conspire	samenzweren	0.206	0.740	0.520
constable	politieagent	0.573	0.667	0.764
constancy	standvastigheid	0.786	0.443	0.763
constant	constante	0.740	0.296	0.686
constantly	voortdurend	0.663	0.561	0.700
constellation	sterrenbeeld	0.719	0.533	0.775
consternation	consternatie	0.167	0.680	0.469
constipation	constipatie	0.079	0.612	0.231
constituency	kiesdistrict	0.500	0.480	0.696
constituent	bestanddeel	0.573	0.500	0.827
constituents	bestanddelen	0.573	0.414	0.833
constitute	vormen	0.812	0.349	0.906
constitution	grondwet	0.590	0.380	0.889
constitutional	grondwettelijk	0.633	0.418	0.827
constitutionality	grondwettigheid	0.612	0.439	0.853
constrain	beperken	0.261	0.500	0.500
constrained	gedwongen	0.135	0.537	0.357
constraint	beperking	0.323	0.550	0.481
