Word	Lao-lo	Valence	Arousal	Dominance
concerned	ກ່ຽວຂ້ອງ	0.292	0.698	0.350
concert	concert	0.938	0.867	0.718
concerto	concerto	0.613	0.759	0.679
concession	concession	0.588	0.423	0.615
concessional	concessional	0.770	0.493	0.657
conch	conch	0.583	0.306	0.339
concierge	concierge	0.480	0.343	0.343
conciliation	ການປອງດອງກັນ	0.792	0.475	0.726
concise	concise	0.583	0.298	0.620
conclave	conclave	0.573	0.440	0.611
conclude	ສະຫຼຸບ	0.530	0.267	0.679
concluding	ສິ້ນສຸດລົງ	0.531	0.382	0.603
conclusion	ສະຫຼຸບ	0.615	0.377	0.659
conclusive	ສຸດທ້າຍ	0.500	0.427	0.745
concoction	concoction	0.448	0.459	0.417
concomitant	concomitant	0.427	0.482	0.727
concord	concord	0.677	0.320	0.586
concordance	concordance	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	concourse	0.740	0.657	0.528
concrete	concrete	0.633	0.420	0.547
concubine	concubine	0.388	0.594	0.476
concur	ຍອມຮັບ	0.459	0.394	0.429
concurrence	concurrence	0.764	0.627	0.613
concurrent	ກົງກັນຂ້າມ	0.573	0.547	0.741
concurring	concurring	0.573	0.600	0.681
concussion	ກະທົບກະເທືອນ	0.072	0.708	0.482
condemn	condemn	0.102	0.793	0.625
condemnation	condemnation	0.133	0.725	0.449
condensation	condensation	0.510	0.316	0.538
condensed	condensed	0.598	0.415	0.623
condescending	condescending	0.583	0.363	0.593
condescension	condescension	0.521	0.377	0.565
condiment	condiment	0.520	0.333	0.433
condition	ເງື່ອນໄຂ	0.500	0.469	0.519
conditional	ເງື່ອນໄຂ	0.521	0.343	0.556
conditionally	ຕາມເງື່ອນໄຂ	0.396	0.419	0.617
conditioned	conditioned	0.490	0.417	0.616
conditioner	ເຄື່ອງປັບອາກາດ	0.781	0.360	0.538
conditioning	ເງື່ອນໄຂ	0.440	0.468	0.617
conditions	ເງື່ອນໄຂ	0.551	0.441	0.593
condo	condo	0.439	0.288	0.607
condolence	condolence	0.260	0.443	0.404
condolences	condolences	0.198	0.480	0.288
condom	condom	0.406	0.637	0.500
condone	condone	0.571	0.441	0.619
condor	condor	0.573	0.388	0.519
conducive	ສະດວກ	0.775	0.479	0.679
conduct	ດໍາເນີນການ	0.453	0.510	0.750
conduction	conduction	0.530	0.557	0.717
conductivity	conductivity	0.583	0.575	0.642
conductor	conductor	0.677	0.663	0.621
conduit	conduit	0.470	0.302	0.413
cone	cone	0.417	0.208	0.343
confederacy	confederacy	0.590	0.541	0.736
confederate	confederate	0.551	0.546	0.792
confederation	confederation	0.663	0.404	0.830
confer	confer	0.573	0.482	0.583
conference	ກອງປະຊຸມ	0.688	0.615	0.606
confess	ຍອມຮັບ	0.360	0.712	0.431
confession	ການສາລະພາບ	0.469	0.642	0.460
confessional	confessional	0.458	0.392	0.629
confessions	ການສາລະພາບ	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	ຂີ້ຕົວະ	0.837	0.633	0.631
confide	ໃຫ້ຄໍາປຶກສາ	0.669	0.472	0.595
confidence	ຄວາມຫມັ້ນໃຈ	0.959	0.276	0.943
confident	ຫມັ້ນໃຈ	0.765	0.324	0.723
confidential	ເປັນຄວາມລັບ	0.643	0.471	0.761
confidentiality	confidentiality	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	configuration	0.540	0.443	0.591
confine	ຂັງ	0.327	0.551	0.538
confined	confined	0.286	0.472	0.444
confinement	confinement	0.333	0.656	0.520
confines	confines	0.396	0.386	0.542
confirm	ຢືນຢັນ	0.802	0.439	0.806
confirmation	ການຢືນຢັນ	0.812	0.480	0.692
confirmatory	ຍືນຍັນ	0.656	0.500	0.683
confirmed	ຢືນຢັນ	0.760	0.490	0.764
confiscate	ລວບລວມ	0.250	0.625	0.482
confiscation	confiscation	0.208	0.706	0.586
conflagration	conflagration	0.344	0.721	0.594
conflict	ການຂັດແຍ້ງ	0.335	0.906	0.471
conflicting	conflicting	0.173	0.738	0.553
confluence	confluence	0.677	0.598	0.565
conform	ສອດຄ້ອງ	0.479	0.380	0.375
conformance	conformance	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	ສອດຄ່ອງ	0.645	0.363	0.579
confound	confound	0.347	0.529	0.333
confounded	ສັບສົນ	0.333	0.528	0.264
confront	confront	0.281	0.760	0.746
confrontation	confrontation	0.177	0.870	0.658
confuse	ສັບສົນ	0.100	0.580	0.270
confused	ສັບສົນ	0.220	0.650	0.179
confusing	ສັບສົນ	0.229	0.690	0.222
confusion	ຄວາມສັບສົນ	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	congenial	0.820	0.412	0.620
congenital	congenital	0.448	0.434	0.427
congestion	congestion	0.271	0.654	0.491
conglomerate	conglomerate	0.500	0.500	0.838
conglomeration	conglomeration	0.541	0.720	0.670
congrats	congrats	0.930	0.726	0.775
congratulate	ຊົມເຊີຍ	0.927	0.724	0.784
congratulation	ຊົມເຊີຍ	0.948	0.780	0.717
congratulations	ຂໍຂອບໃຈ	0.960	0.755	0.719
congratulatory	congratulatory	0.959	0.616	0.689
congregate	ຊຸມນຸມກັນ	0.653	0.530	0.733
congregation	ປະຊາຄົມ	0.561	0.490	0.700
congress	congress	0.449	0.444	0.857
congressional	congressional	0.552	0.491	0.848
congressman	congressman	0.438	0.471	0.877
congruence	congruence	0.656	0.472	0.577
conic	conic	0.510	0.368	0.379
conical	conical	0.490	0.422	0.471
conjecture	conjecture	0.396	0.398	0.534
conjugal	conjugal	0.698	0.510	0.688
conjugate	conjugate	0.583	0.420	0.467
conjugation	conjugation	0.479	0.429	0.582
conjunction	conjunction	0.520	0.472	0.509
conjunctive	conjunctive	0.487	0.444	0.639
conjure	conjure	0.385	0.679	0.645
conjuring	conjuring	0.224	0.653	0.694
conk	conk	0.340	0.469	0.404
connect	ເຊື່ອມຕໍ່	0.724	0.299	0.536
connected	ເຊື່ອມຕໍ່	0.816	0.550	0.612
connection	ການເຊື່ອມຕໍ່	0.729	0.560	0.655
connective	ເຊື່ອມຕໍ່	0.719	0.491	0.764
connoisseur	connoisseur	0.760	0.461	0.769
conquer	ເອົາຊະນະ	0.694	0.873	0.971
conquering	ເອົາຊະນະ	0.760	0.873	0.936
conqueror	conqueror	0.604	0.809	0.930
conquest	conquest	0.710	0.702	0.833
conscience	ຈິດໃຈ	0.663	0.375	0.721
conscientious	conscientious	0.688	0.404	0.688
conscious	ສະຕິປັນຍາ	0.740	0.333	0.705
consciousness	ຈິດໃຈ	0.840	0.483	0.755
conscription	conscription	0.396	0.775	0.642
consecrated	consecrated	0.663	0.500	0.800
consecration	consecration	0.771	0.418	0.804
consecutive	ຕິດຕໍ່ກັນ	0.663	0.418	0.643
consensual	consensual	0.663	0.417	0.655
consensus	consensus	0.627	0.358	0.625
consent	ການຍິນຍອມເຫັນດີ	0.750	0.500	0.620
consenting	ຍິນຍອມ	0.727	0.406	0.693
consequence	ຜົນສະທ້ອນ	0.240	0.721	0.593
consequent	ຜົນສະທ້ອນ	0.663	0.471	0.625
conservation	ການອະນຸລັກ	0.832	0.401	0.606
conservatism	conservatism	0.406	0.369	0.633
conservative	conservative	0.615	0.316	0.788
conservatory	conservatory	0.635	0.240	0.729
conserve	ເກັບຮັກສາ	0.690	0.347	0.573
consider	ພິ​ຈາ​ລະ​ນາ	0.677	0.368	0.579
considerable	ຢ່າງຫຼວງຫຼາຍ	0.653	0.314	0.683
considerate	ພິຈາລະນາ	0.781	0.380	0.633
consideration	ການພິຈາລະນາ	0.589	0.380	0.687
consignee	ຜູ້ຈັດສົ່ງ	0.635	0.385	0.602
consignment	consignment	0.490	0.440	0.500
consist	ປະກອບດ້ວຍ	0.823	0.386	0.580
consistency	ຄວາມສອດຄ່ອງ	0.714	0.500	0.887
consistent	ສອດຄ່ອງ	0.786	0.431	0.726
consolation	consolation	0.408	0.250	0.304
console	console	0.625	0.398	0.415
consoled	consoled	0.700	0.343	0.452
consolidate	consolidate	0.880	0.440	0.870
consolidated	consolidated	0.700	0.366	0.784
consolidation	consolidation	0.604	0.445	0.776
consonant	consonant	0.500	0.347	0.417
consort	consort	0.632	0.509	0.630
conspicuous	ຢ່າງຊັດເຈນ	0.479	0.520	0.596
conspiracy	conspiracy	0.125	0.787	0.652
conspirator	conspirator	0.271	0.786	0.707
conspire	conspire	0.206	0.740	0.520
constable	constable	0.573	0.667	0.764
constancy	ຄວາມຄົງທີ່	0.786	0.443	0.763
constant	ຄົງທີ່	0.740	0.296	0.686
constantly	ຢູ່ສະເຫມີ	0.663	0.561	0.700
constellation	constellation	0.719	0.533	0.775
consternation	consternation	0.167	0.680	0.469
constipation	constipation	0.079	0.612	0.231
constituency	ການເລືອກຕັ້ງ	0.500	0.480	0.696
constituent	constituent	0.573	0.500	0.827
constituents	constituents	0.573	0.414	0.833
constitute	ປະກອບເປັນ	0.812	0.349	0.906
constitution	constitution	0.590	0.380	0.889
constitutional	constitutional	0.633	0.418	0.827
constitutionality	constitutionality	0.612	0.439	0.853
constrain	ບັງຄັບ	0.261	0.500	0.500
constrained	ຖືກຈໍາກັດ	0.135	0.537	0.357
constraint	constraint	0.323	0.550	0.481
construct	ກໍ່ສ້າງ	0.750	0.648	0.792
construction	ການກໍ່ສ້າງ	0.848	0.612	0.759
constructive	constructive	0.860	0.570	0.812
construe	construe	0.602	0.519	0.553
consul	consul	0.573	0.354	0.688
consulate	consulate	0.561	0.453	0.694
consult	ປຶກສາຫາລື	0.755	0.370	0.441
consultant	ທີ່ປຶກສາ	0.770	0.344	0.808
consultation	ປຶກສາຫາລື	0.660	0.463	0.625
consume	ບໍລິໂພກ	0.427	0.620	0.509
consumer	ຜູ້ບໍລິໂພກ	0.507	0.551	0.677
consuming	ການບໍລິໂພກ	0.573	0.541	0.536
consummate	consummate	0.551	0.540	0.558
consummation	consummation	0.583	0.676	0.661
consumption	ການບໍລິໂພກ	0.390	0.531	0.538
contact	ຕິດຕໍ່	0.719	0.424	0.526
contagion	contagion	0.208	0.630	0.535
contagious	contagious	0.184	0.725	0.400
contain	ບັນຈຸມີ	0.542	0.490	0.658
container	ບ່ອນເກັບມ້ຽນ	0.551	0.396	0.561
containment	ບັນຈຸຂີ້ເຫຍື້ອ	0.411	0.491	0.618
contaminate	ປົນເປື້ອນ	0.140	0.611	0.426
contaminated	ປົນເປື້ອນ	0.040	0.500	0.368
contamination	ການປົນເປື້ອນ	0.125	0.610	0.375
contemplate	contemplate	0.740	0.347	0.642
contemplation	contemplation	0.552	0.324	0.627
contemplative	contemplative	0.729	0.308	0.739
contemporaneous	contemporaneous	0.640	0.373	0.591
contemporary	contemporary	0.720	0.365	0.569
contempt	contempt	0.206	0.635	0.396
contemptible	ເບິ່ງບໍ່ເຫັນ	0.146	0.657	0.471
contemptuous	ຂີ້ກຽດ	0.204	0.500	0.375
contend	ທ້າທາຍ	0.510	0.657	0.731
contender	ຜູ້ແຂ່ງຂັນ	0.480	0.790	0.681
contending	contending	0.490	0.698	0.716
content	ເນື້ອຫາ	0.764	0.296	0.559
contented	contented	0.857	0.612	0.746
contention	contention	0.375	0.510	0.738
contentious	ຮ້າຍແຮງ	0.422	0.573	0.637
contentment	ພໍໃຈ	0.875	0.610	0.782
contents	ເນື້ອຫາ	0.656	0.375	0.550
contest	ການແຂ່ງຂັນ	0.667	0.698	0.717
contestant	ຜູ້ແຂ່ງຂັນ	0.760	0.530	0.602
context	context	0.531	0.300	0.553
contiguous	contiguous	0.375	0.450	0.500
continence	continence	0.450	0.396	0.469
continent	ທະວີບ	0.551	0.373	0.833
continental	continental	0.486	0.350	0.755
contingency	contingency	0.396	0.500	0.670
contingent	contingent	0.470	0.531	0.659
continual	ຢ່າງຕໍ່ເນື່ອງ	0.500	0.423	0.685
continually	ຢ່າງຕໍ່ເນື່ອງ	0.646	0.438	0.698
continuance	ສືບຕໍ່	0.729	0.510	0.652
continuation	ສືບຕໍ່	0.615	0.470	0.566
continue	ສືບຕໍ່	0.630	0.427	0.612
continued	ສືບຕໍ່	0.635	0.440	0.500
continuing	ສືບຕໍ່	0.667	0.500	0.520
continuity	continuity	0.781	0.439	0.684
continuous	ຢ່າງຕໍ່ເນື່ອງ	0.625	0.509	0.580
continuously	ຢ່າງຕໍ່ເນື່ອງ	0.719	0.417	0.702
continuum	continuum	0.677	0.390	0.491
contour	contour	0.589	0.265	0.414
contraband	contraband	0.177	0.875	0.670
contraception	contraception	0.296	0.518	0.525
contract	ສັນຍາ	0.594	0.412	0.636
contracted	contracted	0.344	0.557	0.449
contractile	contractile	0.480	0.586	0.569
contracting	ການເຮັດສັນຍາ	0.594	0.490	0.769
contraction	contraction	0.292	0.755	0.603
contractor	ຜູ້ຮັບເຫມົາ	0.592	0.479	0.727
contradict	ກົງກັນຂ້າມ	0.160	0.598	0.482
contradiction	contradiction	0.250	0.660	0.377
contradictory	ກົງກັນຂ້າມ	0.365	0.651	0.421
contraption	contraption	0.448	0.590	0.491
contrary	ກົງກັນຂ້າມ	0.327	0.449	0.338
contrast	ກົງກັນຂ້າມ	0.480	0.406	0.520
contrasted	ກົງກັນຂ້າມ	0.521	0.538	0.491
contravene	contravene	0.357	0.618	0.472
contravention	ການລ່ວງລະເມີດ	0.344	0.627	0.593
contribute	ປະກອບສ່ວນ	0.806	0.350	0.795
contribution	ການປະກອບສ່ວນ	0.854	0.452	0.760
contributor	ຜູ້ປະກອບສ່ວນ	0.844	0.510	0.760
contrite	contrite	0.347	0.363	0.473
contrition	contrition	0.347	0.583	0.463
contrived	contrived	0.408	0.530	0.458
control	ຄວບຄຸມ	0.729	0.352	0.808
controller	ຄວບຄຸມ	0.469	0.712	0.868
controlling	ການຄວບຄຸມ	0.490	0.441	0.885
controversial	controversial	0.271	0.858	0.538
controversy	controversy	0.250	0.819	0.600
contusion	contusion	0.167	0.565	0.509
conundrum	conundrum	0.354	0.524	0.408
convalescent	convalescent	0.458	0.480	0.269
convection	convection	0.521	0.494	0.526
convene	convene	0.583	0.676	0.636
convenience	ຄວາມສະດວກສະບາຍ	0.781	0.448	0.613
conveniences	ສິ່ງອໍານວຍຄວາມສະດວກ	0.802	0.412	0.693
convenient	ສະດວກສະບາຍ	0.846	0.491	0.574
convent	convent	0.480	0.217	0.594
convention	ສົນທິສັນຍາ	0.622	0.622	0.704
conventional	conventional	0.594	0.292	0.634
converge	converge	0.635	0.471	0.539
convergence	convergence	0.551	0.491	0.625
convergent	convergent	0.781	0.490	0.696
conversant	ການສົນທະນາ	0.724	0.360	0.542
conversation	ການສົນທະນາ	0.750	0.510	0.609
conversational	ການສົນທະນາ	0.719	0.431	0.596
conversationalist	conversationarianist	0.719	0.467	0.667
converse	ເວົ້າລົມກັນ	0.594	0.406	0.598
conversing	ການສົນທະນາ	0.755	0.409	0.442
conversion	ການປ່ຽນແປງ	0.480	0.605	0.736
convert	ປ່ຽນແປງ	0.551	0.538	0.704
converted	ປ່ຽນແປງ	0.663	0.418	0.686
convertible	convertible	0.542	0.529	0.717
convex	convex	0.438	0.427	0.445
convexity	convexity	0.449	0.354	0.484
convey	ບົ່ງບອກ	0.719	0.633	0.708
conveyance	ການຂົນສົ່ງ	0.615	0.520	0.455
conveyancing	ການສື່ສານ	0.375	0.479	0.663
convict	convict	0.177	0.840	0.477
conviction	ການຕັດສິນໃຈ	0.615	0.704	0.826
convince	ສະທ້ອນໃຫ້ເຫັນ	0.708	0.539	0.763
convinced	ເຊື່ອຫມັ້ນ	0.750	0.500	0.630
convincing	convincing	0.760	0.527	0.900
convocation	ການສົນທະນາ	0.538	0.611	0.663
convoluted	convoluted	0.323	0.614	0.433
convolution	convolution	0.417	0.559	0.527
convoy	convoy	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	ແຕ່ງກິນ	0.847	0.500	0.412
cookbook	cookbook	0.602	0.346	0.398
cooker	cooker	0.592	0.373	0.407
cookery	cookery	0.633	0.368	0.345
cookie	ຄຸກກີ	0.792	0.306	0.250
cookies	cookies	0.823	0.451	0.316
cooking	ປຸງແຕ່ງອາຫານ	0.694	0.510	0.434
cookout	ປຸງແຕ່ງອາຫານ	0.680	0.406	0.482
cool	ເຢັນ	0.885	0.540	0.781
coolant	coolant	0.720	0.412	0.456
cooler	cooler	0.664	0.375	0.460
cooling	ເຢັນ	0.469	0.324	0.392
coolness	ຄວາມເຢັນ	0.490	0.307	0.548
coon	coon	0.490	0.460	0.400
coop	coop	0.612	0.445	0.650
cooperate	ຮ່ວມມື	0.898	0.451	0.582
cooperating	ຮ່ວມມື	0.760	0.390	0.693
cooperation	ການຮ່ວມມື	0.847	0.473	0.686
cooperative	ຮ່ວມມື	0.816	0.461	0.670
coordinate	ປະສານງານ	0.698	0.429	0.694
coordination	ການປະສານງານ	0.677	0.454	0.789
coordinator	ຜູ້ປະສານງານ	0.750	0.510	0.850
cop	cop	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	ຮັບມືກັບ	0.592	0.647	0.709
copier	copier	0.459	0.345	0.390
copilot	copilot	0.640	0.538	0.573
coping	ການແກ້ໄຂ	0.562	0.630	0.613
copious	copious	0.427	0.462	0.527
copper	ທອງແດງ	0.580	0.260	0.500
copter	copter	0.571	0.704	0.569
copy	ຄັດລອກ	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	copying	0.448	0.315	0.404
copyright	copyright	0.458	0.402	0.663
coral	coral	0.802	0.231	0.425
coral snake	ງູປາ	0.276	0.712	0.607
cord	ສາຍໄຟ	0.388	0.378	0.358
cordial	cordial	0.823	0.312	0.482
cordless	ບໍ່ມີສາຍໄຟ	0.667	0.441	0.528
cordon	cordon	0.469	0.317	0.380
corduroy	corduroy	0.570	0.324	0.357
core	core	0.721	0.378	0.540
cork	cork	0.347	0.250	0.281
corkscrew	corkscrew	0.427	0.443	0.445
corn	ສາລີ	0.594	0.196	0.292
cornball	cornball	0.479	0.378	0.325
cornbread	cornbread	0.643	0.304	0.302
cornea	cornea	0.521	0.346	0.443
corned	corned	0.459	0.441	0.425
corner	corner	0.400	0.296	0.366
cornerstone	cornerstone	0.550	0.388	0.596
cornet	cornet	0.507	0.520	0.415
cornfield	cornfield	0.719	0.310	0.349
cornflakes	NO TRANSLATION	0.729	0.346	0.355
cornice	cornice	0.458	0.441	0.295
cornstarch	cornstarch	0.643	0.299	0.337
corny	corny	0.448	0.370	0.221
corollary	corollary	0.458	0.469	0.366
corona	corona	0.818	0.439	0.745
coronary	coronary	0.567	0.613	0.509
coronation	coronation	0.792	0.592	0.836
coroner	coroner	0.323	0.558	0.526
corporal	corporal	0.582	0.490	0.596
corporate	ບໍລິສັດ	0.592	0.454	0.745
corporation	ບໍລິສັດ	0.429	0.332	0.873
corporeal	corporeal	0.520	0.350	0.461
corps	corps	0.551	0.453	0.483
corpse	corpse	0.094	0.657	0.232
corpsman	corpsman	0.439	0.469	0.651
corpus	corpus	0.543	0.340	0.490
corral	corral	0.606	0.662	0.422
correct	ຖືກຕ້ອງ	0.857	0.306	0.723
correction	ແກ້ໄຂ	0.448	0.485	0.558
correctional	ການແກ້ໄຂ	0.292	0.713	0.602
corrective	ແກ້ໄຂ	0.448	0.528	0.613
correctness	ຄວາມຖືກຕ້ອງ	0.796	0.450	0.649
correlation	correlation	0.596	0.462	0.571
correlative	correlative	0.510	0.402	0.571
correspond	ກົງກັນ	0.710	0.452	0.545
correspondence	correspondence	0.663	0.423	0.491
correspondent	correspondent	0.573	0.565	0.712
corresponding	ທີ່ສອດຄ້ອງກັນ	0.740	0.423	0.618
corridor	ແລວເສດຖະກິດ	0.604	0.589	0.592
corroborate	ຍືນຍັນ	0.671	0.471	0.616
corroboration	corroboration	0.625	0.431	0.733
corrosion	ການກັດກ່ອນ	0.156	0.610	0.348
corrosive	corrosive	0.140	0.618	0.570
corrupt	ເສຍຫາຍ	0.020	0.806	0.500
corrupting	ເສຍຫາຍ	0.062	0.804	0.380
corruption	corruption	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	corset	0.490	0.520	0.381
cortex	cortex	0.594	0.439	0.529
cortical	cortical	0.380	0.423	0.536
cortisone	cortisone	0.427	0.395	0.456
corvette	corvette	0.551	0.520	0.598
cosmetic	ເຄື່ອງສໍາອາງ	0.625	0.304	0.308
cosmetics	ເຄື່ອງສໍາອາງ	0.765	0.464	0.472
cosmic	cosmic	0.663	0.538	0.692
cosmology	cosmology	0.651	0.438	0.637
cosmopolitan	cosmopolitan	0.823	0.510	0.760
cosmos	cosmos	0.860	0.478	0.664
cost	ຄ່າໃຊ້ຈ່າຍ	0.365	0.420	0.439
costly	costly	0.316	0.650	0.642
costume	costume	0.548	0.510	0.374
cosy	ອົບອຸ່ນ	0.847	0.255	0.518
cot	ຕຽງນອນ	0.625	0.230	0.278
cote	cote	0.439	0.344	0.324
cottage	cottage	0.600	0.279	0.361
cotton	ຜ້າຝ້າຍ	0.639	0.071	0.240
couch	couch	0.594	0.082	0.198
