Word	Arabic-ar	Valence	Arousal	Dominance
derivation	استنتاج	0.521	0.519	0.644
derivative	المشتق	0.541	0.491	0.508
derive	استخلاص	0.396	0.324	0.360
dermal	جلدي	0.385	0.406	0.443
dermatologist	الامراض الجلدية	0.531	0.358	0.528
dermatology	طب الأمراض الجلدية	0.422	0.500	0.556
derogation	انتقاص	0.208	0.460	0.327
derogatory	ازدرائي	0.122	0.580	0.404
descend	تنحدر	0.385	0.535	0.231
descendant	تنازلي	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	تنازلي	0.219	0.493	0.250
descent	نزول	0.300	0.402	0.158
describe	وصف	0.542	0.472	0.555
description	وصف	0.582	0.425	0.596
descriptive	وصفي	0.667	0.352	0.570
desecrate	دنس	0.255	0.806	0.509
desecration	تدنيس	0.125	0.833	0.564
desert	صحراء	0.469	0.279	0.389
deserted	مهجور	0.156	0.480	0.214
deserter	الهارب من الجندية	0.122	0.710	0.366
desertion	هجر	0.122	0.630	0.289
deserve	استحق	0.802	0.436	0.613
deserved	استحق	0.781	0.582	0.689
deserving	مستحق	0.802	0.596	0.858
design	التصميم	0.796	0.327	0.632
designate	تعيين	0.531	0.538	0.683
designated	المحددة	0.500	0.412	0.616
designation	تعيين	0.612	0.571	0.675
designed	تصميم	0.745	0.380	0.595
designer	مصمم	0.875	0.519	0.670
designing	تصميم	0.792	0.355	0.552
desirability	الرغبة	0.684	0.550	0.675
desirable	مرغوب فيه	0.740	0.735	0.750
desire	رغبة	0.896	0.692	0.647
desiring	ورغبة منها	0.814	0.821	0.632
desirous	متلهف	0.719	0.824	0.562
desist	الكف	0.220	0.358	0.291
desk	مكتب	0.510	0.135	0.422
desolate	مهجور	0.104	0.320	0.228
desolation	خراب	0.073	0.481	0.273
despair	يأس	0.115	0.794	0.245
despairing	يائس	0.073	0.735	0.286
despatch	إيفاد	0.448	0.400	0.613
desperado	خارج عن القانون	0.260	0.745	0.361
desperate	يائس	0.083	0.842	0.337
desperation	يأس	0.125	0.904	0.419
despicable	حقير، خسيس	0.146	0.710	0.255
despise	احتقر	0.167	0.745	0.296
despondent	جزع	0.133	0.378	0.221
despotic	مستبد	0.141	0.824	0.592
despotism	استبداد	0.255	0.696	0.620
dessert	الحلوى	0.755	0.491	0.404
destination	المكان المقصود	0.708	0.471	0.637
destined	معد	0.698	0.462	0.617
destiny	مصير	0.781	0.413	0.611
destitute	فقراء	0.130	0.451	0.222
destroy	هدم	0.046	0.935	0.635
destroyed	دمر	0.031	0.696	0.288
destroyer	مدمر	0.083	0.830	0.543
destroying	تدمير	0.041	0.828	0.660
destruct	التدمير	0.071	0.868	0.525
destruction	تدمير	0.102	0.929	0.613
destructive	مدمرة	0.177	0.870	0.713
detach	فصل	0.357	0.625	0.450
detached	منفصل	0.280	0.396	0.216
detachment	انفصال	0.243	0.700	0.443
detail	التفاصيل	0.514	0.406	0.528
detailed	مفصلة	0.603	0.314	0.472
details	تفاصيل	0.583	0.367	0.481
detain	حجز	0.351	0.345	0.430
detainee	المعتقل	0.306	0.510	0.321
detect	الكشف	0.531	0.520	0.565
detectable	كشف	0.479	0.539	0.649
detection	كشف	0.708	0.567	0.538
detective	المحقق	0.500	0.764	0.901
detector	كاشف	0.459	0.630	0.724
detention	احتجاز	0.265	0.698	0.562
deter	ردع	0.344	0.537	0.567
detergent	منظف	0.458	0.304	0.426
deteriorate	تدهور	0.083	0.471	0.202
deteriorated	تدهورت	0.053	0.549	0.237
deteriorating	تدهور	0.104	0.459	0.112
deterioration	تدهور	0.130	0.512	0.283
determinable	يمكن تحديدها	0.625	0.565	0.723
determinate	حاسم	0.630	0.314	0.772
determination	عزم	0.776	0.725	0.795
determine	تحديد	0.612	0.368	0.776
determined	تحدد	0.760	0.528	0.673
deterrent	رادع	0.292	0.461	0.385
detest	أبغض	0.083	0.800	0.492
detestation	مقت	0.177	0.637	0.412
detonate	تفجر	0.375	0.850	0.696
detonation	تفجير	0.167	0.931	0.741
detonator	مفجر	0.207	0.875	0.750
detour	التفاف	0.398	0.539	0.309
detract	ينتقص	0.344	0.438	0.368
detriment	ضرر	0.281	0.538	0.263
detrimental	ضار	0.203	0.679	0.387
detritus	تفتت	0.276	0.353	0.363
deuce	تعؤل	0.479	0.338	0.425
deutschmark	المارك الألماني	0.439	0.431	0.509
devalued	تخفيض قيمة	0.321	0.462	0.212
devastate	دمر	0.021	0.796	0.509
devastated	دمر	0.120	0.544	0.264
devastating	مدمر	0.104	0.856	0.419
devastation	دمار	0.090	0.904	0.472
develop	طور	0.771	0.670	0.821
developer	مطور	0.844	0.653	0.864
developing	تطوير	0.833	0.587	0.714
development	تطوير	0.827	0.500	0.796
deviant	منحرف	0.094	0.589	0.398
deviate	انحرف	0.173	0.562	0.269
deviating	منحرف مائل	0.354	0.634	0.536
deviation	الانحراف	0.105	0.513	0.336
device	جهاز	0.562	0.404	0.627
devil	إبليس	0.161	0.900	0.611
deviled	ديفيليد	0.347	0.559	0.358
devilish	شيطاني	0.073	0.865	0.490
devious	الملتوية	0.250	0.519	0.259
devise	ابتكار	0.551	0.557	0.670
devoid	تخلو	0.219	0.436	0.300
devolution	تفويض	0.345	0.434	0.425
devolve	انحدر	0.367	0.427	0.596
devote	كرس	0.802	0.490	0.642
devoted	كرس	0.867	0.320	0.698
devotee	متعصب	0.816	0.461	0.577
devotion	إخلاص	0.802	0.561	0.673
devotional	تعبدي	0.740	0.394	0.655
devour	افترس	0.344	0.888	0.574
devout	ورع	0.620	0.357	0.464
dew	طل	0.604	0.225	0.464
dexter	أيمن	0.458	0.473	0.444
dexterity	براعة	0.771	0.673	0.864
dextrose	سكر العنب	0.333	0.402	0.323
diabetes	داء السكري	0.051	0.472	0.279
diabetic	مريض بالسكر	0.125	0.269	0.237
diabolical	شيطاني	0.102	0.912	0.456
diagnose	شخص	0.378	0.520	0.714
diagnosis	التشخيص	0.571	0.500	0.819
diagnostic	تشخيصي	0.417	0.483	0.635
diagnostics	التشخيص	0.540	0.440	0.750
diagonal	قطري	0.500	0.343	0.410
diagram	رسم بياني	0.562	0.357	0.445
dial	يتصل	0.620	0.427	0.596
dialect	لهجة	0.635	0.422	0.526
dialectic	جدلية	0.510	0.540	0.638
dialogue	حوار	0.599	0.441	0.625
dialysis	غسيل الكلى	0.194	0.567	0.407
diameter	قطر الدائرة	0.427	0.298	0.483
diamond	الماس	0.910	0.606	0.769
diamonds	الماس	0.927	0.684	0.917
diaper	حفاضات	0.409	0.274	0.155
diaphragm	الاعجاز	0.459	0.337	0.517
diarrhea	إسهال	0.092	0.684	0.143
diarrhoea	إسهال	0.038	0.692	0.250
diary	مذكرات	0.698	0.292	0.464
diatribe	خطبة لاذعة	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	نقود	0.510	0.410	0.391
dice	حجر النرد	0.458	0.441	0.264
dicey	مشبوه	0.290	0.833	0.727
dichotomous	ثنائية التفرع	0.365	0.452	0.538
dichotomy	تفرع ثنائي	0.323	0.482	0.483
dick	قضيب	0.208	0.500	0.462
dickhead	dickhead	0.115	0.608	0.284
dicks	ديكس	0.310	0.694	0.358
dictate	تملي	0.480	0.423	0.668
dictation	إملاء	0.255	0.378	0.627
dictator	دكتاتور	0.073	0.760	0.862
dictatorial	دكتاتوري	0.204	0.770	0.840
dictatorship	الدكتاتورية	0.082	0.806	0.784
diction	الالقاء	0.439	0.373	0.679
dictionary	قاموس	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	تعليمي	0.645	0.480	0.673
diddle	غش	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	مات	0.021	0.650	0.327
diesel	ديزل	0.490	0.327	0.448
diet	حمية	0.429	0.235	0.398
dietary	حمى ذو علاقة بالحمية	0.551	0.220	0.261
differ	اختلف	0.230	0.398	0.396
difference	فرق	0.474	0.560	0.483
differences	اختلافات	0.365	0.582	0.342
different	مختلف	0.612	0.394	0.473
differential	التفاضليه	0.520	0.378	0.535
differentiation	التفاضل	0.367	0.561	0.535
differently	بشكل مختلف	0.480	0.431	0.506
differing	اختلاف	0.418	0.410	0.455
difficult	صعبة	0.235	0.700	0.508
difficulties	الصعوبات	0.082	0.784	0.357
difficulty	صعوبة	0.079	0.740	0.368
diffuse	منتشر	0.430	0.431	0.321
diffusion	تعريف	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	استوعب	0.720	0.413	0.483
digestion	الهضم	0.531	0.410	0.455
digestive	هضمي	0.542	0.413	0.434
digit	أرقام	0.447	0.286	0.333
digital	رقمي	0.740	0.382	0.529
dignified	جليل	0.766	0.481	0.635
dignify	احترم	0.854	0.588	0.735
dignity	كرامة	0.844	0.391	0.873
digress	استطرد	0.271	0.625	0.411
digs	غرفة مستأجرة	0.448	0.670	0.635
dike	سد	0.360	0.384	0.490
dilapidated	مهلهل	0.229	0.618	0.286
dilatation	اتساع	0.385	0.574	0.368
dilation	تمدد	0.347	0.490	0.578
dildo	دسار	0.536	0.587	0.491
dilemma	معضلة	0.153	0.590	0.430
diligence	اجتهاد	0.688	0.423	0.700
diligent	مجتهد	0.760	0.426	0.759
dill	شبت	0.427	0.360	0.373
diluent	مادة التخفيف	0.417	0.344	0.332
dilute	يميع \ يخفف	0.275	0.192	0.349
diluted	المخفف	0.469	0.310	0.229
dilution	تخفيف	0.445	0.337	0.352
dim	خافت	0.398	0.321	0.273
dime	الدايم	0.653	0.317	0.345
dimension	البعد	0.592	0.415	0.627
dimensional	الأبعاد	0.561	0.484	0.596
diminish	يقلل	0.240	0.357	0.167
diminished	تضاءل	0.156	0.269	0.196
diminution	نقصان	0.316	0.296	0.245
diminutive	صيغة التصغير	0.323	0.200	0.109
dimwit	الغبي	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	تناول الطعام	0.821	0.519	0.478
diner	العشاء	0.643	0.302	0.538
dinghy	قارب	0.510	0.269	0.325
dingo	الدنغ كلب استرالي	0.608	0.472	0.346
dingy	حقير	0.156	0.483	0.343
dining	الطعام	0.724	0.350	0.459
dinky	أنيق	0.357	0.451	0.358
dinner	وجبة عشاء	0.823	0.392	0.379
dinnertime	وقت العشاء	0.796	0.406	0.341
dinosaur	ديناصور	0.448	0.630	0.596
dint	عجة	0.378	0.480	0.492
diocesan	أبرشي	0.520	0.283	0.518
diocese	أبرشية	0.510	0.288	0.575
diorama	الديوراما	0.592	0.441	0.462
dioxide	ثاني أكسيد	0.354	0.433	0.456
dip	غطس	0.516	0.583	0.397
diploma	شهادة دبلوم	0.750	0.462	0.731
diplomacy	دبلوماسية	0.740	0.396	0.774
diplomat	دبلوماسي	0.563	0.262	0.868
diplomatic	دبلوماسي	0.653	0.363	0.918
dipper	قحافة	0.548	0.361	0.348
dippy	سخيف	0.430	0.402	0.340
dipstick	مقياس	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	مباشرة	0.793	0.403	0.650
directed	توجه	0.542	0.490	0.541
direction	اتجاه	0.719	0.330	0.684
directive	توجيهات	0.604	0.530	0.918
directly	مباشرة	0.747	0.400	0.702
director	مدير	0.688	0.580	0.912
directory	دليل	0.439	0.413	0.538
dirt	التراب	0.112	0.500	0.236
dirty	قذر	0.153	0.460	0.170
disability	عجز	0.073	0.482	0.173
disable	تعطيل	0.115	0.430	0.269
disabled	معاق	0.308	0.443	0.235
disadvantage	مساوئ	0.150	0.377	0.282
disaffected	ساخط	0.176	0.410	0.291
disagree	تعارض	0.133	0.590	0.345
disagreeable	كريه	0.042	0.643	0.178
disagreeing	متضارب	0.255	0.643	0.350
disagreement	خلاف	0.104	0.618	0.236
disallow	عدم السماح	0.156	0.519	0.424
disallowed	غير مسموح بها	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	اختفى	0.143	0.441	0.350
disappearance	اختفاء	0.214	0.698	0.367
disappearing	تختفي	0.167	0.427	0.379
disappoint	يخيب	0.150	0.633	0.288
disappointed	خائب الامل	0.071	0.472	0.241
disappointing	مخيب للامال	0.073	0.640	0.200
disappointment	خيبة الامل	0.115	0.490	0.336
disapproval	استنكار	0.085	0.551	0.367
disapprove	رفض	0.160	0.594	0.445
disapproved	مرفوض	0.104	0.550	0.114
disapproving	رافض	0.245	0.625	0.452
disarm	نزع السلاح	0.292	0.528	0.613
disarray	جرده من ملابسه	0.198	0.657	0.223
disaster	كارثة	0.082	0.892	0.433
disastrous	كارثي	0.071	0.741	0.439
disband	حل	0.302	0.491	0.417
disbelief	جحود	0.188	0.409	0.373
disbelieve	كفر	0.188	0.441	0.352
disburse	دفع	0.418	0.473	0.353
disbursement	إنفاق	0.240	0.443	0.435
disc	القرص	0.622	0.410	0.426
discard	تجاهل	0.240	0.343	0.337
discarded	التخلص منها	0.229	0.460	0.308
discards	المرتجع	0.240	0.464	0.391
discern	تميز - تدرك	0.459	0.566	0.518
discernible	قابل للتمييز	0.427	0.441	0.481
discerning	مميز	0.542	0.584	0.780
discernment	فطنة	0.408	0.471	0.694
discharge	إبراء الذمة	0.427	0.538	0.578
disciple	المريد	0.765	0.385	0.462
disciplinary	الانضباط	0.562	0.593	0.796
discipline	تهذيب	0.615	0.471	0.806
disciplined	منضبط	0.728	0.450	0.750
disclaim	تنكر	0.235	0.509	0.321
disclaimer	تنصل	0.367	0.571	0.542
disclose	كشف	0.490	0.570	0.545
disclosed	كشف	0.271	0.575	0.546
disclosure	إفشاء	0.500	0.615	0.710
disco	ديسكو	0.710	0.806	0.575
discoloration	تغيير اللون	0.224	0.373	0.414
discolored	مشوه	0.204	0.340	0.269
discomfort	عدم ارتياح	0.153	0.719	0.272
disconcerted	مرتبك	0.100	0.612	0.288
disconcerting	أمرا مقلقا	0.106	0.549	0.269
disconnect	قطع الاتصال	0.438	0.292	0.191
disconnected	انقطع الاتصال	0.292	0.276	0.173
disconnection	انفصال	0.167	0.283	0.277
disconnects	قطع	0.256	0.357	0.241
discontent	استياء	0.240	0.530	0.263
discontinuance	وقف	0.123	0.741	0.337
discontinue	توقف	0.354	0.396	0.349
discontinuity	انقطاع	0.303	0.439	0.250
discontinuous	متقطع	0.233	0.409	0.316
discord	خلاف	0.115	0.882	0.465
discount	خصم	0.724	0.530	0.302
discounted	مخفضة	0.677	0.471	0.430
discourage	تثبيط	0.184	0.443	0.267
discouraged	محبط	0.220	0.304	0.090
discouragement	تثبيط	0.112	0.319	0.206
discouraging	معوق عن	0.167	0.469	0.281
discourse	الحوار	0.410	0.550	0.803
discover	اكتشف	0.771	0.793	0.673
discovery	اكتشاف	0.823	0.627	0.814
discredit	تشويه السمعة	0.075	0.529	0.355
discredited	فقدت مصداقيتها	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	تناقض	0.260	0.643	0.417
discrete	منفصله	0.585	0.231	0.429
discretion	تقدير	0.552	0.320	0.685
discretionary	متوفر	0.520	0.365	0.446
discriminate	تميز	0.125	0.761	0.366
discriminating	متحامل	0.160	0.783	0.462
discrimination	تمييز	0.051	0.724	0.379
discus	قرص رياضة	0.542	0.423	0.343
discuss	مناقشة	0.396	0.769	0.509
discussion	نقاش	0.333	0.842	0.536
disdain	ازدراء	0.153	0.446	0.441
disdainful	مترفع	0.097	0.480	0.263
disease	مرض	0.041	0.539	0.333
diseased	مريضة	0.123	0.510	0.134
disembodied	بلا جسد	0.167	0.620	0.412
disengage	فك	0.406	0.529	0.304
disengagement	انفصال	0.327	0.373	0.395
disfigured	مشوه	0.153	0.613	0.336
disgrace	عار	0.061	0.531	0.331
disgraced	موصوم	0.071	0.661	0.250
disgraceful	مخز	0.082	0.702	0.240
disgruntled	ناقم	0.104	0.658	0.442
disguise	تمويه	0.573	0.694	0.431
disguised	متنكر	0.500	0.615	0.326
disgust	قرف	0.052	0.775	0.317
disgusted	مشمئز	0.051	0.773	0.274
disgusting	مقزز	0.031	0.796	0.245
dish	طبق	0.552	0.255	0.264
disheartened	بخيبة أمل	0.153	0.343	0.238
disheartening	الإحباط	0.010	0.353	0.224
dishonest	غير أمين	0.191	0.491	0.163
dishonesty	عدم الأمانة	0.094	0.592	0.348
dishonor	عار	0.104	0.620	0.185
dishonorable	شائن	0.112	0.641	0.280
dishwasher	غسالة أطباق	0.480	0.296	0.324
disillusionment	خيبة الأمل	0.051	0.519	0.190
disinclination	نفور	0.125	0.491	0.330
disincline	كره	0.458	0.454	0.278
disinclined	راغب عن	0.385	0.442	0.364
disinfect	طهر	0.448	0.388	0.648
disinfectant	مطهر	0.531	0.429	0.460
disinfection	التطهير	0.517	0.556	0.473
disinformation	التضليل	0.230	0.577	0.260
disingenuous	مخادع	0.194	0.509	0.204
disintegrate	تفتت	0.143	0.660	0.364
disintegration	تفسخ	0.094	0.551	0.381
disinterested	نزيه	0.398	0.284	0.392
disjoint	منفصل	0.351	0.385	0.322
disjointed	مفكك	0.323	0.518	0.365
disjunctive	طباقي	0.286	0.481	0.400
disk	أسطوانة	0.573	0.423	0.412
diskette	القرص المرن	0.531	0.255	0.391
dislike	لم يعجبنى	0.156	0.406	0.321
disliked	لم يعجبني	0.062	0.510	0.221
disliking	الكره	0.163	0.637	0.366
dislocated	خلع	0.125	0.625	0.200
dislocation	انخلاع	0.229	0.565	0.373
dislodge	طرد	0.214	0.769	0.356
disloyal	غير وفي	0.062	0.582	0.245
disloyalty	خيانة	0.187	0.716	0.267
dismal	كئيب	0.194	0.450	0.192
dismantle	فك	0.347	0.644	0.462
dismay	فزع	0.314	0.681	0.459
dismayed	بالفزع	0.165	0.735	0.389
dismemberment	تقطيع الأوصال	0.104	0.860	0.470
dismiss	رفض	0.167	0.541	0.509
dismissal	إقالة	0.153	0.723	0.271
dismissive	رافض	0.188	0.541	0.430
dismount	ترجل	0.361	0.423	0.391
disobedience	عصيان	0.051	0.868	0.369
disobedient	عاص	0.276	0.706	0.353
disobey	عصى	0.143	0.556	0.491
disorder	اضطراب	0.115	0.816	0.218
disordered	مضطرب	0.210	0.714	0.288
disorderly	مضطرب	0.188	0.748	0.385
disorganized	مشوش	0.052	0.507	0.184
disorientation	الارتباك	0.163	0.472	0.212
disoriented	مشوشا	0.227	0.643	0.227
disown	تبرأ من	0.153	0.637	0.368
disparage	انتقص	0.092	0.663	0.336
disparaging	مذم	0.102	0.626	0.411
disparate	متفاوت	0.438	0.500	0.368
disparity	تفاوت	0.208	0.482	0.361
dispassionate	هادئ	0.199	0.217	0.218
dispatch	إيفاد	0.317	0.417	0.555
dispatcher	المرسل	0.365	0.704	0.652
dispel	تبديد	0.388	0.402	0.411
dispensary	مستوصف	0.406	0.380	0.606
dispensation	إعفاء	0.388	0.462	0.490
dispense	الاستغناء	0.561	0.520	0.518
dispenser	موزع	0.583	0.392	0.470
dispersal	تشتيت	0.388	0.507	0.421
disperse	شتت	0.375	0.569	0.434
dispersed	مشتت	0.344	0.490	0.274
dispersion	تشتت	0.270	0.604	0.350
dispirited	كئيب	0.204	0.280	0.142
displace	أزاح	0.424	0.541	0.454
displaced	النازحين	0.281	0.472	0.291
displacement	الإزاح	0.276	0.531	0.481
displacency	displacency	0.500	0.528	0.642
display	عرض	0.677	0.325	0.400
displease	أثار الاستياء	0.021	0.702	0.286
displeased	مستاء	0.135	0.690	0.400
displeasure	استياء	0.115	0.559	0.250
disposable	للاستعمال لمرة واحدة	0.271	0.439	0.250
disposal	تصرف	0.135	0.608	0.396
dispose	تخلص	0.548	0.538	0.559
disposed	استبعاده	0.688	0.441	0.625
disposition	تغير	0.663	0.542	0.734
dispossessed	جردوا	0.354	0.577	0.331
disprove	دحض	0.375	0.625	0.613
dispute	خلاف	0.219	0.750	0.585
disqualification	تجريد من الأهلية	0.066	0.677	0.330
disqualified	غير مؤهل	0.129	0.464	0.232
disqualify	ينحي	0.208	0.595	0.267
disquieted	مرتبك	0.229	0.850	0.290
disregard	تجاهل	0.177	0.647	0.308
disregarded	مهمل	0.260	0.458	0.283
disrelish	كراهية	0.375	0.471	0.304
disreputable	سيء السمعة	0.104	0.688	0.353
disrepute	سمعة	0.208	0.630	0.292
disrespect	عدم احترام	0.062	0.637	0.302
disrespectful	قليل الاحترام للآخرين	0.031	0.694	0.273
disrupt	تعطيل	0.265	0.640	0.349
disrupting	وتعطيل	0.186	0.557	0.339
disruption	اضطراب	0.235	0.735	0.436
disruptive	مدمرة	0.255	0.755	0.575
dissatisfaction	عدم الرضا	0.115	0.663	0.202
dissatisfied	غير راض	0.042	0.561	0.291
dissect	شرح	0.367	0.750	0.595
dissection	تشريح	0.276	0.632	0.462
disseminate	ينشر	0.562	0.608	0.750
dissemination	نشر	0.476	0.551	0.583
dissension	خلاف	0.250	0.618	0.414
dissent	معارضة	0.300	0.655	0.407
dissenting	معارض	0.208	0.552	0.366
dissertation	أطروحة	0.312	0.575	0.575
disservice	خدمة سيئة	0.250	0.794	0.480
dissident	منشق	0.350	0.582	0.413
dissimilar	غير متشابه	0.276	0.461	0.472
dissipate	تبدد	0.385	0.368	0.355
dissipated	تتبدد	0.281	0.421	0.231
dissociation	تفكك	0.135	0.555	0.471
dissociative	فصامي	0.281	0.615	0.397
dissolution	تحلل	0.204	0.464	0.349
dissolve	تذوب	0.271	0.490	0.410
dissonance	تنافر	0.173	0.471	0.336
dissuade	ثنى	0.482	0.500	0.350
distal	القاصي	0.410	0.401	0.438
distance	مسافه: بعد	0.233	0.317	0.418
distant	بعيد	0.229	0.324	0.269
