Word	Hausa-ha	Valence	Arousal	Dominance
bombshell	bombshell	0.327	0.868	0.693
bonanza	bonanza	0.875	0.410	0.683
bonbon	NO TRANSLATION	0.865	0.551	0.446
bond	haɗin	0.667	0.519	0.630
bondage	bautar	0.146	0.705	0.355
bonding	haɗi	0.594	0.442	0.509
bonds	shaidu	0.740	0.472	0.583
bondsman	dan jarida	0.469	0.497	0.675
bone	kashi	0.337	0.370	0.413
bonehead	bonehead	0.337	0.521	0.518
boner	boner	0.344	0.612	0.393
bones	kasusuwa	0.281	0.343	0.358
bonfire	bonfire	0.480	0.719	0.473
bong	bong	0.333	0.566	0.375
bonkers	bonkers	0.306	0.847	0.278
bonne	NO TRANSLATION	0.448	0.395	0.362
bonnet	bonnet	0.406	0.509	0.473
bonny	bonny	0.561	0.404	0.444
bonsai	bonsai	0.714	0.235	0.375
bonus	bonus	0.857	0.620	0.682
bony	bony	0.445	0.462	0.330
boo	boo	0.153	0.676	0.309
boob	boob	0.694	0.600	0.392
booby	booby	0.396	0.423	0.185
booger	booger	0.399	0.537	0.427
boogeyman	boogeyman	0.292	0.559	0.567
boogie	boogie	0.590	0.543	0.400
book	littafin	0.802	0.210	0.606
bookcase	akwati	0.553	0.221	0.490
bookie	littafi	0.344	0.633	0.618
booking	sabuntawa	0.708	0.503	0.583
bookish	bookish	0.604	0.236	0.430
bookkeeper	mai kulawa	0.480	0.363	0.468
bookkeeping	biyan kuɗi	0.520	0.214	0.592
booklet	ɗan littafin ɗan littafin	0.510	0.270	0.351
bookmaker	bookmaker	0.583	0.804	0.633
bookmark	alamar shafi	0.543	0.441	0.415
books	littattafai	0.729	0.115	0.430
bookseller	lijista	0.583	0.317	0.456
bookshop	masana'antu	0.688	0.291	0.389
bookstore	kantin sayar da littattafai	0.771	0.180	0.503
bookworm	bookworm	0.563	0.337	0.316
boom	boom	0.604	0.655	0.731
boomer	boomer	0.480	0.539	0.441
boomerang	boomerang	0.531	0.625	0.500
booming	booming	0.688	0.554	0.661
boon	boon	0.878	0.294	0.642
boooo	NO TRANSLATION	0.271	0.549	0.255
boost	ƙarfafa	0.865	0.730	0.750
booster	sanyaya	0.755	0.600	0.800
boot	taya	0.438	0.650	0.625
booth	booth	0.531	0.400	0.310
bootleg	bootleg	0.357	0.519	0.466
bootlegger	bootlegger	0.354	0.649	0.541
boots	takalma	0.602	0.255	0.350
booty	ganima	0.663	0.587	0.784
booze	booze	0.265	0.745	0.431
bop	bop	0.429	0.490	0.426
bopper	bopper	0.398	0.530	0.385
border	iyakar	0.406	0.382	0.424
bordering	gefe	0.643	0.382	0.438
borderline	iyaka	0.449	0.520	0.490
bore	haifa	0.417	0.440	0.455
boreal	boreal	0.582	0.348	0.400
bored	gundura	0.153	0.167	0.196
boredom	rashin haƙuri	0.167	0.139	0.255
borer	borer	0.302	0.549	0.578
boring	m	0.194	0.217	0.125
born	haife shi	0.865	0.509	0.591
boron	boron	0.441	0.370	0.375
borough	birni	0.429	0.343	0.380
borrow	ara	0.398	0.573	0.282
borrower	mai biyan kuɗi	0.439	0.423	0.763
bosom	ƙirjin	0.612	0.588	0.404
boss	shugaba	0.310	0.627	0.954
bossy	bossy	0.240	0.824	0.750
boston	boston	0.643	0.380	0.580
botanical	Botanical	0.660	0.259	0.491
botanist	botanist	0.651	0.240	0.456
botany	Botany	0.604	0.201	0.500
bother	damuwa	0.208	0.780	0.370
bothering	damuwa	0.208	0.764	0.449
bottle	kwalban	0.469	0.236	0.336
bottleneck	harsashi	0.284	0.471	0.287
bottling	ajiya	0.365	0.333	0.370
bottom	kasa	0.417	0.370	0.291
bottomless	rashin	0.310	0.470	0.368
botulism	botulism	0.292	0.575	0.386
boulder	dutse	0.461	0.309	0.531
bounce	billa	0.375	0.633	0.386
bouncer	bouncer	0.490	0.653	0.655
bouncy	bouncy	0.562	0.565	0.429
bound	ɗaure	0.417	0.667	0.310
boundary	iyaka	0.561	0.427	0.518
boundless	marasa iyaka	0.684	0.642	0.652
bounds	bounds	0.378	0.426	0.604
bountiful	bountiful	0.854	0.596	0.759
bounty	falala	0.760	0.755	0.833
bouquet	bouquet	0.724	0.352	0.306
bourbon	bourbon	0.602	0.490	0.517
bourgeois	bourgeois	0.439	0.593	0.682
bourgeoisie	bourgeoisie	0.357	0.417	0.767
bourse	biki	0.530	0.230	0.336
bout	bugun	0.208	0.808	0.679
boutique	boutique	0.745	0.490	0.441
bouttime	timetime	0.588	0.373	0.410
bovine	bovine	0.449	0.255	0.353
bow	baka	0.530	0.306	0.408
bowed	sun sunkuya	0.410	0.418	0.368
bowel	jinji	0.306	0.417	0.391
bowels	bowels	0.194	0.448	0.362
bowl	tasa	0.625	0.377	0.358
bowler	dan wasa	0.552	0.633	0.481
bowling	bowling	0.656	0.431	0.309
bowls	bowls	0.551	0.280	0.277
box	akwatin	0.500	0.179	0.312
boxcar	boxcar	0.420	0.469	0.421
boxer	dan wasan	0.490	0.810	0.802
boxers	'yan wasa	0.375	0.880	0.654
boxing	wasa	0.427	0.854	0.645
boy	yaro	0.646	0.392	0.445
boycott	kauracewa	0.112	0.690	0.505
boyfriend	saurayi	0.781	0.604	0.547
boyhood	yaro	0.729	0.745	0.500
boyish	boyish	0.698	0.562	0.462
boysenberry	boysenberry	0.646	0.409	0.475
bozo	bozo	0.388	0.364	0.298
bra	bra	0.672	0.529	0.509
brace	takalmin gyaran kafa	0.610	0.385	0.364
bracelet	munduwa	0.776	0.340	0.322
braces	takalma	0.500	0.337	0.568
brachial	brachial	0.388	0.363	0.464
bracket	sashi	0.490	0.350	0.682
brackets	shafuka	0.573	0.281	0.435
brackish	brackish	0.469	0.368	0.421
brad	brad	0.490	0.385	0.402
brag	Girma	0.347	0.545	0.578
braid	m	0.427	0.222	0.216
brain	kwakwalwa	0.667	0.441	0.823
brainless	brainless	0.138	0.310	0.224
brains	jiyya	0.663	0.557	0.722
brainstorm	maganganu	0.794	0.784	0.636
brainwash	kwakwalwa	0.198	0.647	0.481
brainy	kwakwalwa	0.708	0.520	0.648
brake	karya	0.312	0.481	0.310
bran	bran	0.688	0.433	0.483
branch	reshe	0.538	0.206	0.250
branching	Branching	0.520	0.422	0.472
brand	alama	0.562	0.284	0.547
brandy	brandy	0.600	0.590	0.487
brash	brash	0.360	0.814	0.552
brass	tagulla	0.500	0.320	0.490
brass knuckle	katako na fata	0.406	0.449	0.518
brassiere	brassiere	0.510	0.469	0.336
brat	brat	0.312	0.440	0.231
bratwurst	bratwurst	0.510	0.490	0.464
bravado	bravado	0.479	0.510	0.527
brave	jarumi	0.837	0.750	0.917
bravery	ƙarfin zuciya	0.898	0.745	0.868
brawl	brawl	0.104	0.938	0.603
brawn	brawn	0.438	0.402	0.544
brazen	brazen	0.292	0.640	0.518
breach	warwarewa	0.177	0.745	0.423
bread	gurasa	0.660	0.314	0.342
breadth	breadth	0.667	0.490	0.644
break	karya	0.610	0.265	0.370
breakable	breakable	0.194	0.667	0.408
breakaway	breakaway	0.479	0.802	0.519
breakdown	rashin lafiya	0.365	0.423	0.361
breaker	fashewa	0.323	0.527	0.520
breakers	yan iska	0.469	0.588	0.439
breakfast	karin kumallo	0.885	0.330	0.429
breaking and entering	fashe da shigarwa	0.418	0.729	0.500
breakingnews	breakingnews	0.500	0.552	0.607
breakneck	karya	0.254	0.833	0.604
breakthrough	nasara	0.680	0.525	0.718
breakup	fashewa	0.250	0.720	0.357
breast	nono	0.753	0.429	0.500
breath	numfashi	0.684	0.392	0.451
breathe	numfashi	0.833	0.373	0.518
breather	breather	0.624	0.471	0.388
breathless	numfashi	0.323	0.490	0.222
breathtaking	mamaki	0.936	0.792	0.921
breech	iska	0.500	0.637	0.422
breeches	breeches	0.365	0.457	0.333
breed	irin	0.490	0.441	0.578
breeder	makiyaya	0.645	0.481	0.605
breeding	kiwo	0.667	0.481	0.610
breeze	iska	0.837	0.284	0.370
breezy	iska	0.531	0.472	0.482
brethren	'yan'uwa	0.917	0.380	0.641
breve	NO TRANSLATION	0.535	0.365	0.191
brevity	brevity	0.459	0.434	0.375
brew	daga	0.740	0.538	0.758
brewery	yanki	0.710	0.622	0.510
brewing	gyare-gyare	0.740	0.593	0.609
briar	briar	0.493	0.375	0.407
bribe	cin hanci	0.112	0.690	0.472
bribery	bribery	0.135	0.775	0.585
brick	tubali	0.217	0.418	0.368
bridal	amarya	0.823	0.655	0.596
bride	amarya	0.840	0.708	0.579
bridegroom	ango	0.809	0.736	0.527
bridesmaid	yarinya	0.748	0.519	0.618
bridge	gada	0.625	0.324	0.519
bridle	bridle	0.427	0.367	0.386
brief	takaice	0.469	0.300	0.279
briefcase	akwati	0.542	0.206	0.442
briefing	jawabin	0.612	0.333	0.702
briefly	takaice	0.686	0.314	0.330
brig	brig	0.573	0.539	0.500
brigade	brigade	0.604	0.710	0.828
bright	haske	0.890	0.527	0.812
brighten	brighten	0.760	0.547	0.649
brightens	brightens	0.771	0.611	0.613
brighter	haske	0.918	0.698	0.833
brightness	haske	0.938	0.623	0.660
brilliance	brilliance	0.990	0.673	0.830
brilliant	m	0.939	0.575	0.923
brim	brim	0.469	0.333	0.330
brimming	brimming	0.656	0.690	0.758
brimstone	farar wuta	0.357	0.520	0.440
brine	brine	0.333	0.481	0.361
bring	kawo	0.635	0.460	0.462
brink	brink	0.375	0.413	0.356
brisk	brisk	0.719	0.745	0.742
brisket	brisket	0.552	0.378	0.222
bristle	bristle	0.375	0.375	0.326
brittle	raguwa	0.276	0.490	0.272
bro	bro	0.794	0.349	0.684
broach	raga	0.438	0.439	0.675
broad	m	0.762	0.365	0.637
broadcast	watsa shirye-shirye	0.615	0.587	0.355
broadcasting	watsa shirye-shirye	0.542	0.700	0.706
broaden	fadada	0.678	0.602	0.610
broadside	broadside	0.459	0.316	0.462
broadsword	kalma	0.469	0.573	0.615
brocade	almara	0.500	0.327	0.464
broccoli	broccoli	0.469	0.200	0.283
brochure	kasida	0.552	0.226	0.391
broil	broil	0.510	0.404	0.330
broke	karya	0.245	0.590	0.370
broken	karya	0.062	0.500	0.293
brokenheart	NO TRANSLATION	0.115	0.577	0.343
brokenhearted	karya zuciya	0.130	0.598	0.227
broker	kulla	0.582	0.462	0.600
brokerage	kaya	0.479	0.500	0.500
bromide	bromide	0.347	0.425	0.411
bronco	bronco	0.500	0.510	0.473
bronze	tagulla	0.622	0.333	0.526
brooch	alaƙa	0.531	0.260	0.380
brood	brood	0.633	0.519	0.434
brooding	yadawa	0.327	0.367	0.333
brook	rafi	0.594	0.347	0.412
broom	broom	0.385	0.154	0.302
broomstick	broomstick	0.410	0.265	0.227
broth	broth	0.500	0.245	0.168
brothel	gidan ibada	0.255	0.886	0.418
brother	ɗan'uwana	0.823	0.361	0.546
brotherhood	'yan uwantaka	0.990	0.471	0.760
brotherly	yan'uwa	0.865	0.306	0.596
brow	brow	0.562	0.311	0.481
brown	launin ruwan kasa	0.396	0.202	0.293
brownstone	Brownstone	0.559	0.423	0.439
browse	bincika	0.635	0.750	0.592
brrr	brrr	0.373	0.540	0.282
bruise	kurkusa	0.133	0.640	0.474
bruising	ragi	0.084	0.520	0.422
brunch	brunch	0.406	0.363	0.343
brunette	brunette	0.802	0.528	0.529
brunt	brunt	0.204	0.750	0.349
brush	goga	0.490	0.265	0.186
brutal	m	0.122	0.882	0.643
brutality	mugunta	0.122	0.832	0.571
brute	m	0.115	0.547	0.379
brutish	mugunta	0.270	0.837	0.588
bubble	kumfa	0.774	0.213	0.364
bubbling	bubbling	0.500	0.438	0.384
bubbly	bubbly	0.698	0.608	0.462
bubonic	bubonic	0.280	0.530	0.394
buck	buck	0.677	0.577	0.720
buckaroo	buckaroo	0.448	0.469	0.479
bucket	guga	0.408	0.167	0.336
buckle	zare	0.416	0.373	0.361
buckled	buckled	0.427	0.358	0.439
bucko	bucko	0.439	0.455	0.465
buckshot	buckshot	0.255	0.740	0.322
buckwheat	buckwheat	0.490	0.471	0.434
bud	toho	0.460	0.402	0.333
buddha	buddha	0.690	0.198	0.604
buddhism	buddhism	0.510	0.115	0.673
buddhist	buddhist	0.570	0.182	0.481
budding	budding	0.490	0.500	0.355
buddy	buddy	0.884	0.585	0.655
budge	budge	0.719	0.755	0.543
budget	kasafin kudin	0.643	0.396	0.731
buff	buff	0.561	0.425	0.361
buffalo	buffalo	0.469	0.528	0.527
buffer	buffer	0.520	0.474	0.350
buffering	buffering	0.479	0.468	0.381
buffet	buffet	0.656	0.546	0.519
buffoon	buffoon	0.344	0.651	0.290
bug	bug	0.286	0.500	0.246
bugaboo	bugaboo	0.439	0.491	0.441
bugged	bugged	0.561	0.439	0.500
bugger	bugger	0.312	0.627	0.474
buggy	buggy	0.500	0.509	0.327
bugle	bugle	0.479	0.588	0.391
bugler	bugler	0.542	0.540	0.393
build	gina	0.771	0.546	0.806
builder	mai ginawa	0.660	0.642	0.701
building	gini	0.705	0.288	0.673
buildings	gine-gine	0.582	0.380	0.552
buildup	ginawa	0.490	0.509	0.623
bulb	kwan fitila	0.562	0.208	0.300
bulbous	bulbous	0.390	0.442	0.430
bulge	bulge	0.260	0.487	0.400
bulimic	bulimic	0.092	0.570	0.373
bulk	babban	0.469	0.413	0.509
bulkhead	bulkhead	0.312	0.425	0.402
bulky	m	0.427	0.591	0.750
bull	sa	0.521	0.640	0.644
bulldog	bulldog	0.494	0.650	0.530
bulldozer	bulldozer	0.459	0.549	0.643
bullet	harsashi	0.408	0.794	0.634
bulletin	bulletin	0.573	0.294	0.361
bulletproof	bulletproof	0.750	0.721	0.779
bullfighter	bullfighter	0.448	0.794	0.664
bullfrog	bullfrog	0.344	0.481	0.422
bullheaded	yankanci	0.229	0.740	0.516
bullhorn	bullhorn	0.510	0.653	0.736
bullion	bullion	0.693	0.558	0.729
bullock	bijimin	0.281	0.402	0.375
bullpen	bullpen	0.480	0.549	0.500
bullshit	bullshit	0.042	0.676	0.183
bully	bully	0.257	0.755	0.564
bulwark	bulwark	0.551	0.552	0.675
bum	bum	0.281	0.451	0.155
bumblebee	bumblebee	0.469	0.493	0.321
bummed	bummed	0.296	0.430	0.227
bummer	bummer	0.163	0.500	0.267
bump	karo	0.286	0.458	0.368
bumper	damuwa	0.385	0.573	0.518
bumpy	bumpy	0.306	0.683	0.419
bun	NO TRANSLATION	0.424	0.306	0.268
bunch	bunch	0.552	0.358	0.473
bundle	damfara	0.510	0.343	0.434
bungalow	bungalow	0.562	0.352	0.406
bungee	bungee	0.637	0.545	0.327
bunghole	bunghole	0.286	0.426	0.396
bunion	bunion	0.276	0.340	0.290
bunk	bunkasa	0.438	0.332	0.339
bunker	bunker	0.375	0.673	0.773
bunkhouse	bunkers	0.470	0.414	0.407
bunny	bunny	0.740	0.325	0.194
bunt	bunt	0.417	0.422	0.349
buoy	buoy	0.562	0.280	0.284
buoyancy	buoyancy	0.625	0.373	0.538
buoyant	buoyant	0.625	0.441	0.497
bur	bur	0.385	0.353	0.314
burden	nauyi	0.367	0.583	0.697
burdened	nauyi	0.429	0.519	0.565
burdensome	m	0.229	0.696	0.419
bureau	ofishin	0.562	0.373	0.618
bureaucracy	aiki mara kyau	0.380	0.578	0.740
bureaucrat	tsarin mulki	0.208	0.519	0.598
bureaucratic	tsarin mulki	0.280	0.630	0.573
burger	burger	0.688	0.568	0.398
burglar	burglar	0.050	0.769	0.404
burglary	burglary	0.146	0.918	0.543
burial	binnewa	0.203	0.577	0.333
buried	binne	0.133	0.530	0.370
burke	burke	0.466	0.441	0.451
burlap	burlap	0.429	0.462	0.411
burlesque	burlesque	0.327	0.615	0.343
burly	burly	0.562	0.650	0.750
burn	ƙona	0.219	0.783	0.509
burned	ƙone	0.163	0.603	0.347
burner	mai ƙona	0.296	0.816	0.446
burning	konewa	0.229	0.760	0.412
burnished	konewa	0.520	0.580	0.464
burnout	ƙonawa	0.219	0.445	0.240
burnt	ƙonawa	0.082	0.713	0.356
burp	burp	0.219	0.594	0.432
burr	burr	0.390	0.426	0.308
burrito	burrito	0.688	0.294	0.166
burro	NO TRANSLATION	0.400	0.356	0.318
burrow	burrow	0.438	0.280	0.355
bursary	bursary	0.729	0.462	0.571
burst	fashe	0.156	0.894	0.845
bury	binne	0.077	0.571	0.346
bus	bas	0.407	0.411	0.400
busboy	busboy	0.510	0.453	0.441
bush	daji	0.413	0.220	0.315
bushel	mota	0.417	0.387	0.368
bushy	bushy	0.562	0.321	0.427
business	kasuwanci	0.688	0.569	0.755
business man	NO TRANSLATION	0.530	0.598	0.933
businessman	yan kasuwa	0.653	0.510	0.802
businesswoman	'yan kasuwa	0.719	0.500	0.764
busload	bashar	0.561	0.481	0.492
buss	buss	0.469	0.500	0.391
bust	fasa	0.520	0.500	0.420
busted	bushe	0.204	0.676	0.345
buster	buster	0.469	0.491	0.483
bustle	bustle	0.347	0.814	0.445
bustling	bustling	0.490	0.850	0.528
busy	aiki	0.402	0.500	0.474
busybody	wanda yake aiki	0.255	0.634	0.472
butane	butane	0.442	0.483	0.380
butcher	buƙata	0.500	0.575	0.608
butler	farfado	0.469	0.225	0.438
butt	butt	0.347	0.725	0.336
butter	man shanu	0.650	0.292	0.202
buttercup	man shanu	0.562	0.482	0.422
butterfly	malam buɗe ido	0.892	0.327	0.314
buttermilk	man shanu	0.633	0.311	0.304
butterscotch	butterscotch	0.708	0.510	0.356
buttery	buttery	0.625	0.318	0.303
buttock	buttock	0.429	0.600	0.288
buttocks	buttocks	0.458	0.677	0.365
button	button	0.520	0.220	0.343
buttress	buttress	0.438	0.684	0.721
buxom	buxom	0.562	0.719	0.547
buy	saya	0.771	0.769	0.612
buyer	mai saye	0.613	0.519	0.649
buying	sayen	0.665	0.784	0.589
buzz	buzz	0.333	0.686	0.375
buzzard	buzzard	0.350	0.500	0.225
buzzed	buzzed	0.583	0.549	0.448
buzzer	buzzer	0.549	0.716	0.480
buzzing	buzzing	0.430	0.588	0.370
bye	bye	0.375	0.398	0.321
bygone	bygone	0.229	0.310	0.315
bylaw	doka	0.469	0.373	0.725
byline	byline	0.469	0.450	0.435
bypass	kewaye	0.429	0.418	0.353
bystander	bystander	0.480	0.462	0.491
byte	byte	0.490	0.380	0.407
byzantine	Byzantine	0.546	0.443	0.492
cab	tak	0.438	0.490	0.421
cabal	cabal	0.500	0.406	0.573
cabana	cabana	0.698	0.296	0.407
cabaret	cabaret	0.677	0.656	0.482
cabbage	kabeji	0.398	0.225	0.264
cabbie	cabbie	0.521	0.417	0.429
cabernet	cabernet	0.543	0.420	0.480
cabin	gida	0.643	0.292	0.430
cabinet	majalisar	0.552	0.306	0.465
cable	USB	0.583	0.245	0.434
caboodle	caboodle	0.529	0.521	0.325
caboose	caboose	0.440	0.453	0.438
cabriolet	cabriolet	0.667	0.525	0.472
cache	cache	0.552	0.348	0.389
cacophony	cacophony	0.408	0.562	0.440
cactus	cactus	0.439	0.412	0.284
cad	cad	0.447	0.406	0.404
cadaver	cadaver	0.030	0.690	0.260
caddie	NO TRANSLATION	0.521	0.435	0.259
caddy	Caddy	0.580	0.470	0.380
cadence	kari	0.427	0.473	0.355
cadet	cadet	0.504	0.393	0.664
cafe	cafe	0.781	0.392	0.358
cafeteria	cafeteria	0.757	0.400	0.382
caffeine	maganin kafeyin	0.562	0.759	0.500
cage	cage	0.316	0.333	0.352
cagey	cagey	0.542	0.363	0.582
cahoots	cahoots	0.312	0.696	0.474
cairn	cairn	0.260	0.435	0.254
cake	cake	0.810	0.375	0.287
cakewalk	cakewalk	0.719	0.510	0.447
calamari	calamari	0.521	0.312	0.406
calamitous	calamitous	0.219	0.685	0.500
calamity	masifa	0.122	0.795	0.343
calcareous	calcareous	0.490	0.368	0.462
calcium	alli	0.600	0.346	0.479
calculate	ƙidaya	0.490	0.452	0.440
calculated	ƙidaya	0.633	0.425	0.683
calculating	lissafi	0.458	0.430	0.625
calculation	lissafi	0.646	0.453	0.606
calculator	ma'afin ƙira	0.513	0.283	0.588
calculus	lissafi	0.360	0.360	0.562
calendar	kalanda	0.480	0.212	0.473
calender	NO TRANSLATION	0.531	0.275	0.451
calf	maraƙi	0.531	0.366	0.336
caliber	Caliber	0.429	0.551	0.606
calibrate	calibrate	0.552	0.460	0.623
calico	calico	0.406	0.338	0.491
calipers	calipers	0.480	0.510	0.481
calisthenics	calisthenics	0.562	0.663	0.545
call	kira	0.594	0.627	0.558
callback	callback	0.524	0.529	0.434
caller	kira	0.646	0.615	0.472
calligraphy	kiraigraphy	0.620	0.216	0.500
calling	kira	0.646	0.590	0.483
callous	callous	0.245	0.500	0.386
calls	kira	0.608	0.431	0.551
calm	kwantar da hankali	0.875	0.100	0.282
calming	calming	0.885	0.105	0.360
calmness	kwanciyar hankali	0.934	0.105	0.394
caloric	caloric	0.327	0.483	0.448
calorie	kalori	0.333	0.540	0.427
calorimeter	calorimeter	0.406	0.560	0.414
cam	cam	0.448	0.363	0.355
camaraderie	abokantaka	0.833	0.510	0.648
camber	camber	0.430	0.382	0.439
camcorder	camcorder	0.556	0.422	0.454
camel	rãƙumi	0.540	0.282	0.314
cameo	cameo	0.573	0.457	0.509
camera	kamara	0.640	0.288	0.379
cameraman	kamara	0.542	0.452	0.542
camisole	camisole	0.497	0.250	0.375
camouflage	sake kamuwa	0.438	0.585	0.450
camouflaged	NO TRANSLATION	0.350	0.422	0.562
camp	sansanin	0.622	0.617	0.594
campaign	yakin	0.602	0.730	0.823
campaigner	mai tsaron gida	0.592	0.698	0.821
campaigning	yakin	0.531	0.663	0.741
camper	camper	0.573	0.529	0.482
campfire	warfire	0.677	0.509	0.436
camping	zango	0.653	0.529	0.480
campsite	sansanin	0.680	0.490	0.547
campus	harabar	0.604	0.388	0.519
can	iya	0.662	0.360	0.454
can opener	iya buɗewa	0.444	0.491	0.308
canal	canal	0.673	0.259	0.321
canary	canary	0.582	0.276	0.265
cancel	soke	0.214	0.306	0.368
canceling	sokewa	0.229	0.470	0.349
cancellation	sokewa	0.224	0.431	0.389
cancer	ciwon daji	0.052	0.694	0.529
candid	takara	0.667	0.349	0.458
candidacy	Shaida	0.490	0.657	0.696
candidate	dan takarar	0.596	0.490	0.804
candied	candied	0.713	0.330	0.360
candle	kyandir	0.602	0.221	0.344
candlelight	fitilu	0.789	0.294	0.417
candles	kyandirori	0.615	0.206	0.268
candlestick	fitilu	0.448	0.531	0.534
candor	candor	0.740	0.389	0.607
candy	alewa	0.930	0.425	0.384
cane	cane	0.459	0.298	0.398
canine	canine	0.573	0.569	0.425
canister	wanka	0.553	0.271	0.403
canker	canker	0.262	0.469	0.427
cannabis	cannabis	0.271	0.500	0.564
canned	gwangwani	0.398	0.357	0.298
cannibal	cannibal	0.122	0.824	0.480
cannibalism	cannibalism	0.094	0.890	0.583
canning	canning	0.490	0.392	0.259
cannon	cannon	0.529	0.676	0.811
cannonball	cannonball	0.344	0.840	0.759
canoe	jirgin	0.542	0.300	0.418
canon	canon	0.385	0.519	0.541
canonical	canonical	0.542	0.410	0.620
canons	canons	0.385	0.588	0.593
canopy	rufi	0.615	0.264	0.398
cantaloupe	cantaloupe	0.592	0.212	0.276
cantbreathe	NO TRANSLATION	0.284	0.667	0.375
canteen	gidaje	0.688	0.600	0.514
canterbury	canterbury	0.582	0.438	0.510
canthandleit	NO TRANSLATION	0.354	0.613	0.354
cantilever	cantilever	0.357	0.618	0.421
cantina	Cantina	0.646	0.612	0.380
canto	NO TRANSLATION	0.776	0.461	0.554
canton	canton	0.542	0.472	0.536
cantstandit	NO TRANSLATION	0.418	0.546	0.343
cantwin	cantwin	0.260	0.509	0.298
canvas	zane	0.719	0.090	0.364
canvass	NO TRANSLATION	0.675	0.356	0.397
canyon	canyon	0.468	0.731	0.634
cap	hat	0.612	0.240	0.375
capability	iyawa	0.833	0.571	0.730
capable	m	0.765	0.587	0.547
capacity	damar	0.719	0.411	0.806
cape	cape	0.531	0.235	0.357
caper	caper	0.510	0.370	0.326
capillary	capillary	0.469	0.365	0.395
capital	babban birnin kasar	0.520	0.500	0.798
capitalism	jari-hujja	0.448	0.686	0.848
capitalist	jari-hujja	0.352	0.577	0.821
capitalize	ƙaddara	0.771	0.601	0.885
capitals	babba	0.755	0.500	0.655
capitation	capitation	0.479	0.529	0.589
capitol	capitol	0.535	0.375	0.705
capitulation	capitulation	0.375	0.546	0.615
cappuccino	cappuccino	0.792	0.279	0.384
caprice	caprice	0.333	0.640	0.430
capricious	m	0.221	0.650	0.500
caps	iyakoki	0.510	0.221	0.368
capslock	kulle	0.330	0.394	0.398
capsule	capsule	0.583	0.290	0.570
captain	kyaftin	0.552	0.653	0.966
caption	taken	0.814	0.292	0.379
captivate	fashe	0.698	0.604	0.723
captivating	captivating	0.895	0.594	0.816
captive	fursuna	0.235	0.558	0.411
captivity	ƙaura	0.225	0.493	0.387
captor	captor	0.347	0.625	0.612
capture	kama	0.357	0.650	0.537
car	mota	0.776	0.540	0.500
caramel	caramel	0.901	0.363	0.400
carat	carat	0.823	0.604	0.676
caravan	ãyari	0.635	0.559	0.455
carbon	carbon	0.604	0.360	0.350
carburetor	carburetor	0.469	0.612	0.555
carcass	gawa	0.115	0.529	0.309
carcinoma	carcinoma	0.153	0.692	0.440
card	katin	0.531	0.269	0.436
cardboard	kwali	0.500	0.173	0.309
cardiac	zuciya	0.344	0.765	0.615
cardigan	cardigan	0.599	0.324	0.264
cardinal	ainihin	0.583	0.358	0.712
cardiologist	likitan zuciya	0.458	0.630	0.814
cardiology	ilimin zuciya	0.203	0.545	0.605
cardiomyopathy	cardiomyopathy	0.177	0.645	0.537
cards	katunan	0.568	0.317	0.320
care	kula	0.729	0.370	0.500
career	aiki	0.740	0.712	0.606
carefree	ba tare da saninsa ba	0.755	0.220	0.500
careful	mai hankali	0.625	0.538	0.530
carefully	a hankali	0.698	0.330	0.544
careless	rashin kula	0.255	0.431	0.125
carelessness	rashin kulawa	0.245	0.482	0.330
caress	caress	0.833	0.418	0.509
caret	caret	0.656	0.402	0.527
caretaker	mai kula	0.714	0.531	0.759
cargo	kaya	0.408	0.444	0.455
caribou	caribou	0.562	0.452	0.342
caricature	caricature	0.604	0.373	0.383
caries	caries	0.115	0.569	0.283
caring	kula	0.635	0.469	0.500
carjack	carjack	0.438	0.682	0.439
carnage	kisan	0.406	0.600	0.558
carnal	carnal	0.417	0.679	0.421
carnation	carnation	0.653	0.357	0.431
carnival	Carnival	0.927	0.888	0.555
carnivorous	carnivorous	0.224	0.613	0.651
carol	carol	0.673	0.412	0.436
carols	carols	0.847	0.420	0.491
carousel	carousel	0.704	0.500	0.412
carp	irin kifi	0.531	0.324	0.375
carpal	carpal	0.449	0.327	0.420
carpenter	masassaƙa	0.521	0.550	0.519
carpentry	sassaƙaƙa	0.561	0.459	0.518
carpet	kara	0.520	0.170	0.339
carpeting	kaya	0.542	0.312	0.444
carpool	kamfani	0.625	0.509	0.500
carriage	karusa	0.650	0.538	0.491
carried	ɗauke	0.490	0.382	0.534
carrier	m	0.533	0.588	0.638
carrot	karas	0.500	0.235	0.279
carry	ɗaukar	0.635	0.380	0.500
