Word	Igbo-ig	Valence	Arousal	Dominance
conditionally	ọnọdụ	0.396	0.419	0.617
conditioned	oyi	0.490	0.417	0.616
conditioner	nhazi	0.781	0.360	0.538
conditioning	oyi	0.440	0.468	0.617
conditions	ọnọdụ	0.551	0.441	0.593
condo	mgbakọ	0.439	0.288	0.607
condolence	obi iru ala	0.260	0.443	0.404
condolences	nkasi obi	0.198	0.480	0.288
condom	condom	0.406	0.637	0.500
condone	kwadoro ya	0.571	0.441	0.619
condor	condor	0.573	0.388	0.519
conducive	eme ihe	0.775	0.479	0.679
conduct	omume	0.453	0.510	0.750
conduction	mgbakọ	0.530	0.557	0.717
conductivity	eduzi	0.583	0.575	0.642
conductor	onye nduzi	0.677	0.663	0.621
conduit	eduzi	0.470	0.302	0.413
cone	cone	0.417	0.208	0.343
confederacy	njedebe	0.590	0.541	0.736
confederate	njedebe	0.551	0.546	0.792
confederation	ndi agha	0.663	0.404	0.830
confer	nye	0.573	0.482	0.583
conference	ogbako	0.688	0.615	0.606
confess	kwupụta	0.360	0.712	0.431
confession	nkwupụta	0.469	0.642	0.460
confessional	nkwupụta	0.458	0.392	0.629
confessions	nkwupụta	0.325	0.538	0.658
confetti	confetti	0.781	0.573	0.250
confidant	onye nkenke	0.837	0.633	0.631
confide	kọọrọ ya	0.669	0.472	0.595
confidence	obi ike	0.959	0.276	0.943
confident	obi ike	0.765	0.324	0.723
confidential	nzuzo	0.643	0.471	0.761
confidentiality	nzuzo	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	nhazi	0.540	0.443	0.591
confine	jide	0.327	0.551	0.538
confined	ejigide	0.286	0.472	0.444
confinement	nkwenye	0.333	0.656	0.520
confines	na-emechi	0.396	0.386	0.542
confirm	gosi	0.802	0.439	0.806
confirmation	nkwenye	0.812	0.480	0.692
confirmatory	nkwenye	0.656	0.500	0.683
confirmed	kwadoro	0.760	0.490	0.764
confiscate	weghachị	0.250	0.625	0.482
confiscation	nkwenye	0.208	0.706	0.586
conflagration	agha	0.344	0.721	0.594
conflict	agha	0.335	0.906	0.471
conflicting	esemokwu	0.173	0.738	0.553
confluence	confluence	0.677	0.598	0.565
conform	kwenye	0.479	0.380	0.375
conformance	nkwekọrịta	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	nkwekọrịta	0.645	0.363	0.579
confound	ndakpọ	0.347	0.529	0.333
confounded	gbagwoju anya	0.333	0.528	0.264
confront	ihu	0.281	0.760	0.746
confrontation	esemokwu	0.177	0.870	0.658
confuse	mgbagwoju anya	0.100	0.580	0.270
confused	mgbagwoju anya	0.220	0.650	0.179
confusing	mgbagwoju anya	0.229	0.690	0.222
confusion	mgbagwoju anya	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	nke ọma	0.820	0.412	0.620
congenital	congenital	0.448	0.434	0.427
congestion	mgbakọ	0.271	0.654	0.491
conglomerate	conglomerate	0.500	0.500	0.838
conglomeration	nchịkọta	0.541	0.720	0.670
congrats	ekele	0.930	0.726	0.775
congratulate	kelee	0.927	0.724	0.784
congratulation	ekele	0.948	0.780	0.717
congratulations	ekele	0.960	0.755	0.719
congratulatory	ekele	0.959	0.616	0.689
congregate	ezukọ	0.653	0.530	0.733
congregation	ọgbakọ	0.561	0.490	0.700
congress	nzuko	0.449	0.444	0.857
congressional	agha	0.552	0.491	0.848
congressman	onye nzuko	0.438	0.471	0.877
congruence	obi ike	0.656	0.472	0.577
conic	conic	0.510	0.368	0.379
conical	conical	0.490	0.422	0.471
conjecture	echiche	0.396	0.398	0.534
conjugal	ezukọta	0.698	0.510	0.688
conjugate	jikọta ya	0.583	0.420	0.467
conjugation	agha	0.479	0.429	0.582
conjunction	njikọ	0.520	0.472	0.509
conjunctive	njikọ	0.487	0.444	0.639
conjure	conjure	0.385	0.679	0.645
conjuring	jikọta	0.224	0.653	0.694
conk	nkpuchi	0.340	0.469	0.404
connect	jikọọ	0.724	0.299	0.536
connected	ejikọrọ	0.816	0.550	0.612
connection	njikọ	0.729	0.560	0.655
connective	jikọọ	0.719	0.491	0.764
connoisseur	connoisseur	0.760	0.461	0.769
conquer	merie	0.694	0.873	0.971
conquering	na-emeri	0.760	0.873	0.936
conqueror	mmeri	0.604	0.809	0.930
conquest	mmeri	0.710	0.702	0.833
conscience	akọ na uche	0.663	0.375	0.721
conscientious	akọ na uche	0.688	0.404	0.688
conscious	mara	0.740	0.333	0.705
consciousness	mmata	0.840	0.483	0.755
conscription	nkwenye	0.396	0.775	0.642
consecrated	edozi	0.663	0.500	0.800
consecration	nhazi	0.771	0.418	0.804
consecutive	na-esochi	0.663	0.418	0.643
consensual	nkwenye	0.663	0.417	0.655
consensus	nkwenye	0.627	0.358	0.625
consent	nkwenye	0.750	0.500	0.620
consenting	nkwenye	0.727	0.406	0.693
consequence	ihe si na ya pụta	0.240	0.721	0.593
consequent	ntụgharị	0.663	0.471	0.625
conservation	nchekwa	0.832	0.401	0.606
conservatism	nkwenye	0.406	0.369	0.633
conservative	nchekwa	0.615	0.316	0.788
conservatory	ụlọ akwụkwọ	0.635	0.240	0.729
conserve	chebe	0.690	0.347	0.573
consider	tụlee	0.677	0.368	0.579
considerable	buru ibu	0.653	0.314	0.683
considerate	echebara echiche	0.781	0.380	0.633
consideration	echiche	0.589	0.380	0.687
consignee	onye nchekwa	0.635	0.385	0.602
consignment	ndenye	0.490	0.440	0.500
consist	mejuputa	0.823	0.386	0.580
consistency	agbanwe agbanwe	0.714	0.500	0.887
consistent	agbanwe agbanwe	0.786	0.431	0.726
consolation	nkasi obi	0.408	0.250	0.304
console	njikwa	0.625	0.398	0.415
consoled	nkasi obi	0.700	0.343	0.452
consolidate	kwadoro ya	0.880	0.440	0.870
consolidated	akwado	0.700	0.366	0.784
consolidation	nkwenye	0.604	0.445	0.776
consonant	nkwenye	0.500	0.347	0.417
consort	agụ	0.632	0.509	0.630
conspicuous	mara ihe	0.479	0.520	0.596
conspiracy	izu nkata	0.125	0.787	0.652
conspirator	onye nkwekọrịta	0.271	0.786	0.707
conspire	gbaa izu	0.206	0.740	0.520
constable	onye nche	0.573	0.667	0.764
constancy	obi ike	0.786	0.443	0.763
constant	mgbe niile	0.740	0.296	0.686
constantly	mgbe niile	0.663	0.561	0.700
constellation	kpakpando	0.719	0.533	0.775
consternation	nchegharị	0.167	0.680	0.469
constipation	njigide	0.079	0.612	0.231
constituency	agbụrụ	0.500	0.480	0.696
constituent	emepụta	0.573	0.500	0.827
constituents	emebe	0.573	0.414	0.833
constitute	mejupụtara	0.812	0.349	0.906
constitution	iwu	0.590	0.380	0.889
constitutional	iwu	0.633	0.418	0.827
constitutionality	iwu iwu	0.612	0.439	0.853
constrain	agbagha	0.261	0.500	0.500
constrained	agbachi	0.135	0.537	0.357
constraint	nrụgide	0.323	0.550	0.481
construct	iwu	0.750	0.648	0.792
construction	iwu	0.848	0.612	0.759
constructive	arụ ọrụ	0.860	0.570	0.812
construe	njigide	0.602	0.519	0.553
consul	nyocha	0.573	0.354	0.688
consulate	consulate	0.561	0.453	0.694
consult	gbaa izu	0.755	0.370	0.441
consultant	onye ndụmọdụ	0.770	0.344	0.808
consultation	nyocha	0.660	0.463	0.625
consume	rie	0.427	0.620	0.509
consumer	onye ahịa	0.507	0.551	0.677
consuming	na-eri	0.573	0.541	0.536
consummate	na-efu	0.551	0.540	0.558
consummation	mmebi	0.583	0.676	0.661
consumption	oriri	0.390	0.531	0.538
contact	kọntaktị	0.719	0.424	0.526
contagion	na-efe efe	0.208	0.630	0.535
contagious	na-efe efe	0.184	0.725	0.400
contain	nwere	0.542	0.490	0.658
container	akpa	0.551	0.396	0.561
containment	nkwenye	0.411	0.491	0.618
contaminate	merụọ	0.140	0.611	0.426
contaminated	emerụ	0.040	0.500	0.368
contamination	nje	0.125	0.610	0.375
contemplate	eche echiche	0.740	0.347	0.642
contemplation	eche echiche	0.552	0.324	0.627
contemplative	eche echiche	0.729	0.308	0.739
contemporaneous	dịkọrọ ndụ	0.640	0.373	0.591
contemporary	dị ugbu a	0.720	0.365	0.569
contempt	nlelị	0.206	0.635	0.396
contemptible	dị njọ	0.146	0.657	0.471
contemptuous	nlelị	0.204	0.500	0.375
contend	na-ese okwu	0.510	0.657	0.731
contender	nsogbu	0.480	0.790	0.681
contending	na-ese okwu	0.490	0.698	0.716
content	ọdịnaya	0.764	0.296	0.559
contented	enwe obi ụtọ	0.857	0.612	0.746
contention	esemokwu	0.375	0.510	0.738
contentious	esemokwu	0.422	0.573	0.637
contentment	obi ụtọ	0.875	0.610	0.782
contents	ọdịnaya	0.656	0.375	0.550
contest	zoo	0.667	0.698	0.717
contestant	onye na-asọ asọ	0.760	0.530	0.602
context	onodu	0.531	0.300	0.553
contiguous	kwadoro	0.375	0.450	0.500
continence	ebe niile	0.450	0.396	0.469
continent	Afrika	0.551	0.373	0.833
continental	ala	0.486	0.350	0.755
contingency	enweghi ike	0.396	0.500	0.670
contingent	arụ	0.470	0.531	0.659
continual	na-aga n'ihu	0.500	0.423	0.685
continually	na-aga n'ihu	0.646	0.438	0.698
continuance	gaa n'ihu	0.729	0.510	0.652
continuation	n'ihu	0.615	0.470	0.566
continue	gaa n'ihu	0.630	0.427	0.612
continued	gara n'ihu	0.635	0.440	0.500
continuing	na-aga n'ihu	0.667	0.500	0.520
continuity	aga n'ihu	0.781	0.439	0.684
continuous	na-aga n'ihu	0.625	0.509	0.580
continuously	nọgidere	0.719	0.417	0.702
continuum	continuum	0.677	0.390	0.491
contour	nkata	0.589	0.265	0.414
contraband	igwe	0.177	0.875	0.670
contraception	ọgwụ mgbochi	0.296	0.518	0.525
contract	nkwekọrịta	0.594	0.412	0.636
contracted	kwadoro	0.344	0.557	0.449
contractile	nkwekọrịta	0.480	0.586	0.569
contracting	nkwekọrịta	0.594	0.490	0.769
contraction	nkwekọrịta	0.292	0.755	0.603
contractor	onye nkwekọrịta	0.592	0.479	0.727
contradict	emegide	0.160	0.598	0.482
contradiction	emegide	0.250	0.660	0.377
contradictory	emegide onwe ya	0.365	0.651	0.421
contraption	nkwekọrịta	0.448	0.590	0.491
contrary	emegide	0.327	0.449	0.338
contrast	iche	0.480	0.406	0.520
contrasted	iche	0.521	0.538	0.491
contravene	emegide	0.357	0.618	0.472
contravention	mmegide	0.344	0.627	0.593
contribute	inye onyinye	0.806	0.350	0.795
contribution	onyinye	0.854	0.452	0.760
contributor	onye inyeaka	0.844	0.510	0.760
contrite	agbagha	0.347	0.363	0.473
contrition	nchegharị	0.347	0.583	0.463
contrived	mepụtara	0.408	0.530	0.458
control	njikwa	0.729	0.352	0.808
controller	njikwa	0.469	0.712	0.868
controlling	ịchịkwa	0.490	0.441	0.885
controversial	esemokwu	0.271	0.858	0.538
controversy	esemokwu	0.250	0.819	0.600
contusion	mgbagha	0.167	0.565	0.509
conundrum	conundrum	0.354	0.524	0.408
convalescent	convalescent	0.458	0.480	0.269
convection	convection	0.521	0.494	0.526
convene	akpọ	0.583	0.676	0.636
convenience	mma	0.781	0.448	0.613
conveniences	ndozi	0.802	0.412	0.693
convenient	mfe	0.846	0.491	0.574
convent	ebe obibi ndị nọn	0.480	0.217	0.594
convention	mgbakọ	0.622	0.622	0.704
conventional	ot	0.594	0.292	0.634
converge	megharia	0.635	0.471	0.539
convergence	nnweta	0.551	0.491	0.625
convergent	ndi mmadu	0.781	0.490	0.696
conversant	na-akparịta ụka	0.724	0.360	0.542
conversation	mkparịta ụka	0.750	0.510	0.609
conversational	mkparịta ụka	0.719	0.431	0.596
conversationalist	onye mkparịta ụka	0.719	0.467	0.667
converse	ekwu okwu	0.594	0.406	0.598
conversing	na-akparịta ụka	0.755	0.409	0.442
conversion	ntụgharị	0.480	0.605	0.736
convert	mgbanwe	0.551	0.538	0.704
converted	gbanwere	0.663	0.418	0.686
convertible	agbanwe agbanwe	0.542	0.529	0.717
convex	convex	0.438	0.427	0.445
convexity	convexity	0.449	0.354	0.484
convey	ebufe	0.719	0.633	0.708
conveyance	transmission	0.615	0.520	0.455
conveyancing	na-edozi	0.375	0.479	0.663
convict	onye ikpe	0.177	0.840	0.477
conviction	nkwenye	0.615	0.704	0.826
convince	kwenye	0.708	0.539	0.763
convinced	kwenyesiri ike	0.750	0.500	0.630
convincing	kwenye	0.760	0.527	0.900
convocation	mgbakọ	0.538	0.611	0.663
convoluted	ikpe ikpe	0.323	0.614	0.433
convolution	kwadoro	0.417	0.559	0.527
convoy	convoy	0.500	0.671	0.639
coo	coo	0.490	0.439	0.500
cook	esi nri	0.847	0.500	0.412
cookbook	akwukwo nri	0.602	0.346	0.398
cooker	osi kuki	0.592	0.373	0.407
cookery	esi nri	0.633	0.368	0.345
cookie	kuki	0.792	0.306	0.250
cookies	kuki	0.823	0.451	0.316
cooking	esi nri	0.694	0.510	0.434
cookout	okpokoro	0.680	0.406	0.482
cool	mma	0.885	0.540	0.781
coolant	coolant	0.720	0.412	0.456
cooler	ngwa nju oyi	0.664	0.375	0.460
cooling	mma	0.469	0.324	0.392
coolness	mma	0.490	0.307	0.548
coon	coon	0.490	0.460	0.400
coop	coop	0.612	0.445	0.650
cooperate	kwadoro	0.898	0.451	0.582
cooperating	kwenye	0.760	0.390	0.693
cooperation	imekọ ihe	0.847	0.473	0.686
cooperative	kwenye	0.816	0.461	0.670
coordinate	nhazi	0.698	0.429	0.694
coordination	nhazi	0.677	0.454	0.789
coordinator	onye nhazi	0.750	0.510	0.850
cop	cop	0.327	0.770	0.836
copacetic	NO TRANSLATION	0.510	0.471	0.453
cope	ịnagide	0.592	0.647	0.709
copier	copier	0.459	0.345	0.390
copilot	copilot	0.640	0.538	0.573
coping	imeri	0.562	0.630	0.613
copious	mechie	0.427	0.462	0.527
copper	ọla kọpa	0.580	0.260	0.500
copter	copter	0.571	0.704	0.569
copy	udi	0.460	0.240	0.263
copycat	copycat	0.449	0.580	0.443
copying	na-edegharị	0.448	0.315	0.404
copyright	nwebisiinka	0.458	0.402	0.663
coral	coral	0.802	0.231	0.425
coral snake	agwọ coral	0.276	0.712	0.607
cord	ụdọ	0.388	0.378	0.358
cordial	udo	0.823	0.312	0.482
cordless	enweghị ntụpọ	0.667	0.441	0.528
cordon	ụdọ	0.469	0.317	0.380
corduroy	corduroy	0.570	0.324	0.357
core	isi	0.721	0.378	0.540
cork	nkpu	0.347	0.250	0.281
corkscrew	ndị na-arụ ọrụ	0.427	0.443	0.445
corn	ọka	0.594	0.196	0.292
cornball	ọka ọka	0.479	0.378	0.325
cornbread	ọka wit	0.643	0.304	0.302
cornea	cornea	0.521	0.346	0.443
corned	ọka	0.459	0.441	0.425
corner	nkuku	0.400	0.296	0.366
cornerstone	nkume isi nkuku	0.550	0.388	0.596
cornet	ọka	0.507	0.520	0.415
cornfield	ọka ọka	0.719	0.310	0.349
cornflakes	NO TRANSLATION	0.729	0.346	0.355
cornice	ọka	0.458	0.441	0.295
cornstarch	ọka ọka	0.643	0.299	0.337
corny	ọka	0.448	0.370	0.221
corollary	nyocha	0.458	0.469	0.366
corona	corona	0.818	0.439	0.745
coronary	akwara	0.567	0.613	0.509
coronation	nyocha	0.792	0.592	0.836
coroner	coroner	0.323	0.558	0.526
corporal	corporal	0.582	0.490	0.596
corporate	ụlọ ọrụ	0.592	0.454	0.745
corporation	ụlọ ọrụ	0.429	0.332	0.873
corporeal	akụrụngwa	0.520	0.350	0.461
corps	ozu	0.551	0.453	0.483
corpse	ozu	0.094	0.657	0.232
corpsman	mmadụ	0.439	0.469	0.651
corpus	akpụkpọ anụ	0.543	0.340	0.490
corral	corral	0.606	0.662	0.422
correct	ziri ezi	0.857	0.306	0.723
correction	ndozi	0.448	0.485	0.558
correctional	ndozi	0.292	0.713	0.602
corrective	imezi	0.448	0.528	0.613
correctness	ezi	0.796	0.450	0.649
correlation	mmekọrịta	0.596	0.462	0.571
correlative	correlative	0.510	0.402	0.571
correspond	kwekọrọ	0.710	0.452	0.545
correspondence	ederede	0.663	0.423	0.491
correspondent	onye mmekorita	0.573	0.565	0.712
corresponding	kwekọrọ	0.740	0.423	0.618
corridor	okirikiri	0.604	0.589	0.592
corroborate	edozi	0.671	0.471	0.616
corroboration	nchịkọta	0.625	0.431	0.733
corrosion	corrosion	0.156	0.610	0.348
corrosive	na-emerụ ahụ	0.140	0.618	0.570
corrupt	rụrụ arụ	0.020	0.806	0.500
corrupting	emebi	0.062	0.804	0.380
corruption	nrụrụ aka	0.052	0.830	0.549
corsage	corsage	0.510	0.294	0.397
corse	NO TRANSLATION	0.448	0.451	0.382
corset	corset	0.490	0.520	0.381
cortex	cortex	0.594	0.439	0.529
cortical	cortical	0.380	0.423	0.536
cortisone	cortisone	0.427	0.395	0.456
corvette	corvette	0.551	0.520	0.598
cosmetic	mma	0.625	0.304	0.308
cosmetics	Ngosiputa Ngwa	0.765	0.464	0.472
cosmic	cosmic	0.663	0.538	0.692
cosmology	cosmology	0.651	0.438	0.637
cosmopolitan	cosmopolitan	0.823	0.510	0.760
cosmos	cosmos	0.860	0.478	0.664
cost	ego	0.365	0.420	0.439
costly	ọnụ	0.316	0.650	0.642
costume	ejiji	0.548	0.510	0.374
cosy	mma	0.847	0.255	0.518
cot	akwa	0.625	0.230	0.278
cote	ebe	0.439	0.344	0.324
cottage	ụlọ	0.600	0.279	0.361
cotton	owu	0.639	0.071	0.240
couch	ihe ndina	0.594	0.082	0.198
cougar	cougar	0.438	0.588	0.538
cough	ụkwara	0.255	0.627	0.241
council	nzukọ	0.875	0.279	0.635
councilman	onye nlekọta	0.531	0.367	0.793
counsel	ndụmọdụ	0.594	0.519	0.730
counseling	ndụmọdụ	0.667	0.480	0.704
counsellor	onye ndụmọdụ	0.823	0.327	0.740
counselor	onye ndụmọdụ	0.873	0.365	0.706
count	gụọ	0.594	0.389	0.492
countdown	ọnụ ọgụgụ	0.438	0.692	0.490
countenance	ihu	0.635	0.440	0.690
counter	nyocha	0.439	0.478	0.750
counteract	kwenye	0.378	0.542	0.688
counterattack	counterattack	0.281	0.951	0.764
counterbalance	enweghị atụ	0.520	0.480	0.627
counterclaim	kwadoro	0.398	0.760	0.651
counterfeit	aghụghọ	0.094	0.694	0.451
counterpart	onye ozo	0.448	0.608	0.577
counterpoint	echekwa ihe	0.438	0.509	0.538
countess	nwe	0.562	0.440	0.670
countless	ọtụtụ	0.520	0.566	0.534
country	mba	0.698	0.394	0.693
countryman	mba	0.673	0.441	0.789
countrymusic	NO TRANSLATION	0.795	0.451	0.438
countryside	obodo	0.732	0.288	0.327
counts	ọnụ ọgụgụ	0.343	0.373	0.500
county	obodo	0.479	0.368	0.545
coup	agha	0.275	0.815	0.607
coupe	mkpịsị ụkwụ	0.479	0.460	0.482
couple	di na nwunye	0.806	0.605	0.607
coupled	tinyere	0.612	0.286	0.650
coupling	njikọ	0.594	0.479	0.555
coupon	dere	0.704	0.300	0.421
courage	obi ike	0.830	0.728	0.849
courageous	obi ike	0.918	0.587	0.879
courier	onye ozi	0.551	0.383	0.441
courses	klas	0.735	0.412	0.534
coursing	na-agba ọsọ	0.542	0.472	0.546
court	ikpe	0.479	0.769	0.827
courteous	eji obi ụtọ	0.937	0.396	0.529
courtesy	n'ikike	0.927	0.287	0.431
courthouse	ụlọikpe	0.571	0.503	0.818
courtroom	ụlọ ikpe	0.385	0.670	0.887
courts	ụlọ ikpe	0.367	0.710	0.816
courtship	emekọrita	0.667	0.490	0.654
courtside	ekpe ikpe	0.592	0.391	0.434
courtyard	ogige	0.503	0.365	0.355
cousin	nwa nwanne	0.675	0.394	0.427
cousins	ụmụ nwanne	0.760	0.409	0.464
cove	anya	0.500	0.304	0.370
coven	agba	0.458	0.578	0.591
covenant	ọgbụgba ndụ	0.594	0.462	0.667
cover	mkpuchi	0.365	0.240	0.471
coverage	mkpuchi	0.767	0.413	0.629
covered	kpuchie	0.562	0.340	0.644
covering	ekpuchi	0.615	0.382	0.583
covert	oghere	0.500	0.570	0.508
covet	anyaukwu	0.302	0.779	0.524
coveted	anyaukwu	0.661	0.730	0.625
cow	ehi	0.449	0.230	0.300
coward	ụjọ	0.102	0.490	0.149
cowardice	ụjọ	0.133	0.621	0.167
cowardly	ụjọ	0.102	0.385	0.127
cowboy	egwu	0.594	0.625	0.695
cowgirl	cowgirl	0.541	0.566	0.554
cowhand	mara	0.438	0.480	0.596
cowhide	na-atụ egwu	0.458	0.324	0.333
cowl	cowl	0.427	0.450	0.232
coworker	onye ọrụ ibe	0.667	0.490	0.625
coy	coy	0.347	0.330	0.213
coyote	coyote	0.459	0.471	0.387
cozy	mma	0.910	0.356	0.545
crab	nshịkọ	0.421	0.396	0.330
crabby	crabby	0.198	0.812	0.370
crack	ịgbawa	0.302	0.625	0.400
cracked	gbawara	0.224	0.520	0.228
cracker	cracker	0.604	0.343	0.346
crackerjack	crackerjack	0.567	0.509	0.426
cracking	cracking	0.327	0.557	0.286
crackle	crackle	0.327	0.643	0.481
crackpot	crackpot	0.260	0.602	0.245
cradle	nwa	0.776	0.194	0.333
craft	ọrụ	0.760	0.321	0.539
crafts	nkà	0.667	0.380	0.391
craftsman	onye omenkà	0.719	0.310	0.583
craftsmanship	nkà	0.823	0.373	0.571
crafty	aghụghọ	0.589	0.679	0.783
craig	craig	0.448	0.449	0.490
cram	cram	0.354	0.730	0.598
crammed	kpara aka	0.406	0.740	0.466
cramp	mgbochi	0.194	0.796	0.340
cramped	mgbochi	0.240	0.567	0.360
cranberry	kranberị	0.793	0.330	0.363
cranberry juice	nri kranberị	0.622	0.321	0.281
crane	crane	0.396	0.417	0.589
cranial	kranu	0.354	0.510	0.583
cranium	cranium	0.439	0.491	0.725
crank	crank	0.448	0.275	0.417
cranky	kpara	0.194	0.776	0.396
cranny	uzo	0.194	0.471	0.250
crap	ncha	0.083	0.644	0.167
crappy	crappy	0.039	0.582	0.208
craps	craps	0.375	0.420	0.273
crash	okuku	0.194	0.906	0.355
crass	crass	0.223	0.490	0.466
crate	kpara	0.427	0.173	0.274
crater	olulu	0.450	0.647	0.529
crave	chọsie ike	0.625	0.510	0.731
craving	agụụ	0.510	0.755	0.636
crawfish	crawfish	0.510	0.427	0.342
crawl	igwu	0.479	0.519	0.467
crayon	klas	0.604	0.260	0.185
crayons	crayons	0.684	0.366	0.405
craze	craze	0.255	0.657	0.435
crazed	crazed	0.153	0.877	0.417
craziness	craziness	0.238	0.908	0.255
crazy	nzuzu	0.156	0.843	0.321
creak	aka	0.344	0.670	0.411
creaking	ịmalite	0.302	0.743	0.415
cream	ude	0.688	0.259	0.220
creamed	udeme	0.723	0.273	0.288
creamer	creamer	0.594	0.192	0.269
creamy	udeme	0.823	0.337	0.345
crease	nkwụsị	0.440	0.286	0.300
create	mepụta	0.786	0.588	0.789
creation	ihe okike	0.927	0.575	0.868
creative	ihe okike	0.917	0.518	0.788
creativity	creativity	0.938	0.684	0.815
creator	onye okike	0.865	0.592	0.856
creature	ihe okike	0.669	0.625	0.620
credence	nkwenye	0.760	0.460	0.737
credential	nzere	0.735	0.337	0.597
credentials	nzere	0.708	0.373	0.675
credibility	nkwenye	0.875	0.427	0.809
credible	ikwenye	0.917	0.441	0.750
credit	akwụ ụgwọ	0.673	0.549	0.648
credit card	kaadị akwụmụgwọ	0.670	0.550	0.640
creditable	akwụ ụgwọ	0.802	0.510	0.742
credited	kwetara	0.781	0.390	0.691
crediting	ekwenye	0.673	0.550	0.741
creditor	onye ji ụgwọ	0.479	0.594	0.689
creed	nkwenye	0.573	0.245	0.544
creek	na-agba	0.552	0.392	0.330
creep	creep	0.354	0.647	0.361
creeper	akpụ akpụ	0.429	0.558	0.366
creeping	na-akpụ akpụ	0.292	0.613	0.282
creepy	na-akpụ akpụ	0.125	0.861	0.373
cremation	ncha	0.084	0.620	0.420
creole	creole	0.667	0.357	0.523
crepe	nhazi	0.562	0.224	0.349
crescendo	crescendo	0.760	0.575	0.594
crescent	ebe obibi	0.698	0.382	0.407
crest	na-eme	0.458	0.333	0.333
crestfallen	crestfallen	0.235	0.346	0.175
cretin	cretin	0.265	0.583	0.312
cretins	nchịkọta	0.094	0.741	0.328
crevice	eme ihe	0.361	0.471	0.275
crew	ndị ọrụ	0.604	0.598	0.735
crewman	crewman	0.602	0.580	0.548
crib	ụlọ	0.653	0.240	0.407
cricket	ugbo	0.423	0.539	0.370
cried	tiri mkpu	0.167	0.612	0.254
crime	mpụ	0.071	0.943	0.630
criminal	omempụ	0.021	0.830	0.529
criminality	omekome	0.122	0.863	0.580
crimp	mechie	0.260	0.557	0.396
crimson	crimson	0.667	0.385	0.370
cringe	jụọ	0.245	0.840	0.377
cripple	aru	0.094	0.392	0.161
crippled	ndị dara mbà	0.035	0.358	0.236
crippling	na-agwụ ike	0.156	0.598	0.391
crisis	nsogbu	0.208	0.811	0.431
crisp	kpụ ọkụ n'ọnụ	0.776	0.692	0.508
crispy	crispy	0.656	0.550	0.509
criterion	nkatọ	0.396	0.410	0.736
critic	nkatọ	0.264	0.604	0.686
critical	dị egwu	0.312	0.802	0.545
criticise	ịkatọ	0.073	0.700	0.452
criticism	nkatọ	0.115	0.563	0.505
criticize	ịkatọ	0.143	0.708	0.473
criticized	akatọ	0.240	0.600	0.311
critique	nkatọ	0.302	0.760	0.537
critter	nkatọ	0.542	0.539	0.482
croak	croak	0.337	0.346	0.298
