Word	Indonesian-id	Valence	Arousal	Dominance
escalator	eskalator	0.500	0.530	0.518
escape	melarikan diri	0.367	0.765	0.448
escaped	melarikan diri	0.365	0.755	0.518
escarpment	lereng curam	0.406	0.553	0.470
eschew	menjauhkan diri	0.184	0.438	0.370
escort	pengawal	0.729	0.480	0.608
escrow	Wasiat	0.449	0.520	0.613
esophagus	kerongkongan	0.429	0.454	0.464
esoteric	esoterik	0.500	0.676	0.545
especial	NO TRANSLATION	0.827	0.419	0.794
espionage	spionase	0.312	0.750	0.620
espouse	mendukung	0.802	0.529	0.598
espresso	espreso	0.677	0.620	0.508
esprit	semangat	0.552	0.431	0.407
esquire	tuan yg terhormat	0.604	0.542	0.518
essay	karangan	0.559	0.411	0.530
essayist	eseis	0.656	0.460	0.462
essence	esensi	0.663	0.369	0.575
essential	penting	0.812	0.405	0.759
essentially	pada dasarnya	0.750	0.373	0.802
establish	mendirikan	0.708	0.500	0.688
established	mapan	0.796	0.394	0.694
establishment	pembentukan	0.690	0.398	0.631
estate	perkebunan	0.653	0.385	0.647
esteem	menghargai	0.745	0.380	0.679
esteemed	terhormat	0.694	0.418	0.531
esthetic	estetik	0.635	0.360	0.558
estimable	patut dihargai	0.796	0.408	0.630
estimate	memperkirakan	0.719	0.469	0.517
estimation	perkiraan	0.740	0.480	0.589
estoppel	estoppel	0.354	0.459	0.482
estranged	terasing	0.156	0.382	0.377
estrogen	estrogen	0.580	0.500	0.425
estuary	muara	0.469	0.278	0.482
etch	mengetsa	0.510	0.367	0.598
etching	etsa	0.567	0.491	0.575
eternal	kekal	0.854	0.409	0.843
eternity	kekekalan	0.765	0.520	0.911
ethanol	etanol	0.333	0.410	0.534
ether	eter	0.490	0.306	0.412
ethereal	sangat halus	0.520	0.419	0.518
ethic	etika	0.786	0.260	0.791
ethical	etis	0.854	0.324	0.634
ethics	etika	0.658	0.296	0.731
ethnic	etnis	0.583	0.373	0.555
ethnography	etnografi	0.571	0.373	0.549
etiology	etiologi	0.500	0.385	0.639
etiquette	etiket	0.604	0.350	0.421
etymology	etimologi	0.531	0.370	0.529
eucalyptus	eucalyptus	0.602	0.308	0.418
euchre	euchre	0.470	0.459	0.442
eugenics	egenetika	0.448	0.530	0.518
eulogistic	yg memuji	0.740	0.623	0.694
eulogium	eulogium	0.542	0.482	0.655
eulogize	memuji	0.850	0.518	0.679
eulogy	sanjungan	0.625	0.443	0.667
euphemism	eufemisme	0.418	0.453	0.491
euphoria	euforia	0.769	0.955	0.648
euphoric	euforia	0.745	0.904	0.588
euro	euro	0.680	0.441	0.521
euthanasia	euthanasia	0.229	0.716	0.325
evacuate	mengungsi	0.354	0.792	0.314
evacuation	pengungsian	0.160	0.755	0.582
evade	menghindari	0.304	0.490	0.342
evaluate	evaluasi	0.663	0.640	0.649
evaluation	evaluasi	0.542	0.667	0.764
evanescence	kehilangan dr pandangan	0.527	0.519	0.458
evangelical	injili	0.602	0.389	0.602
evangelist	penginjil	0.582	0.464	0.702
evangelistic	penginjilan	0.660	0.375	0.612
evaporate	menguap	0.357	0.469	0.402
evaporation	penguapan	0.556	0.346	0.388
evasion	penghindaran	0.229	0.510	0.418
evasive	menghindar	0.117	0.596	0.425
eve	malam	0.612	0.378	0.440
evening	malam	0.458	0.185	0.318
evens	NO TRANSLATION	0.592	0.430	0.457
event	peristiwa	0.745	0.673	0.664
eventful	penuh peristiwa	0.543	0.837	0.510
eventual	akhirnya	0.633	0.459	0.413
eventuality	kemungkinan	0.469	0.627	0.527
evergreen	hijau abadi	0.729	0.471	0.546
everlasting	kekal	0.740	0.413	0.809
evermore	abadi	0.677	0.450	0.403
everyday	setiap hari	0.740	0.392	0.472
everyman	setiap lelaki	0.522	0.333	0.535
evict	mengusir	0.042	0.632	0.377
eviction	pengusiran	0.185	0.731	0.455
evidence	bukti	0.500	0.500	0.778
evident	jelas	0.633	0.444	0.664
evidentiary	pembuktian	0.448	0.541	0.717
evil	jahat	0.040	0.827	0.545
evoke	membangkitkan	0.438	0.341	0.500
evolution	evolusi	0.781	0.657	0.854
evolutionary	evolusioner	0.796	0.673	0.825
evolve	berkembang	0.655	0.692	0.896
ewe	ewe	0.429	0.216	0.277
ex	ex	0.250	0.520	0.306
exacerbate	mengesalkan	0.323	0.776	0.580
exacerbation	eksaserbasi	0.344	0.810	0.480
exact	tepat	0.719	0.354	0.685
exacting	rewel	0.448	0.673	0.767
exaggerate	berlebihan	0.193	0.760	0.529
exaggerated	dibesar-besarkan	0.224	0.885	0.732
exaggeration	dibesar-besarkan	0.312	0.775	0.582
exalt	mengagungkan	0.656	0.750	0.745
exaltation	peninggian	0.594	0.892	0.673
exalted	mulia	0.676	0.845	0.696
exam	ujian	0.479	0.663	0.577
examination	pemeriksaan	0.378	0.657	0.679
examine	memeriksa	0.615	0.623	0.786
examiner	pemeriksa	0.406	0.575	0.812
example	contoh	0.542	0.337	0.510
exasperated	jengkel	0.229	0.816	0.377
exasperation	kejengkelan	0.214	0.833	0.483
excavate	menggali	0.583	0.613	0.635
excavation	penggalian	0.540	0.644	0.527
excavator	penggali	0.427	0.673	0.649
exceed	melebihi	0.500	0.827	0.586
exceeding	melebihi	0.500	0.802	0.668
excel	unggul	0.561	0.363	0.466
excellence	keunggulan	0.958	0.620	0.907
excellent	luar biasa	0.970	0.587	0.870
excelsior	semakin tinggi	0.700	0.625	0.611
excepting	kecuali	0.408	0.413	0.526
exception	pengecualian	0.469	0.600	0.544
exceptional	luar biasa	0.806	0.740	0.933
excerpt	kutipan	0.437	0.367	0.543
excess	kelebihan	0.385	0.889	0.712
excessive	berlebihan	0.417	0.731	0.601
excessively	secara berlebihan	0.449	0.882	0.716
exchange	bertukar	0.740	0.569	0.491
excise	cukai	0.448	0.561	0.577
excision	pemotongan	0.260	0.480	0.519
excitability	sifat dpt dirangsang	0.906	0.910	0.724
excitable	bersemangat	0.803	0.939	0.629
excitation	perangsangan	0.792	0.958	0.750
excite	merangsang	0.823	0.950	0.668
excited	gembira	0.908	0.931	0.709
excitement	kegembiraan	0.896	0.684	0.731
exciting	menarik	0.950	0.792	0.789
exclaim	berseru	0.635	0.711	0.639
exclamation	seruan	0.612	0.745	0.598
exclude	mengecualikan	0.292	0.500	0.530
excluded	dikecualikan	0.061	0.540	0.134
excluding	tidak termasuk	0.271	0.550	0.324
exclusion	pengecualian	0.240	0.530	0.389
exclusive	eksklusif	0.792	0.630	0.653
excrement	kotoran	0.041	0.558	0.221
excretion	pengeluaran	0.285	0.650	0.457
excruciating	mengerikan	0.083	0.837	0.345
excursion	tamasya	0.625	0.714	0.627
excuse	alasan	0.240	0.696	0.318
exec	exec	0.640	0.352	0.769
execute	menjalankan	0.327	0.708	0.769
execution	eksekusi	0.160	0.811	0.713
executioner	algojo	0.235	0.816	0.676
executive	eksekutif	0.704	0.449	0.894
executor	pelaksana	0.365	0.755	0.759
exegesis	penafsiran	0.458	0.472	0.491
exemplar	contoh	0.844	0.537	0.625
exemplary	patut dicontoh	0.833	0.343	0.729
exemplify	memberikan contoh	0.735	0.506	0.783
exempt	membebaskan	0.588	0.455	0.664
exemption	pembebasan	0.531	0.578	0.627
exercise	olahraga	0.750	0.789	0.625
exert	menggunakan	0.694	0.735	0.806
exertion	pengerahan tenaga	0.663	0.755	0.717
exhale	menghembuskan	0.542	0.490	0.411
exhaust	knalpot	0.546	0.710	0.337
exhausted	habis	0.123	0.423	0.202
exhaustion	kelelahan	0.366	0.633	0.269
exhaustive	lengkap	0.388	0.635	0.604
exhibit	pameran	0.688	0.633	0.708
exhibition	pameran	0.698	0.590	0.531
exhilarated	gembira	0.890	0.963	0.759
exhilarating	menggembirakan	0.917	0.823	0.810
exhilaration	kegembiraan	0.792	0.868	0.783
exhort	menasihati	0.378	0.660	0.745
exhortation	nasihat	0.531	0.624	0.580
exhumation	penggalian	0.177	0.586	0.473
exhume	menggali dr kuburan	0.184	0.627	0.452
exigent	NO TRANSLATION	0.385	0.611	0.792
exile	pengasingan	0.184	0.630	0.483
exist	ada	0.857	0.421	0.788
existence	adanya	0.760	0.513	0.771
existent	ada	0.635	0.490	0.635
existential	eksistensial	0.583	0.510	0.638
existing	ada	0.802	0.344	0.750
exit	keluar	0.370	0.353	0.399
exodus	Keluaran	0.286	0.663	0.567
exonerate	membebaskan	0.592	0.500	0.538
exorbitant	terlalu tinggi	0.398	0.865	0.825
exorcism	pengusiran setan	0.163	0.980	0.557
exorcist	pengusir setan	0.219	0.906	0.716
exotic	eksotik	0.840	0.711	0.727
expand	memperluas	0.792	0.559	0.686
expanded	diperluas	0.760	0.406	0.689
expanse	bentangan	0.594	0.529	0.689
expansion	ekspansi	0.776	0.618	0.787
expansive	luas	0.708	0.650	0.778
expatriate	ekspatriat	0.265	0.764	0.391
expect	mengharapkan	0.469	0.327	0.377
expectance	harapan	0.552	0.724	0.660
expectancy	harapan	0.581	0.622	0.558
expectant	hamil	0.708	0.650	0.474
expectation	harapan	0.771	0.690	0.707
expected	diharapkan	0.729	0.412	0.545
expecting	mengharapkan	0.561	0.450	0.302
expediency	kebijaksanaan	0.604	0.443	0.703
expedient	bijaksana	0.885	0.461	0.454
expedite	mempercepat	0.571	0.858	0.798
expedition	ekspedisi	0.735	0.802	0.620
expeditious	cepat	0.602	0.645	0.773
expel	mengeluarkan	0.281	0.725	0.452
expendable	dibuang	0.479	0.490	0.423
expenditure	pengeluaran	0.250	0.608	0.603
expense	biaya	0.317	0.451	0.377
expenses	biaya	0.240	0.633	0.396
expensive	mahal	0.323	0.540	0.530
experience	pengalaman	0.827	0.618	0.905
experienced	berpengalaman	0.771	0.613	0.914
experiences	pengalaman	0.793	0.647	0.795
experiment	percobaan	0.479	0.720	0.675
experimental	eksperimental	0.417	0.764	0.396
experimentation	percobaan	0.637	0.769	0.767
experimenter	eksperimen	0.708	0.710	0.700
expert	ahli	0.776	0.646	0.911
expertise	keahlian	0.792	0.589	0.925
expiration	kedaluwarsa	0.265	0.539	0.463
expire	berakhir	0.573	0.745	0.702
expired	kadaluwarsa	0.198	0.394	0.200
expiry	kadaluwarsa	0.194	0.434	0.382
explain	menjelaskan	0.719	0.517	0.736
explanation	penjelasan	0.615	0.610	0.825
explanatory	penjelasan	0.573	0.433	0.688
expletive	kata lontaran	0.357	0.567	0.536
explication	penjelasan	0.510	0.445	0.602
explicit	eksplisit	0.562	0.694	0.734
explode	meledak	0.277	0.885	0.773
exploit	mengeksploitasi	0.312	0.878	0.660
exploitation	eksploitasi	0.156	0.920	0.718
exploration	eksplorasi	0.594	0.650	0.773
exploratory	penyelidikan	0.653	0.690	0.698
explore	jelajahi	0.776	0.660	0.727
explorer	penjelajah	0.729	0.663	0.714
explosion	ledakan	0.167	0.960	0.767
explosions	ledakan	0.123	0.860	0.594
explosive	eksplosif	0.156	0.943	0.663
expo	expo	0.610	0.562	0.500
exponent	eksponen	0.529	0.510	0.845
exponential	eksponensial	0.704	0.588	0.763
export	ekspor	0.567	0.661	0.755
exportation	ekspor	0.760	0.633	0.673
expose	membuka	0.344	0.643	0.537
exposed	terkena	0.471	0.661	0.509
exposition	eksposisi	0.521	0.627	0.655
expository	yg menjelaskan	0.706	0.653	0.636
exposure	eksposur	0.570	0.830	0.630
expound	jelaskan	0.438	0.575	0.740
express	mengekspresikan	0.760	0.623	0.691
expression	ekspresi	0.790	0.650	0.721
expressive	ekspresif	0.755	0.724	0.685
expressway	jalan tol	0.633	0.635	0.587
expropriation	perampasan	0.188	0.735	0.788
expulsion	pengusiran	0.190	0.790	0.529
exquisite	sangat indah	0.892	0.644	0.604
exquisitely	sangat indah	0.849	0.728	0.723
extant	masih ada	0.646	0.390	0.523
extend	memperpanjang	0.646	0.570	0.689
extendable	dapat diperpanjang	0.660	0.592	0.722
extended	diperpanjang	0.570	0.304	0.649
extension	perpanjangan	0.490	0.510	0.529
extensive	luas	0.635	0.520	0.760
extent	tingkat	0.646	0.451	0.602
exterior	bagian luar	0.542	0.400	0.627
exterminate	memusnahkan	0.177	0.857	0.736
extermination	pemusnahan	0.190	0.860	0.616
exterminator	pembasmi	0.344	0.804	0.887
external	luar	0.479	0.341	0.509
externally	secara eksternal	0.643	0.521	0.568
extinct	punah	0.112	0.491	0.412
extinction	kepunahan	0.104	0.750	0.611
extinguish	memadamkan	0.240	0.576	0.482
extinguisher	pemadam	0.707	0.379	0.543
extol	memuji	0.582	0.667	0.456
extort	memeras	0.052	0.827	0.570
extortion	pemerasan	0.112	0.868	0.630
extra	tambahan	0.656	0.551	0.745
extract	ekstrak	0.565	0.402	0.519
extracting	mengekstraksi	0.521	0.709	0.689
extraction	ekstraksi	0.418	0.740	0.526
extractor	alat pengambilan sari	0.302	0.536	0.519
extracurricular	ekstrakurikuler	0.457	0.471	0.743
extradition	ekstradisi	0.229	0.627	0.554
extrajudicial	ekstrajudisial	0.365	0.686	0.667
extramural	di luar sekolah	0.336	0.559	0.537
extraneous	asing	0.276	0.625	0.478
extraordinaire	luar biasa	0.847	0.864	0.898
extraordinary	luar biasa	0.969	0.728	0.860
extraterrestrial	makhluk luar angkasa	0.510	0.833	0.792
extravagance	pemborosan	0.531	0.802	0.700
extravagant	boros	0.720	0.763	0.812
extravaganza	ekstravaganza	0.646	0.786	0.906
extreme	ekstrim	0.318	0.800	0.721
extreme anticipation	antisipasi ekstrim	0.551	0.740	0.704
extreme disgust	sangat jijik	0.052	0.873	0.456
extreme surprise	kejutan ekstrim	0.833	0.935	0.676
extreme trust	kepercayaan ekstrim	0.826	0.713	0.922
extremely	sangat	0.635	0.827	0.886
extremely negative	sangat negatif	0.030	0.786	0.311
extremely positive	sangat positif	0.993	0.730	0.839
extremity	ekstremitas	0.408	0.588	0.583
extricate	melepaskan	0.542	0.510	0.543
extrinsic	ekstrinsik	0.510	0.479	0.636
extrusion	ekstrusi	0.229	0.660	0.545
exuberance	kemewahan	0.698	0.816	0.787
exude	memancarkan	0.375	0.519	0.411
eye	mata	0.531	0.265	0.425
eyeball	bola mata	0.526	0.422	0.420
eyebrow	alis	0.510	0.198	0.222
eyeful	penuh perhatian	0.802	0.500	0.676
eyeglass	lensa	0.531	0.236	0.286
eyeglasses	kacamata	0.561	0.269	0.306
eyelash	bulu mata	0.480	0.250	0.278
eyelet	lubang tali	0.632	0.298	0.346
eyeliner	eyeliner	0.688	0.349	0.347
eyepiece	lensa mata	0.418	0.347	0.480
eyes	mata	0.760	0.279	0.432
eyesight	penglihatan	0.750	0.226	0.343
eyewitness	saksi mata	0.541	0.686	0.698
fab	luar biasa	0.490	0.380	0.406
fable	fabel	0.663	0.387	0.389
fabled	dongeng	0.625	0.538	0.545
fabric	kain	0.635	0.190	0.345
fabricate	membuat	0.636	0.491	0.779
fabricated	dibuat	0.418	0.427	0.555
fabrication	pembuatan	0.573	0.587	0.705
fabulous	menakjubkan	0.979	0.660	0.797
facade	fasad	0.520	0.333	0.518
face	menghadapi	0.571	0.173	0.453
faceless	tidak berwajah	0.230	0.406	0.173
facet	segi	0.667	0.324	0.382
facial	wajah	0.594	0.429	0.433
facile	NO TRANSLATION	0.740	0.264	0.307
facilitate	memudahkan	0.812	0.333	0.509
facility	fasilitas	0.625	0.500	0.654
facing	menghadapi	0.604	0.406	0.550
facsimile	faksimil	0.490	0.500	0.543
fact	fakta	0.683	0.333	0.618
faction	fraksi	0.469	0.430	0.448
factor	faktor	0.635	0.365	0.678
factory	pabrik	0.500	0.500	0.683
facts	fakta	0.688	0.471	0.693
factual	nyata	0.656	0.440	0.545
faculties	fakultas	0.643	0.431	0.760
faculty	fakultas	0.615	0.412	0.732
fad	mode	0.663	0.520	0.570
fade	luntur	0.354	0.333	0.245
faded	luntur	0.302	0.275	0.194
faeces	kotoran	0.184	0.476	0.175
fag	homo	0.122	0.653	0.331
faggot	homo	0.219	0.643	0.292
fail	gagal	0.177	0.578	0.154
failing	kegagalan	0.125	0.490	0.268
failure	kegagalan	0.167	0.575	0.139
fain	NO TRANSLATION	0.479	0.417	0.426
faint	lemah	0.063	0.429	0.167
fainting	pingsan	0.333	0.510	0.214
fair	adil	0.812	0.557	0.643
fairly	adil	0.790	0.406	0.750
fairness	keadilan	0.740	0.317	0.552
fairway	fairway	0.541	0.510	0.500
fairy	peri	0.776	0.408	0.413
faith	iman	0.833	0.220	0.763
faithful	setia	0.888	0.333	0.627
faithfulness	kesetiaan	0.833	0.426	0.602
faithless	tanpa iman	0.102	0.683	0.304
fake	palsu	0.073	0.554	0.268
faker	pemalsu	0.245	0.630	0.480
falafel	Bola goreng terbuat dari buncis	0.560	0.402	0.351
falcon	elang	0.557	0.580	0.678
fall	jatuh	0.177	0.657	0.221
fallacious	keliru	0.271	0.587	0.390
fallacy	kekeliruan	0.112	0.561	0.430
fallback	mundur	0.458	0.358	0.508
fallible	bisa salah	0.365	0.537	0.402
falling	jatuh	0.202	0.716	0.306
fallopian	fallopian	0.297	0.390	0.464
fallout	rontok	0.428	0.356	0.373
fallow	kosong	0.375	0.368	0.464
false	SALAH	0.120	0.404	0.240
falsehood	dusta	0.031	0.625	0.384
falsely	salah	0.083	0.480	0.265
falsification	pemalsuan	0.173	0.720	0.490
falsified	dipalsukan	0.042	0.630	0.306
falsify	memalsukan	0.115	0.657	0.409
falsity	kepalsuan	0.120	0.689	0.186
falter	bimbang	0.421	0.650	0.346
fame	ketenaran	0.896	0.755	0.852
famed	terkenal	0.878	0.750	0.819
familiar	akrab	0.906	0.330	0.615
familiarity	keakraban	0.854	0.346	0.616
familiarize	membiasakan	0.760	0.365	0.654
family	keluarga	0.968	0.383	0.643
familytime	waktu keluarga	0.939	0.420	0.679
famine	kelaparan	0.163	0.679	0.310
famished	sangat lapar	0.177	0.654	0.282
famous	terkenal	0.916	0.775	0.882
famously	terkenal	0.856	0.765	0.787
fan	penggemar	0.781	0.429	0.357
fanatic	fanatik	0.573	0.780	0.629
fanatical	fanatik	0.555	0.830	0.714
fanaticism	fanatisme	0.292	0.896	0.566
fanciful	fantastis	0.677	0.592	0.342
fancy	mewah	0.854	0.673	0.534
fandango	fandango	0.490	0.591	0.429
fanfare	keriuhan di pawai	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	taring	0.286	0.598	0.434
fanning	mengipasi	0.615	0.330	0.236
fantasia	fantasia	0.898	0.694	0.436
fantasize	berfantasi	0.771	0.660	0.356
fantastic	fantastis	0.969	0.696	0.831
fantasy	fantasi	0.880	0.627	0.474
faraway	menjauh	0.365	0.356	0.285
farce	lelucon	0.265	0.667	0.246
farcical	lucu	0.406	0.481	0.259
fare	tarif	0.490	0.425	0.645
farewell	Selamat tinggal	0.130	0.500	0.591
farm	tanah pertanian	0.781	0.327	0.297
farmer	petani	0.677	0.432	0.464
farmhouse	rumah pertanian	0.690	0.330	0.444
farming	pertanian	0.580	0.414	0.568
farmland	tanah pertanian	0.729	0.363	0.509
faro	faro	0.544	0.349	0.357
fart	kentut	0.194	0.439	0.264
farther	lebih jauh	0.418	0.500	0.430
fascia	jalur	0.480	0.366	0.356
fascinate	mengasyikkan	0.854	0.683	0.802
fascinated	tertarik	0.812	0.714	0.788
fascinating	mempesona	0.979	0.817	0.784
fascination	pesona	0.885	0.773	0.835
fascism	fasisme	0.104	0.740	0.695
fascist	fasis	0.200	0.755	0.527
fashion	mode	0.827	0.616	0.589
fashionable	modis	0.750	0.510	0.605
fastball	fastball	0.688	0.679	0.575
fasten	kencangkan	0.458	0.585	0.529
fastener	pengikat	0.577	0.377	0.491
fastening	pengancing	0.594	0.473	0.554
fasting	puasa	0.388	0.370	0.394
fat	lemak	0.198	0.353	0.237
fatal	fatal	0.061	0.775	0.509
fatalism	fatalisme	0.208	0.694	0.631
fatality	kematian	0.062	0.798	0.595
fate	takdir	0.571	0.479	0.712
fated	yg ditakdirkan	0.582	0.472	0.692
fateful	fatal	0.290	0.583	0.402
fathead	orang bodoh	0.296	0.527	0.463
father	ayah	0.812	0.333	0.824
fatherhood	kebapaan	0.885	0.519	0.682
fatherland	tanah air	0.729	0.469	0.778
fatherly	unutk	0.865	0.363	0.712
fathom	memahami	0.520	0.410	0.523
fatigue	kelelahan	0.173	0.378	0.265
fatigued	lelah	0.146	0.433	0.245
fatso	fatso	0.286	0.394	0.336
fatten	menggemukkan	0.375	0.549	0.363
fatty	berlemak	0.286	0.361	0.325
faucet	keran	0.427	0.278	0.356
fault	kesalahan	0.188	0.558	0.184
faultless	sempurna	0.792	0.500	0.741
faulty	salah	0.184	0.520	0.378
faun	faun	0.490	0.303	0.376
fauna	fauna	0.646	0.346	0.404
faux	tiruan	0.291	0.490	0.204
favor	kebaikan	0.812	0.308	0.519
favorable	baik	0.952	0.380	0.788
favorite	favorit	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	favoritisme	0.582	0.559	0.658
fawn	coklat kekuningan	0.626	0.360	0.284
fax	fax	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	takut	0.073	0.840	0.293
feared	ditakuti	0.240	0.733	0.509
fearful	takut	0.083	0.482	0.278
fearfully	menakutkan	0.112	0.567	0.271
fearing	takut	0.125	0.566	0.256
fearless	tak kenal takut	0.810	0.806	0.760
fears	ketakutan	0.061	0.821	0.306
fearsome	menakutkan	0.115	0.900	0.586
feasibility	kemungkinan	0.653	0.490	0.741
feasible	layak	0.694	0.388	0.611
feast	pesta	0.979	0.724	0.680
feat	prestasi	0.750	0.706	0.849
feather	bulu	0.677	0.208	0.144
feathered	berbulu	0.438	0.288	0.214
feature	fitur	0.667	0.314	0.679
features	fitur	0.667	0.433	0.509
febrile	demam	0.429	0.578	0.414
fecal	feses	0.255	0.528	0.213
feces	kotoran	0.240	0.407	0.307
fecundity	kesuburan	0.688	0.591	0.683
fed	makan	0.602	0.370	0.482
federal	federal	0.530	0.459	0.859
federation	federasi	0.633	0.354	0.763
fedup	NO TRANSLATION	0.327	0.500	0.352
fee	biaya	0.354	0.386	0.556
feeble	lemah	0.157	0.280	0.109
feed	makan	0.812	0.429	0.739
feedback	umpan balik	0.622	0.557	0.645
feeder	pengumpan	0.604	0.452	0.713
feel	merasa	0.802	0.602	0.596
feelgood	merasa baik	0.990	0.441	0.621
feeling	perasaan	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	kaki	0.510	0.240	0.292
feign	berpura-pura	0.340	0.394	0.356
feigned	berpura-pura	0.173	0.602	0.333
feisty	penuh semangat	0.592	0.853	0.789
felicity	bakat	0.913	0.704	0.793
feline	licik	0.615	0.745	0.509
fell	jatuh	0.255	0.462	0.250
feller	penebang	0.406	0.622	0.617
fellow	sesama	0.745	0.298	0.570
fellowship	persahabatan	0.900	0.429	0.778
felon	penjahat	0.111	0.898	0.455
felony	kejahatan besar	0.206	0.808	0.472
felt	merasa	0.643	0.417	0.566
female	wanita	0.857	0.520	0.625
feminine	wanita	0.802	0.520	0.394
femininity	kewanitaan	0.750	0.479	0.451
feminism	feminisme	0.541	0.570	0.636
feminist	feminis	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	femoral	0.417	0.324	0.566
femur	tulang paha	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	pagar	0.500	0.198	0.398
fenced	berpagar	0.323	0.430	0.429
fencing	pagar	0.542	0.654	0.539
fend	menangkis	0.646	0.731	0.537
fender	spatbor	0.369	0.459	0.476
fennel	adas	0.573	0.277	0.389
ferment	bergejolak	0.375	0.531	0.418
fermentation	fermentasi	0.420	0.567	0.473
fern	pakis	0.602	0.240	0.290
ferocious	ganas	0.167	0.915	0.776
ferocity	keganasan	0.235	0.906	0.746
ferret	musang	0.385	0.391	0.398
ferry	feri	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	subur	0.888	0.408	0.704
fertility	kesuburan	0.885	0.529	0.726
fertilize	menyuburkan	0.708	0.443	0.542
fertilizer	pupuk	0.438	0.463	0.565
fervent	kuat	0.646	0.632	0.773
fervor	semangat	0.573	0.769	0.651
fess	fess	0.395	0.420	0.370
fest	fest	0.704	0.574	0.402
festival	festival	0.870	0.706	0.714
festive	meriah	0.854	0.740	0.764
fetal	janin	0.388	0.308	0.364
fetch	mengambil	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	jimat	0.307	0.706	0.500
fetus	janin	0.479	0.519	0.395
feud	bermusuhan	0.146	0.796	0.312
feudal	feodal	0.367	0.370	0.610
feudalism	feodalisme	0.229	0.465	0.607
fever	demam	0.194	0.674	0.364
feverish	panas	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	kegagalan	0.167	0.600	0.200
fiat	perintah	0.520	0.418	0.446
fib	bikinan	0.438	0.510	0.361
fiber	serat	0.719	0.284	0.390
fiberglass	fiberglass	0.451	0.451	0.443
fibrosis	fibros	0.160	0.469	0.546
fibrous	berserat	0.480	0.441	0.464
fickle	berubah-ubah	0.406	0.481	0.346
fiction	fiksi	0.438	0.657	0.441
fictional	khayali	0.430	0.490	0.340
fictitious	samaran	0.224	0.444	0.293
fiddle	biola	0.571	0.449	0.391
fiddler	pemain biola	0.615	0.580	0.500
fidelity	kesetiaan	0.765	0.580	0.709
