Word	Persian-fa	Valence	Arousal	Dominance
curtain	پرده	0.698	0.278	0.304
curtains	پرده ها	0.615	0.123	0.342
curtsy	کبریت	0.635	0.412	0.598
curvature	انحنای	0.417	0.367	0.447
curve	منحنی	0.480	0.375	0.307
curved	منحنی	0.542	0.407	0.337
curvilinear	منحنی	0.480	0.575	0.411
cushion	کوسن	0.653	0.221	0.292
cushy	کثیف	0.823	0.283	0.395
cusp	cusp	0.667	0.710	0.700
cuss	سکته مغزی	0.354	0.538	0.443
cussed	cussed	0.156	0.625	0.454
custard	فرنی	0.618	0.260	0.293
custodial	زندان	0.418	0.462	0.718
custodian	نگهبان	0.594	0.625	0.528
custody	بازداشت	0.494	0.472	0.675
custom	سفارشی	0.552	0.382	0.688
customary	عادی	0.700	0.253	0.561
customer	مشتری	0.562	0.430	0.673
customized	سفارشی	0.625	0.504	0.590
cut	برش	0.490	0.490	0.393
cutaneous	پوستی	0.365	0.370	0.328
cute	جذاب	0.920	0.528	0.579
cuticle	کوتیکول	0.340	0.320	0.377
cutie	عیار	0.638	0.528	0.464
cutlass	کریستال	0.173	0.648	0.528
cutlery	کارد و چنگال	0.552	0.300	0.345
cutoff	قطع کردن	0.432	0.510	0.518
cutter	برش	0.427	0.731	0.583
cutters	برش	0.197	0.653	0.491
cutthroat	سرخ شدن	0.110	0.823	0.663
cutting	برش دادن	0.448	0.375	0.536
cutting board	تخته برش	0.337	0.540	0.342
cuttings	قلمه ها	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	سیانید	0.229	0.667	0.545
cyberspace	فضای مجازی	0.677	0.594	0.611
cycle	چرخه	0.635	0.400	0.533
cyclical	سیکل	0.380	0.450	0.554
cyclist	دوچرخه سوار	0.684	0.582	0.576
cyclone	سیکلون	0.416	0.796	0.673
cylinder	سیلندر	0.459	0.324	0.447
cylindrical	استوانه ای	0.458	0.294	0.414
cymbal	نشانه	0.542	0.363	0.362
cynic	بدبین	0.135	0.632	0.473
cynical	بدبینانه	0.156	0.760	0.474
cynicism	بدبینی	0.104	0.780	0.454
cyst	کیست	0.173	0.578	0.312
cystic	کیستیک	0.314	0.481	0.400
cytomegalovirus	سیتومگالوویروس	0.186	0.657	0.443
cytoplasm	سیتوپلاسم	0.378	0.442	0.474
czar	اره	0.480	0.348	0.643
dab	ممنون	0.510	0.337	0.340
dabble	پریدن	0.550	0.530	0.491
dabbling	dabbling	0.562	0.726	0.676
dad	پدر	0.857	0.412	0.786
daddy	بابا	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	دلم	0.333	0.490	0.500
daft	لعنتی	0.255	0.436	0.157
dagger	خنجر	0.224	0.797	0.613
daily	روزانه	0.653	0.347	0.473
dainty	دلپذیر	0.604	0.284	0.424
daiquiri	daiquiri	0.670	0.519	0.400
dairy	لبنیات	0.633	0.255	0.462
daisy	دیزی	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	دیل	0.622	0.270	0.365
dam	سد	0.250	0.553	0.394
damage	خسارت	0.059	0.726	0.403
damaged	آسیب دیده	0.104	0.635	0.182
damages	خسارت	0.082	0.760	0.310
dame	داماد	0.694	0.480	0.500
damn	لعنت	0.073	0.784	0.431
damnation	لعنت	0.135	0.750	0.416
damned	لعنتی	0.100	0.760	0.465
damp	مرطوب	0.360	0.279	0.210
dampened	مرطوب	0.271	0.422	0.336
damper	دمپر	0.459	0.378	0.473
damsel	دامبلدور	0.719	0.475	0.400
dance	رقص	0.894	0.840	0.551
dancer	رقصنده	0.740	0.768	0.545
dancing	رقصیدن	0.885	0.868	0.444
dandruff	شوره سر	0.398	0.298	0.293
dandy	دندانه دار	0.673	0.520	0.630
danger	خطر	0.115	0.923	0.673
dangerous	خطرناک	0.020	0.941	0.658
dangerously	خطرناک	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	خم شدن	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	دلتنگ	0.770	0.560	0.698
dare	جرات کن	0.677	0.788	0.684
daredevil	جادوگری	0.429	0.714	0.653
daresay	با جرات گفتن	0.540	0.451	0.490
daring	شجاعانه	0.583	0.840	0.711
dark	تاریک است	0.198	0.398	0.426
darken	تیره شدن	0.250	0.471	0.382
darkened	تاریک	0.135	0.440	0.452
darkly	تاریکی	0.219	0.548	0.443
darkness	تاریکی	0.102	0.602	0.418
darkroom	اتاق تاریک	0.188	0.627	0.423
darkside	darkside	0.102	0.690	0.365
darling	عزیز	0.885	0.370	0.608
darn	خندیدن	0.115	0.765	0.418
dart	دارت	0.417	0.608	0.500
dash	خط تیره	0.574	0.312	0.324
dashboard	داشبورد	0.510	0.371	0.595
dashed	قطعه قطعه	0.276	0.393	0.338
dashing	خرابکاری	0.612	0.627	0.799
dastardly	بدبختی	0.208	0.688	0.270
data	داده ها	0.500	0.250	0.426
database	بانک اطلاعاتی	0.604	0.286	0.644
date	تاریخ	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	فرزند دختر	0.908	0.415	0.455
dawdle	دامن زدن	0.479	0.464	0.357
dawn	سپیده دم	0.827	0.235	0.519
dawned	سپیده دم	0.694	0.471	0.473
day	روز	0.719	0.269	0.389
daybreak	سپیده دم	0.802	0.358	0.474
daycare	مهد کودک	0.776	0.481	0.360
daydream	افکار پوچ	0.750	0.337	0.456
daydreaming	خیال بافی	0.776	0.360	0.479
daylight	نور روز	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	روزی	0.750	0.324	0.454
daze	خیره کننده	0.245	0.735	0.329
dazed	متزلزل	0.300	0.697	0.277
dazzle	خیره شدن	0.730	0.782	0.683
dazzling	خیره کننده	0.854	0.880	0.767
deacon	دیاکون	0.531	0.430	0.736
deactivate	از کار انداختن	0.235	0.447	0.392
dead	مرده	0.052	0.454	0.194
deadbeat	مرده	0.229	0.453	0.368
deadline	ضرب الاجل	0.214	0.615	0.460
deadlines	مهلت	0.406	0.769	0.411
deadlock	بن بست	0.170	0.418	0.323
deadly	مرگبار	0.143	0.849	0.554
deaf	کر	0.186	0.324	0.161
deafening	ناامید کننده	0.281	0.835	0.482
deafness	ناشنوایی	0.125	0.413	0.219
deal	معامله	0.719	0.599	0.543
dealer	فروشنده	0.799	0.615	0.683
dealership	نمایندگی	0.541	0.430	0.629
dealing	معامله	0.724	0.415	0.598
dealings	معاملات	0.600	0.491	0.480
dean	دین	0.612	0.469	0.723
dear	عزیزم	0.880	0.434	0.629
dearest	عزیزم	0.902	0.427	0.508
dearth	کمبود	0.156	0.539	0.255
death	مرگ	0.031	0.720	0.472
deathbed	بستر مرگ	0.051	0.652	0.311
deathly	مرگ	0.073	0.771	0.682
debacle	خرابکاری	0.156	0.606	0.266
debased	افسردگی	0.219	0.529	0.170
debatable	قابل بحث است	0.181	0.610	0.474
debate	مناظره	0.408	0.691	0.683
debauchery	اشتباه	0.354	0.901	0.500
debenture	بدهی	0.417	0.500	0.466
debilitating	ناتوان کننده	0.125	0.490	0.308
debit	بدهی	0.333	0.400	0.474
debrief	بیانیه	0.247	0.343	0.549
debriefing	گفتگو	0.427	0.580	0.456
debris	باقیمانده	0.135	0.396	0.327
debt	بدهی	0.204	0.598	0.336
debtor	بدهکار	0.219	0.546	0.160
debut	اولین	0.806	0.606	0.629
debutante	اولین خواننده	0.771	0.627	0.454
decade	دهه	0.531	0.402	0.665
decadence	افتادن	0.237	0.455	0.291
decadent	فاسد	0.290	0.559	0.324
decaf	کافئین	0.480	0.324	0.353
decanter	فلفل دلمه ای	0.438	0.567	0.510
decathlon	دهکده ای	0.573	0.753	0.620
decay	فرو ریختن	0.143	0.312	0.170
decayed	فاسد شده	0.017	0.375	0.169
decaying	فرو ریختن	0.073	0.510	0.214
deceased	فوت شده	0.021	0.538	0.188
decedent	مرده	0.423	0.481	0.415
deceit	فریب	0.020	0.696	0.343
deceitful	فریب خورده	0.071	0.788	0.371
deceive	فریب دادن	0.094	0.775	0.414
deceived	فریب خورده	0.059	0.673	0.302
deceiving	فریب دادن	0.099	0.636	0.426
december	دسامبر	0.740	0.540	0.464
decency	دقت	0.750	0.235	0.634
decent	نجیب	0.823	0.296	0.653
deception	فریب	0.090	0.745	0.370
deceptive	فریبنده	0.027	0.605	0.294
decide	تصميم گرفتن	0.656	0.540	0.855
decidedly	قطعا	0.750	0.480	0.843
deciduous	لاک زدن	0.385	0.353	0.282
decimal	دهدهی	0.507	0.259	0.305
decimeter	دهم	0.520	0.292	0.377
decipher	رمزگشایی	0.417	0.630	0.652
decision	تصمیم گیری	0.646	0.510	0.839
decisive	تعیین کننده	0.740	0.509	0.935
deck	عرشه	0.420	0.333	0.394
declaration	اعلام	0.551	0.590	0.714
declaratory	اعلامیه	0.635	0.582	0.673
declare	اعلام	0.677	0.623	0.668
declination	لغزش	0.250	0.549	0.311
decline	کاهش می یابد	0.173	0.491	0.240
declining	کاهش می یابد	0.328	0.400	0.264
deco	دکو	0.625	0.274	0.356
decode	رمزگشایی کنید	0.551	0.510	0.640
decoder	رمزگشایی	0.562	0.340	0.686
decompose	تجزیه	0.194	0.596	0.241
decomposed	تجزیه شد	0.073	0.442	0.231
decomposition	تجزیه	0.133	0.600	0.263
decompress	دفع کردن	0.438	0.430	0.509
decompression	فشرده سازی	0.208	0.520	0.311
decontamination	ضدعفونی کردن	0.611	0.538	0.573
decor	دکوراسیون	0.734	0.311	0.573
decorate	تزئین	0.954	0.370	0.404
decorating	تزئینات	0.863	0.548	0.462
decoration	تزیین	0.878	0.553	0.526
decorative	تزئینی	0.908	0.460	0.381
decorator	دکوراتور	0.840	0.471	0.455
decorum	دکوروم	0.802	0.327	0.462
decoy	دلپذیر	0.149	0.460	0.330
decrease	نزول کردن	0.125	0.360	0.267
decreased	کاهش یافته	0.224	0.271	0.170
decreasing	کاهش می یابد	0.320	0.346	0.224
decree	فرمان	0.552	0.478	0.746
decrement	کاهش	0.255	0.427	0.373
decrepit	فراموشی	0.156	0.490	0.225
decry	گریه کردن	0.400	0.814	0.548
decryption	رمزگشایی	0.459	0.445	0.600
dedicate	اختصاص دادن	0.823	0.431	0.588
dedication	تعهد	0.867	0.471	0.682
deduce	نتیجه گیری کنید	0.490	0.510	0.466
deduct	کسر کردن	0.355	0.330	0.412
deductible	محاسبه شده	0.375	0.286	0.455
deduction	کسر	0.438	0.462	0.527
deed	سند - سند قانونی	0.520	0.320	0.592
deejay	دیوونه	0.551	0.630	0.473
deem	دقت کن	0.594	0.529	0.690
deep	عمیق	0.490	0.473	0.657
deepen	عمیق تر	0.625	0.530	0.776
deer	گوزن	0.583	0.375	0.292
defamation	تقصیر	0.110	0.670	0.481
defamatory	تقصیری است	0.143	0.688	0.402
default	به طور پیش فرض	0.459	0.343	0.712
defeat	شکست	0.092	0.500	0.224
defeated	شکست داد	0.104	0.582	0.145
defeatist	شکست خورده	0.163	0.567	0.315
defect	کاستی	0.135	0.561	0.185
defection	تخریب	0.146	0.594	0.330
defective	معیوب	0.122	0.580	0.274
defector	رقیب	0.163	0.696	0.286
defend	دفاع	0.698	0.722	0.670
defendant	مدافع	0.250	0.710	0.491
defended	دفاع کرد	0.663	0.451	0.582
defender	مدافع	0.639	0.708	0.750
defending	دفاع کردن	0.604	0.871	0.812
defense	دفاع	0.652	0.698	0.802
defenseless	بی دفاع	0.143	0.357	0.105
defensible	قابل دفاع است	0.740	0.509	0.593
defensive	دفاعی	0.542	0.640	0.678
defer	بازنشستگی	0.245	0.459	0.317
deference	احترام	0.510	0.396	0.447
deferral	بازپرداخت	0.765	0.542	0.327
deferring	تعویق	0.343	0.500	0.413
defiance	بی احترامی	0.333	0.780	0.760
defiant	تعصب	0.250	0.792	0.769
defibrillator	دستگاه شوک	0.398	0.663	0.431
deficiency	کمبود	0.073	0.373	0.179
deficient	دارای کمبود	0.240	0.464	0.132
deficit	کمبود	0.358	0.500	0.269
define	تعريف كردن	0.688	0.415	0.632
defined	تعریف شده است	0.670	0.214	0.646
definite	قطعی	0.708	0.292	0.741
definition	تعریف	0.573	0.375	0.579
definitive	قطعی	0.583	0.479	0.787
deflate	دفع کردن	0.148	0.404	0.237
deflation	تخریب	0.287	0.536	0.407
deflect	انحراف	0.133	0.491	0.482
deflection	انحراف	0.188	0.500	0.382
defloration	دلفریب	0.188	0.690	0.434
deform	تغییر شکل	0.112	0.654	0.284
deformed	ناقص شده	0.198	0.435	0.308
deformity	تغییر شکل	0.160	0.569	0.241
defraud	فريب دادن	0.175	0.635	0.314
defray	دفرا	0.375	0.598	0.653
defrost	خنثی کردن	0.427	0.317	0.389
deft	حقیقتا	0.719	0.575	0.849
defunct	از دست رفته	0.112	0.491	0.272
defuse	خنثی کردن	0.167	0.480	0.430
defy	فراموش كردن	0.353	0.884	0.657
degeneracy	انحطاط	0.143	0.720	0.298
degenerate	دژنراسیون	0.069	0.724	0.264
degeneration	انحطاط	0.245	0.578	0.371
degradation	تنزل	0.160	0.608	0.315
degrade	تخریب	0.083	0.500	0.184
degraded	تخریب شده	0.167	0.433	0.205
degrading	تحقیر	0.031	0.583	0.232
degree	درجه	0.724	0.365	0.663
dehydrated	خشکشده	0.310	0.685	0.212
dehydration	کمبود آب	0.188	0.472	0.259
dejected	محروم شده	0.104	0.654	0.347
delay	تاخیر انداختن	0.204	0.510	0.162
delayed	تاخیر	0.188	0.490	0.216
delectable	لذت بخش	0.781	0.642	0.718
delegate	نمایندگی	0.612	0.491	0.658
delegation	نمایندگی	0.562	0.431	0.609
delete	حذف	0.292	0.298	0.409
deleterious	زیان آور	0.297	0.725	0.440
deletion	حذف	0.062	0.506	0.462
deli	غذا	0.561	0.448	0.447
deliberate	حساب شده	0.551	0.654	0.682
deliberation	مشورت	0.561	0.678	0.596
deliberative	مشورت	0.392	0.552	0.573
delicacy	ظرافت	0.812	0.279	0.336
delicate	ظریف	0.583	0.294	0.366
delicatessen	دلپذیر	0.656	0.474	0.400
delicious	خوشمزه - لذیذ	0.927	0.650	0.589
delight	لذت	0.949	0.666	0.647
delighted	خوشحالم	0.938	0.664	0.685
delightful	لذت بخش	0.918	0.735	0.644
delineate	تعریف کردن	0.448	0.430	0.445
delineation	تعریف	0.521	0.402	0.314
delinquency	بزهکاری	0.135	0.860	0.508
delinquent	بزهکار	0.051	0.904	0.500
delirious	خجالت آور	0.219	0.774	0.538
delirium	دلیری	0.233	0.694	0.484
deliver	ارائه	0.583	0.370	0.582
deliverance	رستگاری	0.750	0.520	0.658
delivery	تحویل	0.704	0.461	0.786
dell	دل	0.458	0.380	0.453
delta	دلتا	0.551	0.343	0.509
delude	گمراه	0.143	0.627	0.353
deluge	تخلیه	0.245	0.714	0.612
delusion	توهم	0.344	0.647	0.400
delusional	فریبکارانه	0.219	0.745	0.327
deluxe	لوکس	0.792	0.612	0.755
delve	غرق شدن	0.469	0.529	0.684
demand	تقاضا	0.292	0.673	0.500
demanding	خواستار	0.396	0.750	0.828
demeaned	تحقیر	0.271	0.520	0.212
demeaning	تحقیر	0.104	0.645	0.308
demeanor	رفتار	0.633	0.433	0.657
demented	دمدمی	0.088	0.787	0.309
dementia	زوال عقل	0.092	0.779	0.337
demise	سقوط	0.104	0.596	0.456
demo	نسخه ی نمایشی	0.510	0.314	0.423
democracy	دموکراسی	0.680	0.500	0.840
democrat	دموکرات	0.582	0.400	0.755
democratic	دموکراتیک	0.802	0.519	0.798
demographic	جمعیت شناسی	0.459	0.356	0.594
demolish	تخریب	0.125	0.632	0.700
demolished	تخریب شده	0.271	0.647	0.353
demolition	تخریب	0.133	0.827	0.541
demon	دیو	0.037	0.908	0.509
demonic	شیطانی	0.146	0.875	0.600
demonstrable	قابل اثبات است	0.735	0.471	0.749
demonstrate	نشان دادن	0.771	0.552	0.839
demonstrated	نشان داده شده	0.617	0.500	0.649
demonstrating	نشان دادن	0.698	0.571	0.693
demonstration	تظاهرات	0.551	0.676	0.679
demonstrative	تظاهرات	0.656	0.528	0.736
demonstrator	تظاهر کننده	0.520	0.598	0.733
demoralized	demoralized	0.082	0.590	0.149
demos	دموی	0.418	0.370	0.368
demure	عاقلانه	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	واکنش پذیری	0.230	0.509	0.417
denial	انکار	0.194	0.435	0.318
denied	تکذیب کرد	0.188	0.604	0.333
denim	جین	0.520	0.382	0.327
denomination	فرقه	0.490	0.363	0.429
denominational	مذهبی	0.458	0.375	0.679
denominator	مخرج	0.450	0.410	0.613
denote	مشخص کن	0.448	0.471	0.534
denounce	محکوم کردن	0.083	0.780	0.426
dense	متراکم	0.354	0.343	0.536
density	چگالی	0.602	0.471	0.561
dent	گودال	0.306	0.606	0.325
dental	دندانی	0.573	0.404	0.463
dentist	دندانپزشک	0.479	0.620	0.642
dentistry	دندانپزشکی	0.429	0.570	0.569
dentists	دندانپزشکان	0.364	0.600	0.582
denunciation	محکومیت	0.146	0.830	0.561
deny	انکار	0.316	0.667	0.321
denying	انکار کردن	0.080	0.542	0.272
deodorant	دئودورانت	0.480	0.265	0.269
depart	ترک	0.398	0.480	0.444
departed	ترک کرد	0.245	0.536	0.391
department	بخش	0.708	0.358	0.642
departmental	اداری	0.612	0.422	0.446
departure	عزیمت، خروج	0.573	0.500	0.426
depend	بستگی دارد	0.388	0.429	0.358
dependable	قابل اعتماد	0.880	0.357	0.741
dependant	وابسته	0.357	0.404	0.451
dependence	وابستگی	0.250	0.451	0.433
dependency	وابستگی	0.429	0.365	0.356
dependent	وابسته	0.354	0.455	0.404
depict	تصور کن	0.663	0.529	0.723
depicting	تصویر برداری	0.490	0.566	0.602
depletion	تخلیه	0.153	0.370	0.236
deplorable	ناامید کننده	0.135	0.657	0.230
deplore	عذرخواهی کن	0.135	0.575	0.373
deploy	اعزام	0.500	0.520	0.585
deployment	گسترش	0.510	0.520	0.612
deport	اخراج کردن	0.167	0.667	0.546
deportation	تبعید	0.104	0.786	0.450
depose	انداختن	0.286	0.420	0.451
deposit	سپرده	0.540	0.379	0.483
depositary	سپرده گذاری	0.604	0.431	0.500
deposition	گواهی	0.394	0.510	0.471
depository	سپرده گذاری	0.551	0.373	0.481
depot	انبار	0.635	0.255	0.471
depraved	فریب خورده	0.031	0.837	0.395
depravity	تخریب	0.115	0.854	0.453
depreciate	از بین بردن	0.270	0.623	0.445
depreciated	تخفیف	0.135	0.672	0.250
depreciation	استهلاک	0.143	0.571	0.386
depress	افسردگی	0.219	0.635	0.528
depressed	افسرده	0.024	0.445	0.136
depressing	افسرده	0.146	0.559	0.216
depression	افسردگی	0.031	0.520	0.232
depressive	افسردگی	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	محرومیت	0.194	0.610	0.413
deprive	محروم کردن	0.271	0.591	0.340
deprived	محروم شد	0.354	0.506	0.536
depth	عمق	0.708	0.561	0.759
deputy	قائم مقام	0.429	0.530	0.787
derail	خراب کردن	0.108	0.802	0.375
deranged	متناقض	0.376	0.868	0.357
derelict	تعطیلات	0.208	0.470	0.237
derision	خرابکاری	0.265	0.670	0.292
derivation	استخراج	0.521	0.519	0.644
derivative	مشتق	0.541	0.491	0.508
derive	استخراج	0.396	0.324	0.360
dermal	پوستی پوستی	0.385	0.406	0.443
dermatologist	متخصص پوست	0.531	0.358	0.528
dermatology	پوست	0.422	0.500	0.556
derogation	معافیت	0.208	0.460	0.327
derogatory	ناخوشایند	0.122	0.580	0.404
descend	فرود آمدن	0.385	0.535	0.231
descendant	نسل	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	نزولی	0.219	0.493	0.250
descent	تبار	0.300	0.402	0.158
describe	توصیف کردن	0.542	0.472	0.555
description	شرح	0.582	0.425	0.596
descriptive	توصیفی	0.667	0.352	0.570
desecrate	فریب دادن	0.255	0.806	0.509
desecration	بی رحمانه	0.125	0.833	0.564
desert	کویر	0.469	0.279	0.389
deserted	ترک	0.156	0.480	0.214
deserter	بی نظیر	0.122	0.710	0.366
desertion	تخریب	0.122	0.630	0.289
deserve	سزاوار	0.802	0.436	0.613
deserved	سزاوار	0.781	0.582	0.689
deserving	سزاوار	0.802	0.596	0.858
design	طرح	0.796	0.327	0.632
designate	تعیین کنید	0.531	0.538	0.683
designated	تعیین شده	0.500	0.412	0.616
designation	تعیین	0.612	0.571	0.675
designed	طراحی شده	0.745	0.380	0.595
designer	طراح	0.875	0.519	0.670
designing	طراحی	0.792	0.355	0.552
desirability	مطلوبیت	0.684	0.550	0.675
desirable	مطلوب	0.740	0.735	0.750
desire	میل	0.896	0.692	0.647
desiring	خواستار	0.814	0.821	0.632
desirous	دل خوشی	0.719	0.824	0.562
