Word	Malagasy-mg	Valence	Arousal	Dominance
cranny	cranny	0.194	0.471	0.250
crap	misy dikany izany	0.083	0.644	0.167
crappy	crappy	0.039	0.582	0.208
craps	craps	0.375	0.420	0.273
crash	fianjerana	0.194	0.906	0.355
crass	crass	0.223	0.490	0.466
crate	entana feno	0.427	0.173	0.274
crater	vava volkano	0.450	0.647	0.529
crave	mitady mafy	0.625	0.510	0.731
craving	faniriany	0.510	0.755	0.636
crawfish	crawfish	0.510	0.427	0.342
crawl	mandady	0.479	0.519	0.467
crayon	crayon	0.604	0.260	0.185
crayons	pensilihazo	0.684	0.366	0.405
craze	firohotana	0.255	0.657	0.435
crazed	adalana	0.153	0.877	0.417
craziness	craziness	0.238	0.908	0.255
crazy	adala	0.156	0.843	0.321
creak	creak	0.344	0.670	0.411
creaking	creaking	0.302	0.743	0.415
cream	fanosotra	0.688	0.259	0.220
creamed	creamed	0.723	0.273	0.288
creamer	creamer	0.594	0.192	0.269
creamy	creamy	0.823	0.337	0.345
crease	crease	0.440	0.286	0.300
create	mamorona	0.786	0.588	0.789
creation	zavaboary	0.927	0.575	0.868
creative	famoronana	0.917	0.518	0.788
creativity	famoronana	0.938	0.684	0.815
creator	mpamorona	0.865	0.592	0.856
creature	zavaboary	0.669	0.625	0.620
credence	hino	0.760	0.460	0.737
credential	fanomezan-dalana	0.735	0.337	0.597
credentials	Syndicate	0.708	0.373	0.675
credibility	fitokisana	0.875	0.427	0.809
credible	azo itokisana	0.917	0.441	0.750
credit	bola	0.673	0.549	0.648
credit card	carte de crédit	0.670	0.550	0.640
creditable	creditable	0.802	0.510	0.742
credited	voalaza	0.781	0.390	0.691
crediting	noderainy i	0.673	0.550	0.741
creditor	Ny tompon-trosa	0.479	0.594	0.689
creed	fanekem-pinoana	0.573	0.245	0.544
creek	Creek	0.552	0.392	0.330
creep	mikisaka	0.354	0.647	0.361
creeper	creeper	0.429	0.558	0.366
creeping	mandady	0.292	0.613	0.282
creepy	hafahafa	0.125	0.861	0.373
cremation	fandoroana faty	0.084	0.620	0.420
creole	Creole	0.667	0.357	0.523
crepe	crepe	0.562	0.224	0.349
crescendo	crescendo	0.760	0.575	0.594
crescent	Crescent	0.698	0.382	0.407
crest	crest	0.458	0.333	0.333
crestfallen	crestfallen	0.235	0.346	0.175
cretin	cretin	0.265	0.583	0.312
cretins	cretins	0.094	0.741	0.328
crevice	crevice	0.361	0.471	0.275
crew	tantsambo	0.604	0.598	0.735
crewman	crewman	0.602	0.580	0.548
crib	fihinanam-bilon'ny	0.653	0.240	0.407
cricket	lalao cricket	0.423	0.539	0.370
cried	niantso	0.167	0.612	0.254
crime	heloka bevava	0.071	0.943	0.630
criminal	mpanao heloka bevava	0.021	0.830	0.529
criminality	heloka bevava	0.122	0.863	0.580
crimp	crimp	0.260	0.557	0.396
crimson	jaky	0.667	0.385	0.370
cringe	Nandresy ny tahotra	0.245	0.840	0.377
cripple	takaitra	0.094	0.392	0.161
crippled	mandringa	0.035	0.358	0.236
crippling	halemen'ny	0.156	0.598	0.391
crisis	krizy	0.208	0.811	0.431
crisp	miavaka	0.776	0.692	0.508
crispy	crispy	0.656	0.550	0.509
criterion	fepetra	0.396	0.410	0.736
critic	mpanao tsikera	0.264	0.604	0.686
critical	manakiana	0.312	0.802	0.545
criticise	manakiana	0.073	0.700	0.452
criticism	tsikera	0.115	0.563	0.505
criticize	manakiana	0.143	0.708	0.473
criticized	nanakiana	0.240	0.600	0.311
critique	fanakianana	0.302	0.760	0.537
critter	critter	0.542	0.539	0.482
croak	croak	0.337	0.346	0.298
croc	Croc	0.327	0.452	0.451
crock	crock	0.385	0.412	0.421
crockery	vilia	0.552	0.216	0.327
crocodile	voay	0.344	0.708	0.610
croft	Croft	0.531	0.429	0.421
croissant	Croissant	0.745	0.330	0.430
crook	Crook	0.171	0.765	0.550
crooked	mahitsy	0.146	0.594	0.305
crop	crop	0.615	0.260	0.500
croquet	croquet	0.551	0.519	0.407
cross	hiampita	0.448	0.321	0.569
cross country	mitety ny lafivalon'ny firenena	0.531	0.441	0.529
crossbow	fandefasana	0.344	0.598	0.560
crossed	niampita	0.431	0.490	0.508
crossfire	fifampitifirana	0.316	0.896	0.722
crossing	niampita	0.549	0.349	0.451
crossover	crossover	0.559	0.550	0.500
crosswalk	crosswalk	0.557	0.441	0.380
crossword	Fantatrao	0.611	0.423	0.455
crotch	crotch	0.521	0.637	0.447
crouch	Crouch	0.281	0.606	0.312
crouched	nitampify	0.333	0.363	0.279
crouching	mamitsaka eo	0.261	0.429	0.345
croupier	croupier	0.531	0.519	0.404
crow	crow	0.224	0.439	0.363
crowbar	fitaovana izy	0.406	0.531	0.386
crowd	vahoaka	0.350	0.827	0.731
crowded	feno	0.694	0.286	0.585
crowds	vahoaka	0.469	0.723	0.806
crown	satro-boninahitra	0.708	0.572	0.737
crowning	avo indrindra amin'ny	0.773	0.594	0.831
crucial	zava-dehibe	0.541	0.657	0.777
cruciate	cruciate	0.429	0.435	0.585
crucifix	hazo fijaliana	0.469	0.480	0.510
crucifixion	fanomboana	0.135	0.857	0.541
crucify	homboy amin'ny hazo fijaliana	0.146	0.878	0.573
crud	crud	0.312	0.330	0.444
crude	hiteny ratsy	0.198	0.402	0.357
cruel	lozabe	0.122	0.866	0.391
cruelly	nanaovany	0.146	0.790	0.471
cruelty	habibiana	0.092	0.836	0.536
cruise	Cruise	0.740	0.442	0.683
cruise ship	sambo lakile	0.878	0.650	0.500
cruiser	Cruiser	0.737	0.490	0.608
cruising	cruising	0.886	0.580	0.560
crumb	Crumb	0.417	0.255	0.216
crumble	hirodana	0.333	0.480	0.423
crumbling	korontam	0.167	0.696	0.308
crummy	crummy	0.125	0.531	0.224
crunch	crunch	0.292	0.630	0.406
crunchy	manopy	0.625	0.560	0.539
crusade	Kroazada	0.592	0.720	0.709
crusader	crusader	0.439	0.588	0.548
crush	hanorotoro	0.271	0.676	0.582
crushed	nanorotoro	0.167	0.647	0.300
crusher	crusher	0.271	0.709	0.598
crushing	nanorotoro	0.219	0.755	0.411
crust	Mizarazara ho sosona nofon	0.542	0.337	0.456
crusty	crusty	0.625	0.531	0.473
crutch	tehina	0.302	0.294	0.302
crux	crux	0.469	0.558	0.519
cry	antso	0.133	0.627	0.255
crybaby	crybaby	0.375	0.702	0.311
crying	mitomany	0.153	0.704	0.208
crypt	Crypt	0.156	0.431	0.386
cryptic	pantarina ny dikan'ireo	0.296	0.516	0.474
cryptography	Fifidianana Akama	0.490	0.415	0.650
crystal	ny vato krystaly	0.618	0.270	0.508
crystalline	manjelanjelatra.Mangatsakatsaka	0.765	0.235	0.534
crystallization	crystallization	0.600	0.449	0.565
cub	Cub	0.646	0.382	0.284
cubby	cubby	0.354	0.385	0.360
cube	goba	0.469	0.226	0.274
cubic	toratelo	0.458	0.306	0.407
cubicle	cubicle	0.479	0.343	0.417
cuckold	cuckold	0.210	0.573	0.230
cuckoo	cuckoo	0.420	0.459	0.284
cucumber	kaokaombira	0.490	0.235	0.237
cuddle	hamihina	0.885	0.559	0.475
cuddled	cuddled	0.906	0.547	0.567
cuddles	cuddles	0.847	0.382	0.500
cuddling	cuddling	0.917	0.562	0.433
cue	cue	0.521	0.433	0.484
cuff	Cuff	0.469	0.453	0.387
cuisine	nahandro	0.714	0.365	0.390
culinary	culinary	0.654	0.443	0.519
cull	cull	0.365	0.702	0.464
culminate	hifarana	0.667	0.550	0.602
culmination	faratampony	0.656	0.586	0.695
culpability	-meloka	0.112	0.745	0.368
culpable	Meloka	0.140	0.700	0.319
culprit	meloka	0.062	0.676	0.333
cult	sekta	0.448	0.535	0.648
cultivate	mamboly	0.708	0.410	0.598
cultivated	ambolena	0.837	0.343	0.564
cultivation	fambolena	0.625	0.324	0.462
cultural	ara-kolontsaina	0.802	0.390	0.623
culture	kolontsaina	0.753	0.304	0.675
cultured	cultured	0.635	0.429	0.625
culvert	culvert	0.337	0.324	0.343
cumbersome	cumbersome	0.259	0.623	0.292
cumulus	cumulus	0.570	0.433	0.432
cunning	fetsy	0.604	0.685	0.683
cunt	cunt	0.135	0.673	0.377
cup	kapoaka	0.615	0.167	0.231
cupboard	cupboard	0.553	0.200	0.304
cupcake	mofomamy kely	0.656	0.333	0.344
cupping	cupping	0.490	0.610	0.402
cur	ank	0.440	0.519	0.460
curable	afaka manasitrana azy	0.823	0.292	0.574
curate	curate	0.726	0.418	0.526
curative	mahasalama	0.667	0.318	0.613
curator	mpiandraikitra	0.688	0.389	0.688
curb	hampihenana	0.472	0.371	0.402
curd	curd	0.542	0.442	0.278
cure	fanafodiny	0.719	0.377	0.623
curfew	fahazoana mivezivezy amin'ny alina	0.219	0.618	0.623
curiosity	te hahafanta-javatra	0.750	0.755	0.463
curious	liana	0.635	0.600	0.483
curl	Curl	0.385	0.452	0.351
curling	Curling	0.583	0.592	0.400
currency	Sandam-bola	0.583	0.418	0.592
current	amin'izao fotoana izao	0.625	0.312	0.612
curriculum	fandaharam-pianarana	0.708	0.306	0.620
curry	Curry	0.633	0.345	0.302
curse	ozona	0.033	0.720	0.375
cursed	voaozona	0.083	0.783	0.393
cursing	ozona	0.112	0.860	0.446
cursory	cursory	0.423	0.451	0.431
curt	Curt	0.245	0.610	0.452
curtail	satria irin'izy	0.306	0.439	0.497
curtailment	famefena	0.230	0.578	0.431
curtain	lamba	0.698	0.278	0.304
curtains	ambainy	0.615	0.123	0.342
curtsy	curtsy	0.635	0.412	0.598
curvature	curvature	0.417	0.367	0.447
curve	curve	0.480	0.375	0.307
curved	curved	0.542	0.407	0.337
curvilinear	curvilinear	0.480	0.575	0.411
cushion	lafika	0.653	0.221	0.292
cushy	Kosita	0.823	0.283	0.395
cusp	cusp	0.667	0.710	0.700
cuss	cuss	0.354	0.538	0.443
cussed	cussed	0.156	0.625	0.454
custard	custard	0.618	0.260	0.293
custodial	ponja	0.418	0.462	0.718
custodian	mpitahiry	0.594	0.625	0.528
custody	am-ponja	0.494	0.472	0.675
custom	fanao	0.552	0.382	0.688
customary	fomba nentim-paharazana	0.700	0.253	0.561
customer	mpanjifa	0.562	0.430	0.673
customized	namboarina	0.625	0.504	0.590
cut	Hetezo	0.490	0.490	0.393
cutaneous	cutaneous	0.365	0.370	0.328
cute	mahafatifaty	0.920	0.528	0.579
cuticle	cuticle	0.340	0.320	0.377
cutie	cutie	0.638	0.528	0.464
cutlass	cutlass	0.173	0.648	0.528
cutlery	cutlery	0.552	0.300	0.345
cutoff	hanapaka	0.432	0.510	0.518
cutter	cutter	0.427	0.731	0.583
cutters	mpikapa	0.197	0.653	0.491
cutthroat	maty eritreritra	0.110	0.823	0.663
cutting	fanapahana	0.448	0.375	0.536
cutting board	peta-drindrina	0.337	0.540	0.342
cuttings	hitetika	0.479	0.392	0.433
cwt	cwt	0.500	0.410	0.384
cyanide	cyanide	0.229	0.667	0.545
cyberspace	amin'ny Internet	0.677	0.594	0.611
cycle	tsingerin'ny	0.635	0.400	0.533
cyclical	Averimberina	0.380	0.450	0.554
cyclist	hazakazaka am-bisikileta	0.684	0.582	0.576
cyclone	rivo-doza	0.416	0.796	0.673
cylinder	Varingarin'i	0.459	0.324	0.447
cylindrical	cylindrical	0.458	0.294	0.414
cymbal	sy kipantsona	0.542	0.363	0.362
cynic	cynic	0.135	0.632	0.473
cynical	tsy matoky	0.156	0.760	0.474
cynicism	cynicism	0.104	0.780	0.454
cyst	kista	0.173	0.578	0.312
cystic	cystic	0.314	0.481	0.400
cytomegalovirus	cytomegalovirus	0.186	0.657	0.443
cytoplasm	cytoplasm	0.378	0.442	0.474
czar	tsar	0.480	0.348	0.643
dab	dab	0.510	0.337	0.340
dabble	dabble	0.550	0.530	0.491
dabbling	ve ny Mitsabaka	0.562	0.726	0.676
dad	Dada	0.857	0.412	0.786
daddy	Daddy	0.795	0.400	0.736
dado	NO TRANSLATION	0.510	0.240	0.364
daemon	daemon	0.333	0.490	0.500
daft	Daft	0.255	0.436	0.157
dagger	sabatra	0.224	0.797	0.613
daily	isan'andro	0.653	0.347	0.473
dainty	hanim	0.604	0.284	0.424
daiquiri	daiquiri	0.670	0.519	0.400
dairy	ronono	0.633	0.255	0.462
daisy	Daisy	0.562	0.367	0.333
dak	NO TRANSLATION	0.510	0.417	0.424
dale	Dale	0.622	0.270	0.365
dam	tohodrano	0.250	0.553	0.394
damage	fahavoazana	0.059	0.726	0.403
damaged	simba	0.104	0.635	0.182
damages	fahavoazana	0.082	0.760	0.310
dame	Dame	0.694	0.480	0.500
damn	Tss	0.073	0.784	0.431
damnation	fanamelohana	0.135	0.750	0.416
damned	voaozona	0.100	0.760	0.465
damp	mando	0.360	0.279	0.210
dampened	nampihena	0.271	0.422	0.336
damper	damper	0.459	0.378	0.473
damsel	zazavavy	0.719	0.475	0.400
dance	dihy	0.894	0.840	0.551
dancer	mpandihy	0.740	0.768	0.545
dancing	dihy	0.885	0.868	0.444
dandruff	dandruff	0.398	0.298	0.293
dandy	Dandy	0.673	0.520	0.630
danger	Loza	0.115	0.923	0.673
dangerous	mampidi-doza	0.020	0.941	0.658
dangerously	doza	0.082	0.930	0.564
dangit	NO TRANSLATION	0.396	0.606	0.358
dangle	dangle	0.362	0.469	0.375
dank	NO TRANSLATION	0.390	0.381	0.383
dapper	dapper	0.770	0.560	0.698
dare	sahy	0.677	0.788	0.684
daredevil	daredevil	0.429	0.714	0.653
daresay	daresay	0.540	0.451	0.490
daring	sahisahy	0.583	0.840	0.711
dark	maizina	0.198	0.398	0.426
darken	mirehitra	0.250	0.471	0.382
darkened	maizina	0.135	0.440	0.452
darkly	mahita marina	0.219	0.548	0.443
darkness	haizina	0.102	0.602	0.418
darkroom	darkroom	0.188	0.627	0.423
darkside	ila maizina	0.102	0.690	0.365
darling	hany malalako	0.885	0.370	0.608
darn	darn	0.115	0.765	0.418
dart	amin'izato lokony	0.417	0.608	0.500
dash	dash	0.574	0.312	0.324
dashboard	anaty fiara	0.510	0.371	0.595
dashed	Nirohotra	0.276	0.393	0.338
dashing	Niantontan'ny	0.612	0.627	0.799
dastardly	dastardly	0.208	0.688	0.270
data	tahirin-kevitra	0.500	0.250	0.426
database	banky angona	0.604	0.286	0.644
date	daty	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	vavy	0.908	0.415	0.455
dawdle	dawdle	0.479	0.464	0.357
dawn	mangiran-dratsy	0.827	0.235	0.519
dawned	niposaka ny	0.694	0.471	0.473
day	andro	0.719	0.269	0.389
daybreak	maraina ny andro,	0.802	0.358	0.474
daycare	daycare	0.776	0.481	0.360
daydream	daydream	0.750	0.337	0.456
daydreaming	daydreaming	0.776	0.360	0.479
daylight	daylight	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	antoandro	0.750	0.324	0.454
daze	daze	0.245	0.735	0.329
dazed	dazed	0.300	0.697	0.277
dazzle	dazzle	0.730	0.782	0.683
dazzling	manjopiaka	0.854	0.880	0.767
deacon	diakona	0.531	0.430	0.736
deactivate	deactivate	0.235	0.447	0.392
dead	maty	0.052	0.454	0.194
deadbeat	deadbeat	0.229	0.453	0.368
deadline	fe-potoana	0.214	0.615	0.460
deadlines	fe-potoana	0.406	0.769	0.411
deadlock	deadlock	0.170	0.418	0.323
deadly	mahafaty	0.143	0.849	0.554
deaf	marenina	0.186	0.324	0.161
deafening	nankarenin-tsofina,	0.281	0.835	0.482
deafness	marenina	0.125	0.413	0.219
deal	fifanarahana	0.719	0.599	0.543
dealer	mpivarotra	0.799	0.615	0.683
dealership	mpivarotra	0.541	0.430	0.629
dealing	rehefa mifandray	0.724	0.415	0.598
dealings	nataony	0.600	0.491	0.480
dean	Dean	0.612	0.469	0.723
dear	malala	0.880	0.434	0.629
dearest	malalako	0.902	0.427	0.508
dearth	mosary	0.156	0.539	0.255
death	fahafatesana	0.031	0.720	0.472
deathbed	taloha kelin'ny nahafatesany	0.051	0.652	0.311
deathly	ohatr'ireny misy maty ireny	0.073	0.771	0.682
debacle	debacle	0.156	0.606	0.266
debased	nanambany	0.219	0.529	0.170
debatable	debatable	0.181	0.610	0.474
debate	adihevitra	0.408	0.691	0.683
debauchery	mitarika ho amin'ny filibana	0.354	0.901	0.500
debenture	debenture	0.417	0.500	0.466
debilitating	nikiky	0.125	0.490	0.308
debit	debit	0.333	0.400	0.474
debrief	debrief	0.247	0.343	0.549
debriefing	fiatrehana ny fahatairana	0.427	0.580	0.456
debris	potipoti-javatra	0.135	0.396	0.327
debt	trosa	0.204	0.598	0.336
debtor	mpitrosa	0.219	0.546	0.160
debut	bitany	0.806	0.606	0.629
debutante	debutante	0.771	0.627	0.454
decade	folo taona	0.531	0.402	0.665
decadence	hoe nikororosy fahana	0.237	0.455	0.291
decadent	fitondran	0.290	0.559	0.324
decaf	decaf	0.480	0.324	0.353
decanter	decanter	0.438	0.567	0.510
decathlon	decathlon	0.573	0.753	0.620
decay	simba	0.143	0.312	0.170
decayed	simba	0.017	0.375	0.169
decaying	korontam-	0.073	0.510	0.214
deceased	nodimandry	0.021	0.538	0.188
decedent	decedent	0.423	0.481	0.415
deceit	fitaka	0.020	0.696	0.343
deceitful	mamitaka	0.071	0.788	0.371
deceive	mamitaka	0.094	0.775	0.414
deceived	voafitaka	0.059	0.673	0.302
deceiving	mamitaka	0.099	0.636	0.426
december	Desambra	0.740	0.540	0.464
decency	fahamaotinana	0.750	0.235	0.634
decent	mendrika	0.823	0.296	0.653
deception	fitaka	0.090	0.745	0.370
deceptive	fitaka	0.027	0.605	0.294
decide	manapa-kevitra	0.656	0.540	0.855
decidedly	Nanapa-kevitra ny	0.750	0.480	0.843
deciduous	sy mihitsan-dravina	0.385	0.353	0.282
decimal	decimal	0.507	0.259	0.305
decimeter	decimeter	0.520	0.292	0.377
decipher	decipher	0.417	0.630	0.652
decision	fanapahan-kevitra	0.646	0.510	0.839
decisive	fanapahan-kevitra	0.740	0.509	0.935
deck	tokotanin-tsambo	0.420	0.333	0.394
declaration	fanambarana	0.551	0.590	0.714
declaratory	declaratory	0.635	0.582	0.673
declare	manambara	0.677	0.623	0.668
declination	Dekilinasiôna	0.250	0.549	0.311
decline	fitontonganan'ny	0.173	0.491	0.240
declining	fihenan'ny	0.328	0.400	0.264
deco	deco	0.625	0.274	0.356
decode	decode	0.551	0.510	0.640
decoder	decoder	0.562	0.340	0.686
decompose	potipotika	0.194	0.596	0.241
decomposed	nihintsana	0.073	0.442	0.231
decomposition	lo	0.133	0.600	0.263
decompress	decompress	0.438	0.430	0.509
decompression	decompression	0.208	0.520	0.311
decontamination	decontamination	0.611	0.538	0.573
decor	Decor	0.734	0.311	0.573
decorate	handravaka	0.954	0.370	0.404
decorating	Decorating	0.863	0.548	0.462
decoration	ravaka	0.878	0.553	0.526
decorative	haingon-trano	0.908	0.460	0.381
decorator	decorator	0.840	0.471	0.455
decorum	fitoriana	0.802	0.327	0.462
decoy	fandrika	0.149	0.460	0.330
decrease	mihena	0.125	0.360	0.267
decreased	nihena	0.224	0.271	0.170
decreasing	mihena	0.320	0.346	0.224
decree	didim-panjakana	0.552	0.478	0.746
decrement	decrement	0.255	0.427	0.373
decrepit	konka noho	0.156	0.490	0.225
decry	decry	0.400	0.814	0.548
decryption	decryption	0.459	0.445	0.600
dedicate	hitokana	0.823	0.431	0.588
dedication	fanoloran-tena	0.867	0.471	0.682
deduce	tsoahana	0.490	0.510	0.466
deduct	deduct	0.355	0.330	0.412
deductible	deductible	0.375	0.286	0.455
deduction	deduction	0.438	0.462	0.527
deed	asa	0.520	0.320	0.592
deejay	deejay	0.551	0.630	0.473
deem	heverintsika	0.594	0.529	0.690
deep	lalina	0.490	0.473	0.657
deepen	hampitombo	0.625	0.530	0.776
deer	serfa	0.583	0.375	0.292
defamation	ny fanalam-baraka	0.110	0.670	0.481
defamatory	manala baraka	0.143	0.688	0.402
default	toerana misy anao	0.459	0.343	0.712
defeat	faharesena	0.092	0.500	0.224
defeated	resy	0.104	0.582	0.145
defeatist	resy tsy miady	0.163	0.567	0.315
defect	kilema	0.135	0.561	0.185
defection	nivadihan'ireo	0.146	0.594	0.330
defective	tsininy	0.122	0.580	0.274
defector	defector	0.163	0.696	0.286
defend	hiaro	0.698	0.722	0.670
defendant	voampanga	0.250	0.710	0.491
defended	niaro	0.663	0.451	0.582
defender	mpiaro	0.639	0.708	0.750
defending	miaro	0.604	0.871	0.812
defense	fiarovana	0.652	0.698	0.802
defenseless	mpiaro	0.143	0.357	0.105
defensible	defensible	0.740	0.509	0.593
defensive	fiarovana	0.542	0.640	0.678
defer	ela Hianao	0.245	0.459	0.317
deference	fankatoavana	0.510	0.396	0.447
deferral	deferral	0.765	0.542	0.327
deferring	deferring	0.343	0.500	0.413
defiance	fihantsiana	0.333	0.780	0.760
defiant	mpikomy	0.250	0.792	0.769
defibrillator	defibrillator	0.398	0.663	0.431
deficiency	fahampiana	0.073	0.373	0.179
deficient	deficient	0.240	0.464	0.132
deficit	fahampiam	0.358	0.500	0.269
define	hamaritra	0.688	0.415	0.632
defined	voafaritra	0.670	0.214	0.646
definite	Anarana	0.708	0.292	0.741
definition	famaritana	0.573	0.375	0.579
definitive	raikitra	0.583	0.479	0.787
deflate	deflate	0.148	0.404	0.237
deflation	deflation	0.287	0.536	0.407
deflect	deflect	0.133	0.491	0.482
deflection	deflection	0.188	0.500	0.382
defloration	defloration	0.188	0.690	0.434
deform	hanaratsy	0.112	0.654	0.284
deformed	sampona	0.198	0.435	0.308
deformity	deformity	0.160	0.569	0.241
defraud	manambaka	0.175	0.635	0.314
defray	defray	0.375	0.598	0.653
defrost	defrost	0.427	0.317	0.389
deft	deft	0.719	0.575	0.849
defunct	fahavelon'ny	0.112	0.491	0.272
defuse	famahana	0.167	0.480	0.430
defy	mihantsy	0.353	0.884	0.657
degeneracy	fitontongananan'ny	0.143	0.720	0.298
degenerate	simba	0.069	0.724	0.264
degeneration	fahapotehana	0.245	0.578	0.371
degradation	simba	0.160	0.608	0.315
degrade	manambany	0.083	0.500	0.184
degraded	simba	0.167	0.433	0.205
degrading	manakodingy	0.031	0.583	0.232
degree	diplaoma	0.724	0.365	0.663
dehydrated	dehydrated	0.310	0.685	0.212
dehydration	fahampian-drano	0.188	0.472	0.259
dejected	kivy	0.104	0.654	0.347
delay	fahatarana	0.204	0.510	0.162
delayed	tara	0.188	0.490	0.216
delectable	tiany indrindra	0.781	0.642	0.718
delegate	solontena	0.612	0.491	0.658
delegation	delegasiona	0.562	0.431	0.609
delete	hamafa	0.292	0.298	0.409
deleterious	zarizary	0.297	0.725	0.440
deletion	famafana	0.062	0.506	0.462
deli	Deli	0.561	0.448	0.447
deliberate	niniana	0.551	0.654	0.682
deliberation	délibération	0.561	0.678	0.596
deliberative	fandinihana	0.392	0.552	0.573
delicacy	sakafo	0.812	0.279	0.336
delicate	marefo	0.583	0.294	0.366
delicatessen	episeria fy	0.656	0.474	0.400
delicious	matsiro	0.927	0.650	0.589
delight	sitrany	0.949	0.666	0.647
delighted	Finaritra	0.938	0.664	0.685
delightful	mahafinaritra	0.918	0.735	0.644
delineate	delineate	0.448	0.430	0.445
delineation	delineation	0.521	0.402	0.314
delinquency	fandikan-dalàna	0.135	0.860	0.508
delinquent	maditra	0.051	0.904	0.500
delirious	nirediredy	0.219	0.774	0.538
delirium	delirium	0.233	0.694	0.484
deliver	afaho	0.583	0.370	0.582
deliverance	fanafahana	0.750	0.520	0.658
delivery	fanaterana	0.704	0.461	0.786
dell	Dell	0.458	0.380	0.453
delta	Delta	0.551	0.343	0.509
delude	hamitahana ny	0.143	0.627	0.353
deluge	safo-drano	0.245	0.714	0.612
delusion	zava-poana	0.344	0.647	0.400
delusional	mirediredy	0.219	0.745	0.327
deluxe	Deluxe	0.792	0.612	0.755
