Word	Tamil-ta	Valence	Arousal	Dominance
dwarfed	ஒப்பிடும்போது மிக மிகக் குறைவு	0.365	0.265	0.293
dweeb	dweeb	0.354	0.446	0.327
dwell	தங்குவார்கள்	0.698	0.245	0.611
dweller	வாசிகளிடம்	0.615	0.304	0.500
dwelling	இருப்பிடம்	0.765	0.330	0.481
dye	சாய	0.479	0.314	0.371
dying	இறக்கும்	0.040	0.664	0.422
dyke	டைக்	0.438	0.396	0.566
dynamic	மாறும்	0.724	0.750	0.836
dynamical	இயக்கவியல்	0.786	0.730	0.827
dynamics	இயக்கவியல்	0.745	0.682	0.774
dynamite	டைனமைட்	0.344	0.860	0.783
dynamo	இயக்கவியல்	0.531	0.650	0.593
dynasty	வம்சத்தின்	0.725	0.588	0.936
dysentery	வயிற்றுக்கடுப்பு	0.260	0.528	0.345
dysfunction	பிறழ்ச்சி	0.156	0.410	0.386
dysfunctional	செயல்படாத	0.125	0.558	0.307
dyspepsia	செரிமானமின்மை	0.212	0.470	0.460
eager	ஆர்வமாக	0.521	0.812	0.306
eagerness	ஆர்வம்	0.406	0.621	0.443
eagle	கழுகு	0.604	0.594	0.679
ear	காது	0.469	0.216	0.231
earful	earful	0.533	0.462	0.443
earl	பிரபு	0.582	0.461	0.794
earlier	முந்தைய	0.562	0.352	0.339
early	ஆரம்ப	0.633	0.373	0.426
earn	சம்பாதி	0.865	0.769	0.817
earnest	ஊக்கமான	0.653	0.380	0.670
earnestly	ஆர்வத்தோடும்	0.847	0.490	0.717
earnestness	உள்ளார்வம்	0.812	0.373	0.615
earnings	வருவாய்	0.938	0.650	0.875
earpiece	இயர்பீஸ்	0.583	0.286	0.452
earring	காதணி	0.583	0.520	0.500
earrings	காதணிகள்	0.676	0.346	0.517
earshot	காதுகேட்கும்	0.552	0.332	0.408
earth	பூமியில்	0.750	0.225	0.614
earthenware	மண் பாண்டம்	0.552	0.210	0.320
earthling	மண்ணுக்குரிய	0.531	0.412	0.570
earthly	மண்ணுலக	0.625	0.318	0.518
earthquake	பூகம்பம்	0.073	0.930	0.812
earthy	மண்	0.375	0.413	0.404
ease	எளிதாக்க	0.796	0.385	0.491
easel	சாந்த	0.694	0.340	0.527
easement	எளிமைப்படுத்தல்	0.479	0.345	0.302
easily	எளிதாக	0.885	0.279	0.453
east	கிழக்கு	0.510	0.250	0.317
eastbound	eastbound	0.541	0.408	0.402
eastern	கிழக்கு	0.521	0.420	0.480
easy	எளிதாக	0.865	0.194	0.373
easygoing	எளிதாகப் பழகும்	0.823	0.276	0.538
eat	சாப்பிட	0.731	0.500	0.464
eater	தின்னும்	0.459	0.337	0.510
eating	சாப்பிடுவது	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	ஒட்டுக்கேட்கவும்	0.375	0.710	0.368
eavesdropping	ஒட்டுக்கேட்டல்	0.490	0.380	0.441
ebb	சிறிதளவு மாறுபடும்	0.354	0.451	0.404
ebony	கருங்காலி	0.490	0.317	0.400
ebullient	உணர்ச்சி மிக்க	0.659	0.856	0.746
eccentric	விசித்திரமான	0.531	0.806	0.721
eccentricity	உருவகம்	0.408	0.735	0.745
ecclesiastical	திருச்சபை	0.673	0.270	0.660
echelon	ஏறுபடி	0.490	0.404	0.425
echinacea	Echinacea	0.592	0.418	0.454
echo	எதிரொலி	0.573	0.373	0.345
eclectic	பன்முகம்	0.646	0.542	0.508
eclipse	கிரகணம்	0.541	0.469	0.616
ecliptic	சூரியன் செல்லும் மார்க்கம்	0.531	0.520	0.556
ecological	சுற்றுச்சூழல்	0.885	0.290	0.607
economic	பொருளாதார	0.561	0.408	0.639
economical	சிக்கனமான	0.667	0.564	0.673
economics	பொருளாதாரம்	0.625	0.481	0.632
economy	பொருளாதாரம்	0.583	0.434	0.771
ecosystem	சுற்றுச்சூழல்	0.729	0.259	0.633
ecstasy	எக்ஸ்டஸி	0.796	0.922	0.655
ecstatic	களிப்பூட்டும்	0.875	0.769	0.742
ecumenical	மத ரீதியான	0.561	0.450	0.547
eddy	சுழல்	0.500	0.394	0.350
edema	நீர்க்கட்டு	0.250	0.519	0.318
edge	விளிம்பில்	0.439	0.470	0.468
edging	கரை கட்டு	0.479	0.394	0.370
edgy	படபடக்கும்	0.281	0.895	0.306
edible	சமையல்	0.750	0.425	0.497
edict	அரசாணை	0.316	0.547	0.560
edification	நல்லொழுக்கப்படுத்துவதற்கு	0.625	0.481	0.697
edifice	மாளிகையின்	0.551	0.403	0.610
edit	தொகு	0.510	0.410	0.544
editing	எடிட்டிங்	0.604	0.404	0.493
edition	பதிப்பு	0.542	0.455	0.564
editor	ஆசிரியர்	0.772	0.431	0.673
editorial	தலையங்கம்	0.583	0.330	0.570
educate	கல்வி	0.760	0.380	0.728
educated	படித்த	0.816	0.297	0.625
education	கல்வி	0.896	0.275	0.840
educational	கல்வி	0.745	0.457	0.764
educator	கல்வியாளர்	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	Eek	0.292	0.529	0.343
eel	விலாங்கு	0.292	0.564	0.487
eerie	வியப்பு	0.265	0.771	0.442
effect	விளைவு	0.570	0.518	0.608
effective	பயனுள்ள	0.844	0.632	0.891
effectiveness	திறன்	0.640	0.654	0.812
effects	விளைவுகள்	0.470	0.578	0.379
effectual	வாய்ந்தது	0.776	0.559	0.820
effectually	effectually	0.724	0.500	0.594
effectuate	செய்து முடி	0.510	0.602	0.679
effeminate	ஆண் தன்மை அற்ற	0.337	0.619	0.291
efficacious	விளைவுண்டாக்குபவையாக	0.823	0.698	0.845
efficacy	பலாபலன்	0.802	0.490	0.906
efficiency	திறன்	0.802	0.509	0.892
efficient	திறமையான	0.959	0.604	0.830
effigy	கொடும்பாவி	0.510	0.440	0.401
effort	முயற்சி	0.698	0.778	0.858
effortless	எளிதான	0.626	0.090	0.352
effusion	நீர்மத்தேக்கத்திற்குக்	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	முட்டை	0.684	0.241	0.293
egghead	அறிவு உள்ளவர்	0.316	0.492	0.284
eggnog	எக்னாக்கை	0.635	0.360	0.259
eggplant	கத்திரிக்காய்	0.592	0.152	0.323
eggshell	முட்டை	0.408	0.269	0.212
ego	ஈகோ	0.328	0.576	0.593
egomaniac	egomaniac	0.133	0.708	0.596
egotistical	தற்பெருமை கொள்பவர்	0.156	0.667	0.363
egregious	அதிர்ச்சியான	0.150	0.716	0.442
egress	சாலைகளை	0.490	0.429	0.287
eight	எட்டு	0.540	0.199	0.315
eighteen	பதினெட்டு	0.523	0.340	0.404
eighth	எட்டாவது	0.531	0.226	0.380
eighty	எண்பது	0.500	0.300	0.453
ejaculate	விந்தைவெளியேற்று	0.604	0.896	0.604
ejaculation	விந்துவெளியேற்றல்	0.615	0.893	0.547
eject	வெளியேற்றலாம்	0.434	0.656	0.559
ejection	வெளியேற்றத்தின்	0.188	0.836	0.554
elaborate	விரிவாக	0.561	0.367	0.680
elaboration	விரிவுபடுத்தலுடன்	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	கழிந்து	0.514	0.440	0.455
elapsed	கடந்துவிட்ட	0.583	0.451	0.493
elastic	மீள்	0.656	0.518	0.385
elasticity	நெகிழ்ச்சி	0.635	0.452	0.582
elated	பறப்பது	0.792	0.960	0.725
elation	எழுச்சி	0.740	0.853	0.623
elbow	முழங்கை	0.448	0.133	0.254
eld	கள	0.471	0.292	0.451
elder	மூத்த	0.448	0.153	0.462
elderly	முதியோர்	0.615	0.212	0.283
elders	பெரியவர்கள்	0.602	0.260	0.441
eldest	மூத்த	0.625	0.471	0.741
elect	தேர்வு	0.667	0.554	0.661
election	தேர்தல்	0.625	0.519	0.651
elective	தேர்தல்	0.612	0.380	0.623
elector	வாக்காளர்	0.479	0.520	0.766
electoral	தேர்தல்	0.490	0.631	0.602
electorate	வாக்காளர்கள்	0.560	0.380	0.696
electric	மின்சார	0.458	0.708	0.512
electric slide	மின்சார ஸ்லைடு	0.542	0.660	0.536
electrical	மின்	0.531	0.620	0.688
electrician	எலக்ட்ரீஷியன்	0.449	0.590	0.620
electricity	மின்சாரம்	0.698	0.810	0.733
electrify	மின்னூட்டு	0.520	0.769	0.737
electrocute	மின் சக்தி செலுத்திக் கொல்	0.271	0.731	0.555
electrocution	மின்சாரம்	0.177	0.844	0.692
electromagnetic	மின்காந்த	0.531	0.632	0.683
electron	எலக்ட்ரான்	0.520	0.455	0.560
electronic	மின்னணு	0.571	0.490	0.704
electronics	மின்னணு	0.708	0.545	0.574
elegance	நேர்த்தியுடன்	0.918	0.396	0.824
elegant	நேர்த்தியான	0.865	0.500	0.685
element	உறுப்பு	0.531	0.259	0.481
elemental	அடிப்படை	0.627	0.306	0.711
elementary	தொடக்க	0.594	0.286	0.686
elements	கூறுகள்	0.510	0.312	0.462
elephant	யானை	0.531	0.510	0.615
elevate	உயர்த்த	0.812	0.500	0.804
elevated	உயர்ந்த	0.704	0.594	0.620
elevation	உயரத்தில்	0.760	0.759	0.711
elevator	மின் தூக்கியில்	0.562	0.604	0.676
eleven	பதினொரு	0.449	0.250	0.430
eleventh	பதினோராம்	0.594	0.329	0.357
elf	தெய்வம்	0.460	0.457	0.315
elicit	வெளிப்படுத்துவதற்கு	0.406	0.594	0.658
eligible	தகுதியுள்ள	0.750	0.400	0.518
eliminate	அகற்ற	0.265	0.670	0.324
elimination	நீக்குதல்	0.052	0.667	0.431
elite	உயரடுக்கு	0.688	0.704	0.737
elitist	உயர்ந்தோருக்குரிய	0.500	0.606	0.656
elixir	அமுதத்தை	0.708	0.587	0.604
elk	மான்	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	நீள்வட்டம்	0.531	0.410	0.479
ellipsis	முப்புள்ளி	0.653	0.358	0.314
ellipsoid	நீள்வட்டக்	0.500	0.440	0.419
elliptic	நீள்வட்ட	0.500	0.431	0.528
elliptical	நீள்	0.338	0.385	0.490
elm	இலம்	0.510	0.345	0.321
elongate	நீட்டிக்கப்பட்டு	0.583	0.385	0.540
elongation	நீட்சி	0.561	0.500	0.500
elope	வீட்டை விட்டு ஓடிப்போய் திருமணம்	0.396	0.694	0.528
eloquence	சொற்றிரம்	0.729	0.490	0.804
eloquent	சொல்திறமிக்க	0.870	0.680	0.741
elucidate	தெளிவுபடுத்தவில்லை	0.583	0.509	0.518
elucidation	விளக்கசோதனையும்	0.650	0.574	0.586
elude	தப்பி செல்	0.438	0.521	0.464
elusive	மழுப்பலாக	0.229	0.615	0.466
emaciated	மெலிந்த	0.103	0.541	0.151
email	மின்னஞ்சல்	0.698	0.230	0.456
emanate	வெளி	0.653	0.464	0.554
emancipation	விடுதலை	0.704	0.684	0.763
embankment	ஏரிக்கரையிலிருந்து	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	மேற்கொள்ளவேண்டும்	0.541	0.550	0.619
embarrass	சங்கடப்படுத்த	0.082	0.667	0.364
embarrassed	சங்கடப்பட	0.184	0.560	0.246
embarrassing	இக்கட்டான	0.226	0.809	0.225
embarrassment	சங்கடம்	0.143	0.685	0.226
embassy	தூதரகத்திற்கு	0.622	0.333	0.758
embattled	போருக்கு தயார் நிலையில்	0.235	0.724	0.421
embed	உட்பொதி	0.417	0.554	0.670
embellish	அழகுபடுத்து	0.842	0.500	0.769
embellishment	கற்பனையில்	0.673	0.449	0.405
embers	அடுப்பெரிக்கிறான்	0.490	0.481	0.508
embezzlement	மோசடி	0.143	0.827	0.435
embezzler	மோசடிப்	0.146	0.823	0.491
emblem	சின்னம்	0.640	0.330	0.754
emblematic	சின்னத்திறக்குரிய	0.771	0.459	0.798
embodiment	வடிவமாகும்	0.562	0.690	0.663
embolism	தக்கையடைப்பு	0.104	0.660	0.302
embossed	புடைப்பு	0.531	0.481	0.500
embrace	தழுவி	0.949	0.490	0.452
embroidered	சித்திர வேலைப்பாடு	0.677	0.279	0.407
embroidery	எம்பிராய்டரி	0.781	0.358	0.280
embroiled	சிக்கியது	0.337	0.721	0.420
embryo	கரு	0.673	0.469	0.453
embryonic	கரு	0.573	0.453	0.598
emcee	சடங்குகளை நடத்துபவர்	0.694	0.577	0.691
emerald	மரகத	0.740	0.363	0.726
emerge	வெளிப்பட	0.602	0.594	0.731
emergence	தோற்றம்	0.276	0.857	0.676
emergency	அவசர	0.200	0.900	0.571
emeritus	ஓய்வுபெற்ற	0.633	0.402	0.735
emery	உப்பு	0.469	0.583	0.472
emetophobia	NO TRANSLATION	0.243	0.620	0.403
emigrate	குடியேறுவதற்கு	0.356	0.812	0.508
emigration	குடியேற்றங்களின்	0.564	0.664	0.432
eminence	மாண்புமிக்க	0.816	0.644	0.837
eminent	சிறந்த	0.740	0.620	0.830
eminently	கூடியவையே	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	தூது	0.562	0.462	0.636
emission	உமிழ்வு	0.510	0.453	0.591
emit	வெளியிடுவதில்லை	0.638	0.445	0.510
emo	எமோ	0.354	0.314	0.226
emotion	உணர்ச்சி	0.693	0.873	0.696
emotional	உணர்ச்சி	0.779	0.714	0.526
emotive	உணர்வுபூர்வமான	0.917	0.741	0.525
empathic	empathic	0.760	0.570	0.558
empathize	புரிந்து	0.802	0.591	0.660
empathy	பச்சாத்தாபம்	0.729	0.349	0.545
emperor	பேரரசர்	0.651	0.704	0.962
emphasis	வலியுறுத்தல்	0.653	0.745	0.816
emphasize	வலியுறுத்த	0.510	0.605	0.769
emphatic	வலுவான	0.615	0.707	0.732
emphysema	எம்பிஸிமாவால்	0.156	0.556	0.336
empire	பேரரசு	0.688	0.730	0.944
empirical	அனுபவ	0.500	0.510	0.574
empiricism	அனுபவவாதத்திற்கும்	0.583	0.460	0.547
employ	வேலை	0.729	0.481	0.702
employee	ஊழியர்	0.582	0.361	0.481
employer	முதலாளி	0.663	0.518	0.767
employment	வேலை	0.750	0.594	0.611
emporium	எம்போரியம்	0.622	0.556	0.724
