Word	Albanian-sq	Valence	Arousal	Dominance
droplet	pikëz	0.625	0.208	0.194
dropout	braktisin	0.253	0.550	0.481
dropper	pikatore	0.333	0.216	0.236
drought	thatësirë	0.133	0.353	0.267
drove	NO TRANSLATION	0.541	0.528	0.623
drown	mbytem	0.071	0.860	0.270
drowsiness	të qenët i përgjumur	0.260	0.194	0.303
drowsy	i përgjumur	0.375	0.180	0.240
drudgery	angari	0.094	0.522	0.241
drug	drogë	0.214	0.790	0.453
drug dealing	Shitës i drogës	0.042	0.843	0.500
drugged	i droguar	0.102	0.750	0.321
druggist	farmacist	0.240	0.561	0.417
drugs	droga	0.167	0.750	0.368
drugstore	farmaci	0.490	0.343	0.518
druid	Druid	0.517	0.445	0.481
drum	daulle	0.615	0.679	0.339
drummer	baterist	0.646	0.700	0.564
drumming	nxitjen	0.594	0.750	0.426
drunk	i dehur	0.194	0.800	0.250
drunk driving	ngarje të dehur	0.073	0.900	0.306
drunkard	pijanec	0.240	0.873	0.250
drunken	i dehur	0.155	0.849	0.250
drunkenness	dehurit	0.214	0.774	0.336
dry	thatë	0.363	0.169	0.311
dryer	tharëse	0.479	0.343	0.277
dryness	thatësi	0.292	0.296	0.263
dual	dual	0.573	0.330	0.384
dualism	dualizëm	0.490	0.406	0.536
duality	dualitet	0.438	0.520	0.503
dub	pagëzoj	0.510	0.480	0.387
dubious	i dyshimtë	0.414	0.480	0.198
duchess	dukeshë	0.656	0.548	0.711
duck	rosë	0.594	0.337	0.236
ducking	ducking	0.344	0.573	0.294
duckling	bibë	0.602	0.353	0.263
ducky	zogëz	0.520	0.430	0.368
duct	kanal	0.449	0.435	0.430
ductile	i urtë	0.508	0.420	0.433
dud	gjë pa vlerë	0.167	0.455	0.246
dude	tip	0.809	0.356	0.615
duds	sende personale	0.347	0.311	0.339
due	shkak	0.562	0.340	0.467
duel	duel	0.271	0.696	0.589
dues	shumë për t'u paguar	0.367	0.461	0.288
duet	duet	0.694	0.693	0.527
duffel	çantë doku	0.500	0.400	0.384
dugout	gropë	0.490	0.370	0.463
duh	duh	0.357	0.461	0.364
duke	dukë	0.667	0.440	0.669
dull	e shurdhër	0.194	0.120	0.185
dullard	dullard	0.450	0.480	0.365
dumb	memec	0.188	0.330	0.151
dumbasses	dumbasses	0.316	0.590	0.363
dumbbell	trap	0.302	0.469	0.364
dumbbitch	NO TRANSLATION	0.281	0.636	0.393
dumfound	dumfound	0.271	0.551	0.295
dumfounder	NO TRANSLATION	0.406	0.481	0.400
dummy	bedel	0.440	0.144	0.250
dump	grumbull mbeturinash	0.345	0.500	0.370
dumpling	trashaluq	0.580	0.321	0.360
dumps	mërzi	0.302	0.583	0.365
dumpster	Dumpster	0.229	0.418	0.101
dun	i murmë	0.458	0.431	0.339
dunce	njeri i trashë	0.188	0.327	0.146
dune	dunë	0.459	0.173	0.414
dung	NO TRANSLATION	0.104	0.549	0.149
dungeon	birucë	0.276	0.608	0.440
dunk	njom	0.406	0.333	0.475
duo	duo	0.510	0.500	0.447
dupe	dede	0.184	0.760	0.327
duplex	i dyfishtë	0.592	0.452	0.467
duplicate	kopje	0.521	0.490	0.338
duplication	bërje në dy kopje	0.480	0.564	0.577
duplicity	hipokrizi	0.406	0.500	0.578
durability	qëndrueshmëri	0.750	0.398	0.813
durable	i fortë	0.740	0.294	0.688
duration	kohëzgjatje	0.656	0.370	0.536
duress	detyrim	0.302	0.569	0.612
dusk	muzg	0.532	0.276	0.519
dusky	i errët	0.229	0.528	0.324
dust	pluhur	0.344	0.246	0.241
duster	përparëse	0.408	0.265	0.296
dustpan	kaci	0.609	0.466	0.371
dusty	me pluhur	0.406	0.294	0.255
dutiful	i sjellshëm	0.724	0.245	0.585
duty	detyrë	0.583	0.579	0.651
dwarf	xhuxh	0.370	0.340	0.288
dwarfed	dwarfed	0.365	0.265	0.293
dweeb	dweeb	0.354	0.446	0.327
dwell	banoj	0.698	0.245	0.611
dweller	banor	0.615	0.304	0.500
dwelling	banesë	0.765	0.330	0.481
dye	bojë	0.479	0.314	0.371
dying	që po vdes	0.040	0.664	0.422
dyke	digë	0.438	0.396	0.566
dynamic	dinamik	0.724	0.750	0.836
dynamical	dinamike	0.786	0.730	0.827
dynamics	dinamikë	0.745	0.682	0.774
dynamite	dinamit	0.344	0.860	0.783
dynamo	dinamo	0.531	0.650	0.593
dynasty	dinasti	0.725	0.588	0.936
dysentery	dizenteri	0.260	0.528	0.345
dysfunction	mosfunksionim	0.156	0.410	0.386
dysfunctional	jofunksionale	0.125	0.558	0.307
dyspepsia	dispepsi	0.212	0.470	0.460
eager	i etur	0.521	0.812	0.306
eagerness	padurim	0.406	0.621	0.443
eagle	shqiponjë	0.604	0.594	0.679
ear	vesh	0.469	0.216	0.231
earful	earful	0.533	0.462	0.443
earl	kont	0.582	0.461	0.794
earlier	më herët	0.562	0.352	0.339
early	në fillim	0.633	0.373	0.426
earn	fitoj	0.865	0.769	0.817
earnest	i sinqertë	0.653	0.380	0.670
earnestly	me zell	0.847	0.490	0.717
earnestness	Earnestness	0.812	0.373	0.615
earnings	fitimet	0.938	0.650	0.875
earpiece	kufje	0.583	0.286	0.452
earring	vathë	0.583	0.520	0.500
earrings	një palë vathë	0.676	0.346	0.517
earshot	rreze dëgjimi	0.552	0.332	0.408
earth	tokë	0.750	0.225	0.614
earthenware	enë prej argjile	0.552	0.210	0.320
earthling	earthling	0.531	0.412	0.570
earthly	tokësor	0.625	0.318	0.518
earthquake	tërmet	0.073	0.930	0.812
earthy	tokësor	0.375	0.413	0.404
ease	lehtësi	0.796	0.385	0.491
easel	këmbalec piktori	0.694	0.340	0.527
easement	komoditet	0.479	0.345	0.302
easily	lehtë	0.885	0.279	0.453
east	Lindja	0.510	0.250	0.317
eastbound	eastbound	0.541	0.408	0.402
eastern	lindor	0.521	0.420	0.480
easy	i lehtë	0.865	0.194	0.373
easygoing	i butë	0.823	0.276	0.538
eat	ha	0.731	0.500	0.464
eater	hamës	0.459	0.337	0.510
eating	ushqim	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	përgjoj	0.375	0.710	0.368
eavesdropping	përgjim	0.490	0.380	0.441
ebb	dobësim	0.354	0.451	0.404
ebony	zezak	0.490	0.317	0.400
ebullient	i papërmbajtur	0.659	0.856	0.746
eccentric	ekscentrik	0.531	0.806	0.721
eccentricity	sjellje e çuditshme	0.408	0.735	0.745
ecclesiastical	kishëtar	0.673	0.270	0.660
echelon	skalion	0.490	0.404	0.425
echinacea	Echinacea	0.592	0.418	0.454
echo	jehonë	0.573	0.373	0.345
eclectic	eklektik	0.646	0.542	0.508
eclipse	Eklips	0.541	0.469	0.616
ecliptic	ekliptik	0.531	0.520	0.556
ecological	ekologjik	0.885	0.290	0.607
economic	ekonomik	0.561	0.408	0.639
economical	ekonomik	0.667	0.564	0.673
economics	ekonomi	0.625	0.481	0.632
economy	ekonomi	0.583	0.434	0.771
ecosystem	ekosistem	0.729	0.259	0.633
ecstasy	ekstazë	0.796	0.922	0.655
ecstatic	në ekstazë	0.875	0.769	0.742
ecumenical	i përgjithshëm	0.561	0.450	0.547
eddy	vorbull	0.500	0.394	0.350
edema	edemë	0.250	0.519	0.318
edge	buzë	0.439	0.470	0.468
edging	bordurë	0.479	0.394	0.370
edgy	i paduruar	0.281	0.895	0.306
edible	ushqimor	0.750	0.425	0.497
edict	dekret	0.316	0.547	0.560
edification	ngritje morale	0.625	0.481	0.697
edifice	ndërtesë	0.551	0.403	0.610
edit	redaktoj	0.510	0.410	0.544
editing	redaktimi	0.604	0.404	0.493
edition	botim	0.542	0.455	0.564
editor	redaktor	0.772	0.431	0.673
editorial	kryeartikull	0.583	0.330	0.570
educate	edukoj	0.760	0.380	0.728
educated	i edukuar	0.816	0.297	0.625
education	arsim	0.896	0.275	0.840
educational	arsimor	0.745	0.457	0.764
educator	edukator	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	EEK	0.292	0.529	0.343
eel	ngjalë	0.292	0.564	0.487
eerie	i frikshëm	0.265	0.771	0.442
effect	efekt	0.570	0.518	0.608
effective	në fuqi	0.844	0.632	0.891
effectiveness	efikasitet	0.640	0.654	0.812
effects	efektet	0.470	0.578	0.379
effectual	i frytshëm	0.776	0.559	0.820
effectually	effectually	0.724	0.500	0.594
effectuate	kryej	0.510	0.602	0.679
effeminate	si femër	0.337	0.619	0.291
efficacious	i efektshëm	0.823	0.698	0.845
efficacy	efikasitet	0.802	0.490	0.906
efficiency	efikasitet	0.802	0.509	0.892
efficient	efikas	0.959	0.604	0.830
effigy	portret	0.510	0.440	0.401
effort	përpjekje	0.698	0.778	0.858
effortless	i lehtë	0.626	0.090	0.352
effusion	derdhje	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	vezë	0.684	0.241	0.293
egghead	njeri që mendon	0.316	0.492	0.284
eggnog	eggnog	0.635	0.360	0.259
eggplant	patëllxhan	0.592	0.152	0.323
eggshell	eggshell	0.408	0.269	0.212
ego	ego	0.328	0.576	0.593
egomaniac	egomaniac	0.133	0.708	0.596
egotistical	egoist	0.156	0.667	0.363
egregious	skandaloz	0.150	0.716	0.442
egress	dalje	0.490	0.429	0.287
eight	tetë	0.540	0.199	0.315
eighteen	tetëmbëdhjetë	0.523	0.340	0.404
eighth	i tetë	0.531	0.226	0.380
eighty	tetëdhjetë	0.500	0.300	0.453
ejaculate	lëshoj një fjalë	0.604	0.896	0.604
ejaculation	derdhje	0.615	0.893	0.547
eject	nxjerr	0.434	0.656	0.559
ejection	nxjerrje	0.188	0.836	0.554
elaborate	përpunuar	0.561	0.367	0.680
elaboration	përpunim	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	kaloj	0.514	0.440	0.455
elapsed	kaluar	0.583	0.451	0.493
elastic	elastik	0.656	0.518	0.385
elasticity	elasticitet	0.635	0.452	0.582
elated	në gjendje të gëzuar	0.792	0.960	0.725
elation	ngazëllim	0.740	0.853	0.623
elbow	bërryl	0.448	0.133	0.254
eld	pleqëri	0.471	0.292	0.451
elder	i moshuar	0.448	0.153	0.462
elderly	moshuarit	0.615	0.212	0.283
elders	pleqtë	0.602	0.260	0.441
eldest	më i madh	0.625	0.471	0.741
elect	i zgjedhur	0.667	0.554	0.661
election	zgjedhje	0.625	0.519	0.651
elective	i zgjedhur	0.612	0.380	0.623
elector	zgjedhës	0.479	0.520	0.766
electoral	elektoral	0.490	0.631	0.602
electorate	elektorat	0.560	0.380	0.696
electric	elektrik	0.458	0.708	0.512
electric slide	rrëshqitje elektrike	0.542	0.660	0.536
electrical	elektrik	0.531	0.620	0.688
electrician	inxhinier elektrik	0.449	0.590	0.620
electricity	elektricitet	0.698	0.810	0.733
electrify	elektrifikoj	0.520	0.769	0.737
electrocute	electrocute	0.271	0.731	0.555
electrocution	electrocution	0.177	0.844	0.692
electromagnetic	elektromagnetike	0.531	0.632	0.683
electron	elektron	0.520	0.455	0.560
electronic	elektronik	0.571	0.490	0.704
electronics	elektronikë	0.708	0.545	0.574
elegance	hijeshi	0.918	0.396	0.824
elegant	elegant	0.865	0.500	0.685
element	element	0.531	0.259	0.481
elemental	thelbësor	0.627	0.306	0.711
elementary	fillor	0.594	0.286	0.686
elements	elementet	0.510	0.312	0.462
elephant	elefant	0.531	0.510	0.615
elevate	ngre	0.812	0.500	0.804
elevated	i lartë	0.704	0.594	0.620
elevation	lartësi	0.760	0.759	0.711
elevator	Ashensor	0.562	0.604	0.676
eleven	njëmbëdhjetë	0.449	0.250	0.430
eleventh	i njëmbëdhjetë	0.594	0.329	0.357
elf	kukudh	0.460	0.457	0.315
elicit	nxjerr	0.406	0.594	0.658
eligible	i pranueshëm	0.750	0.400	0.518
eliminate	eliminoj	0.265	0.670	0.324
elimination	eliminimi	0.052	0.667	0.431
elite	elitë	0.688	0.704	0.737
elitist	elitist	0.500	0.606	0.656
elixir	eliksir	0.708	0.587	0.604
elk	dre	0.439	0.337	0.340
ell	masë gjatësie	0.469	0.418	0.373
ellipse	elips	0.531	0.410	0.479
ellipsis	shenja që tregojn heqjen e tekstit	0.653	0.358	0.314
ellipsoid	ellipsoid	0.500	0.440	0.419
elliptic	eliptik	0.500	0.431	0.528
elliptical	eliptik	0.338	0.385	0.490
elm	elm	0.510	0.345	0.321
elongate	zgjas	0.583	0.385	0.540
elongation	zgjatim	0.561	0.500	0.500
elope	fshihem	0.396	0.694	0.528
eloquence	gojëtari	0.729	0.490	0.804
eloquent	shprehës	0.870	0.680	0.741
elucidate	shpjegoj	0.583	0.509	0.518
elucidation	sqarim	0.650	0.574	0.586
elude	evitoj	0.438	0.521	0.464
elusive	i pakapshëm	0.229	0.615	0.466
emaciated	i dobësuar	0.103	0.541	0.151
email	email	0.698	0.230	0.456
emanate	zë fill	0.653	0.464	0.554
emancipation	emancipim	0.704	0.684	0.763
embankment	argjinaturë	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	hipi	0.541	0.550	0.619
embarrass	vë në siklet	0.082	0.667	0.364
embarrassed	i zënë ngushtë	0.184	0.560	0.246
embarrassing	i ngatërruar	0.226	0.809	0.225
embarrassment	siklet	0.143	0.685	0.226
embassy	ambasadë	0.622	0.333	0.758
embattled	sulmuar	0.235	0.724	0.421
embed	mbjell	0.417	0.554	0.670
embellish	stolis	0.842	0.500	0.769
embellishment	zbukurim	0.673	0.449	0.405
embers	thëngjijtë	0.490	0.481	0.508
embezzlement	përvetësim	0.143	0.827	0.435
embezzler	përvetësuesi	0.146	0.823	0.491
emblem	simbol	0.640	0.330	0.754
emblematic	simbolik	0.771	0.459	0.798
embodiment	mishërim	0.562	0.690	0.663
embolism	emboli	0.104	0.660	0.302
embossed	embossed	0.531	0.481	0.500
embrace	përqafoj	0.949	0.490	0.452
embroidered	Embroidered	0.677	0.279	0.407
embroidery	qëndisje	0.781	0.358	0.280
embroiled	i ngatërruar	0.337	0.721	0.420
embryo	embrion	0.673	0.469	0.453
embryonic	embrional	0.573	0.453	0.598
emcee	Emcee	0.694	0.577	0.691
emerald	smeraldi	0.740	0.363	0.726
emerge	dal	0.602	0.594	0.731
emergence	shfaqje	0.276	0.857	0.676
emergency	urgjencë	0.200	0.900	0.571
emeritus	emeritus	0.633	0.402	0.735
emery	zmeril	0.469	0.583	0.472
emetophobia	emetophobia	0.243	0.620	0.403
emigrate	emigroj	0.356	0.812	0.508
emigration	emigrim	0.564	0.664	0.432
eminence	famë	0.816	0.644	0.837
eminent	i shquar	0.740	0.620	0.830
eminently	jashtëzakonisht	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	emisar	0.562	0.462	0.636
emission	emision	0.510	0.453	0.591
emit	emetoj	0.638	0.445	0.510
emo	emo	0.354	0.314	0.226
emotion	emocion	0.693	0.873	0.696
emotional	emocional	0.779	0.714	0.526
emotive	emocional	0.917	0.741	0.525
empathic	empatik	0.760	0.570	0.558
empathize	theksohet	0.802	0.591	0.660
empathy	ndjeshmëri	0.729	0.349	0.545
emperor	perandor	0.651	0.704	0.962
emphasis	theks	0.653	0.745	0.816
emphasize	theksoj	0.510	0.605	0.769
emphatic	këmbëngulës	0.615	0.707	0.732
emphysema	emfizemë	0.156	0.556	0.336
empire	perandori	0.688	0.730	0.944
empirical	empirik	0.500	0.510	0.574
empiricism	empirizëm	0.583	0.460	0.547
employ	punë	0.729	0.481	0.702
employee	punonjës	0.582	0.361	0.481
employer	punëdhënës	0.663	0.518	0.767
employment	punësimi	0.750	0.594	0.611
emporium	magazinë e madhe	0.622	0.556	0.724
empower	fuqizojë	0.694	0.779	0.891
empress	perandoreshë	0.716	0.669	0.855
emptiness	zbrazëti	0.177	0.173	0.184
emption	zëvendsim	0.570	0.406	0.458
empty	bosh	0.188	0.183	0.081
emu	emu	0.420	0.358	0.330
emulate	matem	0.438	0.340	0.549
emulsion	emulsion	0.562	0.431	0.453
enable	mundësoj	0.760	0.491	0.782
enablement	enablement	0.600	0.451	0.750
enact	luaj	0.680	0.564	0.598
enactment	ligj	0.667	0.612	0.769
enamel	smalt	0.594	0.280	0.306
encampment	fushim	0.677	0.573	0.605
enchant	kënaq	0.873	0.650	0.643
enchanted	magjepsur	0.917	0.633	0.687
enchanting	shumë i këndshëm	0.917	0.681	0.708
enchantment	magji	0.816	0.775	0.647
enchantress	magjistare	0.398	0.663	0.479
enchilada	enchilada	0.542	0.553	0.371
encircle	rrethoj	0.460	0.500	0.519
encircling	encircling	0.510	0.368	0.557
enclave	enklavë	0.531	0.333	0.580
enclose	fus	0.531	0.477	0.473
enclosure	mbyllje	0.417	0.375	0.490
encode	shifroj	0.490	0.500	0.734
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	encomium	0.541	0.451	0.519
encompass	qarkoj	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	takim	0.865	0.702	0.689
encourage	inkurajoj	0.896	0.580	0.704
encouraged	inkurajuar	0.953	0.702	0.657
encouragement	inkurajim	0.865	0.700	0.759
encouraging	inkurajues	0.823	0.583	0.755
encroach	shkel	0.302	0.742	0.702
encroachment	cenim	0.255	0.736	0.620
encrypt	encrypt	0.500	0.387	0.500
encryption	encryption	0.547	0.415	0.474
encumbrance	pengesë	0.300	0.521	0.480
encyclopedia	enciklopedi	0.679	0.320	0.645
end	fund	0.198	0.349	0.298
end table	Tabela në fund	0.541	0.480	0.482
endanger	rrezikoj	0.115	0.885	0.404
endangered	rrezikuara	0.083	0.885	0.430
endangerment	rrezikimi	0.167	0.873	0.519
endearing	endearing	0.663	0.434	0.604
endeavor	përpjekje	0.677	0.755	0.765
ended	përfunduar	0.302	0.500	0.500
endemic	endemik	0.406	0.480	0.483
endgame	fazë e fundit të luftës	0.449	0.538	0.526
ending	fund	0.344	0.365	0.492
endless	i pafund	0.347	0.462	0.472
endocarditis	endokardit	0.235	0.587	0.412
endorse	vërtetoj	0.592	0.392	0.472
endorsement	miratim	0.834	0.360	0.611
endow	financoj	0.684	0.398	0.609
endowed	pajisur	0.755	0.510	0.769
endowment	dhuratë	0.685	0.578	0.647
endpapers	endpapers	0.542	0.400	0.339
endpoint	pika e fundit	0.311	0.410	0.448
endurance	durim	0.592	0.745	0.760
endure	qëndroj	0.320	0.610	0.574
enduring	i qëndrueshëm	0.633	0.459	0.768
enema	klizmë	0.281	0.673	0.268
enemy	armik	0.135	0.794	0.591
energetic	energjik	0.847	0.868	0.902
energize	aktivizoj	0.792	0.810	0.875
energy	energji	0.944	0.725	0.868
enforce	zbatoj	0.583	0.644	0.836
enforcement	zbatim	0.594	0.571	0.736
enforcer	Zbatues	0.398	0.612	0.639
engage	angazhoj	0.771	0.796	0.713
engaged	angazhuar	0.837	0.596	0.849
engagement	angazhim	0.906	0.587	0.807
engaging	tërheqës	0.948	0.612	0.862
engender	sjell	0.561	0.741	0.688
engine	motor	0.615	0.644	0.676
engineer	inxhinier	0.719	0.500	0.875
engineering	inxhinieri	0.735	0.471	0.836
engrave	gdhend	0.486	0.442	0.517
engraved	gdhendur	0.542	0.375	0.473
engraver	gdhendës	0.552	0.417	0.500
engraving	gdhendje	0.604	0.430	0.442
engrossed	engrossed	0.541	0.471	0.304
engrossing	tërheqës	0.698	0.702	0.750
engulf	gllabëroj	0.398	0.573	0.500
enhance	rrit	0.802	0.578	0.814
enhancement	përmirësim	0.877	0.490	0.741
enigma	enigmë	0.513	0.700	0.500
enigmatic	enigmatik	0.469	0.589	0.679
enjoin	urdhëroj	0.594	0.454	0.732
enjoy	gëzojnë	0.959	0.725	0.750
enjoyable	e kënaqshme	1.000	0.481	0.605
enjoying	shijuar	0.908	0.759	0.759
enjoyment	kënaqësi	0.930	0.612	0.716
enlarge	zgjeroj	0.735	0.606	0.688
enlarged	i zmadhuar	0.673	0.490	0.518
enlargement	zgjerim	0.677	0.577	0.616
enlighten	sqaroj	0.729	0.549	0.667
enlightened	Lartësuar shpirtërisht	0.956	0.566	0.700
enlightening	i shkolluar	0.825	0.729	0.727
enlightenment	sqarim	0.837	0.549	0.619
enlist	rekrutoj	0.510	0.370	0.483
enliven	gjallëroj	0.833	0.683	0.702
enmity	armiqësi	0.094	0.706	0.382
ennui	mërzi	0.406	0.461	0.316
enormity	poshtërsi	0.594	0.648	0.848
enormous	i pamasë	0.677	0.665	0.886
enormously	jashtëzakonisht	0.760	0.694	0.872
enraged	i tërbuar	0.083	0.962	0.636
enrich	pasuroj	0.896	0.731	0.705
enroll	regjistroj	0.696	0.530	0.611
enrollment	regjistrim	0.667	0.391	0.698
ensemble	ansambël	0.697	0.418	0.586
ensign	flamur	0.663	0.270	0.545
enslave	robëroj	0.073	0.800	0.481
enslaved	i skllavëruar	0.104	0.720	0.321
enslavement	skllavërim	0.086	0.635	0.302
ensue	pasoj	0.698	0.363	0.332
ensure	siguroj	0.737	0.406	0.759
entail	detyroj	0.484	0.630	0.645
entangled	i ngatërruar	0.319	0.578	0.357
entanglement	ngatërresë	0.302	0.765	0.248
enter	hyj	0.708	0.470	0.500
enterprise	ndërmarrje	0.760	0.392	0.754
enterprising	me iniciativë	0.865	0.784	0.875
entertain	pres	0.918	0.684	0.598
entertained	argëtuan	0.902	0.644	0.712
entertainer	zot shtëpie	0.888	0.709	0.759
entertaining	i këndshëm	0.833	0.658	0.660
entertainment	argëtim	0.847	0.750	0.569
enthralled	magjepsur	0.745	0.602	0.615
enthusiasm	entuziazëm	0.938	0.816	0.798
enthusiast	entuziast	0.867	0.810	0.875
enthusiastic	entuziast	0.885	0.868	0.848
entice	tërheq	0.521	0.887	0.518
entire	i tërë	0.689	0.462	0.698
entirety	tërësi	0.854	0.460	0.804
entitle	i jap të drejtë	0.729	0.333	0.827
entity	entitet	0.542	0.402	0.670
entomology	entomologji	0.438	0.396	0.545
entourage	rrethim	0.491	0.567	0.467
entrails	gji	0.365	0.538	0.387
entrance	hyrje	0.698	0.393	0.526
entrapment	entrapment	0.177	0.604	0.441
entreat	përgjërohem	0.304	0.560	0.462
entree	anëtarësim	0.615	0.477	0.624
entrepreneur	sipërmarrës	0.885	0.704	0.920
entrust	besoj	0.693	0.310	0.630
entry	hyrje	0.552	0.353	0.602
enumerate	numëroj	0.521	0.390	0.491
enumeration	numërim	0.548	0.327	0.534
envelope	zarf	0.604	0.275	0.377
envious	ziliqar	0.110	0.754	0.341
environ	NO TRANSLATION	0.724	0.221	0.433
environment	mjedis	0.646	0.194	0.528
environmental	mjedisore	0.633	0.313	0.664
environs	rrethina	0.561	0.288	0.345
envision	përfytyroj	0.625	0.449	0.483
envoy	i dërguar	0.531	0.375	0.586
envy	zili	0.240	0.704	0.427
enzyme	enzimë	0.562	0.277	0.481
ephemeral	kalimtar	0.500	0.312	0.377
ephemeris	Ephemeris	0.640	0.380	0.528
epic	epik	0.857	0.713	0.830
epidemic	epidemi	0.092	0.830	0.611
epidermis	veshje e guaskës	0.418	0.490	0.426
epidural	epidural	0.347	0.452	0.525
epilepsy	epilepsi	0.061	0.854	0.250
epileptic	epileptik	0.146	0.794	0.340
epilogue	epilog	0.582	0.353	0.466
epiphany	pagëzim	0.625	0.596	0.526
episcopal	peshkopal	0.542	0.314	0.750
episode	episod	0.719	0.367	0.509
episodic	episodik	0.531	0.542	0.462
epistle	letër	0.604	0.417	0.535
epitaph	epitaf	0.276	0.323	0.442
epithet	epitet	0.530	0.394	0.524
epitome	mishërim	0.510	0.500	0.667
epoch	epokë	0.553	0.343	0.797
equal	i barabartë	0.781	0.178	0.407
equality	barazi	0.898	0.305	0.716
equalization	barazim	0.625	0.422	0.423
equalize	barazoj	0.738	0.281	0.574
equalizer	barazues	0.604	0.451	0.586
equally	njëlloj	0.625	0.264	0.436
equate	vë shenjën e barazimit	0.724	0.382	0.624
equation	ekuacion	0.479	0.384	0.608
equator	ekuator	0.550	0.302	0.462
equatorial	ekuatorial	0.550	0.271	0.593
equestrian	kalorës	0.633	0.519	0.417
equidistant	i baraslarguar	0.375	0.406	0.509
equilibration	baraspeshim	0.724	0.317	0.593
equilibrium	ekuilibër	0.676	0.235	0.620
equip	pajis	0.650	0.519	0.713
equipment	pajisje	0.745	0.495	0.700
equitable	i drejtë	0.714	0.286	0.750
equity	kapitalit	0.792	0.304	0.614
equivalence	ekuivalencë	0.663	0.250	0.582
equivalent	ekuivalent	0.646	0.347	0.500
equivocal	i dyshimtë	0.327	0.482	0.257
era	epokë	0.615	0.407	0.449
eradicate	çrrënjos	0.260	0.690	0.686
eradication	çrrënjosje	0.208	0.788	0.685
erase	shuaj	0.240	0.260	0.321
eraser	gomë	0.458	0.209	0.311
erasure	fshirje	0.281	0.360	0.265
ere	NO TRANSLATION	0.479	0.312	0.377
erect	i drejtë	0.643	0.885	0.627
erectile	që mund të ngrerë	0.542	0.796	0.625
erection	mbledhje	0.640	0.856	0.695
ergo	NO TRANSLATION	0.385	0.400	0.385
erode	ha	0.208	0.643	0.580
erosion	erozion	0.312	0.770	0.465
erotic	erotik	0.625	0.946	0.683
erotica	letërsi erotike	0.781	0.870	0.579
err	gaboj	0.146	0.660	0.236
errand	porosi	0.385	0.519	0.482
errant	endacak	0.205	0.602	0.375
erratic	i çrregullt	0.271	0.503	0.217
erratum	gabim shtypi	0.327	0.528	0.436
erroneous	i gabuar	0.057	0.561	0.245
error	gabim	0.094	0.559	0.198
erst	NO TRANSLATION	0.277	0.422	0.357
erudite	dijetar	0.719	0.434	0.774
erupt	shpërthej	0.188	0.820	0.818
