Word	Tajik-tg	Valence	Arousal	Dominance
easygoing	оромӣ	0.823	0.276	0.538
eat	хӯрдан	0.731	0.500	0.464
eater	данд	0.459	0.337	0.510
eating	хӯрок	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	дӯхта шудааст	0.375	0.710	0.368
eavesdropping	данд	0.490	0.380	0.441
ebb	ebb	0.354	0.451	0.404
ebony	ebony	0.490	0.317	0.400
ebullient	омехта	0.659	0.856	0.746
eccentric	экспериментсия	0.531	0.806	0.721
eccentricity	экскурсия	0.408	0.735	0.745
ecclesiastical	табобат	0.673	0.270	0.660
echelon	echelon	0.490	0.404	0.425
echinacea	echinacea	0.592	0.418	0.454
echo	echo	0.573	0.373	0.345
eclectic	эклектикӣ	0.646	0.542	0.508
eclipse	Таклиф	0.541	0.469	0.616
ecliptic	таблитсер	0.531	0.520	0.556
ecological	экологӣ	0.885	0.290	0.607
economic	иқтисод	0.561	0.408	0.639
economical	иқтисод	0.667	0.564	0.673
economics	иқтисод	0.625	0.481	0.632
economy	иқтисод	0.583	0.434	0.771
ecosystem	экосистема	0.729	0.259	0.633
ecstasy	эстрада	0.796	0.922	0.655
ecstatic	орзу	0.875	0.769	0.742
ecumenical	экуменативӣ	0.561	0.450	0.547
eddy	Садо Ояндасоз	0.500	0.394	0.350
edema	устухон	0.250	0.519	0.318
edge	канори	0.439	0.470	0.468
edging	данд	0.479	0.394	0.370
edgy	Садо Ояндасоз	0.281	0.895	0.306
edible	хӯрокхӯрӣ	0.750	0.425	0.497
edict	Қоидаҳои мо	0.316	0.547	0.560
edification	таъмир	0.625	0.481	0.697
edifice	сохтмон	0.551	0.403	0.610
edit	таҳрир кардан	0.510	0.410	0.544
editing	вироиш	0.604	0.404	0.493
edition	чопи	0.542	0.455	0.564
editor	муҳаррир	0.772	0.431	0.673
editorial	таҳрирӣ	0.583	0.330	0.570
educate	омӯзед	0.760	0.380	0.728
educated	маориф	0.816	0.297	0.625
education	маориф	0.896	0.275	0.840
educational	маориф	0.745	0.457	0.764
educator	омӯзгор	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	данд	0.292	0.529	0.343
eel	мормоҳӣ	0.292	0.564	0.487
eerie	нанд	0.265	0.771	0.442
effect	таъсири	0.570	0.518	0.608
effective	самаранок	0.844	0.632	0.891
effectiveness	самаранокӣ	0.640	0.654	0.812
effects	таъсири манфӣ	0.470	0.578	0.379
effectual	самаранок	0.776	0.559	0.820
effectually	таъсирбахш аст	0.724	0.500	0.594
effectuate	самаранок	0.510	0.602	0.679
effeminate	самаранок	0.337	0.619	0.291
efficacious	efficacious	0.823	0.698	0.845
efficacy	самаранокӣ	0.802	0.490	0.906
efficiency	самаранок	0.802	0.509	0.892
efficient	самаранок	0.959	0.604	0.830
effigy	сола	0.510	0.440	0.401
effort	кӯшиш	0.698	0.778	0.858
effortless	осон нест	0.626	0.090	0.352
effusion	офтобӣ	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	тухм	0.684	0.241	0.293
egghead	қасдан	0.316	0.492	0.284
eggnog	тухм	0.635	0.360	0.259
eggplant	бодимҷон	0.592	0.152	0.323
eggshell	тухм	0.408	0.269	0.212
ego	ego	0.328	0.576	0.593
egomaniac	мисол	0.133	0.708	0.596
egotistical	экзотикӣ	0.156	0.667	0.363
egregious	мантиқан	0.150	0.716	0.442
egress	иртибот	0.490	0.429	0.287
eight	ҳашт	0.540	0.199	0.315
eighteen	ҳаштод	0.523	0.340	0.404
eighth	ҳаштум	0.531	0.226	0.380
eighty	ҳаштодум	0.500	0.300	0.453
ejaculate	хоб кунед	0.604	0.896	0.604
ejaculation	ejaculation	0.615	0.893	0.547
eject	данд	0.434	0.656	0.559
ejection	бартараф	0.188	0.836	0.554
elaborate	таҳия шудааст	0.561	0.367	0.680
elaboration	таҳия	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	баргашт	0.514	0.440	0.455
elapsed	гузашт	0.583	0.451	0.493
elastic	Элимизод	0.656	0.518	0.385
elasticity	ҷисм	0.635	0.452	0.582
elated	хомӯш карда шудааст	0.792	0.960	0.725
elation	шад	0.740	0.853	0.623
elbow	бегона	0.448	0.133	0.254
eld	данд	0.471	0.292	0.451
elder	пир	0.448	0.153	0.462
elderly	сола	0.615	0.212	0.283
elders	пирон	0.602	0.260	0.441
eldest	калонтарин	0.625	0.471	0.741
elect	интихоб кунед	0.667	0.554	0.661
election	интихобот	0.625	0.519	0.651
elective	интихобшуда	0.612	0.380	0.623
elector	интихобкунандагон	0.479	0.520	0.766
electoral	интихобот	0.490	0.631	0.602
electorate	интихобкунандагон	0.560	0.380	0.696
electric	электр	0.458	0.708	0.512
electric slide	слайдҳои барқӣ	0.542	0.660	0.536
electrical	электрикӣ	0.531	0.620	0.688
electrician	электрикӣ	0.449	0.590	0.620
electricity	қувваи барқ	0.698	0.810	0.733
electrify	электрикӣ	0.520	0.769	0.737
electrocute	электростандарт	0.271	0.731	0.555
electrocution	электрозия	0.177	0.844	0.692
electromagnetic	электромагнитӣ	0.531	0.632	0.683
electron	электронӣ	0.520	0.455	0.560
electronic	электронӣ	0.571	0.490	0.704
electronics	электроника	0.708	0.545	0.574
elegance	шаъну шараф	0.918	0.396	0.824
elegant	зебо	0.865	0.500	0.685
element	element	0.531	0.259	0.481
elemental	elemental	0.627	0.306	0.711
elementary	ибтидоӣ	0.594	0.286	0.686
elements	унсурҳо	0.510	0.312	0.462
elephant	фил	0.531	0.510	0.615
elevate	баланд аст	0.812	0.500	0.804
elevated	баланд шуд	0.704	0.594	0.620
elevation	баландӣ	0.760	0.759	0.711
elevator	лифт	0.562	0.604	0.676
eleven	11)	0.449	0.250	0.430
eleventh	нӯҳум	0.594	0.329	0.357
elf	Эл	0.460	0.457	0.315
elicit	эй	0.406	0.594	0.658
eligible	лутфан	0.750	0.400	0.518
eliminate	бартараф карда шавад	0.265	0.670	0.324
elimination	бартараф кардан	0.052	0.667	0.431
elite	элита	0.688	0.704	0.737
elitist	Элитсист	0.500	0.606	0.656
elixir	Экспертиза	0.708	0.587	0.604
elk	Эл	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	ellipse	0.531	0.410	0.479
ellipsis	ellipsis	0.653	0.358	0.314
ellipsoid	ellipsoid	0.500	0.440	0.419
elliptic	elliptic	0.500	0.431	0.528
elliptical	elliptical	0.338	0.385	0.490
elm	эм	0.510	0.345	0.321
elongate	дарозтар аст	0.583	0.385	0.540
elongation	Эшон	0.561	0.500	0.500
elope	хомӯш	0.396	0.694	0.528
eloquence	овоздиҳӣ	0.729	0.490	0.804
eloquent	маъқул	0.870	0.680	0.741
elucidate	хулоса	0.583	0.509	0.518
elucidation	хулоса	0.650	0.574	0.586
elude	садақа додан	0.438	0.521	0.464
elusive	зӯроварӣ	0.229	0.615	0.466
emaciated	заъиф	0.103	0.541	0.151
email	почтаи электронӣ	0.698	0.230	0.456
emanate	эминанд	0.653	0.464	0.554
emancipation	озод шудан	0.704	0.684	0.763
embankment	куҷост?	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	ворид кунед	0.541	0.550	0.619
embarrass	хиҷолат мекашад	0.082	0.667	0.364
embarrassed	хиҷолат мекашид	0.184	0.560	0.246
embarrassing	хиҷолат мекашанд	0.226	0.809	0.225
embarrassment	шармандагӣ	0.143	0.685	0.226
embassy	сафорат	0.622	0.333	0.758
embattled	хоб кунед	0.235	0.724	0.421
embed	дохил карда шудааст	0.417	0.554	0.670
embellish	тасаввур кунед	0.842	0.500	0.769
embellishment	тасаввур кунед	0.673	0.449	0.405
embers	хандид	0.490	0.481	0.508
embezzlement	дуздидааст	0.143	0.827	0.435
embezzler	садақа	0.146	0.823	0.491
emblem	нишона	0.640	0.330	0.754
emblematic	нусхабардорӣ	0.771	0.459	0.798
embodiment	тасвири	0.562	0.690	0.663
embolism	имплансизм	0.104	0.660	0.302
embossed	хонданд	0.531	0.481	0.500
embrace	гиред	0.949	0.490	0.452
embroidered	кашида шудааст	0.677	0.279	0.407
embroidery	кашондода	0.781	0.358	0.280
embroiled	задааст	0.337	0.721	0.420
embryo	ҷанин	0.673	0.469	0.453
embryonic	эмгузаронӣ	0.573	0.453	0.598
emcee	зада истодааст	0.694	0.577	0.691
emerald	зуком	0.740	0.363	0.726
emerge	пайдо мешавад	0.602	0.594	0.731
emergence	пайдоиши	0.276	0.857	0.676
emergency	ҳолати фавқулодда	0.200	0.900	0.571
emeritus	энергия	0.633	0.402	0.735
emery	эйер	0.469	0.583	0.472
emetophobia	эмпопобия	0.243	0.620	0.403
emigrate	муҳоҷират	0.356	0.812	0.508
emigration	муҳоҷират	0.564	0.664	0.432
eminence	беназир	0.816	0.644	0.837
eminent	элита	0.740	0.620	0.830
eminently	албатта	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	эмиссия	0.562	0.462	0.636
emission	партоб шуд	0.510	0.453	0.591
emit	emit	0.638	0.445	0.510
emo	данд	0.354	0.314	0.226
emotion	эмотсия	0.693	0.873	0.696
emotional	эмотсионалӣ	0.779	0.714	0.526
emotive	эмотсионалӣ	0.917	0.741	0.525
empathic	император	0.760	0.570	0.558
empathize	фикр кунед	0.802	0.591	0.660
empathy	дилсӯзӣ	0.729	0.349	0.545
emperor	император	0.651	0.704	0.962
emphasis	диққат диҳед	0.653	0.745	0.816
emphasize	таъкид мекунанд	0.510	0.605	0.769
emphatic	амфатикӣ	0.615	0.707	0.732
emphysema	амфизема	0.156	0.556	0.336
empire	империя	0.688	0.730	0.944
empirical	мӯътадил	0.500	0.510	0.574
empiricism	империализм	0.583	0.460	0.547
employ	кор кардан	0.729	0.481	0.702
employee	коргар	0.582	0.361	0.481
employer	корфармо	0.663	0.518	0.767
employment	шуѓл	0.750	0.594	0.611
emporium	эмблема	0.622	0.556	0.724
empower	қувват мебахшад	0.694	0.779	0.891
empress	задааст	0.716	0.669	0.855
emptiness	бесадо	0.177	0.173	0.184
emption	моддӣ	0.570	0.406	0.458
empty	холӣ	0.188	0.183	0.081
emu	Э.	0.420	0.358	0.330
emulate	иморат кунед	0.438	0.340	0.549
emulsion	emulsion	0.562	0.431	0.453
enable	имкон медиҳад	0.760	0.491	0.782
enablement	дастгирӣ	0.600	0.451	0.750
enact	созед	0.680	0.564	0.598
enactment	қонунгузорӣ	0.667	0.612	0.769
enamel	пӯст	0.594	0.280	0.306
encampment	қитъа	0.677	0.573	0.605
enchant	эҷодкор	0.873	0.650	0.643
enchanted	заҳматкаш	0.917	0.633	0.687
enchanting	шодравон	0.917	0.681	0.708
enchantment	зебоӣ	0.816	0.775	0.647
enchantress	анчанд	0.398	0.663	0.479
enchilada	анчилада	0.542	0.553	0.371
encircle	пароканда	0.460	0.500	0.519
encircling	воҳима	0.510	0.368	0.557
enclave	резед	0.531	0.333	0.580
enclose	дохил карда шаванд	0.531	0.477	0.473
enclosure	муҳофиз	0.417	0.375	0.490
encode	encode	0.490	0.500	0.734
encomiastic	NO TRANSLATION	0.541	0.500	0.670
encomium	аникияти	0.541	0.451	0.519
encompass	дарвоқеъ	0.520	0.298	0.661
encore	NO TRANSLATION	0.510	0.423	0.500
encounter	вохӯрӣ	0.865	0.702	0.689
encourage	ҳавасманд	0.896	0.580	0.704
encouraged	рӯҳбаландкунанда аст	0.953	0.702	0.657
encouragement	рӯҳбаландӣ	0.865	0.700	0.759
encouraging	рӯҳбаландкунанда	0.823	0.583	0.755
encroach	азият мекашанд	0.302	0.742	0.702
encroachment	қаллобӣ	0.255	0.736	0.620
encrypt	шифргузори	0.500	0.387	0.500
encryption	рамзгузорӣ	0.547	0.415	0.474
encumbrance	рабт дорад	0.300	0.521	0.480
encyclopedia	энсиклопедия	0.679	0.320	0.645
end	Поён	0.198	0.349	0.298
end table	мизи ниҳоӣ	0.541	0.480	0.482
endanger	хатарнок аст	0.115	0.885	0.404
endangered	хатарнок аст	0.083	0.885	0.430
endangerment	хатарнок	0.167	0.873	0.519
endearing	истироҳат	0.663	0.434	0.604
endeavor	кӯшиш кунед	0.677	0.755	0.765
ended	анҷом ёфт	0.302	0.500	0.500
endemic	endemic	0.406	0.480	0.483
endgame	тамаркуз	0.449	0.538	0.526
ending	хотима меёбад	0.344	0.365	0.492
endless	беохир	0.347	0.462	0.472
endocarditis	endocarditis	0.235	0.587	0.412
endorse	Садо Ояндасоз	0.592	0.392	0.472
endorsement	тасдиқ карда шудааст	0.834	0.360	0.611
endow	истироҳат кунед	0.684	0.398	0.609
endowed	Дунёи иқтисод	0.755	0.510	0.769
endowment	истироҳат	0.685	0.578	0.647
endpapers	рӯзнома	0.542	0.400	0.339
endpoint	охири нуқта	0.311	0.410	0.448
endurance	истодагарӣ мекунанд	0.592	0.745	0.760
endure	истодаанд	0.320	0.610	0.574
enduring	истодааст	0.633	0.459	0.768
enema	enema	0.281	0.673	0.268
enemy	душман	0.135	0.794	0.591
energetic	энергетикӣ	0.847	0.868	0.902
energize	эҷод кунед	0.792	0.810	0.875
energy	энергия	0.944	0.725	0.868
enforce	иҷро мекунад	0.583	0.644	0.836
enforcement	Амалиёт	0.594	0.571	0.736
enforcer	иҷрогар	0.398	0.612	0.639
engage	кор кунед	0.771	0.796	0.713
engaged	машғуланд	0.837	0.596	0.849
engagement	ҷалб кардан	0.906	0.587	0.807
engaging	ҷалб кардан	0.948	0.612	0.862
engender	меафзояд	0.561	0.741	0.688
engine	муҳаррик	0.615	0.644	0.676
engineer	муҳандис	0.719	0.500	0.875
engineering	муҳандисӣ	0.735	0.471	0.836
engrave	ангиштсанг	0.486	0.442	0.517
engraved	ҷашн гирифта мешавад	0.542	0.375	0.473
engraver	шоколад	0.552	0.417	0.500
engraving	шоколад	0.604	0.430	0.442
engrossed	данд	0.541	0.471	0.304
engrossing	шоколад	0.698	0.702	0.750
engulf	engulf	0.398	0.573	0.500
enhance	беҳтар аст	0.802	0.578	0.814
enhancement	такмилдиҳӣ	0.877	0.490	0.741
enigma	инъикос	0.513	0.700	0.500
enigmatic	муҷаҳҳаз	0.469	0.589	0.679
enjoin	амр кунед	0.594	0.454	0.732
enjoy	лаззат баред	0.959	0.725	0.750
enjoyable	хурсандӣ	1.000	0.481	0.605
enjoying	лаззат бурд	0.908	0.759	0.759
enjoyment	хурсандӣ	0.930	0.612	0.716
enlarge	васеъ	0.735	0.606	0.688
enlarged	васеъ	0.673	0.490	0.518
enlargement	васеъ	0.677	0.577	0.616
enlighten	маърифат	0.729	0.549	0.667
enlightened	мунаввар	0.956	0.566	0.700
enlightening	равшанӣ	0.825	0.729	0.727
enlightenment	маърифат	0.837	0.549	0.619
enlist	ҷустуҷӯ кунед	0.510	0.370	0.483
enliven	вироиш	0.833	0.683	0.702
enmity	душманӣ	0.094	0.706	0.382
ennui	Бештар	0.406	0.461	0.316
enormity	шадид	0.594	0.648	0.848
enormous	хеле калон аст	0.677	0.665	0.886
enormously	хеле калон аст	0.760	0.694	0.872
enraged	хашмгин	0.083	0.962	0.636
enrich	зебо	0.896	0.731	0.705
enroll	ворид кунед	0.696	0.530	0.611
enrollment	бақайдгирӣ	0.667	0.391	0.698
ensemble	ансамбл	0.697	0.418	0.586
ensign	эмгузаронӣ	0.663	0.270	0.545
enslave	ғуломӣ	0.073	0.800	0.481
enslaved	ғуломӣ буд	0.104	0.720	0.321
enslavement	коллексия	0.086	0.635	0.302
ensue	кафолат диҳед	0.698	0.363	0.332
ensure	таъмин намоед	0.737	0.406	0.759
entail	бояд	0.484	0.630	0.645
entangled	данд	0.319	0.578	0.357
entanglement	пурзӯр	0.302	0.765	0.248
enter	дохил кунед	0.708	0.470	0.500
enterprise	корхона	0.760	0.392	0.754
enterprising	enterprising	0.865	0.784	0.875
entertain	хурсандӣ	0.918	0.684	0.598
entertained	хурсанданд	0.902	0.644	0.712
entertainer	шодравон	0.888	0.709	0.759
entertaining	шавқовар	0.833	0.658	0.660
entertainment	тамошобин	0.847	0.750	0.569
enthralled	кист?	0.745	0.602	0.615
enthusiasm	шодбошӣ	0.938	0.816	0.798
enthusiast	ҳавасманд	0.867	0.810	0.875
enthusiastic	ҳавасманд	0.885	0.868	0.848
entice	ҳасад	0.521	0.887	0.518
entire	ҳама	0.689	0.462	0.698
entirety	ҳама	0.854	0.460	0.804
entitle	ҳуқуқ дорад	0.729	0.333	0.827
entity	ташкилот	0.542	0.402	0.670
entomology	этимология	0.438	0.396	0.545
entourage	данд	0.491	0.567	0.467
entrails	данд	0.365	0.538	0.387
entrance	Даромадгоҳ	0.698	0.393	0.526
entrapment	пазируфтанд	0.177	0.604	0.441
entreat	илтимос	0.304	0.560	0.462
entree	Андорра	0.615	0.477	0.624
entrepreneur	соҳибкор	0.885	0.704	0.920
entrust	бовар кунед	0.693	0.310	0.630
entry	ворид шудан	0.552	0.353	0.602
enumerate	номбар кунед	0.521	0.390	0.491
enumeration	номнависӣ	0.548	0.327	0.534
envelope	лифофа	0.604	0.275	0.377
envious	хашмгин	0.110	0.754	0.341
environ	NO TRANSLATION	0.724	0.221	0.433
environment	муҳити зист	0.646	0.194	0.528
environmental	экологӣ	0.633	0.313	0.664
environs	атрофиён	0.561	0.288	0.345
envision	назар	0.625	0.449	0.483
envoy	Эф	0.531	0.375	0.586
envy	ҳасад	0.240	0.704	0.427
enzyme	enzme	0.562	0.277	0.481
ephemeral	эфемер	0.500	0.312	0.377
ephemeris	эфемерис	0.640	0.380	0.528
epic	элита	0.857	0.713	0.830
epidemic	эпидемия	0.092	0.830	0.611
epidermis	эпидемия	0.418	0.490	0.426
epidural	эпидемия	0.347	0.452	0.525
epilepsy	эпилепсия	0.061	0.854	0.250
epileptic	epileptic	0.146	0.794	0.340
epilogue	epilogue	0.582	0.353	0.466
epiphany	epiphany	0.625	0.596	0.526
episcopal	фарбеҳӣ	0.542	0.314	0.750
episode	Садо Ояндасоз	0.719	0.367	0.509
episodic	эпизодик	0.531	0.542	0.462
epistle	мактуб	0.604	0.417	0.535
epitaph	epitaph	0.276	0.323	0.442
epithet	эпитет	0.530	0.394	0.524
epitome	epitome	0.510	0.500	0.667
epoch	давра	0.553	0.343	0.797
equal	баробар аст	0.781	0.178	0.407
equality	баробарӣ	0.898	0.305	0.716
equalization	баробаркунӣ	0.625	0.422	0.423
equalize	баробар кунед	0.738	0.281	0.574
