Word	Yiddish-yi	Valence	Arousal	Dominance
dastardly	דאַסטאַרדלי	0.208	0.688	0.270
data	data	0.500	0.250	0.426
database	database	0.604	0.286	0.644
date	דאַטע	0.604	0.231	0.400
datenight	NO TRANSLATION	0.708	0.637	0.518
daughter	טאָכטער	0.908	0.415	0.455
dawdle	דאָומלד	0.479	0.464	0.357
dawn	פאַרטאָג	0.827	0.235	0.519
dawned	דאָננעד	0.694	0.471	0.473
day	טאָג	0.719	0.269	0.389
daybreak	טאָגברייק	0.802	0.358	0.474
daycare	דייַקאַרע	0.776	0.481	0.360
daydream	דייַדרעאַם	0.750	0.337	0.456
daydreaming	daydreaming	0.776	0.360	0.479
daylight	טאָגליכט	0.865	0.420	0.545
daymade	NO TRANSLATION	0.646	0.450	0.417
dayoff	NO TRANSLATION	0.760	0.368	0.377
daytime	daytime	0.750	0.324	0.454
daze	daze	0.245	0.735	0.329
dazed	דאַזעד	0.300	0.697	0.277
dazzle	דאַזאַל	0.730	0.782	0.683
dazzling	בלענדיק	0.854	0.880	0.767
deacon	דיקאַן	0.531	0.430	0.736
deactivate	דיאַקטיווייט	0.235	0.447	0.392
dead	טויט	0.052	0.454	0.194
deadbeat	deadbeat	0.229	0.453	0.368
deadline	טערמין	0.214	0.615	0.460
deadlines	דעדליינז	0.406	0.769	0.411
deadlock	deadlock	0.170	0.418	0.323
deadly	דעדלי	0.143	0.849	0.554
deaf	טויב	0.186	0.324	0.161
deafening	דעפאַנינג	0.281	0.835	0.482
deafness	דעפנאַס	0.125	0.413	0.219
deal	האַנדל	0.719	0.599	0.543
dealer	הענדלער	0.799	0.615	0.683
dealership	דילערז	0.541	0.430	0.629
dealing	dealing	0.724	0.415	0.598
dealings	dealings	0.600	0.491	0.480
dean	dean	0.612	0.469	0.723
dear	טייַער	0.880	0.434	0.629
dearest	ליב	0.902	0.427	0.508
dearth	דאַרט	0.156	0.539	0.255
death	טויט	0.031	0.720	0.472
deathbed	deathbed	0.051	0.652	0.311
deathly	טויטלי	0.073	0.771	0.682
debacle	דעבאַקאַל	0.156	0.606	0.266
debased	debased	0.219	0.529	0.170
debatable	debatable	0.181	0.610	0.474
debate	דעבאַטע	0.408	0.691	0.683
debauchery	טויט	0.354	0.901	0.500
debenture	debenture	0.417	0.500	0.466
debilitating	דאַביליטאַטינג	0.125	0.490	0.308
debit	דעביט	0.333	0.400	0.474
debrief	ברעכן	0.247	0.343	0.549
debriefing	debriefing	0.427	0.580	0.456
debris	דעבריס	0.135	0.396	0.327
debt	כויוו	0.204	0.598	0.336
debtor	כויוו	0.219	0.546	0.160
debut	דעבוט	0.806	0.606	0.629
debutante	דעבוטאַנט	0.771	0.627	0.454
decade	יאָרצענדלינג	0.531	0.402	0.665
decadence	דעקאַדענץ	0.237	0.455	0.291
decadent	דעקאַדענט	0.290	0.559	0.324
decaf	decaf	0.480	0.324	0.353
decanter	דעקאַנאַנט	0.438	0.567	0.510
decathlon	דעסאַטהלאָן	0.573	0.753	0.620
decay	פאַרפוילן	0.143	0.312	0.170
decayed	פאַרפוילט	0.017	0.375	0.169
decaying	דיקייינג	0.073	0.510	0.214
deceased	פאַרשטאָרבן	0.021	0.538	0.188
decedent	decedent	0.423	0.481	0.415
deceit	אָפּנאַר	0.020	0.696	0.343
deceitful	deceitful	0.071	0.788	0.371
deceive	אָפּנאַרן	0.094	0.775	0.414
deceived	פארפירט	0.059	0.673	0.302
deceiving	נעבעכדיק	0.099	0.636	0.426
december	דעצעמבער	0.740	0.540	0.464
decency	דיסאַנסי	0.750	0.235	0.634
decent	לייַטיש	0.823	0.296	0.653
deception	אָפּנאַר	0.090	0.745	0.370
deceptive	פאַרפירעריש	0.027	0.605	0.294
decide	decide	0.656	0.540	0.855
decidedly	decently	0.750	0.480	0.843
deciduous	דיסידזשואַס	0.385	0.353	0.282
decimal	decimal	0.507	0.259	0.305
decimeter	decimeter	0.520	0.292	0.377
decipher	Decipher	0.417	0.630	0.652
decision	decision	0.646	0.510	0.839
decisive	decisive	0.740	0.509	0.935
deck	deck	0.420	0.333	0.394
declaration	דעקלאַראַציע	0.551	0.590	0.714
declaratory	declaratory	0.635	0.582	0.673
declare	דערקלערן	0.677	0.623	0.668
declination	דעקלינאַציע	0.250	0.549	0.311
decline	אַראָפּלאָזן	0.173	0.491	0.240
declining	declining	0.328	0.400	0.264
deco	דעקאָ	0.625	0.274	0.356
decode	decode	0.551	0.510	0.640
decoder	דעקאָדער	0.562	0.340	0.686
decompose	צעלייגט	0.194	0.596	0.241
decomposed	דעקאָמפּאָסעד	0.073	0.442	0.231
decomposition	דיקאַמפּאָוזישאַן	0.133	0.600	0.263
decompress	דעקאָמפּרעסס	0.438	0.430	0.509
decompression	דיקאַמפּרעשאַן	0.208	0.520	0.311
decontamination	דעקאַנטאַמאַניישאַן	0.611	0.538	0.573
decor	דעקאָר	0.734	0.311	0.573
decorate	באַצירן	0.954	0.370	0.404
decorating	דעקערייטינג	0.863	0.548	0.462
decoration	באַפּוצונג	0.878	0.553	0.526
decorative	דעקאָראַטיווע	0.908	0.460	0.381
decorator	decorator	0.840	0.471	0.455
decorum	דעקאָרום	0.802	0.327	0.462
decoy	דעקוי	0.149	0.460	0.330
decrease	פאַרקלענערן	0.125	0.360	0.267
decreased	דיקריסט	0.224	0.271	0.170
decreasing	decreasing	0.320	0.346	0.224
decree	דעקרעט	0.552	0.478	0.746
decrement	דעקרעמענט	0.255	0.427	0.373
decrepit	decrepit	0.156	0.490	0.225
decry	decry	0.400	0.814	0.548
decryption	דעקריפּטיאָן	0.459	0.445	0.600
dedicate	אָפּגעבן	0.823	0.431	0.588
dedication	דעדיקאַציע	0.867	0.471	0.682
deduce	אַרויסרופן	0.490	0.510	0.466
deduct	אַראָפּרעכענען	0.355	0.330	0.412
deductible	deductible	0.375	0.286	0.455
deduction	deduction	0.438	0.462	0.527
deed	אַקט	0.520	0.320	0.592
deejay	דידזשיי	0.551	0.630	0.473
deem	דעריבער	0.594	0.529	0.690
deep	טיף	0.490	0.473	0.657
deepen	פאַרווייכערן	0.625	0.530	0.776
deer	הירש	0.583	0.375	0.292
defamation	דיפאַמיישאַן	0.110	0.670	0.481
defamatory	דיפאַמאַטאָרי	0.143	0.688	0.402
default	default	0.459	0.343	0.712
defeat	באַזיגן	0.092	0.500	0.224
defeated	דיפיטיד	0.104	0.582	0.145
defeatist	דעפאטיסט	0.163	0.567	0.315
defect	כיסאָרן	0.135	0.561	0.185
defection	דעפעקציע	0.146	0.594	0.330
defective	דעפעקטיווע	0.122	0.580	0.274
defector	דעפעקטאָר	0.163	0.696	0.286
defend	באַשיצן	0.698	0.722	0.670
defendant	פארטיידיקט	0.250	0.710	0.491
defended	פארטיידיקט	0.663	0.451	0.582
defender	פאַרטיידיקער	0.639	0.708	0.750
defending	דיפענדינג	0.604	0.871	0.812
defense	פאַרטיידיקונג	0.652	0.698	0.802
defenseless	דיפענסלאַס	0.143	0.357	0.105
defensible	דיפענסיוו	0.740	0.509	0.593
defensive	defensive	0.542	0.640	0.678
defer	נאָכגעבן	0.245	0.459	0.317
deference	דיפעראַנסיז	0.510	0.396	0.447
deferral	דערפער	0.765	0.542	0.327
deferring	דעפערירן	0.343	0.500	0.413
defiance	צרה	0.333	0.780	0.760
defiant	דעפיאַנט	0.250	0.792	0.769
defibrillator	דיפיביללאַטאָר	0.398	0.663	0.431
deficiency	דיפישאַנסי	0.073	0.373	0.179
deficient	דיפישאַנט	0.240	0.464	0.132
deficit	דעפיציט	0.358	0.500	0.269
define	define	0.688	0.415	0.632
defined	defined	0.670	0.214	0.646
definite	באַשטימט	0.708	0.292	0.741
definition	definition	0.573	0.375	0.579
definitive	definitively	0.583	0.479	0.787
deflate	דיפלייט	0.148	0.404	0.237
deflation	דעפלאַציע	0.287	0.536	0.407
deflect	אָפּלייקענען	0.133	0.491	0.482
deflection	דעפלעקטיאָן	0.188	0.500	0.382
defloration	defloration	0.188	0.690	0.434
deform	פאַרקרימען	0.112	0.654	0.284
deformed	דיפאָרמד	0.198	0.435	0.308
deformity	דיפאָרמאַטי	0.160	0.569	0.241
defraud	ויסרעדן	0.175	0.635	0.314
defray	defray	0.375	0.598	0.653
defrost	דעפראָסט	0.427	0.317	0.389
deft	דעפט	0.719	0.575	0.849
defunct	דיפיינד	0.112	0.491	0.272
defuse	דיפיוז	0.167	0.480	0.430
defy	אַנטקעגנשטעלנ זיך	0.353	0.884	0.657
degeneracy	degeneracy	0.143	0.720	0.298
degenerate	degenerate	0.069	0.724	0.264
degeneration	degeneration	0.245	0.578	0.371
degradation	דערנידעריקונג	0.160	0.608	0.315
degrade	degrade	0.083	0.500	0.184
degraded	דעגרייד	0.167	0.433	0.205
degrading	דעגריידינג	0.031	0.583	0.232
degree	גראַד	0.724	0.365	0.663
dehydrated	דיכיידרייטאַד	0.310	0.685	0.212
dehydration	דיכיידריישאַן	0.188	0.472	0.259
dejected	דויסט	0.104	0.654	0.347
delay	פאַרהאַלטן	0.204	0.510	0.162
delayed	דילייד	0.188	0.490	0.216
delectable	delectable	0.781	0.642	0.718
delegate	דעלאַגאַטע	0.612	0.491	0.658
delegation	דעלאַגיישאַן	0.562	0.431	0.609
delete	delete	0.292	0.298	0.409
deleterious	דילידעראַס	0.297	0.725	0.440
deletion	deletion	0.062	0.506	0.462
deli	דעלי	0.561	0.448	0.447
deliberate	דיליבראַט	0.551	0.654	0.682
deliberation	דיליבראַט	0.561	0.678	0.596
deliberative	דיליבראַט	0.392	0.552	0.573
delicacy	נאַש	0.812	0.279	0.336
delicate	delicate	0.583	0.294	0.366
delicatessen	דעליקאַטעסאַן	0.656	0.474	0.400
delicious	געשמאַק	0.927	0.650	0.589
delight	פרייד	0.949	0.666	0.647
delighted	דילייטיד	0.938	0.664	0.685
delightful	דילייטפאַל	0.918	0.735	0.644
delineate	דעפינירן	0.448	0.430	0.445
delineation	דעלינאַטיאָן	0.521	0.402	0.314
delinquency	delinquency	0.135	0.860	0.508
delinquent	delinquent	0.051	0.904	0.500
delirious	delirious	0.219	0.774	0.538
delirium	delirium	0.233	0.694	0.484
deliver	באַפרייַען	0.583	0.370	0.582
deliverance	באַפרייַונג	0.750	0.520	0.658
delivery	עקספּרעס	0.704	0.461	0.786
dell	dell	0.458	0.380	0.453
delta	דעלטאַ	0.551	0.343	0.509
delude	דעלוד	0.143	0.627	0.353
deluge	מאַזלדיק	0.245	0.714	0.612
delusion	דילוזשאַן	0.344	0.647	0.400
delusional	דילוזשאַנאַל	0.219	0.745	0.327
deluxe	דעלוקסע	0.792	0.612	0.755
delve	דעלוו	0.469	0.529	0.684
demand	פאָדערונג	0.292	0.673	0.500
demanding	פאדערן	0.396	0.750	0.828
demeaned	דערמאנט	0.271	0.520	0.212
demeaning	demeaning	0.104	0.645	0.308
demeanor	demeanor	0.633	0.433	0.657
demented	דימענטעד	0.088	0.787	0.309
dementia	dementia	0.092	0.779	0.337
demise	צעשטערונג	0.104	0.596	0.456
demo	demo	0.510	0.314	0.423
democracy	דעמאָקראַסי	0.680	0.500	0.840
democrat	דעמאָקראַט	0.582	0.400	0.755
democratic	דעמאָקראַטיש	0.802	0.519	0.798
demographic	demographic	0.459	0.356	0.594
demolish	דימאַליש	0.125	0.632	0.700
demolished	דימאַלישט	0.271	0.647	0.353
demolition	דעמאַלישאַן	0.133	0.827	0.541
demon	דעמאָן	0.037	0.908	0.509
demonic	דעמאָניק	0.146	0.875	0.600
demonstrable	demonstrable	0.735	0.471	0.749
demonstrate	באַווייַזן	0.771	0.552	0.839
demonstrated	demonstrated	0.617	0.500	0.649
demonstrating	דעמאַנסטריייט	0.698	0.571	0.693
demonstration	דעמאַנסטריישאַן	0.551	0.676	0.679
demonstrative	דעמאָנסטראַטיווע	0.656	0.528	0.736
demonstrator	דעמאַנסטרייטער	0.520	0.598	0.733
demoralized	demoralized	0.082	0.590	0.149
demos	demos	0.418	0.370	0.368
demure	demure	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	דעניאַביליטי	0.230	0.509	0.417
denial	אָפּלייקענונג	0.194	0.435	0.318
denied	געלייקנט	0.188	0.604	0.333
denim	denim	0.520	0.382	0.327
denomination	דינאָמאַניישאַן	0.490	0.363	0.429
denominational	דינאָמאַניישאַנאַל	0.458	0.375	0.679
denominator	דענאָמינאַטאָר	0.450	0.410	0.613
denote	denote	0.448	0.471	0.534
denounce	פאַרשילטן	0.083	0.780	0.426
dense	dense	0.354	0.343	0.536
density	געדיכטקייַט	0.602	0.471	0.561
dent	dent	0.306	0.606	0.325
dental	דענטאַל	0.573	0.404	0.463
dentist	ציינדאָקטער	0.479	0.620	0.642
dentistry	דעניסטרי	0.429	0.570	0.569
dentists	dentists	0.364	0.600	0.582
denunciation	דינאַסטי	0.146	0.830	0.561
deny	לייקענען	0.316	0.667	0.321
denying	פארלייקענען	0.080	0.542	0.272
deodorant	דעאָדאָראַנט	0.480	0.265	0.269
depart	אַוועקגיין	0.398	0.480	0.444
departed	אוועקגעגאנגען	0.245	0.536	0.391
department	דעפּאַרטמענט	0.708	0.358	0.642
departmental	דיפּאַרטמענאַל	0.612	0.422	0.446
departure	departure	0.573	0.500	0.426
depend	אָפענגען	0.388	0.429	0.358
dependable	פאַרלאָזלעך	0.880	0.357	0.741
dependant	אָפענגיק	0.357	0.404	0.451
dependence	אָפענגיקייַט	0.250	0.451	0.433
dependency	דעפּענדענסי	0.429	0.365	0.356
dependent	אָפענגיק	0.354	0.455	0.404
depict	ויסמאָלן	0.663	0.529	0.723
depicting	דיפּיקטינג	0.490	0.566	0.602
depletion	depletion	0.153	0.370	0.236
deplorable	דעפּלאָראַבאַל	0.135	0.657	0.230
deplore	דעפרעסירן	0.135	0.575	0.373
deploy	deploy	0.500	0.520	0.585
deployment	דיפּלוימאַנט	0.510	0.520	0.612
deport	deport	0.167	0.667	0.546
deportation	deportation	0.104	0.786	0.450
depose	דעפּאָסיט	0.286	0.420	0.451
deposit	אַוועקלייגן	0.540	0.379	0.483
depositary	דעפּאַרטמענט	0.604	0.431	0.500
deposition	דעפּאַזישאַן	0.394	0.510	0.471
depository	דיפּאַזאַטאָרי	0.551	0.373	0.481
depot	לאַגער	0.635	0.255	0.471
depraved	פאַרדאָרבן	0.031	0.837	0.395
depravity	דיפּראַוואַטי	0.115	0.854	0.453
depreciate	אָפּשאַצן	0.270	0.623	0.445
depreciated	דיפּרישיייטיד	0.135	0.672	0.250
depreciation	דיפּרישייישאַן	0.143	0.571	0.386
depress	דעפּרעסיע	0.219	0.635	0.528
depressed	דערשלאָגן	0.024	0.445	0.136
depressing	דיפּרעסינג	0.146	0.559	0.216
depression	דעפּרעסיע	0.031	0.520	0.232
depressive	depressive	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	דעפּראַוויישאַן	0.194	0.610	0.413
deprive	פאַרהיטן	0.271	0.591	0.340
deprived	דיפּרייווד	0.354	0.506	0.536
depth	טיף	0.708	0.561	0.759
deputy	דעפּוטאַט	0.429	0.530	0.787
derail	derail	0.108	0.802	0.375
deranged	deranged	0.376	0.868	0.357
derelict	derelict	0.208	0.470	0.237
derision	derision	0.265	0.670	0.292
derivation	דעריוויישאַן	0.521	0.519	0.644
derivative	דעריוואַט	0.541	0.491	0.508
derive	דערייווד	0.396	0.324	0.360
dermal	דערמאַל	0.385	0.406	0.443
dermatologist	דערמאַטאַלאַדזשיסט	0.531	0.358	0.528
dermatology	dermatology	0.422	0.500	0.556
derogation	derogation	0.208	0.460	0.327
derogatory	derogatory	0.122	0.580	0.404
descend	אַראָפּגיין	0.385	0.535	0.231
descendant	descendant	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	אראפנידערן	0.219	0.493	0.250
descent	אַראָפּגאַנג	0.300	0.402	0.158
describe	באַשרייַבן	0.542	0.472	0.555
description	באַשרייַבונג	0.582	0.425	0.596
descriptive	דיסקריפּטיוו	0.667	0.352	0.570
desecrate	ויסרינען	0.255	0.806	0.509
desecration	דיסעקראַטיאָן	0.125	0.833	0.564
desert	מדבר	0.469	0.279	0.389
deserted	deserted	0.156	0.480	0.214
deserter	deserter	0.122	0.710	0.366
desertion	desertion	0.122	0.630	0.289
deserve	פאַרדינען	0.802	0.436	0.613
deserved	deserved	0.781	0.582	0.689
deserving	deserving	0.802	0.596	0.858
design	פּלאַן	0.796	0.327	0.632
designate	באַשטימען	0.531	0.538	0.683
designated	דעזיגנייטיד	0.500	0.412	0.616
designation	באַצייכענונג	0.612	0.571	0.675
designed	דיזיינד	0.745	0.380	0.595
designer	דיזיינער	0.875	0.519	0.670
designing	דיזיינינג	0.792	0.355	0.552
desirability	desirability	0.684	0.550	0.675
desirable	desirable	0.740	0.735	0.750
desire	פאַרלאַנג	0.896	0.692	0.647
desiring	desiring	0.814	0.821	0.632
desirous	desirous	0.719	0.824	0.562
desist	דעסיסט	0.220	0.358	0.291
desk	שרייַבטיש	0.510	0.135	0.422
desolate	וויסט	0.104	0.320	0.228
desolation	עלנט	0.073	0.481	0.273
despair	פאַרצווייפלונג	0.115	0.794	0.245
despairing	despairing	0.073	0.735	0.286
despatch	despatch	0.448	0.400	0.613
desperado	desperado	0.260	0.745	0.361
desperate	פאַרצווייפלט	0.083	0.842	0.337
desperation	desperation	0.125	0.904	0.419
despicable	despicable	0.146	0.710	0.255
despise	פאַרוויילונג	0.167	0.745	0.296
despondent	despondent	0.133	0.378	0.221
despotic	דעספּאָטיק	0.141	0.824	0.592
despotism	despotism	0.255	0.696	0.620
dessert	פאַרבייַסן	0.755	0.491	0.404
destination	destination	0.708	0.471	0.637
destined	destined	0.698	0.462	0.617
destiny	צוקונפט	0.781	0.413	0.611
destitute	פאַרטיידיקונג	0.130	0.451	0.222
destroy	צעשטערן	0.046	0.935	0.635
destroyed	צעשטערן	0.031	0.696	0.288
destroyer	צעשטערן	0.083	0.830	0.543
destroying	דיסטרויינג	0.041	0.828	0.660
destruct	destruct	0.071	0.868	0.525
destruction	צעשטערונג	0.102	0.929	0.613
destructive	דעסטרוקטיווע	0.177	0.870	0.713
detach	detach	0.357	0.625	0.450
detached	אָפּטיילן	0.280	0.396	0.216
detachment	detachment	0.243	0.700	0.443
detail	דעטאַל	0.514	0.406	0.528
detailed	דיטיילד	0.603	0.314	0.472
details	פרטים	0.583	0.367	0.481
detain	האַלטן	0.351	0.345	0.430
detainee	detainee	0.306	0.510	0.321
detect	דעטעקט	0.531	0.520	0.565
detectable	דיטעקטאַבאַל	0.479	0.539	0.649
detection	דיטעקשאַן	0.708	0.567	0.538
detective	דעטעקטיווע	0.500	0.764	0.901
detector	דעטעקטאָר	0.459	0.630	0.724
detention	detention	0.265	0.698	0.562
deter	פאַרהיטן	0.344	0.537	0.567
detergent	וואַשפּולווער	0.458	0.304	0.426
deteriorate	פאַרערגערן	0.083	0.471	0.202
deteriorated	דיטיריערייטיד	0.053	0.549	0.237
deteriorating	דיטיריערייטינג	0.104	0.459	0.112
deterioration	דיטיריעריישאַן	0.130	0.512	0.283
determinable	פעסטיוואַל	0.625	0.565	0.723
determinate	באַשטימען	0.630	0.314	0.772
determination	פעסטקייַט	0.776	0.725	0.795
determine	באַשטימען	0.612	0.368	0.776
determined	determined	0.760	0.528	0.673
deterrent	באַזייַטיקונג	0.292	0.461	0.385
detest	דוירעסדיק	0.083	0.800	0.492
detestation	פאַרוואַלטונג	0.177	0.637	0.412
detonate	דעטאַנייט	0.375	0.850	0.696
detonation	דעטאַניישאַן	0.167	0.931	0.741
detonator	דעטאַנייטער	0.207	0.875	0.750
detour	אָפּלייקענונג	0.398	0.539	0.309
detract	דעטראַק	0.344	0.438	0.368
detriment	שעדיקן	0.281	0.538	0.263
detrimental	דעטראַמענאַל	0.203	0.679	0.387
detritus	דעטריטאַס	0.276	0.353	0.363
deuce	דוס	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	דיוואַליוד	0.321	0.462	0.212
devastate	דעוואַסטייט	0.021	0.796	0.509
devastated	devastated	0.120	0.544	0.264
devastating	דעוואַסטייטינג	0.104	0.856	0.419
devastation	דעוואַסטיישאַן	0.090	0.904	0.472
develop	אַנטוויקלען	0.771	0.670	0.821
developer	דעוועלאָפּער	0.844	0.653	0.864
developing	developing	0.833	0.587	0.714
development	אַנטוויקלונג	0.827	0.500	0.796
deviant	דעוויאַנט	0.094	0.589	0.398
deviate	אָפּנייגן	0.173	0.562	0.269
deviating	deviating	0.354	0.634	0.536
deviation	deviation	0.105	0.513	0.336
device	device	0.562	0.404	0.627
devil	טייַוול	0.161	0.900	0.611
deviled	deviled	0.347	0.559	0.358
devilish	טייַוולאָניש	0.073	0.865	0.490
devious	דוימען	0.250	0.519	0.259
devise	devise	0.551	0.557	0.670
devoid	אַנטדעקן	0.219	0.436	0.300
devolution	devolution	0.345	0.434	0.425
devolve	devolve	0.367	0.427	0.596
devote	אָפּגעבן	0.802	0.490	0.642
devoted	devoted	0.867	0.320	0.698
devotee	דעוואָטעע	0.816	0.461	0.577
devotion	devotion	0.802	0.561	0.673
devotional	devotional	0.740	0.394	0.655
devour	פרעסן	0.344	0.888	0.574
devout	devout	0.620	0.357	0.464
dew	טוי	0.604	0.225	0.464
