Word	Greek-el	Valence	Arousal	Dominance
cedar	κέδρος	0.560	0.267	0.577
cede	παραχωρώ	0.275	0.327	0.402
ceiling	οροφή	0.520	0.224	0.366
celebrant	ιεροτελεστής	0.865	0.656	0.643
celebrate	γιορτάζω	0.917	0.857	0.859
celebrated	διάσημος	0.875	0.690	0.763
celebrating	γιορτάζοντας	0.927	0.860	0.773
celebration	εορτασμός	0.939	0.824	0.880
celebrations	εορταστικές εκδηλώσεις	0.958	0.794	0.714
celebratory	εορταστικός	0.857	0.653	0.845
celebrity	διασημότητα	0.760	0.619	0.855
celery	σέλινο	0.396	0.147	0.223
celestial	ουράνιος	0.817	0.360	0.731
celibacy	αγαμία	0.302	0.276	0.509
celibate	άγαμος	0.419	0.387	0.391
cell	κύτταρο	0.541	0.375	0.465
cellar	κελάρι	0.510	0.277	0.406
cellblock	cellblock	0.186	0.570	0.500
cellist	τσελίστας	0.667	0.500	0.486
cellmate	συμμαθητής	0.167	0.684	0.349
cello	τσέλο	0.635	0.324	0.528
cellophane	σελοφάν	0.648	0.282	0.289
cellular	κυτταρικός	0.643	0.398	0.517
cellulite	κυτταρίτιδα	0.200	0.384	0.256
celluloid	ζελατίνη	0.469	0.440	0.425
cement	τσιμέντο	0.544	0.265	0.527
cemented	τσιμέντο	0.429	0.382	0.537
cemetery	νεκροταφείο	0.051	0.630	0.417
censor	λογοκριτής	0.344	0.276	0.538
censorship	λογοκρισία	0.219	0.698	0.421
censure	μομφή	0.219	0.653	0.417
census	απογραφή	0.449	0.289	0.553
cent	σεντ	0.439	0.367	0.402
centenary	εκατονταετηρίδα	0.604	0.440	0.642
centennial	εκατονταετηρίδα	0.583	0.394	0.700
center	κέντρο	0.643	0.231	0.431
centerfold	centerfold	0.571	0.407	0.485
centerpiece	κεντρικό τεμάχιο	0.594	0.208	0.520
centimeter	εκατοστόμετρο	0.427	0.280	0.380
centipede	σαρανταποδαρούσα	0.296	0.399	0.361
central	κεντρικός	0.640	0.356	0.621
centrality	κεντρικότητα	0.571	0.312	0.709
centralization	συγκέντρωση	0.521	0.440	0.702
centralize	συγκεντρώνω	0.684	0.427	0.802
centrally	κεντρικά	0.729	0.280	0.700
centrifugal	φυγόκεντρος	0.306	0.651	0.480
centrifuge	φυγόκεντρο	0.495	0.622	0.527
centurion	εκατόνταρχος	0.590	0.447	0.696
century	αιώνας	0.407	0.347	0.735
ceramic	κεραμικός	0.521	0.255	0.371
ceramics	κεραμικά	0.573	0.250	0.373
cereal	δημητριακό	0.612	0.206	0.316
cereals	σιτηρά	0.719	0.224	0.311
cerebral	εγκεφαλικός	0.408	0.509	0.627
ceremonial	τελετή	0.771	0.540	0.691
ceremony	τελετή	0.760	0.559	0.761
certain	βέβαιος	0.760	0.358	0.673
certainty	βεβαιότητα	0.781	0.400	0.769
certifiable	βεβαιώσιμος	0.714	0.427	0.662
certificate	πιστοποιητικό	0.786	0.377	0.746
certified	πιστοποιημένα	0.781	0.422	0.806
certify	πιστοποιώ	0.866	0.400	0.746
cervical	αυχένιος	0.375	0.413	0.445
cervix	τράχηλος της μήτρας	0.429	0.360	0.340
cess	ς	0.427	0.375	0.406
cessation	παύση	0.414	0.385	0.358
cesspool	καταβόθρα	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	άχυρο	0.333	0.327	0.188
chafing	φθορά	0.430	0.415	0.368
chagrin	πικρία	0.104	0.704	0.472
chagrined	διαφθορά	0.112	0.745	0.361
chai	chai	0.500	0.375	0.363
chain	αλυσίδα	0.378	0.500	0.547
chainsaw	πριονι	0.367	0.804	0.636
chair	καρέκλα	0.562	0.082	0.276
chairman	Πρόεδρος	0.656	0.567	0.933
chairperson	πρόεδρος	0.730	0.657	0.966
chairwoman	πρόεδρος	0.719	0.664	0.953
chaise	μόνιππη άμαξα	0.406	0.349	0.327
chalet	ξύλινο σπιτάκι	0.653	0.349	0.278
chalice	δισκοπότηρο	0.633	0.286	0.529
chalk	κιμωλία	0.385	0.185	0.121
challenge	πρόκληση	0.469	0.922	0.713
challenger	διεκδικητής	0.417	0.755	0.652
chamber	θάλαμος - Δωμάτιο	0.583	0.373	0.455
chambermaid	καμαριέρα	0.594	0.375	0.336
chambers	θάλαμοι	0.542	0.442	0.388
chameleon	χαμαιλέοντας	0.490	0.580	0.345
champ	πρωταθλητής	0.854	0.754	0.896
champagne	σαμπάνια	0.760	0.600	0.454
champion	πρωταθλητής	0.890	0.880	0.945
championship	πρωτάθλημα	0.833	0.800	0.880
chance	ευκαιρία	0.833	0.551	0.525
chancellor	καγκελάριος	0.646	0.500	0.887
chandelier	πολυέλαιος	0.615	0.542	0.366
chandler	κηροποιός	0.510	0.452	0.454
change	αλλαγή	0.625	0.575	0.606
changeable	μεταβλητός	0.490	0.480	0.528
changed	άλλαξε	0.594	0.375	0.491
changer	αλλαγής	0.583	0.519	0.567
changing	αλλάζοντας	0.571	0.569	0.461
channel	Κανάλι	0.490	0.287	0.405
chant	άσμα	0.771	0.698	0.650
chaos	χάος	0.016	0.923	0.373
chaotic	χαώδης	0.115	0.847	0.442
chap	σκάσιμο	0.550	0.410	0.345
chapel	παρεκκλήσι	0.573	0.240	0.440
chaperon	συνοδός	0.500	0.520	0.404
chaplain	εφημέριος	0.582	0.370	0.577
chapman	chapman	0.562	0.529	0.465
chaps	chaps	0.350	0.462	0.350
chapter	κεφάλαιο	0.580	0.308	0.461
char	απανθρακώνω	0.554	0.361	0.404
character	χαρακτήρας	0.667	0.373	0.686
characteristic	χαρακτηριστικό γνώρισμα	0.583	0.328	0.538
characterize	χαρακτηρίζω	0.729	0.471	0.735
charade	συλλαβόγριφος	0.458	0.550	0.346
charcoal	ξυλάνθρακας	0.302	0.186	0.342
chardonnay	chardonnay	0.677	0.567	0.492
charge	χρέωση	0.510	0.633	0.785
chargeable	επιβαρυνόμενος	0.551	0.550	0.453
charger	Φορτιστής	0.531	0.418	0.545
chariot	άρμα	0.684	0.550	0.491
charisma	χάρισμα	0.938	0.591	0.759
charismatic	χαρισματικός	0.938	0.684	0.849
charitable	φιλάνθρωπος	0.865	0.380	0.593
charity	φιλανθρωπία	0.920	0.284	0.551
charlatan	τσαρλατάνος	0.200	0.640	0.352
charm	γοητεία	0.833	0.363	0.649
charmed	γοητευμένος	0.938	0.570	0.769
charmer	γόης	0.882	0.683	0.782
charming	γοητευτικός	0.917	0.660	0.764
charred	καμένη	0.208	0.676	0.373
chart	διάγραμμα	0.469	0.317	0.330
charter	ναύλωση	0.677	0.382	0.518
chartered	ναυλωμένο	0.569	0.460	0.490
chase	κυνηγητό	0.396	0.878	0.623
chased	κυνηγημένος	0.188	0.830	0.287
chaser	κυνηγός	0.375	0.830	0.645
chasm	βάραθρο	0.265	0.579	0.500
chassis	σασί	0.406	0.342	0.444
chaste	αγνός	0.408	0.248	0.453
chastened	τιμωρείται	0.156	0.580	0.345
chastisement	τιμωρία	0.156	0.852	0.462
chastity	αγνότητα	0.469	0.392	0.509
chat	κουβέντα	0.729	0.400	0.346
chateau	το κάστρο	0.615	0.464	0.702
chatter	φλυαρία	0.560	0.450	0.347
chatterbox	πολυλογάς	0.459	0.548	0.482
chattering	φλυαρία	0.460	0.663	0.304
chatty	ομιλητικός	0.594	0.548	0.345
chauffeur	σωφέρ	0.500	0.353	0.471
chauvinist	σωβινιστής	0.310	0.539	0.527
cheap	φτηνός	0.612	0.471	0.272
cheapened	φθηνότερα	0.471	0.611	0.282
cheapskate	cheapskate	0.148	0.482	0.327
cheat	απάτη	0.125	0.776	0.400
cheater	κλέφτης	0.104	0.920	0.333
check	έλεγχος	0.523	0.552	0.602
checkbook	καρνέ επιταγών	0.552	0.284	0.364
checker	ντάμα	0.330	0.417	0.553
checkered	περιπετειώδης	0.459	0.316	0.336
checkers	ντάμα	0.676	0.451	0.437
checklist	ΛΙΣΤΑ ΕΛΕΓΧΟΥ	0.561	0.521	0.552
checkmate	ματ	0.667	0.708	0.750
checkout	Ολοκλήρωση αγοράς	0.597	0.510	0.670
checkpoint	σημείο ελέγχου	0.571	0.323	0.812
checkup	τσεκάρω	0.500	0.435	0.491
cheek	μάγουλο	0.670	0.314	0.421
cheeks	μάγουλα	0.708	0.324	0.282
cheeky	θρασύς	0.434	0.679	0.410
cheep	τερετίζω	0.367	0.380	0.373
cheer	κέφι	0.938	0.784	0.845
cheered	ευτυχισμένος	0.875	0.648	0.790
cheerful	χαρούμενος	0.990	0.720	0.696
cheerfulness	φαιδρότητα	0.969	0.802	0.675
cheering	επευφημίες	0.815	0.824	0.642
cheerleader	μαζορέτα	0.923	0.746	0.657
cheerleading	μαζορέτες	0.698	0.769	0.404
cheerless	άκεφος	0.204	0.373	0.167
cheers	Στην υγειά σας	0.948	0.770	0.702
cheery	χαρωπός	0.949	0.657	0.486
cheese	τυρί	0.740	0.280	0.281
cheeseburger	τσίσμπεργκερ	0.802	0.529	0.336
cheesecake	τσεισκέικ	0.860	0.276	0.238
cheesy	τυρώδης	0.470	0.471	0.179
cheetah	γατόπαρδος	0.469	0.770	0.667
chef	σεφ	0.854	0.411	0.570
chemical	χημική ουσία	0.337	0.560	0.508
chemise	NO TRANSLATION	0.530	0.275	0.364
chemist	χημικός	0.408	0.575	0.610
chemistry	χημεία	0.625	0.520	0.694
chemo	χημειο	0.214	0.686	0.444
chemotherapy	χημειοθεραπεία	0.163	0.689	0.517
cheque	έλεγχος	0.698	0.529	0.660
cherish	διατηρώ	0.896	0.491	0.652
cherishing	λατρεύω	0.836	0.380	0.625
cherry	κεράσι	0.688	0.186	0.250
cherub	χερουβείμ	0.663	0.340	0.455
chess	σκάκι	0.656	0.363	0.518
chest	στήθος	0.520	0.429	0.481
chestnut	κάστανο	0.714	0.210	0.294
chevron	σιρίτι	0.469	0.469	0.598
chew	μασάω	0.520	0.490	0.404
chewy	chewy	0.625	0.418	0.390
chic	σικ	0.870	0.624	0.380
chicane	chicane	0.357	0.460	0.481
chick	νεοσσός	0.771	0.602	0.387
chicken	κοτόπουλο	0.594	0.306	0.394
chicken pox	ανεμοβλογιά	0.194	0.510	0.415
chickenpox	ανεμοβλογιά	0.173	0.562	0.357
chief	αρχηγός	0.520	0.544	0.869
chiefly	κυρίως	0.600	0.587	0.764
chieftain	οπλαρχηγός	0.343	0.529	0.860
chiffon	σιφόνι	0.406	0.230	0.250
child	παιδί	0.912	0.460	0.413
childbirth	ΓΕΝΝΗΣΗ ΠΑΙΔΙΟΥ	0.604	0.861	0.673
childhood	Παιδική ηλικία	0.865	0.413	0.307
childish	παιδαριώδης	0.573	0.442	0.230
childless	άτεκνος	0.310	0.400	0.396
childlike	παιδιάστικος	0.656	0.372	0.293
childloss	NO TRANSLATION	0.240	0.571	0.421
children	παιδιά	0.857	0.538	0.435
chili	κοκκινοπίπερο	0.592	0.566	0.433
chill	ψύχρα	0.837	0.206	0.482
chilled	κατεψυγμένο	0.521	0.340	0.482
chilling	ψύξη	0.208	0.850	0.358
chilly	ψυχρός	0.329	0.459	0.408
chime	αρμονική κωδωνοκρουσία	0.573	0.541	0.464
chimera	χίμαιρα	0.292	0.582	0.372
chimes	χτυπήματα	0.625	0.490	0.402
chimney	καμινάδα	0.583	0.286	0.225
chimp	χιμπατζή	0.394	0.588	0.345
chimpanzee	χιμπατζής	0.500	0.633	0.387
chin	πηγούνι	0.571	0.310	0.269
china	Κίνα	0.561	0.443	0.556
chinchilla	καλλίμαλο ζώο της Νότιας Αμερικής	0.480	0.450	0.286
chine	NO TRANSLATION	0.561	0.360	0.352
chinook	chinook	0.408	0.497	0.491
chip	πατατακι	0.479	0.382	0.452
chipmunk	είδος σκίουρου	0.573	0.562	0.409
chipper	ζωηρός	0.418	0.588	0.500
chipping	απόκομμα	0.354	0.452	0.353
chiropractor	χειροπράκτορας	0.420	0.549	0.651
chirp	τερέτισμα	0.469	0.602	0.365
chirping	τσιτσίρισμα	0.500	0.463	0.360
chisel	σμίλη	0.469	0.404	0.452
chiseler	λαξευτής	0.429	0.606	0.464
chit	παιδάκι	0.490	0.352	0.321
chitchat	κουβεντούλα	0.673	0.455	0.403
chivalry	ιπποτισμός	0.857	0.380	0.848
chloride	χλωριούχο	0.265	0.387	0.474
chlorine	χλώριο	0.306	0.327	0.332
chloroform	χλωροφόρμιο	0.281	0.370	0.393
chocolate	σοκολάτα	0.885	0.480	0.418
choice	επιλογή	0.745	0.520	0.664
choir	χορωδία	0.704	0.298	0.473
choke	πνιγομαι	0.167	0.788	0.676
cholera	χολέρα	0.020	0.867	0.507
cholesterol	χοληστερίνη	0.198	0.583	0.398
choose	επιλέγω	0.615	0.542	0.648
choosing	επιλέγοντας	0.719	0.529	0.689
choosy	choosy	0.280	0.760	0.712
chop	μπριζόλα	0.250	0.655	0.467
chopper	ελικόπτερο	0.594	0.560	0.509
choppers	ελικόπτερα	0.469	0.745	0.691
chopping	τεμαχισμός	0.560	0.625	0.362
chops	τσιπς	0.612	0.420	0.269
choral	χορικός	0.852	0.290	0.421
chord	χορδή	0.729	0.394	0.539
chords	χορδές	0.639	0.406	0.388
chore	αγγαρεία	0.406	0.462	0.500
choreographer	χορογράφος	0.646	0.639	0.625
choreography	χορογραφία	0.812	0.750	0.547
chorus	Χορωδία	0.620	0.417	0.500
chosen	εκλεκτός	0.865	0.449	0.833
chow	φαγητό	0.573	0.490	0.390
chowder	στρειδόσουπα	0.510	0.324	0.241
christ	Χριστός	0.781	0.510	0.750
christen	NO TRANSLATION	0.673	0.356	0.588
christening	βάπτισμα	0.725	0.382	0.650
christian	Χριστιανός	0.760	0.241	0.591
christmas	Χριστούγεννα	0.959	0.520	0.741
christmasbreak	NO TRANSLATION	0.842	0.640	0.548
christmaseve	NO TRANSLATION	0.812	0.491	0.463
christmasspirit	NO TRANSLATION	0.867	0.602	0.575
christmassy	christmassy	0.875	0.698	0.602
christmastime	Χριστούγεννα	0.837	0.588	0.515
chromatic	χρωματικός	0.407	0.413	0.435
chromatography	χρωματογραφία	0.480	0.537	0.535
chrome	χρώμιο	0.582	0.373	0.421
chromium	χρώμιο	0.458	0.404	0.447
chromosome	χρωμόσωμα	0.500	0.296	0.548
chronic	χρόνιος	0.255	0.615	0.464
chronicle	χρονικό	0.427	0.571	0.586
chronograph	χρονογράφος	0.500	0.392	0.529
chronological	χρονολογικός	0.594	0.445	0.600
chubby	παχουλός	0.531	0.427	0.304
chuck	χαϊδεύω	0.542	0.509	0.413
chuckle	συγκρατημένο γέλιο	0.844	0.736	0.481
chug	σύνοικος	0.401	0.413	0.358
chum	στενός φίλος	0.911	0.347	0.518
chummy	φιλικός	0.760	0.420	0.610
chump	κούτσουρο	0.375	0.451	0.304
chunk	μεγάλο κομμάτι	0.365	0.287	0.214
chunky	χονδρό	0.520	0.517	0.509
church	Εκκλησία	0.708	0.198	0.610
churchyard	νεκροταφείο	0.296	0.444	0.347
churn	καρδάρα	0.316	0.491	0.407
chute	αλεξίπτωτο	0.580	0.745	0.455
chutney	chutney	0.459	0.370	0.400
ciao	ciao	0.542	0.426	0.409
cider	μηλίτης	0.530	0.346	0.398
cigar	πούρο	0.306	0.463	0.346
cigarette	τσιγάρο	0.219	0.528	0.304
cilantro	κοραλλιογενείς	0.469	0.260	0.208
cinch	κάτι βέβαιον ή εύκολον	0.450	0.490	0.387
cinder	θράκα	0.350	0.260	0.157
cinema	κινηματογράφος	0.698	0.538	0.500
cinematic	κινηματικός	0.663	0.490	0.600
cinematographer	κινηματογραφιστής	0.792	0.455	0.711
cinematography	κινηματογράφου	0.781	0.571	0.625
cinnamon	κανέλα	0.600	0.250	0.292
cipher	κρυπτογράφημα	0.490	0.414	0.500
circle	κύκλος	0.480	0.290	0.343
circling	περιστροφή	0.510	0.654	0.336
circuit	κύκλωμα	0.586	0.461	0.707
circuitry	κυκλώματα	0.596	0.615	0.536
circular	εγκύκλιος	0.562	0.342	0.417
circulate	κυκλοφορώ	0.612	0.388	0.320
circulation	κυκλοφορία	0.735	0.520	0.657
circulatory	κυκλοφορικό	0.592	0.575	0.545
circumcision	περιτομή	0.327	0.657	0.528
circumference	περιφέρεια	0.458	0.255	0.488
circumferential	περιφερικό	0.551	0.422	0.509
circumscribed	περιγραφεί	0.365	0.539	0.569
circumstance	περίσταση	0.520	0.565	0.596
circumstances	περιστάσεις	0.562	0.527	0.464
circumstantial	λεπτομερής	0.500	0.538	0.519
circumvent	καταστρατηγώ	0.316	0.642	0.383
circumvention	καταστρατήγηση	0.531	0.571	0.473
circus	τσίρκο	0.724	0.637	0.432
cirque	cirque	0.604	0.647	0.467
cirrhosis	κίρρωση	0.079	0.602	0.370
cirrus	ελικοειδής βλαστός	0.470	0.451	0.348
cistern	στέρνα, δεξαμενή, ντεπόζιτο	0.541	0.413	0.432
citadel	ακρόπολη	0.585	0.464	0.602
citation	παραπομπή	0.570	0.549	0.508
cite	αναφέρω	0.625	0.454	0.532
citizen	πολίτης	0.631	0.250	0.586
citizenship	ιθαγένεια	0.786	0.404	0.723
citrine	citrine	0.375	0.400	0.420
citrus	εσπεριδοειδές	0.469	0.368	0.375
city	πόλη	0.847	0.531	0.508
citywide	σε όλη την πόλη	0.592	0.509	0.707
civic	αστικός	0.653	0.240	0.573
civics	αστικό δίκαιο	0.700	0.279	0.720
civil	εμφύλιος	0.521	0.281	0.517
civilian	πολίτης	0.700	0.229	0.598
civilians	άμαχος πληθυσμός	0.490	0.448	0.525
civility	ευγένεια	0.760	0.306	0.679
civilization	πολιτισμός	0.823	0.452	0.839
civilized	πολιτισμένος	0.792	0.231	0.796
clad	ντυμένος	0.583	0.373	0.481
claim	απαίτηση	0.255	0.760	0.473
claimant	απαιτητής	0.271	0.690	0.779
clairvoyant	μάντης	0.765	0.531	0.897
clam	αχιβάδα	0.442	0.302	0.272
clambake	clambake	0.542	0.540	0.429
clammy	γλοιώδης	0.354	0.440	0.236
clamor	κραυγή	0.438	0.643	0.360
clamp	σφιγκτήρας	0.541	0.388	0.454
clan	φυλή	0.562	0.491	0.686
clandestine	λαθραίος	0.425	0.677	0.469
clang	κλαγγή	0.459	0.520	0.510
clap	χειροκρότημα	0.779	0.731	0.529
clapper	γλωσσίδι	0.500	0.229	0.420
clapping	παλαμάκια	0.823	0.894	0.686
clarification	διευκρίνιση	0.802	0.461	0.613
clarify	διευκρινίζω	0.652	0.535	0.625
clarinet	κλαρινέτο	0.592	0.453	0.411
clarion	σάλπιγγας	0.500	0.443	0.422
clarity	σαφήνεια	0.796	0.310	0.631
clash	σύγκρουση	0.293	0.918	0.453
clashing	σύγκρουση	0.177	0.764	0.575
clasp	καρφίτσα	0.448	0.375	0.241
class	τάξη	0.656	0.314	0.522
classic	κλασσικός	0.690	0.260	0.611
classic rock	κλασσική ροκ	0.729	0.571	0.588
classical	κλασσικός	0.643	0.198	0.536
classics	κλασικά	0.750	0.333	0.510
classification	ταξινόμηση	0.583	0.423	0.613
classified	ταξινομημένο	0.571	0.460	0.663
classify	ταξινόμηση	0.646	0.411	0.720
classmate	συμμαθητής	0.781	0.400	0.593
classroom	αίθουσα διδασκαλίας	0.539	0.292	0.363
classy	αριστοκρατικό	0.917	0.410	0.649
clatter	ποδοβολητό	0.418	0.820	0.387
clause	ρήτρα	0.480	0.409	0.528
clauses	ρήτρες	0.449	0.429	0.545
claustrophobia	κλειστοφοβία	0.125	0.840	0.333
claustrophobic	κλειστοφοβική	0.092	0.755	0.400
clavicle	κλείδα	0.398	0.400	0.452
claw	δαγκάνα	0.260	0.600	0.598
claws	νύχια	0.281	0.698	0.562
clay	πηλός	0.542	0.250	0.267
clean	ΚΑΘΑΡΗ	0.827	0.170	0.500
cleaner	καθαριστής	0.604	0.556	0.375
cleaning	καθάρισμα	0.595	0.396	0.427
cleanliness	καθαριότητα	0.816	0.363	0.609
cleanly	καθαρά	0.823	0.352	0.583
cleanse	καθαρίζω	0.625	0.310	0.660
cleanser	καθαριστικό	0.604	0.353	0.433
cleansing	καθαρισμό	0.729	0.298	0.472
cleanup	καθάρισε	0.729	0.314	0.451
clear	Σαφή	0.857	0.327	0.573
clearance	εκτελωνισμός	0.542	0.459	0.473
clearing	ξέφωτο	0.680	0.333	0.509
clearness	καθαρότητα	0.875	0.316	0.689
cleat	στήριγμα	0.486	0.260	0.361
cleavage	σχίσιμο	0.542	0.602	0.454
cleave	σχίζω	0.296	0.545	0.389
cleaver	NO TRANSLATION	0.240	0.627	0.434
clef	κλειδί	0.615	0.360	0.595
cleft	σχισμή	0.306	0.442	0.360
clemency	επιείκεια	0.594	0.417	0.397
clench	σφίγγω	0.438	0.618	0.580
clergy	κλήρος	0.531	0.312	0.575
clergyman	κληρικός	0.594	0.330	0.556
cleric	κληρικός	0.521	0.324	0.589
