Word	Swedish-sv	Valence	Arousal	Dominance
coldness	kyla	0.093	0.470	0.427
coldsweat	NO TRANSLATION	0.427	0.491	0.327
coleslaw	kålsallad	0.707	0.312	0.336
colic	kolik	0.135	0.736	0.361
coliseum	coliseum	0.612	0.663	0.704
collaborate	samarbeta	0.816	0.449	0.559
collaboration	samarbete	0.885	0.628	0.741
collaborator	medarbetare	0.729	0.320	0.769
collage	collage	0.680	0.321	0.375
collagen	kollagen	0.541	0.245	0.450
collapse	kollaps	0.208	0.689	0.342
collar	krage	0.656	0.442	0.446
collarbone	nyckelben	0.420	0.427	0.306
collate	kollationera	0.438	0.448	0.580
collateral	säkerhet	0.531	0.422	0.717
collation	tione	0.520	0.333	0.508
colleague	kollega	0.740	0.413	0.600
collect	samla	0.635	0.481	0.491
collected	samlade in	0.570	0.402	0.588
collection	samling	0.725	0.311	0.588
collective	kollektiv	0.583	0.458	0.698
collectively	kollektivt	0.817	0.573	0.533
collector	samlare	0.552	0.481	0.648
college	högskola	0.700	0.467	0.746
collegiate	college-	0.592	0.461	0.678
collide	kollidera	0.271	0.892	0.557
collie	collie	0.562	0.308	0.328
collision	kollision	0.245	0.848	0.585
collocation	samlokalisering	0.637	0.360	0.594
colloquial	vardaglig	0.604	0.363	0.368
collusion	maskopi	0.365	0.510	0.400
cologne	köln	0.677	0.413	0.552
colon	kolon	0.449	0.394	0.384
colonel	överste	0.459	0.592	0.890
colonial	kolonial	0.553	0.327	0.613
colonic	kolon	0.333	0.420	0.430
colonoscopy	koloskopi	0.208	0.524	0.466
colony	koloni	0.716	0.353	0.593
colophon	colophon	0.500	0.408	0.385
color	Färg	0.786	0.280	0.402
coloration	färgsättning	0.541	0.520	0.443
colored	färgad	0.806	0.317	0.275
colorful	färgrik	0.850	0.520	0.519
coloring	färg	0.781	0.469	0.353
colorless	färglös	0.354	0.340	0.250
colors	färger	0.875	0.349	0.340
colossal	kolossal	0.698	0.692	0.900
colt	hingst	0.561	0.587	0.543
columbine	akleja	0.520	0.521	0.407
column	kolumn	0.480	0.250	0.670
columnar	pelar-	0.448	0.340	0.491
columnist	kolumnist	0.646	0.365	0.648
com	NO TRANSLATION	0.396	0.382	0.382
coma	koma	0.219	0.255	0.302
comatose	komatös	0.143	0.438	0.433
comb	hårkam	0.490	0.123	0.268
combat	bekämpa	0.302	0.846	0.833
combatant	stridande	0.531	0.853	0.780
combative	combative	0.381	0.690	0.816
combination	kombination	0.708	0.480	0.726
combinatorial	kombinatorisk	0.561	0.436	0.428
combine	kombinera	0.663	0.442	0.533
combined	kombinerad	0.622	0.370	0.500
combo	combo	0.698	0.439	0.453
combustible	brännbar	0.386	0.650	0.750
combustion	förbränning	0.457	0.807	0.591
come	komma	0.529	0.269	0.558
comeback	kom tillbaka	0.580	0.409	0.555
comedian	komiker	0.812	0.735	0.598
comedy	komedi	0.918	0.555	0.490
comet	komet	0.704	0.679	0.471
comfort	bekvämlighet	0.863	0.231	0.670
comfortable	bekväm	0.927	0.163	0.473
comforter	tröstare	0.618	0.275	0.302
comforting	tröstande	0.906	0.337	0.620
comfy	bekväm	0.930	0.241	0.625
comic	komisk	0.917	0.459	0.387
comical	komisk	0.844	0.737	0.327
comics	serier	0.690	0.556	0.384
coming	kommande	0.653	0.417	0.500
comma	kommatecken	0.344	0.269	0.242
command	kommando	0.427	0.790	0.849
commandant	kommendant	0.622	0.700	0.943
commandeer	commandeer	0.552	0.639	0.931
commander	befälhavare	0.531	0.615	0.906
commanding	befallande	0.562	0.664	0.925
commandment	budord	0.656	0.490	0.876
commando	kommando	0.323	0.710	0.817
commemorate	fira	0.812	0.602	0.636
commemoration	åminnelse	0.719	0.615	0.754
commemorative	minnes-	0.750	0.438	0.754
commence	börja	0.760	0.585	0.741
commend	berömma	0.906	0.694	0.711
commendable	beröm	0.786	0.570	0.555
commendation	lovord	0.911	0.500	0.639
commensurate	proportion	0.610	0.304	0.550
comment	kommentar	0.667	0.417	0.379
commentary	kommentar	0.602	0.402	0.446
commentator	kommentator	0.492	0.510	0.607
commerce	handel	0.646	0.500	0.788
commercial	kommersiell	0.806	0.490	0.528
commie	commie	0.385	0.519	0.454
commissary	commissary	0.385	0.500	0.788
commission	provision	0.677	0.480	0.571
commissioner	kommissarie	0.602	0.449	0.949
commit	begå	0.365	0.529	0.491
commitment	engagemang	0.714	0.710	0.843
committal	committal	0.472	0.519	0.582
committed	engagerad	0.710	0.542	0.712
committee	utskott	0.592	0.392	0.721
commodity	råvara	0.615	0.394	0.537
commodore	kommendör	0.427	0.530	0.636
common	allmänning	0.600	0.127	0.318
commoner	vanligare	0.448	0.365	0.327
commonly	vanligen	0.604	0.170	0.574
commonplace	alldaglig	0.520	0.337	0.442
commons	commons	0.633	0.396	0.623
commonwealth	samvälde	0.630	0.406	0.702
commotion	uppståndelse	0.490	0.700	0.646
communal	gemensam	0.592	0.321	0.556
commune	kommun	0.500	0.488	0.655
communicable	smittsam	0.796	0.491	0.623
communicate	kommunicera	0.823	0.410	0.696
communication	kommunikation	0.837	0.400	0.649
communicative	kommunikativ	0.847	0.560	0.637
communicator	meddelare	0.573	0.509	0.796
communion	gemenskap	0.765	0.357	0.607
communism	kommunism	0.264	0.570	0.623
communist	kommunist	0.265	0.702	0.632
community	gemenskap	0.750	0.350	0.659
commutation	kommutering	0.469	0.431	0.652
commutative	kommutativ	0.667	0.442	0.569
commute	pendla	0.622	0.582	0.565
commuter	pendlare	0.646	0.520	0.512
comp	komp	0.573	0.450	0.371
compact	kompakt	0.458	0.417	0.673
compaction	kompaktering	0.531	0.471	0.582
compactness	kompakthet	0.582	0.352	0.454
companion	följeslagare	0.770	0.377	0.618
companionless	companionless	0.271	0.259	0.200
companionship	kamratskap	0.833	0.438	0.792
company	företag	0.906	0.425	0.798
comparable	jämförbar	0.562	0.443	0.458
comparative	jämförande	0.470	0.273	0.562
comparatively	jämförelsevis	0.604	0.391	0.538
compare	jämföra	0.552	0.408	0.524
comparison	jämförelse	0.583	0.456	0.492
compartment	avdelning	0.500	0.389	0.607
compass	kompass	0.541	0.307	0.529
compassion	medlidande	0.735	0.258	0.509
compassionate	medlidsam	0.857	0.404	0.411
compatibility	kompatibilitet	0.816	0.450	0.673
compatible	kompatibel	0.892	0.387	0.638
compel	tvinga	0.200	0.847	0.625
compelled	Tvingad	0.333	0.654	0.347
compelling	övertygande	0.698	0.570	0.870
compendium	kompendium	0.610	0.461	0.537
compensate	kompensera	0.612	0.429	0.762
compensation	ersättning	0.775	0.469	0.598
compensatory	kompensations	0.589	0.490	0.700
compete	konkurrera	0.573	0.745	0.786
competence	kompetens	0.615	0.802	0.823
competency	kompetens	0.768	0.775	0.764
competent	behörig	0.865	0.560	0.904
competition	konkurrens	0.580	0.790	0.798
competitive	konkurrenskraftig	0.447	0.718	0.908
competitor	konkurrent	0.612	0.959	0.861
compilation	kompilering	0.530	0.512	0.606
compile	sammanställa	0.600	0.413	0.519
complacency	godhet	0.604	0.503	0.519
complacent	ro	0.625	0.452	0.518
complain	klaga	0.143	0.682	0.360
complaint	klagomål	0.143	0.606	0.281
complement	komplement	0.760	0.277	0.600
complementary	komplementär	0.714	0.320	0.586
complete	komplett	0.750	0.414	0.809
completed	avslutad	0.823	0.357	0.777
completely	fullständigt	0.730	0.370	0.690
completeness	fullständighet	0.823	0.433	0.769
completing	fullborda	0.614	0.500	0.769
completion	komplettering	0.656	0.470	0.525
complex	komplex	0.388	0.608	0.550
complexed	komplexbundna	0.312	0.577	0.612
complexion	hy	0.521	0.520	0.380
complexity	komplexitet	0.479	0.620	0.595
compliance	överensstämmelse	0.750	0.462	0.750
compliant	kompatibel	0.677	0.310	0.519
complicate	komplicera	0.210	0.657	0.404
complicated	komplicerad	0.211	0.660	0.455
complication	komplikation	0.365	0.726	0.330
complicity	medbrottslighet	0.323	0.684	0.670
compliment	NO TRANSLATION	0.820	0.490	0.651
complimentary	kostnadsfri	0.823	0.413	0.435
comply	följa	0.806	0.370	0.638
complying	uppfyller	0.729	0.423	0.590
compo	compo	0.500	0.346	0.390
component	komponent	0.531	0.382	0.525
compose	komponera	0.639	0.432	0.694
composed	sammansatt	0.684	0.385	0.682
composer	kompositör	0.822	0.588	0.691
composite	sammansatt	0.591	0.459	0.620
composition	sammansättning	0.765	0.408	0.652
compost	kompost	0.480	0.404	0.441
composure	lugn	0.802	0.354	0.717
compound	förening	0.635	0.385	0.735
comprehend	förstå	0.875	0.365	0.689
comprehension	förståelse	0.908	0.387	0.688
comprehensive	omfattande	0.796	0.385	0.644
compress	komprimera	0.406	0.412	0.460
compressed	komprimerad	0.323	0.396	0.388
compressible	komprimerbar	0.622	0.392	0.585
compression	kompression	0.646	0.521	0.579
compressor	kompressor	0.418	0.481	0.630
comprise	innehålla	0.839	0.373	0.669
compromise	kompromiss	0.677	0.520	0.805
comptroller	comptroller	0.402	0.481	0.866
compulsion	tvång	0.118	0.760	0.604
compulsive	tvångsmässig	0.347	0.871	0.573
compulsory	obligatorisk	0.343	0.541	0.791
computable	beräkningsbar	0.570	0.402	0.545
computation	beräkning	0.583	0.429	0.697
compute	beräkna	0.531	0.408	0.564
computer	dator	0.802	0.356	0.639
computerized	datoriserad	0.677	0.450	0.657
computing	datoranvändning	0.745	0.398	0.695
comrade	kamrat	0.781	0.412	0.804
con	NO TRANSLATION	0.255	0.736	0.427
concatenation	konkatenering	0.480	0.593	0.539
concave	konkav	0.441	0.349	0.349
conceal	dölja	0.312	0.436	0.306
concealed	dold	0.344	0.363	0.352
concealment	döljande	0.302	0.570	0.390
concede	medge	0.670	0.324	0.473
conceit	inbilskhet	0.354	0.625	0.309
conceited	inbilsk	0.194	0.667	0.473
conceivable	tänkbar	0.730	0.350	0.613
conceive	conceive	0.708	0.538	0.700
concentrate	koncentrera	0.750	0.439	0.743
concentration	koncentration	0.735	0.500	0.722
concentric	koncentrisk	0.730	0.479	0.635
concept	begrepp	0.573	0.265	0.632
conception	uppfattning	0.694	0.490	0.614
concern	oro	0.250	0.734	0.463
concerned	bekymrad	0.292	0.698	0.350
concert	konsert	0.938	0.867	0.718
concerto	konsert	0.613	0.759	0.679
concession	koncession	0.588	0.423	0.615
concessional	förmånliga	0.770	0.493	0.657
conch	trumpetsnäcka	0.583	0.306	0.339
concierge	concierge	0.480	0.343	0.343
conciliation	förlikning	0.792	0.475	0.726
concise	koncis	0.583	0.298	0.620
conclave	konklav	0.573	0.440	0.611
conclude	sluta	0.530	0.267	0.679
concluding	avslutande	0.531	0.382	0.603
conclusion	slutsats	0.615	0.377	0.659
conclusive	avgörande	0.500	0.427	0.745
concoction	hopkok	0.448	0.459	0.417
concomitant	samtidig	0.427	0.482	0.727
concord	harmoni	0.677	0.320	0.586
concordance	överensstämmelse	0.625	0.358	0.608
concours	NO TRANSLATION	0.500	0.530	0.495
concourse	terminalgång	0.740	0.657	0.528
concrete	betong-	0.633	0.420	0.547
concubine	konkubin	0.388	0.594	0.476
concur	instämma	0.459	0.394	0.429
concurrence	concurrence	0.764	0.627	0.613
concurrent	samverkande	0.573	0.547	0.741
concurring	sammanfalla	0.573	0.600	0.681
concussion	hjärnskakning	0.072	0.708	0.482
condemn	fördöma	0.102	0.793	0.625
condemnation	fördömelse	0.133	0.725	0.449
condensation	kondensation	0.510	0.316	0.538
condensed	komprimerad	0.598	0.415	0.623
condescending	nedlåtande	0.583	0.363	0.593
condescension	nedlåtenhet	0.521	0.377	0.565
condiment	krydda	0.520	0.333	0.433
condition	skick	0.500	0.469	0.519
conditional	villkorlig	0.521	0.343	0.556
conditionally	villkor	0.396	0.419	0.617
conditioned	betingad	0.490	0.417	0.616
conditioner	balsam	0.781	0.360	0.538
conditioning	konditionering	0.440	0.468	0.617
conditions	betingelser	0.551	0.441	0.593
condo	andels	0.439	0.288	0.607
condolence	beklagande	0.260	0.443	0.404
condolences	beklaga sorgen	0.198	0.480	0.288
condom	kondom	0.406	0.637	0.500
condone	överse med	0.571	0.441	0.619
condor	kondor	0.573	0.388	0.519
conducive	Befrämjande	0.775	0.479	0.679
conduct	uppträdande	0.453	0.510	0.750
conduction	ledning	0.530	0.557	0.717
conductivity	ledningsförmåga	0.583	0.575	0.642
conductor	dirigent	0.677	0.663	0.621
conduit	rörledning	0.470	0.302	0.413
cone	kon	0.417	0.208	0.343
confederacy	sammansvärjning	0.590	0.541	0.736
confederate	förbunds	0.551	0.546	0.792
confederation	konfederation	0.663	0.404	0.830
confer	tilldela	0.573	0.482	0.583
conference	konferens	0.688	0.615	0.606
confess	bekänna	0.360	0.712	0.431
confession	bekännelse	0.469	0.642	0.460
confessional	konfessionell	0.458	0.392	0.629
confessions	bekännelser	0.325	0.538	0.658
confetti	konfetti	0.781	0.573	0.250
confidant	förtrogen	0.837	0.633	0.631
confide	anförtro	0.669	0.472	0.595
confidence	förtroende	0.959	0.276	0.943
confident	självsäker	0.765	0.324	0.723
confidential	konfidentiell	0.643	0.471	0.761
confidentiality	konfidentialitet	0.667	0.431	0.718
confidentially	NO TRANSLATION	0.633	0.469	0.558
configuration	konfiguration	0.540	0.443	0.591
confine	begränsa	0.327	0.551	0.538
confined	begränsad	0.286	0.472	0.444
confinement	förlossning	0.333	0.656	0.520
confines	gränserna	0.396	0.386	0.542
confirm	bekräfta	0.802	0.439	0.806
confirmation	Bekräftelse	0.812	0.480	0.692
confirmatory	bekräftande	0.656	0.500	0.683
confirmed	bekräftade	0.760	0.490	0.764
confiscate	konfiskera	0.250	0.625	0.482
confiscation	konfiskering	0.208	0.706	0.586
conflagration	brand	0.344	0.721	0.594
conflict	konflikt	0.335	0.906	0.471
conflicting	motstridig	0.173	0.738	0.553
confluence	konfluens	0.677	0.598	0.565
conform	anpassa	0.479	0.380	0.375
conformance	överensstämmelse	0.608	0.278	0.254
conformation	NO TRANSLATION	0.622	0.435	0.711
conformity	överensstämmelse	0.645	0.363	0.579
confound	förbrylla	0.347	0.529	0.333
confounded	förväxlas	0.333	0.528	0.264
confront	konfrontera	0.281	0.760	0.746
confrontation	konfrontation	0.177	0.870	0.658
confuse	förvirra	0.100	0.580	0.270
confused	förvirrad	0.220	0.650	0.179
confusing	förvirrande	0.229	0.690	0.222
confusion	förvirring	0.255	0.667	0.277
conga	conga	0.469	0.529	0.440
congenial	sympatisk	0.820	0.412	0.620
congenital	medfödd	0.448	0.434	0.427
congestion	trängsel	0.271	0.654	0.491
conglomerate	konglomerat	0.500	0.500	0.838
conglomeration	gytter	0.541	0.720	0.670
congrats	grattis	0.930	0.726	0.775
congratulate	gratulera	0.927	0.724	0.784
congratulation	lyckönskan	0.948	0.780	0.717
congratulations	Grattis	0.960	0.755	0.719
congratulatory	gratulations	0.959	0.616	0.689
congregate	samlas	0.653	0.530	0.733
congregation	församling	0.561	0.490	0.700
congress	kongress	0.449	0.444	0.857
congressional	kongress-	0.552	0.491	0.848
congressman	congressman	0.438	0.471	0.877
congruence	kongruens	0.656	0.472	0.577
conic	konisk	0.510	0.368	0.379
conical	konisk	0.490	0.422	0.471
conjecture	gissa	0.396	0.398	0.534
conjugal	äktenskaplig	0.698	0.510	0.688
conjugate	konjugat	0.583	0.420	0.467
conjugation	konjugation	0.479	0.429	0.582
conjunction	samband	0.520	0.472	0.509
conjunctive	konjunktiv	0.487	0.444	0.639
conjure	trolla	0.385	0.679	0.645
conjuring	trolleri	0.224	0.653	0.694
conk	RAKPERMANENTA	0.340	0.469	0.404
connect	ansluta	0.724	0.299	0.536
connected	ansluten	0.816	0.550	0.612
connection	förbindelse	0.729	0.560	0.655
connective	bind	0.719	0.491	0.764
connoisseur	kännare	0.760	0.461	0.769
conquer	erövra	0.694	0.873	0.971
conquering	erövrande	0.760	0.873	0.936
conqueror	besegrare	0.604	0.809	0.930
conquest	erövring	0.710	0.702	0.833
conscience	samvete	0.663	0.375	0.721
conscientious	samvetsgrann	0.688	0.404	0.688
conscious	medveten	0.740	0.333	0.705
consciousness	medvetande	0.840	0.483	0.755
conscription	värnplikt	0.396	0.775	0.642
consecrated	invigd	0.663	0.500	0.800
consecration	invigning	0.771	0.418	0.804
consecutive	i följd	0.663	0.418	0.643
consensual	samförstånd	0.663	0.417	0.655
consensus	konsensus	0.627	0.358	0.625
consent	samtycke	0.750	0.500	0.620
consenting	samtycker	0.727	0.406	0.693
consequence	Följd	0.240	0.721	0.593
consequent	följd	0.663	0.471	0.625
conservation	bevarande	0.832	0.401	0.606
conservatism	konservatism	0.406	0.369	0.633
conservative	konservativ	0.615	0.316	0.788
conservatory	vinterträdgård	0.635	0.240	0.729
conserve	bevara	0.690	0.347	0.573
consider	överväga	0.677	0.368	0.579
considerable	betydande	0.653	0.314	0.683
considerate	omtänksam	0.781	0.380	0.633
consideration	hänsyn	0.589	0.380	0.687
consignee	mottagare	0.635	0.385	0.602
consignment	sändning	0.490	0.440	0.500
consist	bestå	0.823	0.386	0.580
consistency	konsistens	0.714	0.500	0.887
consistent	konsekvent	0.786	0.431	0.726
consolation	tröst	0.408	0.250	0.304
console	trösta	0.625	0.398	0.415
consoled	tröstade	0.700	0.343	0.452
consolidate	konsolidera	0.880	0.440	0.870
consolidated	konsoliderad	0.700	0.366	0.784
consolidation	konsolidering	0.604	0.445	0.776
consonant	konsonant	0.500	0.347	0.417
consort	umgås	0.632	0.509	0.630
conspicuous	iögonfallande	0.479	0.520	0.596
conspiracy	konspiration	0.125	0.787	0.652
conspirator	konspiratör	0.271	0.786	0.707
conspire	konspirera	0.206	0.740	0.520
constable	konstapel	0.573	0.667	0.764
constancy	beständighet	0.786	0.443	0.763
constant	konstant	0.740	0.296	0.686
constantly	ständigt	0.663	0.561	0.700
constellation	konstellation	0.719	0.533	0.775
consternation	bestörtning	0.167	0.680	0.469
constipation	förstoppning	0.079	0.612	0.231
constituency	valkrets	0.500	0.480	0.696
constituent	konstituerande	0.573	0.500	0.827
constituents	beståndsdelar	0.573	0.414	0.833
constitute	utgör	0.812	0.349	0.906
constitution	konstitution	0.590	0.380	0.889
constitutional	konstitutionell	0.633	0.418	0.827
constitutionality	constitutionality	0.612	0.439	0.853
constrain	begränsa	0.261	0.500	0.500
constrained	tvungen	0.135	0.537	0.357
constraint	begränsning	0.323	0.550	0.481
construct	konstruera	0.750	0.648	0.792
construction	konstruktion	0.848	0.612	0.759
constructive	konstruktiv	0.860	0.570	0.812
construe	tolka	0.602	0.519	0.553
consul	konsul	0.573	0.354	0.688
consulate	konsulat	0.561	0.453	0.694
consult	rådfråga	0.755	0.370	0.441
consultant	konsult	0.770	0.344	0.808
consultation	samråd	0.660	0.463	0.625
consume	konsumera	0.427	0.620	0.509
consumer	konsument	0.507	0.551	0.677
consuming	förbrukande	0.573	0.541	0.536
consummate	fullborda	0.551	0.540	0.558
consummation	fullbordan	0.583	0.676	0.661
consumption	konsumtion	0.390	0.531	0.538
contact	kontakta	0.719	0.424	0.526
contagion	smitta	0.208	0.630	0.535
contagious	smittosam	0.184	0.725	0.400
contain	innehålla	0.542	0.490	0.658
container	behållare	0.551	0.396	0.561
containment	inneslutning	0.411	0.491	0.618
contaminate	förorena	0.140	0.611	0.426
contaminated	förorenade	0.040	0.500	0.368
contamination	förorening	0.125	0.610	0.375
contemplate	överväga	0.740	0.347	0.642
contemplation	begrundande	0.552	0.324	0.627
contemplative	kontemplativ	0.729	0.308	0.739
contemporaneous	samtida	0.640	0.373	0.591
contemporary	samtida	0.720	0.365	0.569
contempt	förakt	0.206	0.635	0.396
contemptible	föraktlig	0.146	0.657	0.471
contemptuous	förakt	0.204	0.500	0.375
contend	strida	0.510	0.657	0.731
contender	utmanare	0.480	0.790	0.681
contending	stridande	0.490	0.698	0.716
content	innehåll	0.764	0.296	0.559
contented	belåten	0.857	0.612	0.746
contention	påstående	0.375	0.510	0.738
contentious	omtvistad	0.422	0.573	0.637
contentment	belåtenhet	0.875	0.610	0.782
contents	innehåll	0.656	0.375	0.550
contest	tävling	0.667	0.698	0.717
contestant	tävlande	0.760	0.530	0.602
context	sammanhang	0.531	0.300	0.553
contiguous	angränsande	0.375	0.450	0.500
continence	avhållsamhet	0.450	0.396	0.469
continent	kontinent	0.551	0.373	0.833
continental	kontinental	0.486	0.350	0.755
contingency	oförutsedda	0.396	0.500	0.670
contingent	kontingent	0.470	0.531	0.659
continual	ständig	0.500	0.423	0.685
continually	kontinuerligt	0.646	0.438	0.698
continuance	fortsättning	0.729	0.510	0.652
continuation	fortsättning	0.615	0.470	0.566
continue	Fortsätta	0.630	0.427	0.612
continued	fortsatt	0.635	0.440	0.500
continuing	fortlöpande	0.667	0.500	0.520
continuity	kontinuitet	0.781	0.439	0.684
continuous	kontinuerlig	0.625	0.509	0.580
continuously	kontinuerligt	0.719	0.417	0.702
continuum	kontinuum	0.677	0.390	0.491
contour	kontur	0.589	0.265	0.414
contraband	smuggel	0.177	0.875	0.670
contraception	preventivmedel	0.296	0.518	0.525
contract	avtal	0.594	0.412	0.636
contracted	avtalad	0.344	0.557	0.449
contractile	kontraktila	0.480	0.586	0.569
contracting	upphandlande	0.594	0.490	0.769
contraction	kontraktion	0.292	0.755	0.603
contractor	entreprenör	0.592	0.479	0.727
contradict	motsäga	0.160	0.598	0.482
contradiction	motsägelse	0.250	0.660	0.377
contradictory	motsägande	0.365	0.651	0.421
contraption	grej	0.448	0.590	0.491
contrary	motsats	0.327	0.449	0.338
contrast	kontrast	0.480	0.406	0.520
contrasted	kontraste	0.521	0.538	0.491
contravene	strida	0.357	0.618	0.472
contravention	strid	0.344	0.627	0.593
contribute	bidra	0.806	0.350	0.795
contribution	bidrag	0.854	0.452	0.760
contributor	bidragsgivare	0.844	0.510	0.760
contrite	ånger	0.347	0.363	0.473
contrition	ånger	0.347	0.583	0.463
contrived	contrived	0.408	0.530	0.458
control	kontrollera	0.729	0.352	0.808
controller	kontroller	0.469	0.712	0.868
controlling	kontrollerande	0.490	0.441	0.885
controversial	kontroversiell	0.271	0.858	0.538
controversy	kontrovers	0.250	0.819	0.600
contusion	kontusion	0.167	0.565	0.509
conundrum	gåta	0.354	0.524	0.408
convalescent	konvalescent	0.458	0.480	0.269
convection	konvektion	0.521	0.494	0.526
convene	kalla	0.583	0.676	0.636
convenience	bekvämlighet	0.781	0.448	0.613
conveniences	bekvämligheter	0.802	0.412	0.693
convenient	bekväm	0.846	0.491	0.574
convent	kloster	0.480	0.217	0.594
convention	konvent	0.622	0.622	0.704
conventional	konventionell	0.594	0.292	0.634
converge	konvergera	0.635	0.471	0.539
convergence	konvergens	0.551	0.491	0.625
convergent	konvergerande	0.781	0.490	0.696
conversant	förtrogen	0.724	0.360	0.542
conversation	konversation	0.750	0.510	0.609
conversational	konversera	0.719	0.431	0.596
conversationalist	conversationalist	0.719	0.467	0.667
converse	samtala	0.594	0.406	0.598
conversing	konversera	0.755	0.409	0.442
conversion	omvandling	0.480	0.605	0.736
convert	konvertera	0.551	0.538	0.704
converted	konverterad	0.663	0.418	0.686
