Word	Scots Gaelic-gd	Valence	Arousal	Dominance
demon	deam	0.037	0.908	0.509
demonic	deuchainn	0.146	0.875	0.600
demonstrable	nochdte	0.735	0.471	0.749
demonstrate	sealltainn	0.771	0.552	0.839
demonstrated	air a shealltainn	0.617	0.500	0.649
demonstrating	a 'taisbeanadh	0.698	0.571	0.693
demonstration	taisbeanadh	0.551	0.676	0.679
demonstrative	taisbeanadh	0.656	0.528	0.736
demonstrator	neach-taisbeanaidh	0.520	0.598	0.733
demoralized	dealaichte	0.082	0.590	0.149
demos	demos	0.418	0.370	0.368
demure	dealachadh	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	deniability	0.230	0.509	0.417
denial	denial	0.194	0.435	0.318
denied	dhiùltadh	0.188	0.604	0.333
denim	denim	0.520	0.382	0.327
denomination	seòrsa	0.490	0.363	0.429
denominational	ainmichte	0.458	0.375	0.679
denominator	seòrsaiche	0.450	0.410	0.613
denote	comharrachadh	0.448	0.471	0.534
denounce	den bheachd	0.083	0.780	0.426
dense	dlùth	0.354	0.343	0.536
density	dùmhlachd	0.602	0.471	0.561
dent	fiaclair	0.306	0.606	0.325
dental	fiaclaireachd	0.573	0.404	0.463
dentist	fiaclair	0.479	0.620	0.642
dentistry	fiaclaireachd	0.429	0.570	0.569
dentists	fiaclairean	0.364	0.600	0.582
denunciation	denunciation	0.146	0.830	0.561
deny	dhiùlt	0.316	0.667	0.321
denying	a 'diùltadh	0.080	0.542	0.272
deodorant	deodorant	0.480	0.265	0.269
depart	falbh	0.398	0.480	0.444
departed	dh 'fhalbh	0.245	0.536	0.391
department	roinn	0.708	0.358	0.642
departmental	roinn	0.612	0.422	0.446
departure	fàgail	0.573	0.500	0.426
depend	an crochadh	0.388	0.429	0.358
dependable	neo-eisimeileach	0.880	0.357	0.741
dependant	eisimeileach	0.357	0.404	0.451
dependence	eisimeileachd	0.250	0.451	0.433
dependency	eisimeileachd	0.429	0.365	0.356
dependent	eisimeileach	0.354	0.455	0.404
depict	dealbh	0.663	0.529	0.723
depicting	a 'sealltainn	0.490	0.566	0.602
depletion	òl	0.153	0.370	0.236
deplorable	mì-thoilichte	0.135	0.657	0.230
deplore	deplore	0.135	0.575	0.373
deploy	cleachdadh	0.500	0.520	0.585
deployment	cleachdadh	0.510	0.520	0.612
deport	spòrs	0.167	0.667	0.546
deportation	sgaoileadh	0.104	0.786	0.450
depose	depose	0.286	0.420	0.451
deposit	tasgaidh	0.540	0.379	0.483
depositary	tasgaidh	0.604	0.431	0.500
deposition	tasgadh	0.394	0.510	0.471
depository	tasgaidh	0.551	0.373	0.481
depot	dealain	0.635	0.255	0.471
depraved	mì-fhortanach	0.031	0.837	0.395
depravity	dealachaidh	0.115	0.854	0.453
depreciate	ìsleachadh	0.270	0.623	0.445
depreciated	ìsleachadh	0.135	0.672	0.250
depreciation	ìsleachadh	0.143	0.571	0.386
depress	bochd	0.219	0.635	0.528
depressed	dona	0.024	0.445	0.136
depressing	dìomhaireachd	0.146	0.559	0.216
depression	sneachda	0.031	0.520	0.232
depressive	bochd	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	bochdainn	0.194	0.610	0.413
deprive	caochladh	0.271	0.591	0.340
deprived	bochdainn	0.354	0.506	0.536
depth	doimhneachd	0.708	0.561	0.759
deputy	leas-cheannard	0.429	0.530	0.787
derail	derail	0.108	0.802	0.375
deranged	deanged	0.376	0.868	0.357
derelict	fàgail	0.208	0.470	0.237
derision	milleadh	0.265	0.670	0.292
derivation	derivation	0.521	0.519	0.644
derivative	derivative	0.541	0.491	0.508
derive	sgaoileadh	0.396	0.324	0.360
dermal	dermal	0.385	0.406	0.443
dermatologist	dermatologist	0.531	0.358	0.528
dermatology	dermatology	0.422	0.500	0.556
derogation	maoidheadh	0.208	0.460	0.327
derogatory	mì-riaghailteach	0.122	0.580	0.404
descend	dealachadh	0.385	0.535	0.231
descendant	sliochd	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	a 'teàrnadh	0.219	0.493	0.250
descent	shliochd	0.300	0.402	0.158
describe	cunntas	0.542	0.472	0.555
description	Tuairisgeul	0.582	0.425	0.596
descriptive	tuairisgeul	0.667	0.352	0.570
desecrate	sgaoileadh	0.255	0.806	0.509
desecration	ciùradh	0.125	0.833	0.564
desert	fàsach	0.469	0.279	0.389
deserted	fàsach	0.156	0.480	0.214
deserter	fàsach	0.122	0.710	0.366
desertion	fàsach	0.122	0.630	0.289
deserve	mearachd	0.802	0.436	0.613
deserved	airidh air	0.781	0.582	0.689
deserving	mealladh	0.802	0.596	0.858
design	dealbhadh	0.796	0.327	0.632
designate	ainmeachadh	0.531	0.538	0.683
designated	ainmichte	0.500	0.412	0.616
designation	ainmeachadh	0.612	0.571	0.675
designed	air a dhealbhadh	0.745	0.380	0.595
designer	dealbhaiche	0.875	0.519	0.670
designing	a 'dealbhadh	0.792	0.355	0.552
desirability	deimhinn	0.684	0.550	0.675
desirable	ion-mhiannaichte	0.740	0.735	0.750
desire	miann	0.896	0.692	0.647
desiring	ag iarraidh	0.814	0.821	0.632
desirous	ag iarraidh	0.719	0.824	0.562
desist	desist	0.220	0.358	0.291
desk	deasg	0.510	0.135	0.422
desolate	falamh	0.104	0.320	0.228
desolation	sònrachadh	0.073	0.481	0.273
despair	an-dòchas	0.115	0.794	0.245
despairing	an-dòchas	0.073	0.735	0.286
despatch	sgaoileadh	0.448	0.400	0.613
desperado	deisealachadh	0.260	0.745	0.361
desperate	èiginneach	0.083	0.842	0.337
desperation	èiginn	0.125	0.904	0.419
despicable	gun teagamh	0.146	0.710	0.255
despise	sguabadh às	0.167	0.745	0.296
despondent	duilich	0.133	0.378	0.221
despotic	despotic	0.141	0.824	0.592
despotism	dìomhaireachd	0.255	0.696	0.620
dessert	milseag	0.755	0.491	0.404
destination	ceann-uidhe	0.708	0.471	0.637
destined	dh 'fhalbh	0.698	0.462	0.617
destiny	dànachd	0.781	0.413	0.611
destitute	sìorraidh	0.130	0.451	0.222
destroy	sgrios	0.046	0.935	0.635
destroyed	sgrios	0.031	0.696	0.288
destroyer	sgriosair	0.083	0.830	0.543
destroying	a 'milleadh	0.041	0.828	0.660
destruct	destruct	0.071	0.868	0.525
destruction	sgrios	0.102	0.929	0.613
destructive	millteach	0.177	0.870	0.713
detach	sgaoileadh	0.357	0.625	0.450
detached	air leth	0.280	0.396	0.216
detachment	sgaoileadh	0.243	0.700	0.443
detail	mion-fhiosrachadh	0.514	0.406	0.528
detailed	mionaideach	0.603	0.314	0.472
details	mion-fhiosrachadh	0.583	0.367	0.481
detain	cùm a chumail	0.351	0.345	0.430
detainee	cùlaibh	0.306	0.510	0.321
detect	lorg	0.531	0.520	0.565
detectable	lorg	0.479	0.539	0.649
detection	lorg	0.708	0.567	0.538
detective	detective	0.500	0.764	0.901
detector	detector	0.459	0.630	0.724
detention	glèidheadh	0.265	0.698	0.562
deter	stad	0.344	0.537	0.567
detergent	uisge-beatha	0.458	0.304	0.426
deteriorate	dol sìos	0.083	0.471	0.202
deteriorated	milleadh	0.053	0.549	0.237
deteriorating	a 'crìonadh	0.104	0.459	0.112
deterioration	ìsleachadh	0.130	0.512	0.283
determinable	deiseil	0.625	0.565	0.723
determinate	a 'dearbhadh	0.630	0.314	0.772
determination	dearbhadh	0.776	0.725	0.795
determine	co-dhùnadh	0.612	0.368	0.776
determined	air a dhearbhadh	0.760	0.528	0.673
deterrent	stad	0.292	0.461	0.385
detest	faireachdainn	0.083	0.800	0.492
detestation	cladhach	0.177	0.637	0.412
detonate	sgaoileadh	0.375	0.850	0.696
detonation	cladhach	0.167	0.931	0.741
detonator	bhriseadh	0.207	0.875	0.750
detour	sgaoileadh	0.398	0.539	0.309
detract	cuir stad air	0.344	0.438	0.368
detriment	droch bhuaidh	0.281	0.538	0.263
detrimental	droch bhuaidh	0.203	0.679	0.387
detritus	sgaoileadh	0.276	0.353	0.363
deuce	deuce	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	luachmhor	0.321	0.462	0.212
devastate	sgrios	0.021	0.796	0.509
devastated	air a sgrios	0.120	0.544	0.264
devastating	tubaisteach	0.104	0.856	0.419
devastation	tubaist	0.090	0.904	0.472
develop	leasachadh	0.771	0.670	0.821
developer	leasachaidh	0.844	0.653	0.864
developing	leasachadh	0.833	0.587	0.714
development	leasachadh	0.827	0.500	0.796
deviant	s an Iar-	0.094	0.589	0.398
deviate	sgaradh	0.173	0.562	0.269
deviating	sgaoileadh	0.354	0.634	0.536
deviation	rèiteachadh	0.105	0.513	0.336
device	inneal	0.562	0.404	0.627
devil	diabhal	0.161	0.900	0.611
deviled	s an Iar-	0.347	0.559	0.358
devilish	deamach	0.073	0.865	0.490
devious	devious	0.250	0.519	0.259
devise	dealbhadh	0.551	0.557	0.670
devoid	gun fhiosta	0.219	0.436	0.300
devolution	fèin-riaghladh	0.345	0.434	0.425
devolve	sgaoileadh	0.367	0.427	0.596
devote	a 'toirt seachad	0.802	0.490	0.642
devoted	s an Iar-	0.867	0.320	0.698
devotee	dìleab	0.816	0.461	0.577
devotion	dealachadh	0.802	0.561	0.673
devotional	devotional	0.740	0.394	0.655
devour	dealachadh	0.344	0.888	0.574
devout	beòthail	0.620	0.357	0.464
dew	dew	0.604	0.225	0.464
dexter	dexter	0.458	0.473	0.444
dexterity	dìomhaireachd	0.771	0.673	0.864
dextrose	dextrose	0.333	0.402	0.323
diabetes	siùcair	0.051	0.472	0.279
diabetic	diadhachdach	0.125	0.269	0.237
diabolical	sgaoileadh	0.102	0.912	0.456
diagnose	breithneachadh	0.378	0.520	0.714
diagnosis	breithneachadh	0.571	0.500	0.819
diagnostic	sgrùdadh	0.417	0.483	0.635
diagnostics	breithneachaidh	0.540	0.440	0.750
diagonal	trastanach	0.500	0.343	0.410
diagram	diagram	0.562	0.357	0.445
dial	dhìleas	0.620	0.427	0.596
dialect	dualchainnt	0.635	0.422	0.526
dialectic	dualchainnt	0.510	0.540	0.638
dialogue	còmhradh	0.599	0.441	0.625
dialysis	dialysis	0.194	0.567	0.407
diameter	trast-thomhas	0.427	0.298	0.483
diamond	daoimean	0.910	0.606	0.769
diamonds	diamonds	0.927	0.684	0.917
diaper	diaper	0.409	0.274	0.155
diaphragm	diaphragm	0.459	0.337	0.517
diarrhea	buinneach	0.092	0.684	0.143
diarrhoea	buinneach	0.038	0.692	0.250
diary	leabhar-latha	0.698	0.292	0.464
diatribe	diatribe	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	dibs	0.510	0.410	0.391
dice	dàin	0.458	0.441	0.264
dicey	Dìleas	0.290	0.833	0.727
dichotomous	dichotomous	0.365	0.452	0.538
dichotomy	dichotomy	0.323	0.482	0.483
dick	dick	0.208	0.500	0.462
dickhead	dannsa	0.115	0.608	0.284
dicks	dicks	0.310	0.694	0.358
dictate	ag ràdh	0.480	0.423	0.668
dictation	òrdugh	0.255	0.378	0.627
dictator	deachdaire	0.073	0.760	0.862
dictatorial	deachdaire	0.204	0.770	0.840
dictatorship	deachdaireachd	0.082	0.806	0.784
diction	aithris	0.439	0.373	0.679
dictionary	faclair	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	sgaoileadh	0.645	0.480	0.673
diddle	diddle	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	bàs	0.021	0.650	0.327
diesel	diesel	0.490	0.327	0.448
diet	daithead	0.429	0.235	0.398
dietary	biadh	0.551	0.220	0.261
differ	eadar-dhealaichte	0.230	0.398	0.396
difference	eadar-dhealachadh	0.474	0.560	0.483
differences	eadar-dhealachaidhean	0.365	0.582	0.342
different	eadar-dhealaichte	0.612	0.394	0.473
differential	diofraichte	0.520	0.378	0.535
differentiation	eadar-dhealachadh	0.367	0.561	0.535
differently	eadar-dhealaichte	0.480	0.431	0.506
differing	eadar-dhealaichte	0.418	0.410	0.455
difficult	duilich	0.235	0.700	0.508
difficulties	duilgheadasan	0.082	0.784	0.357
difficulty	duilgheadas	0.079	0.740	0.368
diffuse	eadar-dhealaichte	0.430	0.431	0.321
diffusion	sgaoileadh	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	cladhach	0.720	0.413	0.483
digestion	cladhach	0.531	0.410	0.455
digestive	cladhach	0.542	0.413	0.434
digit	digit	0.447	0.286	0.333
digital	digiteach	0.740	0.382	0.529
dignified	urramach	0.766	0.481	0.635
dignify	urramach	0.854	0.588	0.735
dignity	urram	0.844	0.391	0.873
digress	sgaoileadh	0.271	0.625	0.411
digs	NO TRANSLATION	0.448	0.670	0.635
dike	dike	0.360	0.384	0.490
dilapidated	sgaoileadh	0.229	0.618	0.286
dilatation	dilatation	0.385	0.574	0.368
dilation	dilation	0.347	0.490	0.578
dildo	dildo	0.536	0.587	0.491
dilemma	duilgheadas	0.153	0.590	0.430
diligence	dìcheall	0.688	0.423	0.700
diligent	dìcheallach	0.760	0.426	0.759
dill	dill	0.427	0.360	0.373
diluent	sgaoileadh	0.417	0.344	0.332
dilute	caolaich	0.275	0.192	0.349
diluted	air a thiormachadh	0.469	0.310	0.229
dilution	dilution	0.445	0.337	0.352
dim	dim	0.398	0.321	0.273
dime	dime	0.653	0.317	0.345
dimension	tomhas	0.592	0.415	0.627
dimensional	dimensional	0.561	0.484	0.596
diminish	lùghdaich	0.240	0.357	0.167
diminished	lùghdachadh	0.156	0.269	0.196
diminution	lùghdachadh	0.316	0.296	0.245
diminutive	beag	0.323	0.200	0.109
dimwit	cha mhòr	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	dine	0.821	0.519	0.478
diner	dinneir	0.643	0.302	0.538
dinghy	dinghy	0.510	0.269	0.325
dingo	dingo	0.608	0.472	0.346
dingy	dingy	0.156	0.483	0.343
dining	biadh	0.724	0.350	0.459
dinky	dinky	0.357	0.451	0.358
dinner	dinnear	0.823	0.392	0.379
dinnertime	dinnertime	0.796	0.406	0.341
dinosaur	dineosaur	0.448	0.630	0.596
dint	dint	0.378	0.480	0.492
diocesan	diocesan	0.520	0.283	0.518
diocese	sgìre-easbaig	0.510	0.288	0.575
diorama	diorama	0.592	0.441	0.462
dioxide	dà-ogsaid	0.354	0.433	0.456
dip	dip	0.516	0.583	0.397
diploma	diploma	0.750	0.462	0.731
diplomacy	diplomacy	0.740	0.396	0.774
diplomat	dioplòmair	0.563	0.262	0.868
diplomatic	dioplòmasach	0.653	0.363	0.918
dipper	dipper	0.548	0.361	0.348
dippy	dippy	0.430	0.402	0.340
dipstick	dipstick	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	dìreach	0.793	0.403	0.650
directed	stiùirichte	0.542	0.490	0.541
direction	slighe	0.719	0.330	0.684
directive	stiùireadh	0.604	0.530	0.918
directly	gu dìreach	0.747	0.400	0.702
director	stiùiriche	0.688	0.580	0.912
directory	eòlaire	0.439	0.413	0.538
dirt	dirt	0.112	0.500	0.236
dirty	salach	0.153	0.460	0.170
disability	ciorram	0.073	0.482	0.173
disable	dhì-cheadachadh	0.115	0.430	0.269
disabled	ciorramach	0.308	0.443	0.235
disadvantage	ana-cothrom	0.150	0.377	0.282
disaffected	mì-thoilichte	0.176	0.410	0.291
disagree	ag eas-aontachadh	0.133	0.590	0.345
disagreeable	mì-thoilichte	0.042	0.643	0.178
disagreeing	ag eas-aontachadh	0.255	0.643	0.350
disagreement	eas-aonta	0.104	0.618	0.236
disallow	gun a bhith a 'fàgail	0.156	0.519	0.424
disallowed	gun chead	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	a 'dol à sealladh	0.143	0.441	0.350
disappearance	falbh	0.214	0.698	0.367
disappearing	a 'dol à bith	0.167	0.427	0.379
disappoint	briseadh dùil	0.150	0.633	0.288
disappointed	briseadh dùil	0.071	0.472	0.241
disappointing	briseadh dùil	0.073	0.640	0.200
disappointment	briseadh-dùil	0.115	0.490	0.336
disapproval	diofraichte	0.085	0.551	0.367
disapprove	mì-thoilichte	0.160	0.594	0.445
disapproved	mì-fhreagarrach	0.104	0.550	0.114
disapproving	mì-fhreagarrach	0.245	0.625	0.452
disarm	dì-armachadh	0.292	0.528	0.613
disarray	mì-fhortanach	0.198	0.657	0.223
disaster	tubaist	0.082	0.892	0.433
disastrous	tubaist	0.071	0.741	0.439
disband	sgaoileadh	0.302	0.491	0.417
disbelief	creideamh	0.188	0.409	0.373
disbelieve	dì-chreidsinn	0.188	0.441	0.352
disburse	sgaoileadh	0.418	0.473	0.353
disbursement	sgaoileadh	0.240	0.443	0.435
disc	diosg	0.622	0.410	0.426
discard	Cuir air chùl	0.240	0.343	0.337
discarded	sgaoileadh	0.229	0.460	0.308
discards	fàgail	0.240	0.464	0.391
discern	a 'faicinn	0.459	0.566	0.518
discernible	aithnichte	0.427	0.441	0.481
discerning	a 'faicinn	0.542	0.584	0.780
discernment	tuigse	0.408	0.471	0.694
discharge	sgaoileadh	0.427	0.538	0.578
disciple	disciple	0.765	0.385	0.462
disciplinary	smachdachadh	0.562	0.593	0.796
discipline	smachd	0.615	0.471	0.806
disciplined	smachdachadh	0.728	0.450	0.750
disclaim	sgaoileadh	0.235	0.509	0.321
disclaimer	àicheadh	0.367	0.571	0.542
disclose	sgaoileadh	0.490	0.570	0.545
disclosed	sgaoileadh	0.271	0.575	0.546
disclosure	sgaoileadh	0.500	0.615	0.710
disco	disco	0.710	0.806	0.575
discoloration	mì-chothromachadh	0.224	0.373	0.414
discolored	sgaoileadh	0.204	0.340	0.269
discomfort	mì-chofhurtachd	0.153	0.719	0.272
disconcerted	mì-chinnteach	0.100	0.612	0.288
disconcerting	mì-chinnteach	0.106	0.549	0.269
disconnect	dì-cheangal	0.438	0.292	0.191
disconnected	sgaoileadh	0.292	0.276	0.173
disconnection	dì-cheangal	0.167	0.283	0.277
disconnects	sgaoileadh	0.256	0.357	0.241
discontent	mì-thoilichte	0.240	0.530	0.263
discontinuance	crìochnachadh	0.123	0.741	0.337
discontinue	stad	0.354	0.396	0.349
discontinuity	neo-leantalachd	0.303	0.439	0.250
discontinuous	sgaoileadh	0.233	0.409	0.316
discord	dragh	0.115	0.882	0.465
discount	lasachadh	0.724	0.530	0.302
discounted	lasachadh	0.677	0.471	0.430
discourage	dì-mhisneachadh	0.184	0.443	0.267
discouraged	mì-mhisneach	0.220	0.304	0.090
discouragement	mì-mhisneachadh	0.112	0.319	0.206
discouraging	mì-mhisneachadh	0.167	0.469	0.281
discourse	còmhradh	0.410	0.550	0.803
discover	faighinn a-mach	0.771	0.793	0.673
discovery	lorg	0.823	0.627	0.814
discredit	mì-fhortanach	0.075	0.529	0.355
discredited	mì-fhortanach	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	mì-chothrom	0.260	0.643	0.417
discrete	air leth	0.585	0.231	0.429
discretion	roghainn	0.552	0.320	0.685
discretionary	roghainn	0.520	0.365	0.446
discriminate	lethbhreith	0.125	0.761	0.366
discriminating	lethbhreith	0.160	0.783	0.462
discrimination	lethbhreith	0.051	0.724	0.379
discus	sgaoileadh	0.542	0.423	0.343
discuss	bruidhinn	0.396	0.769	0.509
discussion	deasbad	0.333	0.842	0.536
disdain	dì-mhisneachadh	0.153	0.446	0.441
disdainful	mì-chinnteach	0.097	0.480	0.263
disease	galar	0.041	0.539	0.333
diseased	galar	0.123	0.510	0.134
disembodied	sgaoileadh	0.167	0.620	0.412
disengage	stad	0.406	0.529	0.304
disengagement	dol an sàs	0.327	0.373	0.395
disfigured	neo-fhoirmeil	0.153	0.613	0.336
disgrace	nàire	0.061	0.531	0.331
disgraced	dìomhaireachd	0.071	0.661	0.250
disgraceful	nàireil	0.082	0.702	0.240
disgruntled	mì-thoilichte	0.104	0.658	0.442
disguise	smuaineachadh	0.573	0.694	0.431
disguised	sgaoileadh	0.500	0.615	0.326
disgust	dìomhaireachd	0.052	0.775	0.317
disgusted	aodach	0.051	0.773	0.274
disgusting	sgreamhail	0.031	0.796	0.245
dish	dish	0.552	0.255	0.264
disheartened	mì-chinnteach	0.153	0.343	0.238
disheartening	mì-fhortanach	0.010	0.353	0.224
dishonest	neo-onarach	0.191	0.491	0.163
dishonesty	eas-onair	0.094	0.592	0.348
dishonor	mì-onair	0.104	0.620	0.185
dishonorable	dishonorable	0.112	0.641	0.280
dishwasher	inneal-aiteachaidh	0.480	0.296	0.324
disillusionment	milleadh	0.051	0.519	0.190
disinclination	mì-mhìneachadh	0.125	0.491	0.330
disincline	mì-chriochnachadh	0.458	0.454	0.278
disinclined	mì-chinnteach	0.385	0.442	0.364
disinfect	dì-ghalarachadh	0.448	0.388	0.648
disinfectant	dì-ghalamh	0.531	0.429	0.460
disinfection	dì-ghalarachadh	0.517	0.556	0.473
disinformation	mì-fhiosrachadh	0.230	0.577	0.260
disingenuous	mì-thoilichte	0.194	0.509	0.204
disintegrate	sgaoileadh	0.143	0.660	0.364
disintegration	sgaradh	0.094	0.551	0.381
disinterested	neo-inntinneach	0.398	0.284	0.392
disjoint	sgaoileadh	0.351	0.385	0.322
disjointed	sgaoileadh	0.323	0.518	0.365
disjunctive	mì-ghnàthach	0.286	0.481	0.400
disk	diosca	0.573	0.423	0.412
diskette	sgaoileadh	0.531	0.255	0.391
dislike	mì-thoilichte	0.156	0.406	0.321
disliked	mì-thoilichte	0.062	0.510	0.221
disliking	mì-thoilichte	0.163	0.637	0.366
dislocated	sgaoileadh	0.125	0.625	0.200
dislocation	sgaoileadh	0.229	0.565	0.373
dislodge	sgaoileadh	0.214	0.769	0.356
disloyal	mì-fhoirmeil	0.062	0.582	0.245
disloyalty	dìleasachd	0.187	0.716	0.267
dismal	gun teagamh	0.194	0.450	0.192
dismantle	sgaoileadh	0.347	0.644	0.462
dismay	sàrachadh	0.314	0.681	0.459
dismayed	eagal	0.165	0.735	0.389
dismemberment	dùnadh	0.104	0.860	0.470
dismiss	fàgail	0.167	0.541	0.509
dismissal	dìmeas	0.153	0.723	0.271
dismissive	dhiùlt	0.188	0.541	0.430
dismount	sgaoileadh	0.361	0.423	0.391
disobedience	mì-chomas	0.051	0.868	0.369
disobedient	neo-eisimeileach	0.276	0.706	0.353
disobey	mì-chinnt	0.143	0.556	0.491
disorder	mì-rian	0.115	0.816	0.218
disordered	neo-òrdaichte	0.210	0.714	0.288
disorderly	mì-rianail	0.188	0.748	0.385
disorganized	mì-eagraichte	0.052	0.507	0.184
disorientation	sàrachadh	0.163	0.472	0.212
disoriented	mì-thoilichte	0.227	0.643	0.227
disown	dì-ghairm	0.153	0.637	0.368
disparage	mì-thoilichte	0.092	0.663	0.336
disparaging	sàmhach	0.102	0.626	0.411
disparate	dhealaichte	0.438	0.500	0.368
disparity	neo-ionannachd	0.208	0.482	0.361
dispassionate	sgaoileadh	0.199	0.217	0.218
dispatch	sgaoileadh	0.317	0.417	0.555
dispatcher	sgaoileadh	0.365	0.704	0.652
dispel	sgaoileadh	0.388	0.402	0.411
dispensary	sgaoileadh	0.406	0.380	0.606
dispensation	sgaoileadh	0.388	0.462	0.490
dispense	sgaoileadh	0.561	0.520	0.518
dispenser	sgaoileadh	0.583	0.392	0.470
dispersal	sgaoileadh	0.388	0.507	0.421
disperse	sgaoileadh	0.375	0.569	0.434
dispersed	sgapte	0.344	0.490	0.274
dispersion	sgaoileadh	0.270	0.604	0.350
dispirited	sgaoileadh	0.204	0.280	0.142
displace	àiteachadh	0.424	0.541	0.454
displaced	sgaoileadh	0.281	0.472	0.291
displacement	àiteachadh	0.276	0.531	0.481
displacency	mì-chùis	0.500	0.528	0.642
display	taisbeanadh	0.677	0.325	0.400
displease	mì-thoilichte	0.021	0.702	0.286
displeased	mì-thoilichte	0.135	0.690	0.400
displeasure	mì-thoilichte	0.115	0.559	0.250
disposable	tairgse	0.271	0.439	0.250
disposal	sgaoileadh	0.135	0.608	0.396
dispose	dhìteadh	0.548	0.538	0.559
disposed	sgaoileadh	0.688	0.441	0.625
disposition	sgaoileadh	0.663	0.542	0.734
dispossessed	àicheadh	0.354	0.577	0.331
disprove	sgaoileadh	0.375	0.625	0.613
dispute	deasbad	0.219	0.750	0.585
disqualification	dì-cheadachadh	0.066	0.677	0.330
disqualified	dì-cheadachadh	0.129	0.464	0.232
disqualify	dì-cheadachadh	0.208	0.595	0.267
disquieted	èibhinn	0.229	0.850	0.290
disregard	àicheadh	0.177	0.647	0.308
disregarded	neo-eisimeileach	0.260	0.458	0.283
disrelish	sgeadachadh	0.375	0.471	0.304
disreputable	mì-chothromach	0.104	0.688	0.353
disrepute	mì-mhisneachd	0.208	0.630	0.292
disrespect	dìomhaireachd	0.062	0.637	0.302
disrespectful	mì-thoilichte	0.031	0.694	0.273
disrupt	briseadh	0.265	0.640	0.349
disrupting	a 'cur dragh air	0.186	0.557	0.339
disruption	briseadh	0.235	0.735	0.436
disruptive	duilich	0.255	0.755	0.575
dissatisfaction	mì-thoilichte	0.115	0.663	0.202
dissatisfied	mì-riaraichte	0.042	0.561	0.291
dissect	sgaoileadh	0.367	0.750	0.595
dissection	sgaoileadh	0.276	0.632	0.462
disseminate	sgaoileadh	0.562	0.608	0.750
dissemination	sgaoileadh	0.476	0.551	0.583
dissension	an-aghaidh	0.250	0.618	0.414
dissent	mì-thoilichte	0.300	0.655	0.407
dissenting	ag aontachadh	0.208	0.552	0.366
dissertation	tràchdas	0.312	0.575	0.575
disservice	mì-thoilichte	0.250	0.794	0.480
dissident	dissident	0.350	0.582	0.413
dissimilar	eadar-dhealaichte	0.276	0.461	0.472
dissipate	sgaoileadh	0.385	0.368	0.355
dissipated	sgaoileadh	0.281	0.421	0.231
dissociation	sgaoileadh	0.135	0.555	0.471
dissociative	dissociative	0.281	0.615	0.397
