Word	Belarusian-be	Valence	Arousal	Dominance
birthplace	месца нараджэння	0.781	0.290	0.491
birthright	права па нараджэнні	0.684	0.417	0.714
bis	NO TRANSLATION	0.440	0.420	0.345
biscuit	печыва	0.888	0.260	0.231
bisexual	бісексуал	0.438	0.765	0.459
bishop	біскуп	0.594	0.184	0.725
bison	бізон	0.573	0.433	0.557
bisque	фора	0.693	0.443	0.312
bistro	закусачная	0.594	0.472	0.396
bit	біт	0.427	0.310	0.225
bitch	сука	0.276	0.740	0.343
bitchy	рэцыдывіст	0.188	0.700	0.373
bite	ўкусіць	0.219	0.796	0.510
biter	NO TRANSLATION	0.260	0.598	0.500
bitsy	маленечкі	0.510	0.388	0.382
bitter	горкі	0.218	0.627	0.411
bitterly	горка	0.194	0.685	0.362
bitterness	горыч	0.115	0.633	0.270
bittersweet	гаркавата-салодкі	0.469	0.569	0.474
bitty	разнамасная	0.469	0.271	0.257
bitumen	бітум	0.375	0.235	0.307
biweekly	раз у два тыдні	0.581	0.337	0.455
biz	бізнес	0.500	0.473	0.473
bizarre	эксцэнтрычны	0.379	0.620	0.392
blab	балбатун	0.438	0.425	0.353
blabbermouth	балбатун	0.323	0.640	0.422
black	чорны	0.326	0.339	0.390
black snake	чорная змяя	0.104	0.860	0.612
blackberry	ажына	0.667	0.413	0.453
blackbird	дрозд чорны	0.520	0.340	0.405
blackboard	класная дошка	0.469	0.255	0.287
blacken	чарніць	0.208	0.500	0.228
blackface	черномордое жывёла	0.302	0.490	0.441
blackjack	дубінка	0.419	0.679	0.452
blacklist	чорны спіс	0.133	0.750	0.396
blackmail	шантаж	0.094	0.802	0.482
blackmailer	шантажыст	0.092	0.780	0.472
blackness	чарната	0.260	0.480	0.406
blackout	зацямненне	0.126	0.530	0.349
blacksmith	каваль	0.480	0.531	0.702
bladder	мачавы пузыр	0.406	0.412	0.330
blade	лопасць	0.378	0.602	0.594
blame	віна	0.115	0.640	0.309
blameless	бездакорны	0.759	0.196	0.343
bland	ласкавы	0.300	0.226	0.157
blank	пусты	0.531	0.229	0.250
blanket	коўдру	0.740	0.132	0.391
blare	лямантаваць	0.439	0.561	0.519
blase	NO TRANSLATION	0.420	0.310	0.412
blasphemous	богазьняважліва	0.210	0.755	0.491
blasphemy	блюзьнерства	0.146	0.794	0.406
blast	выбух	0.167	0.929	0.777
blaster	узрывальнік	0.459	0.538	0.554
blastoff	Бластоф	0.357	0.865	0.736
blatant	абуральны	0.327	0.677	0.675
blather	балбатня	0.344	0.481	0.382
blaze	шугаць	0.698	0.467	0.658
blazer	блэйзеры	0.635	0.385	0.417
blazing	вогненныя	0.594	0.896	0.735
bleach	адбельвальнік	0.336	0.282	0.337
bleak	верхаводка	0.204	0.427	0.272
bleed	сыходзіць крывёй	0.041	0.843	0.346
bleeder	вымагальнік	0.260	0.852	0.356
bleeding	крывацёк	0.135	0.817	0.408
bleep	БІП	0.479	0.667	0.345
blemish	загана	0.219	0.558	0.272
blemished	псавалі	0.173	0.469	0.370
blend	сумесь	0.469	0.452	0.463
blender	змяшальнік	0.602	0.534	0.351
blending	змешванне	0.560	0.418	0.637
bless	блаславіць	0.929	0.269	0.588
blessed	блаславёны	0.910	0.279	0.696
blessing	дабраславеньне	0.929	0.264	0.800
blessings	блаславення	0.929	0.361	0.623
bleu	блю	0.460	0.354	0.379
blight	атручваць	0.271	0.771	0.429
blighted	азмрочана	0.146	0.615	0.296
blimp	дырыжабль	0.600	0.410	0.532
blind	сляпой	0.156	0.360	0.184
blinded	асляпіў	0.245	0.471	0.231
blindfold	з завязанымі вачыма	0.448	0.684	0.337
blindfolded	з завязанымі вачыма	0.208	0.564	0.209
blinding	асляпленне	0.304	0.596	0.406
blindly	слепа	0.439	0.598	0.278
blindness	слепата	0.245	0.480	0.196
blink	мігацець	0.552	0.316	0.324
blip	малюнак на экране радара	0.529	0.461	0.418
bliss	асалода	0.816	0.500	0.782
blissful	блажэнны	0.885	0.639	0.676
blister	пухіры	0.407	0.538	0.402
blistering	адукацыя бурбалак	0.344	0.569	0.390
blitz	бліцкрыг	0.417	0.722	0.789
blizzard	мяцеліца	0.375	0.726	0.417
bloat	надзімацца	0.229	0.694	0.298
bloated	разадзьмуты	0.167	0.593	0.424
blob	кропля	0.500	0.376	0.298
block	блок	0.286	0.350	0.402
blockade	блакада	0.380	0.519	0.510
blockage	блакіроўка	0.250	0.608	0.444
blockbuster	блокбастар	0.730	0.676	0.883
blockhead	дурань	0.163	0.333	0.148
blog	блог	0.639	0.390	0.432
bloke	хлопец	0.450	0.479	0.545
blond	бландын	0.590	0.490	0.490
blonde	бландынка	0.698	0.545	0.412
blood	кроў	0.219	0.684	0.585
bloodbath	бойня	0.060	0.971	0.475
bloodhound	сышчык	0.327	0.462	0.538
bloodless	бяскроўны	0.292	0.390	0.212
bloodline	радавод	0.510	0.657	0.604
bloodshed	кровапраліцце	0.048	0.942	0.525
bloodshot	запалёны	0.188	0.810	0.482
bloodstream	крывацёк	0.552	0.530	0.528
bloodthirsty	крыважэрны	0.052	0.804	0.644
bloody	крывавы	0.031	0.910	0.518
bloom	красаванне	0.816	0.453	0.587
bloomers	шаравары	0.521	0.587	0.395
blooming	квітнеючы	0.860	0.452	0.593
blossom	кветка	0.792	0.275	0.309
blot	пляма	0.365	0.304	0.223
blotched	пакрыты плямамі	0.133	0.562	0.264
blotter	прамакатцы	0.360	0.298	0.280
blouse	блузка	0.580	0.190	0.302
blow	ўдар	0.316	0.750	0.570
blower	паветранадзімалка	0.564	0.550	0.536
blowfish	Blowfish	0.344	0.420	0.389
blowing	што дзьме	0.521	0.472	0.434
blowjob	мінэту	0.460	0.784	0.387
blown	падарваны	0.333	0.548	0.412
blowout	пракол	0.398	0.792	0.616
blowtorch	паяльная лямпа	0.520	0.730	0.510
blubber	выпінаць	0.388	0.260	0.360
bluddy	bluddy	0.312	0.528	0.442
blue	сіні	0.646	0.137	0.291
blue spruce	блакітная елка	0.559	0.335	0.364
blueberry	чарніца	0.656	0.185	0.365
bluebird	пявучая птушка	0.573	0.350	0.450
bluegrass	мятлік	0.573	0.441	0.395
bluejay	Bluejay	0.635	0.520	0.310
blueprint	план	0.490	0.173	0.425
blues	блюз	0.469	0.220	0.287
bluff	ўцёс	0.418	0.286	0.377
bluish	блакітнаваты	0.604	0.245	0.382
blunder	пралік	0.135	0.635	0.145
blunt	тупой	0.551	0.680	0.925
blur	пляма	0.268	0.471	0.205
blurred	расплывісты	0.320	0.367	0.231
blurry	размыта	0.059	0.385	0.218
blurt	прагаварыцца	0.408	0.439	0.441
blush	чырванець	0.698	0.610	0.445
blushing	сарамлівы	0.510	0.789	0.288
boa	NO TRANSLATION	0.255	0.569	0.542
boa constrictor	NO TRANSLATION	0.198	0.784	0.609
boar	япрук	0.406	0.500	0.351
board	дошка	0.592	0.255	0.385
board game	Настольная гульня	0.711	0.490	0.349
boarder	NO TRANSLATION	0.604	0.440	0.475
boarding	пасадка	0.531	0.402	0.534
boardroom	зала пасяджэнняў савета дырэктараў	0.555	0.566	0.661
boards	дошкі	0.469	0.270	0.524
boardwalk	дашчаны насціл	0.643	0.481	0.549
boast	хвальба	0.520	0.586	0.569
boastful	непрыстойнае	0.490	0.806	0.695
boasting	хвальба	0.417	0.620	0.602
boat	лодка	0.516	0.420	0.554
boathouse	навес для лодак	0.592	0.380	0.404
boating	веславанне	0.638	0.613	0.557
boatload	поўная нагрузка шлюпкі	0.365	0.415	0.485
boatman	лодачнік	0.592	0.573	0.562
bobbin	Бабіна	0.429	0.472	0.353
bobcat	рысь	0.562	0.490	0.529
bobsled	Бабслей	0.667	0.613	0.325
bode	прадвесціць	0.344	0.406	0.411
bodega	вінны скляпок	0.573	0.307	0.398
bodice	корсаж	0.390	0.471	0.386
bodily	цялесны	0.594	0.481	0.557
body	цела	0.694	0.461	0.571
bodyguard	целаахоўнік	0.510	0.710	0.754
bog	дрыгва	0.302	0.361	0.365
bogey	жупел	0.380	0.519	0.368
bogeyman	прывід	0.388	0.708	0.517
bogus	фіктыўны	0.219	0.353	0.144
bohemian	багемскія	0.622	0.500	0.407
boil	кіпяціць	0.417	0.684	0.433
boiler	бойлер	0.561	0.590	0.509
boilerplate	шаблонны	0.398	0.519	0.387
boiling	кіпенне	0.302	0.690	0.526
boisterous	апантаны	0.385	0.806	0.565
bold	паўтлусты	0.490	0.271	0.483
boldness	дзёрзкасць	0.806	0.684	0.814
bollocks	глупства	0.448	0.471	0.327
bolster	падтрымліваць	0.708	0.471	0.569
bolt	ніт	0.354	0.363	0.426
bolus	пілюля	0.426	0.491	0.352
bomb	бомба	0.167	0.912	0.750
bombard	бамбаваць	0.156	0.961	0.777
bombardier	бамбардзір	0.240	0.863	0.787
bombardment	бамбаванне	0.146	0.959	0.742
bombed	бамбаваў	0.051	0.851	0.627
bomber	бамбавік	0.125	0.837	0.810
bombers	бамбавікі	0.173	0.920	0.787
bombing	бамбаванне	0.167	0.963	0.732
bombshell	гром сярод яснага неба	0.327	0.868	0.693
bonanza	залатое дно	0.875	0.410	0.683
bonbon	NO TRANSLATION	0.865	0.551	0.446
bond	сувязь	0.667	0.519	0.630
bondage	залежнасць	0.146	0.705	0.355
bonding	склейванне	0.594	0.442	0.509
bonds	аблігацыі	0.740	0.472	0.583
bondsman	паручыцель	0.469	0.497	0.675
bone	костка	0.337	0.370	0.413
bonehead	балбес	0.337	0.521	0.518
boner	дурная памылка	0.344	0.612	0.393
bones	шкілет	0.281	0.343	0.358
bonfire	вогнішча	0.480	0.719	0.473
bong	бом	0.333	0.566	0.375
bonkers	памяшаны	0.306	0.847	0.278
bonne	NO TRANSLATION	0.448	0.395	0.362
bonnet	капот	0.406	0.509	0.473
bonny	мілавідны	0.561	0.404	0.444
bonsai	карлікавая дрэва	0.714	0.235	0.375
bonus	бонус	0.857	0.620	0.682
bony	кашчавы	0.445	0.462	0.330
boo	асвістваць	0.153	0.676	0.309
boob	дурань	0.694	0.600	0.392
booby	балбес	0.396	0.423	0.185
booger	Бугер	0.399	0.537	0.427
boogeyman	Бугимен	0.292	0.559	0.567
boogie	бугі-вугі	0.590	0.543	0.400
book	кніга	0.802	0.210	0.606
bookcase	кніжная шафа	0.553	0.221	0.490
bookie	букмекер	0.344	0.633	0.618
booking	браніраванне	0.708	0.503	0.583
bookish	кніжны	0.604	0.236	0.430
bookkeeper	рахункавод	0.480	0.363	0.468
bookkeeping	счетоводство	0.520	0.214	0.592
booklet	буклет	0.510	0.270	0.351
bookmaker	букмекер	0.583	0.804	0.633
bookmark	закладка	0.543	0.441	0.415
books	кнігі	0.729	0.115	0.430
bookseller	прадавец кніг	0.583	0.317	0.456
bookshop	кнігарня	0.688	0.291	0.389
bookstore	кнігарня	0.771	0.180	0.503
bookworm	бібліяфіл	0.563	0.337	0.316
boom	бум	0.604	0.655	0.731
boomer	рэкламуе	0.480	0.539	0.441
boomerang	бумеранг	0.531	0.625	0.500
booming	які расце	0.688	0.554	0.661
boon	дабрадзейства	0.878	0.294	0.642
boooo	NO TRANSLATION	0.271	0.549	0.255
boost	павышэнне	0.865	0.730	0.750
booster	ракета-носьбіт	0.755	0.600	0.800
boot	чаравік	0.438	0.650	0.625
booth	стэнд	0.531	0.400	0.310
bootleg	халяву	0.357	0.519	0.466
bootlegger	кантрабандыст	0.354	0.649	0.541
boots	чаравікі	0.602	0.255	0.350
booty	здабыча	0.663	0.587	0.784
booze	выпіўка	0.265	0.745	0.431
bop	бібоп	0.429	0.490	0.426
bopper	Bopper	0.398	0.530	0.385
border	мяжа	0.406	0.382	0.424
bordering	акаймоўваў	0.643	0.382	0.438
borderline	пагранічны	0.449	0.520	0.490
bore	расточванне	0.417	0.440	0.455
boreal	паўночны	0.582	0.348	0.400
bored	нудны	0.153	0.167	0.196
boredom	скука	0.167	0.139	0.255
borer	свідар	0.302	0.549	0.578
boring	сумны	0.194	0.217	0.125
born	прыроджаны	0.865	0.509	0.591
boron	бор	0.441	0.370	0.375
borough	раён	0.429	0.343	0.380
borrow	браць	0.398	0.573	0.282
borrower	пазычальнік	0.439	0.423	0.763
bosom	ўлонне	0.612	0.588	0.404
boss	бос	0.310	0.627	0.954
bossy	Гузаваты	0.240	0.824	0.750
boston	Бостан	0.643	0.380	0.580
botanical	батанічны	0.660	0.259	0.491
botanist	батанік	0.651	0.240	0.456
botany	батаніка	0.604	0.201	0.500
bother	турбаваць	0.208	0.780	0.370
bothering	турбуючы	0.208	0.764	0.449
bottle	бутэлька	0.469	0.236	0.336
bottleneck	вузкае месца	0.284	0.471	0.287
bottling	разліў	0.365	0.333	0.370
bottom	дно	0.417	0.370	0.291
bottomless	бяздонны	0.310	0.470	0.368
botulism	батулізм	0.292	0.575	0.386
boulder	валун	0.461	0.309	0.531
bounce	падскокваць	0.375	0.633	0.386
bouncer	выкідала	0.490	0.653	0.655
bouncy	жыццярадасны	0.562	0.565	0.429
bound	звязаны	0.417	0.667	0.310
boundary	мяжа	0.561	0.427	0.518
boundless	бязмежны	0.684	0.642	0.652
bounds	ацэнкі	0.378	0.426	0.604
bountiful	багаты	0.854	0.596	0.759
bounty	шчодрасць	0.760	0.755	0.833
bouquet	букет	0.724	0.352	0.306
bourbon	бурбон	0.602	0.490	0.517
bourgeois	буржуазны	0.439	0.593	0.682
bourgeoisie	буржуазія	0.357	0.417	0.767
bourse	парыжская фондавай біржы	0.530	0.230	0.336
bout	бой	0.208	0.808	0.679
boutique	буцік	0.745	0.490	0.441
bouttime	NO TRANSLATION	0.588	0.373	0.410
bovine	бычыны	0.449	0.255	0.353
bow	лук	0.530	0.306	0.408
bowed	пакланілася	0.410	0.418	0.368
bowel	кішка	0.306	0.417	0.391
bowels	кішачнік	0.194	0.448	0.362
bowl	чаша	0.625	0.377	0.358
bowler	кацялок	0.552	0.633	0.481
bowling	боўлінг	0.656	0.431	0.309
bowls	чараў	0.551	0.280	0.277
box	скрынка	0.500	0.179	0.312
boxcar	грузавы вагон	0.420	0.469	0.421
boxer	баксёр	0.490	0.810	0.802
boxers	баксёры	0.375	0.880	0.654
boxing	бокс	0.427	0.854	0.645
boy	хлопчык	0.646	0.392	0.445
boycott	байкот	0.112	0.690	0.505
boyfriend	сябрук	0.781	0.604	0.547
boyhood	малалецтва	0.729	0.745	0.500
boyish	хлапечы	0.698	0.562	0.462
boysenberry	Boysenberry	0.646	0.409	0.475
bozo	Боза	0.388	0.364	0.298
bra	бюстгальтар	0.672	0.529	0.509
brace	распорка	0.610	0.385	0.364
bracelet	бранзалет	0.776	0.340	0.322
braces	фігурныя дужкі	0.500	0.337	0.568
brachial	плечавы	0.388	0.363	0.464
bracket	кранштэйны	0.490	0.350	0.682
brackets	дужкі	0.573	0.281	0.435
brackish	саланаватай	0.469	0.368	0.421
brad	штифтик	0.490	0.385	0.402
brag	хваліцца	0.347	0.545	0.578
braid	оплетка	0.427	0.222	0.216
brain	мозг	0.667	0.441	0.823
brainless	бязмозглы	0.138	0.310	0.224
brains	мазгі	0.663	0.557	0.722
brainstorm	бліскучая ідэя	0.794	0.784	0.636
brainwash	прамыванне мазгоў	0.198	0.647	0.481
brainy	башкавітай	0.708	0.520	0.648
brake	тормаз	0.312	0.481	0.310
bran	вотруб'е	0.688	0.433	0.483
branch	філіял	0.538	0.206	0.250
branching	разгалінаванне	0.520	0.422	0.472
brand	марка	0.562	0.284	0.547
brandy	каньяк	0.600	0.590	0.487
brash	нахабны	0.360	0.814	0.552
brass	латунь	0.500	0.320	0.490
brass knuckle	латуневай чучкі	0.406	0.449	0.518
brassiere	станік	0.510	0.469	0.336
brat	адроддзе	0.312	0.440	0.231
bratwurst	братвурст	0.510	0.490	0.464
bravado	бравада	0.479	0.510	0.527
brave	адважны	0.837	0.750	0.917
bravery	адвагу	0.898	0.745	0.868
brawl	скандаліць	0.104	0.938	0.603
brawn	мускульная сіла	0.438	0.402	0.544
brazen	нахабны	0.292	0.640	0.518
breach	парушэнне	0.177	0.745	0.423
bread	хлеб	0.660	0.314	0.342
breadth	шырыня	0.667	0.490	0.644
break	перапынак	0.610	0.265	0.370
breakable	ломкі	0.194	0.667	0.408
breakaway	адкалоліся	0.479	0.802	0.519
breakdown	пробай	0.365	0.423	0.361
breaker	выключальнік	0.323	0.527	0.520
breakers	аўтаматычныя выключальнікі	0.469	0.588	0.439
breakfast	сняданак	0.885	0.330	0.429
breaking and entering	ўзлом і пранікненне	0.418	0.729	0.500
breakingnews	BreakingNews	0.500	0.552	0.607
breakneck	галавакружны	0.254	0.833	0.604
breakthrough	прарыў	0.680	0.525	0.718
breakup	драбненне	0.250	0.720	0.357
breast	грудзі	0.753	0.429	0.500
breath	дыханне	0.684	0.392	0.451
breathe	дыхаць	0.833	0.373	0.518
breather	сапун	0.624	0.471	0.388
breathless	задыханы	0.323	0.490	0.222
breathtaking	захапляльны	0.936	0.792	0.921
breech	ягадзіца	0.500	0.637	0.422
breeches	брыджы	0.365	0.457	0.333
breed	разводзіць	0.490	0.441	0.578
breeder	вытворца	0.645	0.481	0.605
breeding	развядзенне	0.667	0.481	0.610
breeze	вецер	0.837	0.284	0.370
breezy	свежы	0.531	0.472	0.482
brethren	браты	0.917	0.380	0.641
breve	NO TRANSLATION	0.535	0.365	0.191
brevity	сцісласць	0.459	0.434	0.375
brew	заварваць	0.740	0.538	0.758
brewery	піваварны завод	0.710	0.622	0.510
