Word	Czech-cs	Valence	Arousal	Dominance
dodgy	riskantní	0.281	0.510	0.254
dodo	dodo	0.438	0.306	0.353
doe	srna	0.550	0.336	0.336
doer	muž činu	0.724	0.550	0.728
dog	Pes	0.704	0.500	0.407
dogface	psí obličej	0.219	0.470	0.264
dogged	chůze	0.255	0.750	0.594
doggy	psí	0.646	0.491	0.404
doghouse	Bouda pro psa	0.438	0.417	0.340
dogma	dogma	0.530	0.460	0.719
dogmatic	dogmatický	0.448	0.520	0.654
dogsick	NO TRANSLATION	0.571	0.490	0.377
doings	akce	0.604	0.491	0.705
doit	NO TRANSLATION	0.500	0.519	0.392
dojo	dojo	0.500	0.435	0.455
doldrums	doldrums	0.229	0.425	0.266
dole	dole	0.448	0.402	0.348
doll	panenka	0.729	0.321	0.330
dollar	dolar	0.755	0.632	0.694
dollhouse	domeček pro panenky	0.643	0.245	0.363
dolor	NO TRANSLATION	0.167	0.635	0.375
dolphin	delfín	0.776	0.350	0.414
domain	doména	0.573	0.549	0.828
dome	kupole	0.620	0.398	0.509
domestic	domácí	0.729	0.327	0.500
domesticated	domestikovaný	0.635	0.360	0.294
domestication	domestikace	0.594	0.390	0.435
domicile	bydliště	0.604	0.292	0.529
domiciled	bydliště	0.542	0.340	0.516
dominance	dominance	0.542	0.775	0.839
dominant	dominantní	0.406	0.854	0.893
dominate	ovládat	0.439	0.814	0.953
dominating	dominuje	0.427	0.769	0.902
domination	nadvláda	0.505	0.786	0.959
dominatrix	dominatrix	0.390	0.727	0.709
dominion	panství	0.542	0.704	0.890
domino	domino	0.594	0.510	0.473
don	don	0.646	0.454	0.702
donate	darovat	0.774	0.462	0.577
donation	dar	0.792	0.398	0.602
donkey	osel	0.406	0.367	0.245
donor	dárce	0.714	0.490	0.653
dontlikeyou	NO TRANSLATION	0.055	0.500	0.282
dontmess	NO TRANSLATION	0.396	0.482	0.440
dontmesswithme	dontmesswithme	0.312	0.635	0.440
dontpanic	dontpanic	0.469	0.465	0.425
dontunderstand	NO TRANSLATION	0.219	0.357	0.271
doodle	čmáranice	0.604	0.402	0.376
doom	osud	0.073	0.750	0.442
doomed	odsouzený	0.041	0.755	0.301
doomsday	soudný den	0.125	0.861	0.670
door	dveře	0.549	0.189	0.421
doorbell	domovní zvonek	0.564	0.500	0.307
doorknob	klika na kliky	0.406	0.553	0.462
doorman	vrátný	0.570	0.371	0.491
doormat	rohožka	0.458	0.269	0.267
doornail	dveřní hřeb	0.459	0.370	0.423
doorstep	prahu	0.531	0.274	0.391
doorway	vchod	0.573	0.304	0.496
dopamine	dopaminu	0.548	0.469	0.426
dope	drogy	0.295	0.855	0.425
dopey	drogy	0.320	0.380	0.365
dork	dork	0.272	0.519	0.361
dorky	dorky	0.302	0.480	0.390
dorm	kolej	0.719	0.194	0.327
dormant	spící	0.385	0.245	0.245
dormitory	ubytovna	0.633	0.204	0.382
dorsal	hřbetní	0.449	0.360	0.445
dosage	dávkování	0.344	0.450	0.490
dose	dávka	0.458	0.490	0.427
dossier	dokumentaci	0.357	0.380	0.544
dot	tečka	0.434	0.290	0.391
doting	doting	0.888	0.415	0.426
dotted	tečkovaný	0.480	0.347	0.426
dotty	praštěný	0.375	0.402	0.393
double	dvojnásobek	0.677	0.378	0.569
doubled	zdvojnásobil	0.427	0.536	0.560
doublet	dublet	0.420	0.431	0.500
doubling	zdvojnásobení	0.459	0.452	0.464
doubt	pochybovat	0.395	0.351	0.231
doubtful	pochybný	0.250	0.465	0.241
doubting	pochybovat	0.224	0.560	0.189
doubtless	nepochybně	0.688	0.415	0.689
doubts	pochybnosti	0.306	0.448	0.305
douche	sprcha	0.490	0.413	0.397
douchebags	douchebags	0.327	0.587	0.366
dough	těsto	0.588	0.229	0.391
doughboy	doughboy	0.365	0.443	0.396
doughnut	Kobliha	0.663	0.380	0.279
dour	zarputilý	0.360	0.404	0.325
douse	uhasit	0.365	0.453	0.412
dove	holubice	0.729	0.235	0.437
down	dolů	0.208	0.330	0.264
downcast	downcast	0.071	0.500	0.222
downer	sedativum	0.120	0.594	0.226
downfall	pád	0.200	0.717	0.182
downfield	dolů	0.521	0.330	0.380
downhearted	sklíčený	0.119	0.461	0.255
downhill	sjezd	0.292	0.573	0.279
download	stažení	0.602	0.490	0.503
downpour	liják	0.328	0.602	0.481
downright	jasně	0.625	0.454	0.679
downriver	dolů	0.542	0.469	0.279
downside	spodní strana	0.190	0.400	0.246
downtime	prostoje	0.240	0.226	0.324
downward	dolů	0.188	0.347	0.255
downy	peřový	0.630	0.170	0.255
dowry	věno	0.604	0.453	0.544
doze	dávka	0.592	0.200	0.405
dozen	tucet	0.583	0.343	0.425
drab	jednotvárný	0.327	0.300	0.242
draft	návrh	0.438	0.360	0.351
drafty	vystavený průvanu	0.458	0.500	0.518
drag	táhnout	0.388	0.606	0.348
dragon	drak	0.541	0.821	0.712
dragonfly	vážka	0.571	0.373	0.357
drain	vypouštění	0.277	0.470	0.222
drainage	odvodnění	0.219	0.354	0.307
drained	vyčerpaný	0.310	0.441	0.352
draining	vypouštění	0.337	0.396	0.304
drainpipe	okapová roura	0.417	0.413	0.277
drake	kačer	0.467	0.411	0.452
drama	drama	0.430	0.755	0.481
dramaqueen	NO TRANSLATION	0.337	0.682	0.482
dramatic	dramatický	0.367	0.780	0.443
drape	přikrýt	0.417	0.439	0.404
drapery	textil	0.479	0.220	0.223
drastic	drastický	0.194	0.839	0.657
drat	NO TRANSLATION	0.302	0.516	0.409
draught	návrh	0.465	0.245	0.316
draw	kreslit	0.704	0.449	0.481
drawback	nevýhodou	0.302	0.422	0.148
drawbridge	padací most	0.551	0.557	0.438
drawer	šuplík	0.429	0.196	0.292
drawers	šuplíky	0.539	0.260	0.236
drawing	výkres	0.698	0.216	0.333
dread	strach	0.153	0.792	0.368
dreaded	obávaný	0.122	0.706	0.460
dreadful	strašlivý	0.092	0.786	0.348
dreadfully	strašně	0.246	0.806	0.306
dreading	děsivý	0.125	0.760	0.377
dream	sen	0.844	0.157	0.328
dreamboat	dreamboat	0.776	0.491	0.458
dreamer	snílek	0.820	0.394	0.455
dreaming	sní	0.854	0.320	0.336
dreamland	zasněnost	0.844	0.471	0.566
dreams	sny	0.865	0.415	0.530
dreamt	snil	0.812	0.380	0.518
dreamy	zasněný	0.837	0.350	0.500
dreary	hrozné	0.260	0.490	0.324
dredge	hloubit	0.427	0.445	0.444
drenched	vyčerpaný	0.302	0.361	0.388
dress	šaty	0.760	0.300	0.345
dresser	prádelník	0.604	0.398	0.473
dressmaker	švadlena	0.698	0.460	0.483
dressy	elegantní	0.800	0.570	0.696
dribble	NO TRANSLATION	0.417	0.551	0.465
dried	sušené	0.427	0.260	0.385
drier	sušička	0.306	0.347	0.392
drift	drift	0.316	0.520	0.375
drifted	unavený	0.312	0.542	0.310
drifter	tulák	0.449	0.512	0.391
driftwood	naplavené dříví	0.321	0.283	0.439
drill	vrtat	0.250	0.602	0.573
drink	napít se	0.650	0.552	0.474
drinker	pijan	0.365	0.735	0.441
drinking	pití	0.562	0.459	0.317
drinks	nápoje	0.729	0.656	0.412
drip	odkapávat	0.392	0.193	0.175
dripping	kapající	0.302	0.257	0.267
drive	řídit	0.625	0.689	0.713
drivel	blábol	0.398	0.469	0.463
driver	Řidič	0.553	0.538	0.637
driveway	příjezdová cesta	0.612	0.392	0.689
drizzle	mrholení	0.521	0.353	0.319
droll	komický	0.459	0.573	0.422
drone	trubec	0.429	0.686	0.596
drones	drones	0.398	0.577	0.588
drool	slintat	0.385	0.398	0.204
drooping	klesá	0.245	0.558	0.353
droopy	droopy	0.438	0.350	0.297
drop	pokles	0.479	0.321	0.291
droplet	kapička	0.625	0.208	0.194
dropout	odchod	0.253	0.550	0.481
dropper	kapátko	0.333	0.216	0.236
drought	sucho	0.133	0.353	0.267
drove	NO TRANSLATION	0.541	0.528	0.623
drown	utopit	0.071	0.860	0.270
drowsiness	ospalost	0.260	0.194	0.303
drowsy	ospalý	0.375	0.180	0.240
drudgery	dřina	0.094	0.522	0.241
drug	lék	0.214	0.790	0.453
drug dealing	obchod s drogami	0.042	0.843	0.500
drugged	omámený	0.102	0.750	0.321
druggist	lékárník	0.240	0.561	0.417
drugs	drogy	0.167	0.750	0.368
drugstore	lékárna	0.490	0.343	0.518
druid	druid	0.517	0.445	0.481
drum	buben	0.615	0.679	0.339
drummer	bubeník	0.646	0.700	0.564
drumming	bubnování	0.594	0.750	0.426
drunk	opilý	0.194	0.800	0.250
drunk driving	řízení pod vlivem alkoholu	0.073	0.900	0.306
drunkard	opilec	0.240	0.873	0.250
drunken	opilý	0.155	0.849	0.250
drunkenness	opilost	0.214	0.774	0.336
dry	suchý	0.363	0.169	0.311
dryer	sušička	0.479	0.343	0.277
dryness	suchost	0.292	0.296	0.263
dual	dvojí	0.573	0.330	0.384
dualism	dualismus	0.490	0.406	0.536
duality	dualita	0.438	0.520	0.503
dub	dabovat	0.510	0.480	0.387
dubious	pochybný	0.414	0.480	0.198
duchess	vévodkyně	0.656	0.548	0.711
duck	kachna	0.594	0.337	0.236
ducking	kohoutek	0.344	0.573	0.294
duckling	kachňátko	0.602	0.353	0.263
ducky	drahoušek	0.520	0.430	0.368
duct	potrubí	0.449	0.435	0.430
ductile	tvárné	0.508	0.420	0.433
dud	dud	0.167	0.455	0.246
dude	kámo	0.809	0.356	0.615
duds	duds	0.347	0.311	0.339
due	z důvodu	0.562	0.340	0.467
duel	souboj	0.271	0.696	0.589
dues	poplatky	0.367	0.461	0.288
duet	duet	0.694	0.693	0.527
duffel	duffel	0.500	0.400	0.384
dugout	zákop	0.490	0.370	0.463
duh	duh	0.357	0.461	0.364
duke	vévoda	0.667	0.440	0.669
dull	nudný	0.194	0.120	0.185
dullard	tupec	0.450	0.480	0.365
dumb	němý	0.188	0.330	0.151
dumbasses	dumbasses	0.316	0.590	0.363
dumbbell	činka	0.302	0.469	0.364
dumbbitch	NO TRANSLATION	0.281	0.636	0.393
dumfound	dumfound	0.271	0.551	0.295
dumfounder	NO TRANSLATION	0.406	0.481	0.400
dummy	figurína	0.440	0.144	0.250
dump	skládka	0.345	0.500	0.370
dumpling	knedlík	0.580	0.321	0.360
dumps	skládky	0.302	0.583	0.365
dumpster	dumpster	0.229	0.418	0.101
dun	dun	0.458	0.431	0.339
dunce	hlupák	0.188	0.327	0.146
dune	duna	0.459	0.173	0.414
dung	NO TRANSLATION	0.104	0.549	0.149
dungeon	žalář	0.276	0.608	0.440
dunk	dunk	0.406	0.333	0.475
duo	duo	0.510	0.500	0.447
dupe	napálit	0.184	0.760	0.327
duplex	duplex	0.592	0.452	0.467
duplicate	duplikát	0.521	0.490	0.338
duplication	zdvojení	0.480	0.564	0.577
duplicity	duplicitě	0.406	0.500	0.578
durability	trvanlivost	0.750	0.398	0.813
durable	odolný	0.740	0.294	0.688
duration	doba trvání	0.656	0.370	0.536
duress	nátlak	0.302	0.569	0.612
dusk	soumrak	0.532	0.276	0.519
dusky	šerý	0.229	0.528	0.324
dust	prach	0.344	0.246	0.241
duster	prachovka	0.408	0.265	0.296
dustpan	lopatka na smetí	0.609	0.466	0.371
dusty	zaprášený	0.406	0.294	0.255
dutiful	svědomitý	0.724	0.245	0.585
duty	povinnost	0.583	0.579	0.651
dwarf	trpaslík	0.370	0.340	0.288
dwarfed	trpasličí	0.365	0.265	0.293
dweeb	dweeb	0.354	0.446	0.327
dwell	přebývat	0.698	0.245	0.611
dweller	obyvatel	0.615	0.304	0.500
dwelling	obydlí	0.765	0.330	0.481
dye	barvivo	0.479	0.314	0.371
dying	umírající	0.040	0.664	0.422
dyke	hráz	0.438	0.396	0.566
dynamic	dynamický	0.724	0.750	0.836
dynamical	dynamické	0.786	0.730	0.827
dynamics	dynamika	0.745	0.682	0.774
dynamite	dynamit	0.344	0.860	0.783
dynamo	dynamo	0.531	0.650	0.593
dynasty	dynastie	0.725	0.588	0.936
dysentery	úplavice	0.260	0.528	0.345
dysfunction	dysfunkce	0.156	0.410	0.386
dysfunctional	nefunkční	0.125	0.558	0.307
dyspepsia	dyspepsie	0.212	0.470	0.460
eager	dychtivý	0.521	0.812	0.306
eagerness	dychtivost	0.406	0.621	0.443
eagle	orel	0.604	0.594	0.679
ear	ucho	0.469	0.216	0.231
earful	uši	0.533	0.462	0.443
earl	hrabě	0.582	0.461	0.794
earlier	dříve	0.562	0.352	0.339
early	brzy	0.633	0.373	0.426
earn	vydělat	0.865	0.769	0.817
earnest	seriózní	0.653	0.380	0.670
earnestly	vážně	0.847	0.490	0.717
earnestness	vážnost	0.812	0.373	0.615
earnings	zisk	0.938	0.650	0.875
earpiece	sluchátko	0.583	0.286	0.452
earring	náušnice	0.583	0.520	0.500
earrings	náušnice	0.676	0.346	0.517
earshot	doslech	0.552	0.332	0.408
earth	Země	0.750	0.225	0.614
earthenware	kamenina	0.552	0.210	0.320
earthling	pozemní	0.531	0.412	0.570
earthly	pozemský	0.625	0.318	0.518
earthquake	zemětřesení	0.073	0.930	0.812
earthy	zemitý	0.375	0.413	0.404
ease	ulehčit	0.796	0.385	0.491
easel	stojan	0.694	0.340	0.527
easement	ulehčení	0.479	0.345	0.302
easily	snadno	0.885	0.279	0.453
east	východní	0.510	0.250	0.317
eastbound	na východ	0.541	0.408	0.402
eastern	východní	0.521	0.420	0.480
easy	snadný	0.865	0.194	0.373
easygoing	ležérní	0.823	0.276	0.538
eat	jíst	0.731	0.500	0.464
eater	jedlík	0.459	0.337	0.510
eating	jíst	0.847	0.491	0.615
eatingdisorders	NO TRANSLATION	0.365	0.608	0.508
eavesdrop	poslouchat	0.375	0.710	0.368
eavesdropping	odposlouchávání	0.490	0.380	0.441
ebb	odliv	0.354	0.451	0.404
ebony	eben	0.490	0.317	0.400
ebullient	vzrušující	0.659	0.856	0.746
eccentric	výstřední	0.531	0.806	0.721
eccentricity	excentricita	0.408	0.735	0.745
ecclesiastical	církevní	0.673	0.270	0.660
echelon	echelon	0.490	0.404	0.425
echinacea	echinacea	0.592	0.418	0.454
echo	echo	0.573	0.373	0.345
eclectic	eklektický	0.646	0.542	0.508
eclipse	zatmění	0.541	0.469	0.616
ecliptic	ekliptický	0.531	0.520	0.556
ecological	ekologický	0.885	0.290	0.607
economic	hospodářský	0.561	0.408	0.639
economical	hospodárný	0.667	0.564	0.673
economics	ekonomika	0.625	0.481	0.632
economy	ekonomika	0.583	0.434	0.771
ecosystem	ekosystému	0.729	0.259	0.633
ecstasy	extáze	0.796	0.922	0.655
ecstatic	extatický	0.875	0.769	0.742
ecumenical	ekumenický	0.561	0.450	0.547
eddy	vír	0.500	0.394	0.350
edema	otok	0.250	0.519	0.318
edge	okraj	0.439	0.470	0.468
edging	lemování	0.479	0.394	0.370
edgy	podrážděný	0.281	0.895	0.306
edible	jedlý	0.750	0.425	0.497
edict	edict	0.316	0.547	0.560
edification	poučení	0.625	0.481	0.697
edifice	budova	0.551	0.403	0.610
edit	Upravit	0.510	0.410	0.544
editing	editace	0.604	0.404	0.493
edition	edice	0.542	0.455	0.564
editor	editor	0.772	0.431	0.673
editorial	redakční	0.583	0.330	0.570
educate	vzdělávat	0.760	0.380	0.728
educated	vzdělaný	0.816	0.297	0.625
education	vzdělání	0.896	0.275	0.840
educational	vzdělávací	0.745	0.457	0.764
educator	pedagog	0.827	0.317	0.845
eeeek	NO TRANSLATION	0.367	0.540	0.349
eeek	NO TRANSLATION	0.333	0.490	0.302
eek	eek	0.292	0.529	0.343
eel	úhoř	0.292	0.564	0.487
eerie	děsivý	0.265	0.771	0.442
effect	účinek	0.570	0.518	0.608
effective	efektivní	0.844	0.632	0.891
effectiveness	účinnost	0.640	0.654	0.812
effects	účinky	0.470	0.578	0.379
effectual	účinný	0.776	0.559	0.820
effectually	efektivně	0.724	0.500	0.594
effectuate	provádět	0.510	0.602	0.679
effeminate	zženštilý	0.337	0.619	0.291
efficacious	účinný	0.823	0.698	0.845
efficacy	účinnost	0.802	0.490	0.906
efficiency	účinnost	0.802	0.509	0.892
efficient	účinný	0.959	0.604	0.830
effigy	podobizna	0.510	0.440	0.401
effort	snaha	0.698	0.778	0.858
effortless	bez námahy	0.626	0.090	0.352
effusion	výpotku	0.344	0.730	0.472
effyou	NO TRANSLATION	0.354	0.529	0.490
egg	vejce	0.684	0.241	0.293
egghead	vajíčka	0.316	0.492	0.284
eggnog	vaječný koňak	0.635	0.360	0.259
eggplant	lilek	0.592	0.152	0.323
eggshell	vaječné skořápky	0.408	0.269	0.212
ego	ego	0.328	0.576	0.593
egomaniac	egomaniac	0.133	0.708	0.596
egotistical	egoistické	0.156	0.667	0.363
egregious	obrovský	0.150	0.716	0.442
egress	výtok	0.490	0.429	0.287
eight	osm	0.540	0.199	0.315
eighteen	osmnáct	0.523	0.340	0.404
eighth	osmý	0.531	0.226	0.380
eighty	osmdesát	0.500	0.300	0.453
ejaculate	ejakulovat	0.604	0.896	0.604
ejaculation	ejakulace	0.615	0.893	0.547
eject	vysunout	0.434	0.656	0.559
ejection	vysunutí	0.188	0.836	0.554
elaborate	propracovaný	0.561	0.367	0.680
elaboration	zpracování	0.708	0.500	0.598
elan	NO TRANSLATION	0.562	0.367	0.500
elapse	uplynout	0.514	0.440	0.455
elapsed	Uplynulý	0.583	0.451	0.493
elastic	elastický	0.656	0.518	0.385
elasticity	pružnost	0.635	0.452	0.582
elated	vzrušený	0.792	0.960	0.725
elation	euforie	0.740	0.853	0.623
elbow	loket	0.448	0.133	0.254
eld	eld	0.471	0.292	0.451
elder	starší	0.448	0.153	0.462
elderly	starší	0.615	0.212	0.283
elders	starší	0.602	0.260	0.441
eldest	nejstarší	0.625	0.471	0.741
elect	zvolit	0.667	0.554	0.661
election	volby	0.625	0.519	0.651
elective	volitelný	0.612	0.380	0.623
elector	volič	0.479	0.520	0.766
electoral	volební	0.490	0.631	0.602
electorate	voliči	0.560	0.380	0.696
electric	elektrický	0.458	0.708	0.512
electric slide	elektrický snímač	0.542	0.660	0.536
electrical	elektrický	0.531	0.620	0.688
electrician	elektrikář	0.449	0.590	0.620
electricity	elektřina	0.698	0.810	0.733
electrify	elektrifikovat	0.520	0.769	0.737
electrocute	elektrody	0.271	0.731	0.555
electrocution	elektrickým proudem	0.177	0.844	0.692
electromagnetic	elektromagnetické	0.531	0.632	0.683
electron	elektron	0.520	0.455	0.560
electronic	elektronický	0.571	0.490	0.704
electronics	elektronika	0.708	0.545	0.574
elegance	elegance	0.918	0.396	0.824
elegant	elegantní	0.865	0.500	0.685
element	živel	0.531	0.259	0.481
elemental	elementární	0.627	0.306	0.711
elementary	základní	0.594	0.286	0.686
elements	Prvky	0.510	0.312	0.462
elephant	slon	0.531	0.510	0.615
elevate	povýšit	0.812	0.500	0.804
elevated	zvýšené	0.704	0.594	0.620
elevation	nadmořská výška	0.760	0.759	0.711
elevator	výtah	0.562	0.604	0.676
eleven	jedenáct	0.449	0.250	0.430
eleventh	jedenáctý	0.594	0.329	0.357
elf	Elf	0.460	0.457	0.315
elicit	vyvolat	0.406	0.594	0.658
eligible	oprávněný	0.750	0.400	0.518
eliminate	odstranit	0.265	0.670	0.324
elimination	odstranění	0.052	0.667	0.431
elite	elita	0.688	0.704	0.737
elitist	elitista	0.500	0.606	0.656
elixir	elixír	0.708	0.587	0.604
elk	elk	0.439	0.337	0.340
ell	ell	0.469	0.418	0.373
ellipse	elipsa	0.531	0.410	0.479
ellipsis	elipsa	0.653	0.358	0.314
ellipsoid	elipsoid	0.500	0.440	0.419
elliptic	eliptický	0.500	0.431	0.528
elliptical	eliptický	0.338	0.385	0.490
elm	jilm	0.510	0.345	0.321
elongate	prodloužený	0.583	0.385	0.540
elongation	prodloužení	0.561	0.500	0.500
elope	uprchnout	0.396	0.694	0.528
eloquence	výmluvnost	0.729	0.490	0.804
eloquent	výmluvný	0.870	0.680	0.741
elucidate	objasnit	0.583	0.509	0.518
elucidation	objasnění	0.650	0.574	0.586
elude	elude	0.438	0.521	0.464
elusive	nepolapitelný	0.229	0.615	0.466
emaciated	vyzáblý	0.103	0.541	0.151
email	e-mailem	0.698	0.230	0.456
emanate	emanovat	0.653	0.464	0.554
emancipation	emancipace	0.704	0.684	0.763
embankment	nábřeží	0.677	0.438	0.436
embargo	NO TRANSLATION	0.229	0.564	0.443
embark	nastupovat	0.541	0.550	0.619
embarrass	rozpaky	0.082	0.667	0.364
embarrassed	v rozpacích	0.184	0.560	0.246
embarrassing	trapný	0.226	0.809	0.225
embarrassment	rozpaky	0.143	0.685	0.226
embassy	ambasáda	0.622	0.333	0.758
embattled	zapálený	0.235	0.724	0.421
embed	vložit	0.417	0.554	0.670
embellish	ozdobit	0.842	0.500	0.769
embellishment	výzdoba	0.673	0.449	0.405
embers	žhavé uhlíky	0.490	0.481	0.508
embezzlement	zpronevěra	0.143	0.827	0.435
embezzler	defraudant	0.146	0.823	0.491
emblem	symbol	0.640	0.330	0.754
emblematic	emblematická	0.771	0.459	0.798
embodiment	ztělesnění	0.562	0.690	0.663
embolism	embolie	0.104	0.660	0.302
embossed	reliéfní	0.531	0.481	0.500
embrace	objetí	0.949	0.490	0.452
embroidered	vyšívané	0.677	0.279	0.407
embroidery	výšivka	0.781	0.358	0.280
embroiled	zapletené	0.337	0.721	0.420
embryo	embryo	0.673	0.469	0.453
embryonic	embryonální	0.573	0.453	0.598
emcee	konferenciér	0.694	0.577	0.691
emerald	smaragd	0.740	0.363	0.726
emerge	vynořit	0.602	0.594	0.731
emergence	vznik	0.276	0.857	0.676
emergency	nouzový	0.200	0.900	0.571
emeritus	emeritus	0.633	0.402	0.735
emery	smirek	0.469	0.583	0.472
emetophobia	emetofobie	0.243	0.620	0.403
emigrate	emigrovat	0.356	0.812	0.508
emigration	emigrace	0.564	0.664	0.432
eminence	eminence	0.816	0.644	0.837
eminent	přední	0.740	0.620	0.830
eminently	neobyčejně	0.694	0.607	0.773
emir	NO TRANSLATION	0.510	0.396	0.621
emissary	emisar	0.562	0.462	0.636
emission	emise	0.510	0.453	0.591
emit	vysílat	0.638	0.445	0.510
emo	emo	0.354	0.314	0.226
emotion	emoce	0.693	0.873	0.696
emotional	emocionální	0.779	0.714	0.526
emotive	emotivní	0.917	0.741	0.525
empathic	empaticky	0.760	0.570	0.558
empathize	vcítit se	0.802	0.591	0.660
empathy	empatie	0.729	0.349	0.545
emperor	císař	0.651	0.704	0.962
emphasis	důraz	0.653	0.745	0.816
emphasize	zdůraznit	0.510	0.605	0.769
emphatic	důrazný	0.615	0.707	0.732
emphysema	emfyzém	0.156	0.556	0.336
empire	říše	0.688	0.730	0.944
empirical	empirický	0.500	0.510	0.574
empiricism	empirismus	0.583	0.460	0.547
employ	zaměstnat	0.729	0.481	0.702
employee	zaměstnanec	0.582	0.361	0.481
employer	zaměstnavatel	0.663	0.518	0.767
employment	zaměstnanost	0.750	0.594	0.611
emporium	obchodní středisko	0.622	0.556	0.724
empower	zmocnit	0.694	0.779	0.891
empress	císařovna	0.716	0.669	0.855
emptiness	prázdnota	0.177	0.173	0.184
emption	empatie	0.570	0.406	0.458
empty	prázdný	0.188	0.183	0.081
emu	emu	0.420	0.358	0.330
emulate	emulovat	0.438	0.340	0.549
emulsion	emulze	0.562	0.431	0.453
enable	umožnit	0.760	0.491	0.782
enablement	povolení	0.600	0.451	0.750
enact	přijmout	0.680	0.564	0.598
enactment	uzákonění	0.667	0.612	0.769
enamel	smalt	0.594	0.280	0.306
encampment	tábor	0.677	0.573	0.605
enchant	okouzlit	0.873	0.650	0.643
enchanted	okouzlený	0.917	0.633	0.687
enchanting	okouzlující	0.917	0.681	0.708
enchantment	okouzlení	0.816	0.775	0.647
enchantress	kouzelnice	0.398	0.663	0.479
enchilada	enchilada	0.542	0.553	0.371
