Word	Sindhi-sd	Valence	Arousal	Dominance
fallopian	گرپڻو	0.297	0.390	0.464
fallout	ڪري پوڻ	0.428	0.356	0.373
fallow	ڀيڻ	0.375	0.368	0.464
false	فالس	0.120	0.404	0.240
falsehood	ڪوڙ ڀانيو	0.031	0.625	0.384
falsely	ڦيرايو	0.083	0.480	0.265
falsification	باطل	0.173	0.720	0.490
falsified	باطل	0.042	0.630	0.306
falsify	باطل	0.115	0.657	0.409
falsity	ڪوڙ	0.120	0.689	0.186
falter	گهڙڻ	0.421	0.650	0.346
fame	قسمت	0.896	0.755	0.852
famed	سڃاتل	0.878	0.750	0.819
familiar	واقف	0.906	0.330	0.615
familiarity	واقفيت	0.854	0.346	0.616
familiarize	واقف ٿيو	0.760	0.365	0.654
family	خاندان	0.968	0.383	0.643
familytime	خانداني وقت	0.939	0.420	0.679
famine	ڏڪار	0.163	0.679	0.310
famished	ڏڪار	0.177	0.654	0.282
famous	مشهور	0.916	0.775	0.882
famously	مشهور آهي	0.856	0.765	0.787
fan	مداح	0.781	0.429	0.357
fanatic	فطري	0.573	0.780	0.629
fanatical	فتوي	0.555	0.830	0.714
fanaticism	فتني	0.292	0.896	0.566
fanciful	نيڪال	0.677	0.592	0.342
fancy	پسند	0.854	0.673	0.534
fandango	fandango	0.490	0.591	0.429
fanfare	فٽنيئر	0.656	0.640	0.437
fang	NO TRANSLATION	0.175	0.491	0.455
fangs	fangs	0.286	0.598	0.434
fanning	فيننگنگ	0.615	0.330	0.236
fantasia	تصور	0.898	0.694	0.436
fantasize	تصور ڪر	0.771	0.660	0.356
fantastic	شاندار	0.969	0.696	0.831
fantasy	تصور	0.880	0.627	0.474
faraway	تمام پري	0.365	0.356	0.285
farce	پريز	0.265	0.667	0.246
farcical	وڌو	0.406	0.481	0.259
fare	ڀلا	0.490	0.425	0.645
farewell	پريزيل	0.130	0.500	0.591
farm	فارم	0.781	0.327	0.297
farmer	هاريء جو	0.677	0.432	0.464
farmhouse	فارم هائوس	0.690	0.330	0.444
farming	زراعت	0.580	0.414	0.568
farmland	هاري ڇڏين ٿا	0.729	0.363	0.509
faro	پرين	0.544	0.349	0.357
fart	پاتار	0.194	0.439	0.264
farther	پرينء	0.418	0.500	0.430
fascia	فاشيا	0.480	0.366	0.356
fascinate	غلط آهي	0.854	0.683	0.802
fascinated	ڀريل	0.812	0.714	0.788
fascinating	نڀائڻ	0.979	0.817	0.784
fascination	جذباتي	0.885	0.773	0.835
fascism	فاشزم	0.104	0.740	0.695
fascist	فاشسٽ	0.200	0.755	0.527
fashion	فيشن	0.827	0.616	0.589
fashionable	فيشن	0.750	0.510	0.605
fastball	فاسٽ بال	0.688	0.679	0.575
fasten	تڪڙو	0.458	0.585	0.529
fastener	تڪڙو	0.577	0.377	0.491
fastening	روزانو	0.594	0.473	0.554
fasting	روزو رکڻ	0.388	0.370	0.394
fat	ٿڌو	0.198	0.353	0.237
fatal	موٽا	0.061	0.775	0.509
fatalism	فاضلزم	0.208	0.694	0.631
fatality	مجلس	0.062	0.798	0.595
fate	قسمت	0.571	0.479	0.712
fated	قسمت	0.582	0.472	0.692
fateful	شڪر	0.290	0.583	0.402
fathead	ٿڌو	0.296	0.527	0.463
father	پيءُ	0.812	0.333	0.824
fatherhood	غداري	0.885	0.519	0.682
fatherland	پياروڪار	0.729	0.469	0.778
fatherly	پيء	0.865	0.363	0.712
fathom	ڄڀي	0.520	0.410	0.523
fatigue	ٿڪ	0.173	0.378	0.265
fatigued	ٿڪل	0.146	0.433	0.245
fatso	ٿڌو	0.286	0.394	0.336
fatten	fatten	0.375	0.549	0.363
fatty	ٿڌو	0.286	0.361	0.325
faucet	غلط	0.427	0.278	0.356
fault	غلطي	0.188	0.558	0.184
faultless	غلط آهي	0.792	0.500	0.741
faulty	غلط آهي	0.184	0.520	0.378
faun	غلط	0.490	0.303	0.376
fauna	fauna	0.646	0.346	0.404
faux	غلط	0.291	0.490	0.204
favor	احسان	0.812	0.308	0.519
favorable	مناسب	0.952	0.380	0.788
favorite	پسنديده	0.885	0.590	0.691
favoriteholiday	NO TRANSLATION	0.867	0.618	0.582
favoritism	حقائق	0.582	0.559	0.658
fawn	فانو	0.626	0.360	0.284
fax	فيڪس	0.406	0.368	0.304
faze	NO TRANSLATION	0.417	0.515	0.382
fear	ڊڄ	0.073	0.840	0.293
feared	ڊڄان ٿو	0.240	0.733	0.509
fearful	ڊڄندڙ	0.083	0.482	0.278
fearfully	ڊڄندا آھن	0.112	0.567	0.271
fearing	ڊڄان ٿو	0.125	0.566	0.256
fearless	بدمعاش	0.810	0.806	0.760
fears	ڊڄندو	0.061	0.821	0.306
fearsome	خوفزادو	0.115	0.900	0.586
feasibility	تڪليف	0.653	0.490	0.741
feasible	ممڪن آهي	0.694	0.388	0.611
feast	دعوت	0.979	0.724	0.680
feat	وغيره	0.750	0.706	0.849
feather	پنڪر	0.677	0.208	0.144
feathered	ڌيان ڏنو	0.438	0.288	0.214
feature	مضمون	0.667	0.314	0.679
features	خاصيتون	0.667	0.433	0.509
febrile	ٿڌيل	0.429	0.578	0.414
fecal	ڄاڻي ٿو	0.255	0.528	0.213
feces	مذاق	0.240	0.407	0.307
fecundity	فياض	0.688	0.591	0.683
fed	پوکي	0.602	0.370	0.482
federal	وفاقي	0.530	0.459	0.859
federation	وفاق	0.633	0.354	0.763
fedup	NO TRANSLATION	0.327	0.500	0.352
fee	فيس	0.354	0.386	0.556
feeble	ڪمزور	0.157	0.280	0.109
feed	کارايو	0.812	0.429	0.739
feedback	راء	0.622	0.557	0.645
feeder	فيڊر	0.604	0.452	0.713
feel	محسوس ڪر	0.802	0.602	0.596
feelgood	چڱو محسوس ڪر	0.990	0.441	0.621
feeling	محسوس ڪر	0.806	0.329	0.531
feelingdown	NO TRANSLATION	0.490	0.457	0.567
feelinggood	NO TRANSLATION	0.940	0.449	0.655
feet	پير	0.510	0.240	0.292
feign	ماڻڻ	0.340	0.394	0.356
feigned	رکيل آهي	0.173	0.602	0.333
feisty	تڪليف	0.592	0.853	0.789
felicity	ڦيرو	0.913	0.704	0.793
feline	ٽائيم	0.615	0.745	0.509
fell	ڪري پيو	0.255	0.462	0.250
feller	هاري	0.406	0.622	0.617
fellow	ساٿي	0.745	0.298	0.570
fellowship	ساٿي	0.900	0.429	0.778
felon	felon	0.111	0.898	0.455
felony	نفرت	0.206	0.808	0.472
felt	محسوس ڪيو	0.643	0.417	0.566
female	عورت	0.857	0.520	0.625
feminine	نينگر	0.802	0.520	0.394
femininity	نسليات	0.750	0.479	0.451
feminism	نسليات	0.541	0.570	0.636
feminist	ناڻو	0.510	0.560	0.585
femme	NO TRANSLATION	0.551	0.529	0.398
femoral	نسور	0.417	0.324	0.566
femur	مادور	0.408	0.289	0.413
fen	NO TRANSLATION	0.490	0.276	0.379
fence	باهه	0.500	0.198	0.398
fenced	ڪوڙ ڀڃي	0.323	0.430	0.429
fencing	باهه	0.542	0.654	0.539
fend	انجام ڏيو	0.646	0.731	0.537
fender	ڀينر	0.369	0.459	0.476
fennel	ٻارڙا	0.573	0.277	0.389
ferment	خمير	0.375	0.531	0.418
fermentation	خمير	0.420	0.567	0.473
fern	فني	0.602	0.240	0.290
ferocious	زبردست	0.167	0.915	0.776
ferocity	فڪر	0.235	0.906	0.746
ferret	ٻوڙا	0.385	0.391	0.398
ferry	فوري	0.604	0.509	0.389
ferryboat	NO TRANSLATION	0.594	0.452	0.553
fertile	زرخيز	0.888	0.408	0.704
fertility	زرخيز	0.885	0.529	0.726
fertilize	ڀيڻ	0.708	0.443	0.542
fertilizer	ڀاڻ	0.438	0.463	0.565
fervent	ڀلا	0.646	0.632	0.773
fervor	ڪوڙا	0.573	0.769	0.651
fess	فاسق	0.395	0.420	0.370
fest	ڀلا	0.704	0.574	0.402
festival	ميلو	0.870	0.706	0.714
festive	ذليل	0.854	0.740	0.764
fetal	نوڙت	0.388	0.308	0.364
fetch	نوڪري	0.479	0.363	0.491
fete	NO TRANSLATION	0.580	0.551	0.465
fetish	نوشي	0.307	0.706	0.500
fetus	جنين	0.479	0.519	0.395
feud	جاگيردار	0.146	0.796	0.312
feudal	جاگيرداري	0.367	0.370	0.610
feudalism	جاگيرداري	0.229	0.465	0.607
fever	بخار	0.194	0.674	0.364
feverish	بخشي	0.385	0.696	0.436
fiancee	NO TRANSLATION	0.959	0.626	0.556
fiasco	فيلڊ	0.167	0.600	0.200
fiat	فريٽ	0.520	0.418	0.446
fib	فريب	0.438	0.510	0.361
fiber	فائبر	0.719	0.284	0.390
fiberglass	فائبر گلاس	0.451	0.451	0.443
fibrosis	فائبورس	0.160	0.469	0.546
fibrous	فياض	0.480	0.441	0.464
fickle	ٽٽل	0.406	0.481	0.346
fiction	افسانوي	0.438	0.657	0.441
fictional	افسانوي	0.430	0.490	0.340
fictitious	فريب آهي	0.224	0.444	0.293
fiddle	fiddle	0.571	0.449	0.391
fiddler	ماڻڪ	0.615	0.580	0.500
fidelity	مخلص	0.765	0.580	0.709
fidgety	fidgety	0.229	0.786	0.351
fiduciary	فڊيڪيئر	0.375	0.400	0.509
field	ميدان	0.640	0.380	0.336
field hockey	فيلڊ هاکي	0.602	0.786	0.518
fielder	ويندڙ	0.583	0.378	0.415
fiend	ڪوڙا	0.146	0.903	0.608
fiendish	ڪوڙا	0.167	0.846	0.591
fierce	زبردست	0.281	0.877	0.759
fiery	ٻرندڙ	0.418	0.850	0.721
fiesta	fiesta	0.927	0.779	0.655
fiesty	NO TRANSLATION	0.571	0.663	0.472
fifteen	پندرهن	0.490	0.290	0.443
fifty	پنجاهه	0.571	0.368	0.439
fig	انځر	0.573	0.390	0.339
fight	وڙهو	0.531	0.868	0.809
fighter	فائدي	0.637	0.760	0.898
fighting	ويڙهه	0.292	0.885	0.783
fights	فلاڻي	0.070	0.920	0.712
figment	ٻرندڙ	0.552	0.316	0.533
figurative	سوچيو ويو	0.479	0.450	0.634
figure	شخصيت	0.688	0.328	0.509
figurine	انجيل	0.760	0.283	0.258
filament	ناڻو	0.510	0.452	0.377
filamentous	فلاڻي	0.531	0.480	0.516
file	فائل	0.480	0.316	0.463
filet	فائلٽ	0.615	0.392	0.291
filibuster	فلبڻ وارو	0.271	0.714	0.508
filigree	ناجائز	0.576	0.408	0.514
filing	ڊڪنگ	0.620	0.420	0.700
filings	فلمون	0.323	0.412	0.340
fill	ڀريو	0.729	0.449	0.637
filler	خال ڀريو	0.531	0.347	0.529
fillet	فلٽ	0.745	0.415	0.378
filling	ڀرڻ	0.510	0.382	0.525
filly	جاني	0.479	0.564	0.519
film	فلم	0.823	0.491	0.566
filmmaker	فلم ساز	0.704	0.510	0.635
filmy	NO TRANSLATION	0.583	0.510	0.425
filter	فلٽر	0.440	0.296	0.260
filth	تاڪيد	0.194	0.592	0.319
filthy	گندي	0.115	0.714	0.321
filtration	فلسفيشن	0.407	0.520	0.255
fin	NO TRANSLATION	0.333	0.340	0.377
final	فائنل	0.276	0.575	0.508
finale	نتيجو	0.406	0.330	0.468
finalist	فائنل	0.833	0.686	0.736
finality	ماليات	0.615	0.368	0.627
finalize	ٺهيو	0.556	0.550	0.578
finalized	ٺهيو	0.245	0.210	0.608
finally	نيٺ	0.583	0.433	0.465
finance	فنانس	0.753	0.431	0.843
financial	مالي	0.667	0.500	0.722
financier	مالياتي	0.602	0.500	0.778
finch	finch	0.438	0.444	0.358
find	ڳولهيو	0.774	0.555	0.580
finder	ڳولڻ وارو	0.360	0.550	0.630
finding	پئجي ويو	0.796	0.469	0.664
fine	ٺيڪ	0.823	0.240	0.647
finery	نوڪريون	0.562	0.479	0.636
finesse	مصلحت	0.740	0.387	0.412
finger	آڱر	0.321	0.264	0.291
fingernail	آڱريون	0.418	0.415	0.153
fingerprint	فنگر پرنٽ	0.583	0.404	0.570
fingerscrossed	NO TRANSLATION	0.573	0.540	0.356
finish	ختم ڪر	0.471	0.429	0.545
finished	پورو ٿيو	0.510	0.387	0.570
finite	finite	0.384	0.347	0.293
fink	ڪٽڻ	0.410	0.514	0.439
fir	فائرنگ	0.521	0.275	0.306
fire	باھ	0.380	0.804	0.635
firearm	فائر ڪرڻ وارو	0.086	0.943	0.864
firearms	هٿيار	0.220	0.943	0.821
fireball	باهه بال	0.302	0.777	0.664
firecracker	باهه	0.474	0.741	0.434
firefight	باهه	0.153	0.920	0.664
firefighter	فائر فائٽر	0.637	0.770	0.773
firefly	باهه ۾	0.622	0.410	0.363
firehouse	باهه گھر	0.594	0.689	0.627
firelight	باھ جي روشني	0.677	0.504	0.639
fireman	باهه	0.583	0.745	0.755
fireplace	باھ جو ميدان	0.667	0.380	0.417
firepower	بااختيار	0.375	0.941	0.810
fireproof	باهه	0.684	0.679	0.723
fireside	ڀڄڻ	0.684	0.377	0.394
firestorm	چمڪندڙ	0.180	0.929	0.766
firewall	فائر وال	0.485	0.602	0.629
firewood	ڪاٺيونٺيون	0.520	0.348	0.263
firework	آتش بازي	0.786	0.904	0.593
fireworks	آتش بازي	0.735	0.863	0.579
firing	فائرنگ	0.188	0.931	0.803
firm	ثابت	0.635	0.380	0.728
firmament	مضبوط	0.750	0.407	0.660
firmly	محڪم	0.786	0.510	0.777
firmness	ثابت قدمي	0.823	0.479	0.939
first	پهريون	0.625	0.500	0.788
firstborn	پوپٽ	0.786	0.490	0.695
firstworldprobs	NO TRANSLATION	0.458	0.612	0.483
fiscal	مالياتي	0.500	0.582	0.845
fish	مڇي	0.510	0.280	0.250
fisherman	مڇيڪار	0.656	0.461	0.546
fishery	مڇيون	0.574	0.503	0.519
fishing	مڇي مارڻ	0.677	0.283	0.405
fishing boat	مڇيء جو ٻيڙي	0.521	0.403	0.627
fishy	مڇي	0.224	0.601	0.471
fissile	تيار ٿيل آهي	0.333	0.490	0.380
fission	ماڻڪ	0.386	0.500	0.567
fissure	ٻارڙي	0.333	0.510	0.431
fist	مٽي	0.333	0.686	0.481
fistfight	مقتول	0.208	0.902	0.543
fistful	پختو آهي	0.500	0.509	0.500
fistula	فيستولا	0.312	0.481	0.330
fit	مناسب آهي	0.604	0.450	0.632
fitness	صحت	0.875	0.529	0.810
fits	قسمت	0.571	0.363	0.580
fitted	ٺهيل	0.507	0.404	0.673
fitting	گهڙڻ	0.612	0.441	0.638
fittings	ٻٽا	0.531	0.404	0.409
five	پنج	0.510	0.221	0.298
fiver	گناهه	0.458	0.469	0.517
fix	حل	0.760	0.538	0.519
fixable	حلال	0.724	0.470	0.645
fixation	چڪاس	0.562	0.459	0.655
fixed	مقرر ٿيل	0.684	0.167	0.509
fixer	ٺيڪيدار	0.633	0.375	0.606
fixture	ٺهيل	0.663	0.216	0.409
fixtures	ٺهيل	0.643	0.330	0.370
fizz	فيض	0.459	0.708	0.349
fjord	fjord	0.510	0.404	0.463
flabbergast	فلابربرسٽ	0.480	0.679	0.547
flabbergasted	فلبربرسٽنٽ	0.312	0.802	0.342
flabby	تڪليف	0.292	0.358	0.250
flaccid	غلط آهي	0.156	0.400	0.151
flag	پرچم	0.592	0.378	0.536
flagging	ڇڪڻ	0.521	0.519	0.509
flagpole	پرچم	0.500	0.394	0.458
flagrant	معافي ڏيندڙ	0.286	0.673	0.455
flagship	پرچمڪاري	0.592	0.587	0.703
flagstaff	پرچم	0.520	0.517	0.500
flair	وهڪرو	0.775	0.471	0.676
flak	وهڪرو	0.390	0.600	0.600
flake	ڦلڪيو	0.385	0.388	0.289
flaky	ڦاسي	0.363	0.509	0.279
flamboyant	ڦيرو	0.615	0.794	0.705
flame	ٻرندڙ	0.448	0.574	0.615
flamethrower	فطرت	0.160	0.882	0.683
flaming	اڏاوت	0.406	0.645	0.558
flamingo	فلاڻي	0.667	0.451	0.482
flammable	باهمي	0.216	0.800	0.715
flan	اڏان ٿو	0.604	0.304	0.198
flange	وهڪري	0.500	0.306	0.390
flank	فڪر	0.448	0.458	0.443
flanked	ٻڏل	0.333	0.431	0.368
flanking	ڇڪڻ	0.490	0.622	0.519
flannel	فلالٽ	0.490	0.250	0.327
flap	فضيلت	0.275	0.385	0.344
flapping	تاڪيد	0.458	0.728	0.404
flare	وهندو	0.558	0.823	0.508
flares	وهندو	0.580	0.642	0.556
flaring	ڀريل	0.625	0.771	0.509
flash	چمڪيو	0.571	0.590	0.657
flashback	چمڪندڙ	0.265	0.400	0.485
flashing	چمڪندڙ	0.604	0.574	0.438
flashlight	چمڪندڙ	0.653	0.414	0.356
flashy	چمڪندڙ	0.704	0.600	0.827
flask	فاسڪ	0.418	0.412	0.454
flat	ڦاٽل	0.408	0.236	0.303
flatbed	ڦاٽل	0.490	0.250	0.380
flatfoot	ڦاٽي	0.265	0.333	0.330
flatness	تڪليف	0.479	0.280	0.527
flatten	ڀٽيل	0.286	0.469	0.442
flatter	خوشامد	0.521	0.418	0.302
flattered	ڀريل	0.865	0.608	0.708
flattering	خوشامد	0.755	0.686	0.500
flattery	وهڪرو	0.470	0.575	0.404
flatulence	تڪليف	0.210	0.632	0.343
flaunt	فلاڻي	0.438	0.611	0.525
flavor	ذائقو	0.885	0.479	0.392
flaw	واهبي	0.319	0.491	0.175
flawed	غلط آهي	0.133	0.490	0.194
flawless	بي عيب	0.729	0.420	0.741
flea	پسو	0.286	0.353	0.218
fleabag	جهنگلي	0.271	0.557	0.348
fled	ڀڄي ويو	0.224	0.639	0.322
flee	ڀڄڻ	0.292	0.796	0.232
fleece	ڀڄڻ	0.561	0.250	0.381
fleet	گندو	0.547	0.430	0.623
fleeting	ڀريل	0.439	0.650	0.387
flesh	گوشت	0.604	0.390	0.475
fleshy	گوشت	0.500	0.518	0.406
flex	فڪس	0.604	0.378	0.330
flexibility	لچڪ	0.867	0.402	0.472
flexible	لچڪدار	0.719	0.460	0.465
flexin	لوڪ	0.552	0.559	0.366
flexion	نرمي	0.449	0.551	0.418
flick	فلاڻو	0.688	0.541	0.515
flicker	فلاڻو	0.635	0.321	0.333
flickering	ڦڙندو رهيو	0.490	0.444	0.289
flier	اڏاوت	0.541	0.490	0.652
flight	پرواز	0.646	0.630	0.587
flighty	ڀڄڻ	0.219	0.602	0.436
flimsy	سمجهه ۾ اچي ٿو	0.302	0.396	0.189
flinch	ڦل	0.350	0.804	0.555
fling	ونگر	0.439	0.696	0.534
flint	چندو	0.521	0.439	0.536
flip	ڦل	0.281	0.529	0.435
flip flop	فليٽ فلاپ	0.417	0.519	0.321
flipper	فلپر	0.677	0.420	0.415
flipping	وهندو رهيو آهي	0.553	0.551	0.345
flirt	ٽٽل	0.792	0.790	0.538
flirtation	وهڪرو	0.653	0.719	0.482
flirting	ٽڪرائڻ	0.590	0.773	0.491
flirty	ٻٽي	0.714	0.721	0.491
float	سچل	0.688	0.394	0.344
floater	سچل	0.480	0.433	0.370
flock	ڍڪڻ	0.500	0.546	0.543
flog	ڦڙا	0.408	0.520	0.382
flood	ٻوڏ	0.208	0.778	0.608
floor	منزل	0.430	0.230	0.250
flooring	فرش	0.562	0.235	0.346
floozy	فلاڻي	0.410	0.477	0.430
flop	فٽ	0.081	0.642	0.196
floppy	فلاپي	0.549	0.300	0.333
flora	فلورا	0.833	0.324	0.567
floral	ٻرندڙ	0.833	0.235	0.264
florist	فلاڻي	0.771	0.410	0.388
floss	ڳالهائڻ	0.500	0.280	0.278
flotation	ڦٽيون	0.510	0.353	0.333
flounder	زخم	0.711	0.333	0.345
flour	اٽو	0.530	0.235	0.239
flourish	فلاڻو	0.939	0.573	0.601
flow	وهڪري	0.696	0.316	0.464
flower	گل	0.802	0.189	0.254
flowering	ٻرندڙ	0.906	0.627	0.500
flowers	گلن	0.875	0.324	0.330
flowery	وهڪري	0.792	0.332	0.446
flows	وهندو آهي	0.571	0.480	0.434
flu	فلو	0.230	0.547	0.250
fluctuate	وهڪرو	0.285	0.617	0.480
fluctuating	وهڪرو	0.292	0.591	0.395
fluctuation	وهڪري	0.347	0.750	0.519
flue	ڦوڪيو	0.354	0.688	0.451
fluency	روزو	0.776	0.504	0.718
fluent	رواني	0.760	0.500	0.614
fluff	فلاڻو	0.520	0.264	0.172
fluffy	بي عيب	0.781	0.431	0.356
fluid	سيال	0.673	0.407	0.589
fluidity	روال	0.729	0.510	0.576
fluke	عزيز	0.446	0.450	0.432
flunk	ڀڃي	0.104	0.548	0.170
flunky	ڦونڪيون	0.205	0.452	0.216
fluorescence	ٻرندڙ	0.667	0.490	0.500
fluorescent	فلورينٽ	0.602	0.595	0.500
flurries	ڄميل	0.422	0.760	0.517
flurry	تڪڙو	0.302	0.760	0.559
flush	ڦڙندو	0.408	0.755	0.589
flustered	گهريل آهي	0.316	0.903	0.283
flute	بانسري	0.635	0.330	0.363
fluted	ڦوڪيو	0.438	0.438	0.389
flutter	فلٽر	0.479	0.548	0.330
fluvial	ويندڙ	0.571	0.363	0.588
flux	وهڪرو	0.473	0.472	0.451
fly	اڏام	0.760	0.775	0.676
flyboy	اڏامبو	0.541	0.647	0.573
flyer	اڏام	0.480	0.300	0.362
flying	اڏام	0.877	0.606	0.696
flywheel	اڏاميل	0.667	0.480	0.442
foal	فريال	0.542	0.578	0.482
foam	فوم	0.698	0.230	0.204
foaming	فلاڻي	0.643	0.240	0.198
foamy	فوجي	0.663	0.306	0.291
fob	فوٽ	0.327	0.402	0.396
focal	مرڪزي	0.367	0.365	0.482
focus	توجهه	0.690	0.382	0.648
fodder	ٿڪ	0.316	0.358	0.430
foe	ڀلا	0.071	0.827	0.459
fog	ڦڙا	0.510	0.213	0.260
foggy	ڀڄڻ	0.354	0.337	0.302
foil	ورق	0.312	0.204	0.342
foiled	مرڪي	0.235	0.470	0.144
fold	ٻيو	0.385	0.412	0.330
folded	ٽٻڪن	0.179	0.373	0.327
folder	فولڊر	0.490	0.279	0.375
foliage	ڦوٽو	0.620	0.373	0.237
folio	فوليو	0.513	0.265	0.435
folk	ماڻهو	0.663	0.433	0.432
folklore	لوڪ	0.755	0.585	0.449
follicle	ڦٽو	0.406	0.331	0.436
follicular	ڦوڪيو	0.401	0.305	0.391
follow	پٺيان	0.667	0.509	0.600
follower	پيروي	0.646	0.488	0.461
folly	ڦوڪيو	0.184	0.833	0.363
fond	شوقين	0.885	0.602	0.518
fondle	شوقين	0.823	0.485	0.355
fondling	جواني	0.794	0.564	0.500
fondness	مزيدار	0.885	0.391	0.503
fondue	fondue	0.656	0.363	0.350
font	فونٽ	0.615	0.336	0.576
food	کاڌو	0.888	0.324	0.527
foodie	کاڌو	0.781	0.465	0.484
fool	بيوقوف ٿي ويو	0.160	0.560	0.148
fooled	بيوقوف ٿي ويو	0.051	0.692	0.241
foolhardy	بيوقوف	0.541	0.816	0.596
fooling	بيوقوف	0.167	0.755	0.384
foolish	بيوقوف	0.316	0.255	0.109
foolishness	بيوقوف	0.235	0.472	0.173
foolproof	بيوقوف	0.479	0.484	0.500
foot	پير	0.490	0.290	0.254
foot stool	پير پير	0.469	0.317	0.355
footage	فوٽو	0.625	0.235	0.364
football	فوٽ بال	0.755	0.760	0.582
footbridge	پيڊريز	0.582	0.375	0.440
foothold	جوڌو	0.673	0.336	0.582
footing	پيچرو	0.760	0.346	0.464
footlocker	پيٽرولر	0.500	0.417	0.393
footloose	پيالو	0.549	0.595	0.447
footpath	پيادل	0.677	0.321	0.473
footprint	ڪارڪردگي	0.592	0.292	0.336
footwear	ڪپڙا	0.643	0.337	0.275
footwork	ڪار	0.448	0.540	0.352
fop	فٽ	0.281	0.561	0.328
forage	نڪتو	0.583	0.389	0.370
foray	فورٽ	0.418	0.618	0.676
forbearance	بي شڪر	0.520	0.471	0.549
forbid	ڪوش	0.115	0.686	0.598
forbidding	حرام ڪرڻ	0.198	0.781	0.500
force	قوت	0.612	0.750	0.905
forced	مجبور ٿيو	0.180	0.721	0.458
forceful	زور ڀريو	0.533	0.673	0.898
forceps	ڌڪ	0.354	0.615	0.436
forces	لشڪر	0.551	0.686	0.886
forcibly	ممڪن آهي	0.365	0.704	0.647
ford	ڏاڏي	0.521	0.340	0.382
fore	پيش	0.667	0.417	0.654
forearm	ٽرانسم	0.469	0.304	0.509
foreboding	فوربنگنگ	0.439	0.706	0.636
forecast	موسميات	0.783	0.419	0.698
forecaster	فورڪٽر	0.635	0.611	0.846
foreclose	فورڪلوز	0.220	0.582	0.560
foreclosure	فيڪٽريز	0.167	0.651	0.500
forefathers	ڏاڏي	0.690	0.412	0.627
forefinger	ڏاڏي	0.510	0.254	0.370
forefront	پيش ڪندڙ	0.573	0.559	0.811
forego	پيشو	0.396	0.661	0.291
foregoing	ٻول	0.420	0.346	0.324
foregone	نڪتل	0.271	0.567	0.235
foreground	پيش رفت	0.708	0.491	0.590
forehead	پيشو	0.470	0.308	0.556
foreign	غير ملڪي	0.573	0.681	0.385
foreigner	پرديسي	0.500	0.519	0.480
foreman	وقت تي	0.458	0.612	0.750
foremost	پوسٽ	0.735	0.593	0.907
forensic	فاسقڪ	0.439	0.627	0.436
forensics	فني جنس	0.235	0.545	0.679
foreplay	پيش ڪيل	0.724	0.627	0.474
forerunner	ڏاڏي	0.694	0.540	0.843
foresee	ٻڌائڻ	0.583	0.452	0.522
foreseen	ڏاڪڻ	0.566	0.361	0.562
foresight	پيش رفت	0.680	0.482	0.640
forest	ٻيلو	0.729	0.270	0.435
forestall	ٻيلو	0.540	0.550	0.606
forethought	فياض	0.765	0.491	0.580
foreveralone	همشه لاءِ اڪيلو	0.296	0.375	0.343
