Word	Maltese-mt	Valence	Arousal	Dominance
decorate	dekorazzjoni	0.954	0.370	0.404
decorating	dekorazzjoni	0.863	0.548	0.462
decoration	dekorazzjoni	0.878	0.553	0.526
decorative	dekorattivi	0.908	0.460	0.381
decorator	dekoratur	0.840	0.471	0.455
decorum	dekorazzjoni	0.802	0.327	0.462
decoy	decoy	0.149	0.460	0.330
decrease	tnaqqis	0.125	0.360	0.267
decreased	naqas	0.224	0.271	0.170
decreasing	jonqos	0.320	0.346	0.224
decree	digriet	0.552	0.478	0.746
decrement	tnaqqis	0.255	0.427	0.373
decrepit	decrepit	0.156	0.490	0.225
decry	digry	0.400	0.814	0.548
decryption	decryption	0.459	0.445	0.600
dedicate	jiddedikaw	0.823	0.431	0.588
dedication	dedikazzjoni	0.867	0.471	0.682
deduce	deduce	0.490	0.510	0.466
deduct	tnaqqas	0.355	0.330	0.412
deductible	deduċibbli	0.375	0.286	0.455
deduction	tnaqqis	0.438	0.462	0.527
deed	att	0.520	0.320	0.592
deejay	deejay	0.551	0.630	0.473
deem	iqisuh	0.594	0.529	0.690
deep	fil-fond	0.490	0.473	0.657
deepen	napprofondixxu	0.625	0.530	0.776
deer	ċriev	0.583	0.375	0.292
defamation	malafama	0.110	0.670	0.481
defamatory	difamatorju	0.143	0.688	0.402
default	default	0.459	0.343	0.712
defeat	telfa	0.092	0.500	0.224
defeated	defeated	0.104	0.582	0.145
defeatist	defeatist	0.163	0.567	0.315
defect	difett	0.135	0.561	0.185
defection	defection	0.146	0.594	0.330
defective	difettuż	0.122	0.580	0.274
defector	difettur	0.163	0.696	0.286
defend	tiddefendi	0.698	0.722	0.670
defendant	konvenut	0.250	0.710	0.491
defended	difiża	0.663	0.451	0.582
defender	difensur	0.639	0.708	0.750
defending	tiddefendi	0.604	0.871	0.812
defense	difiża	0.652	0.698	0.802
defenseless	bla difiża	0.143	0.357	0.105
defensible	difensibbli	0.740	0.509	0.593
defensive	difensiv	0.542	0.640	0.678
defer	tiddifferixxi	0.245	0.459	0.317
deference	deference	0.510	0.396	0.447
deferral	differiment	0.765	0.542	0.327
deferring	tiddiferixxi	0.343	0.500	0.413
defiance	difiża	0.333	0.780	0.760
defiant	defiant	0.250	0.792	0.769
defibrillator	defibrillatatur	0.398	0.663	0.431
deficiency	defiċjenza	0.073	0.373	0.179
deficient	defiċjenti	0.240	0.464	0.132
deficit	defiċit	0.358	0.500	0.269
define	tiddefinixxi	0.688	0.415	0.632
defined	definit	0.670	0.214	0.646
definite	definita	0.708	0.292	0.741
definition	definizzjoni	0.573	0.375	0.579
definitive	definittiv	0.583	0.479	0.787
deflate	deflate	0.148	0.404	0.237
deflation	deflazzjoni	0.287	0.536	0.407
deflect	tiddevja	0.133	0.491	0.482
deflection	diflessjoni	0.188	0.500	0.382
defloration	deflazzjoni	0.188	0.690	0.434
deform	deform	0.112	0.654	0.284
deformed	deformat	0.198	0.435	0.308
deformity	deformità	0.160	0.569	0.241
defraud	frodi	0.175	0.635	0.314
defray	tħallas	0.375	0.598	0.653
defrost	silġ	0.427	0.317	0.389
deft	dift	0.719	0.575	0.849
defunct	skaduti	0.112	0.491	0.272
defuse	nieqsa	0.167	0.480	0.430
defy	jisfidaw	0.353	0.884	0.657
degeneracy	deġenerazzjoni	0.143	0.720	0.298
degenerate	deġenerazzjoni	0.069	0.724	0.264
degeneration	deġenerazzjoni	0.245	0.578	0.371
degradation	degradazzjoni	0.160	0.608	0.315
degrade	tiddegrada	0.083	0.500	0.184
degraded	degradat	0.167	0.433	0.205
degrading	degradanti	0.031	0.583	0.232
degree	grad	0.724	0.365	0.663
dehydrated	deidrat	0.310	0.685	0.212
dehydration	deidrazzjoni	0.188	0.472	0.259
dejected	dejected	0.104	0.654	0.347
delay	dewmien	0.204	0.510	0.162
delayed	ittardjata	0.188	0.490	0.216
delectable	delectable	0.781	0.642	0.718
delegate	tiddelega	0.612	0.491	0.658
delegation	delegazzjoni	0.562	0.431	0.609
delete	ħassar	0.292	0.298	0.409
deleterious	deleterjuż	0.297	0.725	0.440
deletion	tħassir	0.062	0.506	0.462
deli	deli	0.561	0.448	0.447
deliberate	deliberata	0.551	0.654	0.682
deliberation	deliberazzjoni	0.561	0.678	0.596
deliberative	deliberattiva	0.392	0.552	0.573
delicacy	Ħelwa	0.812	0.279	0.336
delicate	delikat	0.583	0.294	0.366
delicatessen	Delikatessen	0.656	0.474	0.400
delicious	Delicious	0.927	0.650	0.589
delight	pjaċir	0.949	0.666	0.647
delighted	delighted	0.938	0.664	0.685
delightful	delightful	0.918	0.735	0.644
delineate	delinja	0.448	0.430	0.445
delineation	delineazzjoni	0.521	0.402	0.314
delinquency	delinkwenza	0.135	0.860	0.508
delinquent	delinkwenti	0.051	0.904	0.500
delirious	delirious	0.219	0.774	0.538
delirium	delirju	0.233	0.694	0.484
deliver	twassal	0.583	0.370	0.582
deliverance	twassil	0.750	0.520	0.658
delivery	kunsinna	0.704	0.461	0.786
dell	dell	0.458	0.380	0.453
delta	delta	0.551	0.343	0.509
delude	delude	0.143	0.627	0.353
deluge	deluge	0.245	0.714	0.612
delusion	delużjoni	0.344	0.647	0.400
delusional	delużjonali	0.219	0.745	0.327
deluxe	deluxe	0.792	0.612	0.755
delve	delve	0.469	0.529	0.684
demand	domanda	0.292	0.673	0.500
demanding	eżiġenti	0.396	0.750	0.828
demeaned	demeaned	0.271	0.520	0.212
demeaning	tgħawwiġ	0.104	0.645	0.308
demeanor	demeanor	0.633	0.433	0.657
demented	demented	0.088	0.787	0.309
dementia	dimenzja	0.092	0.779	0.337
demise	mewt	0.104	0.596	0.456
demo	demo	0.510	0.314	0.423
democracy	demokrazija	0.680	0.500	0.840
democrat	demokratiku	0.582	0.400	0.755
democratic	demokratiku	0.802	0.519	0.798
demographic	demografiku	0.459	0.356	0.594
demolish	jitwaqqa '	0.125	0.632	0.700
demolished	imwaqqa '	0.271	0.647	0.353
demolition	demolizzjoni	0.133	0.827	0.541
demon	demon	0.037	0.908	0.509
demonic	demonic	0.146	0.875	0.600
demonstrable	li jista 'jintwera	0.735	0.471	0.749
demonstrate	juru	0.771	0.552	0.839
demonstrated	murija	0.617	0.500	0.649
demonstrating	li turi	0.698	0.571	0.693
demonstration	dimostrazzjoni	0.551	0.676	0.679
demonstrative	dimostrattiv	0.656	0.528	0.736
demonstrator	dimostratur	0.520	0.598	0.733
demoralized	demoralizzat	0.082	0.590	0.149
demos	demos	0.418	0.370	0.368
demure	demure	0.690	0.315	0.417
den	NO TRANSLATION	0.510	0.347	0.398
deniability	negattività	0.230	0.509	0.417
denial	ċaħda	0.194	0.435	0.318
denied	miċħuda	0.188	0.604	0.333
denim	denim	0.520	0.382	0.327
denomination	denominazzjoni	0.490	0.363	0.429
denominational	denominazzjonali	0.458	0.375	0.679
denominator	denominatur	0.450	0.410	0.613
denote	indika	0.448	0.471	0.534
denounce	tiddenunzja	0.083	0.780	0.426
dense	dens	0.354	0.343	0.536
density	densità	0.602	0.471	0.561
dent	dent	0.306	0.606	0.325
dental	dentali	0.573	0.404	0.463
dentist	dentist	0.479	0.620	0.642
dentistry	dentistrija	0.429	0.570	0.569
dentists	dentisti	0.364	0.600	0.582
denunciation	denunzja	0.146	0.830	0.561
deny	tiċħad	0.316	0.667	0.321
denying	tiċħad	0.080	0.542	0.272
deodorant	deodorant	0.480	0.265	0.269
depart	jitilqu	0.398	0.480	0.444
departed	telaq	0.245	0.536	0.391
department	dipartiment	0.708	0.358	0.642
departmental	dipartimentali	0.612	0.422	0.446
departure	tluq	0.573	0.500	0.426
depend	jiddependu	0.388	0.429	0.358
dependable	affidabbli	0.880	0.357	0.741
dependant	dipendenti	0.357	0.404	0.451
dependence	dipendenza	0.250	0.451	0.433
dependency	dipendenza	0.429	0.365	0.356
dependent	dipendenti	0.354	0.455	0.404
depict	murija	0.663	0.529	0.723
depicting	li juru	0.490	0.566	0.602
depletion	tnaqqis	0.153	0.370	0.236
deplorable	deplorevoli	0.135	0.657	0.230
deplore	jiddeplora	0.135	0.575	0.373
deploy	tiskjera	0.500	0.520	0.585
deployment	iskjerament	0.510	0.520	0.612
deport	deport	0.167	0.667	0.546
deportation	deportazzjoni	0.104	0.786	0.450
depose	tiċħad	0.286	0.420	0.451
deposit	depożitu	0.540	0.379	0.483
depositary	depożitarju	0.604	0.431	0.500
deposition	depożizzjoni	0.394	0.510	0.471
depository	depożitarju	0.551	0.373	0.481
depot	depot	0.635	0.255	0.471
depraved	depravat	0.031	0.837	0.395
depravity	depravity	0.115	0.854	0.453
depreciate	deprezzat	0.270	0.623	0.445
depreciated	deprezzat	0.135	0.672	0.250
depreciation	deprezzament	0.143	0.571	0.386
depress	agħar	0.219	0.635	0.528
depressed	depress	0.024	0.445	0.136
depressing	deprimenti	0.146	0.559	0.216
depression	depressjoni	0.031	0.520	0.232
depressive	dipressiv	0.143	0.434	0.202
depresson	NO TRANSLATION	0.135	0.400	0.308
deprivation	ċaħda	0.194	0.610	0.413
deprive	iċċaħħad	0.271	0.591	0.340
deprived	imċaħħda	0.354	0.506	0.536
depth	fond	0.708	0.561	0.759
deputy	deputat	0.429	0.530	0.787
derail	derail	0.108	0.802	0.375
deranged	deranged	0.376	0.868	0.357
derelict	skaduti	0.208	0.470	0.237
derision	derision	0.265	0.670	0.292
derivation	derivazzjoni	0.521	0.519	0.644
derivative	derivattiv	0.541	0.491	0.508
derive	joħorġu	0.396	0.324	0.360
dermal	dermali	0.385	0.406	0.443
dermatologist	Dermatologist	0.531	0.358	0.528
dermatology	dermatoloġija	0.422	0.500	0.556
derogation	deroga	0.208	0.460	0.327
derogatory	derogatorja	0.122	0.580	0.404
descend	jinżlu	0.385	0.535	0.231
descendant	dixxendent	0.684	0.420	0.625
descendent	NO TRANSLATION	0.391	0.480	0.565
descending	dixxendenti	0.219	0.493	0.250
descent	dixxendenza	0.300	0.402	0.158
describe	iddeskrivi	0.542	0.472	0.555
description	deskrizzjoni	0.582	0.425	0.596
descriptive	deskrittiv	0.667	0.352	0.570
desecrate	desecrate	0.255	0.806	0.509
desecration	drawwiet ta 'drawwiet	0.125	0.833	0.564
desert	deżert	0.469	0.279	0.389
deserted	abbandunat	0.156	0.480	0.214
deserter	deserter	0.122	0.710	0.366
desertion	diżerzjoni	0.122	0.630	0.289
deserve	jistħoqqilhom	0.802	0.436	0.613
deserved	ħaqqhom	0.781	0.582	0.689
deserving	jistħoqqilhom	0.802	0.596	0.858
design	disinn	0.796	0.327	0.632
designate	innomina	0.531	0.538	0.683
designated	innominat	0.500	0.412	0.616
designation	denominazzjoni	0.612	0.571	0.675
designed	ddisinjat	0.745	0.380	0.595
designer	disinjatur	0.875	0.519	0.670
designing	tfassil	0.792	0.355	0.552
desirability	xewqa	0.684	0.550	0.675
desirable	mixtieq	0.740	0.735	0.750
desire	xewqa	0.896	0.692	0.647
desiring	xewqana	0.814	0.821	0.632
desirous	xewqana	0.719	0.824	0.562
desist	tieqaf	0.220	0.358	0.291
desk	desk	0.510	0.135	0.422
desolate	desolate	0.104	0.320	0.228
desolation	desolation	0.073	0.481	0.273
despair	disprament	0.115	0.794	0.245
despairing	diżattivazzjoni	0.073	0.735	0.286
despatch	dispaċċ	0.448	0.400	0.613
desperado	desperado	0.260	0.745	0.361
desperate	ddisprata	0.083	0.842	0.337
desperation	desperation	0.125	0.904	0.419
despicable	pjaċevoli	0.146	0.710	0.255
despise	mintix	0.167	0.745	0.296
despondent	despondent	0.133	0.378	0.221
despotic	dispotic	0.141	0.824	0.592
despotism	despotiżmu	0.255	0.696	0.620
dessert	deżerta	0.755	0.491	0.404
destination	destinazzjoni	0.708	0.471	0.637
destined	destinat	0.698	0.462	0.617
destiny	destin	0.781	0.413	0.611
destitute	fqar	0.130	0.451	0.222
destroy	jeqirdu	0.046	0.935	0.635
destroyed	meqruda	0.031	0.696	0.288
destroyer	destroyer	0.083	0.830	0.543
destroying	qerda	0.041	0.828	0.660
destruct	destruct	0.071	0.868	0.525
destruction	qerda	0.102	0.929	0.613
destructive	distruttivi	0.177	0.870	0.713
detach	detach	0.357	0.625	0.450
detached	jinqalgħu	0.280	0.396	0.216
detachment	distakkament	0.243	0.700	0.443
detail	dettall	0.514	0.406	0.528
detailed	dettaljat	0.603	0.314	0.472
details	dettalji	0.583	0.367	0.481
detain	detenzjoni	0.351	0.345	0.430
detainee	detenut	0.306	0.510	0.321
detect	jiskopru	0.531	0.520	0.565
detectable	li tista 'titkejjel	0.479	0.539	0.649
detection	sejbien	0.708	0.567	0.538
detective	ditektif	0.500	0.764	0.901
detector	ditekter	0.459	0.630	0.724
detention	detenzjoni	0.265	0.698	0.562
deter	jiskoraġġixxu	0.344	0.537	0.567
detergent	deterġent	0.458	0.304	0.426
deteriorate	tiddeterjora	0.083	0.471	0.202
deteriorated	iddeterjorat	0.053	0.549	0.237
deteriorating	tiddeterjora	0.104	0.459	0.112
deterioration	deterjorament	0.130	0.512	0.283
determinable	determinabbli	0.625	0.565	0.723
determinate	determinat	0.630	0.314	0.772
determination	determinazzjoni	0.776	0.725	0.795
determine	tiddetermina	0.612	0.368	0.776
determined	determinat	0.760	0.528	0.673
deterrent	deterrent	0.292	0.461	0.385
detest	detest	0.083	0.800	0.492
detestation	detestazzjoni	0.177	0.637	0.412
detonate	detonazzjoni	0.375	0.850	0.696
detonation	detonazzjoni	0.167	0.931	0.741
detonator	detonatur	0.207	0.875	0.750
detour	dawra	0.398	0.539	0.309
detract	tnaqqas	0.344	0.438	0.368
detriment	detriment	0.281	0.538	0.263
detrimental	detrimentali	0.203	0.679	0.387
detritus	detritus	0.276	0.353	0.363
deuce	deuce	0.479	0.338	0.425
deutschmark	deutschmark	0.439	0.431	0.509
devalued	żvalutat	0.321	0.462	0.212
devastate	devastate	0.021	0.796	0.509
devastated	meqruda	0.120	0.544	0.264
devastating	devastanti	0.104	0.856	0.419
devastation	devastazzjoni	0.090	0.904	0.472
develop	jiżviluppaw	0.771	0.670	0.821
developer	iżviluppatur	0.844	0.653	0.864
developing	l-iżvilupp	0.833	0.587	0.714
development	żvilupp	0.827	0.500	0.796
deviant	deviant	0.094	0.589	0.398
deviate	tiddevja	0.173	0.562	0.269
deviating	jiddevja	0.354	0.634	0.536
deviation	devjazzjoni	0.105	0.513	0.336
device	apparat	0.562	0.404	0.627
devil	devil	0.161	0.900	0.611
deviled	deviled	0.347	0.559	0.358
devilish	devilish	0.073	0.865	0.490
devious	devious	0.250	0.519	0.259
devise	tfassal	0.551	0.557	0.670
devoid	nieqsa	0.219	0.436	0.300
devolution	devoluzzjoni	0.345	0.434	0.425
devolve	jiddevolvi	0.367	0.427	0.596
devote	jiddedikaw	0.802	0.490	0.642
devoted	iddedikat	0.867	0.320	0.698
devotee	devotee	0.816	0.461	0.577
devotion	devozzjoni	0.802	0.561	0.673
devotional	devotional	0.740	0.394	0.655
devour	devour	0.344	0.888	0.574
devout	devout	0.620	0.357	0.464
dew	nida	0.604	0.225	0.464
dexter	dexter	0.458	0.473	0.444
dexterity	destrezza	0.771	0.673	0.864
dextrose	dextrose	0.333	0.402	0.323
diabetes	dijabete	0.051	0.472	0.279
diabetic	dijabetiku	0.125	0.269	0.237
diabolical	diaboliku	0.102	0.912	0.456
diagnose	djanjosi	0.378	0.520	0.714
diagnosis	dijanjosi	0.571	0.500	0.819
diagnostic	dijanjostiku	0.417	0.483	0.635
diagnostics	dijanjostika	0.540	0.440	0.750
diagonal	dijagonali	0.500	0.343	0.410
diagram	dijagramma	0.562	0.357	0.445
dial	dial	0.620	0.427	0.596
dialect	djalett	0.635	0.422	0.526
dialectic	djalettika	0.510	0.540	0.638
dialogue	djalogu	0.599	0.441	0.625
dialysis	dijalisi	0.194	0.567	0.407
diameter	dijametru	0.427	0.298	0.483
diamond	djamant	0.910	0.606	0.769
diamonds	djamanti	0.927	0.684	0.917
diaper	ħrieqi	0.409	0.274	0.155
diaphragm	dijaframma	0.459	0.337	0.517
diarrhea	dijarea	0.092	0.684	0.143
diarrhoea	dijarea	0.038	0.692	0.250
diary	djarju	0.698	0.292	0.464
diatribe	diatribe	0.354	0.569	0.409
dib	NO TRANSLATION	0.479	0.370	0.344
dibs	Dbs	0.510	0.410	0.391
dice	dadi	0.458	0.441	0.264
dicey	dahar	0.290	0.833	0.727
dichotomous	dikotomu	0.365	0.452	0.538
dichotomy	dikotomija	0.323	0.482	0.483
dick	Dick	0.208	0.500	0.462
dickhead	dickhead	0.115	0.608	0.284
dicks	dicks	0.310	0.694	0.358
dictate	jiddettaw	0.480	0.423	0.668
dictation	dettatura	0.255	0.378	0.627
dictator	dittatur	0.073	0.760	0.862
dictatorial	dittatorjali	0.204	0.770	0.840
dictatorship	dittatorjat	0.082	0.806	0.784
diction	dizzjunarju	0.439	0.373	0.679
dictionary	Dizzjunarju	0.620	0.250	0.598
dictum	NO TRANSLATION	0.385	0.510	0.528
didactic	didattiku	0.645	0.480	0.673
diddle	diddle	0.429	0.566	0.393
die	NO TRANSLATION	0.031	0.765	0.259
died	miet	0.021	0.650	0.327
diesel	diżil	0.490	0.327	0.448
diet	dieta	0.429	0.235	0.398
dietary	dieta	0.551	0.220	0.261
differ	huma differenti	0.230	0.398	0.396
difference	differenza	0.474	0.560	0.483
differences	differenzi	0.365	0.582	0.342
different	differenti	0.612	0.394	0.473
differential	differenzjali	0.520	0.378	0.535
differentiation	differenzazzjoni	0.367	0.561	0.535
differently	b'mod differenti	0.480	0.431	0.506
differing	differenti	0.418	0.410	0.455
difficult	diffiċli	0.235	0.700	0.508
difficulties	diffikultajiet	0.082	0.784	0.357
difficulty	diffikultà	0.079	0.740	0.368
diffuse	diffuż	0.430	0.431	0.321
diffusion	diffużjoni	0.356	0.615	0.517
dig	NO TRANSLATION	0.367	0.585	0.637
digest	jiddiġerixxu	0.720	0.413	0.483
digestion	diġestjoni	0.531	0.410	0.455
digestive	diġestiva	0.542	0.413	0.434
digit	ċifra	0.447	0.286	0.333
digital	diġitali	0.740	0.382	0.529
dignified	dinjituż	0.766	0.481	0.635
dignify	dinjituż	0.854	0.588	0.735
dignity	id-dinjità	0.844	0.391	0.873
digress	digress	0.271	0.625	0.411
digs	NO TRANSLATION	0.448	0.670	0.635
dike	diku	0.360	0.384	0.490
dilapidated	mwiegħra	0.229	0.618	0.286
dilatation	dilatazzjoni	0.385	0.574	0.368
dilation	dilazzjoni	0.347	0.490	0.578
dildo	dildo	0.536	0.587	0.491
dilemma	dilemma	0.153	0.590	0.430
diligence	diliġenza	0.688	0.423	0.700
diligent	diliġenti	0.760	0.426	0.759
dill	xibt	0.427	0.360	0.373
diluent	dilwent	0.417	0.344	0.332
dilute	iddilwa	0.275	0.192	0.349
diluted	dilwit	0.469	0.310	0.229
dilution	dilwizzjoni	0.445	0.337	0.352
dim	dim	0.398	0.321	0.273
dime	dime	0.653	0.317	0.345
dimension	dimensjoni	0.592	0.415	0.627
dimensional	dimensjonali	0.561	0.484	0.596
diminish	naqqas	0.240	0.357	0.167
diminished	naqas	0.156	0.269	0.196
diminution	tnaqqis	0.316	0.296	0.245
diminutive	diminuttiv	0.323	0.200	0.109
dimwit	dimwit	0.255	0.459	0.175
din	NO TRANSLATION	0.440	0.417	0.398
dine	dine	0.821	0.519	0.478
diner	diner	0.643	0.302	0.538
dinghy	dinghy	0.510	0.269	0.325
dingo	Dingo	0.608	0.472	0.346
dingy	dingy	0.156	0.483	0.343
dining	dining	0.724	0.350	0.459
dinky	dinky	0.357	0.451	0.358
dinner	pranzu	0.823	0.392	0.379
dinnertime	ħin l-ikel	0.796	0.406	0.341
dinosaur	dinosawru	0.448	0.630	0.596
dint	dint	0.378	0.480	0.492
diocesan	Djoċesan	0.520	0.283	0.518
diocese	Djoċesi	0.510	0.288	0.575
diorama	diorama	0.592	0.441	0.462
dioxide	dijossidu	0.354	0.433	0.456
dip	dip	0.516	0.583	0.397
diploma	diploma	0.750	0.462	0.731
diplomacy	diplomazija	0.740	0.396	0.774
diplomat	diplomatiku	0.563	0.262	0.868
diplomatic	diplomatiku	0.653	0.363	0.918
dipper	Dekper	0.548	0.361	0.348
dippy	dippy	0.430	0.402	0.340
dipstick	dipstick	0.365	0.312	0.316
dire	NO TRANSLATION	0.214	0.660	0.259
direct	diretta	0.793	0.403	0.650
directed	diretti	0.542	0.490	0.541
direction	direzzjoni	0.719	0.330	0.684
directive	direttiva	0.604	0.530	0.918
directly	direttament	0.747	0.400	0.702
director	direttur	0.688	0.580	0.912
directory	direttorju	0.439	0.413	0.538
dirt	ħmieġ	0.112	0.500	0.236
dirty	maħmuġin	0.153	0.460	0.170
disability	diżabilità	0.073	0.482	0.173
disable	inkonvenjenti	0.115	0.430	0.269
disabled	b'diżabilità	0.308	0.443	0.235
disadvantage	żvantaġġ	0.150	0.377	0.282
disaffected	mhux affettwat	0.176	0.410	0.291
disagree	ma jaqblux	0.133	0.590	0.345
disagreeable	ma taqbilx	0.042	0.643	0.178
disagreeing	ma taqbilx	0.255	0.643	0.350
disagreement	nuqqas ta 'qbil	0.104	0.618	0.236
disallow	ma tippermettix	0.156	0.519	0.424
disallowed	mhux permess	0.135	0.500	0.328
disapointment	NO TRANSLATION	0.104	0.418	0.231
disappear	jisparixxu	0.143	0.441	0.350
disappearance	għajbien	0.214	0.698	0.367
disappearing	jisparixxu	0.167	0.427	0.379
disappoint	jiddiżappunta	0.150	0.633	0.288
disappointed	diżappuntat	0.071	0.472	0.241
disappointing	diżappuntanti	0.073	0.640	0.200
disappointment	diżappunt	0.115	0.490	0.336
disapproval	diżapprovazzjoni	0.085	0.551	0.367
disapprove	ma japprovax	0.160	0.594	0.445
disapproved	diżapprovat	0.104	0.550	0.114
disapproving	diżapprovazzjoni	0.245	0.625	0.452
disarm	diżarm	0.292	0.528	0.613
disarray	diżordinat	0.198	0.657	0.223
disaster	diżastru	0.082	0.892	0.433
disastrous	diżastruż	0.071	0.741	0.439
disband	disband	0.302	0.491	0.417
disbelief	disbelief	0.188	0.409	0.373
disbelieve	disbelieve	0.188	0.441	0.352
disburse	jinħareġ	0.418	0.473	0.353
disbursement	żburżar	0.240	0.443	0.435
disc	diska	0.622	0.410	0.426
discard	armih	0.240	0.343	0.337
discarded	skartat	0.229	0.460	0.308
discards	rimi lura	0.240	0.464	0.391
discern	jagħrfu	0.459	0.566	0.518
discernible	jintgħarfu	0.427	0.441	0.481
discerning	għaqlin	0.542	0.584	0.780
discernment	dixxerniment	0.408	0.471	0.694
discharge	kwittanza	0.427	0.538	0.578
disciple	dixxiplu	0.765	0.385	0.462
disciplinary	dixxiplinari	0.562	0.593	0.796
discipline	dixxiplina	0.615	0.471	0.806
disciplined	dixxiplinati	0.728	0.450	0.750
disclaim	ċaħda	0.235	0.509	0.321
disclaimer	rinunzja	0.367	0.571	0.542
disclose	tiżvela	0.490	0.570	0.545
disclosed	żvelat	0.271	0.575	0.546
disclosure	żvelar	0.500	0.615	0.710
disco	disco	0.710	0.806	0.575
discoloration	kulur tal-kulur	0.224	0.373	0.414
discolored	kulurit	0.204	0.340	0.269
discomfort	skumdità	0.153	0.719	0.272
disconcerted	konfuż	0.100	0.612	0.288
disconcerting	konfużjoni	0.106	0.549	0.269
disconnect	skonnettja	0.438	0.292	0.191
disconnected	skonnettjat	0.292	0.276	0.173
disconnection	skonnessjoni	0.167	0.283	0.277
disconnects	skonnettja	0.256	0.357	0.241
discontent	skuntentizza	0.240	0.530	0.263
discontinuance	waqfien	0.123	0.741	0.337
discontinue	waqqaf	0.354	0.396	0.349
discontinuity	nuqqas ta 'kontinwità	0.303	0.439	0.250
discontinuous	mhux kontinwu	0.233	0.409	0.316
discord	inkwiet	0.115	0.882	0.465
discount	skont	0.724	0.530	0.302
discounted	skontat	0.677	0.471	0.430
discourage	jiskoraġġixxu	0.184	0.443	0.267
discouraged	skoraġġut	0.220	0.304	0.090
discouragement	skoraġġiment	0.112	0.319	0.206
discouraging	jiskoraġġixxu	0.167	0.469	0.281
discourse	diskors	0.410	0.550	0.803
discover	skopri	0.771	0.793	0.673
discovery	iskoperta	0.823	0.627	0.814
discredit	jiskredita	0.075	0.529	0.355
discredited	skreditat	0.112	0.491	0.182
discreet	NO TRANSLATION	0.552	0.216	0.532
discrepancy	diskrepanza	0.260	0.643	0.417
discrete	diskreta	0.585	0.231	0.429
discretion	diskrezzjoni	0.552	0.320	0.685
discretionary	diskrezzjonali	0.520	0.365	0.446
discriminate	tiddiskrimina	0.125	0.761	0.366
discriminating	diskriminatorju	0.160	0.783	0.462
discrimination	diskriminazzjoni	0.051	0.724	0.379
discus	diska	0.542	0.423	0.343
discuss	jiddiskutu	0.396	0.769	0.509
discussion	diskussjoni	0.333	0.842	0.536
disdain	disdain	0.153	0.446	0.441
disdainful	b'dispjaċir	0.097	0.480	0.263
disease	marda	0.041	0.539	0.333
diseased	morda	0.123	0.510	0.134
disembodied	diżokkupat	0.167	0.620	0.412
disengage	tinħall	0.406	0.529	0.304
disengagement	diżimpenn	0.327	0.373	0.395
disfigured	disfigured	0.153	0.613	0.336
disgrace	disgrace	0.061	0.531	0.331
disgraced	diżgrazzjat	0.071	0.661	0.250
disgraceful	diżgustanti	0.082	0.702	0.240
disgruntled	diżappuntat	0.104	0.658	0.442
disguise	moħbija	0.573	0.694	0.431
disguised	moħbija	0.500	0.615	0.326
disgust	disgust	0.052	0.775	0.317
disgusted	disgusted	0.051	0.773	0.274
disgusting	disgusting	0.031	0.796	0.245
dish	dixx	0.552	0.255	0.264
