Word	Kyrgyz-ky	Valence	Arousal	Dominance
butt	к	0.347	0.725	0.336
butter	май	0.650	0.292	0.202
buttercup	лютик	0.562	0.482	0.422
butterfly	көпөлөк	0.892	0.327	0.314
buttermilk	май	0.633	0.311	0.304
butterscotch	butterscotch	0.708	0.510	0.356
buttery	Майлуу	0.625	0.318	0.303
buttock	жамбашка	0.429	0.600	0.288
buttocks	көчүк	0.458	0.677	0.365
button	баскычы	0.520	0.220	0.343
buttress	чарбанын	0.438	0.684	0.721
buxom	buxom	0.562	0.719	0.547
buy	сатып алуу	0.771	0.769	0.612
buyer	сатып алуучу аял	0.613	0.519	0.649
buying	сатып алуу	0.665	0.784	0.589
buzz	дырылдоо	0.333	0.686	0.375
buzzard	жаман сары	0.350	0.500	0.225
buzzed	андайларды	0.583	0.549	0.448
buzzer	коңгуроо	0.549	0.716	0.480
buzzing	жаздын	0.430	0.588	0.370
bye	кош болуңуз	0.375	0.398	0.321
bygone	Өткөндөрдүн	0.229	0.310	0.315
bylaw	тескемеси	0.469	0.373	0.725
byline	жана ушактын белгиси	0.469	0.450	0.435
bypass	тегеренип баруу	0.429	0.418	0.353
bystander	күбө аял	0.480	0.462	0.491
byte	байт	0.490	0.380	0.407
byzantine	Грек	0.546	0.443	0.492
cab	кабина	0.438	0.490	0.421
cabal	Кабал	0.500	0.406	0.573
cabana	Cabana	0.698	0.296	0.407
cabaret	Кабаре	0.677	0.656	0.482
cabbage	капуста	0.398	0.225	0.264
cabbie	айдоочу ме-	0.521	0.417	0.429
cabernet	Cabernet	0.543	0.420	0.480
cabin	кепе / кабина	0.643	0.292	0.430
cabinet	кабинет	0.552	0.306	0.465
cable	кабель	0.583	0.245	0.434
caboodle	caboodle	0.529	0.521	0.325
caboose	калакчы	0.440	0.453	0.438
cabriolet	кабриолет	0.667	0.525	0.472
cache	кэш	0.552	0.348	0.389
cacophony	cacophony	0.408	0.562	0.440
cactus	кактус	0.439	0.412	0.284
cad	CAD	0.447	0.406	0.404
cadaver	өлүк	0.030	0.690	0.260
caddie	NO TRANSLATION	0.521	0.435	0.259
caddy	муноздомо	0.580	0.470	0.380
cadence	каденса	0.427	0.473	0.355
cadet	кадет аял	0.504	0.393	0.664
cafe	Cafe	0.781	0.392	0.358
cafeteria	тамак берүү	0.757	0.400	0.382
caffeine	кофеин	0.562	0.759	0.500
cage	түрмө	0.316	0.333	0.352
cagey	cagey	0.542	0.363	0.582
cahoots	колдошот	0.312	0.696	0.474
cairn	таштар үйүлүп	0.260	0.435	0.254
cake	торт / кекс	0.810	0.375	0.287
cakewalk	Cakewalk	0.719	0.510	0.447
calamari	Каламари	0.521	0.312	0.406
calamitous	оор	0.219	0.685	0.500
calamity	алаамат	0.122	0.795	0.343
calcareous	карбонат	0.490	0.368	0.462
calcium	кальций	0.600	0.346	0.479
calculate	эсептөө	0.490	0.452	0.440
calculated	эсептелген	0.633	0.425	0.683
calculating	эсептөө	0.458	0.430	0.625
calculation	эсептөө	0.646	0.453	0.606
calculator	эсептегич	0.513	0.283	0.588
calculus	эсептөө	0.360	0.360	0.562
calendar	календарь	0.480	0.212	0.473
calender	NO TRANSLATION	0.531	0.275	0.451
calf	музоо	0.531	0.366	0.336
caliber	калибрдүү	0.429	0.551	0.606
calibrate	текшерип	0.552	0.460	0.623
calico	Calico	0.406	0.338	0.491
calipers	ийрейип	0.480	0.510	0.481
calisthenics	калистеника	0.562	0.663	0.545
call	чакыруу	0.594	0.627	0.558
callback	кайра чалуу	0.524	0.529	0.434
caller	чалуучу	0.646	0.615	0.472
calligraphy	сулуу	0.620	0.216	0.500
calling	чакыруу	0.646	0.590	0.483
callous	ырайымсыз	0.245	0.500	0.386
calls	чалуулар	0.608	0.431	0.551
calm	тынч	0.875	0.100	0.282
calming	скипидар,	0.885	0.105	0.360
calmness	жайбаракаттык	0.934	0.105	0.394
caloric	тоюмдуулугу	0.327	0.483	0.448
calorie	калория	0.333	0.540	0.427
calorimeter	калориметрикалык	0.406	0.560	0.414
cam	камера	0.448	0.363	0.355
camaraderie	сезими	0.833	0.510	0.648
camber	Еретик	0.430	0.382	0.439
camcorder	-Аны	0.556	0.422	0.454
camel	төө	0.540	0.282	0.314
cameo	камео	0.573	0.457	0.509
camera	фотоаппарат	0.640	0.288	0.379
cameraman	оператору	0.542	0.452	0.542
camisole	Жилетка	0.497	0.250	0.375
camouflage	маскировка	0.438	0.585	0.450
camouflaged	NO TRANSLATION	0.350	0.422	0.562
camp	лагерь	0.622	0.617	0.594
campaign	өнөктүк	0.602	0.730	0.823
campaigner	үгүт	0.592	0.698	0.821
campaigning	алдындагы үгүт	0.531	0.663	0.741
camper	camper	0.573	0.529	0.482
campfire	Очоктогу от	0.677	0.509	0.436
camping	кемпинг	0.653	0.529	0.480
campsite	лагерь	0.680	0.490	0.547
campus	окуу жайга тийиштүү жер	0.604	0.388	0.519
can	алат	0.662	0.360	0.454
can opener	ачкыч болот	0.444	0.491	0.308
canal	канал	0.673	0.259	0.321
canary	канарейка	0.582	0.276	0.265
cancel	жокко чыгаруу	0.214	0.306	0.368
canceling	жокко чыгаруу	0.229	0.470	0.349
cancellation	жокко чыгаруу	0.224	0.431	0.389
cancer	рак	0.052	0.694	0.529
candid	ак ниеттүү	0.667	0.349	0.458
candidacy	кандидатура	0.490	0.657	0.696
candidate	талапкер	0.596	0.490	0.804
candied	candied	0.713	0.330	0.360
candle	шам	0.602	0.221	0.344
candlelight	Шамдын	0.789	0.294	0.417
candles	шамдар	0.615	0.206	0.268
candlestick	чырактанды	0.448	0.531	0.534
candor	чынчылдыгы	0.740	0.389	0.607
candy	момпосуй	0.930	0.425	0.384
cane	камыш	0.459	0.298	0.398
canine	Иттин	0.573	0.569	0.425
canister	кичине жез кутуча	0.553	0.271	0.403
canker	Жаралуу	0.262	0.469	0.427
cannabis	кара куурай	0.271	0.500	0.564
canned	Балык	0.398	0.357	0.298
cannibal	мыкаачы	0.122	0.824	0.480
cannibalism	мыкаачылык	0.094	0.890	0.583
canning	суну-	0.490	0.392	0.259
cannon	замбирек	0.529	0.676	0.811
cannonball	Канонбол	0.344	0.840	0.759
canoe	кичине кайык	0.542	0.300	0.418
canon	Канон	0.385	0.519	0.541
canonical	канондук	0.542	0.410	0.620
canons	эрежелери	0.385	0.588	0.593
canopy	көшөгө	0.615	0.264	0.398
cantaloupe	канталупа	0.592	0.212	0.276
cantbreathe	NO TRANSLATION	0.284	0.667	0.375
canteen	суу куюуучу нерсе	0.688	0.600	0.514
canterbury	Кентербери	0.582	0.438	0.510
canthandleit	NO TRANSLATION	0.354	0.613	0.354
cantilever	cantilever	0.357	0.618	0.421
cantina	ашканасында	0.646	0.612	0.380
canto	NO TRANSLATION	0.776	0.461	0.554
canton	кантон	0.542	0.472	0.536
cantstandit	NO TRANSLATION	0.418	0.546	0.343
cantwin	cantwin	0.260	0.509	0.298
canvas	сүрөт	0.719	0.090	0.364
canvass	NO TRANSLATION	0.675	0.356	0.397
canyon	капчыгай	0.468	0.731	0.634
cap	капкак	0.612	0.240	0.375
capability	жөндөмдүүлүк	0.833	0.571	0.730
capable	жөндөмдүү	0.765	0.587	0.547
capacity	кубаттуулугу	0.719	0.411	0.806
cape	тумшук	0.531	0.235	0.357
caper	жондо ангеме	0.510	0.370	0.326
capillary	капиллярлардын	0.469	0.365	0.395
capital	борбор	0.520	0.500	0.798
capitalism	капитализм	0.448	0.686	0.848
capitalist	капиталист аял	0.352	0.577	0.821
capitalize	капиталдаштырууну	0.771	0.601	0.885
capitals	таажы	0.755	0.500	0.655
capitation	киши башына	0.479	0.529	0.589
capitol	Капитолий	0.535	0.375	0.705
capitulation	көздөлгөн	0.375	0.546	0.615
cappuccino	каппучино	0.792	0.279	0.384
caprice	Каприз	0.333	0.640	0.430
capricious	туруксуз	0.221	0.650	0.500
caps	баш тамгалар	0.510	0.221	0.368
capslock	CapsLock	0.330	0.394	0.398
capsule	капсула	0.583	0.290	0.570
captain	капитан	0.552	0.653	0.966
caption	коштомо жазуу	0.814	0.292	0.379
captivate	туткун	0.698	0.604	0.723
captivating	турун	0.895	0.594	0.816
captive	туткундалган	0.235	0.558	0.411
captivity	туткун	0.225	0.493	0.387
captor	туткундагандарды	0.347	0.625	0.612
capture	туткундоо	0.357	0.650	0.537
car	унаа	0.776	0.540	0.500
caramel	кулери	0.901	0.363	0.400
carat	карат	0.823	0.604	0.676
caravan	караван	0.635	0.559	0.455
carbon	кычкылтек	0.604	0.360	0.350
carburetor	карга	0.469	0.612	0.555
carcass	дене	0.115	0.529	0.309
carcinoma	CARCINOMA	0.153	0.692	0.440
card	карта	0.531	0.269	0.436
cardboard	картон	0.500	0.173	0.309
cardiac	кардиологиялык	0.344	0.765	0.615
cardigan	кардиган	0.599	0.324	0.264
cardinal	негизги	0.583	0.358	0.712
cardiologist	кардиолог	0.458	0.630	0.814
cardiology	кардиология	0.203	0.545	0.605
cardiomyopathy	кардиомиопатия	0.177	0.645	0.537
cards	карталар	0.568	0.317	0.320
care	камкордук	0.729	0.370	0.500
career	мансап	0.740	0.712	0.606
carefree	санаасыз	0.755	0.220	0.500
careful	сак	0.625	0.538	0.530
carefully	кунт коюп	0.698	0.330	0.544
careless	камкорсуз	0.255	0.431	0.125
carelessness	камкорсуздук	0.245	0.482	0.330
caress	эркелетүү	0.833	0.418	0.509
caret	курсор	0.656	0.402	0.527
caretaker	убактылуу	0.714	0.531	0.759
cargo	жүк	0.408	0.444	0.455
caribou	Карибу	0.562	0.452	0.342
caricature	Карикатура	0.604	0.373	0.383
caries	кариес	0.115	0.569	0.283
caring	камкор	0.635	0.469	0.500
carjack	carjack	0.438	0.682	0.439
carnage	уруш-мушташ	0.406	0.600	0.558
carnal	напсилик	0.417	0.679	0.421
carnation	гвоздика	0.653	0.357	0.431
carnival	карнавал	0.927	0.888	0.555
carnivorous	курт-кумурска менен азыктанган	0.224	0.613	0.651
carol	Кэрол	0.673	0.412	0.436
carols	үкөктөрү	0.847	0.420	0.491
carousel	чуулуу	0.704	0.500	0.412
carp	карп	0.531	0.324	0.375
carpal	Подчашинский	0.449	0.327	0.420
carpenter	жыгач уста	0.521	0.550	0.519
carpentry	жыгач усталык	0.561	0.459	0.518
carpet	килем	0.520	0.170	0.339
carpeting	беттёёчъ	0.542	0.312	0.444
carpool	Унаа	0.625	0.509	0.500
carriage	экипаж	0.650	0.538	0.491
carried	жүргүзүлөт	0.490	0.382	0.534
carrier	оору алып жүрүүчү	0.533	0.588	0.638
carrot	сабиз	0.500	0.235	0.279
carry	көтөрүп	0.635	0.380	0.500
carrying	жүргүзүү	0.656	0.557	0.443
carsick	carsick	0.224	0.574	0.255
cart	араба	0.520	0.344	0.388
carte	NO TRANSLATION	0.592	0.320	0.274
cartel	картелинин	0.438	0.394	0.602
carter	картер	0.312	0.480	0.431
cartilage	кемирчек	0.438	0.370	0.407
cartographic	Cartographic	0.490	0.348	0.424
cartography	Мамтоокентехкөзөмөл	0.520	0.300	0.579
carton	картон	0.286	0.186	0.241
cartoon	карикатура	0.867	0.471	0.387
cartouche	NO TRANSLATION	0.427	0.458	0.450
cartridge	заряд	0.458	0.500	0.407
carve	кесүү	0.469	0.443	0.598
carver	уста	0.418	0.500	0.500
carving	оймолоо	0.541	0.444	0.368
cascade	каскад	0.735	0.509	0.395
case	окуя	0.427	0.275	0.441
casein	казеиндин	0.470	0.436	0.415
cash	накталай акча	0.867	0.552	0.714
cashier	кассир аял	0.615	0.413	0.484
cashmere	кашемир	0.653	0.452	0.439
casing	жабуучу	0.458	0.327	0.328
casino	казино	0.542	0.684	0.568
cask	бочка	0.490	0.398	0.444
casket	кутуча	0.125	0.490	0.346
casserole	casserole	0.570	0.360	0.328
cassette	кассета	0.490	0.334	0.355
cast	берилген	0.558	0.620	0.517
castaway	жараксыз	0.208	0.646	0.422
caste	каста	0.510	0.333	0.374
caster	калтырган	0.604	0.670	0.647
castle	сепил	0.680	0.396	0.718
castor	Кастор	0.583	0.337	0.368
castrate	бычуу	0.177	0.485	0.519
castration	бычуу	0.198	0.735	0.381
casual	кокус	0.643	0.224	0.385
casually	кокус	0.658	0.290	0.333
casualty	кокустук	0.235	0.274	0.132
cat	мышык	0.667	0.260	0.370
catabolism	катаболизм	0.265	0.573	0.605
catalog	каталог	0.561	0.221	0.573
catalogue	каталог	0.647	0.327	0.533
catalysis	катализаторлору	0.385	0.559	0.531
catalyst	катализатор	0.604	0.509	0.585
catalytic	каталитикалык	0.562	0.519	0.563
catamaran	катамаран	0.571	0.566	0.526
catapult	Catapult	0.480	0.830	0.649
cataract	шаркыратма	0.406	0.545	0.549
catastrophe	ойрон	0.146	0.952	0.670
catastrophic	апаатынын	0.071	0.934	0.598
catatonic	catatonic	0.255	0.500	0.509
catch	кармоо	0.531	0.437	0.552
catcher	жыйнагыч	0.653	0.413	0.540
catching	кармоо	0.490	0.788	0.644
catchphrase	catchphrase	0.698	0.423	0.433
catchy	уккулуктуу	0.677	0.441	0.462
catechism	жердеги	0.656	0.236	0.613
categorical	категориялык	0.615	0.442	0.760
category	категория	0.571	0.264	0.521
cater	жабдуу	0.802	0.500	0.509
caterer	кыйма	0.550	0.557	0.644
caterpillar	гусеница	0.461	0.286	0.330
cates	Кейтс	0.370	0.394	0.407
catfish	сом	0.458	0.337	0.296
cathartic	катарсистик	0.450	0.510	0.604
cathedral	жыйын	0.598	0.330	0.643
catheter	заараны	0.336	0.491	0.373
catholic	католик	0.646	0.240	0.575
cathouse	cathouse	0.327	0.375	0.363
catnip	catnip	0.439	0.381	0.296
cattle	бодо мал	0.622	0.340	0.445
catwalk	подиуме	0.698	0.436	0.464
caucus	т³з³³;	0.418	0.311	0.491
caudal	куйрук	0.500	0.425	0.583
cauldron	казан	0.510	0.486	0.418
cauliflower	түстүү капуста	0.448	0.255	0.231
caulk	бүтөгөндөр	0.367	0.500	0.418
causal	себептик	0.562	0.367	0.491
causality	себептүүлүк	0.500	0.378	0.336
causation	себептери	0.562	0.480	0.567
cause	себеп	0.469	0.373	0.486
caused	шартталган	0.344	0.520	0.382
causeway	Искендер	0.453	0.382	0.422
caution	сактык	0.552	0.712	0.547
cautionary	эскертүү	0.510	0.541	0.519
cautious	сак	0.470	0.445	0.517
cautiously	абайлап	0.510	0.388	0.525
cavalier	олутсуз	0.735	0.462	0.713
cavalry	атчан аскер	0.667	0.727	0.794
cave	уңкүр	0.459	0.333	0.380
caveat	эскертүү	0.344	0.629	0.484
caveman	Caveman	0.235	0.644	0.482
cavern	уңкүр	0.323	0.360	0.365
cavernous	cavernous	0.354	0.548	0.462
caviar	икра	0.906	0.394	0.481
caving	үрккөндүн	0.378	0.491	0.551
cavity	көңдөй	0.466	0.385	0.379
cayenne	Кайенна	0.615	0.306	0.355
cease	токтотуу	0.388	0.250	0.420
ceasefire	ок атпоо	0.542	0.594	0.567
ceaseless	аруулоо	0.378	0.704	0.658
cedar	кедр	0.560	0.267	0.577
cede	Харченко:	0.275	0.327	0.402
ceiling	шып	0.520	0.224	0.366
celebrant	МакГуайр	0.865	0.656	0.643
celebrate	майрамдоо	0.917	0.857	0.859
celebrated	атактуу	0.875	0.690	0.763
celebrating	майрамдоодо	0.927	0.860	0.773
celebration	салтанат	0.939	0.824	0.880
celebrations	майрамдар	0.958	0.794	0.714
celebratory	майрамдык	0.857	0.653	0.845
celebrity	атактуулардан, жылдыз	0.760	0.619	0.855
celery	сельдерей	0.396	0.147	0.223
celestial	асман	0.817	0.360	0.731
celibacy	үйлөнбөөгө убада	0.302	0.276	0.509
celibate	бойдок	0.419	0.387	0.391
cell	клетка	0.541	0.375	0.465
cellar	вино сактоочу погреб	0.510	0.277	0.406
cellblock	cellblock	0.186	0.570	0.500
cellist	үйрөтчүмүн	0.667	0.500	0.486
cellmate	cellmate	0.167	0.684	0.349
cello	Анита	0.635	0.324	0.528
cellophane	ошо	0.648	0.282	0.289
cellular	уюлдук	0.643	0.398	0.517
cellulite	cellulite	0.200	0.384	0.256
celluloid	celluloid	0.469	0.440	0.425
cement	цемент / байланыш	0.544	0.265	0.527
cemented	калдык	0.429	0.382	0.537
cemetery	мүрзө	0.051	0.630	0.417
censor	цензор	0.344	0.276	0.538
censorship	цензура	0.219	0.698	0.421
censure	айыптоо	0.219	0.653	0.417
census	каттоо	0.449	0.289	0.553
cent	пайыз	0.439	0.367	0.402
centenary	Жүзгө чыккан	0.604	0.440	0.642
centennial	жүз жылдык	0.583	0.394	0.700
center	Борбор	0.643	0.231	0.431
centerfold	centerfold	0.571	0.407	0.485
centerpiece	негизги	0.594	0.208	0.520
centimeter	сантиметр	0.427	0.280	0.380
centipede	кырк аяк	0.296	0.399	0.361
central	борбордук	0.640	0.356	0.621
centrality	борборлоштурулган	0.571	0.312	0.709
centralization	борборлоштуруу	0.521	0.440	0.702
centralize	борбордоштуруу	0.684	0.427	0.802
centrally	борборлоштуруп	0.729	0.280	0.700
centrifugal	качуу	0.306	0.651	0.480
centrifuge	өзөктүк	0.495	0.622	0.527
centurion	жүз башы	0.590	0.447	0.696
century	кылым	0.407	0.347	0.735
ceramic	керамикалык	0.521	0.255	0.371
ceramics	керамикалык	0.573	0.250	0.373
cereal	дан	0.612	0.206	0.316
cereals	таруу	0.719	0.224	0.311
cerebral	мээ	0.408	0.509	0.627
ceremonial	ырым жырымдык	0.771	0.540	0.691
ceremony	аземи	0.760	0.559	0.761
certain	белгилүү	0.760	0.358	0.673
certainty	аныктык	0.781	0.400	0.769
certifiable	certifiable	0.714	0.427	0.662
certificate	күбөлүк	0.786	0.377	0.746
certified	күбөлөндүрүлгөн	0.781	0.422	0.806
certify	күбөлөндүрүү	0.866	0.400	0.746
cervical	жатын	0.375	0.413	0.445
cervix	жатын	0.429	0.360	0.340
cess	CESS	0.427	0.375	0.406
cessation	токтотуу	0.414	0.385	0.358
cesspool	ташатандыларын	0.167	0.460	0.409
cha cha	NO TRANSLATION	0.714	0.546	0.324
chaff	саманды	0.333	0.327	0.188
chafing	салышмак	0.430	0.415	0.368
chagrin	Генринин	0.104	0.704	0.472
chagrined	Бүкүрөйүп	0.112	0.745	0.361
chai	руски	0.500	0.375	0.363
chain	чынжыр	0.378	0.500	0.547
chainsaw	Chainsaw	0.367	0.804	0.636
chair	стул	0.562	0.082	0.276
chairman	төрагасы	0.656	0.567	0.933
chairperson	төрагасы	0.730	0.657	0.966
chairwoman	төрайымы	0.719	0.664	0.953
chaise	стул	0.406	0.349	0.327
chalet	аренда	0.653	0.349	0.278
chalice	чөйчөктү	0.633	0.286	0.529
chalk	бор	0.385	0.185	0.121
challenge	чакырык	0.469	0.922	0.713
challenger	атаандаш аял	0.417	0.755	0.652
chamber	бөлмө	0.583	0.373	0.455
chambermaid	chambermaid	0.594	0.375	0.336
chambers	бөлмөлөр	0.542	0.442	0.388
chameleon	хамелеон	0.490	0.580	0.345
champ	Чемпион	0.854	0.754	0.896
champagne	шампанский	0.760	0.600	0.454
champion	жеңүүчү аял	0.890	0.880	0.945
championship	биринчилик	0.833	0.800	0.880
chance	учур	0.833	0.551	0.525
chancellor	канцлер	0.646	0.500	0.887
